villageid,snow,sow2,sow3,sow4,villagename,sow1,group,insuredpig,pig,sow0,edu_vil,male_vil,age_vil,goat,house_val,land,subsidy,town_loc,surname_vil,pop_regist,pop_migout,no_xnh,townid,towndummy1,towndummy2,towndummy3,towndummy4,towndummy5,towndummy6,towndummy7,towndummy8,towndummy9,towndummy10,towndummy11,towndummy12,towndummy13,towndummy14,towndummy15,towndummy16,towndummy17,towndummy18,towndummy19,towndummy20,towndummy21,towndummy22,towndummy23,towndummy24,towndummy25,towndummy26,snow_insured,groupd1,groupd2,groupd3,lhouse_val,snow_groupd2,snow_groupd3
102219.0,0.0,,,,ÏãÆº´åÎ¯»á,29.0,2,14,206,10,5.3683205,0.5687023,34.492367,13.0,10398.551,6.7550726,126.0,0.0,5.0,761.0,230.0,329.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.249517,0.0,0.0
102220.0,0.0,,,,Ãñ×å´åÎ¯»á,20.0,3,35,375,13,5.8973384,0.5636882,32.96768,113.0,13260.869,5.447464,269.0,0.0,8.0,1347.0,346.0,687.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.492648,0.0,0.0
102221.0,0.0,,,,ÈýÁª,20.0,1,15,557,9,6.009811,0.53328663,31.406446,29.0,19565.217,4.200256,389.0,0.0,7.0,1663.0,225.0,851.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.881559,0.0,0.0
102222.0,0.0,,,,ÈýÔª´åÎ¯»á,24.0,1,32,530,16,5.3857718,0.5691383,32.45992,40.0,12352.941,2.8249135,282.0,0.0,8.0,1265.0,255.0,607.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.42173,0.0,0.0
102223.0,0.0,,,,ºÍÆ½´åÎ¯»á,27.0,1,15,353,46,6.319853,0.5661765,31.827206,15.0,23604.65,4.575969,129.0,0.0,3.0,709.0,154.0,430.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.069242,0.0,0.0
102224.0,0.0,,,,ºìÆì´åÎ¯»á,16.0,3,21,454,10,6.3685393,0.5318352,29.50412,47.0,18555.555,3.1891668,345.0,0.0,7.0,1461.0,100.0,862.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.828578,0.0,0.0
102226.0,0.0,,,,·½ÁÖ,74.0,1,14,361,3,6.2646465,0.5212121,30.89899,0.0,19205.299,1.6718543,242.0,0.0,5.0,1065.0,61.0,639.0,102.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.862993,0.0,0.0
103001.0,0.0,,,,,,3,0,999,14,,,,,,,,,,,,,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,,0.0,0.0
103201.0,3.0,27.0,45.0,41.0,ÎÄ·á´åÎ¯»á,42.0,3,17,425,22,6.422543,0.54081064,32.963352,20.0,47731.277,2.5922906,422.0,1.0,7.0,1885.0,214.0,1284.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,0,0,1,10.773363,0.0,3.0
103203.0,0.0,5.0,8.0,8.0,¹Ø¿Ú´åÎ¯»á,5.0,3,5,223,3,5.575238,0.5504762,33.878094,0.0,20157.48,3.8740158,127.0,0.0,3.0,597.0,64.0,422.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.911381,0.0,0.0
103204.0,0.0,7.0,20.0,20.0,ÇìÐÂ´å,,2,0,266,5,5.7363515,0.53928095,32.575233,99.0,34910.715,2.9886904,165.0,0.0,5.0,872.0,141.0,583.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.460578,0.0,0.0
103206.0,0.0,35.0,40.0,40.0,ÂÌÖñ´å,20.0,3,25,424,28,6.028272,0.5424084,34.67958,0.0,17869.2,4.0805907,235.0,0.0,5.0,709.0,183.0,723.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.79089,0.0,0.0
103207.0,1.0,25.0,32.0,30.0,Áú¾®´å,,3,15,264,9,5.838938,0.5061947,33.39469,0.0,27703.703,3.3985186,135.0,0.0,2.0,735.0,211.0,453.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,1,10.229358,0.0,1.0
103209.0,0.0,8.0,12.0,12.0,Ð¡Õ¯´åÎ¯»á,8.0,3,8,177,6,6.4333334,0.52592593,35.364815,44.0,23417.266,2.3733814,138.0,0.0,2.0,657.0,97.0,319.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.061272,0.0,0.0
103210.0,0.0,6.0,8.0,7.0,ÌïÍå´åÎ¯»á,,2,6,166,0,5.9484534,0.5237113,35.62474,0.0,18688.525,2.4434426,122.0,0.0,3.0,693.0,241.0,352.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.835718,0.0,0.0
103211.0,0.0,9.0,10.0,10.0,³¤ÑÒ´åÎ¯»á,9.0,2,9,151,3,6.440758,0.56398106,34.869667,80.0,21250.0,2.55625,111.0,0.0,3.0,559.0,132.0,357.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.964159,0.0,0.0
103212.0,0.0,12.0,19.0,21.0,·ç´µ°Ó´åÎ¯»á,,3,12,224,10,6.255255,0.5245245,33.76076,6.0,27056.451,2.1145163,245.0,0.0,3.0,1089.0,188.0,804.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.205718,0.0,0.0
103213.0,0.0,4.0,7.0,7.0,ÇàÁú´åÎ¯»á,,3,4,200,2,6.3253303,0.53781515,32.45378,0.0,32087.629,3.248969,192.0,0.0,4.0,938.0,86.0,792.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.376257,0.0,0.0
103215.0,0.0,49.0,51.0,71.0,ÖÐÉ½Æº´åÎ¯»á,11.0,3,19,494,41,6.9795737,0.5053286,33.02309,6.0,36050.42,3.334874,231.0,0.0,4.0,1228.0,216.0,1000.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.492702,0.0,0.0
103217.0,0.0,13.0,16.0,16.0,ÑØ³§´åÎ¯»á,13.0,2,13,232,3,6.2153845,0.5271795,32.00718,10.0,25298.508,4.314925,188.0,0.0,4.0,1160.0,161.0,460.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.13854,0.0,0.0
103218.0,1.0,74.0,77.0,74.0,¶«¹â´åÎ¯»á,,3,34,525,43,6.471189,0.5317287,32.475567,104.0,45168.918,3.773311,283.0,0.0,4.0,1584.0,212.0,949.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,1,10.718186,0.0,1.0
103219.0,0.0,8.0,14.0,13.0,ÍûÔÆ´åÎ¯»á,8.0,3,8,242,11,5.8282113,0.5279748,32.0591,6.0,37668.918,2.0155406,293.0,0.0,1.0,1439.0,140.0,946.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.536617,0.0,0.0
103220.0,0.0,7.0,7.0,29.0,ÑÒ¿×´åÎ¯»á,,3,7,138,5,7.2243686,0.5037147,34.438335,0.0,89944.75,1.940884,172.0,0.0,4.0,794.0,158.0,583.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,11.406962,0.0,0.0
103221.0,4.0,38.0,40.0,40.0,°×ÔÆ´åÎ¯»á,,3,18,124,35,7.3649716,0.49943504,33.81356,0.0,62326.086,1.3804348,207.0,0.0,4.0,897.0,102.0,601.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,1,11.040152,0.0,4.0
103222.0,3.0,36.0,37.0,33.0,Í¬ÃË´åÎ¯»á,20.0,2,22,309,10,6.8245487,0.5111913,32.753067,73.0,59830.027,1.6988668,306.0,0.0,5.0,1479.0,134.0,1090.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,1,0,10.99928,3.0,0.0
103223.0,0.0,10.0,12.0,12.0,,,1,10,332,5,6.4679413,0.54893136,33.38695,0.0,33957.348,3.9303317,208.0,0.0,3.0,1031.0,153.0,568.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.43289,0.0,0.0
103225.0,0.0,10.0,23.0,23.0,ºÍÆ½´åÎ¯»á,,2,10,278,6,5.9365077,0.5604396,33.589745,10.0,14792.746,3.7746115,156.0,0.0,5.0,1168.0,358.0,646.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.60196,0.0,0.0
103226.0,0.0,10.0,21.0,19.0,½ð²ý´åÎ¯»á,,2,10,225,27,6.111492,0.542024,33.233276,0.0,23455.883,3.8742647,123.0,0.0,4.0,552.0,159.0,367.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.06292,0.0,0.0
103227.0,0.0,11.0,26.0,27.0,½ðÐÇ´åÎ¯»á,11.0,1,11,365,8,6.0832515,0.52497554,33.832516,0.0,20115.74,4.3189816,214.0,0.0,3.0,1191.0,162.0,585.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.9093075,0.0,0.0
103228.0,0.0,10.0,11.0,11.0,ÁúÍå´åÎ¯»á,,2,10,212,5,6.111321,0.49433962,32.954716,0.0,16478.262,4.101739,115.0,0.0,2.0,613.0,165.0,236.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.709858,0.0,0.0
103230.0,0.0,5.0,8.0,8.0,½ð°²´åÎ¯»á,,3,5,91,0,6.3952703,0.5709459,36.006756,0.0,8513.514,5.048649,74.0,0.0,2.0,404.0,104.0,239.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.049527,0.0,0.0
103231.0,0.0,7.0,9.0,9.0,³¤½­´åÎ¯»á,,2,7,148,11,5.770202,0.55050504,36.257576,0.0,9903.846,4.4894233,103.0,0.0,3.0,512.0,113.0,271.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.200779,0.0,0.0
103232.0,0.0,21.0,28.0,25.0,¹âÃ÷´åÎ¯»á,17.0,1,21,689,46,6.9176,0.5048,31.22,3.0,32949.22,5.8835936,172.0,0.0,7.0,1347.0,137.0,860.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.402753,0.0,0.0
103233.0,0.0,5.0,8.0,8.0,¸Ú·á´åÎ¯»á,5.0,3,5,285,9,6.6782246,0.5256588,32.409153,0.0,21166.666,3.67,180.0,0.0,3.0,805.0,110.0,562.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.96023,0.0,0.0
103234.0,0.0,9.0,11.0,11.0,ÐÂ½­´åÎ¯»á,7.0,1,9,612,14,6.7351046,0.55152977,33.446056,34.0,21645.367,4.001917,307.0,0.0,6.0,1503.0,264.0,846.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.982593,0.0,0.0
103235.0,1.0,6.0,16.0,13.0,ºì¹â´åÎ¯»á,6.0,3,6,586,3,6.723281,0.5393538,33.35211,0.0,20752.508,4.004348,144.0,0.0,6.0,1230.0,227.0,633.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,1,9.940471,0.0,1.0
103236.0,0.0,6.0,11.0,11.0,½ðÀÖ´åÎ¯»á,,1,6,362,6,6.4867425,0.5160985,32.920456,2.0,18664.123,4.3099236,208.0,0.0,6.0,1338.0,465.0,576.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.834412,0.0,0.0
103237.0,4.0,29.0,25.0,25.0,ÁªÃË´åÎ¯»á,8.0,3,11,545,8,5.4164524,0.5552699,33.26864,76.0,6457.2866,4.608543,197.0,0.0,6.0,1015.0,237.0,510.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,0,1,8.773119,0.0,4.0
103238.0,2.0,8.0,6.0,5.0,Í°¾®´åÎ¯»á,,3,6,108,1,4.80339,0.5423729,36.074577,121.0,8218.391,3.7574713,66.0,0.0,5.0,442.0,154.0,161.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,1,9.014252,0.0,2.0
103239.0,0.0,3.0,4.0,4.0,»ÆÉ³´åÎ¯»á,3.0,1,3,41,0,5.640244,0.5304878,34.780487,0.0,8522.728,4.5454545,44.0,0.0,2.0,222.0,59.0,142.0,103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.050609,0.0,0.0
104001.0,0.0,,,,,,3,0,999,14,,,,,,,,,,,,,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,,0.0,0.0
104201.0,0.0,,,,ÓíÄ®,11.0,1,5,212,0,6.997826,0.5115942,34.060146,25.0,57853.72,1.0052757,160.0,1.0,4.0,748.0,48.0,427.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.965691,0.0,0.0
104204.0,0.0,,,,½ð·á,22.0,3,7,148,6,6.279176,0.54004574,32.627003,20.0,29866.072,3.7767856,88.0,0.0,3.0,380.0,69.0,262.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.304512,0.0,0.0
104205.0,0.0,,,,É³°Ó,46.0,2,31,954,63,5.504176,0.5330296,32.581623,0.0,22088.95,8.208895,359.0,0.0,4.0,1540.0,338.0,986.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.002878,0.0,0.0
104207.0,0.0,,,,½ðÑÒ,15.0,1,13,200,4,5.097778,0.54888886,33.475555,0.0,13593.75,4.81875,114.0,0.0,3.0,571.0,146.0,327.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.517439,0.0,0.0
104208.0,0.0,,,,ÈýÐÇ,32.0,3,25,216,10,4.9748425,0.5744235,31.201258,0.0,15720.0,9.4752,119.0,0.0,5.0,469.0,58.0,308.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.662753,0.0,0.0
104209.0,0.0,,,,,,3,172,351,13,4.5401607,0.5502008,30.726908,0.0,15606.061,8.753788,132.0,0.0,4.0,592.0,146.0,389.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.6554785,0.0,0.0
104210.0,0.0,,,,Í¬ÐÄ,23.0,2,21,350,23,4.7565084,0.5482389,31.739662,0.0,8368.984,5.7363634,184.0,0.0,5.0,819.0,153.0,455.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.032408,0.0,0.0
104214.0,0.0,,,,ÖÐÆº,49.0,2,47,410,13,5.9019427,0.5319149,34.12766,0.0,15310.219,3.8551095,271.0,0.0,6.0,1360.0,290.0,880.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.636341,0.0,0.0
104215.0,0.0,,,,´óÇÅ,28.0,1,22,478,20,6.0595236,0.52380955,36.2483,0.0,18922.156,4.387425,159.0,0.0,4.0,897.0,343.0,344.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.848142,0.0,0.0
104216.0,0.0,,,,·½ÐÄ,46.0,1,44,337,12,6.482549,0.54021245,33.53111,0.0,12131.147,4.2896175,158.0,0.0,4.0,806.0,211.0,483.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.403614,0.0,0.0
104217.0,0.0,,,,¹ØÐÄ,14.0,1,9,241,16,6.582938,0.5308057,32.2109,0.0,23066.037,4.4584904,94.0,0.0,3.0,421.0,46.0,310.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.04616,0.0,0.0
104218.0,0.0,,,,ÖØ¼´,28.0,2,21,316,10,6.0369916,0.54500616,33.82491,65.0,7882.653,5.3836737,188.0,0.0,6.0,1025.0,259.0,497.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,8.972547,0.0,0.0
104219.0,0.0,,,,Èº·á,14.0,2,11,597,22,6.538986,0.52534115,34.25926,0.0,12552.817,3.5197184,283.0,0.0,7.0,1393.0,391.0,576.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.43778,0.0,0.0
104220.0,0.0,,,,³ÉÇ½,13.0,2,10,262,0,6.572317,0.5365474,34.755833,0.0,11284.916,2.5413408,160.0,0.0,3.0,800.0,183.0,415.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.331311,0.0,0.0
104221.0,0.0,,,,°ËÕ¯,36.0,1,29,503,13,5.7771297,0.5472579,35.763126,0.0,14731.405,3.1789255,242.0,0.0,4.0,1209.0,364.0,447.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.597805,0.0,0.0
104222.0,0.0,,,,ÇàÁÖ,11.0,2,4,156,3,5.9703875,0.52164006,33.77221,0.0,16071.429,2.9642856,126.0,0.0,5.0,512.0,95.0,349.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.68486,0.0,0.0
104223.0,0.0,,,,¸ÉÑß´åÎ¯»á,18.0,3,10,368,11,5.9819965,0.5270049,36.8527,0.0,20870.787,3.7044945,165.0,0.0,6.0,883.0,282.0,424.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.946154,0.0,0.0
104224.0,0.0,,,,Âí³¡,15.0,2,13,449,8,6.285585,0.5358114,34.315502,0.0,20323.74,3.1327338,241.0,0.0,5.0,1479.0,399.0,596.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.919594,0.0,0.0
104225.0,0.0,,,,¹ØÕ¯,47.0,3,31,502,46,5.562374,0.5080483,32.01811,0.0,21613.545,6.9944224,245.0,0.0,5.0,1261.0,263.0,614.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.981122,0.0,0.0
104226.0,0.0,,,,´óÁú,48.0,3,34,843,32,5.8550887,0.5254425,31.768805,0.0,23333.334,5.7058334,238.0,0.0,3.0,1072.0,183.0,672.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.057681,0.0,0.0
104227.0,0.0,,,,½ðÂí,11.0,2,4,217,2,4.9832287,0.5283019,30.916143,0.0,28539.822,7.437168,113.0,0.0,3.0,512.0,65.0,297.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.25909,0.0,0.0
104228.0,0.0,,,,ÖÐÌ§,15.0,3,10,436,12,5.6903462,0.5173042,32.37523,0.0,23181.818,6.501948,151.0,0.0,4.0,627.0,138.0,430.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.051167,0.0,0.0
104229.0,0.0,,,,ÎåÐÇ´å,41.0,3,36,289,16,5.9069767,0.5261628,32.9593,0.0,22244.898,4.755102,93.0,0.0,2.0,505.0,154.0,319.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.0099125,0.0,0.0
104230.0,0.0,,,,ÐÂÕ¯´å,6.0,1,3,283,2,5.004587,0.51605505,28.630733,0.0,19628.1,5.24876,118.0,0.0,3.0,472.0,59.0,46.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.8847685,0.0,0.0
104232.0,0.0,,,,³¤Îä,51.0,1,9,418,81,6.3729324,0.5082707,32.08722,0.0,22112.299,3.6037433,183.0,0.0,3.0,817.0,136.0,459.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,10.003935,0.0,0.0
104233.0,0.0,,,,¸ßÕ¯,8.0,2,2,81,1,4.847328,0.5954198,35.755726,0.0,10777.777,7.4511113,45.0,0.0,2.0,214.0,83.0,107.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.285335,0.0,0.0
104234.0,0.0,,,,½ðË®,16.0,3,14,161,8,5.0140843,0.53521127,32.749294,1.0,19680.852,2.9925532,92.0,0.0,2.0,425.0,63.0,225.0,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.887452,0.0,0.0
105201.0,2.0,45.0,90.0,90.0,á°·á´å,10.0,3,10,416,6,7.621785,0.5073122,30.221886,0.0,76716.984,1.640566,312.0,1.0,7.0,1395.0,117.0,1611.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,1,11.247891,0.0,2.0
105202.0,0.0,2.0,8.0,8.0,ÂíÇÅ´å,2.0,2,2,166,1,6.318937,0.50332224,30.556479,0.0,32342.658,3.2608392,141.0,0.0,4.0,658.0,62.0,458.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.384173,0.0,0.0
105203.0,0.0,33.0,31.0,38.0,ÏÂÕ¯´å,18.0,3,18,360,12,6.758929,0.52380955,32.20238,15.0,29702.38,2.7184525,164.0,0.0,4.0,850.0,143.0,588.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,10.299016,0.0,0.0
105205.0,0.0,24.0,56.0,62.0,Çì·á´å,10.0,1,10,454,18,6.081797,0.5218894,34.26152,2.0,16839.826,2.7614717,229.0,0.0,6.0,1283.0,395.0,685.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.731562,0.0,0.0
105206.0,0.0,32.0,51.0,52.0,³¤Ñß´å,18.0,1,18,247,17,6.1472173,0.5332136,33.251347,0.0,20845.07,3.8584507,141.0,0.0,6.0,730.0,56.0,460.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,9.944921,0.0,0.0
105207.0,0.0,16.0,87.0,87.0,¹ûÁÖ´å,10.0,3,10,115,4,6.37046,0.5472155,33.76271,5.0,15404.04,3.870707,97.0,0.0,4.0,547.0,153.0,358.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.64245,0.0,0.0
105208.0,0.0,33.0,40.0,40.0,ÐÂ´å´å,13.0,2,13,247,10,5.506352,0.51905626,34.150635,0.0,14360.902,4.235338,132.0,0.0,4.0,749.0,186.0,470.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,9.572334,0.0,0.0
105210.0,0.0,56.0,72.0,72.0,¸ß²Ö´å,35.0,2,35,548,13,6.161035,0.52120775,32.70525,0.0,23706.2,2.4695418,358.0,0.0,10.0,1619.0,207.0,1207.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,10.073534,0.0,0.0
105211.0,0.0,45.0,71.0,74.0,ÈýºÏ´å,19.0,3,19,343,19,5.9792576,0.5349345,33.400654,16.0,18519.312,3.2652361,224.0,0.0,5.0,1251.0,315.0,661.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,9.826623,0.0,0.0
105213.0,1.0,24.0,41.0,45.0,¸ßÆ½´å,11.0,1,11,241,12,5.9608436,0.5316265,33.088856,21.0,20295.857,4.3426037,168.0,0.0,6.0,593.0,165.0,522.0,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,0,0,9.918221,0.0,0.0
