polling.place,EV,age.group,educ,male,tech,pol.info,white.collar,not.full.time,capable.auth,eval.voting,easy.voting,sure.counted,conf.secret,how.clean,speed,agree.evoting,eselect.cand
Colegio Juan Manuel de Rosas,1.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Colegio Juan Manuel de Rosas,1.0,1.0,9.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
Colegio Juan Manuel de Rosas,1.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,3.0,4.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,4.0,4.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,3.0,9.0,1.0,6.0,4.0,1.0,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,7.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,4.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,6.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Colegio Juan Manuel de Rosas,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0
Colegio Juan Manuel de Rosas,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,3.0,4.0,0.0,6.0,3.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,9.0,0.0,5.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,7.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,4.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,7.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Colegio Juan Manuel de Rosas,1.0,1.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,7.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,7.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,1.0,7.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,3.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,4.0,9.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,5.0,7.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,4.0,9.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Colegio Juan Manuel de Rosas,1.0,5.0,9.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Colegio Juan Manuel de Rosas,1.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0
Colegio Juan Manuel de Rosas,1.0,4.0,5.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,4.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,,1.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,4.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,5.0,4.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,4.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,5.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,5.0,3.0,1.0,5.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,9.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,7.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,6.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,7.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Escuela Dr. Martin R. Mainoli,1.0,4.0,6.0,1.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Escuela Dr. Martin R. Mainoli,1.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,5.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,4.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,2.0,0.0,4.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,3.0,4.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,6.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,7.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,4.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,9.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,3.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,3.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,3.0,9.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,9.0,1.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,7.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,5.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,3.0,4.0,1.0,6.0,2.0,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,5.0,1.0,5.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,5.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,3.0,9.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,5.0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,6.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,4.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,7.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,3.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,6.0,0.0,5.0,3.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,1.0
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,
Escuela Brig. Gral. J.A. Alvarez de Arenales,1.0,1.0,7.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Escuela Dr. Miguel Ortiz,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,4.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,2.0,4.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,4.0,1.0,,3.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,2.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
Escuela Dr. Miguel Ortiz,1.0,2.0,4.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Escuela Dr. Miguel Ortiz,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,6.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,2.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,1.0,4.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,4.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,
Escuela Dr. Miguel Ortiz,1.0,4.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Escuela Dr. Miguel Ortiz,1.0,5.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Escuela Dr. Miguel Ortiz,1.0,2.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Escuela Dr. Miguel Ortiz,1.0,1.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,2.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,
Escuela Dr. Miguel Ortiz,1.0,1.0,4.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,3.0,9.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,1.0,9.0,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,4.0,6.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0
Escuela Dr. Miguel Ortiz,1.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escuela Dr. Miguel Ortiz,1.0,3.0,4.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,4.0,4.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escuela Dr. Miguel Ortiz,1.0,4.0,9.0,1.0,5.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Escuela Dr. Miguel Ortiz,1.0,2.0,7.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
