duration,trust,placebo1,private,community,placebo2,coproduce,mc,sex,race,age,ideology,income,education,at,gw,gwh,rand,DV_DO,mcpass,atpass,mcatpass,trustprime,climatebelief,climatebelief_scale,white,black,hispanic,asian,other
217,35,35,66,36,73,68,2,0,white,37,2,4,5,80,1,1,Honest,dv|placebo|placebo2|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
253,72,41,70,69,60,71,1,0,white,30,2,5,5,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
156,92,86,95,88,91,91,2,0,black,30,5,4,6,93,1,1,Control,dv|placebo2|placebo|private|community,0,0,0,1,1,0.54212611,0,1,0,0,0
194,80,48,67,65,75,64,2,0,white,67,2,1,3,80,1,1,Honest,dv|private|placebo2|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
144,51,51,25,51,100,54,2,1,asian,23,4,3,5,80,1,1,Control,dv|placebo|community|private|placebo2,0,1,0,1,1,0.54212611,0,0,0,1,0
173,72,78,63,60,82,78,1,0,white,47,2,2,5,80,0,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
88,96,93,98,97,93,94,2,0,white,28,5,7,6,80,1,-1,Corrupt,dv|placebo2|community|placebo|private,0,1,0,0,0,-1.384357745,1,0,0,0,0
332,49,62,62,61,62,61,2,1,white,53,3,4,5,80,0,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
156,48,48,49,54,96,47,4,1,other,44,1,5,4,80,1,1,Control,dv|private|placebo|placebo2|community,1,1,1,1,1,0.54212611,0,0,0,0,1
298,99,93,93,83,93,93,1,0,white,34,5,5,5,80,1,0,Honest,dv|private|community|placebo2|placebo,0,1,0,2,0.5,-0.421115818,1,0,0,0,0
276,100,82,89,92,74,93,1,0,white,30,4,5,5,80,1,1,Honest,dv|placebo|placebo2|private|community,0,1,0,2,1,0.54212611,1,0,0,0,0
190,19,40,70,82,70,71,1,1,white,57,2,6,6,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
161,96,93,94,93,95,95,1,0,black,48,1,4,6,80,-1,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,0,-1.384357745,0,1,0,0,0
213,85,99,20,100,100,87,2,1,white,39,1,1,5,80,1,1,Honest,dv|private|placebo2|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
118,78,73,70,78,71,68,2,1,white,46,1,2,6,71,1,0,Control,dv|placebo|private|community|placebo2,0,0,0,1,0.5,-0.421115818,1,0,0,0,0
151,40,49,100,73,38,80,1,0,white,54,4,5,5,80,1,1,Corrupt,dv|community|private|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
315,71,50,61,71,100,100,4,0,asian,NA,3,6,6,80,1,1,Control,dv|placebo|private|community|placebo2,1,1,1,1,1,0.54212611,0,0,0,1,0
276,92,90,85,80,62,90,1,0,black,38,5,3,6,88,1,0,Honest,dv|private|community|placebo|placebo2,0,0,0,2,0.5,-0.421115818,0,1,0,0,0
280,79,87,78,78,82,55,4,0,asian,28,3,4,5,80,1,1,Control,dv|placebo2|private|community|placebo,1,1,1,1,1,0.54212611,0,0,0,1,0
232,44,61,30,90,60,51,4,1,white,63,2,4,3,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
237,74,84,87,75,75,71,2,0,white,NA,2,1,5,82,1,1,Corrupt,dv|community|private|placebo2|placebo,0,0,0,0,1,0.54212611,1,0,0,0,0
708,19,65,39,51,61,73,1,0,asian,44,5,5,4,80,1,1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,1,0.54212611,0,0,0,1,0
106,90,74,97,79,91,83,2,0,white,57,5,4,6,80,1,0,Corrupt,dv|placebo2|placebo|community|private,0,1,0,0,0.5,-0.421115818,1,0,0,0,0
406,65,50,60,70,100,85,1,1,white,55,2,4,3,80,1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
144,90,50,20,100,100,100,2,0,white,51,2,7,5,80,1,1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
136,50,80,40,90,100,60,4,0,white,22,4,5,4,80,1,1,Control,dv|placebo|private|community|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
223,88,69,47,53,72,93,1,0,white,30,2,5,5,80,1,1,Honest,dv|placebo|placebo2|private|community,0,1,0,2,1,0.54212611,1,0,0,0,0
133,84,97,81,95,87,91,1,0,white,52,4,3,5,80,1,0,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
278,75,25,60,85,70,75,2,0,white,52,2,4,2,80,1,1,Honest,dv|placebo|placebo2|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
226,20,17,74,69,95,86,1,1,other,57,3,4,6,80,1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,1,0.54212611,0,0,0,0,1
289,15,36,33,100,100,39,1,1,asian,29,2,3,5,80,1,1,Corrupt,dv|placebo|community|private|placebo2,1,1,1,0,1,0.54212611,0,0,0,1,0
160,30,50,55,60,50,85,1,0,white,33,5,4,3,80,1,1,Corrupt,dv|placebo|community|private|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
312,76,95,83,82,80,78,1,0,hispanic,39,5,2,6,80,1,-1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,0,-1.384357745,0,0,1,0,0
278,30,56,70,93,100,86,1,0,white,67,4,4,3,80,0,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
134,70,48,70,83,99,75,4,0,white,29,2,7,5,80,1,1,Control,dv|community|private|placebo2|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
178,75,30,30,70,85,75,2,1,hispanic,24,2,1,5,80,1,1,Honest,dv|private|placebo|community|placebo2,1,1,1,2,1,0.54212611,0,0,1,0,0
114,6,50,75,84,100,83,1,1,asian,35,1,1,4,80,1,1,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,1,0.54212611,0,0,0,1,0
309,71,50,61,61,71,71,4,1,white,54,3,4,5,80,1,1,Control,dv|community|placebo|placebo2|private,1,1,1,1,1,0.54212611,1,0,0,0,0
316,61,30,100,100,100,81,4,0,white,59,3,5,5,81,1,1,Control,dv|community|private|placebo|placebo2,1,0,0,1,1,0.54212611,1,0,0,0,0
393,81,100,90,91,100,87,2,1,black,62,2,6,4,80,1,1,Honest,dv|private|community|placebo2|placebo,1,1,1,2,1,0.54212611,0,1,0,0,0
277,82,67,92,24,75,80,2,1,white,67,2,6,6,80,1,0,Honest,dv|private|placebo2|placebo|community,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
156,77,58,36,55,80,87,4,0,white,39,3,7,6,80,1,1,Control,dv|placebo2|placebo|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
141,61,51,67,90,81,83,4,0,white,43,2,4,6,80,1,1,Control,dv|private|community|placebo2|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
168,82,38,54,69,53,86,2,1,white,42,3,4,2,80,1,1,Honest,dv|private|placebo|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
298,74,50,33,100,100,100,4,1,white,56,2,5,6,80,1,1,Control,dv|placebo|placebo2|community|private,1,1,1,1,1,0.54212611,1,0,0,0,0
214,65,41,61,66,64,59,2,1,other,21,4,2,3,80,1,1,Corrupt,dv|placebo2|community|placebo|private,0,1,0,0,1,0.54212611,0,0,0,0,1
282,82,22,85,85,91,77,2,1,asian,33,3,3,5,80,1,1,Honest,dv|community|private|placebo|placebo2,1,1,1,2,1,0.54212611,0,0,0,1,0
177,28,50,68,72,91,25,1,1,asian,46,4,6,5,80,1,1,Corrupt,dv|placebo|placebo2|private|community,1,1,1,0,1,0.54212611,0,0,0,1,0
204,15,60,77,100,91,100,1,1,white,40,2,4,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
299,30,50,73,100,71,70,1,0,white,40,3,4,3,80,1,1,Corrupt,dv|placebo|placebo2|community|private,1,1,1,0,1,0.54212611,1,0,0,0,0
255,100,80,78,51,100,72,2,1,white,36,3,6,5,80,1,1,Honest,dv|placebo|private|placebo2|community,1,1,1,2,1,0.54212611,1,0,0,0,0
183,81,84,84,67,71,81,1,0,white,40,5,3,5,80,1,1,Corrupt,dv|placebo2|private|community|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
47,51,50,49,49,51,49,2,0,white,29,3,3,6,51,-1,0,Honest,dv|placebo|placebo2|community|private,1,0,0,2,-0.5,-2.347599673,1,0,0,0,0
270,10,30,70,90,90,70,1,0,asian,22,3,2,2,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,0,0,0,1,0
909,100,100,100,100,100,75,4,1,white,31,1,4,2,80,1,1,Control,dv|placebo2|community|private|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
123,97,93,98,99,93,97,1,0,hispanic,53,4,3,5,80,1,1,Honest,dv|private|placebo|community|placebo2,0,1,0,2,1,0.54212611,0,0,1,0,0
449,40,51,70,90,67,70,1,0,white,70,3,5,5,80,0,1,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
247,73,62,57,66,70,64,1,0,white,25,2,4,5,80,1,0,Honest,dv|placebo|community|placebo2|private,0,1,0,2,0.5,-0.421115818,1,0,0,0,0
172,80,70,55,90,95,70,2,1,white,46,2,2,3,80,1,1,Honest,dv|placebo|private|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
125,82,70,80,89,100,79,2,0,white,33,3,5,5,80,1,1,Honest,dv|placebo2|private|community|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
117,30,52,57,92,100,47,4,0,asian,26,2,2,5,80,1,1,Control,dv|private|community|placebo|placebo2,1,1,1,1,1,0.54212611,0,0,0,1,0
211,81,30,50,95,65,75,4,0,white,28,4,5,5,80,1,1,Honest,dv|placebo|placebo2|private|community,0,1,0,2,1,0.54212611,1,0,0,0,0
232,87,81,99,100,81,96,1,0,white,54,2,3,6,80,1,0,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
371,30,50,60,100,100,100,1,1,white,58,4,1,4,80,1,1,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
440,33,60,65,60,24,32,1,1,white,30,4,5,6,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
110,66,50,60,73,71,67,2,0,white,32,4,5,3,80,1,0,Honest,dv|placebo|community|private|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
79,95,92,94,87,97,92,2,0,white,28,5,7,6,80,1,-1,Honest,dv|private|community|placebo2|placebo,1,1,1,2,0,-1.384357745,1,0,0,0,0
130,70,70,0,81,100,20,2,1,white,25,1,1,5,80,1,1,Honest,dv|placebo|community|private|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
259,20,50,0,100,100,80,1,1,hispanic,43,2,6,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,0,0,1,0,0
88,89,41,66,72,67,78,1,0,white,30,2,5,5,80,1,1,Honest,dv|community|private|placebo|placebo2,0,1,0,2,1,0.54212611,1,0,0,0,0
194,70,55,60,75,35,65,2,1,white,54,4,4,2,80,-1,0,Honest,dv|placebo2|community|private|placebo,1,1,1,2,-0.5,-2.347599673,1,0,0,0,0
176,65,60,0,80,0,20,4,0,white,54,3,1,5,80,-1,-1,Control,dv|private|placebo2|community|placebo,1,1,1,1,-1,-3.310841601,1,0,0,0,0
171,70,50,70,70,70,50,2,1,white,41,3,1,3,80,1,0,Honest,dv|community|private|placebo|placebo2,1,1,1,2,0.5,-0.421115818,1,0,0,0,0
128,0,51,50,51,51,51,1,0,white,32,3,2,3,80,1,0,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
120,75,66,95,87,93,88,2,1,white,39,2,3,3,80,1,1,Honest,dv|community|placebo2|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
108,95,96,91,92,98,98,1,0,hispanic,51,5,3,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,0,0,1,0,0
712,74,78,66,70,79,71,2,0,black,34,2,5,5,75,1,1,Control,dv|private|placebo|placebo2|community,0,0,0,1,1,0.54212611,0,1,0,0,0
163,50,50,50,51,50,50,2,0,white,29,3,4,3,80,0,0,Honest,dv|community|placebo|placebo2|private,1,1,1,2,0,-1.384357745,1,0,0,0,0
169,68,40,68,37,62,72,2,1,white,29,4,5,5,80,1,1,Honest,dv|private|community|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
116,77,50,79,86,66,62,4,1,other,26,3,6,6,80,1,1,Control,dv|placebo|private|community|placebo2,1,1,1,1,1,0.54212611,0,0,0,0,1
109,74,56,40,85,91,88,2,1,white,32,2,5,5,80,1,1,Honest,dv|private|placebo|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
166,80,30,70,92,96,70,4,1,white,62,1,7,7,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
269,70,50,75,80,50,75,4,1,white,61,5,3,5,80,0,1,Control,dv|placebo|private|community|placebo2,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
124,100,87,81,74,100,94,2,1,hispanic,39,1,1,6,80,1,0,Corrupt,dv|placebo2|placebo|community|private,0,1,0,0,0.5,-0.421115818,0,0,1,0,0
333,21,81,82,81,60,61,1,1,hispanic,50,4,1,4,80,1,1,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,1,0.54212611,0,0,1,0,0
364,95,95,82,99,100,97,1,1,hispanic,28,5,4,5,80,1,1,Corrupt,dv|placebo|placebo2|private|community,1,1,1,0,1,0.54212611,0,0,1,0,0
260,43,51,61,85,94,75,1,0,white,35,2,7,6,80,1,1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
145,80,50,50,70,100,50,2,0,white,35,2,3,4,80,1,1,Honest,dv|community|placebo|private|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
148,86,33,100,45,85,41,2,0,white,53,4,2,5,80,-1,0,Honest,dv|private|community|placebo|placebo2,1,1,1,2,-0.5,-2.347599673,1,0,0,0,0
122,15,51,35,99,100,85,1,0,white,49,2,7,6,80,1,1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
195,12,61,19,100,39,100,1,0,white,33,3,1,2,80,0,1,Corrupt,dv|placebo2|community|placebo|private,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
172,90,50,50,90,85,70,4,0,white,41,1,4,6,80,1,1,Control,dv|placebo|community|private|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
101,18,76,51,81,61,59,1,1,white,35,2,4,6,80,1,1,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
375,69,72,86,79,67,78,1,1,white,25,4,4,6,80,1,0,Corrupt,dv|placebo2|community|private|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
252,25,8,50,50,40,80,1,1,white,55,3,4,3,80,0,1,Corrupt,dv|private|placebo|community|placebo2,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
186,68,70,50,69,71,68,4,0,white,28,2,2,4,79,1,1,Control,dv|community|placebo2|placebo|private,1,0,0,1,1,0.54212611,1,0,0,0,0
167,34,56,63,62,42,56,2,1,asian,25,2,5,5,80,1,1,Honest,dv|placebo2|placebo|private|community,1,1,1,2,1,0.54212611,0,0,0,1,0
233,70,75,65,83,80,70,4,1,white,38,1,4,5,80,1,1,Control,dv|private|community|placebo|placebo2,1,1,1,1,1,0.54212611,1,0,0,0,0
250,81,56,69,58,76,82,1,0,white,30,2,5,5,80,1,1,Honest,dv|placebo2|private|community|placebo,0,1,0,2,1,0.54212611,1,0,0,0,0
295,60,79,71,90,64,71,2,0,hispanic,28,3,4,6,80,1,1,Control,dv|private|placebo|placebo2|community,0,1,0,1,1,0.54212611,0,0,1,0,0
367,25,46,72,92,85,98,1,1,asian,39,2,5,5,80,1,1,Corrupt,dv|community|placebo|placebo2|private,1,1,1,0,1,0.54212611,0,0,0,1,0
53,0,50,0,100,100,100,1,1,hispanic,28,2,1,3,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,0,0,1,0,0
206,81,38,81,86,70,58,4,1,white,72,4,4,2,80,0,0,Control,dv|community|placebo2|placebo|private,1,1,1,1,0,-1.384357745,1,0,0,0,0
1016,80,50,71,71,60,81,2,0,black,67,5,1,3,80,1,0,Control,dv|placebo2|placebo|private|community,0,1,0,1,0.5,-0.421115818,0,1,0,0,0
113,87,100,92,92,81,92,1,0,black,38,4,4,6,80,1,0,Corrupt,dv|private|placebo|placebo2|community,1,1,1,0,0.5,-0.421115818,0,1,0,0,0
859,95,51,72,68,80,85,2,0,black,30,2,7,6,80,1,0,Honest,dv|private|placebo2|placebo|community,1,1,1,2,0.5,-0.421115818,0,1,0,0,0
40,40,34,32,57,63,61,1,1,white,22,1,6,5,80,1,1,Corrupt,dv|community|private|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
489,72,100,92,100,83,80,2,1,white,67,3,5,6,81,1,1,Control,dv|placebo2|placebo|private|community,0,0,0,1,1,0.54212611,1,0,0,0,0
279,30,50,70,90,100,90,1,0,white,78,2,3,6,80,1,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,1,0.54212611,1,0,0,0,0
201,62,71,69,71,77,68,1,0,black,31,4,2,6,80,1,0,Corrupt,dv|placebo2|private|placebo|community,1,1,1,0,0.5,-0.421115818,0,1,0,0,0
156,39,51,0,100,100,86,1,1,white,57,1,1,5,80,1,1,Honest,dv|placebo|private|community|placebo2,0,1,0,2,1,0.54212611,1,0,0,0,0
279,84,22,90,68,87,85,2,0,black,26,2,2,5,80,1,1,Honest,dv|placebo2|community|private|placebo,1,1,1,2,1,0.54212611,0,1,0,0,0
157,20,40,68,100,60,66,1,0,white,26,3,3,4,80,1,0,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
79,76,73,73,69,83,78,2,0,black,41,3,3,5,80,0,0,Honest,dv|private|placebo2|placebo|community,1,1,1,2,0,-1.384357745,0,1,0,0,0
244,85,51,46,89,51,25,2,0,white,59,3,6,6,80,1,1,Honest,dv|private|community|placebo|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
115,81,66,81,85,100,91,4,1,white,35,1,6,5,80,1,1,Control,dv|placebo2|community|private|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
86,100,100,88,98,86,100,1,0,hispanic,31,5,4,5,80,1,1,Control,dv|placebo2|placebo|private|community,0,1,0,1,1,0.54212611,0,0,1,0,0
270,67,42,71,40,100,36,4,0,white,32,2,6,6,80,1,1,Control,dv|private|placebo2|community|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
167,90,62,70,100,100,82,2,1,white,29,2,2,4,80,1,1,Honest,dv|community|private|placebo2|placebo,1,1,1,2,1,0.54212611,1,0,0,0,0
296,100,98,98,94,100,99,1,0,white,NA,5,2,6,80,1,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,1,0.54212611,1,0,0,0,0
225,51,40,77,100,100,82,4,0,white,34,4,6,6,80,1,1,Control,dv|placebo2|community|private|placebo,1,1,1,1,1,0.54212611,1,0,0,0,0
250,60,49,87,90,87,53,2,1,white,35,3,5,3,80,0,0,Honest,dv|placebo|placebo2|private|community,1,1,1,2,0,-1.384357745,1,0,0,0,0
370,10,34,85,80,58,90,1,1,white,44,4,6,6,80,0,1,Corrupt,dv|placebo2|placebo|private|community,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
932,19,80,80,100,65,80,1,1,asian,35,4,4,5,80,1,1,Honest,dv|placebo2|community|placebo|private,0,1,0,2,1,0.54212611,0,0,0,1,0
786,1,50,10,89,85,75,1,0,white,30,3,7,6,80,1,1,Corrupt,dv|private|community|placebo|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
165,83,67,62,78,82,72,2,0,white,62,2,3,5,80,1,1,Corrupt,dv|placebo2|placebo|community|private,0,1,0,0,1,0.54212611,1,0,0,0,0
295,79,80,74,72,86,75,2,1,hispanic,26,3,4,6,80,1,1,Honest,dv|community|private|placebo|placebo2,1,1,1,2,1,0.54212611,0,0,1,0,0
145,55,100,44,75,100,71,4,1,hispanic,32,3,4,5,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,0,0,1,0,0
649,83,89,63,46,65,71,1,0,white,29,4,4,5,80,1,-1,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,0,-1.384357745,1,0,0,0,0
127,80,60,94,84,70,78,1,0,black,39,2,3,5,70,1,1,Control,dv|private|placebo|community|placebo2,0,0,0,1,1,0.54212611,0,1,0,0,0
325,81,88,84,85,83,77,2,0,white,50,3,5,5,80,1,0,Control,dv|community|private|placebo2|placebo,0,1,0,1,0.5,-0.421115818,1,0,0,0,0
397,90,97,84,88,72,100,2,0,white,46,4,4,5,80,-1,1,Honest,dv|placebo|community|private|placebo2,1,1,1,2,0,-1.384357745,1,0,0,0,0
318,17,43,58,71,79,61,2,0,white,33,3,2,4,80,1,1,Honest,dv|community|private|placebo|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
121,30,50,20,100,100,20,1,0,white,22,1,1,5,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
186,6,60,57,55,75,37,1,0,white,41,3,2,3,80,0,0,Corrupt,dv|community|placebo2|private|placebo,1,1,1,0,0,-1.384357745,1,0,0,0,0
120,27,50,100,100,90,80,4,0,white,39,3,4,3,80,1,1,Control,dv|placebo|placebo2|private|community,1,1,1,1,1,0.54212611,1,0,0,0,0
210,15,40,40,85,100,90,1,0,white,51,2,6,5,80,1,1,Corrupt,dv|placebo2|placebo|community|private,1,1,1,0,1,0.54212611,1,0,0,0,0
688,72,76,90,64,72,70,4,1,white,32,1,3,6,80,1,0,Control,dv|placebo2|community|private|placebo,1,1,1,1,0.5,-0.421115818,1,0,0,0,0
386,80,69,68,67,75,88,1,0,hispanic,28,5,5,6,80,0,-1,Honest,dv|placebo|private|placebo2|community,0,1,0,2,-0.5,-2.347599673,0,0,1,0,0
1120,68,76,68,74,78,71,1,0,black,40,3,3,3,80,1,1,Corrupt,dv|placebo|community|private|placebo2,1,1,1,0,1,0.54212611,0,1,0,0,0
117,25,100,100,100,100,100,1,1,asian,43,4,5,5,80,1,1,Honest,dv|placebo|private|placebo2|community,0,1,0,2,1,0.54212611,0,0,0,1,0
94,7,79,68,62,89,75,1,0,white,31,3,3,5,80,1,1,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,1,0.54212611,1,0,0,0,0
392,87,96,82,95,81,93,2,0,white,45,1,4,5,80,1,1,Corrupt,dv|placebo|private|community|placebo2,0,1,0,0,1,0.54212611,1,0,0,0,0
207,81,51,40,92,90,93,2,0,white,47,2,5,5,90,1,1,Honest,dv|placebo|community|private|placebo2,1,0,0,2,1,0.54212611,1,0,0,0,0
126,90,61,77,67,97,82,2,0,white,31,2,2,5,80,1,1,Honest,dv|placebo|placebo2|private|community,1,1,1,2,1,0.54212611,1,0,0,0,0
153,76,99,73,82,95,79,2,0,white,69,1,1,2,80,1,1,Control,dv|private|placebo2|community|placebo,0,1,0,1,1,0.54212611,1,0,0,0,0
146,29,50,50,50,71,50,1,1,white,40,3,1,2,80,1,0,Corrupt,dv|private|community|placebo2|placebo,1,1,1,0,0.5,-0.421115818,1,0,0,0,0
185,95,92,95,94,92,92,1,0,black,30,1,4,6,80,1,1,Corrupt,dv|placebo|community|placebo2|private,1,1,1,0,1,0.54212611,0,1,0,0,0
243,51,80,93,98,100,82,1,0,black,67,2,NA,3,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,0,1,0,0,0
146,81,60,76,76,91,14,2,1,white,36,2,5,6,80,1,1,Honest,dv|placebo|private|community|placebo2,1,1,1,2,1,0.54212611,1,0,0,0,0
154,50,50,80,100,100,80,1,0,white,57,3,5,7,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
91,72,91,71,70,92,72,4,1,white,24,1,3,6,80,1,1,Honest,dv|community|placebo2|placebo|private,0,1,0,2,1,0.54212611,1,0,0,0,0
81,74,66,38,78,36,75,1,1,white,26,2,4,5,66,1,1,Honest,dv|community|placebo2|placebo|private,0,0,0,2,1,0.54212611,1,0,0,0,0
67,51,51,51,51,51,52,2,0,hispanic,26,3,4,5,80,0,-1,Control,dv|private|placebo2|community|placebo,0,1,0,1,-0.5,-2.347599673,0,0,1,0,0
173,6,82,21,88,82,21,1,0,black,35,1,1,6,80,1,1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,1,0.54212611,0,1,0,0,0
138,51,55,54,52,51,52,1,1,white,NA,4,1,3,80,0,0,Corrupt,dv|community|private|placebo2|placebo,1,1,1,0,0,-1.384357745,1,0,0,0,0
199,48,70,85,92,93,81,1,1,white,42,3,6,4,80,1,1,Corrupt,dv|placebo|community|private|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
115,75,81,74,66,75,74,2,0,white,40,2,3,5,80,1,1,Corrupt,dv|placebo|community|private|placebo2,0,1,0,0,1,0.54212611,1,0,0,0,0
162,86,40,29,71,90,29,2,1,white,26,2,5,5,80,1,1,Honest,dv|placebo2|community|placebo|private,1,1,1,2,1,0.54212611,1,0,0,0,0
237,100,100,93,90,80,95,2,1,white,27,4,2,5,80,1,1,Control,dv|community|private|placebo|placebo2,0,1,0,1,1,0.54212611,1,0,0,0,0
136,13,48,29,78,80,20,1,1,white,32,2,7,7,80,1,1,Corrupt,dv|placebo|private|community|placebo2,1,1,1,0,1,0.54212611,1,0,0,0,0
209,80,67,69,60,65,72,1,1,white,45,2,2,5,80,1,1,Honest,dv|community|private|placebo|placebo2,0,1,0,2,1,0.54212611,1,0,0,0,0
745,30,20,95,100,90,65,1,1,white,53,3,3,3,80,1,1,Corrupt,dv|placebo|private|placebo2|community,1,1,1,0,1,0.54212611,1,0,0,0,0
262,6,94,100,100,86,54,1,0,white,32,3,1,4,80,1,1,Corrupt,dv|private|placebo2|placebo|community,1,1,1,0,1,0.54212611,1,0,0,0,0
1021,40,97,100,82,90,100,1,0,black,42,2,6,6,81,1,1,Corrupt,dv|placebo|private|community|placebo2,1,0,0,0,1,0.54212611,0,1,0,0,0
213,27,51,65,93,84,92,1,1,hispanic,49,2,5,6,80,1,1,Corrupt,dv|private|placebo2|community|placebo,1,1,1,0,1,0.54212611,0,0,1,0,0
119,90,51,68,83,22,75,4,0,white,40,4,7,6,80,1,1,Control,dv|community|placebo2|placebo|private,1,1,1,1,1,0.54212611,1,0,0,0,0
209,70,65,50,45,75,70,1,0,white,30,1,4,5,80,-1,1,Corrupt,dv|community|placebo|private|placebo2,1,1,1,0,0,-1.384357745,1,0,0,0,0
211,35,51,60,49,85,24,4,1,hispanic,29,1,1,3,80,1,1,Honest,dv|community|private|placebo|placebo2,0,1,0,2,1,0.54212611,0,0,1,0,0
