fip,age,race,year,sex,totcase,totpop,rate,totrate,id,ir,crack,alcohol,income,ur,poverty,black,perc1519,perc,repeal,aids,aidscapita,ac,acc,trend,tsq,blk,wht,male,female,lnr,t,younger,fa,pi,wm15,wf15,bm15,bf15
6.0,15.0,2.0,2000.0,2,1793.0,183496,1449.9,977.1,110.0,554.55566,0.8286766,2.19,32463.0,4.9333334,12.7,6.84417,7.2266006,7.226600646972656,1.0,1767.0,5.195473,8669.0,26.144196,16.0,256.0,1.0,0.0,0.0,1.0,7.2792497,16.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1985.0,2,426.0,10909,4633.6,3905.0,134.0,112.25512,-0.0868721,3.15,15438.0,6.008333,10.2,3.7817922,7.648518,7.648518085479736,0.0,57.0,1.7759427,107.0,3.3571048,1.0,1.0,1.0,0.0,0.0,1.0,8.44109,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1986.0,2,511.0,10933,6115.9,4673.9,134.0,115.55517,0.2480102,2.87,15786.0,7.516667,13.5,3.7706013,7.5978446,7.59784460067749,0.0,113.0,3.489925,220.0,6.8470297,2.0,4.0,1.0,0.0,0.0,1.0,8.718647,2.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1987.0,2,361.0,10810,3810.2,3339.5,134.0,118.85522,0.3060415,2.8,16275.0,7.4666667,12.5,3.7561533,7.459378,7.459377765655518,0.0,153.0,4.691857,362.0,11.1878805,3.0,9.0,1.0,0.0,0.0,1.0,8.245437,3.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1988.0,2,413.0,10561,4918.0,3910.6,134.0,122.15527,1.713306,2.72,17130.0,6.4083333,12.5,3.7437036,7.2835016,7.283501625061035,0.0,185.0,5.670003,508.0,15.6277275,4.0,16.0,1.0,0.0,0.0,1.0,8.500657,4.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1989.0,2,535.0,10260,6312.8,5214.4,134.0,125.45532,0.9233434,2.6,18515.0,5.616667,12.1,3.731529,7.0475955,7.047595500946045,0.0,239.0,7.295774,690.0,21.147558,5.0,25.0,1.0,0.0,0.0,1.0,8.750335,5.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1990.0,2,556.0,10527,6144.2,5281.7,134.0,128.75537,0.132786,2.39,19575.0,5.1416664,13.7,3.905318,6.8282976,6.8282976150512695,0.0,321.0,9.704869,898.0,27.362503,6.0,36.0,1.0,0.0,0.0,1.0,8.723264,6.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1991.0,2,729.0,10447,7237.4,6978.1,134.0,160.76233,0.8564262,2.61,20160.0,5.45,10.4,3.9562235,6.5622435,6.562243461608887,0.0,403.0,11.898017,1148.0,34.568665,7.0,49.0,1.0,0.0,0.0,1.0,8.887017,7.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1992.0,2,740.0,10707,7589.2,6911.4,134.0,192.76927,1.010245,2.52,21109.0,6.008333,10.8,3.9801896,6.49731,6.497310161590576,0.0,414.0,11.842312,1377.0,40.74097,8.0,64.0,1.0,0.0,0.0,1.0,8.934482,8.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1993.0,2,677.0,10908,7720.5,6206.5,134.0,224.77621,0.8743846,2.63,22054.0,5.2999997,9.9,3.9951198,6.511575,6.511575222015381,0.0,440.0,12.175772,1578.0,45.62097,9.0,81.0,1.0,0.0,0.0,1.0,8.951634,9.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1994.0,2,516.0,11305,5317.6,4564.4,134.0,256.78317,1.5096,2.55,23004.0,4.2916665,9.0,3.9928112,6.59213,6.592130184173584,0.0,473.0,12.700824,1730.0,48.616924,10.0,100.0,1.0,0.0,0.0,1.0,8.578777,10.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1995.0,2,387.0,11845,4160.1,3267.2,134.0,288.79013,1.29273,2.47,24226.0,4.016667,8.8,3.9659984,6.713543,6.713542938232422,0.0,519.0,13.562766,1846.0,50.281673,11.0,121.0,1.0,0.0,0.0,1.0,8.333295,11.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1996.0,2,226.0,12158,2164.6,1858.9,134.0,320.7971,1.747329,2.57,25570.0,4.2166667,10.6,3.9612017,6.8491817,6.849181652069092,0.0,297.0,7.576585,1729.0,46.015945,12.0,144.0,1.0,0.0,0.0,1.0,7.679991,12.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1997.0,2,250.0,12782,2638.0,1955.9,134.0,352.80402,0.8172846,2.48,26846.0,3.4,8.2,3.9650419,6.985628,6.985628128051758,0.0,159.0,3.9569042,1448.0,37.797077,13.0,169.0,1.0,0.0,0.0,1.0,7.877776,13.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1998.0,2,193.0,13433,2021.3,1436.8,134.0,384.81097,1.765657,2.53,28784.0,3.5166667,9.2,4.005209,7.115975,7.1159749031066895,0.0,126.0,3.0607493,1101.0,28.157005,14.0,196.0,1.0,0.0,0.0,1.0,7.611496,14.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,1999.0,2,262.0,13866,2358.1,1889.5,134.0,416.81796,2.191677,2.45,30492.0,3.0416667,8.5,4.018251,7.1548443,7.154844284057617,0.0,118.0,2.7922266,700.0,17.386465,15.0,225.0,1.0,0.0,0.0,1.0,7.7656116,15.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
8.0,15.0,2.0,2000.0,2,206.0,14147,2018.3,1456.1,134.0,448.8249,1.703143,2.6,33371.0,2.7416668,9.8,4.0540514,7.154202,7.154201984405518,0.0,102.0,2.3574233,505.0,12.167303,16.0,256.0,1.0,0.0,0.0,1.0,7.610011,16.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1985.0,2,577.0,26227,2532.8,2200.0,158.0,398.36002,0.8770801,2.84,18731.0,4.5916667,7.6,8.281752,7.510393,7.510393142700195,0.0,86.0,2.6859195,146.0,4.5776014,1.0,1.0,1.0,0.0,0.0,1.0,7.8370805,1.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1986.0,2,680.0,26065,2959.8,2608.9,158.0,439.65045,1.217785,2.79,20024.0,3.7833333,6.0,8.261301,7.4125137,7.412513732910156,0.0,146.0,4.5283546,284.0,8.851103,2.0,4.0,1.0,0.0,0.0,1.0,7.992877,2.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1987.0,2,1017.0,25600,4304.1,3972.7,158.0,480.94086,1.906172,2.79,21741.0,3.2083333,6.6,8.24014,7.227246,7.227245807647705,0.0,196.0,6.0349956,470.0,14.569897,3.0,9.0,1.0,0.0,0.0,1.0,8.367323,3.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1988.0,2,1306.0,25001,5166.6,5223.8,158.0,522.2313,2.739985,2.71,23784.0,2.8583333,4.0,8.222776,7.004845,7.004845142364502,0.0,242.0,7.395105,670.0,20.644375,4.0,16.0,1.0,0.0,0.0,1.0,8.54997,4.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1989.0,2,1228.0,24078,4581.1,5100.1,158.0,563.5217,2.791543,2.54,25684.0,3.625,2.9,8.205254,6.723725,6.723724842071533,0.0,312.0,9.50225,896.0,27.460705,5.0,25.0,1.0,0.0,0.0,1.0,8.429694,5.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1990.0,2,911.0,22659,3719.1,4020.5,158.0,604.81213,2.812746,2.46,26504.0,4.925,6.0,7.989175,6.4157996,6.415799617767334,0.0,333.0,10.115533,1083.0,33.047882,6.0,36.0,1.0,0.0,0.0,1.0,8.221237,6.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1991.0,2,743.0,21600,3220.9,3439.8,158.0,623.32166,2.049863,2.29,26512.0,6.5416665,8.6,8.179128,6.065043,6.065042972564697,0.0,405.0,12.2619705,1292.0,39.274857,7.0,49.0,1.0,0.0,0.0,1.0,8.077416,7.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1992.0,2,594.0,21144,2859.9,2809.3,158.0,641.83105,3.201414,2.3,28362.0,7.2916665,9.8,8.301118,5.9105124,5.910512447357178,0.0,541.0,16.390404,1591.0,48.270157,8.0,64.0,1.0,0.0,0.0,1.0,7.958542,8.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1993.0,2,616.0,21496,3484.9,2865.6,158.0,660.3405,4.157567,2.2,28975.0,6.3583336,8.5,8.461686,5.863697,5.863697052001953,0.0,641.0,19.370386,1920.0,58.138294,9.0,81.0,1.0,0.0,0.0,1.0,8.156195,9.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1994.0,2,640.0,22238,3707.4,2878.0,158.0,678.85,4.011858,2.2,29693.0,5.475,10.8,8.555086,5.902408,5.902408123016357,0.0,691.0,20.837599,2278.0,68.86036,10.0,100.0,1.0,0.0,0.0,1.0,8.218086,10.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1995.0,2,598.0,23028,3440.7,2596.8,158.0,697.3595,3.624947,2.22,31045.0,5.266667,9.7,8.650437,5.9643626,5.964362621307373,0.0,764.0,22.98336,2637.0,79.58175,11.0,121.0,1.0,0.0,0.0,1.0,8.14343,11.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1996.0,2,493.0,23657,3029.3,2083.9,158.0,715.8689,5.369555,2.13,32424.0,5.3166666,11.7,8.752549,6.0414753,6.041475296020508,0.0,541.0,16.213697,2637.0,79.405045,12.0,144.0,1.0,0.0,0.0,1.0,8.016087,12.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1997.0,2,449.0,24426,2613.8,1838.2,158.0,734.37836,3.724335,2.17,34375.0,4.8333335,8.6,8.86483,6.127133,6.127132892608643,0.0,277.0,8.270267,2273.0,68.304924,13.0,169.0,1.0,0.0,0.0,1.0,7.8685603,13.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1998.0,2,453.0,25282,2719.1,1791.8,158.0,752.8878,4.198919,2.18,36822.0,3.2666667,9.5,9.031655,6.2368217,6.23682165145874,0.0,269.0,7.9932203,1851.0,55.460545,14.0,196.0,1.0,0.0,0.0,1.0,7.9080563,14.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,1999.0,2,397.0,25786,2398.9,1539.6,158.0,771.3973,4.808353,2.18,38332.0,2.65,7.2,9.160344,6.294647,6.294647216796875,0.0,225.0,6.644222,1312.0,39.121407,15.0,225.0,1.0,0.0,0.0,1.0,7.7827654,15.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
9.0,15.0,2.0,2000.0,2,361.0,26582,2116.1,1358.1,158.0,789.90674,2.371063,2.18,41489.0,2.2583332,7.7,9.256889,6.4164076,6.416407585144043,0.0,225.0,6.5944576,996.0,29.502167,16.0,256.0,1.0,0.0,0.0,1.0,7.65733,16.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1985.0,2,841.0,10317,8702.3,8151.6,182.0,148.45723,0.1111244,3.16,15987.0,5.1083336,11.4,16.964193,8.069602,8.069602012634277,0.0,7.0,1.1318948,7.0,1.1318948,1.0,1.0,1.0,0.0,0.0,1.0,9.071342,1.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1986.0,2,695.0,10320,7009.2,6734.5,182.0,163.22887,0.7289889,3.13,16706.0,3.9,12.4,16.932741,7.9537377,7.953737735748291,0.0,24.0,3.8238358,31.0,4.9557304,2.0,4.0,1.0,0.0,0.0,1.0,8.854979,2.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1987.0,2,629.0,10213,6450.4,6158.8,182.0,178.0005,1.934467,3.08,17730.0,3.0916667,6.6,16.900953,7.754289,7.754289150238037,0.0,30.0,4.709273,61.0,9.665004,3.0,9.0,1.0,0.0,0.0,1.0,8.771897,3.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1988.0,2,630.0,10070,6370.1,6256.2,182.0,192.77216,2.958124,3.03,19006.0,2.9166667,8.6,16.875732,7.5204988,7.520498752593994,0.0,33.0,5.0947704,94.0,14.759774,4.0,16.0,1.0,0.0,0.0,1.0,8.759371,4.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1989.0,2,799.0,9832,7612.0,8126.5,182.0,207.54381,2.824571,2.91,20743.0,3.1083333,10.0,16.852457,7.224825,7.224824905395508,0.0,48.0,7.2918186,135.0,20.919697,5.0,25.0,1.0,0.0,0.0,1.0,8.937481,5.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1990.0,2,845.0,9437,9225.6,8954.1,182.0,222.31543,2.459503,2.95,21422.0,4.1583333,6.9,16.712742,6.884897,6.884897232055664,0.0,71.0,10.603868,182.0,27.69973,6.0,36.0,1.0,0.0,0.0,1.0,9.129738,6.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1991.0,2,686.0,9126,7195.5,7517.0,182.0,220.92798,3.63814,2.7,22090.0,5.7333336,7.5,17.006792,6.398372,6.398372173309326,0.0,74.0,10.833284,226.0,33.823742,7.0,49.0,1.0,0.0,0.0,1.0,8.881211,7.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1992.0,2,440.0,9197,4685.8,4784.2,182.0,219.54054,3.198467,2.73,22670.0,5.4,7.8,17.256826,6.220959,6.220959186553955,0.0,91.0,13.094938,284.0,41.82391,8.0,64.0,1.0,0.0,0.0,1.0,8.4522915,8.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1993.0,2,381.0,9620,4593.4,3960.5,182.0,218.15309,2.953985,2.76,22967.0,4.983333,10.2,17.50918,6.257839,6.257839202880859,0.0,136.0,19.253147,372.0,53.785236,9.0,81.0,1.0,0.0,0.0,1.0,8.432376,9.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1994.0,2,597.0,10257,6735.0,5820.4,182.0,216.76567,4.772206,2.76,23530.0,4.575,8.3,17.787317,6.4064274,6.406427383422852,0.0,182.0,25.364264,483.0,68.54563,10.0,100.0,1.0,0.0,0.0,1.0,8.815073,10.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1995.0,2,600.0,10904,6763.9,5502.6,182.0,215.37822,3.909029,2.62,24407.0,4.3916664,10.3,18.099882,6.5623913,6.56239128112793,0.0,184.0,25.214666,593.0,82.92702,11.0,121.0,1.0,0.0,0.0,1.0,8.819355,11.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1996.0,2,395.0,11547,4418.8,3420.8,182.0,213.99075,3.331336,2.78,25727.0,4.241667,8.6,18.38478,6.7267947,6.726794719696045,0.0,162.0,21.863028,664.0,91.69511,12.0,144.0,1.0,0.0,0.0,1.0,8.393623,12.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1997.0,2,354.0,12049,4030.4,2938.0,182.0,212.60333,4.707807,2.81,26475.0,3.9,9.6,18.72807,6.873572,6.873571872711182,0.0,85.0,11.310907,613.0,83.75287,13.0,169.0,1.0,0.0,0.0,1.0,8.3016205,13.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1998.0,2,412.0,12604,4206.3,3268.8,182.0,211.21588,4.146467,2.82,28252.0,3.5166667,10.3,19.018911,6.999024,6.999023914337158,0.0,77.0,10.087315,508.0,68.475914,14.0,196.0,1.0,0.0,0.0,1.0,8.344338,14.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,1999.0,2,408.0,13021,4308.9,3133.4,182.0,209.82845,2.953159,2.9,28925.0,3.3333333,10.4,19.290958,7.07493,7.074930191040039,0.0,76.0,9.806578,400.0,53.067825,15.0,225.0,1.0,0.0,0.0,1.0,8.368438,15.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0
10.0,15.0,2.0,2000.0,2,511.0,13191,5250.3,3873.9,182.0,208.441,1.800673,2.89,30869.0,3.3,8.4,19.46671,7.006886,7.006886005401611,0.0,99.0,12.58722,337.0,43.79202,16.0,256.0,1.0,0.0,0.0,1.0,8.56604,16.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1985.0,2,2859.0,33413,6126.4,8556.5,206.0,217.74142,0.4432266,4.94,18148.0,8.041667,20.4,65.820816,7.6838846,7.683884620666504,0.0,136.0,21.427277,195.0,30.743427,1.0,1.0,1.0,0.0,0.0,1.0,8.720363,1.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1986.0,2,3465.0,33300,8002.3,10405.4,206.0,255.64583,0.8196981,4.75,19013.0,7.2833333,12.8,65.770966,7.6140766,7.614076614379883,0.0,215.0,33.6809,406.0,63.7936,2.0,4.0,1.0,0.0,0.0,1.0,8.987484,2.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1987.0,2,2768.0,32747,4649.4,8452.7,206.0,293.55023,1.214553,4.85,20141.0,6.175,14.9,65.744514,7.5035086,7.503508567810059,0.0,259.0,40.657936,654.0,102.712326,3.0,9.0,1.0,0.0,0.0,1.0,8.444493,3.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1988.0,2,3644.0,31792,6727.7,11462.0,206.0,331.45465,2.30267,4.48,22273.0,5.075,15.2,65.73786,7.359628,7.359628200531006,0.0,339.0,53.76506,949.0,149.53117,4.0,16.0,1.0,0.0,0.0,1.0,8.813989,4.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1989.0,2,3745.0,30532,8865.2,12265.8,206.0,369.35907,2.388749,4.22,24133.0,5.0583334,18.0,65.73293,7.139973,7.139973163604736,0.0,453.0,72.57731,1266.0,200.68121,5.0,25.0,1.0,0.0,0.0,1.0,9.089889,5.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1990.0,2,2836.0,27191,8317.9,10429.9,206.0,407.26346,1.700183,4.14,26473.0,5.983333,21.1,64.99262,6.689674,6.689673900604248,0.0,526.0,86.89604,1577.0,253.89635,6.0,36.0,1.0,0.0,0.0,1.0,9.026165,6.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1991.0,2,1939.0,23161,5499.7,8371.8,206.0,378.6503,1.91137,3.89,27567.0,7.6583333,18.6,65.16651,5.7623115,5.7623114585876465,0.0,520.0,86.54118,1838.0,299.7796,7.0,49.0,1.0,0.0,0.0,1.0,8.612449,7.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1992.0,2,1782.0,20219,8217.7,8813.5,206.0,350.0371,1.435998,4.05,28916.0,8.566667,20.3,65.00079,5.2334056,5.233405590057373,0.0,570.0,95.387115,2069.0,341.40164,8.0,64.0,1.0,0.0,0.0,1.0,9.014046,8.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1993.0,2,1618.0,19310,8455.1,8379.1,206.0,321.42395,1.302171,3.78,29996.0,8.45,26.4,64.55087,5.1367292,5.1367292404174805,0.0,635.0,106.668724,2251.0,375.49307,9.0,81.0,1.0,0.0,0.0,1.0,9.042525,9.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1994.0,2,1928.0,19439,11183.7,9918.2,206.0,292.81076,1.102302,3.76,30835.0,8.016666,21.2,63.96861,5.275618,5.275618076324463,0.0,714.0,121.17324,2439.0,409.77026,10.0,100.0,1.0,0.0,0.0,1.0,9.322212,10.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1995.0,2,1537.0,19841,8743.5,7746.6,206.0,264.1976,0.9132747,3.74,31266.0,8.591667,22.2,63.435867,5.5161176,5.516117572784424,0.0,698.0,120.23765,2617.0,443.46674,11.0,121.0,1.0,0.0,0.0,1.0,9.076066,11.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1996.0,2,669.0,20558,3393.1,3254.2,206.0,235.58443,0.575021,3.63,32786.0,8.508333,24.1,62.8266,5.7706723,5.77067232131958,0.0,608.0,106.223694,2655.0,454.3033,12.0,144.0,1.0,0.0,0.0,1.0,8.129499,12.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1997.0,2,701.0,21146,3511.9,3315.0,206.0,206.97127,0.5399327,3.75,34488.0,8.275,21.8,62.17802,5.9953923,5.995392322540283,0.0,330.0,58.125607,2350.0,405.7602,13.0,169.0,1.0,0.0,0.0,1.0,8.163913,13.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1998.0,2,598.0,21756,3104.6,2748.7,206.0,178.3581,0.8842096,3.55,36379.0,8.041667,22.3,61.552113,6.199954,6.199954032897949,0.0,268.0,47.414326,1904.0,332.00128,14.0,196.0,1.0,0.0,0.0,1.0,8.04064,14.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,1999.0,2,530.0,22390,2976.0,2367.1,206.0,149.74492,0.7883581,3.45,37030.0,6.516667,14.7,60.780796,6.4391727,6.439172744750977,0.0,232.0,40.68655,1438.0,252.45018,15.0,225.0,1.0,0.0,0.0,1.0,7.9983354,15.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
11.0,15.0,2.0,2000.0,2,467.0,21605,3046.9,2161.5,206.0,121.131744,0.610815,3.53,40456.0,5.641667,15.2,60.30166,6.2693195,6.269319534301758,0.0,148.0,25.890375,978.0,172.11685,16.0,256.0,1.0,0.0,0.0,1.0,8.02188,16.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1986.0,2,11301.0,153890,8040.7,7343.6,230.0,393.98685,1.924822,2.96,15438.0,5.875,11.4,13.355392,6.7711706,6.771170616149902,0.0,938.0,8.038411,1832.0,16.0393,2.0,4.0,1.0,0.0,0.0,1.0,8.992271,2.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1987.0,2,11188.0,155672,7165.8,7186.9,230.0,430.07922,2.561353,2.95,16253.0,5.4583335,12.4,13.337494,6.661459,6.661458969116211,0.0,1448.0,12.067724,3150.0,26.897783,3.0,9.0,1.0,0.0,0.0,1.0,8.877075,3.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1988.0,2,11316.0,156447,5530.6,7233.1,230.0,466.17154,0.5771205,2.92,17376.0,5.266667,13.6,13.330167,6.526567,6.526566982269287,0.0,1871.0,15.20117,4770.0,39.825603,4.0,16.0,1.0,0.0,0.0,1.0,8.618052,4.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1989.0,2,9681.0,156103,5840.5,6201.7,230.0,502.26392,0.4777316,2.9,18836.0,5.7,12.5,13.322991,6.342523,6.342523097991943,0.0,2576.0,20.3831,6833.0,55.690407,5.0,25.0,1.0,0.0,0.0,1.0,8.672572,5.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1990.0,2,8424.0,155850,5047.2,5405.2,230.0,538.3563,1.881816,2.96,19564.0,6.258333,14.4,13.233395,6.1900024,6.19000244140625,0.0,2896.0,22.219994,8791.0,69.87199,6.0,36.0,1.0,0.0,0.0,1.0,8.526589,6.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1991.0,2,7325.0,158106,4325.7,4633.0,230.0,533.25433,2.069309,2.69,19780.0,7.575,15.4,13.38276,5.929992,5.929992198944092,0.0,3486.0,26.073692,10829.0,83.87796,7.0,49.0,1.0,0.0,0.0,1.0,8.37233,7.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1992.0,2,5871.0,162121,3529.0,3621.4,230.0,528.1524,1.911368,2.75,20417.0,8.341667,15.6,13.595581,5.829354,5.8293538093566895,0.0,4028.0,29.507961,12986.0,98.184746,8.0,64.0,1.0,0.0,0.0,1.0,8.16877,8.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1993.0,2,5038.0,166287,3012.3,3029.7,230.0,523.0505,2.023063,2.68,21050.0,7.2166667,17.8,13.765732,5.8052363,5.805236339569092,0.0,4442.0,31.894457,14852.0,109.696106,9.0,81.0,1.0,0.0,0.0,1.0,8.010459,9.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1994.0,2,5056.0,173165,3223.8,2919.8,230.0,517.9485,2.022402,2.6,21666.0,6.7166667,14.9,13.942097,5.8333106,5.833310604095459,0.0,5241.0,36.806213,17197.0,124.282326,10.0,100.0,1.0,0.0,0.0,1.0,8.078316,10.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1995.0,2,4294.0,180733,2698.7,2375.9,230.0,512.84656,2.10219,2.5,22691.0,5.5416665,16.2,14.084122,5.902066,5.902066230773926,0.0,5432.0,37.36447,19143.0,135.5731,11.0,121.0,1.0,0.0,0.0,1.0,7.9005256,11.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1996.0,2,4076.0,189256,2616.7,2153.7,230.0,507.7446,0.4545314,2.54,23655.0,5.2833333,14.2,14.217759,6.0082903,6.0082902908325195,0.0,3950.0,26.59331,19065.0,132.65845,12.0,144.0,1.0,0.0,0.0,1.0,7.8696694,12.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1997.0,2,3840.0,198392,2463.2,1935.6,230.0,502.64264,0.6282566,2.51,24502.0,4.975,14.3,14.382077,6.1183486,6.118348598480225,0.0,2603.0,17.140444,17226.0,117.904434,13.0,169.0,1.0,0.0,0.0,1.0,7.8092165,13.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1998.0,2,3690.0,206900,2280.0,1783.5,230.0,497.54065,0.7489806,2.47,25987.0,4.491667,13.1,14.522432,6.2247205,6.224720478057861,0.0,2147.0,13.863635,14132.0,94.96186,14.0,196.0,1.0,0.0,0.0,1.0,7.7319307,14.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,1999.0,2,4425.0,213078,2739.4,2076.7,230.0,492.43875,0.5761017,2.53,26894.0,4.025,12.4,14.6764145,6.296329,6.296329021453857,0.0,2051.0,13.014438,10751.0,70.611824,15.0,225.0,1.0,0.0,0.0,1.0,7.915494,15.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
12.0,15.0,2.0,2000.0,2,4524.0,219218,2652.2,2063.7,230.0,487.3368,0.2404275,2.55,28509.0,3.8,11.0,14.788008,6.387456,6.387455940246582,0.0,2143.0,13.350862,8944.0,57.369377,16.0,256.0,1.0,0.0,0.0,1.0,7.883145,16.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0
