state,year,policy,fatalities,employment,rate,union,trtraut,pctttu,mlc,pctmlc,manuf,pctmanufacturing,ST,RTW,lr
FL,1993,-0.2482439,345,5573.9,6.189562,7.9,1254.8,22.51207,511.4,9.174905,477.2,8.561331,FL,1,1.822864
FL,1994,-0.4664077,358,5796.3,6.176354,8.4,1302.2,22.46606,511.4,8.822869,474.1,8.179356,FL,1,1.820728
FL,1995,-0.4676849,391,5970.8,6.548536,7.4,1342.6,22.4861,511.4,8.565017,478.7,8.017351,FL,1,1.879242
FL,1996,-0.4684969,333,6151.4,5.413402,7.6,1382.1,22.46806,511.4,8.313555,487,7.916897,FL,1,1.688878
FL,1997,-0.5523247,366,6393,5.725012,6.9,1396.5,21.8442,511.4,7.999374,484.5,7.578601,FL,1,1.744845
FL,1998,-0.5774952,384,6587.7,5.829045,6.8,1461.5,22.18529,511.4,7.762952,479,7.271126,FL,1,1.762853
FL,1999,-0.5927531,345,6764.1,5.100457,6.6,1488.5,22.00588,511.4,7.560503,476.4,7.043066,FL,1,1.62933
FL,2000,-0.5467263,329,7125.1,4.617479,6.9,1537.3,21.57584,511.4,7.177443,479.5,6.72973,FL,1,1.529849
FL,2001,-0.5528612,368,7183.1,5.123136,6.7,1524.4,21.22203,511.4,7.119489,450.3,6.268881,FL,1,1.633767
FL,2002,-0.6214532,354,7174.6,4.934073,5.9,1504.5,20.96981,511.4,7.127923,425.6,5.932038,FL,1,1.596165
FL,2003,-0.6374069,347,7243.2,4.7907,6.2,1496.5,20.66076,533.5,7.365529,405.9,5.603877,FL,1,1.566677
FL,2004,-0.6281775,422,7525,5.607974,6,1540.6,20.47309,585,7.774086,412.7,5.484385,FL,1,1.724189
FL,2005,-0.8036259,406,7840.8,5.178043,5.4,1611.3,20.5502,654.2,8.343536,417.2,5.320886,FL,1,1.644427
FL,2006,-0.7467563,360,8017.3,4.49029,5.2,1634.6,20.38841,693.8,8.653787,416.2,5.191274,FL,1,1.501917
FL,2007,-0.6651488,363,7983.3,4.546992,5.9,1639.6,20.53787,618.2,7.743665,395.9,4.959102,FL,1,1.514466
FL,2008,-0.7242116,291,7668.4,3.794794,6.4,1588.9,20.7201,506.8,6.608941,367.9,4.797611,FL,1,1.33363
FL,2009,-0.9080674,245,7173.8,3.415205,5.8,1473.6,20.54141,387.6,5.402994,316.6,4.413281,FL,1,1.228238
FL,2010,-0.8268142,225,7188.6,3.129956,5.6,1476.4,20.53807,356.8,4.963414,309.2,4.301255,FL,1,1.141019
FL,2011,-0.918448,226,7259.2,3.113291,6.4,1509.2,20.79017,340.2,4.686467,313.4,4.31728,FL,1,1.13568
FL,2012,-0.8498943,218,7408.6,2.942526,5.8,1538.6,20.76776,348.6,4.705342,317.6,4.28691,FL,1,1.079268
FL,2013,-0.9974477,239,7612.6,3.139532,5.4,1579,20.74193,376.7,4.948375,323.1,4.244279,FL,1,1.144074
FL,2014,-1.029514,228,7857.9,2.901539,5.7,1631.4,20.76127,408.1,5.1935,332.7,4.233956,FL,1,1.065241
FL,2015,,272,8145.9,3.339103,6.9,1691.5,20.76505,442.5,5.43218,344.8,4.232804,FL,1,1.205702
FL,2016,,309,8428.5,3.666133,5.619369,1729,20.51373,484.8,5.751913,356.9,4.234443,FL,1,1.299137
GA,1990,-1.364099,,3036.7,,7,673.5,22.17868,166.3,5.476339,521.8,17.18313,GA,1,
GA,1991,-1.388448,,2968.2,,6.9,652,21.96618,139.7,4.706556,497.9,16.77448,GA,1,
GA,1992,-1.38589,204,3035.8,6.71981,7.4,664.3,21.88221,135.8,4.473286,507.2,16.70729,GA,1,1.90506
GA,1993,-1.358362,230,3156.6,7.286321,6.8,685.7,21.72274,143.9,4.558702,518.6,16.42907,GA,1,1.985999
GA,1994,-1.429786,249,3315.4,7.510406,8.1,720.2,21.72287,157,4.735477,536.7,16.18809,GA,1,2.016289
GA,1995,-1.428842,237,3447,6.875544,6.8,746.9,21.66812,173.5,5.033362,544.4,15.79344,GA,1,1.927971
GA,1996,-1.447939,213,3568.3,5.969229,7.8,773.9,21.6882,181,5.072443,549.8,15.4079,GA,1,1.786618
GA,1997,-1.499949,242,3645.7,6.637957,7.2,783.9,21.50204,188.3,5.164989,554.4,15.20696,GA,1,1.892804
GA,1998,-1.467102,202,3787.4,5.333474,7.5,821.4,21.6877,202.4,5.344036,553.9,14.62481,GA,1,1.674003
GA,1999,-1.453092,229,3899.4,5.872698,7.3,856.9,21.97518,219.1,5.618813,550.4,14.11499,GA,1,1.770314
GA,2000,-1.441124,195,3993.8,4.882568,6.3,873.8,21.87891,221.9,5.556112,536.6,13.43583,GA,1,1.585671
GA,2001,-1.439641,237,3964.5,5.978055,7.3,862.6,21.7581,220.6,5.564384,498.1,12.56401,GA,1,1.788095
GA,2002,-1.454837,197,3891.4,5.062445,6.1,838.1,21.53724,208.3,5.352829,471.2,12.10875,GA,1,1.62185
GA,2003,-1.476372,199,3870.8,5.141056,6.7,828.8,21.41159,206.9,5.345148,447.9,11.57125,GA,1,1.637259
GA,2004,-1.520862,232,3938.3,5.890867,6.5,837.4,21.26298,212.7,5.400807,449.4,11.41101,GA,1,1.773403
GA,2005,-1.542901,200,4048.7,4.939857,5.1,862.2,21.29572,222.9,5.505471,450.9,11.13691,GA,1,1.597336
GA,2006,-1.648958,201,4114.8,4.884806,4.5,874.8,21.25984,233.6,5.677068,446.5,10.85107,GA,1,1.58613
GA,2007,-1.692906,193,4167.7,4.630852,4.5,891.9,21.40029,232.8,5.585815,430.1,10.31984,GA,1,1.532741
GA,2008,-1.749991,182,4114.6,4.423273,3.7,878.3,21.34594,211.7,5.145093,407.7,9.908618,GA,1,1.48688
GA,2009,-1.823595,110,3867.9,2.84392,4.6,819.4,21.18462,168.4,4.353784,350,9.048838,GA,1,1.045184
GA,2010,-1.922172,108,3868.1,2.792068,4,816,21.09563,158.3,4.092449,345.9,8.942375,GA,1,1.026783
GA,2011,-1.846583,111,3912.1,2.837351,4,828.8,21.18555,155,3.962066,352.7,9.015618,GA,1,1.042871
GA,2012,-1.904058,101,3953.1,2.554957,4.4,837.5,21.18591,150,3.79449,354.4,8.965116,GA,1,0.9380354
GA,2013,-2.099029,117,4035.8,2.899054,5.3,854.4,21.17052,155.8,3.860449,357.5,8.858219,GA,1,1.064384
GA,2014,-2.13067,152,4166.2,3.648409,4.4,880.2,21.12717,167.4,4.01805,370.5,8.892996,GA,1,1.294291
GA,2015,,180,4280.5,4.205116,4.1,909.1,21.23817,176.1,4.114006,379.7,8.870459,GA,1,1.436302
GA,2016,,171,4393.7,3.891936,3.867186,929.4,21.15302,187.9,4.276578,388.8,8.849034,GA,1,1.358907
HI,1990,1.60079,,530,,29.4,113.8,21.4717,35.7,6.735849,20.4,3.849057,HI,0,
HI,1991,1.679837,,540.5,,29.1,114.1,21.11008,36,6.6605,19.7,3.644773,HI,0,
HI,1992,1.977058,28,544.2,5.145167,28.6,114.9,21.11356,33.6,6.174201,19.1,3.509739,HI,0,1.638058
HI,1993,2.019711,26,536.8,4.843517,28.6,113.4,21.12519,34.1,6.352459,17.5,3.26006,HI,0,1.577641
HI,1994,2.023398,21,535.7,3.920105,27.8,112.5,21.00056,30.9,5.768154,16.8,3.136084,HI,0,1.366118
HI,1995,2.008374,24,530.8,4.521477,24.3,113.7,21.4205,27.5,5.180859,16.3,3.070837,HI,0,1.508839
HI,1996,1.945341,27,531.1,5.083788,23.1,111.3,20.9565,24.8,4.669554,16.1,3.031444,HI,0,1.626057
HI,1997,1.925085,19,532.7,3.566736,26.4,109.5,20.55566,23.2,4.355172,15.9,2.984794,HI,0,1.271651
HI,1998,1.695943,12,533.6,2.248876,26.4,107.4,20.12744,22.8,4.272863,15.7,2.942279,HI,0,0.8104303
HI,1999,1.65516,32,539.4,5.932518,23.1,108.5,20.11494,22.5,4.171301,16,2.966259,HI,0,1.780449
HI,2000,1.60775,20,553.1,3.615983,24.6,111.3,20.12294,25.3,4.574218,16.6,3.001266,HI,0,1.285364
HI,2001,1.600786,41,558.4,7.342407,23.2,112.1,20.07521,24.4,4.369627,16.5,2.954871,HI,0,1.993667
HI,2002,1.572364,24,558.4,4.297994,24.7,107.3,19.21562,26.4,4.727794,15.1,2.704155,HI,0,1.458148
HI,2003,1.672569,21,567.4,3.701093,24,107.8,18.99894,28.2,4.970039,15,2.643638,HI,0,1.308628
HI,2004,1.621252,25,585.5,4.269855,23.5,112.7,19.2485,29.7,5.072587,15.3,2.613151,HI,0,1.45158
HI,2005,1.639899,15,606.3,2.474023,25.9,118.8,19.59426,34,5.607785,15.2,2.50701,HI,0,0.9058455
HI,2006,1.681389,30,620.7,4.833253,24.8,121.8,19.62301,37,5.961012,15.4,2.48107,HI,0,1.57552
HI,2007,1.751003,23,623.7,3.68767,23.6,121.4,19.46449,39.4,6.31714,15.3,2.453102,HI,0,1.304995
HI,2008,1.84821,19,620,3.064516,24.4,117.3,18.91936,37.5,6.048387,15,2.419355,HI,0,1.11989
HI,2009,1.843649,13,588.2,2.210133,23.5,110.3,18.75212,30.4,5.16831,13.6,2.312139,HI,0,0.7930525
HI,2010,1.960686,19,586,3.242321,21.8,110.5,18.85666,28.5,4.863481,12.9,2.201365,HI,0,1.176289
HI,2011,2.089612,26,593.1,4.383747,21.6,111.6,18.81639,29.1,4.906424,13.3,2.242455,HI,0,1.477904
HI,2012,2.141152,20,613,3.262643,21.9,115.2,18.79282,29.5,4.812398,13.3,2.169657,HI,0,1.182537
HI,2013,2.378309,11,619.4,1.775912,22.2,117.2,18.92154,31.2,5.037133,13.6,2.195673,HI,0,0.5743142
HI,2014,2.400102,31,630.1,4.919854,21.9,117.5,18.64783,32.4,5.142041,14.1,2.23774,HI,0,1.593279
HI,2015,,18,643.3,2.798072,20.5,120,18.65382,35.5,5.518421,14.1,2.191823,HI,0,1.028931
HI,2016,,29,651.9,4.448535,19.80299,120.4,18.46909,38,5.829115,14.1,2.162908,HI,0,1.492575
IA,1990,0.8685811,,1230.2,,15.8,270.3,21.97204,47.3,3.844903,218.4,17.75321,IA,1,
IA,1991,0.7223961,,1241,,14,271,21.83723,48,3.867848,215.4,17.35697,IA,1,
IA,1992,0.7926696,110,1253.5,8.775429,13.8,272.6,21.74711,49.3,3.932988,218.2,17.40726,IA,1,2.171956
IA,1993,0.8208058,88,1283.3,6.857321,13.2,281.3,21.92005,51.1,3.981922,221.6,17.26798,IA,1,1.925317
IA,1994,0.7958302,74,1328.4,5.570611,13.4,290.3,21.85336,55.8,4.200542,231.4,17.41945,IA,1,1.717505
IA,1995,0.7742668,54,1363.2,3.961268,12.3,296.2,21.72829,57.7,4.232688,236.5,17.34888,IA,1,1.376564
IA,1996,0.5985503,70,1387.9,5.043591,13.4,302.9,21.82434,59.8,4.308668,233.3,16.80957,IA,1,1.618118
IA,1997,0.4769478,80,1409.1,5.677383,13.5,300.8,21.34696,62.8,4.456746,240.6,17.07473,IA,1,1.73649
IA,1998,0.3309074,68,1447.5,4.697755,12.8,309.7,21.39551,66.7,4.607945,253.8,17.53368,IA,1,1.547085
IA,1999,0.3758191,80,1470.4,5.440696,14.2,316,21.49075,67.9,4.617791,252.4,17.1654,IA,1,1.693907
IA,2000,0.349623,71,1482.9,4.787916,13.9,315.6,21.28262,65.9,4.443995,252.2,17.00722,IA,1,1.566095
IA,2001,0.3400714,62,1466.9,4.2266,13.6,310.9,21.19436,66.8,4.553821,239.3,16.31331,IA,1,1.441398
IA,2002,0.3272456,57,1444.4,3.946275,11.3,305.5,21.15065,65.8,4.555525,226.5,15.68125,IA,1,1.372772
IA,2003,0.2675728,76,1439.5,5.279611,11.6,302.7,21.02814,67.3,4.675234,218.7,15.19278,IA,1,1.663852
IA,2004,0.2047003,82,1460.7,5.613747,10.6,306,20.94886,70.5,4.826453,223.1,15.2735,IA,1,1.725218
IA,2005,0.1415018,90,1483.7,6.065916,11.6,306.6,20.66455,74.2,5.001011,229.9,15.49505,IA,1,1.802686
IA,2006,0.1339858,71,1503.6,4.722001,11.4,307.8,20.47087,76.1,5.061186,231.4,15.38973,IA,1,1.552233
IA,2007,0.4353087,89,1519.9,5.855649,10.6,308,20.26449,74.3,4.88848,229.9,15.12599,IA,1,1.767407
IA,2008,0.5942309,93,1525.5,6.096362,10.7,309.9,20.31465,76.6,5.021305,226.7,14.8607,IA,1,1.807692
IA,2009,0.8926547,80,1471.8,5.435521,11.2,302.4,20.54627,65.9,4.47751,199.1,13.52765,IA,1,1.692955
IA,2010,0.8391498,77,1466.6,5.250238,11.5,299.7,20.43502,63,4.29565,201,13.70517,IA,1,1.658273
IA,2011,0.8377991,93,1488.6,6.247481,11.4,303.4,20.38157,64.8,4.353084,206.4,13.86538,IA,1,1.832178
IA,2012,0.7695832,97,1510.3,6.422565,10.5,307.6,20.36681,66.4,4.396478,211.4,13.99722,IA,1,1.859818
IA,2013,0.5843083,72,1536.5,4.685975,10.2,311.5,20.27335,71.2,4.633908,214.5,13.9603,IA,1,1.544574
IA,2014,0.6071618,91,1548.3,5.877414,10.9,312,20.15113,77.4,4.999031,217.2,14.02829,IA,1,1.771117
IA,2015,,60,1562.1,3.840983,9.7,314.5,20.13315,79.7,5.102106,215.6,13.80193,IA,1,1.345728
IA,2016,,76,1572.9,4.831839,8.842019,316.4,20.11571,83.6,5.315023,213.4,13.5673,IA,1,1.575227
ID,1990,-0.6053161,,387.7,,10,86,22.1821,25.9,6.680423,52.3,13.48981,ID,1,
ID,1991,-0.655516,,398.7,,9.3,87.6,21.97141,25.3,6.345623,55.8,13.99549,ID,1,
ID,1992,-0.6807963,45,415.7,10.82511,9.5,90,21.65023,27.3,6.567236,58.2,14.00048,ID,1,2.381869
ID,1993,-0.7200306,43,436.6,9.848832,10.6,94.4,21.62162,29.6,6.779661,61.3,14.04031,ID,1,2.287353
ID,1994,-0.5136588,50,460.5,10.85776,8.8,100.1,21.73724,33.8,7.339848,63.7,13.83279,ID,1,2.38488
ID,1995,-0.566943,53,475.6,11.14382,8.5,102,21.44659,35.7,7.506308,62.8,13.20437,ID,1,2.410885
ID,1996,-0.6062623,62,492.4,12.59139,9.1,106.4,21.60845,37.3,7.575142,66.5,13.50528,ID,1,2.533013
ID,1997,-0.6851998,56,507.7,11.03014,8.8,107.1,21.09513,38.1,7.504432,68.5,13.49222,ID,1,2.400631
ID,1998,-0.7257231,51,523.8,9.736541,8.1,113.2,21.6113,38,7.254677,69.6,13.28751,ID,1,2.275886
ID,1999,-0.7840989,43,541.7,7.937973,9.6,116.8,21.56175,39.9,7.365701,69.4,12.81152,ID,1,2.071658
ID,2000,-0.8611399,35,562.9,6.217801,7.9,122.9,21.83336,41,7.28371,70.2,12.47113,ID,1,1.827416
ID,2001,-1.000816,45,569.2,7.905833,7.8,115.4,20.27407,42.6,7.484189,68.7,12.06957,ID,1,2.067601
ID,2002,-1.030526,39,569,6.85413,7.3,115.3,20.26362,40.2,7.065026,65.7,11.54657,ID,1,1.924851
ID,2003,-1.07727,43,571.1,7.529329,7.2,115.3,20.18911,40.2,7.039047,61.2,10.71616,ID,1,2.018806
ID,2004,-0.9162257,38,590.3,6.437405,6,117.2,19.85431,44.1,7.470778,62.5,10.58784,ID,1,1.862125
ID,2005,-0.9739705,35,613.9,5.701254,5.4,122.7,19.98697,49.7,8.095781,63.8,10.39257,ID,1,1.740686
ID,2006,-0.9864734,38,642.2,5.91716,6.3,127.3,19.82248,57.1,8.891311,66.5,10.35503,ID,1,1.777857
ID,2007,-1.085707,31,656.9,4.719135,5.4,131.6,20.03349,56.8,8.646674,65.6,9.9863,ID,1,1.551626
ID,2008,-1.089955,36,650.9,5.530804,7.2,131.1,20.14134,48.6,7.466585,62.7,9.632816,ID,1,1.710333
ID,2009,-1.156997,27,604.9,4.463548,6.4,120.6,19.93718,36.7,6.067119,53.9,8.910563,ID,1,1.495944
ID,2010,-1.205752,33,604.3,5.460864,7.4,120.8,19.99007,34.6,5.725633,53.4,8.836671,ID,1,1.697607
ID,2011,-1.243662,37,613.6,6.029987,5.3,122.4,19.94785,34.3,5.589961,54.9,8.947197,ID,1,1.796745
ID,2012,-1.264125,19,623.2,3.04878,4.9,125.3,20.10591,35.3,5.664313,57.2,9.178433,ID,1,1.114742
ID,2013,-1.251675,30,637.9,4.702931,4.7,128.2,20.09719,37.6,5.894341,59.7,9.358833,ID,1,1.548186
ID,2014,-1.26424,34,654.8,5.192425,5.5,131.1,20.02138,40,6.108736,59.9,9.147831,ID,1,1.647201
ID,2015,,36,673.8,5.342832,7,135.4,20.09498,41.9,6.218462,62.5,9.275749,ID,1,1.675756
ID,2016,,30,698.9,4.292459,6.103978,138.2,19.77393,46.1,6.596079,64.9,9.286021,ID,1,1.45686
IL,1990,0.3497803,,5308.9,,21,1148.5,21.63348,241.2,4.543314,915.3,17.24086,IL,0,
IL,1991,0.2849527,,5207.3,,21.1,1123.7,21.57932,225.1,4.322778,867.7,16.66315,IL,0,
IL,1992,0.2726623,250,5241.7,4.769445,20.6,1104.3,21.06759,216.8,4.136063,866.6,16.5328,IL,0,1.56223
IL,1993,0.4153461,252,5333.3,4.725029,21.2,1141.2,21.39763,215.2,4.035025,860.3,16.13073,IL,0,1.552874
IL,1994,0.3182226,247,5480.2,4.507135,20,1172.8,21.40068,231.8,4.229773,875,15.96657,IL,0,1.505662
IL,1995,0.4177265,250,5577.9,4.481974,20.3,1191.3,21.3575,238,4.266839,891.9,15.98989,IL,0,1.500064
IL,1996,0.2929479,262,5694.9,4.600607,20.1,1195.9,20.99949,243.9,4.282779,898.4,15.77552,IL,0,1.526188
IL,1997,0.4087447,240,5759.4,4.167101,18.7,1194.9,20.74695,245.2,4.257388,904.3,15.70129,IL,0,1.427221
IL,1998,0.320215,216,5912.4,3.653339,18.9,1218.3,20.60584,258.9,4.378932,905.9,15.32203,IL,0,1.295641
IL,1999,0.2734146,208,5961.6,3.488996,18.1,1232.4,20.6723,267.8,4.492083,880,14.76114,IL,0,1.249614
IL,2000,0.307406,206,6054.7,3.402316,18.7,1251.4,20.66824,280.5,4.632765,869.4,14.35909,IL,0,1.224456
IL,2001,0.3853455,231,5978.7,3.863716,18.4,1225.5,20.49777,287.8,4.813756,803.9,13.44607,IL,0,1.351629
IL,2002,0.3403628,190,5877.1,3.232887,19.8,1197.3,20.37229,288.1,4.902078,748.9,12.74268,IL,0,1.173376
IL,2003,0.4150642,200,5804.3,3.445721,18,1178.6,20.30564,287.4,4.951501,706.2,12.16684,IL,0,1.237133
IL,2004,0.4361388,208,5828.1,3.568916,16.8,1180.8,20.26046,278.3,4.775141,698.7,11.98847,IL,0,1.272262
IL,2005,0.3430597,194,5879.1,3.299825,16.9,1189.1,20.22589,277.2,4.715007,687.9,11.70077,IL,0,1.193869
IL,2006,0.5770311,207,5943.5,3.482796,16.5,1199.7,20.18508,284.9,4.793472,683.5,11.49996,IL,0,1.247836
IL,2007,0.5172996,185,5976.7,3.095354,14.6,1210.8,20.25867,280.1,4.686532,672.9,11.25872,IL,0,1.129902
IL,2008,0.5364895,193,5950.9,3.243207,16.6,1203.2,20.21879,269,4.520325,656,11.02354,IL,0,1.176563
IL,2009,0.6275211,158,5607.3,2.817755,17.5,1130,20.1523,221.6,3.951991,562.2,10.02622,IL,0,1.035941
IL,2010,0.5684956,206,5616.2,3.667961,15.6,1128.1,20.08653,206.2,3.671522,563.1,10.02635,IL,0,1.299636
IL,2011,0.7608139,177,5687.4,3.112143,16.3,1145.4,20.13926,206.5,3.630833,575.4,10.1171,IL,0,1.135311
IL,2012,0.7817527,146,5756.1,2.53644,14.7,1155.6,20.07609,196.6,3.415507,584.6,10.15618,IL,0,0.9307614
IL,2013,0.7580512,176,5813.6,3.027384,15.8,1166.8,20.07018,201.6,3.467731,577.3,9.930163,IL,0,1.107699
IL,2014,0.9158306,164,5887.6,2.785515,15.2,1181.9,20.07439,213.5,3.626265,579.8,9.847816,IL,0,1.024433
IL,2015,,172,5988.9,2.87198,15.3,1205.7,20.13224,224.1,3.741923,582,9.717978,IL,0,1.055002
IL,2016,,171,6020.2,2.840437,14.53667,1211.7,20.12724,225.6,3.747384,573.8,9.531245,IL,0,1.043958
IN,1990,-0.2507898,,2545.1,,20.1,533.1,20.94613,124.2,4.879965,610.3,23.97941,IN,0,
IN,1991,-0.1764919,,2512.5,,19.5,525.4,20.91144,120.4,4.79204,589.2,23.45075,IN,0,
IN,1992,-0.1535012,148,2576.7,5.743781,19.2,527.4,20.46804,121.4,4.711452,598.3,23.21962,IN,0,1.748118
IN,1993,-0.1218025,136,2642.4,5.146836,18.7,538.3,20.37163,123.3,4.666213,609.7,23.07372,IN,0,1.638382
IN,1994,-0.1729598,195,2731.1,7.13998,19.4,561.9,20.57413,132.3,4.844202,630.5,23.08594,IN,0,1.96571
IN,1995,-0.1839794,156,2792,5.587392,16.6,579.6,20.75931,136.3,4.881805,652.2,23.3596,IN,0,1.720513
IN,1996,-0.2489278,143,2815.8,5.078485,15.1,581,20.63357,143.3,5.08914,647.2,22.98459,IN,0,1.625013
IN,1997,-0.462229,190,2855.5,6.653826,14.7,584,20.45176,148.8,5.210996,650.8,22.79111,IN,0,1.895192
IN,1998,-0.50902,155,2925.8,5.297697,16.4,599.1,20.47645,152.5,5.21225,657.2,22.46223,IN,0,1.667272
IN,1999,-0.5614899,171,2974,5.749832,15.8,609,20.47747,156.4,5.258911,663.3,22.3033,IN,0,1.749171
IN,2000,-0.3839432,159,3005.9,5.289597,15.7,617.2,20.53295,157.1,5.226388,662.6,22.04331,IN,0,1.665742
IN,2001,-0.306949,152,2925.3,5.196048,14.7,598,20.44235,156,5.332787,607.1,20.75343,IN,0,1.647898
IN,2002,-0.4296218,136,2920.7,4.656418,13.4,581.3,19.90276,152.5,5.221351,591.8,20.26227,IN,0,1.538246
IN,2003,-0.2826747,132,2895.2,4.55927,11.9,571.8,19.74993,151.8,5.243161,571.4,19.73611,IN,0,1.517163
IN,2004,-0.3804607,153,2940.6,5.20302,11.5,579.2,19.69666,155.8,5.298238,571.8,19.44501,IN,0,1.649239
IN,2005,-0.3937164,157,2958.3,5.307102,12.5,584,19.74107,155.7,5.263158,567.6,19.1867,IN,0,1.669046
IN,2006,-0.5559568,148,2975.5,4.973954,12,584.1,19.63031,157,5.276424,563.5,18.93799,IN,0,1.604215
IN,2007,-0.5956092,127,2987.8,4.250619,12.1,584.4,19.55954,157.7,5.278131,547.4,18.32117,IN,0,1.447065
IN,2008,-0.4363319,143,2963.3,4.825701,12.5,580.9,19.60315,150.6,5.082172,517.6,17.46701,IN,0,1.573956
IN,2009,-0.3743307,125,2776.5,4.502071,10.7,545,19.62903,123.3,4.440843,431.4,15.53755,IN,0,1.504537
IN,2010,-0.3934665,118,2805.1,4.206624,11,543.5,19.37542,123.3,4.395565,448.7,15.99586,IN,0,1.43666
IN,2011,-0.4057434,125,2844.2,4.394909,11.3,552.6,19.42901,128.5,4.517966,463.6,16.29984,IN,0,1.480447
IN,2012,-0.5250548,115,2901.9,3.962921,9.2,559.7,19.28736,131.9,4.545298,482.9,16.64082,IN,1,1.376981
IN,2013,-0.6662952,127,2942.5,4.316058,9.4,569.6,19.35769,129.5,4.40102,490.8,16.67969,IN,1,1.462342
IN,2014,-0.5951011,130,2980.4,4.361831,10.8,575,19.29271,131,4.395383,507.3,17.02121,IN,1,1.472892
IN,2015,,115,3048.4,3.772471,10.1,586.1,19.22648,134.5,4.412151,518.9,17.02205,IN,1,1.32773
IN,2016,,137,3094.2,4.427639,10.37085,595.3,19.23922,137.7,4.450262,522,16.87027,IN,1,1.487867
KS,1990,-0.4189345,,1092.1,,11.5,240.1,21.98517,52,4.761469,176.2,16.13405,KS,1,
KS,1991,-0.4843471,,1103.1,,12.2,237.4,21.52117,52.2,4.732119,174.7,15.83719,KS,1,
KS,1992,-0.4940281,82,1123.3,7.29992,11.6,237,21.09855,53.8,4.78946,173.5,15.44556,KS,1,1.987863
KS,1993,-0.5827647,99,1138,8.699472,10,239.6,21.05448,55.7,4.894552,172.4,15.14938,KS,1,2.163262
KS,1994,-0.6054914,106,1173.6,9.032038,10.1,248.3,21.15712,58.4,4.976142,175.3,14.93695,KS,1,2.200778
KS,1995,-0.601143,95,1202.2,7.902179,10.3,254.8,21.19448,59.3,4.932623,180,14.97255,KS,1,2.067139
KS,1996,-0.6157771,85,1228.7,6.917881,9.8,259.1,21.08733,65.1,5.298283,186.9,15.2112,KS,1,1.934109
KS,1997,-0.7369698,93,1275.1,7.293546,7.9,263.8,20.68857,67.1,5.262332,199.4,15.63799,KS,1,1.98699
KS,1998,-0.8356707,98,1320,7.424242,8,270.5,20.49242,69.1,5.234848,206.5,15.64394,KS,1,2.004751
KS,1999,-0.7540678,87,1329.1,6.545783,9.9,273.3,20.56279,71.9,5.409676,202.6,15.2434,KS,1,1.878821
KS,2000,-0.6984221,85,1348,6.305638,9.1,274.9,20.39318,72.5,5.378338,199.4,14.79228,KS,1,1.841444
KS,2001,-0.6242422,94,1348.5,6.970708,9.3,271.6,20.1409,71.4,5.294772,194.7,14.43826,KS,1,1.941717
KS,2002,-0.6349784,89,1340.1,6.641295,8.3,265.6,19.81942,69.5,5.18618,183.7,13.70793,KS,1,1.893307
KS,2003,-0.5857017,78,1311.5,5.947389,8,261.2,19.91613,68.9,5.253527,172.7,13.16813,KS,1,1.782952
KS,2004,-0.6137788,80,1330,6.015038,8.5,261.1,19.63158,70.9,5.330827,176.9,13.30075,KS,1,1.794263
KS,2005,-0.6628868,81,1330,6.090226,7.1,260.2,19.56391,70.9,5.330827,179.7,13.51128,KS,1,1.806685
KS,2006,-0.7208298,85,1354.4,6.275842,8.1,259.6,19.16716,72.7,5.367691,182.9,13.50414,KS,1,1.836708
KS,2007,-0.791824,101,1386.5,7.284529,7.1,263,18.96863,74.2,5.351605,185.5,13.37901,KS,1,1.985753
KS,2008,-0.8240176,73,1387.6,5.260882,7.1,262.5,18.91755,74.5,5.368982,180.8,13.02969,KS,1,1.660299
KS,2009,-0.7124527,76,1331.3,5.708706,6.2,252.2,18.94389,64.3,4.829865,160.8,12.07842,KS,1,1.741992
KS,2010,-0.6487625,85,1334.1,6.371336,6.9,251.9,18.88164,63.3,4.744772,158.2,11.85818,KS,1,1.851809
KS,2011,-0.781828,78,1343.2,5.807028,7.7,254.1,18.91751,62,4.615843,159.5,11.87463,KS,1,1.759069
KS,2012,-0.9029221,76,1358.2,5.595641,6.9,254.3,18.72331,64.5,4.748932,160.5,11.81711,KS,1,1.721988
KS,2013,-0.9154915,55,1374,4.002911,7.6,258,18.77729,68.1,4.956332,159.7,11.623,KS,1,1.387022
KS,2014,-0.9480187,73,1393.8,5.23748,7.5,262.4,18.82623,70.4,5.05094,162.3,11.64443,KS,1,1.655841
KS,2015,,60,1404.3,4.272591,8.8,266,18.94182,69.5,4.949085,160.1,11.4007,KS,1,1.45222
KS,2016,,74,1410.9,5.244879,8.557055,268.2,19.00914,67.9,4.812531,159.7,11.31902,KS,1,1.657252
KY,1990,-0.5797651,,1467.5,,14.6,309.6,21.0971,99.8,6.800682,274,18.67121,KY,0,
KY,1991,-0.4724908,,1467.2,,13.5,304,20.71974,93.5,6.372683,267.1,18.20474,KY,0,
KY,1992,-0.3895281,117,1500.7,7.796362,12.9,308.5,20.55707,97.4,6.490304,271.7,18.10489,KY,0,2.053657
KY,1993,-0.4395265,143,1540.6,9.282098,12.8,319.8,20.75815,99.5,6.458523,278.6,18.08386,KY,0,2.228088
KY,1994,-0.453561,158,1594.4,9.909684,11.6,332.4,20.84797,101.1,6.340943,292.2,18.32664,KY,0,2.293513
KY,1995,-0.4408707,140,1640.8,8.532423,12.7,341.8,20.8313,98.3,5.99098,298.7,18.20453,KY,0,2.143873
