"vtr_gen01","vtr_gen03","vtr_gen05","treated","four_weeks","two_weeks","three_days","control","democrat","republican","unenrolled","other_party","age","age_squared","contacted_4weeks","contacted_2weeks","contacted_3days","vote_prop","use","id"
1,1,0,0,0,0,0,1,0,0,1,0,46.9894599914551,2208.01000976563,0,0,0,0.951756477355957,1,11063
0,1,0,0,0,0,0,1,0,0,1,0,39.0787010192871,1527.14501953125,0,0,0,0.683966279029846,1,999
0,1,1,0,0,0,0,1,1,0,0,0,65.0087509155273,4226.13818359375,0,0,0,0.835838913917542,1,16883
1,1,1,0,0,0,0,1,1,0,0,0,61.0406112670898,3725.9560546875,0,0,0,0.951756477355957,1,3316
0,0,0,0,0,0,0,1,0,0,0,0,24.0002002716064,576.009826660156,0,0,0,0.108324803411961,1,24465
0,0,0,1,0,0,1,0,0,1,0,0,20.9906806945801,440.608795166016,0,0,1,0.108324803411961,1,21361
1,1,1,1,1,0,0,0,1,0,0,0,84.0804061889648,7069.51513671875,1,0,0,0.951756477355957,1,13506
1,1,1,0,0,0,0,1,0,1,0,0,51.0376815795898,2604.84497070313,0,0,0,0.951756477355957,1,16478
1,1,0,0,0,0,0,1,1,0,0,0,71.0783309936523,5052.12890625,0,0,0,0.951756477355957,1,18688
0,1,1,0,0,0,0,1,1,0,0,0,41.0291404724121,1683.39001464844,0,0,0,0.436241388320923,1,11181
1,1,1,0,0,0,0,1,0,0,0,1,84.0491561889648,7064.26123046875,0,0,0,0.877676427364349,1,9727
1,1,0,0,0,0,0,1,0,1,0,0,45.0377998352051,2028.40405273438,0,0,0,0.877676427364349,1,6718
1,1,1,1,1,0,0,0,0,1,0,0,57.9906806945801,3362.9189453125,1,0,0,0.877676427364349,1,9832
1,1,0,0,0,0,0,1,0,0,1,0,69.0492782592773,4767.80322265625,0,0,0,0.877676427364349,1,16872
0,0,0,0,0,0,0,1,1,0,0,0,26.0177803039551,676.924987792969,0,0,0,0.108324803411961,1,20873
1,1,1,0,0,0,0,1,1,0,0,0,68.0780868530273,4634.6259765625,0,0,0,0.951756477355957,1,16870
0,0,0,0,0,0,0,1,1,0,0,0,48.0589218139648,2309.65991210938,0,0,0,0.254888504743576,1,16495
0,0,0,0,0,0,0,1,0,0,0,0,29.9999599456787,899.997619628906,0,0,0,0.108324803411961,1,22596
1,1,1,0,0,1,0,0,1,0,0,0,54.9879989624023,3023.67993164063,0,0,0,0.951756477355957,1,13856
0,1,1,0,0,0,0,1,0,1,0,0,43.0294990539551,1851.53796386719,0,0,0,0.108324803411961,1,21320
0,1,0,0,0,0,0,1,0,1,0,0,54.0977401733398,2926.56494140625,0,0,0,0.683966279029846,1,14598
1,0,0,0,0,0,0,1,0,1,0,0,61.0985908508301,3733.0380859375,0,0,0,0.877676427364349,1,7897
1,1,1,0,0,0,0,1,1,0,0,0,65.0380477905273,4229.9482421875,0,0,0,0.951756477355957,1,12844
0,1,1,0,0,0,0,1,0,0,1,0,42.0990791320801,1772.3330078125,0,0,0,0.254888504743576,1,16862
0,0,1,0,0,0,0,1,0,0,0,0,40.9884910583496,1680.05603027344,0,0,0,0.683966279029846,1,22969
0,0,0,0,0,0,0,1,0,0,1,0,47.1002998352051,2218.43896484375,0,0,0,0.254888504743576,1,16860
1,1,1,0,0,0,0,1,0,0,1,0,49.0690498352051,2407.77197265625,0,0,0,0.951756477355957,1,2676
0,0,0,0,0,0,0,1,0,1,0,0,70.9882431030273,5039.3310546875,0,0,0,0.683966279029846,1,16858
0,1,0,1,1,0,0,0,0,1,0,0,41.0301094055176,1683.46997070313,1,0,0,0.835838913917542,1,6471
0,1,0,0,0,0,0,1,0,0,0,1,40.0601387023926,1604.81494140625,0,0,0,0.683966279029846,1,13974
0,0,0,0,0,0,0,1,1,0,0,0,54.0503807067871,2921.44311523438,0,0,0,0.254888504743576,1,19679
0,0,0,0,0,0,0,1,1,0,0,0,21.0189990997314,441.798492431641,0,0,0,0.108324803411961,1,21247
0,0,1,0,0,0,0,1,1,0,0,0,33.9892196655273,1155.26696777344,0,0,0,0.254888504743576,1,2157
0,0,0,0,0,0,0,1,1,0,0,0,28.0576992034912,787.234497070313,0,0,0,0.108324803411961,1,22851
1,1,1,0,0,0,0,1,1,0,0,0,46.0805282592773,2123.4150390625,0,0,0,0.951756477355957,1,10797
0,0,0,0,0,0,0,1,1,0,0,0,79.0999374389648,6256.7998046875,0,0,0,0.108324803411961,1,16851
1,1,1,1,0,1,0,0,0,1,0,0,68.0586776733398,4631.98291015625,0,1,0,0.951756477355957,1,18866
0,1,0,0,0,0,0,1,1,0,0,0,66.9998397827148,4488.97900390625,0,0,0,0.436241388320923,1,6431
1,1,1,0,0,0,0,1,0,0,1,0,46.0097312927246,2116.89501953125,0,0,0,0.951756477355957,1,4136
0,1,1,0,0,0,0,1,1,0,0,0,56.0281600952148,3139.15502929688,0,0,0,0.835838913917542,1,2910
0,0,1,0,0,0,0,1,1,0,0,0,48.0296211242676,2306.84497070313,0,0,0,0.108324803411961,1,21781
1,1,0,1,0,1,0,0,1,0,0,0,55.0583114624023,3031.41796875,0,1,0,0.951756477355957,1,12323
1,1,1,0,0,0,0,1,0,0,1,0,50.0978584289551,2509.7958984375,0,0,0,0.877676427364349,1,16844
0,0,0,0,1,0,0,0,0,0,1,0,39.0501289367676,1524.91296386719,0,0,0,0.254888504743576,1,13617
1,1,0,0,0,0,0,1,0,1,0,0,69.0686874389648,4770.48291015625,0,0,0,0.951756477355957,1,836
0,1,1,0,0,0,0,1,0,1,0,0,53.0501289367676,2814.31689453125,0,0,0,0.108324803411961,1,22469
1,1,1,1,0,1,0,0,0,1,0,0,86.0485534667969,7404.35205078125,0,1,0,0.951756477355957,1,5888
1,1,1,0,0,0,0,1,0,1,0,0,56.0306015014648,3139.42797851563,0,0,0,0.951756477355957,1,22671
0,1,0,0,0,0,0,1,1,0,0,0,50.0181503295898,2501.81494140625,0,0,0,0.254888504743576,1,11122
0,0,0,1,0,0,1,0,0,1,0,0,78.0187606811523,6086.9267578125,0,0,1,0.108324803411961,1,1342
1,1,1,0,0,0,0,1,0,1,0,0,51.0376815795898,2604.84497070313,0,0,0,0.951756477355957,1,3778
1,1,1,0,0,0,0,1,0,1,0,0,51.9882392883301,2702.77709960938,0,0,0,0.951756477355957,1,8897
0,1,0,0,0,0,0,1,0,0,1,0,45.0304794311523,2027.74401855469,0,0,0,0.683966279029846,1,17309
0,0,0,0,0,0,0,1,0,1,0,0,49.0486717224121,2405.77197265625,0,0,0,0.254888504743576,1,7172
1,1,1,0,0,0,0,1,0,1,0,0,63.0898094177246,3980.32299804688,0,0,0,0.721448123455048,1,16832
0,0,0,0,0,1,0,0,0,1,0,0,69.0885772705078,4773.23193359375,0,0,0,0.108324803411961,1,12275
0,1,0,0,0,0,0,1,0,1,0,0,50.0096092224121,2500.9609375,0,0,0,0.436241388320923,1,16830
1,1,1,0,0,0,0,1,0,1,0,0,79.0392684936523,6247.2060546875,0,0,0,0.951756477355957,1,9200
0,1,0,1,1,0,0,0,0,1,0,0,69.0105819702148,4762.4599609375,1,0,0,0.683966279029846,1,20945
1,1,0,0,0,1,0,0,1,0,0,0,64.0695419311523,4104.90576171875,0,0,0,0.877676427364349,1,1557
1,1,1,1,0,1,0,0,0,0,1,0,53.0082588195801,2809.8759765625,0,1,0,0.877676427364349,1,4260
0,0,0,0,0,0,0,1,1,0,0,0,62.0994491577148,3856.34204101563,0,0,0,0.254888504743576,1,11754
1,1,1,1,0,0,1,0,1,0,0,0,48.0107002258301,2305.02807617188,0,0,1,0.699904203414917,1,17947
1,1,0,0,0,0,0,1,1,0,0,0,41.0607490539551,1685.98498535156,0,0,0,0.951756477355957,1,7713
0,0,0,0,0,0,0,1,0,1,0,0,53.0490303039551,2814.19995117188,0,0,0,0.683966279029846,1,16210
1,1,1,0,0,0,0,1,0,0,1,0,52.9998397827148,2808.98291015625,0,0,0,0.877676427364349,1,2123
1,1,1,1,0,0,1,0,0,0,1,0,57.0887107849121,3259.1201171875,0,0,1,0.877676427364349,1,15994
1,1,1,0,0,0,0,1,1,0,0,0,92.0795516967773,8478.6435546875,0,0,0,0.877676427364349,1,14584
1,0,1,0,0,0,0,1,0,0,0,1,42.0400009155273,1767.36206054688,0,0,0,0.877676427364349,1,19641
1,1,1,0,0,0,0,1,0,1,0,0,85.0292587280273,7229.97509765625,0,0,0,0.951756477355957,1,16817
0,0,0,1,1,0,0,0,1,0,0,0,22.0979804992676,488.32080078125,1,0,0,0.108324803411961,1,22460
0,0,0,1,1,0,0,0,0,0,1,0,25.090539932251,629.534973144531,1,0,0,0.254888504743576,1,1495
0,0,0,0,0,0,0,1,1,0,0,0,27.0086307525635,729.465881347656,0,0,0,0.254888504743576,1,24692
1,1,1,0,0,0,0,1,0,1,0,0,80.0688095092773,6411.01416015625,0,0,0,0.951756477355957,1,8250
0,0,0,1,1,0,0,0,0,1,0,0,53.0401191711426,2813.2548828125,1,0,0,0.108324803411961,1,22696
0,0,0,0,0,0,0,1,1,0,0,0,21.0495204925537,443.082305908203,0,0,0,0.108324803411961,1,24307
1,1,1,0,0,0,0,1,0,1,0,0,40.0898094177246,1607.19299316406,0,0,0,0.699904203414917,1,5248
0,1,0,1,1,0,0,0,1,0,0,0,48.9892196655273,2399.94409179688,1,0,0,0.254888504743576,1,17835
0,0,0,0,0,0,0,1,0,1,0,0,59.0097312927246,3482.14794921875,0,0,0,0.835838913917542,1,4432
0,0,1,0,0,0,0,1,1,0,0,0,63.0390205383301,3973.9189453125,0,0,0,0.254888504743576,1,12393
1,1,1,0,0,0,0,1,1,0,0,0,55.0288887023926,3028.17895507813,0,0,0,0.951756477355957,1,17955
0,0,0,0,0,0,0,1,0,0,1,0,43.0403709411621,1852.47302246094,0,0,0,0.683966279029846,1,17722
0,0,0,0,0,0,0,1,0,0,1,0,43.0183906555176,1850.58203125,0,0,0,0.254888504743576,1,6747
1,1,1,0,0,0,0,1,0,1,0,0,59.0704002380371,3489.31201171875,0,0,0,0.951756477355957,1,7080
0,1,1,1,0,1,0,0,1,0,0,0,47.9895896911621,2303,0,1,0,0.683966279029846,1,12313
0,1,1,0,0,0,0,1,1,0,0,0,45.0198593139648,2026.78796386719,0,0,0,0.254888504743576,1,11203
0,0,0,0,0,0,1,0,0,0,1,0,45.0181503295898,2026.63403320313,0,0,0,0.108324803411961,1,21068
0,1,0,0,0,0,0,1,0,0,1,0,61.0597801208496,3728.2958984375,0,0,0,0.683966279029846,1,4309
1,0,1,1,0,1,0,0,1,0,0,0,53.9995994567871,2915.9560546875,0,1,0,0.951756477355957,1,16800
0,0,0,0,0,0,0,1,1,0,0,0,39.9904403686523,1599.23498535156,0,0,0,0.254888504743576,1,5380
0,1,0,1,0,1,0,0,0,0,1,0,89.9906768798828,8098.3232421875,0,1,0,0.835838913917542,1,5502
1,1,0,0,0,0,1,0,1,0,0,0,50.0791893005371,2507.92504882813,0,0,0,0.877676427364349,1,2384
1,1,0,0,0,0,0,1,0,0,1,0,38.1002998352051,1451.63305664063,0,0,0,0.877676427364349,1,9732
0,1,0,0,0,0,0,1,0,1,0,0,43.0581893920898,1854.00805664063,0,0,0,0.683966279029846,1,8422
0,0,0,1,0,0,1,0,0,0,1,0,24.0999393463135,580.806884765625,0,0,1,0.254888504743576,1,20837
1,0,0,0,0,0,0,1,0,0,0,1,30.0396308898926,902.379516601563,0,0,0,0.510150074958801,1,15399
0,1,0,0,0,0,1,0,0,1,0,0,45.0491600036621,2029.42700195313,0,0,0,0.835838913917542,1,19638
1,1,0,0,0,0,0,1,0,0,1,0,47.0984687805176,2218.26611328125,0,0,0,0.951756477355957,1,16791
0,0,0,0,0,0,0,1,0,0,1,0,44.0904197692871,1943.96496582031,0,0,0,0.254888504743576,1,16368
0,0,0,0,0,0,0,1,1,0,0,0,44.0380516052246,1939.34997558594,0,0,0,0.254888504743576,1,16789
0,0,0,0,0,0,1,0,1,0,0,0,40.0697898864746,1605.58801269531,0,0,0,0.108324803411961,1,1292
1,1,1,0,0,0,0,1,1,0,0,0,54.0789413452148,2924.53198242188,0,0,0,0.951756477355957,1,149
1,1,1,0,0,0,0,1,0,0,1,0,45.0994491577148,2033.9599609375,0,0,0,0.877676427364349,1,16786
0,0,0,0,0,0,0,1,0,0,1,0,44.0504989624023,1940.44604492188,0,0,0,0.108324803411961,1,15472
0,1,1,0,0,0,0,1,0,1,0,0,48.0284004211426,2306.72802734375,0,0,0,0.436241388320923,1,16784
1,1,0,0,0,0,0,1,1,0,0,0,41.0500106811523,1685.10302734375,0,0,0,0.951756477355957,1,14037
0,0,0,0,0,0,0,1,0,0,1,0,21.9904403686523,483.579406738281,0,0,0,0.108324803411961,1,22546
1,1,0,1,1,0,0,0,0,1,0,0,78.0403671264648,6090.298828125,1,0,0,0.951756477355957,1,17250
0,1,0,0,0,0,0,1,1,0,0,0,46.0503807067871,2120.63696289063,0,0,0,0.254888504743576,1,6876
0,0,1,0,0,0,0,1,0,0,0,0,38.0080184936523,1444.60900878906,0,0,0,0.108324803411961,1,24329
1,1,1,0,0,0,0,1,0,0,1,0,70.0796737670898,4911.1611328125,0,0,0,0.951756477355957,1,15048
1,1,0,0,0,0,1,0,0,1,0,0,58.9977607727051,3480.73608398438,0,0,0,0.877676427364349,1,16777
1,1,1,0,0,0,0,1,0,0,1,0,43.0788192749023,1855.78503417969,0,0,0,0.877676427364349,1,5162
0,1,0,0,0,0,0,1,1,0,0,0,43.9978904724121,1935.81396484375,0,0,0,0.835838913917542,1,1834
1,1,1,0,0,0,0,1,0,1,0,0,75.0600204467773,5634.0068359375,0,0,0,0.877676427364349,1,19576
1,1,1,0,0,0,0,1,0,0,1,0,72.0685729980469,5193.8779296875,0,0,0,0.951756477355957,1,13871
1,1,1,0,0,0,0,1,1,0,0,0,78.0085067749023,6085.3271484375,0,0,0,0.951756477355957,1,2403
0,0,0,0,0,0,0,1,0,0,1,0,51.0596504211426,2607.087890625,0,0,0,0.835838913917542,1,8823
1,1,1,1,0,0,1,0,0,0,0,1,43.9998397827148,1935.98596191406,0,0,1,0.951756477355957,1,3829
0,1,1,1,1,0,0,0,0,1,0,0,86.1001815795898,7413.2412109375,1,0,0,0.835838913917542,1,19282
1,0,0,0,0,0,0,1,1,0,0,0,61.1001815795898,3733.23193359375,0,0,0,0.877676427364349,1,4548
1,1,1,0,0,0,0,1,1,0,0,0,55.0895614624023,3034.86010742188,0,0,0,0.951756477355957,1,16767
1,1,0,0,0,0,0,1,1,0,0,0,47.0586814880371,2214.51904296875,0,0,0,0.951756477355957,1,19815
1,1,1,0,0,0,0,1,0,0,1,0,58.0686912536621,3371.97192382813,0,0,0,0.951756477355957,1,16278
0,0,0,0,0,0,0,1,0,0,1,0,64.0093612670898,4097.1982421875,0,0,0,0.683966279029846,1,12590
0,0,0,0,0,0,0,1,1,0,0,0,34.0587997436523,1160.001953125,0,0,0,0.108324803411961,1,9055
0,0,0,0,0,0,0,1,1,0,0,0,46.0179100036621,2117.64794921875,0,0,0,0.108324803411961,1,21695
0,0,1,0,0,0,0,1,0,1,0,0,48.0480613708496,2308.61596679688,0,0,0,0.254888504743576,1,2981
1,1,1,0,0,0,0,1,0,0,1,0,46.0080184936523,2116.73803710938,0,0,0,0.951756477355957,1,3793
1,1,1,0,0,0,0,1,0,1,0,0,64.0397567749023,4101.08984375,0,0,0,0.877676427364349,1,16760
0,0,0,0,0,0,0,1,1,0,0,0,48.0601387023926,2309.77709960938,0,0,0,0.108324803411961,1,11875
0,0,0,0,0,0,0,1,1,0,0,0,39.0306015014648,1523.38793945313,0,0,0,0.108324803411961,1,16797
0,0,1,0,0,0,0,1,0,0,1,0,49.0491600036621,2405.82006835938,0,0,0,0.683966279029846,1,16757
0,0,0,0,0,0,0,1,0,1,0,0,45.0982284545898,2033.84997558594,0,0,0,0.108324803411961,1,22112
0,1,0,0,0,0,0,1,0,0,1,0,58.0990791320801,3375.5029296875,0,0,0,0.683966279029846,1,19314
0,0,1,0,0,0,0,1,0,0,1,0,38.0287704467773,1446.18701171875,0,0,0,0.683966279029846,1,16754
0,1,1,0,0,0,0,1,1,0,0,0,60.0187606811523,3602.251953125,0,0,0,0.683966279029846,1,16753
1,1,1,0,0,0,0,1,0,1,0,0,67.0391464233398,4494.2470703125,0,0,0,0.877676427364349,1,16752
1,1,1,0,0,0,0,1,0,0,1,0,69.0685729980469,4770.466796875,0,0,0,0.951756477355957,1,12674
0,1,0,0,0,1,0,0,0,0,1,0,66.0605087280273,4363.9912109375,0,0,0,0.835838913917542,1,15215
1,1,1,1,0,0,1,0,0,0,1,0,84.0292587280273,7060.9169921875,0,0,1,0.951756477355957,1,3664
1,1,1,0,0,0,0,1,0,1,0,0,83.0096130371094,6890.59521484375,0,0,0,0.951756477355957,1,5567
1,1,1,0,0,0,0,1,0,1,0,0,54.0507392883301,2921.48291015625,0,0,0,0.877676427364349,1,20930
0,0,1,0,0,0,0,1,1,0,0,0,48.0203514099121,2305.9541015625,0,0,0,0.108324803411961,1,16746
0,0,0,0,1,0,0,0,0,1,0,0,52.0495185852051,2709.15307617188,0,0,0,0.108324803411961,1,21682
1,0,0,0,0,0,0,1,1,0,0,0,39.0494003295898,1524.85595703125,0,0,0,0.951756477355957,1,16522
1,1,1,0,0,0,0,1,0,1,0,0,85.0587997436523,7235,0,0,0,0.951756477355957,1,16743
0,0,1,0,0,0,0,1,0,0,0,1,37.0403709411621,1371.98901367188,0,0,0,0.683966279029846,1,2566
0,0,0,0,0,0,0,1,0,0,1,0,31.0291309356689,962.807189941406,0,0,0,0.108324803411961,1,22012
1,1,1,0,0,0,1,0,0,1,0,0,41.0906600952148,1688.44201660156,0,0,0,0.699904203414917,1,1672
1,1,1,0,0,0,0,1,0,1,0,0,61.0479393005371,3726.85009765625,0,0,0,0.877676427364349,1,10638
0,0,0,0,0,0,0,1,0,0,1,0,33.0694198608398,1093.58703613281,0,0,0,0.254888504743576,1,7543
1,1,1,0,0,0,0,1,0,1,0,0,61.0402488708496,3725.912109375,0,0,0,0.951756477355957,1,6962
0,1,1,0,0,0,0,1,0,1,0,0,48.0395088195801,2307.794921875,0,0,0,0.835838913917542,1,5700
0,0,0,0,0,0,0,1,1,0,0,0,26.100549697876,681.238525390625,0,0,0,0.108324803411961,1,20032
0,0,0,0,0,0,0,1,0,0,1,0,54.0992088317871,2926.72412109375,0,0,0,0.254888504743576,1,7355
1,1,1,1,1,0,0,0,1,0,0,0,76.0094833374023,5777.44091796875,1,0,0,0.951756477355957,1,13319
1,1,1,0,0,0,1,0,0,0,1,0,41.0182685852051,1682.4990234375,0,0,0,0.951756477355957,1,159
0,0,0,1,0,0,1,0,1,0,0,0,43.0806503295898,1855.94201660156,0,0,1,0.683966279029846,1,15871
0,0,1,0,0,0,0,1,0,0,1,0,42.0784492492676,1770.59594726563,0,0,0,0.683966279029846,1,11438
1,1,1,0,0,0,0,1,1,0,0,0,81.0392684936523,6567.36279296875,0,0,0,0.951756477355957,1,10278
0,0,0,0,0,0,0,1,1,0,0,0,67.0786972045898,4499.5517578125,0,0,0,0.461171895265579,1,12418
0,0,0,0,0,0,1,0,0,0,1,0,20.038049697876,401.523284912109,0,0,0,0.108324803411961,1,22273
1,1,1,0,0,0,0,1,0,1,0,0,76.9892196655273,5927.33984375,0,0,0,0.877676427364349,1,17659
1,1,1,0,0,0,0,1,1,0,0,0,44.0292587280273,1938.57604980469,0,0,0,0.951756477355957,1,354
1,1,1,1,1,0,0,0,0,1,0,0,69.0989608764648,4774.6669921875,1,0,0,0.951756477355957,1,16724
0,0,0,0,1,0,0,0,1,0,0,0,67.0185165405273,4491.48095703125,0,0,0,0.254888504743576,1,14106
0,1,1,0,0,0,0,1,1,0,0,0,62.0690498352051,3852.56689453125,0,0,0,0.683966279029846,1,12047
1,1,1,0,0,0,0,1,1,0,0,0,56.0192489624023,3138.15600585938,0,0,0,0.951756477355957,1,4293
1,1,1,1,1,0,0,0,0,1,0,0,72.0097274780273,5185.40087890625,1,0,0,0.951756477355957,1,1564
1,1,1,0,0,0,0,1,0,0,1,0,50.0496406555176,2504.96704101563,0,0,0,0.951756477355957,1,16508
1,1,1,0,0,0,0,1,1,0,0,0,51.0795516967773,2609.12109375,0,0,0,0.877676427364349,1,2195
1,1,1,1,0,0,1,0,0,0,0,1,81.0496368408203,6569.044921875,0,0,1,0.951756477355957,1,1406
0,1,1,0,0,0,0,1,1,0,0,0,50.9982490539551,2600.82202148438,0,0,0,0.683966279029846,1,3904
0,0,0,0,0,0,0,1,1,0,0,0,32.0795516967773,1029.09802246094,0,0,0,0.108324803411961,1,22297
0,0,0,0,0,0,0,1,0,0,1,0,42.0585594177246,1768.92199707031,0,0,0,0.254888504743576,1,8090
1,1,1,1,0,1,0,0,0,0,1,0,65.0395126342773,4230.13818359375,0,1,0,0.951756477355957,1,9633
0,0,0,0,0,0,0,1,1,0,0,0,24.9899501800537,624.497619628906,0,0,0,0.108324803411961,1,21560
0,1,0,0,0,0,0,1,1,0,0,0,56.0684394836426,3143.669921875,0,0,0,0.254888504743576,1,5003
1,1,1,0,0,0,0,1,1,0,0,0,76.0501327514648,5783.623046875,0,0,0,0.951756477355957,1,8202
0,1,1,0,0,0,0,1,1,0,0,0,74.0890731811523,5489.19091796875,0,0,0,0.835838913917542,1,16709
0,0,0,0,0,0,0,1,0,1,0,0,80.0996932983398,6415.9609375,0,0,0,0.108324803411961,1,2440
0,0,0,0,1,0,0,0,0,1,0,0,35.0481796264648,1228.375,0,0,0,0.254888504743576,1,6615
0,1,1,0,0,0,0,1,1,0,0,0,61.0402488708496,3725.912109375,0,0,0,0.254888504743576,1,14166
1,1,1,0,0,0,0,1,1,0,0,0,62.0890693664551,3855.05297851563,0,0,0,0.951756477355957,1,2503
1,1,1,1,0,0,1,0,0,1,0,0,58.0796699523926,3373.2490234375,0,0,1,0.699904203414917,1,1853
0,0,0,0,0,0,0,1,0,1,0,0,32.0791893005371,1029.07397460938,0,0,0,0.108324803411961,1,21318
0,1,0,1,0,1,0,0,1,0,0,0,41.0286483764648,1683.34997558594,0,1,0,0.683966279029846,1,20039
0,1,1,0,0,0,0,1,0,0,1,0,54.0883407592773,2925.54907226563,0,0,0,0.835838913917542,1,9301
0,0,0,0,0,0,0,1,0,1,0,0,57.9987411499023,3363.85400390625,0,0,0,0.254888504743576,1,107
0,1,1,0,0,0,0,1,0,1,0,0,42.0486717224121,1768.08996582031,0,0,0,0.835838913917542,1,19723
0,0,0,0,0,0,1,0,0,1,0,0,55.0607490539551,3031.68701171875,0,0,0,0.254888504743576,1,233
0,0,0,0,0,0,0,1,0,0,1,0,62.0103416442871,3845.28198242188,0,0,0,0.254888504743576,1,3117
0,1,0,0,0,0,1,0,1,0,0,0,30.0707607269287,904.250671386719,0,0,0,0.108324803411961,1,11795
0,1,1,0,0,0,0,1,1,0,0,0,74.9888534545898,5623.328125,0,0,0,0.436241388320923,1,967
1,1,1,0,0,0,0,1,0,1,0,0,47.0890693664551,2217.38110351563,0,0,0,0.951756477355957,1,13074
1,1,1,0,0,0,0,1,1,0,0,0,67.0296173095703,4492.97119140625,0,0,0,0.951756477355957,1,19082
0,0,0,0,0,0,0,1,1,0,0,0,25.9898300170898,675.47119140625,0,0,0,0.108324803411961,1,24709
1,1,1,0,0,0,0,1,0,0,1,0,40.0479393005371,1603.83703613281,0,0,0,0.951756477355957,1,8497
1,0,1,0,0,0,1,0,0,0,1,0,63.0000801086426,3969.01000976563,0,0,0,0.877676427364349,1,16690
0,1,1,0,0,0,0,1,0,1,0,0,53.0076484680176,2809.81103515625,0,0,0,0.683966279029846,1,8001
0,0,0,0,0,0,1,0,0,0,1,0,87.0485534667969,7577.44921875,0,0,0,0.254888504743576,1,2990
0,0,0,0,0,0,0,1,0,1,0,0,71.9901962280273,5182.587890625,0,0,0,0.254888504743576,1,19706
0,0,1,0,0,0,0,1,0,0,1,0,45.0104598999023,2025.94201660156,0,0,0,0.108324803411961,1,22373
0,1,0,0,0,0,0,1,1,0,0,0,38.0690498352051,1449.25305175781,0,0,0,0.436241388320923,1,16201
0,0,0,0,0,0,0,1,0,0,1,0,61.9886093139648,3842.587890625,0,0,0,0.254888504743576,1,20085
1,1,1,0,0,0,0,1,1,0,0,0,51.9993515014648,2703.93310546875,0,0,0,0.951756477355957,1,5404
1,1,1,1,0,0,1,0,0,1,0,0,65.9993515014648,4355.9150390625,0,0,1,0.951756477355957,1,13676
0,0,1,0,0,0,0,1,0,0,0,0,18.0702705383301,326.534790039063,0,0,0,0.108324803411961,1,23421
1,1,1,0,0,0,0,1,1,0,0,0,57.0385398864746,3253.39501953125,0,0,0,0.721448123455048,1,2024
0,1,1,0,0,0,0,1,1,0,0,0,88.0376815795898,7750.6328125,0,0,0,0.835838913917542,1,2244
0,1,1,1,0,1,0,0,0,1,0,0,46.9978904724121,2208.80102539063,0,1,0,0.835838913917542,1,19021
0,1,1,0,0,0,0,1,0,1,0,0,53.0089988708496,2809.9541015625,0,0,0,0.108324803411961,1,7194
1,1,0,0,0,0,0,1,0,1,0,0,84.0292587280273,7060.9169921875,0,0,0,0.877676427364349,1,16662
1,1,1,0,0,0,0,1,0,0,0,1,47.9980087280273,2303.80908203125,0,0,0,0.877676427364349,1,16488
0,0,1,0,0,0,0,1,0,1,0,0,63.0291404724121,3972.67211914063,0,0,0,0.108324803411961,1,22361
1,1,1,0,1,0,0,0,0,1,0,0,43.0003318786621,1849.02795410156,0,0,0,0.877676427364349,1,1167
1,1,1,0,0,0,0,1,0,1,0,0,51.0192489624023,2602.96411132813,0,0,0,0.951756477355957,1,19647
0,0,1,1,0,1,0,0,0,0,1,0,60.9997215270996,3720.96606445313,0,1,0,0.436241388320923,1,13637
1,1,1,1,0,0,1,0,0,1,0,0,39.0906600952148,1528.07995605469,0,0,1,0.951756477355957,1,18104
0,0,1,0,0,0,0,1,0,1,0,0,54.0181503295898,2917.9599609375,0,0,0,0.683966279029846,1,16245
0,0,0,0,0,0,0,1,0,0,1,0,20.0490303039551,401.963714599609,0,0,0,0.108324803411961,1,21849
0,0,1,0,0,0,0,1,0,0,1,0,46.9877510070801,2207.84912109375,0,0,0,0.254888504743576,1,5472
0,0,0,1,1,0,0,0,0,1,0,0,58.9893417358398,3479.74194335938,1,0,0,0.108324803411961,1,16882
1,0,0,0,0,0,0,1,0,1,0,0,66.0697937011719,4365.216796875,0,0,0,0.877676427364349,1,16668
1,1,1,0,0,0,0,1,0,0,1,0,62.0788192749023,3853.78002929688,0,0,0,0.951756477355957,1,14062
0,1,0,1,0,0,1,0,0,0,1,0,50.9888496398926,2599.86303710938,0,0,1,0.254888504743576,1,19755
1,1,1,0,0,1,0,0,1,0,0,0,40.0680809020996,1605.45104980469,0,0,0,0.721448123455048,1,14478
0,1,1,0,0,0,0,1,1,0,0,0,69.0579528808594,4769,0,0,0,0.683966279029846,1,13784
1,1,0,0,0,0,0,1,0,1,0,0,43.0104598999023,1849.90002441406,0,0,0,0.877676427364349,1,9496
0,0,1,0,0,0,0,1,1,0,0,0,64.0188827514648,4098.4169921875,0,0,0,0.461171895265579,1,21240
1,1,1,0,0,0,0,1,0,1,0,0,41.0392684936523,1684.22204589844,0,0,0,0.951756477355957,1,15955
0,0,0,0,0,0,0,1,0,0,1,0,67.0299911499023,4493.02001953125,0,0,0,0.108324803411961,1,2616
1,1,0,0,0,0,0,1,1,0,0,0,48.0105781555176,2305.01611328125,0,0,0,0.510150074958801,1,10289
1,1,1,0,0,0,0,1,1,0,0,0,84.9882431030273,7223.0009765625,0,0,0,0.951756477355957,1,1601
0,0,1,0,0,0,0,1,0,0,1,0,30.0584297180176,903.50927734375,0,0,0,0.254888504743576,1,2699
