state,year,tot_acc_all,DUI_1620,tot_acc_nt,tot_acc_dt,tot_acc_we,tot_acc_wd,nonDUI_1620,ur1620_r,mw2,mwdef,bac,pc_perinc,lpc_perinc,beertax,realbeertax,cpi,cpi2006,pop,pop1620,lpop
9.0,2011.0,23,7.7,14,9,11,12,15.3,19.658926,8.25,7.3402753,1,59884,11.000165,0.24,0.21353528,221.575,197.142,3588948.0,258736.0,15.0933695
9.0,2012.0,27,6.2,14,13,15,12,20.8,21.993137,8.25,7.1892705,1,62738,11.046722,0.24,0.20914242,226.229,197.142,3591765.0,260415.0,15.094154
9.0,2013.0,33,13.2,20,13,18,15,19.8,23.330784,8.25,7.0922427,1,62112,11.036695,0.24,0.20631978,229.324,197.142,3596080.0,260676.0,15.095355
10.0,1991.0,17,4.1,12,5,10,7,12.9,15.609709,4.14,6.0794625,0,22308,10.012701,0.156,0.2290812,134.25,197.142,683080.0,47335.0,13.434367
10.0,1992.0,22,3.35,9,13,11,11,18.65,7.7747836,4.25,6.0644436,0,22920,10.039765,0.156,0.22260076,138.15834,197.142,694925.0,44889.0,13.451559
10.0,1993.0,22,2.5333333,13,9,11,11,19.466667,7.6555967,4.25,5.897954,0,23426,10.061602,0.156,0.2164896,142.05833,197.142,706378.0,44468.0,13.467906
10.0,1994.0,22,6.6,15,7,11,11,15.4,9.861521,4.25,5.752842,0,23973,10.084683,0.156,0.21116315,145.64166,197.142,717545.0,45620.0,13.483591
10.0,1995.0,18,2.1,11,7,7,11,15.9,14.60002,4.25,5.5947037,0,24972,10.12551,0.156,0.20535854,149.75833,197.142,729734.0,47552.0,13.500436
10.0,1996.0,23,6.0,16,7,7,16,17.0,15.717217,4.58,5.8576655,0,26310,10.177705,0.156,0.19951876,154.14166,197.142,740977.0,49658.0,13.515725
10.0,1997.0,23,4.1,10,13,10,13,18.9,11.263434,5.05,6.318721,0,27097,10.207178,0.156,0.19519216,157.55833,197.142,751487.0,51672.0,13.529809
10.0,1998.0,24,2.4,9,15,7,17,21.6,12.54668,5.15,6.359087,0,28948,10.273256,0.156,0.19262478,159.65834,197.142,763335.0,53586.0,13.545452
10.0,1999.0,16,2.2,11,5,10,6,13.8,11.865573,5.48,6.618367,0,30012,10.309353,0.156,0.18840607,163.23334,197.142,774990.0,55528.0,13.560605
10.0,2000.0,28,7.5,18,10,14,14,20.5,15.443349,5.77,6.7351418,0,32109,10.376892,0.156,0.18209396,168.89166,197.142,786373.0,56897.0,13.575187
10.0,2001.0,19,4.4,11,8,11,8,14.6,10.748381,6.15,6.9873595,0,33994,10.433939,0.156,0.17724034,173.51666,197.142,795699.0,57330.0,13.586976
10.0,2002.0,24,5.3,11,13,11,13,18.7,12.023812,6.15,6.893665,0,34875,10.459525,0.156,0.1748637,175.875,197.142,806169.0,57785.0,13.600049
10.0,2003.0,36,6.9,20,16,13,23,29.1,12.125918,6.15,6.742865,0,35438,10.47554,0.16,0.17542413,179.80833,197.142,818003.0,59004.0,13.614621
10.0,2004.0,31,6.5,16,15,14,17,24.5,13.642158,6.15,6.5719934,1,37263,10.525756,0.16,0.1709787,184.48334,197.142,830803.0,59897.0,13.630148
10.0,2005.0,29,4.6,11,18,14,15,24.4,11.468179,6.15,6.3485966,1,38571,10.560256,0.16,0.16516674,190.975,197.142,845150.0,61559.0,13.647269
10.0,2006.0,21,3.1,10,11,10,11,17.9,9.055367,6.15,6.1500106,1,40735,10.614843,0.16,0.16000028,197.14166,197.142,859268.0,63076.0,13.6638365
10.0,2007.0,18,6.9,10,8,8,10,11.1,10.2715645,6.65,6.4655156,1,41372,10.63036,0.16,0.15556128,202.76717,197.142,871749.0,64580.0,13.678257
10.0,2008.0,15,2.35,9,6,8,7,12.65,12.8858385,7.15,6.67874,1,42319,10.652991,0.16,0.14945433,211.05258,197.142,883874.0,65945.0,13.69207
10.0,2009.0,22,4.35,13,9,9,13,17.65,22.072868,7.2,6.771095,1,41633,10.636648,0.16,0.15046878,209.62967,197.142,891730.0,66654.0,13.700919
10.0,2010.0,14,3.9,6,8,5,9,10.1,22.199163,7.25,6.6799116,1,41783,10.6402445,0.16,0.14741874,213.96683,197.142,899711.0,66332.0,13.709829
10.0,2011.0,12,5.65,7,5,2,10,6.35,17.677128,7.25,6.450545,1,43555,10.68178,0.16,0.14235686,221.575,197.142,907985.0,64624.0,13.718983
10.0,2012.0,15,1.1,8,7,5,10,13.9,16.190865,7.25,6.317844,1,44747,10.708779,0.16,0.13942827,226.229,197.142,917053.0,63292.0,13.728921
10.0,2013.0,12,1.6,5,7,3,9,10.4,14.412176,7.25,6.232577,1,44819,10.710387,0.16,0.13754652,229.324,197.142,925749.0,61182.0,13.7383585
11.0,1991.0,7,2.1,5,2,2,5,4.9,11.550966,4.51,6.6227965,0,27081,10.206588,0.09,0.13216223,134.25,197.142,600870.0,42463.0,13.306134
11.0,1992.0,7,2.9,6,1,5,2,4.1,16.545792,4.55,6.4925222,0,28764,10.26688,0.09,0.12842351,138.15834,197.142,597565.0,36698.0,13.300618
11.0,1993.0,3,0.3,1,2,1,2,2.7,29.608095,4.55,6.31428,0,30086,10.311815,0.09,0.124897845,142.05833,197.142,595301.0,33414.0,13.296823
11.0,1994.0,12,4.2,10,2,3,9,7.8,23.753332,5.25,7.106452,0,31091,10.344674,0.09,0.12182489,145.64166,197.142,589239.0,32801.0,13.286587
11.0,1995.0,3,1.4,2,1,2,1,1.6,27.192842,5.25,6.9111047,0,31755,10.365806,0.09,0.11847608,149.75833,197.142,580517.0,33432.0,13.271674
11.0,1996.0,9,2.2,6,3,1,8,6.8,27.137205,5.25,6.7145734,0,33536,10.420375,0.09,0.11510697,154.14166,197.142,572377.0,34767.0,13.257553
11.0,1997.0,9,4.1,6,3,3,6,4.9,35.620037,5.75,7.194583,0,35596,10.479988,0.09,0.11261086,157.55833,197.142,567736.0,36703.0,13.249412
11.0,1998.0,10,5.1,8,2,5,5,4.9,36.208652,6.15,7.5938616,0,37988,10.545026,0.09,0.11112968,159.65834,197.142,565230.0,38826.0,13.244988
11.0,1999.0,5,2.2,4,1,0,5,2.8,20.863253,6.15,7.427547,0,39412,10.581825,0.09,0.10869581,163.23334,197.142,570213.0,41511.0,13.253765
11.0,2000.0,7,1.8,6,1,4,3,5.2,26.945955,6.15,7.1787043,1,43223,10.674128,0.09,0.10505421,168.89166,197.142,572046.0,43381.0,13.256974
11.0,2001.0,6,1.8,6,0,4,2,4.2,18.337051,6.15,6.9873595,1,45093,10.716482,0.09,0.10225404,173.51666,197.142,574504.0,42282.0,13.261262
11.0,2002.0,6,0.9,5,1,2,4,5.1,20.270517,6.15,6.893665,1,46121,10.739023,0.09,0.100882895,175.875,197.142,573158.0,42144.0,13.258917
11.0,2003.0,10,2.1,8,2,6,4,7.9,30.96031,6.15,6.742865,1,47830,10.775409,0.09,0.09867607,179.80833,197.142,568502.0,42523.0,13.25076
11.0,2004.0,11,1.3,6,5,9,2,9.7,22.023924,6.15,6.5719934,1,50945,10.838502,0.09,0.096175514,184.48334,197.142,567754.0,42404.0,13.249443
11.0,2005.0,7,1.9,5,2,5,2,5.1,34.52073,6.6,6.813128,1,53902,10.894923,0.09,0.092906296,190.975,197.142,567136.0,42623.0,13.248354
11.0,2006.0,4,1.0,1,3,1,3,3.0,26.938211,7.0,7.000012,1,57730,10.963532,0.09,0.09000015,197.14166,197.142,570681.0,44014.0,13.254585
11.0,2007.0,6,1.6,4,2,5,1,4.4,22.705845,7.0,6.805806,1,61107,11.020382,0.09,0.08750322,202.76717,197.142,574404.0,45038.0,13.261088
11.0,2008.0,0,0.0,0,0,0,0,0.0,32.60525,7.27,6.7908306,1,66220,11.100738,0.09,0.08406805,211.05258,197.142,580236.0,45541.0,13.271191
11.0,2009.0,2,1.0,1,1,1,1,1.0,49.013336,8.07,7.5892687,1,62823,11.048077,0.09,0.084638685,209.62967,197.142,592228.0,46693.0,13.291647
11.0,2010.0,0,0.0,0,0,0,0,0.0,39.870678,8.25,7.601279,1,63741,11.062583,0.09,0.08292304,213.96683,197.142,605125.0,46832.0,13.31319
11.0,2011.0,3,1.0,3,0,0,3,2.0,40.489876,8.25,7.3402753,1,67359,11.117792,0.09,0.08007573,221.575,197.142,619624.0,45793.0,13.336868
11.0,2012.0,0,0.0,0,0,0,0,0.0,28.343613,8.25,7.1892705,1,68973,11.14147,0.09,0.0784284,226.229,197.142,633427.0,45243.0,13.3589
11.0,2013.0,1,0.1,1,0,0,1,0.9,20.64199,8.25,7.0922427,1,68606,11.136135,0.09,0.07736992,229.324,197.142,646449.0,44400.0,13.37925
12.0,1991.0,443,110.9,268,175,218,225,332.1,19.621653,4.14,6.0794625,0,20217,9.914279,0.48,0.7048652,134.25,197.142,13369798.0,824824.0,16.408508
12.0,1992.0,382,81.05,231,149,169,211,300.95,22.218674,4.25,6.0644436,0,20986,9.951611,0.48,0.68492544,138.15834,197.142,13650553.0,811594.0,16.42929
12.0,1993.0,402,83.4,244,156,196,204,318.6,17.608486,4.25,5.897954,0,21847,9.991818,0.48,0.66612184,142.05833,197.142,13927185.0,813138.0,16.449354
12.0,1994.0,459,90.75,259,199,198,260,368.25,18.504879,4.25,5.752842,1,22504,10.021448,0.48,0.64973277,145.64166,197.142,14239444.0,826395.0,16.471527
12.0,1995.0,453,83.2,277,176,203,250,369.8,17.50626,4.25,5.5947037,1,23686,10.072639,0.48,0.6318724,149.75833,197.142,14537875.0,848398.0,16.492268
12.0,1996.0,441,79.683334,248,191,196,243,361.31665,14.465284,4.38,5.601873,1,24667,10.113221,0.48,0.6139038,154.14166,197.142,14853360.0,877230.0,16.513737
12.0,1997.0,465,66.4,279,184,215,248,398.6,11.515083,4.88,6.1060114,1,25551,10.148432,0.48,0.60059124,157.55833,197.142,15186304.0,914213.0,16.535904
12.0,1998.0,449,86.433334,260,186,188,258,362.56665,11.848172,5.15,6.359087,1,27048,10.205368,0.48,0.5926916,159.65834,197.142,15486559.0,949088.0,16.555483
12.0,1999.0,494,88.9,277,215,228,264,405.1,12.022224,5.15,6.2198157,1,27900,10.236382,0.48,0.57971096,163.23334,197.142,15759421.0,982739.0,16.572948
12.0,2000.0,510,95.45,273,237,251,259,414.55,10.153118,5.15,6.0114355,1,29597,10.295428,0.48,0.5602891,168.89166,197.142,16047515.0,1011307.0,16.591064
12.0,2001.0,503,96.3,279,224,234,269,406.7,12.184255,5.15,5.8512034,1,30574,10.327906,0.48,0.5453549,173.51666,197.142,16356966.0,1038160.0,16.610165
12.0,2002.0,468,100.716675,286,178,208,256,367.28333,12.300077,5.15,5.7727437,1,31032,10.342774,0.48,0.5380421,175.875,197.142,16689370.0,1061000.0,16.630283
12.0,2003.0,540,103.38334,296,242,233,305,436.61667,12.350131,5.15,5.6464643,1,31927,10.371207,0.48,0.52627236,179.80833,197.142,17004085.0,1085301.0,16.648964
12.0,2004.0,532,110.05,312,218,245,285,421.95,14.28292,5.15,5.503377,1,34042,10.43535,0.48,0.51293606,184.48334,197.142,17415318.0,1121811.0,16.672861
12.0,2005.0,577,127.35,334,242,246,330,449.65,10.266921,5.82,6.0079403,1,36294,10.499408,0.48,0.49550024,190.975,197.142,17842038.0,1161889.0,16.697067
12.0,2006.0,554,116.38332,346,202,262,286,437.61667,9.436364,6.4,6.400011,1,38812,10.566484,0.48,0.48000082,197.14166,197.142,18166990.0,1204443.0,16.715117
12.0,2007.0,543,100.71666,339,196,262,273,442.28333,12.169409,6.67,6.484961,1,39945,10.595259,0.48,0.46668383,202.76717,197.142,18367842.0,1231099.0,16.726112
12.0,2008.0,461,90.166664,292,164,213,243,370.83334,14.590035,6.79,6.342468,1,40018,10.597085,0.48,0.44836295,211.05258,197.142,18527305.0,1246324.0,16.734756
12.0,2009.0,340,66.916664,210,129,157,182,273.08334,19.072824,7.23,6.799308,1,37479,10.531536,0.48,0.45140633,209.62967,197.142,18652644.0,1251744.0,16.741499
12.0,2010.0,305,52.85,182,122,134,170,252.15,28.721354,7.25,6.6799116,1,38718,10.56406,0.48,0.4422562,213.96683,197.142,18846054.0,1248434.0,16.751814
12.0,2011.0,283,75.4,168,115,140,143,207.6,24.26943,7.28,6.477237,1,40538,10.609995,0.48,0.42707056,221.575,197.142,19083482.0,1226806.0,16.764334
12.0,2012.0,282,47.0,172,110,141,141,235.0,21.669466,7.67,6.683843,1,41249,10.627382,0.48,0.41828483,226.229,197.142,19320749.0,1195568.0,16.77669
12.0,2013.0,244,40.1,145,98,107,136,203.9,16.207464,7.79,6.6967964,1,41309,10.628836,0.48,0.41263956,229.324,197.142,19552860.0,1179122.0,16.788631
13.0,1991.0,271,74.4,164,107,121,150,196.6,14.587261,4.14,6.0794625,0,18205,9.809451,0.48,0.7048652,134.25,197.142,6653005.0,508305.0,15.710579
13.0,1992.0,253,45.0,126,124,106,144,208.0,19.842655,4.25,6.0644436,0,19262,9.86589,0.48,0.68492544,138.15834,197.142,6817203.0,497817.0,15.73496
13.0,1993.0,255,45.15,128,127,115,140,209.85,14.04898,4.25,5.897954,0,19986,9.902787,0.48,0.66612184,142.05833,197.142,6978240.0,498136.0,15.758307
13.0,1994.0,249,42.25,133,116,111,138,206.75,16.76089,4.25,5.752842,0,21001,9.952325,0.48,0.64973277,145.64166,197.142,7157165.0,507499.0,15.783625
13.0,1995.0,286,43.35,142,143,121,164,242.65,16.913908,4.25,5.5947037,0,22136,10.00496,0.48,0.6318724,149.75833,197.142,7328413.0,521048.0,15.807269
13.0,1996.0,314,50.15,167,146,141,172,263.85,14.534224,4.38,5.601873,0,23368,10.059123,0.48,0.6139038,154.14166,197.142,7501069.0,539727.0,15.830556
13.0,1997.0,269,47.85,127,141,115,153,221.15,18.880127,4.88,6.1060114,0,24289,10.097779,0.48,0.60059124,157.55833,197.142,7685099.0,562376.0,15.854794
13.0,1998.0,262,42.9,130,132,109,153,219.1,15.66884,5.15,6.359087,0,26033,10.16712,0.48,0.5926916,159.65834,197.142,7863536.0,580346.0,15.877747
13.0,1999.0,291,40.35,127,162,114,175,250.65,15.0914345,5.15,6.2198157,0,27119,10.20799,0.48,0.57971096,163.23334,197.142,8045965.0,595888.0,15.9006815
13.0,2000.0,261,49.01667,144,116,113,147,211.98334,8.577585,5.15,6.0114355,0,28693,10.264408,0.48,0.5602891,168.89166,197.142,8227303.0,608001.0,15.922969
13.0,2001.0,298,40.033333,140,153,99,194,257.96667,10.747596,5.15,5.8512034,1,29594,10.295327,0.48,0.5453549,173.51666,197.142,8377038.0,612380.0,15.941005
13.0,2002.0,258,40.7,132,126,110,148,217.3,11.289353,5.15,5.7727437,1,29868,10.304543,0.48,0.5380421,175.875,197.142,8508256.0,614206.0,15.956548
13.0,2003.0,270,36.5,124,145,95,174,233.5,14.096064,5.15,5.6464643,1,30473,10.324596,0.48,0.52627236,179.80833,197.142,8622793.0,618085.0,15.969919
13.0,2004.0,282,40.8,142,139,115,166,241.2,14.226633,5.15,5.503377,1,31527,10.3586,0.48,0.51293606,184.48334,197.142,8769252.0,632166.0,15.986762
13.0,2005.0,288,39.75,139,148,105,182,248.25,17.22471,5.15,5.3163047,1,32997,10.404172,0.48,0.49550024,190.975,197.142,8925922.0,646945.0,16.00447
13.0,2006.0,270,45.65,138,132,119,151,224.35,12.728503,5.15,5.1500087,1,34420,10.446393,0.48,0.48000082,197.14166,197.142,9155813.0,668606.0,16.0299
13.0,2007.0,263,47.716667,130,131,122,139,215.28333,15.7190695,5.5,5.347419,1,35606,10.480269,0.48,0.46668383,202.76717,197.142,9349988.0,687874.0,16.050886
13.0,2008.0,204,35.6,100,103,93,110,168.4,24.380634,6.2,5.7913547,1,35895,10.488354,0.48,0.44836295,211.05258,197.142,9504843.0,701552.0,16.067312
13.0,2009.0,139,23.0,72,66,60,78,116.0,27.398788,6.9,6.488966,1,34396,10.445696,1.01,0.94983417,209.62967,197.142,9620846.0,713330.0,16.079443
13.0,2010.0,168,15.95,75,92,74,93,152.05,24.918476,7.25,6.6799116,1,34487,10.448338,1.01,0.9305808,213.96683,197.142,9713248.0,718314.0,16.089
13.0,2011.0,148,27.7,94,54,78,70,120.3,23.863373,7.25,6.450545,1,36588,10.507476,1.01,0.89862764,221.575,197.142,9810181.0,715177.0,16.09893
13.0,2012.0,149,28.1,79,70,73,76,120.9,28.271679,7.25,6.317844,1,37254,10.525515,1.01,0.88014096,226.229,197.142,9915646.0,711386.0,16.109625
13.0,2013.0,146,17.383333,73,73,65,81,128.61667,26.150114,7.25,6.232577,1,37596,10.534653,1.01,0.8682624,229.324,197.142,9992167.0,700475.0,16.117311
15.0,1991.0,21,7.9,13,8,11,10,13.1,8.2669935,4.15,6.0941477,0,23194,10.051649,0.86,1.2628835,134.25,197.142,1136754.0,76136.0,13.943687
15.0,1992.0,20,6.7,14,6,12,8,13.3,16.04028,4.63,6.6066766,0,24533,10.107775,0.86,1.2271581,138.15834,197.142,1158613.0,76804.0,13.962734
15.0,1993.0,14,7.15,10,4,4,10,6.85,15.133907,5.25,7.2857075,0,25129,10.131778,0.86,1.1934683,142.05833,197.142,1172838.0,78368.0,13.974937
15.0,1994.0,18,5.2,6,12,8,10,12.8,16.51814,5.25,7.106452,0,25365,10.141126,0.86,1.1641046,145.64166,197.142,1187536.0,78782.0,13.987391
15.0,1995.0,17,6.1,11,6,10,7,10.9,11.663143,5.25,6.9111047,1,25715,10.15483,0.86,1.1321048,149.75833,197.142,1196854.0,79285.0,13.995207
15.0,1996.0,28,4.1,17,11,12,16,23.9,13.693309,5.25,6.7145734,1,25575,10.14937,0.86,1.0999111,154.14166,197.142,1203755.0,79964.0,14.000957
15.0,1997.0,20,5.2,12,6,7,11,14.8,22.78198,5.25,6.568967,1,26239,10.175002,0.92,1.1511333,157.55833,197.142,1211640.0,81273.0,14.007485
15.0,1998.0,24,11.0,17,7,10,14,13.0,18.254713,5.25,6.4825644,1,26560,10.187161,0.93,1.14834,159.65834,197.142,1215233.0,81807.0,14.010447
15.0,1999.0,13,2.15,6,7,3,10,10.85,23.819752,5.25,6.340589,1,27475,10.221032,0.93,1.12319,163.23334,197.142,1210300.0,82053.0,14.006379
15.0,2000.0,24,5.35,9,15,11,13,18.65,15.607241,5.25,6.128162,1,28931,10.272669,0.93,1.0855602,168.89166,197.142,1213519.0,82336.0,14.009035
15.0,2001.0,22,7.0,15,7,10,12,15.0,17.307114,5.25,5.964819,1,29648,10.29715,0.93,1.0566251,173.51666,197.142,1225948.0,83334.0,14.019225
15.0,2002.0,15,6.7,13,2,10,5,8.3,13.704327,5.75,6.4452963,1,30693,10.33179,0.93,1.0424566,175.875,197.142,1239613.0,83514.0,14.03031
15.0,2003.0,25,13.5,21,4,14,11,11.5,13.897581,6.25,6.8525047,1,31850,10.368793,0.93,1.0196527,179.80833,197.142,1251154.0,84100.0,14.039577
15.0,2004.0,29,10.4,17,12,13,16,18.6,12.344526,6.25,6.678855,1,33830,10.429103,0.93,0.99381363,184.48334,197.142,1273569.0,85131.0,14.057334
15.0,2005.0,18,3.1,10,8,7,11,14.9,11.182656,6.25,6.451826,1,35669,10.482038,0.93,0.9600317,190.975,197.142,1292729.0,84352.0,14.072266
15.0,2006.0,18,8.9,16,2,11,7,9.1,8.793512,6.75,6.7500114,1,37883,10.542257,0.93,0.93000156,197.14166,197.142,1309731.0,86617.0,14.085332
15.0,2007.0,18,5.0,11,7,6,12,13.0,9.890275,7.25,7.0488706,1,40024,10.597235,0.93,0.90419996,202.76717,197.142,1315675.0,86994.0,14.08986
15.0,2008.0,18,3.1,10,8,7,11,14.9,15.534624,7.25,6.7721486,1,41643,10.6368885,0.93,0.86870325,211.05258,197.142,1332213.0,87256.0,14.102352
15.0,2009.0,15,10.3,9,6,9,6,4.7,18.746576,7.25,6.818116,1,41093,10.623593,0.93,0.87459975,209.62967,197.142,1346717.0,87251.0,14.11318
15.0,2010.0,13,5.0,11,2,6,7,8.0,22.294415,7.25,6.6799116,1,41594,10.635712,0.93,0.8568714,213.96683,197.142,1363731.0,87813.0,14.125735
15.0,2011.0,11,6.0,10,1,6,5,5.0,15.243814,7.25,6.450545,1,42938,10.667513,0.93,0.8274492,221.575,197.142,1376897.0,86532.0,14.135343
15.0,2012.0,10,7.1,6,4,5,5,2.9,21.055363,7.25,6.317844,1,44504,10.703335,0.93,0.81042683,226.229,197.142,1390090.0,84254.0,14.144879
15.0,2013.0,9,4.3,7,2,7,2,4.7,15.128538,7.25,6.232577,1,44314,10.699056,0.93,0.79948914,229.324,197.142,1404054.0,82558.0,14.154874
16.0,1991.0,49,11.65,22,27,19,30,37.35,17.095026,4.14,6.0794625,0,16311,9.699595,0.15,0.2202704,134.25,197.142,1041316.0,83056.0,13.855996
16.0,1992.0,47,12.2,21,26,21,26,34.8,16.888754,4.25,6.0644436,0,17429,9.765891,0.15,0.21403919,138.15834,197.142,1071685.0,85527.0,13.884743
16.0,1993.0,39,7.5,20,19,18,21,31.5,13.863735,4.25,5.897954,0,18477,9.824282,0.15,0.20816308,142.05833,197.142,1108768.0,90170.0,13.91876
16.0,1994.0,47,9.4,22,22,15,29,37.6,16.50649,4.25,5.752842,0,19141,9.859588,0.15,0.2030415,145.64166,197.142,1145140.0,95144.0,13.951037
16.0,1995.0,66,12.3,29,35,21,43,53.7,14.670685,4.25,5.5947037,0,20008,9.903888,0.15,0.19746013,149.75833,197.142,1177322.0,100114.0,13.978753
16.0,1996.0,51,9.3,23,28,17,34,41.7,12.932168,4.38,5.601873,0,20827,9.944006,0.15,0.19184496,154.14166,197.142,1203083.0,103830.0,14.000398
16.0,1997.0,53,14.1,27,26,20,33,38.9,12.952084,4.88,6.1060114,1,21300,9.966462,0.15,0.18768477,157.55833,197.142,1228520.0,106836.0,14.02132
16.0,1998.0,55,7.65,27,28,23,32,47.35,12.782272,5.15,6.359087,1,22684,10.029415,0.15,0.18521613,159.65834,197.142,1252330.0,108443.0,14.040516
16.0,1999.0,68,14.65,38,30,27,41,53.35,16.24096,5.15,6.2198157,1,23726,10.0743265,0.15,0.18115969,163.23334,197.142,1275674.0,109344.0,14.058985
16.0,2000.0,54,12.7,23,30,25,28,41.3,12.100595,5.15,6.0114355,1,25258,10.136898,0.15,0.17509034,168.89166,197.142,1299430.0,109625.0,14.077436
16.0,2001.0,55,11.6,24,31,25,30,43.4,10.941722,5.15,5.8512034,1,26075,10.168733,0.15,0.1704234,173.51666,197.142,1319962.0,110971.0,14.093114
16.0,2002.0,46,6.35,25,21,19,27,39.65,10.734906,5.15,5.7727437,1,26425,10.182066,0.15,0.16813816,175.875,197.142,1340372.0,110885.0,14.108458
16.0,2003.0,43,11.3,23,19,17,25,31.7,12.080024,5.15,5.6464643,1,27031,10.20474,0.15,0.16446012,179.80833,197.142,1363380.0,110186.0,14.125478
16.0,2004.0,45,9.2,23,22,15,30,35.8,12.342327,5.15,5.503377,1,28813,10.268582,0.15,0.16029252,184.48334,197.142,1391802.0,110003.0,14.14611
16.0,2005.0,41,9.4,18,23,15,26,31.6,10.085157,5.15,5.3163047,1,29815,10.302767,0.15,0.15484382,190.975,197.142,1428241.0,110831.0,14.171954
16.0,2006.0,46,11.2,20,26,15,31,34.8,10.693824,5.15,5.1500087,1,31945,10.371771,0.15,0.15000026,197.14166,197.142,1468669.0,112070.0,14.199867
16.0,2007.0,34,9.55,19,15,18,16,24.45,10.478137,5.5,5.347419,1,32952,10.402807,0.15,0.1458387,202.76717,197.142,1505105.0,113665.0,14.224373
16.0,2008.0,39,13.2,18,20,15,23,25.8,17.065077,6.2,5.7913547,1,32854,10.399829,0.15,0.14011343,211.05258,197.142,1534320.0,114837.0,14.243598
16.0,2009.0,35,8.4,16,19,12,23,26.6,20.917398,6.9,6.488966,1,31392,10.354308,0.15,0.14106448,209.62967,197.142,1554439.0,115093.0,14.256625
16.0,2010.0,27,6.8,18,9,14,13,20.2,21.049555,7.25,6.6799116,1,32050,10.375052,0.15,0.13820507,213.96683,197.142,1570718.0,114464.0,14.267043
16.0,2011.0,32,8.65,13,17,12,18,23.35,26.227856,7.25,6.450545,1,33544,10.420613,0.15,0.13345955,221.575,197.142,1583930.0,112975.0,14.275419
16.0,2012.0,16,3.2,6,10,8,8,12.8,22.966507,7.25,6.317844,1,34846,10.4586935,0.15,0.13071401,226.229,197.142,1595590.0,111760.0,14.282754
16.0,2013.0,30,5.5,10,20,12,18,24.5,14.862996,7.25,6.232577,1,35641,10.481252,0.15,0.12894987,229.324,197.142,1612136.0,111326.0,14.293071
17.0,1991.0,271,86.3,150,119,108,161,184.7,18.340706,4.14,6.0794625,0,21262,9.964677,0.07,0.10279285,134.25,197.142,11568964.0,825018.0,16.263836
17.0,1992.0,257,69.05,148,109,124,133,187.95,19.905859,4.25,6.0644436,0,22792,10.034164,0.07,0.09988496,138.15834,197.142,11694184.0,803594.0,16.274603
17.0,1993.0,240,63.35,139,100,115,124,176.65,18.546534,4.25,5.897954,0,23351,10.058395,0.07,0.09714277,142.05833,197.142,11809579.0,800319.0,16.284422
17.0,1994.0,294,72.9,174,120,148,146,221.1,12.354556,4.25,5.752842,0,24385,10.101724,0.07,0.09475269,145.64166,197.142,11912585.0,805658.0,16.293106
17.0,1995.0,312,72.45,180,125,143,162,239.55,13.739098,4.25,5.5947037,0,25684,10.153624,0.07,0.09214806,149.75833,197.142,12008437.0,820027.0,16.30112
17.0,1996.0,263,50.366665,142,120,106,156,212.63333,15.596676,4.38,5.601873,0,27109,10.207621,0.07,0.089527644,154.14166,197.142,12101997.0,842112.0,16.308882
17.0,1997.0,265,67.35,164,99,123,140,197.65,13.437027,4.88,6.1060114,1,28423,10.254954,0.07,0.087586224,157.55833,197.142,12185715.0,862712.0,16.315775
17.0,1998.0,253,62.25,146,107,125,128,190.75,12.791915,5.15,6.359087,1,29880,10.304945,0.07,0.08643419,159.65834,197.142,12271847.0,878481.0,16.322819
17.0,1999.0,275,62.35,159,116,121,154,212.65,10.717704,5.15,6.2198157,1,30860,10.337216,0.185,0.22343028,163.23334,197.142,12359020.0,892318.0,16.329897
17.0,2000.0,244,69.9,145,99,111,133,174.1,10.01099,5.15,6.0114355,1,32946,10.402625,0.185,0.21594477,168.89166,197.142,12434161.0,899428.0,16.335958
17.0,2001.0,287,72.58333,171,116,128,159,214.41667,14.976141,5.15,5.8512034,1,33755,10.426884,0.185,0.21018887,173.51666,197.142,12488445.0,899750.0,16.340315
17.0,2002.0,269,69.23333,154,115,131,138,199.76666,16.77337,5.15,5.7727437,1,34071,10.436202,0.185,0.2073704,175.875,197.142,12525556.0,894196.0,16.34328
17.0,2003.0,278,70.28333,146,132,130,148,207.71667,16.555557,5.15,5.6464643,1,34627,10.452389,0.19,0.20831615,179.80833,197.142,12556006.0,891691.0,16.345709
17.0,2004.0,223,65.7,127,96,106,117,157.3,13.474544,5.5,5.877393,1,36126,10.494768,0.19,0.2030372,184.48334,197.142,12589773.0,895467.0,16.348396
17.0,2005.0,226,53.45,138,87,105,120,172.55,15.627785,6.5,6.709899,1,37692,10.537203,0.19,0.1961355,190.975,197.142,12609903.0,900333.0,16.349993
17.0,2006.0,224,66.53333,125,99,113,111,157.46667,10.932844,6.5,6.500011,1,40219,10.602095,0.19,0.19000033,197.14166,197.142,12643955.0,908271.0,16.35269
17.0,2007.0,241,53.75,140,100,113,127,187.25,14.316977,7.0,6.805806,1,42360,10.65396,0.19,0.18472902,202.76717,197.142,12695866.0,914907.0,16.356787
17.0,2008.0,140,40.9,80,59,55,84,99.1,20.209785,7.63,7.127103,1,43620,10.683271,0.185,0.17280656,211.05258,197.142,12747038.0,920473.0,16.36081
17.0,2009.0,114,31.2,70,44,59,55,82.8,22.880049,7.88,7.4105873,1,41529,10.634148,0.185,0.17397952,209.62967,197.142,12796778.0,920171.0,16.364704
