"","ward_code","count","trnt","full","loc","year","treat","ward"
"632","E05000161",4,0.545,"Croydon selhurst","Croydon",2010,0,"selhurst"
"633","E05000161",4,0.314,"Croydon selhurst","Croydon",2006,0,"selhurst"
"634","E05000161",4,0.252,"Croydon selhurst","Croydon",2002,0,"selhurst"
"635","E05000162",4,0.4669,"Croydon selsdonandballards","Croydon",2014,0,NA
"636","E05000162",4,0.739,"Croydon selsdonandballards","Croydon",2010,0,"selsdonandballards"
"637","E05000162",4,0.504,"Croydon selsdonandballards","Croydon",2006,0,"selsdonandballards"
"638","E05000162",4,0.409,"Croydon selsdonandballards","Croydon",2002,0,"selsdonandballards"
"639","E05000163",4,0.4406,"Croydon shirley","Croydon",2014,0,NA
"640","E05000163",4,0.725,"Croydon shirley","Croydon",2010,0,"shirley"
"641","E05000163",4,0.481,"Croydon shirley","Croydon",2006,0,"shirley"
"642","E05000163",4,0.386,"Croydon shirley","Croydon",2002,0,"shirley"
"643","E05000164",4,0.3645,"Croydon southnorwood","Croydon",2014,0,NA
"644","E05000164",4,0.625,"Croydon southnorwood","Croydon",2010,0,"southnorwood"
"645","E05000164",4,0.372,"Croydon southnorwood","Croydon",2006,0,"southnorwood"
"646","E05000164",4,0.291,"Croydon southnorwood","Croydon",2002,0,"southnorwood"
"647","E05000165",4,0.3292,"Croydon thorntonheath","Croydon",2014,0,NA
"648","E05000165",4,0.585,"Croydon thorntonheath","Croydon",2010,0,"thorntonheath"
"649","E05000165",4,0.315,"Croydon thorntonheath","Croydon",2006,0,"thorntonheath"
"650","E05000165",4,0.284,"Croydon thorntonheath","Croydon",2002,0,"thorntonheath"
"651","E05000166",4,0.3551,"Croydon uppernorwood","Croydon",2014,0,NA
"652","E05000166",4,0.632,"Croydon uppernorwood","Croydon",2010,0,"uppernorwood"
"653","E05000166",4,0.379,"Croydon uppernorwood","Croydon",2006,0,"uppernorwood"
"654","E05000166",4,0.346,"Croydon uppernorwood","Croydon",2002,0,"uppernorwood"
"655","E05000167",4,0.4108,"Croydon waddon","Croydon",2014,0,NA
"656","E05000167",4,0.601,"Croydon waddon","Croydon",2010,0,"waddon"
"657","E05000167",4,0.457,"Croydon waddon","Croydon",2006,0,"waddon"
"658","E05000167",4,0.35,"Croydon waddon","Croydon",2002,0,"waddon"
"659","E05000168",4,0.3371,"Croydon westthornton","Croydon",2014,0,NA
"660","E05000168",4,0.576,"Croydon westthornton","Croydon",2010,0,"westthornton"
"661","E05000168",4,0.314,"Croydon westthornton","Croydon",2006,0,"westthornton"
"662","E05000168",4,0.268,"Croydon westthornton","Croydon",2002,0,"westthornton"
"663","E05000169",4,0.3428,"Croydon woodside","Croydon",2014,0,NA
"664","E05000169",4,0.623,"Croydon woodside","Croydon",2010,0,"woodside"
"665","E05000169",4,0.338,"Croydon woodside","Croydon",2006,0,"woodside"
"666","E05000169",4,0.308,"Croydon woodside","Croydon",2002,0,"woodside"
"667","E05000170",5,0.3826,"Ealing actoncentral","Ealing",2014,0,NA
"668","E05000170",5,0.4,"Ealing actoncentral","Ealing",2018,0,NA
"669","E05000170",5,0.587,"Ealing actoncentral","Ealing",2010,0,"actoncentral"
"670","E05000170",5,0.347,"Ealing actoncentral","Ealing",2006,0,"actoncentral"
"671","E05000170",5,0.261,"Ealing actoncentral","Ealing",2002,0,"actoncentral"
"672","E05000171",5,0.3971,"Ealing cleveland","Ealing",2014,0,NA
"673","E05000171",5,0.5,"Ealing cleveland","Ealing",2018,0,NA
"674","E05000171",5,0.639,"Ealing cleveland","Ealing",2010,0,"cleveland"
"675","E05000171",5,0.466,"Ealing cleveland","Ealing",2006,0,"cleveland"
"676","E05000171",5,0.397,"Ealing cleveland","Ealing",2002,0,"cleveland"
"677","E05000172",5,0.4175,"Ealing dormerswells","Ealing",2014,0,NA
"678","E05000172",5,0.4,"Ealing dormerswells","Ealing",2018,0,NA
"679","E05000172",5,0.625,"Ealing dormerswells","Ealing",2010,0,"dormerswells"
"680","E05000172",5,0.331,"Ealing dormerswells","Ealing",2006,0,"dormerswells"
"681","E05000172",5,0.268,"Ealing dormerswells","Ealing",2002,0,"dormerswells"
"682","E05000173",5,0.3853,"Ealing ealingbroadway","Ealing",2014,0,NA
"683","E05000173",5,0.41,"Ealing ealingbroadway","Ealing",2018,0,NA
"684","E05000173",5,0.628,"Ealing ealingbroadway","Ealing",2010,0,"ealingbroadway"
"685","E05000173",5,0.357,"Ealing ealingbroadway","Ealing",2006,0,"ealingbroadway"
"686","E05000173",5,0.315,"Ealing ealingbroadway","Ealing",2002,0,"ealingbroadway"
"687","E05000174",5,0.401,"Ealing ealingcommon","Ealing",2014,0,NA
"688","E05000174",5,0.46,"Ealing ealingcommon","Ealing",2018,0,NA
"689","E05000174",5,0.635,"Ealing ealingcommon","Ealing",2010,0,"ealingcommon"
"690","E05000174",5,0.399,"Ealing ealingcommon","Ealing",2006,0,"ealingcommon"
"691","E05000174",5,0.35,"Ealing ealingcommon","Ealing",2002,0,"ealingcommon"
"692","E05000175",5,0.3293,"Ealing eastacton","Ealing",2014,0,NA
"693","E05000175",5,0.33,"Ealing eastacton","Ealing",2018,0,NA
"694","E05000175",5,0.548,"Ealing eastacton","Ealing",2010,0,"eastacton"
"695","E05000175",5,0.326,"Ealing eastacton","Ealing",2006,0,"eastacton"
"696","E05000175",5,0.298,"Ealing eastacton","Ealing",2002,0,"eastacton"
"697","E05000176",5,0.4179,"Ealing elthorne","Ealing",2014,0,NA
"698","E05000176",5,0.45,"Ealing elthorne","Ealing",2018,0,NA
"699","E05000176",5,0.614,"Ealing elthorne","Ealing",2010,0,"elthorne"
"700","E05000176",5,0.346,"Ealing elthorne","Ealing",2006,0,"elthorne"
"701","E05000176",5,0.293,"Ealing elthorne","Ealing",2002,0,"elthorne"
"702","E05000177",5,0.3646,"Ealing greenfordbroadway","Ealing",2014,0,NA
"703","E05000177",5,0.35,"Ealing greenfordbroadway","Ealing",2018,0,NA
"704","E05000177",5,0.6,"Ealing greenfordbroadway","Ealing",2010,0,"greenfordbroadway"
"705","E05000177",5,0.358,"Ealing greenfordbroadway","Ealing",2006,0,"greenfordbroadway"
"706","E05000177",5,0.274,"Ealing greenfordbroadway","Ealing",2002,0,"greenfordbroadway"
"707","E05000178",5,0.4055,"Ealing greenfordgreen","Ealing",2014,0,NA
"708","E05000178",5,0.39,"Ealing greenfordgreen","Ealing",2018,0,NA
"709","E05000178",5,0.6,"Ealing greenfordgreen","Ealing",2010,0,"greenfordgreen"
"710","E05000178",5,0.389,"Ealing greenfordgreen","Ealing",2006,0,"greenfordgreen"
"711","E05000178",5,0.347,"Ealing greenfordgreen","Ealing",2002,0,"greenfordgreen"
"712","E05000179",5,0.3591,"Ealing hangerhill","Ealing",2014,0,NA
"713","E05000179",5,0.41,"Ealing hangerhill","Ealing",2018,0,NA
"714","E05000179",5,0.62,"Ealing hangerhill","Ealing",2010,0,"hangerhill"
"715","E05000179",5,0.392,"Ealing hangerhill","Ealing",2006,0,"hangerhill"
"716","E05000179",5,0.324,"Ealing hangerhill","Ealing",2002,0,"hangerhill"
"717","E05000180",5,0.4738,"Ealing hobbayne","Ealing",2014,0,NA
"718","E05000180",5,0.44,"Ealing hobbayne","Ealing",2018,0,NA
"719","E05000180",5,0.648,"Ealing hobbayne","Ealing",2010,0,"hobbayne"
"720","E05000180",5,0.395,"Ealing hobbayne","Ealing",2006,0,"hobbayne"
"721","E05000180",5,0.317,"Ealing hobbayne","Ealing",2002,0,"hobbayne"
"722","E05000181",5,0.4386,"Ealing ladymargaret","Ealing",2014,0,NA
"723","E05000181",5,0.38,"Ealing ladymargaret","Ealing",2018,0,NA
"724","E05000181",5,0.631,"Ealing ladymargaret","Ealing",2010,0,"ladymargaret"
"725","E05000181",5,0.33,"Ealing ladymargaret","Ealing",2006,0,"ladymargaret"
"726","E05000181",5,0.277,"Ealing ladymargaret","Ealing",2002,0,"ladymargaret"
"727","E05000182",5,0.4495,"Ealing northfield","Ealing",2014,0,NA
"728","E05000182",5,0.53,"Ealing northfield","Ealing",2018,0,NA
"729","E05000182",5,0.685,"Ealing northfield","Ealing",2010,0,"northfield"
"730","E05000182",5,0.428,"Ealing northfield","Ealing",2006,0,"northfield"
"731","E05000182",5,0.351,"Ealing northfield","Ealing",2002,0,"northfield"
"732","E05000183",5,0.4107,"Ealing northgreenford","Ealing",2014,0,NA
"733","E05000183",5,0.4,"Ealing northgreenford","Ealing",2018,0,NA
"734","E05000183",5,0.628,"Ealing northgreenford","Ealing",2010,0,"northgreenford"
"735","E05000183",5,0.406,"Ealing northgreenford","Ealing",2006,0,"northgreenford"
"736","E05000183",5,0.342,"Ealing northgreenford","Ealing",2002,0,"northgreenford"
"737","E05000184",5,0.4146,"Ealing northoltmandeville","Ealing",2014,0,NA
"738","E05000184",5,0.37,"Ealing northoltmandeville","Ealing",2018,0,NA
"739","E05000184",5,0.588,"Ealing northoltmandeville","Ealing",2010,0,"northoltmandeville"
"740","E05000184",5,0.364,"Ealing northoltmandeville","Ealing",2006,0,"northoltmandeville"
"741","E05000184",5,0.335,"Ealing northoltmandeville","Ealing",2002,0,"northoltmandeville"
"742","E05000185",5,0.3795,"Ealing northoltwestend","Ealing",2014,0,NA
"743","E05000185",5,0.34,"Ealing northoltwestend","Ealing",2018,0,NA
"744","E05000185",5,0.582,"Ealing northoltwestend","Ealing",2010,0,"northoltwestend"
"745","E05000185",5,0.306,"Ealing northoltwestend","Ealing",2006,0,"northoltwestend"
"746","E05000185",5,0.264,"Ealing northoltwestend","Ealing",2002,0,"northoltwestend"
"747","E05000186",5,0.4005,"Ealing norwoodgreen","Ealing",2014,0,NA
"748","E05000186",5,0.36,"Ealing norwoodgreen","Ealing",2018,0,NA
"749","E05000186",5,0.62,"Ealing norwoodgreen","Ealing",2010,0,"norwoodgreen"
"750","E05000186",5,0.355,"Ealing norwoodgreen","Ealing",2006,0,"norwoodgreen"
"751","E05000186",5,0.3,"Ealing norwoodgreen","Ealing",2002,0,"norwoodgreen"
"752","E05000187",5,0.4357,"Ealing perivale","Ealing",2014,0,NA
"753","E05000187",5,0.44,"Ealing perivale","Ealing",2018,0,NA
"754","E05000187",5,0.6,"Ealing perivale","Ealing",2010,0,"perivale"
"755","E05000187",5,0.419,"Ealing perivale","Ealing",2006,0,"perivale"
"756","E05000187",5,0.314,"Ealing perivale","Ealing",2002,0,"perivale"
"757","E05000188",5,0.3857,"Ealing southacton","Ealing",2014,0,NA
"758","E05000188",5,0.39,"Ealing southacton","Ealing",2018,0,NA
"759","E05000188",5,0.587,"Ealing southacton","Ealing",2010,0,"southacton"
"760","E05000188",5,0.364,"Ealing southacton","Ealing",2006,0,"southacton"
"761","E05000188",5,0.293,"Ealing southacton","Ealing",2002,0,"southacton"
"762","E05000189",5,0.5253,"Ealing southallbroadway","Ealing",2014,0,NA
"763","E05000189",5,0.45,"Ealing southallbroadway","Ealing",2018,0,NA
"764","E05000189",5,0.623,"Ealing southallbroadway","Ealing",2010,0,"southallbroadway"
"765","E05000189",5,0.399,"Ealing southallbroadway","Ealing",2006,0,"southallbroadway"
"766","E05000189",5,0.309,"Ealing southallbroadway","Ealing",2002,0,"southallbroadway"
"767","E05000190",5,0.4487,"Ealing southallgreen","Ealing",2014,0,NA
"768","E05000190",5,0.42,"Ealing southallgreen","Ealing",2018,0,NA
"769","E05000190",5,0.591,"Ealing southallgreen","Ealing",2010,0,"southallgreen"
"770","E05000190",5,0.378,"Ealing southallgreen","Ealing",2006,0,"southallgreen"
"771","E05000190",5,0.305,"Ealing southallgreen","Ealing",2002,0,"southallgreen"
"772","E05000191",5,0.4225,"Ealing southfield","Ealing",2014,0,NA
"773","E05000191",5,0.47,"Ealing southfield","Ealing",2018,0,NA
"774","E05000191",5,0.773,"Ealing southfield","Ealing",2010,0,"southfield"
"775","E05000191",5,0.375,"Ealing southfield","Ealing",2006,0,"southfield"
"776","E05000191",5,0.328,"Ealing southfield","Ealing",2002,0,"southfield"
"777","E05000192",5,0.4491,"Ealing walpole","Ealing",2014,0,NA
"778","E05000192",5,0.5,"Ealing walpole","Ealing",2018,0,NA
"779","E05000192",5,0.697,"Ealing walpole","Ealing",2010,0,"walpole"
"780","E05000192",5,0.43,"Ealing walpole","Ealing",2006,0,"walpole"
"781","E05000192",5,0.355,"Ealing walpole","Ealing",2002,0,"walpole"
"782","E05000193",5,0.3821,"Enfield bowes","Enfield",2014,0,NA
"783","E05000193",5,0.37,"Enfield bowes","Enfield",2018,0,NA
"784","E05000193",5,0.604,"Enfield bowes","Enfield",2010,0,"bowes"
"785","E05000193",5,0.368,"Enfield bowes","Enfield",2006,0,"bowes"
"786","E05000193",5,0.287,"Enfield bowes","Enfield",2002,0,"bowes"
"787","E05000194",5,0.3782,"Enfield bushhillpark","Enfield",2014,0,NA
"788","E05000194",5,0.41,"Enfield bushhillpark","Enfield",2018,0,NA
"789","E05000194",5,0.696,"Enfield bushhillpark","Enfield",2010,0,"bushhillpark"
"790","E05000194",5,0.422,"Enfield bushhillpark","Enfield",2006,0,"bushhillpark"
"791","E05000194",5,0.39,"Enfield bushhillpark","Enfield",2002,0,"bushhillpark"
"792","E05000195",5,0.4268,"Enfield chase","Enfield",2014,0,NA
"793","E05000195",5,0.43,"Enfield chase","Enfield",2018,0,NA
"794","E05000195",5,0.67,"Enfield chase","Enfield",2010,0,"chase"
"795","E05000195",5,0.426,"Enfield chase","Enfield",2006,0,"chase"
"796","E05000195",5,0.368,"Enfield chase","Enfield",2002,0,"chase"
"797","E05000196",5,0.3478,"Enfield cockfosters","Enfield",2014,0,NA
"798","E05000196",5,0.39,"Enfield cockfosters","Enfield",2018,0,NA
"799","E05000196",5,0.655,"Enfield cockfosters","Enfield",2010,0,"cockfosters"
"800","E05000196",5,0.373,"Enfield cockfosters","Enfield",2006,0,"cockfosters"
"801","E05000196",5,0.339,"Enfield cockfosters","Enfield",2002,0,"cockfosters"
"802","E05000197",5,0.3595,"Enfield edmontongreen","Enfield",2014,0,NA
"803","E05000197",5,0.33,"Enfield edmontongreen","Enfield",2018,0,NA
"804","E05000197",5,0.579,"Enfield edmontongreen","Enfield",2010,0,"edmontongreen"
"805","E05000197",5,0.332,"Enfield edmontongreen","Enfield",2006,0,"edmontongreen"
"806","E05000197",5,0.251,"Enfield edmontongreen","Enfield",2002,0,"edmontongreen"
"807","E05000198",5,0.3397,"Enfield enfieldhighway","Enfield",2014,0,NA
"808","E05000198",5,0.31,"Enfield enfieldhighway","Enfield",2018,0,NA
"809","E05000198",5,0.598,"Enfield enfieldhighway","Enfield",2010,0,"enfieldhighway"
"810","E05000198",5,0.363,"Enfield enfieldhighway","Enfield",2006,0,"enfieldhighway"
"811","E05000198",5,0.297,"Enfield enfieldhighway","Enfield",2002,0,"enfieldhighway"
"812","E05000199",5,0.3774,"Enfield enfieldlock","Enfield",2014,0,NA
"813","E05000199",5,0.33,"Enfield enfieldlock","Enfield",2018,0,NA
"814","E05000199",5,0.614,"Enfield enfieldlock","Enfield",2010,0,"enfieldlock"
"815","E05000199",5,0.334,"Enfield enfieldlock","Enfield",2006,0,"enfieldlock"
"816","E05000199",5,0.316,"Enfield enfieldlock","Enfield",2002,0,"enfieldlock"
"817","E05000200",5,0.4072,"Enfield grange","Enfield",2014,0,NA
"818","E05000200",5,0.44,"Enfield grange","Enfield",2018,0,NA
"819","E05000200",5,0.72,"Enfield grange","Enfield",2010,0,"grange"
"820","E05000200",5,0.44,"Enfield grange","Enfield",2006,0,"grange"
"821","E05000200",5,0.43,"Enfield grange","Enfield",2002,0,"grange"
"822","E05000201",5,0.3674,"Enfield haselbury","Enfield",2014,0,NA
"823","E05000201",5,0.33,"Enfield haselbury","Enfield",2018,0,NA
"824","E05000201",5,0.612,"Enfield haselbury","Enfield",2010,0,"haselbury"
"825","E05000201",5,0.337,"Enfield haselbury","Enfield",2006,0,"haselbury"
"826","E05000201",5,0.276,"Enfield haselbury","Enfield",2002,0,"haselbury"
"827","E05000202",5,0.4045,"Enfield highlands","Enfield",2014,0,NA
"828","E05000202",5,0.44,"Enfield highlands","Enfield",2018,0,NA
"829","E05000202",5,0.703,"Enfield highlands","Enfield",2010,0,"highlands"
"830","E05000202",5,0.45,"Enfield highlands","Enfield",2006,0,"highlands"
"831","E05000202",5,0.414,"Enfield highlands","Enfield",2002,0,"highlands"
"832","E05000203",5,0.3829,"Enfield jubilee","Enfield",2014,0,NA
"833","E05000203",5,0.36,"Enfield jubilee","Enfield",2018,0,NA
"834","E05000203",5,0.621,"Enfield jubilee","Enfield",2010,0,"jubilee"
"835","E05000203",5,0.397,"Enfield jubilee","Enfield",2006,0,"jubilee"
"836","E05000203",5,0.323,"Enfield jubilee","Enfield",2002,0,"jubilee"
"837","E05000204",5,0.3571,"Enfield loweredmonton","Enfield",2014,0,NA
"838","E05000204",5,0.33,"Enfield loweredmonton","Enfield",2018,0,NA
"839","E05000204",5,0.61,"Enfield loweredmonton","Enfield",2010,0,"loweredmonton"
"840","E05000204",5,0.332,"Enfield loweredmonton","Enfield",2006,0,"loweredmonton"
"841","E05000204",5,0.288,"Enfield loweredmonton","Enfield",2002,0,"loweredmonton"
"842","E05000205",5,0.3824,"Enfield palmersgreen","Enfield",2014,0,NA
"843","E05000205",5,0.37,"Enfield palmersgreen","Enfield",2018,0,NA
"844","E05000205",5,0.648,"Enfield palmersgreen","Enfield",2010,0,"palmersgreen"
"845","E05000205",5,0.39,"Enfield palmersgreen","Enfield",2006,0,"palmersgreen"
"846","E05000205",5,0.353,"Enfield palmersgreen","Enfield",2002,0,"palmersgreen"
"847","E05000206",5,0.3623,"Enfield pondersend","Enfield",2014,0,NA
"848","E05000206",5,0.34,"Enfield pondersend","Enfield",2018,0,NA
"849","E05000206",5,0.591,"Enfield pondersend","Enfield",2010,0,"pondersend"
"850","E05000206",5,0.308,"Enfield pondersend","Enfield",2006,0,"pondersend"
"851","E05000206",5,0.253,"Enfield pondersend","Enfield",2002,0,"pondersend"
"852","E05000207",5,0.3924,"Enfield southbury","Enfield",2014,0,NA
"853","E05000207",5,0.35,"Enfield southbury","Enfield",2018,0,NA
"854","E05000207",5,0.643,"Enfield southbury","Enfield",2010,0,"southbury"
"855","E05000207",5,0.4,"Enfield southbury","Enfield",2006,0,"southbury"
"856","E05000207",5,0.319,"Enfield southbury","Enfield",2002,0,"southbury"
"857","E05000208",5,0.3683,"Enfield southgate","Enfield",2014,0,NA
"858","E05000208",5,0.4,"Enfield southgate","Enfield",2018,0,NA
"859","E05000208",5,0.653,"Enfield southgate","Enfield",2010,0,"southgate"
"860","E05000208",5,0.353,"Enfield southgate","Enfield",2006,0,"southgate"
"861","E05000208",5,0.353,"Enfield southgate","Enfield",2002,0,"southgate"
"862","E05000209",5,0.416,"Enfield southgategreen","Enfield",2014,0,NA
"863","E05000209",5,0.43,"Enfield southgategreen","Enfield",2018,0,NA
"864","E05000209",5,0.659,"Enfield southgategreen","Enfield",2010,0,"southgategreen"
"865","E05000209",5,0.407,"Enfield southgategreen","Enfield",2006,0,"southgategreen"
"866","E05000209",5,0.375,"Enfield southgategreen","Enfield",2002,0,"southgategreen"
"867","E05000210",5,0.4388,"Enfield town","Enfield",2014,0,NA
"868","E05000210",5,0.47,"Enfield town","Enfield",2018,0,NA
"869","E05000210",5,0.731,"Enfield town","Enfield",2010,0,"town"
"870","E05000210",5,0.459,"Enfield town","Enfield",2006,0,"town"
"871","E05000210",5,0.422,"Enfield town","Enfield",2002,0,"town"
"872","E05000211",5,0.3858,"Enfield turkeystreet","Enfield",2014,0,NA
"873","E05000211",5,0.34,"Enfield turkeystreet","Enfield",2018,0,NA
"874","E05000211",5,0.615,"Enfield turkeystreet","Enfield",2010,0,"turkeystreet"
"875","E05000211",5,0.359,"Enfield turkeystreet","Enfield",2006,0,"turkeystreet"
"876","E05000211",5,0.34,"Enfield turkeystreet","Enfield",2002,0,"turkeystreet"
"877","E05000212",5,0.3559,"Enfield upperedmonton","Enfield",2014,0,NA
"878","E05000212",5,0.32,"Enfield upperedmonton","Enfield",2018,0,NA
"879","E05000212",5,0.6,"Enfield upperedmonton","Enfield",2010,0,"upperedmonton"
"880","E05000212",5,0.317,"Enfield upperedmonton","Enfield",2006,0,"upperedmonton"
"881","E05000212",5,0.26,"Enfield upperedmonton","Enfield",2002,0,"upperedmonton"
"882","E05000213",5,0.3834,"Enfield winchmorehill","Enfield",2014,0,NA
"883","E05000213",5,0.47,"Enfield winchmorehill","Enfield",2018,0,NA
"884","E05000213",5,0.701,"Enfield winchmorehill","Enfield",2010,0,"winchmorehill"
"885","E05000213",5,0.393,"Enfield winchmorehill","Enfield",2006,0,"winchmorehill"
"886","E05000213",5,0.395,"Enfield winchmorehill","Enfield",2002,0,"winchmorehill"
"887","E05000214",5,0.3382,"Greenwich abbeywood","Greenwich",2014,0,NA
"888","E05000214",5,0.32,"Greenwich abbeywood","Greenwich",2018,0,NA
"889","E05000214",5,0.591,"Greenwich abbeywood","Greenwich",2010,0,"abbeywood"
"890","E05000214",5,0.323,"Greenwich abbeywood","Greenwich",2006,0,"abbeywood"
"891","E05000214",5,0.237,"Greenwich abbeywood","Greenwich",2002,0,"abbeywood"
"892","E05000215",5,0.4769,"Greenwich blackheathwestcombe","Greenwich",2014,0,NA
"893","E05000215",5,0.48,"Greenwich blackheathwestcombe","Greenwich",2018,0,NA
"894","E05000215",5,0.724,"Greenwich blackheathwestcombe","Greenwich",2010,0,"blackheathwestcombe"
"895","E05000215",5,0.44,"Greenwich blackheathwestcombe","Greenwich",2006,0,"blackheathwestcombe"
"896","E05000215",5,0.391,"Greenwich blackheathwestcombe","Greenwich",2002,0,"blackheathwestcombe"
"897","E05000216",5,0.3782,"Greenwich charlton","Greenwich",2014,0,NA
"898","E05000216",5,0.39,"Greenwich charlton","Greenwich",2018,0,NA
"899","E05000216",5,0.626,"Greenwich charlton","Greenwich",2010,0,"charlton"
"900","E05000216",5,0.373,"Greenwich charlton","Greenwich",2006,0,"charlton"
"901","E05000216",5,0.286,"Greenwich charlton","Greenwich",2002,0,"charlton"
"902","E05000217",5,0.4049,"Greenwich coldharbourandneweltham","Greenwich",2014,0,NA
"903","E05000217",5,0.4,"Greenwich coldharbourandneweltham","Greenwich",2018,0,NA
"904","E05000217",5,0.671,"Greenwich coldharbourandneweltham","Greenwich",2010,0,"coldharbourandneweltham"
"905","E05000217",5,0.397,"Greenwich coldharbourandneweltham","Greenwich",2006,0,"coldharbourandneweltham"
"906","E05000217",5,0.366,"Greenwich coldharbourandneweltham","Greenwich",2002,0,"coldharbourandneweltham"
"907","E05000218",5,0.5026,"Greenwich elthamnorth","Greenwich",2014,0,NA
"908","E05000218",5,0.5,"Greenwich elthamnorth","Greenwich",2018,0,NA
"909","E05000218",5,0.751,"Greenwich elthamnorth","Greenwich",2010,0,"elthamnorth"
"910","E05000218",5,0.5,"Greenwich elthamnorth","Greenwich",2006,0,"elthamnorth"
"911","E05000218",5,0.444,"Greenwich elthamnorth","Greenwich",2002,0,"elthamnorth"
"912","E05000219",5,0.4136,"Greenwich elthamsouth","Greenwich",2014,0,NA
"913","E05000219",5,0.43,"Greenwich elthamsouth","Greenwich",2018,0,NA
"914","E05000219",5,0.639,"Greenwich elthamsouth","Greenwich",2010,0,"elthamsouth"
"915","E05000219",5,0.4,"Greenwich elthamsouth","Greenwich",2006,0,"elthamsouth"
"916","E05000219",5,0.368,"Greenwich elthamsouth","Greenwich",2002,0,"elthamsouth"
"917","E05000220",5,0.3487,"Greenwich elthamwest","Greenwich",2014,0,NA
"918","E05000220",5,0.31,"Greenwich elthamwest","Greenwich",2018,0,NA
"919","E05000220",5,0.594,"Greenwich elthamwest","Greenwich",2010,0,"elthamwest"
"920","E05000220",5,0.36,"Greenwich elthamwest","Greenwich",2006,0,"elthamwest"
"921","E05000220",5,0.307,"Greenwich elthamwest","Greenwich",2002,0,"elthamwest"
"922","E05000221",5,0.3178,"Greenwich glyndon","Greenwich",2014,0,NA
"923","E05000221",5,0.33,"Greenwich glyndon","Greenwich",2018,0,NA
"924","E05000221",5,0.556,"Greenwich glyndon","Greenwich",2010,0,"glyndon"
"925","E05000221",5,0.3,"Greenwich glyndon","Greenwich",2006,0,"glyndon"
"926","E05000221",5,0.23,"Greenwich glyndon","Greenwich",2002,0,"glyndon"
"927","E05000222",5,0.38,"Greenwich greenwichwest","Greenwich",2014,0,NA
"928","E05000222",5,0.38,"Greenwich greenwichwest","Greenwich",2018,0,NA
"929","E05000222",5,0.63,"Greenwich greenwichwest","Greenwich",2010,0,"greenwichwest"
"930","E05000222",5,0.35,"Greenwich greenwichwest","Greenwich",2006,0,"greenwichwest"
"931","E05000222",5,0.267,"Greenwich greenwichwest","Greenwich",2002,0,"greenwichwest"
"932","E05000223",5,0.3497,"Greenwich kidbrookewithhornfair","Greenwich",2014,0,NA
"933","E05000223",5,0.33,"Greenwich kidbrookewithhornfair","Greenwich",2018,0,NA
"934","E05000223",5,0.604,"Greenwich kidbrookewithhornfair","Greenwich",2010,0,"kidbrookewithhornfair"
"935","E05000223",5,0.356,"Greenwich kidbrookewithhornfair","Greenwich",2006,0,"kidbrookewithhornfair"
"936","E05000223",5,0.269,"Greenwich kidbrookewithhornfair","Greenwich",2002,0,"kidbrookewithhornfair"
"937","E05000224",5,0.4012,"Greenwich middleparkandsutcliffe","Greenwich",2014,0,NA
"938","E05000224",5,0.36,"Greenwich middleparkandsutcliffe","Greenwich",2018,0,NA
"939","E05000224",5,0.645,"Greenwich middleparkandsutcliffe","Greenwich",2010,0,"middleparkandsutcliffe"
"940","E05000224",5,0.407,"Greenwich middleparkandsutcliffe","Greenwich",2006,0,"middleparkandsutcliffe"
"941","E05000224",5,0.352,"Greenwich middleparkandsutcliffe","Greenwich",2002,0,"middleparkandsutcliffe"
"942","E05000225",5,0.3804,"Greenwich peninsula","Greenwich",2014,0,NA
"943","E05000225",5,0.36,"Greenwich peninsula","Greenwich",2018,0,NA
"944","E05000225",5,0.635,"Greenwich peninsula","Greenwich",2010,0,"peninsula"
"945","E05000225",5,0.354,"Greenwich peninsula","Greenwich",2006,0,"peninsula"
"946","E05000225",5,0.27,"Greenwich peninsula","Greenwich",2002,0,"peninsula"
"947","E05000226",5,0.3507,"Greenwich plumstead","Greenwich",2014,0,NA
"948","E05000226",5,0.33,"Greenwich plumstead","Greenwich",2018,0,NA
"949","E05000226",5,0.597,"Greenwich plumstead","Greenwich",2010,0,"plumstead"
"950","E05000226",5,0.339,"Greenwich plumstead","Greenwich",2006,0,"plumstead"
"951","E05000226",5,0.254,"Greenwich plumstead","Greenwich",2002,0,"plumstead"
"952","E05000227",5,0.4099,"Greenwich shootershill","Greenwich",2014,0,NA
"953","E05000227",5,0.41,"Greenwich shootershill","Greenwich",2018,0,NA
"954","E05000227",5,0.677,"Greenwich shootershill","Greenwich",2010,0,"shootershill"
"955","E05000227",5,0.42,"Greenwich shootershill","Greenwich",2006,0,"shootershill"
"956","E05000227",5,0.317,"Greenwich shootershill","Greenwich",2002,0,"shootershill"
"957","E05000228",5,0.296,"Greenwich thamesmeadmoorings","Greenwich",2014,0,NA
"958","E05000228",5,0.26,"Greenwich thamesmeadmoorings","Greenwich",2018,0,NA
"959","E05000228",5,0.543,"Greenwich thamesmeadmoorings","Greenwich",2010,0,"thamesmeadmoorings"
"960","E05000228",5,0.25,"Greenwich thamesmeadmoorings","Greenwich",2006,0,"thamesmeadmoorings"
"961","E05000228",5,0.182,"Greenwich thamesmeadmoorings","Greenwich",2002,0,"thamesmeadmoorings"
"962","E05000229",5,0.3178,"Greenwich woolwichcommon","Greenwich",2014,0,NA
"963","E05000229",5,0.33,"Greenwich woolwichcommon","Greenwich",2018,0,NA
