duration,agree,lt_follow,ht_follow,competence,benevolence,honesty,PPP,PCP,coproduce,sex,race,age,ideology,income,education,at,gw,gwh,covid_concern,covid_job,rand,trust_DO,dv_DO,climatebelief,covid,white,black,hispanic,asian,other,trustprime
54,1,NA,NA,5,6,5,59,79,84,0,white,36,3,7,6,80,1,1,3,2,control,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,1,5,1,0,0,0,0,1
98,1,NA,NA,7,7,5,77,99,86,1,white,29,1,7,6,80,-1,1,5,4,control,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,0,9,1,0,0,0,0,1
239,1,NA,NA,6,5,4,79,69,51,0,asian,25,2,4,6,80,1,0,3,4,control,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,0.5,7,0,0,0,1,0,1
217,1,NA,16,7,6,6,90,75,74,1,white,33,2,4,2,80,1,1,4,4,ht,trust intro|honesty|competence|benevolence,PCP|coproduce|PPP,1,8,1,0,0,0,0,2
174,1,NA,15,3,5,5,80,100,90,0,white,46,3,3,3,80,1,1,4,5,ht,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,1,9,1,0,0,0,0,2
284,1,NA,NA,5,3,3,80,90,81,1,white,50,4,5,4,80,1,1,3,2,control,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,1,5,1,0,0,0,0,1
149,1,NA,15,4,5,6,84,82,76,0,white,29,2,3,5,80,1,0,3,4,ht,trust intro|benevolence|competence|honesty,PCP|PPP|coproduce,0.5,7,1,0,0,0,0,2
285,1,NA,16,2,2,1,62,41,100,1,white,31,5,4,3,80,0,0,1,5,ht,trust intro|benevolence|competence|honesty,PCP|PPP|coproduce,0,6,1,0,0,0,0,2
202,1,12,NA,6,2,2,60,71,0,1,white,34,2,3,5,80,1,0,4,2,lt,trust intro|honesty|benevolence|competence,coproduce|PPP|PCP,0.5,6,1,0,0,0,0,0
178,1,15,NA,7,3,5,35,78,82,0,white,34,1,6,6,80,1,1,4,2,lt,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,6,1,0,0,0,0,0
198,1,NA,12,3,3,2,13,85,64,1,white,29,3,6,6,80,1,1,5,4,ht,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,9,1,0,0,0,0,2
197,1,13,NA,3,3,3,40,63,64,1,white,36,2,1,4,80,1,1,4,3,lt,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,1,7,1,0,0,0,0,0
105,1,13,NA,5,4,4,50,51,70,1,white,46,3,4,6,100,1,1,3,4,lt,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,1,7,1,0,0,0,0,0
224,1,NA,15,6,6,6,91,91,81,0,white,73,4,5,3,80,-1,0,2,1,ht,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,-0.5,3,1,0,0,0,0,2
178,1,NA,NA,5,5,5,100,100,20,1,hispanic,22,5,6,5,80,-1,1,3,2,control,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,0,5,0,0,1,0,0,1
189,1,NA,15,5,6,5,0,82,100,0,black,21,3,3,2,80,1,1,1,3,ht,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,4,0,1,0,0,0,2
313,1,NA,NA,6,6,6,19,100,83,1,white,69,2,1,3,80,1,1,1,3,control,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,4,1,0,0,0,0,1
1172,1,12,NA,5,5,2,73,70,69,0,white,41,4,7,6,80,1,0,1,1,lt,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,0.5,2,1,0,0,0,0,0
116,1,NA,NA,3,5,4,70,100,85,1,white,35,2,6,3,80,1,1,4,1,control,trust intro|benevolence|honesty|competence,PCP|PPP|coproduce,1,5,1,0,0,0,0,1
102,1,NA,12,6,6,5,40,100,60,1,white,33,2,3,3,77,1,1,3,3,ht,trust intro|honesty|benevolence|competence,PCP|coproduce|PPP,1,6,1,0,0,0,0,2
104,1,NA,13,6,6,5,55,62,26,1,white,29,3,4,3,80,1,0,1,4,ht,trust intro|honesty|benevolence|competence,coproduce|PPP|PCP,0.5,5,1,0,0,0,0,2
137,1,NA,NA,6,5,4,79,83,80,1,white,35,4,6,4,80,0,0,1,1,control,trust intro|honesty|benevolence|competence,PPP|coproduce|PCP,0,2,1,0,0,0,0,1
132,1,12,NA,3,5,3,59,100,71,1,white,30,4,4,5,81,1,1,2,2,lt,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,4,1,0,0,0,0,0
446,1,12,NA,5,3,4,54,100,100,0,black,39,2,2,4,80,1,1,3,1,lt,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,1,4,0,1,0,0,0,0
234,1,NA,16,5,5,4,75,75,50,1,white,55,4,6,3,80,0,0,3,3,ht,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,0,6,1,0,0,0,0,2
122,1,NA,16,6,5,6,70,92,75,1,white,28,2,2,4,80,1,1,4,3,ht,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,7,1,0,0,0,0,2
281,1,NA,16,6,6,6,44,90,100,1,hispanic,27,3,5,5,80,1,1,4,2,ht,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,6,0,0,1,0,0,2
361,1,NA,NA,6,5,5,77,82,86,1,black,48,2,7,6,80,1,1,4,2,control,trust intro|honesty|competence|benevolence,PCP|coproduce|PPP,1,6,0,1,0,0,0,1
125,1,12,NA,1,3,3,26,63,39,1,white,25,3,4,5,80,0,1,2,2,lt,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,0.5,4,1,0,0,0,0,0
288,1,12,NA,2,2,2,85,88,89,0,white,58,4,7,3,89,-1,-1,2,2,lt,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,-1,4,1,0,0,0,0,0
145,1,NA,16,6,6,5,72,80,72,0,white,47,4,4,6,80,1,1,3,2,ht,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,5,1,0,0,0,0,2
131,1,NA,16,6,6,6,72,88,85,1,white,31,2,2,5,80,1,1,3,1,ht,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,1,4,1,0,0,0,0,2
142,1,15,NA,6,6,5,79,74,95,0,white,27,2,2,5,80,1,1,4,4,lt,trust intro|benevolence|honesty|competence,PPP|PCP|coproduce,1,8,1,0,0,0,0,0
140,1,NA,NA,5,5,5,14,92,18,1,white,58,2,4,6,80,1,1,5,2,control,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,7,1,0,0,0,0,1
181,1,NA,15,5,5,4,60,100,80,0,asian,36,2,4,6,80,1,1,4,4,ht,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,8,0,0,0,1,0,2
93,1,NA,NA,5,5,5,58,78,60,1,white,28,4,7,3,80,0,0,3,1,control,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,0,4,1,0,0,0,0,1
273,1,12,NA,5,4,2,83,88,90,1,white,57,3,2,4,82,1,1,3,1,lt,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,1,4,1,0,0,0,0,0
179,1,NA,NA,6,7,7,59,37,63,0,white,33,1,1,3,56,1,0,4,5,control,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,0.5,9,1,0,0,0,0,1
76,1,NA,NA,5,5,4,54,44,29,0,white,28,4,7,5,80,-1,-1,3,2,control,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,-1,5,1,0,0,0,0,1
358,1,15,NA,6,5,6,88,89,90,1,white,28,2,3,5,80,1,1,4,4,lt,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,1,8,1,0,0,0,0,0
288,1,NA,15,5,5,5,40,60,60,0,white,38,4,5,5,80,1,1,2,2,ht,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,1,4,1,0,0,0,0,2
119,1,NA,NA,4,4,3,51,60,58,1,white,38,3,5,5,80,0,1,2,2,control,trust intro|honesty|competence|benevolence,PPP|PCP|coproduce,0.5,4,1,0,0,0,0,1
222,1,NA,NA,5,5,4,82,92,77,1,white,54,1,4,5,80,1,1,3,2,control,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,5,1,0,0,0,0,1
115,1,12,NA,6,3,1,100,100,30,1,white,23,5,2,2,80,1,0,2,2,lt,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,0.5,4,1,0,0,0,0,0
128,1,NA,16,6,6,5,20,70,50,1,white,43,5,7,5,80,-1,-1,2,1,ht,trust intro|benevolence|honesty|competence,coproduce|PCP|PPP,-1,3,1,0,0,0,0,2
81,1,NA,NA,5,5,5,55,91,59,1,white,25,3,2,4,80,1,1,3,3,control,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,6,1,0,0,0,0,1
66,1,NA,NA,5,6,6,80,100,75,0,white,32,3,5,5,80,0,0,2,2,control,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,0,4,1,0,0,0,0,1
215,1,NA,14,5,5,5,92,83,92,1,white,58,1,1,3,80,1,1,5,5,ht,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,1,10,1,0,0,0,0,2
260,1,16,NA,6,6,4,78,92,81,1,black,44,5,2,5,80,1,1,4,5,lt,trust intro|benevolence|honesty|competence,coproduce|PCP|PPP,1,9,0,1,0,0,0,0
183,1,NA,15,3,3,5,58,77,26,1,white,54,3,7,5,80,1,1,3,3,ht,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,1,6,1,0,0,0,0,2
158,1,12,NA,3,3,1,38,93,83,1,white,31,2,2,4,80,1,1,5,4,lt,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,9,1,0,0,0,0,0
404,1,NA,15,5,4,5,90,93,50,1,white,79,3,3,5,80,0,0,4,1,ht,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,0,5,1,0,0,0,0,2
404,1,NA,NA,5,3,4,100,100,81,1,white,31,4,6,6,80,1,0,1,1,control,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,0.5,2,1,0,0,0,0,1
119,1,NA,NA,4,3,3,59,61,50,1,white,36,3,3,4,80,0,1,3,2,control,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,0.5,5,1,0,0,0,0,1
93,1,NA,NA,5,3,5,37,65,62,1,hispanic,25,1,5,3,80,1,1,4,4,control,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,8,0,0,1,0,0,1
154,1,12,NA,6,7,2,57,62,79,1,white,22,2,1,3,80,1,1,2,1,lt,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,1,3,1,0,0,0,0,0
304,1,NA,16,5,5,5,90,100,80,1,hispanic,38,4,6,5,80,1,1,2,1,ht,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,1,3,0,0,1,0,0,2
202,1,12,NA,3,5,3,70,100,86,1,white,62,1,1,3,80,1,1,5,4,lt,trust intro|honesty|benevolence|competence,PPP|coproduce|PCP,1,9,1,0,0,0,0,0
118,1,NA,NA,4,4,4,39,39,60,1,white,29,4,6,3,80,1,1,3,2,control,trust intro|honesty|competence|benevolence,PPP|PCP|coproduce,1,5,1,0,0,0,0,1
177,1,NA,NA,7,2,2,4,92,91,1,black,52,2,1,5,80,1,0,5,5,control,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,0.5,10,0,1,0,0,0,1
124,1,NA,NA,3,2,3,100,100,100,1,white,62,1,1,3,80,1,1,5,5,control,trust intro|benevolence|honesty|competence,PCP|coproduce|PPP,1,10,1,0,0,0,0,1
138,1,NA,16,5,6,4,35,75,75,1,white,24,1,4,5,80,1,1,4,2,ht,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,1,6,1,0,0,0,0,2
165,1,NA,NA,6,5,5,83,84,80,1,white,50,4,3,4,80,1,1,2,1,control,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,1,3,1,0,0,0,0,1
147,1,NA,16,5,3,3,20,80,20,1,white,52,1,4,5,80,1,1,3,2,ht,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,1,5,1,0,0,0,0,2
132,1,NA,12,2,1,1,25,92,65,0,white,20,1,3,3,80,1,1,4,3,ht,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,1,7,1,0,0,0,0,2
142,1,NA,16,6,6,7,68,92,77,0,white,56,1,6,5,80,1,1,4,2,ht,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,6,1,0,0,0,0,2
202,1,12,NA,2,2,2,71,81,71,1,white,27,2,4,2,80,1,1,3,1,lt,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,1,4,1,0,0,0,0,0
132,1,12,NA,5,2,2,10,100,80,0,white,33,3,7,5,80,1,1,4,4,lt,trust intro|honesty|competence|benevolence,PPP|PCP|coproduce,1,8,1,0,0,0,0,0
170,1,15,NA,5,5,5,100,100,11,0,black,35,1,1,2,80,1,1,1,1,lt,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,1,2,0,1,0,0,0,0
67,1,NA,NA,4,4,4,51,51,51,1,white,28,4,4,5,80,1,1,1,1,control,trust intro|competence|honesty|benevolence,coproduce|PCP|PPP,1,2,1,0,0,0,0,1
107,1,NA,16,5,6,6,87,100,86,0,white,29,2,5,5,80,1,1,2,2,ht,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,1,4,1,0,0,0,0,2
162,1,NA,NA,5,5,4,76,90,100,0,white,27,2,3,5,80,1,1,3,3,control,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,6,1,0,0,0,0,1
396,1,NA,16,7,7,6,90,91,70,1,asian,46,4,4,5,80,1,1,4,4,ht,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,8,0,0,0,1,0,2
139,1,NA,NA,3,5,3,20,80,100,0,white,34,3,7,5,80,1,1,4,2,control,trust intro|honesty|benevolence|competence,PPP|PCP|coproduce,1,6,1,0,0,0,0,1
201,1,13,NA,5,5,5,100,90,90,1,white,54,2,5,2,80,1,1,5,5,lt,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,1,10,1,0,0,0,0,0
171,1,NA,NA,6,5,6,79,80,70,0,white,41,2,4,5,80,1,1,4,4,control,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,1,8,1,0,0,0,0,1
327,1,NA,NA,6,6,5,80,80,100,1,white,51,4,5,3,80,1,0,3,3,control,trust intro|competence|benevolence|honesty,PCP|PPP|coproduce,0.5,6,1,0,0,0,0,1
336,1,NA,NA,3,3,2,81,51,61,1,white,53,4,5,2,80,0,0,3,5,control,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,0,8,1,0,0,0,0,1
123,1,NA,16,6,6,6,95,95,90,1,white,28,1,2,3,80,1,1,4,2,ht,trust intro|benevolence|competence|honesty,PCP|coproduce|PPP,1,6,1,0,0,0,0,2
215,1,NA,16,5,4,5,95,95,95,1,white,23,3,4,3,80,1,1,3,5,ht,trust intro|honesty|competence|benevolence,PPP|PCP|coproduce,1,8,1,0,0,0,0,2
125,1,15,NA,4,6,5,66,60,70,0,white,25,3,4,6,80,1,0,4,3,lt,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,0.5,7,1,0,0,0,0,0
186,1,NA,16,6,5,6,89,93,31,0,white,71,4,1,4,80,-1,0,1,1,ht,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,-0.5,2,1,0,0,0,0,2
195,1,NA,NA,5,5,5,91,92,30,0,white,49,4,6,5,80,1,1,3,2,control,trust intro|honesty|benevolence|competence,PCP|coproduce|PPP,1,5,1,0,0,0,0,1
137,1,12,NA,3,3,2,40,100,80,0,white,23,3,1,3,80,1,1,2,1,lt,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,1,3,1,0,0,0,0,0
201,1,NA,16,6,6,3,90,85,80,0,white,59,5,1,5,80,0,0,1,1,ht,trust intro|honesty|benevolence|competence,PCP|coproduce|PPP,0,2,1,0,0,0,0,2
130,1,NA,NA,4,3,2,62,62,60,1,white,28,4,6,8,80,1,0,2,1,control,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,0.5,3,1,0,0,0,0,1
216,1,12,NA,5,5,4,55,100,60,1,white,40,4,3,5,80,-1,0,1,1,lt,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,-0.5,2,1,0,0,0,0,0
188,1,12,NA,5,4,5,55,90,80,1,white,62,2,7,3,80,1,1,3,4,lt,trust intro|honesty|competence|benevolence,coproduce|PPP|PCP,1,7,1,0,0,0,0,0
152,1,12,NA,7,4,3,55,100,100,0,white,39,2,3,3,80,1,1,3,2,lt,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,1,5,1,0,0,0,0,0
113,1,NA,NA,5,6,7,70,84,76,0,white,25,1,5,5,80,1,1,5,2,control,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,1,7,1,0,0,0,0,1
90,1,NA,13,5,6,5,71,36,76,0,hispanic,27,2,4,5,80,1,1,4,4,ht,trust intro|competence|benevolence|honesty,PPP|PCP|coproduce,1,8,0,0,1,0,0,2
139,1,NA,16,5,5,3,27,92,78,1,white,29,3,6,5,80,1,1,4,5,ht,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,9,1,0,0,0,0,2
137,1,NA,NA,4,3,3,60,88,75,1,black,31,3,2,4,80,0,1,1,1,control,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,0.5,2,0,1,0,0,0,1
122,1,NA,NA,5,6,5,66,56,71,0,asian,25,2,4,5,80,1,1,3,4,control,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,7,0,0,0,1,0,1
174,1,NA,12,5,2,2,60,95,92,0,white,25,3,3,2,80,0,1,1,2,ht,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,0.5,3,1,0,0,0,0,2
91,1,NA,NA,6,6,5,55,76,51,1,white,43,2,2,5,80,1,1,3,4,control,trust intro|competence|honesty|benevolence,coproduce|PPP|PCP,1,7,1,0,0,0,0,1
132,1,13,NA,2,2,3,70,51,39,1,white,38,2,3,3,80,1,1,4,4,lt,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,1,8,1,0,0,0,0,0
262,1,NA,NA,4,3,3,90,92,87,1,white,40,4,7,4,80,-1,-1,1,1,control,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,-1,2,1,0,0,0,0,1
141,1,NA,NA,6,6,6,70,69,83,0,white,66,4,3,5,80,1,1,5,5,control,trust intro|honesty|benevolence|competence,PPP|PCP|coproduce,1,10,1,0,0,0,0,1
136,1,NA,NA,6,7,5,90,100,73,0,white,65,2,4,5,80,1,0,4,5,control,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,0.5,9,1,0,0,0,0,1
188,1,NA,NA,6,5,5,75,100,100,0,white,39,3,2,2,80,1,1,4,2,control,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,1,6,1,0,0,0,0,1
140,1,12,NA,1,1,1,75,69,90,0,white,19,3,1,3,80,1,1,3,3,lt,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,1,6,1,0,0,0,0,0
144,1,13,NA,4,5,3,59,72,65,0,white,42,2,4,2,80,1,1,4,3,lt,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,7,1,0,0,0,0,0
259,1,13,NA,4,3,2,60,70,90,0,hispanic,64,4,2,3,80,-1,-1,2,5,lt,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,-1,7,0,0,1,0,0,0
152,1,NA,NA,6,3,5,78,92,72,1,white,37,2,5,7,80,1,1,4,4,control,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,8,1,0,0,0,0,1
126,1,12,NA,2,2,2,85,90,75,1,white,69,4,3,5,80,1,1,5,4,lt,trust intro|honesty|benevolence|competence,coproduce|PCP|PPP,1,9,1,0,0,0,0,0
285,1,NA,14,5,5,4,75,72,68,1,white,32,3,1,3,80,1,1,3,4,ht,trust intro|honesty|benevolence|competence,coproduce|PPP|PCP,1,7,1,0,0,0,0,2
143,1,12,NA,5,4,1,82,74,21,0,white,32,3,2,3,80,1,1,1,3,lt,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,4,1,0,0,0,0,0
162,1,NA,NA,6,5,3,96,100,80,1,white,44,2,5,7,80,1,1,3,3,control,trust intro|benevolence|competence|honesty,PCP|PPP|coproduce,1,6,1,0,0,0,0,1
250,1,16,NA,6,6,7,75,78,53,1,white,38,1,3,5,80,-1,0,5,5,lt,trust intro|honesty|competence|benevolence,PPP|coproduce|PCP,-0.5,10,1,0,0,0,0,0
90,1,NA,NA,3,3,2,16,93,40,0,hispanic,25,1,3,5,80,1,1,4,5,control,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,9,0,0,1,0,0,1
136,1,NA,NA,6,4,4,50,50,50,0,black,45,3,5,5,80,1,1,4,3,control,trust intro|benevolence|honesty|competence,PPP|PCP|coproduce,1,7,0,1,0,0,0,1
235,1,12,NA,5,4,4,51,93,51,1,white,51,5,3,3,80,-1,-1,2,3,lt,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,-1,5,1,0,0,0,0,0
440,1,12,NA,2,4,2,33,60,51,1,other,35,1,6,5,80,1,1,5,3,lt,trust intro|competence|benevolence|honesty,coproduce|PCP|PPP,1,8,0,0,0,0,1,0
273,1,12,NA,6,5,5,75,75,80,0,white,22,4,3,5,80,1,1,5,4,lt,trust intro|competence|honesty|benevolence,coproduce|PCP|PPP,1,9,1,0,0,0,0,0
124,1,15,NA,6,6,7,82,73,83,1,black,41,2,4,5,80,1,0,4,4,lt,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,0.5,8,0,1,0,0,0,0
194,1,12,NA,5,3,3,70,100,75,1,white,49,4,4,6,80,1,0,1,1,lt,trust intro|benevolence|competence|honesty,PPP|PCP|coproduce,0.5,2,1,0,0,0,0,0
205,1,15,NA,4,6,5,83,70,84,1,hispanic,31,3,2,5,80,1,0,5,4,lt,trust intro|honesty|benevolence|competence,PCP|PPP|coproduce,0.5,9,0,0,1,0,0,0
92,1,NA,NA,6,4,4,51,51,51,1,other,51,2,7,5,80,1,0,4,1,control,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,0.5,5,0,0,0,0,1,1
176,1,12,NA,3,5,3,70,88,70,1,asian,29,2,1,5,80,1,1,4,4,lt,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,8,0,0,0,1,0,0
134,1,12,NA,6,5,4,78,80,79,1,asian,34,3,3,5,80,1,1,4,3,lt,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,7,0,0,0,1,0,0
209,1,NA,15,6,5,6,74,100,90,1,white,49,3,2,5,80,1,1,2,5,ht,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,1,7,1,0,0,0,0,2
93,1,NA,NA,3,3,5,56,80,75,0,white,36,2,5,8,80,1,1,3,4,control,trust intro|benevolence|honesty|competence,PCP|PPP|coproduce,1,7,1,0,0,0,0,1
148,1,NA,16,6,5,6,80,80,80,1,white,26,2,3,6,80,1,1,2,1,ht,trust intro|competence|benevolence|honesty,coproduce|PPP|PCP,1,3,1,0,0,0,0,2
263,1,NA,NA,2,2,1,56,69,60,0,white,45,1,2,3,80,1,1,3,4,control,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,1,7,1,0,0,0,0,1
103,1,12,NA,5,3,3,25,82,91,1,white,45,2,6,6,80,1,1,5,4,lt,trust intro|competence|honesty|benevolence,PPP|coproduce|PCP,1,9,1,0,0,0,0,0
139,1,12,NA,5,5,5,40,100,80,1,white,29,2,5,6,80,1,1,4,1,lt,trust intro|competence|honesty|benevolence,coproduce|PPP|PCP,1,5,1,0,0,0,0,0
112,1,12,NA,4,4,2,51,72,64,1,white,37,2,4,5,80,1,1,4,2,lt,trust intro|benevolence|competence|honesty,PCP|PPP|coproduce,1,6,1,0,0,0,0,0
134,1,NA,NA,6,1,1,100,100,100,1,white,56,3,5,4,80,1,1,5,1,control,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,1,6,1,0,0,0,0,1
267,1,12,NA,2,4,3,9,93,22,0,white,39,2,4,2,80,1,1,2,1,lt,trust intro|benevolence|honesty|competence,coproduce|PPP|PCP,1,3,1,0,0,0,0,0
226,1,NA,NA,5,5,3,80,82,72,1,white,59,4,4,2,80,1,0,3,1,control,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,0.5,4,1,0,0,0,0,1
456,1,NA,12,7,5,5,52,87,98,1,white,49,3,2,4,80,0,0,3,3,ht,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,0,6,1,0,0,0,0,2
208,1,NA,NA,6,6,6,81,81,80,0,white,31,4,6,5,80,1,1,4,4,control,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,1,8,1,0,0,0,0,1
197,1,NA,15,6,5,5,80,75,29,0,white,51,4,5,5,80,0,0,2,2,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,0,4,1,0,0,0,0,2
82,1,NA,NA,3,1,2,60,82,74,1,white,31,2,4,4,80,1,0,2,5,control,trust intro|competence|honesty|benevolence,PCP|coproduce|PPP,0.5,7,1,0,0,0,0,1
179,1,14,NA,5,5,5,58,74,69,0,white,34,2,5,6,80,1,1,3,1,lt,trust intro|competence|honesty|benevolence,PCP|PPP|coproduce,1,4,1,0,0,0,0,0
198,1,NA,NA,5,5,3,80,59,5,1,white,56,2,1,3,80,1,1,4,2,control,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,1,6,1,0,0,0,0,1
189,1,NA,NA,5,5,2,71,92,81,1,white,30,2,3,2,80,1,1,3,4,control,trust intro|benevolence|competence|honesty,PPP|coproduce|PCP,1,7,1,0,0,0,0,1
97,1,NA,NA,2,3,4,68,73,40,0,white,29,3,5,6,80,1,1,3,2,control,trust intro|benevolence|honesty|competence,PPP|coproduce|PCP,1,5,1,0,0,0,0,1
313,1,NA,NA,5,3,3,61,75,70,1,white,64,3,1,2,80,1,1,3,3,control,trust intro|competence|honesty|benevolence,PPP|PCP|coproduce,1,6,1,0,0,0,0,1
302,1,12,NA,3,3,2,90,97,98,1,black,36,3,4,5,80,1,1,4,4,lt,trust intro|honesty|competence|benevolence,PCP|PPP|coproduce,1,8,0,1,0,0,0,0
142,1,NA,15,4,5,5,61,63,56,1,white,59,3,3,5,80,0,1,5,3,ht,trust intro|benevolence|honesty|competence,coproduce|PCP|PPP,0.5,8,1,0,0,0,0,2
75,1,NA,NA,4,2,2,40,100,80,1,white,28,3,3,3,80,1,1,1,2,control,trust intro|benevolence|competence|honesty,coproduce|PPP|PCP,1,3,1,0,0,0,0,1
327,1,NA,NA,6,5,5,50,90,91,1,asian,33,2,4,6,80,1,1,5,2,control,trust intro|competence|benevolence|honesty,PCP|coproduce|PPP,1,7,0,0,0,1,0,1
172,1,NA,NA,5,5,4,60,80,40,1,white,43,1,4,2,80,1,1,4,2,control,trust intro|competence|benevolence|honesty,PPP|coproduce|PCP,1,6,1,0,0,0,0,1
99,1,NA,16,6,6,6,60,85,70,0,white,32,3,1,3,80,1,1,2,2,ht,trust intro|benevolence|competence|honesty,coproduce|PCP|PPP,1,4,1,0,0,0,0,2
242,1,NA,15,3,5,3,82,100,73,1,black,30,4,4,6,80,1,1,3,3,ht,trust intro|honesty|benevolence|competence,coproduce|PPP|PCP,1,6,0,1,0,0,0,2
117,1,NA,16,6,5,6,41,91,69,1,white,37,4,6,5,80,1,1,2,2,ht,trust intro|honesty|benevolence|competence,PPP|coproduce|PCP,1,4,1,0,0,0,0,2
163,1,12,NA,3,5,3,40,80,60,1,white,41,1,1,5,80,1,1,4,4,lt,trust intro|honesty|competence|benevolence,coproduce|PCP|PPP,1,8,1,0,0,0,0,0
