,statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
1124,13023,0.34143177,0.44304317,1.0,0.0,-0.032913208,0.001083279,-3.57e-05,1.173494e-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.101611406
1125,13023,0.6901613,0.4835434,1.0,0.0,-0.20520636,0.042109653,-0.008641169,0.001773223,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.20661789
1126,13023,0.33858487,0.34143177,1.0,0.0,0.4052678,0.164242,0.06656199,0.026975432,3.0,3.0,0.0,0.0,1.0,0.4052678,0.164242,0.06656199,0.026975432,-0.002846897
1129,13024,0.57060575,0.3274774,1.0,0.0,0.04139772,0.001713771,7.0946226e-05,2.937012e-06,0.0,0.0,6.0,6.0,1.0,0.04139772,0.001713771,7.0946226e-05,2.937012e-06,0.24312836
1130,13024,0.5486121,0.48797414,1.0,1.0,0.14687747,0.02157299,0.003168586,0.000465394,1.0,1.0,0.0,0.0,1.0,0.14687747,0.02157299,0.003168586,0.000465394,0.06063798
1131,13024,0.56346005,0.57060575,1.0,1.0,0.097224236,0.009452552,0.000919017,8.935074e-05,2.0,2.0,0.0,0.0,1.0,0.097224236,0.009452552,0.000919017,8.935074e-05,-0.007145703
1134,13025,0.64273083,0.6388582,1.0,1.0,0.093875945,0.008812693,0.0008273,7.766356e-05,5.0,5.0,0.0,0.0,1.0,0.093875945,0.008812693,0.0008273,7.766356e-05,0.003872633
1135,13025,0.6164656,0.54587024,1.0,1.0,0.31909466,0.1018214,0.032490663,0.010367597,6.0,6.0,0.0,0.0,1.0,0.31909466,0.1018214,0.032490663,0.010367597,0.07059538
1136,13025,0.5575685,0.64273083,1.0,1.0,0.23293129,0.054256983,0.012638149,0.00294382,7.0,7.0,0.0,0.0,1.0,0.23293129,0.054256983,0.012638149,0.00294382,-0.08516234
1139,13026,0.33193007,0.46826175,1.0,0.0,-0.40200716,0.16160975,-0.06496828,0.026117714,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.13633168
1140,13026,0.29546553,0.28003216,1.0,0.0,-0.31033137,0.096305564,-0.029886637,0.009274761,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.015433371
1143,13031,0.33640417,0.22602357,1.0,0.0,-0.21224594,0.04504834,-0.009561327,0.002029353,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.110380605
1146,13032,0.38068798,0.31040362,1.0,0.0,-0.16672811,0.027798261,-0.004634752,0.000772743,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07028437
1147,13032,0.45584008,0.41663596,1.0,0.0,-0.238624,0.056941416,-0.013587589,0.003242325,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03920412
1148,13032,0.45888814,0.38068798,1.0,0.0,-0.08831981,0.007800389,-0.000688929,6.084606e-05,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07820016
1151,13033,0.5025662,0.40827712,1.0,0.0,0.01376152,0.000189379,2.606149e-06,3.5864574e-08,0.0,0.0,6.0,6.0,1.0,0.01376152,0.000189379,2.606149e-06,3.5864574e-08,0.094289094
1152,13033,0.4022958,0.50688076,1.0,1.0,0.005132437,2.6341908e-05,1.3519818e-07,6.9389605e-10,1.0,1.0,6.0,7.0,1.0,0.005132437,2.6341908e-05,1.3519818e-07,6.9389605e-10,-0.10458496
1153,13033,0.54406315,0.5025662,1.0,1.0,-0.11826679,0.013987034,-0.001654202,0.000195637,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.041496933
1156,13034,0.519541,0.37625027,1.0,0.0,0.056905687,0.003238257,0.000184275,1.0486309e-05,0.0,0.0,1.0,1.0,1.0,0.056905687,0.003238257,0.000184275,1.0486309e-05,0.14329076
1157,13034,0.50858873,0.5176403,1.0,1.0,0.05203405,0.002707542,0.000140884,7.3307856e-06,1.0,1.0,0.0,0.0,1.0,0.05203405,0.002707542,0.000140884,7.3307856e-06,-0.009051561
1158,13034,0.47472632,0.519541,1.0,1.0,0.029335827,0.000860591,2.524614e-05,7.406164e-07,2.0,2.0,0.0,0.0,1.0,0.029335827,0.000860591,2.524614e-05,7.406164e-07,-0.044814706
1161,13035,0.5644457,0.5181055,1.0,1.0,0.030888557,0.000954103,2.9470864e-05,9.103125e-07,1.0,1.0,0.0,0.0,1.0,0.030888557,0.000954103,2.9470864e-05,9.103125e-07,0.046340168
1162,13035,0.57214695,0.50982183,1.0,1.0,0.15873167,0.025195742,0.003999362,0.000634825,2.0,2.0,0.0,0.0,1.0,0.15873167,0.025195742,0.003999362,0.000634825,0.06232512
1163,13035,0.53293,0.5644457,1.0,1.0,0.16590726,0.02752522,0.004566634,0.000757638,3.0,3.0,0.0,0.0,1.0,0.16590726,0.02752522,0.004566634,0.000757638,-0.031515658
1166,13036,0.42137876,0.4646454,1.0,0.0,-0.19257504,0.037085146,-0.007141673,0.001375308,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.043266624
1167,13036,0.34887025,0.39980054,1.0,0.0,-0.13159284,0.017316675,-0.002278751,0.000299867,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.05093029
1170,13041,0.5417848,0.35633588,1.0,0.0,0.030121297,0.000907293,2.7328826e-05,8.231797e-07,0.0,0.0,1.0,1.0,1.0,0.030121297,0.000907293,2.7328826e-05,8.231797e-07,0.18544894
1173,13042,0.44189143,0.35986573,1.0,0.0,-0.13908711,0.019345224,-0.002690672,0.000374238,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.08202571
1174,13042,0.47435197,0.40311423,1.0,0.0,-0.11621714,0.013506423,-0.001569678,0.000182423,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07123774
1175,13042,0.44920668,0.44189143,1.0,0.0,-0.051296026,0.002631282,-0.000134974,6.923646e-06,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007315248
1178,13043,0.32045016,0.42733398,1.0,0.0,-0.09938207,0.009876796,-0.000981577,9.755111e-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.106883824
1179,13043,0.70125353,0.43212268,1.0,0.0,-0.27617016,0.07626996,-0.021063488,0.005817107,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26913086
1180,13043,0.3505988,0.32045016,1.0,0.0,0.42887577,0.18393444,0.07888502,0.033831876,3.0,3.0,0.0,0.0,1.0,0.42887577,0.18393444,0.07888502,0.033831876,0.030148655
1183,13044,0.44188517,0.35954118,1.0,0.0,-0.09940705,0.009881761,-0.000982317,9.76492e-05,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.082343996
1184,13044,0.32454535,0.43689856,1.0,0.0,-0.11622965,0.013509332,-0.001570185,0.000182502,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.112353206
1185,13044,0.3107526,0.44188517,1.0,0.0,-0.33637354,0.113147154,-0.038059708,0.01280228,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.13113257
1188,13045,0.28897026,0.36358318,1.0,0.0,-0.4079687,0.16643846,-0.067901686,0.027701762,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.074612916
1189,13045,0.27615073,0.28134805,1.0,0.0,-0.35910967,0.12895976,-0.046310697,0.016630618,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,-0.005197316
1190,13045,0.31858462,0.28897026,1.0,0.0,-0.4250926,0.18070373,-0.07681582,0.032653835,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02961436
1193,13046,0.5748905,0.45496818,1.0,0.0,-0.12876436,0.016580261,-0.002134947,0.000274905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11992231
1194,13046,0.52601945,0.37314174,1.0,0.0,0.16975242,0.028815884,0.004891566,0.000830355,0.0,0.0,1.0,1.0,1.0,0.16975242,0.028815884,0.004891566,0.000830355,0.15287772
1197,13051,0.48380965,0.46955803,1.0,0.0,0.06698403,0.00448686,0.000300548,2.0131913e-05,0.0,0.0,1.0,1.0,1.0,0.06698403,0.00448686,0.000300548,2.0131913e-05,0.01425162
1200,13052,0.41441357,0.45345005,1.0,0.0,-0.07828447,0.006128459,-0.000479763,3.7558006e-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.039036483
1201,13052,0.4370163,0.43850312,1.0,0.0,-0.17117286,0.029300148,-0.00501539,0.000858499,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.001486808
1202,13052,0.54178095,0.41441357,1.0,0.0,-0.0841555,0.007082148,-0.000596002,5.015682e-05,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12736738
1205,13053,0.49884018,0.42502525,1.0,0.0,0.11585638,0.013422701,0.001555105,0.000180169,0.0,0.0,0.0,0.0,1.0,0.11585638,0.013422701,0.001555105,0.000180169,0.07381493
1206,13053,0.49293017,0.5579282,1.0,1.0,0.012645245,0.000159902,2.0220025e-06,2.5568717e-08,1.0,1.0,0.0,0.0,1.0,0.012645245,0.000159902,2.0220025e-06,2.5568717e-08,-0.06499803
1207,13053,0.46077302,0.49884018,1.0,1.0,-0.014139652,0.00019993,-2.83e-06,3.9971912e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038067162
1210,13054,0.44325393,0.3170758,1.0,0.0,-0.084723115,0.007178006,-0.000608143,5.1523773e-05,1.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12617815
1211,13054,0.41627288,0.45763844,1.0,0.0,-0.11349213,0.012880464,-0.001461831,0.000165906,1.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.041365564
1212,13054,0.42347342,0.44325393,1.0,0.0,-0.16745424,0.028040923,-0.004695572,0.000786293,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,-0.019780517
1215,13055,0.2894952,0.3875457,1.0,0.0,-0.273715,0.074919894,-0.020506699,0.005612991,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.098050505
1216,13055,0.3324924,0.34989265,1.0,0.0,-0.36324468,0.1319467,-0.047928937,0.017409932,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.017400235
1217,13055,0.40889373,0.2894952,1.0,0.0,-0.31812286,0.10120216,-0.03219472,0.010241876,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.119398534
1220,13056,0.6366408,0.5240026,1.0,1.0,0.11727479,0.013753377,0.001612924,0.000189155,5.0,5.0,0.0,0.0,1.0,0.11727479,0.013753377,0.001612924,0.000189155,0.112638175
1221,13056,0.64995795,0.5502514,1.0,1.0,0.28654346,0.08210716,0.023527268,0.006741585,6.0,6.0,0.0,1.0,1.0,0.28654346,0.08210716,0.023527268,0.006741585,0.09970653
1224,13061,0.5680224,0.46152452,1.0,0.0,0.14802065,0.021910114,0.00324315,0.000480053,1.0,2.0,1.0,1.0,1.0,0.14802065,0.021910114,0.00324315,0.000480053,0.106497854
1227,13062,0.56852406,0.4919704,1.0,1.0,0.08978307,0.008061,0.000723741,6.497972e-05,1.0,1.0,0.0,0.0,1.0,0.08978307,0.008061,0.000723741,6.497972e-05,0.07655367
1228,13062,0.6356167,0.54489154,1.0,1.0,0.13704816,0.018782197,0.002574066,0.000352771,2.0,2.0,0.0,0.0,1.0,0.13704816,0.018782197,0.002574066,0.000352771,0.09072518
1229,13062,0.65616715,0.56852406,1.0,1.0,0.27123344,0.07356758,0.019953987,0.005412189,3.0,3.0,0.0,0.0,1.0,0.27123344,0.07356758,0.019953987,0.005412189,0.08764309
1232,13063,0.29431003,0.36678743,1.0,0.0,-0.14106366,0.019898957,-0.00280702,0.000395968,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.0724774
1233,13063,0.5751469,0.42946818,1.0,0.0,-0.29614222,0.08770022,-0.025971737,0.007691328,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14567873
1234,13063,0.0,0.29431003,1.0,0.0,0.27445018,0.0753229,0.020672385,0.00567354,5.0,6.0,0.0,0.0,1.0,0.27445018,0.0753229,0.020672385,0.00567354,-0.29431003
1237,13064,0.6178832,0.5154756,1.0,1.0,0.3341284,0.111641794,0.037302695,0.01246389,5.0,5.0,0.0,0.0,1.0,0.3341284,0.111641794,0.037302695,0.01246389,0.102407634
1238,13064,0.600263,0.6670642,1.0,1.0,0.28500056,0.08122532,0.023149261,0.006597553,6.0,6.0,0.0,0.0,1.0,0.28500056,0.08122532,0.023149261,0.006597553,-0.06680119
1239,13064,0.47189814,0.6178832,1.0,1.0,0.27112463,0.07350857,0.019929983,0.005403509,7.0,7.0,0.0,0.0,1.0,0.27112463,0.07350857,0.019929983,0.005403509,-0.14598507
1242,13065,0.67739576,0.9590787,1.0,1.0,0.65494907,0.4289583,0.28094584,0.18400522,12.0,12.0,0.0,0.0,1.0,0.65494907,0.4289583,0.28094584,0.18400522,-0.28168297
1243,13065,0.8587317,0.82747453,1.0,1.0,0.35479152,0.12587702,0.044660103,0.015845025,0.0,0.0,0.0,0.0,1.0,0.35479152,0.12587702,0.044660103,0.015845025,0.031257153
1244,13065,0.7306278,0.67739576,1.0,1.0,0.7174634,0.5147537,0.36931694,0.26497138,1.0,1.0,0.0,0.0,1.0,0.7174634,0.5147537,0.36931694,0.26497138,0.053232014
1247,13066,0.84854764,0.81040287,1.0,1.0,0.608894,0.3707519,0.2257486,0.13745697,4.0,4.0,0.0,1.0,1.0,0.608894,0.3707519,0.2257486,0.13745697,0.038144767
1248,13066,1.0,0.804447,1.0,1.0,0.6970953,0.48594183,0.33874774,0.23613946,5.0,5.0,0.0,0.0,1.0,0.6970953,0.48594183,0.33874774,0.23613946,0.195553
1251,13071,0.5698268,0.5752626,1.0,1.0,0.19953978,0.039816123,0.007944901,0.001585324,2.0,3.0,0.0,0.0,1.0,0.19953978,0.039816123,0.007944901,0.001585324,-0.005435824
1254,13072,0.500327,0.51007825,1.0,1.0,0.17928457,0.03214296,0.005762736,0.00103317,5.0,6.0,0.0,0.0,1.0,0.17928457,0.03214296,0.005762736,0.00103317,-0.00975126
1255,13072,0.6113809,0.5896423,1.0,1.0,0.000654012,4.2773166e-07,2.7974162e-10,1.8295436e-13,6.0,7.0,0.0,1.0,1.0,0.000654012,4.2773166e-07,2.7974162e-10,1.8295436e-13,0.021738589
1256,13072,0.606831,0.500327,1.0,1.0,0.22276178,0.04962281,0.011054066,0.002462423,7.0,8.0,0.0,0.0,1.0,0.22276178,0.04962281,0.011054066,0.002462423,0.10650402
1259,13073,0.64897007,0.5926872,1.0,1.0,0.41468278,0.1719618,0.0713096,0.029570863,2.0,2.0,0.0,0.0,1.0,0.41468278,0.1719618,0.0713096,0.029570863,0.056282878
1260,13073,0.39121392,0.69800323,1.0,1.0,0.40917274,0.16742234,0.068504654,0.028030237,3.0,3.0,0.0,0.0,1.0,0.40917274,0.16742234,0.068504654,0.028030237,-0.3067893
1261,13073,0.90750855,0.64897007,1.0,1.0,-0.21757218,0.047337655,-0.010299357,0.002240854,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.25853848
1264,13074,0.9465393,0.75011456,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.19642472
1265,13074,0.94889677,1.0,1.0,1.0,0.8996057,0.8092904,0.72804224,0.654951,8.0,8.0,0.0,0.0,1.0,0.8996057,0.8092904,0.72804224,0.654951,-0.051103234
1266,13074,0.95336175,0.9465393,1.0,1.0,0.89779353,0.80603325,0.7236514,0.64968956,9.0,9.0,0.0,0.0,1.0,0.89779353,0.80603325,0.7236514,0.64968956,0.006822467
1269,13075,0.77365184,0.77185905,1.0,1.0,0.38501462,0.14823626,0.057073127,0.021973988,0.0,0.0,0.0,0.0,1.0,0.38501462,0.14823626,0.057073127,0.021973988,0.001792789
1270,13075,1.0,0.6925073,1.0,1.0,0.5473037,0.29954132,0.16394006,0.089725,1.0,1.0,0.0,0.0,1.0,0.5473037,0.29954132,0.16394006,0.089725,0.30749267
1271,13075,1.0,0.77365184,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.22634816
1274,13076,0.7107265,0.5694971,1.0,1.0,0.7427883,0.5517345,0.40982193,0.30441093,5.0,5.0,0.0,0.0,1.0,0.7427883,0.5517345,0.40982193,0.30441093,0.14122939
1275,13076,0.69021416,0.87139416,1.0,1.0,0.42145303,0.17762266,0.074859604,0.031549808,6.0,6.0,0.0,0.0,1.0,0.42145303,0.17762266,0.074859604,0.031549808,-0.18118
1278,13081,0.6194088,0.53881687,1.0,1.0,0.3910228,0.15289883,0.05978693,0.023378052,1.0,1.0,0.0,0.0,1.0,0.3910228,0.15289883,0.05978693,0.023378052,0.08059192
1281,13082,0.6564548,0.6527567,1.0,1.0,0.5533978,0.3062491,0.16947757,0.09378851,1.0,1.0,0.0,0.0,1.0,0.5533978,0.3062491,0.16947757,0.09378851,0.003698111
1282,13082,0.7165296,0.7766989,1.0,1.0,0.3129096,0.09791242,0.030637736,0.009586842,2.0,2.0,0.0,0.0,1.0,0.3129096,0.09791242,0.030637736,0.009586842,-0.06016928
1283,13082,0.72897947,0.6564548,1.0,1.0,0.43305922,0.18754028,0.081216045,0.03517136,3.0,3.0,0.0,0.0,1.0,0.43305922,0.18754028,0.081216045,0.03517136,0.07252467
1286,13083,0.6962786,0.663821,1.0,1.0,0.52631897,0.27701166,0.1457965,0.07673546,1.0,1.0,0.0,0.0,1.0,0.52631897,0.27701166,0.1457965,0.07673546,0.03245759
1287,13083,0.698012,0.7503646,1.0,1.0,0.47543913,0.22604237,0.10746939,0.05109515,2.0,2.0,0.0,0.0,1.0,0.47543913,0.22604237,0.10746939,0.05109515,-0.052352607
1288,13083,0.62832725,0.6962786,1.0,1.0,0.481429,0.2317739,0.111582674,0.053719137,3.0,3.0,0.0,1.0,1.0,0.481429,0.2317739,0.111582674,0.053719137,-0.06795132
1291,13084,0.7782839,0.64703536,1.0,1.0,0.5799614,0.33635524,0.19507307,0.11313485,6.0,6.0,0.0,0.0,1.0,0.5799614,0.33635524,0.19507307,0.11313485,0.13124853
1292,13084,0.7864541,0.7899807,1.0,1.0,0.55928797,0.31280303,0.17494696,0.09784573,7.0,7.0,0.0,1.0,1.0,0.55928797,0.31280303,0.17494696,0.09784573,-0.003526628
1293,13084,0.75629324,0.7782839,1.0,1.0,0.6271612,0.39333117,0.24668205,0.15470941,8.0,8.0,0.0,2.0,1.0,0.6271612,0.39333117,0.24668205,0.15470941,-0.021990657
1296,13085,0.90190846,0.89528227,1.0,1.0,0.25540152,0.06522994,0.016659826,0.004254945,7.0,9.0,0.0,0.0,1.0,0.25540152,0.06522994,0.016659826,0.004254945,0.006626189
1297,13085,1.0,0.62770075,1.0,1.0,0.8038169,0.6461216,0.5193635,0.41747317,8.0,10.0,0.0,0.0,1.0,0.8038169,0.6461216,0.5193635,0.41747317,0.37229925
1298,13085,0.7226365,0.90190846,1.0,1.0,1.0,1.0,1.0,1.0,9.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.17927194
1301,13086,0.82283354,0.8123208,1.0,1.0,0.662366,0.4387287,0.29059896,0.19248286,1.0,1.0,0.0,1.0,1.0,0.662366,0.4387287,0.29059896,0.19248286,0.01051271
1302,13086,0.8600254,0.8199663,1.0,1.0,0.66051567,0.43628094,0.2881704,0.19034107,2.0,2.0,0.0,0.0,1.0,0.66051567,0.43628094,0.2881704,0.19034107,0.04005909
1305,13091,0.90977937,0.48620397,1.0,1.0,0.31079707,0.09659482,0.030021386,0.009330559,1.0,1.0,0.0,0.0,1.0,0.31079707,0.09659482,0.030021386,0.009330559,0.4235754
1308,13092,0.62796324,0.6113712,1.0,1.0,0.43777522,0.19164714,0.08389837,0.036728628,4.0,4.0,0.0,0.0,1.0,0.43777522,0.19164714,0.08389837,0.036728628,0.016592026
1309,13092,0.720693,0.71070266,1.0,1.0,0.25592646,0.06549835,0.016762761,0.004290034,5.0,5.0,0.0,0.0,1.0,0.25592646,0.06549835,0.016762761,0.004290034,0.009990335
1310,13092,0.72303134,0.62796324,1.0,1.0,0.44138598,0.19482158,0.08599152,0.03795545,6.0,6.0,0.0,0.0,1.0,0.44138598,0.19482158,0.08599152,0.03795545,0.0950681
1313,13093,0.53517425,0.5874914,1.0,1.0,0.3658953,0.13387938,0.04898583,0.017923687,10.0,11.0,0.0,1.0,1.0,0.3658953,0.13387938,0.04898583,0.017923687,-0.052317142
1314,13093,0.49663603,0.6586235,1.0,1.0,0.13507837,0.018246166,0.002464662,0.000332923,11.0,12.0,0.0,0.0,1.0,0.13507837,0.018246166,0.002464662,0.000332923,-0.16198748
1315,13093,0.9188618,0.53517425,1.0,1.0,0.06986737,0.00488145,0.000341054,2.3828552e-05,12.0,13.0,0.0,1.0,1.0,0.06986737,0.00488145,0.000341054,2.3828552e-05,0.38368756
1318,13094,0.9510135,0.0,1.0,0.0,0.8603399,0.7401847,0.6368104,0.5478734,15.0,16.0,0.0,0.0,1.0,0.8603399,0.7401847,0.6368104,0.5478734,0.9510135
1319,13094,0.54174095,0.93016994,1.0,1.0,0.902027,0.81365275,0.7339367,0.66203076,16.0,17.0,0.0,0.0,1.0,0.902027,0.81365275,0.7339367,0.66203076,-0.388429
1320,13094,0.5833577,0.9510135,1.0,1.0,0.09750283,0.009506801,0.00092694,9.0379275e-05,0.0,0.0,0.0,1.0,1.0,0.09750283,0.009506801,0.00092694,9.0379275e-05,-0.3676558
1323,13095,0.6938435,0.73221165,1.0,1.0,0.05549395,0.003079579,0.000170898,9.483804e-06,0.0,0.0,0.0,0.0,1.0,0.05549395,0.003079579,0.000170898,9.483804e-06,-0.038368165
1324,13095,1.0,0.527747,1.0,1.0,0.447146,0.19993955,0.08940217,0.039975822,1.0,1.0,0.0,0.0,1.0,0.447146,0.19993955,0.08940217,0.039975822,0.47225302
1325,13095,0.64374864,0.6938435,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.050094843
1328,13096,0.747886,0.8860716,1.0,1.0,0.45229316,0.2045691,0.09252521,0.041848518,7.0,7.0,0.0,0.0,1.0,0.45229316,0.2045691,0.09252521,0.041848518,-0.13818562
1329,13096,0.6643482,0.7261466,1.0,1.0,0.5350003,0.28622535,0.15313065,0.08192495,8.0,8.0,0.0,0.0,1.0,0.5350003,0.28622535,0.15313065,0.08192495,-0.061798394
1332,13101,0.6707573,0.5788142,1.0,1.0,0.30043843,0.090263255,0.02711855,0.008147455,1.0,1.0,0.0,0.0,1.0,0.30043843,0.090263255,0.02711855,0.008147455,0.091943085
1335,13102,0.73215866,0.7124628,1.0,1.0,0.55341417,0.30626723,0.16949263,0.09379962,2.0,2.0,0.0,0.0,1.0,0.55341417,0.30626723,0.16949263,0.09379962,0.019695878
1336,13102,0.7610516,0.7676713,1.0,1.0,0.46431735,0.2155906,0.100102454,0.046479307,3.0,3.0,0.0,1.0,1.0,0.46431735,0.2155906,0.100102454,0.046479307,-0.006619692
1337,13102,0.7658866,0.73215866,1.0,1.0,0.5221032,0.27259174,0.14232102,0.07430626,4.0,4.0,0.0,0.0,1.0,0.5221032,0.27259174,0.14232102,0.07430626,0.033727944
1340,13103,0.8206805,0.80964947,1.0,1.0,0.75065136,0.56347746,0.42297512,0.31750685,9.0,9.0,0.0,0.0,1.0,0.75065136,0.56347746,0.42297512,0.31750685,0.011031032
1341,13103,0.7052979,0.8753257,1.0,1.0,0.641361,0.41134393,0.26381996,0.16920383,10.0,10.0,0.0,0.0,1.0,0.641361,0.41134393,0.26381996,0.16920383,-0.17002779
1342,13103,0.72970855,0.8206805,1.0,1.0,0.4105958,0.16858892,0.0692219,0.028422222,11.0,11.0,0.0,0.0,1.0,0.4105958,0.16858892,0.0692219,0.028422222,-0.09097195
1345,13104,0.916007,0.0,1.0,0.0,0.7123559,0.50745094,0.3614857,0.25750646,3.0,3.0,0.0,0.0,1.0,0.7123559,0.50745094,0.3614857,0.25750646,0.916007
1346,13104,0.9502565,0.8244733,1.0,1.0,0.8654042,0.74892443,0.6481223,0.56088775,4.0,4.0,0.0,0.0,1.0,0.8654042,0.74892443,0.6481223,0.56088775,0.1257832
1347,13104,0.944549,0.916007,1.0,1.0,0.90051305,0.81092376,0.73024744,0.65759736,5.0,5.0,0.0,0.0,1.0,0.90051305,0.81092376,0.73024744,0.65759736,0.028542042
1350,13105,0.93309695,0.7919895,1.0,1.0,0.4616356,0.21310742,0.098377965,0.045414772,2.0,2.0,0.0,1.0,1.0,0.4616356,0.21310742,0.098377965,0.045414772,0.14110744
1351,13105,0.784362,0.72420496,1.0,1.0,0.8661939,0.7502919,0.64989823,0.56293786,3.0,3.0,0.0,0.0,1.0,0.8661939,0.7502919,0.64989823,0.56293786,0.06015706
1352,13105,0.80422866,0.93309695,1.0,1.0,0.6062291,0.36751375,0.22279754,0.13506636,4.0,4.0,0.0,1.0,1.0,0.6062291,0.36751375,0.22279754,0.13506636,-0.12886828
1355,13106,0.91271174,0.95762295,1.0,1.0,0.797954,0.6367306,0.50808173,0.40542588,6.0,6.0,0.0,0.0,1.0,0.797954,0.6367306,0.50808173,0.40542588,-0.044911206
1356,13106,0.9229511,0.8903711,1.0,1.0,0.83358306,0.6948607,0.5792241,0.48283142,7.0,7.0,0.0,0.0,1.0,0.83358306,0.6948607,0.5792241,0.48283142,0.032580018
1359,13111,0.6291206,0.6040938,1.0,1.0,0.2465905,0.06080687,0.014994397,0.003697476,1.0,1.0,0.0,1.0,1.0,0.2465905,0.06080687,0.014994397,0.003697476,0.025026798
1362,13112,0.7774224,0.7380944,1.0,1.0,0.67076623,0.44992733,0.30179608,0.20243461,4.0,4.0,0.0,2.0,1.0,0.67076623,0.44992733,0.30179608,0.20243461,0.03932804
1363,13112,0.8137549,0.8353831,1.0,1.0,0.55484486,0.3078528,0.17081055,0.09477335,5.0,5.0,0.0,3.0,1.0,0.55484486,0.3078528,0.17081055,0.09477335,-0.021628201
1364,13112,0.8162612,0.7774224,1.0,1.0,0.62750983,0.39376858,0.24709366,0.1550537,6.0,6.0,0.0,0.0,1.0,0.62750983,0.39376858,0.24709366,0.1550537,0.038838744
1367,13113,0.70634866,0.71589255,1.0,1.0,0.6021064,0.3625321,0.2182829,0.13142952,9.0,9.0,0.0,1.0,1.0,0.6021064,0.3625321,0.2182829,0.13142952,-0.009543896
1368,13113,0.69667333,0.7883004,1.0,1.0,0.48755383,0.23770875,0.11589581,0.056505445,0.0,0.0,0.0,1.0,1.0,0.48755383,0.23770875,0.11589581,0.056505445,-0.09162706
1369,13113,0.78567654,0.70634866,1.0,1.0,0.51229423,0.2624454,0.13444926,0.06887758,1.0,1.0,0.0,0.0,1.0,0.51229423,0.2624454,0.13444926,0.06887758,0.07932788
1372,13114,0.74062103,0.6388336,1.0,1.0,0.5800859,0.33649963,0.19519867,0.113231994,3.0,4.0,0.0,0.0,1.0,0.5800859,0.33649963,0.19519867,0.113231994,0.10178745
