state,dma,turn00,turn96,turn92,turn88,turn90,turn94,turn98,senate,prezg,seng,hseg,issg,othg,govg,balg,pq,___istate,___istat1,___istat2,___istat3,___istat4,___istat5,___istat6,___istat7,___istat8,___istat9,___ista10,___ista11,___ista12,___ista13,___ista14,___ista15,___ista16,___ista17,___ista18,___ista19,___ista20,___ista21,___ista22,___ista23,___ista24,___ista25,___ista26,___ista27,___ista28,___ista29,___ista30,___ista31,___ista32,___ista33,___ista34,___ista35,sum_grp,fall_grp,yr_grp,bush,cheney,gore,lieb,n0901,cont0901,n1001,cont1001,n1016,cont1016,yr_att,yr_cont,yr_pro,sum_att,sum_cont,sum_pro,fall_att,fall_con,fall_pro,end_grp,end_att,end_cont,end_pro,lncpop00,bg
SC,GREENVILLE-SPARTANBURG-ASHEVILLE-AN,0.461749226,0.404921591,0.435465723,0.386529177,0.281653762,,0.370239705,0.370239705,0.0022,0,10.08940029,0,0.981299996,3.193399906,0,0.248536885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.400000095,6.400000095,15306.90039,0,0,0,0,56,0.107142858,30,0.13333334,18,0.111111112,2254,3336.300049,9716.599609,0.400000006,1.799999952,4.199999809,0.400000006,1.799999952,4.199999809,2.200000048,0.400000006,1.799999952,0,13.70934486,0
PA,HARRISBURG-LANCASTER-LEBANON-YORK,0.515654802,0.477511764,0.517706752,0.45466423,,0.376819193,0.305017173,0.305017173,8.968700409,5.068200111,0.638800025,0,0,0,0,0.249754921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30826.5,21542.90039,33193,0,1,0,0,85,0.023529412,40,0.025,35,0.028571429,8257.400391,10448.59961,14487,8257.400391,10448.59961,12120.5,7220.299805,8066,6256.600098,8968.700195,4593.799805,1716.5,2658.399902,14.01093388,1
CT,HARTFORD-NEW HAVEN,0.599001348,0.57115221,0.661342025,0.584715486,,0.455155402,0.404810876,0.404810876,1.34739995,0.602500021,16.26740074,0,0,0,0,0.240198731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.5,1467.5,3747.5,0,0,0,0,94,0.08510638,49,0.10204082,33,0.090909094,1,131.3999939,3615.100098,1,131.3999939,1335.099976,1,131.3999939,1335.099976,1347.400024,1,131.3999939,1215,14.41347885,0
TX,HOUSTON,0.504536271,0.45705238,0.526327789,0.477622628,0.28898859,0.346811861,,0.346811861,0.0093,1.664399981,4.227900028,0.0117,0,0,0,0.249979421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.70000076,19.70000076,19.70000076,0,0,0,3,144,0.083333336,100,0.090000004,60,0.100000001,3.700000048,5.599999905,10.39999962,3.700000048,5.599999905,10.39999962,3.700000048,5.599999905,10.39999962,9.300000191,3.700000048,5.599999905,0,14.92604351,0
IN,INDIANAPOLIS,0.492298722,0.500184953,0.558330536,0.550721347,0.354601204,0.368488431,0.366688043,0.366688043,0.0012,3.450999975,7.152599812,0,0,7.716700077,0,0.249940693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.099999905,7.099999905,7.099999905,1,0,0,0,95,0.010526316,54,0.018518519,43,0,1.200000048,0,5.900000095,1.200000048,0,5.900000095,1.200000048,0,5.900000095,1.200000048,1.200000048,0,0,14.44989109,0
FL,JACKSONVILLE-BRUNSWICK,0.508234739,0.496846527,0.512571752,0.435156703,,0.377838075,0.347724617,0.347724617,6.906499863,8.537799835,6.244599819,0,0.0032,0,0,0.249932185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16279.2002,13871.40039,16279.2002,1,1,0,0,52,0.134615391,19,0.157894731,11,0.181818187,4239.299805,6716.799805,5323.100098,4239.299805,6716.799805,5323.100098,4239.299805,6716.799805,2915.300049,6906.5,3463,1581.300049,1862.199951,13.74133015,1
GA,JACKSONVILLE-BRUNSWICK,0.404095083,0.398067236,0.440815389,0.363493919,0.170871943,,0.267692685,0.267692685,6.906499863,8.537799835,6.244599819,0,0.0032,0,0,0.240802243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16279.2002,13871.40039,16279.2002,1,1,0,0,14,0.142857149,4,0,4,0,4239.299805,6716.799805,5323.100098,4239.299805,6716.799805,5323.100098,4239.299805,6716.799805,2915.300049,6906.5,3463,1581.300049,1862.199951,11.80643082,0
KS,KANSAS CITY,0.598583043,0.579321265,0.650342762,0.563178241,0.368412226,,0.381644309,0.381644309,8.344099998,3.795200109,16.63640022,0.060199998,0,5.53550005,0,0.240281388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31074.09961,22125.30078,33990,2,1,3,3,39,0.102564104,6,0.5,6,0.5,10211.5,9040.099609,14714.59961,10211.5,9040.099609,11798.7002,9149,6987.799805,5964.700195,8344.099609,4678.600098,1094.900024,2569.600098,13.32034683,0
MO,KANSAS CITY,0.584009171,0.541394651,0.624450028,0.555942595,,0.450034022,0.393772602,0.393772602,8.344099998,3.795200109,16.63640022,0.060199998,0,5.53550005,0,0.242942452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31074.09961,22125.30078,33990,2,1,3,3,54,0.166666672,19,0.263157904,14,0.357142866,10211.5,9040.099609,14714.59961,10211.5,9040.099609,11798.7002,9149,6987.799805,5964.700195,8344.099609,4678.600098,1094.900024,2569.600098,13.75630856,1
KY,KNOXVILLE,0.434189618,0.417150527,0.501721621,0.484494239,0.287768811,,0.38829428,0.38829428,8.182499886,2.460700035,1.770099998,0.0054,0,0,0,0.245668992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9184.5,9184.5,9184.5,1,0,1,0,2,0,2,0,2,0,4084.399902,2565,2535.100098,4084.399902,2565,2535.100098,4084.399902,2565,2535.100098,8182.5,4084.399902,1563.900024,2534.199951,10.99800777,0
TN,KNOXVILLE,0.486407757,0.46952337,0.519232392,0.445998371,0.19865419,0.364778996,,0.364778996,8.182499886,2.460700035,1.770099998,0.0054,0,0,0,0.249815255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9184.5,9184.5,9184.5,1,0,1,0,45,0.111111112,29,0.068965517,3,0,4084.399902,2565,2535.100098,4084.399902,2565,2535.100098,4084.399902,2565,2535.100098,8182.5,4084.399902,1563.900024,2534.199951,13.65308666,1
NV,LAS VEGAS,0.431833893,0.356847912,0.507390141,0.427451283,,0.324340582,0.316123068,0.316123068,10.98379993,7.239600182,9.942799568,0.249799997,0,0,0,0.245353386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18326.90039,15935.40039,18326.90039,0,2,1,1,49,0.183673471,27,0.259259254,26,0.269230783,5775.799805,6076,6475.100098,5775.799805,6076,6475.100098,5775.799805,6076,4083.600098,10983.7998,4339.799805,3715.199951,2928.800049,13.72972965,1
KY,LEXINGTON,0.498534203,0.458862096,0.51552999,0.480843097,0.290029228,,0.387965351,0.387965351,0.748300016,0.326400012,13.30690002,0.467000008,0,0,0,0.249997854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8844.700195,2963,11721.7998,1,2,0,1,26,0.07692308,17,0.117647059,12,0.166666672,1670.5,3168.600098,6882.700195,1670.5,3168.600098,4005.600098,743,2127.5,92.5,748.2999878,397.6000061,350.7000122,0,13.65985394,0
AR,LITTLE ROCK-PINE BLUFF,0.477391452,0.48541075,0.541270077,0.505226016,0.291925937,,0.367996037,0.367996037,10.8348999,0,21.87540054,0.551699996,0,0,0,0.24948886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33858.39844,24781,35910.80078,2,1,2,3,63,0.126984134,24,0.166666672,8,0.25,9333.5,11285,15292.2998,9333.5,11285,13239.90039,7870.600098,8937.299805,7973.100098,10834.90039,5056.100098,1872.199951,3906.600098,13.80508232,0
CA,LOS ANGELES,0.537300944,0.496085376,0.578186691,0.545103848,,0.42847839,0.399298906,0.399298906,4.400599957,2.995899916,8.565600395,0.041900001,0,0,0,0.248608634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5181.299805,5181.299805,14129.2998,8,2,5,3,408,0.090686277,238,0.084033616,128,0.09375,924.7999878,4408.299805,8796.200195,924.7999878,2881.800049,1374.699951,924.7999878,2881.800049,1374.699951,4400.600098,857.7999878,2277.399902,1265.400024,16.05508423,0
IN,LOUISVILLE,0.522087455,0.525378942,0.581279218,0.537213147,0.373917401,0.378194213,0.411560535,0.411560535,2.052299976,2.67869997,24.40439987,0.38409999,0.049800001,4.922699928,0,0.249512151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14300.2998,5263.200195,17417.69922,0,0,2,0,16,0.0625,10,0.100000001,10,0.100000001,3613.600098,4344.799805,9459.299805,3613.600098,4344.799805,6341.899902,2144.899902,2846.899902,271.3999939,2052.300049,1432.300049,620,0,12.55220127,0
KY,LOUISVILLE,0.558303833,0.522305846,0.581493676,0.520614088,0.370570898,,0.4065485,0.4065485,2.052299976,2.67869997,24.40439987,0.38409999,0.049800001,4.922699928,0,0.246600658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14300.2998,5263.200195,17417.69922,0,0,2,0,40,0.125,13,0.230769232,3,0.666666687,3613.600098,4344.799805,9459.299805,3613.600098,4344.799805,6341.899902,2144.899902,2846.899902,271.3999939,2052.300049,1432.300049,620,0,13.6516037,0
AR,MEMPHIS,0.402509779,0.41471839,0.489632338,0.441206425,0.246601984,,0.339396,0.339396,7.686900139,4.365499973,1.287199974,0.0308,1.599499941,0,0,0.240495652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8842.299805,8842.299805,8851.299805,0,1,2,0,4,0,3,0,0,0,3775.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,7686.899902,3766.699951,1113.800049,2806.399902,11.93193817,0
MO,MEMPHIS,0.434097409,0.393558323,0.454545468,0.41447404,,0.320115715,0.285082161,0.285082161,7.686900139,4.365499973,1.287199974,0.0308,1.599499941,0,0,0.245656848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8842.299805,8842.299805,8851.299805,0,1,2,0,0,0,0,0,0,0,3775.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,7686.899902,3766.699951,1113.800049,2806.399902,9.543951035,1
MS,MEMPHIS,0.470407218,0.459806383,0.536411285,0.516221344,0.110634446,0.28845343,,0.28845343,7.686900139,4.365499973,1.287199974,0.0308,1.599499941,0,0,0.249124274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8842.299805,8842.299805,8851.299805,0,1,2,0,15,0,6,0,0,0,3775.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,7686.899902,3766.699951,1113.800049,2806.399902,12.45058632,0
TN,MEMPHIS,0.518468678,0.510445654,0.582358539,0.503280163,0.24481836,0.424919575,,0.424919575,7.686900139,4.365499973,1.287199974,0.0308,1.599499941,0,0,0.249658912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8842.299805,8842.299805,8851.299805,0,1,2,0,37,0.189189196,19,0.105263159,14,0.142857149,3775.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,3766.699951,2258.399902,2817.199951,7686.899902,3766.699951,1113.800049,2806.399902,13.64426708,1
FL,MIAMI-FT LAUDERDALE,0.543325245,0.508793294,0.548360705,0.506171763,,0.385184616,0.329552829,0.329552829,9.901499748,9.244600296,7.580999851,0.057,0,0,0,0.248122931,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25449.19922,21473.40039,25467.80078,3,0,2,5,48,0.0625,30,0.06666667,27,0.074074075,6767.299805,8627.200195,10073.2998,6748.700195,8627.200195,10073.2998,6707.799805,8627.200195,6138.399902,9901.5,4251,2400.600098,3249.899902,14.63620663,1
WI,MILWAUKEE,0.67896682,0.581357062,0.695607245,0.631205916,,0.425096214,0.461419493,0.461419493,13.24670029,3.019500017,4.736499786,0.0032,0,0,0,0.217970878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38081.80078,27909.40039,41232.19922,3,1,3,3,97,0.134020612,64,0.171875,27,0.296296299,14251.09961,10813.90039,16167.2002,13861.2998,10813.90039,13406.59961,11915.40039,8274.299805,7719.700195,13246.7002,7663,1954.300049,3629.399902,14.26891804,1
WI,MINNEAPOLIS-ST PAUL,0.644400895,0.565917492,0.689142168,0.649480939,,0.373096734,0.403186351,0.403186351,7.254399776,6.66960001,17.87339973,0,0,0,0,0.229148388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7520.100098,7520.100098,7573.799805,1,1,1,2,11,0.090909094,5,0,2,0,4047.100098,1806.699951,1720,4047.100098,1806.699951,1666.300049,4047.100098,1806.699951,1666.300049,7254.399902,4047.100098,1546.800049,1660.5,12.12401581,1
AL,MOBILE-PENSACOLA,0.501796782,0.481602073,0.549320936,0.479008377,0.364529371,,0.367844909,0.367844909,7.725900173,4.080200195,0.032400001,0.077299997,8.857899666,0,0,0.249996766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19934.19922,16839.80078,19934.19922,0,1,0,0,33,0.060606062,10,0.100000001,10,0.100000001,3925.399902,8114.399902,7894.399902,3925.399902,8114.399902,7894.399902,3925.399902,8114.399902,4800,7725.899902,3132.800049,2311.5,2281.600098,13.08101177,0
FL,MOBILE-PENSACOLA,0.549819887,0.530635417,0.536989868,0.49822554,,0.405757457,0.363493919,0.363493919,7.725900173,4.080200195,0.032400001,0.077299997,8.857899666,0,0,0.247517973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19934.19922,16839.80078,19934.19922,0,1,0,0,18,0.111111112,18,0.111111112,5,0.200000003,3925.399902,8114.399902,7894.399902,3925.399902,8114.399902,7894.399902,3925.399902,8114.399902,4800,7725.899902,3132.800049,2311.5,2281.600098,12.9767065,1
MS,MOBILE-PENSACOLA,0.440210372,0.407917529,0.602375209,0.763933718,,0.295486897,,0.295486897,7.725900173,4.080200195,0.032400001,0.077299997,8.857899666,0,0,0.246425197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19934.19922,16839.80078,19934.19922,0,1,0,0,0,0,0,0,0,0,3925.399902,8114.399902,7894.399902,3925.399902,8114.399902,7894.399902,3925.399902,8114.399902,4800,7725.899902,3132.800049,2311.5,2281.600098,9.218010902,0
KY,NASHVILLE,0.450481057,0.418718547,0.452520609,0.421612769,0.245592058,,0.338680178,0.338680178,8.212300301,2.624200106,6.474999905,0.567600012,0.278299987,0,0,0.24754788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9333.799805,9333.799805,9333.799805,1,1,4,1,8,0,1,0,0,0,4305.600098,2394.399902,2633.800049,4305.600098,2394.399902,2633.800049,4305.600098,2394.399902,2633.800049,8212.299805,4305.600098,1278.599976,2628.100098,11.77870655,0
TN,NASHVILLE,0.501787424,0.478884876,0.519064248,0.451157093,0.190752372,0.383292824,,0.383292824,8.212300301,2.624200106,6.474999905,0.567600012,0.278299987,0,0,0.249996811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9333.799805,9333.799805,9333.799805,1,1,4,1,70,0.171428576,47,0.212765962,23,0.260869563,4305.600098,2394.399902,2633.800049,4305.600098,2394.399902,2633.800049,4305.600098,2394.399902,2633.800049,8212.299805,4305.600098,1278.599976,2628.100098,14.21812153,1
MS,NEW ORLEANS,0.461709023,0.425573409,0.52450031,0.551785588,0.185266361,0.281271875,,0.281271875,3.002399921,0,0.122599997,0.103399999,0,0,0,0.2485338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24829.09961,16254.2998,27437.80078,0,1,4,0,3,0,1,0,1,0,4137.799805,10070.90039,13229.09961,4137.799805,10070.90039,10620.40039,3239.5,7791.100098,5223.700195,3002.399902,711,1187.599976,1103.800049,11.11536884,0
CT,NEW YORK,0.635342419,0.600052178,0.692538142,0.629254222,,0.424148053,0.389303058,0.389303058,0.048700001,13.39850044,9.852700233,0.053300001,0,0,0,0.231682435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.80000305,77.90000153,5113.799805,3,3,3,13,28,0.071428575,18,0,9,0,2.599999905,1205.599976,3905.600098,2.599999905,17.5,60.70000076,2.599999905,17.5,57.79999924,48.70000076,2.599999905,17.5,28.60000038,13.27563,0
NJ,NEW YORK,0.567968547,0.556828082,0.61129725,0.578690886,0.410721451,0.460782886,,0.460782886,0.048700001,13.39850044,9.852700233,0.053300001,0,0,0,0.245380282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.80000305,77.90000153,5113.799805,3,3,3,13,189,0.084656082,102,0.098039217,62,0.096774191,2.599999905,1205.599976,3905.600098,2.599999905,17.5,60.70000076,2.599999905,17.5,57.79999924,48.70000076,2.599999905,17.5,28.60000038,15.23800182,0
NY,NEW YORK,0.527202368,0.479404509,0.527996898,0.501523674,,0.35063538,0.351557285,0.351557285,0.048700001,13.39850044,9.852700233,0.053300001,0,0,0,0.249260038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.80000305,77.90000153,5113.799805,3,3,3,13,344,0.087209299,201,0.109452739,102,0.14705883,2.599999905,1205.599976,3905.600098,2.599999905,17.5,60.70000076,2.599999905,17.5,57.79999924,48.70000076,2.599999905,17.5,28.60000038,15.89834881,0
PA,NEW YORK,0.521504104,0.504462361,0.586943388,0.547416627,,0.341593415,0.312585324,0.312585324,0.048700001,13.39850044,9.852700233,0.053300001,0,0,0,0.249537572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.80000305,77.90000153,5113.799805,3,3,3,13,1,0,1,0,1,0,2.599999905,1205.599976,3905.600098,2.599999905,17.5,60.70000076,2.599999905,17.5,57.79999924,48.70000076,2.599999905,17.5,28.60000038,10.41319275,1
NC,NORFOLK-PORTSMOUTH-NEWPORT NEWS,0.483251631,0.434116095,0.48658675,0.43915385,0.383495748,,0.317219645,0.317219645,0.0594,15.69789982,8.923100471,0,0,0.334300011,0,0.249719486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.30000305,68.30000305,8785.200195,0,0,0,0,6,0,6,0,1,0,1284.400024,1523.900024,5976.899902,17.60000038,41.79999924,8.899999619,17.60000038,41.79999924,8.899999619,59.40000153,17.60000038,41.79999924,0,11.62421608,0
VA,NORFOLK-PORTSMOUTH-NEWPORT NEWS,0.486430466,0.445980132,0.493020028,0.44036594,,0.387767822,,0.387767822,0.0594,15.69789982,8.923100471,0,0,0.334300011,0,0.249815866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68.30000305,68.30000305,8785.200195,0,0,0,0,76,0.02631579,33,0.060606062,28,0.035714287,1284.400024,1523.900024,5976.899902,17.60000038,41.79999924,8.899999619,17.60000038,41.79999924,8.899999619,59.40000153,17.60000038,41.79999924,0,13.97930431,0
OK,OKLAHOMA CITY,0.491514236,0.500784278,0.605175912,0.523727655,,0.420681864,0.350905985,0.350905985,0.0134,0,4.722300053,0,0,0,0,0.249927998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0,0,0,79,0.012658228,28,0,18,0,1.399999976,1.799999952,13.80000019,1.399999976,1.799999952,13.80000019,1.399999976,1.799999952,13.80000019,13.39999962,1.399999976,1.799999952,10.19999981,13.97303295,0
IA,OMAHA,0.564172506,0.560354769,0.622759402,0.570553184,0.426829606,,0.385103852,0.385103852,1.819900036,14.19169998,3.271300077,0.0002,0,0,0,0.245881885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819.900024,1819.900024,2187,0,1,0,0,7,0.142857149,7,0.142857149,6,0.166666672,1520.599976,0,666.4000244,1520.599976,0,299.2999878,1520.599976,0,299.2999878,1819.900024,1520.599976,0,299.2999878,11.91788387,1
MO,OMAHA,0.589891076,0.570301414,0.573647022,0.546076834,,0.563972414,0.451788127,0.451788127,1.819900036,14.19169998,3.271300077,0.0002,0,0,0,0.241919592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819.900024,1819.900024,2187,0,1,0,0,0,0,0,0,0,0,1520.599976,0,666.4000244,1520.599976,0,299.2999878,1520.599976,0,299.2999878,1819.900024,1520.599976,0,299.2999878,8.490233421,1
NE,OMAHA,0.567408383,0.567438185,0.644231141,0.586194456,0.493265718,0.496105134,,0.496105134,1.819900036,14.19169998,3.271300077,0.0002,0,0,0,0.245456114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819.900024,1819.900024,2187,0,1,0,0,56,0.035714287,29,0.068965517,29,0.068965517,1520.599976,0,666.4000244,1520.599976,0,299.2999878,1520.599976,0,299.2999878,1819.900024,1520.599976,0,299.2999878,13.23065472,0
FL,ORLANDO-DAYTONA BEACH-MELBOURNE,0.525156021,0.486046135,0.528443873,0.442371607,,0.392036498,0.357810378,0.357810378,10.23859978,8.481200218,10.69009972,0.220500007,0,0,0,0.249367177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29475.5,20711.5,31943.69922,6,3,5,10,123,0.056910571,64,0.078125,46,0.108695649,9101.200195,9406.900391,13435.59961,9101.200195,9406.900391,10967.40039,7503,8257.299805,4951.200195,10238.59961,5493.799805,2454.600098,2290.199951,14.56968307,1
NJ,PHILADELPHIA,0.554982662,0.532237828,0.585047483,0.530676067,0.39805761,0.422438353,,0.422438353,9.048999786,15.29800034,6.452600002,0.174199998,0,1.854099989,0,0.246976912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34924.89844,24633.40039,37269.30078,6,5,7,5,71,0.070422538,42,0.071428575,22,0.13636364,12557.09961,10455.40039,14256.7998,12557.09961,10455.40039,11912.40039,10343.40039,8178.600098,6111.399902,9049,4875.299805,1484.800049,2688.899902,14.21993828,0
PA,PHILADELPHIA,0.562577844,0.512385607,0.57825774,0.542291224,,0.380419135,0.324941635,0.324941635,9.048999786,15.29800034,6.452600002,0.174199998,0,1.854099989,0,0.24608402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34924.89844,24633.40039,37269.30078,6,5,7,5,162,0.067901231,106,0.056603774,52,0.07692308,12557.09961,10455.40039,14256.7998,12557.09961,10455.40039,11912.40039,10343.40039,8178.600098,6111.399902,9049,4875.299805,1484.800049,2688.899902,15.05794811,1
MD,PITTSBURGH,0.478618264,0.454629928,0.508937657,0.462905705,,0.365745306,0.366180062,0.366180062,9.414500237,7.577899933,9.507699966,0.602100015,0,0,0,0.249542817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33205,22347.69922,36216,7,2,6,4,1,0,1,0,0,0,9708,9713.5,16794.5,9708,9713.5,13783.5,8180.399902,7318,6849.299805,9414.5,4945.100098,1535.599976,2933.800049,10.01063633,0
PA,PITTSBURGH,0.551613271,0.508213639,0.562192023,0.519932389,,0.417082548,0.335739046,0.335739046,9.414500237,7.577899933,9.507699966,0.602100015,0,0,0,0.247336075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33205,22347.69922,36216,7,2,6,4,119,0.092436977,62,0.112903222,33,0.121212125,9708,9713.5,16794.5,9708,9713.5,13783.5,8180.399902,7318,6849.299805,9414.5,4945.100098,1535.599976,2933.800049,14.56403255,1
WV,PITTSBURGH,0.432459027,0.439293355,0.479492664,0.464236259,,0.291166514,,0.291166514,9.414500237,7.577899933,9.507699966,0.602100015,0,0,0,0.245438218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33205,22347.69922,36216,7,2,6,4,8,0.125,2,0,1,0,9708,9713.5,16794.5,9708,9713.5,13783.5,8180.399902,7318,6849.299805,9414.5,4945.100098,1535.599976,2933.800049,11.37849045,1
