income_centered,education,age,participation,support
-0.017194001,6,23,1,1
-0.013542001,4,23,1,1
-0.015130004,6,49.5,1,1
-0.015574996,6,13.333333,1,0.5
-0.010350002,1,12,1,0
-0.004171995,2.5,24,1,0.5
-0.010545,3,36,1,1
-0.019239997,2.6666667,32,1,1
-0.012803,4,36.333332,1,0.5
-0.008387001,4.5,22.666666,1,0.5
-0.000465998,1,19,1,1
-0.018898001,5.5,59,1,1
-0.018337002,,9,1,0.5
-0.008668004,3,28,1,0
-0.002766003,6,54,1,0.5
-0.008078999,2,12,1,1
-0.011590002,4,59.5,1,1
-0.008064,,38,1,1
-0.013636997,4.6666665,33,1,1
-0.010094997,5,20,1,1
-0.010659998,4.5,38,1,1
-0.001865001,3,16.5,1,1
-0.015385001,6,25,1,1
-0.010755,3,21.333334,1,0.5
-0.001930003,6,16.166666,1,1
-0.011136998,5.3333335,28.75,1,0
-0.002940995,4,11,1,1
-0.010840994,3.3333333,32.25,1,0.5
-0.009852004,3,24.799999,1,0.5
-0.019213004,6,25.5,1,1
-0.001864997,4,33,1,1
-0.007815001,6,19,1,0.5
-0.014763003,4,26.125,1,0.5
-0.014669997,4,21.333334,1,1
-0.017904,6,17.333334,1,0
-0.003560001,,54,1,1
-0.012325002,4.875,16.722221,1,0.5
-0.001849999,5,68,1,1
-0.004303,4,27,1,1
-0.010203997,1,17,1,0.5
-0.010937003,3,61,1,1
-0.017104996,4.5,38,1,1
-0.003372004,1,12.333333,1,1
-0.017659998,3.5,24,1,1
-0.001065997,6,18,1,1
-0.014043001,2,67,1,1
-0.005951998,2,13,1,1
-0.003044001,3.5,29.666666,1,1
-0.011245003,6,27,1,1
-0.004041999,3.6666667,55,1,0
-0.014282,5,25.75,1,1
-0.017052,4,19,1,1
-0.014566001,2.5,16.666666,1,1
-0.006752995,4,25.333334,1,0.5
-0.005057997,3,19,1,1
-0.018784,4.5,34.25,1,1
-0.014599002,6,23.666666,1,1
-0.013368002,5,25,1,1
-0.015574996,2,24.666666,1,1
-0.018395996,3,12.5,1,0.5
-0.016582003,3,21.5,1,0.5
-0.001567004,2.5,17.799999,1,1
-0.017065002,3,32.333332,1,1
-0.006816001,4.5,27.5,1,0.5
-0.011257997,,16,1,1
-0.003124998,1,28.5,1,1
-0.006260002,4,31,1,1
-0.018291002,2.5,13.333333,1,1
-0.015847003,,62.5,1,1
-0.018205998,6,26.333334,1,0
-0.012930003,4.5,26.75,1,0.5
-0.011590002,6,25.5,1,1
-0.002124002,2,23,1,1
-0.006097001,3,36,1,1
-0.015891997,2,68,1,1
-0.014853997,1.5,21.5,1,1
-0.009625,6,23.75,1,1
-0.007564996,6,26.333334,1,0
-0.015714003,6,14,1,0.5
-0.012513002,3.25,28,1,1
-0.010494,2,8.333333,1,1
-0.010055003,3,21.25,1,1
-0.003966001,6,21,1,1
-0.017052,4,9.666667,1,1
-0.015214002,6,18,1,1
-0.004508001,6,17.333334,1,1
-0.013865999,4.5,32.333332,1,1
-0.013132003,3.5,17,1,1
-0.019104002,5.5,15.5,1,0.5
-0.010781998,6,15.333333,1,0
-0.005328996,0.5,15,1,1
-0.019846996,,67,1,1
-0.002430001,6,31,1,0.5
-0.006588004,2,14,1,0.5
-0.008385,4.5,24,1,0
-0.008863,4.5,64,1,1
-0.018903999,4.6666665,31.5,1,1
-0.002394003,0,17,1,1
-0.014360999,1,34.666668,1,1
-0.001297002,4,28.666666,1,1
-0.015385001,6,34.5,1,1
-0.010159998,6,12.666667,1,0.5
-0.003606,5.6666665,42,1,1
-0.018931998,4.6666665,42,1,1
-0.015711999,3,28.666666,1,0.5
-0.010764,4.5,42.666668,1,1
-0.014466002,4,12.75,1,1
-0.006438998,1,11.25,1,1
-0.003228999,5.5,35,1,1
-0.014728999,6,31.75,1,1
-0.005414997,4.5,48.333332,1,1
-0.011078002,,69,1,1
-0.012010005,6,17,1,1
-0.003707999,3,35.75,1,0.5
-0.012228004,6,26.833334,1,1
-0.002307994,5,17.5,1,0.5
-0.016217997,3,67.5,1,1
-0.009974998,4.5,27,1,1
-0.006066007,5.5,28,1,1
-0.004063,5.5,21,1,1
-0.015795996,3,34,1,0
-0.007507003,6,12.4,1,1
-0.008453997,,54,1,1
-0.013542001,2.5,17.333334,1,0.5
-0.017514,3,49,1,1
-0.008621997,3.5,42,1,1
-0.017633004,5,16.25,1,1
-0.019380001,3,20.5,1,1
-0.016187003,3.5,17.857143,1,1
-0.002703002,3,18.75,1,1
-0.004304001,5.5,65.5,1,1
-0.017174004,2,12.25,1,1
-0.001847,4,15.4,1,1
-0.012386998,5,50,1,1
-0.002014001,4.3333335,44,1,1
-0.006626,2,21,1,1
-0.0012,6,43,1,1
-0.012839003,3,13.25,1,1
-0.006260002,4,59,1,1
-0.009718997,4.5,19,1,1
-0.017938999,3,19.333334,1,1
-0.015891997,2,52,1,1
-0.003107003,6,30.666666,1,0.5
-0.004371998,5,44,1,1
-0.005776999,1,32,1,0.5
-0.014599002,6,22.666666,1,1
-0.009166,4.5,13.428572,1,1
-0.010955004,4,33.333332,1,1
-0.011913997,6,20,1,1
-0.000467998,6,34.5,1,1
-0.004680998,6,23.833334,1,1
-0.007391003,5,10.5,1,1
-0.002124002,6,47,1,1
-0.019173002,2,14,1,1
-0.001160999,4.5,13.666667,1,1
-0.014599002,4,33.333332,1,1
-0.009956999,2.5,21,1,1
-0.008606997,3,12.2,1,1
-0.001321002,5,24,1,0.5
-0.001636999,6,36.25,1,0.5
-0.001042,2,21.666666,1,1
-0.019384002,5,42,1,0.5
-0.018872997,4,34.599998,1,1
-0.003593003,3,23.75,1,1
-0.002124002,6,24,1,1
-0.016304998,4.5,17.4,1,0.5
-0.017977996,4.5,18.25,1,1
-0.007503001,2,20.666666,1,1
-0.013120999,2,39.5,1,1
-0.011396003,4.5,16.666666,1,1
-0.006816001,3,21.75,1,1
-0.009837,4,45.200001,1,0
-0.015130004,6,27,1,1
-0.006272002,5.5,19.571428,1,0.5
-0.002124002,2,27,1,1
-0.006022004,3.5,23,1,1
-0.004461998,6,15.333333,1,1
-0.001693999,6,29.200001,1,1
-0.003591,3,47.333332,1,1
-0.017104996,5,19,1,0.5
-0.002488999,,7.5,1,1
-0.004053993,4,16,1,1
-0.019846996,,64,1,1
-0.01527,3,14,1,0.5
-0.019383004,6,13.333333,1,1
-0.004791999,5,32,1,0.5
-0.003053999,3.5,14.5,1,1
-0.009207999,5.3333335,32,1,1
-0.015454997,4,16,1,1
-0.019813998,3,28.333334,1,1
-0.007564996,6,36.333332,1,0
-0.006655002,3.6666667,50.666668,1,0
-0.000409001,2,36,1,0.5
-0.004303,4,26,1,1
-0.014634004,4,38,1,0
-0.003560001,,45,1,1
-0.008372,4.5,30.333334,1,1
-0.019603996,1,12,1,1
-0.002708,4.5,17.25,1,1
-0.012166997,0,20,1,1
-0.008431,5.5,41.333332,1,1
-0.007253003,4.5,23.666666,1,1
-0.011610997,6,24.799999,1,0.5
-0.004027001,1.5,16.333334,1,1
-0.010264006,4.5,17.799999,1,1
-0.013565999,6,21.5,1,1
-0.001272002,6,28,1,1
-0.008838004,4,9,1,1
-0.015418002,1,31.5,1,1
-0.010076999,5,38.5,1,1
-0.004563002,2,18.5,1,1
-0.017750999,5,25,1,1
-0.010282001,6,10.2,1,1
-0.002124002,6,17.5,1,1
-0.003593003,3.5,31.5,1,1
-0.014566001,3,14.333333,1,1
-0.012388003,6,22.200001,1,0.5
-0.019404998,4.5,17.333334,1,1
-0.016260004,4,30.666666,1,1
-0.017415,3.5,23,1,1
-0.001222001,5,32,1,0
-0.018008998,6,35.333332,1,1
-0.001046001,4.6666665,35.333332,1,1
-0.018782003,5,25.5,1,1
-0.013638003,4,13.666667,1,1
-0.004949001,6,17.833334,1,1
-0.004012001,4,17,1,1
-0.015490001,6,17,1,0
-0.009378997,2,14.5,1,1
-0.001028997,4,27.5,1,0.5
-0.011961003,5,37.333332,1,1
-0.005002001,4,18.4,1,1
-0.006228997,6,39.5,1,0.5
-0.014076998,5,24,1,1
-0.019365994,4.5,38.666668,1,1
-0.008632003,2.5,34.5,1,1
-0.009997999,3.5,28,1,1
-0.012965997,4,30.799999,1,1
-0.007611999,4.5,22,1,1
-0.010226002,3,24.75,1,1
-0.006126998,5,17,1,0.5
-0.001268997,3,11,1,1
-0.007832,3,13.333333,1,1
-0.002895003,1.5,30,1,0.5
-0.005595995,6,39,1,1
-0.001171005,0,16.5,1,1
-0.013520999,2.5,15,1,1
-0.018017998,6,29,1,0.5
-0.012726006,5,17.666666,1,1
-0.010976997,,9.5,1,0.5
-0.018398,5,22,1,1
-0.006874999,5,61,1,1
-0.010500995,6,21.5,1,1
-0.002746998,6,21.5,1,1
-0.013218997,3,21.333334,1,1
-0.002438003,6,48,1,0.5
-0.001991001,5,23.25,1,1
-0.017989999,5.3333335,32.200001,1,1
-0.004044999,2,16,1,0.5
-0.005503999,4.5,37.333332,1,0.5
-0.018292008,2,19.5,1,1
-0.000692998,1,18.5,1,1
-0.001700995,3.75,25.666666,1,1
-0.010269999,4,37.333332,1,1
-0.003841003,2,25.666666,1,1
-0.017680002,2.3333333,44.666668,1,0.5
-0.016257001,2.5,21,1,1
-0.002124002,6,55.5,1,1
-0.001253,3,15,1,1
-0.004991,5,15.5,1,0.5
-0.012419998,4.5,14.333333,1,0.5
-0.006874999,5,19.5,1,1
-0.015546998,6,14,1,1
-0.017221002,6,17,1,1
-0.004982998,6,22,1,0.5
-0.016582003,5,33.5,1,1
-0.002394003,6,44.5,1,1
-0.008453997,,55,1,1
-0.00636,0,32.666668,1,1
-0.009082002,6,18.75,1,0.5
-0.006910001,4,17.666666,1,1
-0.018448999,4,18,1,1
-0.006640998,4,27,1,1
-0.019340003,4.5,19.666666,1,1
-0.015336997,2,29.5,1,0.5
-0.005055001,4.5,20.666666,1,0.5
-0.015954001,1,23.333334,1,1
-0.003098002,3.5,16.25,1,0.5
-0.009640005,2.4000001,30.6,1,1
-0.006566002,3,13.333333,1,1
-0.000999999,5,16,1,1
-0.003062998,4.5,19.5,1,1
-0.006649,4.5,28.5,1,1
-0.002788001,5,43.5,1,1
-0.012078,5.5,39.333332,1,0.5
-0.004137998,2,19.666666,1,1
-0.016593998,2.5,15.666667,1,1
-0.0012,6,52,1,1
-0.007929004,4.5,35.200001,1,1
-0.003560001,,53,1,1
-0.005289001,4.25,47.25,1,0
-0.014599002,6,24.666666,1,0.5
-0.006369001,1.6666666,19.142857,1,1
-0.00689,5,27.166666,1,1
-0.006865,2.5,23.666666,1,0.5
-0.010937003,3,57,1,1
-0.014919003,4.5,29,1,1
-0.011778997,4,47,1,1
-0.007384001,6,22.666666,1,1
-0.006294004,1,32,1,0.5
-0.018242,6,14,1,0.5
-0.015130004,6,39,1,1
-0.009744999,2,15.666667,1,1
-0.013391002,3,18,1,1
-0.017022999,5,21.25,1,1
-0.001890001,3,21.5,1,0
-0.008583999,0,15.8,1,0.5
-0.005055999,6,25.5,1,1
-0.017938999,5.5,40,1,1
-0.002392007,2,21,1,1
-0.006988003,6,26,1,1
-0.005288002,4,19.142857,1,1
-0.010937003,3,63,1,1
-0.000886006,2.5,44.333332,1,0.5
-0.014599002,6,20.333334,1,1
-0.016414998,6,8.666667,1,1
-0.015891997,2,64,1,1
-0.006816001,4,10.666667,1,0.5
-0.008078999,2,16,1,1
-0.012404007,6,11.25,1,1
-0.006343002,5,59,1,1
-0.004629997,5.5,26.333334,1,1
-0.008607998,2,19.333334,1,1
-0.018168001,2.5,36.333332,1,1
-0.001572003,6,36,1,1
-0.014988,2.5,23,1,1
-0.014235003,3.5,27.200001,1,1
-0.019540997,6,41.666668,1,1
-0.014342001,6,26,1,0
-0.013884005,5,14.8,1,1
-0.002124002,6,29,1,1
-0.019846996,,57,1,1
-0.008078999,2,11,1,1
-0.006501003,2.3333333,32.400002,1,1
-0.003052003,6,34.5,1,1
-0.009592002,1,13.5,1,1
-0.016217997,3,68.5,1,1
-0.005505999,6,20.333334,1,1
-0.007455,3.75,17.6,1,1
-0.010526997,4,25.571428,1,0.5
-0.017409002,4,33,1,1
-0.001560999,3,14.5,1,1
-0.006587999,3,26,1,1
-0.005057997,3,17,1,1
-0.004208,,6.5,1,0
-0.002035997,4,36.666668,1,1
-0.019167004,2,20.666666,1,1
-0.019799003,1.5,17,1,1
-0.018938003,3.3333333,24.142857,1,1
-0.002430001,6,32.5,1,1
-0.017518999,2,17.25,1,1
-0.004303,1,27.333334,1,1
-0.016208997,5,26.5,1,0.5
-0.008442001,2,21,1,1
-0.013495994,1,14.333333,1,1
-0.015574996,6,32,1,1
-0.014176003,4,37.400002,1,1
-0.014475998,5,35.75,1,0.5
-0.012695997,5.5,35.666668,1,1
-0.017555004,4,13.5,1,1
-0.014089001,4,16.333334,1,1
-0.008782995,3,27,1,1
-0.018148003,3.5,41.75,1,1
-0.006520001,4.5,13.571428,1,1
-0.001574001,2.5,43.333332,1,0.5
-0.014728007,2,19.333334,1,1
-0.019589005,3,25.333334,1,0.5
-0.013305,5,44.25,1,1
-0.009518998,4.5,22,1,0.5
-0.01167,6,8.75,1,1
-0.002942999,3.5,26.333334,1,0
-0.007273001,3.6666667,45,1,1
-0.019407002,3.6666667,22,1,1
-0.004261998,2.5,33,1,1
-0.013781003,6,16.444445,1,0.5
-0.002124002,6,26,1,1
-0.019907003,2,12,1,1
-0.015004,3,34.5,1,1
-0.001299999,4,23,1,1
-0.007308999,5,24.142857,1,1
-0.000529999,5,14,1,1
-0.005067,2,40.333332,1,0
-0.015546998,6,11,1,1
-0.006260002,4,59,1,0
-0.012839003,5,14.75,1,1
-0.015574996,6,23.333334,1,1
-0.002217001,4.5,20.25,1,1
-0.001030994,5,22.666666,1,1
-0.011591,2,17.25,1,0.5
-0.006910001,3.5,16.25,1,1
-0.011245003,4,28.5,1,1
-0.005705999,5,13,1,1
-0.001253,3,16,1,0
-0.001574007,2,10,1,1
-0.013410004,2,22.666666,1,0.5
-0.008904002,6,17.666666,1,1
-0.001847995,2,14.666667,1,1
-0.016217997,3,60,1,1
-0.017052,3.5,28.333334,1,0.5
-0.007818999,3,11,1,1
-0.002430001,2,36.5,1,1
-0.010305,5,31.5,1,1
-0.015071003,4.5,15.5,1,1
-0.016619002,3,18.714285,1,0.5
-0.014616002,3,13,1,1
-0.018524004,2.5,39,1,0.5
-0.001495001,4,31,1,0.5
-0.008421001,6,13.333333,1,0
-0.004518998,6,25,1,0
-0.016302003,6,41,1,1
-0.01454,1,34,1,1
-0.002124002,6,27,1,1
-0.014599002,4,26.666666,1,0.5
-0.018242,6,15.5,1,1
-0.001299999,3,16.333334,1,1
-0.006550001,5,64,1,1
-0.017181007,4.3333335,34.666668,1,1
-0.012569999,6,7.6666665,1,1
-0.015807999,6,18.200001,1,0.5
-0.015490001,3,20,1,0.5
-0.012483003,3.5,15.2,1,0.5
-0.015908999,6,12.5,1,1
-0.007068996,5,30.5,1,1
-0.010563997,3.5,24.142857,1,1
-0.010937003,3,37,1,0
-0.010521,4,28.333334,1,0.5
-0.018242,6,14,1,1
-0.013305,3.5,21.5,1,0
-0.011590002,4,60,1,1
-0.018291002,1,18,1,1
-0.018881997,4.5,39.666668,1,1
-0.003079997,4,16.333334,1,0.5
-0.018087002,2.5,28.25,1,0.5
-0.017332999,4.25,32.166668,1,1
-0.002430001,6,52,1,1
-0.019403001,2.6666667,24,1,1
-0.003431997,4.3333335,25.25,1,1
-0.009956999,3,32,1,0.5
-0.005787998,5.5,29,1,1
-0.017212002,4.6666665,20.799999,1,1
-0.014013002,3,13.5,1,1
-0.005480999,4.5,28.25,1,1
-0.010722997,6,19.75,1,0.5
-0.017475998,2,36,1,1
-0.019846996,,51,1,1
-0.016217997,3,30,1,1
-0.002766003,6,27,1,1
-0.016086003,4,34.5,1,1
-0.008201999,3,11,1,1
-0.002803,1.5,24.833334,1,0.5
-0.00452,2.6666667,20.200001,1,0.5
-0.017856,6,33.75,1,1
-0.002106001,6,21.428572,1,1
-0.006298003,6,25,1,1
-0.015546998,6,14.5,1,1
-0.005762999,4.3333335,18.111111,1,1
-0.013337998,3.3333333,42,1,1
-0.013937003,4,36,1,1
-0.006550001,5,26,1,1
-0.013808004,6,19.666666,1,1
-0.013842,2,29.6,1,1
-0.005060998,3,35,1,1
-0.018167002,5.5,33,1,1
-0.003403996,0,22,1,0.5
-0.009231998,4.5,19.571428,1,0.5
-0.011555,4.5,39.333332,1,1
-0.018242,6,17,1,0
-0.016772998,5,12.25,1,0.5
-0.001456001,4.75,20,1,1
-0.005067,4,19.666666,1,1
-0.003115,4,30.666666,1,1
-0.016855,3.3333333,35.333332,1,1
-0.007089997,3.5,42,1,1
-0.016921004,3.5,35.25,1,1
-0.014220001,2,29.5,1,0.5
-0.011024003,0,16,1,1
-0.008005996,1.5,34.75,1,1
-0.013218997,5,23.333334,1,1
-0.015096,4.5,33.5,1,1
-0.015546998,6,13.5,1,1
-0.007555998,1,69,1,1
-0.015096,4.5,26,1,0.5
-0.015027999,2.6666667,31.25,1,1
-0.001267997,6,10.142858,1,1
-0.015939003,6,20.5,1,1
-0.001574,5.5,22.5,1,1
-0.005131003,2,17.200001,1,1
-0.012582002,4.5,17.25,1,1
-0.014728999,6,26.75,1,1
-0.005110001,3.75,30.799999,1,0.5
-0.017775001,6,19.666666,1,0.5
-0.002430001,2,24,1,1
-0.019337004,5,15.5,1,1
-0.005589006,1.6666666,29.6,1,0.5
-0.015385001,6,21,1,1
-0.011828003,5.5,32.5,1,0
-0.011590002,6,32.5,1,1
-0.007864999,4.5,26,1,1
-0.003560001,,61,1,0
-0.015891997,2,63,1,1
-0.016708998,1.5,17.25,1,1
-0.001849999,5,42,1,1
-0.012747002,6,23,1,1
-0.001849999,5,60,1,0.5
-0.010484,4,15,1,1
-0.019990994,6,13.666667,1,1
-0.005581,5,19,1,1
-0.015546998,6,15.5,1,1
-0.002368001,6,20.25,1,1
-0.012304002,4,22.666666,1,0.5
-0.014087004,6,12,1,0.5
-0.014599002,6,40,1,1
-0.014325997,,70,1,1
-0.007007,3,39.25,1,0.5
-0.014991996,3,11.666667,1,1
-0.016329,6.5,21.5,1,1
-0.002515001,2,23.833334,1,1
-0.004093004,2.5,71,1,1
-0.015716,5,14.8,1,1
-0.016156999,5,17.6,1,1
-0.002159001,5,22.666666,1,1
-0.010937003,3,52,1,1
-0.006801007,2,30.666666,1,0
-0.013785004,4,19.666666,1,0
-0.015918,3.5,35.5,1,0.5
-0.006874999,2,64,1,0.5
-0.004915995,2.5,20,1,1
-0.003365999,2.25,44,1,1
-0.005055999,6,13,1,1
-0.014616002,3,14.333333,1,1
-0.003707999,4,37.75,1,0.5
-0.019846996,,23,1,1
-0.0116,5,44.333332,1,1
-0.014076998,1,22.142857,1,1
-0.014880997,4.3333335,19.833334,1,1
-0.013145995,3.6666667,34.333332,1,1
-0.011687,5,34,1,1
-0.00552,3,20.5,1,1
-0.010545,3,36,1,1
-0.002430001,6,14,1,1
-0.002746998,3,43,1,0
-0.014584002,6,24,1,0
-0.014337,3.3333333,28,1,1
-0.010955004,5.25,35.75,1,0
-0.003044007,4.5,18.666666,1,0.5
-0.012371002,4.5,24.5,1,0.5
-0.016302003,6,49,1,0.5
-0.015879,5,15.875,1,1
-0.001210002,5,36.5,1,0
-0.015130004,6,15.5,1,1
-0.001810999,4,28,1,1
-0.013903997,2,16.4,1,1
-0.007382003,2,23.75,1,1
-0.008389003,4,11.666667,1,0.5
-0.012839003,5,15.25,1,1
-0.002430001,6,19,1,1
-0.004325002,4,35,1,1
-0.018646,2,43.666668,1,1
-0.017810998,4,23.666666,1,1
-0.005216002,6,20,1,1
-0.015546998,6,12.5,1,1
-0.001135999,2.3333333,25.666666,1,1
-0.018093003,6,11.5,1,1
-0.016908003,5,21.4,1,1
-0.019396996,2.3333333,26,1,1
-0.008786997,3,17,1,1
-0.013851004,3.5,18.833334,1,1
-0.008320002,2,12,1,0.5
-0.013625001,4.5,19.5,1,1
-0.002212999,,29.5,1,1
-0.019292003,6,29,1,1
-0.018672002,4,9.5,1,0.5
-0.00997,6,26,1,0.5
-0.014935001,4.5,14.666667,1,0.5
-0.015236002,6,21.6,1,1
-0.019475004,2,24.75,1,1
-0.008254999,2,15.666667,1,1
-0.000426998,2,37.333332,1,1
-0.001328,6,19.5,1,1
-0.003631001,4,21.75,1,1
-0.012582002,4,17.375,1,1
-0.009956998,3,9.25,1,1
-0.002124002,6,22,1,1
-0.016582003,6,52.5,1,1
-0.003549007,6,18.25,1,1
-0.014848,6,26,1,1
-0.016179001,3.5,23.200001,1,1
-0.001953,5,26.5,1,1
-0.001849999,5,53,1,1
-0.013785004,1,21.333334,1,1
-0.005459001,4.3333335,40,1,1
-0.008362998,2.6666667,15.857142,1,1
-0.010287,2,62.5,1,1
-0.019271998,4.5,26,1,1
-0.014298004,3.3333333,15.428572,1,1
-0.001849999,5,24,1,1
-0.009493996,4.5,15.75,1,1
-0.013543999,4,29.333334,1,1
-0.014021004,2,33,1,1
-0.012334997,6,23.666666,1,0.5
-0.013732999,4,24,1,1
-0.000954998,6,26,1,1
-0.015932998,5,15.666667,1,1
-0.013327998,4,37.333332,1,1
-0.009306001,6,18,1,1
-0.003694,3.25,22.5,1,1
-0.019716999,4,23.666666,1,1
-0.012803,6,20,1,1
-0.002679003,4.5,20.75,1,1
-0.018650001,4,22,1,1
-0.009993998,6,19.666666,1,0.5
-0.009510001,2.5,35.75,1,1
-0.013763,6,14.333333,1,1
-0.017610004,6,19.5,1,1
-0.010781998,2,18.666666,1,0
-0.006674997,4.75,19,1,1
-0.006716003,3.25,28.111111,1,1
-0.013842998,4,44,1,0
-0.012402994,3,14.142858,1,1
-0.019337004,5,11,1,0.5
-0.013947002,3.4000001,23.111111,1,1
-0.001849999,5,44,1,0.5
-0.004655001,3,38,1,1
-0.001849999,5,41,1,1
-0.010098001,4,36.5,1,0.5
-0.006393996,2,23,1,1
-0.009704999,6,9,1,1
-0.019383004,3,7.6666665,1,1
-0.015574996,6,16.333334,1,1
-0.005256004,6,21.5,1,1
-0.016313998,3.5,21,1,1
-0.012647001,2,33.25,1,0.5
-0.002035997,3.5,22.666666,1,1
-0.006260002,4,57,1,1
-0.018697998,3,37.5,1,1
-0.013154997,1,72,1,1
-0.010976999,5,9.5,1,1
-0.008571001,5.5,22,1,1
-0.019802002,2,17.5,1,1
-0.017528998,4,29,1,1
-0.008078999,2,15,1,1
-0.016217997,5,30,1,1
-0.009579002,2.5,13,1,0.5
-0.017700998,6,19,1,1
-0.001849999,5,41,1,0.5
-0.011413005,4,20,1,0.5
-0.011590002,6,30.5,1,1
-0.017415999,3.5,28.333334,1,0.5
-0.017661003,2,23.5,1,1
-0.001574,5.5,37.5,1,1
-0.003830002,3.5,18.333334,1,0
-0.006397003,2,27.666666,1,1
-0.006550001,5,52,1,1
-0.005414997,4.5,38.666668,1,1
-0.010981997,4,39,1,1
-0.018352,3,14.666667,1,0.5
-0.009415,4.5,31,1,0.5
-0.010423002,5,28,1,1
-0.009272004,5,26,1,1
-0.001581998,6,12,1,1
-0.008643998,3,17.333334,1,0.5
-0.011828003,1,19,1,0.5
-0.011245003,4,37.5,1,1
-0.005418002,6,21,1,1
-0.004043003,5,22.333334,1,1
-0.014869997,3,18.666666,1,1
-0.015385001,6,27,1,1
-0.016391,3,16,1,1
-0.006928002,4,19.75,1,1
-0.012489004,3.5,31.666666,1,0.5
-0.018377004,1.5,23.25,1,0.5
-0.001890001,3,19.5,1,1
-0.001245001,3,24.333334,1,1
-0.014342001,6,33.75,1,0.5
-0.006504001,6,27.333334,1,0
-0.012234,3.5,29,1,1
-0.006343002,5,31,1,1
-0.002124002,6,44,1,1
-0.006692997,4,31.25,1,1
-0.011024003,3.5,15.666667,1,0.5
-0.008098004,2.5,24.833334,1,1
-0.013092003,4.5,38,1,0.5
-0.009690999,6,33.5,1,1
-0.007526998,4.5,44.666668,1,0.5
-0.001574,5.5,55,1,1
-0.019554002,3.6666667,28.200001,1,1
-0.018524004,5.5,59,1,1
-0.012371002,3.5,21.5,1,1
-0.011693996,3.5,15.5,1,1
-0.005328996,5,24,1,1
-0.013695998,1,29,1,1
-0.009672998,3,19.666666,1,1
-0.016298002,3.5,22,1,0.5
-0.005767,3.5,51.333332,1,0
-0.015130004,6,61,1,0.5
-0.016299998,2,18.25,1,1
-0.010484,4,17.75,1,0.5
-0.018008998,6,18,1,1
-0.003123002,2.5,19.200001,1,1
-0.018205998,6,18.333334,1,0.5
-0.003867002,2,19,1,0.5
-0.015333003,6,14,1,1
-0.016217997,5,35.5,1,1
-0.017210996,6,21.75,1,0.5
-0.015891997,4,16.333334,1,1
-0.006260002,4,56,1,1
-0.009306001,6,28.5,1,1
-0.010113,6,20.75,1,1
-0.007782004,4.5,25.666666,1,1
-0.006749003,2.5,20,1,0.5
-0.011245003,6,28.5,1,0.5
-0.003259999,6,21.666666,1,1
-0.007384001,5,26.666666,1,1
-0.015268994,3.75,27.142857,1,1
-0.010265998,5,33.333332,1,0.5
-0.004362001,2.5,21,1,1
-0.015707998,4,17,1,0.5
-0.008906997,2,43.5,1,1
-0.018003998,4.6666665,29.799999,1,1
-0.010545,4.5,36.333332,1,1
-0.002124002,6,25,1,1
-0.010131997,4,15.75,1,1
-0.011774003,6,30.200001,1,0.5
-0.019856004,5,35.666668,1,1
-0.010350002,4,14,1,1
-0.001299999,6,26.333334,1,0.5
-0.013888998,3,31.5,1,0
-0.003659998,5,11,1,1
-0.006260002,4,50,1,1
-0.005789997,5.5,61,1,1
-0.01183,3,20,1,1
-0.008706001,2.6666667,31.333334,1,1
-0.004739001,6,19.333334,1,1
-0.016217997,3,31,1,1
-0.009956999,4,23,1,1
-0.016582003,5,27.5,1,1
-0.008177993,6,17.4,1,1
-0.006474,3.5,25.25,1,1
-0.003845,2,26,1,1
-0.010098001,3,39,1,1
-0.008431,3.5,37.333332,1,0.5
-0.003814993,3.5,19.333334,1,1
-0.004690999,6,19.5,1,1
-0.017194001,6,20.25,1,1
-0.018448999,4,30,1,1
-0.004366999,5,20,1,1
-0.004090001,4,22,1,0.5
-0.007194002,2.5,18.6,1,0
-0.013115002,3.25,18.444445,1,1
-0.001849999,5,32,1,1
-0.017377002,3,18.25,1,0.5
-0.019413998,5.25,22.571428,1,1
-0.009126998,3.5,10.285714,1,1
-0.001216998,2.6666667,17.6,1,1
-0.011778997,4,45,1,0.5
-0.013157001,5,18,1,1
-0.010976999,5,15,1,1
-0.012699,6,21.333334,1,1
-0.002124002,6,23,1,1
-0.018585002,3.5,36.714287,1,1
-0.015214002,3,17.5,1,1
-0.014616002,3,22,1,1
-0.00026,5,13,1,0
-0.010305,5,23,1,1
-0.005911998,4,32.400002,1,1
-0.017442001,3.5,33,1,1
-0.019846996,,41,1,1
-0.008159003,4,26.666666,1,1
-0.004041999,3.6666667,49.666668,1,1
-0.003403996,6,31,1,1
-0.001865001,3,23.5,1,1
-0.018884001,5.5,44,1,1
-0.013498998,4,37.333332,1,1
-0.005951998,2,10.5,1,1
-0.004982998,6,23,1,1
-0.018175999,2,14.333333,1,1
-0.000549999,,22.5,1,1
-0.002497,3.3333333,37.5,1,1
-0.014852999,4.5,29.6,1,1
-0.001210002,1.5,41.5,1,1
-0.004834003,3,18.5,1,1
-0.002746998,6,30,1,1
-0.015891997,2,64,1,0.5
-0.000867001,5.5,39.25,1,1
-0.011024003,6,14.333333,1,1
-0.018670997,3,18.75,1,1
-0.006045,3,27,1,1
-0.019667996,6,28.333334,1,1
-0.006570001,2.5,16.75,1,1
-0.001303,5.5,28,1,0.5
-0.019435002,6,20.6,1,1
-0.014627998,4.6666665,24,1,1
-0.015858,3,23.166666,1,0
-0.018008998,6,24.333334,1,1
-0.017221002,6,13.375,1,0.5
