"","total_expenditure","food_expenditure","education_expenditure","kerosene_expenditure","electricity_expenditure","kerosene_lamps","num_kerosene_lamps","kerosene_lamp_hours","kerosene_other","lighting_hours","child_lighting","adult_lighting","appliances","appliance_use","adult_activity","child_activity","satisfaction_reliability","satisfaction_cost","satisfaction_safety","satisfaction_brightness","satisfaction","satisfaction_chng","elec_value","satisfaction_business","income_increase","business_interest","aspirations","knowledge","fuel_type","distance","forcing","treat","katiya","gender","birthplace","age","religion","caste","education","homeBuilt","yrsConnected","elec_hours","Pole","hours_avail","outages","low_voltage","adult_home_work","adult_home_cook","adult_home_charge","adult_home_clean","adult_home_leisure","adult_home_time","hb_r","yrs_r","el_r","ex_zsc","ex_icw","k_zsc","k_icw","l_zsc","l_icw","a_zsc","a_icw","ha_zsc","ha_icw","sa_zsc","sa_icw","village","te_log","fe_log","lighting_business","lighting_friends_family","lighting_studying","lighting_reading","lighting_media","lighting_other","mobile","ic_bulb","cfl_bulb","led_light","tube_light","fans","iron","refrigerator","television","radio","cooler","washing_machine","electric_stove","inverter","water_pump","other"
"144",2500,2500,0,0,NA,0,0,0,0,1.5,0,0,0,0,3.16666666666667,0,4,4,4,4,3.4,5,100,NA,0,1,3.4,0,2,49,0,0,NA,0,1,28,0,0,TRUE,25,NA,NA,1027,NA,NA,NA,2,2,0,1,4,10,25,NA,NA,-0.844519083509694,-0.761524072075524,-1.36327300540094,-1.22952276605159,0.902754083416833,0.399222656049599,-0.543009498597405,-0.414247546542954,-1.06091068963195,-1.0064387294302,1.12130691706724,0.551980498468886,"Bhaggadva",7.82404641085621,7.82404641085621,0,0,0,0,0,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",4000,2500,0,0,NA,0,0,0,0,0.5,0,0,0,0,3,3.42857142857143,4,4,4,4,3.6,4,150,NA,0,0,3.2,0,2,47,0,0,NA,0,1,70,0,0,TRUE,NA,NA,NA,1027,NA,NA,NA,2,1,0,2,3,10,NA,NA,NA,-0.628264871756743,-0.556567618856456,-1.36327300540094,-1.22952276605159,-0.210637215531061,-0.119308511572197,-0.543009498597405,-0.414247546542954,1.24282223201429,1.09485260228877,0.558666331503635,0.0397427128896571,"Bhaggadva",8.294049890102,7.82404641085621,0,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",6000,5000,500,54,NA,1,2,3,0,0.833333333333333,1,0,1,0.5,2.83333333333333,2.14285714285714,5,4,5,4,4.4,4,50,NA,0,1,3.4,0.3,5,25,1,0,NA,0,1,40,0,1,FALSE,NA,NA,NA,1027,NA,NA,NA,1,2,1,2,1,10,NA,NA,NA,1.18939605325327,0.335108338021914,0.286001676514408,0.050333621024025,1.28277962878775,0.463284098994608,-0.186863619210882,-0.282985104531793,0.141749435138335,0.154870196246575,1.50025548592298,0.198012612367811,"Bhaggadva",8.69951491487685,8.51719339141622,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",3000,2500,0,24,NA,1,2,4,0,0.833333333333333,0,0,3,15,3.33333333333333,2.57142857142857,4,2,4,2,2.6,2,200,NA,1,0,3.2,0.1,2,49,0,0,NA,0,1,70,1,1,FALSE,NA,NA,NA,1028,NA,NA,NA,2,2,0,1,3,12,NA,NA,NA,-0.595480853130994,-0.425411466019996,0.405852186844196,0.297611501238809,0.16049321745157,0.0535352109684015,1.56012957887769,1.74737864411517,0.96874548502279,0.762981968728668,-0.376148500500432,-0.0481841637914404,"Bhaggadva",8.00636790098353,7.82404641085621,0,0,0,0,0,5,NA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"148",2500,2000,0,56,NA,1,2,3,0,0,0,0,0,0,2.83333333333333,0,4,2,4,4,3.2,3,100,NA,0,0,3.2,0.1,2,29,1,0,NA,0,1,75,0,1,FALSE,20,NA,NA,1027,NA,NA,NA,2,1,0,1,1,12,20,NA,NA,-0.578624865684012,-0.142416932362779,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-1.4058895278263,-1.22752695728123,-0.303417570715223,-0.36462389782084,"Bhaggadva",7.82404641085621,7.60090295954196,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",8000,6000,500,56,0,1,1,3,0,0.5,1,0,5,17.1,3.33333333333333,1.85714285714286,4,4,4,4,4,4,200,NA,1,1,3.8,0.8,4,35,1,1,0,0,1,25,1,0,TRUE,NA,5,7.33333333333333,1028,7.33333333333333,7.66666666666667,7.66666666666667,2,2,1,1,2,12,NA,5,7,1.7864756589625,0.642189824055412,-0.0048279172403913,-0.025930719796989,0.91164919580512,0.290440376454009,2.35673034381719,2.15394965784765,0.452865830701246,0.302182917552734,2.00174051163418,0.566062042283091,"Bhaggadva",8.98719694566197,8.69951491487685,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"150",3000,2500,200,24,NA,1,2,4,0,1.33333333333333,0,0,2,14,2.83333333333333,3.14285714285714,4,4,4,4,3.4,4,200,NA,1,0,3.4,0,2,60,0,0,NA,0,1,25,0,0,TRUE,15,NA,NA,1028,NA,NA,NA,2,2,0,1,2,10,15,NA,NA,-0.437004738821488,-0.430555667184828,0.405852186844196,0.297611501238809,0.717188866925517,0.3128007947793,1.16566142396096,1.55064068859939,0.863980951188497,0.799988867892882,1.19323256667302,0.559013844259698,"Bhaggadva",8.00636790098353,7.82404641085621,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"151",5000,3500,0,52,0,1,1,4,0,0,0,0,3,18,3.16666666666667,2.14285714285714,2,2,4,5,3.6,4,200,NA,1,1,3.2,0.3,1,26,1,1,0,0,1,35,0,1,FALSE,30,4,8,1027,8,6.66666666666667,8.33333333333333,2,2,0,1,2,12,30,4,8,0.193298370133259,0.171779957355661,0.115022593089398,0.221347160417795,-0.767332865005008,-0.378574095383095,1.79006323205892,2.14023172514287,0.486728273332687,0.375958424097596,0.967546084373732,-0.276706977111213,"Bhaggadva",8.51719339141622,8.16051853319175,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",3000,3000,0,56,NA,1,1,5,0,0,0,0,0,0,2.33333333333333,1.42857142857143,4,4,4,4,3.8,3,50,NA,0,1,4,0,2,59,0,0,NA,0,1,28,1,0,FALSE,NA,NA,NA,1029,NA,NA,NA,1,2,0,2,1,8,NA,NA,NA,-0.212545596155047,-0.0626080485746672,0.234873103419186,0.468625040632579,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,-0.891598476474737,-0.637561196705891,0.925701626010997,0.27590019502146,"Bhariya",8.00636790098353,8.00636790098353,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",3000,1500,0,84,100,1,2,3,0,0.166666666666667,0,0.5,2,6,3.16666666666667,0,4,4,4,4,3.6,4,0,NA,0,0,3.2,0.1,2,30,1,1,0,0,1,60,1,0,TRUE,NA,20,9,1029,9,6.66666666666667,6,3,4,0,1,2,9,NA,20,9,-0.447091652589683,0.232582938721177,0.286001676514408,0.050333621024025,0.0353370230216309,0.217474711327567,0.552505015477689,0.503032472525532,-1.06091068963195,-1.0064387294302,0.146676632594817,-0.134092491200579,"Bhariya",8.00636790098353,7.31322105375675,0,1,0,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"154",3000,2000,300,0,NA,0,0,0,0,0.5,1,0,3,9,2.83333333333333,2.57142857142857,5,5,5,5,4.4,5,0,NA,0,0,4,0.2,4,56,0,0,NA,0,1,35,1,0,FALSE,NA,NA,NA,1029,NA,NA,NA,3,2,0,2,1,9,NA,NA,NA,-0.681717440933444,-0.706666589107293,-1.36327300540094,-1.22952276605159,0.91164919580512,0.290440376454009,1.10026227251524,0.961672482059776,0.451277227731262,0.431349626952135,1.80104926486616,0.679226738833069,"Bhariya",8.00636790098353,7.60090295954196,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",12000,4000,0,54,0,1,4,4,0,0,0,0,5,14,5,1.42857142857143,4,4,4,4,3.6,4,100,NA,1,1,3.6,0,2,23,1,1,0,1,0,65,1,1,FALSE,35,1,6,1030,6,8.66666666666667,7.66666666666667,8,4,1,1,4,12,35,1,6,1.36422808221333,1.15630458776184,0.987511374353794,0.450140182880837,-0.767332865005008,-0.378574095383095,2.11913223552992,1.74800147411903,1.86823222908008,1.13114462610228,1.51642602639123,0.640322102583311,"Bhavaniyapur",9.39266201210347,8.294049890102,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"158",4000,3000,50,75,NA,1,4,7,0,0,0,0,1,0.3,2.33333333333333,1.42857142857143,1,2,2,1,1.4,3,50,NA,0,1,3.2,0.1,2,46,0,0,NA,0,1,50,1,0,FALSE,1,NA,NA,1031,NA,NA,NA,2,2,0,1,1,8,1,NA,NA,0.11133108898374,0.284746952363542,1.34706290534316,1.19197382352519,-0.767332865005008,-0.378574095383095,-0.202192529422964,-0.309175309933639,-0.891598476474737,-0.637561196705891,-2.26276016147643,-0.702219939274968,"Bhogajot",8.294049890102,8.00636790098353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",3000,1500,0,50,NA,1,2,3,0,0.166666666666667,0,0,0,0,2.5,0,4,4,4,4,3.8,3,0,NA,0,0,3.2,0.1,2,30,1,0,NA,0,1,35,1,1,FALSE,20,NA,NA,1031,NA,NA,NA,3,2,0,1,0,9,20,NA,NA,-0.697775767853949,-0.14679159472626,0.286001676514408,0.050333621024025,-0.581767648513693,-0.292152234112796,-0.543009498597405,-0.414247546542954,-1.75086836602065,-1.44861518513225,-0.0161912182284279,-0.369791416411758,"Bhogajot",8.00636790098353,7.31322105375675,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",6000,3500,500,75,0,1,3,4,0,0.166666666666667,0.5,0,1,4,3,1.42857142857143,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.1,1,25,1,0,1,1,0,28,0,0,FALSE,5,0.41,9.33333333333333,1031,9.33333333333333,5.66666666666667,6.33333333333333,3,4,0,1,1,9,5,0,9,0.903238561323051,0.552192803725639,0.696681780598996,0.373875842059823,-0.0206244428456018,-0.0872777900996929,0.0813923095005513,0.175343490000522,-0.201640800086033,-0.195384741003848,0.207427257208934,-0.271378025214936,"Bhogajot",8.69951491487685,8.16051853319175,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"161",5000,4000,50,0,NA,0,0,0,0,1,0,0,1,1,2.83333333333333,1.42857142857143,4,4,4,4,3.4,4,20,NA,0,0,4,0,3,58,0,0,NA,1,0,32,0,0,FALSE,20,NA,NA,1031,NA,NA,NA,2,2,0,1,2,10,20,NA,NA,-0.00348457026042667,-0.403980934595652,-1.36327300540094,-1.22952276605159,0.346058433942886,0.139957072238701,-0.148541343680677,-0.217509591027176,-0.374130219183209,-0.305928854929359,0.497471714803896,0.364054556699159,"Bhogajot",8.51719339141622,8.294049890102,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162",7000,5000,0,100,250,1,3,4,0,0.166666666666667,0,0,4,7,3,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0,1,22,1,1,0,0,1,25,0,0,FALSE,30,3,9.33333333333333,1031,9.33333333333333,5.33333333333333,6,3,4,0,1,1,9,30,3,9,1.2765361038096,0.997877904018728,0.696681780598996,0.373875842059823,-0.581767648513693,-0.292152234112796,1.26479677425074,0.765557356547856,0.00471106164258466,-0.0110651205334745,0.207427257208934,-0.271378025214936,"Bhogajot",8.85366557089458,8.51719339141622,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",6000,5000,150,84,0,1,2,2,0,0,0,0,6,6.2,4,2.42857142857143,4,4,4,4,3.6,4,150,NA,0,1,3.6,0.2,1,27,1,1,0,0,1,19,1,1,TRUE,15,0.67,12.6666666666667,1076,12.6666666666667,3.66666666666667,5.66666666666667,6,2,0,2,4,10,15,1,13,1.13325471962128,0.678852925455167,0.166151166184619,-0.196944259190759,-0.767332865005008,-0.378574095383095,1.83912834111505,0.79237039195356,1.55552723054718,1.11299861419552,1.18492240262244,0.458647512956122,"Bijlipur",8.69951491487685,8.51719339141622,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"164",10000,8000,0,140,NA,1,2,5,0,0,0,0,1,3,4.33333333333333,2.85714285714286,4,4,4,2,3.2,3,150,NA,0,1,3.8,0.2,2,35,1,0,NA,0,1,40,1,1,FALSE,10,NA,NA,1076,NA,NA,NA,8,2,0,2,4,10,10,NA,NA,2.88595061269564,1.88858398912853,0.525702697173985,0.544889381453593,-0.767332865005008,-0.378574095383095,0.00474775844014188,0.044392462991289,2.21003386133446,1.61056627275211,0.51860221151592,0.366712790922076,"Bijlipur",9.21034047197618,8.98719694566197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",15000,10000,0,112,NA,1,4,5,0,0,0,0,1,0.1,3.66666666666667,2.85714285714286,4,4,4,1,3,3,100,NA,0,0,3.8,0.4,2,53,0,0,NA,0,1,30,1,1,TRUE,40,NA,NA,1076,NA,NA,NA,4,2,0,2,4,10,40,NA,NA,3.98834130777911,2.28232621225379,1.10736188468358,0.697418063095621,-0.767332865005008,-0.378574095383095,-0.217521439635045,-0.335365515335486,1.52007618494576,1.16838981705006,-0.332604461960485,0.0197335649094263,"Bijlipur",9.61580554675101,9.21034047197618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",10000,7000,600,112,0,1,4,6,0,0.833333333333333,0,0,12,18,4.33333333333333,2.28571428571429,2,4,4,4,3.2,4,100,NA,0,1,4.6,0.5,1,25,1,1,0,0,1,30,1,1,TRUE,20,0.67,15,1076,15,7,10,8,2,0,2,4,10,20,1,15,2.86093868136384,1.54923523321713,1.22721239501337,0.944695943310406,0.16049321745157,0.0535352109684015,4.65047566676579,2.73231408170178,1.79733013787723,1.24192703181136,0.901082895988533,0.57962298312361,"Bijlipur",9.21034047197618,8.85366557089458,3,0,0,2,0,0,3,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0
"167",5000,4000,0,112,NA,1,2,5,0,0,0,0,0,0,5.16666666666667,2.85714285714286,4,4,3,2,3,3,50,NA,0,0,3.6,0,2,46,0,0,NA,1,0,40,1,1,FALSE,18,NA,NA,1076,NA,NA,NA,6,3,0,2,4,16,18,NA,NA,0.782679369091543,0.847009461169468,0.525702697173985,0.544889381453593,-0.767332865005008,-0.378574095383095,-0.543009498597405,-0.414247546542954,3.07248095682034,2.16328684237966,-0.55466689686603,-0.176316538633048,"Bijlipur",8.51719339141622,8.294049890102,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",3000,2500,0,56,NA,1,4,4,0,0,0,0,1,0.1,4,2,4,4,4,3,3.4,3,50,NA,0,1,3.2,0,2,46,0,0,NA,1,0,42,1,1,FALSE,15,NA,NA,1076,NA,NA,NA,6,2,0,2,4,10,15,NA,NA,-0.359542862294038,-0.0683530815988784,0.987511374353794,0.450140182880837,-0.767332865005008,-0.378574095383095,-0.217521439635045,-0.335365515335486,1.24599943795426,0.836519183489964,0.242409678222526,0.0365311411096877,"Bijlipur",8.00636790098353,7.82404641085621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169",5000,4000,0,54,0,1,2,3,0,0,0,0,3,14,2.83333333333333,2.14285714285714,3,4,4,4,3.2,5,10,NA,0,0,3.4,0.1,1,58,0,1,0,0,1,56,1,0,TRUE,5,1,10.6666666666667,1033,10.6666666666667,4.33333333333333,2.33333333333333,3,2,0,1,1,10,5,1,11,0.35504176069956,0.199841139406192,0.286001676514408,0.050333621024025,-0.767332865005008,-0.378574095383095,1.48348502781728,1.61642761710594,0.141749435138335,0.154870196246575,0.13002550473324,0.0760244092128939,"bodhva ( pole no.2)",8.51719339141622,8.294049890102,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"170",6000,2500,0,54,0,1,2,4,0,0,0,0,5,5.3,3,1.85714285714286,4,4,4,4,3.8,4,0,NA,0,0,3.4,0.1,1,30,1,1,0,0,1,50,1,1,TRUE,50,6,9.66666666666667,1033,9.66666666666667,7.33333333333333,7.33333333333333,3,4,0,1,1,9,50,6,10,0.0582194367845548,0.319243675812937,0.405852186844196,0.297611501238809,-0.767332865005008,-0.378574095383095,1.45232464130436,0.608727539138705,0.107886992506894,0.0810946897017123,0.296580693951106,-0.186957153546599,"bodhva ( pole no.2)",8.69951491487685,7.82404641085621,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"171",2000,1000,0,54,NA,1,3,8,0,0,0,0,1,2,2.83333333333333,1.42857142857143,3,2,2,2,2,3,50,NA,0,0,3.6,0,2,55,0,0,NA,1,0,25,0,0,FALSE,12,NA,NA,1032,NA,NA,NA,1,2,0,1,1,12,12,NA,NA,-0.959450259640287,-0.24454196517721,1.17608382191815,1.36298736291896,-0.767332865005008,-0.378574095383095,-0.0718967926202676,-0.0865585640179437,-0.374130219183209,-0.305928854929359,-1.67419811871239,-0.501286331271184,"bodhva ( pole no.1)",7.60090295954196,6.90775627898164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",10000,3000,500,54,0,1,2,3,0,0.333333333333333,1,0,2,4,2.83333333333333,1.85714285714286,3,4,4,4,3.6,4,0,NA,0,0,3.2,0.2,1,31,1,1,0,0,1,43,1,1,TRUE,43,6,9,1033,9,5.33333333333333,7.66666666666667,4,2,0,1,1,9,43,6,9,1.17808488670518,0.858678747842582,0.286001676514408,0.050333621024025,0.726083979313805,0.20401851518371,0.39921591335687,0.241130418507067,-0.0646024265902822,-0.0294494242237985,-0.0887111381453134,-0.392969935286996,"bodhva ( pole no.1)",9.21034047197618,8.00636790098353,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",4000,1500,0,54,0,1,2,4,0,0.166666666666667,0,0,4,17,2.66666666666667,1.42857142857143,4,3,4,3,3.4,4,0,NA,0,0,3.6,0.1,1,33,1,1,0,0,1,27,1,1,TRUE,27,6,9.33333333333333,1033,9.33333333333333,7.33333333333333,5.66666666666667,3,2,0,1,1,9,27,6,9,-0.524114044497362,0.0344783388057576,0.405852186844196,0.297611501238809,-0.581767648513693,-0.292152234112796,2.03124228485483,2.07506762664018,-0.546619638280385,-0.41647296885487,-0.130761209085001,-0.26551145887284,"bodhva ( pole no.2)",8.294049890102,7.31322105375675,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"175",5000,3000,0,56,100,1,2,5,0,0,4.5,0,3,11.3,3.16666666666667,1.71428571428571,4,4,4,4,3.8,4,0,NA,0,0,3.2,0.3,1,30,1,1,0,0,1,55,1,1,TRUE,55,9,8.66666666666667,1032,8.66666666666667,4,5.66666666666667,3,4,0,2,1,9,55,9,9,0.0757933528488881,0.210667222384089,0.525702697173985,0.544889381453593,4.28295598600781,1.46529590073483,1.27654473995418,1.26285984418101,0.17720048073976,0.0994789933920363,0.207427257208934,-0.271378025214936,"bodhva ( pole no.1)",8.51719339141622,8.00636790098353,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"176",3000,2000,100,94,NA,1,3,8,0,0,0,0,5,16,2,1.57142857142857,3,3,4,4,3,4,50,NA,0,0,3.6,0.1,2,45,0,0,NA,0,1,50,1,0,FALSE,15,NA,NA,1033,NA,NA,NA,1,1,0,1,1,8,15,NA,NA,-0.147125707159391,0.347336616294572,1.17608382191815,1.36298736291896,-0.767332865005008,-0.378574095383095,2.27242133765074,2.0099035281375,-1.13340138380478,-0.766489614321727,-0.145143377825544,-0.0156161316333258,"bodhva ( pole no.2)",8.00636790098353,7.60090295954196,0,0,0,0,0,0,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"177",6000,4000,1000,54,NA,1,2,7,0,0.5,0.5,0,1,1,2.66666666666667,1.57142857142857,3,3,3,2,2.4,3,50,NA,0,0,3.4,0,2,58,0,0,NA,1,0,38,0,0,FALSE,10,NA,NA,1032,NA,NA,NA,2,2,0,1,1,10,10,NA,NA,1.29159180674905,0.310757769061412,0.765403717833563,1.03944514188316,0.35050599013703,0.0855659324409059,-0.148541343680677,-0.217509591027176,-0.443443707416076,-0.324313158619683,-1.25127711714918,-0.369047862100885,"bodhva ( pole no.1)",8.69951491487685,8.294049890102,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",4000,3500,0,0,NA,0,0,0,0,0.833333333333333,0,0,1,1,2.66666666666667,2,3,3,3,3,2.6,4,30,NA,0,1,4.4,0.1,2,48,0,0,NA,0,1,55,0,0,FALSE,20,NA,NA,1032,NA,NA,NA,2,2,0,2,1,9,20,NA,NA,-0.334270339478761,-0.545077552808034,-1.36327300540094,-1.22952276605159,0.16049321745157,0.0535352109684015,-0.148541343680677,-0.217509591027176,-0.13391591482315,-0.0478337279141229,0.0770533559846648,0.417326018208163,"bodhva ( pole no.2)",8.294049890102,8.16051853319175,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",8000,4000,0,84,100,1,3,5,0,0,0,0,3,9,2.83333333333333,1.85714285714286,4,4,3,4,3.6,4,0,NA,0,0,3.2,0.1,1,34,1,1,0,0,1,26,0,0,FALSE,26,10,7.33333333333333,1032,7.33333333333333,6.33333333333333,5.66666666666667,2,4,0,1,1,9,26,10,7,1.00874205061511,0.944496281239125,0.816532290928784,0.621153722274608,-0.767332865005008,-0.378574095383095,1.10026227251524,0.961672482059776,-0.0646024265902822,-0.0294494242237985,-0.054079417523833,-0.364033290311775,"bodhva ( pole no.1)",8.98719694566197,8.294049890102,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"180",3000,2000,50,119,NA,1,3,7,0,0,0,0,1,2,2.66666666666667,1.85714285714286,2,1,2,3,2,3,100,NA,0,1,3.8,0.1,2,49,0,0,NA,0,1,45,1,0,FALSE,15,NA,NA,1034,NA,NA,NA,2,2,0,2,1,9,15,NA,NA,-0.00241818039539527,0.627574529414778,1.05623331158836,1.11570948270418,-0.767332865005008,-0.378574095383095,-0.0718967926202676,-0.0865585640179437,-0.237091845687458,-0.13999353814931,-1.21979354280655,-0.452767753418413,"Chahlar",8.00636790098353,7.60090295954196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",9000,7000,500,81,NA,1,2,4,0,0.166666666666667,0,0,1,1,2.83333333333333,1.71428571428571,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,2,30,1,0,NA,0,1,34,1,1,TRUE,10,NA,NA,1145,NA,NA,NA,3,4,0,1,0,9,10,NA,NA,2.40896622108382,1.06926938841221,0.405852186844196,0.297611501238809,-0.581767648513693,-0.292152234112796,-0.148541343680677,-0.217509591027176,-0.167778357454591,-0.121609234458985,0.258468581044118,-0.253901280351601,"Chakaiya (pole no.1)",9.10497996742946,8.85366557089458,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",7000,5000,0,81,0,1,3,3,0,0.166666666666667,0,0,3,8,3.33333333333333,1.57142857142857,4,4,4,4,4,4,0,NA,0,0,3.2,0.1,1,29,1,1,0,0,1,40,1,1,TRUE,10,1,9.33333333333333,1145,9.33333333333333,4.33333333333333,4.33333333333333,3,4,0,2,2,9,10,1,9,1.13644792175016,0.785874488268689,0.576831270269206,0.126597961845039,-0.581767648513693,-0.292152234112796,1.02361772145483,0.830721455050543,0.246513968972628,0.117863297082361,0.268177881823052,-0.408663559229294,"Chakaiya (pole no.1)",8.85366557089458,8.51719339141622,0,1,0,0,0,0,NA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"184",3000,2500,0,0,NA,0,0,0,0,1.33333333333333,0,NA,1,1,2.5,2.14285714285714,4,4,5,5,4,4,100,NA,0,1,3.6,0,2,56,0,0,NA,0,1,45,1,0,FALSE,4,NA,NA,1145,NA,NA,NA,2,2,0,1,1,9,4,NA,NA,-0.77243434625871,-0.693205254335835,-1.36327300540094,-1.22952276605159,NA,0.372581081634474,-0.148541343680677,-0.217509591027176,-0.203229403056017,-0.0662180316044471,1.57502675392461,0.532328811275663,"Chakaiya (pole no.1)",8.00636790098353,7.82404641085621,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",3500,2500,50,0,NA,0,0,0,0,1.16666666666667,0.5,0,1,1,2.5,1.85714285714286,4,4,4,4,3.6,4,50,NA,0,0,3,0,5,49,0,0,NA,1,0,62,1,0,FALSE,13,NA,NA,1145,NA,NA,NA,2,2,0,1,1,9,13,NA,NA,-0.66073058043035,-0.626172486887353,-1.36327300540094,-1.22952276605159,1.09276685610229,0.431253377522103,-0.148541343680677,-0.217509591027176,-0.409581264784634,-0.25053765207482,0.194853095488918,-0.160568294838838,"Chakaiya (pole no.1)",8.16051853319175,7.82404641085621,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",5000,3000,0,81,NA,1,2,3,0,0.333333333333333,0,0,0,0,2.5,1.57142857142857,4,4,4,4,3.8,3,100,NA,0,0,3.2,0,2,24,1,0,NA,0,1,30,1,1,FALSE,10,NA,NA,1145,NA,NA,NA,3,2,0,1,0,9,10,NA,NA,0.26011990819026,0.489619085213088,0.286001676514408,0.050333621024025,-0.396202432022377,-0.205730372842497,-0.543009498597405,-0.414247546542954,-0.615933126513252,-0.434857272545194,0.258468581044118,-0.253901280351601,"Chakaiya (pole no.1)",8.51719339141622,8.00636790098353,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",4000,3000,0,0,NA,0,0,0,0,1.16666666666667,0,0,1,1,2.83333333333333,1.42857142857143,4,4,5,4,3.6,4,80,NA,0,0,3,0,2,53,0,0,NA,1,0,35,1,0,FALSE,20,NA,NA,1145,NA,NA,NA,2,2,0,2,1,10,20,NA,NA,-0.481267605617752,-0.550822585832245,-1.36327300540094,-1.22952276605159,0.531623650434202,0.226378933509,-0.148541343680677,-0.217509591027176,-0.374130219183209,-0.305928854929359,0.478007085389332,0.104139545090406,"Chakaiya (pole no.1)",8.294049890102,8.00636790098353,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",5000,4000,0,0,NA,0,0,0,0,0,0,0,1,1,2.16666666666667,1.42857142857143,2,1,2,2,1.6,3,0,NA,0,0,3.8,0,5,55,0,0,NA,1,1,43,0,0,FALSE,4,NA,NA,1146,NA,NA,NA,1,2,0,1,1,8,4,NA,NA,-0.0431035988378029,-0.402694884304444,-1.36327300540094,-1.22952276605159,-0.767332865005008,-0.378574095383095,-0.148541343680677,-0.217509591027176,-1.06408789557191,-0.748105310631403,-2.26908074053335,-0.720406513446784,"Chakiya",8.51719339141622,8.294049890102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
