country,honeymoon_1q,honeymoon_2q,honeymoon_3q,preelection_1q,preelection_2q,dismissal_tainted,age,nonpartisan,inflation,gdp,allhouse,govfrac,reelect_last_year,coalition,lagged_approval,approval,lagged_rc,lagged_dism_tainted,lagged_age,lagged_nonpartisan,visibility,qtr
Brazil,0,0,0,0,0,2,57.75490196,0.257142857,4.183568129,3.961988711,0,0.71829671,1,1,41.158089,43.808369,4,6,57.78504673,0.218181818,0,2006q2
Brazil,0,0,0,0,1,0,57.85714286,0.25,4.183568129,3.961988711,0,0.71829671,1,1,43.808369,46.862411,7,2,57.75490196,0.257142857,0,2006q3
Brazil,0,0,0,1,0,0,57.85714286,0.25,4.183568129,3.961988711,0,0.71829671,1,1,46.862411,52.219009,14,0,57.85714286,0.25,1,2006q4
Brazil,0,0,0,1,0,0,58.85714286,0.25,3.641272991,6.069870607,0,0.71829671,1,1,52.219009,51.359001,10,0,57.85714286,0.25,1,2007q1
Brazil,1,0,0,0,0,6,58.80869565,0.264957265,3.641272991,6.069870607,0,0.81759965,0,1,52.219009,51.359001,NA,NA,NA,NA,NA,2007q1
Brazil,0,0,0,0,0,1,57.70754717,0.169811321,3.641272991,6.069870607,0,0.81759965,0,1,51.359001,51.431541,22,6,58.80869565,0.264957265,1,2007q2
Brazil,0,0,0,0,0,0,57.2,0.171428571,3.641272991,6.069870607,0,0.81759965,0,1,51.431541,51.200008,13,1,57.70754717,0.169811321,1,2007q3
Brazil,0,0,0,0,0,0,57.16037736,0.169811321,3.641272991,6.069870607,0,0.81759965,0,1,51.200008,52.086342,21,0,57.2,0.171428571,0,2007q4
Brazil,0,0,0,0,0,1,58.43119266,0.165137615,5.678593903,5.094195447,0,0.81759965,0,1,52.086342,57.317501,14,0,57.16037736,0.169811321,0,2008q1
Brazil,0,0,0,0,0,2,58.6,0.162162162,5.678593903,5.094195447,0,0.81759965,0,1,57.317501,58.237621,15,1,58.43119266,0.165137615,0,2008q2
Brazil,0,0,0,0,0,0,58.69811321,0.165137615,5.678593903,5.094195447,0,0.81759965,0,1,58.237621,65.846298,27,2,58.6,0.162162162,1,2008q3
Brazil,0,0,0,0,0,0,58.62857143,0.166666667,5.678593903,5.094195447,0,0.81759965,0,1,65.846298,69.958267,28,0,58.69811321,0.165137615,1,2008q4
Brazil,0,0,0,0,0,0,59.62857143,0.166666667,4.888034799,-0.125812002,0,0.81759965,0,1,69.958267,65.412941,10,0,58.62857143,0.166666667,0,2009q1
Brazil,0,0,0,0,0,0,59.62857143,0.166666667,4.888034799,-0.125812002,0,0.81759965,0,1,65.412941,67.67366,22,0,59.62857143,0.166666667,1,2009q2
Brazil,0,0,0,0,0,0,59.34951456,0.169811321,4.888034799,-0.125812002,0,0.81759965,0,1,67.67366,67.010361,23,0,59.62857143,0.166666667,1,2009q3
Brazil,0,0,0,0,0,1,59.09433962,0.201834862,4.888034799,-0.125812002,0,0.81759965,0,1,67.010361,69.8041,15,0,59.34951456,0.169811321,1,2009q4
Brazil,0,0,0,0,0,6,59.96226415,0.211009174,5.038726901,7.528225818,0,0.81759965,0,1,69.8041,71.993729,12,1,59.09433962,0.201834862,0,2010q1
Brazil,0,0,0,0,0,1,58.06796117,0.275229358,5.038726901,7.528225818,0,0.81759965,0,1,71.993729,72.636497,13,6,59.96226415,0.211009174,0,2010q2
Brazil,0,0,0,0,1,0,57.94117647,0.28440367,5.038726901,7.528225818,0,0.81759965,0,1,72.636497,74.705643,10,1,58.06796117,0.275229358,0,2010q3
Brazil,0,0,0,1,0,1,58.15151515,0.305555556,5.038726901,7.528225818,0,0.81759965,0,1,74.705643,76.159111,27,0,57.94117647,0.28440367,1,2010q4
Brazil,0,0,0,1,0,0,59.28125,0.314285714,6.636449622,3.974423079,0,0.81759965,0,1,76.159111,56.768848,9,1,58.15151515,0.305555556,0,2011q1
Brazil,1,0,0,0,0,0,57.86486486,0.243243243,6.636449622,3.974423079,0,0.69154215,0,1,76.159111,56.768848,NA,NA,NA,NA,NA,2011q1
Brazil,0,0,0,0,0,1,57.72807018,0.236842105,6.636449622,3.974423079,0,0.69154215,0,1,56.768848,52.643169,19,0,57.86486486,0.243243243,1,2011q2
Brazil,0,0,0,0,0,0,57.87719298,0.236842105,6.636449622,3.974423079,0,0.69154215,0,1,52.643169,52.909309,21,1,57.72807018,0.236842105,1,2011q3
Brazil,0,0,0,0,0,0,57.41071429,0.241071429,6.636449622,3.974423079,0,0.69154215,0,1,52.909309,57.217152,24,0,57.87719298,0.236842105,1,2011q4
Brazil,0,0,0,0,0,2,59.04385965,0.263157895,5.40349914,1.921175986,0,0.69154215,0,1,57.217152,59.398628,8,0,57.41071429,0.241071429,0,2012q1
Brazil,0,0,0,0,0,0,58.79090909,0.272727273,5.40349914,1.921175986,0,0.69154215,0,1,59.398628,61.795769,4,2,59.04385965,0.263157895,0,2012q2
Brazil,0,0,0,0,0,0,58.64285714,0.267857143,5.40349914,1.921175986,0,0.69154215,0,1,61.795769,62.409592,18,0,58.79090909,0.272727273,1,2012q3
Brazil,0,0,0,0,0,0,58.64864865,0.243243243,5.40349914,1.921175986,0,0.69154215,0,1,62.409592,62.6133,18,0,58.64285714,0.267857143,1,2012q4
Brazil,0,0,0,0,0,0,59.70175439,0.245614035,6.204310666,3.004822669,0,0.69154215,0,1,62.6133,63.870171,13,0,58.64864865,0.243243243,1,2013q1
Brazil,0,0,0,0,0,1,60.32142857,0.267857143,6.204310666,3.004822669,0,0.69154215,0,1,63.870171,54.410992,14,0,59.70175439,0.245614035,1,2013q2
Brazil,0,0,0,0,0,1,60.26785714,0.276785714,6.204310666,3.004822669,0,0.69154215,0,1,54.410992,41.00317,9,1,60.32142857,0.267857143,0,2013q3
Brazil,0,0,0,0,0,0,60.34862385,0.294642857,6.204310666,3.004822669,0,0.69154215,0,1,41.00317,44.986809,20,1,60.26785714,0.276785714,1,2013q4
Brazil,0,0,0,0,0,4,60.91525424,0.305785124,6.329040155,0.50395574,0,0.69154215,1,1,44.986809,42.856121,15,0,60.34862385,0.294642857,1,2014q1
Brazil,0,0,0,0,0,1,60.81081081,0.342105263,6.329040155,0.50395574,0,0.69154215,1,1,42.856121,38.26466,3,4,60.91525424,0.305785124,0,2014q2
Brazil,0,0,0,0,1,0,60.83333333,0.351351351,6.329040155,0.50395574,0,0.69154215,1,1,38.26466,39.61961,17,1,60.81081081,0.342105263,1,2014q3
Brazil,0,0,0,1,0,0,60.95192308,0.364485981,6.329040155,0.50395574,0,0.69154215,1,1,39.61961,43.38974,11,0,60.83333333,0.351351351,1,2014q4
Brazil,0,0,0,1,0,0,62.19444444,0.405405405,9.029901024,-3.545763393,0,0.69154215,1,1,43.38974,22.697741,22,0,60.95192308,0.364485981,1,2015q1
Brazil,1,0,0,0,0,0,57.62037037,0.333333333,9.029901024,-3.545763393,0,0.85690063,0,1,43.38974,22.697741,NA,NA,NA,NA,NA,2015q1
Brazil,0,0,0,0,0,0,57.8952381,0.342592593,9.029901024,-3.545763393,0,0.85690063,0,1,22.697741,17.586281,16,0,57.62037037,0.333333333,1,2015q2
Brazil,0,0,0,0,0,0,57.85294118,0.342857143,9.029901024,-3.545763393,0,0.85690063,0,1,17.586281,15.96339,19,0,57.8952381,0.342592593,1,2015q3
Brazil,0,0,0,0,1,2,57.20952381,0.339449541,9.029901024,-3.545763393,0,0.85690063,0,1,15.96339,16.368,20,0,57.85294118,0.342857143,1,2015q4
Brazil,0,0,0,1,0,1,58.12765957,0.326530612,8.739143523,-3.275916908,0,0.85690063,1,1,16.368,17.833679,19,2,57.20952381,0.339449541,1,2016q1
Brazil,0,0,0,1,0,5,57.69642857,0.40625,8.739143523,-3.275916908,0,0.85690063,1,1,17.833679,22.700121,17,1,58.12765957,0.326530612,1,2016q2
Brazil,1,0,0,1,0,0,55.95081967,0.262295082,8.739143523,-3.275916908,0,0.91251034,1,NA,17.833679,22.700121,NA,NA,NA,NA,NA,2016q2
Brazil,0,1,0,1,0,0,55.75862069,0.275862069,8.739143523,-3.275916908,0,0.91251034,1,NA,22.700121,23.34572,7,0,55.95081967,0.262295082,1,2016q3
Brazil,1,0,0,0,0,0,55.5,0.266666667,8.739143523,-3.275916908,0,0.91251034,0,1,22.700121,23.34572,NA,NA,NA,NA,NA,2016q3
Brazil,0,1,0,0,0,0,55.25,0.215909091,8.739143523,-3.275916908,0,0.91251034,0,1,23.34572,21.11128,2,0,55.5,0.266666667,0,2016q4
Brazil,0,0,1,0,0,2,57.92134831,0.197802198,3.44637335,1.322869054,0,0.91251034,0,1,21.11128,16.40378,21,0,55.25,0.215909091,1,2017q1
Brazil,0,0,0,0,0,1,58.31460674,0.206521739,3.44637335,1.322869054,0,0.91251034,0,1,16.40378,15.38032,29,2,57.92134831,0.197802198,1,2017q2
Brazil,0,0,0,0,0,0,57.06666667,0.258064516,3.44637335,1.322869054,0,0.91251034,0,1,15.38032,11.87317,22,1,58.31460674,0.206521739,1,2017q3
Brazil,0,0,0,0,0,2,56.76086957,0.252631579,3.44637335,1.322869054,0,0.91251034,0,1,11.87317,11.80399,24,0,57.06666667,0.258064516,1,2017q4
Brazil,0,0,0,0,0,1,56.9,0.301075269,3.664850284,1.783666762,0,0.91251034,1,1,11.80399,12.54256,25,2,56.76086957,0.252631579,1,2018q1
Brazil,0,0,0,0,0,7,57.46067416,0.425742574,3.664850284,1.783666762,0,0.91251034,1,1,12.54256,11.51808,19,1,56.9,0.301075269,1,2018q2
Brazil,0,0,0,0,1,0,58.94936709,0.494505495,3.664850284,1.783666762,0,0.91251034,1,1,11.51808,10.8203,16,7,57.46067416,0.425742574,1,2018q3
Brazil,0,0,0,1,0,0,59.26923077,0.5,3.664850284,1.783666762,0,0.91251034,1,1,10.8203,7.8252201,23,0,58.94936709,0.494505495,1,2018q4
Brazil,0,0,0,1,0,0,60.32,0.517241379,3.732976212,1.220777824,0,0.91251034,1,1,7.8252201,37.735432,18,0,59.26923077,0.5,1,2019q1
Chile,1,0,0,0,0,0,53.11111111,0.111111111,26.03648114,3.333565474,0,0.65620112,0,1,NA,NA,NA,NA,NA,NA,NA,1990q1
Chile,0,1,0,0,0,0,53.11111111,0.111111111,26.03648114,3.333565474,0,0.65620112,0,1,NA,76.307388,1,0,53.11111111,0.111111111,0,1990q2
Chile,0,0,1,0,0,0,53.57894737,0.105263158,26.03648114,3.333565474,0,0.65620112,0,1,76.307388,71.554024,6,0,53.11111111,0.111111111,1,1990q3
Chile,0,0,0,0,0,0,53.57894737,0.105263158,26.03648114,3.333565474,0,0.65620112,0,1,71.554024,67.272598,7,0,53.57894737,0.105263158,1,1990q4
Chile,0,0,0,0,0,0,53.9,0.1,21.78441243,7.804392186,0,0.65620112,0,1,67.272598,66.834801,10,0,53.57894737,0.105263158,1,1991q1
Chile,0,0,0,0,0,0,53.9,0.1,21.78441243,7.804392186,0,0.65620112,0,1,66.834801,56.357182,4,0,53.9,0.1,0,1991q2
Chile,0,0,0,0,0,0,53.9,0.1,21.78441243,7.804392186,0,0.65620112,0,1,56.357182,56.946789,5,0,53.9,0.1,1,1991q3
Chile,0,0,0,0,0,0,53.9,0.1,21.78441243,7.804392186,0,0.65620112,0,1,56.946789,61.54541,9,0,53.9,0.1,1,1991q4
Chile,0,0,0,0,0,0,54.9,0.1,15.42580647,11.16670773,0,0.65620112,0,1,61.54541,59.201012,7,0,53.9,0.1,0,1992q1
Chile,0,0,0,0,0,0,54.9,0.1,15.42580647,11.16670773,0,0.65620112,0,1,59.201012,59.386799,8,0,54.9,0.1,1,1992q2
Chile,0,0,0,0,0,3,54.703125,0.09375,15.42580647,11.16670773,0,0.65620112,0,1,59.386799,54.461021,7,0,54.9,0.1,1,1992q3
Chile,0,0,0,0,0,0,55.29508197,0.098360656,15.42580647,11.16670773,0,0.65620112,0,1,54.461021,59.421108,5,3,54.703125,0.09375,0,1992q4
Chile,0,0,0,0,0,0,56.4,0.1,12.72776695,6.588783827,0,0.65620112,0,1,59.421108,61.01685,11,0,55.29508197,0.098360656,1,1993q1
Chile,0,0,0,0,0,0,56.4,0.1,12.72776695,6.588783827,0,0.65620112,0,1,61.01685,59.854012,8,0,56.4,0.1,1,1993q2
Chile,0,0,0,0,1,0,56.4,0.1,12.72776695,6.588783827,0,0.65620112,0,1,59.854012,58.405231,8,0,56.4,0.1,1,1993q3
Chile,0,0,0,1,0,1,56.37704918,0.098360656,12.72776695,6.588783827,0,0.65620112,0,1,58.405231,58.881859,10,0,56.4,0.1,1,1993q4
Chile,0,0,0,1,0,0,58.2,0.1,11.44311964,5.030197977,0,0.65620112,0,1,58.881859,74.143959,11,1,56.37704918,0.098360656,1,1994q1
Chile,1,0,0,0,0,0,52.9,0.15,11.44311964,5.030197977,0,0.62153208,0,1,58.881859,74.143959,NA,NA,NA,NA,NA,1994q1
Chile,0,1,0,0,0,0,52.9,0.15,11.44311964,5.030197977,0,0.62153208,0,1,74.143959,64.25351,5,0,52.9,0.15,1,1994q2
Chile,0,0,1,0,0,2,53.41269841,0.142857143,11.44311964,5.030197977,0,0.62153208,0,1,64.25351,63.222759,8,0,52.9,0.15,0,1994q3
Chile,0,0,0,0,0,0,53.94736842,0.105263158,11.44311964,5.030197977,0,0.62153208,0,1,63.222759,56.184818,6,2,53.41269841,0.142857143,1,1994q4
Chile,0,0,0,0,0,0,54.94736842,0.105263158,8.232630341,8.933295869,0,0.62153208,0,1,56.184818,54.136501,12,0,53.94736842,0.105263158,1,1995q1
Chile,0,0,0,0,0,0,54.94736842,0.105263158,8.232630341,8.933295869,0,0.62153208,0,1,54.136501,53.1105,4,0,54.94736842,0.105263158,1,1995q2
Chile,0,0,0,0,0,0,54.94736842,0.105263158,8.232630341,8.933295869,0,0.62153208,0,1,53.1105,50.043652,7,0,54.94736842,0.105263158,1,1995q3
Chile,0,0,0,0,0,0,54.94736842,0.105263158,8.232630341,8.933295869,0,0.62153208,0,1,50.043652,50.877041,6,0,54.94736842,0.105263158,1,1995q4
Chile,0,0,0,0,0,0,55.94736842,0.105263158,7.359117818,6.802916596,0,0.62153208,0,1,50.877041,51.211319,11,0,54.94736842,0.105263158,1,1996q1
Chile,0,0,0,0,0,0,55.94736842,0.105263158,7.359117818,6.802916596,0,0.62153208,0,1,51.211319,49.919109,10,0,55.94736842,0.105263158,0,1996q2
Chile,0,0,0,0,0,4,54.3968254,0.111111111,7.359117818,6.802916596,0,0.62153208,0,1,49.919109,53.740528,9,0,55.94736842,0.105263158,0,1996q3
Chile,0,0,0,0,0,0,50.42105263,0.157894737,7.359117818,6.802916596,0,0.62153208,0,1,53.740528,47.520741,9,4,54.3968254,0.111111111,1,1996q4
Chile,0,0,0,0,0,0,51.42105263,0.157894737,6.133864644,7.391739268,0,0.62153208,0,1,47.520741,50.871101,14,0,50.42105263,0.157894737,1,1997q1
Chile,0,0,0,0,0,0,51.42105263,0.157894737,6.133864644,7.391739268,0,0.62153208,0,1,50.871101,46.100861,0,0,51.42105263,0.157894737,0,1997q2
Chile,0,0,0,0,0,1,51.52542373,0.203389831,6.133864644,7.391739268,0,0.62153208,0,1,46.100861,45.495152,0,0,51.42105263,0.157894737,0,1997q3
Chile,0,0,0,0,0,0,51.47368421,0.210526316,6.133864644,7.391739268,0,0.62153208,0,1,45.495152,44.785469,0,1,51.52542373,0.203389831,0,1997q4
Chile,0,0,0,0,0,2,52.71186441,0.169491525,5.110249545,4.180886627,0,0.61821944,0,1,44.785469,48.064831,0,0,51.47368421,0.210526316,0,1998q1
Chile,0,0,0,0,0,1,52.25862069,0.155172414,5.110249545,4.180886627,0,0.61821944,0,1,48.064831,43.778431,5,2,52.71186441,0.169491525,1,1998q2
Chile,0,0,0,0,0,3,53.37878788,0.166666667,5.110249545,4.180886627,0,0.61821944,0,1,43.778431,47.603451,6,1,52.25862069,0.155172414,0,1998q3
Chile,0,0,0,0,0,0,53.16393443,0.196721311,5.110249545,4.180886627,0,0.61821944,0,1,47.603451,47.642342,8,3,53.37878788,0.166666667,1,1998q4
Chile,0,0,0,0,0,0,53.9,0.2,3.336879175,-0.273631398,0,0.61821944,0,1,47.642342,40.375999,11,0,53.16393443,0.196721311,1,1999q1
Chile,0,0,0,0,0,1,53.74242424,0.181818182,3.336879175,-0.273631398,0,0.61821944,0,1,40.375999,39.002029,0,0,53.9,0.2,0,1999q2
Chile,0,0,0,0,1,0,52.6,0.15,3.336879175,-0.273631398,0,0.61821944,0,1,39.002029,38.983459,9,1,53.74242424,0.181818182,1,1999q3
Chile,0,0,0,1,0,2,52.40322581,0.14516129,3.336879175,-0.273631398,0,0.61821944,0,1,38.983459,43.205971,2,0,52.6,0.15,0,1999q4
Chile,0,0,0,1,0,0,53.25,0.15,3.843272957,4.971621488,0,0.61821944,0,1,43.205971,48.272629,6,2,52.40322581,0.14516129,1,2000q1
Chile,1,0,0,0,0,0,47,0,3.843272957,4.971621488,0,0.61821944,0,1,43.205971,48.272629,NA,NA,NA,NA,NA,2000q1
Chile,0,1,0,0,0,0,47,0,3.843272957,4.971621488,0,0.61821944,0,1,48.272629,53.680691,1,0,47,0,0,2000q2
Chile,0,0,1,0,0,0,47,0,3.843272957,4.971621488,0,0.61821944,0,1,53.680691,54.52663,6,0,47,0,1,2000q3
Chile,0,0,0,0,0,0,47.22580645,0,3.843272957,4.971621488,0,0.61821944,0,1,54.52663,51.965771,6,0,47,0,1,2000q4
Chile,0,0,0,0,0,0,50,0,3.56910053,3.154034925,0,0.61821944,0,1,51.965771,49.019901,8,0,47.22580645,0,1,2001q1
Chile,0,0,0,0,0,2,50.19047619,0,3.56910053,3.154034925,0,0.61821944,0,1,49.019901,46.372169,6,0,50,0,1,2001q2
Chile,0,0,0,0,0,0,51.8,0,3.56910053,3.154034925,0,0.61821944,0,1,46.372169,44.36467,8,2,50.19047619,0,1,2001q3
Chile,0,0,0,0,0,0,51.8,0,3.56910053,3.154034925,0,0.61821944,0,1,44.36467,47.48114,10,0,51.8,0,1,2001q4
Chile,0,0,0,0,0,4,52.41176471,0.132352941,2.489398167,3.202799135,1,0,0,1,47.48114,48.359138,6,0,51.8,0,1,2002q1
Chile,0,0,0,0,0,0,52.4,0.15,2.489398167,3.202799135,1,0,0,1,48.359138,47.164871,11,4,52.41176471,0.132352941,1,2002q2
Chile,0,0,0,0,0,0,52.4,0.15,2.489398167,3.202799135,1,0,0,1,47.164871,47.805691,10,0,52.4,0.15,1,2002q3
Chile,0,0,0,0,0,0,52.4,0.15,2.489398167,3.202799135,1,0,0,1,47.805691,47.923271,3,0,52.4,0.15,0,2002q4
Chile,0,0,0,0,0,4,53.32835821,0.164179104,2.810178757,4.723245269,1,0,0,1,47.923271,53.770882,9,0,52.4,0.15,1,2003q1
Chile,0,0,0,0,0,0,54.05,0.15,2.810178757,4.723245269,1,0,0,1,53.770882,49.637218,11,4,53.32835821,0.164179104,1,2003q2
Chile,0,0,0,0,0,0,53.72580645,0.14516129,2.810178757,4.723245269,1,0,0,1,49.637218,48.72118,10,0,54.05,0.15,1,2003q3
Chile,0,0,0,0,0,0,53.57142857,0.142857143,2.810178757,4.723245269,1,0,0,1,48.72118,50.471909,6,0,53.72580645,0.14516129,1,2003q4
Chile,0,0,0,0,0,0,54.57142857,0.142857143,1.054738714,6.674254168,1,0,0,1,50.471909,54.109909,8,0,53.57142857,0.142857143,1,2004q1
Chile,0,0,0,0,0,1,54.578125,0.140625,1.054738714,6.674254168,1,0,0,1,54.109909,57.353371,5,0,54.57142857,0.142857143,1,2004q2
Chile,0,0,0,0,0,2,54.1641791,0.134328358,1.054738714,6.674254168,1,0,0,1,57.353371,51.749161,10,1,54.578125,0.140625,1,2004q3
Chile,0,0,0,0,0,0,52.85714286,0.142857143,1.054738714,6.674254168,1,0,0,1,51.749161,58.75589,6,2,54.1641791,0.134328358,0,2004q4
Chile,0,0,0,0,0,2,53.8030303,0.136363636,3.052576214,5.837045719,1,0,0,1,58.75589,62.868118,7,0,52.85714286,0.142857143,0,2005q1
Chile,0,0,0,0,0,2,53.45454545,0.136363636,3.052576214,5.837045719,1,0,0,1,62.868118,56.138519,2,2,53.8030303,0.136363636,0,2005q2
Chile,0,0,0,0,1,0,53.23809524,0.142857143,3.052576214,5.837045719,1,0,0,1,56.138519,59.70306,5,2,53.45454545,0.136363636,1,2005q3
Chile,0,0,0,1,0,0,53.21875,0.140625,3.052576214,5.837045719,1,0,0,1,59.70306,60.760731,3,0,53.23809524,0.142857143,1,2005q4
Chile,0,0,0,1,0,0,53.61904762,0.142857143,3.392017337,6.049990826,1,0,0,1,60.760731,62.003159,6,0,53.21875,0.140625,1,2006q1
Chile,1,0,0,0,0,0,50.38095238,0.19047619,3.392017337,6.049990826,1,0,0,1,60.760731,62.003159,NA,NA,NA,NA,NA,2006q1
Chile,0,1,0,0,0,0,50.38095238,0.19047619,3.392017337,6.049990826,1,0,0,1,62.003159,57.968739,0,0,50.38095238,0.19047619,0,2006q2
Chile,0,0,1,0,0,1,49.22727273,0.181818182,3.392017337,6.049990826,1,0,0,1,57.968739,50.04113,5,0,50.38095238,0.19047619,0,2006q3
Chile,0,0,0,0,0,0,48.66666667,0.19047619,3.392017337,6.049990826,1,0,0,1,50.04113,51.866131,5,1,49.22727273,0.181818182,0,2006q4
Chile,0,0,0,0,0,3,49.79710145,0.173913043,4.407799384,5.168230985,1,0,0,1,51.866131,44.498371,5,0,48.66666667,0.19047619,0,2007q1
Chile,0,0,0,0,0,0,50.59090909,0.136363636,4.407799384,5.168230985,1,0,0,1,44.498371,43.857689,12,3,49.79710145,0.173913043,1,2007q2
Chile,0,0,0,0,0,0,50.59090909,0.136363636,4.407799384,5.168230985,1,0,0,1,43.857689,43.3134,9,0,50.59090909,0.136363636,0,2007q3
Chile,0,0,0,0,0,0,50.64179104,0.134328358,4.407799384,5.168230985,1,0,0,1,43.3134,42.521641,11,0,50.59090909,0.136363636,0,2007q4
Chile,0,0,0,0,0,4,53.02777778,0.097222222,8.71626873,3.789392806,1,0,0,1,42.521641,43.177711,9,0,50.64179104,0.134328358,0,2008q1
Chile,0,0,0,0,0,1,54,0.089552239,8.71626873,3.789392806,1,0,0,1,43.177711,43.593102,11,4,53.02777778,0.097222222,0,2008q2
Chile,0,0,0,0,0,0,54.22727273,0.090909091,8.71626873,3.789392806,1,0,0,1,43.593102,39.705059,12,1,54,0.089552239,1,2008q3
Chile,0,0,0,0,0,2,54.02985075,0.089552239,8.71626873,3.789392806,1,0,0,1,39.705059,44.526031,5,0,54.22727273,0.090909091,0,2008q4
Chile,0,0,0,0,0,1,54.8115942,0.086956522,0.353045178,-1.118037236,1,0,0,1,44.526031,52.202351,4,2,54.02985075,0.089552239,0,2009q1
Chile,0,0,0,0,0,0,53.77272727,0.090909091,0.353045178,-1.118037236,1,0,0,1,52.202351,59.965248,7,1,54.8115942,0.086956522,0,2009q2
Chile,0,0,0,0,1,0,53.77272727,0.090909091,0.353045178,-1.118037236,1,0,0,1,59.965248,61.692841,15,0,53.77272727,0.090909091,1,2009q3
Chile,0,0,0,1,0,0,54.27941176,0.088235294,0.353045178,-1.118037236,1,0,0,1,61.692841,68.974197,8,0,53.77272727,0.090909091,1,2009q4
Chile,0,0,0,1,0,0,56.75,0.088235294,1.41071108,5.851651022,1,0,0,1,68.974197,66.409279,4,0,54.27941176,0.088235294,0,2010q1
Chile,1,0,0,0,0,0,49.86363636,0.636363636,1.41071108,5.851651022,NA,NA,0,1,68.974197,66.409279,NA,NA,NA,NA,NA,2010q1
Chile,0,1,0,0,0,0,49.86363636,0.636363636,1.41071108,5.851651022,NA,NA,0,1,66.409279,51.9865,1,0,49.86363636,0.636363636,0,2010q2
Chile,0,0,1,0,0,0,49.86363636,0.636363636,1.41071108,5.851651022,NA,NA,0,1,51.9865,50.587521,6,0,49.86363636,0.636363636,0,2010q3
Chile,0,0,0,0,0,0,49.86363636,0.636363636,1.41071108,5.851651022,NA,NA,0,1,50.587521,48.267578,11,0,49.86363636,0.636363636,1,2010q4
Chile,0,0,0,0,0,3,50.87323944,0.563380282,3.341216943,6.223896785,NA,NA,0,1,48.267578,42.336472,8,0,49.86363636,0.636363636,1,2011q1
Chile,0,0,0,0,0,0,50.47761194,0.537313433,3.341216943,6.223896785,NA,NA,0,1,42.336472,34.659611,10,3,50.87323944,0.563380282,1,2011q2
Chile,0,0,0,0,0,2,51.25333333,0.426666667,3.341216943,6.223896785,NA,NA,0,1,34.659611,26.06567,12,0,50.47761194,0.537313433,0,2011q3
Chile,0,0,0,0,0,0,51.72463768,0.405797101,3.341216943,6.223896785,NA,NA,0,1,26.06567,29.5112,9,2,51.25333333,0.426666667,0,2011q4
Chile,0,0,0,0,0,1,53.22727273,0.454545455,3.007448402,6.155340019,NA,NA,0,1,29.5112,30.28499,3,0,51.72463768,0.405797101,0,2012q1
Chile,0,0,0,0,0,0,53.81818182,0.5,3.007448402,6.155340019,NA,NA,0,1,30.28499,30.19055,5,1,53.22727273,0.454545455,0,2012q2
Chile,0,0,0,0,0,0,53.81818182,0.5,3.007448402,6.155340019,NA,NA,0,1,30.19055,31.250099,7,0,53.81818182,0.5,0,2012q3
Chile,0,0,0,0,0,2,52.86111111,0.486111111,3.007448402,6.155340019,NA,NA,0,1,31.250099,31.969879,6,0,53.81818182,0.5,1,2012q4
Chile,0,0,0,0,0,0,52.95454545,0.545454545,1.78955554,3.308508247,NA,NA,NA,1,31.969879,35.399639,5,2,52.86111111,0.486111111,0,2013q1
Chile,0,0,0,0,0,1,52.22857143,0.557142857,1.78955554,3.308508247,NA,NA,NA,1,35.399639,32.50272,5,0,52.95454545,0.545454545,1,2013q2
Chile,0,0,0,0,1,0,51.67164179,0.537313433,1.78955554,3.308508247,NA,NA,NA,1,32.50272,36.265808,8,1,52.22857143,0.557142857,0,2013q3
Chile,0,0,0,1,0,0,51.79411765,0.529411765,1.78955554,3.308508247,NA,NA,NA,1,36.265808,41.417011,6,0,51.67164179,0.537313433,1,2013q4
Chile,0,0,0,1,0,0,52.91304348,0.52173913,4.718675279,1.792649471,NA,NA,NA,1,41.417011,39.652649,5,0,51.79411765,0.529411765,0,2014q1
Chile,1,0,0,0,0,0,52.31818182,0.045454545,4.718675279,1.792649471,1,0.029411765,0,1,41.417011,39.652649,NA,NA,NA,NA,NA,2014q1
Chile,0,1,0,0,0,0,52.31818182,0.045454545,4.718675279,1.792649471,1,0.029411765,0,1,39.652649,50.161861,1,0,52.31818182,0.045454545,0,2014q2
Chile,0,0,1,0,0,0,52.31818182,0.045454545,4.718675279,1.792649471,1,0.029411765,0,1,50.161861,48.085861,3,0,52.31818182,0.045454545,0,2014q3
Chile,0,0,0,0,0,1,52.31818182,0.045454545,4.718675279,1.792649471,1,0.029411765,0,1,48.085861,42.461578,3,0,52.31818182,0.045454545,0,2014q4
Chile,0,0,0,0,0,0,53,0.090909091,4.348773532,2.1519425,1,0.029411765,0,1,42.461578,36.81448,4,1,52.31818182,0.045454545,1,2015q1
Chile,0,0,0,0,0,2,52.56578947,0.118421053,4.348773532,2.1519425,1,0.029411765,0,1,36.81448,32.333851,13,0,53,0.090909091,1,2015q2
Chile,0,0,0,0,0,0,52.86363636,0.136363636,4.348773532,2.1519425,1,0.029411765,0,1,32.333851,28.458269,12,2,52.56578947,0.118421053,1,2015q3
Chile,0,0,0,0,0,0,52.86363636,0.136363636,4.348773532,2.1519425,1,0.029411765,0,1,28.458269,29.1483,13,0,52.86363636,0.136363636,1,2015q4
Chile,0,0,0,0,0,0,53.71641791,0.149253731,3.786193559,1.753038749,1,0.029411765,0,1,29.1483,26.905371,4,0,52.86363636,0.136363636,0,2016q1
Chile,0,0,0,0,0,1,53.94117647,0.132352941,3.786193559,1.753038749,1,0.029411765,0,1,26.905371,26.25008,7,0,53.71641791,0.149253731,1,2016q2
