year,policy_year,share_detained_sheriff,share_detained_crime0,share_detained_crime1,share_detained_crime2,share_detained_crime3,no_287g,no_detention_contract,no_ice_alerts,ice_interrogation_limits,sanctuary_2018,in_287g_2018,enforcement_scale_2018,large_county,county_id,election_id,rv,treat,rv2,rv3,rv4,rv5,treat_rv,treat_rv2,treat_rv3,all_sheriff_per1k_fb,all_sheriff_per1k_pop,log_all_sheriff,detained_sheriff_per1k_fb,detained_sheriff_per1k_pop,log_detained_sheriff,sub_per_fb,rem_per1k_fb,miss_share_detained_sheriff,pre_share_detained_sheriff,pre_all_sheriff_per1k_fb,pre_all_sheriff_per1k_pop,pre_log_all_sheriff,pre_detained_sheriff_per1k_fb,pre_detained_sheriff_per1k_pop,pre_log_detained_sheriff,pre_year
2013,2014.0,0.11111111,0.0,,,0.5,,,,,,,,0.0,207.0,347.0,8.233925,1.0,67.797516,558.2397,4596.5034,37847.266,8.233925,67.797516,558.2397,5.027933,0.12454162,2.3025851,0.5586592,0.013837958,0.6931472,3048.6033,25.698324,0.0,0.9,5.586592,0.13837957,2.3978953,5.027933,0.12454162,2.3025851,2010.0
2014,2015.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,,,,0.0,207.0,348.0,1.6637611,1.0,2.7681012,4.605459,7.662384,12.748377,1.6637611,2.7681012,4.605459,3.9106145,0.096865706,2.0794415,0.0,0.0,0.0,2456.9832,15.083798,0.0,0.11111111,5.027933,0.12454162,2.3025851,0.5586592,0.013837958,0.6931472,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,207.0,348.0,1.6637611,1.0,2.7681012,4.605459,7.662384,12.748377,1.6637611,2.7681012,4.605459,,,,,,,1153.6312,7.26257,,0.11111111,5.027933,0.12454162,2.3025851,0.5586592,0.013837958,0.6931472,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,207.0,348.0,1.6637611,1.0,2.7681012,4.605459,7.662384,12.748377,1.6637611,2.7681012,4.605459,,,,,,,,,,0.11111111,5.027933,0.12454162,2.3025851,0.5586592,0.013837958,0.6931472,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,207.0,348.0,1.6637611,1.0,2.7681012,4.605459,7.662384,12.748377,1.6637611,2.7681012,4.605459,,,,,,,,,,0.11111111,5.027933,0.12454162,2.3025851,0.5586592,0.013837958,0.6931472,2014.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,208.0,349.0,-37.972794,0.0,1441.9331,-54754.227,2079170.9,-78951930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8774.391,798.7805,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,208.0,349.0,-37.972794,0.0,1441.9331,-54754.227,2079170.9,-78951930.0,0.0,0.0,0.0,,,,,,,3713.4146,164.63414,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,208.0,349.0,-37.972794,0.0,1441.9331,-54754.227,2079170.9,-78951930.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,208.0,349.0,-37.972794,0.0,1441.9331,-54754.227,2079170.9,-78951930.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,209.0,350.0,-26.465073,0.0,700.4001,-18536.139,490560.25,-12982713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5790.1235,61.728394,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,209.0,350.0,-26.465073,0.0,700.4001,-18536.139,490560.25,-12982713.0,0.0,0.0,0.0,,,,,,,3086.4197,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,209.0,350.0,-26.465073,0.0,700.4001,-18536.139,490560.25,-12982713.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,209.0,350.0,-26.465073,0.0,700.4001,-18536.139,490560.25,-12982713.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2014,2015.0,,,,,,,,,,,,,0.0,210.0,351.0,-28.690126,0.0,823.12335,-23615.514,677532.06,-19438480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,210.0,351.0,-28.690126,0.0,823.12335,-23615.514,677532.06,-19438480.0,0.0,0.0,0.0,,,,,,,2229.1667,20.833334,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,210.0,351.0,-28.690126,0.0,823.12335,-23615.514,677532.06,-19438480.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,210.0,351.0,-28.690126,0.0,823.12335,-23615.514,677532.06,-19438480.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,211.0,352.0,5.5365906,1.0,30.653835,169.71773,939.6576,5202.4995,5.5365906,30.653835,169.71773,0.0,0.0,0.0,0.0,0.0,0.0,1625.0,25.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,211.0,352.0,5.5365906,1.0,30.653835,169.71773,939.6576,5202.4995,5.5365906,30.653835,169.71773,,,,,,,2050.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,211.0,352.0,5.5365906,1.0,30.653835,169.71773,939.6576,5202.4995,5.5365906,30.653835,169.71773,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,211.0,352.0,5.5365906,1.0,30.653835,169.71773,939.6576,5202.4995,5.5365906,30.653835,169.71773,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2006,2007.0,,,,,,,,,,,,,1.0,212.0,353.0,9.936455,1.0,98.73313,981.0573,9748.231,96862.86,9.936455,98.73313,981.0573,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2007,2008.0,0.6292135,0.6896552,0.36363637,0.8333333,0.5,,,,,,,,1.0,212.0,353.0,9.936455,1.0,98.73313,981.0573,9748.231,96862.86,9.936455,98.73313,981.0573,5.7612634,0.34163493,4.4998097,3.6250648,0.2149613,4.0430512,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2008,2009.0,0.42056075,0.3611111,0.4857143,0.36363637,0.44,,,,,,,,1.0,212.0,353.0,9.936455,1.0,98.73313,981.0573,9748.231,96862.86,9.936455,98.73313,981.0573,6.926463,0.41072965,4.6821313,2.9129984,0.17273676,3.8286414,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2009,2010.0,0.5808581,0.4,0.73134327,0.6818182,0.71428573,,,,,,,,1.0,212.0,353.0,9.936455,1.0,98.73313,981.0573,9748.231,96862.86,9.936455,98.73313,981.0573,19.61419,1.1630942,5.7170277,11.393061,0.67559266,5.17615,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2006.0
2014,2015.0,0.125,0.0,,,1.0,1.0,1.0,0.0,0.0,,,,1.0,212.0,354.0,16.202133,1.0,262.50912,4253.2075,68911.04,1116505.9,16.202133,262.50912,4253.2075,0.5178664,0.030708758,2.1972246,0.0647333,0.0038385948,0.6931472,1082.2113,42.33558,0.0,0.08163265,3.1719317,0.18809114,3.912023,0.2589332,0.015354379,1.609438,2014.0
2015,2016.0,,,,,,,,,,,,,1.0,212.0,354.0,16.202133,1.0,262.50912,4253.2075,68911.04,1116505.9,16.202133,262.50912,4253.2075,,,,,,,514.3708,19.161057,,0.08163265,3.1719317,0.18809114,3.912023,0.2589332,0.015354379,1.609438,2014.0
2016,2017.0,,,,,,,,,,,,,1.0,212.0,354.0,16.202133,1.0,262.50912,4253.2075,68911.04,1116505.9,16.202133,262.50912,4253.2075,,,,,,,,,,0.08163265,3.1719317,0.18809114,3.912023,0.2589332,0.015354379,1.609438,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,212.0,354.0,16.202133,1.0,262.50912,4253.2075,68911.04,1116505.9,16.202133,262.50912,4253.2075,,,,,,,,,,0.08163265,3.1719317,0.18809114,3.912023,0.2589332,0.015354379,1.609438,2014.0
2010,2011.0,0.2857143,0.25,0.0,1.0,,,,,,,,,0.0,213.0,355.0,6.576412,1.0,43.2492,284.42456,1870.493,12301.134,6.576412,43.2492,284.42456,7.6419215,0.14679053,2.0794415,2.183406,0.041940153,1.0986123,,,0.0,0.0,4.366812,0.083880305,1.609438,0.0,0.0,0.0,2010.0
2011,2012.0,0.16666667,0.16666667,,,,,,,,,,,0.0,213.0,355.0,6.576412,1.0,43.2492,284.42456,1870.493,12301.134,6.576412,43.2492,284.42456,6.550218,0.12582046,1.9459101,1.091703,0.020970076,0.6931472,,,0.0,0.0,4.366812,0.083880305,1.609438,0.0,0.0,0.0,2010.0
2012,2013.0,0.25,0.0,1.0,0.0,,,,,,,,,0.0,213.0,355.0,6.576412,1.0,43.2492,284.42456,1870.493,12301.134,6.576412,43.2492,284.42456,4.366812,0.083880305,1.609438,1.091703,0.020970076,0.6931472,,,0.0,0.0,4.366812,0.083880305,1.609438,0.0,0.0,0.0,2010.0
2013,2014.0,0.16666667,0.0,,0.0,1.0,,,,,,,,0.0,213.0,355.0,6.576412,1.0,43.2492,284.42456,1870.493,12301.134,6.576412,43.2492,284.42456,6.550218,0.12582046,1.9459101,1.091703,0.020970076,0.6931472,5888.6465,81.87773,0.0,0.0,4.366812,0.083880305,1.609438,0.0,0.0,0.0,2010.0
2014,2015.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,,,,0.0,213.0,356.0,2.0535927,1.0,4.2172427,8.6605,17.785137,36.52343,2.0535927,4.2172427,8.6605,2.183406,0.041940153,1.0986123,0.0,0.0,0.0,4361.3535,91.70306,0.0,0.16666667,6.550218,0.12582046,1.9459101,1.091703,0.020970076,0.6931472,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,213.0,356.0,2.0535927,1.0,4.2172427,8.6605,17.785137,36.52343,2.0535927,4.2172427,8.6605,,,,,,,1835.1528,36.0262,,0.16666667,6.550218,0.12582046,1.9459101,1.091703,0.020970076,0.6931472,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,213.0,356.0,2.0535927,1.0,4.2172427,8.6605,17.785137,36.52343,2.0535927,4.2172427,8.6605,,,,,,,,,,0.16666667,6.550218,0.12582046,1.9459101,1.091703,0.020970076,0.6931472,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,213.0,356.0,2.0535927,1.0,4.2172427,8.6605,17.785137,36.52343,2.0535927,4.2172427,8.6605,,,,,,,,,,0.16666667,6.550218,0.12582046,1.9459101,1.091703,0.020970076,0.6931472,2014.0
2014,2015.0,,,,,,,,,,,,,0.0,214.0,357.0,32.221382,1.0,1038.2174,33452.8,1077895.5,34731284.0,32.221382,1038.2174,33452.8,0.0,0.0,0.0,0.0,0.0,0.0,4535.7144,71.42857,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,214.0,357.0,32.221382,1.0,1038.2174,33452.8,1077895.5,34731284.0,32.221382,1038.2174,33452.8,,,,,,,3178.5715,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,214.0,357.0,32.221382,1.0,1038.2174,33452.8,1077895.5,34731284.0,32.221382,1038.2174,33452.8,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,214.0,357.0,32.221382,1.0,1038.2174,33452.8,1077895.5,34731284.0,32.221382,1038.2174,33452.8,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2014,2015.0,,,,,,,,,,,,,0.0,215.0,358.0,-30.428955,0.0,925.9213,-28174.818,857330.25,-26087664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.5294,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,215.0,358.0,-30.428955,0.0,925.9213,-28174.818,857330.25,-26087664.0,0.0,0.0,0.0,,,,,,,176.47058,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,215.0,358.0,-30.428955,0.0,925.9213,-28174.818,857330.25,-26087664.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,215.0,358.0,-30.428955,0.0,925.9213,-28174.818,857330.25,-26087664.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2010,2011.0,0.6041667,0.2857143,0.8888889,0.5,0.9285714,,,,,,,,0.0,216.0,359.0,13.546509,1.0,183.5079,2485.8914,33675.15,456180.72,13.546509,183.5079,2485.8914,11.249121,0.5096948,3.8918202,6.796344,0.30794063,3.4011974,,,0.0,0.725,9.374268,0.42474568,3.713572,6.796344,0.30794063,3.4011974,2010.0
2011,2012.0,0.5263158,0.23076923,1.0,0.6666667,0.625,,,,,,,,0.0,216.0,359.0,13.546509,1.0,183.5079,2485.8914,33675.15,456180.72,13.546509,183.5079,2485.8914,8.905554,0.4035084,3.6635616,4.687134,0.21237284,3.0445225,,,0.0,0.725,9.374268,0.42474568,3.713572,6.796344,0.30794063,3.4011974,2010.0
2012,2013.0,0.45454547,0.33333334,0.75,0.0,0.45454547,,,,,,,,0.0,216.0,359.0,13.546509,1.0,183.5079,2485.8914,33675.15,456180.72,13.546509,183.5079,2485.8914,5.155847,0.23361012,3.1354942,2.343567,0.10618642,2.3978953,,,0.0,0.725,9.374268,0.42474568,3.713572,6.796344,0.30794063,3.4011974,2010.0
2013,2014.0,0.09090909,0.0,0.0,0.5,0.0,,,,,,,,0.0,216.0,359.0,13.546509,1.0,183.5079,2485.8914,33675.15,456180.72,13.546509,183.5079,2485.8914,2.5779235,0.11680506,2.4849067,0.23435669,0.010618642,0.6931472,1076.869,7.9681277,0.0,0.725,9.374268,0.42474568,3.713572,6.796344,0.30794063,3.4011974,2010.0
2014,2015.0,0.16666667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,216.0,360.0,11.076641,1.0,122.69198,1359.015,15053.321,166740.23,11.076641,122.69198,1359.015,1.4061401,0.06371185,1.9459101,0.23435669,0.010618642,0.6931472,886.337,10.077337,0.0,0.09090909,2.5779235,0.11680506,2.4849067,0.23435669,0.010618642,0.6931472,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,216.0,360.0,11.076641,1.0,122.69198,1359.015,15053.321,166740.23,11.076641,122.69198,1359.015,,,,,,,451.8397,4.2184205,,0.09090909,2.5779235,0.11680506,2.4849067,0.23435669,0.010618642,0.6931472,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,216.0,360.0,11.076641,1.0,122.69198,1359.015,15053.321,166740.23,11.076641,122.69198,1359.015,,,,,,,,,,0.09090909,2.5779235,0.11680506,2.4849067,0.23435669,0.010618642,0.6931472,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,216.0,360.0,11.076641,1.0,122.69198,1359.015,15053.321,166740.23,11.076641,122.69198,1359.015,,,,,,,,,,0.09090909,2.5779235,0.11680506,2.4849067,0.23435669,0.010618642,0.6931472,2014.0
2014,2015.0,,,,,,1.0,1.0,0.0,0.0,,,,0.0,217.0,361.0,16.677872,1.0,278.1514,4638.9736,77368.2,1290337.0,16.677872,278.1514,4638.9736,0.0,0.0,0.0,0.0,0.0,0.0,2402.9126,4.854369,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,217.0,361.0,16.677872,1.0,278.1514,4638.9736,77368.2,1290337.0,16.677872,278.1514,4638.9736,,,,,,,373.7864,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,217.0,361.0,16.677872,1.0,278.1514,4638.9736,77368.2,1290337.0,16.677872,278.1514,4638.9736,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,217.0,361.0,16.677872,1.0,278.1514,4638.9736,77368.2,1290337.0,16.677872,278.1514,4638.9736,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2014,2015.0,,,,,,,,,,,,,0.0,218.0,362.0,-0.3924904,0.0,0.15404871,-0.060462635,0.023731003,-0.009314191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.6842,14.354067,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,218.0,362.0,-0.3924904,0.0,0.15404871,-0.060462635,0.023731003,-0.009314191,0.0,0.0,0.0,,,,,,,253.58852,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,218.0,362.0,-0.3924904,0.0,0.15404871,-0.060462635,0.023731003,-0.009314191,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,218.0,362.0,-0.3924904,0.0,0.15404871,-0.060462635,0.023731003,-0.009314191,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2014,2015.0,0.16666667,,,,,1.0,1.0,0.0,0.0,,,,0.0,219.0,363.0,-11.129318,0.0,123.861725,-1378.4966,15341.727,-170742.95,0.0,0.0,0.0,22.64151,0.12897956,1.9459101,3.7735848,0.021496592,0.6931472,10701.887,71.69811,0.0,0.11111111,33.962265,0.19346933,2.3025851,3.7735848,0.021496592,0.6931472,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,219.0,363.0,-11.129318,0.0,123.861725,-1378.4966,15341.727,-170742.95,0.0,0.0,0.0,,,,,,,5400.0,41.509434,,0.11111111,33.962265,0.19346933,2.3025851,3.7735848,0.021496592,0.6931472,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,219.0,363.0,-11.129318,0.0,123.861725,-1378.4966,15341.727,-170742.95,0.0,0.0,0.0,,,,,,,,,,0.11111111,33.962265,0.19346933,2.3025851,3.7735848,0.021496592,0.6931472,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,219.0,363.0,-11.129318,0.0,123.861725,-1378.4966,15341.727,-170742.95,0.0,0.0,0.0,,,,,,,,,,0.11111111,33.962265,0.19346933,2.3025851,3.7735848,0.021496592,0.6931472,2014.0
2010,2011.0,0.8352941,,,,,,,,,,,,1.0,220.0,364.0,12.707539,1.0,161.48154,2052.033,26076.287,331365.44,12.707539,161.48154,2052.033,14.228918,0.49019325,5.8318825,11.885332,0.40945554,5.652489,,,0.0,0.8322148,12.471229,0.42963997,5.7004437,10.37874,0.35755274,5.5174527,2010.0
2011,2012.0,0.64761907,,,,,,,,,,,,1.0,220.0,364.0,12.707539,1.0,161.48154,2052.033,26076.287,331365.44,12.707539,161.48154,2052.033,13.182674,0.45414963,5.755742,8.537351,0.29411596,5.32301,,,0.0,0.8322148,12.471229,0.42963997,5.7004437,10.37874,0.35755274,5.5174527,2010.0
2012,2013.0,0.4871795,,,,,,,,,,,,1.0,220.0,364.0,12.707539,1.0,161.48154,2052.033,26076.287,331365.44,12.707539,161.48154,2052.033,4.896422,0.16868415,4.7706847,2.3854363,0.08217946,4.060443,,,0.0,0.8322148,12.471229,0.42963997,5.7004437,10.37874,0.35755274,5.5174527,2010.0
2013,2014.0,0.3478261,,,,,,,,,,,,1.0,220.0,364.0,12.707539,1.0,161.48154,2052.033,26076.287,331365.44,12.707539,161.48154,2052.033,0.96254444,0.03316013,3.1780539,0.33479807,0.011533959,2.1972246,1712.534,40.17577,0.0,0.8322148,12.471229,0.42963997,5.7004437,10.37874,0.35755274,5.5174527,2010.0
2010,2011.0,,,,,,,,,,,,,0.0,221.0,365.0,4.777714,1.0,22.82655,109.058716,521.05133,2489.434,4.777714,22.82655,109.058716,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2011,2012.0,,,,,,,,,,,,,0.0,221.0,365.0,4.777714,1.0,22.82655,109.058716,521.05133,2489.434,4.777714,22.82655,109.058716,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2012,2013.0,,,,,,,,,,,,,0.0,221.0,365.0,4.777714,1.0,22.82655,109.058716,521.05133,2489.434,4.777714,22.82655,109.058716,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2013,2014.0,,,,,,,,,,,,,0.0,221.0,365.0,4.777714,1.0,22.82655,109.058716,521.05133,2489.434,4.777714,22.82655,109.058716,0.0,0.0,0.0,0.0,0.0,0.0,3548.2456,62.865498,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2010,2011.0,,,,,,,,,,,,,0.0,222.0,366.0,1.8795967,1.0,3.532884,6.6403966,12.481268,23.45975,1.8795967,3.532884,6.6403966,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2011,2012.0,,,,,,,,,,,,,0.0,222.0,366.0,1.8795967,1.0,3.532884,6.6403966,12.481268,23.45975,1.8795967,3.532884,6.6403966,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2012,2013.0,,,,,,,,,,,,,0.0,222.0,366.0,1.8795967,1.0,3.532884,6.6403966,12.481268,23.45975,1.8795967,3.532884,6.6403966,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2013,2014.0,,,,,,,,,,,,,0.0,222.0,366.0,1.8795967,1.0,3.532884,6.6403966,12.481268,23.45975,1.8795967,3.532884,6.6403966,0.0,0.0,0.0,0.0,0.0,0.0,2903.5088,8.77193,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2014,2015.0,,,,,,,,,,,,,0.0,222.0,367.0,8.54192,1.0,72.96439,623.256,5323.8027,45475.492,8.54192,72.96439,623.256,0.0,0.0,0.0,0.0,0.0,0.0,1631.579,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2015,2016.0,,,,,,,,,,,,,0.0,222.0,367.0,8.54192,1.0,72.96439,623.256,5323.8027,45475.492,8.54192,72.96439,623.256,,,,,,,1754.386,8.77193,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2016,2017.0,,,,,,,,,,,,,0.0,222.0,367.0,8.54192,1.0,72.96439,623.256,5323.8027,45475.492,8.54192,72.96439,623.256,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,0.0,222.0,367.0,8.54192,1.0,72.96439,623.256,5323.8027,45475.492,8.54192,72.96439,623.256,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
2014,2015.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0,,,,1.0,223.0,368.0,-15.526981,0.0,241.08714,-3743.3557,58123.016,-902474.94,0.0,0.0,0.0,0.83963054,0.013204458,1.0986123,0.83963054,0.013204458,1.0986123,2621.7463,32.74559,0.0,0.16666667,2.5188916,0.039613374,1.9459101,0.41981527,0.006602229,0.6931472,2014.0
2015,2016.0,,,,,,,,,,,,,1.0,223.0,368.0,-15.526981,0.0,241.08714,-3743.3557,58123.016,-902474.94,0.0,0.0,0.0,,,,,,,1755.6675,19.731318,,0.16666667,2.5188916,0.039613374,1.9459101,0.41981527,0.006602229,0.6931472,2014.0
2016,2017.0,,,,,,,,,,,,,1.0,223.0,368.0,-15.526981,0.0,241.08714,-3743.3557,58123.016,-902474.94,0.0,0.0,0.0,,,,,,,,,,0.16666667,2.5188916,0.039613374,1.9459101,0.41981527,0.006602229,0.6931472,2014.0
2017,2018.0,,,,,,,,,,0.0,0.0,0.0,1.0,223.0,368.0,-15.526981,0.0,241.08714,-3743.3557,58123.016,-902474.94,0.0,0.0,0.0,,,,,,,,,,0.16666667,2.5188916,0.039613374,1.9459101,0.41981527,0.006602229,0.6931472,2014.0
2010,2011.0,0.33333334,0.0,1.0,,0.75,,,,,,,,0.0,224.0,369.0,17.664673,1.0,312.04068,5512.096,97369.375,1719998.2,17.664673,312.04068,5512.096,350.0,1.5703282,3.0910425,116.666664,0.52344275,2.0794415,,,0.0,0.85714287,350.0,1.5703282,3.0910425,300.0,1.3459957,2.944439,2010.0
2011,2012.0,0.3888889,0.30769232,0.5,,0.6666667,,,,,,,,0.0,224.0,369.0,17.664673,1.0,312.04068,5512.096,97369.375,1719998.2,17.664673,312.04068,5512.096,300.0,1.3459957,2.944439,116.666664,0.52344275,2.0794415,,,0.0,0.85714287,350.0,1.5703282,3.0910425,300.0,1.3459957,2.944439,2010.0
2012,2013.0,0.54545456,0.25,1.0,1.0,0.6,,,,,,,,0.0,224.0,369.0,17.664673,1.0,312.04068,5512.096,97369.375,1719998.2,17.664673,312.04068,5512.096,183.33333,0.8225529,2.4849067,100.0,0.44866523,1.9459101,,,0.0,0.85714287,350.0,1.5703282,3.0910425,300.0,1.3459957,2.944439,2010.0
2013,2014.0,,,,,,,,,,,,,0.0,224.0,369.0,17.664673,1.0,312.04068,5512.096,97369.375,1719998.2,17.664673,312.04068,5512.096,0.0,0.0,0.0,0.0,0.0,0.0,5983.3335,116.666664,1.0,0.85714287,350.0,1.5703282,3.0910425,300.0,1.3459957,2.944439,2010.0
2010,2011.0,,,,,,,,,,,,,0.0,225.0,370.0,31.821854,1.0,1012.6304,32223.775,1025420.25,32630774.0,31.821854,1012.6304,32223.775,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2011,2012.0,,,,,,,,,,,,,0.0,225.0,370.0,31.821854,1.0,1012.6304,32223.775,1025420.25,32630774.0,31.821854,1012.6304,32223.775,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
2012,2013.0,,,,,,,,,,,,,0.0,225.0,370.0,31.821854,1.0,1012.6304,32223.775,1025420.25,32630774.0,31.821854,1012.6304,32223.775,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2010.0
