person_id,hh_id,ward,title,age,landlinemobileboth,currentabsentvoter,latestvoterid,local2012,local2011,General2010,elect5,elect6,elect7,elect8,random,treatment,contact,vote_PCC2012
18735.0,3076.0,1,5,,2,1,14,0,1,1,1,1,1,1,0.494619995,1,,3
18738.0,3076.0,1,6,,2,2,4,0,1,1,1,1,1,0,0.286080003,2,,3
23592.0,3082.0,1,5,,2,1,9,0,0,1,0,0,0,0,0.828019977,4,1.0,1
24212.0,3082.0,1,6,,2,1,4,0,0,1,0,0,0,0,0.111929998,2,,1
18294.0,3087.0,1,5,,2,1,2,0,0,0,0,0,0,1,0.702489972,1,,1
18292.0,3087.0,1,6,84.0,2,1,9,0,0,1,0,0,0,1,0.214609995,2,,1
18015.0,3090.0,1,5,,2,1,2,0,0,0,0,0,0,0,0.783190012,4,1.0,1
18017.0,3090.0,1,6,,2,1,9,0,0,0,0,0,0,0,0.758899987,2,,1
18291.0,3091.0,1,6,,2,1,15,0,1,1,1,1,1,1,0.352519989,1,,1
18289.0,3091.0,1,5,,2,1,9,1,1,1,1,1,1,1,0.326350003,2,,1
17900.0,3093.0,1,6,,2,1,4,0,0,0,0,0,0,0,0.387120008,1,,1
22774.0,3093.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.259050012,2,,1
18285.0,3096.0,1,6,,2,1,14,1,0,1,0,0,0,0,0.524879992,1,,1
18286.0,3096.0,1,5,,2,1,14,1,0,1,0,1,1,1,0.173130006,2,,1
18583.0,3098.0,1,6,23.0,2,1,1,0,0,0,0,0,0,0,0.641539991,1,,1
18582.0,3098.0,1,6,,2,1,2,0,0,0,0,0,0,0,0.060520001,2,,1
18427.0,3101.0,1,5,65.0,2,1,15,1,1,1,1,1,1,1,0.969309986,3,1.0,1
18426.0,3101.0,1,6,,2,1,9,1,1,1,1,1,1,1,0.462579995,2,,1
18338.0,3108.0,1,6,,2,1,15,0,0,0,0,0,0,0,0.726379991,1,,1
18335.0,3108.0,1,5,,2,1,2,0,0,0,0,0,0,0,0.406289995,2,,1
18158.0,3112.0,1,6,,2,1,2,1,1,1,1,1,1,1,0.740140021,4,1.0,1
18160.0,3112.0,1,5,,2,1,2,1,1,1,1,1,1,1,0.224749997,2,,1
18301.0,3116.0,1,5,,2,1,2,1,1,1,1,1,1,1,0.812439978,4,1.0,3
18302.0,3116.0,1,6,72.0,2,1,2,1,1,1,1,1,1,1,0.476799995,2,,3
17903.0,3117.0,1,5,,2,1,2,0,1,1,0,0,0,0,0.826470017,4,0.0,1
17902.0,3117.0,1,6,,2,1,4,0,1,1,0,0,0,0,0.194690004,2,,1
18011.0,3121.0,1,5,51.0,2,1,15,0,0,1,0,0,0,0,0.619579971,1,,1
18013.0,3121.0,1,6,,2,1,15,0,0,1,0,0,0,0,0.02531,2,,1
23083.0,3122.0,1,6,23.0,2,1,1,0,0,0,0,0,0,0,0.860780001,4,0.0,2
18367.0,3122.0,1,6,58.0,2,1,14,1,0,1,0,1,1,1,0.107359998,2,,1
18090.0,3123.0,1,6,,2,2,2,1,1,1,1,1,1,0,0.118950002,1,,1
18092.0,3123.0,1,5,,2,2,15,1,1,1,1,1,1,0,0.058740001,2,,3
24552.0,3128.0,1,6,21.0,2,1,1,1,0,1,0,0,0,0,0.315549999,1,,1
18452.0,3128.0,1,6,47.0,2,1,4,1,0,1,0,0,0,0,0.271910012,2,,1
23251.0,3129.0,1,6,27.0,2,1,17,0,0,0,1,0,0,0,0.946330011,3,0.0,1
23179.0,3129.0,1,5,29.0,3,1,15,0,0,0,0,0,1,0,0.224340007,2,,1
18443.0,3131.0,1,5,63.0,2,2,2,1,1,1,1,1,1,0,0.466949999,1,,3
18444.0,3131.0,1,6,,2,2,14,1,0,1,1,1,0,0,0.22811,2,,1
20801.0,3132.0,1,6,,2,1,9,0,1,1,0,0,1,0,0.987469971,3,1.0,1
20799.0,3132.0,1,5,,2,1,9,0,1,1,0,0,1,0,0.42129001,2,,1
20600.0,3137.0,1,5,,2,1,6,0,0,1,0,0,0,0,0.677489996,1,,1
20601.0,3137.0,1,6,,2,1,6,0,0,1,0,0,0,0,0.674809992,2,,1
20717.0,3141.0,1,6,,2,1,9,0,0,1,0,0,0,0,0.662840009,1,,1
25395.0,3141.0,1,5,20.0,2,1,1,0,0,0,0,0,0,0,0.301109999,2,,1
20713.0,3144.0,1,6,,2,1,9,1,1,1,0,0,0,1,0.951759994,3,1.0,1
20714.0,3144.0,1,5,72.0,2,1,9,1,1,1,1,0,0,1,0.181960002,2,,1
20599.0,3152.0,1,5,64.0,2,1,4,0,1,1,1,1,1,1,0.433400005,1,,1
20436.0,3152.0,1,6,,2,1,4,0,1,1,0,0,1,0,0.255100012,2,,1
20452.0,3153.0,1,5,,2,1,2,1,1,1,1,0,1,1,0.92651999,3,1.0,1
20454.0,3153.0,1,5,,2,1,2,1,1,1,1,1,1,1,0.748849988,2,,1
20611.0,3162.0,1,5,22.0,2,1,1,0,0,0,0,0,0,0,0.923349977,3,1.0,1
20609.0,3162.0,1,6,,2,1,4,1,0,1,0,1,1,1,0.794669986,2,,1
20798.0,3166.0,1,6,,2,1,9,1,1,1,1,1,0,1,0.847109973,4,0.0,1
20796.0,3166.0,1,5,,2,1,9,1,1,1,1,1,0,1,0.265549988,2,,1
20646.0,3195.0,1,1,22.0,2,1,4,0,0,0,0,0,0,0,0.805559993,4,1.0,1
20463.0,3195.0,1,6,,2,1,1,1,0,1,0,0,0,1,0.634670019,2,,1
23595.0,3199.0,1,5,,2,1,9,1,1,1,0,0,0,1,0.71608001,1,,1
24200.0,3199.0,1,6,,2,1,9,1,1,1,0,0,0,0,0.108680002,2,,1
18241.0,3200.0,1,5,26.0,2,1,1,0,0,0,0,0,0,1,0.241229996,1,,2
18239.0,3200.0,1,6,50.0,2,1,14,0,1,1,0,1,0,1,0.234540001,2,,2
18190.0,3201.0,1,5,68.0,2,1,15,1,1,1,1,1,1,1,0.667680025,1,,1
18188.0,3201.0,1,6,66.0,2,2,15,1,1,1,1,1,0,0,0.557359993,2,,3
18192.0,3202.0,1,5,,2,1,17,0,0,1,0,0,0,0,0.46142,1,,2
18194.0,3202.0,1,6,,2,1,2,0,0,1,0,0,1,0,0.17509,2,,2
18243.0,3203.0,1,6,,2,1,2,1,1,1,1,1,0,1,0.313699991,1,,1
18245.0,3203.0,1,5,,2,1,14,1,0,1,1,1,1,0,0.086410001,2,,1
18515.0,3204.0,1,6,49.0,2,1,17,0,0,0,0,0,0,0,0.801649988,4,1.0,1
18514.0,3204.0,1,5,54.0,1,1,9,0,0,0,0,0,0,0,0.452679992,2,,1
18252.0,3208.0,1,5,36.0,2,1,9,0,1,1,1,0,0,0,0.327710003,1,,1
18247.0,3208.0,1,5,67.0,2,1,9,0,1,1,1,1,1,1,0.00877,2,,1
18183.0,3211.0,1,6,72.0,2,1,15,0,1,1,1,1,0,0,0.555890024,1,,1
18185.0,3211.0,1,5,76.0,2,1,9,0,1,1,1,1,0,0,0.374339998,2,,1
20763.0,3212.0,1,6,65.0,2,1,4,0,0,0,0,1,0,1,0.127800003,1,,1
20761.0,3212.0,1,5,76.0,2,1,4,0,0,0,0,1,0,1,0.126000002,2,,1
25090.0,3220.0,1,6,,2,1,1,0,0,0,1,0,0,0,0.904359996,3,0.0,1
25789.0,3220.0,1,1,,2,1,9,0,0,0,0,0,0,0,0.570659995,2,,1
18473.0,3223.0,1,6,,2,1,1,0,0,1,1,1,1,1,0.840059996,4,0.0,2
18472.0,3223.0,1,5,70.0,2,1,2,0,1,1,1,1,1,1,0.070079997,2,,2
18476.0,3224.0,1,1,,2,1,1,0,0,1,0,0,0,0,0.488669991,1,,1
18166.0,3224.0,1,1,,2,1,1,0,0,1,0,0,0,0,0.441980004,2,,1
18469.0,3226.0,1,6,86.0,2,2,9,1,1,1,1,1,0,0,0.808229983,4,1.0,3
18468.0,3226.0,1,5,91.0,2,2,9,1,1,1,1,1,0,1,0.085409999,2,,3
18502.0,3227.0,1,6,,2,1,4,0,0,0,0,0,0,0,0.628040016,1,,1
18500.0,3227.0,1,5,46.0,2,1,1,0,0,0,0,0,0,0,0.00537,2,,1
18504.0,3231.0,1,6,,2,2,4,1,0,1,0,1,1,1,0.736530006,1,,3
18503.0,3231.0,1,5,,2,2,15,1,0,1,0,1,1,1,0.718980014,2,,3
18155.0,3235.0,1,6,65.0,2,1,4,0,0,0,0,0,0,0,0.710049987,1,,2
25966.0,3235.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.334080011,2,,2
18217.0,3245.0,1,5,58.0,2,1,14,1,1,1,0,1,1,1,0.674189985,1,,1
18484.0,3245.0,1,5,67.0,2,1,14,1,1,1,0,1,1,1,0.140849993,2,,1
20577.0,3251.0,1,5,72.0,2,1,15,0,1,1,1,1,1,1,0.975530028,3,1.0,1
20575.0,3251.0,1,6,49.0,2,1,9,0,1,1,0,1,1,1,0.354519993,2,,1
20756.0,3265.0,1,5,79.0,2,1,2,0,1,1,1,1,1,1,0.705789983,1,,1
20754.0,3265.0,1,6,67.0,2,1,2,0,1,1,0,0,0,0,0.029239999,2,,1
23698.0,3270.0,1,6,31.0,2,1,1,0,0,0,0,0,0,0,0.336989999,1,,1
20623.0,3270.0,1,5,47.0,2,1,4,0,0,1,0,0,0,0,0.271279991,2,,1
23607.0,3271.0,1,5,20.0,2,1,1,0,0,0,0,0,0,0,0.783580005,4,0.0,1
20630.0,3271.0,1,6,41.0,2,1,14,1,0,0,0,0,0,0,0.096519999,2,,1
20624.0,3272.0,1,6,,2,1,4,0,0,0,1,0,0,0,0.613690019,1,,1
20626.0,3272.0,1,5,,2,1,4,0,0,1,0,0,0,0,0.52925998,2,,1
20541.0,3275.0,1,1,,2,1,2,1,0,1,0,1,1,1,0.264649987,1,,1
20539.0,3275.0,1,1,,2,1,2,1,1,1,0,1,1,1,0.034049999,2,,1
20808.0,3276.0,1,6,,2,1,14,1,1,1,1,1,0,1,0.06498,1,,1
20813.0,3276.0,1,5,85.0,2,1,9,1,1,1,1,1,1,1,0.02128,2,,1
20547.0,3278.0,1,6,,2,1,4,0,1,1,0,1,1,1,0.829509974,4,1.0,1
25413.0,3278.0,1,6,37.0,2,1,4,0,0,1,0,0,0,0,0.43610999,2,,1
20822.0,3280.0,1,5,70.0,2,1,9,1,1,1,0,0,0,0,0.960770011,3,0.0,1
20820.0,3280.0,1,6,66.0,2,1,9,1,1,1,0,0,0,0,0.301910013,2,,1
20569.0,3282.0,1,6,,2,1,17,0,0,0,0,0,0,0,0.41196999,1,,2
20566.0,3282.0,1,5,,2,1,17,0,0,0,0,0,0,0,0.24966,2,,2
20563.0,3283.0,1,5,,2,1,15,0,1,1,1,0,1,1,0.446839988,1,,1
20564.0,3283.0,1,6,,2,1,15,1,1,1,1,0,1,1,0.112510003,2,,1
20695.0,3284.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.596769989,1,,1
20697.0,3284.0,1,6,,2,1,17,0,0,0,0,0,0,0,0.248500004,2,,1
24328.0,3286.0,1,5,,2,1,9,0,0,1,0,0,0,0,0.68137002,1,,1
24327.0,3286.0,1,6,,2,1,9,0,0,1,0,0,0,0,0.681200027,2,,1
25414.0,3292.0,1,6,,2,1,4,0,0,0,0,0,0,0,0.986419976,3,0.0,2
20719.0,3292.0,1,6,,2,1,4,0,0,1,0,1,0,0,0.85394001,2,,1
20572.0,3293.0,1,5,,2,1,4,1,1,1,1,1,0,0,0.956990004,3,1.0,1
20571.0,3293.0,1,6,,2,1,4,1,1,1,1,1,0,0,0.557449996,2,,1
20724.0,3294.0,1,6,79.0,2,1,14,1,1,1,1,1,1,1,0.968079984,3,1.0,1
20721.0,3294.0,1,5,81.0,2,1,14,1,1,1,1,1,1,1,0.960810006,2,,2
20588.0,3296.0,1,1,,2,1,17,0,0,0,0,0,0,0,0.585699975,1,,1
20638.0,3296.0,1,1,,1,1,17,0,0,0,0,0,0,0,0.465629995,2,,1
22800.0,3316.0,1,5,,2,2,1,0,1,1,0,0,0,0,0.973959982,3,0.0,2
20530.0,3316.0,1,1,22.0,2,1,1,0,0,0,0,0,0,0,0.901960015,2,,2
20537.0,3321.0,1,6,72.0,2,1,9,1,1,1,1,1,1,1,0.775150001,4,1.0,1
20534.0,3321.0,1,5,70.0,2,1,9,1,1,1,1,1,1,1,0.43919,2,,1
20491.0,3322.0,1,6,,2,1,9,0,1,1,0,0,0,0,0.796400011,4,0.0,1
20488.0,3322.0,1,5,,2,1,9,1,1,1,0,0,0,0,0.612129986,2,,1
20668.0,3324.0,1,1,24.0,2,1,1,0,0,0,0,0,0,0,0.781050026,4,0.0,1
20773.0,3324.0,1,1,,1,1,4,0,0,1,1,0,0,0,0.334800005,2,,1
20765.0,3326.0,1,5,67.0,2,2,14,1,1,1,1,1,1,0,0.778829992,4,1.0,3
20767.0,3326.0,1,6,65.0,2,2,14,1,1,1,1,1,1,0,0.529359996,2,,3
20674.0,3327.0,1,6,,2,1,9,0,0,1,0,0,0,0,0.462740004,1,,1
20675.0,3327.0,1,5,34.0,2,1,1,0,0,0,0,0,0,0,0.407319993,2,,1
20805.0,3330.0,1,6,,2,1,9,0,1,1,0,0,1,1,0.692189991,1,,1
25745.0,3330.0,1,5,,2,1,1,0,1,1,0,0,0,0,0.337559998,2,,2
24566.0,3331.0,1,1,20.0,2,1,1,0,0,0,0,0,0,0,0.453240007,1,,1
20802.0,3331.0,1,5,49.0,2,1,15,0,0,0,0,0,0,0,0.210150003,2,,1
20677.0,3332.0,1,5,,2,1,4,1,1,1,1,1,1,1,0.758979976,4,0.0,3
20676.0,3332.0,1,6,,2,1,2,1,1,0,1,1,1,1,0.463730007,2,,1
18739.0,3338.0,1,5,,2,1,14,1,1,1,1,1,1,1,0.962419987,3,1.0,3
18741.0,3338.0,1,6,67.0,2,1,4,1,1,1,1,1,1,1,0.289130002,2,,3
18825.0,3339.0,1,5,76.0,2,1,15,1,1,1,1,1,1,1,0.677659988,1,,1
18824.0,3339.0,1,6,76.0,2,1,14,1,1,1,1,1,1,1,0.421079993,2,,1
18843.0,3340.0,1,6,,2,1,14,0,1,1,0,1,1,0,0.925329983,3,1.0,1
18847.0,3340.0,1,5,77.0,2,1,9,1,0,1,0,1,1,0,0.552299976,2,,1
18732.0,3344.0,1,5,77.0,2,1,9,0,0,0,0,0,0,0,0.106679998,1,,1
18733.0,3344.0,1,6,71.0,2,1,4,0,0,0,0,0,0,0,0.061799999,2,,1
25461.0,3345.0,1,5,,2,1,1,0,0,1,0,0,0,0,0.467949986,1,,1
25385.0,3345.0,1,6,38.0,2,1,9,1,1,1,0,1,1,1,0.106550001,2,,1
19204.0,3346.0,1,5,,2,1,15,0,1,1,0,1,0,1,0.71171999,1,,1
19201.0,3346.0,1,5,58.0,1,1,4,1,1,1,1,1,1,1,0.406890005,2,,1
19017.0,3356.0,1,6,,2,1,14,1,1,1,1,1,1,1,0.421929985,1,,1
19019.0,3356.0,1,5,,2,1,4,1,1,1,1,1,1,1,0.402429998,2,,1
18857.0,3357.0,1,5,74.0,2,1,14,1,0,1,1,1,1,1,0.26620999,1,,1
18854.0,3357.0,1,6,76.0,2,1,14,1,0,1,1,1,1,1,0.107239999,2,,1
18868.0,3358.0,1,5,87.0,2,1,14,1,1,1,1,1,1,1,0.450399995,1,,1
18869.0,3358.0,1,6,,2,1,14,1,1,1,1,1,1,1,0.0149,2,,1
19029.0,3359.0,1,5,,2,1,9,1,1,1,1,1,1,1,0.920849979,3,1.0,1
19025.0,3359.0,1,6,,1,1,9,1,1,1,1,1,1,1,0.724609971,2,,1
18852.0,3362.0,1,6,,2,1,14,1,1,1,1,1,1,0,0.473820001,1,,1
18851.0,3362.0,1,5,,2,1,4,1,1,1,1,1,1,0,0.142419994,2,,1
18959.0,3370.0,1,6,,2,1,17,0,1,1,1,0,0,1,0.97961998,3,1.0,1
18958.0,3370.0,1,5,,2,2,14,1,1,1,1,1,1,0,0.435660005,2,,1
19142.0,3371.0,1,5,,2,1,9,1,1,1,0,1,1,1,0.894420028,3,0.0,3
19139.0,3371.0,1,6,76.0,2,1,4,1,1,1,0,1,1,1,0.400640011,2,,3
20760.0,3373.0,1,1,,2,1,1,0,0,0,0,1,1,1,0.88391,4,0.0,1
25470.0,3373.0,1,6,,2,1,1,0,0,1,0,0,0,0,0.27094999,2,,1
20617.0,3377.0,1,5,,2,1,1,0,1,1,0,0,0,1,0.877030015,4,0.0,1
20619.0,3377.0,1,6,,2,1,1,0,1,1,0,0,0,0,0.74980998,2,,1
18176.0,3378.0,1,6,,2,1,4,0,0,0,0,0,0,0,0.735220015,1,,1
18177.0,3378.0,1,5,,2,1,4,0,0,1,1,0,1,0,0.256669998,2,,1
25383.0,3381.0,1,5,42.0,2,1,4,0,1,1,0,0,0,1,0.688319981,1,,1
25765.0,3381.0,1,5,,2,1,4,0,1,1,0,0,0,0,0.242609993,2,,1
19095.0,3383.0,1,6,,2,1,9,1,1,1,0,1,1,0,0.942499995,3,1.0,1
19099.0,3383.0,1,5,,2,1,9,1,1,1,0,1,1,0,0.506959975,2,,1
18930.0,3385.0,1,6,44.0,2,1,4,0,0,0,0,0,0,1,0.932030022,3,1.0,1
25460.0,3385.0,1,1,,2,1,4,0,0,0,0,0,0,0,0.898660004,2,,1
19157.0,3387.0,1,5,27.0,2,1,4,0,1,0,1,1,0,1,0.108599998,1,,2
23714.0,3387.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.00268,2,,2
18791.0,3389.0,1,6,46.0,2,1,15,0,0,1,0,0,0,0,0.59078002,1,,1
18792.0,3389.0,1,5,,2,1,15,0,0,1,0,0,0,0,0.358619988,2,,1
19154.0,3392.0,1,5,23.0,2,1,1,0,0,0,0,0,0,0,0.826839983,4,0.0,1
19155.0,3392.0,1,6,51.0,2,1,2,0,0,0,0,0,0,0,0.760339975,2,,1
18789.0,3393.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.942250013,3,0.0,1
25913.0,3393.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.096699998,2,,1
18969.0,3394.0,1,5,,2,1,14,1,1,1,1,1,1,1,0.503210008,1,,1
18967.0,3394.0,1,1,,2,1,15,1,1,1,1,1,1,1,0.242660001,2,,1
19018.0,3403.0,1,5,,2,1,2,0,0,0,1,1,1,1,0.301880002,1,,1
19020.0,3403.0,1,6,,2,1,15,0,0,0,0,0,0,0,0.129639998,2,,1
19043.0,3405.0,1,5,,2,1,17,0,0,1,0,1,0,0,0.972590029,3,0.0,1
19046.0,3405.0,1,6,,2,1,4,0,0,1,0,1,0,0,0.759630024,2,,1
18640.0,3407.0,1,5,72.0,2,2,9,1,1,1,1,1,1,0,0.757629991,1,,1
18639.0,3407.0,1,6,66.0,2,2,9,1,1,1,0,1,1,0,0.254330009,2,,1
18751.0,3408.0,1,5,87.0,2,1,9,0,0,0,0,1,1,1,0.291159987,1,,1
18749.0,3408.0,1,6,87.0,2,1,9,0,1,1,1,1,1,1,0.155660003,2,,1
19054.0,3411.0,1,6,,2,1,4,0,0,1,0,0,0,0,0.541490018,1,,1
19056.0,3411.0,1,5,,2,1,1,0,0,1,0,0,0,0,0.22958,2,,1
23573.0,3415.0,1,5,54.0,2,1,1,0,0,1,0,0,0,0,0.255479991,1,,1
18731.0,3415.0,1,1,,2,1,1,0,0,1,0,0,0,0,0.107620001,2,,1
19032.0,3417.0,1,5,,2,1,14,1,1,1,1,1,1,1,0.558459997,1,,1
19031.0,3417.0,1,6,,2,1,14,0,1,1,1,1,1,0,0.358209997,2,,1
18647.0,3422.0,1,6,77.0,2,1,17,0,0,0,0,0,0,0,0.82792002,4,1.0,1
18649.0,3422.0,1,5,,2,1,15,0,0,0,0,0,0,0,0.439779997,2,,1
18912.0,3425.0,1,5,71.0,2,1,17,0,0,0,0,0,0,0,0.932699978,3,0.0,1
18916.0,3425.0,1,6,72.0,2,1,9,0,1,0,0,0,1,0,0.047770001,2,,1
19073.0,3428.0,1,6,,2,1,9,1,1,1,0,0,1,0,0.135609999,1,,1
18660.0,3428.0,1,5,,2,1,1,1,1,1,0,0,1,0,0.00783,2,,1
20406.0,3436.0,1,5,41.0,2,1,9,0,1,1,1,0,1,0,0.710449994,1,,1
20403.0,3436.0,1,6,,2,1,9,1,1,1,1,0,1,1,0.505580008,2,,1
20407.0,3438.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.280930012,1,,1
20543.0,3438.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.146080002,2,,1
20658.0,3443.0,1,6,,2,1,1,0,0,0,0,0,1,0,0.272069991,1,,1
20659.0,3443.0,1,5,,2,1,9,0,0,0,0,0,1,0,0.182960004,2,,1
20554.0,3445.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.407380015,1,,1
20557.0,3445.0,1,6,,2,1,2,0,0,0,0,0,0,0,0.107430004,2,,1
20392.0,3453.0,1,5,82.0,2,1,4,1,1,1,1,0,1,0,0.444889992,1,,1
20393.0,3453.0,1,6,,2,1,4,1,1,1,1,0,1,0,0.36480999,2,,1
20704.0,3454.0,1,6,74.0,2,1,9,0,0,1,0,0,0,1,0.526009977,1,,1
20702.0,3454.0,1,5,78.0,2,1,9,0,0,1,0,0,0,1,0.484930009,2,,1
20710.0,3455.0,1,6,65.0,2,2,9,1,1,1,1,1,1,0,0.419149995,1,,3
20707.0,3455.0,1,5,68.0,2,2,15,1,1,1,1,1,1,0,0.384389997,2,,1
20427.0,3456.0,1,6,,2,1,14,0,1,1,0,1,0,0,0.312599987,1,,1
20429.0,3456.0,1,5,,2,1,15,0,1,1,0,1,0,0,0.209309995,2,,1
20404.0,3458.0,1,6,,2,2,9,1,1,1,1,1,1,0,0.98022002,3,0.0,3
20401.0,3458.0,1,5,,2,2,9,1,1,1,1,1,1,0,0.88756001,2,,3
20351.0,3459.0,1,6,46.0,2,1,17,0,1,1,1,0,0,0,0.253470004,1,,2
20349.0,3459.0,1,5,45.0,2,1,15,0,0,1,0,0,0,0,0.029999999,2,,2
20334.0,3461.0,1,6,,2,1,14,1,1,1,1,1,1,1,0.853670001,4,1.0,1
20337.0,3461.0,1,5,70.0,2,1,14,1,1,1,1,1,1,1,0.383489996,2,,1
20637.0,3464.0,1,6,,2,1,9,1,1,1,1,1,0,0,0.900439978,3,0.0,1
20634.0,3464.0,1,5,,2,1,9,1,1,1,1,1,0,0,0.483209997,2,,1
20365.0,3466.0,1,6,,2,1,15,1,1,1,0,1,1,0,0.534080029,1,,1
20368.0,3466.0,1,5,,2,1,15,1,1,1,0,1,1,1,0.240789995,2,,1
20629.0,3469.0,1,5,61.0,2,1,4,0,1,0,1,1,1,1,0.895110011,3,0.0,1
20631.0,3469.0,1,6,,2,1,9,0,0,0,1,1,1,1,0.759299994,2,,1
20478.0,3477.0,1,6,,2,1,15,0,1,1,0,0,1,1,0.732749999,1,,1
20479.0,3477.0,1,5,75.0,1,1,15,0,1,1,0,0,1,1,0.33803001,2,,1
20484.0,3482.0,1,1,53.0,2,1,9,0,1,1,1,0,0,0,0.99624002,3,0.0,1
20486.0,3482.0,1,5,56.0,2,1,9,0,0,1,0,0,0,0,0.728399992,2,,1
26476.0,3486.0,1,6,,2,1,1,0,1,0,0,0,0,0,0.943080008,3,1.0,2
26477.0,3486.0,1,5,,2,1,9,0,1,0,0,0,0,0,0.276259989,2,,1
20586.0,3498.0,1,6,,2,1,17,0,0,0,0,0,0,0,0.855090022,4,0.0,1
20589.0,3498.0,1,5,,2,1,2,1,1,1,0,1,1,1,0.710449994,2,,1
20856.0,3499.0,1,5,,2,1,14,1,1,1,0,1,1,1,0.514689982,1,,1
20854.0,3499.0,1,6,,2,1,14,1,1,1,0,1,1,1,0.277839988,2,,1
24992.0,3501.0,1,6,,2,1,1,1,1,1,0,0,0,0,0.960449994,3,0.0,1
25415.0,3501.0,1,5,20.0,2,1,1,0,0,0,0,0,0,0,0.670260012,2,,1
20362.0,3504.0,1,5,,2,1,15,0,1,1,0,1,0,1,0.645810008,1,,1
20363.0,3504.0,1,6,,2,1,9,1,1,1,1,1,0,1,0.100079998,2,,1
20545.0,3506.0,1,5,67.0,2,1,4,1,1,1,1,1,1,0,0.472829998,1,,1
20546.0,3506.0,1,6,60.0,2,1,4,1,1,1,1,1,1,0,0.130170003,2,,1
23108.0,3509.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.687240005,1,,1
20410.0,3509.0,1,5,,2,1,1,0,0,0,0,0,0,0,0.385720015,2,,1
20670.0,3510.0,1,5,,2,1,4,0,1,0,0,0,1,0,0.765410006,4,0.0,1
20671.0,3510.0,1,6,,1,1,4,0,1,1,0,0,1,0,0.764400005,2,,1
20352.0,3512.0,1,1,,2,1,1,0,0,0,0,0,0,0,0.46825999,1,,1
20355.0,3512.0,1,1,,2,1,1,0,0,0,0,0,0,0,0.12658,2,,1
20645.0,3516.0,1,5,,2,2,2,1,1,1,1,1,1,1,0.858200014,4,1.0,1
20643.0,3516.0,1,6,,2,2,14,1,0,0,1,1,1,1,0.404879987,2,,1
20345.0,3517.0,1,5,82.0,2,1,4,1,0,0,1,1,1,0,0.374029994,1,,1
20342.0,3517.0,1,6,,2,1,17,1,0,0,1,1,1,0,0.217020005,2,,1
20651.0,3518.0,1,5,,2,1,9,1,1,1,1,1,0,1,0.675949991,1,,1
20652.0,3518.0,1,6,,2,1,9,1,1,1,1,1,0,1,0.058570001,2,,1
20381.0,3519.0,1,5,,2,2,2,1,1,1,0,0,0,0,0.782660007,4,0.0,1
20383.0,3519.0,1,6,,2,1,15,1,1,1,1,1,1,1,0.591489971,2,,1
20348.0,3520.0,1,6,69.0,2,2,4,1,1,1,0,1,1,1,0.673229992,1,,3
20350.0,3520.0,1,5,,2,2,4,1,1,1,1,1,1,0,0.340550005,2,,3
20690.0,3524.0,1,1,,2,1,14,0,1,1,1,0,1,0,0.983990014,3,1.0,1
20687.0,3524.0,1,1,,2,1,4,0,1,1,1,0,1,0,0.435649991,2,,3
20570.0,3527.0,1,5,,2,1,4,1,1,0,0,0,0,1,0.81892997,4,1.0,1
20568.0,3527.0,1,6,,2,1,14,0,0,1,0,0,0,0,0.205329999,2,,1
17917.0,3531.0,1,6,,2,1,9,0,0,1,0,0,0,0,0.457080007,1,,1
17915.0,3531.0,1,5,,2,1,4,0,0,1,0,0,0,0,0.361490011,2,,1
24712.0,3532.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.523750007,1,,1
24889.0,3532.0,1,5,29.0,2,1,9,0,0,0,0,0,0,1,0.171289995,2,,1
17541.0,3534.0,1,5,,2,1,14,1,1,1,1,1,1,1,0.522059977,1,,3
17540.0,3534.0,1,6,,2,1,4,1,1,1,1,1,1,1,0.265240014,2,,3
25815.0,3535.0,1,6,,2,1,1,0,0,0,0,0,0,0,0.695249975,1,,1
22757.0,3535.0,1,1,,2,1,1,0,0,0,0,0,0,0,0.528240025,2,,1
17913.0,3537.0,1,5,,2,1,4,0,0,1,0,0,0,0,0.800830007,4,1.0,1
25088.0,3537.0,1,6,,2,1,4,0,0,1,0,0,0,0,0.071280003,2,,1
17538.0,3538.0,1,5,39.0,2,1,14,0,0,0,0,0,0,0,0.632640004,1,,1
17529.0,3538.0,1,6,37.0,2,1,2,0,0,0,0,0,0,0,0.194749996,2,,1
17855.0,3539.0,1,5,,2,1,17,0,0,1,0,0,0,0,0.568949997,1,,1
24203.0,3539.0,1,6,,2,1,17,0,0,0,0,0,0,0,0.463019997,2,,1
17845.0,3541.0,1,6,41.0,2,1,4,0,0,1,0,0,0,1,0.804430008,4,1.0,1
17847.0,3541.0,1,5,25.0,2,1,9,0,1,1,0,0,0,0,0.264869988,2,,1
9730.0,3547.0,1,5,,2,1,2,0,1,1,1,1,1,0,0.760810018,4,1.0,1
