,v2x_polyarchy,ipema_any_demo_assist_dum_2l,ipema_any_demo_assdiv_2l,iany_demo_all_max_dum_2l,iany_demo_all_maxdiv_2l,iwdi_pop_3l,iwdi_oda_3l,iwdi_gdppc_3l,iunhcr_ref_idp_3l,iwdi_literacy_3l,iwdi_fuel_3l,country
251,,0.0,0.14634146,0.0,0.14634146,,,,,,,
252,0.17,0.0,0.0,0.0,0.025641026,2134097.0,64220000.0,496.76593,80.0,41.1164,0.19745594,Liberia
253,0.17,0.0,0.0,0.0,0.0,2106431.0,60130000.0,496.76593,250.0,41.1164,0.19745594,Liberia
254,0.175,0.0,0.0,0.0,0.0,2075912.0,113740000.0,496.76593,128011.0,41.1164,0.19745594,Liberia
255,0.181,0.0,0.051282052,0.0,0.025641026,2040139.0,157630000.0,496.76593,128011.0,41.1164,0.19745594,Liberia
256,0.167,0.0,0.05,0.0,0.05,2001624.0,119600000.0,496.76593,100048.0,41.1164,0.19745594,Liberia
257,0.154,0.0,0.05,0.0,0.05,1976699.0,122330000.0,496.76593,150153.0,41.1164,0.19745594,Liberia
258,0.235,0.0,0.0,0.0,0.0,1986493.0,63400000.0,496.76593,340163.0,41.1164,0.19745594,Liberia
259,0.38,0.0,0.0,0.0,0.0,2044661.0,123100000.0,496.76593,440080.0,41.1164,0.19745594,Liberia
260,0.369,0.0,0.0,0.0,0.025,2160478.0,172670000.0,496.76593,440061.0,41.1164,0.19745594,Liberia
261,0.371,0.0,0.025,0.0,0.05,2326202.0,75690000.0,496.76593,292886.0,41.1164,0.19745594,Liberia
262,0.375,0.0,0.05,0.0,0.025,2517481.0,71990000.0,496.76593,224609.0,41.1164,0.19745594,Liberia
263,0.375,0.0,0.025,0.0,0.025,2699712.0,93950000.0,496.76593,186901.0,41.1164,0.19745594,Liberia
264,0.342,0.0,0.025,0.0,0.025,2848456.0,67420000.0,306.8329,180001.0,41.1164,0.19745594,Liberia
265,0.232,0.0,0.025,0.0,0.05,2953927.0,38480000.0,306.71036,250876.0,41.1164,0.19745594,Liberia
266,0.264,1.0,0.025,1.0,0.025,3024729.0,54990000.0,306.47372,369071.0,41.1164,0.19745594,Liberia
267,0.655,1.0,0.1,1.0,0.1,3077058.0,106780000.0,243.08934,565613.0,41.1164,0.19745594,Liberia
268,0.668,1.0,0.125,1.0,0.1,3135651.0,213390000.0,286.065,513738.0,41.1164,0.19745594,Liberia
269,0.668,1.0,0.1,1.0,0.075,3218116.0,222090000.0,294.89304,247990.0,41.1164,0.19745594,Liberia
270,0.656,1.0,0.075,1.0,0.075,3329211.0,260910000.0,336.11566,16185.0,41.1164,0.19745594,Liberia
271,0.653,1.0,0.075,1.0,0.075,3461911.0,1123020030.0,396.60178,10466.0,42.94108,0.19745594,Liberia
272,0.65,1.0,0.075,1.0,0.1,3607860.0,1250409980.0,478.39993,10224.0,41.1164,0.19745594,Liberia
273,0.636,1.0,0.075,1.0,0.075,3754133.0,510750016.0,470.94763,6952.0,41.1164,0.19745594,Liberia
274,0.651,1.0,0.09756097,1.0,0.09756097,3891356.0,1416109950.0,513.4457,24743.0,41.1164,0.19745594,Liberia
275,0.629,1.0,0.07317073,1.0,0.07317073,4017443.0,762249980.0,596.8971,128293.0,41.1164,0.19745594,Liberia
276,0.642,1.0,0.09756097,0.0,0.09756097,4135659.0,566710020.0,657.9363,65909.0,41.1164,0.19745594,Liberia
277,0.642,1.0,0.12195122,1.0,0.09756097,4248334.0,535929984.0,721.93005,53253.0,41.1164,0.19745594,Liberia
278,0.661,0.0,0.12195122,1.0,0.09756097,4359505.0,749590020.0,721.1828,38595.0,41.1164,0.19745594,Liberia
279,0.6,1.0,0.12195122,1.0,0.12195122,4472230.0,1094430080.0,710.38385,36505.0,41.1164,0.19745594,Liberia
280,0.203,0.0,0.0,0.0,0.025641026,4156634.0,101520000.0,253.83133,60.0,36.819763,2.0658607,Sierra Leone
281,0.153,0.0,0.0,0.0,0.0,4254444.0,98660000.0,219.29408,130544.71,36.819763,2.0658607,Sierra Leone
282,0.144,0.0,0.0,0.0,0.0,4319762.0,59320000.0,150.38904,125830.0,36.819763,2.0658607,Sierra Leone
283,0.161,0.0,0.051282052,0.0,0.025641026,4348660.0,103270000.0,179.36133,28036.0,36.819763,2.0658607,Sierra Leone
284,0.166,0.0,0.05,0.0,0.05,4347724.0,133060000.0,156.40321,5866.0,36.819763,2.0658607,Sierra Leone
285,0.235,0.0,0.05,0.0,0.05,4328957.0,206470000.0,177.5976,548279.0,36.819763,2.0658607,Sierra Leone
286,0.296,0.0,0.0,0.0,0.0,4309775.0,273730016.0,211.59248,797874.0,36.819763,2.0658607,Sierra Leone
287,0.231,0.0,0.0,0.0,0.0,4303957.0,212270000.0,202.31586,659275.0,36.819763,2.0658607,Sierra Leone
288,0.236,0.0,0.0,0.0,0.025,4312666.0,182520000.0,218.3666,668132.0,36.819763,2.0658607,Sierra Leone
289,0.245,0.0,0.025,0.0,0.05,4335301.0,118010000.0,196.11511,683011.0,36.819763,2.0658607,Sierra Leone
290,0.245,1.0,0.025,0.0,0.025,4381483.0,106530000.0,153.45853,679866.0,36.819763,2.0658607,Sierra Leone
291,0.451,1.0,0.0,0.0,0.025,4462378.0,73730000.0,150.00629,506570.0,36.819763,2.0658607,Sierra Leone
292,0.603,1.0,0.0,1.0,0.0,4584571.0,180640000.0,138.69868,306546.0,36.819763,2.0658607,Sierra Leone
293,0.601,1.0,0.0,1.0,0.025,4754072.0,334630016.0,229.37552,10501.0,36.819763,2.0658607,Sierra Leone
294,0.601,1.0,0.025,0.0,0.05,4965766.0,383209984.0,252.39621,63494.0,36.819763,2.0658607,Sierra Leone
295,0.601,1.0,0.1,1.0,0.1,5201070.0,337170016.0,266.4471,61194.0,36.819763,2.0658607,Sierra Leone
296,0.577,1.0,0.125,1.0,0.1,5433991.0,376230016.0,266.56958,65437.0,34.82679,2.0658607,Sierra Leone
297,0.533,0.0,0.125,0.0,0.1,5645624.0,339980000.0,292.34933,59965.0,36.819763,2.0658607,Sierra Leone
298,0.518,0.0,0.1,0.0,0.1,5829237.0,380340000.0,323.3892,27365.0,36.819763,2.0658607,Sierra Leone
299,0.512,0.0,0.1,0.0,0.1,5989633.0,550530050.0,360.37213,8795.0,36.819763,2.0658607,Sierra Leone
300,0.512,0.0,0.1,0.0,0.125,6133603.0,379340000.0,408.48074,7826.0,36.819763,2.0658607,Sierra Leone
301,0.498,0.0,0.1,0.0,0.1,6272734.0,447290016.0,391.20102,9051.0,36.819763,2.0658607,Sierra Leone
302,0.522,0.0,0.12195122,0.0,0.12195122,6415634.0,458300000.0,401.835,8363.0,36.819763,2.0658607,Sierra Leone
303,0.498,0.0,0.09756097,0.0,0.09756097,6563240.0,423890016.0,448.33752,8092.0,36.819763,2.0658607,Sierra Leone
304,0.498,0.0,0.12195122,0.0,0.09756097,6712581.0,439750016.0,566.37866,4204.0,36.819763,2.0658607,Sierra Leone
305,0.519,0.0,0.14634146,0.0,0.12195122,6863980.0,449070016.0,716.8353,2817.0,32.42617,2.0658607,Sierra Leone
306,0.529,0.0,0.12195122,0.0,0.12195122,7017144.0,914030020.0,714.7007,1372.0,36.819763,0.012842458,Sierra Leone
307,0.589,0.0,0.14634146,0.0,0.14634146,7171914.0,946820030.0,588.22845,760.0,36.819763,0.0,Sierra Leone
308,,0.0,0.0,0.0,0.025641026,,,,,,,
309,,0.0,0.0,0.0,0.0,,,,,,,
310,,0.0,0.0,0.0,0.0,,,,,,,
311,,0.0,0.051282052,0.0,0.025641026,,,,,,,
312,,0.0,0.05,0.0,0.05,,,,,,,
313,,0.0,0.05,0.0,0.05,,,,,,,
314,,0.0,0.0,0.0,0.0,,,,,,,
315,,0.0,0.0,0.0,0.0,,,,,,,
316,,0.0,0.0,0.0,0.025,,,,,,,
317,,0.0,0.025,0.0,0.05,,,,,,,
318,,0.0,0.05,0.0,0.025,,,,,,,
319,,0.0,0.025,0.0,0.025,,,,,,,
320,,0.0,0.025,0.0,0.025,,,,,,,
321,,0.0,0.025,0.0,0.05,,,,,,,
322,,0.0,0.05,0.0,0.05,,,,,,,
323,,0.0,0.125,0.0,0.125,,,,,,,
324,,0.0,0.15,0.0,0.125,,,,,,,
325,,0.0,0.125,0.0,0.1,,,,,,,
326,,0.0,0.1,0.0,0.1,,,,,,,
327,,0.0,0.1,0.0,0.1,,,,,,,
328,,0.0,0.1,0.0,0.125,,,,,,,
329,,0.0,0.1,0.0,0.1,,,,,,,
330,,0.0,0.12195122,0.0,0.12195122,,,,,,,
331,,0.0,0.09756097,0.0,0.09756097,,,,,,,
332,,0.0,0.12195122,0.0,0.09756097,,,,,,,
333,,0.0,0.14634146,0.0,0.12195122,,,,,,,
334,,0.0,0.12195122,0.0,0.12195122,,,,,,,
335,,0.0,0.14634146,0.0,0.14634146,,,,,,,
336,0.24,0.0,0.0,0.0,0.025641026,3577468.0,205410000.0,385.42554,3422.0,58.26298,0.0079734195,Togo
337,0.284,0.0,0.0,0.0,0.0,3678567.0,199100000.0,367.79257,3401.0,58.26298,0.0019186144,Togo
338,0.301,0.0,0.0,0.0,0.0,3774312.0,258239984.0,431.45016,3477.0,58.26298,0.02610197,Togo
339,0.306,0.0,0.051282052,0.0,0.025641026,3862992.0,199270000.0,414.78207,3406.0,58.26298,2.3465774,Togo
340,0.293,0.0,0.05,0.0,0.05,3945905.0,222430000.0,429.04202,3353.0,58.26298,1.5867299,Togo
341,0.315,0.0,0.05,0.0,0.05,4029053.0,95820000.0,306.15057,3280.0,58.26298,1.5867299,Togo
342,0.315,0.0,0.0,0.0,0.0,4120616.0,124650000.0,238.4654,12370.0,58.26298,0.5784428,Togo
343,0.288,0.0,0.0,0.0,0.0,4226291.0,191340000.0,309.81845,10876.0,58.26298,0.0002103124,Togo
344,0.302,0.0,0.0,0.0,0.025,4348805.0,155400000.0,336.97723,12589.0,58.26298,0.01911291,Togo
345,0.311,0.0,0.025,0.0,0.05,4485951.0,125130000.0,334.1434,12682.0,58.26298,0.0026582293,Togo
346,0.311,0.0,0.05,0.0,0.025,4632446.0,128460008.0,342.65826,11816.0,58.26298,0.004154591,Togo
347,0.298,0.0,0.025,0.0,0.025,4780448.0,71530000.0,329.69598,12113.0,58.26298,0.0,Togo
348,0.291,0.0,0.025,0.0,0.025,4924402.0,69630000.0,302.2064,12223.0,53.1776,0.6467214,Togo
349,0.283,0.0,0.025,0.0,0.05,5062567.0,46090000.0,292.56735,12257.0,58.26298,0.40921912,Togo
350,0.34,0.0,0.05,0.0,0.05,5197031.0,51130000.0,326.8556,12294.0,58.26298,0.53434366,Togo
351,0.351,0.0,0.125,0.0,0.125,5330639.0,50090000.0,396.03003,12395.0,58.26298,0.34627718,Togo
352,0.367,0.0,0.15,0.0,0.125,5467766.0,65129996.0,412.5894,11285.0,58.26298,0.36915383,Togo
353,0.513,0.0,0.125,0.0,0.1,5611640.0,82610000.0,406.40094,12287.0,58.26298,1.248593,Togo
354,0.571,0.0,0.1,0.0,0.1,5762880.0,79830000.0,407.6947,6328.0,56.88837,1.5867299,Togo
355,0.462,0.0,0.1,0.0,0.1,5920359.0,122490000.0,449.14423,1328.0,58.26298,0.004951651,Togo
356,0.436,0.0,0.1,0.0,0.125,6083420.0,330140000.0,544.1475,9377.0,58.26298,7.3944654,Togo
357,0.45,0.0,0.1,0.0,0.1,6250835.0,494510016.0,538.44196,8531.0,57.09338,0.036056835,Togo
358,0.449,0.0,0.12195122,0.0,0.12195122,6421679.0,403380000.0,533.5088,14051.0,58.26298,0.099620275,Togo
359,0.546,0.0,0.09756097,0.0,0.09756097,6595943.0,542380030.0,586.32886,19270.0,60.40994,0.7176271,Togo
360,0.503,0.0,0.12195122,0.0,0.09756097,6773807.0,245080000.0,571.8394,23540.0,58.26298,1.8449532,Togo
361,0.54,0.0,0.14634146,0.0,0.12195122,6954721.0,226320000.0,621.2223,20613.0,58.26298,0.9950854,Togo
362,0.471,0.0,0.12195122,0.0,0.12195122,7137997.0,210940000.0,640.1139,21778.0,58.26298,1.3932426,Togo
363,0.473,0.0,0.14634146,0.0,0.14634146,7323158.0,199470000.0,570.6807,21953.0,63.74562,1.4391465,Togo
364,,0.0,0.0,0.0,0.025641026,,,,,,,
365,,0.0,0.0,0.0,0.0,,,,,,,
366,,0.0,0.0,0.0,0.0,,,,,,,
367,,0.0,0.051282052,0.0,0.025641026,,,,,,,
368,,0.0,0.05,0.0,0.05,,,,,,,
369,,0.0,0.05,0.0,0.05,,,,,,,
370,,0.0,0.0,0.0,0.0,,,,,,,
371,,0.0,0.0,0.0,0.0,,,,,,,
372,,0.0,0.0,0.0,0.025,,,,,,,
373,,0.0,0.025,0.0,0.05,,,,,,,
374,,0.0,0.05,0.0,0.025,,,,,,,
375,,0.0,0.025,0.0,0.025,,,,,,,
376,,0.0,0.025,0.0,0.025,,,,,,,
377,,0.0,0.025,0.0,0.05,,,,,,,
378,,0.0,0.05,0.0,0.05,,,,,,,
379,,0.0,0.125,0.0,0.125,,,,,,,
380,,0.0,0.15,0.0,0.125,,,,,,,
381,,0.0,0.125,0.0,0.1,,,,,,,
382,,0.0,0.1,0.0,0.1,,,,,,,
383,,0.0,0.1,0.0,0.1,,,,,,,
384,,0.0,0.1,0.0,0.125,,,,,,,
385,,0.0,0.1,0.0,0.1,,,,,,,
386,,0.0,0.12195122,0.0,0.12195122,,,,,,,
387,,0.0,0.09756097,0.0,0.09756097,,,,,,,
388,,0.0,0.12195122,0.0,0.09756097,,,,,,,
389,,0.0,0.14634146,0.0,0.12195122,,,,,,,
390,,0.0,0.12195122,0.0,0.12195122,,,,,,,
391,,0.0,0.14634146,0.0,0.14634146,,,,,,,
392,0.214,0.0,0.0,0.0,0.025641026,90395272.0,118080000.0,549.2375,5173.0,55.8284,79.78788,Nigeria
393,0.231,0.0,0.0,0.0,0.0,92788024.0,344000000.0,474.23212,3781.0,55.8284,79.78788,Nigeria
394,0.246,0.0,0.0,0.0,0.0,95212448.0,255080000.0,567.5287,3571.0,55.8284,79.78788,Nigeria
395,0.205,0.0,0.051282052,0.0,0.025641026,97667632.0,258320000.0,502.91415,3573.0,55.44675,96.63255,Nigeria
396,0.193,0.0,0.05,0.0,0.05,100161712.0,258820000.0,477.1776,4782.0,55.8284,79.78788,Nigeria
397,0.193,0.0,0.05,0.0,0.05,102700752.0,288420000.0,270.22397,4829.0,55.8284,79.78788,Nigeria
398,0.195,0.0,0.0,0.0,0.0,105293696.0,189660000.0,321.32068,6026.0,55.8284,79.78788,Nigeria
399,0.226,0.0,0.0,0.0,0.0,107948336.0,210960000.0,408.18106,8118.0,55.8284,79.78788,Nigeria
400,0.348,0.0,0.0,0.0,0.025,110668792.0,188750000.0,461.5196,8486.0,55.8284,95.5789,Nigeria
401,0.462,0.0,0.025,0.0,0.05,113457664.0,199840000.0,479.98376,9071.0,55.8284,96.277176,Nigeria
402,0.462,0.0,0.05,0.0,0.025,116319760.0,203340000.0,469.43057,6780.0,55.8284,96.979164,Nigeria
403,0.462,0.0,0.025,0.0,0.025,119260064.0,151990000.0,497.84155,6941.0,55.8284,98.94231,Nigeria
404,0.443,0.0,0.025,0.0,0.025,122283848.0,173800000.0,567.9307,7270.0,55.8284,99.63503,Nigeria
405,0.436,0.0,0.025,0.0,0.05,125394048.0,167820000.0,590.38184,7200.0,55.8284,99.656494,Nigeria
406,0.436,0.0,0.05,0.0,0.05,128596080.0,299549984.0,741.7475,7355.0,55.8284,94.03746,Nigeria
407,0.442,0.0,0.125,0.0,0.125,131900632.0,309850016.0,795.3862,9171.0,54.77318,97.896614,Nigeria
408,0.402,0.0,0.15,0.0,0.125,135320416.0,578770050.0,1007.8743,8395.0,55.8284,79.78788,Nigeria
409,0.398,0.0,0.125,0.0,0.1,138865024.0,6401790000.0,1268.3834,9019.0,55.8284,79.78788,Nigeria
410,0.398,0.0,0.1,0.0,0.1,142538304.0,11431959600.0,1656.4248,8768.0,55.8284,98.23885,Nigeria
411,0.415,0.0,0.1,0.0,0.1,146339984.0,1958599940.0,1883.4613,8460.0,55.8284,93.66637,Nigeria
412,0.479,0.0,0.1,0.0,0.125,150269616.0,1293719940.0,2242.8718,10124.0,51.07766,91.74341,Nigeria
413,0.499,0.0,0.1,0.0,0.1,154324928.0,1639229950.0,1891.3353,9127.0,55.8284,90.361534,Nigeria
414,0.571,0.0,0.12195122,0.0,0.12195122,158503200.0,2052360060.0,2292.445,8747.0,55.8284,87.131676,Nigeria
415,0.566,0.0,0.09756097,0.0,0.09756097,162805072.0,1809859970.0,2520.404,8806.0,55.8284,89.12647,Nigeria
416,0.594,0.0,0.12195122,0.0,0.09756097,167228768.0,1916169980.0,2746.9917,3154.0,55.8284,84.038925,Nigeria
417,0.629,0.0,0.14634146,0.0,0.12195122,171765776.0,2515719940.0,2998.0728,1694.0,55.8284,87.62067,Nigeria
418,0.546,0.0,0.12195122,0.0,0.12195122,176404896.0,2478600190.0,3222.6936,1189257.0,55.8284,90.85419,Nigeria
419,0.582,0.0,0.14634146,0.0,0.14634146,181137440.0,2431539970.0,2730.4304,2173927.0,55.8284,79.78788,Nigeria
420,,0.0,0.0,0.0,0.025641026,,,,,,,
421,,0.0,0.0,0.0,0.0,,,,,,,
422,,0.0,0.0,0.0,0.0,,,,,,,
423,,0.0,0.051282052,0.0,0.025641026,,,,,,,
424,,0.0,0.05,0.0,0.05,,,,,,,
425,,0.0,0.05,0.0,0.05,,,,,,,
426,,0.0,0.0,0.0,0.0,,,,,,,
427,,0.0,0.0,0.0,0.0,,,,,,,
428,,0.0,0.0,0.0,0.025,,,,,,,
429,,0.0,0.025,0.0,0.05,,,,,,,
430,,0.0,0.05,0.0,0.025,,,,,,,
431,,0.0,0.025,0.0,0.025,,,,,,,
432,,0.0,0.025,0.0,0.025,,,,,,,
433,,0.0,0.025,0.0,0.05,,,,,,,
434,,0.0,0.05,0.0,0.05,,,,,,,
435,,0.0,0.125,0.0,0.125,,,,,,,
436,,0.0,0.15,0.0,0.125,,,,,,,
437,,0.0,0.125,0.0,0.1,,,,,,,
438,,0.0,0.1,0.0,0.1,,,,,,,
439,,0.0,0.1,0.0,0.1,,,,,,,
440,,0.0,0.1,0.0,0.125,,,,,,,
441,,0.0,0.1,0.0,0.1,,,,,,,
442,,0.0,0.12195122,0.0,0.12195122,,,,,,,
443,,0.0,0.09756097,0.0,0.09756097,,,,,,,
444,,0.0,0.12195122,0.0,0.09756097,,,,,,,
445,,0.0,0.14634146,0.0,0.12195122,,,,,,,
446,,0.0,0.12195122,0.0,0.12195122,,,,,,,
447,,0.0,0.14634146,0.0,0.14634146,,,,,,,
448,0.262,0.0,0.0,0.0,0.025641026,2693973.0,204690000.0,469.52933,3148.0,33.62442,0.28391215,Central African Republic
449,0.291,0.0,0.0,0.0,0.0,2745734.0,188760000.0,449.39905,2493.0,35.330837,0.0042551635,Central African Republic
450,0.349,0.0,0.0,0.0,0.0,2806734.0,248890000.0,513.3053,4284.0,35.330837,0.28391215,Central African Republic
451,0.42,0.0,0.051282052,0.0,0.025641026,2878509.0,173440000.0,478.50293,12223.0,35.330837,0.28391215,Central African Republic
452,0.42,0.0,0.05,0.0,0.05,2959236.0,177650000.0,477.1223,19040.0,35.330837,0.28391215,Central African Republic
453,0.42,0.0,0.05,0.0,0.05,3046149.0,171740000.0,419.80255,44129.0,35.330837,0.1734325,Central African Republic
454,0.42,0.0,0.0,0.0,0.0,3135015.0,167560000.0,271.50568,47791.0,35.330837,0.39594606,Central African Republic
455,0.414,0.0,0.0,0.0,0.0,3222656.0,167780000.0,346.10883,33856.0,35.330837,0.7827087,Central African Republic
456,0.37,0.0,0.0,0.0,0.025,3308233.0,169130000.0,304.63126,36564.0,35.330837,0.1903058,Central African Republic
457,0.369,1.0,0.0,1.0,0.025,3392436.0,91550000.0,276.42126,38499.0,35.330837,0.10842671,Central African Republic
458,0.369,1.0,0.025,1.0,0.0,3475492.0,120620000.0,278.33133,43013.0,35.330837,0.1968312,Central African Republic
459,0.376,0.0,0.025,1.0,0.0,3558014.0,118760000.0,280.9088,49314.0,35.330837,0.15382327,Central African Republic
460,0.244,0.0,0.025,0.0,0.025,3640427.0,75900000.0,251.20688,55661.0,50.64517,0.45483315,Central African Republic
461,0.221,0.0,0.025,0.0,0.05,3722018.0,76210000.0,250.35701,49239.0,35.330837,0.07553315,Central African Republic
462,0.35,0.0,0.05,0.0,0.05,3802128.0,60010000.0,260.7455,50725.0,35.330837,0.07791077,Central African Republic
463,0.355,0.0,0.125,0.0,0.125,3881181.0,51500000.0,293.66187,44753.0,35.330837,0.0,Central African Republic
464,0.355,0.0,0.15,0.0,0.125,3959875.0,110060000.0,320.73746,25020.0,35.330837,0.1832967,Central African Republic
465,0.355,0.0,0.125,0.0,0.1,4038382.0,88970000.0,331.16293,24569.0,35.330837,0.39958563,Central African Republic
466,0.355,0.0,0.1,0.0,0.1,4118069.0,133590000.0,354.6714,159357.0,35.330837,0.013490207,Central African Republic
467,0.37,0.0,0.1,0.0,0.1,4198010.0,180010000.0,404.37396,204535.0,35.330837,0.28391215,Central African Republic
468,0.351,0.0,0.1,1.0,0.1,4273366.0,260370000.0,464.56143,204429.0,35.330837,0.02443421,Central African Republic
469,0.342,0.0,0.1,0.0,0.1,4337625.0,241140000.0,474.7054,224047.0,35.330837,0.28391215,Central African Republic
470,0.271,0.0,0.12195122,0.0,0.12195122,4386768.0,260980016.0,487.94537,214103.0,36.75261,0.28391215,Central African Republic
471,0.286,0.0,0.09756097,0.0,0.09756097,4418636.0,268769984.0,551.0281,121936.0,35.330837,0.55839765,Central African Republic
472,0.288,0.0,0.12195122,0.0,0.09756097,4436415.0,228020000.0,565.83307,65693.0,35.330837,0.046875276,Central African Republic
473,0.383,1.0,0.12195122,1.0,0.09756097,4447942.0,202820000.0,380.1901,908743.0,35.330837,0.0935962,Central African Republic
474,0.412,1.0,0.09756097,1.0,0.09756097,4464175.0,611000000.0,423.88412,446232.0,35.330837,0.28391215,Central African Republic
475,0.408,1.0,0.12195122,1.0,0.12195122,4493170.0,486730016.0,377.27124,223722.0,35.330837,0.011315874,Central African Republic
476,0.17,0.0,0.0,0.0,0.025641026,5589626.0,260690000.0,265.24088,261586.33,22.648966,3.400397,Chad
477,0.174,0.0,0.0,0.0,0.0,5773920.0,250570000.0,248.3038,261586.33,22.648966,3.400397,Chad
478,0.172,0.0,0.0,0.0,0.0,5963252.0,310580000.0,291.55325,261586.33,22.648966,3.400397,Chad
479,0.172,0.0,0.051282052,0.0,0.025641026,6157079.0,262310000.0,304.87476,261586.33,22.648966,3.400397,Chad
480,0.182,0.0,0.05,0.0,0.05,6356748.0,236700000.0,296.03937,70.0,22.648966,3.400397,Chad
481,0.197,0.0,0.05,0.0,0.05,6563922.0,223470000.0,222.92328,70.0,10.89465,3.400397,Chad
482,0.283,0.0,0.0,0.0,0.0,6781053.0,212290000.0,173.99037,109.0,22.648966,3.400397,Chad
483,0.285,0.0,0.0,0.0,0.0,7010145.0,235020000.0,206.26106,100.0,22.648966,3.400397,Chad
484,0.282,0.0,0.0,0.0,0.025,7250975.0,295780000.0,221.673,100.0,22.648966,3.400397,Chad
485,0.28,0.0,0.025,0.0,0.05,7503493.0,227960000.0,205.86272,302.0,22.648966,3.400397,Chad
486,0.283,0.0,0.05,0.0,0.025,7770048.0,174440000.0,224.55388,8810.0,22.648966,3.400397,Chad
487,0.291,0.0,0.025,0.0,0.025,8053536.0,187930000.0,190.55898,23478.0,22.648966,3.400397,Chad
488,0.283,0.0,0.025,0.0,0.025,8355654.0,131330000.0,165.76299,17692.0,25.65421,3.400397,Chad
489,0.29,0.0,0.025,0.0,0.05,8678051.0,188600000.0,196.9737,12950.0,22.648966,3.400397,Chad
490,0.284,0.0,0.05,0.0,0.05,9019233.0,229250000.0,220.37598,33455.0,22.648966,3.400397,Chad
491,0.272,0.0,0.125,0.0,0.125,9373916.0,251990000.0,291.94485,146400.0,22.648966,3.400397,Chad
492,0.282,0.0,0.15,0.0,0.125,9734767.0,332080000.0,453.52182,259880.0,28.38143,3.400397,Chad
493,0.292,0.0,0.125,0.0,0.1,10096633.0,386440000.0,658.30493,275412.0,22.648966,3.400397,Chad
494,0.28,0.0,0.1,0.0,0.1,10457124.0,290730016.0,709.7652,399429.0,22.648966,3.400397,Chad
495,0.29,0.0,0.1,0.0,0.1,10818024.0,367980000.0,798.548,472935.0,22.648966,3.400397,Chad
496,0.275,0.0,0.1,0.0,0.125,11183588.0,441809984.0,925.6361,497228.0,22.648966,3.400397,Chad
497,0.286,0.0,0.1,0.0,0.1,11560147.0,558330050.0,800.46423,509026.0,22.648966,3.400397,Chad
498,0.28,0.0,0.12195122,0.0,0.12195122,11952136.0,490160000.0,891.6988,478939.0,22.648966,3.400397,Chad
499,0.264,0.0,0.09756097,0.0,0.09756097,12360989.0,457660000.0,983.4472,490494.0,22.648966,3.400397,Chad
500,0.279,0.0,0.12195122,0.0,0.09756097,12784750.0,475130016.0,967.40814,463695.0,22.648966,3.400397,Chad
501,0.269,0.0,0.14634146,0.0,0.12195122,13220424.0,459340000.0,979.53394,454270.0,22.648966,3.400397,Chad
502,0.291,0.0,0.12195122,0.0,0.12195122,13663559.0,391929984.0,1018.93097,452897.0,22.648966,3.400397,Chad
503,0.284,0.0,0.14634146,0.0,0.14634146,14110975.0,606409980.0,775.7075,421539.0,26.00299,3.400397,Chad
504,0.267,0.0,0.0,0.0,0.025641026,2231465.0,86600000.0,991.5174,2160.0,79.80496,54.388145,Republic of the Congo
505,0.318,0.0,0.0,0.0,0.0,2293166.0,90520000.0,1042.0497,3401.0,79.80496,54.388145,Republic of the Congo
506,0.458,0.0,0.0,0.0,0.0,2356737.0,217160000.0,1187.5513,2990.0,79.80496,54.388145,Republic of the Congo
507,0.434,0.0,0.051282052,0.0,0.025641026,2422305.0,133270008.0,1124.9011,3395.0,79.80496,54.388145,Republic of the Congo
508,0.434,0.0,0.05,0.0,0.05,2489952.0,115000000.0,1178.0238,3385.0,79.80496,54.388145,Republic of the Congo
509,0.434,0.0,0.05,0.0,0.05,2559873.0,124360000.0,749.6349,13646.0,79.80496,94.38948,Republic of the Congo
510,0.378,0.0,0.0,0.0,0.0,2632345.0,363850016.0,672.1632,15522.0,79.80496,83.37778,Republic of the Congo
511,0.169,0.0,0.0,0.0,0.0,2707537.0,126860000.0,781.52356,19404.0,79.80496,87.64077,Republic of the Congo
512,0.169,0.0,0.0,0.0,0.025,2785810.0,431290016.0,912.014,20451.0,79.80496,54.388145,Republic of the Congo
513,0.163,0.0,0.025,0.0,0.05,2867280.0,268670016.0,810.0775,20697.0,79.80496,54.388145,Republic of the Congo
514,0.164,0.0,0.05,0.0,0.025,2951647.0,64989996.0,660.47235,27174.0,79.80496,54.388145,Republic of the Congo
515,0.184,0.0,0.025,0.0,0.025,3038433.0,140540000.0,774.7117,39870.0,79.80496,54.388145,Republic of the Congo
516,0.262,0.0,0.025,0.0,0.025,3127411.0,32150002.0,1029.577,123190.0,79.80496,54.388145,Republic of the Congo
517,0.262,0.0,0.025,0.0,0.05,3217933.0,73890000.0,868.33997,119147.0,79.80496,54.388145,Republic of the Congo
518,0.262,0.0,0.05,0.0,0.05,3310387.0,57130000.0,912.27814,109201.0,79.80496,54.388145,Republic of the Congo
519,0.262,0.0,0.125,0.0,0.125,3406922.0,69280000.0,1026.1077,91362.0,79.80496,54.388145,Republic of the Congo
520,0.264,0.0,0.15,0.0,0.125,3510468.0,115810000.0,1324.2191,68536.0,79.80496,54.388145,Republic of the Congo
521,0.259,0.0,0.125,0.0,0.1,3622775.0,1425550080.0,1680.2046,66075.0,79.80496,54.388145,Republic of the Congo
522,0.274,0.0,0.1,0.0,0.1,3745141.0,258299984.0,2064.3445,59280.0,79.80496,54.388145,Republic of the Congo
