id,economicsupport,emotionalsupport,caresupport,economicpoverty,healthpoverty,rightspoverty,spiritualpoverty,multidimensionalpoverty,gender,age,squareofage,maritalstatus,householdregistration,totalnumberofchildren,numberofboys,proportionofboys,region,socialsecurity,totalhouseholdincome,numberofpeoplelivingtogether
31431018,8.699514,1,1,0,0,0,0,0,0,93,8649,0,1,4,1,0.25,1,1,11.512905,1
31431118,8.006368,1,1,0,1,1,0,1,1,91,8281,0,1,5,1,0.2,1,1,11.512905,2
31431318,0.0,1,1,0,0,0,1,0,1,91,8281,0,1,2,2,1.0,1,1,11.512905,0
31431518,8.779557,1,1,0,0,0,0,0,1,98,9604,0,1,7,5,0.71428573,1,1,11.289782,0
31431618,8.006368,1,1,0,0,0,0,0,0,95,9025,0,0,4,1,0.25,1,1,9.998797,0
31431718,9.472705,1,1,0,0,0,0,0,1,97,9409,1,1,3,2,0.6666667,1,1,11.512905,1
31431818,8.853665,1,0,0,0,0,1,0,0,95,9025,0,1,4,2,0.5,1,1,10.839581,1
31432018,8.853665,1,1,0,0,0,0,0,0,82,6724,1,1,3,2,0.6666667,1,1,11.512905,1
31432618,8.987197,1,1,0,1,0,0,0,0,89,7921,0,1,3,1,0.33333334,1,1,11.512905,2
31432818,0.0,0,0,0,0,0,1,0,0,89,7921,0,1,1,0,0.0,1,1,11.407565,0
31433318,7.6009026,1,0,0,0,0,0,0,1,72,5184,1,1,1,1,1.0,1,1,11.512905,3
31433518,9.903487,1,1,0,1,0,1,1,1,76,5776,0,1,1,1,1.0,1,1,11.238488,0
31434518,8.517193,1,0,0,0,0,0,0,1,69,4761,1,1,2,2,1.0,1,1,11.3385725,1
31434618,7.6009026,1,0,1,0,0,1,1,0,66,4356,1,1,1,1,1.0,1,1,11.512905,1
31434718,7.6009026,1,0,0,0,0,0,0,1,67,4489,1,1,1,1,1.0,1,1,11.512905,2
31436118,8.612503,1,0,0,0,0,1,0,1,91,8281,0,1,2,1,0.5,1,1,11.198215,0
31436318,9.2103405,1,1,0,0,0,0,0,1,94,8836,1,1,4,1,0.25,1,1,11.512905,3
31436518,8.853665,1,1,0,1,1,1,1,1,97,9409,0,1,5,0,0.0,1,1,11.238488,0
31436618,0.0,1,1,0,0,0,0,0,0,95,9025,0,1,3,2,0.6666667,1,1,11.407565,1
31436718,0.0,0,0,0,1,0,0,0,1,96,9216,0,1,2,2,1.0,1,1,11.512905,1
31436818,10.043249,1,1,0,0,0,0,0,0,96,9216,0,1,5,1,0.2,1,1,10.085809,0
31437218,9.305651,1,1,0,0,0,1,0,0,85,7225,0,1,2,2,1.0,1,1,10.778956,0
31437618,8.006368,1,1,0,1,0,1,1,0,87,7569,0,1,3,2,0.6666667,1,1,11.512905,2
31437818,0.0,1,1,0,0,0,0,0,0,88,7744,0,1,5,2,0.4,1,0,10.778956,0
31811018,10.596635,1,1,0,0,0,0,0,0,90,8100,0,1,5,2,0.4,1,1,10.778956,0
31812118,8.131531,1,1,0,0,0,0,0,1,87,7569,0,1,2,1,0.5,1,1,11.512905,4
31911018,8.294049,1,1,0,0,0,0,0,0,91,8281,0,1,4,3,0.75,1,1,10.126631,0
31912018,8.517193,1,1,0,0,0,0,0,0,82,6724,0,0,3,2,0.6666667,1,1,9.287301,0
31912218,8.517193,1,1,0,0,0,0,0,0,84,7056,0,0,7,5,0.71428573,1,1,9.392662,2
31912518,7.7406645,1,1,0,0,0,0,0,1,88,7744,1,1,4,1,0.25,1,1,10.819778,1
31912618,7.6009026,1,1,0,0,0,0,0,0,87,7569,0,1,2,2,1.0,1,1,10.126631,2
31912718,6.214608,1,1,0,1,1,0,1,1,88,7744,1,0,3,2,0.6666667,1,1,11.0021,1
31912818,8.006368,1,1,0,0,0,0,0,0,88,7744,0,0,2,2,1.0,1,1,9.392662,2
31913618,8.006368,0,0,0,0,0,0,0,0,76,5776,0,1,2,2,1.0,1,1,10.491274,0
32001108,0.0,1,0,0,0,0,0,0,0,77,5929,1,1,2,2,1.0,1,0,11.512905,2
32001508,0.0,1,1,0,0,1,1,1,1,99,9801,0,1,4,1,0.25,1,1,11.156251,2
32003308,7.0030656,1,1,0,0,0,0,0,0,75,5625,1,0,3,2,0.6666667,1,1,8.699514,1
32004108,7.090077,1,0,0,1,0,0,0,1,76,5776,1,0,2,1,0.5,1,1,10.819778,5
32009002,6.9077554,1,1,0,1,1,1,1,1,93,8649,0,0,7,6,0.85714287,1,1,9.903487,3
32010118,10.596635,1,1,0,1,1,0,1,0,103,10609,0,1,5,1,0.2,1,1,11.156251,2
32010218,8.699514,1,1,0,0,0,0,0,0,90,8100,0,1,6,5,0.8333333,1,1,10.714417,0
32010318,9.798127,1,1,0,0,0,0,0,0,80,6400,1,1,3,2,0.6666667,1,1,11.512905,3
32010418,9.2103405,1,0,0,1,0,0,0,0,73,5329,1,1,2,2,1.0,1,1,11.512905,1
32010518,0.0,1,0,0,0,0,0,0,0,102,10404,0,1,6,3,0.5,1,1,11.407565,1
32010618,8.006368,1,1,0,0,0,0,0,1,96,9216,0,1,3,2,0.6666667,1,1,11.512905,0
32010718,0.0,1,0,0,0,0,0,0,1,85,7225,1,1,3,1,0.33333334,1,1,11.512905,1
32010818,8.006368,1,1,0,0,0,0,0,1,77,5929,1,1,2,1,0.5,1,0,9.035987,1
32010918,0.0,1,0,0,0,0,0,0,1,66,4356,1,1,1,0,0.0,1,1,11.225244,2
32011118,0.0,1,1,0,0,0,0,0,0,100,10000,0,1,5,3,0.6,1,1,11.512905,3
32011218,0.0,1,1,1,0,0,0,0,1,91,8281,1,1,3,2,0.6666667,1,1,11.472103,2
32011318,9.588777,1,1,1,0,0,0,0,1,83,6889,0,1,4,3,0.75,1,1,11.512905,3
32011418,0.0,1,0,0,0,0,0,0,1,70,4900,1,1,1,1,1.0,0,1,11.512905,2
32011618,0.0,1,1,0,0,1,0,0,1,96,9216,1,1,6,2,0.33333334,1,0,11.0021,2
32011718,7.495542,1,1,0,0,0,0,0,1,88,7744,0,1,4,0,0.0,1,1,10.819778,0
32011818,0.0,1,0,0,0,1,0,0,1,77,5929,1,1,1,1,1.0,1,1,11.512905,1
32011918,0.0,1,0,0,0,0,0,0,1,67,4489,1,1,1,0,0.0,1,1,11.0021,1
32012118,8.411833,1,1,1,0,0,1,1,0,104,10816,0,1,5,3,0.6,1,0,0.0,1
32012218,9.903487,1,1,0,0,0,1,0,0,90,8100,0,1,0,0,0.0,1,1,11.0021,1
32012318,0.0,1,1,1,0,0,1,1,0,81,6561,1,1,2,0,0.0,1,1,11.385092,1
32012418,0.0,1,0,1,0,0,0,0,0,72,5184,1,1,2,1,0.5,1,1,11.156251,1
32020218,8.699514,1,1,0,0,0,0,0,1,90,8100,1,1,4,3,0.75,1,1,11.512905,1
32020318,10.165852,1,1,0,0,0,0,0,1,80,6400,1,1,2,1,0.5,1,1,11.0021,0
32020418,7.6009026,0,0,0,0,0,0,0,1,71,5041,1,1,2,1,0.5,1,1,11.407565,1
32020618,8.779557,1,1,0,0,0,0,0,0,96,9216,1,1,3,1,0.33333334,1,1,11.512905,1
32020718,8.006368,1,1,0,0,0,0,0,0,88,7744,0,1,5,4,0.8,1,1,10.819778,0
32020818,8.294049,1,0,0,0,0,0,0,0,75,5625,0,1,2,1,0.5,1,1,11.512916,3
32020918,8.517193,0,0,0,0,0,0,0,0,65,4225,0,1,1,0,0.0,1,1,10.524064,0
32021318,9.392662,1,0,0,0,0,0,0,1,83,6889,1,1,3,1,0.33333334,1,1,11.512905,1
32021418,10.596635,1,0,0,0,0,0,0,1,72,5184,1,1,2,1,0.5,0,1,11.289782,1
32021718,0.0,1,1,0,0,0,0,0,1,88,7744,1,1,3,1,0.33333334,1,1,11.512905,4
32021818,0.0,1,0,0,0,0,0,0,1,78,6084,1,1,2,2,1.0,1,1,11.512905,1
32021918,10.308952,1,0,0,0,0,0,0,1,65,4225,1,1,1,1,1.0,1,1,11.156251,1
32022218,0.0,1,0,0,0,0,0,0,0,94,8836,0,1,2,2,1.0,1,0,11.512905,0
32022318,8.699514,1,0,0,0,0,0,0,0,82,6724,1,1,2,1,0.5,1,0,11.512905,1
32022418,0.0,1,1,0,0,0,1,0,0,74,5476,0,1,2,0,0.0,1,0,10.555813,0
32022618,0.0,1,0,0,0,0,0,0,1,95,9025,1,1,3,0,0.0,1,0,11.512905,2
32022718,0.0,1,0,0,0,0,0,0,1,88,7744,1,1,3,1,0.33333334,1,0,8.853665,1
32023218,0.0,1,0,0,0,0,0,0,1,92,8464,1,1,3,2,0.6666667,1,0,11.512905,1
32023318,0.0,1,0,0,0,1,0,0,1,84,7056,1,1,4,2,0.5,1,0,8.922658,1
32023418,0.0,1,0,0,0,0,0,0,1,71,5041,1,1,1,1,1.0,1,0,11.512905,4
32023518,0.0,1,1,0,0,0,0,0,0,100,10000,0,1,5,3,0.6,1,0,11.512905,3
32023718,0.0,1,0,0,0,0,0,0,0,89,7921,1,1,1,0,0.0,1,0,11.512905,1
32023818,0.0,1,0,0,0,0,0,0,0,76,5776,1,1,2,1,0.5,1,1,11.512905,1
32023918,8.006368,1,0,0,0,0,0,0,0,65,4225,1,1,1,1,1.0,1,0,11.512905,2
32024118,0.0,0,0,0,0,0,0,0,0,101,10201,0,1,1,0,0.0,1,1,11.184422,1
32024218,9.546813,1,1,0,0,0,0,0,0,92,8464,0,1,7,3,0.42857143,0,1,10.819778,0
32024318,7.495542,0,1,0,0,0,0,0,0,80,6400,0,1,3,2,0.6666667,1,1,10.596635,0
32024418,0.0,1,0,0,0,0,0,0,0,69,4761,1,1,2,2,1.0,1,1,11.407565,2
32024618,9.2103405,1,1,0,0,0,1,0,0,95,9025,0,1,1,0,0.0,1,0,11.512905,0
32024918,9.2103405,1,0,0,0,0,0,0,0,66,4356,1,1,1,1,1.0,1,1,11.512905,2
32030518,0.0,1,1,0,0,0,0,0,1,100,10000,0,1,3,2,0.6666667,1,1,11.512905,3
32030618,7.3132205,1,1,0,0,0,0,0,0,95,9025,0,1,4,3,0.75,1,1,11.512905,6
32030718,8.853665,1,1,1,0,0,0,0,0,85,7225,0,1,5,4,0.8,1,1,11.512905,2
32030818,0.0,1,0,0,0,0,0,0,0,77,5929,1,1,3,1,0.33333334,1,1,11.512905,4
32030918,0.0,1,0,0,0,0,0,0,0,69,4761,1,1,2,2,1.0,1,1,11.512905,1
32040118,0.0,1,1,0,0,0,0,0,0,101,10201,0,0,2,1,0.5,1,1,11.512905,2
32040218,9.615806,1,1,0,0,0,0,0,1,94,8836,0,1,5,2,0.4,1,0,11.512905,1
32040318,8.699514,1,0,0,0,0,0,0,1,80,6400,1,1,3,3,1.0,1,1,11.394142,1
32040418,6.9077554,1,0,0,0,0,0,0,1,71,5041,1,1,2,2,1.0,1,1,10.819778,1
32040518,0.0,1,0,0,0,0,0,0,0,100,10000,0,1,9,6,0.6666667,1,1,10.491274,0
32040618,8.824677,1,1,0,1,0,0,0,0,95,9025,0,1,9,2,0.22222222,1,0,10.819778,1
32040718,7.6009026,1,1,0,0,0,0,0,0,86,7396,0,1,4,2,0.5,1,1,10.819778,1
32040818,0.0,1,0,1,0,1,0,1,0,78,6084,1,1,2,1,0.5,1,0,9.392662,1
32040918,8.517193,1,0,0,1,0,0,0,0,67,4489,1,1,1,1,1.0,1,1,11.264464,1
32041118,6.3969297,1,1,0,0,0,0,0,0,109,11881,0,1,1,1,1.0,0,0,11.512905,2
32041218,0.0,1,1,0,0,0,0,0,1,91,8281,0,1,4,2,0.5,1,1,11.512905,1
32041318,0.0,1,1,1,0,0,0,0,1,82,6724,0,1,2,1,0.5,1,1,10.596635,2
32041418,0.0,1,0,0,0,0,0,0,1,74,5476,1,1,2,2,1.0,1,1,11.512905,4
32041518,9.1049795,1,1,0,0,0,0,0,0,100,10000,0,1,4,1,0.25,1,0,11.512905,2
32041618,8.006368,1,1,0,0,0,0,0,0,97,9409,0,0,7,3,0.42857143,1,1,11.512905,2
32041718,9.2103405,1,1,0,0,0,0,0,0,89,7921,1,1,3,1,0.33333334,1,1,11.512905,1
32041818,0.0,1,0,0,1,0,0,0,0,75,5625,1,1,2,1,0.5,1,1,11.512905,1
32041918,10.308952,1,0,0,0,0,0,0,0,69,4761,1,1,2,1,0.5,1,1,11.512905,1
32042118,10.126631,1,1,0,0,0,1,0,1,103,10609,0,1,3,1,0.33333334,1,1,11.512905,2
32042218,10.463103,1,1,0,0,0,1,0,0,92,8464,0,1,5,4,0.8,1,1,11.407565,2
32042318,9.305651,1,1,0,0,0,1,0,0,81,6561,0,1,1,1,1.0,1,1,10.596635,0
32042418,9.2103405,0,0,0,0,0,0,0,0,73,5329,1,1,1,1,1.0,1,1,11.156251,1
32042718,9.2103405,1,1,0,0,0,0,0,0,88,7744,0,1,3,0,0.0,1,1,10.308952,2
32042818,7.6009026,1,1,0,0,0,0,0,0,80,6400,0,1,3,1,0.33333334,1,1,11.512905,2
32042918,0.0,1,0,0,0,0,0,0,0,66,4356,1,1,2,2,1.0,1,1,11.407565,1
32043218,8.294049,1,1,0,0,0,1,0,1,90,8100,0,1,6,1,0.16666667,1,1,10.596635,0
32043318,9.615806,1,1,0,0,0,0,0,1,82,6724,0,1,2,1,0.5,1,1,10.819778,0
32043418,8.294049,1,0,0,0,0,0,0,1,70,4900,1,1,2,0,0.0,1,1,11.156251,1
32050118,0.0,1,1,1,0,0,1,1,0,100,10000,0,0,6,2,0.33333334,1,1,9.2103405,1
32050218,7.3132205,1,1,0,0,0,1,0,0,90,8100,0,0,5,1,0.2,1,1,8.853665,0
32050318,0.0,0,1,0,0,0,1,0,0,83,6889,0,0,7,5,0.71428573,1,1,8.517193,0
32050418,0.0,1,0,0,1,0,1,1,0,71,5041,1,0,4,2,0.5,1,1,10.308952,1
32050518,0.0,1,1,0,0,0,1,0,0,108,11664,0,1,9,3,0.33333334,1,1,11.512905,2
32050618,8.294049,0,1,0,0,0,0,0,1,95,9025,0,1,3,0,0.0,1,1,9.392662,0
32050818,0.0,1,1,0,0,0,0,0,1,78,6084,1,1,5,3,0.6,1,1,11.0021,1
32050918,0.0,0,0,1,1,0,0,1,1,66,4356,1,0,3,1,0.33333334,1,1,9.126959,1
32058408,7.6009026,1,0,0,0,1,0,0,1,76,5776,1,0,3,2,0.6666667,1,1,10.819778,4
32060418,8.987197,1,0,0,0,0,0,0,1,71,5041,1,1,2,1,0.5,1,0,8.699514,1
32060618,0.0,1,1,0,1,0,1,1,1,97,9409,0,1,3,3,1.0,1,1,11.512905,1
32060718,0.0,0,1,0,0,0,0,0,1,89,7921,0,1,5,2,0.4,1,1,4.59512,5
32060818,10.819778,1,1,0,0,0,0,0,1,76,5776,1,1,4,1,0.25,1,1,11.512905,4
32060918,9.903487,0,0,0,0,0,0,0,1,66,4356,1,1,1,1,1.0,1,1,11.512905,1
32061418,10.819778,1,1,0,0,0,0,0,0,72,5184,1,1,4,1,0.25,1,1,11.512905,4
32061718,9.092458,1,0,0,1,0,1,1,1,87,7569,1,1,3,3,1.0,1,1,9.092458,1
32061918,9.092458,1,0,0,0,0,0,0,1,68,4624,1,1,1,1,1.0,1,1,9.092458,2
32062318,9.7856045,1,0,0,0,0,0,0,0,83,6889,0,1,5,4,0.8,1,1,4.59512,2
32062418,9.092458,0,0,0,0,0,0,0,0,70,4900,1,1,1,0,0.0,1,1,4.477337,1
32062518,8.987197,1,1,0,0,0,1,0,1,100,10000,0,0,6,2,0.33333334,1,1,11.0021,3
32062818,9.1049795,1,1,0,0,0,0,0,0,75,5625,0,0,2,1,0.5,1,1,11.512905,5
32062918,8.294049,1,0,0,0,0,0,0,0,65,4225,1,0,2,1,0.5,1,1,11.512905,5
32067008,8.699514,1,1,1,1,0,0,1,0,75,5625,0,1,1,1,1.0,1,1,10.819778,2
32070318,7.863267,1,1,1,0,0,0,0,0,80,6400,0,0,4,1,0.25,1,1,11.0021,5
32070418,0.0,1,0,0,0,0,1,0,0,71,5041,1,0,3,2,0.6666667,1,1,9.035987,1
32070718,0.0,1,0,0,0,0,0,0,1,84,7056,1,0,2,2,1.0,1,1,9.035987,1
32070918,7.495542,1,0,1,0,0,0,0,1,68,4624,1,0,4,1,0.25,1,1,9.2103405,1
32071218,7.6496925,1,0,0,0,0,0,0,0,93,8649,1,0,9,2,0.22222222,1,1,10.165852,1
32071318,7.6009026,1,1,0,0,0,0,0,0,82,6724,1,0,4,3,0.75,1,1,10.085809,1
32071618,8.517193,1,0,0,0,0,0,0,1,96,9216,0,0,7,2,0.2857143,1,1,9.903487,1
32071818,9.392662,1,0,0,0,0,0,0,1,79,6241,1,0,3,1,0.33333334,1,1,11.512905,4
32071918,0.0,1,0,0,0,0,0,0,1,67,4489,1,0,1,1,1.0,1,1,11.156251,4
32090318,6.9077554,1,0,0,0,1,0,0,1,81,6561,1,0,3,1,0.33333334,1,1,9.798127,0
32090418,6.9077554,1,0,0,0,1,0,0,1,70,4900,1,0,2,1,0.5,1,1,9.903487,0
32090518,0.0,1,1,0,0,0,0,0,0,103,10609,0,0,5,0,0.0,1,1,11.512905,2
32090618,8.160519,1,1,0,0,0,1,0,0,97,9409,0,0,5,4,0.8,1,1,11.512905,6
32090818,0.0,1,0,0,0,0,0,0,0,69,4761,1,0,2,1,0.5,1,1,11.512905,1
32090918,0.0,1,0,0,1,0,0,0,0,75,5625,1,0,3,1,0.33333334,1,1,10.595634,1
32091218,7.6009026,1,1,0,0,0,0,0,0,92,8464,0,1,5,2,0.4,1,1,11.512905,5
32091318,0.0,1,1,0,0,0,0,0,0,80,6400,1,1,3,2,0.6666667,1,1,11.156251,1
32091518,6.9077554,1,1,0,0,1,0,0,0,100,10000,0,0,7,3,0.42857143,1,1,10.304945,2
32091718,8.699514,1,1,0,0,0,0,0,1,77,5929,1,0,3,3,1.0,1,1,9.89948,2
32091818,6.9077554,1,0,0,0,0,0,0,1,86,7396,1,0,6,3,0.5,1,1,9.89948,1
32091918,8.699514,1,1,0,0,0,0,0,1,96,9216,0,0,4,2,0.5,1,1,11.512905,4
32092218,0.0,1,1,0,0,0,1,0,1,84,7056,0,1,2,1,0.5,1,1,11.512905,6
32092318,7.6009026,1,0,0,0,0,0,0,1,71,5041,1,0,3,1,0.33333334,1,1,11.512905,3
32092718,10.308952,1,0,0,0,0,0,0,0,85,7225,1,1,4,4,1.0,1,1,11.3385725,1
32092818,0.0,1,0,1,0,1,1,1,0,75,5625,1,1,3,2,0.6666667,1,1,11.289782,4
32092918,0.0,1,0,0,0,0,0,0,0,66,4356,1,1,2,0,0.0,1,1,11.512905,1
32093718,6.9077554,1,0,0,0,0,0,0,1,85,7225,1,0,4,3,0.75,1,1,11.512905,6
32093818,8.517193,1,0,0,0,0,0,0,1,79,6241,1,0,2,2,1.0,1,1,11.512905,6
32093918,7.6009026,1,0,0,0,0,0,0,1,65,4225,1,0,2,0,0.0,1,1,11.512905,1
32094318,8.294049,1,0,0,0,0,0,0,1,80,6400,1,0,4,2,0.5,1,1,11.0021,3
32094718,6.9077554,1,1,0,0,0,0,0,0,88,7744,0,0,4,1,0.25,1,1,8.987197,1
32100418,8.006368,1,0,0,0,0,0,0,1,70,4900,1,1,2,1,0.5,1,1,11.512905,1
32100618,7.6009026,0,1,1,0,1,0,1,1,95,9025,0,0,3,1,0.33333334,1,1,11.395132,2
32100718,7.6009026,0,1,0,0,0,0,0,1,88,7744,1,0,4,3,0.75,1,1,11.395132,1
32100818,6.9077554,0,1,0,0,0,1,0,1,77,5929,0,0,2,2,1.0,1,1,11.395132,0
32100918,0.0,0,1,1,1,0,0,1,1,66,4356,1,0,1,0,0.0,1,1,9.615806,1
32101318,7.901007,1,1,0,0,0,0,0,0,83,6889,0,0,4,3,0.75,1,0,11.395132,0
32101618,0.0,1,1,0,0,1,0,0,0,95,9025,0,0,6,3,0.5,1,1,11.395132,0
32101718,8.517193,1,1,0,0,0,0,0,0,88,7744,0,0,6,1,0.16666667,1,1,11.395132,0
32101818,7.6009026,1,1,0,0,0,0,0,0,75,5625,0,0,2,1,0.5,1,1,11.0021,3
32102318,8.294049,1,1,0,1,0,0,0,0,82,6724,1,0,4,4,1.0,1,1,9.2103405,1
32120318,0.0,1,1,0,0,0,1,0,0,82,6724,0,1,3,3,1.0,1,1,10.596635,0
32120418,8.881836,1,1,0,0,0,0,0,0,72,5184,0,1,3,0,0.0,1,1,11.0021,1
32120818,0.0,1,0,0,0,0,0,0,1,77,5929,1,1,4,1,0.25,1,1,10.778956,1
32120918,0.0,1,0,0,0,0,0,0,1,68,4624,1,1,1,1,1.0,1,1,11.0021,1
32121218,9.729135,1,1,0,0,0,0,0,0,90,8100,0,1,7,4,0.5714286,1,1,9.574984,0
32121318,0.0,1,1,0,0,0,0,0,0,82,6724,1,1,3,1,0.33333334,1,1,11.512905,1
32121418,0.0,1,0,0,0,0,0,0,0,70,4900,1,1,2,1,0.5,1,1,10.491274,1
32121618,0.0,1,1,0,0,0,0,0,1,96,9216,1,1,2,2,1.0,1,1,11.512905,4
32121718,0.0,1,1,0,0,0,0,0,1,87,7569,1,1,6,2,0.33333334,1,1,0.0,2
32121818,8.987197,1,0,0,0,0,0,0,1,78,6084,1,1,3,2,0.6666667,1,1,11.512905,1
32121918,0.0,1,0,0,0,0,0,0,1,67,4489,1,1,1,0,0.0,1,1,11.3385725,1
32122318,9.546813,1,1,0,0,0,0,0,0,82,6724,0,1,5,2,0.4,1,0,10.373491,0
32122418,8.853665,1,0,0,1,0,0,0,0,74,5476,1,1,3,1,0.33333334,1,1,10.778956,1
32122718,9.392662,1,1,0,0,0,0,0,0,89,7921,0,1,4,1,0.25,1,1,10.778956,0
32122818,9.392662,1,1,0,0,0,0,0,0,78,6084,0,1,4,1,0.25,1,1,10.596635,0
32122918,0.0,1,0,0,0,0,0,0,0,65,4225,1,1,2,2,1.0,1,1,11.512905,1
32123218,0.0,1,0,0,0,0,0,0,1,91,8281,1,1,7,2,0.2857143,1,1,11.512905,1
32123418,0.0,1,0,0,0,0,0,0,1,70,4900,1,1,2,1,0.5,1,1,11.0021,1
32123518,0.0,1,0,0,0,0,0,0,1,100,10000,1,1,4,2,0.5,1,1,11.0021,1
32123618,8.699514,1,1,0,0,0,0,0,1,95,9025,0,1,1,1,1.0,1,1,11.512905,3
32123718,0.0,1,0,0,0,0,0,0,1,85,7225,1,1,3,3,1.0,0,1,11.472103,1
32123818,0.0,1,0,0,0,0,0,0,1,76,5776,1,1,3,0,0.0,1,1,11.407565,2
32123918,8.517193,1,1,0,0,0,0,0,1,68,4624,0,1,1,0,0.0,1,1,10.778956,0
32124218,9.392662,1,1,0,0,0,0,0,0,93,8649,0,1,2,1,0.5,1,1,11.512905,2
32124318,8.881836,1,1,0,0,0,0,0,0,80,6400,0,1,4,2,0.5,1,1,10.645425,2
32124818,8.699514,1,1,0,0,0,0,0,0,75,5625,0,1,3,2,0.6666667,1,1,10.308952,0
32124918,0.0,1,1,0,0,0,0,0,0,68,4624,1,1,1,0,0.0,1,1,11.512905,1
32130118,10.126631,1,1,0,1,0,1,1,0,101,10201,0,0,6,4,0.6666667,1,1,8.294049,2
32130318,7.6496925,1,0,0,1,0,0,0,1,81,6561,1,0,5,2,0.4,1,1,11.512916,1
32130418,8.294049,1,0,1,1,0,0,1,1,69,4761,1,0,3,2,0.6666667,1,1,8.972083,1
32130518,0.0,1,1,0,0,1,1,1,0,101,10201,0,0,1,0,0.0,1,1,10.819778,1
32130618,9.740969,1,1,0,0,0,0,0,0,97,9409,0,0,5,3,0.6,1,1,11.512916,2
32130818,7.6009026,1,1,0,0,0,0,0,0,74,5476,0,0,5,1,0.2,1,1,0.0,3
32130918,0.0,1,0,0,0,0,0,0,0,65,4225,1,0,2,1,0.5,1,1,8.433811,1
32131218,0.0,1,1,0,0,0,1,0,0,94,8836,0,0,3,2,0.6666667,1,1,9.903487,1
32131318,8.006368,1,1,0,0,0,0,0,0,84,7056,0,0,7,3,0.42857143,1,1,10.819778,4
32131418,8.987197,0,0,0,0,1,0,0,0,71,5041,1,0,4,2,0.5,1,1,9.305651,2
32131918,0.0,1,0,0,0,0,0,0,1,67,4489,1,0,4,1,0.25,1,1,9.546813,1
32132218,6.802395,1,1,0,0,0,0,0,0,94,8836,0,0,5,4,0.8,1,1,11.512916,2
32132418,8.699514,1,0,1,1,0,0,1,0,70,4900,1,0,3,3,1.0,1,1,8.006368,1
32132718,7.377759,1,1,0,0,0,0,0,1,88,7744,0,0,4,2,0.5,1,1,8.612503,0
32132818,0.0,1,0,0,0,0,0,0,1,74,5476,1,0,4,3,0.75,1,1,9.392662,1
32133118,0.0,1,1,0,0,0,0,0,0,101,10201,0,0,5,1,0.2,1,1,8.853665,1
32133218,7.6496925,1,1,0,0,0,0,0,0,92,8464,0,0,3,2,0.6666667,1,1,11.512916,2
32133418,0.0,1,0,0,0,0,0,0,1,71,5041,1,0,3,2,0.6666667,1,1,8.517193,1
32133718,7.090077,1,1,0,0,0,0,0,0,88,7744,0,0,4,2,0.5,1,1,11.395132,4
32133818,7.549609,1,1,1,0,0,0,0,0,78,6084,0,0,4,2,0.5,1,1,8.006368,0
32134218,6.802395,1,1,0,0,0,1,0,1,92,8464,0,0,4,1,0.25,1,1,11.512916,0
32134318,7.6009026,1,1,1,0,0,0,0,1,81,6561,1,0,4,1,0.25,1,1,8.4553175,1
32134418,7.824046,1,0,0,0,0,1,0,1,72,5184,1,0,4,2,0.5,1,1,9.392662,1
32134518,9.472705,1,1,0,1,0,1,1,0,102,10404,0,0,6,3,0.5,1,1,11.512916,5
32134618,8.411833,1,1,0,0,0,0,0,1,99,9801,0,0,1,0,0.0,1,1,8.188689,1
32134718,6.214608,1,1,0,0,0,0,0,1,87,7569,0,0,4,3,0.75,1,1,10.404263,4
32140218,4.6051702,1,0,0,0,0,0,0,1,90,8100,1,0,4,2,0.5,1,1,11.09741,1
32140518,7.6009026,1,1,0,0,0,1,0,1,104,10816,0,0,3,1,0.33333334,1,1,8.517193,0
32140818,6.802395,1,1,1,0,0,0,0,1,77,5929,1,0,4,3,0.75,1,1,8.294049,1
32141518,6.9077554,1,1,0,0,0,0,0,0,100,10000,0,0,9,7,0.7777778,1,1,10.596635,6
32141618,0.0,1,1,0,0,0,1,0,0,96,9216,0,0,5,1,0.2,1,1,9.903487,2
32141718,0.0,1,1,0,0,0,0,0,0,86,7396,0,0,5,3,0.6,1,1,7.6009026,0
32141918,0.0,1,1,0,0,0,0,0,0,68,4624,1,0,2,2,1.0,1,1,11.512905,5
32142118,0.0,1,1,0,1,0,1,1,1,101,10201,0,0,5,3,0.6,1,1,10.308952,4
32142418,0.0,1,0,0,1,0,0,0,1,73,5329,1,0,3,2,0.6666667,1,1,11.289782,5
32150118,8.517193,1,1,0,0,0,0,0,0,106,11236,0,0,6,3,0.5,1,1,8.006368,0
32150218,9.2103405,0,0,0,0,0,0,0,1,94,8836,1,0,5,5,1.0,1,1,9.903487,1
32150418,7.6009026,1,0,0,0,0,0,0,1,73,5329,1,0,4,3,0.75,1,1,10.819778,0
32150618,8.294049,1,1,0,0,0,0,0,1,97,9409,1,0,7,6,0.85714287,1,1,8.699514,1
32150718,7.6009026,1,0,0,0,1,0,0,1,86,7396,1,0,8,3,0.375,1,1,11.395132,0
32150818,7.6009026,0,0,0,0,0,0,0,1,75,5625,1,0,2,2,1.0,1,1,11.156251,1
32150918,8.294049,0,0,0,0,0,0,0,1,69,4761,1,0,3,1,0.33333334,1,1,11.0021,0
32151218,8.006368,1,1,0,0,0,0,0,0,92,8464,0,0,6,3,0.5,1,1,8.006368,0
32151318,7.824046,0,0,0,0,0,0,0,0,79,6241,1,0,3,3,1.0,1,1,0.0,0
32151402,0.0,1,1,0,0,0,0,0,1,84,7056,1,1,2,1,0.5,1,1,11.512905,1
