wave,duration,country,device,sex,age,agerecode,vaccine,south_korea_score,china_score,usa_score,japan_score,ideology,education,region_ar,region_br,region_co,region_cl,region_mx,region_pe,delta_china,delta_usa,income,region_code,country_name,respondent_code,news_experiment,both_waves,excluded
2021,189,3,3,1,25,2,0,10,50,69,60,5,9,,,17,,,,0,29,3,17,Colombia,707,0,1,0
2020,591,6,3,1,63,6,0,70,90,70,80,3,10,,,,,,15,,,2,15,Peru,708,0,1,0
2021,391,6,1,1,64,6,0,70,80,50,70,2,10,,,,,,15,-10,-20,2,15,Peru,708,1,1,0
2020,294,4,3,0,38,4,0,85,90,90,90,4,9,,,,3,,,,,2,3,Chile,709,1,0,1
2020,205,5,1,0,27,3,0,50,10,50,90,5,9,,,,,25,,,,2,25,Mexico,710,0,0,1
2020,241,5,1,1,71,7,0,80,80,80,80,5,10,,,,,36,,,,2,36,Mexico,711,0,0,1
2020,228,5,3,0,18,2,0,100,40,40,100,5,7,,,,,49,,,,1,49,Mexico,712,0,0,1
2020,191,6,3,1,37,4,0,40,10,20,50,5,9,,,,,,10,,,2,10,Peru,713,0,0,1
2020,251,2,3,1,46,5,0,50,10,60,90,9,5,,2834,,,,,,,4,2834,Brazil,714,0,0,1
2020,367,3,3,1,52,5,0,40,35,60,70,6,9,,,1,,,,,,1,1,Colombia,715,1,1,0
2021,723,3,3,1,54,5,1,0,1,6,6,5,9,,,1,,,,-34,-54,3,1,Colombia,715,1,1,0
2020,310,3,3,0,53,5,0,50,10,5,59,5,7,,,12,,,,,,3,12,Colombia,716,1,1,0
2021,316,3,3,0,54,5,0,70,70,70,100,4,5,,,12,,,,60,65,3,12,Colombia,716,1,1,0
2020,405,6,3,1,56,6,0,,80,90,90,4,9,,,,,,7,,,4,7,Peru,717,1,0,1
2020,328,2,1,1,44,4,0,50,50,70,70,5,9,,2841,,,,,,,1,2841,Brazil,718,1,1,0
2021,325,2,1,1,45,4,1,50,60,90,80,5,9,,2841,,,,,10,20,1,2841,Brazil,718,0,1,0
2020,347,4,3,1,43,4,0,,10,30,,5,8,,,,7,,,,,2,7,Chile,719,0,1,0
2021,351,4,3,1,44,4,0,,10,70,,5,8,,,,7,,,,40,3,7,Chile,719,0,1,0
2020,408,3,1,1,30,3,0,50,10,40,50,3,9,,,7,,,,,,2,7,Colombia,720,0,1,0
2021,2541,3,1,1,31,3,0,20,20,70,20,1,9,,,7,,,,10,30,2,7,Colombia,720,0,1,0
2020,318,1,1,1,68,7,0,30,50,70,80,8,7,3,,,,,,,,2,3,Argentina,721,1,0,1
2020,333,1,1,1,50,5,0,50,60,30,50,4,7,7,,,,,,,,3,7,Argentina,722,1,1,0
2021,466,1,1,1,51,5,1,40,20,20,40,5,7,7,,,,,,-40,-10,3,7,Argentina,722,1,1,0
2020,162,6,3,1,42,4,0,70,65,75,80,7,9,,,,,,15,,,2,15,Peru,723,0,1,0
2021,223,6,3,1,43,4,0,,30,90,,7,9,,,,,,15,-35,,1,15,Peru,723,1,1,0
2020,222,1,3,0,24,2,0,0,0,70,40,10,8,3,,,,,,,,2,3,Argentina,724,1,1,0
2021,208,1,3,0,25,2,1,,10,50,,5,8,3,,,,,,,-20,2,3,Argentina,724,0,1,0
2020,372,5,3,0,37,4,0,70,50,60,50,10,8,,,,,29,,,,2,29,Mexico,725,1,0,1
2020,248,3,3,1,25,2,0,86,80,95,50,3,7,,,16,,,,,,3,16,Colombia,726,1,0,1
2020,145,6,1,1,27,3,0,20,50,90,80,10,9,,,,,,13,,,1,13,Peru,727,0,1,0
2021,1088,6,1,1,28,3,0,,100,50,80,10,9,,,,,,13,50,-40,1,13,Peru,727,1,1,0
2020,418,1,3,0,31,3,0,50,50,0,80,2,7,3,,,,,,,,1,3,Argentina,728,0,0,1
2020,483,4,3,1,46,5,0,70,70,70,70,5,9,,,,13,,,,,1,13,Chile,729,0,1,0
2021,490,4,3,1,47,5,1,70,70,70,70,4,9,,,,13,,,0,0,1,13,Chile,729,1,1,0
2020,250,2,3,0,23,2,0,5,50,99,70,5,9,,2841,,,,,,,3,2841,Brazil,730,0,1,0
2021,841,2,3,0,24,2,1,50,40,90,50,3,9,,2841,,,,,-10,-9,1,2841,Brazil,730,0,1,0
2020,194,1,1,0,27,3,0,,10,90,100,8,9,2,,,,,,,,2,2,Argentina,731,1,1,0
2021,143,1,1,0,28,3,0,,100,90,,4,8,2,,,,,,,,3,2,Argentina,731,1,1,0
2020,617,2,3,1,37,4,0,,20,60,,5,4,,2838,,,,,,,3,2838,Brazil,732,0,1,0
2021,494,2,3,1,38,4,0,50,50,50,50,5,4,,2838,,,,,30,-10,2,2838,Brazil,732,1,1,0
2020,415,5,3,0,31,3,0,,30,90,,5,9,,,,,49,,,,2,49,Mexico,733,1,1,0
2021,203,5,3,0,31,3,0,,10,5,,5,9,,,,,49,,,,3,49,Mexico,733,1,1,0
2020,1266,6,3,1,37,4,0,,10,0,,5,8,,,,,,25,,,1,25,Peru,734,1,0,1
2020,376,3,1,0,31,3,0,25,80,20,95,5,10,,,1,,,,,,2,1,Colombia,735,1,1,0
2021,972,3,1,0,32,3,1,100,80,75,100,8,10,,,1,,,,0,55,1,1,Colombia,735,0,1,0
2020,207,4,1,1,51,5,0,60,70,50,70,4,8,,,,13,,,,,2,13,Chile,736,1,1,0
2021,331,4,1,1,52,5,0,20,30,20,40,4,8,,,,13,,,-40,-30,2,13,Chile,736,1,1,0
2020,218,2,1,1,41,4,0,10,10,80,50,6,5,,2833,,,,,,,3,2833,Brazil,737,0,1,0
2021,266,2,1,1,42,4,0,50,50,80,100,8,5,,2833,,,,,40,0,2,2833,Brazil,737,0,1,0
2020,161,1,1,1,50,5,0,20,0,80,50,8,6,1,,,,,,,,1,1,Argentina,738,0,1,0
2021,1461,1,1,1,51,5,0,0,0,0,0,6,6,1,,,,,,0,-80,1,1,Argentina,738,1,1,0
2020,259,2,3,1,46,5,0,90,50,92,90,9,9,,2838,,,,,,,4,2838,Brazil,739,0,0,1
2020,323,5,3,0,37,4,0,70,80,50,80,3,8,,,,,49,,,,4,49,Mexico,740,1,1,0
2021,354,5,3,0,37,4,1,50,10,40,,6,8,,,,,49,,,-10,4,49,Mexico,740,0,1,0
2020,149,4,3,0,28,3,0,0,0,0,0,5,9,,,,16,,,,,4,16,Chile,741,1,1,0
2021,243,4,3,0,28,3,1,0,0,0,0,5,9,,,,16,,,0,0,4,16,Chile,741,1,1,0
2020,249,1,1,1,38,4,0,,35,35,90,5,8,3,,,,,,,,2,3,Argentina,742,0,1,0
2021,371,1,3,1,39,4,1,50,50,50,85,7,8,3,,,,,,15,15,2,3,Argentina,742,1,1,0
2020,276,3,1,1,39,4,0,70,30,30,70,7,9,,,7,,,,,,2,7,Colombia,743,0,0,1
2020,191,5,3,1,38,4,0,10,0,0,9,5,9,,,,,34,,,,2,34,Mexico,744,1,0,1
2020,152,5,3,0,21,2,0,90,95,80,90,5,9,,,,,35,,,,1,35,Mexico,745,0,0,1
2020,444,4,1,1,73,7,0,50,30,40,50,10,8,,,,13,,,,,2,13,Chile,746,1,1,0
2021,340,4,1,1,74,7,0,30,10,50,50,10,7,,,,13,,,-20,10,2,13,Chile,746,1,1,0
2020,444,4,1,1,39,4,0,80,80,40,80,5,8,,,,13,,,,,2,13,Chile,747,1,1,0
2021,737,4,3,1,40,4,1,70,50,40,60,5,8,,,,13,,,-30,0,1,13,Chile,747,1,1,0
2020,483,2,3,0,46,5,0,,10,50,50,5,5,,2841,,,,,,,2,2841,Brazil,748,0,1,0
2021,446,2,3,0,47,5,0,60,40,85,80,5,5,,2841,,,,,,35,1,2841,Brazil,748,1,1,0
2020,422,3,3,1,52,5,0,50,20,40,50,5,8,,,17,,,,,,3,17,Colombia,749,0,1,0
2021,823,3,3,1,53,5,0,70,50,80,80,5,5,,,17,,,,30,40,3,17,Colombia,749,0,1,0
2020,953,6,1,0,30,3,0,,100,90,90,2,10,,,,,,15,,,1,15,Peru,750,1,1,0
2021,925,6,1,0,31,3,0,0,0,70,0,1,10,,,,,,15,-100,,1,15,Peru,750,0,1,0
2020,417,1,3,0,44,4,0,,10,10,,5,7,2,,,,,,,,3,2,Argentina,751,1,0,1
2020,337,2,3,0,58,6,0,80,60,80,70,8,10,,2821,,,,,,,2,2821,Brazil,752,0,0,1
2020,282,3,3,0,23,2,0,80,70,50,80,5,9,,,2,,,,,,4,2,Colombia,753,1,0,1
2020,604,6,1,1,73,7,0,70,80,30,80,4,9,,,,,,5,,,2,5,Peru,754,1,0,1
2020,235,6,3,1,31,3,0,60,50,80,70,5,7,,,,,,4,,,2,4,Peru,755,0,1,0
2021,599,6,3,1,32,3,1,,10,50,,5,7,,,,,,4,,-30,2,4,Peru,755,1,1,0
2020,522,4,3,1,66,7,0,60,30,85,80,10,9,,,,13,,,,,1,13,Chile,756,1,1,0
2021,1431,4,3,1,67,7,0,80,40,80,90,7,9,,,,13,,,10,-5,1,13,Chile,756,1,1,0
2020,186,5,3,1,18,2,0,,30,100,70,4,6,,,,,28,,,,3,28,Mexico,757,0,0,1
2020,355,5,3,0,48,5,0,,10,60,,1,5,,,,,40,,,,3,40,Mexico,758,1,1,0
2021,588,5,1,0,49,5,1,75,85,35,80,5,7,,,,,40,,,-25,4,40,Mexico,758,0,1,0
2020,1410,2,1,1,58,6,0,60,30,70,80,6,5,,2841,,,,,,,3,2841,Brazil,759,0,0,1
2020,273,5,3,0,67,7,0,,10,90,,5,7,,,,,28,,,,2,28,Mexico,760,1,1,0
2021,434,5,3,0,68,7,0,,10,60,,1,6,,,,,28,,,,2,28,Mexico,760,0,1,0
2020,285,3,3,0,30,3,0,,20,50,,5,9,,,3,,,,,,2,3,Colombia,761,1,1,0
2021,402,3,3,0,31,3,0,,10,60,,5,9,,,3,,,,,10,2,3,Colombia,761,1,1,0
2020,598,5,3,0,35,3,0,40,80,50,70,6,7,,,,,34,,,,3,34,Mexico,762,1,0,1
2020,233,3,3,0,25,2,0,,30,70,,3,9,,,11,,,,,,2,11,Colombia,763,1,1,0
2021,1976,3,1,0,26,3,1,90,90,90,90,8,9,,,1,,,,60,20,2,1,Colombia,763,1,1,0
2020,406,6,3,0,46,5,0,30,30,80,80,7,9,,,,,,14,,,3,14,Peru,764,1,1,0
2021,300,6,1,0,46,5,0,,10,90,,5,9,,,,,,14,,,3,14,Peru,764,0,1,0
2020,261,2,3,1,40,4,0,50,50,50,50,10,10,,2841,,,,,,,1,2841,Brazil,765,0,0,1
2020,1074,3,1,1,40,4,0,40,40,70,40,5,9,,,1,,,,,,1,1,Colombia,766,1,1,0
2021,455,3,1,1,41,4,0,30,80,80,80,5,9,,,1,,,,40,10,1,1,Colombia,766,1,1,0
2020,361,3,3,0,60,6,0,10,10,90,,5,8,,,5,,,,,,3,5,Colombia,767,0,1,0
2021,636,3,3,0,61,6,0,,0,90,,5,8,,,5,,,,,,3,5,Colombia,767,1,1,0
2020,289,1,1,0,50,5,0,,7,90,,7,7,1,,,,,,,,2,1,Argentina,768,1,0,1
2020,168,6,1,0,28,3,0,40,70,60,90,5,7,,,,,,4,,,2,4,Peru,769,0,1,0
2021,164,6,3,0,29,3,0,30,40,50,60,8,9,,,,,,4,-30,-10,2,4,Peru,769,0,1,0
2020,180,2,1,1,47,5,0,20,10,20,40,10,10,,2820,,,,,,,1,2820,Brazil,770,1,1,0
2021,197,2,1,1,48,5,0,70,0,80,70,10,10,,2820,,,,,-10,60,2,2820,Brazil,770,1,1,0
2020,235,4,1,0,33,3,0,20,90,20,90,3,8,,,,13,,,,,4,13,Chile,771,1,0,1
2020,298,1,3,1,33,3,0,80,5,60,70,8,9,4,,,,,,,,2,4,Argentina,772,1,0,1
2020,272,4,3,0,30,3,0,70,0,70,50,7,9,,,,13,,,,,2,13,Chile,773,0,1,0
2021,247,4,3,0,31,3,1,50,0,50,50,6,9,,,,13,,,0,-20,1,13,Chile,773,1,1,0
2020,469,5,3,0,45,4,0,60,50,50,60,5,9,,,,,28,,,,2,28,Mexico,774,1,0,1
2020,446,5,3,0,41,4,0,,10,99,,5,9,,,,,23,,,,1,23,Mexico,775,1,0,1
2020,348,1,3,1,58,6,0,70,90,20,70,3,9,2,,,,,,,,1,2,Argentina,776,1,1,0
2021,399,1,1,1,59,6,0,,70,30,,3,9,2,,,,,,-20,10,2,2,Argentina,776,0,1,0
2020,266,1,3,0,24,2,0,80,80,40,80,4,8,2,,,,,,,,2,2,Argentina,777,1,1,0
2021,261,1,1,0,25,2,1,60,70,45,70,3,8,2,,,,,,-10,5,2,2,Argentina,777,0,1,0
2020,413,2,2,0,39,4,0,5,10,20,10,8,5,,2841,,,,,,,3,2841,Brazil,778,0,1,0
2021,1113,2,3,0,40,4,0,50,100,100,100,8,7,,2841,,,,,90,80,2,2841,Brazil,778,1,1,0
2020,443,3,3,0,58,6,0,,10,90,,5,10,,,1,,,,,,2,1,Colombia,779,1,1,0
2021,3693,3,3,0,59,6,0,30,30,70,70,5,9,,,1,,,,,,3,1,Colombia,779,0,1,0
2020,330,5,3,1,65,6,0,80,80,100,100,5,8,,,,,28,,,,4,28,Mexico,780,0,1,0
2021,577,5,3,1,65,6,0,40,90,90,70,10,8,,,,,28,,10,-10,4,28,Mexico,780,1,1,0
2020,587,4,3,1,83,7,0,70,90,50,90,4,10,,,,13,,,,,2,13,Chile,781,1,1,0
2021,738,4,3,1,84,7,1,70,70,50,80,5,10,,,,13,,,-20,0,2,13,Chile,781,0,1,0
2020,283,2,3,0,37,4,0,30,50,50,50,5,9,,2841,,,,,,,2,2841,Brazil,782,0,1,0
2021,375,2,3,0,38,4,1,,50,50,50,5,9,,2841,,,,,0,0,1,2841,Brazil,782,1,1,0
2020,191,5,1,1,28,3,0,,30,60,90,6,9,,,,,30,,,,2,30,Mexico,783,0,0,1
2020,195,2,3,0,39,4,0,30,50,90,70,6,9,,2841,,,,,,,1,2841,Brazil,784,0,0,1
2020,489,2,1,1,69,7,0,90,60,80,90,8,10,,2838,,,,,,,1,2838,Brazil,785,0,1,0
2021,1907,2,1,1,70,7,1,90,40,95,70,8,10,,2838,,,,,-20,15,1,2838,Brazil,785,0,1,0
2020,661,6,3,1,54,5,0,,70,30,,9,9,,,,,,13,,,3,13,Peru,786,1,1,0
2021,603,6,3,1,55,5,0,,70,70,70,5,10,,,,,,13,0,40,3,13,Peru,786,0,1,0
2020,581,2,1,1,64,6,0,100,50,100,100,10,9,,2841,,,,,,,1,2841,Brazil,787,0,1,0
2021,532,2,1,1,65,6,0,,0,90,,10,9,,2841,,,,,-50,-10,1,2841,Brazil,787,1,1,0
2020,199,2,1,0,19,2,0,,40,50,45,4,5,,2841,,,,,,,1,2841,Brazil,788,1,0,1
2020,230,2,1,1,53,5,0,0,0,100,100,10,4,,2841,,,,,,,3,2841,Brazil,789,1,1,0
2021,302,2,1,1,54,5,1,50,50,50,50,10,4,,2841,,,,,50,-50,3,2841,Brazil,789,1,1,0
2020,304,5,3,0,35,3,0,70,70,30,80,2,9,,,,,28,,,,2,28,Mexico,790,1,0,1
2020,208,3,3,1,23,2,0,,80,90,,6,5,,,17,,,,,,2,17,Colombia,791,1,1,0
2021,588,3,3,1,24,2,1,,80,60,,6,5,,,6,,,,0,,1,6,Colombia,791,1,1,0
2020,591,6,3,1,33,3,0,80,90,70,90,0,8,,,,,,4,,,1,4,Peru,792,1,0,1
2020,221,4,3,0,39,4,0,50,50,40,50,5,9,,,,13,,,,,2,13,Chile,793,1,1,0
2021,342,4,3,0,40,4,0,80,100,50,50,10,10,,,,13,,,50,10,1,13,Chile,793,0,1,0
2020,515,1,1,1,52,5,0,50,50,90,60,8,5,2,,,,,,,,2,2,Argentina,794,0,1,0
2021,268,1,1,1,53,5,0,60,80,90,70,7,5,2,,,,,,30,0,2,2,Argentina,794,1,1,0
2020,253,1,1,0,38,4,0,10,10,10,10,5,9,2,,,,,,,,2,2,Argentina,795,1,1,0
2021,241,1,1,0,39,4,1,0,0,50,0,5,9,2,,,,,,-10,40,3,2,Argentina,795,1,1,0
2020,288,6,1,0,31,3,0,50,10,90,,1,9,,,,,,15,,,2,15,Peru,796,1,1,0
2021,279,6,3,0,32,3,0,100,80,100,90,10,9,,,,,,15,,,1,15,Peru,796,1,1,0
2020,185,5,1,1,40,4,0,75,90,80,80,6,8,,,,,33,,,,2,33,Mexico,797,1,0,1
2020,284,5,3,0,27,3,0,80,0,50,0,0,7,,,,,34,,,,3,34,Mexico,798,1,1,0
2021,324,5,3,0,27,3,0,,10,80,,5,7,,,,,34,,,30,3,34,Mexico,798,1,1,0
2020,180,3,3,0,21,2,0,50,30,20,60,5,8,,,2,,,,,,2,2,Colombia,799,1,1,0
2021,233,3,3,0,21,2,0,60,90,60,80,4,5,,,1,,,,60,40,2,1,Colombia,799,1,1,0
2020,279,6,1,1,38,4,0,60,30,70,90,6,8,,,,,,15,,,3,15,Peru,800,0,1,0
2021,434,6,1,1,38,4,0,20,30,60,50,8,8,,,,,,15,0,-10,3,15,Peru,800,1,1,0
2020,220,5,1,1,50,5,0,80,80,70,80,3,9,,,,,31,,,,2,31,Mexico,801,0,1,0
2021,654,5,3,1,50,5,1,100,100,50,80,7,9,,,,,31,,20,-20,2,31,Mexico,801,1,1,0
2020,228,2,3,0,40,4,0,20,50,90,50,5,4,,2833,,,,,,,4,2833,Brazil,802,1,1,0
2021,322,2,3,0,41,4,0,,10,0,0,0,1,,2833,,,,,,-90,4,2833,Brazil,802,1,1,0
2020,224,5,3,1,23,2,0,90,70,80,100,3,8,,,,,34,,,,2,34,Mexico,803,1,0,1
2020,245,4,3,0,18,2,0,50,50,70,50,4,7,,,,7,,,,,3,7,Chile,804,1,0,1
2020,919,2,1,1,46,5,0,,50,100,100,5,10,,2834,,,,,,,1,2834,Brazil,805,0,1,0
2021,606,2,1,1,47,5,0,30,60,70,70,3,10,,2834,,,,,10,-30,2,2834,Brazil,805,1,1,0
2020,297,1,3,0,26,3,0,5,5,50,20,1,4,2,,,,,,,,2,2,Argentina,806,0,1,0
2021,387,1,3,0,26,3,1,30,50,50,40,0,4,2,,,,,,45,0,4,2,Argentina,806,1,1,0
2020,268,3,3,0,39,4,0,100,100,70,100,0,10,,,4,,,,,,1,4,Colombia,807,0,0,1
2020,268,1,1,1,56,6,0,,80,70,80,4,8,2,,,,,,,,3,2,Argentina,808,0,1,0
2021,364,1,3,1,57,6,0,20,50,90,80,5,8,2,,,,,,-30,20,3,2,Argentina,808,1,1,0
2020,455,2,1,1,47,5,0,,10,70,,10,9,,2839,,,,,,,2,2839,Brazil,809,1,1,0
2021,783,2,1,1,48,5,0,0,0,90,0,10,8,,2839,,,,,,20,1,2839,Brazil,809,1,1,0
2020,170,2,1,1,35,3,0,40,40,40,40,5,8,,2821,,,,,,,2,2821,Brazil,810,0,0,1
2020,549,3,3,0,23,2,0,40,50,40,50,5,5,,,1,,,,,,3,1,Colombia,811,1,1,0
2021,372,3,3,0,24,2,0,,10,30,,6,6,,,1,,,,,-10,3,1,Colombia,811,1,1,0
2020,1679,3,3,0,19,2,0,98,60,60,80,5,8,,,1,,,,,,2,1,Colombia,812,1,0,1
2020,879,3,3,0,53,5,0,,10,70,,8,9,,,4,,,,,,3,4,Colombia,813,1,1,0
2021,461,3,1,0,54,5,0,,10,90,,5,9,,,4,,,,,,3,4,Colombia,813,1,1,0
2020,226,1,3,0,27,3,0,,40,20,,5,7,2,,,,,,,,3,2,Argentina,814,1,0,1
2020,276,4,3,1,44,4,0,,0,80,60,10,7,,,,10,,,,,4,10,Chile,815,0,0,1
2020,205,1,1,0,40,4,0,,10,90,,5,10,1,,,,,,,,1,1,Argentina,816,0,1,0
2021,193,1,1,0,41,4,1,30,70,90,90,10,10,1,,,,,,,0,1,1,Argentina,816,1,1,0
2020,192,1,1,1,52,5,0,70,50,50,80,8,9,3,,,,,,,,2,3,Argentina,817,1,1,0
2021,2211,1,1,1,53,5,0,90,60,95,95,8,9,3,,,,,,10,45,2,3,Argentina,817,0,1,0
2020,754,6,3,0,59,6,0,30,40,40,70,0,7,,,,,,15,,,3,15,Peru,818,1,0,1
2020,132,3,1,0,36,4,0,,50,30,,5,10,,,1,,,,,,2,1,Colombia,819,0,1,0
2021,253,3,3,0,36,4,0,,50,50,,5,10,,,1,,,,0,20,1,1,Colombia,819,1,1,0
2020,176,1,3,0,28,3,0,10,0,70,30,8,9,1,,,,,,,,3,1,Argentina,820,1,0,1
2020,377,2,3,1,50,5,0,70,75,70,70,10,5,,2841,,,,,,,3,2841,Brazil,821,1,1,0
2021,344,2,3,1,51,5,0,90,20,95,70,9,5,,2841,,,,,-55,25,2,2841,Brazil,821,0,1,0
2020,296,3,3,1,57,6,0,,10,90,90,10,7,,,12,,,,,,2,12,Colombia,822,0,0,1
2020,280,5,3,0,48,5,0,,10,90,40,3,5,,,,,34,,,,3,34,Mexico,823,1,0,1
2020,269,6,1,1,76,7,0,,50,50,70,5,9,,,,,,11,,,3,11,Peru,824,0,1,0
2021,486,6,1,1,77,7,0,50,50,75,75,5,9,,,,,,11,0,25,3,11,Peru,824,1,1,0
2020,482,6,3,0,35,3,0,70,80,85,90,8,10,,,,,,13,,,1,13,Peru,825,1,1,0
2021,247,6,3,0,35,3,0,40,60,60,60,3,9,,,,,,13,-20,-25,1,13,Peru,825,1,1,0
2020,234,5,3,0,24,2,0,70,70,70,65,5,9,,,,,43,,,,1,43,Mexico,826,1,0,1
2020,258,3,3,0,27,3,0,,10,90,,5,9,,,2,,,,,,3,2,Colombia,827,1,1,0
2021,197,3,3,0,28,3,1,,10,90,,5,9,,,2,,,,,,2,2,Colombia,827,1,1,0
2020,676,5,3,0,47,5,0,50,30,30,70,10,9,,,,,34,,,,2,34,Mexico,828,0,1,0
2021,314,5,3,0,48,5,1,50,60,90,100,10,9,,,,,34,,30,60,4,34,Mexico,828,0,1,0
2020,406,2,3,1,61,6,0,,70,90,,7,7,,2841,,,,,,,2,2841,Brazil,829,1,0,1
2020,945,3,3,0,20,2,0,80,30,40,50,5,8,,,1,,,,,,1,1,Colombia,830,0,0,1
2020,363,5,3,0,47,5,0,70,70,50,70,7,9,,,,,28,,,,3,28,Mexico,831,1,0,1
2020,353,5,3,0,43,4,0,80,80,40,70,6,8,,,,,32,,,,3,32,Mexico,832,1,1,0
2021,856,5,3,0,44,4,1,80,90,95,85,5,8,,,,,32,,10,55,3,32,Mexico,832,0,1,0
2020,364,4,1,0,50,5,0,0,0,0,0,3,5,,,,8,,,,,2,8,Chile,833,0,0,1
2020,276,2,1,1,34,3,0,90,70,20,90,5,6,,2821,,,,,,,2,2821,Brazil,834,1,0,1
2020,296,4,1,1,39,4,0,70,70,90,80,8,10,,,,7,,,,,2,7,Chile,835,0,1,0
2021,351,4,1,1,40,4,1,60,50,60,70,7,10,,,,7,,,-20,-30,2,7,Chile,835,1,1,0
2020,172,4,1,1,47,5,0,0,60,30,40,5,10,,,,13,,,,,1,13,Chile,836,0,1,0
2021,189,4,1,1,48,5,1,20,20,20,10,5,10,,,,13,,,-40,-10,1,13,Chile,836,0,1,0
2020,259,4,3,0,41,4,0,50,60,60,50,5,8,,,,13,,,,,3,13,Chile,837,0,0,1
2020,196,3,1,1,44,4,0,90,90,80,90,5,9,,,2,,,,,,1,2,Colombia,838,1,1,0
2021,353,3,3,1,45,4,0,80,90,90,80,5,8,,,2,,,,0,10,1,2,Colombia,838,0,1,0
2020,419,1,1,0,48,5,0,80,90,40,70,2,8,2,,,,,,,,2,2,Argentina,839,1,0,1
2020,921,4,1,0,27,3,0,30,50,50,100,7,9,,,,13,,,,,1,13,Chile,840,0,1,0
2021,619,4,1,0,28,3,0,0,0,30,50,8,9,,,,13,,,-50,-20,1,13,Chile,840,1,1,0
2020,562,6,1,1,39,4,0,80,90,90,100,5,8,,,,,,15,,,2,15,Peru,841,1,1,0
2021,505,6,3,1,40,4,0,80,80,80,95,5,8,,,,,,15,-10,-10,1,15,Peru,841,1,1,0
2020,589,5,2,0,40,4,0,30,10,0,,4,9,,,,,28,,,,3,28,Mexico,842,1,0,1
2020,521,6,1,1,52,5,0,70,60,60,70,7,10,,,,,,15,,,3,15,Peru,843,1,1,0
2021,1130,6,1,1,53,5,0,40,20,60,30,7,10,,,,,,15,-40,0,2,15,Peru,843,1,1,0
2020,201,4,3,1,22,2,0,10,70,30,70,5,5,,,,14,,,,,3,14,Chile,844,0,1,0
2021,275,4,3,1,23,2,1,60,90,80,90,5,8,,,,14,,,20,50,3,14,Chile,844,1,1,0
2020,476,6,3,0,27,3,0,,50,0,,5,5,,,,,,15,,,4,15,Peru,845,1,0,1
2020,210,4,3,0,23,2,0,80,50,50,90,5,8,,,,6,,,,,2,6,Chile,846,1,0,1
2020,664,2,3,0,22,2,0,10,50,40,50,5,5,,2829,,,,,,,1,2829,Brazil,847,1,0,1
2020,268,6,1,0,26,3,0,,70,90,,6,9,,,,,,15,,,1,15,Peru,848,0,1,0
2021,362,6,3,0,26,3,0,,30,90,30,5,9,,,,,,15,-40,,3,15,Peru,848,1,1,0
2020,293,2,1,1,32,3,0,70,50,50,80,4,9,,2833,,,,,,,3,2833,Brazil,849,1,0,1
2020,346,6,3,0,61,6,0,90,80,15,90,7,10,,,,,,15,,,1,15,Peru,850,1,1,0
2021,251,6,1,0,62,6,1,80,80,30,80,5,10,,,,,,15,0,15,1,15,Peru,850,0,1,0
2020,486,6,1,1,38,4,0,80,60,30,90,5,9,,,,,,12,,,2,12,Peru,851,1,1,0
2021,508,6,1,1,39,4,0,90,80,70,90,5,9,,,,,,12,20,40,2,12,Peru,851,1,1,0
2020,924,6,3,0,30,3,0,70,20,90,80,4,9,,,,,,21,,,2,21,Peru,852,0,0,1
2020,165,1,1,1,40,4,0,10,100,80,100,8,7,2,,,,,,,,3,2,Argentina,853,1,1,0
2021,174,1,3,1,41,4,1,50,50,40,50,9,9,2,,,,,,-50,-40,3,2,Argentina,853,1,1,0
2020,371,6,3,0,37,4,0,55,50,60,60,1,9,,,,,,12,,,1,12,Peru,854,1,1,0
2021,380,6,1,0,38,4,0,20,40,50,60,5,9,,,,,,12,-10,-10,3,12,Peru,854,1,1,0
2020,388,1,3,0,52,5,0,90,10,30,90,7,8,1,,,,,,,,2,1,Argentina,855,1,1,0
2021,452,1,3,0,53,5,0,80,40,70,90,7,8,1,,,,,,30,40,2,1,Argentina,855,1,1,0
2020,712,4,3,1,72,7,0,100,0,50,75,5,9,,,,13,,,,,1,13,Chile,856,1,0,1
2020,1037,3,3,0,35,3,0,,60,50,70,5,9,,,3,,,,,,2,3,Colombia,857,1,1,0
2021,533,3,1,0,35,3,1,50,50,50,60,5,9,,,3,,,,-10,0,2,3,Colombia,857,0,1,0
2020,134,5,1,0,39,4,0,50,50,30,50,3,9,,,,,47,,,,2,47,Mexico,858,0,0,1
2020,364,1,3,1,47,5,0,98,50,1,85,5,5,2,,,,,,,,2,2,Argentina,859,1,0,1
2020,241,5,3,0,33,3,0,0,0,90,0,9,7,,,,,28,,,,1,28,Mexico,860,1,1,0
2021,681,5,3,0,34,3,1,0,5,60,1,5,9,,,,,28,,5,,1,28,Mexico,860,0,1,0
2020,161,5,3,1,47,5,0,,10,20,,5,7,,,,,49,,,,2,49,Mexico,861,0,0,1
2020,283,5,1,0,46,5,0,,80,50,,0,8,,,,,28,,,,2,28,Mexico,862,0,0,1
2020,301,3,3,0,54,5,0,40,50,30,80,5,9,,,1,,,,,,4,1,Colombia,863,1,0,1
2020,304,5,3,0,35,3,0,20,80,50,100,5,9,,,,,47,,,,2,47,Mexico,864,0,1,0
2021,1667,5,3,0,36,4,0,70,80,80,80,5,9,,,,,47,,0,30,3,47,Mexico,864,1,1,0
2020,211,6,3,0,29,3,0,50,10,30,30,5,9,,,,,,15,,,2,15,Peru,865,1,0,1
