"","geoid","geoname","distname","district","State_FIPS","state.y","year.x","general2p","general2palt","minorityprimarymargin","incumbentrunning","incumbentwins","womanwins","party","Dem_2pyShare","Total.x","uniquedist_noyear","uniquedist","pctWhite","pctBlack","RDDBlack","pctLatino","RDDLatino","pctAsian","RDDAsian","uncontestedgen","Upper.x","mmd2keep"
"92","62000US48108","State House District 108 (2018), Texas","108","108",48,"TX",2020,0.491707060383125,0.491707060383125,0.315884232794707,1,0,1,"Democratic",0.533433954127699,135600,"TX 0 108","2020 TX 0 108",0.759476401179941,0.067146017699115,0,0.118104719764012,1,0.0388643067846608,0,NA,0,NA
"93","62000US48108","State House District 108 (2018), Texas","108","108",48,"TX",2018,0.498601114021924,0.498601114021924,0.259494891073838,1,0,1,"Democratic",0.533433954127699,135600,"TX 0 108","2018 TX 0 108",0.759476401179941,0.067146017699115,0,0.118104719764012,1,0.0388643067846608,0,NA,0,NA
"94","62000US04011","State House District 11 (2018), Arizona","11","11",4,"AZ",2018,0.43622947303744,NA,0.270419919524022,1,0,1,"Democratic",0.426891788181121,171780,"AZ 0 11","2018 AZ 0 11",0.716148562114332,0.0330655489579695,NA,0.191232972406567,NA,0.0236348818255909,NA,NA,0,1
"95","62000US19011","State House District 11 (2018), Iowa","11","11",19,"IA",2020,0.342336049670159,0.342336049670159,0.397236614853195,1,0,1,"Democratic",0.32406534715677,20260,"IA 0 11","2020 IA 0 11",0.858094768015795,0.0199901283316881,0,0.0784797630799605,1,0.0375123395853899,0,NA,0,NA
"96","62000US26011","State House District 11 (2018), Michigan","11","11",26,"MI",2018,0.668841656437754,0.668841656437754,0.243118806926234,1,1,0,"Democratic",0.635493900980627,65045,"MI 0 11","2018 MI 0 11",0.712737335690676,0.235221769544162,1,0.0264432316088862,0,0.00761011607348759,0,NA,0,NA
"97","62000US37110","State House District 110 (2018), North Carolina","110","110",37,"NC",2018,0.67844236001137,0.67844236001137,-0.234029669996972,1,1,0,"Republican",0.353392846723846,58665,"NC 0 110","2018 NC 0 110",0.813687888860479,0.15614079945453,0,0.0136367510440638,0,0.00535242478479502,1,NA,0,NA
"98","62000US12114","State House District 114 (2018), Florida","114","114",12,"FL",2020,0.456126294177298,0.456126294177298,0.0230364873222016,0,0,0,"Democratic",0.572711701638459,109575,"FL 0 114","2020 FL 0 114",0.255030800821355,0.0622404745608031,0,0.663016198950491,1,0.0129135295459731,0,NA,0,NA
"99","62000US48114","State House District 114 (2018), Texas","114","114",48,"TX",2018,0.443542568542569,0.443542568542569,-0.0617571274208295,1,0,1,"Republican",0.546820719602978,116950,"TX 0 114","2018 TX 0 114",0.638306968790081,0.189995724668662,0,0.119837537409149,1,0.0328772979905943,0,NA,0,NA
"100","62000US12115","State House District 115 (2018), Florida","115","115",12,"FL",2018,0.504629703666981,0.504629703666981,-0.0504728907201049,0,0,0,"Republican",0.554959971649986,105665,"FL 0 115","2018 FL 0 115",0.244167889083424,0.0479345100080443,0,0.670846543320873,1,0.0270666729759144,0,NA,0,NA
"101","62000US17115","State House District 115 (2018), Illinois","115","115",17,"IL",2018,0.410230499013522,0.410230499013522,-0.263838088271153,1,0,1,"Democratic",0.349666653032844,83415,"IL 0 115","2018 IL 0 115",0.873943535335371,0.0750464544746149,1,0.025774740754061,0,0.0116885452256788,0,NA,0,NA
"102","62000US09116","State House District 116 (2018), Connecticut","116","116",9,"CT",2018,0.255306603773585,0.255306603773585,-0.27027027027027,1,0,0,"Republican",0.771436976025886,14540,"CT 0 116","2018 CT 0 116",0.403370013755158,0.323246217331499,0,0.213204951856946,0,0.0261348005502063,1,NA,0,NA
"103","62000US48116","State House District 116 (2018), Texas","116","116",48,"TX",2020,0.691170581954084,0.691170581954084,0.62236260265319,1,1,0,"Democratic",0.672071256282675,127445,"TX 0 116","2020 TX 0 116",0.297030091411982,0.0757581701910628,0,0.580603397544039,1,0.0334654164541567,0,NA,0,NA
"104","62000US48116","State House District 116 (2018), Texas","116","116",48,"TX",2020,0.308829418045916,0.308829418045916,-0.00205058099794941,1,0,0,"Republican",0.672071256282675,127445,"TX 0 116","2020 TX 0 116",0.297030091411982,0.0757581701910628,0,0.580603397544039,1,0.0334654164541567,0,NA,0,NA
"105","62000US37117","State House District 117 (2018), North Carolina","117","117",37,"NC",2020,0.393692416725726,0.393692416725726,-0.084267791717553,1,0,0,"Democratic",0.366889510149508,63650,"NC 0 117","2020 NC 0 117",0.896072270227808,0.0366064414768264,1,0.0462686567164179,0,0.00966221523959152,0,NA,0,NA
"106","62000US28118","State House District 118 (2018), Mississippi","118",NA,28,"MS",2019,NA,1,0.376693766937669,1,1,0,"Republican",NA,19860,"MS 0 118","2019 MS 0 118",0.673212487411883,0.263595166163142,1,0.0292044310171198,0,0.0103222557905337,0,1,0,NA
"107","62000US12012","State House District 12 (2018), Florida","12","12",12,"FL",2020,0.399403061342996,0.399403061342996,0.191475894081654,1,0,0,"Democratic",0.416561965582029,119830,"FL 0 12","2020 FL 0 12",0.675999332387549,0.138613035133105,1,0.101310189435033,0,0.0598764916965701,0,NA,0,NA
"108","62000US18012","State House District 12 (2018), Indiana","12","12",18,"IN",2020,0.577056957151218,0.577056957151218,0.512267044114178,0,0,0,"Democratic",0.537589498806683,47850,"IN 0 12","2020 IN 0 12",0.780564263322884,0.0564263322884013,1,0.133333333333333,0,0.0195193312434692,0,NA,0,NA
"109","62000US56012","State House District 12 (2018), Wyoming","12","12",56,"WY",2020,0.386015831134565,0.386015831134565,-0.0358744394618835,1,0,0,"Democratic",0.308731466227348,7785,"WY 0 12","2020 WY 0 12",0.757867694283879,0.0295439948619139,0,0.171483622350674,1,0.0134874759152216,0,NA,0,NA
"110","62000US12120","State House District 120 (2018), Florida","120","120",12,"FL",2020,0.549756989557769,0.549756989557769,-0.0110381861575179,0,0,0,"Republican",0.508782356045712,113685,"FL 0 120","2020 FL 0 120",0.502089105862691,0.10010115670493,0,0.376698772925188,1,0.0116989928310683,0,NA,0,NA
"111","62000US48120","State House District 120 (2018), Texas","120","120",48,"TX",2020,0.32005303056056,0.32005303056056,-0.431226765799257,1,0,0,"Republican",0.664266312785438,121010,"TX 0 120","2020 TX 0 120",0.267291959342203,0.268944715312784,0,0.419552103131973,1,0.0249566151557723,0,NA,0,NA
"112","62000US48121","State House District 121 (2018), Texas","121","121",48,"TX",2020,0.465488697866921,0.465488697866921,NA,1,0,1,"Democratic",0.456519669095545,139410,"TX 0 121","2020 TX 0 121",0.559177964278029,0.062334122372857,NA,0.342299691557277,NA,0.0220572412309017,NA,NA,0,NA
"113","62000US48126","State House District 126 (2018), Texas","126","126",48,"TX",2020,0.46676126765322,0.46676126765322,NA,1,0,1,"Democratic",0.448180741242173,119370,"TX 0 126","2020 TX 0 126",0.493800787467538,0.182709223422971,NA,0.210773226103711,NA,0.0973862779592863,NA,NA,0,NA
"114","62000US48126","State House District 126 (2018), Texas","126","126",48,"TX",2018,0.451618140491395,0.451618140491395,NA,0,0,1,"Democratic",0.448180741242173,119370,"TX 0 126","2018 TX 0 126",0.493800787467538,0.182709223422971,NA,0.210773226103711,NA,0.0973862779592863,NA,NA,0,NA
"115","62000US48126","State House District 126 (2018), Texas","126","126",48,"TX",2018,0.548381859508605,0.548381859508605,-0.147469545409528,0,0,0,"Republican",0.448180741242173,119370,"TX 0 126","2018 TX 0 126",0.493800787467538,0.182709223422971,1,0.210773226103711,0,0.0973862779592863,0,NA,0,NA
"116","62000US42127","State House District 127 (2018), Pennsylvania","127","127",42,"PA",2020,0.729421958163139,0.729421958163139,0.164219955212739,0,0,0,"Democratic",0.794400435387313,37285,"PA 0 127","2020 PA 0 127",0.346654150462653,0.103929194045863,0,0.526485181708462,1,0.00764382459434089,0,NA,0,NA
"117","62000US42127","State House District 127 (2018), Pennsylvania","127","127",42,"PA",2018,0.799328537170264,0.799328537170264,-0.0980392156862746,1,1,0,"Democratic",0.794400435387313,37285,"PA 0 127","2018 PA 0 127",0.346654150462653,0.103929194045863,0,0.526485181708462,1,0.00764382459434089,0,NA,0,NA
"118","62000US48127","State House District 127 (2018), Texas","127","127",48,"TX",2018,NA,1,-0.657011289364231,1,1,0,"Republican",0.3630916294218,128325,"TX 0 127","2018 TX 0 127",0.600857198519384,0.162283265147087,1,0.200077927138126,0,0.024274303526203,0,1,0,NA
"119","62000US48128","State House District 128 (2018), Texas","128","128",48,"TX",2020,0.31609243697479,0.31609243697479,NA,1,0,1,"Democratic",0.296864461008976,126275,"TX 0 128","2020 TX 0 128",0.603405266283904,0.0970896852108493,NA,0.265056424470402,NA,0.0200752326272025,NA,NA,0,NA
"120","62000US02013","State House District 13 (2018), Alaska","13","13",2,"AK",2020,0.677650429799427,0.677650429799427,-0.115057915057915,1,0,0,"Republican",0.294817927170868,13200,"AK 0 13","2020 AK 0 13",0.726893939393939,0.0564393939393939,1,0.101515151515152,0,0.0477272727272727,0,NA,0,NA
"121","62000US04013","State House District 13 (2018), Arizona","13","13",4,"AZ",2020,NA,NA,-0.00782793316717434,1,1,1,"Republican",0.329054343175011,170595,"AZ 0 13","2020 AZ 0 13",0.64896392039626,0.0471291655675723,NA,0.250798675224948,NA,0.0250300419121311,NA,NA,0,1
"122","62000US26013","State House District 13 (2018), Michigan","13","13",26,"MI",2018,0.627545817429562,0.627545817429562,-0.538013007400763,1,1,0,"Democratic",0.506690813965188,68115,"MI 0 13","2018 MI 0 13",0.861337444028481,0.0455846729795199,0,0.0627615062761506,0,0.0123320854437349,0,NA,0,NA
"123","62000US09130","State House District 130 (2018), Connecticut","130","130",9,"CT",2020,0.85361216730038,0.85361216730038,NA,1,1,0,"Democratic",0.892171910974674,13890,"CT 0 130","2020 CT 0 130",0.157307415406767,0.364650827933765,NA,0.411807055435565,NA,0.0413966882649388,NA,NA,0,NA
"124","62000US13132","State House District 132 (2018), Georgia","132","132",13,"GA",2020,0.485033707865169,0.485033707865169,-0.191711929189298,1,1,0,"Democratic",0.489087354013634,39810,"GA 0 132","2020 GA 0 132",0.519593067068576,0.431926651595077,1,0.0265008791760864,0,0.00615423260487315,0,NA,0,NA
"125","62000US48132","State House District 132 (2018), Texas","132","132",48,"TX",2020,0.51877238054616,0.51877238054616,-0.0590532729261053,1,0,0,"Republican",0.477221750727449,136825,"TX 0 132","2020 TX 0 132",0.477105792070163,0.159912296729399,0,0.288032157865887,1,0.0593824228028504,0,NA,0,NA
"126","62000US48132","State House District 132 (2018), Texas","132","132",48,"TX",2018,0.500861687687779,0.500861687687779,-0.33970773949125,1,0,1,"Democratic",0.477221750727449,136825,"TX 0 132","2018 TX 0 132",0.477105792070163,0.159912296729399,0,0.288032157865887,1,0.0593824228028504,0,NA,0,NA
"127","62000US48138","State House District 138 (2018), Texas","138","138",48,"TX",2020,0.48361768883755,0.48361768883755,0.585089773614364,0,0,1,"Democratic",0.500364549578743,105515,"TX 0 138","2020 TX 0 138",0.455338103587168,0.120930673363977,1,0.304553854902147,0,0.105293086291049,0,NA,0,NA
"128","62000US26014","State House District 14 (2018), Michigan","14","14",26,"MI",2020,0.594874436574372,0.594874436574372,-0.702997012624073,1,1,1,"Democratic",0.532953761214631,62510,"MI 0 14","2020 MI 0 14",0.834106542953127,0.0544712845944649,0,0.0894256918892977,0,0.00423932170852664,0,NA,0,NA
"129","62000US40014","State House District 14 (2018), Oklahoma","14","14",40,"OK",2018,0.470309450794536,0.470309450794536,-0.558336868901145,1,0,0,"Democratic",0.31190820093083,26585,"OK 0 14","2018 OK 0 14",0.63776565732556,0.0532255031032537,0,0.0349821327816438,1,0.00451382358472823,0,NA,0,NA
"130","62000US48014","State House District 14 (2018), Texas","14","14",48,"TX",2020,0.424714134717017,0.424714134717017,-0.309151414309484,1,0,1,"Democratic",0.417855497036458,130525,"TX 0 14","2020 TX 0 14",0.641103236927792,0.112583796207623,0,0.187780118751197,0,0.0376939283662134,1,NA,0,NA
"131","62000US48014","State House District 14 (2018), Texas","14","14",48,"TX",2018,0.436204764998009,0.436204764998009,-0.263459037711313,1,0,0,"Democratic",0.417855497036458,130525,"TX 0 14","2018 TX 0 14",0.641103236927792,0.112583796207623,0,0.187780118751197,0,0.0376939283662134,0,NA,0,NA
"132","62000US13144","State House District 144 (2018), Georgia","144","144",13,"GA",2018,0.34619625137817,0.34619625137817,-0.0505969300739056,0,0,1,"Democratic",0.337999610060441,39320,"GA 0 144","2018 GA 0 144",0.693158697863683,0.27822990844354,1,0.0139877924720244,0,0.00747711088504578,0,NA,0,NA
"133","62000US09146","State House District 146 (2018), Connecticut","146","146",9,"CT",2018,0.72374541003672,0.72374541003672,-0.369845360824742,1,0,0,"Democratic",0.724604343025396,16950,"CT 0 146","2018 CT 0 146",0.669026548672566,0.124483775811209,1,0.12330383480826,0,0.0634218289085546,0,NA,0,NA
"134","62000US48148","State House District 148 (2018), Texas","148","148",48,"TX",2020,0.636726480517537,0.636726480517537,0.0238646895273402,1,0,1,"Democratic",0.676662519915319,97420,"TX 0 148","2020 TX 0 148",0.41577704783412,0.0819646889755697,0,0.459710531718333,1,0.0300246355984397,0,NA,0,NA
"135","62000US12015","State House District 15 (2018), Florida","15","15",12,"FL",2020,0.462304409672831,0.462304409672831,0.196387250877062,1,0,1,"Democratic",0.454891122190586,118730,"FL 0 15","2020 FL 0 15",0.611513518066201,0.251747662764255,1,0.0715488924450434,0,0.0402594121115135,0,NA,0,NA
"136","62000US47015","State House District 15 (2018), Tennessee","15","15",47,"TN",2020,NA,1,0.00486949746786131,1,0,0,"Democratic",0.683384212821631,51130,"TN 0 15","2020 TN 0 15",0.674652845687463,0.255622921963622,1,0.029434774105222,0,0.014375122237434,0,1,0,NA
"137","62000US13152","State House District 152 (2018), Georgia","152","152",13,"GA",2018,0.259590050462198,0.259590050462198,0.157330154946365,1,0,0,"Democratic",0.246221313918338,39670,"GA 0 152","2018 GA 0 152",0.715402067053189,0.244517267456516,1,0.0155028989160575,0,0.0124779430299975,0,NA,0,NA
"138","62000US13153","State House District 153 (2018), Georgia","153","153",13,"GA",2018,0.654749299283712,0.654749299283712,0.0254912373871481,1,0,1,"Democratic",0.653865617093056,39255,"GA 0 153","2018 GA 0 153",0.324035154757356,0.638007897083174,1,0.0157941663482359,0,0.00812635333078589,0,NA,0,NA
"139","62000US42154","State House District 154 (2018), Pennsylvania","154","154",42,"PA",2020,0.777179708525872,0.777179708525872,0.191186216037111,0,0,0,"Democratic",0.802725186460126,46285,"PA 0 154","2020 PA 0 154",0.661877498109539,0.236793777681754,1,0.041590147996111,0,0.0369450145835584,0,NA,0,NA
"140","62000US17016","State House District 16 (2018), Illinois","16","16",17,"IL",2020,NA,1,0.108604845446951,1,0,1,"Democratic",0.73187672168201,70620,"IL 0 16","2020 IL 0 16",0.527329368450864,0.090696686491079,0,0.10981308411215,0,0.244760691022373,1,1,0,NA
"141","62000US42160","State House District 160 (2018), Pennsylvania","160","160",42,"PA",2020,0.492414067552107,0.492414067552107,0.213179648387472,0,0,0,"Democratic",0.51062764955252,48405,"PA 0 160","2020 PA 0 160",0.862824088420618,0.0550562958372069,1,0.0277863857039562,0,0.0406982749715938,0,NA,0,NA
"142","62000US42160","State House District 160 (2018), Pennsylvania","160","160",42,"PA",2018,0.486615802405276,0.486615802405276,0.0646032915745517,1,0,0,"Democratic",0.51062764955252,48405,"PA 0 160","2018 PA 0 160",0.862824088420618,0.0550562958372069,1,0.0277863857039562,0,0.0406982749715938,0,NA,0,NA
"143","62000US13163","State House District 163 (2018), Georgia","163","163",13,"GA",2020,NA,1,0.00356005246393104,0,0,0,"Democratic",0.755782169890664,39960,"GA 0 163","2020 GA 0 163",0.460835835835836,0.47997997997998,1,0.0352852852852853,0,0.00998498498498498,0,1,0,NA
"144","62000US13164","State House District 164 (2018), Georgia","164","164",13,"GA",2020,0.474442290882834,0.474442290882834,0.52159739201304,1,0,0,"Democratic",0.415487213932735,43595,"GA 0 164","2020 GA 0 164",0.61784608326643,0.257024888175249,1,0.0730588370225943,0,0.0336047711893566,0,NA,0,NA
"145","62000US42168","State House District 168 (2018), Pennsylvania","168","168",42,"PA",2020,0.490062606715993,0.490062606715993,-0.179110327258475,1,0,1,"Democratic",0.534890050076203,47750,"PA 0 168","2020 PA 0 168",0.896020942408377,0.0324607329842932,1,0.0192670157068063,0,0.0397905759162304,0,NA,0,NA
"146","62000US10017","State House District 17 (2018), Delaware","17","17",10,"DE",2018,NA,1,0.327054794520548,0,0,1,"Democratic",0.705233564013841,16950,"DE 0 17","2018 DE 0 17",0.514749262536873,0.333038348082596,1,0.105899705014749,0,0.0312684365781711,0,1,0,NA
"147","62000US35017","State House District 17 (2018), New Mexico","17","17",35,"NM",2020,0.666692015209125,0.666692015209125,-0.31009669440072,1,1,1,"Democratic",0.661782661782662,22210,"NM 0 17","2020 NM 0 17",0.40094552003602,0.0353444394416929,0,0.4990995047276,1,0.014858171994597,0,NA,0,NA
"148","62000US42176","State House District 176 (2018), Pennsylvania","176","176",42,"PA",2018,0.45262514113662,0.45262514113662,0.473118279569892,1,0,1,"Democratic",0.430393320822642,48985,"PA 0 176","2018 PA 0 176",0.779830560375625,0.0992140451158518,1,0.0993161171787282,0,0.00888026947024599,0,NA,0,NA
"149","62000US08018","State House District 18 (2018), Colorado","18","18",8,"CO",2018,NA,1,-0.100823688874987,0,0,0,"Democratic",0.565472866980405,66335,"CO 0 18","2018 CO 0 18",0.79204040099495,0.0400994949875631,0,0.123690359538705,1,0.0109293736338283,0,1,0,NA
"150","62000US15018","State House District 18 (2018), Hawaii","18",NA,15,"HI",2020,0.678397794064291,0.678397794064291,0.706368089573128,1,1,0,"Democratic",0.669033598891583,18805,"HI 0 18","2020 HI 0 18",0.245679340600904,0.00638128157404945,0,0.026322786492954,0,0.569263493751662,0,NA,0,NA
"151","62000US26018","State House District 18 (2018), Michigan","18","18",26,"MI",2020,0.397216412800059,0.397216412800059,-0.000534830859740654,1,0,0,"Republican",0.529111619241192,72350,"MI 0 18","2020 MI 0 18",0.778023496890118,0.18341395991707,1,0.0167242570836213,0,0.00566689702833449,0,NA,0,NA
"152","62000US47018","State House District 18 (2018), Tennessee","18","18",47,"TN",2018,0.485049833887043,0.485049833887043,-0.295600858369099,1,0,0,"Democratic",0.428215203264319,48845,"TN 0 18","2018 TN 0 18",0.869178012079025,0.0688913911352237,1,0.0321424915549186,0,0.0136144948305865,0,NA,0,NA
"153","62000US48018","State House District 18 (2018), Texas","18","18",48,"TX",2018,0.754877428110951,0.754877428110951,-0.186875434190135,1,1,0,"Republican",0.245920569416575,134105,"TX 0 18","2018 TX 0 18",0.691286678349055,0.165206368144364,0,0.125386823757503,0,0.00592819059692032,1,NA,0,NA
"154","62000US42185","State House District 185 (2018), Pennsylvania","185","185",42,"PA",2020,NA,1,0.144711842938569,1,0,1,"Democratic",0.786304355468063,45410,"PA 0 185","2020 PA 0 185",0.403105042942083,0.500770755340233,1,0.0429420832415767,0,0.0393085223519049,0,1,0,NA
"155","62000US04019","State House District 19 (2018), Arizona","19",NA,4,"AZ",2020,NA,NA,NA,1,1,0,"Democratic",0.71274485494669,132085,"AZ 0 19","2020 AZ 0 19",0.273308854146951,0.10356967104516,NA,0.552674414202975,NA,0.0300185486618465,NA,NA,0,1
"156","62000US16019","State House District 19 (2018), Idaho","19",NA,16,"ID",2020,0.677933177933178,0.677933177933178,0.383394383394383,0,0,0,"Democratic",0.695331695331695,34870,"ID 0 19","2020 ID 0 19B",0.920275308287927,0.00530542013191856,1,0.0444508173214798,0,0.00914826498422713,0,NA,0,NA
"157","62000US17019","State House District 19 (2018), Illinois","19","19",17,"IL",2020,0.60353579175705,0.60353579175705,-0.0767839430538538,1,1,1,"Democratic",0.632397519003871,79110,"IL 0 19","2020 IL 0 19",0.709708001516875,0.0147263304259891,0,0.202186828466692,1,0.0605486032107193,0,NA,0,NA
"158","62000US21019","State House District 19 (2018), Kentucky","19","19",21,"KY",2018,0.385077583360845,0.385077583360845,0.249579831932773,1,0,0,"Democratic",0.355041137916609,34345,"KY 0 19","2018 KY 0 19",0.870141214150531,0.089823846265832,1,0.0144125782501092,0,0.00684233512883971,0,NA,0,NA
"159","62000US29019","State House District 19 (2018), Missouri","19","19",29,"MO",2020,NA,1,-0.0510158013544018,1,1,1,"Democratic",0.551404070863174,19535,"MO 0 19","2020 MO 0 19",0.597645252111595,0.144612234450985,1,0.180445354491938,0,0.0470949577681085,0,1,0,NA
"160","62000US39019","State House District 19 (2018), Ohio","19","19",39,"OH",2018,0.556745001517246,0.556745001517246,-0.118875159778441,0,0,1,"Democratic",0.457323154228641,93550,"OH 0 19","2018 OH 0 19",0.833297701763763,0.094762159273116,1,0.0255478353821486,0,0.0259647247461251,0,NA,0,NA
"161","62000US41019","State House District 19 (2018), Oregon","19","19",41,"OR",2020,0.455080185693184,0.455080185693184,0.363530439848529,1,0,1,"Democratic",0.458268551236749,49995,"OR 0 19","2020 OR 0 19",0.826882688268827,0.0128012801280128,0,0.0943094309430943,0,0.0314031403140314,1,NA,0,NA
"162","62000US54019","State House District 19 (2018), West Virginia","19","19",54,"WV",2020,0.436882198240682,0.436882198240682,0.0188706633763972,0,0,0,"Democratic",0.216424500280967,27545,"WV 0 19","2020 WV 0 19",0.984752223634053,0.00163369032492285,NA,0.00780540933018697,NA,0.000544563441640951,NA,NA,0,1
"163","62000US04002","State House District 2 (2018), Arizona","2","2",4,"AZ",2020,NA,NA,-0.0957699966004565,1,0,1,"Democratic",0.621599090564608,136650,"AZ 0 2","2020 AZ 0 2",0.441602634467618,0.0419685327478961,NA,0.478229052323454,NA,0.0111233077204537,NA,NA,0,1
"164","62000US15002","State House District 2 (2018), Hawaii","2",NA,15,"HI",2018,0.832752613240418,0.832752613240418,-0.460064439545532,1,1,0,"Democratic",0.773039103590213,21185,"HI 0 2","2018 HI 0 2",0.166627330658485,0.00448430493273543,0,0.0906301628510739,0,0.452442766108095,0,NA,0,NA
"165","62000US15002","State House District 2 (2018), Hawaii","2",NA,15,"HI",2018,0.832752613240418,0.832752613240418,-0.460064439545532,1,1,0,"Democratic",0.773039103590213,21185,"HI 0 2","2018 HI 0 2",0.166627330658485,0.00448430493273543,0,0.0906301628510739,0,0.452442766108095,0,NA,0,NA
"166","62000US15002","State House District 2 (2018), Hawaii","2",NA,15,"HI",2018,0.167247386759582,0.167247386759582,0.373417721518987,1,0,1,"Republican",0.773039103590213,21185,"HI 0 2","2018 HI 0 2",0.166627330658485,0.00448430493273543,0,0.0906301628510739,0,0.452442766108095,1,NA,0,NA
"167","62000US15002","State House District 2 (2018), Hawaii","2",NA,15,"HI",2018,0.167247386759582,0.167247386759582,0.373417721518987,1,0,1,"Republican",0.773039103590213,21185,"HI 0 2","2018 HI 0 2",0.166627330658485,0.00448430493273543,0,0.0906301628510739,0,0.452442766108095,1,NA,0,NA
"168","62000US17002","State House District 2 (2018), Illinois","2","2",17,"IL",2020,NA,1,NA,1,1,1,"Democratic",0.846751204167895,63300,"IL 0 2","2020 IL 0 2",0.272116903633491,0.0342022116903633,NA,0.450789889415482,NA,0.233096366508689,NA,1,0,NA
"169","62000US37002","State House District 2 (2018), North Carolina","2","2",37,"NC",2018,0.446861063464837,0.446861063464837,0.413993042133746,1,0,0,"Democratic",0.44713870029098,61440,"NC 0 2","2018 NC 0 2",0.689534505208333,0.257893880208333,1,0.0277506510416667,0,0.00397135416666667,0,NA,0,NA
"170","62000US39002","State House District 2 (2018), Ohio","2","2",39,"OH",2020,0.285704355079768,0.285704355079768,-0.243781094527363,0,0,0,"Democratic",0.457323154228641,94345,"OH 0 2","2020 OH 0 2",0.870793364778208,0.0808203932375855,1,0.0142031904181462,0,0.0057766707297684,0,NA,0,NA
"171","62000US16020","State House District 20 (2018), Idaho","20","20",16,"ID",2020,0.643585223789086,0.643585223789086,-0.514964939285103,1,1,0,"Republican",0.325490415246186,36055,"ID 0 20","2020 ID 0 20A",0.881292469837748,0.00388295659409236,0,0.07405352933019,0,0.0238524476494245,1,NA,0,NA
"172","62000US35020","State House District 20 (2018), New Mexico","20","20",35,"NM",2020,0.535189636752137,0.535189636752137,-0.313267095265926,0,0,1,"Democratic",0.522733177448688,23710,"NM 0 20","2020 NM 0 20",0.564318852804724,0.0276254744833404,0,0.300295234078448,1,0.0404892450442851,0,NA,0,NA
"173","62000US41020","State House District 20 (2018), Oregon","20","20",41,"OR",2020,0.480282935455349,0.480282935455349,0.0227765726681128,1,0,1,"Republican",0.541930116472546,49005,"OR 0 20","2020 OR 0 20",0.856443220079584,0.0088766452402816,0,0.0816243240485665,0,0.0211202938475666,1,NA,0,NA
"174","62000US41020","State House District 20 (2018), Oregon","20","20",41,"OR",2018,0.464273265946323,0.464273265946323,0.199514647252557,1,0,1,"Republican",0.541930116472546,49005,"OR 0 20","2018 OR 0 20",0.856443220079584,0.0088766452402816,0,0.0816243240485665,0,0.0211202938475666,1,NA,0,NA
"175","62000US08021","State House District 21 (2018), Colorado","21","21",8,"CO",2018,0.585686237845924,0.585686237845924,-0.310503031296084,1,1,1,"Republican",0.369908330011957,60800,"CO 0 21","2018 CO 0 21",0.645148026315789,0.100246710526316,0,0.174917763157895,1,0.0353618421052632,0,NA,0,NA
"176","62000US12021","State House District 21 (2018), Florida","21","21",12,"FL",2018,0.485735600545366,0.485735600545366,-0.164754358161648,1,0,0,"Democratic",0.50025314064314,131655,"FL 0 21","2018 FL 0 21",0.773840720063803,0.0882989631992708,0,0.0822224754092135,0,0.0347878925980783,1,NA,0,NA
"177","62000US26021","State House District 21 (2018), Michigan","21","21",26,"MI",2020,0.591450160438878,0.591450160438878,0.399599198396794,0,0,0,"Democratic",0.579243063443128,65715,"MI 0 21","2020 MI 0 21",0.738187628395344,0.118466103629308,0,0.0248801643460397,0,0.100966293844632,1,NA,0,NA
"178","62000US02022","State House District 22 (2018), Alaska","22","22",2,"AK",2018,0.801751959428308,0.801751959428308,-0.0651260504201681,0,0,1,"Republican",0.437575270975512,12915,"AK 0 22","2018 AK 0 22",0.64847077042199,0.0414246999612853,0,0.0805265195509098,1,0.102206736353078,0,NA,0,NA
"179","62000US10022","State House District 22 (2018), Delaware","22","22",10,"DE",2018,0.494052676295667,0.494052676295667,0.223509223509224,0,0,1,"Democratic",0.543236074270557,16690,"DE 0 22","2018 DE 0 22",0.837627321749551,0.0757938885560216,0,0.0227681246255243,1,0.054823247453565,0,NA,0,NA
"180","62000US13022","State House District 22 (2018), Georgia","22","22",13,"GA",2020,0.255762949136724,0.255762949136724,-0.0652489125181246,1,0,0,"Democratic",0.232241033681996,44410,"GA 0 22","2020 GA 0 22",0.887074983111912,0.0299482098626436,1,0.0387300157622157,0,0.0248817833821211,0,NA,0,NA
"181","62000US37022","State House District 22 (2018), North Carolina","22","22",37,"NC",2020,0.424456233421751,0.424456233421751,0.449608355091384,0,0,0,"Democratic",0.394240793140863,57670,"NC 0 22","2020 NC 0 22",0.601699323738512,0.325472516039535,1,0.0376278827813421,0,0.00199410438702965,0,NA,0,NA
"182","62000US37022","State House District 22 (2018), North Carolina","22","22",37,"NC",2018,0.433102991987062,0.433102991987062,-0.131209182663764,1,0,0,"Democratic",0.394240793140863,57670,"NC 0 22","2018 NC 0 22",0.601699323738512,0.325472516039535,1,0.0376278827813421,0,0.00199410438702965,0,NA,0,NA
"183","62000US39022","State House District 22 (2018), Ohio","22","22",39,"OH",2020,NA,1,-0.583300940682578,1,1,0,"Democratic",0.457323154228641,86820,"OH 0 22","2020 OH 0 22",0.671964985026492,0.23041925823543,0,0.0343238885049528,0,0.0319626814098134,1,1,0,NA
