year,deaths_drugod,crude_drugod,ageadjust_drugod,statefips,pop,unemp_rate,welf_fs_4p_benefit,ssi_total,pov_rate,state_min_wage,expansion,exp_st,neighbor_st
2013.0,744.0,38.7,39.2,9.0,3596080.0,7.800000190734863,1331.0,,11.3,8.25,0.0,0.0,
2008.0,543.0,28.5,28.6,9.0,3545579.0,5.599999904632568,1176.0,805.0,8.1,7.65,0.0,0.0,
1982.0,16.0,,1.0,9.0,3139013.0,6.900000095367432,700.0,448.0,8.1,3.37,0.0,0.0,
2002.0,475.0,25.6,25.8,9.0,3458749.0,4.400000095367432,1117.0,747.0,8.3,6.7,0.0,0.0,
2012.0,628.0,32.6,33.2,9.0,3591765.0,8.300000190734863,1326.0,,10.3,8.25,0.0,0.0,
1983.0,12.0,,0.7,9.0,3162354.0,5.900000095367432,732.0,304.0,8.8,3.37,0.0,0.0,
2010.0,579.0,30.1,30.3,9.0,3579210.0,9.300000190734863,1313.0,842.0,8.3,8.25,0.0,0.0,
1999.0,433.0,23.9,23.8,9.0,3282031.0,2.700000047683716,1060.0,747.0,7.2,5.65,0.0,0.0,
1986.0,25.0,,1.4,9.0,3223740.0,3.799999952316284,806.0,336.0,6.0,3.37,0.0,0.0,
1998.0,182.0,,10.0,9.0,3272563.0,3.299999952316284,1042.0,747.0,9.5,5.18,0.0,0.0,
1987.0,31.0,,1.8,9.0,3247291.0,3.200000047683716,827.0,340.0,6.6,3.75,0.0,0.0,
1979.0,17.0,,1.1,9.0,,,,,,,0.0,0.0,
1995.0,205.0,,11.4,9.0,3265293.0,5.300000190734863,943.0,458.0,9.7,4.27,0.0,0.0,
2004.0,471.0,25.1,25.6,9.0,3496094.0,4.900000095367432,1143.0,747.0,10.0,7.1,0.0,0.0,
2007.0,546.0,28.8,29.2,9.0,3527270.0,4.599999904632568,1132.0,791.0,8.9,7.65,0.0,0.0,
2011.0,583.0,30.2,30.7,9.0,3588948.0,8.899999618530273,1326.0,842.0,10.1,8.25,0.0,0.0,
1994.0,197.0,,11.0,9.0,3268346.0,5.5,1038.0,747.0,10.8,4.27,0.0,0.0,
2006.0,532.0,28.1,28.5,9.0,3517460.0,4.400000095367432,1114.0,771.0,8.0,7.4,0.0,0.0,
1997.0,167.0,,9.2,9.0,3268514.0,4.800000190734863,1034.0,727.0,8.6,5.18,0.0,0.0,
1981.0,22.0,,1.4,9.0,3128836.0,6.0,627.0,425.0,8.2,3.37,0.0,0.0,
1980.0,25.0,,1.6,9.0,3107576.0,5.900000095367432,646.0,340.0,8.3,3.12,0.0,0.0,
2016.0,333.0,67.2,68.3,10.0,,,,,,,0.0,0.0,
2002.0,127.0,30.0,30.3,10.0,806169.0,4.0,859.0,545.0,9.1,6.15,0.0,0.0,
2004.0,111.0,25.3,25.6,10.0,830803.0,3.9000000953674316,878.0,564.0,9.1,6.15,0.0,0.0,
2007.0,144.0,31.3,32.1,10.0,871749.0,3.5,925.0,623.0,9.3,6.65,0.0,0.0,
2009.0,174.0,37.1,38.4,10.0,891730.0,7.900000095367432,995.0,674.0,12.3,7.25,0.0,0.0,
2013.0,238.0,49.3,50.7,10.0,925749.0,6.699999809265137,1075.0,,14.0,7.25,0.0,0.0,
1986.0,13.0,,4.0,10.0,627559.0,3.9000000953674316,586.0,336.0,12.4,3.35,0.0,0.0,
1989.0,19.0,,5.4,10.0,658273.0,3.0999999046325684,664.0,368.0,10.0,3.35,0.0,0.0,
2006.0,126.0,27.7,28.4,10.0,859268.0,3.5,913.0,603.0,9.3,6.15,0.0,0.0,
1999.0,104.0,25.5,25.5,10.0,753538.0,3.299999952316284,826.0,500.0,10.4,5.65,0.0,0.0,
1988.0,26.0,,7.7,10.0,647622.0,2.9000000953674316,632.0,354.0,8.6,3.35,0.0,0.0,
2003.0,120.0,27.9,28.1,10.0,818003.0,4.199999809265137,872.0,552.0,7.3,6.15,0.0,0.0,
1984.0,12.0,,3.9,10.0,611565.0,6.199999809265137,552.0,314.0,10.3,3.0,0.0,0.0,
1982.0,8.0,,3.1,10.0,599148.0,8.0,511.0,284.0,11.5,2.0,0.0,0.0,
1990.0,16.0,,4.5,10.0,666168.0,4.199999809265137,699.0,386.0,6.9,3.8,0.0,0.0,
1987.0,17.0,,5.8,10.0,636947.0,3.0999999046325684,600.0,340.0,6.6,3.35,0.0,0.0,
1997.0,51.0,,12.8,10.0,735024.0,3.9000000953674316,800.0,484.0,9.6,5.15,0.0,0.0,
1983.0,17.0,,5.0,10.0,605458.0,7.699999809265137,531.0,304.0,8.6,3.0,0.0,0.0,
2001.0,122.0,29.2,29.4,10.0,795699.0,3.5,841.0,531.0,6.7,6.15,0.0,0.0,
1992.0,30.0,,8.1,10.0,690158.0,5.400000095367432,750.0,422.0,7.8,4.25,0.0,0.0,
2010.0,201.0,42.6,43.6,10.0,899711.0,8.0,1169.0,674.0,12.1,7.25,0.0,0.0,
1980.0,10.0,,3.6,10.0,594338.0,7.400000095367432,477.0,238.0,11.8,2.0,0.0,0.0,
1991.0,29.0,,8.0,10.0,680495.0,5.699999809265137,728.0,407.0,7.5,4.25,0.0,0.0,
1993.0,36.0,,9.4,10.0,699475.0,5.0,753.0,434.0,10.2,4.25,0.0,0.0,
1979.0,10.0,,3.7,10.0,,,,,,,0.0,0.0,
2015.0,260.0,52.8,54.4,10.0,,,,,,,0.0,0.0,
1996.0,46.0,,11.6,10.0,727090.0,4.300000190734863,797.0,470.0,8.6,4.75,0.0,0.0,
1995.0,37.0,,9.6,10.0,718265.0,4.400000095367432,780.0,458.0,10.3,4.25,0.0,0.0,
1985.0,9.0,,2.8,10.0,618280.0,5.099999904632568,568.0,325.0,11.4,3.0,0.0,0.0,
2008.0,185.0,39.7,40.7,10.0,883874.0,4.900000095367432,949.0,637.0,9.6,7.15,0.0,0.0,
2014.0,239.0,49.0,50.8,10.0,935614.0,5.699999809265137,1039.0,,,7.75,0.0,0.0,
2011.0,192.0,40.2,40.6,10.0,907985.0,7.400000095367432,1075.0,674.0,13.7,7.25,0.0,0.0,
2000.0,108.0,26.2,26.3,10.0,786373.0,3.299999952316284,833.0,513.0,8.4,6.15,0.0,0.0,
1994.0,46.0,,12.0,10.0,708416.0,4.599999904632568,769.0,446.0,8.3,4.25,0.0,0.0,
1981.0,8.0,,2.5,10.0,595975.0,7.800000190734863,511.0,265.0,12.3,2.0,0.0,0.0,
2012.0,196.0,40.9,40.4,10.0,917053.0,7.099999904632568,1075.0,,13.5,7.25,0.0,0.0,
2005.0,112.0,25.0,25.7,10.0,845150.0,4.0,906.0,579.0,9.2,6.15,0.0,0.0,
1998.0,50.0,,12.4,10.0,744066.0,3.5,808.0,494.0,10.3,5.15,0.0,0.0,
2009.0,49.0,14.5,14.9,11.0,592228.0,9.699999809265137,1111.0,674.0,17.9,8.25,0.0,0.0,
1996.0,24.0,,8.1,11.0,538273.0,8.5,872.0,475.0,24.1,5.25,0.0,0.0,
2007.0,72.0,22.1,23.5,11.0,574404.0,5.5,1016.0,623.0,18.0,7.0,0.0,0.0,
1988.0,22.0,,5.1,11.0,630432.0,5.099999904632568,694.0,369.0,15.2,3.35,0.0,0.0,
1985.0,23.0,,6.6,11.0,634549.0,8.0,612.0,340.0,20.4,3.35,0.0,0.0,
2002.0,78.0,24.4,26.2,11.0,573158.0,6.699999809265137,915.0,545.0,17.0,6.15,0.0,0.0,
2016.0,262.0,65.3,71.5,11.0,,,,,,,0.0,0.0,
2014.0,128.0,32.9,36.5,11.0,658893.0,7.800000190734863,1155.0,,,9.5,0.0,0.0,
1997.0,36.0,,12.6,11.0,528752.0,8.300000190734863,855.0,484.0,21.8,5.75,0.0,0.0,
1995.0,12.0,,3.8,11.0,551273.0,8.600000381469727,855.0,463.0,22.2,5.25,0.0,0.0,
2001.0,116.0,36.4,38.5,11.0,574504.0,6.300000190734863,888.0,531.0,18.2,6.15,0.0,0.0,
2015.0,145.0,36.8,40.5,11.0,,,,,,,0.0,0.0,
1984.0,58.0,,15.4,11.0,633382.0,8.899999618530273,573.0,329.0,21.1,3.35,0.0,0.0,
2004.0,107.0,33.6,35.9,11.0,567754.0,7.5,934.0,564.0,16.7,6.15,0.0,0.0,
2005.0,89.0,27.9,29.6,11.0,567136.0,6.5,962.0,579.0,21.3,7.0,0.0,0.0,
1980.0,33.0,,9.9,11.0,638333.0,7.300000190734863,503.0,253.0,20.9,3.1,0.0,0.0,
2003.0,113.0,35.5,38.3,11.0,568502.0,7.0,928.0,552.0,16.8,6.15,0.0,0.0,
1993.0,21.0,,6.7,11.0,576358.0,8.5,817.0,449.0,26.4,4.25,0.0,0.0,
1982.0,37.0,,10.5,11.0,634174.0,10.600000381469727,537.0,299.0,19.3,3.35,0.0,0.0,
1991.0,15.0,,4.8,11.0,593239.0,7.699999809265137,808.0,422.0,18.6,4.25,0.0,0.0,
1992.0,11.0,,3.5,11.0,584183.0,8.600000381469727,814.0,437.0,20.3,4.25,0.0,0.0,
2012.0,97.0,26.0,29.3,11.0,633427.0,9.100000381469727,1191.0,,18.4,8.25,0.0,0.0,
1994.0,13.0,,4.4,11.0,564982.0,8.0,843.0,461.0,21.2,5.25,0.0,0.0,
1983.0,31.0,,8.4,11.0,632433.0,11.0,569.0,319.0,21.5,3.35,0.0,0.0,
1986.0,19.0,,5.1,11.0,638269.0,7.300000190734863,621.0,351.0,12.8,3.35,0.0,0.0,
1979.0,25.0,,7.3,11.0,,,,,,,0.0,0.0,
1981.0,43.0,,11.3,11.0,636893.0,9.0,537.0,280.0,18.1,3.35,0.0,0.0,
2006.0,112.0,34.8,37.6,11.0,570681.0,5.699999809265137,1004.0,603.0,18.3,7.0,0.0,0.0,
2010.0,111.0,32.2,35.1,11.0,605125.0,10.100000381469727,1191.0,674.0,19.9,8.25,0.0,0.0,
2013.0,113.0,29.6,31.5,11.0,646449.0,8.300000190734863,1191.0,,21.3,8.25,0.0,0.0,
1999.0,65.0,20.5,21.8,11.0,519000.0,6.5,882.0,500.0,14.7,6.15,0.0,0.0,
2000.0,84.0,26.7,28.4,11.0,572046.0,5.699999809265137,873.0,513.0,15.2,6.15,0.0,0.0,
2008.0,80.0,24.3,25.7,11.0,580236.0,6.599999904632568,1065.0,637.0,16.5,7.55,0.0,0.0,
2011.0,105.0,29.0,31.0,11.0,619624.0,10.199999809265137,1191.0,674.0,19.9,8.25,0.0,0.0,
1987.0,21.0,,5.3,11.0,636930.0,6.199999809265137,654.0,355.0,14.9,3.35,0.0,0.0,
1990.0,10.0,,2.9,11.0,606900.0,6.0,767.0,401.0,21.1,3.8,0.0,0.0,
1998.0,79.0,,26.8,11.0,521426.0,8.0,863.0,494.0,22.3,6.15,0.0,0.0,
1989.0,34.0,,9.6,11.0,624168.0,5.099999904632568,719.0,383.0,18.0,3.35,0.0,0.0,
2011.0,4326.0,43.4,43.4,12.0,19083482.0,10.300000190734863,1032.0,674.0,14.9,7.25,0.0,0.0,
1997.0,685.0,,9.0,12.0,14683350.0,5.0,764.0,484.0,14.3,5.15,0.0,0.0,
2008.0,4160.0,43.1,43.5,12.0,18527305.0,6.300000190734863,906.0,637.0,13.1,6.79,0.0,0.0,
2009.0,4391.0,45.2,45.5,12.0,18652644.0,10.399999618530273,952.0,674.0,14.6,7.21,0.0,0.0,
2010.0,4380.0,44.7,44.7,12.0,18846054.0,11.300000190734863,1032.0,674.0,16.0,7.25,0.0,0.0,
2005.0,3367.0,36.3,36.8,12.0,17842038.0,3.799999952316284,863.0,579.0,11.1,5.15,0.0,0.0,
1999.0,1937.0,24.1,24.3,12.0,15111244.0,4.0,783.0,500.0,12.4,5.15,0.0,0.0,
2006.0,3506.0,37.0,37.3,12.0,18166990.0,3.299999952316284,870.0,603.0,11.5,6.4,0.0,0.0,
1989.0,354.0,,5.6,12.0,12637715.0,5.699999809265137,619.0,368.0,12.5,3.35,0.0,0.0,
1988.0,330.0,,5.4,12.0,12306395.0,5.300000190734863,597.0,354.0,13.6,3.35,0.0,0.0,
1986.0,265.0,,4.5,12.0,11667505.0,5.900000095367432,550.0,336.0,11.4,3.35,0.0,0.0,
2014.0,4081.0,39.8,39.5,12.0,19893297.0,6.300000190734863,996.0,,,7.93,0.0,0.0,
1983.0,285.0,,5.5,12.0,10749851.0,8.5,485.0,304.0,14.7,3.35,0.0,0.0,
2002.0,2936.0,34.1,34.5,12.0,16689370.0,5.699999809265137,816.0,545.0,12.6,5.15,0.0,0.0,
1987.0,348.0,,5.8,12.0,11997283.0,5.400000095367432,564.0,340.0,12.4,3.35,0.0,0.0,
2007.0,3866.0,40.3,40.7,12.0,18367842.0,4.0,882.0,623.0,12.5,6.67,0.0,0.0,
2003.0,3051.0,34.7,35.2,12.0,17004085.0,5.300000190734863,829.0,552.0,12.7,5.15,0.0,0.0,
1981.0,208.0,,4.3,12.0,10192774.0,6.800000190734863,454.0,265.0,16.6,3.35,0.0,0.0,
1980.0,225.0,,4.8,12.0,9746324.0,6.099999904632568,420.0,238.0,16.7,3.1,0.0,0.0,
1991.0,372.0,,5.7,12.0,13289497.0,7.599999904632568,685.0,407.0,15.4,4.25,0.0,0.0,
1990.0,306.0,,4.8,12.0,12938071.0,6.300000190734863,660.0,386.0,14.4,3.8,0.0,0.0,
2016.0,5997.0,56.4,57.9,12.0,,,,,,,0.0,0.0,
2004.0,3245.0,36.0,36.4,12.0,17415318.0,4.699999809265137,835.0,564.0,11.6,5.15,0.0,0.0,
1979.0,240.0,,5.3,12.0,,,,,,,0.0,0.0,
1985.0,254.0,,4.6,12.0,11351118.0,6.199999809265137,532.0,325.0,13.4,3.35,0.0,0.0,
1984.0,267.0,,5.0,12.0,11039925.0,6.599999904632568,508.0,314.0,15.1,3.35,0.0,0.0,
1998.0,760.0,,9.8,12.0,14908230.0,4.5,772.0,494.0,13.1,5.15,0.0,0.0,
2000.0,2093.0,25.5,25.7,12.0,16047515.0,3.799999952316284,790.0,513.0,11.0,5.15,0.0,0.0,
2012.0,4047.0,40.3,40.0,12.0,19320749.0,8.800000190734863,1032.0,,15.3,7.67,0.0,0.0,
2013.0,3894.0,38.5,38.3,12.0,19552860.0,7.199999809265137,1032.0,,14.9,7.79,0.0,0.0,
1995.0,496.0,,6.8,12.0,14185403.0,5.5,750.0,458.0,16.2,4.25,0.0,0.0,
1994.0,439.0,,6.3,12.0,13961798.0,6.699999809265137,738.0,446.0,14.9,4.25,0.0,0.0,
1992.0,410.0,,6.1,12.0,13504775.0,8.399999618530273,720.0,422.0,15.6,4.25,0.0,0.0,
2001.0,2683.0,31.9,32.2,12.0,16356966.0,4.699999809265137,798.0,531.0,12.7,5.15,0.0,0.0,
1996.0,541.0,,7.3,12.0,14426911.0,5.300000190734863,761.0,470.0,14.2,4.75,0.0,0.0,
1982.0,213.0,,4.1,12.0,10471407.0,8.399999618530273,454.0,284.0,15.2,3.35,0.0,0.0,
2015.0,4659.0,44.6,45.1,12.0,,,,,,,0.0,0.0,
1993.0,450.0,,6.6,12.0,13713593.0,7.199999809265137,723.0,434.0,17.8,4.25,0.0,0.0,
1983.0,92.0,,3.1,13.0,5728250.0,7.5,473.0,304.0,18.8,1.25,0.0,0.0,
1981.0,73.0,,2.7,13.0,5568345.0,6.5,426.0,265.0,16.3,1.25,0.0,0.0,
2016.0,2124.0,39.1,38.9,13.0,,,,,,,0.0,0.0,
2013.0,1739.0,32.9,32.8,13.0,9992167.0,8.199999809265137,998.0,,16.3,5.15,0.0,0.0,
1986.0,103.0,,3.3,13.0,6084666.0,5.900000095367432,526.0,336.0,14.6,3.25,0.0,0.0,
1984.0,84.0,,2.9,13.0,5834954.0,6.099999904632568,484.0,314.0,16.9,3.25,0.0,0.0,
1988.0,139.0,,3.9,13.0,6316142.0,5.5,587.0,354.0,14.0,3.25,0.0,0.0,
1995.0,146.0,,3.8,13.0,7188538.0,4.800000190734863,716.0,458.0,12.1,3.25,0.0,0.0,
1999.0,796.0,18.4,18.4,13.0,7788240.0,3.799999952316284,749.0,500.0,12.8,3.25,0.0,0.0,
2011.0,1740.0,33.1,33.1,13.0,9810181.0,9.899999618530273,998.0,674.0,18.4,5.15,0.0,0.0,
2015.0,1961.0,36.4,36.5,13.0,,,,,,,0.0,0.0,
2004.0,1221.0,25.9,26.1,13.0,8769252.0,4.699999809265137,801.0,564.0,13.1,5.15,0.0,0.0,
2008.0,1440.0,28.2,28.2,13.0,9504843.0,6.300000190734863,872.0,637.0,15.5,5.15,0.0,0.0,
2007.0,1478.0,29.4,29.5,13.0,9349988.0,4.599999904632568,848.0,623.0,13.6,5.15,0.0,0.0,
2006.0,1365.0,27.7,27.9,13.0,9155813.0,4.699999809265137,836.0,603.0,12.6,5.15,0.0,0.0,
2014.0,1876.0,35.2,35.3,13.0,10097343.0,7.199999809265137,962.0,,,5.15,0.0,0.0,
2012.0,1724.0,32.7,32.7,13.0,9915646.0,9.0,998.0,,18.1,5.15,0.0,0.0,
1982.0,91.0,,3.3,13.0,5649792.0,7.699999809265137,444.0,284.0,19.6,1.25,0.0,0.0,
2005.0,1226.0,25.5,25.7,13.0,8925922.0,5.199999809265137,829.0,579.0,14.4,5.15,0.0,0.0,
1994.0,185.0,,4.8,13.0,7045900.0,5.099999904632568,705.0,446.0,14.0,3.25,0.0,0.0,
1985.0,99.0,,3.2,13.0,5962661.0,6.300000190734863,509.0,325.0,17.7,3.25,0.0,0.0,
1991.0,147.0,,4.1,13.0,6621279.0,5.0,674.0,407.0,17.2,3.25,0.0,0.0,
1996.0,217.0,,5.4,13.0,7332225.0,4.599999904632568,727.0,470.0,14.8,3.25,0.0,0.0,
1997.0,236.0,,5.8,13.0,7486094.0,4.5,730.0,484.0,14.5,3.25,0.0,0.0,
1990.0,126.0,,3.7,13.0,6478149.0,5.199999809265137,643.0,386.0,15.8,3.25,0.0,0.0,
2010.0,1671.0,32.2,32.1,13.0,9713248.0,10.199999809265137,998.0,674.0,18.7,5.15,0.0,0.0,
1998.0,227.0,,5.4,13.0,7636522.0,4.199999809265137,738.0,494.0,13.5,3.25,0.0,0.0,
1992.0,118.0,,3.3,13.0,6759474.0,6.699999809265137,696.0,422.0,17.7,3.25,0.0,0.0,
1980.0,80.0,,3.1,13.0,5463105.0,6.199999809265137,394.0,238.0,13.9,1.25,0.0,0.0,
2003.0,1146.0,24.7,24.9,13.0,8622793.0,4.800000190734863,795.0,552.0,11.9,5.15,0.0,0.0,
2002.0,1088.0,23.8,24.0,13.0,8508256.0,4.800000190734863,782.0,545.0,11.2,5.15,0.0,0.0,
1993.0,148.0,,4.2,13.0,6894092.0,5.900000095367432,699.0,434.0,13.5,3.25,0.0,0.0,
1987.0,105.0,,3.2,13.0,6208467.0,5.5,557.0,340.0,14.6,3.25,0.0,0.0,
2001.0,1036.0,23.0,23.1,13.0,8377038.0,4.0,764.0,531.0,12.9,5.15,0.0,0.0,
2009.0,1663.0,32.2,32.2,13.0,9620846.0,9.699999809265137,918.0,674.0,18.4,7.25,0.0,0.0,
1979.0,93.0,,3.6,13.0,,,,,,,0.0,0.0,
1989.0,142.0,,4.1,13.0,6411099.0,5.300000190734863,606.0,368.0,15.0,3.25,0.0,0.0,
2000.0,846.0,19.3,19.4,13.0,8227303.0,3.5,756.0,513.0,12.1,3.25,0.0,0.0,
2010.0,271.0,37.1,37.7,15.0,1363731.0,6.699999809265137,1782.0,674.0,12.1,7.25,0.0,0.0,
1988.0,14.0,,2.4,15.0,1079828.0,3.0,978.0,359.0,11.1,3.85,0.0,0.0,
1992.0,31.0,,4.8,15.0,1149926.0,4.199999809265137,1302.0,427.0,11.2,4.75,0.0,0.0,
1991.0,14.0,,2.3,15.0,1131412.0,2.799999952316284,1235.0,412.0,7.7,3.85,0.0,0.0,
2000.0,146.0,22.8,22.8,15.0,1213519.0,4.0,1320.0,518.0,8.9,5.25,0.0,0.0,
1982.0,23.0,,4.3,15.0,993780.0,5.900000095367432,786.0,299.0,13.2,3.35,0.0,0.0,
2011.0,269.0,36.5,35.8,15.0,1376897.0,6.5,1782.0,674.0,12.1,7.25,0.0,0.0,
2009.0,232.0,32.0,31.7,15.0,1346717.0,6.800000190734863,1812.0,674.0,12.5,7.25,0.0,0.0,
2007.0,213.0,30.1,29.9,15.0,1315675.0,2.700000047683716,1487.0,623.0,7.5,7.25,0.0,0.0,
2002.0,147.0,22.4,22.5,15.0,1239613.0,4.0,1361.0,550.0,11.3,5.75,0.0,0.0,
2008.0,202.0,28.1,28.5,15.0,1332213.0,4.099999904632568,1627.0,637.0,9.9,7.25,0.0,0.0,
1998.0,69.0,,10.8,15.0,1190472.0,5.699999809265137,1302.0,499.0,10.9,5.25,0.0,0.0,
2004.0,167.0,24.7,24.7,15.0,1273569.0,3.200000047683716,1389.0,564.0,8.4,6.25,0.0,0.0,
2001.0,144.0,22.2,22.3,15.0,1225948.0,4.199999809265137,1340.0,536.0,11.4,5.25,0.0,0.0,
1981.0,15.0,,3.3,15.0,978195.0,5.099999904632568,786.0,280.0,11.3,3.35,0.0,0.0,
2003.0,167.0,25.2,25.0,15.0,1251154.0,3.9000000953674316,1393.0,552.0,9.3,6.25,0.0,0.0,
1979.0,29.0,,5.7,15.0,,,,,,,0.0,0.0,
2014.0,251.0,33.6,33.7,15.0,1419561.0,4.400000095367432,1803.0,,,7.25,0.0,0.0,
1997.0,72.0,,11.4,15.0,1189322.0,5.800000190734863,1428.0,489.0,13.9,5.25,0.0,0.0,
2005.0,185.0,26.8,27.0,15.0,1292729.0,2.799999952316284,1429.0,579.0,8.6,6.25,0.0,0.0,
2015.0,270.0,36.1,34.9,15.0,,,,,,,0.0,0.0,
1990.0,20.0,,3.1,15.0,1108229.0,2.4000000953674316,1134.0,391.0,11.0,3.85,0.0,0.0,
1983.0,21.0,,4.0,15.0,1012717.0,5.900000095367432,821.0,309.0,12.9,3.35,0.0,0.0,
1996.0,72.0,,11.7,15.0,1184434.0,5.900000095367432,1427.0,475.0,12.1,5.25,0.0,0.0,
1993.0,34.0,,5.5,15.0,1161508.0,4.400000095367432,1333.0,439.0,8.0,5.25,0.0,0.0,
1989.0,29.0,,4.8,15.0,1094588.0,2.4000000953674316,1044.0,373.0,11.3,3.85,0.0,0.0,
2016.0,274.0,36.6,36.1,15.0,,,,,,,0.0,0.0,
1985.0,27.0,,5.0,15.0,1039698.0,5.0,856.0,330.0,10.7,3.35,0.0,0.0,
1986.0,33.0,,5.7,15.0,1051762.0,4.5,902.0,341.0,10.7,3.35,0.0,0.0,
1984.0,13.0,,2.3,15.0,1027922.0,5.400000095367432,834.0,319.0,9.3,3.35,0.0,0.0,
1995.0,75.0,,12.0,15.0,1180490.0,5.5,1402.0,463.0,10.3,5.25,0.0,0.0,
1994.0,75.0,,11.8,15.0,1173903.0,5.099999904632568,1381.0,451.0,8.7,5.25,0.0,0.0,
1987.0,26.0,,4.3,15.0,1067918.0,3.5999999046325684,914.0,345.0,8.8,3.35,0.0,0.0,
2006.0,152.0,21.6,21.9,15.0,1309731.0,2.5,1452.0,603.0,9.2,6.75,0.0,0.0,
2013.0,248.0,33.3,33.2,15.0,1404054.0,4.800000190734863,1800.0,,11.1,7.25,0.0,0.0,
1980.0,13.0,,2.9,15.0,964691.0,4.800000190734863,755.0,253.0,8.5,3.1,0.0,0.0,
1999.0,160.0,25.1,25.0,15.0,1185497.0,5.0,1314.0,505.0,10.8,5.25,0.0,0.0,
2012.0,252.0,34.0,34.1,15.0,1390090.0,5.699999809265137,1782.0,,13.8,7.25,0.0,0.0,
2003.0,225.0,33.2,33.5,16.0,1363380.0,5.199999809265137,774.0,604.0,10.2,5.15,0.0,0.0,
1999.0,150.0,23.9,23.9,16.0,1251700.0,4.900000095367432,695.0,548.0,14.1,5.65,0.0,0.0,
1980.0,14.0,,3.4,16.0,943935.0,7.099999904632568,515.0,312.0,14.7,3.1,0.0,0.0,
2002.0,210.0,31.5,31.6,16.0,1340372.0,5.400000095367432,745.0,597.0,11.3,5.15,0.0,0.0,
1983.0,9.0,,1.8,16.0,981869.0,8.800000190734863,555.0,392.0,17.7,2.3,0.0,0.0,
2007.0,248.0,32.7,32.6,16.0,1505105.0,3.0,827.0,655.0,9.9,5.85,0.0,0.0,
2014.0,372.0,45.8,46.6,16.0,1634464.0,4.800000190734863,941.0,,,7.25,0.0,0.0,
1985.0,17.0,,3.7,16.0,994051.0,7.800000190734863,574.0,403.0,16.0,2.3,0.0,0.0,
2008.0,271.0,35.0,34.6,16.0,1534320.0,4.800000190734863,851.0,669.0,12.2,6.55,0.0,0.0,
2015.0,407.0,49.6,51.2,16.0,,,,,,,0.0,0.0,
2013.0,363.0,45.1,45.4,16.0,1612136.0,6.199999809265137,977.0,,12.9,7.25,0.0,0.0,
2005.0,236.0,32.9,33.2,16.0,1428241.0,3.700000047683716,808.0,631.0,9.9,5.15,0.0,0.0,
2004.0,236.0,33.9,34.4,16.0,1391802.0,4.599999904632568,780.0,616.0,9.9,5.15,0.0,0.0,
1989.0,13.0,,2.6,16.0,994416.0,5.300000190734863,624.0,441.0,12.4,2.3,0.0,0.0,
1998.0,35.0,,5.7,16.0,1230923.0,5.099999904632568,684.0,542.0,13.0,5.15,0.0,0.0,
2016.0,409.0,49.0,50.7,16.0,,,,,,,0.0,0.0,
2009.0,357.0,45.6,46.3,16.0,1554439.0,7.400000095367432,897.0,727.0,13.7,7.25,0.0,0.0,
1982.0,16.0,,3.8,16.0,973721.0,9.0,535.0,347.0,15.6,3.35,0.0,0.0,
1995.0,37.0,,6.5,16.0,1165000.0,5.199999809265137,763.0,495.0,14.5,4.25,0.0,0.0,
1990.0,19.0,,3.9,16.0,1006734.0,5.5,668.0,459.0,14.9,3.8,0.0,0.0,
2001.0,191.0,29.2,29.4,16.0,1319962.0,4.900000095367432,727.0,584.0,11.5,6.15,0.0,0.0,
1991.0,16.0,,3.2,16.0,1038915.0,5.900000095367432,693.0,477.0,13.9,4.25,0.0,0.0,
1984.0,14.0,,3.3,16.0,990839.0,7.400000095367432,559.0,397.0,17.3,2.3,0.0,0.0,
2000.0,137.0,21.4,21.4,16.0,1299430.0,4.599999904632568,719.0,566.0,12.5,6.15,0.0,0.0,
2012.0,345.0,43.1,43.8,16.0,1595590.0,7.300000190734863,977.0,,14.4,7.25,0.0,0.0,
1992.0,21.0,,4.0,16.0,1066490.0,6.400000095367432,715.0,492.0,15.2,4.25,0.0,0.0,
2010.0,338.0,42.8,42.6,16.0,1570718.0,8.699999809265137,977.0,727.0,14.0,7.25,0.0,0.0,
2006.0,251.0,33.9,34.9,16.0,1468669.0,3.0,815.0,635.0,9.5,5.15,0.0,0.0,
1987.0,13.0,,2.7,16.0,984997.0,7.5,586.0,413.0,15.1,2.3,0.0,0.0,
1996.0,28.0,,4.8,16.0,1187706.0,5.300000190734863,779.0,507.0,11.9,4.25,0.0,0.0,
1997.0,42.0,,6.9,16.0,1210638.0,5.099999904632568,782.0,532.0,14.7,5.15,0.0,0.0,
1979.0,12.0,,2.5,16.0,,,,,,,0.0,0.0,
1993.0,22.0,,4.0,16.0,1101204.0,6.099999904632568,718.0,499.0,13.1,4.25,0.0,0.0,
1988.0,18.0,,4.0,16.0,985664.0,6.099999904632568,611.0,427.0,12.5,2.3,0.0,0.0,
1986.0,17.0,,4.0,16.0,990224.0,8.100000381469727,582.0,408.0,18.5,2.3,0.0,0.0,
1994.0,36.0,,6.6,16.0,1135459.0,5.400000095367432,751.0,491.0,12.0,4.25,0.0,0.0,
2011.0,325.0,40.7,41.7,16.0,1583930.0,8.399999618530273,977.0,727.0,15.7,7.25,0.0,0.0,
1981.0,9.0,,2.3,16.0,962204.0,7.599999904632568,550.0,339.0,17.7,3.35,0.0,0.0,
2000.0,1352.0,20.9,21.0,17.0,12434161.0,4.5,839.0,513.0,10.7,5.15,0.0,0.0,
