year,state,yearstate,fips,yearx,tl_onset,house_delay,sen_delay,comb_delay,repeal,standardpoors,sp25,moodys,m25,fitch,f19,grants,igr,gopshare,totalrevenue,total_general_revenue,totalexp,deficit,general_revenue_from_taxes,fullfaithandcredit,nonguaranteeddebt,totallongtermdebt,squire_score,debtlimit,bsf_deposit,bsf_withdrawal,bsf_size,tel,income,unemployment,schoolagepopulation,over65population,gsp,popgrowth,population,populationdensity,exp_highways,exp_welfare,exp_education,handh,govdem,dividedgov,demcontrol,termlimits_governor,termlimits_house,termlimits_senate,termlimits_e,seats_house,seats_senate,initiatives,cpi,v57,grants_total,emptot,empwagesalary,emppriv,totempgovt,fedempciv,fedempmil,govtempsandl,totalexpipolated,highwaysipolated,welfareipolated,educationipolated,handhipolated,exp_real,exp_highways_real,exp_welfare_real,exp_education_real,handh_real,income_real,grants_real,igr_real,gsp_real,totallongtermdebt_i,nonguaranteeddebt_i,total_debt_real,nong_debt_real,exp_real_pc,exp_highways_real_pc,exp_welfare_real_pc,exp_education_real_pc,exp_handh_real_pc,income_real_pc,grants_real_pc,gsp_real_inc,fedempciv_pc,fedempmil_pc,govtempsandl_pc,exp_inc,total_debt_real_pc,nong_debt_real_pc,_Iyear_1980,_Iyear_1981,_Iyear_1982,_Iyear_1983,_Iyear_1984,_Iyear_1985,_Iyear_1986,_Iyear_1987,_Iyear_1988,_Iyear_1989,_Iyear_1990,_Iyear_1991,_Iyear_1992,_Iyear_1993,_Iyear_1994,_Iyear_1995,_Iyear_1996,_Iyear_1997,_Iyear_1998,_Iyear_1999,_Iyear_2000,_Iyear_2001,_Iyear_2002,_Iyear_2003,_Iyear_2004,_Iyear_2005,_Iyear_2006,_Iyear_2007,_Ifips_4,_Ifips_5,_Ifips_6,_Ifips_8,_Ifips_9,_Ifips_10,_Ifips_12,_Ifips_13,_Ifips_16,_Ifips_17,_Ifips_18,_Ifips_19,_Ifips_20,_Ifips_21,_Ifips_22,_Ifips_23,_Ifips_24,_Ifips_25,_Ifips_26,_Ifips_27,_Ifips_28,_Ifips_29,_Ifips_30,_Ifips_32,_Ifips_33,_Ifips_34,_Ifips_35,_Ifips_36,_Ifips_37,_Ifips_38,_Ifips_39,_Ifips_40,_Ifips_41,_Ifips_42,_Ifips_44,_Ifips_45,_Ifips_46,_Ifips_47,_Ifips_48,_Ifips_49,_Ifips_50,_Ifips_51,_Ifips_53,_Ifips_54,_Ifips_55,_Ifips_56
1981,Nevada,Nevada1981,32,3,0,0,0,0,0,.,,.,,.,,350592000.0,257355000.0,0.6110155,1324.41,2775.8,927.0,397.41,1528.9,646.5,761.4,1407.9,0.13,1,4,2,2,1,12752,7.5,0.1922952,0.0849402,13598,0.0589162,847655,7.72,156.0,100.0,384.0,46.0,0.0,1,0,2,0,0,0,40,20,1,2.08,387.0,351.0,502282,446227,424743,72003,9491,13454,49058,927.0,156.0,100.0,384.0,46.0,1928.1599,324.47998,208.0,798.72,95.67999,26524.158,729231360.0,535298370.0,28283.84,1407.9,761.4000244140625,2928.432,1583.712,227.4699,38.279724,24.538284,94.22701,11.28761,3129.1218,86029260.0,3336.716,1119.6772,1587.2024,5787.496,0.07269448,345.4745,186.8345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,Nevada,Nevada1982,32,4,0,0,0,0,0,.,,.,,.,,346200000.0,225587000.0,0.6110155,1551.59,3011.5,1801.0,-249.41,1646.5,740.2,822.9,1563.1,0.13,1,4,2,2,1,13152,9.9,0.1871731,0.0862131,14250,0.0399715,881537,8.03,173.0,115.0,553.0,191.0,0.0,1,0,2,0,0,0,40,20,1,1.96,418.0,346.0,496648,436924,417169,74339,9643,14766,49930,1801.0,173.0,115.0,553.0,191.0,3529.96,339.08002,225.40001,1083.88,374.36002,25777.92,678552000.0,442150530.0,27930.0,1563.1,822.9000244140625,3063.676,1612.884,400.43243,38.464638,25.56898,122.95343,42.46674,2924.2017,76973740.0,3168.3298,1093.8849,1675.0289,5663.971,0.13693735,347.538,182.96272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Nevada,Nevada1983,32,5,0,0,0,0,0,.,,.,,.,,356360000.0,240301000.0,0.6110155,1696.06,3313.5,2085.0,-388.94,1830.8,820.4,900.2,1720.6,0.13,1,4,2,2,1,13656,9.7,0.1818228,0.0898027,15420,0.0231868,901977,8.21,220.0,116.0,570.0,221.0,1.0,1,0,2,0,0,0,40,20,1,1.9,394.0,356.0,501655,439462,421824,74463,9644,15163,49656,2085.0,220.0,116.0,570.0,221.0,3961.5,418.0,220.4,1083.0,419.9,25946.4,677083970.0,456571900.0,29298.0,1720.6,900.2000122070312,3269.14,1710.38,439.20187,46.342644,24.435213,120.06958,46.55329,2876.6145,75066660.0,3248.1982,1069.2069,1681.085,5505.24,0.15268013,362.4416,189.62567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Nevada,Nevada1984,32,6,0,0,0,0,0,.,,.,,.,,340352000.0,248364000.0,0.6862466,1766.5,3532.5,2181.0,-414.5,1978.7,809.1,1347.3,2156.4,0.13,1,4,2,2,1,14618,7.7,0.1773123,0.094062,17023,0.0254386,924922,8.42,220.0,120.0,555.0,243.0,1.0,1,0,2,0,0,0,42,21,1,1.82,336.0,340.0,527597,461285,449033,73486,9972,13450,50064,2181.0,220.0,120.0,555.0,243.0,3969.4202,400.40002,218.40001,1010.10004,442.26,26604.762,619440640.0,452022500.0,30981.861,2156.4,1347.300048828125,3924.6482,2452.0862,429.1627,43.29014,23.612803,109.20921,47.815926,2876.433,66972204.0,3349.6729,1078.145,1454.1766,5412.781,0.1491996,424.32208,265.11276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Nevada,Nevada1985,32,7,0,0,0,0,0,.,,.,,.,,387267000.0,268678000.0,0.6862466,1909.08,3720.7,2355.0,-445.92,2009.6,734.0,1873.0,2607.0,0.13,1,4,2,2,1,15481,7.5,0.1745476,0.0967372,18548,0.0282272,951030,8.66,260.0,131.0,606.0,243.0,1.0,1,0,2,0,0,0,42,21,1,1.76,389.0,387.0,550538,482241,470517,74488,10315,13545,50628,2355.0,260.0,131.0,606.0,243.0,4144.8,457.6,230.56,1066.5599,427.68,27246.56,681589900.0,472873280.0,32644.48,2607.0,1873.0,4588.32,3296.48,435.8222,48.116253,24.243189,112.14787,44.97019,2864.953,71668600.0,3432.5396,1084.6135,1424.2452,5323.491,0.15212195,482.45795,346.62207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Nevada,Nevada1986,32,8,0,0,0,0,0,.,,.,,.,,418308000.0,345075000.0,0.6862466,2390.95,3996.8,2564.0,-173.05,2138.4,765.0,1989.0,2754.0,0.16,1,4,2,2,1,16170,6.6,0.1733609,0.0999375,20246,0.0311063,980613,8.93,279.0,146.0,745.0,177.0,1.0,1,0,2,0,0,0,42,21,1,1.72,442.0,418.0,576860,506212,494866,76158,10710,13813,51635,2564.0,279.0,146.0,745.0,177.0,4410.08,479.88,251.12001,1281.4,304.44,27812.4,719489800.0,593529000.0,34823.12,2754.0,1989.0,4736.88,3421.08,449.72687,48.936737,25.608473,130.67337,31.045887,2836.2258,73371430.0,3551.1584,1092.174,1408.6086,5265.584,0.15856525,483.05295,348.87158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Nevada,Nevada1987,32,9,0,0,0,0,0,.,,.,,.,,393980000.0,299051000.0,0.6862466,2474.5,4202.4,2829.0,-354.5,2319.6,730.0,2219.0,2949.0,0.16,1,4,2,2,1,16865,6.1,0.1719798,0.1026016,22367,0.0436084,1023376,9.32,281.0,163.0,806.0,194.0,1.0,1,0,2,0,0,0,42,21,1,1.66,544.0,394.0,622528,539236,538304,78596,11136,14152,53308,2829.0,281.0,163.0,806.0,194.0,4696.14,466.46,270.58,1337.96,322.04,27995.9,654006800.0,496424640.0,37129.22,2949.0,2219.0,4895.34,3683.54,458.88705,45.58051,26.43994,130.73982,31.468395,2735.6416,63906790.0,3628.111,1088.1631,1382.8739,5209.0337,0.16774385,478.35202,359.94003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,Nevada,Nevada1988,32,10,0,0,0,0,0,.,,.,,.,,335985000.0,299059000.0,0.64067936,2523.77,4440.3,3090.0,-566.23,2495.1,694.0,2372.0,3066.0,0.16,1,4,2,2,1,18168,5.3,0.1720895,0.1041839,25468,0.0504663,1075022,9.79,293.0,177.0,915.0,213.0,1.0,1,0,2,0,0,0,42,21,1,1.6,669.0,336.0,669848,577274,583403,80615,11239,12959,56417,3090.0,293.0,177.0,915.0,213.0,4944.0,468.80002,283.2,1464.0,340.80002,29068.8,537576000.0,478494400.0,40748.8,3066.0,2372.0,4905.6,3795.2,459.89755,43.60841,26.343649,136.18326,31.70168,2704.019,50006050.0,3790.5085,1045.4669,1205.4637,5247.986,0.17007926,456.32556,353.03464,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Nevada,Nevada1989,32,11,0,0,0,0,0,.,,.,,.,,389435000.0,335539000.0,0.64067936,2800.48,4824.5,2531.0,269.48,2709,637.0,2435.0,3072.0,0.16,1,4,2,2,1,19360,4.8,0.1688087,0.1055055,28587,0.0580081,1137382,10.36,258.289,174.383,737.53,81.689,1.0,1,0,2,0,0,0,42,21,1,1.52,767.0,389.0,719463,624570,628046,86073,11571,14278,60224,3009.5,294.0,198.0,880.5,153.5,3847.1199,392.59927,265.06216,1121.0457,124.16728,29427.2,591941200.0,510019260.0,43452.24,3072.0,2435.0,4669.44,3701.2,338.24344,34.517803,23.304586,98.56369,10.916938,2587.275,52044184.0,3820.3733,1017.3363,1255.339,5294.967,0.13073348,410.54282,325.41397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Nevada,Nevada1990,32,12,0,0,0,0,0,.,,.,,.,,442384000.0,365993000.0,0.64067936,3267.9,5134.8,2929.0,338.9,2864.3,698.0,2603.0,3301.0,0.16,1,4,2,2,1,20346,5.1,0.1777872,0.1057652,31820,0.0732498,1220695,11.11,295.0,219.0,846.0,94.0,1.0,0,1,2,0,0,0,42,21,1,1.45,797.0,442.0,766439,664804,670312,90866,12303,13271,65292,2929.0,295.0,219.0,846.0,94.0,4247.0503,427.75,317.55002,1226.7001,136.3,29501.701,641456830.0,530689860.0,46139.0,3301.0,2603.0,4786.45,3774.35,347.9207,35.04151,26.01387,100.491936,11.165771,2416.7954,52548492.0,3779.732,1007.86847,1087.1676,5348.7563,0.1439595,392.1086,309.1968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Nevada,Nevada1991,32,13,0,0,0,0,0,.,,.,,.,,543636000.0,424798000.0,0.64067936,3552.71,5439.1,3436.0,116.71,3114.2,749.0,3339.0,4088.0,0.16,1,4,2,2,1,20761,6.3,0.1717289,0.1064242,33599,0.0618303,1296171,11.8,243.0,262.0,998.0,105.0,1.0,1,0,2,0,0,0,42,21,1,1.39,882.0,544.0,778619,670486,677965,96160,12335,13460,70365,3436.0,243.0,262.0,998.0,105.0,4776.04,337.77,364.18,1387.22,145.95,28857.79,755654000.0,590469200.0,46702.61,4088.0,3339.0,5682.32,4641.21,368.473,26.059061,28.096601,107.02446,11.260088,2226.3875,58298944.0,3603.121,951.6491,1038.4432,5428.6816,0.16550264,438.39276,358.0708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Nevada,Nevada1992,32,14,0,0,0,0,0,.,,.,,.,,668973000.0,523759000.0,0.5449712,3806.75,5739,3825.931,-19.181,3226.8,755.0,3779.0,4534.0,0.16,1,4,2,2,1,22084,6.9,0.1715123,0.1085671,36503,0.0425839,1351367,12.3,295.087,449.175,1113.095,105.954,1.0,1,0,2,0,0,0,42,21,1,1.35,876.0,669.0,785607,679649,681386,99812,12917,12573,74322,3825.931,295.087,449.175,1113.095,105.954,5165.007,398.36746,606.3862,1502.6782,143.0379,29813.4,903113540.0,707074700.0,49279.05,4534.0,3779.0,6120.9,5101.65,382.2061,29.478851,44.872063,111.1969,10.584682,2206.166,66829628.0,3646.6074,955.8469,930.39124,5499.764,0.17324448,452.94135,377.51773,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Nevada,Nevada1993,32,15,0,0,0,0,0,.,,.,,.,,766813000.0,595531000.0,0.5449712,4473.98,5972.7,4050.542,423.438,3434.9,806.473,3157.07,3963.543,0.16,1,4,2,2,1,22777,6.8,0.1736319,0.1107365,40038,0.044287,1411215,12.85,302.19,512.777,1164.708,109.527,1.0,1,0,2,0,0,0,42,21,1,1.31,983.0,767.0,828586,713292,721863,101699,13109,11771,76819,4050.542,302.19,512.777,1164.708,109.527,5306.21,395.8689,671.7378,1525.7675,143.48036,29837.87,1004525000.0,780145600.0,52449.777,3963.543,3157.070068359375,5192.241,4135.7617,376.00296,28.051636,47.59996,108.117294,10.167151,2114.339,71181570.0,3716.6396,928.9159,834.10394,5443.4653,0.17783475,367.927,293.0639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Nevada,Nevada1994,32,16,0,0,0,0,0,.,,.,,.,,796770000.0,674538000.0,0.5449712,4766.68,6553.4,4202.574,564.106,3716.9,923.579,3014.034,3937.613,0.16,1,4,2,2,1,23772,6.1,0.1745023,0.1105951,44855,0.0624164,1499298,13.65,399.142,563.418,1240.035,115.724,1.0,1,0,2,0,0,0,42,21,1,1.27,206.0,797.0,909051,781888,798134,105768,13280,12334,80154,4202.574,399.142,563.418,1240.035,115.724,5337.269,506.91034,715.5409,1574.8445,146.96948,30190.44,1011897860.0,856663230.0,56965.848,3937.613,3014.033935546875,5000.7686,3827.823,355.98453,33.809845,47.725063,105.03879,9.802553,2013.6383,67491440.0,3799.5015,885.74786,822.6517,5346.102,0.17678672,333.54068,255.30768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Nevada,Nevada1995,32,17,0,0,0,0,0,.,,.,,.,,882024000.0,736337000.0,0.5449712,5477.93,6945.5,4581.276,896.654,3924.9,1006.699,3091.972,4098.671,0.16,1,4,2,2,1,24817,5.6,0.1751068,0.1103113,48974,0.054879,1581578,14.4,415.358,611.187,1351.431,127.565,1.0,1,0,2,0,0,0,42,21,1,1.24,269.0,882.0,963957,829506,850393,109008,13522,11821,83665,4581.276,415.358,611.187,1351.431,127.565,5680.782,515.04395,757.8719,1675.7745,158.1806,30773.08,1093709800.0,913057860.0,60727.76,4098.671,3091.971923828125,5082.352,3834.0452,359.18445,32.565193,47.918716,105.95586,10.001442,1945.7201,69153070.0,3839.6943,854.9689,747.4181,5289.9697,0.18460232,321.34692,242.41898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Nevada,Nevada1996,32,18,0,0,0,0,0,AA,23.0,Aa,23.0,(I),0.0,876438000.0,763956000.0,0.48794302,6003.48,7439.6,4831.342,1172.138,4181.4,1103.666,3276.587,4380.253,0.161,1,4,2,2,1,26085,5.2,0.1768034,0.1102597,54085,0.0535807,1666320,15.17,399.888,653.102,1538.772,140.219,1.0,1,0,2,0,0,1,42,21,1,1.2,277.0,876.0,1035389,887117,917201,113208,13396,11872,87940,4831.342,399.888,653.102,1538.772,140.219,5797.6104,479.86563,783.7224,1846.5265,168.2628,31302.002,1051725630.0,916747260.0,64902.004,4380.253,3276.5869140625,5256.3037,3931.9045,347.929,28.797928,47.033127,110.81464,10.097869,1878.5109,63116668.0,3894.9304,803.92725,712.4682,5277.4976,0.18521532,315.44385,235.96335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Nevada,Nevada1997,32,19,1,0,0,0,0,(I),0.0,(I),0.0,(I),0.0,983247000.0,780154000.0,0.48794302,6504.74,7917.167,5129.625,1375.115,4492.4,1260.599,3941.602,5202.201,0.161,1,4,2,2,1,26862,4.5,0.1771284,0.1086348,59917,0.0586826,1764104,16.06,369.988,653.902,1677.034,156.157,1.0,1,0,2,0,0,1,42,21,1,1.18,335.0,983.0,1101531,936004,977684,118347,13692,11559,93096,5129.625,369.988,653.902,1677.034,156.157,6052.957,436.58582,771.6043,1978.9001,184.26524,31697.158,1160231400.0,920581700.0,70702.055,5202.201,3941.60205078125,6138.5967,4651.0903,343.11792,24.748304,43.739162,112.175934,10.44526,1796.7852,65768880.0,4007.8167,776.1447,655.23346,5277.2397,0.19096214,347.9725,263.6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Nevada,Nevada1998,32,20,1,0,0,0,0,AA,23.0,Aa2,23.0,(I),0.0,1044890000.0,855933000.0,0.48794302,7319.97,8015.625,5397.584,1922.386,4575.6,1243.691,4738.474,5982.165,0.161,1,4,2,2,1,28260,4.4,0.1783869,0.1077261,63635,0.0504999,1853191,16.87,389.074,723.363,1835.05,174.976,1.0,1,0,2,0,0,1,42,21,1,1.16,1026.0,1026.0,1145195,971929,1016224,123581,14128,11463,97990,5397.584,389.074,723.363,1835.05,174.976,6261.1973,451.32584,839.101,2128.658,202.97215,32781.598,1212072300.0,992882240.0,73816.6,5982.165,4738.47412109375,6939.311,5496.63,337.86032,24.353983,45.278713,114.86446,10.952576,1768.9271,65404610.0,3983.216,762.3607,618.5547,5287.636,0.1909973,374.45203,296.60352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Nevada,Nevada1999,32,21,1,0,0,0,0,AA,23.0,Aa2,23.0,AA,17.0,1194361000.0,932731000.0,0.48794302,7572.93,8304.462,6103.167,1469.763,4623.9,1431.097,4959.043,6390.14,0.161,1,4,2,2,1,29184,4.3,0.1801255,0.1072053,68841,0.0439928,1934718,17.62,482.346,788.181,2051.345,185.434,0.0,1,0,2,0,0,1,42,21,1,1.13,1191.0,1191.0,1214619,1030393,1082292,126908,14300,11363,101245,6103.167,482.346,788.181,2051.345,185.434,6896.5786,545.05096,890.64453,2318.0198,209.54042,32977.918,1349627900.0,1053986050.0,77790.33,6390.14,4959.04296875,7220.8584,5603.7188,356.4643,28.172113,46.03485,119.81177,10.830541,1704.5336,69758376.0,4020.758,739.1258,587.32074,5233.0625,0.20912717,373.22537,289.64008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Nevada,Nevada2000,32,22,1,0,0,0,0,AA,23.0,Aa2,23.0,AA,17.0,1244481000.0,998442000.0,0.5063306,7285.08,9020.506,6047.267,1237.813,4973,1711.133,5033.743,6744.876,0.161,1,4,2,2,1,30433,4.5,0.1828546,0.109724,73719,0.0432818,2018456,18.38,583.135,822.097,2137.608,202.887,0.0,1,0,2,0,0,1,42,21,1,1.1,1244.0,1244.0,1267999,1072019,1131913,130585,15140,11615,103830,6047.267,583.135,822.097,2137.608,202.887,6651.994,641.44855,904.3067,2351.3687,223.1757,33476.3,1368929200.0,1098286200.0,81090.9,6744.876,5033.7431640625,7419.364,5537.1177,329.55853,31.77917,44.801903,116.49343,11.056753,1658.5103,67820610.0,4017.4717,750.0783,575.4398,5144.031,0.19870757,367.5762,274.32443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Nevada,Nevada2001,32,23,1,0,0,0,0,AA,23.0,Aa2,23.0,AA+,18.0,1414231000.0,1097079000.0,0.5063306,6643.9,,6747.035,-103.135,,,,,0.161,1,4,2,2,1,30719,5.3,0.1832204,0.1103277,77291,0.0383283,2095820,19.08,620.179,844.518,2333.818,263.529,0.0,1,0,2,0,0,1,42,21,1,1.07,1414.0,1414.0,1288792,1092292,1147539,135741,14704,12190,108847,6747.035,620.179,844.518,2333.818,263.529,7219.328,663.59155,903.63434,2497.1855,281.97604,32869.332,1513227300.0,1173874600.0,82701.375,11124.285000000149,4982.735595703125,11902.985,5331.5273,344.46317,31.66262,43.116028,119.150764,13.454211,1568.328,72202160.0,3946.0151,701.587,581.6339,5193.528,0.2196372,567.9393,254.38861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Nevada,Nevada2002,32,24,1,0,0,0,0,AA,23.0,Aa2,23.0,AA+,18.0,1646480000.0,1280691000.0,0.5063306,6888.16,11417.176,7348.095,-459.935,6432.564,10571.966,4931.728,15503.694,0.161,1,4,2,2,1,30739,5.7,0.1833444,0.1109731,81274,0.0350135,2169202,19.75,568.128,1040.294,2523.22,317.814,0.0,1,0,2,0,0,1,42,21,1,1.05,1646.0,1646.0,1303589,1095078,1157433,141170,15449,12772,112949,7348.095,568.128,1040.294,2523.22,317.814,7715.4995,596.53436,1092.3086,2649.3809,333.70468,32275.95,1728804000.0,1344725500.0,85337.695,15503.694,4931.72802734375,16278.878,5178.314,355.68378,27.500175,50.35532,122.1362,15.383753,1487.9181,79697700.0,3934.0593,712.1974,588.78796,5206.938,0.23904796,750.45465,238.71977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Nevada,Nevada2003,32,25,1,0,0,0,0,AA,23.0,Aa2,23.0,AA+,18.0,1911493000.0,1443711000.0,0.5063306,8351.34,,7816.481,534.859,,,,,0.138,1,4,2,2,1,31802,5.2,0.1826135,0.1121347,87828,0.0331574,2241127,20.41,705.996,1190.018,2666.071,327.113,0.0,1,0,2,0,0,1,42,21,1,1.03,1911.0,1911.0,1363363,1134441,1211767,146237,16854,13527,115856,7816.481,705.996,1190.018,2666.071,327.113,8050.975,727.17584,1225.7185,2746.053,336.9264,32756.059,1968837800.0,1487022300.0,90462.836,16721.003500000574,5161.4619140625,17222.633,5316.3057,359.2378,32.446884,54.69206,122.53001,15.0337925,1461.5886,87850344.0,4036.4885,752.03235,603.58026,5169.542,0.24578585,768.4809,237.21573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
