province,countyid,community,gender,born_year,level_edu,year_edu,han,party,year_party,urban,inter_income,out_income,elder_brother,elder_sister,young_brother,young_sister,total_income,edu_father,party_father,urban_father,dum_job_father,attr_job_father,edu_mother,party_mother,dum_job_mother,year_nojob_mother,attr_job_mother,sib_brother,sib_sister,sib,non_father,job_father,non_mother,job_mother,period
辽宁省,210681,483.0,女,1938,没有上过学,,汉,群众,,4,不适用,不适用,0,0,1,1,5000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,483.0,女,1951,初中,9.0,汉,党员,1974.0,4,8500,0,1,0,2,3,8500,高中或职高,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,全职就业,,事业,3.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0
辽宁省,210681,483.0,男,1967,高中或职高,9.0,汉,群众,,4,7000,0,1,0,0,0,20000,本科,党员,,全职就业,事业,初中,党员,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,210681,483.0,男,1971,高中或职高,9.0,汉,群众,,4,12000,0,0,0,0,1,12000,初中,群众,0.0,全业务农,,小学,群众,全业务农,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,55.0,男,1970,小学,6.0,汉,群众,,6,10000,2000,0,3,0,0,15000,小学,群众,0.0,全职就业,事业,小学,群众,从未工作过,,,0.0,3.0,3.0,0.0,1.0,0.0,,1.0
辽宁省,210681,55.0,男,1975,本科,16.0,汉,党员,2003.0,4,20000,0,0,0,0,0,35000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,55.0,女,1962,高中或职高,9.0,汉,群众,,4,18000,0,1,2,1,1,40000,高中或职高,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,2.0,3.0,5.0,0.0,1.0,0.0,,0.0
辽宁省,210681,55.0,女,1925,高中或职高,12.0,汉,群众,,4,15600,0,0,0,0,1,15600,没有上过学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,0.0,1.0,1.0,0.0,1.0,0.0,,0.0
辽宁省,210681,55.0,女,1955,初中,9.0,其他,群众,,4,7000,0,0,0,1,3,20000,初中,党员,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0
辽宁省,210681,55.0,男,1968,本科,15.0,汉,党员,1994.0,4,20000,0,1,1,0,0,40000,初中,群众,0.0,全职就业,事业,初中,群众,从未工作过,,,1.0,1.0,2.0,0.0,1.0,0.0,,1.0
辽宁省,210681,55.0,男,1932,初中,9.0,汉,群众,,4,9600,0,1,0,1,1,24000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,55.0,男,1974,高中或职高,12.0,汉,群众,,4,20000,0,1,2,1,0,30000,高中或职高,党员,直辖市城区户口,全职就业,事业,小学,群众,全职就业,,事业,2.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0
辽宁省,210681,55.0,女,1948,小学,7.0,其他,党员,1970.0,6,40000,0,0,0,2,2,50000,小学,党员,0.0,全业务农,,没有上过学,群众,从未工作过,,,2.0,2.0,4.0,0.0,0.0,0.0,,0.0
辽宁省,210681,55.0,女,1939,高中或职高,9.0,汉,党员,1972.0,4,16000,0,1,1,0,2,50000,,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,448.0,女,1949,小学,3.0,汉,群众,,6,1600,0,1,3,1,0,2600,没有上过学,群众,0.0,已去世,,没有上过学,群众,全业务农,,,2.0,3.0,5.0,1.0,,0.0,0.0,0.0
辽宁省,210681,448.0,女,1929,小学,6.0,其他,群众,,5,6000,0,0,0,3,0,18000,小学,群众,直辖市城区户口,全业务农,,没有上过学,群众,从未工作过,,,3.0,0.0,3.0,0.0,0.0,0.0,,0.0
辽宁省,210681,448.0,女,1973,初中,9.0,汉,群众,,5,10000,0,2,1,0,0,20000,没有上过学,党员,直辖市城区户口,全职就业,事业,小学,群众,从未工作过,,,2.0,1.0,3.0,0.0,1.0,0.0,,1.0
辽宁省,210681,448.0,男,1942,小学,6.0,汉,群众,,5,8000,0,2,2,1,2,20000,小学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,3.0,4.0,7.0,0.0,1.0,0.0,,0.0
辽宁省,210681,448.0,男,1948,小学,6.0,汉,群众,,6,6000,0,1,3,1,1,6000,小学,群众,0.0,全业务农,,没有上过学,群众,已去世,,,2.0,4.0,6.0,0.0,0.0,1.0,,0.0
辽宁省,210681,448.0,女,1959,初中,9.0,汉,群众,,6,不适用,不适用,1,1,1,2,20000,小学,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,全业务农,,,2.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0
辽宁省,210681,448.0,女,1948,没有上过学,,其他,群众,,6,0,0,0,2,1,0,15000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,448.0,男,1946,没有上过学,,汉,群众,,6,3000,0,4,0,1,0,5000,小学,群众,0.0,全业务农,,没有上过学,群众,已去世,,,5.0,0.0,5.0,0.0,0.0,1.0,,0.0
辽宁省,210681,448.0,女,1953,小学,6.0,汉,群众,,6,不适用,0,1,0,2,1,35000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,448.0,男,1944,初中,9.0,汉,群众,,5,5000,0,2,0,2,2,5000,没有上过学,群众,直辖市城区户口,全业务农,,没有上过学,群众,全业务农,,,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,554.0,女,1961,初中,8.0,汉,群众,,6,不适用,0,1,4,1,1,10000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,554.0,女,1961,小学,5.0,汉,群众,,6,2000,0,0,4,2,1,20000,初中,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,554.0,男,1947,初中,9.0,汉,群众,,6,10000,0,0,0,2,3,30000,小学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,554.0,男,1970,初中,9.0,汉,群众,,6,10000,0,1,2,0,0,17000,小学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,554.0,男,1970,小学,7.0,汉,群众,,6,10000,0,0,0,1,0,14000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,554.0,男,1988,初中,9.0,汉,群众,,6,20000,0,0,1,0,0,60000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,554.0,女,1967,小学,5.0,汉,群众,,6,5000,0,1,1,0,0,10000,没有上过学,群众,0.0,已去世,,没有上过学,群众,全业务农,,,1.0,1.0,2.0,1.0,,0.0,0.0,1.0
辽宁省,210681,554.0,女,1958,小学,2.0,汉,群众,,6,500,0,2,3,1,1,26000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,554.0,女,1972,小学,6.0,汉,群众,,6,2000,0,0,0,2,1,15000,小学,群众,0.0,全业务农,,小学,群众,其他,,,2.0,1.0,3.0,0.0,0.0,0.0,,1.0
辽宁省,210681,554.0,女,1956,小学,3.0,其他,群众,,6,2000,0,1,3,3,1,4000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,从未工作过,,,4.0,4.0,8.0,0.0,0.0,0.0,,0.0
辽宁省,210681,418.0,男,1965,小学,6.0,汉,群众,,6,8000,0,1,0,1,0,10000,小学,群众,直辖市城区户口,全业务农,,,群众,从未工作过,,,2.0,0.0,2.0,0.0,0.0,0.0,,1.0
辽宁省,210681,418.0,女,1965,初中,9.0,其他,群众,,6,7000,0,2,3,0,1,10000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,2.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,418.0,男,1959,初中,9.0,汉,群众,,6,3000,0,0,0,2,2,14000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,418.0,男,1971,小学,5.0,汉,群众,,6,5000,0,2,0,0,1,5000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,418.0,女,1946,没有上过学,,汉,群众,,6,3000,6000,1,0,2,2,9000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,418.0,女,1973,小学,6.0,汉,群众,,6,不适用,0,0,1,0,0,14000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,418.0,女,1972,初中,9.0,汉,群众,,6,15000,0,0,0,1,0,30000,初中,群众,直辖市城区户口,全职就业,事业,小学,群众,全业务农,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
辽宁省,210681,418.0,男,1955,初中,9.0,汉,群众,,6,1000,0,3,1,0,0,5000,小学,群众,直辖市城区户口,全业务农,,小学,群众,全业务农,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,418.0,男,1939,小学,6.0,汉,群众,,6,1000,0,0,1,0,1,2000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,418.0,男,1950,小学,3.0,汉,群众,,6,10000,0,0,1,1,1,20000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,495.0,男,1937,高中或职高,12.0,汉,群众,,5,9600,不适用,0,0,2,1,11000,小学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,495.0,女,1954,小学,5.0,其他,群众,,6,3000,不适用,2,0,0,0,3000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,495.0,女,1956,小学,4.0,其他,群众,,6,5000,不适用,0,0,7,3,20000,小学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,495.0,男,1954,初中,9.0,汉,党员,1975.0,6,12000,不适用,0,1,1,2,30000,小学,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,1.0,3.0,4.0,0.0,1.0,0.0,,0.0
辽宁省,210681,495.0,男,1963,初中,8.0,汉,群众,,6,2000,不适用,0,2,1,1,4000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,495.0,男,1960,初中,9.0,其他,群众,,6,6000,不适用,1,2,0,2,10000,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
辽宁省,210681,495.0,男,1952,小学,5.0,汉,群众,,6,10000,不适用,1,1,1,0,20000,小学,群众,0.0,全业务农,,小学,群众,已去世,,,2.0,1.0,3.0,0.0,0.0,1.0,,0.0
辽宁省,210681,495.0,男,1951,小学,6.0,汉,群众,,6,6000,不适用,2,0,0,0,8000,小学,群众,0.0,全业务农,,没有上过学,群众,已去世,,,2.0,0.0,2.0,0.0,0.0,1.0,,0.0
辽宁省,210681,495.0,男,1977,初中,9.0,汉,群众,,6,4000,不适用,0,1,0,0,40000,小学,群众,0.0,全业务农,,初中,群众,全业务农,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,210681,495.0,男,1965,初中,9.0,汉,群众,,6,7000,不适用,0,0,0,2,15000,小学,群众,0.0,全业务农,,初中,群众,全业务农,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,519.0,女,1988,高中或职高,12.0,汉,群众,,3,14400,0,0,0,1,0,60000,初中,群众,直辖市城区户口,全职就业,私企,初中,群众,全职就业,,私企,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,519.0,男,1957,初中,11.0,汉,群众,,3,1200,0,3,2,0,0,1200,没有上过学,群众,直辖市城区户口,全职就业,,没有上过学,群众,从未工作过,,,3.0,2.0,5.0,0.0,1.0,0.0,,0.0
辽宁省,211202,519.0,女,1983,专科,12.0,汉,群众,,3,24000,0,0,0,0,0,50000,初中,党员,直辖市城区户口,全职就业,事业,初中,群众,从未工作过,,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
辽宁省,211202,519.0,男,1990,高中或职高,12.0,汉,群众,,3,不适用,不适用,0,0,0,0,40000,初中,群众,直辖市城区户口,全职就业,私企,初中,群众,全职就业,,私企,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,519.0,女,1976,初中,9.0,其他,群众,,6,10000,0,0,1,1,0,20000,初中,群众,0.0,全职就业,私企,小学,群众,在自家开办的生意中帮忙,,私企,1.0,1.0,2.0,0.0,1.0,0.0,,1.0
辽宁省,211202,519.0,女,1953,小学,6.0,其他,群众,,3,0,0,0,2,0,0,拒绝回答,,群众,0.0,已去世,,,群众,已去世,,,0.0,2.0,2.0,1.0,,1.0,,0.0
辽宁省,211202,519.0,女,1982,初中,9.0,汉,群众,,6,不适用,不适用,0,0,0,1,10000,高中或职高,群众,0.0,临时性就业(无合同、非稳定的工作),,初中,群众,全业务农,,,0.0,1.0,1.0,0.0,,0.0,0.0,1.0
辽宁省,211202,519.0,男,1976,高中或职高,13.0,汉,群众,,3,15000,0,2,1,0,0,27000,小学,群众,直辖市城区户口,已去世,,小学,群众,已去世,,,2.0,1.0,3.0,1.0,,1.0,,1.0
辽宁省,211202,519.0,女,1983,高中或职高,12.0,其他,群众,,6,20000,0,0,0,1,1,50000,初中,群众,0.0,全业务农,,高中或职高,群众,全业务农,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,519.0,女,1990,初中,12.0,汉,群众,,3,不适用,不适用,0,0,0,0,40000,初中,群众,直辖市城区户口,全职就业,私企,初中,群众,在自家开办的生意中帮忙,,私企,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
辽宁省,211202,422.0,男,1949,高中或职高,12.0,其他,群众,,3,6000,不适用,0,1,2,0,17000,,群众,直辖市城区户口,全职就业,事业,,群众,全职就业,,事业,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0
辽宁省,211202,422.0,女,1944,初中,9.0,汉,群众,,3,7200,不适用,2,0,1,1,16000,高中或职高,群众,直辖市城区户口,全职就业,事业,小学,群众,从未工作过,,,3.0,1.0,4.0,0.0,1.0,0.0,,0.0
辽宁省,211202,422.0,女,1958,初中,9.0,其他,群众,,3,8000,不适用,1,0,0,1,15000,没有上过学,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,全职就业,,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
辽宁省,211202,422.0,女,1986,高中或职高,12.0,汉,群众,,3,10000,拒绝回答,0,0,0,1,10000,小学,群众,直辖市城区户口,全职就业,私企,初中,群众,全职就业,,私企,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,422.0,男,1960,初中,9.0,汉,群众,,6,20000,不适用,1,0,2,1,30000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
辽宁省,211202,422.0,男,1984,本科,16.0,其他,群众,,城市,不适用,不适用,0,0,0,0,45000,初中,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,422.0,女,1974,高中或职高,12.0,汉,群众,,3,6000,不适用,0,0,1,0,30000,初中,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,422.0,女,1983,高中或职高,12.0,汉,群众,,3,不适用,不适用,1,0,0,1,300000,专科,党员,直辖市城区户口,全职就业,事业,专科,党员,全职就业,,事业,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,422.0,女,1989,本科,13.0,汉,群众,,3,不适用,不适用,0,0,0,0,20000,高中或职高,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,422.0,女,1987,高中或职高,10.0,汉,群众,,6,20000,不适用,0,0,1,0,40000,初中,群众,0.0,全业务农,,初中,群众,全业务农,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,289.0,男,1967,初中,9.0,汉,群众,,3,25000,0,1,1,0,0,50000,小学,群众,直辖市城区户口,全职就业,事业,小学,群众,已去世,,,1.0,1.0,2.0,0.0,1.0,1.0,,1.0
辽宁省,211202,289.0,男,1965,初中,9.0,汉,群众,,3,30000,0,1,1,0,1,30000,小学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,1.0,2.0,3.0,0.0,1.0,0.0,,1.0
辽宁省,211202,289.0,男,1962,初中,9.0,汉,群众,,3,20000,0,0,4,1,2,40000,小学,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,已去世,,,1.0,6.0,7.0,0.0,1.0,1.0,,0.0
辽宁省,211202,289.0,男,1990,高中或职高,12.0,汉,群众,,3,不适用,不适用,0,0,0,0,40000,初中,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,私企,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,289.0,女,1949,高中或职高,13.0,其他,党员,1973.0,3,24000,24000,0,0,0,2,60000,小学,群众,0.0,已去世,,没有上过学,群众,从未工作过,,,0.0,2.0,2.0,1.0,,0.0,,0.0
辽宁省,211202,289.0,男,1985,初中,9.0,汉,群众,,3,12000,0,0,0,0,0,12000,初中,群众,直辖市城区户口,全职就业,私企,初中,群众,全职就业,,私企,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,289.0,女,1954,高中或职高,12.0,汉,党员,1982.0,3,10000,0,0,1,0,2,70000,小学,党员,直辖市城区户口,全职就业,事业,小学,群众,从未工作过,,,0.0,3.0,3.0,0.0,1.0,0.0,,0.0
辽宁省,211202,289.0,女,1958,专科,15.0,汉,党员,1982.0,3,25000,0,1,2,0,1,50000,小学,党员,直辖市城区户口,全职就业,事业,没有上过学,群众,已去世,,,1.0,3.0,4.0,0.0,1.0,1.0,,0.0
辽宁省,211202,289.0,男,1990,初中,9.0,汉,群众,,2,6000,0,0,0,0,0,不知道,,群众,直辖市城区户口,全职就业,私企,初中,群众,全职就业,,私企,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,289.0,男,1971,本科,17.0,汉,群众,,3,15000,0,0,1,0,1,30000,本科,党员,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,141.0,男,1977,高中或职高,12.0,汉,群众,,3,20000,0,0,0,1,0,45000,小学,群众,直辖市城区户口,全职就业,事业,高中或职高,党员,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,141.0,女,1970,初中,11.0,汉,群众,,3,不适用,0,0,0,1,0,20000,小学,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,141.0,女,1988,高中或职高,12.0,汉,群众,,6,12000,0,0,1,0,0,40000,专科,党员,0.0,全职就业,事业,初中,群众,全业务农,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
辽宁省,211202,141.0,女,1951,小学,5.0,汉,群众,,3,不适用,3600,1,1,1,1,3600,没有上过学,群众,0.0,全业务农,,没有上过学,群众,全业务农,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
辽宁省,211202,141.0,女,1967,专科,17.0,汉,群众,,3,20000,0,1,2,0,1,50000,专科,党员,直辖市城区户口,已去世,,高中或职高,群众,全职就业,,事业,1.0,3.0,4.0,1.0,,0.0,1.0,1.0
辽宁省,211202,141.0,男,1963,初中,9.0,汉,群众,,3,12000,0,0,0,1,2,18000,高中或职高,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,私企,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,141.0,女,1969,小学,6.0,汉,群众,,3,7000,0,0,0,2,0,7000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,141.0,女,1964,高中或职高,11.0,其他,群众,,3,6000,0,0,2,1,1,13000,,党员,直辖市城区户口,全职就业,事业,,群众,已去世,,,1.0,3.0,4.0,0.0,1.0,1.0,,1.0
辽宁省,211202,141.0,男,1973,初中,9.0,其他,群众,,3,80000,0,0,1,0,0,80000,初中,群众,0.0,全业务农,,小学,群众,全业务农,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,141.0,男,1965,专科,14.0,汉,党员,1995.0,3,30000,0,2,0,0,0,50000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,428.0,女,1969,本科,16.0,汉,群众,,3,20000,0,0,0,0,1,50000,高中或职高,党员,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,428.0,男,1985,本科,15.0,汉,群众,,3,不适用,不适用,0,0,0,0,50000,高中或职高,群众,直辖市城区户口,全职就业,私企,初中,群众,全职就业,,私企,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,428.0,女,1946,高中或职高,12.0,汉,党员,1974.0,3,24000,0,0,1,3,0,48000,小学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,3.0,1.0,4.0,0.0,1.0,0.0,,0.0
辽宁省,211202,428.0,女,1962,高中或职高,14.0,汉,党员,1996.0,3,20000,0,1,1,0,1,40000,没有上过学,,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,1.0,2.0,3.0,0.0,1.0,0.0,,0.0
辽宁省,211202,428.0,男,1956,小学,6.0,其他,群众,,6,7000,0,1,1,0,1,14000,小学,群众,0.0,全业务农,,没有上过学,群众,从未工作过,,,1.0,2.0,3.0,0.0,0.0,0.0,,0.0
辽宁省,211202,428.0,男,1965,本科,16.0,汉,群众,,3,28000,0,0,0,1,0,48000,小学,党员,0.0,全业务农,,小学,群众,全业务农,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,428.0,男,1985,本科,16.0,汉,群众,,3,不适用,不适用,0,0,0,0,50000,专科,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,428.0,男,1973,高中或职高,12.0,汉,党员,2002.0,3,17000,0,0,0,1,0,28000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211202,428.0,女,1956,专科,14.0,汉,党员,1988.0,3,16000,0,0,0,0,2,65000,本科,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0
辽宁省,211202,428.0,女,1990,,11.0,汉,群众,,3,不适用,不适用,0,0,0,0,不知道,高中或职高,群众,直辖市城区户口,全职就业,私企,高中或职高,群众,全职就业,,事业,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,33.0,女,1957,初中,9.0,汉,群众,,3,9600,0,1,1,0,1,20000,,群众,直辖市城区户口,全职就业,事业,小学,群众,从未工作过,,,1.0,2.0,3.0,0.0,1.0,0.0,,0.0
辽宁省,211202,33.0,女,1957,初中,9.0,汉,群众,,3,9800,0,0,0,2,1,20000,小学,群众,直辖市城区户口,全职就业,事业,小学,群众,全职就业,,事业,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0
辽宁省,211202,33.0,男,1978,高中或职高,12.0,其他,群众,,3,80000,0,0,0,0,1,110000,高中或职高,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,私企,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,33.0,男,1968,高中或职高,13.0,汉,群众,,3,10000,0,0,5,0,0,40000,没有上过学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,0.0,5.0,5.0,0.0,1.0,0.0,,1.0
辽宁省,211202,33.0,男,1944,本科,17.0,汉,党员,1985.0,3,10000,0,1,0,0,0,22000,没有上过学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,已去世,,,1.0,0.0,1.0,0.0,1.0,1.0,,0.0
辽宁省,211202,33.0,男,1947,高中或职高,7.0,其他,群众,,3,5000,0,0,1,4,2,5000,,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,4.0,3.0,7.0,0.0,1.0,0.0,,0.0
辽宁省,211202,33.0,女,1969,高中或职高,12.0,汉,群众,,3,5000,0,1,0,0,0,10000,初中,群众,直辖市城区户口,全职就业,事业,高中或职高,群众,全职就业,,事业,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211202,33.0,女,1950,高中或职高,12.0,汉,党员,1978.0,3,20000,0,0,0,2,1,30000,初中,群众,直辖市城区户口,全职就业,事业,专科,群众,全职就业,,事业,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0
辽宁省,211202,33.0,女,1959,小学,6.0,汉,群众,,3,不适用,不适用,0,1,0,1,8000,小学,群众,直辖市城区户口,全职就业,事业,没有上过学,群众,从未工作过,,,0.0,2.0,2.0,0.0,1.0,0.0,,0.0
辽宁省,211202,33.0,女,1968,本科,18.0,汉,群众,,3,30000,0,0,0,0,2,30000,,群众,直辖市城区户口,全职就业,事业,初中,群众,全职就业,,事业,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0
辽宁省,211321,103.0,男,1972,高中或职高,12.0,汉,群众,,6,5000,0,2,1,0,0,10000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
辽宁省,211321,103.0,男,1963,初中,9.0,汉,群众,,6,6000,0,2,1,1,0,6000,小学,群众,0.0,全业务农,,小学,群众,全业务农,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
