state,year,office,dist,type,dem_share,dem_win,dem_share_next,dem_win_next,state_type2,gov_dem,st_dem
GA,1932,H,7.0,G,0.8518148,1.0,,1.0,D,1.0,1.0
GA,1932,H,8.0,G,0.9564324,1.0,,1.0,D,1.0,1.0
GA,1932,H,9.0,G,0.80707204,1.0,,1.0,D,1.0,1.0
GA,1932,H,10.0,G,1.0,1.0,,,D,1.0,1.0
GA,1932,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1932,PUB SRV C,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1932,S,2.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1932,S,3.0,G,0.9281834,1.0,,1.0,D,1.0,1.0
GA,1932,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1932,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1933,H,10.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,H,5.0,G,1.0,1.0,0.89402056,1.0,D,1.0,1.0
GA,1934,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,H,7.0,G,1.0,1.0,0.9263211,1.0,D,1.0,1.0
GA,1934,H,8.0,G,1.0,1.0,0.94926006,1.0,D,1.0,1.0
GA,1934,H,9.0,G,1.0,1.0,0.7536998,1.0,D,1.0,1.0
GA,1934,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,PUB SRV C,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1934,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,H,5.0,G,0.89402056,1.0,,1.0,D,1.0,1.0
GA,1936,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,H,7.0,G,0.9263211,1.0,,1.0,D,1.0,1.0
GA,1936,H,8.0,G,0.94926006,1.0,,1.0,D,1.0,1.0
GA,1936,H,9.0,G,0.7536998,1.0,,1.0,D,1.0,1.0
GA,1936,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,LT GOV,,G,1.0,1.0,,,D,1.0,1.0
GA,1936,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,PUB SRV C,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,PUB SRV C,3.0,G,1.0,1.0,,,D,1.0,1.0
GA,1936,S,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1936,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,7.0,G,1.0,1.0,0.86444217,1.0,D,1.0,1.0
GA,1938,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,H,9.0,G,1.0,1.0,0.8455433,1.0,D,1.0,1.0
GA,1938,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,PUB SRV C,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,S,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1938,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1939,H,4.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,7.0,G,0.86444217,1.0,,1.0,D,1.0,1.0
GA,1940,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,8.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,H,9.0,G,0.8455433,1.0,,1.0,D,1.0,1.0
GA,1940,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,PUB SRV C,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1940,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,7.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,PUB SRV C,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,S,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1942,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,7.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1944,PUB SRV C,,G,1.0,1.0,,,D,1.0,1.0
GA,1944,S,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,5.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,7.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,LT GOV,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,PUB SRV C,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,PUB SRV C,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1946,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,G,,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,7.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,LT GOV,,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,PUB SRV C,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1948,S,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,7.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,LT GOV,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,PUB SRV C,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,S,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1950,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,5.0,G,1.0,1.0,0.64383185,1.0,D,1.0,1.0
GA,1952,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,7.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,PUB SRV C,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1952,PUB SRV C,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1953,H,2.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,4.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,5.0,G,0.64383185,1.0,0.5920219,1.0,D,1.0,1.0
GA,1954,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,7.0,G,1.0,1.0,0.9973024,1.0,D,1.0,1.0
GA,1954,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,LT GOV,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,PUB SRV C,2.0,G,1.0,1.0,,,D,1.0,1.0
GA,1954,PUB SRV C,2.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,S,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1954,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,5.0,G,0.5920219,1.0,,1.0,D,1.0,1.0
GA,1956,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,7.0,G,0.9973024,1.0,0.9889819,1.0,D,1.0,1.0
GA,1956,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,PUB SRV C,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1956,S,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,G,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,7.0,G,1.0,1.0,0.74165446,1.0,D,1.0,1.0
GA,1958,H,7.0,S,0.9889819,1.0,,1.0,D,1.0,1.0
GA,1958,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,LT GOV,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,PUB SRV C,5.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,PUB SRV C,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1958,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,H,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,H,2.0,G,1.0,1.0,0.96279186,1.0,D,1.0,1.0
GA,1960,H,3.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,H,4.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,H,5.0,G,1.0,1.0,0.5555576,1.0,D,1.0,1.0
GA,1960,H,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,H,7.0,G,0.74165446,1.0,0.7240897,1.0,D,1.0,1.0
GA,1960,H,8.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,H,10.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,PUB SRV C,1.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,PUB SRV C,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1960,S,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,AGRIC,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,COMPTROLL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,G,,G,1.0,1.0,0.4983197,0.0,D,1.0,1.0
GA,1962,H,1.0,G,1.0,1.0,,,D,1.0,1.0
GA,1962,H,2.0,G,0.96279186,1.0,,,D,1.0,1.0
GA,1962,H,3.0,G,1.0,1.0,,,D,1.0,1.0
GA,1962,H,4.0,G,1.0,1.0,,,D,1.0,1.0
GA,1962,H,5.0,G,0.5555576,1.0,,,D,1.0,1.0
GA,1962,H,6.0,G,1.0,1.0,,,D,1.0,1.0
GA,1962,H,7.0,G,0.7240897,1.0,,,D,1.0,1.0
GA,1962,H,8.0,G,1.0,1.0,,,D,1.0,1.0
GA,1962,H,9.0,G,1.0,1.0,,,D,1.0,1.0
GA,1962,H,10.0,G,1.0,1.0,,,D,1.0,1.0
GA,1962,LT GOV,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,PUB SRV C,3.0,G,1.0,1.0,0.7435155,1.0,D,1.0,1.0
GA,1962,PUB SRV C,3.0,S,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,S,3.0,G,1.0,1.0,0.77511495,1.0,D,1.0,1.0
GA,1962,SEC STATE,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1962,TREASURER,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1964,H,1.0,G,1.0,1.0,0.58037424,1.0,D,1.0,1.0
GA,1964,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1964,H,3.0,G,0.42550266,0.0,0.6177143,1.0,D,1.0,1.0
GA,1964,H,4.0,G,0.56917834,1.0,0.4983657,0.0,D,1.0,1.0
GA,1964,H,5.0,G,0.54031664,1.0,0.3987133,0.0,D,1.0,1.0
GA,1964,H,6.0,G,1.0,1.0,0.6791152,1.0,D,1.0,1.0
GA,1964,H,7.0,G,0.5472443,1.0,0.64966285,1.0,D,1.0,1.0
GA,1964,H,8.0,G,1.0,1.0,0.7701353,1.0,D,1.0,1.0
GA,1964,H,9.0,G,0.60521096,1.0,,1.0,D,1.0,1.0
GA,1964,H,10.0,G,1.0,1.0,0.6571467,1.0,D,1.0,1.0
GA,1964,PUB SRV C,5.0,G,1.0,1.0,0.65208954,1.0,D,1.0,1.0
GA,1964,PUB SRV C,6.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1966,AGRIC,,G,1.0,1.0,0.7854184,1.0,D,1.0,1.0
GA,1966,ATTY GENL,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1966,COMPTROLL,,G,1.0,1.0,0.7991592,1.0,D,1.0,1.0
GA,1966,EDUCATION,,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1966,G,,G,0.4983197,0.0,0.5934741,1.0,D,1.0,1.0
GA,1966,H,1.0,G,0.58037424,1.0,0.68183863,1.0,D,1.0,1.0
GA,1966,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1966,H,3.0,G,0.6177143,1.0,,1.0,D,1.0,1.0
GA,1966,H,4.0,G,0.4983657,0.0,0.4247701,0.0,D,1.0,1.0
GA,1966,H,5.0,G,0.3987133,0.0,0.44357312,0.0,D,1.0,1.0
GA,1966,H,6.0,G,0.6791152,1.0,,1.0,D,1.0,1.0
GA,1966,H,7.0,G,0.64966285,1.0,,1.0,D,1.0,1.0
GA,1966,H,8.0,G,0.7701353,1.0,,1.0,D,1.0,1.0
GA,1966,H,9.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1966,H,10.0,G,0.6571467,1.0,,1.0,D,1.0,1.0
GA,1966,LT GOV,,G,1.0,1.0,0.73584855,1.0,D,1.0,1.0
GA,1966,PUB SRV C,1.0,G,1.0,1.0,0.61619663,1.0,D,1.0,1.0
GA,1966,PUB SRV C,9.0,G,1.0,1.0,,0.0,D,1.0,1.0
GA,1966,S,2.0,G,1.0,1.0,0.5276189,1.0,D,1.0,1.0
GA,1966,SEC STATE,,G,1.0,1.0,0.8116897,1.0,D,1.0,1.0
GA,1966,TREASURER,,G,1.0,1.0,0.66118455,1.0,D,1.0,1.0
GA,1968,H,1.0,G,0.68183863,1.0,,1.0,D,0.0,1.0
GA,1968,H,2.0,G,1.0,1.0,0.91776043,1.0,D,0.0,1.0
GA,1968,H,3.0,G,1.0,1.0,,1.0,D,0.0,1.0
GA,1968,H,4.0,G,0.4247701,0.0,0.34843194,0.0,D,0.0,1.0
GA,1968,H,5.0,G,0.44357312,0.0,0.42643902,0.0,D,0.0,1.0
GA,1968,H,6.0,G,1.0,1.0,,1.0,D,0.0,1.0
GA,1968,H,7.0,G,1.0,1.0,0.7250613,1.0,D,0.0,1.0
GA,1968,H,8.0,G,1.0,1.0,,1.0,D,0.0,1.0
GA,1968,H,9.0,G,1.0,1.0,0.71718156,1.0,D,0.0,1.0
GA,1968,H,10.0,G,1.0,1.0,,1.0,D,0.0,1.0
GA,1968,PUB SRV C,3.0,G,0.7435155,1.0,,1.0,D,0.0,1.0
GA,1968,S,3.0,G,0.77511495,1.0,0.7176228,1.0,D,0.0,1.0
GA,1970,AGRIC,,G,0.7854184,1.0,,1.0,D,0.0,1.0
GA,1970,ATTY GENL,,G,1.0,1.0,,1.0,D,0.0,1.0
GA,1970,COMPTROLL,,G,0.7991592,1.0,,1.0,D,0.0,1.0
GA,1970,EDUCATION,,G,1.0,1.0,,1.0,D,0.0,1.0
GA,1970,G,,G,0.5934741,1.0,0.6910823,1.0,D,0.0,1.0
GA,1970,H,1.0,G,1.0,1.0,,,D,0.0,1.0
GA,1970,H,2.0,G,0.91776043,1.0,,,D,0.0,1.0
GA,1970,H,3.0,G,1.0,1.0,,,D,0.0,1.0
GA,1970,H,4.0,G,0.34843194,0.0,,,D,0.0,1.0
GA,1970,H,5.0,G,0.42643902,0.0,,,D,0.0,1.0
GA,1970,H,6.0,G,1.0,1.0,,,D,0.0,1.0
GA,1970,H,7.0,G,0.7250613,1.0,,,D,0.0,1.0
GA,1970,H,8.0,G,1.0,1.0,,,D,0.0,1.0
GA,1970,H,9.0,G,0.71718156,1.0,,,D,0.0,1.0
GA,1970,H,10.0,G,1.0,1.0,,,D,0.0,1.0
GA,1970,LT GOV,,G,0.73584855,1.0,0.66196847,1.0,D,0.0,1.0
GA,1970,PUB SRV C,5.0,G,0.65208954,1.0,,1.0,D,0.0,1.0
GA,1970,PUB SRV C,6.0,G,1.0,1.0,,1.0,D,0.0,1.0
GA,1970,SEC STATE,,G,0.8116897,1.0,,1.0,D,0.0,1.0
GA,1970,TREASURER,,G,0.66118455,1.0,,,D,0.0,1.0
GA,1972,H,1.0,G,1.0,1.0,0.8610209,1.0,D,1.0,1.0
GA,1972,H,2.0,G,1.0,1.0,,1.0,D,1.0,1.0
GA,1972,H,3.0,G,1.0,1.0,0.87705976,1.0,D,1.0,1.0
GA,1972,H,4.0,G,0.24087103,0.0,0.5507905,1.0,D,1.0,1.0
GA,1972,H,5.0,G,0.5284902,1.0,0.71644,1.0,D,1.0,1.0
GA,1972,H,6.0,G,1.0,1.0,0.5145403,1.0,D,1.0,1.0
GA,1972,H,7.0,G,0.5827575,1.0,0.50284463,1.0,D,1.0,1.0
GA,1972,H,8.0,G,0.6238175,1.0,,1.0,D,1.0,1.0
GA,1972,H,9.0,G,1.0,1.0,0.74847025,1.0,D,1.0,1.0
GA,1972,H,10.0,G,1.0,1.0,0.68364227,1.0,D,1.0,1.0
GA,1972,PUB SRV C,1.0,G,0.61619663,1.0,,1.0,D,1.0,1.0
