dv_c_t1,dv_c_t2,dv_p_t2,t2_year,t1_atlargeormulticandidate,t1_openseat,t2_3rdpartyinc,t2_demfrinc,t2_incumbent_has_switched_prty,t2_is_midterm,t2_opend,t2_openr,t2_openseat,t2_redist,t2_repfrinc,t2_specialelectiontoeelect,t2_missingdexp,t2_missingrexp,t2_dexp,t2_rexp,t2_icf,south
-0.5,-0.0657,0.0248395,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,20.2,45.9861,0.658,1.0
1e-04,-0.0145,-0.0248282,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,83.2813,91.08930000000001,0.658,0.0
0.2294,0.1659,0.1319316,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,38.6646,3.2415999999999996,0.658,0.0
0.2076,0.051,-0.0483712,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,104.6769,39.6254,0.658,0.0
0.0457,0.0566,0.0462444,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,34.4786,28.124299999999998,0.658,0.0
0.1152,0.5,0.3603792,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,1,14.046100000000001,0.0,0.658,0.0
-0.0215,-0.1164,-0.0515137,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0,0,31.065800000000003,42.652499999999996,0.658,0.0
0.1818,0.0942,0.1082678,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,145.5455,8.3293,0.658,0.0
-0.0619,-0.1402,0.0271123,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,41.046499999999995,70.4674,0.658,0.0
-0.1323,-0.0679,0.0364711,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,129.2286,68.2166,0.658,0.0
0.2252,0.5,0.1441096,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,1,38.7059,0.0,0.658,0.0
0.1078,0.2567,0.0484267,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,35.9681,1.6103,0.658,0.0
-0.1057,0.0282,0.0317019,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,22.0995,86.59740000000001,0.658,0.0
0.1349,-0.1056,0.0065546,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,75.8453,59.403200000000005,0.658,1.0
-0.169,-0.1734,-0.0598263,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,61.5535,0.658,0.0
0.1979,-0.1922,0.0205617,1992,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,2.7832999999999997,57.653800000000004,0.658,0.0
-0.0066,-0.0465,0.0016257,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,43.1722,121.27650000000001,0.658,1.0
0.5,-0.0795,-0.1086618,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,13.8921,52.8818,0.658,0.0
-0.1697,0.1748,0.2274104,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,26.4755,16.6756,0.658,0.0
0.2136,-0.0559,0.0376069,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,32.6185,43.444900000000004,0.658,0.0
0.0807,0.1572,0.0453567,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,44.4259,1.2269999999999999,0.658,1.0
-0.5,-0.5,-0.1963348,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,1.0,1,0,0.0,48.1802,0.658,1.0
0.2771,0.3416,0.1606805,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,9.873999999999999,0.3488,0.658,0.0
-0.0916,-0.0377,-0.055186,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,31.2366,59.048,0.658,0.0
-0.1814,-0.2194,-0.0037303,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,14.9493,17.0749,0.658,0.0
-0.0819,-0.5,-0.144245,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,1,0,0.0,69.8964,0.658,1.0
0.0806,0.1122,0.0446119,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,100.1343,17.2946,0.658,0.0
-0.1551,-0.1706,-0.1204594,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,5.6902,56.1793,0.658,1.0
-0.1265,-0.1998,-0.1014276,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,6.484999999999999,60.165499999999994,0.658,0.0
-0.1589,-0.1433,-0.0712075,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,2.0518,10.027800000000001,0.658,0.0
0.2302,0.137,0.1713765,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,35.3973,22.2086,0.658,1.0
-0.2124,-0.189,-0.1486159,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,3.9836,36.013600000000004,0.658,1.0
-0.1009,-0.1069,0.0054319,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,43.0833,0.658,0.0
-0.5,-0.5,-0.0936333,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,1,0,0.0,55.6385,0.658,0.0
0.0454,0.2521,0.1587358,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,51.395799999999994,7.7509,0.658,0.0
0.2265,0.093,0.1545363,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0,0,27.5705,25.8394,0.658,1.0
-0.0099,-0.0979,-0.0948346,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,41.9878,76.482,0.658,1.0
0.5,0.2888,0.2237103,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0,0,46.1749,0.5389999999999999,0.658,0.0
0.2292,0.1931,0.2115752,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,58.5831,1.6781,0.658,0.0
0.0913,0.0192,-0.0546485,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,61.75940000000001,44.6334,0.658,0.0
-0.1207,-0.2126,-0.0722329,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,28.989600000000003,0.658,0.0
0.1051,0.2366,0.2318435,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,65.136,6.2047,0.658,0.0
-0.0103,-0.0391,0.0655916,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,38.241,74.6611,0.658,0.0
0.0341,0.2139,0.0034437,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,144.0376,23.8739,0.658,0.0
-0.1659,-0.2079,-0.1146809,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,2.7822,43.5093,0.658,1.0
0.0829,0.0381,-0.0401582,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,62.340599999999995,18.2637,0.658,1.0
0.0956,0.1776,0.0935033,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,20.9155,0.0,0.658,0.0
-0.5,0.5,0.234466,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0,1,30.5336,0.0,0.658,1.0
0.0243,-0.0053,-0.0330299,1992,0.0,0,0.0,1,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,60.3399,54.213699999999996,0.658,1.0
0.1479,0.1807,0.1775045,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,55.1028,0.6131,0.658,1.0
0.1104,0.5,0.0036092,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,1,20.8815,0.0,0.658,1.0
0.2053,0.3,0.227,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0,0,34.173700000000004,1.1963,0.658,1.0
-0.0513,0.0025,-0.0331416,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,91.5504,15.3784,0.658,0.0
0.1186,0.0173,-0.0107801,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,60.61900000000001,22.6283,0.658,0.0
0.2615,0.5,0.2766254,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,1,76.7161,0.0,0.658,0.0
-0.1467,-0.1382,-0.0105732,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,16.4038,41.3493,0.658,0.0
0.1881,0.0518,0.0246934,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,91.3647,47.7806,0.658,0.0
-0.1673,-0.219,-0.1518535,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,1.3751,102.66279999999999,0.658,1.0
-0.0524,-0.0559,-0.0078566,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,17.4565,77.83579999999999,0.658,0.0
-0.0939,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
0.1643,0.1462,0.0676681,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,1.4373,6.672700000000001,0.658,0.0
-0.1802,0.2873,0.2188083,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0,0,50.0359,1.6318000000000001,0.658,1.0
-0.1442,-0.2007,-0.1491658,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.010499999999999999,9.610800000000001,0.658,0.0
-0.0716,0.0379,0.0967517,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,91.7483,12.3206,0.658,0.0
0.0223,0.0425,-0.1651936,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,29.798899999999996,16.6762,0.658,1.0
0.1969,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
0.2122,-0.0782,-0.0443863,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,33.2319,41.8883,0.658,1.0
0.1326,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
0.5,,0.0,1992,0.0,0,,1,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
-0.2315,-0.5,-0.0536736,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0.0,25.4988,0.658,0.0
0.0528,-0.0162,0.0099803,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,112.7239,26.334500000000002,0.658,0.0
-0.5,-0.1857,0.0735461,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,25.980399999999996,0.658,0.0
-0.1347,-0.0209,-0.0380773,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,20.288800000000002,68.8379,0.658,0.0
-0.5,-0.5,0.102542,1992,1.0,0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0,0,57.579100000000004,7.2958,0.658,0.0
-0.5,-0.0462,0.033492,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,27.475299999999997,88.5966,0.658,1.0
0.1718,0.1914,0.078825,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,31.252999999999997,2.5303,0.658,0.0
0.1604,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
-0.2059,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
0.1565,0.0814,0.001875,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,25.457900000000002,1.7373999999999998,0.658,1.0
0.1362,-0.1318,-0.1211539,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,24.5954,57.25320000000001,0.658,0.0
0.0472,0.0368,0.0165042,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,51.285199999999996,24.815199999999997,0.658,0.0
0.0106,0.0422,0.0003711,1992,0.0,1,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,27.8294,8.303799999999999,0.658,0.0
-0.2437,-0.2344,0.0265964,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,3.8968000000000003,57.0046,0.658,0.0
-0.1038,-0.1678,-0.1364172,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,33.540800000000004,66.7828,0.658,1.0
-0.1127,-0.0893,-0.0597542,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,27.242200000000004,49.0926,0.658,0.0
0.1487,0.1135,-0.0464858,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,26.7223,22.900399999999998,0.658,1.0
-0.1669,-0.1551,-0.0850164,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,6.2423,40.898700000000005,0.658,0.0
0.2446,0.1924,0.1019151,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,60.0683,4.8064,0.658,0.0
-0.0591,-0.0675,-0.136565,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,1,0.0,0,0,42.748000000000005,51.22670000000001,0.658,1.0
-0.2542,0.1132,0.0840796,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,28.8755,9.3557,0.658,0.0
0.1756,-0.0648,-0.064186,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,30.785700000000002,45.9135,0.658,1.0
0.1364,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
0.0376,0.0597,0.058969,1992,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,61.9941,21.2192,0.658,0.0
0.0507,0.1403,0.0304369,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,32.562,3.9612000000000003,0.658,0.0
0.093,0.0575,-0.043986,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,54.858399999999996,23.6233,0.658,1.0
0.4697,0.0555,0.0544992,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,127.7433,58.390499999999996,0.658,0.0
0.1749,0.0203,0.0791026,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,77.829,71.9611,0.658,0.0
0.0971,0.008,0.0893866,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,101.9417,14.013900000000001,0.658,0.0
0.0301,0.1078,-0.0741401,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,62.3327,22.2604,0.658,0.0
-0.1733,-0.1772,-0.0182548,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,6.293699999999999,91.16380000000001,0.658,0.0
0.0599,0.2022,0.101871,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,76.2588,17.6586,0.658,0.0
0.1436,-0.0669,0.0271409,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,54.3116,86.2061,0.658,0.0
-0.1185,0.0011,0.0134814,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,35.54,42.910000000000004,0.658,0.0
-0.2678,-0.2253,0.1012754,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,7.445399999999999,32.851600000000005,0.658,0.0
0.0941,0.091,-0.0530024,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,62.339999999999996,17.6034,0.658,0.0
0.5,-0.1181,0.0088007,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,4.2768999999999995,36.7596,0.658,0.0
0.5,0.1607,-0.040975,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,37.7949,1.7791000000000001,0.658,1.0
0.0818,-0.0216,-0.0457802,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,37.619,62.207100000000004,0.658,0.0
-0.1437,0.2469,0.1818634,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0,0,60.065599999999996,0.5554,0.658,0.0
0.0509,0.0537,0.0544112,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,106.06500000000001,20.102899999999998,0.658,0.0
0.0911,0.0358,-0.0032147,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,51.75940000000001,18.813,0.658,1.0
-0.1296,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
0.5,-0.1007,-0.0700156,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,59.702,45.2048,0.658,1.0
0.1123,0.1123,0.0443413,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,81.89869999999999,4.4542,0.658,1.0
0.1431,0.1983,0.1490173,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,32.71,3.0571,0.658,1.0
0.0902,-0.0301,0.1360025,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,45.9349,19.9257,0.658,0.0
0.1011,0.0732,-0.0471934,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,51.054700000000004,4.0778,0.658,1.0
-0.2022,-0.1264,0.0413953,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0,0,8.1541,58.97430000000001,0.658,0.0
0.0081,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,1.0
-0.1344,0.1485,0.0559951,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,50.435199999999995,17.3744,0.658,0.0
0.1155,0.1164,-0.172415,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,24.1403,7.1074,0.658,0.0
0.413,0.0531,0.0406638,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,22.5572,44.9464,0.658,0.0
-0.081,-0.0892,-0.0465131,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,26.9617,79.98179999999999,0.658,1.0
-0.5,-0.2792,-0.2199566,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.5198,19.765700000000002,0.658,1.0
-0.0655,-0.2434,-0.0401539,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0,0,0.585,44.4296,0.658,0.0
0.1061,-0.0317,-0.0036158,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,144.6911,27.619099999999996,0.658,0.0
-0.0205,0.0665,0.0595018,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,62.1961,11.454600000000001,0.658,0.0
0.1535,-0.0417,-0.0872713,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,59.60510000000001,25.2227,0.658,0.0
-0.5,-0.1804,0.065763,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,1.58,70.5861,0.658,0.0
0.0557,0.0627,0.0455941,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,119.3599,34.4065,0.658,1.0
0.214,0.1868,0.1195707,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,57.2841,0.3612,0.658,0.0
0.1148,-0.0147,-0.1238109,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,34.8528,21.5364,0.658,1.0
-0.0355,-0.2009,-0.031472,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,4.2827,44.4548,0.658,0.0
0.109,0.1806,0.2824678,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,29.7635,2.1862,0.658,0.0
0.1477,0.0263,0.0167347,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,61.1478,45.011700000000005,0.658,0.0
-0.5,-0.5,-0.1414233,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,1,0,0.0,32.148700000000005,0.658,1.0
0.3041,-0.0948,-0.0489357,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,24.7739,50.7962,0.658,0.0
0.5,0.1564,0.1331421,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,30.9313,15.0822,0.658,1.0
0.5,0.098,0.0488541,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,154.9556,10.9306,0.658,1.0
0.1487,0.111,0.1500773,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,34.892,8.2563,0.658,0.0
0.5,0.1529,0.1662872,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,32.4379,11.4289,0.658,1.0
0.5,0.1652,0.2466861,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,18.4742,20.9453,0.658,1.0
0.2993,0.338,0.3387908,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,39.0942,0.6978,0.658,0.0
-0.0152,0.0921,0.1670612,1992,0.0,1,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,90.9604,67.02770000000001,0.658,0.0
-0.5,-0.0015,-0.0026067,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0,0,30.369099999999996,42.271699999999996,0.658,0.0
0.1067,0.1206,-0.0973058,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,34.6011,0.6489,0.658,0.0
0.154,0.1704,0.1892084,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,19.4631,0.0,0.658,1.0
-0.1529,-0.1635,-0.0264066,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,17.3865,56.59740000000001,0.658,0.0
0.2226,0.3441,0.3179548,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,4.5505,0.215,0.658,0.0
0.5,0.0695,0.1137138,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,101.3635,18.273699999999998,0.658,0.0
0.5,0.1709,0.0212311,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,34.2314,5.4723999999999995,0.658,0.0
0.1807,0.1597,0.2028875,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,58.4913,43.675200000000004,0.658,0.0
-0.0684,-0.0157,-0.0392524,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,155.3849,39.5104,0.658,0.0
-0.5,-0.0211,-0.069202,1992,0.0,0,0.0,0,0.0,0,0.0,1.0,1.0,1.0,0,0.0,0,0,34.9895,15.698400000000001,0.658,1.0
-0.2199,-0.2124,-0.010411,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,4.4658999999999995,24.209600000000002,0.658,0.0
0.1066,0.1507,0.0977793,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,67.3887,39.874900000000004,0.658,0.0
0.2769,0.2714,0.0920209,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,33.5095,4.393,0.658,0.0
0.306,0.2497,-0.0497363,1992,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,15.6969,0.0,0.658,1.0
0.1604,-0.5,-0.0959919,1992,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0,0.0,1,0,0.0,41.4185,0.658,1.0
0.5,0.5,0.0308995,1992,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,1,16.7669,0.0,0.658,1.0
0.2822,0.3511,0.3599277,1992,0.0,0,0.0,0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0,0,54.29109999999999,3.5848,0.658,0.0
0.1948,0.1629,0.044432,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,17.951,0.0,0.658,1.0
-0.5,-0.1854,-0.1021805,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,17.494,67.5211,0.658,1.0
0.3387,0.3559,0.2996729,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,46.922000000000004,0.0,0.658,0.0
0.102,0.1501,0.0565262,1992,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,85.01219999999999,146.472,0.658,0.0
0.2504,0.3043,0.2787776,1992,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,19.1472,3.0317,0.658,0.0
-0.1319,-0.1524,-0.0883263,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,2.8487,61.5587,0.658,0.0
0.2373,0.1176,-0.0326916,1992,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,10.8814,2.216,0.658,1.0
-0.1636,,0.0,1992,0.0,0,,0,,0,,,,,0,,1,1,0.0,0.0,0.658,0.0
