,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
505,0,19,12,0,0,1,0,9796.334,9846.7742,20688.172
506,0,20,12,0,0,1,0,9796.334,10204.839,29258.986
507,0,22,12,1,0,1,0,9796.334,10741.935,11162.747
508,0,32,12,0,0,1,0,9796.334,11458.065,11821.813
509,0,24,13,0,0,1,0,9796.334,11458.065,11526.267
510,0,29,12,1,0,1,0,9796.334,12532.258,19210.445
511,0,23,12,1,0,1,0,9796.334,12532.258,11821.813
512,0,26,14,0,0,1,0,9796.334,13427.419,20688.172
513,0,20,12,0,0,1,0,9796.334,13427.419,10713.518
514,0,27,12,1,0,1,0,9796.334,14322.581,11821.813
515,0,24,12,1,0,1,0,9796.334,14322.581,33987.711
516,0,24,17,0,0,0,0,9796.334,16112.903,36943.164
517,0,21,13,0,0,0,0,9796.334,16112.903,20688.172
518,0,25,12,1,0,1,0,9796.334,21483.871,6649.7696
519,0,30,12,1,0,1,0,9796.334,25064.516,29554.531
520,0,26,12,1,0,0,0,9913.89,10741.935,15619.57
521,0,22,12,0,0,0,0,9951.1161,14322.581,14777.266
522,0,47,12,0,0,1,0,9968.7495,10523.516,11283.92
523,0,22,12,0,0,0,0,9992.2607,15754.839,19949.309
524,0,31,12,1,0,1,0,10188.187,8951.6129,9605.2227
525,0,35,12,0,0,1,0,10188.187,9309.6774,11821.813
526,0,49,12,0,0,1,0,10231.291,11082.097,6537.4624
527,0,25,13,1,0,0,0,10246.965,15396.774,12486.79
528,0,23,12,0,0,1,0,10290.069,10562.903,9221.0138
529,0,25,17,0,0,1,0,10384.114,22004.855,49429.954
530,0,23,16,0,0,1,0,10384.114,26854.839,11821.813
531,0,34,17,0,0,0,0,10580.041,7161.2903,5910.9063
532,0,21,12,0,0,1,0,10580.041,8056.4516,12117.358
533,0,27,12,1,0,0,0,10623.145,3222.5806,8866.3594
534,0,23,12,0,0,1,0,10775.967,5370.9677,11821.813
535,0,23,12,0,0,1,0,10775.967,7161.2903,16993.856
536,0,32,17,0,0,0,0,10775.967,7161.2903,0
537,0,27,12,1,0,1,0,10775.967,8951.6129,7536.4055
538,0,24,12,1,0,0,0,10775.967,9309.6774,8275.2688
539,0,34,12,0,0,1,0,10775.967,11637.097,14186.175
540,0,29,12,0,0,1,0,10775.967,12532.258,25860.215
541,0,28,14,0,0,1,0,10775.967,13427.419,0
542,0,18,12,0,0,0,0,10775.967,14322.581,21427.035
543,0,20,12,1,0,0,0,10775.967,16372.5,29554.531
544,0,25,13,0,0,1,0,10775.967,16739.516,18966.621
545,0,23,12,1,0,1,0,10775.967,20481.29,29391.982
546,0,26,17,0,0,1,0,10775.967,29182.258,35465.438
547,0,24,12,0,0,0,0,10873.931,15754.839,20132.547
548,0,23,12,0,0,1,0,10971.894,10204.839,31032.258
549,0,23,16,0,0,0,0,10971.894,18798.387,20924.608
550,0,26,12,1,0,1,0,11167.821,1074.1935,8866.3594
551,0,46,12,0,0,1,0,11167.821,7161.2903,17732.719
552,0,23,12,1,0,1,0,11167.821,7812.9677,14777.266
553,0,41,12,0,0,1,0,11167.821,10741.935,12412.903
554,0,19,12,0,0,1,0,11201.128,14143.548,24338.157
555,0,29,12,0,0,1,0,11259.906,9041.129,26599.078
556,0,24,12,1,0,0,0,11285.377,13069.355,10344.086
557,0,23,12,1,0,0,0,11328.481,2685.4839,29216.132
558,0,22,12,0,0,1,0,11363.747,4654.8387,13299.539
559,0,21,12,0,0,0,0,11363.747,9667.7419,13299.539
560,0,27,12,0,0,1,0,11363.747,12532.258,4137.6344
561,0,37,12,0,0,1,0,11430.363,11372.129,8866.3594
562,0,44,12,0,0,1,0,11559.674,7340.3226,27781.26
563,0,38,16,0,0,1,0,11559.674,7877.4194,17732.719
564,0,34,12,0,0,1,0,11755.601,0,11821.813
565,0,49,12,0,0,0,0,11755.601,0,0
566,0,23,12,0,0,1,0,11755.601,0,17732.719
567,0,28,14,1,0,1,0,11755.601,0,25874.992
568,0,43,12,0,0,1,0,11755.601,0,295.54531
569,0,28,16,0,0,0,0,11755.601,6445.1613,0
570,0,29,12,1,0,1,0,11755.601,9846.7742,20688.172
571,0,53,12,0,0,1,0,11755.601,9893.3226,5172.043
572,0,21,12,0,0,1,0,11755.601,10204.839,12560.676
573,0,24,13,1,0,1,0,11755.601,10741.935,31097.278
574,0,21,12,0,0,1,0,11755.601,10741.935,6649.7696
575,0,24,12,0,0,1,0,11755.601,11074.935,13742.857
576,0,21,12,0,0,0,0,11755.601,11637.097,10048.541
577,0,23,14,0,0,1,0,11755.601,11637.097,25121.352
578,0,28,12,0,0,1,0,11755.601,12532.258,0
579,0,28,12,0,0,1,0,11755.601,12532.258,0
580,0,25,17,0,0,1,0,11755.601,12621.774,28963.441
581,0,23,13,0,0,1,0,11755.601,13427.419,16254.992
582,0,30,12,0,0,1,0,11755.601,13635.097,26599.078
583,0,23,12,0,0,1,0,11755.601,13785.484,14186.175
584,0,26,12,0,0,1,0,11755.601,14322.581,20688.172
585,0,21,12,1,0,1,0,11755.601,14322.581,16254.992
586,0,26,12,0,0,1,0,11755.601,14322.581,17732.719
587,0,25,12,1,0,1,0,11755.601,14322.581,21427.035
588,0,22,12,0,0,1,0,11755.601,14465.806,18102.151
589,0,28,16,0,0,1,0,11755.601,15217.742,20688.172
590,0,22,13,1,0,1,0,11755.601,15217.742,0
591,0,24,16,0,0,1,0,11755.601,16112.903,31032.258
592,0,27,15,1,0,0,0,11755.601,16744.887,18442.028
593,0,19,12,0,0,0,0,11755.601,19335.484,16254.992
594,0,38,14,0,0,1,0,11755.601,19693.548,0
595,0,38,14,0,0,0,0,11755.601,21483.871,7388.6329
596,0,45,12,0,0,1,0,11771.275,11270.081,16822.439
597,0,26,12,1,0,1,0,11775.193,14150.71,16342.178
598,0,31,16,0,0,1,0,11784.99,9846.7742,5390.7465
599,0,25,13,1,0,1,0,11931.935,13824.871,12656.728
600,0,25,14,0,0,1,0,11973.079,14322.581,14777.266
601,0,22,12,0,0,1,0,12051.45,16025.177,13151.767
602,0,36,12,0,0,1,0,12147.454,13964.516,13299.539
603,0,27,12,0,0,1,0,12147.454,14322.581,20142.891
604,0,33,12,0,0,1,0,12147.454,16112.903,24382.488
605,0,27,12,0,0,1,0,12147.454,23274.194,26599.078
606,0,30,12,1,0,1,0,12225.825,10741.935,18962.187
607,0,46,12,0,0,1,0,12343.381,11637.097,11230.722
608,0,23,14,0,0,1,0,12343.381,12532.258,14186.175
609,0,25,16,0,0,1,0,12343.381,13606.452,21427.035
610,0,27,14,0,0,1,0,12419.792,16829.032,25178.983
611,0,49,16,0,0,1,0,12504.041,12353.226,12560.676
612,0,22,12,0,0,1,0,12539.308,12532.258,14369.413
613,0,28,16,0,0,1,0,12572.615,21483.871,23495.853
614,0,24,12,1,0,1,0,12658.823,19693.548,19210.445
615,0,37,17,1,0,1,0,12735.234,1306.9355,4236.6421
616,0,22,13,0,0,0,0,12735.234,12532.258,17732.719
617,0,23,17,0,0,0,0,12735.234,14322.581,28076.805
618,0,23,12,1,0,0,0,12735.234,14322.581,20688.172
619,0,26,12,0,0,1,0,12735.234,14322.581,14925.038
620,0,22,12,0,0,0,0,12735.234,16112.903,21131.49
621,0,31,14,0,0,1,0,12735.234,17724.194,29850.077
622,0,31,14,0,0,1,0,12735.234,17724.194,29850.077
623,0,54,12,0,0,1,0,12735.234,17894.274,19343.441
624,0,25,16,1,0,1,0,12735.234,18261.29,10521.413
625,0,28,12,1,0,1,0,12735.234,19693.548,17732.719
626,0,19,13,0,0,1,0,12735.234,19693.548,28815.668
627,0,26,17,0,0,1,0,12735.234,25064.516,26599.078
628,0,28,12,0,0,1,0,12813.605,7161.2903,16254.992
629,0,20,12,0,0,1,0,12931.161,2363.2258,14777.266
630,0,26,12,0,0,1,0,12931.161,11100,22165.899
631,0,25,17,0,0,1,0,12935.079,22379.032,36943.164
632,0,24,12,0,0,1,0,13029.124,13964.516,41571.404
633,0,22,12,0,0,1,0,13127.088,8951.6129,13595.084
634,0,27,17,0,0,1,0,13127.088,10741.935,29554.531
635,0,26,12,0,0,1,0,13127.088,12174.194,12687.76
636,0,27,12,1,0,1,0,13127.088,12353.226,11526.267
637,0,19,12,0,0,1,0,13127.088,12532.258,24382.488
638,0,29,17,0,0,1,0,13127.088,19693.548,0
639,0,20,12,0,0,1,0,13244.644,8772.5806,17289.401
640,0,25,12,0,0,1,0,13291.666,14202.629,14777.266
641,0,29,16,0,0,1,0,13323.014,5370.9677,17732.719
642,0,23,14,0,0,0,0,13323.014,12174.194,14777.266
643,0,28,12,0,0,1,0,13323.014,12532.258,10935.177
644,0,30,14,0,0,1,0,13323.014,14322.581,14777.266
645,0,26,16,1,0,1,0,13323.014,19693.548,19934.531
646,0,24,12,0,1,1,0,13493.47,16470.968,21035.438
647,0,22,12,1,0,1,0,13518.941,13427.419,12560.676
648,0,27,12,0,0,1,0,13597.312,15833.613,13246.341
649,0,22,12,1,0,1,0,13665.886,17903.226,13299.539
650,0,42,13,0,0,1,0,13701.153,0,33987.711
651,0,22,12,1,0,1,0,13714.868,0,664.97696
652,0,47,12,0,0,1,0,13714.868,0,12560.676
653,0,26,12,0,0,1,0,13714.868,716.12903,22904.762
654,0,21,12,0,0,1,0,13714.868,3222.5806,14038.402
655,0,25,16,0,0,0,0,13714.868,6042.3387,0
656,0,25,12,1,0,1,0,13714.868,8235.4839,17732.719
657,0,23,12,0,0,0,0,13714.868,10741.935,15959.447
658,0,33,12,1,0,0,0,13714.868,11100,9605.2227
659,0,55,16,1,0,1,0,13714.868,11995.161,23531.318
660,0,47,12,1,0,1,0,13714.868,12433.79,14777.266
661,0,20,12,1,0,1,0,13714.868,12532.258,8866.3594
662,0,26,12,1,0,1,0,13714.868,12532.258,11821.813
663,0,31,12,0,0,1,0,13714.868,12532.258,14777.266
664,0,30,12,0,0,1,0,13714.868,12532.258,2563.8556
665,0,21,12,1,0,0,0,13714.868,13339.694,11651.874
666,0,28,17,0,0,1,0,13714.868,13427.419,6827.0968
667,0,24,12,0,0,1,0,13714.868,13427.419,17732.719
668,0,28,12,0,0,1,0,13714.868,13606.452,19210.445
669,0,23,12,0,0,0,0,13714.868,14322.581,22165.899
670,0,35,12,0,0,0,0,13714.868,15038.71,26599.078
671,0,27,14,0,0,1,0,13714.868,15217.742,13447.312
672,0,23,12,0,0,1,0,13714.868,15754.839,24205.161
673,0,24,12,1,0,1,0,13714.868,16112.903,16254.992
674,0,24,12,0,0,1,0,13714.868,16112.903,16254.992
675,0,39,12,1,0,1,0,13714.868,17008.065,14629.493
676,0,33,12,0,0,1,0,13714.868,18082.258,26081.874
677,0,45,14,0,0,1,0,13714.868,19102.742,30145.622
678,0,45,14,0,0,1,0,13714.868,19102.742,30145.622
679,0,27,12,1,0,1,0,13714.868,19425,25860.215
680,0,45,17,0,0,1,0,13714.868,23095.161,6649.7696
681,0,23,16,0,0,0,0,13714.868,25601.613,31623.349
682,0,26,17,0,0,1,0,13714.868,29540.323,29554.531
683,0,27,14,1,0,0,0,13812.831,17036.71,20688.172
684,0,21,14,0,0,1,0,13832.424,8777.9516,591.09063
685,0,20,12,0,0,1,0,13902.957,14322.581,19653.763
686,0,29,12,0,0,1,0,13910.794,7161.2903,19210.445
687,0,22,12,0,1,1,0,13910.794,8611.4516,16218.049
688,0,24,12,0,0,0,0,13910.794,13427.419,19210.445
689,0,27,12,0,0,1,0,13910.794,14859.677,15072.811
690,0,23,12,0,0,1,0,14063.617,11100,14777.266
691,0,24,16,0,0,1,0,14067.536,24706.452,37829.8
692,0,23,16,0,0,0,0,14106.721,6266.129,2955.4531
693,0,33,14,0,0,1,0,14106.721,14322.581,17732.719
694,0,21,12,0,0,0,0,14106.721,17903.226,22165.899
695,0,23,12,0,0,1,0,14106.721,23453.226,0
696,0,20,12,1,0,1,0,14322.24,17903.226,14777.266
697,0,24,12,0,0,1,0,14373.181,19693.548,7388.6329
698,0,29,12,1,0,1,0,14392.774,15396.774,14777.266
699,0,34,12,0,0,1,0,14498.574,14322.581,10048.541
700,0,44,12,0,0,1,0,14498.574,14424.629,14579.25
701,0,23,12,0,0,1,0,14498.574,19335.484,19210.445
702,0,26,14,1,0,1,0,14506.411,17187.097,21678.249
703,0,51,12,0,0,1,0,14533.841,19245.968,17732.719
704,0,41,12,0,0,1,0,14684.705,23274.194,26599.078
705,0,37,13,0,0,1,0,14694.501,8951.6129,17732.719
706,0,26,16,0,0,1,0,14694.501,11637.097,20688.172
707,0,24,12,1,0,1,0,14694.501,11816.129,11821.813
708,0,22,14,1,0,1,0,14694.501,12532.258,21397.481
709,0,27,12,1,0,1,0,14694.501,13427.419,14079.779
710,0,23,13,0,0,1,0,14694.501,14322.581,20688.172
711,0,27,12,0,0,1,0,14694.501,14322.581,19210.445
712,0,28,12,1,0,1,0,14694.501,14859.677,19210.445
713,0,21,12,0,0,1,0,14694.501,15217.742,23643.625
714,0,28,12,0,0,1,0,14694.501,15933.871,0
715,0,22,13,0,0,1,0,14694.501,16112.903,0
716,0,20,12,0,0,1,0,14694.501,16112.903,26599.078
717,0,24,16,0,0,1,0,14694.501,16470.968,27337.942
718,0,22,12,0,0,1,0,14694.501,16829.032,21870.353
719,0,27,12,0,1,1,0,14694.501,16829.032,37829.8
720,0,35,12,1,0,1,0,14694.501,17187.097,21279.263
721,0,23,16,0,0,1,0,14694.501,19693.548,29554.531
722,0,22,16,0,0,1,0,14694.501,19693.548,2955.4531
723,0,23,16,0,0,1,0,14694.501,23274.194,25121.352
724,0,20,12,0,0,1,0,14694.501,26854.839,31032.258
725,0,22,12,1,0,1,0,14790.505,14680.645,14038.402
726,0,24,12,0,0,1,0,14890.428,719.70968,27963.02
727,0,26,12,0,0,1,0,14890.428,10741.935,0
728,0,42,12,1,0,1,0,14988.391,11185.935,0
729,0,28,15,0,0,1,0,15082.436,18619.355,13986.682
730,0,24,13,0,0,1,0,15282.281,14322.581,32509.985
731,0,50,12,0,0,1,0,15282.281,14322.581,13151.767
732,0,50,12,0,0,1,0,15282.281,14322.581,13151.767
733,0,28,13,0,0,1,0,15282.281,14322.581,14038.402
734,0,25,12,0,0,1,0,15282.281,16112.903,25121.352
735,0,31,12,1,0,0,0,15282.281,17903.226,14777.266
736,0,32,16,1,0,1,0,15282.281,19693.548,28076.805
737,0,22,12,0,0,1,0,15282.281,19693.548,21870.353
738,0,22,13,1,0,1,0,15403.756,14320.79,18660.731
739,0,26,12,1,0,1,0,15411.593,8951.6129,11082.949
740,0,22,12,0,0,1,0,15478.208,8951.6129,14186.175
741,0,29,12,0,0,0,0,15478.208,14370.919,12615.352
742,0,53,17,0,0,1,0,15478.208,16399.355,15663.902
743,0,25,12,0,0,1,0,15478.208,17724.194,31327.803
744,0,26,12,1,0,1,0,15478.208,18175.355,19949.309
745,0,24,16,0,0,0,0,15587.927,19505.565,19210.445
746,0,27,17,0,0,0,0,15674.134,0,41376.344
747,0,46,12,0,0,1,0,15674.134,734.03226,20688.172
748,0,25,12,1,0,1,0,15674.134,3738.1935,10512.547
749,0,21,13,0,0,0,0,15674.134,4946.6613,1733.3733
750,0,37,12,0,0,1,0,15674.134,8951.6129,28076.805
751,0,37,12,0,0,1,0,15674.134,8951.6129,28076.805
752,0,28,15,1,0,1,0,15674.134,9452.9032,31032.258
753,0,22,12,0,0,0,0,15674.134,10741.935,28963.441
754,0,22,12,0,0,0,0,15674.134,11637.097,20688.172
755,0,27,12,0,0,1,0,15674.134,12532.258,19210.445
756,0,21,13,1,0,1,0,15674.134,12532.258,25121.352
757,0,49,16,0,0,1,0,15674.134,12890.323,17732.719
758,0,26,12,0,0,1,0,15674.134,13427.419,0
759,0,33,14,0,0,1,0,15674.134,13427.419,13890.63
760,0,28,15,0,0,1,0,15674.134,13785.484,15959.447
761,0,29,17,0,0,1,0,15674.134,14143.548,25860.215
762,0,54,16,1,0,1,0,15674.134,14322.581,11821.813
763,0,25,14,0,1,1,0,15674.134,14322.581,20702.949
764,0,32,12,0,0,1,0,15674.134,14322.581,13299.539
765,0,40,12,0,0,1,0,15674.134,14322.581,16254.992
766,0,40,12,0,0,1,0,15674.134,14322.581,16254.992
767,0,27,16,0,0,1,0,15674.134,14322.581,22165.899
768,0,24,12,0,0,1,0,15674.134,14680.645,17732.719
769,0,43,12,0,0,1,0,15674.134,14680.645,13831.521
770,0,25,16,0,0,1,0,15674.134,15217.742,19062.673
771,0,26,12,1,0,1,0,15674.134,15217.742,15516.129
772,0,34,12,1,0,1,0,15674.134,15754.839,17732.719
773,0,21,13,0,0,1,0,15674.134,15933.871,25121.352
774,0,21,12,1,0,1,0,15674.134,16112.903,11821.813
775,0,23,12,1,0,1,0,15674.134,16202.419,19210.445
776,0,26,12,0,0,1,0,15674.134,16470.968,35022.12
777,0,28,14,0,0,1,0,15674.134,16757.419,16254.992
778,0,26,17,0,0,1,0,15674.134,16829.032,19210.445
779,0,20,14,0,0,0,0,15674.134,17008.065,26599.078
780,0,26,12,1,0,1,0,15674.134,17983.79,20688.172
781,0,21,12,1,0,1,0,15674.134,19693.548,19210.445
782,0,41,12,0,0,1,0,15674.134,19693.548,32509.985
783,0,28,16,0,0,1,0,15674.134,19693.548,28815.668
784,0,23,16,0,0,0,0,15674.134,21483.871,26599.078
785,0,22,12,0,0,1,0,15674.134,22916.129,31771.121
786,0,27,14,0,1,0,0,15674.134,23274.194,27337.942
787,0,26,16,0,0,1,0,15674.134,23274.194,29554.531
788,0,54,12,0,0,1,0,15674.134,25064.516,0
789,0,54,12,0,0,1,0,15674.134,25064.516,0
790,0,54,12,1,0,0,0,15674.134,25064.516,20688.172
791,0,37,16,0,0,0,0,15674.134,26854.839,29258.986
792,0,32,13,0,0,1,0,15674.134,30435.484,22018.126
793,0,29,12,0,0,1,0,15678.053,17487.871,10196.313
794,0,22,13,0,0,1,0,15870.061,15826.452,35465.438
795,0,23,12,1,0,1,0,15870.061,30435.484,27781.26
796,0,36,12,0,0,1,0,15873.98,12727.403,17444.562
797,0,21,13,0,0,1,0,15960.187,21483.871,14777.266
798,0,21,12,0,0,1,0,15987.617,16291.935,14481.72
799,0,26,12,1,0,1,0,15987.617,17903.226,19505.991
800,0,28,12,1,0,1,0,15987.617,19693.548,13299.539
801,0,43,12,0,0,1,0,15989.576,14322.581,14777.266
802,0,27,12,1,0,1,0,16011.128,16112.903,20460.602
803,0,36,17,0,0,0,0,16015.047,30793.548,29584.086
804,0,23,12,0,0,1,0,16065.988,4833.871,25564.67
805,0,31,12,0,0,1,0,16065.988,15038.71,17732.719
806,0,25,14,0,0,1,0,16065.988,15217.742,18471.582
807,0,35,12,1,0,1,0,16065.988,16086.048,19210.445
808,0,23,16,0,0,1,0,16065.988,16829.032,20688.172
809,0,21,12,0,0,1,0,16065.988,20588.71,28815.668
810,0,22,12,0,0,0,0,16230.566,9846.7742,2955.4531
811,0,36,12,1,0,1,0,16261.914,21304.839,22165.899
812,0,21,12,0,0,1,0,16306.978,18529.839,11969.585
813,0,28,12,0,0,1,0,16393.185,13298.516,0
814,0,24,12,0,1,1,0,16457.841,8951.6129,21870.353
815,0,30,12,0,0,0,0,16457.841,14680.645,15146.697
816,0,44,12,0,0,1,0,16457.841,16112.903,17289.401
817,0,30,12,0,0,1,0,16457.841,16650,19949.309
818,0,34,12,0,0,1,0,16457.841,16829.032,20688.172
819,0,26,16,0,0,1,0,16457.841,21483.871,40637.481
820,0,23,16,0,0,1,0,16457.841,21483.871,18471.582
821,0,20,12,0,0,0,0,16497.026,19604.032,19653.763
822,0,26,13,0,0,0,0,16653.768,3580.6452,8866.3594
823,0,21,12,1,0,1,0,16653.768,9846.7742,7388.6329
824,0,25,12,0,0,1,0,16653.768,12181.355,17732.719
825,0,23,15,0,0,1,0,16653.768,13427.419,16993.856
826,0,25,12,1,0,0,0,16653.768,14859.677,22904.762
827,0,28,16,0,0,1,0,16653.768,15396.774,17437.174
828,0,38,14,0,0,1,0,16653.768,16112.903,19505.991
829,0,29,17,0,0,1,0,16653.768,16112.903,17732.719
830,0,24,17,0,0,1,0,16653.768,16650,20688.172
831,0,25,16,1,0,1,0,16653.768,17008.065,21870.353
832,0,55,12,0,0,1,0,16653.768,17545.161,16254.992
833,0,30,14,0,0,1,0,16653.768,17545.161,0
834,0,21,12,0,0,0,0,16653.768,17903.226,19210.445
835,0,26,12,0,0,1,0,16653.768,17903.226,17732.719
836,0,34,12,0,0,1,0,16653.768,19532.419,16254.992
837,0,22,12,0,0,1,0,16653.768,19693.548,26007.988
838,0,22,16,0,0,0,0,16653.768,22737.097,37682.028
839,0,27,15,0,0,0,0,16653.768,23274.194,23643.625
840,0,26,12,0,0,0,0,16653.768,23274.194,2955.4531
841,0,26,16,0,0,1,0,16653.768,24706.452,29554.531
842,0,24,14,1,0,1,0,16653.768,28466.129,40637.481
843,0,26,14,1,0,0,0,16667.483,21483.871,28815.668
844,0,23,12,1,0,1,0,16708.627,10491.29,7565.9601
845,0,28,14,0,0,0,0,16849.695,12174.194,1921.0445
846,0,21,12,0,0,1,0,16849.695,15396.774,0
847,0,30,12,0,0,1,0,16849.695,17366.129,18978.442
848,0,24,12,0,0,1,0,16849.695,18619.355,25121.352
849,0,51,12,0,0,1,0,16849.695,19693.548,17732.719
850,0,21,14,0,0,0,0,16849.695,19693.548,35465.438
851,0,22,14,1,0,1,0,16849.695,21125.806,24086.943
852,0,24,12,0,0,1,0,16884.961,9311.4677,23080.611
853,0,23,15,0,0,1,0,16955.495,20844.726,25514.427
854,0,26,14,0,0,1,0,17045.621,25064.516,38716.436
855,0,45,12,0,0,1,0,17104.399,16381.452,18176.037
856,0,46,13,0,0,1,0,17241.548,15754.839,14777.266
857,0,29,12,0,0,1,0,17241.548,19686.387,33544.393
858,0,26,14,0,0,1,0,17241.548,20588.71,24530.261
859,0,27,16,0,0,1,0,17241.548,24885.484,22165.899
860,0,26,14,0,0,1,0,17437.475,7161.2903,14771.355
861,0,20,15,0,0,1,0,17437.475,8056.4516,18471.582
862,0,23,12,0,0,1,0,17437.475,12532.258,21427.035
863,0,30,16,0,0,1,0,17437.475,17867.419,15516.129
864,0,24,12,0,0,1,0,17437.475,22379.032,16254.992
865,0,23,12,0,0,1,0,17633.401,0,23643.625
866,0,34,12,0,0,1,0,17633.401,0,0
867,0,24,12,0,1,1,0,17633.401,4848.1935,22165.899
868,0,43,12,1,0,1,0,17633.401,10741.935,21858.531
869,0,28,14,1,0,1,0,17633.401,12532.258,16254.992
870,0,20,12,0,0,1,0,17633.401,15217.742,28815.668
871,0,23,12,1,0,1,0,17633.401,15217.742,15516.129
872,0,27,14,1,0,1,0,17633.401,16112.903,26599.078
873,0,53,12,0,0,1,0,17633.401,16112.903,19210.445
874,0,28,16,0,0,1,0,17633.401,16112.903,22165.899
875,0,26,12,0,0,1,0,17633.401,16112.903,25121.352
876,0,25,15,0,0,1,0,17633.401,16112.903,18619.355
877,0,29,14,0,0,1,0,17633.401,17187.097,19699.573
878,0,26,12,1,0,1,0,17633.401,17416.258,23643.625
879,0,55,16,0,0,1,0,17633.401,17903.226,22165.899
880,0,22,12,0,1,1,0,17633.401,17903.226,14777.266
881,0,33,12,0,0,1,0,17633.401,17903.226,15811.674
882,0,34,14,0,1,1,0,17633.401,17903.226,8866.3594
883,0,24,12,0,0,1,0,17633.401,18440.323,19949.309
884,0,24,12,0,0,1,0,17633.401,18750.048,32509.985
885,0,26,12,1,0,1,0,17633.401,18798.387,18471.582
886,0,45,12,0,0,1,0,17633.401,18798.387,19949.309
887,0,22,12,0,0,1,0,17633.401,19693.548,23643.625
888,0,55,14,0,0,1,0,17633.401,19693.548,2068.8172
889,0,24,12,0,0,1,0,17633.401,19693.548,11526.267
890,0,23,12,0,0,1,0,17633.401,21546.532,4433.1797
891,0,24,13,1,0,0,0,17633.401,25064.516,22165.899
892,0,31,13,0,0,1,0,17633.401,25064.516,23643.625
893,0,43,12,0,0,1,0,17633.401,26854.839,28076.805
894,0,43,12,0,0,1,0,17633.401,26854.839,28076.805
895,0,23,12,1,0,1,0,17672.587,14322.581,12294.685
896,0,22,12,0,0,1,0,17703.935,12532.258,20688.172
897,0,30,12,1,0,1,0,17760.754,17366.129,19210.445
898,0,28,12,0,0,0,0,17829.328,5012.9032,16240.215
899,0,28,12,0,0,1,0,17829.328,11100,20688.172
900,0,21,12,0,0,0,0,17829.328,12945.823,26599.078
901,0,28,13,0,0,1,0,17876.35,15396.774,22452.578
902,0,25,14,0,0,1,0,17939.047,14322.581,9974.6544
903,0,54,12,0,0,1,0,18025.255,18798.387,23643.625
904,0,26,16,0,0,1,0,18025.255,19872.581,20983.717
905,0,26,16,0,0,1,0,18025.255,23274.194,28076.805
906,0,49,13,0,0,1,0,18221.181,17903.226,17732.719
907,0,21,13,1,0,0,0,18221.181,21125.806,21870.353
908,0,26,16,0,0,1,0,18221.181,22379.032,18471.582
909,0,30,12,1,0,1,0,18338.737,25422.581,22165.899
910,0,21,13,0,0,1,0,18417.108,8951.6129,27337.942
911,0,33,12,0,0,1,0,18417.108,12890.323,20688.172
912,0,33,12,0,0,1,0,18417.108,14412.097,20688.172
913,0,40,12,0,0,1,0,18417.108,17545.161,17289.401
914,0,27,16,0,0,1,0,18417.108,18798.387,25860.215
915,0,21,12,0,0,1,0,18417.108,19693.548,28224.578
916,0,31,12,0,0,1,0,18593.442,14814.919,16254.992
917,0,27,14,1,0,1,0,18613.035,0,13299.539
918,0,47,17,0,0,1,0,18613.035,10025.806,35465.438
919,0,32,12,1,0,1,0,18613.035,16112.903,17732.719
920,0,28,12,1,0,0,0,18613.035,17008.065,19949.309
921,0,35,14,0,0,1,0,18613.035,19693.548,22424.501
922,0,26,14,0,0,1,0,18613.035,19693.548,28076.805
923,0,37,12,0,0,1,0,18613.035,21483.871,23052.535
924,0,23,12,0,0,0,0,18613.035,23274.194,32953.303
925,0,44,12,1,0,1,0,18613.035,23632.258,19210.445
926,0,44,12,1,0,1,0,18613.035,23632.258,19210.445
927,0,36,12,1,0,1,0,18613.035,25064.516,33692.166
928,0,26,12,0,0,1,0,18677.69,18261.29,24973.579
929,0,23,14,0,0,1,0,18722.754,21662.903,28076.805
930,0,32,13,1,0,1,0,18808.961,14143.548,26599.078
931,0,33,12,0,0,0,0,18808.961,16028.758,17502.194
932,0,37,12,1,0,1,0,18808.961,16112.903,32509.985
933,0,27,12,0,0,1,0,18808.961,17187.097,19505.991
934,0,43,12,0,0,1,0,18808.961,17903.226,26155.76
935,0,27,16,0,0,1,0,18808.961,17903.226,18471.582
936,0,24,12,0,0,1,0,18808.961,17903.226,18323.81
937,0,24,12,0,0,1,0,18808.961,18798.387,23052.535
938,0,34,12,1,0,0,0,18848.147,30435.484,12560.676
939,0,42,12,0,0,1,0,18879.495,17008.065,19210.445
940,0,24,13,1,0,1,0,18881.454,16112.903,12560.676
941,0,27,12,0,0,1,0,18924.558,11995.161,22165.899
942,0,23,12,1,0,1,0,19004.888,13427.419,13299.539
943,0,26,16,0,0,1,0,19004.888,16112.903,26599.078
944,0,27,12,1,0,1,0,19004.888,19693.548,19210.445
945,0,37,12,1,0,1,0,19004.888,25959.677,25860.215
946,0,37,12,0,0,1,0,19016.644,20893.065,16993.856
947,0,26,12,0,1,1,0,19055.829,0,13299.539
948,0,23,12,0,0,1,0,19096.974,20683.597,16993.856
949,0,26,13,0,0,1,0,19200.815,14680.645,18471.582
950,0,27,16,0,0,1,0,19200.815,17688.387,0
951,0,27,12,0,0,0,0,19200.815,19514.516,23643.625
952,0,29,14,0,0,1,0,19200.815,21483.871,23052.535
953,0,25,16,0,0,1,0,19200.815,22558.065,33396.621
954,0,26,12,0,0,1,0,19263.511,13024.597,24627.791
955,0,22,14,0,0,1,0,19279.185,17616.774,17289.401
