age,income_level,gender,minority_status,credit_score,tax_credit_eligibility,consumption_rate
2,8,0,0,19.684918066045917,0,9.135848228368909
4,5,1,0,20.38054551869302,1,14.51524685780184
5,5,1,0,22.075552668291635,1,17.196658788714394
7,5,0,1,24.42993429210481,1,19.268582854424768
8,4,0,1,17.80170134010991,0,6.383630885741337
9,4,1,0,19.46160124501663,0,8.767857272531138
10,2,0,1,20.91191623963625,1,16.83251389577424
10,7,1,0,17.30037498342075,0,5.806681260578635
8,6,1,1,18.33600357584429,0,8.577266314832295
7,6,1,1,18.42868917372696,0,8.184438652918965
7,5,1,0,16.93466615887387,0,5.1877374665798826
6,5,1,1,20.9592001153001,1,16.86760877691709
6,5,1,1,21.6221047224522,1,16.297733244280977
9,3,1,1,20.475360470011054,1,16.320251377318478
7,9,1,1,19.62212293301032,0,9.328112461681323
1,2,1,1,17.761874187042906,0,6.343083459235496
8,6,0,0,21.93514772327099,1,17.171796730930133
10,4,1,0,20.123526637329324,1,15.928072583866092
11,6,1,1,20.85761115776698,1,16.45414585082148
10,5,0,0,19.304149040651826,0,8.049009897965158
8,7,0,0,20.390844989338632,1,16.48020310665949
8,6,1,0,21.129437164770703,1,16.539984449880382
10,5,0,1,21.81739812385118,1,17.156986084185274
6,5,1,1,20.596130623592323,1,15.634445270233122
8,7,1,1,20.369558247159297,1,14.566309703221377
7,6,1,1,19.730302253947297,0,9.399080398582033
9,5,1,0,19.571304175725427,0,9.238225549759091
5,7,0,1,20.021630641510423,1,15.595215544748232
5,5,1,1,19.15631405614008,0,8.626729358057496
6,8,0,1,21.525626197514597,1,16.339306260385392
11,8,0,0,22.635337876033564,1,17.80037557632158
5,4,1,1,18.62756506703473,0,7.320201461496045
8,5,0,1,18.028534280111263,0,7.998826674948484
7,7,0,0,21.19963662713394,1,16.670035936385677
11,5,1,1,20.55088916002189,1,15.92332246433316
8,6,0,1,17.02509405712684,0,5.6770873741770895
5,6,1,0,21.292623365005447,1,17.11119877202416
10,4,1,1,22.92301877938981,1,18.387179657944003
12,6,0,0,22.969009817380048,1,18.62472349773761
11,7,1,1,17.01138102162213,0,5.173483181733396
4,4,0,0,17.25356827138987,0,5.979766840501642
8,7,0,1,23.974390588199785,1,19.22282654586192
2,7,1,0,19.61895562972577,0,8.114722322051053
3,6,1,1,19.46449899350108,0,10.238584975458863
11,5,0,0,21.14649527577127,1,17.098347273616486
7,7,0,0,18.168291550541085,0,7.101763602762087
5,8,1,1,23.117201855847203,1,17.558537593855736
10,5,0,1,18.26824173180633,0,7.97857160456462
5,3,1,1,18.18260857078176,0,7.879203563133887
10,5,0,1,21.056417197919146,1,17.521226717143648
11,4,1,1,19.60835598189457,0,10.023929215450144
5,8,1,0,16.52542706790036,0,3.998043930477129
5,6,0,1,18.678754983040488,0,7.550146456704122
7,7,0,1,19.826016854755085,0,8.702661382669811
8,7,1,1,21.767733166868464,1,17.043384065439405
6,5,1,0,20.794762928453185,1,16.758697212507457
8,3,0,0,19.482135302281247,0,10.14089110512738
8,4,1,0,18.708324248379725,0,7.820768386796485
5,4,0,1,19.84781427290728,0,9.011420159330411
3,8,1,0,17.478828456334128,0,4.939660013152
7,4,0,1,22.58062855220854,1,17.82406138609301
4,4,0,0,18.972950382549808,0,8.035672955875917
7,5,1,1,20.0057387129936,1,15.26688159611082
15,6,0,0,20.508283249976,1,17.37049188578924
11,6,0,0,22.085521078392954,1,17.38165927488607
7,7,0,1,19.64206603304004,0,8.572577705252781
4,4,0,0,19.12913295133884,0,8.239108601348587
6,5,1,0,17.3597252147833,0,5.856462979284674
4,7,0,1,18.311005449546887,0,6.734200967982308
3,5,1,0,21.42614370573781,1,16.705644874926065
8,6,0,1,23.070737038141942,1,17.859078152130625
8,5,0,1,18.19722210550727,0,7.331951240141857
9,4,0,1,21.523795543090586,1,18.493922854522086
13,4,1,0,21.91702764078201,1,17.152773261171337
9,4,1,0,22.99225475265561,1,17.71404143698346
10,6,1,1,22.091328445365697,1,18.152518020308257
11,6,1,1,19.32121538400798,0,8.639732496179386
6,5,1,1,20.75821425510328,1,16.858884906499924
8,5,0,1,18.44318200841168,0,7.567775755516131
7,3,0,0,18.92919100355441,0,7.948454025350839
7,7,0,1,22.268951760251056,1,18.564845570612547
6,6,1,1,19.884195368497945,0,9.418795198425926
4,3,0,1,22.70309428655877,1,18.932777302459684
3,5,0,1,18.23761517470866,0,6.680991846478335
9,5,0,0,21.724273398126797,1,17.856284499507023
4,5,1,0,17.783007305112253,0,6.998938475904544
8,5,0,0,20.2568441812951,1,16.30685855515921
2,5,1,1,19.747763773264264,0,8.968110401200521
12,5,0,0,18.591082814974857,0,9.039444278660143
7,4,1,1,18.369257239893937,0,7.767465560244792
6,6,1,0,21.13589816005415,1,16.82662582588639
2,6,1,1,21.227773251283946,1,15.384258209670906
17,8,1,1,17.715076365499357,0,6.852151273100587
1,7,1,0,19.939555068881795,0,9.092488898329432
9,6,1,0,19.210013472364917,0,7.9608281867222015
8,6,1,0,19.30899952310068,0,8.98144320308393
10,6,1,1,20.22364200155088,1,15.884373748591331
8,4,0,1,20.60143179495864,1,16.158723319279062
8,7,1,1,16.90096967161523,0,5.14802114018401
12,7,1,0,17.943596652367717,0,6.6527838016336425
6,3,1,0,23.85145988329308,1,19.09696502352196
17,6,1,1,22.49336455521408,1,18.887690971897605
4,6,0,1,23.40364164446048,1,18.3111028567514
8,5,0,1,24.90209754025513,1,19.17374057159812
8,6,1,1,22.30159534175726,1,18.343815400085436
9,7,1,0,25.211266576833506,1,20.270494549047
3,4,0,0,20.66723014294513,1,16.9646100114147
4,6,0,1,22.541259866255807,1,17.376950198738417
5,6,0,1,19.46295328875064,0,9.120272883838208
3,8,0,1,20.12262525160508,1,15.943544225177105
7,8,1,1,20.042954473573108,1,15.557191081292846
14,7,0,0,20.417867926219763,1,17.43657553974024
5,6,1,1,17.348291744404648,0,5.333246387950524
9,7,0,0,18.963644523356677,0,8.08454022315828
9,8,0,0,18.238744956529928,0,6.263936506536482
4,2,0,0,20.55079833304563,1,16.52446230530195
5,5,1,0,21.423081102143847,1,16.684369667932433
6,3,0,1,18.82333404765653,0,8.871644717825783
1,5,1,0,17.499023971246643,0,5.591218652283772
4,4,1,1,19.14130254102316,0,8.071211767922245
2,4,1,0,19.050202979231145,0,8.683628037226116
8,4,1,1,21.554355695897904,1,16.90157455887353
7,6,1,0,19.01923192931975,0,7.445781329827246
6,4,0,0,19.70147431756896,0,8.613707455983093
6,7,1,0,22.83204128283743,1,17.78303971717034
14,6,1,1,23.203804383206105,1,18.016957834371198
4,5,0,1,21.49533539073957,1,16.414031439176043
12,4,1,0,21.10095566267816,1,17.161223156261784
4,5,1,1,21.532112327464358,1,16.844477538292427
14,6,0,1,21.32998298592971,1,17.851569169294816
10,6,0,1,22.009271091150325,1,17.211758338622044
14,7,1,1,20.25468486521304,1,15.85416800483324
7,6,1,0,22.237915663713885,1,17.293945642848705
3,5,1,0,14.847832741776507,0,3.075239639442643
4,5,1,0,19.65276758395785,0,9.312722435853866
12,6,1,0,18.20531907293997,0,7.7143064298589
7,5,1,0,17.27251478160513,0,6.039017763025796
8,5,0,0,21.113280704027364,1,17.344649926263866
5,6,0,0,18.97500312989143,0,7.084934358287556
4,8,0,1,22.432512031658067,1,16.727892257643294
8,7,1,1,16.519753062160262,0,4.519381915143531
6,4,0,1,22.045195647240032,1,17.740566116861817
6,5,1,1,17.055044606159253,0,4.51381515904935
7,5,1,0,22.17287520583574,1,18.280232362997573
9,5,1,1,21.973427463619156,1,17.05950784273825
3,6,1,1,18.404988471330075,0,7.390368788046741
3,6,0,1,20.158084697953143,1,15.596031890391512
14,5,1,1,17.70978203417955,0,6.439974024010618
9,6,1,0,22.745775054316816,1,17.331778287529737
8,5,0,1,20.62501632333187,1,15.872044275621404
3,5,1,1,24.835475811695662,1,19.384918550238027
7,6,0,0,19.429076860595256,0,8.419974012771405
6,6,0,1,15.23304840266513,0,3.182264441957304
6,6,0,1,19.525104040820494,0,8.803740462388307
8,5,1,0,23.013286137765668,1,18.65974897920802
5,6,1,0,19.553549779798217,0,9.37403654797146
7,5,1,0,17.119446430045134,0,5.663323604944006
9,5,0,0,18.779291509047656,0,8.094980960590073
9,5,0,1,21.76583933241293,1,17.12737437766523
6,6,0,0,20.28190122772134,1,16.534797238046735
5,7,1,1,16.844270666102275,0,5.273682349475143
7,5,1,1,15.56029723584622,0,3.2725502500559984
11,5,1,1,19.1220135621409,0,9.532086929358728
9,5,1,1,19.90943668068492,0,9.439550982700098
7,5,1,1,19.658677210236423,0,9.738305093752572
14,4,1,0,19.50365910838368,0,8.776367013919561
6,8,0,1,18.62253373376461,0,6.70297517638845
3,4,0,1,19.51040652160124,0,10.366702646613932
4,3,1,0,17.979845643349208,0,7.273670732634093
11,5,0,0,19.54559496604885,0,8.9313085006352
8,6,1,0,21.03916009176646,1,15.82821004576424
4,4,1,1,21.67167104974987,1,17.18712266261675
11,5,1,1,18.85955841660954,0,8.122560779633869
7,5,1,0,17.860088315168504,0,6.809337355968858
4,4,1,1,15.562789958209024,0,2.7029175477586023
9,7,1,0,22.164115835517084,1,17.702198035060377
4,5,1,0,22.78393000131123,1,16.966431783684122
13,5,1,1,17.44705556741285,0,6.3961787817098985
11,8,1,1,23.014894699011663,1,18.07275509372353
9,5,1,1,21.15781817190588,1,16.519550272825803
3,6,0,1,21.152072839390488,1,16.87938687607202
9,5,1,1,17.094277453789335,0,6.798600841445861
6,8,0,0,21.471965187190847,1,17.67467924079263
6,4,1,1,21.290010743208445,1,15.86112281127753
9,5,0,1,22.21328136730961,1,17.992047683987966
3,10,1,1,20.47296809622965,1,15.42116245797449
8,6,1,1,19.163657574865137,0,9.298867114311298
11,6,1,0,19.34238874815399,0,9.999484360020476
7,6,0,0,17.42790972133988,0,6.116189942231262
6,5,1,1,19.05209518588462,0,8.726662447372297
4,6,1,0,21.495727253609456,1,16.43460573965097
9,5,1,1,19.454580552468165,0,8.538294348171046
12,4,1,1,18.8375562908139,0,7.837945750558388
8,5,1,0,13.766099569334466,0,0.2078904616145875
11,7,1,0,21.13349730719988,1,16.69177374236717
8,9,1,0,19.813853527646632,0,9.681715555188209
2,4,1,1,20.927299590427,1,16.372411599070194
6,3,1,1,17.78575910633374,0,6.01864185932994
5,6,0,0,18.227074858982743,0,6.526757029055627
8,5,0,0,20.520333637715623,1,16.117764335541025
5,8,0,0,17.851954792581992,0,6.583008574725225
12,5,1,1,21.4501082674398,1,16.39891722609587
8,4,1,0,20.081332964894173,1,15.883772791399528
4,6,0,1,21.655560480684837,1,16.835551647463987
8,7,0,1,19.35263897492982,0,9.333419867238051
6,10,1,0,21.118339479588744,1,16.95917896595842
11,6,0,1,19.833682879600623,0,9.43078243601362
5,6,1,1,22.676428058538324,1,17.633032311676423
12,5,1,1,19.38488644825786,0,8.941544602478055
12,5,1,0,19.34112362093497,0,8.584805222972276
9,6,1,0,20.53386330968002,1,16.104919026662728
3,4,0,1,20.72829551937457,1,16.311300248261627
7,5,1,0,25.806195770189376,1,20.520066619795315
5,4,1,0,20.513656359774338,1,16.01194864111104
7,4,1,1,23.164041013403867,1,18.629163650512165
6,6,0,1,20.229391199043143,1,15.956452601637718
7,7,1,0,19.117319652104268,0,8.357937393811554
5,5,0,1,20.319134877990923,1,16.7990279909139
6,6,0,0,17.420572668414664,0,6.209334204837011
7,4,1,1,21.69908681734849,1,17.210868512336997
11,6,0,1,23.300314751515856,1,18.785929370590534
8,6,0,0,19.05081824869228,0,8.563329634911009
5,5,1,1,21.76582231286065,1,16.40383300361582
10,5,0,0,20.576939731900826,1,16.248048486852348
6,6,0,1,25.09311406937193,1,19.85275945044884
11,4,0,1,16.940796577786582,0,5.263825452734393
4,6,0,0,16.376577499053347,0,4.226038268628224
13,8,0,1,20.702541588772203,1,16.1117289212861
8,5,1,1,18.478225826472052,0,7.1577399544282825
14,7,0,1,17.655588207898898,0,6.308526113700139
6,6,0,1,18.75907441459617,0,7.241878459721754
6,7,1,1,20.50677439486379,1,16.039479540228893
10,5,0,1,20.726424166477248,1,16.542755867472163
11,5,0,0,21.847537680578004,1,17.984357524866947
8,4,1,0,21.016708916880063,1,16.078666067409518
12,6,0,0,22.725128769731175,1,18.546190396216723
8,6,1,0,19.34269045261653,0,9.211978497015778
7,4,1,1,17.6617514752103,0,6.662102981348012
10,7,1,0,17.871700325665202,0,6.178372366791299
3,6,0,1,19.12978069283568,0,7.832301870499967
8,7,0,1,20.567243283378158,1,16.266406845389454
9,4,1,1,17.609594247109886,0,6.132378739058807
12,6,1,0,21.55026939463113,1,16.424638487797772
10,5,1,1,19.780535380413507,0,9.154348331277053
6,5,1,1,14.197286601234342,0,0.9403622024013828
9,5,1,0,20.72255698757527,1,16.94299509415907
6,7,0,1,20.713845935028505,1,16.750242395868177
12,1,1,1,18.54668846118207,0,8.565958224618486
12,8,1,1,24.051715322038568,1,19.55167942158612
7,8,0,0,20.77477901767883,1,16.219473635406704
11,5,1,1,23.007235407067736,1,19.53141389351752
8,7,0,0,21.67958428130293,1,16.859619086238805
7,6,0,0,16.68703123591517,0,4.805431071036467
9,7,0,0,20.527917592141293,1,14.922570503084565
6,3,0,0,20.628696688453648,1,16.56835780122056
6,4,1,1,19.71938693766391,0,8.403300345278168
8,6,1,1,18.67703706769181,0,7.193590382778681
12,7,1,0,22.270031547360485,1,17.109089202143778
11,5,0,1,21.59693851313415,1,16.70019170551563
5,5,0,1,20.65499219852653,1,15.50164295286319
7,6,1,1,20.9965813840854,1,16.232459154337256
8,4,1,1,17.507265310640264,0,6.719228709048644
2,6,0,1,19.20278396649876,0,8.14400998738979
9,5,0,0,17.58327022950815,0,6.046169352778328
8,2,1,1,21.0937137353517,1,17.408794944223008
8,4,1,1,17.022340788943055,0,6.177422864096054
5,8,1,1,19.072603030966132,0,7.601527692720674
8,5,1,1,21.09223983970689,1,16.18979838522485
3,7,0,1,20.105976573726277,1,16.376714133288896
9,7,0,0,19.681663467172832,0,9.185775816080051
14,7,0,1,19.307163545891413,0,8.814336211068357
5,6,1,0,21.844206084842977,1,17.760364369492105
13,4,1,0,20.15669245269068,1,16.235420627787633
7,3,1,0,21.66924161535529,1,17.822351419427907
3,5,1,0,20.06463815475629,1,16.177371237894455
4,3,0,1,21.095043060144725,1,17.589293478687857
7,7,0,0,23.833483794841914,1,18.839161370329272
9,5,0,1,21.62997629507974,1,16.674570690467004
6,4,1,1,16.941750264216658,0,4.906664433687849
8,5,1,1,21.08982287783121,1,15.642239567917356
6,6,0,1,19.15362848683718,0,8.48628332703438
6,4,0,0,18.947029326654075,0,8.715126743097677
6,6,0,0,21.55737229900714,1,17.4445751890149
5,8,1,1,19.245762440499185,0,7.045124832722071
8,6,1,1,17.924030676923245,0,5.966490922113666
6,7,1,1,22.98036897552625,1,17.74540017675245
7,7,1,1,19.346370148347525,0,9.24238263153588
11,7,0,0,16.290213696168276,0,4.245728764422903
9,4,0,0,19.839374922076924,0,9.856912554826604
7,7,1,1,20.38133931457601,1,16.65379219673744
8,5,1,1,21.702748512193107,1,17.617912173693618
7,6,0,1,18.648779121374293,0,8.219684438085743
11,6,1,1,21.161902296616475,1,16.91595503798669
10,5,1,1,20.105234013860475,1,15.265640172496076
7,8,0,0,20.481285953808555,1,15.31525480392516
3,5,0,1,20.47822149864801,1,15.483567002293649
9,7,1,1,20.121294027905485,1,15.864540939456193
6,6,1,0,23.06619064387064,1,17.89718369170025
6,8,1,1,19.25118798338465,0,8.363309755406831
4,8,1,1,19.844354544979407,0,9.066367951640526
8,5,1,1,20.78437256769972,1,16.903401825474116
3,9,1,1,18.88239670277081,0,7.30097008080797
3,4,1,1,16.264175185819767,0,3.284749015413502
9,6,0,1,21.336300883389324,1,16.493726748026425
8,6,0,1,20.344731787089195,1,14.991400401418309
5,3,0,0,18.27330167982976,0,7.428570528548083
5,5,1,1,24.541145104517863,1,19.34957855090082
10,5,0,1,21.69524076140681,1,17.145514409407575
6,6,1,0,21.64409087996401,1,16.13694087572784
7,5,1,0,21.32364120113853,1,17.432865480631136
5,5,0,0,20.41032696826724,1,16.4479402357689
6,6,1,1,17.227566020520367,0,5.242982491199501
9,5,1,0,18.659985810725765,0,7.670201841251918
9,5,0,1,18.42192213829212,0,7.473290810631534
10,4,0,0,22.13214412650306,1,17.786387648574593
5,5,0,1,15.055954563660563,0,2.3135667927247185
11,4,0,0,20.86592219359253,1,16.89758486184768
4,3,1,1,22.39489911704956,1,17.510616154642634
8,7,0,0,20.482927319831308,1,15.964418257523628
10,6,0,0,18.848698176573127,0,7.719103730144425
7,6,0,0,19.29521778406305,0,8.667722892814526
5,6,1,1,20.790490730254525,1,17.154141777550905
6,6,1,0,19.24116720361975,0,8.73216192721151
2,6,0,0,20.95130097646621,1,17.242712908691402
6,2,1,1,17.80406327656116,0,6.416567224254388
7,2,1,0,19.117248872189275,0,8.491636609631563
14,7,0,0,20.89043630834975,1,17.37789679840742
12,5,1,1,19.052931122724228,0,8.646867217099329
10,7,1,1,21.86209525932112,1,17.734360201652507
10,7,1,0,20.543382158010605,1,16.044875101536253
5,4,1,1,20.704262312309066,1,16.70243936183714
2,5,0,1,22.48998901394526,1,18.030841654380044
8,8,1,1,20.123176453370625,1,15.619752119326376
7,9,1,1,22.671562026330623,1,17.95302512932197
4,4,0,0,18.050195755336038,0,5.997895227739344
8,8,1,0,23.03522315276862,1,18.220425983826622
8,6,0,1,24.714811477200666,1,19.95640505478254
7,7,1,1,18.32066986687733,0,7.559283342881724
8,5,1,0,18.74617383441443,0,8.11177095942082
6,4,1,1,22.63520806767922,1,18.018037512324597
6,6,1,1,25.105150709683937,1,18.864517646158085
11,7,1,0,20.47641799895352,1,15.795553245743394
9,6,1,1,18.21071470744048,0,7.561976062479137
10,4,0,0,20.157455970425264,1,15.180465786187636
6,6,0,0,20.1145975218884,1,15.560749097031923
6,6,1,0,20.91616134893589,1,16.24427652213052
5,5,1,0,21.765321289329083,1,16.451421826867772
7,8,1,0,21.66690922477841,1,16.273518263413248
9,4,1,1,18.729772426199435,0,7.422963895068757
7,6,1,1,22.614519720273822,1,17.89717471143796
9,3,1,0,18.134358295998144,0,6.968599001494183
8,3,0,0,20.66545957533348,1,16.442921254768013
11,8,1,1,21.54890246004145,1,16.39581238692745
12,6,1,0,21.830006738179115,1,17.564028276980984
8,6,1,1,19.10209306245133,0,8.146502654484676
10,3,1,1,18.79965107619466,0,8.186740430027141
1,4,1,1,20.27956091416124,1,15.339022292716372
10,7,1,1,21.51246237927565,1,17.377667777767037
7,8,0,0,19.184125253997504,0,8.642349283368581
0,7,1,1,20.30828953666433,1,15.606134454420683
5,6,1,1,18.6845781297707,0,8.160728516297276
7,5,1,0,18.80033759804179,0,7.185628955270691
12,5,0,1,20.935649101249684,1,16.46095515309168
2,9,1,1,21.41477042933316,1,15.67361103831354
7,8,0,0,19.68422691755149,0,8.512629227387455
11,6,0,1,18.982072222886064,0,7.90798668012654
11,5,1,1,16.073881052419388,0,4.284198557778021
5,8,1,0,17.892266747476732,0,5.648768014841749
1,4,1,0,19.3331578870687,0,8.366417185830235
0,7,1,0,17.64761125442659,0,6.015619733383579
8,5,1,1,21.59714241209776,1,16.5201328926291
10,4,1,1,19.968714122108743,0,10.264585672254023
-2,6,0,0,18.32901508835036,0,6.341281442300305
7,4,1,0,16.738934538412906,0,4.717279444822877
6,5,0,1,17.873265104272857,0,6.377793294198531
13,7,0,1,16.671884653378445,0,4.609004875109314
6,5,1,0,20.54375873658302,1,16.526483241507385
8,3,1,1,17.271425216690627,0,6.257212750754412
7,6,1,0,19.076410780189786,0,8.593479767467219
9,4,1,1,20.035370612219715,1,15.77351578927992
5,5,1,1,19.86389787335285,0,9.767233932401512
8,6,1,1,16.294129413669054,0,4.00039899373102
12,8,1,1,20.261640790403472,1,16.378369557406224
2,6,1,1,19.90934272650721,0,9.330112383798394
9,6,1,1,21.1835429541207,1,16.054495587533538
8,7,0,0,18.797921400520544,0,8.029995268235918
4,6,0,1,15.979184747170436,0,4.647564962702222
5,4,1,1,17.925772762392185,0,6.523049331424691
7,6,0,1,18.977399007359235,0,8.652656326943095
5,5,1,1,21.1709322156323,1,17.490224085827137
8,5,0,0,19.84024435998722,0,9.757169456781693
4,7,1,0,19.23347567092603,0,8.120080668171457
5,6,1,1,18.43124725742482,0,7.638940537915142
7,6,0,1,23.794786903957394,1,19.062496770055272
7,5,1,1,21.391890309074277,1,16.65943546478562
6,7,1,1,19.12390093442687,0,7.384366009410512
10,8,1,1,22.75850696803868,1,17.74392426342654
11,7,0,0,17.894635853587165,0,6.002843914940811
7,6,1,1,21.626214625918387,1,17.849142503000174
8,5,0,0,20.15193866178734,1,16.14254594137669
12,4,1,0,22.49152419173853,1,18.38443247523044
7,4,0,0,20.239902844015585,1,16.448554053415837
12,2,0,0,19.060163421147635,0,9.865281749536551
7,4,1,1,21.38293725322404,1,17.157082398773117
7,5,1,0,21.207359392740543,1,16.9443830735572
6,6,1,0,20.81441504269756,1,15.180084109536214
11,6,1,1,18.747111961192232,0,8.491671955711585
7,5,0,1,22.322045461693648,1,18.128891095326846
3,6,0,1,20.25258847648716,1,15.841646238248725
10,5,1,1,20.01885660140993,1,16.709851745336326
17,5,0,1,18.716158540046067,0,8.392286847678427
4,3,1,1,20.650588484430973,1,15.97510133313646
5,2,0,1,19.50637396381294,0,8.875231129799976
12,6,1,1,17.558810662374214,0,6.411128602603953
10,6,1,1,21.253329944075965,1,17.049368960119452
8,7,0,1,22.23539513019536,1,17.026270607755535
11,5,1,0,18.37716208247535,0,6.901906580121381
10,4,0,0,24.414086143697013,1,19.364431793994758
7,5,1,0,18.414210377829328,0,7.262767653389173
11,5,1,0,21.627852540344776,1,18.139538796529056
8,7,1,0,16.09858048458737,0,3.236864317736435
7,3,1,1,19.237578446355297,0,9.076711728381836
6,7,1,1,21.605177166843003,1,17.490259579669495
10,4,0,0,21.032067279991196,1,17.311526447018117
10,5,0,0,23.04661995997226,1,18.90826899517315
6,5,0,0,21.965090424117708,1,17.058012122158907
9,6,1,0,23.922598958619204,1,18.88993841980583
8,5,1,0,18.57125633831312,0,7.39904589359621
12,8,1,0,20.86161938853384,1,16.782986412473146
6,3,1,0,20.302013044108257,1,16.861847775921024
8,8,0,1,19.60793036139,0,9.22155691732116
11,4,0,1,21.19446456499165,1,16.346415310679454
8,7,0,1,14.492847525862285,0,2.403697316121792
14,5,0,1,22.21244694859159,1,18.08201840534842
6,6,1,0,23.282600321760334,1,17.94219215929642
6,4,1,0,19.649412248610645,0,9.3219189898175
7,7,0,1,19.86080774609358,0,9.87446653897558
7,7,1,0,20.05073026152116,1,15.389108441293452
7,7,1,1,18.80953547834639,0,7.894040099224448
3,4,0,1,19.41606628224418,0,9.26274529795994
10,5,1,1,20.014346953877094,1,15.79376979514641
7,7,0,1,19.24068287756064,0,8.947309170646896
4,5,1,1,19.51016708249316,0,8.977529463811992
6,6,1,1,23.169060322626308,1,18.08747560731737
13,2,1,1,22.351026972382293,1,18.295278535927697
2,7,1,0,15.37395406134864,0,2.3438317599082445
-1,4,0,0,16.837053385424298,0,4.3618165337368175
6,4,0,1,22.210894106794363,1,16.768850451486838
14,7,1,1,21.02989593571491,1,16.742230623334667
7,7,0,1,19.109999536961062,0,8.57916464595781
11,6,1,1,18.56970776331127,0,7.069614122169192
1,7,1,0,16.331160543159655,0,4.111118677231957
11,4,1,0,23.358230983351824,1,20.27345052811033
8,4,1,0,23.183870597067827,1,18.792806655871185
10,5,1,1,19.626073610359285,0,9.716240543983682
4,5,1,1,19.404338343387412,0,8.223262825123545
3,7,0,1,19.308140512557078,0,8.420944803121793
-1,6,1,1,22.3771554867735,1,18.121702145162374
9,6,0,0,20.00128160238327,1,16.094386365937964
9,6,0,1,19.48228919199545,0,9.216374106747631
10,5,0,1,17.243114161048506,0,5.092054880657376
10,5,1,0,21.4405481893209,1,17.05611792326794
12,4,0,1,20.13421149682564,1,16.432611255415647
1,5,1,1,19.16016735149344,0,8.296131386792593
9,4,0,1,18.69379684356904,0,7.218896838046265
