age,income,home_owner_status,previous_loan_history,job_stability,loan_grant,loan_repayment
28,22,0,1,0,0,78.61574179034027
21,21,0,0,1,1,80.43198661647251
27,25,0,1,1,0,81.9112462897072
16,23,1,0,1,1,80.26254452197679
32,29,1,1,0,1,88.6944117835199
13,22,1,1,1,1,80.06274646780909
22,20,1,1,0,1,80.68992783551562
19,27,1,1,0,0,78.25828346716911
6,26,1,0,1,0,76.32507645959272
40,16,1,0,0,0,80.96435403339333
14,29,0,1,1,1,82.90870206769867
27,19,1,1,1,1,82.38566346948323
22,22,1,1,0,0,76.96863448142537
42,27,1,1,1,1,93.26313076485904
30,29,1,1,0,0,85.29372071153354
48,26,1,0,1,1,91.75947441115426
24,27,1,0,0,1,84.1621319539424
4,19,1,1,1,0,70.57727619329704
16,15,1,0,1,0,71.65260360241602
5,28,1,1,1,1,77.8036801787298
33,23,1,0,0,1,85.07297561710664
24,22,1,1,0,1,81.17342564026686
23,17,1,0,1,1,79.83012990905146
22,27,1,0,1,0,82.1784052321535
37,29,1,1,0,1,91.56435188666474
15,23,0,1,0,1,76.39745236715576
29,27,1,0,0,0,82.8214383536206
16,17,0,1,1,1,77.62446003232913
37,16,0,0,1,1,84.18818147534851
32,23,1,1,0,0,82.15042813759531
33,21,1,1,1,1,84.91981404389873
26,20,1,0,1,1,83.84555565233606
31,22,1,0,1,0,80.44348736897453
30,20,1,0,1,1,83.60752885182445
35,15,0,0,1,1,82.79158270106737
20,27,1,1,0,1,83.69254819548088
28,23,1,0,0,1,81.75182970222014
33,27,1,0,1,0,84.08290361285889
19,21,0,1,1,0,74.64647486927795
25,30,1,0,1,1,87.25769223236357
28,27,0,1,0,1,84.68155098408562
34,24,0,1,1,1,85.79777394315987
20,20,1,0,0,0,75.01913147559888
16,30,1,0,0,1,82.7852526180516
41,20,0,1,0,0,83.31145571830498
23,22,0,1,1,0,77.27194485162033
10,20,0,1,1,1,77.4848577299091
13,26,1,0,1,1,81.06973207987801
33,20,0,0,1,0,78.26672109851486
33,21,1,1,0,1,84.50720611320362
21,18,1,0,1,1,80.35610373328606
34,27,0,1,1,0,85.15740319514646
14,18,1,1,0,0,72.3917160404143
17,24,1,1,1,1,80.9654354400921
40,19,1,1,1,0,84.2853769501654
20,22,0,1,1,1,79.85318973627291
27,19,1,1,0,0,78.49125594111233
52,21,0,1,1,1,91.1915414263066
21,21,1,1,1,1,81.28644063591504
27,25,1,0,0,1,84.00739247903176
36,29,0,1,1,0,87.65424649457005
25,27,1,0,0,0,81.62714027678393
29,30,0,1,1,1,88.07600598354986
47,24,1,1,1,0,90.69965407635776
23,18,0,0,0,1,78.70259868845253
25,23,0,1,1,0,80.52282575688945
32,24,1,1,1,0,84.1162385116223
18,19,1,1,1,1,78.96433699794606
32,21,0,0,1,1,83.81662803535589
10,19,0,1,1,1,75.94012870974151
23,23,1,0,1,0,80.04366173632039
32,30,0,1,1,0,86.95606501344993
43,20,1,1,1,0,85.10636556896628
22,23,1,1,0,0,78.20124890678191
36,29,1,1,1,0,86.09473976804398
36,24,1,1,1,1,87.80900140846116
14,16,1,1,1,1,76.85407974338132
20,18,1,0,1,1,77.65384586942633
18,22,1,1,0,0,77.33171890473332
28,23,0,1,0,1,83.17054309307576
19,25,1,0,1,1,83.10497994793307
30,19,0,1,0,1,82.82181566670677
25,17,1,1,1,1,80.29833791098896
30,19,1,1,1,1,85.2938869409011
36,22,1,1,0,1,86.46006471312809
26,26,0,0,1,1,84.05423302235553
22,17,1,0,1,1,79.78030857601088
30,17,1,1,1,0,78.91702521569789
24,27,1,0,0,1,83.71393557979317
23,25,1,0,1,1,81.38925642169053
39,19,1,0,1,0,82.80971568597509
12,29,1,1,1,0,78.10068009898893
50,25,1,1,1,1,94.9941598564775
35,22,1,0,1,0,84.08624760775825
18,23,0,0,1,0,76.11411851556551
24,22,1,0,0,0,78.96299069098352
12,19,1,1,1,0,73.53262031888414
26,28,1,0,1,1,84.82224311596393
26,21,0,1,1,0,78.43982340550862
27,21,1,1,1,1,82.47866895483492
32,26,0,1,0,1,86.38175481281718
30,28,0,1,0,0,83.73576259392257
30,18,1,0,0,0,77.50617140648816
28,25,0,1,0,0,81.4621901677352
7,29,1,1,0,0,75.53471587723661
32,23,1,1,0,1,85.60872920244255
25,19,0,0,1,1,81.2761613518776
24,19,1,1,0,0,78.01695314615306
20,26,1,0,0,1,82.22934432896693
29,23,1,1,1,0,81.39164759896204
16,23,1,0,0,1,81.566126729809
15,23,1,1,1,0,77.90047060877637
32,28,1,0,1,1,87.98578635854723
27,25,1,1,1,0,82.57820373686916
19,21,1,1,1,1,81.54407694540085
12,30,1,1,1,0,78.55095619823288
25,26,1,1,0,1,83.78531497538272
35,24,0,0,0,1,86.20574032339191
19,24,1,1,1,0,77.5466358191197
27,25,1,1,0,0,81.4472837688282
31,28,1,1,1,0,85.06577273410647
27,22,1,1,0,0,80.8853944314668
20,36,0,1,1,0,85.1333257684961
28,30,1,1,1,0,85.42415681538029
24,23,0,1,1,0,79.77504183275688
31,23,1,0,1,1,86.70437224773252
20,22,0,1,1,1,80.54487269619729
41,19,1,1,1,0,83.39177989414223
30,30,1,1,0,0,83.15475856165145
39,24,1,1,1,0,82.9692743984648
36,22,0,0,1,0,82.37696649668747
39,20,1,0,1,1,87.96789279879512
20,21,1,0,0,0,75.20889745501282
7,20,1,1,1,1,75.77346387550813
15,25,1,1,0,1,80.15075339565846
14,27,1,1,0,0,77.93624504957035
33,28,1,0,1,1,89.90229009815181
36,21,1,1,1,1,85.92593560006291
29,21,1,1,0,0,80.51023628745817
21,20,1,1,1,1,81.90965670957459
30,29,0,1,0,0,83.88093643920298
20,23,1,1,1,0,77.94503944376858
17,26,1,1,1,0,79.35898428770697
8,24,0,1,1,0,72.81959641105945
19,22,1,1,1,0,79.69525453321633
31,25,1,1,1,1,87.46630051616872
29,23,1,1,0,1,84.94155399098088
23,21,0,1,0,0,74.88778722654958
12,26,1,1,1,0,78.0005506640168
18,27,0,1,0,0,78.99829824831994
29,26,1,1,1,1,85.87756639928456
13,25,0,1,0,1,77.78830746344339
18,32,1,0,1,1,86.60013581282212
21,21,1,1,1,1,80.20422777327563
19,18,1,1,0,1,77.3276794964557
32,17,1,1,1,0,79.8254711907441
23,23,0,1,1,1,82.1090283302375
18,22,1,1,0,0,77.03390611152416
13,17,0,1,1,1,74.2302458307088
11,25,1,1,0,1,77.8488729080502
2,19,1,1,0,1,73.5343719219255
20,24,1,1,1,1,82.4544230531388
11,29,0,1,0,0,75.574210931224
23,24,1,1,1,0,79.84428005805441
22,24,0,1,1,1,83.26196926160358
21,24,1,1,1,0,79.65566131238207
19,20,1,0,1,1,80.5412229009795
24,19,0,0,1,0,77.02957731431229
22,29,1,1,0,0,80.41085452337266
16,23,1,1,1,0,75.98496352564841
24,24,1,1,1,1,83.06377213701904
15,25,0,1,1,1,80.49699265497517
21,20,0,1,0,1,78.6788388911024
19,24,1,1,1,0,80.9168673509401
39,18,1,1,0,0,81.0961955569798
2,23,1,0,0,0,72.51480366437191
27,19,1,1,1,1,80.31251879752531
12,25,0,1,1,0,75.94352564105952
11,24,1,0,1,1,80.3098253481669
19,26,1,1,1,0,79.91651457279764
8,20,0,1,1,0,71.69495399518749
38,24,1,0,1,0,84.64073835862536
30,25,1,1,0,0,82.41146344165139
23,25,1,1,1,1,85.03028845663069
18,28,1,0,1,0,79.97964650662911
35,26,1,1,1,1,86.49181514032801
34,26,1,0,1,0,85.05314734327395
32,26,0,1,1,0,83.15762700402435
7,24,1,0,1,1,76.98825115770217
26,29,1,1,1,0,82.59967209609184
18,21,0,1,1,1,79.02758387168117
17,25,1,1,0,0,79.05388788784889
16,18,1,1,0,0,71.94083211644212
16,24,1,1,1,0,78.47172695571511
34,18,0,0,1,1,84.27637406375355
1,23,1,1,0,1,74.26671677860766
25,31,1,1,0,0,83.73301281272734
37,11,1,1,1,0,78.04003482827078
16,21,1,0,1,0,76.59605369524846
13,25,1,0,1,1,80.70723198654517
30,25,1,0,1,0,83.36840966054206
14,22,0,1,0,0,74.23487284127849
25,23,1,1,0,1,81.95636659833472
20,30,0,1,1,0,81.60298145974356
20,29,1,1,0,1,84.58720718922606
33,21,1,1,1,1,84.55070230762944
26,29,1,1,1,1,88.66946253384532
17,21,1,1,1,0,76.05824511908389
41,18,1,1,1,0,83.69540003640822
16,22,0,1,0,1,79.39075073509903
39,21,1,1,0,1,86.21446636600048
39,29,0,1,1,1,89.34548902748843
16,22,0,0,0,0,74.37901288207853
26,26,1,1,0,0,81.36840744213869
29,24,1,1,1,1,87.83425984454232
38,25,0,1,0,1,87.36104725821299
33,17,1,1,1,1,83.46931426979747
30,34,1,0,0,1,90.480293203732
33,21,1,1,1,1,86.54653268936814
38,17,1,1,1,0,80.44281592440741
26,33,1,1,1,1,87.94835478197447
18,35,1,1,0,0,83.11375265963926
28,21,0,0,1,1,82.24044984519037
25,20,0,1,1,1,81.946116142284
43,18,1,1,1,1,87.47309022567148
30,19,0,1,1,0,78.74972575216367
3,23,0,1,1,0,71.06941531990606
40,22,1,1,1,1,87.18805095586731
25,23,1,1,0,0,79.68871985597639
36,19,1,1,1,1,86.63979798189197
35,23,1,1,1,1,85.48990466197357
17,19,0,1,1,0,75.2400146130685
29,25,1,1,1,0,83.34788903785483
31,27,0,0,1,0,82.10586419984119
33,21,0,1,1,1,87.51540100899453
32,27,1,0,1,0,84.42664534932162
13,26,0,1,1,1,79.47386068659443
27,27,0,0,1,1,86.48423142861526
20,27,1,1,0,1,83.75940744911873
22,27,1,1,1,1,84.61970620898593
18,21,1,1,1,0,77.44381939038747
22,26,1,1,0,1,85.75219420573013
27,22,1,0,1,1,84.8840055548426
20,25,1,0,1,0,79.25932319652942
17,25,1,1,1,1,80.95682042039415
16,24,1,1,1,1,82.6629292655988
34,23,0,0,1,0,82.57958331697888
16,23,0,1,0,1,77.14756092835823
20,23,1,1,0,0,77.10760188815095
39,20,1,1,1,0,84.16055639219114
24,25,0,1,1,0,79.68608137550692
16,20,1,1,1,1,78.4559984188362
24,25,1,1,1,1,82.93019544414405
37,21,1,0,1,0,86.21778643800427
23,19,1,0,1,1,81.32895474509793
21,16,0,1,0,0,75.76211014695006
36,29,0,1,0,0,84.69755844188106
15,20,1,0,1,0,76.697248138768
6,29,0,1,1,1,79.20857056924108
21,19,0,1,1,0,75.5921497282016
36,21,1,0,1,0,84.0043206677229
20,20,1,0,1,1,79.70695392130672
38,25,0,0,1,1,88.12961770351383
32,30,1,1,1,0,87.20017014217449
36,21,0,1,1,0,84.07642456657543
9,21,0,1,1,1,78.1269379415624
24,30,1,1,1,1,87.21219171257253
25,28,0,1,1,0,83.03566010840406
21,23,0,1,1,1,82.94244456305323
32,25,1,1,1,0,83.64186553274371
32,26,1,1,1,1,86.69424693346292
21,26,1,0,0,1,83.93105738277387
16,25,0,0,0,0,76.98796685303363
22,27,0,1,1,0,80.73561773174254
26,22,1,0,1,0,79.2653663572254
34,27,1,1,0,0,85.51511800055015
36,25,0,0,1,1,89.52581962405041
18,22,0,1,0,0,75.32740917998534
24,21,1,1,0,1,81.50215122306452
19,18,1,1,1,1,78.14583922616448
26,22,1,0,1,0,79.31924548428714
27,25,1,1,1,0,81.83162483017854
35,26,1,1,1,0,85.85979055824747
19,18,1,1,1,0,76.56558823897896
22,23,1,0,0,0,76.51841800710503
31,22,1,0,1,0,82.3006783971211
25,24,1,1,0,0,80.3873977634784
17,24,0,1,1,1,80.56961068607181
28,26,1,0,1,1,86.40390022396622
42,26,1,0,1,1,90.60897664494148
26,29,1,1,0,1,86.23150016721968
38,23,1,0,1,0,86.47104228961112
31,20,1,1,1,1,84.50269000711495
17,18,0,1,1,0,74.64526325428504
27,27,0,1,1,0,81.41736526695989
19,22,0,1,1,0,77.08851212850625
23,25,1,1,1,1,84.07127252689232
40,27,0,1,1,0,87.60026453664501
34,29,0,0,1,1,90.19185931584472
18,19,1,0,1,0,74.58370129590516
19,22,0,0,1,1,79.3081897740792
23,26,1,1,0,0,79.13163037518788
37,20,0,1,0,1,87.58158044605696
15,25,1,1,1,1,80.77848083380262
