defendant_age,income_level,prior_convictions,legal_representation,charge_severity,bail_status,diversion_program_enrollment,sentencing_length,recidivism
22,11,10,1,0,1,1,46.88228199937581,179.11022058548323
32,17,9,0,0,0,1,59.10785500210527,213.26706691011412
35,16,13,0,0,0,1,65.9530821680976,232.1369432899501
46,22,9,0,0,1,1,78.44263785420718,268.3603155496676
35,23,10,0,0,0,1,65.92325069234396,238.0005885580485
33,13,6,0,1,1,1,56.53476989165161,205.9734390540502
38,22,12,1,1,1,1,75.15242131912792,261.07599980852854
38,22,10,1,1,0,1,71.04596344741088,249.6555336784608
35,18,11,1,1,1,1,66.05591586985561,236.4168324999141
27,24,10,1,0,1,1,58.75106065124054,218.56112685620417
29,14,9,1,0,1,1,54.27031131913867,200.2941101810564
33,14,3,0,1,1,1,52.338232773285085,195.357494381801
36,22,4,0,0,1,1,61.41275708424541,223.3632275081644
40,19,7,0,1,1,1,68.68923399386642,241.6690974756176
25,23,11,1,0,1,1,55.26939776602437,213.9912024879994
25,18,9,0,1,1,1,52.20372302534346,200.23111537780528
34,21,13,1,0,0,1,67.3620540889061,240.35193037644788
46,15,5,1,0,0,1,70.64639529895858,245.8474483535473
29,18,13,0,1,1,1,60.78925676898309,222.042381892582
15,18,7,0,0,0,1,36.25800565337295,155.98016112767908
20,17,10,1,1,0,1,46.7943876336542,181.0681870118635
24,21,14,1,0,0,1,56.192507862496974,209.67612557806456
30,18,9,0,1,0,1,56.81090079945283,211.06749382981545
45,25,14,0,1,1,1,85.45725778990067,288.5616897887769
29,14,13,1,0,1,1,58.67636271953232,212.0016854646994
27,14,7,1,1,0,1,50.08267127576776,190.49911646075543
28,21,8,1,0,1,1,57.16914067708509,210.28203629114728
44,16,9,0,0,0,1,70.44278468895368,247.15789003838512
33,28,8,1,1,0,1,66.1457869392824,241.71897620182835
44,30,13,1,0,0,1,84.11591922408853,289.6965844092568
30,25,10,1,0,1,1,61.93865705461824,229.5086824906544
27,19,9,0,0,0,1,53.43625065352413,201.16281676677528
25,12,15,1,0,1,1,55.20575461792805,203.1008236444464
35,20,10,0,1,1,1,66.51460695225697,235.3399544526476
37,14,9,0,1,1,1,65.58890582799734,232.27860085875324
30,22,8,1,0,0,1,55.74017212161115,210.90773126135508
23,24,10,0,0,1,1,52.956046926433466,201.53461620097025
41,10,12,0,0,0,1,67.86094708218754,234.5730812584941
31,19,14,0,0,1,1,64.77142118708859,233.29590838726708
29,16,10,0,0,1,1,55.39469039564649,205.9407589151984
38,22,9,1,1,1,1,72.22038269654405,253.6147515404204
39,21,12,0,1,0,1,72.92761102211807,253.71020266303208
19,24,4,0,1,0,1,41.14844570277612,171.95300962837754
6,24,13,1,0,0,1,35.945168179486906,160.03226917905997
28,25,11,0,1,0,1,59.1442240137995,225.47430571535028
30,17,7,1,0,1,1,56.556411986994185,209.663950605637
14,10,10,0,1,0,1,35.52672236074301,150.63266011211056
29,13,10,0,1,0,1,54.52815586685847,199.28855049108077
23,25,17,1,1,0,1,62.90313499451036,232.0493944777733
25,13,11,1,1,1,1,53.39132732460434,200.6270123760181
32,17,10,0,0,0,1,58.89269653601453,214.80717257884896
26,24,9,1,0,0,1,56.10384432761625,212.26528685301892
32,14,10,0,0,1,1,58.11417272847602,211.296787827458
21,18,12,0,0,1,1,49.548824661008176,190.72063975558
28,15,15,0,0,1,1,59.416079211066695,214.46281311383063
28,23,8,1,0,1,1,59.20985116031927,219.0239543391853
32,16,10,0,0,1,1,57.89770684850381,211.9954863927929
23,26,5,1,0,1,1,49.53743154771638,197.44662021708427
23,16,13,1,1,1,1,54.45050640821972,203.7205972427493
37,19,12,1,1,0,1,69.26219559317612,245.69140706154067
41,9,11,0,1,1,1,69.20681304307212,235.83046772388224
21,24,12,0,1,0,1,53.96960023075738,205.69002603497648
12,14,10,1,0,1,1,36.2660570139244,150.39926311599473
26,22,20,0,1,1,1,64.41370517104933,236.30511785720375
23,15,9,1,0,1,1,48.39544729899827,186.2537573165819
30,16,13,0,1,0,1,58.55309412804251,215.9044128213069
28,10,4,1,1,1,1,47.00727734955921,178.78924290504654
32,10,10,1,0,1,1,56.8210276252776,205.37899795587575
29,33,9,0,0,1,1,63.52804202057525,237.939403388484
36,22,13,1,1,1,1,72.2738398148596,253.02697722736096
41,20,11,1,0,0,1,73.11671618968423,252.6272815128204
18,23,9,1,0,0,1,45.35593236864494,183.25332070696035
25,12,12,0,0,1,1,51.50085689350838,191.9823821736572
25,27,0,1,1,1,1,48.28480976207175,195.08224796046267
35,16,8,1,1,1,1,63.88555631141389,226.7978958864868
23,18,13,0,0,0,1,51.123176221410574,195.45847293695132
23,29,4,1,1,1,1,50.92562597876901,201.5035956952982
25,25,8,0,0,1,1,52.71947188964597,204.4077706483467
21,24,12,0,0,1,1,52.99382587633575,203.0327473289489
24,23,12,0,0,0,1,54.58403663583454,207.7613063553056
20,18,11,1,0,0,1,47.87677596054549,183.5718439438481
30,20,14,0,0,1,1,62.28687964885395,226.03135709638804
35,27,7,0,1,0,1,65.60720993965236,239.2832011664061
34,13,4,1,0,1,1,55.87112810677836,205.0675538821189
28,20,8,1,1,0,1,57.80318332971526,212.1735838412059
36,27,6,1,0,1,1,66.52822568217665,241.6790351044148
37,25,10,1,1,0,1,71.51027021011174,252.3344174207692
27,19,8,1,0,1,1,55.36275025261075,204.2757397541077
15,20,12,1,1,1,1,43.844268244906665,180.1796384363492
35,21,11,0,1,0,1,66.79176468103603,239.2650217080422
34,23,15,0,1,0,1,69.24452613647001,247.7515192952892
27,7,6,1,0,0,1,46.68141351641364,171.5631785811887
19,12,15,0,0,1,1,47.61535273960312,180.9649768431273
28,17,11,1,1,0,1,55.90098760526897,211.58222134460357
32,19,13,1,1,0,1,64.5573498897434,231.9342636769969
36,26,8,1,1,0,1,67.51441908826946,244.39398829653888
34,20,11,1,1,1,1,66.74712232231059,238.27598176424627
24,22,6,0,0,1,1,49.3614713444427,193.3039846306737
27,21,6,1,0,0,1,52.411983116003874,199.45670134496052
9,15,9,1,0,0,1,29.726203576983444,141.7016787459075
24,13,11,1,1,0,1,50.30913061617483,186.95271044833515
34,20,7,0,0,0,1,61.45264430425885,224.21121062759315
61,14,12,1,1,1,1,97.25858984823556,311.550395218368
35,24,9,1,1,1,1,67.73667436045038,242.48013754325717
24,26,12,1,1,0,1,57.59847588514379,217.077702133144
27,22,2,0,1,0,1,47.84027992288441,190.27878831797133
26,20,11,1,1,1,1,58.73846078235098,217.01426666110623
39,25,10,1,0,1,1,74.05325697532878,259.198139398639
42,27,12,0,1,0,1,78.34425952133552,273.5196317399414
41,8,14,1,1,0,1,71.63152852745561,240.76865420722447
27,24,8,1,0,0,1,55.667133321935935,211.76650189104416
36,27,14,0,1,0,1,73.39785500511766,259.54659934833705
25,13,10,0,1,0,1,50.89801786020469,191.25958804983577
23,25,13,0,0,0,1,54.40944413162519,210.40722423687168
42,30,11,1,0,0,1,80.21453503485114,280.16168028911915
27,16,12,0,1,1,1,57.195150489908656,208.79560992656204
38,6,7,1,1,0,1,59.620098818955455,209.03501141709373
30,30,12,1,0,1,1,66.5826081175351,245.68027803804995
19,27,7,0,1,1,1,45.85700864626816,189.8873377633076
33,17,10,1,1,1,1,63.26219916655052,226.57099283091097
31,16,5,1,0,0,1,54.73147187518185,201.4639431014437
30,24,8,0,1,1,1,59.57034814004168,222.4012451529331
7,23,13,0,0,1,1,36.5412631911178,160.45825303526703
30,31,9,1,0,1,1,65.7758681526104,244.5604567678849
41,18,9,0,1,1,1,72.84559994895454,251.60514498279088
29,29,10,1,0,1,1,64.75040347356824,237.79633225171867
35,17,13,1,0,0,1,66.07326847676508,238.1355518172565
21,16,8,1,0,0,1,42.59578780389551,172.554578587547
34,14,15,1,0,0,1,65.78778593310506,231.75694418471787
42,25,15,0,1,1,1,82.91007101302556,282.7626293860257
36,17,6,1,1,0,1,62.51252520800404,223.82040996004756
36,16,12,1,0,1,1,66.46403682808653,234.5114199306714
30,20,5,0,0,0,1,51.09207445183297,197.38641476486924
41,23,7,1,1,1,1,73.64824322600923,255.87803822909632
17,28,8,1,0,0,1,44.46619109815777,185.96320146978027
29,16,9,0,1,1,1,56.02719170179704,208.49717514887965
27,21,11,0,1,1,1,58.11382031313151,216.9820910736594
26,16,3,1,1,1,1,45.40996228932477,179.99717155194088
31,23,9,1,1,1,1,62.57507914066888,227.04016480319427
28,17,10,1,1,1,1,58.98370623310364,215.16205149058592
37,15,8,1,1,1,1,64.8276875187024,230.350031027688
30,15,10,1,0,1,1,59.22307384706679,215.38333781869864
32,17,6,0,0,1,1,56.94045039273436,208.7330703917176
22,15,7,0,1,0,1,43.49957565673228,178.02616399378547
30,20,9,1,1,1,1,60.95238228107879,222.2055708995227
23,23,10,1,0,0,1,51.56810284353813,200.0962777002666
20,26,12,0,1,0,1,52.44644155650864,205.53036970511235
35,29,3,0,0,1,1,62.35959534603472,231.9998849938811
32,13,11,1,0,1,1,59.34461898319756,213.28116537372128
21,19,8,0,0,0,1,43.94017131925028,178.80887817428462
20,29,11,0,1,0,1,52.006357075035325,205.60177383524083
34,13,10,0,1,1,1,61.75298341192298,221.87433148819872
34,20,11,0,1,1,1,65.605261960476,237.33529836166855
31,5,10,1,0,0,1,50.86123292124974,187.7153952037988
46,15,5,1,1,0,1,71.59716068804744,245.9167230460293
29,10,9,0,1,1,1,53.10586483618338,195.8259567723597
18,17,11,1,0,1,1,45.58986640888799,180.64296969438297
22,18,10,1,0,0,1,48.72988885119181,191.66415888800915
38,28,10,1,1,0,1,74.12435067167034,262.3412757644596
28,14,7,1,0,0,1,50.3782349672577,189.43860918709123
31,13,13,0,1,1,1,60.14817344317856,215.97127987140587
34,23,10,1,1,0,1,65.85743012330053,236.1899644669639
20,21,8,0,1,1,1,47.15792834595351,185.44816591178736
17,13,14,1,1,1,1,46.319336668532856,180.48431466973463
10,25,7,1,1,0,1,34.899767959116964,158.06681903659864
33,21,17,0,0,0,1,68.37923644779667,245.16823862865604
25,25,13,0,1,0,1,59.945781525915386,223.80204172263305
29,18,2,1,0,0,1,48.09322600919379,186.9149942531781
21,11,11,0,0,1,1,44.24432809645683,173.8430635765593
27,21,14,1,0,1,1,60.30185442523342,224.0745142583764
25,18,10,1,1,1,1,53.96708436758964,203.5795656681713
49,20,9,1,0,1,1,83.51795396163571,280.1532827346507
29,23,8,0,0,1,1,56.130582632484725,213.22880535416303
27,14,13,1,1,1,1,58.32813430425325,211.4024660296127
20,13,10,0,0,1,1,43.0150139793279,171.78486141365573
21,13,8,0,1,1,1,43.66657775415907,171.76079665652313
42,23,9,1,0,1,1,74.58825472950763,261.695687809564
23,7,10,0,0,0,1,42.58062840068846,166.49617429144428
37,22,12,0,1,1,1,72.61907640991592,253.6532212733261
31,26,5,0,1,1,1,58.69357059425037,218.71154450314856
22,19,13,0,0,0,1,51.47300710566248,196.05141471954968
41,17,10,0,1,1,1,70.40736629466565,248.02573591096285
28,12,7,1,1,1,1,50.07384474768691,190.4060346651948
37,23,6,1,1,0,1,65.66766980546237,237.5502214525139
36,16,5,0,1,0,1,57.43651836371928,210.7801326394141
37,15,9,1,1,0,1,63.786724631143706,227.08137514929183
25,14,12,1,1,0,1,54.20444525733456,201.23630479845187
35,10,8,0,0,0,1,56.82233131055109,205.0364921309292
36,17,9,0,0,0,1,62.38576246030201,223.6480907906229
33,16,12,0,0,1,1,62.84205761009616,227.45542941590224
30,10,5,1,1,0,1,49.81168340987367,187.23950727786823
25,18,11,1,0,0,1,52.62452787597227,198.97914027778717
21,24,10,1,1,1,1,54.3634498843604,206.54042535326116
24,18,11,0,0,1,1,51.36717119612688,195.26762316655385
23,21,6,0,0,0,1,45.91052992439037,183.2986614435596
45,17,9,0,1,0,1,73.10538337991356,254.7204295969422
23,26,11,0,0,1,1,54.90905629007294,208.7925083954367
23,29,11,1,1,1,1,57.64113549364626,219.4577859159316
31,16,8,0,1,0,1,56.88420353097344,209.76961991497757
17,12,11,0,0,0,1,38.14360633894362,157.65888782511493
28,24,11,1,0,0,1,59.0534402475008,217.0225063794369
31,24,8,0,0,1,1,61.419789750140026,226.4224634301497
19,26,7,0,0,0,1,44.25660851179296,183.3564696205272
31,30,11,1,1,1,1,67.65984147528533,247.59309310215136
40,5,7,0,1,0,1,61.58848717169186,213.52021053666883
44,14,9,1,0,0,1,70.25345830860645,243.76272665163984
23,25,10,1,0,1,1,54.29918712184102,206.67542789620765
32,14,13,0,1,0,1,60.48335829514176,217.93730190803788
29,12,9,1,0,1,1,54.148037344859965,198.72732679679456
29,20,14,1,1,0,1,64.87539498583665,233.83199881900984
21,29,9,1,1,0,1,52.20776891997911,206.48588252741152
29,31,12,1,1,1,1,67.35090295151308,248.1862265711224
33,12,9,1,1,1,1,59.33331749217503,211.77862085114376
19,25,7,1,1,1,1,48.81027455519353,192.58471131827412
34,25,10,0,0,1,1,66.44929513862499,244.012190962441
16,10,9,1,1,1,1,39.09444398074013,157.13937350411774
26,21,15,0,1,0,1,58.542635201697,218.04900653417675
46,10,10,0,1,1,1,73.64860951126028,249.75362685270707
31,16,8,0,0,1,1,58.19776747059359,208.89798556091785
29,18,9,0,0,1,1,55.7487471125509,209.03473138534383
34,21,9,1,1,1,1,66.05767273222095,239.81495618278723
32,18,11,0,1,0,1,62.41243937965261,225.8129369902918
33,19,9,1,0,0,1,60.96464543832997,223.4347249686233
31,21,9,1,1,1,1,61.30478709639881,223.667191705497
34,21,8,1,1,1,1,64.95811408721353,236.67332782640992
22,31,12,1,0,1,1,58.78461899347754,224.40036622234936
37,27,8,0,1,1,1,71.71351228575101,254.4018643754889
19,14,10,1,0,0,1,43.71789692865713,171.17880505763654
42,23,8,1,0,1,1,74.41614319391903,260.5479548422432
35,21,10,1,0,1,1,66.9253414823821,239.4279754704613
28,16,12,0,0,1,1,56.56701731379348,211.86556942564556
17,9,18,1,1,0,1,47.67210608409333,182.1858987402575
27,23,10,0,1,1,1,57.57689166764973,216.72438221463835
23,30,12,0,1,1,1,59.85989432242716,221.75161270989827
13,21,11,1,0,1,1,41.51501236908174,171.91414827825164
24,24,5,0,0,0,1,49.19754618447972,193.31275608663415
19,25,5,0,1,1,1,45.7657652579487,184.8396238806498
35,26,13,1,1,0,1,71.31970732057384,255.05713855108172
27,9,11,1,1,0,1,51.01690100197485,189.95633120004976
25,29,13,1,1,1,1,63.78572257992382,239.43284185514216
41,24,4,0,0,0,1,68.45116495283308,244.7728343320142
28,18,9,1,1,0,1,56.98781111889026,209.1050573469111
28,26,5,0,0,0,1,53.371079150054136,207.8734671645752
32,22,7,0,1,1,1,62.09925322993742,226.76237912119043
33,11,14,0,0,0,1,59.84143252009648,212.9640507652829
28,18,10,1,1,1,1,57.65349501880067,212.1205393718815
34,20,11,1,0,0,1,65.54049890803338,233.72482419393108
12,10,7,1,1,0,1,31.48441463924004,136.97834467282746
33,24,14,1,1,1,1,70.71070641888882,249.54877560529596
32,10,15,1,0,1,1,61.18570477456911,218.85190130656227
23,13,13,1,1,1,1,53.20482120827784,197.9151101274404
27,21,11,0,1,1,1,58.66197852520435,215.41236632230672
44,29,11,1,1,0,1,82.5979798893928,283.82950731181074
37,20,10,0,0,0,1,65.46357518015873,233.7134603245203
21,16,11,0,0,0,1,47.406930219788194,182.7087195868407
30,20,9,1,1,1,1,59.64550536376961,221.5399435432668
20,12,5,1,1,1,1,40.93201125815099,165.47820946638117
39,16,8,0,1,1,1,67.31899227974414,236.7523264694526
38,16,12,1,1,0,1,68.48908060522369,239.68093451401683
40,19,16,0,1,1,1,78.78197064134814,269.3067341168865
39,20,9,1,1,1,1,70.70505690808626,249.8554738582341
38,27,12,0,0,0,1,72.69079296077781,258.63878878370764
39,17,9,1,0,1,1,68.7266464344207,241.03268754207508
15,20,11,1,1,1,1,42.58448129464468,176.19396961146762
33,14,6,0,0,1,1,54.89178800842565,202.91964532349837
16,18,13,0,0,1,1,45.70987395473852,182.21562157752948
32,14,17,0,0,0,1,65.08147986762037,229.40677291527035
46,21,11,0,1,1,1,81.03893042314758,276.52704991743485
10,18,12,1,0,1,1,37.72716454863901,160.17042809073394
37,7,8,1,1,0,1,58.07860113153232,208.89191910986276
31,24,11,0,1,0,1,63.13450006172424,232.61565880736552
31,18,11,1,0,1,1,60.07284680784139,219.4241674627588
19,14,5,0,0,0,1,37.00200100463386,154.62492346567456
29,20,7,1,1,0,1,54.909150554338645,205.4638555240094
22,23,6,1,1,0,1,47.77460534561708,189.92170537532
31,15,11,1,1,0,1,58.14055382227093,216.6603404942448
35,16,9,1,0,1,1,62.13527352671091,223.39049536545943
17,24,7,1,1,1,1,44.93778768777931,182.2115233677524
28,23,7,0,1,0,1,54.28583886695328,207.82598037098347
26,17,14,1,1,0,1,57.46559650306553,213.9010154197813
10,24,10,1,1,0,1,37.64528158220234,162.79384760703925
28,26,11,1,1,1,1,61.70850449037291,230.4390413713361
17,30,8,0,1,0,1,47.83263652758978,193.9853010335321
46,17,12,1,1,1,1,80.93680491749416,274.30217502965144
17,32,6,0,0,1,1,45.645966080154224,191.70903344132412
36,21,9,1,0,0,1,65.5368817261967,235.31447359687465
33,25,11,0,0,1,1,66.15152931788589,238.51387681923197
29,21,11,0,0,1,1,61.03687369220693,224.7202415169428
30,15,5,1,0,1,1,52.81192718150725,195.88282073700285
21,18,5,1,1,1,1,45.4257018862348,182.46877604715985
37,25,9,1,1,0,1,71.08215130774366,253.64239679768005
10,23,9,0,1,1,1,37.392281653115816,160.80809229337234
39,25,8,0,0,1,1,69.42689355165508,248.3341462648372
20,17,7,1,1,0,1,42.914754558889314,172.55199736266985
27,23,11,0,1,0,1,56.98984860689308,214.8627991890432
38,19,5,1,1,1,1,64.54143406225552,231.5986242942708
27,26,12,0,1,1,1,59.973592548028336,227.8035488908228
37,21,17,1,0,1,1,76.7510529360337,266.0913747441642
28,15,5,1,0,0,1,47.87561087581108,184.01140667096567
23,16,11,1,0,1,1,50.88138549490026,194.57156443791587
31,11,7,0,1,0,1,53.01423598797962,196.27121518844208
22,16,6,1,1,0,1,46.08680311067383,181.05742789321957
30,25,10,0,1,1,1,61.92025887519783,228.91341253021008
40,13,5,0,0,1,1,63.16284405570018,219.75778998903107
31,26,13,0,1,1,1,67.69236191393951,244.45854569246617
28,22,8,1,0,1,1,56.5341739397301,211.417329744601
16,18,16,0,0,0,1,47.09027566202786,186.1214800375172
34,18,13,0,1,0,1,65.58423030404985,232.9983400744221
28,32,8,1,0,1,1,62.31614029196754,232.5416088700108
35,25,9,1,1,0,1,68.16962470041246,245.34819091185625
47,9,7,1,0,1,1,72.12271947322567,245.05600720486947
40,18,14,0,0,1,1,73.79477269371702,254.044661247104
31,19,15,1,1,1,1,66.51763206732855,237.95900233092675
41,22,7,1,1,0,1,72.93630649170319,254.48460744202563
27,17,6,0,1,0,1,50.17005974172208,192.8702157183075
33,22,9,1,0,0,1,64.48598557617174,232.44834331264616
22,20,9,0,1,1,1,46.60457465599915,187.4262119390014
40,23,8,0,0,1,1,71.60062602058898,251.50528000904816
36,21,7,1,0,1,1,63.82621094820409,233.3710965999968
29,19,11,1,0,1,1,61.347161386217806,224.17395097461684
38,23,13,1,0,0,1,74.10134601592306,259.6385708990008
30,24,8,0,1,1,1,59.83818990451967,223.0199462675323
31,21,6,0,1,1,1,57.69852211992016,213.90314918869825
25,25,9,0,1,0,1,56.46499589039407,212.34431594176755
31,21,14,1,1,1,1,67.01363439220665,239.29275935811188
23,9,18,0,1,0,1,53.59268932446846,195.76540224411897
25,21,12,0,1,1,1,56.291307353848616,211.86681917918148
24,17,13,0,0,0,1,49.83557060040192,195.68298598506547
33,21,5,0,0,1,1,57.96783434057335,215.14833978145384
27,6,11,0,0,1,1,50.08814670338416,185.59619448650167
36,38,8,0,0,0,1,72.88491365578518,264.48351642682786
32,17,10,0,1,1,1,61.56087482600151,225.066649378314
32,19,3,1,1,1,1,56.58107195171929,208.147044830088
39,18,11,0,1,1,1,70.91412628548596,246.51684912366213
42,22,10,1,0,0,1,75.57839013253897,262.64639197586564
47,23,6,0,1,0,1,75.6821223315134,262.99107693492573
40,20,11,1,0,1,1,73.98920210795491,256.2295137109629
44,10,8,1,0,0,1,70.77048277800729,240.24661585217623
19,20,15,0,0,1,1,49.70915928472432,192.06807212405695
26,23,11,1,0,1,1,58.38459768370821,216.18830534042584
26,27,12,1,0,0,1,58.898932600192346,220.97854572244384
17,26,13,0,1,1,1,50.84894527831062,202.1582224263568
33,21,9,0,0,0,1,61.37569973252792,223.6894464970812
12,8,13,1,0,1,1,34.430542399529386,147.29847243292764
29,22,5,1,1,0,1,56.60204569679594,210.9748486096155
42,18,10,1,0,1,1,74.97203300574142,255.9403589998298
23,15,7,1,0,1,1,45.761429899002096,176.7998595107791
45,18,12,1,1,1,1,82.0203556493062,274.822394440724
29,29,8,1,0,0,1,61.27633749680341,229.77450756022475
15,35,9,1,0,0,1,48.57988216971414,198.12791001665389
24,28,14,1,0,1,1,60.063421968304645,227.00153992716437
16,20,11,1,0,0,1,43.46731322621471,177.8644042176281
30,23,9,1,0,1,1,61.09011767339222,223.7085627283493
37,10,12,0,0,1,1,63.48252014899638,223.37506402709556
31,17,6,1,0,0,1,55.9518122586415,207.5404007595931
26,13,11,1,1,1,1,52.74131950152393,198.62488250869197
32,18,7,0,0,0,1,54.25414366091065,203.530255421512
38,31,10,1,0,1,1,75.60020587617288,267.7264165648377
22,17,14,1,0,0,1,52.9600110676034,199.18204627896577
29,23,13,0,1,1,1,63.54882552406357,234.13644386183216
43,20,12,1,0,0,1,77.10352840262296,263.4083745824498
26,19,11,0,1,1,1,54.35944720156198,203.0944293434158
26,22,5,1,1,1,1,52.38967319291555,201.15973642768773
34,30,7,0,0,1,1,67.19672440935963,248.76630251568903
28,33,13,0,0,0,1,64.62199907927419,242.827274442788
42,22,13,0,0,0,1,77.14910313236359,265.5786262753813
25,29,8,1,0,1,1,57.73863214969512,218.0593797873586
27,18,13,1,1,1,1,59.415692895400056,219.7960600135872
17,5,3,1,0,1,1,29.98493861482535,130.72628223568216
23,17,11,1,0,0,1,48.9641823734669,189.612958570932
25,21,7,0,1,1,1,52.106397150160085,201.3121856006441
43,12,11,0,0,1,1,71.65670134830528,244.91864989456053
34,21,6,1,0,1,1,60.5653194371536,221.14167480344625
28,27,11,1,1,0,1,60.9381509583571,228.6066978512819
29,18,5,1,1,0,1,54.76497538770945,204.50401482483971
27,24,13,1,1,0,1,61.84814100763356,227.0042550085859
35,19,9,1,1,1,1,64.34195359148946,229.66528374630064
18,13,5,0,0,0,1,33.926769701480254,146.5665975228144
20,18,6,0,0,0,1,42.30922306964844,168.7672241232793
30,19,6,0,1,1,1,57.28950078466298,211.2198981016192
33,27,9,1,1,0,1,64.62529681110465,236.6114473903605
28,12,7,1,0,1,1,50.59670354639171,187.5776567818971
34,26,13,0,0,1,1,70.2401267551631,249.2285205586295
35,14,9,1,1,1,1,63.40005368216161,224.50294743078797
20,13,8,1,0,1,1,41.8225812275581,168.21484834928037
32,17,16,1,0,1,1,66.58450956020961,234.84610664960425
19,9,8,1,0,1,1,37.23730783229395,154.9001060315959
33,19,8,0,1,1,1,61.74503017672794,225.10527704805148
17,23,9,0,0,0,1,42.20094470284501,176.19813664421125
39,20,4,0,0,1,1,64.01041168037415,229.57956319254365
37,32,11,1,0,1,1,75.70217794755567,268.19678067212726
12,18,17,0,1,0,1,43.7695076526413,178.30979173062542
17,29,8,1,0,1,1,46.85818301797801,192.24297108311612
22,23,10,0,0,0,1,48.44375540342837,192.6629754613336
37,9,11,1,1,1,1,66.78991502453583,230.1352722633808
28,27,5,1,1,0,1,57.09238832547688,215.20373294778284
19,16,8,1,0,0,1,41.29440194167173,168.11018629125334
17,18,7,0,0,0,1,37.429594663521705,160.39350295388746
38,15,7,0,0,1,1,62.48374803559771,222.28532597565467
31,12,7,1,0,1,1,54.5110812971513,199.74959489195717
30,17,17,1,1,1,1,65.92783599773868,236.4727049590608
20,25,8,0,0,0,1,46.59586205747231,186.78142934012112
35,12,9,1,1,1,1,59.91172344950526,215.46653068751127
29,24,11,0,0,0,1,60.04058980513682,222.85385428363108
37,17,13,1,1,1,1,70.12258539181201,247.0495232291422
35,24,8,1,0,0,1,63.74778267888584,233.5762661114117
28,16,16,1,0,0,1,61.71122662478605,223.72545781349672
26,22,15,0,1,1,1,62.43573776330346,230.4518930785955
51,24,7,1,1,1,1,85.91342758159129,288.6228209604141
30,10,5,1,1,0,1,49.28720887836384,187.44269991439944
30,15,8,1,1,0,1,58.49419938395203,212.23600615983045
32,23,11,1,1,1,1,66.27310808250978,238.4458601629688
25,22,16,1,1,0,1,60.08865949239575,222.63182559786915
15,24,8,1,1,1,1,43.10775232518304,179.3243151657728
25,31,12,1,1,1,1,62.59685314233028,234.2298050607329
28,23,9,0,1,1,1,59.284926760064536,219.2332564074457
25,19,6,0,0,1,1,48.98955307121181,189.5651988602392
19,27,9,0,1,1,1,50.01844092410714,198.70439556060012
27,26,6,1,0,1,1,56.40819693956902,211.209005934342
34,15,10,1,1,1,1,63.17040263936696,225.30481320485256
24,19,12,0,1,1,1,55.61469245830997,209.0754332768865
28,21,4,1,1,1,1,53.360385774394445,205.20600257186848
38,22,8,0,1,1,1,68.8427863796654,245.8296010202356
29,25,11,0,0,0,1,59.9559219442231,222.47072071546472
33,29,13,1,1,1,1,72.33930942767161,258.4391565647073
23,14,13,1,1,1,1,50.74714145384753,195.1667084763
24,26,7,1,1,1,1,52.767387044600376,206.8545551608408
25,14,7,0,0,1,1,45.18046201434377,176.55115340366228
36,13,8,0,1,1,1,61.25459152793057,220.1790277218124
15,15,8,0,0,0,1,34.48066337226768,150.62180355376333
24,21,10,1,0,1,1,54.368610691408286,205.320234065848
26,23,7,0,1,1,1,53.54601613303962,204.8740611139064
30,22,9,1,0,1,1,60.21819915414334,223.56825793959285
10,15,11,0,1,1,1,35.45749425901303,151.88815612166297
23,30,8,0,1,0,1,51.66541553599926,205.66993714444425
36,27,6,1,1,1,1,67.31101779717972,240.80073385718572
34,19,11,0,0,0,1,63.2752037019506,229.0377451494973
47,19,16,1,0,1,1,83.79834296017673,284.8363374727812
31,16,12,1,0,0,1,59.90507472304319,217.401588572723
43,13,11,0,1,0,1,73.11828382947395,250.6556881210287
22,9,9,0,1,0,1,43.57243652372521,168.7481053798351
12,13,9,1,1,0,1,34.14299119293523,148.77995326850257
35,22,11,0,0,0,1,63.83717448174028,233.0613938910148
25,19,13,0,1,1,1,58.208425576261696,215.5925455073985
24,17,7,1,0,1,1,48.278354417958894,185.17476601557743
32,14,10,0,1,0,1,57.31253198267491,211.0260814849012
23,20,8,1,0,1,1,50.668251364250445,192.77684958340015
31,14,5,1,1,0,1,53.40973084927722,198.46062739638407
32,20,5,0,1,0,1,57.47219824063119,212.97668935348145
29,28,11,0,1,0,1,64.3065218607833,236.5302688910049
28,25,12,0,1,1,1,61.927336184590494,231.6254952134411
33,25,9,1,1,1,1,64.83247706791607,236.95931635471595
36,22,6,0,1,0,1,63.302689249159855,231.6861345928293
30,17,7,1,0,1,1,54.93263677494677,204.83160836292265
29,16,13,0,1,1,1,59.64293363100792,216.69800078412695
29,27,12,0,1,1,1,65.62040718380737,241.44681193152417
35,19,7,0,0,1,1,61.43209941553068,223.6129226323392
27,17,5,0,0,1,1,49.58238465371103,190.23853545401417
21,20,14,1,1,0,1,54.301392386542894,206.5401993629177
39,12,5,0,1,1,1,61.81452726902171,222.50269939345108
19,22,5,0,0,1,1,43.59270220219946,177.46182209511153
28,17,10,0,0,1,1,56.23305221266229,206.82923944563643
29,27,13,1,1,0,1,64.57352178624332,239.3127758533008
38,7,12,1,0,1,1,66.22894400378115,228.5779103374127
26,14,6,1,0,1,1,48.345026355724,186.7624003985753
