cognitive_test_score,sessions_attended_last_year,recent_life_event_score,has_history_of_anxiety,is_employed_full_time,invited_to_support_group,attended_support_group,psychological_wellbeing_score
7,3,0,0,0,1,0,57.33068584420096
6,2,0,1,0,1,1,61.57852896447498
0,3,0,1,0,1,1,56.13424162340633
2,2,0,0,0,0,1,57.41625993107796
8,2,0,1,0,1,0,58.88192625702876
0,2,0,0,0,1,0,51.205486833943816
3,2,0,1,0,1,1,57.2777042216189
5,1,0,1,1,1,0,54.4540597079336
0,3,0,0,1,0,0,50.78343436936822
2,3,0,1,0,1,0,54.316377986727744
3,3,0,1,0,1,1,58.72954409526093
7,3,0,0,1,1,0,55.02161559461166
4,2,1,0,1,1,0,55.0545895645218
5,2,1,0,1,1,0,55.06710412507952
3,3,1,0,0,1,1,59.87189967019784
6,3,0,0,0,1,1,60.99574572924325
2,3,0,0,0,1,1,58.49775030934615
5,2,0,1,0,0,1,57.01506375133369
3,3,0,0,1,1,0,52.66456136295484
8,2,0,0,1,1,0,58.0712491811588
1,2,0,0,1,1,1,56.243097980200034
4,3,0,0,0,1,0,54.31664362946829
1,3,0,0,0,1,0,53.24524114247677
4,3,0,0,1,1,1,60.71964664176683
2,2,0,1,0,1,1,56.26552744894792
3,3,0,1,0,0,1,58.88423975232308
6,3,0,0,1,1,0,54.864675732892216
0,3,1,1,0,1,1,56.085543289553925
3,3,1,1,1,0,0,53.91712017829969
3,2,0,0,0,1,1,58.55440436448809
5,2,0,0,1,0,0,53.83491965271193
3,2,0,0,0,1,1,58.791948202323496
3,2,0,0,1,1,1,56.68340361658991
2,2,0,1,1,0,1,58.03200658681128
4,3,0,1,0,1,1,59.06304435848107
7,2,0,1,1,1,1,59.48131150764373
1,2,0,1,0,0,0,51.70955938960319
2,2,0,1,0,0,0,54.13191194286357
4,2,0,1,0,0,0,54.14130572993928
4,3,0,0,0,0,0,54.18769351720224
3,2,0,0,0,1,1,58.3657513170413
4,3,0,1,1,1,1,57.20369904772668
2,2,0,1,1,1,1,56.30290573069563
1,2,0,1,1,0,0,51.99664317629618
0,2,-1,0,0,1,0,52.16717449693997
3,2,0,1,0,1,1,56.98251708944254
4,2,0,1,0,0,0,54.41724061406465
6,3,0,0,0,1,0,56.60064044375849
3,3,0,0,0,1,0,54.09041550260069
0,3,0,0,0,0,1,56.91921847037281
5,3,0,0,0,0,1,61.18451843665811
5,3,1,0,0,1,1,58.32960574565693
6,2,0,0,0,1,1,60.94258983171903
5,3,0,0,1,1,0,54.82477265660306
4,3,0,1,1,1,0,52.6808453822375
0,2,0,0,0,1,1,58.1342132132905
6,2,0,0,0,1,0,55.59738052883549
1,2,0,1,0,1,1,58.6201741284003
7,3,0,0,0,1,0,55.5395985245092
1,2,0,0,0,1,1,57.47290016614228
1,4,0,0,0,1,1,55.73367196873486
5,2,0,1,1,1,1,60.456314509142736
3,3,0,1,1,1,1,58.00595409359957
7,3,0,0,0,0,0,57.91220387547827
2,2,0,0,1,1,1,57.36066252936004
7,2,0,0,0,1,1,61.18149519942509
6,2,0,0,1,1,1,60.31608408582627
2,2,0,1,1,1,1,57.247913249205006
0,3,0,1,1,0,1,55.94252769904951
3,2,0,0,1,1,0,54.66466114032944
5,2,0,1,0,0,0,55.750094102887886
3,4,1,0,0,1,1,58.172575694246106
5,2,0,1,1,1,1,61.84473165648759
5,2,0,0,1,1,0,56.36897069368121
1,2,0,1,1,1,0,54.88117368487555
5,3,0,0,0,0,0,56.01969564887845
4,2,0,1,0,1,1,59.82847688036117
4,3,0,0,0,1,1,58.73127419877529
2,2,0,1,0,1,1,57.01054684619293
3,4,0,0,0,1,0,55.77366117911343
2,3,0,0,0,0,1,58.33556327014591
4,3,0,0,1,0,0,53.559339354762926
4,2,0,0,0,1,0,55.90154535041537
3,2,0,0,1,1,0,54.97419027251688
5,3,0,0,0,1,1,58.45213985058741
1,2,0,0,1,1,0,50.94927400355696
2,3,0,1,0,1,0,52.05314295403653
0,3,0,0,0,1,0,51.73564641757279
2,2,0,0,1,1,1,56.160382129484205
4,2,0,1,0,1,1,59.26262316026906
4,3,0,1,0,1,1,58.39901023633689
4,3,0,0,1,1,1,56.56721327274708
4,3,0,1,0,1,1,56.93607076217972
2,2,0,0,0,0,1,58.63356701506506
7,3,0,1,1,0,0,56.09488749451962
7,3,0,0,0,0,0,58.52719533043727
4,2,1,0,1,1,1,59.78300111311316
1,2,0,1,1,1,1,56.03357979038288
3,2,0,0,0,1,1,59.56407750556345
4,3,0,0,1,0,0,53.525651639891485
3,2,0,0,1,1,0,54.17160379903196
5,2,0,0,1,1,0,56.276448023765205
2,3,0,1,0,1,1,57.98796906799071
1,2,0,1,0,0,0,51.265316450304944
7,3,0,0,0,0,0,56.70193617688766
2,3,-1,0,1,1,0,52.58031370058757
7,3,0,0,0,0,0,56.18342543366139
1,2,0,1,0,1,0,53.75809426158265
5,3,1,0,0,1,0,56.18562288055543
3,2,0,0,1,1,0,52.85984739357066
3,2,0,0,0,1,1,59.28592439302643
6,2,0,0,0,1,0,56.33205222273345
4,2,0,0,0,0,0,55.645014855875374
6,2,-1,1,0,0,1,60.30419848952132
2,3,0,1,0,1,0,55.21654666886996
2,2,0,0,0,1,1,57.93501625129233
6,3,0,0,1,1,0,55.806833557760136
7,3,0,0,1,0,1,61.16507766576237
4,3,1,0,1,0,0,55.911571108614126
3,2,0,0,1,1,0,55.556519894828014
2,3,0,1,0,1,0,52.82617253447281
3,3,0,1,0,1,1,59.07900029703262
6,2,0,0,1,1,0,57.3779746059614
1,1,0,1,0,1,1,57.43617220807487
4,3,0,0,0,1,1,59.91068960626264
7,2,0,0,1,1,0,57.57291407585919
6,2,0,1,0,0,0,56.26395262884597
0,2,0,1,1,1,1,57.21066231122505
7,2,0,0,0,1,0,57.38695863400977
0,3,0,0,0,1,0,52.659023642725565
7,2,1,0,1,1,1,60.019653431351365
4,4,1,0,0,1,1,59.298486267289896
5,4,0,0,1,0,0,53.89540089590621
11,3,0,0,1,0,0,58.0087191873195
3,2,0,0,0,0,0,53.418652174741325
9,3,0,0,0,0,1,61.762728210306335
8,3,0,1,0,0,1,62.676672157373055
6,3,0,1,0,1,1,61.57202703618881
5,2,0,0,0,0,0,55.85418013219503
3,2,0,1,0,1,1,57.68609993774149
4,3,1,1,0,1,1,59.093829461686745
3,1,0,0,0,1,0,55.73006238024429
2,3,0,0,1,1,0,52.53778484670826
2,2,0,0,0,0,1,56.0935753363197
4,3,0,0,1,1,0,53.18597250013213
3,2,0,0,0,1,0,56.55286284301031
4,2,0,0,0,0,1,59.81300694287514
1,3,0,1,1,0,0,53.33431054483449
10,3,0,0,0,1,0,59.36957421486193
4,3,1,0,0,1,0,54.45570843376919
4,2,0,0,0,0,0,53.49195787407624
2,3,1,1,0,1,1,58.25617454203143
3,3,1,0,1,1,0,54.84902584882631
4,4,0,1,0,1,1,58.72183940158073
8,3,0,1,1,1,1,64.89309686491583
3,3,0,1,0,1,1,59.62537328156338
4,1,0,0,0,1,1,60.854870360312745
6,3,0,0,1,1,1,59.26921339953503
3,3,0,1,0,1,1,59.58384945321347
3,3,0,0,1,0,0,54.45325820710622
2,3,0,1,1,1,1,57.614319977862216
7,1,0,0,1,1,0,56.85013305420162
4,2,0,0,1,1,1,59.24967072474569
6,2,0,0,0,1,1,61.7764176637334
2,2,0,0,1,1,1,56.64095958408855
3,2,0,0,0,0,1,58.533055341323006
1,2,0,0,0,1,1,57.86791968186349
4,3,0,0,1,1,0,54.930001493822864
8,2,0,0,0,0,0,59.4869292293701
0,2,0,1,0,1,1,55.27934133660262
1,2,0,1,1,1,0,53.17101020210603
3,3,1,1,0,1,1,58.00362829249672
7,3,0,1,0,0,0,57.3990114683856
4,2,0,1,0,1,1,59.26037753589762
1,3,0,0,0,1,1,57.44404643125298
5,3,-1,0,0,1,0,57.01421012062081
4,2,0,0,1,1,0,54.34617844621343
2,2,0,0,0,1,1,57.61699828659998
5,3,0,0,1,1,1,59.78383554295909
3,2,0,0,1,1,0,54.11937633162062
0,2,0,1,0,0,1,55.84857332230752
3,3,0,1,0,0,0,53.93952458010978
1,3,0,0,0,0,0,51.55095962950482
6,2,0,0,0,1,1,61.5834366273807
4,2,-1,0,0,1,0,54.93387632344427
2,2,0,0,0,1,1,58.57533335886437
6,2,0,0,0,1,1,62.66938381726611
2,1,0,1,0,1,1,57.72942245777945
1,3,0,0,0,1,0,52.250820495439534
0,3,0,0,0,1,1,56.06452688767595
2,3,0,0,1,1,0,54.76818698653542
0,2,0,1,1,1,1,56.45651359521606
4,3,0,1,1,1,1,58.7911041631456
5,2,0,1,0,1,1,59.76202079234808
3,3,0,1,0,1,1,56.02228936846429
5,2,0,0,1,1,0,54.26334416030405
1,3,1,0,0,1,1,58.77324790451746
5,3,0,1,0,1,1,60.25187066872618
4,2,0,0,0,1,0,53.63630080138434
6,2,0,0,0,1,0,56.79589549904847
3,3,0,0,0,1,1,59.00261262496908
7,2,0,0,1,1,1,62.53251792213233
4,3,0,0,0,1,1,60.12325118281594
5,1,0,1,0,0,0,56.27300789516263
3,3,0,1,0,1,1,58.28304109258921
5,3,0,1,0,1,1,59.72229095326155
4,2,0,1,1,0,0,54.49568670654722
2,2,0,1,0,1,0,53.57817600389532
0,2,0,0,0,1,0,51.25366950741452
2,3,0,1,1,1,0,50.64077266498067
7,1,0,0,0,1,1,63.09048999824072
4,3,0,1,1,0,1,59.59089742890072
0,2,-1,0,0,1,0,51.93419659313717
4,2,-1,0,0,1,0,53.888365236037714
2,4,0,1,0,1,0,52.30248829379367
5,2,1,1,0,1,1,60.96413618133264
5,2,0,0,0,1,1,61.10306415406368
4,2,0,1,0,1,1,59.332696004505614
7,3,0,0,1,1,0,57.86447578471912
4,3,0,0,1,1,1,59.54115183827167
-1,2,0,0,0,1,0,48.877817982362224
5,3,1,0,0,1,0,55.923905580120405
3,2,0,1,0,1,0,53.83663129055808
0,3,0,1,0,1,1,57.75285483314937
0,2,0,0,0,0,1,57.04378583884877
0,2,0,1,0,1,1,56.75840726286698
3,3,0,0,1,1,0,52.90385600548534
0,3,0,0,0,1,1,57.93681789573597
3,3,0,0,1,1,0,53.11990793515051
5,3,0,1,1,1,0,55.5690223663662
3,2,0,0,1,1,0,53.82977861472412
3,2,0,1,0,1,1,58.47792460777191
7,3,0,0,0,1,0,58.28007766252295
4,2,0,0,1,1,0,55.43046754081815
2,3,0,0,1,0,0,53.26521357874024
7,3,0,1,0,1,1,60.75412649219936
3,3,0,0,0,1,0,54.23847476444009
5,2,0,0,0,1,1,61.77065356533977
5,3,0,1,0,1,1,60.96050074318694
6,3,0,0,0,1,0,56.74141448447703
7,2,0,1,1,1,0,56.55993287977371
4,3,0,1,0,1,1,58.38598247894087
-2,3,0,0,0,1,1,53.7367040363018
1,3,-1,0,0,0,0,50.7048856164444
7,2,0,0,0,1,0,58.278820277615615
6,3,0,0,1,1,0,54.208447743346575
6,2,0,0,0,0,0,56.52472546136493
1,3,0,0,0,0,0,52.48949284948577
1,3,0,0,0,1,1,56.94713053999392
2,3,0,0,0,1,1,58.88178034758488
4,2,0,0,1,1,0,58.04034101811379
5,3,0,1,0,0,0,56.63960762524464
0,3,0,1,1,1,1,55.56909046513598
4,3,0,0,0,1,0,54.83877651808907
5,2,0,1,0,1,0,56.46138533296043
3,3,-1,0,1,1,0,51.95011952480049
0,2,0,1,0,0,0,52.64103596115756
3,3,0,0,1,0,0,54.00050299803208
6,4,0,1,0,1,1,59.03295319999957
6,4,0,0,1,0,0,55.52375345047673
4,2,0,0,1,0,0,53.676797080191136
0,3,0,0,0,1,1,58.5416878616518
2,2,0,0,1,0,0,52.69468140721156
4,2,0,0,1,1,1,59.72032581427109
5,4,1,1,1,0,1,58.76268351127626
9,2,0,0,1,1,0,56.84352738253382
6,2,0,1,0,1,1,62.301641119273874
3,1,0,0,0,1,0,54.50170346445863
3,2,0,0,0,1,1,58.4001427088193
6,4,0,1,1,1,1,60.792410705877614
6,2,0,0,0,1,1,60.6137543008639
2,3,0,0,1,1,0,52.019375720193686
3,3,0,0,0,1,1,60.12233755169434
2,3,1,0,1,0,0,54.97925499044033
0,1,0,0,0,0,1,56.01215716854002
0,2,0,0,0,1,1,57.454628915427854
4,3,0,1,0,1,1,59.11005764316089
7,2,1,0,1,1,1,61.54335692830222
4,3,0,0,1,1,0,53.9160117834389
2,2,0,0,0,1,1,57.588625761677335
6,3,0,0,0,0,1,60.80690694411757
2,2,0,0,0,1,1,56.88208736156111
2,3,0,1,0,1,0,52.48847527852723
3,3,0,0,0,1,1,60.49946066487399
7,3,0,1,1,0,0,56.81554778730564
3,2,0,1,1,0,1,58.8998774269507
3,2,-1,1,0,0,0,52.333077319945474
3,3,0,0,1,1,0,54.15452652365258
6,2,-1,0,0,0,1,60.52962812596623
4,3,0,1,0,1,1,57.98780196125605
3,1,0,0,1,1,0,52.7840053340071
3,2,0,0,0,1,0,54.7686036091968
3,2,0,1,0,1,0,52.8187115257401
5,2,0,0,1,1,0,55.631166622299006
10,2,0,0,0,0,0,60.41474419093426
0,4,0,1,1,0,0,49.57767544490268
0,3,0,1,0,1,1,54.23347549690557
3,2,1,0,0,1,1,58.12661858431884
3,2,0,1,1,0,0,53.66532272390365
2,3,0,0,0,1,1,59.06202902431248
4,2,1,0,0,1,1,60.13746869465641
4,2,0,0,0,0,1,58.62111236634729
4,2,0,0,1,1,0,55.060767788669786
4,2,0,1,0,0,0,53.28128183483124
3,3,0,0,0,0,0,53.42333568227662
8,2,0,0,0,1,1,62.68166688541913
2,3,0,0,0,1,1,59.01003058341796
3,2,0,1,0,1,1,57.11044794385626
6,3,0,0,0,0,1,59.74462921823479
6,2,0,1,0,1,0,56.88036017458753
5,3,0,1,1,1,1,59.55744788949202
7,3,0,0,0,1,0,55.61053903250554
3,3,0,0,0,1,1,55.993514490203474
3,3,-1,0,1,1,0,56.59808569471559
8,2,0,1,0,1,1,61.63321784623896
2,2,0,0,1,1,0,53.14194657084568
8,2,0,1,1,0,0,56.93560523095678
2,2,0,1,0,1,1,58.97727999625576
2,2,0,0,1,0,0,52.30945173075326
4,2,0,1,1,1,1,58.205900249397736
1,2,0,0,0,1,0,53.39222015727795
4,3,0,0,1,1,0,56.68683180617352
0,2,0,0,1,1,1,55.94152857205869
4,2,0,0,1,0,0,55.35273171668352
3,3,0,0,1,1,0,52.7092458274203
3,2,0,0,0,1,0,54.55360066564981
2,2,0,0,0,1,1,58.73709258686748
3,3,1,1,0,1,1,59.25918072855414
2,3,0,0,0,1,1,58.82664909881352
4,3,0,0,0,1,1,58.1413425804649
3,3,-1,0,1,0,0,54.160796818042975
2,2,0,0,0,0,1,58.14551301126031
6,3,0,0,0,1,1,60.11530445696263
5,4,0,1,0,1,0,55.94099441101378
3,3,0,0,1,1,0,52.76952237692404
4,2,0,0,0,0,0,56.223280314725656
2,3,0,1,0,0,0,54.34480400834236
3,3,0,1,1,0,0,52.89025941426614
5,3,0,0,0,0,0,56.503505472203805
3,3,-1,0,0,0,0,52.686833110353454
0,3,0,0,0,0,0,51.56570497870458
1,2,0,0,1,1,0,53.80319885107126
1,2,0,0,0,1,0,52.9524235312706
3,2,0,1,0,0,0,55.72294950811843
6,4,0,0,0,1,0,56.67187195746128
0,2,0,0,0,0,0,51.40331082409519
3,4,0,1,1,1,0,54.19793457108415
4,3,0,0,0,1,0,53.81630477870051
5,3,0,0,0,1,1,58.74569359604862
7,2,0,1,1,1,0,55.91571203012417
1,2,0,1,0,0,0,53.609900492903456
4,2,0,1,1,0,0,55.20987912310707
7,2,0,0,1,1,0,55.507970722521605
-1,3,0,0,1,1,1,54.5303782130595
8,2,1,0,0,1,1,61.79501298597861
7,2,0,1,1,0,0,57.17094067193584
8,4,0,0,0,1,0,57.99385695048395
5,2,0,1,1,1,1,59.76900167628196
6,3,-1,0,0,1,0,56.835584166939526
2,3,0,0,0,0,1,57.224171860957846
8,3,0,0,1,1,0,56.778806802912655
7,3,0,0,0,1,1,62.72098712980379
7,3,0,1,1,1,0,56.87257019194523
6,2,0,0,1,1,1,61.58480203930976
7,2,0,0,1,1,1,60.475483362936345
4,2,0,1,1,1,0,52.73336185420092
8,2,0,0,0,1,0,56.9834167658867
4,2,0,1,0,1,0,54.660124372089264
7,2,1,1,0,1,0,56.0985357895437
3,2,0,0,1,1,0,54.35654686749549
2,3,0,1,0,1,1,57.620356052763086
3,2,0,0,0,1,1,57.09262588892026
