age,education_years,monthly_income,experience_years,hours_worked_weekly,has_union,job_security_level,has_benefits,received_training,promotion_received
30,22,5,11,2,0,0,0,0,79.81605986724514
7,22,4,21,0,0,1,1,1,73.70984310113305
25,24,5,18,2,1,1,0,1,83.34388728610861
22,18,6,14,1,1,0,0,1,78.72099802465576
21,20,8,24,0,1,1,0,0,82.05971360008667
15,20,4,14,0,0,0,0,1,74.01881952650854
18,25,4,20,0,0,0,1,0,78.38735677529479
50,28,7,22,1,0,1,1,1,98.74347638329952
26,15,5,13,1,1,1,0,1,76.86583275589331
30,20,8,23,2,0,1,0,0,85.4954478004236
26,19,2,9,1,1,0,0,0,75.34071744266838
14,22,6,10,2,0,1,1,1,76.1757570553058
5,28,4,13,3,0,0,1,0,73.04707259729174
34,27,3,20,1,0,1,1,0,84.58104016777703
19,24,5,12,2,0,0,1,0,77.73699618498192
27,18,5,15,2,0,1,1,1,79.50339760412531
13,10,8,16,1,1,1,0,0,69.45150256513735
36,28,7,6,1,0,1,1,0,85.02483342823443
42,34,5,12,2,0,0,0,1,91.46916628506908
30,30,5,7,2,1,0,0,0,82.05564432806806
36,15,3,23,0,0,0,1,1,83.21285383925536
31,31,5,10,2,1,0,1,0,85.6903890067057
22,22,5,11,0,0,0,1,1,78.4981855474761
13,23,7,19,2,1,0,1,0,78.16102267528662
36,23,7,14,3,0,0,1,0,85.84953168807546
22,16,9,18,0,0,1,1,0,79.67299286779296
13,19,3,19,5,1,0,0,1,75.58295035644267
21,21,7,13,1,1,0,0,1,77.98602200420936
28,23,6,13,2,0,1,1,1,81.44992434435866
13,26,6,17,2,1,0,1,0,79.40134117159302
19,32,6,9,1,0,0,1,1,82.08676472029052
13,26,6,16,2,1,0,0,0,76.02846709790207
25,30,3,16,0,1,1,1,0,83.46995685427409
16,23,4,17,0,1,1,0,0,75.40147654429504
22,21,9,14,2,1,1,0,1,81.38751089420232
24,27,7,11,2,0,0,0,1,81.27337847557308
15,23,5,23,2,0,1,1,0,80.3504067204435
33,22,8,20,2,1,0,0,0,86.88560372874582
25,23,6,25,1,0,1,0,0,86.48170249597477
27,22,6,12,1,0,0,0,0,76.45603667932807
33,24,7,19,2,1,0,0,1,88.33535003996568
27,35,6,13,1,0,1,0,0,85.80853435053056
29,28,10,14,0,1,1,1,1,88.7509470254926
29,18,6,13,1,1,0,0,0,77.47598788078837
-11,21,7,15,1,1,1,0,0,62.30769093693784
15,23,5,20,3,1,0,0,1,78.71348179508632
27,20,6,10,1,1,0,0,0,77.56260500270726
8,25,4,18,0,1,0,0,0,74.12725644084743
8,21,3,16,3,1,0,0,0,71.2665478033971
16,21,6,14,2,0,1,1,0,74.68550820858627
14,23,10,17,2,0,1,1,1,81.11141926419374
21,23,5,17,3,0,1,0,0,79.44383567078344
19,22,8,18,2,1,1,0,1,81.1791523654591
16,21,3,20,2,1,1,1,1,79.34481789838021
25,27,5,13,2,1,1,1,1,84.80007635358876
25,23,3,9,1,0,1,0,0,76.48879169459934
26,28,5,5,3,1,1,1,0,76.88742599582574
10,22,10,21,2,0,1,1,0,79.14750423822271
30,20,5,20,2,1,0,0,1,83.97458148935816
9,23,6,12,2,1,0,1,0,73.60453588035911
35,23,5,22,2,1,1,1,1,88.92075248564922
35,28,9,16,0,0,0,0,0,88.22527359049774
30,17,5,17,2,1,1,0,0,79.23111263268113
21,27,5,17,1,1,0,0,1,80.54021656157008
24,23,2,16,1,0,0,0,1,78.65408676859661
35,25,7,14,0,0,0,1,1,86.59592766084837
20,27,3,22,2,1,1,1,1,84.01504641049675
14,24,7,15,2,0,0,0,0,77.04502890350128
56,30,6,16,1,0,1,1,0,98.07767426656405
37,24,5,9,1,0,0,1,0,82.75884008540403
26,30,3,16,2,0,0,0,1,83.70486261248709
22,24,4,14,1,0,0,0,1,78.26154468855135
27,18,4,9,2,1,0,0,1,74.67523295878904
17,23,7,13,0,0,0,1,0,77.24807272292446
27,20,6,12,2,1,0,1,1,78.82807579615974
43,26,5,17,1,1,1,0,1,90.80017030490586
34,25,6,19,1,0,0,1,0,88.41740519108485
23,25,7,13,2,0,1,0,1,82.5378531326757
-1,26,6,13,1,1,0,1,0,70.70090806753299
21,30,5,15,0,1,0,0,1,84.94536311280956
9,24,6,17,2,0,0,1,0,74.36532399809299
16,20,7,13,1,0,1,0,0,72.69933729368307
37,16,6,18,2,1,0,1,1,86.2147586137103
6,30,8,8,3,0,0,0,0,74.55151628239184
32,28,8,16,1,1,0,0,1,87.20581246618656
19,21,8,16,2,1,1,0,1,79.82415710610044
18,18,10,18,3,1,0,1,1,80.9654793268419
18,22,3,25,3,1,1,1,1,82.11212299122566
4,22,8,22,0,0,1,0,1,74.94894136671296
19,28,5,20,0,1,0,0,1,84.3541667724736
26,22,3,20,0,0,0,0,0,80.2133897515064
24,24,7,19,3,1,0,1,1,84.16777374470122
35,23,8,20,1,1,1,1,1,89.83138794344529
21,27,1,18,4,1,0,0,0,79.97813691631136
48,23,5,8,1,1,0,0,0,84.01813979027396
21,18,3,9,1,0,0,1,1,72.13729490473192
16,17,7,14,0,1,1,0,0,72.57319748445941
20,31,3,12,2,0,0,1,0,78.51499343197355
24,19,1,12,1,0,1,0,0,72.43489922788402
13,21,4,13,0,0,0,0,1,72.75652278285817
25,24,6,23,2,1,1,0,1,86.51059768419644
26,24,6,18,2,0,0,0,1,84.81921733286792
31,19,3,18,2,0,0,0,0,81.41761086317949
46,16,7,3,1,1,1,0,0,80.57974293156596
30,21,8,13,2,0,0,0,0,80.12972836168376
10,19,3,12,1,0,1,0,0,68.34461306908084
3,27,9,18,3,1,1,1,0,77.63006314299311
14,25,3,23,1,0,1,0,1,79.66495898867623
35,20,9,15,3,0,0,0,0,84.99463126760088
15,23,5,12,4,1,1,0,0,78.18008635000005
29,22,2,8,2,1,0,1,0,75.5210314965864
38,26,6,11,2,0,1,1,1,89.76650649939035
24,22,5,15,2,0,0,0,1,80.38154105102352
27,33,3,20,2,1,0,0,1,86.83412652050326
22,24,5,11,0,1,0,0,0,75.37592946949167
40,23,6,15,0,0,1,1,0,87.7371006746892
21,25,8,16,1,0,0,0,0,79.3044514360374
26,27,5,17,0,0,0,1,0,82.05922787015179
24,22,4,23,2,0,0,0,1,82.51810714790768
33,28,7,9,2,1,0,1,1,87.11329451924385
24,21,4,11,0,0,0,0,1,74.34711856389602
30,29,8,12,1,0,1,0,1,86.1575257815183
27,21,6,15,0,1,1,1,1,81.19625251048242
42,24,5,21,3,0,1,1,1,93.527586301147
45,21,2,13,2,0,1,1,0,84.95396728699417
34,22,3,22,1,1,0,0,1,85.1349320524951
9,25,1,16,1,1,1,0,0,70.60058551778775
21,21,5,13,2,1,1,1,1,76.89657134927421
20,22,4,13,3,0,0,1,0,76.40606465874407
30,24,5,14,0,1,1,0,0,83.96307987752952
1,28,7,22,2,1,1,1,1,78.9983737765781
29,26,4,17,0,1,0,1,0,84.77808745855052
40,23,7,7,2,0,0,1,0,85.47278639086188
38,23,9,14,3,1,1,1,1,89.50816395550362
21,18,9,19,0,0,1,0,0,79.55718186263314
31,25,5,17,1,1,0,1,0,85.75766725795752
32,26,7,21,3,1,0,1,1,91.3261341425173
26,26,6,14,3,0,0,0,1,83.68056782047834
28,24,3,15,1,1,0,1,0,82.81484570781925
30,14,6,22,0,0,1,1,1,81.85308541424301
13,28,6,15,3,0,1,0,1,78.184311349089
28,22,2,14,2,0,0,0,0,77.56623237359457
26,19,14,14,2,0,0,1,1,84.11847346344346
20,27,4,18,3,1,0,1,1,82.57270847805061
12,16,6,9,3,0,0,0,1,68.55537062268047
17,24,9,16,0,0,1,0,1,79.44758256309433
44,24,5,16,1,1,1,0,0,88.42400088455605
22,25,9,24,2,0,1,1,0,86.57901014473606
39,26,5,11,0,0,0,0,1,85.12016934477805
22,23,6,17,2,0,0,1,0,80.22059491987044
22,20,3,10,1,0,1,1,1,74.03999737404283
5,21,4,18,2,0,1,0,0,72.60949303350681
31,19,8,24,1,1,0,1,1,87.14671454630445
31,29,5,16,1,0,0,0,0,85.06830930436526
28,29,7,21,0,1,1,0,0,87.07908859312832
-7,23,7,7,2,1,0,0,0,61.82971196019851
21,18,8,13,2,0,1,0,0,75.19987210838406
30,24,1,10,1,1,1,0,1,78.80127559290139
31,21,5,11,1,0,1,0,0,77.15941848278284
25,28,1,25,0,0,0,1,0,83.26392610271508
42,19,3,21,1,0,1,0,0,86.2599173164899
26,23,7,13,4,1,1,0,0,81.56709217688648
12,28,2,17,1,1,0,1,0,77.11548848857987
0,18,6,11,2,0,0,0,1,67.18319685337329
19,14,5,16,2,1,0,0,1,73.40790807595343
30,22,5,10,1,1,1,0,0,79.69101680112793
23,24,5,22,0,0,0,0,1,82.24501776399839
22,25,6,17,2,1,1,0,1,82.38978184395984
34,25,1,20,1,1,0,0,0,85.35442801936188
18,22,5,21,1,0,1,1,1,82.58252132506249
12,19,5,18,1,0,0,0,0,75.25520500018672
35,29,8,14,0,0,0,0,0,85.11045715023259
44,19,5,15,1,0,0,1,1,88.15268826723438
25,28,2,8,0,1,0,0,0,77.30863268531044
10,20,5,19,1,0,1,0,0,72.82288029699515
15,30,6,22,2,1,0,0,1,84.44085251745538
18,28,4,12,1,0,0,1,0,76.73067598005377
29,23,4,20,3,1,1,0,1,84.76481432237055
4,25,1,23,0,0,1,0,1,72.99191336715515
21,23,7,15,1,0,0,0,0,79.12391193223847
25,17,8,12,3,0,1,1,1,77.54209181766144
27,16,5,23,3,1,1,0,0,80.25425635675164
37,32,10,18,1,0,0,0,0,93.17238934952182
9,26,6,9,2,0,0,1,0,74.26414016948078
21,25,5,15,0,0,0,1,0,77.00016649906081
20,21,8,12,0,1,1,0,0,76.87475573204516
14,28,7,20,3,1,1,1,0,82.43998207449931
48,20,2,17,0,0,0,0,0,86.63372114650711
34,21,4,17,3,0,0,0,1,82.63169747123406
24,25,8,16,1,0,1,1,0,82.94897688287715
18,20,5,15,1,0,0,0,1,74.89411639258186
26,29,4,19,1,0,1,0,0,83.02457203777807
18,24,5,22,0,1,1,1,0,80.62331010009186
26,20,6,18,3,1,0,0,1,81.74133227545418
10,24,5,15,2,0,0,1,0,74.19286412018926
37,20,5,11,1,1,1,1,1,83.45278504161921
24,20,3,20,2,1,1,0,1,78.62072655849566
5,23,4,17,2,0,0,1,1,73.95160694599576
14,19,7,19,2,0,1,0,1,76.13465162343473
29,27,2,11,2,0,1,0,0,79.24608502683697
26,19,7,11,1,0,1,0,1,78.66388806943327
46,23,4,16,2,1,1,1,1,91.85332482495778
45,22,8,12,2,0,0,0,0,88.82026883415787
22,23,4,19,2,1,0,1,0,82.62147908896162
37,22,8,18,2,1,0,0,0,88.76201241702593
38,21,3,13,1,0,0,0,0,80.89298656454298
5,21,7,10,0,0,1,1,0,69.19494320456127
39,21,5,14,2,1,0,0,0,83.66738183139586
43,23,4,21,1,1,1,1,1,92.69600603499632
27,26,2,13,2,0,0,1,1,80.15381588283408
28,17,8,9,1,1,1,1,0,78.46717996067142
18,22,7,11,3,0,0,1,0,76.6131577456974
27,23,6,14,2,1,0,1,1,83.10621005834251
38,23,8,26,2,1,1,0,1,93.07535993946634
44,21,7,17,1,1,1,0,0,88.80654145646037
51,15,4,17,2,0,1,0,1,87.10872918125628
29,20,7,9,1,0,1,0,1,79.09285851318705
46,16,5,13,1,1,1,1,1,86.60810205615375
33,24,3,6,1,0,0,0,1,79.74733727554256
26,21,4,13,1,0,0,0,0,77.29381626929437
21,30,7,25,1,1,0,1,0,86.46487156888713
7,19,4,18,2,0,1,1,1,71.59528208892178
20,23,6,5,2,1,1,0,0,73.23248444584227
46,20,5,15,3,1,0,1,0,87.97528516062744
37,27,6,17,2,1,0,1,0,88.06409739025244
16,21,6,13,2,0,1,1,1,77.6132546895662
40,29,6,23,2,1,0,1,1,94.83193903059744
34,24,10,12,1,1,1,0,1,87.39064360832877
33,22,4,13,2,0,0,1,0,80.78219944152917
39,30,4,16,3,1,1,1,1,91.95332248887853
26,16,2,9,4,0,1,0,1,72.44075341246055
26,30,3,22,2,1,0,1,1,88.47890766874387
21,20,7,17,0,0,1,0,1,78.74128090714325
20,29,0,22,0,0,1,0,0,79.94484008382877
23,27,6,19,0,0,1,1,0,82.83423821896348
19,30,3,17,2,1,1,0,1,83.8047053106366
20,26,4,14,1,1,1,0,1,81.03032549780492
17,28,0,6,1,1,0,1,1,74.65787025623543
14,20,5,11,2,1,1,0,0,72.29120023305619
15,22,4,15,1,1,0,0,1,74.66888174100734
32,22,3,20,1,0,0,0,1,83.36613760649902
20,24,8,14,0,1,0,0,0,76.48813421809
31,22,6,15,3,1,1,1,0,83.07395047457182
21,19,3,14,1,1,0,0,1,75.19356312306333
22,24,1,22,1,1,1,1,1,80.5242478384882
25,21,6,5,0,1,0,1,1,75.26443051277636
22,18,10,16,1,1,0,0,0,79.03385373616607
25,27,7,11,2,1,1,0,1,82.86199129495073
28,26,7,12,3,1,1,0,1,84.30087415762421
21,27,3,6,2,0,0,1,1,76.97276999479959
31,28,5,15,1,1,0,1,0,86.37366404092764
37,22,8,15,1,0,0,0,1,86.93063165565978
27,30,6,14,2,0,1,0,0,86.23632062483712
41,26,3,12,4,1,0,1,1,86.55858223914423
31,29,5,14,2,0,1,0,0,84.9202583924114
13,21,8,17,0,0,1,1,1,78.04231869729124
34,30,6,4,2,0,1,0,0,83.44978506485863
52,21,5,11,-1,0,1,0,1,88.50177977178423
27,23,9,10,1,0,0,0,0,80.01616437632774
9,30,8,11,3,0,0,1,1,80.16468003137464
19,29,6,8,1,0,0,1,1,79.38738885060444
26,19,6,20,2,1,1,1,1,83.73227953185723
42,21,6,15,2,1,1,0,1,88.62947718653133
32,25,6,9,2,1,0,0,0,79.97571231374668
31,24,7,1,2,0,0,1,0,74.85715906943199
26,24,7,10,2,1,1,1,0,80.99294744240905
29,27,4,11,1,1,1,0,0,80.15511995309498
18,21,4,13,1,0,1,0,0,71.64829830848292
35,18,5,18,1,1,0,1,1,84.457277766665
42,18,0,18,2,0,1,0,0,82.43533811165017
14,27,5,19,2,1,1,1,1,79.5110395338484
25,20,7,19,1,1,0,0,0,80.88982971245623
28,22,7,23,1,0,0,1,0,86.53519976752564
26,29,7,12,1,1,0,0,1,83.45995065532556
29,18,7,17,0,0,0,0,0,80.44429481430357
-3,24,7,13,1,1,1,1,0,69.62553621864592
21,18,3,16,1,1,1,0,0,73.71723468647312
44,22,4,19,3,0,1,1,0,88.61830386788448
24,27,2,16,2,0,1,0,0,78.70342356254476
19,10,5,13,1,0,1,0,1,70.08543130284403
27,18,5,16,3,0,1,1,0,80.24058421764906
41,26,7,11,1,0,0,0,1,87.1477982951419
25,25,4,13,2,0,1,1,1,80.7746944256199
19,30,8,21,2,0,0,0,1,86.08201379344023
27,17,6,13,2,1,0,0,1,77.56643019623051
14,23,3,16,1,1,1,1,1,76.13276336946811
7,19,5,21,2,1,0,1,1,74.91418692840152
22,26,4,17,2,0,0,1,0,80.46092117756737
27,22,4,15,2,0,1,0,1,81.56694015644848
35,19,2,12,3,1,0,1,1,80.22272252153523
32,24,6,17,1,0,1,1,1,86.62181867650968
22,22,4,7,1,0,0,1,1,74.69980211843819
22,28,4,12,2,1,0,1,1,81.38532540565755
20,23,5,15,3,0,1,1,1,79.79650983869391
32,22,7,12,1,0,0,1,0,82.71222431013753
33,24,9,24,3,0,0,1,1,91.1752951947092
23,21,6,11,1,0,0,1,0,76.79872476535344
27,22,4,13,2,1,0,1,0,80.71372199125436
8,21,9,21,3,0,0,1,1,78.26855459182734
21,26,6,8,0,0,1,1,1,79.5607385955252
36,23,8,15,1,0,0,1,0,85.30899946027691
32,24,6,17,1,1,0,0,1,85.32344109874734
36,28,10,15,1,0,1,1,1,90.5297079411005
15,23,6,6,0,0,1,0,1,72.97475364584318
27,25,5,15,3,0,1,0,1,83.90736805552733
18,17,4,11,1,1,0,1,0,71.49626999520653
31,15,5,8,2,1,0,0,0,76.10200209048736
24,25,6,16,2,0,0,0,1,82.16858261723073
29,26,5,22,1,1,1,1,1,88.2194003581069
26,18,5,10,1,1,0,1,1,77.38054780976759
9,32,4,8,1,0,1,0,0,73.60787770647644
13,19,6,20,1,0,0,1,0,76.26108093762001
24,26,8,17,2,1,0,1,0,84.13389965524729
35,18,6,19,0,1,1,1,1,85.91663690295108
40,29,2,15,1,1,1,0,1,87.87023080272564
21,26,11,12,1,1,1,1,1,84.43767289324818
37,23,5,18,1,1,0,0,1,87.74970021537457
36,24,9,18,2,0,0,1,0,88.65425258187486
34,24,6,4,1,1,0,1,1,82.6912349374874
26,28,8,20,0,1,0,0,0,86.39833034218724
40,26,4,16,1,1,1,1,0,88.79857795345346
41,20,2,18,2,1,0,0,1,85.02101464985283
16,20,5,14,4,0,1,0,0,73.77609528903179
21,25,5,12,3,1,0,1,1,79.83095644083743
7,19,9,17,1,1,0,0,0,73.18455542950291
17,23,2,7,2,0,1,1,0,73.53289672097448
32,21,4,17,1,1,0,1,1,86.13968942278593
35,29,1,17,2,1,1,1,0,86.69215120651388
10,24,7,25,3,0,0,0,1,80.15369331843777
11,19,9,10,0,1,0,0,1,73.95812150221666
6,25,4,10,-1,0,1,1,0,70.14594003090613
10,19,7,16,1,0,0,0,0,70.3948505715629
27,14,8,12,2,1,0,0,0,77.02721486307178
27,20,9,16,1,0,0,1,0,83.47882948363943
35,31,9,18,0,1,1,0,0,90.679108322481
28,24,5,10,2,0,0,0,0,78.34468813498566
25,25,2,18,0,0,1,0,1,81.42001388020721
32,24,5,16,2,0,0,1,1,86.30424067377392
16,19,4,8,2,1,0,0,1,71.51182813861323
12,23,7,11,2,0,0,0,1,75.31213044392153
48,26,5,15,3,1,1,0,1,92.77507149973822
10,25,10,14,3,0,0,0,1,79.10502633006037
17,29,6,18,2,1,1,0,0,79.63235664935304
18,27,8,19,2,1,0,1,1,87.48312611433965
33,27,5,15,2,1,0,1,0,87.53225708525883
12,25,4,15,2,1,1,1,0,74.80756308637451
24,22,5,20,1,0,0,0,1,81.32184067593495
12,16,5,21,0,1,0,0,0,70.65848066221727
40,26,4,8,2,0,0,1,1,85.9759617602044
12,20,4,9,1,0,1,1,1,70.91424264678162
27,19,4,13,1,1,1,0,1,78.04409054171597
22,24,8,15,2,0,0,0,1,82.08306379316993
28,26,6,13,2,1,0,1,1,84.31579630506113
33,23,8,21,0,0,0,1,1,89.30392064645669
24,29,10,14,1,1,0,0,1,86.24626438963413
23,26,8,17,3,1,0,0,1,84.82024749285652
23,26,6,16,0,0,0,1,0,80.59556255186715
28,25,8,10,0,0,0,0,1,81.73242151254784
25,25,5,13,0,1,1,1,0,81.03773297670908
28,23,3,18,0,0,1,1,0,79.7179504036922
22,30,10,15,1,0,0,0,1,86.50865457031061
20,20,5,11,3,0,0,0,0,73.50915705439638
26,29,8,19,2,0,0,0,1,87.64666843512354
19,23,6,17,3,0,0,0,0,78.97601907297233
22,26,7,21,0,0,1,1,0,82.99673346492716
14,21,4,15,2,1,1,0,1,73.74508085973689
35,23,9,20,1,0,0,0,0,87.55974528795561
26,15,5,17,1,0,0,0,1,79.15656033348692
32,27,5,15,1,0,1,0,1,85.8874193961221
-7,22,0,20,3,0,0,0,0,63.99268281975435
21,22,5,18,2,1,0,0,0,78.291316326695
43,26,4,13,2,1,1,1,0,86.3251759599693
24,19,7,16,1,0,0,0,1,77.35080514484697
44,20,5,18,2,0,1,0,1,90.4973904480478
49,31,7,17,3,1,0,0,1,96.94381935877648
15,22,8,10,1,0,0,0,0,73.33440962984658
40,21,5,16,1,1,1,1,1,88.06347711552243
9,27,7,11,4,0,0,1,1,76.2425414695334
14,22,7,14,0,0,1,0,0,74.03471632539528
18,21,6,12,2,0,0,1,1,76.6848434828589
41,26,3,13,2,1,0,0,1,87.065817219398
40,26,5,21,3,0,0,0,0,92.4601215454626
21,13,3,19,2,0,0,0,1,75.11351671866444
33,23,4,18,3,0,0,0,0,83.82454064703961
33,19,4,12,1,1,0,1,1,80.29401680957815
17,26,6,11,1,0,0,0,0,75.9706426020108
15,23,3,22,3,0,0,0,1,78.6910195242087
7,28,8,13,1,1,0,1,0,75.06677815351956
16,25,4,16,0,0,0,1,1,79.81325023155122
33,26,3,12,1,1,0,0,0,81.66127539925183
23,27,5,11,2,0,1,1,1,80.88402468222694
6,23,4,13,1,1,0,0,0,70.31835427919717
32,27,6,11,0,0,0,1,0,79.92523376607971
36,23,8,19,1,1,0,0,1,90.2706092510108
54,25,6,22,0,0,1,0,0,96.60314680243602
29,18,10,11,1,0,0,0,0,79.13956730150734
30,25,5,16,2,1,0,0,1,85.39842253352028
31,28,4,10,0,0,0,1,1,82.7258373702603
27,28,4,20,1,1,0,1,0,86.01501020720971
18,23,7,25,1,1,0,1,1,86.018945896821
25,16,7,16,2,1,0,1,1,79.76747251749516
41,27,3,17,0,0,0,0,0,87.00724693150826
20,24,0,17,1,1,1,0,0,77.03326241252823
6,22,5,20,3,1,0,1,1,76.70969700551807
7,21,8,24,2,1,0,1,1,78.97778619375855
27,22,4,9,0,0,1,0,1,78.1136411378707
22,17,6,9,1,0,0,1,0,74.46079252974573
-1,32,3,16,2,0,0,1,0,73.194734088089
41,23,7,13,2,1,1,0,0,88.57805827643952
28,21,6,16,4,0,0,1,1,83.25990161348834
38,21,6,10,1,0,0,1,0,85.33817197446783
25,28,5,14,0,1,0,0,0,81.8954436899217
30,28,2,12,1,0,0,1,1,81.95427859116155
13,22,8,10,2,0,1,0,0,73.1371378902491
25,24,9,14,1,1,0,1,0,83.52216599980406
29,14,5,15,0,0,0,1,1,77.23205103580743
36,24,7,8,2,0,1,0,0,83.7249531873518
29,25,9,13,2,0,0,0,1,86.10290613157585
17,14,8,21,1,0,0,1,0,74.61018648144261
27,24,4,14,1,0,1,1,1,82.35049041905413
17,27,1,10,0,1,0,1,1,74.65260761704485
23,21,8,10,2,0,0,0,0,76.90398794148113
17,18,5,11,1,1,0,0,0,71.43240872213995
21,29,2,12,3,0,0,0,0,77.56692157362565
29,22,5,11,2,1,0,1,1,81.28390025334726
28,24,6,11,1,0,1,0,1,79.8564386127742
31,27,7,22,4,1,0,1,1,89.47596384911022
20,25,6,15,2,0,1,1,1,80.61984450004343
28,22,8,15,2,0,0,1,0,82.05186096315084
31,28,7,21,1,0,0,1,0,89.15043962614232
21,23,7,11,2,0,0,1,1,78.93917870330779
37,22,6,10,2,1,1,1,0,83.7336986165057
33,29,4,16,3,1,1,0,1,86.89977483703797
7,32,6,18,1,0,0,0,0,77.33881340064491
20,27,7,21,0,1,0,1,0,83.24464778130279
42,23,7,17,0,0,1,1,1,91.2731702638174
25,23,7,26,1,1,1,1,0,88.97659158194094
25,20,7,14,2,0,0,1,0,79.80993119388307
6,20,2,14,2,0,1,0,1,70.12516345427123
23,19,8,17,1,1,0,0,1,81.85676751858165
17,30,5,15,2,1,1,0,1,81.30467026662684
20,28,4,24,0,0,1,1,0,84.93342750347217
26,24,2,13,2,0,1,0,0,78.23727591026562
18,31,6,14,0,0,0,1,1,81.31468961574929
12,21,6,19,2,0,1,1,1,77.86431446885697
4,21,7,19,0,0,0,0,0,70.8424417550665
23,24,7,16,1,0,0,1,1,84.09073616670942
27,15,2,21,2,0,1,1,0,76.1753341152848
19,21,7,19,2,0,0,1,1,80.99359791097358
15,22,6,9,3,0,1,0,0,71.17983622621925
21,21,7,13,1,0,1,0,0,76.59753572755977
24,22,5,17,2,1,0,1,1,82.80760213322871
32,17,9,16,3,1,0,0,0,83.22306601360343
28,30,7,19,3,1,1,0,1,89.12364467538217
27,23,9,10,2,0,0,0,0,79.27026138614394
23,24,0,29,1,0,0,0,1,82.54279657314157
22,18,3,9,1,0,0,0,1,73.39223830724396
21,28,2,17,2,0,0,0,0,79.97614541340903
12,20,2,10,3,1,1,1,1,70.06151001379978
30,25,11,14,2,0,0,0,0,87.59715435416261
40,27,7,9,2,0,0,1,1,86.04566608674472
41,23,2,27,1,1,0,0,0,89.26085044650229
11,27,4,22,1,0,0,0,1,79.00199850270792
36,29,3,16,0,1,1,0,0,87.53023164961465
14,23,6,16,2,0,1,1,0,75.55282970701306
11,31,7,14,1,1,1,1,0,79.26688255963154
