participant_age,annual_income,crime_rate,home_ownership,education_level,employment_status,public_safety_fund,safety_satisfaction
19,26,11,1,0,0,1,96.83490207039208
24,21,7,1,1,1,0,88.60231863790263
53,20,6,0,0,0,0,111.32482153963458
25,29,4,1,0,0,1,97.14109766477397
33,19,5,0,0,0,0,92.79493314145436
16,23,4,1,0,1,1,85.75773727456382
27,18,5,0,1,0,1,96.31947263719736
22,18,8,0,0,0,0,85.91502983781322
11,24,5,0,1,0,1,82.00945777054949
35,23,7,1,0,0,1,103.92746329923084
21,21,4,0,1,1,1,91.69952829568491
37,22,6,0,1,0,1,106.29770165566518
17,31,6,0,1,0,0,82.44740677560773
22,24,5,0,1,1,0,83.86396982711267
21,21,6,0,1,0,1,90.89286177252175
30,29,3,1,0,0,1,98.21435730151316
27,32,9,0,0,0,0,93.1756957964861
20,22,6,0,1,0,1,92.22035966103542
24,33,7,0,0,0,0,91.1140747576393
25,21,4,0,0,0,0,86.67420432626423
20,28,3,0,1,0,0,83.13771328400571
12,26,7,0,0,1,0,75.7486280018453
23,22,6,0,1,0,1,93.71583487138884
23,26,4,0,0,0,0,83.5604391711077
27,27,11,1,1,1,0,98.3503174200759
11,24,5,1,0,0,0,74.42362818795156
10,26,10,0,1,0,1,86.01767617774738
34,24,7,0,1,0,1,105.17442267888607
33,25,6,0,0,0,0,96.07566098326149
46,24,3,0,1,0,0,104.81399816872296
28,20,3,1,1,0,1,96.50774878213556
13,23,2,0,1,1,0,74.04124833748995
16,18,10,1,1,0,0,82.88563369621296
30,27,3,0,1,1,1,98.73685467710985
20,18,6,0,1,1,1,89.31359236537554
32,18,0,0,0,0,0,88.73223662089134
18,12,7,1,0,0,1,87.76136613643284
51,21,4,0,0,1,1,119.6401907412078
23,18,8,0,0,0,1,95.88889596204302
14,26,6,0,0,0,1,84.90924291592725
28,25,4,0,0,1,0,89.47375126913488
17,17,8,1,0,0,1,89.15547127227305
28,27,8,1,1,0,1,103.52014774318428
20,24,6,1,0,0,0,84.55147686097514
24,31,6,0,0,1,1,96.39278272751667
32,20,6,0,1,0,1,102.61468944036854
25,25,8,1,0,0,1,100.75768148515586
42,22,1,0,0,1,0,98.99399774597563
24,17,9,0,0,1,0,88.36658601045941
16,24,2,0,0,1,0,75.73833369194558
15,29,7,0,0,0,0,81.48139135726508
5,25,5,0,1,0,0,68.91594984412407
25,22,6,1,0,0,0,88.57206768016502
15,20,4,0,1,0,0,76.16700639483176
15,20,4,0,0,1,1,85.92017451623336
40,21,5,1,0,0,0,100.2026526074726
11,18,4,0,1,0,0,70.84134774294044
27,22,3,0,0,1,0,86.18221895975861
19,19,5,0,1,0,1,88.05876428939871
20,30,9,0,0,0,1,94.978636323829
13,15,0,0,1,1,0,67.48927405195087
24,23,3,0,0,1,1,92.2026254370003
27,25,8,1,1,1,0,93.4112456703815
33,22,5,0,0,1,1,102.42455286140166
29,18,9,1,1,0,0,95.0263025822952
27,23,8,1,0,1,0,90.4201109598942
13,28,5,1,0,0,1,84.60436263904526
38,29,5,0,0,1,1,109.67914856092938
45,29,5,0,0,1,1,114.2574102896322
27,23,3,0,0,1,0,87.15298665817869
38,13,5,0,1,0,0,94.75567641817918
17,28,3,1,0,0,1,88.47803088922896
36,21,8,0,0,0,0,98.8574408971031
29,23,6,1,0,0,1,98.14748733593544
24,18,5,0,1,0,0,84.51419450925263
24,27,8,0,0,0,0,88.73254573593482
14,23,5,0,0,1,0,75.9600791910476
5,21,6,0,1,0,1,77.35931238192768
26,20,3,1,0,1,0,86.99639727411527
10,22,8,0,0,1,1,82.87411606594031
29,30,6,0,0,1,0,93.55550864633358
17,26,5,1,1,1,1,90.47730503853629
9,17,0,0,1,0,0,66.37666238918848
30,10,2,1,1,0,1,93.74666111935792
14,24,5,0,0,0,1,84.75389814008544
28,19,5,0,0,0,0,86.90139717417992
28,21,4,0,0,0,0,86.21756540586868
28,26,6,0,0,0,0,90.59746947897676
35,25,3,1,0,0,1,103.5821342830519
22,23,2,1,1,0,0,85.17138908635333
13,18,5,0,0,0,0,74.124991713199
37,18,5,1,0,0,0,95.50435041768054
20,25,7,0,0,0,1,91.99521694717424
36,25,7,0,0,1,0,98.1689692244567
22,21,7,0,0,0,1,92.84435552154616
34,23,8,1,0,0,1,107.01526758483368
14,26,5,1,0,0,0,77.2136661115501
15,18,4,0,1,1,0,74.91769118029592
30,23,7,0,1,0,0,93.22075718961406
25,24,7,0,1,1,0,87.3223922792346
38,19,2,0,0,1,1,101.87288631763802
32,29,5,0,0,1,0,96.32118218546854
19,28,6,0,1,0,0,86.33955723219553
25,25,1,0,0,1,0,83.07294181038148
14,22,6,1,0,0,0,76.89992232056332
44,23,5,1,0,0,0,106.93856321767792
30,23,2,0,0,1,1,98.12748933638096
21,22,4,0,1,1,1,89.33482596990832
11,19,7,0,0,0,0,74.60820595864256
20,20,4,0,0,0,0,81.38311575767636
35,26,7,1,0,0,1,106.97161655892474
27,24,8,0,1,0,0,92.55469343405912
20,23,5,0,0,1,1,90.76844311223878
19,26,8,0,0,0,0,84.11831692566383
20,23,6,0,0,0,1,90.6387974375262
23,28,3,1,0,0,1,93.60323454521028
53,26,5,1,0,0,1,122.39851445176365
4,18,5,0,1,0,1,72.66102599670839
19,27,5,0,0,0,0,81.46407831828223
31,21,2,1,0,0,0,89.77695372288375
40,21,9,0,0,0,1,111.66570518212542
36,22,6,0,0,1,0,98.82501009416728
21,21,8,0,0,1,0,85.00279712835555
20,23,6,0,0,0,0,82.36656352640377
29,28,4,0,0,1,0,90.27729465811927
13,18,9,0,0,1,0,77.06006688348366
20,22,9,1,0,0,0,86.52829077094883
30,27,6,0,1,1,1,102.96910970010585
16,18,8,0,0,0,1,87.72845727421823
16,23,4,1,1,0,0,78.59667623148404
28,28,5,1,1,0,1,100.98528042895968
29,24,4,0,1,0,0,89.46826567550637
22,22,5,0,0,1,0,83.06187843113487
33,20,8,0,1,1,1,103.40851361915276
54,27,8,0,0,1,1,126.71232434192495
38,22,4,0,0,0,0,98.48310285846544
15,22,4,0,1,0,0,75.88794289581047
42,24,8,0,0,1,0,106.54541648194252
7,24,7,0,0,0,0,71.27600873731981
15,27,5,0,1,0,1,85.9216990834787
23,24,10,1,1,1,1,97.90691100552604
36,16,7,0,0,1,0,97.07250057536322
27,23,3,0,0,1,0,85.55188237179081
30,16,5,1,0,0,0,88.27917134566873
32,19,5,1,1,1,1,102.65395186465098
20,22,5,1,1,0,0,82.58620836352286
37,24,4,1,1,0,0,99.91660616191336
40,29,6,0,1,1,1,110.6150460431867
34,26,5,0,1,0,1,104.0977768851198
31,25,11,0,1,0,1,108.25272971907488
44,26,4,0,0,0,0,102.95930696077582
24,28,2,1,0,1,1,94.30169609091344
29,23,5,0,0,0,0,90.83913913135252
21,22,5,1,0,0,1,91.37403197246576
26,40,7,1,0,0,1,105.00312843983504
24,25,9,0,0,0,1,97.25448574066428
19,27,4,1,1,0,1,89.6441858618875
14,28,9,1,1,0,0,82.40528621987197
24,29,4,0,1,1,1,95.5552615972498
48,19,6,0,0,0,1,116.24801940100932
14,29,8,1,1,0,0,82.06509900834472
21,32,5,1,1,0,0,85.73262562241156
16,25,9,1,0,0,0,85.56999277263851
29,25,4,0,1,0,1,98.6125269754078
24,23,5,0,0,1,1,94.20260122094678
29,21,7,0,1,1,1,100.8295592482136
15,25,7,0,1,1,0,79.37026864324348
37,22,6,0,0,0,0,97.63088767022953
32,20,8,0,0,1,1,102.9649116056322
25,23,4,0,0,1,0,85.6123250056393
10,22,7,0,0,0,0,74.19633131318778
23,20,8,0,1,0,0,88.47054438563579
32,16,4,0,1,1,0,90.3157037412514
15,23,2,1,0,0,0,74.21675859203789
38,25,8,0,0,0,0,101.95795729997424
20,19,8,0,0,0,1,91.28913374915152
23,23,10,0,0,0,0,88.61153315399629
32,22,2,1,0,0,0,91.60660828370702
25,21,5,0,1,0,1,94.63996938883048
39,27,3,0,0,0,0,97.87821511734036
32,28,3,0,0,1,1,98.3329299793451
15,22,7,0,0,1,1,85.19538688565339
35,21,5,1,1,0,1,104.7737655872982
35,28,3,0,0,0,1,103.78569849867462
16,24,6,1,0,0,1,89.79022499236527
19,28,4,1,0,1,0,81.81650765968587
36,22,2,0,1,0,1,102.50307616881756
31,25,5,0,1,0,1,102.65808381713676
16,22,8,0,0,1,0,80.49711668761542
19,31,7,0,0,1,1,93.93933259992389
23,22,2,0,0,1,0,80.19784323400911
30,23,7,0,0,0,0,92.15921023733654
35,25,6,0,0,0,0,98.30923774789308
19,20,5,0,1,1,1,88.81928688364185
29,21,4,0,0,1,1,94.80179503751182
29,30,3,0,0,0,0,91.44155816337587
38,23,4,0,0,0,1,105.15313558583024
18,20,6,0,1,0,1,89.84754416555194
20,23,6,0,1,0,0,84.07702158931046
18,29,9,0,0,0,1,92.94210495012734
16,25,1,1,1,0,0,77.16565150471976
27,16,7,0,0,0,0,88.89168453591387
43,32,7,1,1,1,0,109.99197926981168
27,19,7,0,1,0,1,97.85647308836522
35,25,6,1,0,0,0,99.24086966161434
15,20,8,0,0,0,0,80.03557078411433
25,25,7,1,0,0,1,97.19701956797044
29,23,6,1,1,0,1,100.21218346878857
4,25,2,1,1,0,0,65.78707876310993
24,23,6,0,1,1,1,96.59452647418848
15,20,4,1,0,0,1,84.77929109855795
6,28,5,0,1,1,0,70.71234220385035
38,22,8,0,0,0,1,109.87632208595151
34,29,7,1,1,0,0,99.4941847408478
21,23,3,0,0,1,1,89.664123360377
16,30,7,0,1,0,0,80.59077042194608
20,27,4,0,0,0,1,90.8462476890674
24,24,5,1,1,0,0,88.15947031606146
26,19,5,0,0,0,0,88.21717875768641
10,27,7,1,1,0,1,85.69088275598958
17,18,2,0,0,0,1,82.8331377853513
18,33,4,0,0,1,1,91.9681258516554
21,25,5,1,1,1,1,93.19477998476567
24,25,3,0,0,0,0,84.04307749160604
33,16,7,0,0,1,1,102.81865015944436
39,24,2,1,0,1,1,106.71181386970214
38,17,9,0,0,1,0,101.51620237661255
34,20,3,0,0,1,0,93.70899359656254
10,27,8,0,1,0,1,85.63087441837024
16,31,5,0,1,1,0,81.07738154735748
32,20,7,0,0,0,0,94.16647241540664
11,22,9,0,0,1,1,84.57903480061495
26,22,2,0,1,1,0,84.1902130489737
19,23,8,0,0,0,1,91.52042658793188
44,21,3,0,0,0,0,103.01958262621696
35,23,3,1,1,0,0,95.61129508161169
39,31,8,1,0,0,0,105.2802673631389
46,26,3,0,1,0,1,114.0728998963003
15,20,7,1,1,0,0,79.35294381707993
38,26,4,0,0,0,0,98.71803808418515
27,21,7,1,1,1,0,91.99038920207614
55,28,7,1,0,1,0,117.84636594192854
13,19,10,0,1,1,1,86.69994441502777
29,15,4,1,0,1,1,96.36866646840927
31,23,3,0,0,0,0,90.48425974641006
24,28,5,1,0,0,1,95.00272960252876
37,23,4,1,1,1,1,106.20175180729323
14,28,5,0,0,0,1,86.67028722628046
18,24,6,1,0,0,1,90.30759354857584
7,25,8,1,0,0,0,74.27980948886952
17,29,4,0,0,0,0,80.08414199661883
27,25,8,0,0,1,0,92.47339368873064
18,17,6,0,0,0,0,77.83369528951307
28,18,5,0,0,1,1,95.30326569892992
31,26,3,1,1,1,0,92.2618605683168
16,31,7,0,1,0,0,81.43439612327037
40,30,7,0,0,0,0,104.06015299224232
18,26,7,0,0,1,1,91.70538828294158
34,29,5,0,0,0,0,97.1110664250364
18,33,7,0,1,0,1,94.49990844788132
42,18,3,1,1,1,0,100.6020111115208
30,25,6,0,0,1,0,93.63508281001974
21,24,10,0,1,0,1,93.97786619945532
6,27,8,0,1,1,0,72.85958838694835
16,20,8,1,0,0,1,87.97594343889034
29,26,8,0,1,0,0,95.39443579140512
34,24,5,0,0,1,0,95.76166238808636
21,21,8,0,0,0,0,83.96938691466056
45,21,5,0,1,1,0,106.138523466266
16,20,6,1,0,0,0,79.8212659281807
12,22,6,0,0,0,1,83.59785745059165
17,27,3,0,0,0,0,76.30830680184584
21,26,1,0,1,0,1,90.20276019890616
24,23,5,1,0,0,1,92.94300414933744
14,20,10,0,0,0,0,79.95211670835216
14,24,5,0,0,0,0,77.15466762620127
37,24,8,0,1,0,1,109.24443503924694
21,15,5,1,0,1,0,79.9715361898888
18,22,5,0,0,0,0,81.371191626722
28,15,6,0,1,0,0,89.51533282402346
16,27,12,1,0,0,0,86.42925669004501
28,22,3,0,0,0,1,95.45460834024354
19,24,7,1,0,0,0,83.31760285335915
16,20,3,0,0,1,0,76.16007339068146
19,23,5,0,0,0,0,80.23115083584905
41,17,3,0,0,1,1,107.34902560982826
26,24,7,1,0,0,0,91.4954533894519
25,26,5,1,0,0,0,88.13741155880878
29,20,7,1,1,0,1,99.82099612297434
18,29,6,0,0,0,0,83.82426402531549
26,27,7,0,0,0,0,89.83505244420377
15,26,8,0,1,1,1,86.95542616330474
24,20,5,0,0,0,1,93.45568514869242
20,32,5,0,1,0,0,86.65782683980558
15,26,6,0,0,0,1,86.6921618938201
36,23,3,1,1,0,0,96.93064445490214
32,17,4,0,0,1,0,89.92971562031092
14,25,6,1,0,1,0,79.77688805049513
22,24,1,0,0,1,0,81.26712796056442
36,30,3,1,1,0,0,98.48364422321534
30,15,4,0,0,0,0,90.1773809995976
27,18,3,0,0,0,0,86.54425808078564
27,31,8,1,1,1,1,104.45778347713409
25,24,4,1,0,0,1,97.20651723621536
29,25,6,0,0,0,0,94.20792305811752
26,28,4,0,1,0,0,86.59002623528515
25,26,10,0,1,1,0,92.8292300548594
9,28,4,0,0,0,0,70.5515769474756
20,25,4,0,0,1,1,88.91109668348194
16,27,5,1,1,0,0,81.09327065419322
37,23,4,1,0,1,1,106.7192422646202
15,28,6,1,1,0,1,87.90529291966415
39,29,10,0,0,1,1,114.32453277400896
22,21,1,1,1,1,0,80.78805420185155
24,29,4,1,0,0,0,88.28874493755895
32,19,6,0,1,1,0,94.36646644457775
42,24,6,0,1,0,0,103.14107662757772
45,24,2,0,0,0,1,110.77674131002652
27,22,8,0,0,0,1,99.6493735776547
33,28,4,1,0,0,0,96.09622729894122
15,18,6,0,0,0,0,77.57518934228594
25,25,2,0,0,0,0,82.53561543997584
26,24,4,0,1,1,0,88.81189284417484
29,20,9,1,1,0,1,101.99508497248158
27,24,4,1,1,1,0,89.47895446120071
41,23,7,0,0,0,0,105.1236275775254
12,24,1,1,0,1,1,79.24522369079017
18,20,4,0,1,0,1,87.09153417209792
23,19,7,0,1,1,0,87.09545881013587
28,21,5,0,1,0,1,97.45905983754156
27,19,2,1,1,0,1,94.41924559567474
33,23,4,1,0,0,0,94.8798142409684
34,17,6,0,0,0,1,102.86797748906449
16,24,3,0,1,1,0,75.71163874349838
24,31,6,0,1,0,1,96.34998683806964
28,19,7,0,0,1,0,88.5970067892653
31,29,5,1,1,0,1,104.20535707829352
31,27,4,0,0,0,1,99.99145346228067
18,25,7,0,1,0,0,82.30214942867794
30,15,6,0,1,1,1,98.41586915933723
17,22,6,0,0,0,0,78.63844455535428
1,20,7,0,0,1,1,73.12977454480082
35,31,8,0,0,0,1,108.55716803012083
21,16,7,0,0,0,1,91.79078284553869
25,30,6,0,1,0,1,100.57870100895312
25,28,5,0,0,0,0,87.05946998857961
32,22,5,0,1,0,1,101.741239425636
26,18,8,0,0,1,0,89.55958161203456
19,31,7,0,0,0,1,92.8726204688795
22,24,1,0,0,0,0,78.14901623686279
25,24,3,1,0,1,1,93.60023859707572
35,28,4,0,0,1,0,96.80903596969108
23,20,6,0,1,0,0,85.08727747037939
16,19,8,0,0,1,0,80.748664405882
17,16,5,0,0,1,0,76.51970710781055
25,25,1,0,0,1,0,82.24836445345801
24,26,1,0,0,0,1,90.1434879868914
29,27,7,0,1,1,1,103.68574824693744
25,23,6,0,1,0,0,87.65134244780141
3,20,4,0,1,1,0,64.5702504757919
22,23,5,1,0,0,0,83.15118078667446
41,23,4,0,0,0,0,101.62804543253198
23,38,4,0,0,1,1,97.52723290972324
19,18,8,0,1,0,1,90.115929396633
33,23,8,0,0,0,0,96.15463300228708
22,18,3,0,1,0,1,88.34130989458664
25,34,6,0,1,1,1,99.50043206747868
11,15,1,0,0,0,1,76.18616294901719
