age,education_level,gender,minority_status,local_unemployment_rate,job_training_intensity,annual_income
11,32,0,0,9,46,502.5392597034274
12,31,1,1,8,46,497.3847763472896
12,32,0,1,11,46,500.1878550052688
11,31,1,0,11,49,531.8443123742501
5,28,1,0,13,41,450.3960952903781
15,32,0,1,11,51,549.810531912565
6,29,0,1,14,45,491.310752629983
8,27,1,1,14,44,477.578339839823
8,33,1,1,11,46,502.4394796116367
12,29,1,1,8,48,518.5726880762229
11,28,1,0,7,43,469.3088917550261
7,28,1,1,7,44,480.1810260461956
11,34,1,1,10,46,500.6470821283207
11,29,1,0,12,47,506.8370211589187
8,32,0,0,11,47,510.1331691585997
5,28,0,1,12,45,491.7200545185214
7,32,1,0,12,43,473.81832765353647
12,29,0,0,12,45,488.2465036516477
5,33,0,0,10,43,472.520234014543
10,26,0,0,12,48,517.0639213068688
8,30,1,0,13,41,449.51137423568696
12,33,1,0,6,44,485.9507022072277
11,29,1,0,7,43,472.0197279725708
13,28,1,1,12,45,486.0004011159585
11,31,1,0,10,47,511.3550520139443
14,27,1,0,15,46,493.8256290662865
8,28,0,0,13,43,469.86374476034
8,28,1,1,8,41,449.2808797685568
14,32,1,0,10,52,558.9509934842124
15,32,0,0,9,50,539.382077529467
9,29,1,0,12,47,508.1333740337119
8,29,1,1,10,44,480.4095086233368
10,34,0,1,11,47,510.669415730814
7,29,1,1,9,42,461.416546863168
9,28,0,0,8,43,470.69392608993337
8,28,0,0,11,41,449.13930922358014
7,27,1,0,12,46,497.3263056118007
11,33,0,1,9,46,501.3954065878124
13,25,0,1,9,45,484.6999629193045
11,29,1,1,12,47,509.6357199843093
11,31,0,1,10,45,491.7037120385219
13,30,1,1,13,49,530.8010271431555
12,25,1,1,7,41,446.9205279328267
6,28,0,1,8,39,434.0719449875638
9,30,0,1,9,44,483.85847593359705
11,27,0,0,10,45,490.9642606849883
13,27,1,1,11,46,496.2971470565448
11,29,1,0,5,45,489.238048406841
11,32,1,1,10,45,492.1761200408494
6,30,0,0,11,42,462.7821754366073
7,29,0,0,10,41,450.5638387102428
11,30,1,0,8,44,481.4452211332282
3,31,0,1,10,41,452.6810691143338
6,34,1,0,14,43,474.590792873147
12,31,1,1,8,43,472.09392396139873
8,26,0,1,10,43,470.4112237146652
7,29,0,1,8,40,440.8708557161489
10,29,0,0,15,48,514.7686754961782
10,31,0,1,12,48,520.203692295738
14,29,0,0,10,46,496.952023153557
14,29,1,1,12,50,537.3052174494612
9,28,1,0,12,45,489.608108698215
10,24,1,0,13,43,466.9930980838561
14,29,1,1,10,49,526.6431961054207
7,30,0,1,12,45,488.6459842441173
8,30,0,1,7,43,470.70217625763576
16,29,0,0,11,50,537.0938367790278
12,24,1,0,8,46,496.4015136206225
10,29,0,0,10,46,498.5937020148056
13,29,1,0,13,45,486.3107064835498
7,33,0,0,8,42,465.9812483218986
9,26,0,0,8,41,453.5219861011648
7,27,1,0,11,42,458.44162119072206
14,32,1,1,11,50,537.6510652377225
8,30,1,0,9,43,475.02562326984827
11,27,1,1,9,44,476.7132847835256
14,29,1,1,9,46,498.5338933325541
11,27,0,1,11,46,497.0353416652812
12,30,1,0,10,48,517.5666548306918
10,30,0,1,13,48,517.7493792277445
13,27,0,1,13,50,536.892671415646
10,30,0,1,7,46,498.62854364717
11,27,1,0,13,46,497.6289537697856
14,27,1,1,13,47,504.1525241791096
9,30,0,1,10,45,490.5253921917739
8,29,0,0,12,46,498.36058597394674
9,27,0,1,16,48,515.9026626087141
11,33,0,0,10,45,494.0887346261948
7,29,0,0,8,40,439.0980854389515
8,31,0,1,11,44,483.6457148393171
13,28,1,0,9,47,509.2542130941218
12,31,0,0,10,44,479.74740384965145
15,30,1,0,11,50,538.8750131106829
6,33,1,1,12,44,483.8378469548773
7,26,1,1,9,42,458.1658682639971
8,26,0,0,9,40,439.4081506618464
9,30,1,1,9,44,481.3801231014693
7,28,0,1,10,42,460.4901526066348
15,32,0,0,8,49,528.8740207512071
6,30,1,1,12,43,470.8483901717509
10,29,1,1,10,45,489.4611714150548
9,32,1,0,14,45,491.8647144144822
7,32,1,0,9,43,474.3038220235466
5,30,0,0,10,40,444.74812800328016
10,32,1,0,11,45,491.378639375256
14,26,1,0,12,47,504.6952708069768
7,33,0,0,13,43,474.73669939808894
10,26,1,1,12,42,455.7234632664077
10,28,1,1,8,43,471.1730912477547
14,30,1,1,8,50,537.3249538713902
17,32,0,1,9,51,545.964788043657
12,26,1,0,12,46,494.1880995166708
10,32,1,1,8,43,472.6215440540656
14,31,1,0,11,49,529.0388869563553
10,28,0,0,9,41,446.8425787903772
4,25,1,1,11,40,441.500707201901
5,30,1,0,12,43,475.5097611298599
6,26,0,1,9,40,440.4400584150964
13,30,1,1,9,48,518.8905871038609
10,30,0,0,10,45,488.5411574854831
13,27,1,1,13,48,516.1708644153266
12,33,1,0,12,48,517.837420073764
12,29,1,0,10,46,498.42829910122674
12,31,1,0,13,48,518.3507425842027
10,28,1,1,13,44,481.56519230854127
8,30,1,0,12,45,490.0680449327292
10,25,0,1,10,44,475.05224063515095
6,28,1,1,14,44,480.08227793506
10,31,0,1,12,44,481.1996034283399
2,30,1,1,12,39,431.6900742073568
11,23,1,1,12,47,503.443437672827
11,28,1,0,8,43,469.66423635353937
6,30,1,1,11,43,471.06987580879206
6,31,0,0,7,42,465.11837639451113
10,29,1,0,12,47,508.8902302967011
14,25,1,1,11,46,491.8642282384703
10,28,1,0,13,46,497.8597288156204
13,29,0,0,12,47,505.64237365988106
7,31,0,1,10,44,483.0132650908865
13,28,0,1,10,48,517.4966283710106
6,31,0,1,10,43,472.5379782692468
10,28,0,1,11,46,495.7759193735092
12,33,1,1,10,45,490.1670537590708
11,28,0,0,11,45,484.5677031492172
7,30,0,0,13,43,467.7163528140109
9,28,0,1,11,47,508.15357389011047
10,32,0,1,11,48,518.8569889436933
11,31,1,0,10,50,539.593076012639
8,33,1,0,7,41,455.2213203842113
14,32,0,1,11,50,537.5831101080582
10,28,1,0,13,43,468.43407444164046
17,32,0,0,9,50,538.4502942038998
6,31,0,1,7,43,473.6620503248899
13,30,1,1,11,49,524.6679984310944
10,33,1,0,10,45,492.4537843385498
10,32,1,0,10,45,492.6760446496637
14,35,0,0,13,53,568.2387826604033
13,33,1,0,13,48,517.3389038102425
5,28,1,1,8,42,461.8493530671535
9,29,1,0,10,45,489.1935153628887
6,29,1,1,10,43,474.3892896417484
16,29,0,0,8,48,514.7605958975363
13,28,0,0,14,47,503.7705275388404
9,27,0,1,8,43,469.5155558325568
12,28,0,0,9,47,505.99483318878015
7,25,1,1,9,40,438.95199374111934
8,32,0,0,11,45,492.4196909551267
14,33,0,1,13,50,540.3234918486627
10,28,0,0,11,42,457.2888103470244
7,30,0,1,9,41,450.6322536056378
12,30,0,1,15,49,524.5845789617338
3,27,0,0,11,39,431.2412380664369
10,29,0,1,11,47,509.4831840757983
9,30,0,0,11,43,470.3799498488361
9,32,1,1,12,46,501.72266050954136
12,30,0,0,9,46,499.0794402195368
12,29,1,1,11,46,500.18947095789787
12,28,0,0,9,45,488.1857887125768
8,27,0,1,13,46,498.25911473690417
7,29,0,1,10,43,468.8845378203425
12,33,0,0,9,47,511.66700836681616
7,29,1,0,11,42,462.6796861366167
6,30,1,0,10,42,466.36303054477344
6,30,0,0,11,44,481.6409187503831
10,30,0,1,9,43,469.0108129313575
7,32,1,1,12,45,490.8296127247879
8,29,1,1,8,43,471.6924809927268
15,27,1,1,11,46,497.3517867558
16,26,1,1,11,49,525.1506840937595
10,27,0,0,13,45,486.40633389785023
10,28,1,1,12,47,509.0387192965489
9,30,0,1,13,47,509.0827200705591
4,32,0,1,9,43,474.36059182718014
10,29,0,1,9,44,477.3078695632293
9,33,1,0,10,45,494.8486791504269
10,29,0,0,13,46,500.4909602345658
11,28,0,0,7,44,477.8627574653498
7,32,0,1,8,44,481.5149977454454
9,29,0,0,12,46,496.99791088885314
15,31,1,1,13,50,534.9415207615936
8,33,0,0,9,43,476.6409953772592
14,34,1,0,9,50,542.0412809779597
7,29,1,1,9,42,460.8813124561688
9,27,1,1,9,42,461.7615320152061
11,25,1,1,10,47,505.8368259036921
11,32,0,1,11,47,511.3416695900269
12,31,0,0,14,48,518.0249937773826
11,29,1,1,8,43,471.4002808351321
6,31,1,0,8,40,442.1564995543912
9,29,0,0,10,42,458.6382735176884
12,27,0,1,12,47,507.2886977811362
9,27,0,1,8,44,477.5463411988857
8,27,1,0,12,45,490.0047529623453
11,27,0,0,11,45,488.08550499458846
7,28,1,0,11,43,468.703784377471
11,29,0,1,10,47,508.5708331656626
5,35,0,1,14,45,496.2948744746188
12,32,0,1,10,46,497.44239906737374
10,31,0,1,12,48,518.3522535658657
7,30,1,0,13,44,479.7874247909232
9,32,1,1,13,46,499.2111526326617
11,30,1,0,9,45,489.3103346588958
13,28,0,1,15,51,543.7703551311918
8,26,0,1,11,43,469.4311564779701
7,31,1,1,9,40,442.4154906910711
8,29,1,1,11,45,490.9235454963828
10,26,0,0,5,40,439.9879715234153
15,29,0,0,11,50,536.4593268139787
7,31,1,1,12,45,491.93933701474725
7,32,1,1,13,43,471.6778247531003
15,28,0,0,13,47,506.4459151262124
7,27,0,1,8,41,451.85393791693593
13,30,0,0,13,49,528.2432687527814
14,27,1,1,10,47,505.715846145641
10,34,1,1,11,46,501.77549009191983
9,31,0,1,9,45,490.5519858586472
9,26,0,1,12,45,487.8152662680304
5,32,1,1,11,43,472.404551491705
7,28,1,0,11,45,493.5016779513937
10,30,1,1,10,47,507.15026268407297
9,34,1,0,12,45,491.8665151303304
14,27,1,0,10,48,516.3191887430542
10,27,0,1,11,44,479.1107993720313
13,32,0,1,10,48,518.9009401582476
9,30,0,0,10,44,478.1947024112834
13,32,0,1,11,50,534.6002583893114
7,32,1,1,11,45,491.4552584371566
9,30,1,1,10,42,461.25170931573257
13,24,1,0,11,49,523.5729260587766
6,29,0,0,9,42,463.791152607244
9,29,0,1,11,44,477.0234295459697
13,27,1,0,13,49,525.4971714906477
10,25,0,0,14,45,486.8452202455663
4,26,0,0,11,41,451.1561785793064
12,30,1,1,13,47,507.0857264438309
14,28,1,1,8,46,496.0702081969071
10,29,0,0,15,47,507.258663880788
12,29,0,0,10,45,489.165806183936
14,31,1,1,10,48,517.511890843213
8,32,1,0,8,44,481.7550378780346
9,31,0,1,8,43,468.8139960123033
10,33,0,1,10,45,490.3127333171416
10,31,0,0,13,48,521.0510002622301
9,30,1,1,10,44,480.8659839392554
11,29,1,1,11,44,477.5753127198635
12,30,1,0,10,46,501.7648355377877
13,28,1,1,12,48,515.7187506545403
7,24,0,0,13,43,464.95570742005
11,27,1,0,6,43,469.0451764636326
15,31,1,0,12,49,527.8381066962364
5,28,1,0,12,43,470.1219611100386
12,30,1,1,9,46,500.51127026367016
8,30,1,0,13,45,487.96062253342217
13,27,1,0,10,46,498.2028126928439
4,30,1,0,13,43,473.0572083749927
8,27,0,0,8,41,449.20138501634347
12,31,0,1,13,48,517.582726498566
8,32,0,1,11,45,492.3793604967536
13,30,1,1,11,48,518.1775684965389
10,31,1,1,12,44,482.5345301970322
9,32,1,1,12,45,488.9190062542471
10,29,0,0,11,44,480.15367108027294
5,29,1,1,14,43,470.51217582882737
9,27,0,1,13,45,488.0045165731031
8,27,1,0,12,43,467.24193564790784
11,27,1,0,11,47,506.51718378666845
12,29,0,0,9,45,489.017296093904
15,32,0,0,9,49,529.5751299067958
4,27,1,0,11,41,453.03405466765776
7,28,0,0,12,43,469.2804561132259
2,27,1,0,13,40,438.7320628897671
11,31,0,0,12,47,508.7860834355614
6,31,1,1,12,42,465.1391955109536
13,26,0,0,16,51,542.8472558904588
12,29,1,1,13,48,517.1159590110807
10,29,1,0,12,47,508.6036406343399
7,28,1,1,11,43,471.4962000450836
11,29,1,1,11,45,487.4985156921629
10,28,1,0,11,44,481.4762324211608
9,30,0,0,10,44,478.7078137306988
15,29,0,1,10,50,537.9807505498404
