age,education_years,annual_income,gender,minority_status,financial_aid,home_ownership
24,12,10,0,1,0,70.5001762611112
41,24,14,0,1,1,98.41408991838112
28,15,12,0,0,0,73.90683620454331
32,11,12,0,1,1,86.6049477924318
39,20,8,0,1,1,97.9927482983247
30,14,9,1,1,1,88.94871697773723
12,23,10,1,1,1,79.69585630510402
26,18,12,0,0,0,75.42927908025122
29,19,10,1,0,1,86.45418155952005
26,23,6,0,0,0,79.71698909418183
35,28,12,0,0,0,86.88068078154924
35,16,7,1,0,1,91.89438582120182
17,13,10,1,0,1,76.14495272202807
41,18,15,0,1,0,85.24904129786842
20,20,12,0,0,1,82.82601524117726
32,21,10,0,0,1,90.41509147221618
28,25,8,0,0,1,92.1392180778672
21,26,14,0,0,0,74.20487171284547
27,10,9,1,0,0,71.74487186210405
39,20,11,1,1,0,86.06215589361817
27,18,7,1,0,1,87.03984641506483
40,24,6,0,1,1,98.62188856878956
18,15,9,1,0,0,69.96325948425448
39,20,7,0,1,0,87.97009071336036
39,27,10,1,0,1,100.991804598882
33,19,9,0,1,1,90.09977878316109
29,16,7,1,0,1,88.32004107142332
34,20,12,1,1,1,93.18769774232672
41,21,11,1,0,1,96.939005514049
26,9,9,1,0,1,81.40611502440784
23,25,11,0,0,0,79.49290554355942
33,24,12,0,0,1,94.14390746425424
32,22,13,0,0,1,91.1054072479982
52,22,13,1,0,1,106.37134874304002
27,20,4,0,0,1,87.1330893664637
44,24,6,1,0,1,103.46455770950908
16,23,12,1,0,0,72.10332300351335
18,18,7,0,1,0,71.6587573756712
34,15,12,1,0,1,88.57204251608846
35,24,6,0,0,0,86.52103602361053
42,18,11,1,1,1,97.109398698208
39,11,11,1,0,1,89.28174738533609
27,7,8,1,0,0,70.86464791039384
32,11,12,0,0,1,85.92177419894534
14,19,7,1,0,1,79.53025175550759
33,15,12,0,1,0,79.55174772000287
29,22,7,1,0,1,90.99119120399476
32,14,11,1,1,0,78.23460061903836
36,17,6,1,0,1,93.71659097039888
16,27,11,0,0,0,73.67160046454903
35,14,13,0,1,0,79.31746315981553
38,28,4,0,1,1,100.77723477767417
23,13,14,0,1,0,70.0857986398731
20,9,10,0,0,0,67.20765847956727
44,21,8,0,1,0,89.58988615709588
28,25,12,0,1,0,83.2865680934324
27,17,2,1,0,0,80.1243711518459
19,17,16,1,1,0,70.31777360283904
34,19,9,1,0,1,92.80282306109414
17,17,5,1,0,1,78.96094589456025
39,18,8,1,0,0,85.96361104206035
31,18,3,0,0,1,92.07373602755496
34,14,8,0,0,0,78.55359481654419
19,17,9,1,0,1,81.99951422941322
25,21,6,0,0,1,88.78630094640103
13,22,12,0,0,0,68.97570616163402
23,3,12,1,0,0,62.23586116458595
37,29,11,1,0,0,89.5814599811133
34,32,8,1,0,1,101.79596642205152
14,19,4,0,1,0,70.36178421779984
39,16,11,0,0,0,83.16952214646388
34,17,10,0,0,1,91.43047792249452
11,21,8,0,1,0,71.09991236219017
24,23,8,0,1,0,78.49736122159413
42,27,7,0,1,1,100.88824470753949
26,14,5,0,0,0,75.11398655208237
24,13,9,1,1,0,73.75016109653659
35,23,10,1,1,0,83.9299764436802
27,22,8,0,0,0,79.61943525192699
17,20,6,0,0,0,73.42678239304914
31,15,14,1,1,1,86.96441518326392
37,21,6,1,0,1,97.24786464802249
29,21,7,0,1,1,92.42689354600896
26,21,11,0,0,0,77.19617670569608
30,18,10,0,1,1,91.00701333000892
29,13,10,1,1,0,77.79499595934283
28,14,13,1,0,0,74.89702977453571
25,19,7,1,0,0,77.84077229382495
29,25,8,1,1,1,94.4066257001712
40,16,8,0,1,0,85.45982441698905
16,18,9,0,1,0,68.35934436107544
34,22,10,0,0,1,94.47646651257588
40,24,12,0,0,1,99.3426153994548
39,21,8,0,1,1,96.54017478906292
22,13,11,1,0,0,70.0907543048993
37,19,11,0,0,1,92.876751474131
36,19,10,0,0,1,92.9888556005831
16,34,14,0,0,1,86.72844338399452
32,12,9,1,1,0,78.71341961111509
23,23,8,1,0,1,87.5589309564522
31,28,9,0,1,0,86.48084544943202
39,15,7,1,1,1,95.63041744936102
37,15,10,0,1,1,93.01436641519464
29,9,12,0,0,0,70.67480904875816
26,31,9,0,0,0,83.63242209767594
38,24,10,1,1,1,99.48472456881748
43,16,5,1,0,0,88.04192544162377
26,18,8,0,0,1,87.39261157500394
28,20,9,1,0,1,88.11047635539073
10,20,1,0,1,0,69.5604059198788
36,14,8,0,1,1,92.38429919813032
16,18,8,1,0,0,68.71238576298727
35,20,9,1,1,1,94.1569746154137
32,19,10,0,1,0,81.56362026254422
36,22,11,1,0,0,84.57855252332692
30,19,11,1,0,0,79.11062584352666
24,14,5,0,0,0,73.4993291879429
37,23,14,1,1,1,95.34787684143392
50,16,11,1,0,0,88.52581526591486
34,31,10,0,1,1,99.1114221444902
32,16,6,1,0,1,89.13807328612538
34,24,8,0,0,1,95.90488794506574
24,22,7,1,0,0,78.21289287264396
34,12,8,0,1,1,88.65459685569289
23,27,4,1,0,0,81.78301439225625
30,10,9,0,0,0,73.42963994631725
29,33,11,0,1,1,96.50260311812244
25,21,10,0,0,1,86.43290479515738
35,20,7,0,0,1,93.77298648608397
33,25,9,0,0,0,83.04329203672378
30,22,10,0,1,1,89.13330781232388
20,29,9,0,1,0,80.39587108390232
31,22,15,1,1,0,82.45193207164303
37,18,11,0,0,0,81.53808247470192
36,18,9,1,0,0,81.6872304524231
24,32,10,1,0,0,83.2972104467536
27,19,8,0,1,1,87.62298437336166
26,19,8,1,1,0,77.43009819880054
44,18,9,1,1,1,99.24384140017736
31,20,10,1,1,0,83.39835745520571
45,12,6,1,1,1,99.44293255622571
42,28,10,0,1,0,92.56361585281051
32,27,9,1,1,1,97.50680821229956
41,15,9,1,0,0,84.15790768573879
34,15,5,1,0,1,90.9315596061103
31,15,11,1,0,0,75.80002294777361
29,13,11,1,1,0,75.86560354656089
42,14,8,1,1,1,93.6041643862726
31,7,4,0,0,1,85.53056138480652
37,28,8,1,0,1,100.1644952614374
34,14,14,1,0,0,77.74667624123764
21,16,10,0,1,0,72.08388909299723
35,24,11,1,1,0,86.9214964156594
21,16,8,0,1,1,83.26544434920521
38,20,11,1,1,1,97.90863940344784
37,18,7,1,1,1,97.0548853526891
40,10,9,1,0,1,90.3554442088466
43,17,10,1,1,1,98.27561415774584
39,24,6,1,1,0,89.90663591156962
36,15,12,1,1,0,80.7211877758169
30,25,7,1,0,1,93.96928333933734
30,21,10,1,1,1,90.58774716296917
28,31,6,0,1,0,88.53195731544365
24,19,8,1,1,0,78.30427617226692
34,31,10,1,0,1,99.40009454615512
24,10,10,0,1,0,71.1491267071193
25,30,5,0,1,1,94.96514968008329
32,13,6,0,0,0,77.31104900724854
34,24,10,1,1,1,96.01592667361312
43,25,8,1,1,1,102.90100575749295
25,18,10,1,1,1,87.44632953911439
32,20,8,0,1,1,91.75256897715542
33,17,6,0,1,1,92.88260600802066
39,7,15,0,1,0,76.94784867911883
16,27,8,1,1,0,76.95150340657644
20,32,10,0,0,0,79.8582740656819
19,10,11,0,1,0,67.56055519425213
30,17,12,1,0,1,87.57698633502677
36,22,9,1,1,0,87.06614750181086
28,17,12,1,0,0,77.8243871752376
25,8,16,1,1,1,79.79704299781437
26,21,12,1,0,1,88.59000463590996
21,27,9,0,0,0,79.5806369800863
33,18,15,0,1,1,88.48725502922365
35,22,13,1,1,0,85.46124068419091
29,24,11,1,1,0,80.90600455788307
42,21,5,1,1,1,102.1019669882466
37,16,13,1,1,0,81.23194156870551
29,28,13,0,1,1,93.34543358864708
29,20,3,0,0,1,89.97724731693366
29,24,7,0,1,0,83.50707667304277
26,19,12,1,1,1,86.74734226574095
24,24,10,1,1,1,87.71548697020847
47,15,12,0,1,1,99.34393650842466
21,11,10,0,0,0,68.25741761312443
41,12,7,1,1,1,92.9129963449233
22,28,12,0,0,1,87.0398331192733
36,27,6,1,0,1,100.26640773175532
31,27,8,0,1,0,86.63604076598843
34,9,10,0,0,0,75.1362185757927
33,17,16,1,0,0,79.66467175138952
39,26,13,0,0,1,98.27534841241172
39,22,9,1,1,1,96.79724383919331
22,6,11,1,0,0,64.66291385518339
21,10,7,1,0,1,79.33187084061295
30,9,10,0,0,0,73.9610612925579
38,21,8,0,0,1,95.42981063960153
32,14,6,0,1,0,78.33482655170822
19,20,12,0,1,0,71.57571611519278
36,20,5,1,0,1,97.59767963445364
26,26,13,0,0,0,80.06352097448841
32,16,7,0,1,1,89.64698523745133
22,20,13,0,1,0,74.47521975845126
21,24,13,0,1,0,75.93885131710455
26,20,8,0,0,1,88.26240709073572
14,15,6,0,1,0,69.83903465535853
30,18,7,1,0,1,90.5931431763464
22,16,12,1,0,1,82.67409308007275
28,27,11,1,0,1,90.77028388275816
29,25,8,0,1,1,93.29618200477071
31,29,10,0,0,0,84.50138923286954
42,18,5,0,0,1,97.1761643051424
26,22,11,0,1,0,79.40728383878219
33,25,2,0,1,1,98.27315784597587
13,21,11,1,1,0,69.93436574988343
39,29,9,0,1,0,89.71546648173648
32,12,9,1,0,1,85.54427384974694
22,23,12,1,0,0,76.57576913077507
13,20,13,1,0,0,69.2575517363802
17,32,7,0,1,1,88.52827374633921
16,22,10,1,1,0,73.00433083340705
19,15,15,1,1,0,67.31775888116225
33,11,10,0,1,0,78.18287732032401
15,15,11,0,0,0,67.1514945946494
36,20,9,0,0,1,93.17123328193766
36,8,11,0,0,1,86.19284816055215
36,28,10,0,0,0,88.15495549025607
34,11,12,0,1,0,77.88753171083611
29,11,10,0,0,0,73.32621908231172
35,31,8,0,0,1,100.52014764583916
28,11,15,1,1,0,71.82375297088902
4,21,11,0,0,1,72.82467696804002
27,13,8,1,0,0,75.65878055289961
32,20,9,0,1,1,89.69066506642753
30,23,11,1,0,0,80.51558085783203
21,17,13,1,1,0,73.66017250311519
25,30,2,0,1,1,94.11443827700688
32,25,6,1,0,1,96.22485888258008
20,23,3,1,1,0,76.31051115377369
30,20,10,0,0,0,79.0242261732407
34,15,6,1,1,1,91.24762212914383
11,29,8,0,0,0,72.71284367311358
37,19,3,0,1,1,96.03182499900286
31,14,12,0,1,0,76.41958808762845
23,14,9,1,0,1,81.78653567086319
40,20,4,0,1,0,88.99471041668524
26,39,12,0,1,0,89.03260594055914
20,28,5,1,1,1,90.98077322079034
31,8,13,0,0,0,73.93496228365916
36,18,10,0,0,1,92.45644221392216
16,28,7,0,0,0,78.27913274330395
43,13,10,0,1,0,85.38748984475782
34,25,4,0,1,0,88.24695587844148
22,19,10,0,0,0,73.97058536570565
34,20,8,1,0,1,93.072261754067
23,21,7,1,1,0,77.0477708180351
34,24,14,0,0,0,84.5833011123834
35,19,14,1,1,0,82.85730172959984
36,22,10,1,0,0,83.59733684903236
19,14,13,1,1,0,68.6001143497999
33,16,9,0,0,1,89.58873855427424
31,25,11,1,1,0,84.94219492707332
25,20,10,0,0,0,76.0694484878175
17,33,6,0,0,0,79.07280301337299
28,19,8,1,1,1,87.33940675659107
21,24,9,1,1,0,77.88465015483155
13,15,8,0,0,0,64.20071189923557
34,21,15,1,1,0,83.51537697659799
31,27,10,0,1,0,84.55029714526295
27,12,7,0,0,1,82.66580427254827
30,23,10,1,0,0,81.81164483813852
32,18,10,0,0,1,87.38751702022175
23,4,11,0,1,0,67.07105200248441
25,14,9,0,0,0,73.47885524505794
24,16,12,1,0,1,83.65713420161266
27,19,8,1,0,1,88.67465045162277
36,27,4,0,0,1,98.7175109925798
39,24,5,0,1,1,100.50965459162752
29,20,6,1,0,1,91.10849597961894
31,20,6,0,1,1,92.97917338638408
17,35,11,1,0,0,80.98688229305768
30,9,9,1,0,0,73.60717500918166
32,15,3,0,1,1,91.3283900151021
31,16,8,1,0,0,79.28640301384452
42,24,10,0,0,1,100.75788581511344
31,14,5,0,1,1,87.82275554804338
16,25,9,0,0,0,74.16250477231968
38,16,5,0,1,1,94.80395978944536
27,30,8,0,0,0,82.74497107967134
24,13,9,0,0,0,72.41169601604045
34,11,8,0,1,1,86.7549779637217
34,23,10,1,0,1,95.29639466908787
34,20,14,1,1,1,92.9824077275663
