age,household_income,gender,urban_residence,participation_in_social_program,social_network_size,life_satisfaction_score
24,20,1,1,1,36.33299620532506,170.7309671739693
23,9,1,0,1,27.94887329769145,140.8746528804839
37,25,0,0,1,50.80532968187585,216.5905552002336
24,22,0,1,1,39.12208962654283,182.9528599321376
33,19,0,1,1,41.7256508447515,190.51965537003227
44,20,0,1,1,50.60791873777159,220.53949516047857
31,23,1,0,1,44.56996789456701,198.60121757617043
31,21,1,0,1,42.04945030224795,191.86633749521445
44,23,0,0,1,54.02120369354101,228.2497132298164
41,9,1,1,1,44.106638435478246,191.4226737381443
30,15,1,0,1,39.346408882921,177.02458610338994
34,25,1,1,1,49.49505481972229,213.0911905940089
27,20,0,0,1,39.33422037596188,180.8452011766532
38,21,0,1,1,49.5686384483179,213.3752076953863
32,23,1,1,1,45.29146200843101,201.824518856409
22,28,0,1,1,41.11368824552641,189.08384802812023
28,24,1,0,1,41.671910987725866,188.079749621948
42,5,1,0,1,39.55749380249389,180.5604272460167
28,19,1,0,1,37.5698819815828,175.4830886587703
26,20,0,1,1,39.2556025026424,179.81283306961052
25,25,0,1,1,42.09728584661083,190.3830357378225
26,18,1,1,1,39.48549077934275,178.66382382944883
27,14,0,0,1,34.30656415089893,163.2046983276798
35,21,1,0,1,46.305235474002,203.5646325282875
33,26,0,0,1,46.26095978207872,209.19840013727764
25,21,0,0,1,37.11673569952627,173.83392069850757
24,23,1,0,1,38.47497022041824,178.1763497255585
32,21,0,1,1,43.42707979223973,195.45126815516176
34,20,1,0,1,43.51722534306924,195.2333416200073
39,16,1,0,1,45.76936698519253,200.93579220551104
28,13,0,1,1,34.69163762889623,163.33603659693796
23,19,1,0,1,34.23489375665387,165.18524881069754
43,22,1,0,1,52.79810134759707,225.42687139873547
34,27,0,1,1,49.56357490273663,217.40494182141003
24,20,1,0,1,34.70049963810406,167.27267126448788
38,18,1,1,1,48.83239751770284,207.31059936516127
29,13,1,0,1,35.6847125518207,166.2502950334168
29,19,0,1,1,39.95208738851498,178.8569931546349
28,13,0,0,1,32.99105146255712,162.3692268698326
22,27,0,0,1,40.66730010297911,186.3747246865678
18,23,0,1,1,34.1445123340354,164.39776857884087
37,26,1,1,1,52.49908119794514,226.50351705960333
27,17,0,1,1,36.03127715330788,170.47863876991508
27,18,1,1,1,38.63144364885624,177.25438213440654
32,13,0,1,1,39.30954139496896,175.557171515837
25,17,0,0,1,35.17306851460346,166.87318376076956
43,17,0,0,1,50.57435610527008,211.1280114722118
26,20,0,0,1,37.3716785372557,175.3177981217436
20,21,1,0,1,34.73943191038097,165.3359411655551
22,5,0,1,1,24.305465187630706,128.7308061146803
46,15,1,1,1,51.10785296553431,219.0370507087694
42,22,0,1,1,52.33590662601393,226.96230382110969
31,30,1,0,1,49.02077547154758,214.89360089807712
24,17,1,0,1,33.179250388523464,160.89002420383596
30,19,0,0,1,40.681771432608095,184.6990719973456
37,24,1,0,1,49.04908804123443,216.72895002713847
27,25,1,0,1,41.17769057907158,192.9641539830574
12,17,0,1,1,25.11849858236023,134.3412886577977
20,11,1,1,1,29.18591013399381,144.13165802535002
29,25,0,0,1,43.01766176983777,196.1482067387316
15,10,1,1,1,22.91287473432505,123.9393258322571
31,14,0,1,1,40.36963335374337,179.25704967789773
25,21,0,0,1,37.41474692245544,173.47010112221298
33,19,0,0,1,42.478900754883256,192.4786068477897
43,21,0,1,1,51.26784775914552,221.17691619785748
25,14,0,0,1,30.902919823394736,153.27154183190493
33,25,0,1,1,47.52631744962565,211.04458514788504
34,25,0,0,1,47.21903667838685,207.14814830251095
37,26,0,1,1,51.8850974286941,223.7427454957233
37,32,0,0,1,56.49410426852595,237.39774157421976
30,28,1,1,1,48.24018921319311,211.90140402842516
36,20,1,0,1,44.87966371753959,201.55848710713036
20,19,1,0,1,32.30615491562339,155.3612119649797
25,13,0,0,1,30.433345754577854,150.69607474030556
22,26,1,1,1,39.04479888344568,181.6834689825169
34,19,1,0,1,45.03348567205806,199.79939819034848
19,26,1,1,1,37.865669554326985,178.4157495785449
44,20,1,0,1,52.66919754084103,224.54837556078868
21,24,0,1,1,38.04414139217218,176.34296202374549
34,21,0,1,1,46.267275586794405,202.56042637029552
21,22,0,0,1,33.492272139851906,166.7638779476588
25,30,0,0,1,44.18755331061485,198.0886693829069
26,17,0,0,1,34.307819128116364,164.09614699984854
33,18,0,1,1,43.58371510641284,194.2317378824457
18,7,0,0,1,20.638286318532217,118.38740702861227
33,24,0,1,1,47.81108164733879,208.86774129469768
28,23,1,0,1,40.047115832638646,185.18916073281284
34,12,0,1,1,40.01926946004255,182.1379113054878
25,11,0,0,1,29.39335456655884,145.5029410208529
23,8,0,0,1,26.42838168588341,134.02114596473297
36,6,1,0,1,37.10404796278161,169.82602969197472
16,16,1,0,1,26.564594483535924,138.92097700751737
25,21,0,1,1,38.89950968795598,180.3853811615792
39,16,1,0,1,43.59192974407941,193.84284260563987
37,15,0,1,1,43.33188156119089,192.6964001934057
50,18,0,0,1,56.60274229179073,234.5726138518529
14,19,1,0,1,28.48063862117647,144.82176273426654
31,19,0,1,1,40.417139241543815,184.2129344984051
14,32,0,1,1,36.79239383484463,176.41715826910135
21,9,1,1,1,26.3323316582916,135.65562853813807
13,17,1,0,1,24.195166892671452,129.49826635414803
32,16,0,0,1,38.00336285399849,177.77347299335366
30,24,1,1,1,46.388156551175165,205.99172619655263
33,18,0,1,1,42.86745428554391,192.8748434026312
29,20,0,0,1,39.14557569013956,180.01678074622177
20,24,0,1,1,37.67083802057532,174.9198653591665
26,22,0,0,1,39.28436798245993,181.05056589831116
36,23,1,0,1,48.119643488179015,209.92071785859756
28,8,0,1,1,32.10227335203664,151.98104948373535
18,20,1,0,1,30.793138149341218,155.1134727646256
35,12,1,0,1,39.81863642336439,179.5080070401338
31,26,0,0,1,46.22516168229895,203.8477327453586
39,12,0,0,1,41.74216766755875,186.92695583649305
16,18,0,0,1,26.244622460182928,139.93151819195447
25,36,0,0,1,46.96617528986,210.55982779500025
30,19,0,1,1,40.13948212926173,182.0371577400256
21,15,1,0,1,29.38945165291001,150.5308031552049
14,21,0,1,1,29.247154629466085,148.51303450575364
28,17,1,0,1,37.48827895922178,174.00044758130588
43,23,1,1,1,54.86617402916684,231.00400776559397
31,19,0,0,1,39.61952298054873,184.75600618929
43,19,0,0,1,51.47425893475898,220.79987648473377
23,27,0,0,1,39.04681220175968,182.0250586794893
33,20,1,1,1,44.21685227312929,196.2291387249774
23,15,1,0,1,30.38039383073412,153.0845216277066
13,26,0,1,1,32.38153766811399,161.16177725487478
22,17,1,0,1,31.741250305731867,154.67486620763736
26,24,0,1,1,41.54453342421974,191.43338292597173
29,10,1,1,1,33.65999701326443,160.50057945476425
43,9,0,0,1,42.86660831478846,189.79344283016167
28,22,0,0,1,40.87982942607532,187.9915018397934
20,23,1,0,1,34.2020965599274,164.53405485740336
38,28,0,0,1,50.06614517698332,222.57855937360225
38,17,0,1,1,46.41542671269699,205.4553051264189
13,26,1,0,1,30.612832994907727,158.8189214818101
38,27,1,1,1,54.57103429696858,232.17906667845432
26,16,1,0,1,35.42686271123576,165.39450098745135
26,27,1,1,1,44.57408046548304,200.22868387564367
36,12,0,0,1,40.03115988848228,180.5557968936428
37,19,0,0,1,44.38497415689333,195.8388494766414
26,15,1,0,1,33.720088720390464,162.73844585541622
27,24,1,1,1,42.49925967343804,190.3115543825605
29,17,1,0,1,39.14951232842687,178.92252859724377
35,27,1,1,1,50.77595182583052,219.13651173400976
43,24,0,1,1,55.12786862119784,233.2562744517291
26,16,1,1,1,35.948607564863934,170.1900600829711
24,20,1,1,1,39.24457002380605,178.75469856609735
41,25,0,0,1,51.81834657715119,225.0137459769009
21,17,1,1,1,35.08797894659862,164.1480437544877
31,10,1,0,1,34.03873618686723,162.25992916182364
37,29,0,0,1,53.56335492995272,228.6464247066332
22,31,1,1,1,43.31967988355861,197.08608753088672
20,24,0,1,1,37.57938647568225,177.8623767470556
19,14,0,0,1,28.32979861435676,144.90586884710524
38,13,0,0,1,42.70475826960304,189.95178171187283
17,11,1,1,1,26.490024555673997,133.78473727901823
35,10,0,0,1,37.1023299600477,172.97241845229777
45,24,1,1,1,58.321927848561465,241.9477489304188
32,12,1,0,1,37.42610459286566,174.35006338311769
29,20,1,0,1,40.11887460812025,182.02997408344663
26,22,1,0,1,38.407906116554,182.31224321417315
12,12,1,0,1,21.655709965034617,119.3153668048052
37,13,0,1,1,42.03760296031218,186.6608706826062
30,21,0,0,1,42.58479551656647,189.25606555920655
47,10,1,0,1,46.625734358102086,203.37017133028428
44,17,0,0,1,49.23840157382805,213.7943165785131
20,23,1,0,1,34.83320205412547,167.92028846323484
34,19,1,0,1,42.44490208438391,191.91891530888145
20,24,1,0,1,33.63800870700726,166.60285843872435
18,22,1,0,1,32.22377167883735,158.48260621572084
18,28,0,1,1,38.71851413640271,182.43552969162303
17,20,0,1,1,30.660043583978307,154.06065659809187
39,18,1,0,1,47.99879520304779,206.86532759878693
30,16,1,1,1,38.43446700573763,177.02284215325437
28,16,0,1,1,38.29534570564293,173.2594030323573
15,15,1,0,1,24.23217040840782,132.24677664438778
24,15,0,1,1,32.10165506083794,156.81148286454754
31,18,1,1,1,41.52825951083221,185.2544452517988
16,15,1,0,1,27.38649338715882,138.78514559410647
31,27,1,0,1,47.04893281516088,207.45834662125088
32,24,1,1,1,47.293617907298135,210.8176590276323
20,22,1,1,1,36.80610612969504,168.94603455993217
11,22,0,1,1,27.68137743888199,142.18166206066036
20,28,0,0,1,39.53876569231327,180.9141769314542
30,20,0,0,1,39.30471037229072,181.8478284366413
39,33,1,1,1,58.07721315872978,244.96406081444024
25,15,1,1,1,33.746666590142915,160.42281667996488
33,18,1,0,1,41.36975173756762,187.5398756741638
32,27,1,1,1,49.38992348581152,214.13370976219332
43,22,0,1,1,53.53180779382414,228.9229651742379
17,14,0,1,1,25.94275083300959,136.63320104755354
38,21,1,1,1,49.38360195056326,213.1486867497967
36,23,0,1,1,48.568890593874585,213.14934288402617
25,28,0,1,1,43.24096873045378,196.1078989479149
26,16,1,1,1,36.43759426974904,169.98564337440283
36,21,1,0,1,46.48311446810383,202.42440320819583
26,10,1,0,1,30.31787280278423,149.79873871385098
38,25,0,0,1,51.6293495435865,221.5418745928847
29,11,0,0,1,34.085317746836,159.46976805273331
26,28,1,1,1,44.97178153841124,198.9247105332161
29,16,1,1,1,38.42488197772068,174.97050762932025
21,23,1,0,1,35.26676926880321,171.58589149381805
27,21,0,0,1,36.09541236175591,175.87702285922063
38,13,1,1,1,44.067558230762685,193.4795917949632
28,25,1,0,1,41.895167259709744,194.85167680168212
11,26,1,1,1,31.65889552781867,159.66535606676973
34,24,1,0,1,49.08177412579504,214.2372799264753
25,17,1,1,1,36.21178867231806,168.10080382761447
18,23,0,0,1,30.963695388865176,157.16052897585314
36,20,1,1,1,46.4821232506361,204.17907053408197
30,12,0,1,1,36.46491144258994,166.8821476333947
44,18,0,0,1,51.014799667583056,215.31677008504968
40,14,1,1,1,44.23649415730952,195.8479213853303
29,19,1,1,1,39.80722688929143,181.8648893867695
44,13,1,1,1,48.81506773876482,207.3121599327241
37,22,1,1,1,48.37441727002093,212.6767759260474
32,22,1,1,1,45.2343797972815,200.0355389704121
45,21,0,0,1,52.8762441133539,227.41782203459752
25,15,0,0,1,35.73357191863901,164.12800726459935
25,30,0,1,1,45.079855822480894,202.69819406799516
36,15,1,0,1,40.64976374109845,185.64643174634816
30,16,0,1,1,38.67128057174903,176.7369844191758
30,13,0,1,1,37.80797176279455,172.37008169705803
28,18,1,0,1,38.56626154609997,174.9445179642855
33,9,1,1,1,36.93003445376845,171.56201095120804
25,17,1,1,1,33.84929844385546,165.66939003156693
38,10,0,0,1,40.80629075162829,181.7266778670872
26,12,1,1,1,33.98447517495117,161.5278662076407
44,8,1,1,1,45.90312393079953,197.26793260906703
30,18,1,1,1,39.982493390303205,182.99226009691864
30,12,0,0,1,35.447742659461355,163.266971313192
32,19,1,1,1,42.849501863902574,190.7943125920852
11,19,0,0,1,26.079962742616708,135.50686445801188
46,24,0,0,1,55.23055025987783,236.4000426738532
21,24,1,0,1,37.18159547651064,179.1995641981377
28,13,1,1,1,35.37983431915857,166.7862538966573
17,14,1,0,1,26.208738925714307,136.46575265866218
34,22,0,1,1,46.9997451650169,205.8583221841372
22,21,1,1,1,37.45749106611203,173.6602094052732
26,15,0,1,1,35.14448586913019,163.7964524200393
22,25,0,1,1,38.336271483982046,181.89341016164505
16,14,0,0,1,26.027027991369497,136.07600235111414
13,26,1,1,1,32.04581261010456,159.29156631464974
30,25,0,0,1,45.10495614788333,197.968689735694
41,21,0,0,1,49.25367148315091,212.3403716800953
35,20,1,1,1,45.23705210887828,200.98849288848768
30,18,0,0,1,38.44590979774733,177.7480162948574
25,30,1,0,1,43.03452714541682,197.4479274254975
33,26,0,1,1,49.28387783233514,214.45773664089236
33,15,1,1,1,43.92307596970704,189.64791505030527
28,24,0,1,1,42.22975049760282,193.70124219210985
27,20,1,1,1,39.43036523729361,180.7217431665741
27,18,1,0,1,36.50869215635068,171.85351424738988
38,10,1,1,1,41.91226212378526,186.0919733269367
36,22,0,1,1,47.77200807357588,209.35743191098769
40,15,0,0,1,45.67081765597836,201.48583733193783
21,18,0,0,1,31.76744263722923,156.2170873973236
25,25,0,0,1,40.2707812728402,185.4285162910622
28,17,0,0,1,37.100742367277206,175.2541458552764
26,31,0,1,1,45.31662765638682,205.26602362651195
36,22,0,0,1,47.06792144859769,207.18001978260293
49,11,0,0,1,51.50177469008272,217.2888403110736
16,22,1,1,1,33.4020974193018,159.30374866417608
38,28,0,0,1,52.00856228350289,224.9598844634528
27,19,1,1,1,39.33321536524961,179.18778779018936
18,20,1,1,1,31.90214342342265,156.372006235288
54,20,1,1,1,62.3238568508019,256.1986277011671
19,22,0,0,1,32.380851116602294,159.31777183668507
29,21,0,0,1,41.90046849657893,189.1935677069349
27,15,1,1,1,37.42197499532671,174.31342658128474
28,16,0,0,1,36.29574874111442,168.22783592023546
30,24,0,1,1,44.0375509092319,197.63483662687955
25,23,1,0,1,37.825582305748526,178.8168622252333
40,16,1,0,1,45.480946275847,200.25018206112028
32,18,1,0,1,43.97205887662136,191.80389017014383
34,17,0,1,1,42.50037440541735,192.21701059027097
17,22,1,1,1,33.88086498973207,164.1911293992233
34,23,0,1,1,47.49281608058583,208.1093005244207
27,34,0,0,1,47.62646889374706,211.14390260187096
25,16,1,1,1,36.78848545458292,170.23444190141117
36,27,1,0,1,51.869537829053954,223.5893600498545
43,16,0,1,1,47.72522513466044,205.7045815970013
26,22,1,0,1,40.16107168877351,183.4801782740589
23,12,1,0,1,30.776393962211944,150.1950746229061
31,24,1,1,1,45.88216288513824,203.13273302133743
30,22,0,0,1,42.81318607448616,191.94683552403137
24,10,0,1,1,29.254697918588622,146.95849215609337
27,12,1,0,1,32.50354530383479,158.8642494742174
16,20,1,1,1,31.502874318014246,156.0775974862227
23,11,1,0,1,27.71873790717501,140.42301970557233
38,24,0,1,1,51.00582929114654,219.217686511949
39,10,0,1,1,40.74143986718994,185.39897664967827
31,23,0,0,1,42.76096341522745,194.516543059129
29,22,1,1,1,42.43772907018424,193.48087326918923
22,26,0,1,1,39.15858993700317,184.01658470461535
29,12,0,1,1,34.45200050865331,163.86985756773743
20,29,1,0,1,39.97575438237093,183.70228471904136
24,22,1,1,1,38.874701053080656,177.30111214782272
40,22,0,0,1,49.67458275856003,215.39344074391133
26,19,0,1,1,37.77029351420758,174.98012775625546
27,18,0,1,1,38.11150345782848,178.7056846920432
23,8,1,1,1,28.52432465021208,145.56325712501362
35,24,1,0,1,46.91412887684784,208.1573371810311
35,17,1,0,1,45.33109726247182,198.55941950813727
26,5,0,1,1,27.973277939644035,138.1160414405893
20,19,0,0,1,31.38380826380128,153.79107799305834
21,17,0,1,1,32.85001619678052,156.29425948983817
52,21,0,1,1,58.468061671311496,244.07647881280863
30,6,1,0,1,28.486646823624664,144.46458856817418
26,21,1,1,1,40.24191352200084,182.54788860318573
28,30,1,1,1,48.253059191923136,212.9266699865949
29,20,0,0,1,38.73397791699716,178.74425721304326
30,19,0,1,1,39.43723687608907,183.59281961057857
29,21,0,0,1,39.83395449622248,182.91536920050453
35,23,0,0,1,47.58473254292559,206.0629581916509
28,16,1,0,1,37.07074875325746,173.1218176616703
28,12,0,0,1,33.545715867412305,156.59826785578468
19,23,1,0,1,35.00577030300396,166.30714689768004
19,11,0,0,1,24.674576379291043,131.76416626720072
25,27,0,1,1,42.03484579868572,191.9869366971032
24,15,0,0,1,33.533500901391484,156.8914955800422
24,19,0,0,1,31.88265147455789,161.1578278984361
32,13,0,0,1,37.78268120352392,174.46378005429307
35,32,1,1,1,56.01707313717325,236.36127250972768
26,17,0,0,1,34.99918812557356,164.18680902511983
25,16,0,0,1,33.85633362194754,161.9441876888919
21,16,0,1,1,29.823178689228136,152.18562540704735
38,14,1,0,1,43.133500183576864,194.0861681224696
30,19,1,0,1,40.894081828118615,187.31070980523836
29,21,0,0,1,39.76526911673161,184.22670252044776
3,27,1,1,1,25.195964213298208,137.24812397640218
29,22,0,0,1,40.72788371169709,185.89925552147585
34,17,0,1,1,41.28338150891715,189.67467721504764
35,20,0,0,1,42.815712037016105,193.66405648143737
38,26,1,1,1,53.65676956821816,229.259182290694
23,30,0,0,1,41.94103715630889,194.44321958992407
20,19,0,1,1,32.58996577355864,158.98241683087736
23,19,1,0,1,34.099638918681926,164.0523716401108
24,20,0,0,1,34.90873616669093,169.72524081080164
17,15,0,0,1,27.82480084802676,141.7418493518174
27,16,0,0,1,35.55096022480894,168.04488727761
16,21,0,0,1,29.847952140970875,149.9934581210165
32,26,0,0,1,44.67250834516243,201.7739203508855
41,23,0,0,1,51.35996986738028,220.15308123728087
35,27,0,1,1,49.41847674350463,217.50597667687435
26,16,0,1,1,35.34779250280245,164.28651282897536
28,14,1,0,1,34.59682881746426,163.96075970598363
37,15,1,0,1,43.27325590686964,192.74106908275107
13,25,0,1,1,30.570511391904915,155.18091480983065
16,20,0,1,1,30.69362981682245,151.36252050584042
8,6,0,1,1,14.33107073005856,97.05736912496803
29,18,1,1,1,39.57902374448652,180.46652077780337
19,11,1,0,1,22.58272824396096,125.75365971917952
18,21,1,0,1,31.76788345717434,157.12934067117538
52,20,1,0,1,57.86126028619872,241.56077994739292
26,12,0,0,1,31.840020801082936,153.50736476629487
29,13,1,0,1,35.892526913834644,169.8601465647472
28,9,0,1,1,31.21720069631896,152.63904517477454
32,15,1,0,1,40.3218427273141,180.08371806629313
28,12,0,0,1,31.5164386382265,155.1482440790154
31,17,1,0,1,39.196152643939534,178.36805926837218
15,21,1,0,1,29.784879221845348,150.40853959325796
39,31,0,0,1,55.78279723057689,238.14640769240964
32,18,0,0,1,40.04732227148423,182.8585767296513
26,11,1,1,1,32.55773869155597,155.442804841694
32,12,0,0,1,36.25991898248832,171.0305009867988
27,10,0,0,1,32.12237109861452,152.5958332950691
11,34,0,1,1,34.41504925048362,169.93826852792554
33,17,1,0,1,41.82254006139773,186.63997076308
16,22,1,0,1,33.037234809524946,160.5028556991937
18,12,1,0,1,26.15179519509461,137.2299801129424
19,12,1,1,1,27.348734350177786,140.5467213663343
32,29,0,0,1,48.28924103633324,211.5515103956064
38,19,1,0,1,46.81798900964473,205.7597379023321
40,20,1,1,1,50.54980693960861,216.12796026238584
27,19,1,0,1,37.67585861293647,176.71362562791677
33,13,0,0,1,39.89464652152765,177.0529486140996
15,22,1,1,1,30.83217273518927,153.4852410903656
43,15,1,1,1,46.345692991404434,205.1834098697764
24,20,1,1,1,37.660261648470616,177.06209690021197
26,18,1,0,1,36.96491000104495,172.12845900994918
29,20,0,1,1,42.67850900759992,186.3317574122241
36,17,0,0,1,42.35227776265135,191.215767706965
34,18,0,0,1,42.10257123644377,190.0763890198297
43,7,1,0,1,42.618904021963445,187.1573917480996
32,30,1,0,1,50.63189378389052,220.09503110418632
23,24,0,0,1,37.65399349659236,176.0123065957694
28,20,0,1,1,39.82601017631109,182.6160653000058
50,27,1,1,1,63.59213398394856,261.7729598889089
29,20,1,0,1,39.9704621255987,183.89415954036843
25,19,0,0,1,35.51055987794791,169.3265995700712
27,25,1,1,1,44.22934214615815,197.3178323346728
26,12,0,1,1,32.43621340894777,160.01896557714358
30,25,1,0,1,46.10429159046395,204.1801441408722
28,18,0,0,1,36.24532083031855,170.99746598239855
25,16,0,1,1,35.70739208361675,164.01060919253095
22,24,0,1,1,39.215203118219165,180.6563334537697
38,19,0,0,1,46.74184344951546,204.67786410330837
27,10,0,0,1,30.092915731938007,149.37190143756777
24,37,1,0,1,47.92977823420132,216.13487927786005
16,18,1,1,1,30.97605857537228,149.5406465287375
34,22,1,0,1,44.88434913783353,199.26989388446364
20,21,0,0,1,32.12582546909353,159.0296678566461
23,23,0,0,1,35.007937714691764,171.1283483774776
35,15,0,0,1,40.26219005952883,185.889208614877
34,19,1,0,1,43.72609096818521,196.98821306044428
47,13,1,0,1,50.02352883637119,214.87210831783284
33,26,1,1,1,48.47922661935251,213.0819255823115
29,16,1,0,1,36.43398556984111,171.6155686471097
30,28,0,0,1,47.14930355978881,208.45997833123025
28,25,1,1,1,44.58479657568752,197.36307440226648
29,22,0,0,1,40.534343646417256,185.1759620413829
19,22,0,1,1,32.97136926704816,162.34928180640145
44,13,0,1,1,48.41695942070695,205.7553264365401
13,26,0,1,1,32.64041110837127,160.3785975078289
20,18,0,1,1,32.392342966814745,157.42791707378169
29,15,1,0,1,37.49594864586255,175.61463317784364
40,22,1,0,1,50.55735529148139,217.1522739648152
26,27,1,0,1,43.2388926620897,196.4002962481221
31,21,0,1,1,41.169415562464295,188.1471213299
25,22,1,1,1,37.514267178904426,178.78165922204437
33,30,1,0,1,50.21637533956107,217.03714615540923
46,31,1,0,1,64.01670199903927,263.2560937240032
16,17,0,0,1,25.187841023069417,136.1581675091041
28,22,0,0,1,40.15237009535645,186.77240269035704
26,22,0,1,1,40.23309880349508,183.1572303837886
33,18,1,0,1,41.16683461355377,187.9833501714409
39,21,1,1,1,50.8288014247034,216.4223816031284
28,10,1,0,1,31.720129720606455,152.80798962776282
39,17,0,1,1,46.86355795769883,203.95404812049395
34,22,0,0,1,45.23888674922835,200.23147057066123
39,13,0,0,1,43.26474075163215,190.09294522443676
30,19,1,1,1,42.22748504813684,189.287712436662
24,23,1,0,1,38.886255268146016,181.5022756229428
43,19,1,0,1,50.35524276436862,218.49103847369352
18,10,0,0,1,24.06973277094669,128.95186109534217
18,16,1,0,1,28.024214267427112,145.0941847794426
19,17,0,0,1,29.371018882496628,149.21357778745983
31,22,0,1,1,43.680336142464654,192.75196320361897
26,14,0,1,1,33.94238772254164,160.34818802899446
27,19,0,0,1,39.36472116043977,178.85398269562765
35,17,1,1,1,44.446948591266285,195.4934262621551
35,21,1,1,1,46.09084278374268,204.2177458486448
31,16,0,0,1,41.113999875711606,183.5601786119891
39,30,0,1,1,55.43153632352044,235.63900860099653
30,22,0,1,1,43.32036394330216,194.15308202221172
32,23,0,1,1,45.00988280838624,197.8713528269013
31,24,1,0,1,44.3295520116272,197.0549264380465
44,18,0,0,1,48.90973417080349,213.86801714235253
45,28,1,0,1,58.0681162360754,245.0661083547251
35,29,0,0,1,53.170474369895416,226.90593358534923
25,19,0,1,1,37.02631180071823,171.32183257323138
19,35,0,0,1,41.5247176197587,193.4808888937596
35,21,0,0,1,45.52666359165781,203.10610726336077
25,22,0,1,1,39.62457792358893,181.84563060581957
20,7,0,0,1,22.96057075475495,122.89235626746031
28,22,0,0,1,40.292854762331096,182.99958467815495
33,29,1,1,1,50.60458169326931,220.03360690853847
32,24,1,0,1,45.44777237661437,202.48095545146157
40,20,1,0,1,49.79158262822072,214.71674121114452
15,22,0,0,1,31.29185346598897,154.9591187473977
37,19,0,0,1,45.69507373535971,204.17051811875217
33,26,1,0,1,48.60206627829082,210.6779518466684
40,11,1,0,1,42.72573533238157,190.1377989950144
