worker_age,years_of_experience,hours_worked_per_week,income,union_membership,completed_job_training,has_benefits,received_minimum_wage_increase,job_satisfaction
15,19,4,12,1,1,0,0,88.18811734971477
36,26,3,16,0,1,1,0,116.94455464106171
28,23,0,15,1,1,1,1,112.51065653158687
35,29,1,14,1,0,0,1,124.20064047171222
21,21,8,10,1,1,1,0,97.90749550089907
29,22,7,16,0,0,0,1,118.1848949660474
36,25,7,6,0,0,1,0,108.49713863383464
37,23,4,22,1,1,0,0,121.17214584284648
29,19,4,21,0,0,1,0,111.43711273156688
32,19,7,22,0,1,0,1,126.46936737096712
34,23,10,19,0,1,1,1,130.93765943422105
39,27,6,17,1,1,0,1,130.3387867550988
30,21,4,14,0,0,1,1,114.4670777089532
12,26,11,12,0,1,0,1,104.7084925355287
29,28,4,17,0,1,0,1,121.99704107810396
17,26,10,14,0,1,1,0,101.98817592800478
16,25,5,16,1,1,1,1,107.64426707709065
30,20,4,10,1,1,1,0,102.46662025075848
14,21,5,13,0,1,0,1,99.2850670106782
22,20,8,12,1,1,0,0,98.8895156999119
24,30,5,18,1,1,1,1,120.20408089204032
26,28,5,9,1,0,1,1,110.9932757899858
27,20,5,15,1,0,0,1,113.53521685139673
45,25,8,17,1,0,0,1,139.0245634775685
18,26,8,8,1,0,1,0,94.95278637211544
7,24,7,15,1,0,1,0,90.55737205102264
10,24,2,10,1,1,0,0,83.03851017786428
29,25,6,10,0,0,0,0,104.19819493036272
33,32,8,19,1,1,1,0,125.08522568679824
33,24,6,15,1,1,0,1,122.33042643890374
22,20,2,13,0,1,0,0,96.09502484430404
25,22,8,15,1,1,1,1,116.35410211235732
41,29,8,17,1,1,1,0,129.65757516677786
43,26,7,19,1,1,0,0,130.67206155381706
32,21,9,20,1,0,0,1,124.76186332590066
24,23,10,13,1,1,1,0,105.4798653738616
18,15,9,11,1,1,0,1,102.30919455674814
32,22,8,14,1,0,1,0,111.56659492093212
27,24,7,26,1,0,1,0,121.14131234576222
18,27,4,9,1,0,1,1,101.54761785413504
24,25,4,19,1,1,1,0,107.84109007384686
24,26,5,25,1,0,1,1,122.69141248277212
22,19,7,17,1,1,1,0,101.54775893879636
25,27,0,19,1,1,1,0,107.27864544654996
27,25,6,19,1,1,1,0,111.30843644956724
24,17,2,14,0,1,0,1,104.84901859435382
19,21,4,7,1,1,1,1,99.83434124100242
29,25,8,14,1,0,1,0,111.9144626725085
35,17,1,18,1,1,1,0,110.58570279317009
43,29,7,22,1,0,1,0,133.9886434416719
42,18,5,9,1,0,0,0,111.36942779785764
25,28,7,15,0,1,1,1,119.64933902801693
34,25,7,13,1,1,1,1,122.8704825855599
33,30,8,15,1,1,1,0,120.23664135558326
24,25,7,9,0,1,0,0,100.55279311141275
15,21,5,13,1,1,1,1,98.97380654470336
25,15,3,24,1,1,1,1,116.4930518094689
16,27,5,13,1,0,1,1,105.9141409323604
36,14,7,19,0,0,0,1,123.1465042808949
0,20,10,13,0,1,0,0,78.97705626365574
40,29,10,20,0,0,1,0,130.5070211265818
18,31,6,15,1,1,1,0,105.4859690079663
18,24,8,9,1,1,0,1,103.9861063352195
34,19,2,19,0,1,1,1,121.57425555034446
16,25,4,14,0,1,1,0,93.65811771959156
10,27,4,13,1,1,0,0,90.35584193582578
35,18,5,17,0,1,1,1,121.72812270712224
14,29,7,21,1,1,1,1,113.5914525159532
30,23,6,11,0,0,1,1,115.0285544619625
12,22,10,16,1,0,1,1,104.79643672120558
9,22,4,25,0,1,1,0,97.58854866792524
26,20,6,14,1,1,1,0,104.35627637700505
17,27,11,16,0,1,1,0,105.63107357646106
11,19,11,13,1,1,1,1,101.70606937922604
15,24,4,21,1,0,0,1,108.30753719994864
19,23,5,23,1,1,1,1,116.1884435809061
23,21,7,14,0,1,1,1,111.82686161260015
7,24,4,17,1,1,1,1,98.78041039058331
28,28,5,13,1,0,1,1,117.61930410876585
18,17,6,18,1,1,1,0,99.03152702675014
13,22,4,9,1,1,0,0,85.13071299836294
14,26,4,9,0,1,1,0,86.93501189209078
12,13,5,23,1,0,0,1,102.2739973263252
25,32,9,18,1,0,1,1,124.3110651803764
30,30,4,15,0,1,1,0,113.7044334399738
29,23,5,22,0,1,1,1,124.4011816009993
15,22,5,17,1,1,1,0,97.47980505047846
36,34,8,16,1,1,1,0,126.1238222961034
32,20,9,12,1,1,1,0,111.38123156680194
14,27,6,14,1,1,0,0,96.83097464729052
30,22,4,17,1,0,1,1,120.9484626520414
23,15,8,19,1,1,1,1,112.30512219351812
20,19,1,14,1,1,0,0,92.73697818005958
24,22,7,12,0,1,1,1,111.93651488622903
18,23,5,14,1,0,1,1,106.21023326658762
10,17,3,18,1,1,1,0,87.15806719503382
-1,25,7,19,1,0,0,0,85.14029308124383
15,30,3,17,1,1,1,1,110.07446138984469
7,22,9,14,1,1,0,0,87.99239485627665
39,18,7,21,1,0,1,1,131.18145386758903
20,28,9,19,1,0,1,1,118.29667715214184
20,17,3,21,0,0,0,1,109.2474137170578
25,20,10,19,1,1,1,1,121.24301667119884
8,25,6,14,1,1,0,1,98.06635795784403
29,23,3,18,1,1,1,0,111.55096750295289
32,31,6,20,0,1,1,0,123.55448092324474
47,23,9,17,1,0,1,0,130.3756467696724
19,25,2,19,1,1,1,1,109.47107994403346
14,25,5,24,1,1,1,1,113.05813523418368
17,20,8,12,0,0,0,1,102.2470189088041
28,28,4,9,0,1,0,1,113.00114017676664
16,25,8,13,1,1,1,0,99.55628017692878
7,29,9,11,0,1,0,0,89.26077645919739
33,25,4,17,1,0,1,1,122.33489454561456
32,22,7,20,0,0,0,0,117.56313179970434
22,29,6,10,1,0,0,1,109.6830997831972
21,21,6,9,1,0,1,1,103.24288912192227
38,22,7,20,1,1,0,1,132.502694145738
31,27,3,11,1,1,1,0,109.5922243815939
17,21,8,14,1,1,1,0,96.44801356268636
11,25,5,8,1,0,0,0,84.590196295118
36,18,6,16,1,1,1,1,121.66616476050967
33,19,7,21,1,1,1,0,117.48932330475252
12,23,0,19,1,0,0,1,100.23670552349778
24,29,7,22,1,1,0,0,117.90114962456424
24,25,5,17,1,1,1,0,107.07714750250342
30,25,6,11,1,1,0,0,107.23013036176374
52,22,6,17,1,1,1,0,133.32201100439607
40,20,6,11,1,1,1,0,114.83608501377748
26,23,6,10,0,1,0,1,110.2623502861947
31,21,7,20,0,1,1,1,123.9101482450572
23,22,5,14,1,0,0,1,108.90944738306952
32,26,9,14,1,1,1,1,124.07889573065754
24,18,2,21,1,1,0,1,112.43322991757236
27,20,6,11,1,1,1,0,101.85658331894852
16,16,5,8,0,0,1,0,85.2140740616141
33,21,5,18,0,1,0,1,124.092948584949
29,23,8,9,1,0,0,0,103.94572713688054
30,26,3,15,1,0,0,0,108.52792445981903
23,20,2,14,0,1,1,1,105.4222658662164
22,29,8,17,1,0,1,0,109.6350611206713
27,26,4,18,1,1,0,1,118.7683348577548
0,15,6,22,1,0,0,1,90.79160150209177
33,28,5,18,1,1,0,1,127.08040865418336
23,28,6,17,1,0,0,0,108.3643549747547
47,21,5,15,1,1,1,1,135.47876494911577
0,27,5,19,0,0,0,1,93.40517066587653
31,23,5,14,1,0,1,0,110.8254476924684
31,25,5,19,1,1,0,0,118.00879489744725
31,23,6,14,1,1,1,0,111.56267333727406
26,23,2,22,1,1,1,1,119.01734688858456
22,30,4,11,0,0,1,0,101.76978763371734
12,32,7,15,1,1,0,0,99.0643378425728
52,25,6,17,1,1,0,0,135.51882104810744
26,26,8,13,1,0,1,0,108.44883853713574
33,26,9,15,1,0,1,0,115.81804304236437
37,26,9,23,1,0,1,1,137.39177863139395
26,21,5,16,1,1,0,1,113.29136208221752
27,19,6,10,1,1,1,0,99.88782661335692
21,25,7,20,1,1,0,0,108.91422129138896
29,27,2,15,0,1,1,1,119.3888180256216
25,22,8,30,1,1,1,0,121.72967639140175
26,22,3,15,0,1,1,0,103.46392615831584
13,21,4,12,1,1,1,0,88.84506783271738
6,31,5,14,0,1,1,0,90.96794354689705
12,19,5,10,1,0,0,1,90.77204597248856
38,23,8,22,0,0,0,0,127.6869572737142
28,27,5,16,0,1,1,1,119.15466036090574
24,31,6,18,1,1,1,1,122.88493497648112
21,20,6,15,1,1,1,1,108.91674218668422
29,21,5,19,1,0,1,0,111.73698432735814
20,26,5,7,0,1,1,1,102.34980089917202
30,18,7,20,0,0,1,0,112.49288804768942
29,19,6,4,0,1,0,0,97.05366578823735
-3,23,6,18,0,1,1,0,80.16922227017483
19,23,3,17,1,1,0,0,98.89631245805562
13,29,5,12,0,0,0,1,101.32040972456944
34,26,4,17,1,0,1,1,122.97673211635286
34,21,4,14,1,1,1,0,110.55017489440856
24,21,3,11,1,1,0,1,107.31168417998624
11,29,4,14,0,1,0,0,91.5913226583555
11,20,5,12,1,1,0,0,85.10447504812838
21,28,3,17,1,1,0,1,112.82414708015756
27,31,6,19,0,0,0,0,114.44586850276926
16,20,7,13,1,0,1,1,101.4352022279476
33,18,3,20,0,0,1,1,119.6326857100296
39,22,3,22,1,1,1,0,123.49731933819932
25,23,5,11,1,1,1,0,102.65669744153776
3,24,-1,11,1,0,0,1,82.42536661749247
35,22,9,22,0,0,0,0,122.02597562404912
15,16,4,13,1,1,1,1,95.65959428063458
39,26,9,16,1,1,1,0,125.01358223439428
36,20,4,18,0,1,1,0,116.56942760413212
28,23,3,20,0,1,1,1,118.59787070471204
44,24,4,18,1,0,0,0,128.0050083484815
43,22,7,6,0,0,1,0,114.96870277837908
29,15,7,13,0,1,1,1,112.24326786785174
18,27,6,18,1,0,1,1,112.51089114383024
31,26,1,18,0,1,1,1,119.53568248190018
18,23,5,14,0,1,0,1,105.1212598233966
34,24,8,22,1,0,1,1,132.08955716019494
24,25,7,17,0,1,1,0,110.08340404868729
26,31,3,11,0,1,0,0,103.54416159001823
15,21,9,13,1,0,1,1,102.72690283440356
23,29,6,21,1,1,0,0,112.50992042677568
27,27,7,10,1,1,1,1,114.88364279899947
24,21,3,10,1,1,0,1,105.24613282884152
29,22,4,14,1,0,0,0,105.17399610672872
16,24,7,16,0,1,0,0,96.6372638484859
24,13,5,15,1,0,0,1,105.29629780925367
23,17,5,22,1,1,0,1,114.54477771705965
19,30,7,17,0,0,1,1,115.09494864049331
27,27,7,11,1,1,0,1,115.03205133814662
33,22,8,17,1,0,1,0,117.07203365815673
21,23,7,16,0,0,1,1,112.9292877421816
23,24,9,19,0,1,0,1,119.76111806743252
37,19,5,22,1,1,1,0,120.7585095716688
24,21,5,11,0,1,1,0,97.9637031606118
27,21,4,22,1,1,0,1,118.91275166381782
41,32,5,15,0,1,1,1,133.79650722252904
16,16,6,19,1,1,0,0,96.05172445190544
16,21,6,9,1,1,1,0,89.78562443021332
22,22,8,12,1,1,0,1,109.49659714985118
24,21,6,14,0,0,1,1,109.90279558196636
10,28,8,15,1,1,1,0,98.01473234673614
29,28,3,10,1,1,0,1,114.9072490493917
21,28,6,19,1,1,0,1,117.39903544244596
21,21,4,21,1,1,0,1,113.72848942075603
32,29,4,9,1,0,0,1,115.94846823520052
29,16,2,20,1,1,1,1,117.41023213050003
18,24,5,19,0,0,1,1,111.147183220577
31,23,4,9,1,1,1,0,103.52467303784556
33,22,4,20,1,1,0,0,113.70458931090371
36,24,5,6,1,0,1,1,115.87909560703368
36,24,2,10,1,1,1,0,108.25038837261305
27,16,2,21,0,1,1,0,105.66330956879575
12,23,4,12,1,1,1,1,96.81577684269593
23,22,5,13,1,0,1,0,100.61285345908688
11,16,3,6,1,1,0,1,85.13792816333365
18,21,7,7,0,0,0,1,96.04419072419309
17,27,3,20,1,1,1,0,104.52744993677938
2,22,2,8,0,1,0,0,72.28856049315776
42,28,3,25,0,1,1,1,142.42267674833437
51,30,7,9,0,0,1,1,138.9009037883632
21,20,5,13,0,1,0,0,95.92333578408936
17,29,4,15,1,1,1,1,110.10248406613266
16,24,3,17,0,1,0,1,105.63849897630624
23,27,6,14,0,1,1,1,115.11941875271542
31,26,7,11,0,0,0,0,108.83435568085496
43,26,7,12,1,1,0,1,132.05265195408313
37,25,5,16,1,1,1,0,119.39263365896166
9,28,8,16,1,1,0,1,104.71277201124016
24,23,4,21,1,1,1,1,115.89577581981332
26,26,5,22,1,1,0,1,123.93213477650916
22,18,5,19,0,1,0,1,111.0207061783047
34,23,8,18,1,1,1,0,118.5558070817338
26,27,4,17,1,1,0,1,120.49404040414184
25,23,2,22,1,0,0,0,107.95587096771727
25,20,5,14,1,1,1,0,103.48175285269272
15,23,7,14,0,1,0,0,94.7849669450904
32,19,4,14,1,0,1,0,105.85636593872002
21,25,5,17,1,0,1,1,111.71776851127925
28,27,5,17,0,0,1,0,112.9238379875129
19,29,4,15,0,1,0,1,108.87307935456936
18,18,8,23,1,1,1,1,113.4265183290033
31,27,1,21,0,1,1,1,125.5083576013756
15,18,4,16,1,1,0,0,90.63033205126756
22,23,8,14,1,1,1,1,112.44521414530408
28,15,5,4,1,1,1,1,100.81144259884206
15,15,6,11,0,1,0,0,86.70204724211924
39,21,5,13,0,0,1,1,125.03780744210674
17,19,9,13,0,1,1,1,105.14580935337388
20,28,2,12,0,0,1,0,99.17547148715444
13,24,3,13,0,1,1,1,98.09797369088729
41,22,6,18,1,1,1,1,131.16676956644997
14,19,9,21,1,1,1,0,101.72827906372842
37,28,3,19,1,1,1,1,131.74263471055835
31,26,9,17,0,1,1,0,117.05984298669694
43,26,10,23,1,1,0,0,136.5496020844082
22,20,3,12,1,1,1,1,103.51884179542608
2,23,8,11,1,1,1,0,81.83414888840339
9,22,5,15,1,0,1,0,87.12298559596798
23,16,6,14,0,1,0,1,106.66225458734291
41,25,7,14,1,1,1,0,124.202393100569
10,15,4,12,1,0,1,0,81.00968260236311
14,23,3,13,0,1,1,1,100.92926260142474
36,25,6,12,1,1,0,1,123.2862092693673
16,19,7,12,1,1,1,0,94.48190809575996
18,25,5,19,0,0,0,1,110.87097223978051
27,25,10,8,1,0,1,0,104.30446132615408
19,26,6,14,1,0,0,0,98.78028112994804
47,26,3,13,1,0,0,0,122.1843533287219
13,18,6,14,1,1,1,1,99.04528294739512
32,26,11,18,1,0,1,1,130.32693171520484
25,22,10,8,1,1,1,0,102.41129856355178
2,28,6,16,1,1,1,0,88.51948610093449
22,26,6,16,1,1,0,1,114.63385820752067
24,27,4,13,1,1,1,0,105.28400774861852
29,21,2,17,0,0,1,1,115.60737704532863
23,29,7,8,0,1,0,1,109.8608944909184
40,23,9,13,1,0,1,1,129.15981429294453
0,28,8,14,1,0,0,0,83.61975900342458
28,22,3,12,1,0,1,0,103.43029924322592
26,26,4,15,1,0,1,1,115.02390406606108
25,25,6,10,1,1,1,1,112.53631117108652
8,28,8,20,0,0,0,0,99.55752185587149
24,26,6,9,1,0,1,1,110.44444413918984
16,27,3,14,1,0,1,1,103.89536322368468
15,27,5,15,0,0,0,1,107.44808540631595
53,29,7,15,1,0,1,0,138.2957201006995
11,16,7,18,1,0,0,1,97.54323184631728
24,33,8,16,1,0,1,1,121.02811604978037
27,23,5,16,0,1,0,0,108.17982553214276
38,24,5,22,1,1,0,1,134.16113242354783
22,23,3,14,1,1,0,1,107.30872395642392
23,18,6,19,1,1,1,1,113.32692326689468
28,27,6,18,1,0,0,1,121.1606506407998
18,31,4,14,1,1,0,1,110.4406834917302
24,27,8,7,0,1,1,1,108.99826266543693
27,20,3,16,0,0,1,0,102.29105672133812
24,27,2,14,1,1,1,0,100.72470066676044
16,18,9,23,1,1,1,1,114.43423456496984
33,19,6,13,1,0,1,1,116.25815725804252
26,19,3,11,1,0,0,1,105.873427799923
18,24,2,14,1,0,0,0,94.7629986187854
17,20,2,20,1,0,0,1,104.51462127900967
17,30,7,17,0,1,1,1,113.25965025562256
20,28,6,13,1,1,0,1,111.3162912392247
20,27,5,9,1,1,0,0,96.4747062209398
30,25,4,6,1,0,1,0,101.9935395065983
22,23,6,8,1,1,1,1,103.48569506470078
23,19,6,10,1,1,1,0,96.05171145530264
19,24,5,16,0,1,1,0,100.59851640728668
18,24,8,15,1,0,1,0,100.653827519191
12,31,5,15,0,1,1,0,95.92081396494564
25,22,4,17,1,0,1,0,105.0650493035924
15,24,5,15,1,1,1,0,96.20984592520657
18,25,6,17,1,1,1,0,103.15427297452618
26,18,9,13,1,1,1,0,104.11962758006992
29,20,6,19,0,1,1,1,121.41298229382868
28,21,8,18,1,1,1,1,121.3157506167433
38,30,3,13,0,1,1,0,117.14895051866296
20,24,8,13,1,1,1,0,102.53467206924373
31,14,8,11,1,1,1,0,104.52478732433084
7,23,6,22,1,1,0,1,103.35817597642207
34,25,5,25,0,0,1,1,133.8040745371531
39,18,6,13,0,1,1,1,122.98707376032247
8,22,5,15,0,0,0,1,94.96853808538664
22,20,6,14,0,1,1,0,100.98446935377288
15,23,4,12,1,1,0,1,99.32540058516952
12,24,6,16,0,0,1,1,102.2547159869338
27,25,6,17,1,1,1,0,110.88441225624996
12,20,3,17,1,1,1,1,98.15801433057142
33,21,4,13,1,0,0,1,116.96021773383364
40,21,11,17,1,1,1,1,134.21380460527868
32,26,7,11,1,0,0,1,120.59847266436704
38,27,6,11,1,0,1,0,115.6712336705677
15,23,5,16,0,0,1,1,104.97057948812532
33,22,2,20,1,1,1,1,121.70305410147172
37,22,5,10,0,1,0,1,119.96519381602256
27,20,7,13,1,0,1,1,113.1739647894426
28,22,6,19,1,0,0,1,118.93696659424168
18,28,4,15,1,0,1,1,109.38431181330856
-2,20,9,20,1,1,1,0,85.2760836146838
21,20,7,19,1,1,1,1,114.26860220075145
24,26,5,5,1,0,1,0,94.22256713052184
26,15,6,11,0,0,1,1,107.33603969022262
21,26,7,13,0,1,1,0,102.31001059037584
20,20,6,12,1,1,1,1,104.31392376949124
20,24,6,14,1,1,1,0,101.0563479476255
24,25,3,19,0,1,1,0,106.46239737040224
27,26,5,15,1,0,1,0,107.08097830768487
28,24,3,19,1,0,0,0,110.27405938791988
36,16,7,5,1,1,0,0,101.1342346525402
18,23,6,18,1,1,1,1,112.44027740924788
35,22,4,12,1,1,1,1,118.86379725556364
29,22,5,13,0,1,0,1,113.23265838416982
9,31,6,13,1,1,1,0,94.39521170137142
25,18,7,12,1,0,1,1,107.8780049551817
33,25,8,18,1,0,1,0,118.89181903222564
9,21,9,20,1,1,0,0,94.26552088742072
22,20,4,18,1,1,1,1,111.73684118979884
22,22,11,18,1,0,1,0,108.85292108098145
12,25,7,24,1,1,0,0,106.02228790668804
24,24,5,25,0,0,0,0,114.50402374076022
3,19,9,19,1,0,0,1,96.3186736665186
25,22,5,15,0,0,1,0,105.46973642475474
31,26,3,18,1,0,1,0,112.71194620359
29,25,7,18,0,1,1,0,116.74162247897546
26,23,6,23,1,0,1,1,121.9432615666714
13,26,8,9,1,1,1,1,102.59655662863952
33,23,3,17,0,1,1,0,114.05081372744642
17,16,5,13,1,1,1,0,90.68913508779583
49,21,7,14,0,0,1,0,125.1536723690227
19,24,4,18,0,0,1,1,109.9747311288544
26,22,3,26,1,1,1,0,114.80313393681996
28,24,7,18,1,1,1,1,122.67795708384767
28,22,5,12,1,1,0,0,103.59542670269904
18,22,6,24,0,1,1,1,115.34506734519626
24,26,3,16,1,1,1,0,106.88687838691013
38,25,4,23,1,1,1,1,135.23007570649494
21,24,4,21,1,1,1,1,116.35264118501684
8,24,5,16,0,0,0,1,96.85516453661091
34,27,2,14,1,0,1,0,113.90759415250352
31,23,4,21,1,0,1,1,124.75659896833886
-2,24,3,14,1,1,0,1,85.0159884233254
19,17,6,12,0,0,1,0,91.40507014306569
17,28,7,21,1,0,0,0,106.02883212922204
26,28,4,19,1,1,1,0,111.89477043565324
44,22,5,27,1,0,0,1,143.8992023388617
16,25,1,10,1,1,1,0,89.17637207033088
16,27,7,9,0,1,1,1,102.537642602566
43,22,5,14,0,1,0,0,120.03987832483118
19,25,6,17,1,1,0,1,112.73512450250172
32,24,8,16,0,0,1,1,124.42676933147274
33,23,11,11,0,1,0,1,121.72536436644452
32,24,10,15,1,1,1,1,127.5199712372095
23,17,4,16,1,1,1,0,98.8659557426502
49,24,6,17,1,1,0,0,131.05257050989712
27,26,11,13,0,1,0,0,110.31276654295574
15,29,4,15,1,1,1,1,107.33678891442725
22,22,7,19,1,0,1,1,116.3807144842534
