individual_age,previous_month_income,unemployment_status,rural_residence,retraining_program_participation,current_month_income
30,12,1,0,0,25.47598247961223
31,23,1,0,0,14.801636206508713
31,13,1,0,0,23.463697692267974
40,33,1,1,1,6.783656607042258
30,20,0,0,0,18.697872377923456
21,19,0,0,1,27.11684646017354
8,25,0,1,0,23.04274006913276
38,10,0,1,1,29.55856801484027
34,20,1,0,1,22.53277166640489
24,18,1,0,0,22.126359584164423
20,19,0,0,1,30.274136424259147
27,15,1,1,0,23.919862512136483
27,29,0,0,0,10.95856464499272
17,17,0,1,1,30.99224699779352
41,20,0,0,1,22.158059037255285
21,10,0,1,0,33.247445846284776
40,15,0,1,1,26.424503928173163
28,13,0,0,0,25.159017671721266
18,28,0,0,0,15.704523322471358
29,12,1,0,0,25.102056103441683
30,16,0,1,1,28.27466493921463
22,21,0,0,0,20.77356458098228
29,13,1,1,0,24.90112891424698
17,18,1,0,0,24.493664901294355
28,17,1,0,0,23.09399324203836
21,11,1,0,0,30.206413682698305
38,22,1,0,1,17.723201723216782
17,17,0,0,0,24.17888657204292
22,10,0,0,0,29.737752257649262
40,8,1,1,0,27.1328807513888
35,17,1,0,0,17.428941031683525
26,16,0,1,0,24.860513470557443
28,5,0,1,1,43.07360955150678
31,20,0,0,1,23.251295107809742
27,20,0,0,1,26.475432034126825
30,19,0,1,0,18.54376478623447
43,21,0,0,1,19.151389918519317
26,26,1,0,0,12.03817902029964
39,12,0,0,1,29.05383893588943
27,16,1,0,0,19.971868519401056
31,19,0,0,1,25.1270175003962
36,17,0,1,0,19.724676987037487
35,18,0,0,0,19.96431142722082
34,30,1,0,1,12.880275526990369
30,18,1,0,0,19.149744927265857
33,15,0,0,0,20.431545805547422
12,13,0,0,0,32.09171691893125
15,11,0,1,0,34.002804583661494
21,14,0,1,0,27.441279941829304
28,22,0,1,0,18.065921469840937
33,14,0,0,0,22.80536089712354
29,24,0,0,1,19.74149487473781
29,19,0,0,0,18.604723001154
39,19,1,0,0,13.71392972811262
30,29,1,1,1,15.469985293309383
27,15,0,0,0,25.76214954692362
26,17,0,0,1,28.607392132372112
36,28,1,0,1,14.107736374016689
42,20,0,0,1,19.942535950859185
24,12,1,0,0,27.971103239257637
27,34,0,0,1,12.02267650723932
27,21,1,0,1,24.894840807852717
31,26,0,0,1,17.869502992080342
26,21,0,1,1,25.219101935873525
32,15,0,0,1,29.5406702028311
34,27,0,0,1,17.53334996360809
40,28,0,0,1,11.685291469683971
46,17,0,0,1,23.961965759631997
38,23,1,0,1,16.65433412352157
28,15,1,0,0,21.77446721647782
28,16,0,0,0,22.101412458256608
26,16,1,1,0,21.647049245389184
37,17,0,0,1,25.114354890138856
20,11,0,1,0,31.782135263469435
21,20,0,1,0,21.91810561449929
39,18,0,0,1,24.475455718402277
28,19,0,1,0,18.62199485013473
23,21,0,0,0,18.670937901442883
24,20,0,0,0,21.17436666810712
28,12,0,0,1,34.407995867882626
22,23,0,0,1,24.414057615067343
45,18,1,0,1,21.16412125721463
42,26,0,1,1,14.282427880797568
39,20,1,1,1,21.0305750789858
37,9,0,0,1,34.53983095155363
29,10,0,0,0,28.18109798824672
41,27,1,0,0,5.799435072186462
32,9,1,1,0,29.26379901937289
24,29,0,0,1,17.804820739668738
38,20,0,0,1,21.208238268007868
17,17,1,1,0,25.49669469108982
33,26,0,1,1,17.66600975371388
17,25,0,1,0,19.519873366585177
29,23,0,0,1,23.068699998222616
27,19,1,0,0,19.928805310703478
29,20,0,0,0,19.88303315836451
25,20,0,1,1,28.46196213898918
37,3,1,0,0,31.692527261817972
36,24,0,0,1,17.503180302585978
42,13,0,1,1,27.75571049479749
29,23,0,1,1,21.52608047963949
26,27,0,1,1,18.46558439344314
29,16,1,1,1,28.80065510806809
25,15,0,0,1,30.545816303056583
22,27,0,0,0,13.189880395171308
30,18,1,0,0,18.769195013012418
25,28,0,0,0,12.567561693957524
11,12,1,0,0,35.108955244741225
36,10,0,1,0,24.106897315274946
22,18,1,0,0,23.319726535059512
38,18,0,0,1,24.047392770889715
42,17,0,0,1,22.37093303006179
44,17,1,0,1,21.24870754849976
21,23,0,1,1,27.69692578258923
14,25,0,0,0,17.91687368245294
29,27,0,0,1,15.821809932975516
32,19,0,0,1,24.666236316191405
37,17,0,0,1,25.633657381184086
31,29,0,1,1,15.719802451051455
37,17,0,1,1,24.7848706972057
38,27,1,0,1,12.63208605582752
21,14,0,1,0,28.624836029047746
34,16,1,0,1,27.73164993220347
20,14,1,1,0,28.51404235510944
41,16,0,0,1,24.92752396157229
31,17,1,0,0,18.44998657926429
38,21,0,0,1,20.730065854738346
33,20,0,1,1,24.39035486876548
29,15,0,0,1,30.02119005237665
33,15,0,1,1,27.814659132799207
37,12,0,1,0,22.994261779328216
29,28,1,1,0,9.458985260843564
27,14,0,0,0,25.760326640450018
42,21,0,1,1,18.63597963232398
39,21,0,1,1,19.03230837546356
35,24,0,0,1,18.76720345447189
43,26,0,0,1,13.157302673780656
35,16,0,0,0,18.10858114186665
36,9,1,0,1,33.25202232965114
29,23,0,0,0,13.926513681949933
25,16,0,1,1,32.40859183816085
26,23,0,0,0,17.575828951678037
32,13,0,1,1,31.787295849484405
35,19,0,1,0,16.031966275639007
25,16,0,0,1,29.30116832043785
31,9,0,0,0,28.444341089763224
37,26,0,0,1,13.960275589681666
16,20,1,0,0,23.16252360477748
31,15,1,0,1,28.463086001501136
24,14,0,0,1,33.19940578670412
33,25,0,0,0,10.232022637214394
23,19,0,1,1,29.09275075098365
23,15,1,0,0,26.21696487282491
3,14,0,1,0,35.01237186987375
36,17,0,0,1,27.127260370509116
20,26,1,0,0,14.375309497987944
30,17,0,0,0,20.967995417186074
23,25,0,0,0,15.165396936930414
34,31,0,1,1,12.045440718431356
35,26,0,1,1,17.390693543609675
40,24,0,1,1,17.86107557074647
29,16,0,1,1,30.750752304296924
41,9,0,0,0,24.36083608480608
31,22,0,0,0,13.251586987296577
15,20,1,0,0,23.93573130224345
33,12,1,0,0,22.86675417097917
26,29,0,1,1,16.474191163115698
32,31,1,1,1,11.718514193844603
36,34,0,0,0,2.5019369245830347
35,22,0,0,0,15.825303718025932
25,24,0,1,0,18.75066614748219
18,17,0,1,0,25.430342400702425
31,17,0,0,1,25.84627296702613
29,21,0,0,0,18.083672608906927
55,27,1,0,1,6.010678925229183
15,24,0,0,0,18.81629180612712
30,23,0,0,1,21.611073751524344
30,24,1,0,0,11.663340840434609
39,26,0,1,1,15.462550455344848
32,18,0,1,1,25.420163295836517
25,24,1,0,0,14.810687758971596
39,32,0,0,1,9.218700206310563
25,23,0,0,0,17.70202917235706
16,26,1,0,0,16.166896957328525
32,13,0,1,1,31.776536511866897
22,23,1,0,0,17.285778153350158
34,14,1,1,0,22.3514508172228
36,22,0,0,1,20.718219730846094
37,23,0,1,1,19.71274999053924
19,27,0,0,1,21.53267709133961
23,25,1,0,0,15.111405023847762
25,3,0,0,1,45.31610727962909
28,22,0,0,1,22.877678533205216
22,16,1,0,0,25.89906379367129
29,16,0,0,0,23.580874167073155
17,15,0,0,1,35.13834165230762
42,23,0,0,1,16.24736007950709
35,16,0,0,1,26.80907565735433
42,24,0,1,1,14.695458322370806
25,10,0,0,1,36.88580040135522
22,13,1,1,0,27.590537701320475
31,14,1,0,0,24.543710057369204
37,24,0,0,1,17.200771071401427
37,15,0,0,1,25.873590938934232
33,36,0,1,1,7.611506248319738
19,18,0,1,0,24.695122202919965
32,29,0,0,1,15.194884166692017
17,24,1,0,0,19.275747596944186
22,23,0,0,0,18.420235753275715
27,24,0,0,1,20.749216281238272
19,18,0,0,0,23.52022235523156
34,27,0,0,1,15.19761415272813
31,19,0,0,0,19.054064478326577
39,22,0,0,1,19.754736561159863
24,15,0,1,1,32.64068329592773
35,25,0,1,1,18.782767671085956
15,14,1,1,0,29.833572188053285
36,30,0,0,1,12.85371586127918
18,17,0,0,0,25.62005689493996
32,30,1,0,1,12.531137848014136
34,23,1,0,1,20.300054740837496
27,22,0,0,1,22.79736658078047
20,6,1,0,0,34.229902175425885
28,31,0,0,0,8.05749932989786
32,16,0,0,1,28.65247862241753
36,17,0,0,1,23.92952364806772
30,16,0,0,0,22.820891902169954
