years_in_residence,household_size,num_recent_moves,has_dependents,public_housing_recipient,received_counseling_invitation,attended_counseling,housing_stability_score
0,3,0,1,1,0,0,49.07272152239285
2,2,0,1,1,1,0,47.950234599112925
6,3,0,1,1,0,1,51.23416888832708
0,3,0,0,1,1,1,55.55408176976
4,2,0,1,0,1,0,47.71500914072127
4,3,0,1,0,1,1,52.900013872383006
6,3,2,1,0,1,1,51.1621097848204
4,2,0,1,1,0,0,46.86079076187144
5,3,0,1,0,1,0,46.1050649206418
3,1,0,1,1,1,0,48.88838876262137
0,3,0,0,1,1,1,53.02208667421577
-2,3,0,1,0,1,0,46.4550865158283
4,3,0,0,0,1,1,52.05193458119055
7,2,0,1,0,0,0,47.31902100444096
6,2,0,1,1,0,0,47.84199189579218
0,2,0,0,1,1,1,51.88828907020455
5,3,0,1,1,0,1,53.49761384387637
4,3,0,1,1,1,1,52.15549323572576
7,2,1,1,1,1,1,53.73023149503487
4,3,0,0,0,0,1,53.16828260709523
6,3,0,1,0,0,0,43.3890739035716
5,2,0,1,0,1,0,48.607625505057214
6,3,1,0,0,1,1,52.64095004335262
7,1,0,1,1,0,0,49.10698919951584
3,2,0,1,0,1,0,48.81033209084468
6,2,0,1,1,1,1,51.89742736857399
-2,3,0,1,1,1,1,55.39336947181283
0,2,0,1,1,0,0,48.15299759280165
6,3,0,0,0,1,1,53.66491207217976
4,3,0,0,0,1,1,51.14316155195055
3,2,0,1,1,1,1,53.03716172537317
3,3,0,0,1,1,1,54.85810822169012
1,3,0,0,0,1,1,54.00224681008461
6,2,0,1,0,0,0,46.06236563775435
0,2,0,0,1,0,0,48.24480208479444
6,2,0,0,1,1,0,45.34084251848405
4,2,0,1,1,1,0,49.51777092405672
5,2,0,1,0,0,0,47.70887809074001
0,3,0,0,1,1,1,51.768297009881564
5,2,0,1,1,1,0,46.65583030998478
3,2,0,1,1,1,1,53.687363438924656
6,2,0,1,0,1,1,50.67635615184396
3,3,0,1,0,0,1,52.41097370349486
0,2,0,0,1,1,0,47.13875266284385
2,2,1,0,0,1,1,53.08016392564511
0,1,0,1,0,1,0,47.50449523924265
2,1,0,1,1,0,0,50.6984395966853
0,2,0,1,0,1,0,49.25170587307519
4,3,1,1,1,1,0,47.69697303990434
1,2,0,0,1,1,1,54.36652211685835
3,2,0,1,0,1,0,45.93575316086339
6,2,0,0,1,1,1,53.57835132510535
5,3,0,1,1,1,0,47.85990732299834
1,3,0,1,0,1,0,48.68291940899821
-1,2,1,1,0,1,0,48.30654475772624
4,3,0,1,1,1,1,53.83533660652402
5,3,0,1,1,0,0,45.59303443597445
5,2,0,0,1,0,1,54.0481574056474
1,2,0,1,1,1,0,49.07004242722629
6,2,0,1,1,1,0,46.51333228760066
3,3,0,1,1,0,1,55.03108599768992
6,2,0,1,1,1,1,54.01231516475125
3,3,0,1,0,1,0,46.57660713994571
5,3,0,0,1,1,1,54.66478073005509
3,3,0,1,1,1,0,48.654070632299394
0,3,0,0,1,0,1,53.77465112708977
5,2,0,1,1,1,0,47.5529656411321
1,4,1,0,1,0,1,53.07684512326012
2,3,0,0,1,0,1,53.28986457467127
1,1,1,0,1,1,0,45.51566014274411
3,3,-1,1,0,1,0,47.86401392726389
6,2,0,1,1,1,1,52.93115147434665
4,2,0,1,1,0,0,47.01849099448868
4,3,0,1,1,1,1,52.22932788069309
9,3,0,1,0,0,0,46.32493261234254
6,3,0,1,0,1,1,52.290612371746825
4,2,0,0,1,0,0,46.14195034034758
4,3,0,1,0,1,0,46.25599875975619
4,3,0,1,1,0,1,52.90663992752199
3,2,0,0,1,1,0,49.37420963975415
3,2,0,0,0,1,0,48.19020260259479
6,3,0,1,1,1,1,52.67199249726769
5,3,-1,1,1,1,1,53.242640888384514
1,4,1,1,1,1,1,52.19820162049387
7,2,0,0,1,1,1,52.82642467499021
5,2,0,1,1,0,0,47.43765031010247
4,3,0,0,1,1,1,52.06994885459887
2,2,0,1,0,1,0,47.13884970966458
1,2,0,0,0,1,0,46.708417122473946
1,2,1,1,1,1,0,47.20841233659118
3,3,0,1,1,1,1,52.63822508626363
3,2,0,1,1,1,0,47.46183274752672
2,2,0,0,1,1,0,45.77893219949922
3,2,0,0,0,1,1,52.99462132114486
7,2,0,1,1,0,0,48.21939430719162
3,2,0,1,1,0,1,54.29833525966835
2,2,0,1,1,1,0,47.53631554506793
2,2,0,1,0,1,0,47.320129684250674
5,3,0,1,1,1,0,47.83300427986637
3,3,0,1,1,1,1,53.19187467073317
4,2,0,0,1,0,0,48.54819865992644
4,3,0,0,1,1,1,52.7727032609931
1,3,1,1,1,1,0,47.15525481345113
4,3,0,1,0,1,1,52.82136224121408
4,2,0,1,0,1,1,52.67411092573276
3,3,0,1,1,0,1,53.63585175559666
5,3,0,1,0,1,1,51.957173600197024
1,2,0,1,1,1,0,47.64800539309275
4,2,0,1,0,1,0,47.29928882116454
4,3,0,1,0,0,0,47.63168211003113
6,2,0,1,0,1,0,46.02951047522457
1,2,0,1,1,1,0,49.34086456460918
5,3,0,1,1,1,1,54.91957865394095
1,2,0,0,0,0,1,52.68728453784625
2,3,0,1,1,1,1,53.79303434615427
6,3,0,1,0,1,0,47.66125112197493
1,3,0,1,1,0,1,54.91139979766339
4,2,0,0,1,1,1,53.78195118349401
3,3,0,1,1,1,1,52.769465818865925
2,3,0,1,0,1,0,48.33679519987599
6,3,0,1,0,1,0,45.84535837967336
7,2,0,1,1,1,0,47.59599013762376
6,2,-1,0,1,0,1,53.75770760637681
3,3,0,1,1,0,0,46.18524259899543
0,3,0,1,0,0,1,53.06091755742106
2,2,0,1,0,1,0,46.9335487014015
2,2,0,0,0,1,1,53.25562396531564
5,3,0,1,0,1,1,52.38585480057635
1,3,0,0,1,1,0,48.14033989415602
3,2,0,1,1,1,0,46.74575858798612
3,3,1,1,1,1,1,52.08381207886093
7,3,0,1,1,0,1,51.87355870456751
4,3,0,1,0,1,1,52.44889454913846
3,2,0,0,1,1,0,48.35922987751487
4,3,-1,0,1,0,0,49.37438596822288
1,2,0,1,1,0,0,48.09679004993597
1,3,0,0,1,1,1,52.10640654331984
3,2,1,0,0,1,0,46.75321356908584
5,2,0,0,1,1,1,52.99334950556128
1,2,0,0,1,1,1,54.21335898942206
0,3,0,0,1,1,1,52.24290754656881
4,2,0,0,1,1,1,52.97608807928143
5,2,-1,1,1,1,0,46.64264136386906
2,3,0,0,1,1,1,53.49248926267529
5,2,0,1,1,0,0,49.0797279043336
3,3,0,1,1,1,1,52.98707999072704
3,3,0,1,1,1,1,53.54974818912692
3,2,1,0,1,1,1,52.125155198321
6,3,0,1,1,1,1,52.02734888958913
1,2,0,0,1,0,1,54.69846092325611
5,2,0,1,1,0,0,48.11431941070333
6,3,0,1,0,0,1,52.41780813689805
5,3,0,0,1,1,1,52.91988186693152
1,2,0,1,1,1,0,48.5209232727666
6,3,0,1,1,1,1,54.22931778226704
6,2,1,1,1,1,1,53.311416069412125
6,3,0,1,0,1,0,46.52992725247351
3,3,1,0,0,1,1,53.917190374260976
3,4,0,1,1,1,1,54.87340178897827
5,2,0,1,0,1,0,47.31707476001754
4,2,0,1,1,0,0,46.50417754368513
5,3,1,1,1,1,0,47.7965875218994
2,2,0,1,1,1,0,47.33294038658821
4,3,0,1,0,1,0,45.106435964693766
5,3,0,1,1,0,0,45.729404735533066
0,2,0,0,0,1,0,47.15623718940026
0,3,0,1,1,1,0,47.74134361413091
6,2,-1,0,0,1,1,52.13101020560534
5,3,-1,1,1,0,0,47.28717629877952
2,2,0,1,1,0,0,48.21811717621063
3,3,1,1,1,0,1,52.88609759127409
7,2,0,0,1,0,0,47.09371594245941
1,4,1,1,1,0,1,52.27738155556496
3,3,0,0,1,1,1,54.0260534004919
6,2,1,1,1,0,1,53.083540078827454
7,2,0,0,0,1,1,52.93969552664821
2,3,0,1,1,1,1,50.88858071092119
2,3,0,1,1,1,1,53.31831996743313
7,3,0,0,0,0,1,51.87815356554367
3,2,0,0,1,1,1,53.754635133014496
1,2,0,0,0,0,0,48.06446366404774
4,3,0,1,1,1,0,47.74655898452677
3,2,0,0,1,1,0,46.31187146739868
3,2,0,1,1,1,0,48.30597026940697
4,3,0,0,0,0,1,52.290716305072046
2,2,0,1,0,0,0,46.63407286162644
3,2,0,1,1,1,0,47.073916694598246
2,3,0,0,1,1,1,53.622611224529216
6,3,0,1,0,0,0,47.91794777466325
6,3,0,1,0,1,1,51.830878235709406
2,2,0,0,1,1,0,47.35178259308084
9,3,0,1,1,0,1,54.11114668519104
8,3,0,0,1,0,1,53.73228900501343
2,3,0,1,1,0,1,52.753601955419256
6,3,0,0,0,0,1,54.13590096514345
5,2,0,1,1,0,0,48.020415566194536
0,2,1,1,0,0,0,47.676679439790085
8,1,0,1,0,1,0,46.80014802146735
3,2,0,0,1,1,1,55.49592224828783
4,3,0,1,0,1,1,53.202475300723904
4,3,0,1,0,1,0,47.954420137958735
4,2,0,0,1,1,1,54.17021559298982
4,2,0,0,1,0,0,49.102898282475294
3,2,1,0,0,1,1,51.26260298034866
3,2,0,1,0,1,0,48.25458378397305
5,2,0,1,0,1,0,47.94157420486957
2,1,0,0,1,1,0,48.18981796316954
6,3,0,1,0,1,1,51.66730920825018
1,2,0,1,1,1,0,51.28660392948595
6,3,-1,1,1,1,0,48.23561802801419
2,3,1,1,1,1,1,54.274980800193866
6,2,0,1,0,0,0,48.80166978879941
4,3,0,1,0,1,0,44.81128531350185
1,3,1,1,1,1,0,47.11764749249105
6,3,0,1,0,0,0,45.837772246250935
5,3,0,1,0,1,1,52.11177385628479
3,3,0,1,0,1,1,54.27118512185479
0,3,0,0,1,1,1,53.4270060453755
2,2,0,0,1,1,0,48.77523643748657
0,2,0,1,1,1,0,47.17416369703882
1,2,0,0,0,1,1,53.40000312296751
6,3,0,1,1,1,1,54.550221110322944
7,3,1,0,1,1,1,52.6623987316889
3,2,0,0,0,1,0,46.86161360198273
3,3,0,1,1,0,0,49.45164792667532
7,3,0,0,1,1,1,52.30238486295828
0,2,0,1,1,1,0,47.47528807637371
4,2,1,1,1,1,1,53.45166419078176
4,3,0,0,1,1,1,52.74962539139385
2,2,0,0,1,1,1,53.78079849343728
4,3,-1,0,0,1,1,52.98710200523361
5,2,0,0,1,1,1,53.00578017279489
4,2,1,0,1,0,0,47.427400677130784
0,3,0,1,1,1,0,45.927028834392125
4,3,0,1,1,0,0,48.08365704978547
6,3,0,0,0,1,1,52.6178645648054
1,2,0,1,0,1,0,48.23215107805096
2,2,0,1,0,0,0,46.57092563361592
0,3,0,1,1,1,1,54.46208343085631
6,2,0,1,1,1,0,46.383059454926205
3,2,0,0,0,0,1,53.63160800513692
5,2,0,1,1,1,1,55.30013548880936
4,3,0,1,0,1,1,53.78842450285675
4,3,0,1,1,1,1,55.09684866874486
6,3,0,0,1,0,1,53.577919738980135
5,3,0,1,0,1,0,46.68976109560733
-3,1,1,1,1,1,0,48.72495649993798
0,3,0,1,1,1,1,52.85232359794361
4,3,1,0,1,0,1,53.90635289562617
3,2,1,1,1,1,1,54.17029955832271
1,2,0,0,1,1,1,54.153772863413714
4,3,0,0,0,1,1,49.79327383648602
3,3,0,1,1,1,1,53.131014531057545
0,2,0,0,1,0,0,47.91092543583899
4,4,1,1,1,1,1,53.62847506360752
4,2,0,0,1,1,1,51.57625459818328
0,3,0,1,0,1,0,46.59320152119297
3,2,0,0,0,1,1,54.34368718210696
2,2,0,1,1,1,0,48.20416356310594
1,3,0,0,0,0,0,46.441289551265896
4,2,0,0,1,1,0,47.91548329613055
4,2,0,1,1,0,1,54.586244222009526
3,2,0,1,1,0,0,49.52410676850762
2,2,0,1,0,1,0,47.17234739739952
4,3,0,0,1,1,0,47.03170631039594
3,3,1,1,1,0,0,46.4336100506133
5,2,0,0,1,1,1,53.51189663414999
5,2,0,1,1,1,0,45.55903014766461
4,1,0,1,0,1,0,46.09829442785591
0,3,0,1,1,1,0,47.65939672492755
5,2,0,0,1,0,1,51.668798810009456
1,3,-1,0,1,1,1,55.09218784754949
2,3,0,0,0,1,1,52.10345606392973
7,2,0,0,1,1,0,47.39208402904298
5,2,0,1,0,0,0,45.01267645999294
3,2,0,0,1,1,1,53.73138275623844
3,3,0,0,0,0,0,47.04842042998816
5,2,0,0,1,1,1,54.67210224067039
0,2,0,1,1,0,0,48.3536396949168
3,3,1,0,1,0,1,51.94551643538522
5,1,0,1,0,1,0,46.71184154996991
3,1,0,0,0,0,0,47.91838580640852
2,2,0,1,0,0,0,48.69678572328334
1,2,0,0,1,1,0,49.45647878122301
3,2,0,1,1,1,1,53.41953087458833
3,2,0,0,1,1,1,53.15307361877564
0,3,0,1,1,1,0,48.01148112284547
3,3,1,1,1,1,0,47.68990357417738
4,2,1,0,0,1,0,45.230439497998766
0,2,0,1,0,1,0,46.72416806655232
0,3,0,1,1,1,0,48.90087929950159
1,2,0,0,0,0,0,48.27110782654543
1,2,1,0,1,1,1,53.28857832759361
2,2,0,1,1,1,0,47.63288946872333
6,3,0,1,0,0,1,52.71249593579111
4,1,0,0,1,0,0,48.04882759242876
1,2,1,1,1,1,0,47.77566130049393
2,3,0,0,1,1,1,54.72693213593513
2,3,0,1,1,1,0,48.02851973555438
8,3,0,0,0,1,1,53.17032733095456
4,4,0,0,1,0,1,55.25069900340692
7,3,0,1,0,1,1,51.95169586087667
6,2,0,1,1,1,0,47.40116153006634
8,3,0,1,0,1,1,50.67375971513493
2,2,0,1,0,1,0,46.42535954367722
3,2,0,0,1,1,1,56.26891832518092
5,2,0,0,1,1,1,52.23408656227913
5,2,0,0,1,1,0,47.61990823177729
3,2,1,0,1,1,1,53.88430803710284
1,2,1,1,1,1,1,51.37681703472118
0,2,0,0,0,1,0,47.699310225317554
6,2,0,1,0,1,0,47.40281923217851
2,3,0,1,1,1,1,54.22946687604134
4,3,0,1,0,1,1,53.16130989133995
1,2,0,1,1,0,0,47.75827541766861
4,2,0,1,1,0,0,50.22204759245591
0,3,1,1,1,1,0,45.80290032595624
3,2,0,0,0,0,0,47.88839666878491
3,2,0,1,0,1,0,47.12203238697441
4,2,0,1,0,1,0,47.16523404335018
2,3,0,0,0,1,1,54.19028473963149
5,3,0,1,1,0,1,55.33653196041759
4,2,0,0,1,0,0,47.36505826742403
3,2,0,0,1,1,1,55.3282492045061
3,2,0,0,1,0,0,48.343266645256506
3,2,0,1,1,1,1,52.31126891252086
3,3,0,1,0,0,1,53.70973115599244
3,3,0,1,1,1,1,53.90164094188799
9,2,-1,0,0,1,1,52.89451122744796
6,2,0,1,1,1,1,54.005083226067605
1,3,0,1,0,1,1,51.94372757402721
4,2,0,1,1,1,0,47.81068008584544
4,2,0,1,1,1,0,48.14975587559172
5,3,0,1,0,1,1,52.16553664450976
2,3,0,1,0,0,1,52.27702039116972
1,2,0,1,1,0,0,47.14731369930042
6,3,0,1,1,1,1,51.75929283710221
7,2,-1,0,1,1,0,47.75793509927856
3,2,1,1,0,1,0,46.83785904780068
5,2,1,0,1,1,0,45.9927261309156
4,3,0,1,1,1,1,53.081384770884505
5,3,0,0,0,0,1,54.05890263780912
4,3,0,0,1,1,1,55.49408457435882
2,2,0,1,1,1,0,47.81267943523913
5,2,0,1,1,0,0,47.22717236533197
7,2,0,1,1,0,0,47.21728472119155
0,3,0,1,1,1,1,56.01437874903674
4,4,0,0,1,1,1,52.987839943521095
4,1,0,1,0,1,0,47.69151435653306
0,3,0,0,1,1,1,55.46991049408193
5,3,1,1,1,0,1,52.21374125500248
3,2,0,1,1,0,0,48.041282303774544
1,4,0,1,1,1,0,47.70914946884346
2,3,0,0,1,1,1,54.43384561226681
6,1,0,1,1,1,0,47.74458613159726
2,2,1,1,0,1,0,45.61249300486255
6,4,0,1,1,1,1,53.19503252211017
5,3,0,0,0,0,1,53.13450495884949
11,3,0,1,1,0,1,50.88950457983635
3,4,0,1,1,1,1,53.21708706604395
6,3,0,1,1,0,0,46.39511107456074
3,2,0,1,0,1,1,52.891418246314295
5,2,1,0,0,1,1,52.232723852164966
2,2,0,1,1,1,1,53.10546412184149
7,2,0,0,1,1,1,52.51758295625278
3,3,1,1,0,1,1,53.32274363401797
4,4,0,1,1,1,1,52.25737647619172
2,3,0,0,0,1,1,53.74488190591941
4,3,0,1,1,1,1,53.48725162723569
0,2,0,0,0,0,0,46.95528258002529
8,3,0,1,1,0,1,52.82843273788099
