age,income,education_years,household_size,previous_loan_count,homeowner_status,rural_residence,credit_card_access,annual_spending
26,25,6,24,0,1,0,1,96.14744782073294
27,22,5,6,2,1,0,1,83.17967662590786
31,22,4,13,3,0,1,0,81.57890185390386
11,23,7,4,1,0,1,0,61.23732891721709
33,21,3,6,3,0,0,1,86.55188209613223
42,28,7,9,3,0,0,0,87.64428582420706
27,29,10,20,1,0,1,1,95.33729507946794
11,24,7,22,1,0,1,1,84.791001390966
33,17,5,22,0,0,0,1,99.15037763534696
26,11,9,21,0,1,1,0,88.02345779179136
21,30,8,10,2,0,0,1,84.18351937658903
26,20,7,18,2,1,1,1,91.52840597212612
37,18,7,11,2,1,1,0,86.17414844589665
21,24,-1,11,1,1,0,1,82.86095901105149
26,28,6,9,1,1,0,0,78.44956962281532
15,18,3,21,0,1,1,1,86.66337658159127
37,26,5,11,2,1,0,1,94.0856580350279
34,23,8,22,0,0,1,1,102.03770234719772
42,28,7,12,3,1,1,0,92.51236145771564
41,11,4,7,3,1,1,1,93.30243783527904
30,29,3,20,2,1,0,1,97.7944262064072
17,30,6,14,3,1,0,1,84.038706413927
20,24,5,16,2,1,1,1,86.9437162082768
22,25,4,15,2,1,0,0,80.3614015120782
20,31,9,12,2,1,0,0,76.4430019749349
35,25,10,15,2,0,1,1,95.43737841043163
19,20,8,15,3,1,1,1,84.68421036645717
19,21,7,17,1,1,1,1,84.89919941231507
45,23,7,15,3,1,1,1,104.11724251003352
33,20,3,19,1,1,1,0,89.27285017420705
15,21,5,16,1,0,1,1,79.77422975009719
37,23,4,19,0,1,1,0,91.72797840047754
27,28,8,21,2,0,1,0,87.361366046468
36,28,1,20,1,0,1,1,98.53180875843744
34,19,7,13,1,0,0,1,92.08873896245878
17,21,5,23,1,0,1,1,88.42136521542035
27,26,6,6,1,1,1,0,76.23810624126264
25,22,6,20,1,1,0,1,92.51266167223852
27,22,3,11,2,1,1,0,79.97687766884133
23,27,6,18,1,1,1,1,92.36460205370268
22,22,5,2,3,0,0,0,67.07085821424292
14,17,6,14,3,0,1,0,73.72308694053916
31,21,3,10,1,0,1,0,80.67698490611707
41,25,4,10,2,1,0,1,95.58515357609356
21,21,5,14,2,1,1,1,86.2999002326469
11,23,6,12,0,1,1,0,68.56671600644822
23,17,6,12,2,0,1,0,75.95504665929874
22,18,11,16,1,0,0,1,87.83512481326343
30,19,2,13,2,0,0,1,92.28761556304624
28,15,4,17,0,1,1,1,94.0476084730534
17,21,5,16,2,1,1,1,83.11366340105306
24,19,7,12,1,1,1,1,87.27237605384387
25,28,6,11,2,0,1,1,86.43666734178387
17,24,5,22,1,0,1,1,89.46751808061195
23,32,8,24,0,1,1,1,94.91755233264824
27,18,4,19,1,1,1,1,94.56657489769364
20,23,4,22,2,0,1,0,81.25624926426117
15,22,9,13,2,1,1,0,72.29953789537412
45,24,5,8,0,0,1,1,96.6319553583884
15,16,5,10,2,1,1,0,70.16054935432575
40,20,7,11,3,0,1,1,95.35419720825568
40,29,7,17,0,0,0,0,92.51033579873726
3,23,6,16,2,0,0,1,75.48637624377604
20,22,2,11,2,0,1,0,73.68959806392185
40,18,6,17,0,0,1,1,99.81215367657263
25,20,7,13,3,1,1,1,86.75074659160619
6,27,5,23,2,0,0,0,72.97124886243517
22,23,6,14,2,0,0,1,85.327116453952
24,26,7,8,1,1,1,1,83.9866517959823
35,25,5,18,3,1,1,0,89.74077779338364
45,19,8,13,2,1,0,1,102.11087907795444
26,21,2,23,0,1,0,1,96.38089622931923
25,19,4,20,1,1,1,1,92.34579219055476
23,28,9,11,1,1,0,1,83.65852124474134
27,22,5,19,2,1,1,1,93.65720690597006
24,24,10,18,2,1,0,0,83.84692551879029
25,21,10,12,3,1,0,0,80.06933165856405
30,23,3,23,1,1,1,1,98.8831034755352
5,24,3,17,1,1,0,1,75.13912592613197
23,29,5,4,4,1,0,0,71.70796707098258
23,32,6,14,1,1,1,1,88.1962249113459
36,20,8,12,2,0,0,1,92.46037931629354
29,26,6,21,1,1,1,1,95.64646594259732
34,27,6,18,0,1,1,0,89.38296234615126
23,24,4,16,1,0,1,0,78.8057004555881
21,23,4,16,2,1,1,0,81.10357739769294
37,18,8,14,2,0,1,0,87.74316803964369
35,26,2,21,3,1,1,1,101.24264513074598
13,23,1,6,0,1,1,0,63.96885062549519
19,26,2,15,1,1,0,1,84.47181970143704
25,17,6,13,2,1,1,1,87.04654011837714
22,25,8,19,3,1,1,1,90.66722149893118
23,26,7,15,1,0,0,0,76.94124713535129
41,23,8,12,3,0,0,1,98.7035258189156
18,27,7,16,2,1,1,1,86.1001727561655
18,22,5,9,3,1,1,0,73.21936074053667
32,25,5,10,2,1,0,0,82.40667454688858
8,31,11,14,0,1,0,1,77.62062101362392
44,24,6,12,3,1,1,0,94.20088585952354
10,22,6,11,3,0,0,0,66.81414436986286
25,28,3,12,3,1,0,0,79.13285654457177
36,26,9,20,1,0,1,1,100.0800044544726
31,26,10,20,3,1,0,1,98.5848120918377
28,19,11,16,0,0,0,0,83.32556022785651
7,24,3,14,3,1,1,0,69.91910932413988
42,22,8,24,0,1,1,1,108.1597433950475
36,28,7,17,0,1,1,1,99.25671325958066
24,23,5,21,2,1,0,1,94.00898335329568
27,22,6,7,0,1,0,0,75.85521338007534
21,28,7,5,2,1,1,0,71.2685358555878
33,15,0,11,1,0,0,0,81.2758498814098
24,21,4,12,2,1,1,0,78.53029797687623
26,26,6,22,2,1,1,1,95.02928430689686
33,25,5,22,2,0,1,1,99.47793878694615
24,27,4,16,2,0,0,1,88.60213568796506
24,26,0,20,1,1,1,0,85.46546334960121
20,23,7,20,2,1,0,1,89.36141046937028
19,27,6,8,2,0,0,0,71.54573697345863
34,28,4,16,3,0,0,1,95.52301647745436
14,25,1,17,2,1,1,1,81.98918295643603
32,22,4,20,2,1,1,0,89.60015949939508
16,22,4,12,3,1,1,0,73.4207428211072
26,24,4,14,2,1,1,1,89.0538541001526
23,17,8,13,2,1,1,1,86.72740752330226
28,21,6,18,2,1,0,1,93.0833624335317
40,27,6,12,2,1,0,0,90.26333963325344
21,29,7,13,1,1,1,0,77.2170767242087
24,24,4,14,1,0,1,1,86.74318070339484
10,25,8,14,1,1,0,0,70.71066061415321
30,24,5,17,0,1,0,1,93.24086716622556
28,28,7,22,0,0,0,1,95.35134677808196
27,17,1,18,2,1,0,1,92.52306749650194
37,18,10,15,2,0,1,1,96.45036213914965
22,26,4,13,0,1,1,1,83.21487675936386
23,25,7,15,2,0,1,0,80.0180225014764
20,24,3,8,1,1,0,1,79.98259539791074
32,28,7,18,4,0,0,0,87.19437098696937
29,28,3,20,0,1,1,0,89.16337605901273
24,24,8,18,2,1,1,1,91.47807875209018
19,25,4,19,2,1,0,1,88.57791900265836
37,31,4,17,2,1,1,1,99.28092161449943
27,27,2,13,3,0,1,1,87.75341197031162
23,22,4,21,0,0,1,0,83.94433192210941
37,21,4,15,1,1,1,0,87.94454257843186
33,27,6,21,2,1,1,1,100.95938111148013
29,19,7,17,2,1,1,0,86.32290664141881
24,24,2,18,2,1,1,0,82.16350184515836
10,26,7,17,0,1,0,0,71.74951797308213
26,22,6,19,0,1,0,0,85.11806386641592
41,23,7,20,2,1,0,0,96.1121568658542
20,10,9,10,2,1,1,1,81.98896479106831
44,20,3,19,0,1,1,0,98.07830460067434
17,25,3,18,2,1,1,1,86.70366850307482
38,23,1,21,3,0,1,0,94.49238434757768
25,22,8,14,2,1,0,0,80.12809317267664
17,26,11,16,2,0,1,0,76.38080450369878
25,25,10,13,1,1,1,1,87.70456043464503
11,21,7,6,4,0,0,1,71.59343999517425
39,23,10,16,0,1,0,0,90.72862233352063
8,26,3,8,0,0,1,1,70.576691092616
31,28,6,18,1,0,1,0,86.40965550402287
33,17,4,20,1,0,1,1,98.27566082903512
46,27,7,19,2,0,0,0,100.05331347344678
19,27,6,20,2,0,1,0,80.89694977974821
23,21,4,18,1,1,0,0,81.75242628793629
25,23,5,20,1,1,1,0,84.5000628737931
27,21,4,18,1,1,0,0,83.97585570952502
8,21,3,8,0,0,0,0,62.47986789090938
18,22,3,13,1,1,0,0,75.90257441145246
20,21,5,4,3,1,1,0,70.09167048582907
16,23,5,17,3,0,1,0,76.77248824054965
27,23,7,19,1,0,1,1,93.61156780866898
26,27,4,20,0,1,0,1,94.4336890476824
23,18,4,17,2,1,1,1,88.53577000597076
10,23,3,12,2,0,0,0,68.89577204462601
18,23,4,17,1,1,0,0,77.06531357521203
24,25,5,22,1,1,1,1,94.80760870134633
44,25,5,14,1,1,1,1,102.39451569709466
30,15,6,16,1,0,0,0,84.88173420161024
12,29,8,13,3,1,0,1,78.82852888043925
5,21,4,6,2,1,1,0,60.08126156226676
26,17,5,15,1,1,1,0,81.31687059724663
13,27,6,11,1,1,1,1,79.62568512718319
22,14,8,11,1,0,1,0,76.47659058141689
9,33,3,19,3,1,1,1,82.95594656979715
24,27,3,20,3,0,1,0,83.81132054000122
17,24,11,10,2,1,0,1,80.39411859693737
32,27,4,11,3,0,1,0,83.16825023917053
11,40,9,15,1,0,1,0,71.67043920477916
16,16,3,15,1,0,1,0,74.38500507023392
19,25,7,7,1,1,1,0,71.38821224428477
41,26,3,8,2,0,0,0,86.49004349665543
27,26,1,12,0,1,1,0,79.0738755452956
18,23,5,20,0,1,1,0,80.83925336611544
31,23,6,12,2,0,1,1,91.01667102973852
47,21,5,15,3,1,1,1,104.07112557005078
39,22,4,19,0,1,0,1,101.687477604084
20,20,4,22,2,1,0,0,82.62367826884434
16,23,5,11,1,0,1,1,77.68440634750228
2,17,7,14,3,0,1,1,71.36922542238301
24,23,4,17,0,1,1,0,82.90306227308174
12,24,8,19,1,0,1,1,83.16303731655327
12,21,6,10,1,1,1,1,76.69844599047265
11,25,3,15,2,1,1,1,78.47303925755384
32,17,11,15,1,1,1,0,85.61418853966123
43,20,5,21,2,1,1,1,106.6136172481268
15,26,6,14,3,0,1,1,80.7246369809108
18,24,3,12,1,1,0,1,82.77231794828657
23,27,4,14,0,1,1,0,77.60740381882201
23,17,3,12,2,0,0,1,83.42108713414599
15,26,6,13,2,1,1,0,74.62524359209262
28,26,7,21,0,0,1,1,95.56744453034396
43,24,6,8,4,1,1,0,87.34012848518978
23,18,4,12,2,1,0,0,78.61518569049417
23,22,4,13,1,1,1,0,79.41603488977064
20,30,3,15,1,0,1,0,77.33845839029354
34,21,6,20,3,0,0,1,100.63306255816056
44,27,4,14,2,1,1,0,93.37916558758177
20,27,7,16,2,1,0,1,86.07283400022371
29,17,6,11,1,1,1,0,81.3591254584576
23,27,9,15,1,0,1,0,79.63305569379195
16,28,6,15,1,1,0,0,76.08306010904677
35,27,6,15,0,0,1,1,93.70218665684872
27,25,8,10,3,1,1,0,80.49405627425807
14,19,6,21,1,1,1,0,77.91057749379883
33,19,5,13,3,0,0,0,84.07874419987407
31,32,7,20,2,1,1,1,98.90184166511176
12,26,3,9,3,1,1,1,74.56704948069387
31,30,6,26,2,1,1,1,103.12275758605972
18,25,5,18,2,1,1,0,78.51396771629446
30,20,8,14,-1,0,1,1,91.13076023139698
22,20,5,15,2,1,0,1,85.57100519591042
25,24,4,22,2,0,1,1,92.303830652085
27,26,7,6,0,1,0,0,75.75481517783635
17,23,4,9,1,1,1,1,78.04774033454005
32,23,0,10,0,1,1,1,89.80444513252297
13,24,7,16,1,0,1,1,81.57003019900844
29,19,4,7,1,0,1,0,75.79635073023353
11,26,6,16,1,1,0,1,78.74850032675394
50,31,8,18,1,0,1,1,108.78298172068352
17,27,2,10,2,0,1,1,79.5117983804642
33,20,9,8,0,1,1,1,90.90515661538856
16,16,9,15,2,0,0,0,72.79928981169898
25,28,6,18,2,0,1,0,83.33029992884941
21,26,2,10,3,1,1,1,81.56755425375353
27,20,2,14,4,1,1,0,81.43542420946288
8,23,3,23,1,1,1,1,82.82780606303798
28,24,11,21,3,0,1,1,95.2609050119994
27,25,8,22,1,1,0,1,95.93819935064045
25,27,6,13,1,1,1,0,81.53216345649898
15,26,6,12,2,0,1,1,78.90069093548325
13,23,2,18,2,0,1,1,80.77415899417161
20,21,9,18,2,1,0,1,88.47143141082408
25,15,1,19,2,0,0,1,90.97002859802352
21,21,8,19,1,0,0,1,87.48158352286151
27,22,6,19,1,0,1,0,85.20808250097615
17,23,7,30,0,0,1,1,94.95630132080493
0,22,4,17,1,0,0,1,71.40154865802157
28,23,9,14,0,1,1,1,89.868469711885
37,22,2,20,3,1,1,0,93.5259825601588
24,20,6,15,2,1,1,0,80.16302927905535
11,18,5,16,1,1,1,1,79.58687269785717
24,22,5,18,3,1,1,0,82.12546130360289
20,23,8,14,2,0,0,1,83.0806998347772
30,18,7,12,3,1,1,0,81.88666744134207
27,27,6,14,1,1,1,0,83.83268788769675
43,24,8,11,2,0,1,0,90.71523727372184
44,16,8,18,0,1,0,0,95.94059069434108
25,25,4,8,1,0,0,1,83.02521453364682
2,20,10,8,1,1,0,1,66.32492780037988
23,22,4,17,2,1,1,0,81.19448981918187
25,27,7,13,1,0,1,1,85.00853038523123
23,25,3,17,2,0,0,1,87.61004466168258
25,17,9,10,3,0,1,1,83.7688707747698
23,17,4,10,2,1,1,0,75.03903102437592
26,23,6,9,2,1,1,0,79.56210905329873
21,26,8,19,1,1,0,1,87.39340516231384
30,22,8,23,2,0,0,1,98.61218726990307
39,22,8,19,2,1,0,0,92.21863919053942
30,20,8,22,3,0,1,1,97.98565613154211
35,19,5,17,1,0,1,0,88.61697835138456
12,26,8,22,1,1,1,0,78.6124798364412
35,27,6,19,0,1,1,0,89.73031057388097
32,27,4,17,3,1,1,1,95.5703505630609
29,24,2,18,3,0,1,1,92.7325355562465
17,30,8,10,0,1,1,0,71.6646222152667
37,17,8,6,0,1,1,1,90.65770950677508
22,17,8,19,1,1,0,1,89.50147388088392
29,32,8,21,2,0,0,1,96.65535560014736
33,24,5,17,2,1,1,1,97.15754086025242
39,24,5,18,3,1,0,0,94.71822052163692
36,25,3,13,1,1,0,1,94.90609273349575
11,25,5,17,0,1,1,1,81.6286735112921
20,23,3,16,1,1,0,1,85.804426907097
37,19,4,17,5,1,0,0,91.24853012196854
29,31,5,26,1,1,1,0,92.93192234123572
10,21,2,18,4,0,1,0,73.8608739946582
42,16,5,17,0,1,0,1,101.38276071916135
20,24,10,17,1,1,0,0,80.92892666866307
25,22,5,11,1,0,0,1,84.89549634649438
17,21,4,12,2,0,0,0,72.152895161929
18,25,10,16,1,1,1,1,86.04893372805915
26,25,8,17,1,1,1,0,85.44039416136542
29,26,3,17,2,1,1,1,94.04950312714298
25,22,6,14,2,0,1,1,89.58791177650689
41,25,7,15,2,0,1,1,99.51283322100144
28,28,8,14,1,0,1,1,89.79620040660002
8,28,1,15,3,1,0,0,69.09791940533472
21,23,7,16,1,1,1,0,78.79419418216979
23,18,3,17,1,1,1,1,87.54822669060255
24,20,3,15,1,0,1,1,89.14331197038112
32,27,5,14,2,0,1,0,84.36365139133447
32,20,3,12,0,0,1,1,89.22896912650265
34,26,5,18,1,0,1,0,88.07595771423327
30,22,6,15,0,1,1,0,86.46704488307033
14,16,5,18,2,0,1,0,75.18766612363008
18,34,9,13,1,1,1,1,82.4010965608139
23,29,2,17,1,0,1,1,87.88459195248012
25,27,2,11,0,0,1,1,84.52095237112992
30,20,9,19,1,1,1,0,89.47677742307712
28,22,4,17,0,1,1,1,92.04842576655705
11,20,4,19,1,1,1,0,75.23443144717172
18,26,4,22,3,0,1,1,89.42878632396334
20,28,8,9,1,0,1,0,70.97261687412762
46,28,9,17,1,0,1,0,97.31680058310806
31,20,8,13,2,1,1,0,84.4012169870938
20,17,7,11,2,1,1,1,81.74535987715512
30,27,6,17,1,0,1,1,93.3864285280231
24,21,8,21,1,1,0,1,93.20803362416896
26,23,7,16,3,0,1,0,81.47528055671229
36,29,6,18,2,1,1,1,99.4043145184654
20,25,4,14,1,0,0,0,75.18412519366322
33,26,2,10,2,1,0,1,88.80162391963538
31,23,4,14,1,1,1,1,93.1349676362707
22,22,2,23,1,0,0,0,85.01976595720353
30,22,9,15,1,0,0,0,83.65703383566049
31,24,5,18,2,1,1,1,97.01339814528195
15,20,6,22,1,1,1,0,80.4105480413736
21,18,6,26,2,0,1,1,94.76344616008618
29,23,7,16,2,0,0,1,94.06046193191752
31,29,7,14,1,1,0,1,93.10871560682784
46,17,9,22,3,1,1,0,102.64728252053996
24,24,8,15,2,1,0,1,88.80446534452503
34,21,7,15,1,0,0,0,86.35350139465834
9,20,8,18,2,0,1,0,70.33587018248191
12,23,3,22,3,1,0,0,78.07785333322917
23,22,6,14,1,0,1,0,76.49063170004966
11,27,6,20,2,0,1,0,73.38725832023057
37,23,4,11,2,0,1,1,93.17757932979772
26,33,4,25,2,0,1,1,97.03478593822862
12,22,3,19,1,1,0,0,74.95879101901102
39,22,9,13,1,1,1,1,96.2562643559892
27,27,4,12,1,0,1,0,80.7025420649117
28,27,5,23,2,1,1,0,90.09106384077278
18,28,10,12,0,1,0,1,81.26591627767114
26,25,8,21,2,0,1,1,94.56290649996276
26,26,3,11,1,0,0,1,85.20050368075988
27,18,3,18,2,1,1,0,85.11976363662203
31,24,6,15,2,0,0,0,85.37236903226271
13,25,1,21,2,1,1,0,76.55647137988208
35,32,4,9,1,1,1,1,92.01921378698395
26,26,6,14,2,1,1,1,88.09041476497832
25,22,6,14,3,1,1,0,80.61941107696701
26,28,7,21,0,0,1,1,91.45653345887592
22,24,4,14,1,0,1,0,77.1718917154575
27,23,2,18,2,1,0,1,94.3865106532377
9,23,5,18,2,1,0,0,70.26312442413237
35,23,4,11,2,1,0,1,93.6108633177331
27,18,5,13,4,1,0,0,80.52177597116896
36,26,8,11,1,0,1,0,82.45200181212117
35,27,2,9,2,1,1,1,90.9582393182915
34,23,4,27,4,0,1,0,96.81678104835716
23,18,1,18,3,0,0,0,80.95722615334783
26,32,5,11,3,0,1,1,88.52617922667326
42,19,11,11,1,0,0,0,91.4386365472956
46,28,5,16,1,1,1,0,95.50178692135056
28,27,3,20,2,1,0,1,94.84929872984584
18,16,5,4,3,1,1,1,77.01314995974383
38,27,4,11,0,1,1,0,86.46720938368615
26,24,6,21,0,1,0,1,95.071385752359
27,27,6,19,2,0,1,0,85.13374822915851
40,18,5,22,1,1,0,1,105.2092009521164
21,21,4,22,2,0,1,0,83.00705092996174
18,26,7,12,1,1,1,1,81.45178514429298
24,29,8,14,2,1,1,1,87.9711265411339
31,24,0,8,4,0,0,1,87.12853369579113
36,25,8,11,3,1,1,0,88.11139309916089
32,23,6,18,0,1,1,0,87.69332346046242
6,22,5,18,0,1,1,0,68.61936586738007
13,19,4,17,2,0,0,1,81.31588006119166
24,21,3,14,0,0,0,1,86.66411948765034
20,24,1,14,2,0,1,0,76.99371729495532
18,28,10,14,2,1,0,1,83.79920369425678
38,24,0,8,2,1,0,0,83.60419040048764
40,25,4,8,2,1,1,1,92.94280434938018
35,22,6,14,2,0,1,0,85.18047398733943
15,21,7,19,1,1,0,1,82.67714501716412
34,21,5,16,3,1,0,0,90.24717864687692
25,25,2,15,2,0,0,1,89.71892903954121
16,28,5,15,0,1,1,1,82.24464227505959
37,26,6,11,0,1,0,1,93.96116198914709
35,30,6,10,2,1,1,0,86.19696456928435
34,26,7,14,0,0,1,1,92.31681642859228
30,31,7,17,3,0,1,1,94.3954426168776
18,25,5,5,2,1,1,1,77.21012640090082
28,26,8,20,4,0,1,1,96.92110081470142
31,22,7,10,0,1,0,1,88.1824309060769
21,32,5,21,1,1,1,1,91.01570192342948
28,17,6,21,0,1,1,1,95.29032111210653
41,22,4,10,1,0,1,1,94.22527530344058
13,30,7,17,1,0,1,0,74.197448907671
42,19,10,23,0,0,0,0,99.69974206297675
45,22,3,13,3,1,1,1,102.829139367068
9,26,7,20,1,1,0,1,83.05598234596901
9,21,8,12,1,1,0,0,68.43431407156571
0,22,5,15,2,0,0,1,71.20885501268556
33,24,5,13,0,1,1,1,91.6448309649814
33,20,6,18,3,1,1,0,89.48523154048743
28,20,9,14,3,1,0,0,81.4086030227157
25,21,7,21,1,1,0,1,94.18221263261697
20,26,4,23,0,0,0,0,83.46112072408594
