student_age,parent_education_level,low_income_status,private_tutoring,enrolled_in_online_program,study_hours_per_week,student_performance_index
15,18,1,1,1,49.03029836340435,182.46578491909915
31,30,0,0,1,86.45634119073219,276.2211056083545
26,18,0,0,1,62.20966798884376,209.8048783010883
22,12,1,1,1,50.75170853410151,183.3221428727612
22,11,1,0,1,46.38305833674396,169.64889335275234
21,13,1,1,1,49.487546386009,179.60353637007142
26,15,0,0,1,57.89156573904229,200.9143123554055
23,19,1,1,1,61.44657875335977,209.6625350655241
25,31,0,0,1,80.39366511683185,261.1964004458705
47,17,0,1,1,92.01554981057856,289.28470875325786
16,18,0,1,1,51.0572164688125,182.3351237360661
25,15,1,1,1,58.98489190357408,205.16918120066637
33,26,1,1,1,85.7197388563007,271.37033491131325
34,24,1,0,1,82.97348461073939,266.1697142292396
45,22,1,1,1,95.2153523543766,296.39541220564246
26,16,1,1,1,62.46734426848421,210.93764903007263
21,17,1,1,1,56.50645889003106,196.89263657441032
23,21,1,0,1,65.34846448284958,216.4403458361016
28,29,0,1,1,84.3416357800906,268.16102962386134
25,18,0,1,1,62.17910826403083,210.70135236327832
30,23,1,1,1,77.74835602903944,250.25261909589048
41,14,1,1,1,79.35866628366766,257.08336455907795
29,17,0,0,1,63.98728588780837,215.6422730098233
34,30,0,1,1,93.38585636323928,293.8619330007169
29,26,1,0,1,77.48943315691149,248.5592353698
9,25,1,0,1,50.164399893735656,182.3155926330743
35,25,0,0,1,84.7384351390278,270.1581666710434
28,19,1,1,1,68.73557509904084,227.4692609699516
40,26,0,1,1,96.19177028341656,297.4726844653986
23,14,1,1,1,54.98854644009351,192.11333507494004
35,28,1,1,1,93.28058691513624,292.42354562009115
32,14,1,0,1,67.86647578171059,222.78576981598036
36,17,1,1,1,76.63662193404153,249.620451424614
21,14,0,1,1,50.12907344451988,181.42957514550676
32,22,1,1,1,77.86123752284834,255.0537107486644
39,21,1,0,1,85.08279900081489,270.3758419655224
37,15,0,1,1,75.05774641531991,245.216787933512
35,20,1,1,1,81.0067216895206,259.88568085304564
40,18,1,1,1,83.43533700207854,266.51531504907524
28,21,0,0,1,69.3107666460718,228.38716493049805
29,28,0,0,1,79.60524295363818,256.1666947202102
32,31,1,0,1,89.66922840050808,282.94301444555674
41,17,1,1,1,83.43069560950805,264.8539699063124
21,22,1,1,1,64.07116573891926,216.73312923490653
30,24,1,1,1,77.74860993865977,254.0392206209036
36,9,0,1,1,65.10348925756334,216.7830033432816
31,18,0,1,1,72.10267387290138,237.0323315169082
35,25,1,1,1,88.45429195460582,275.8462229537975
14,11,0,0,1,36.15652030847684,145.09276718776087
25,13,1,1,1,58.699574597600886,201.02415153565497
34,18,1,1,1,75.64434029308264,246.5933925070266
30,20,1,0,1,69.82462835749689,232.0269415925894
25,19,1,0,1,62.9105303282003,211.84139460627597
19,17,1,0,1,52.644379209709406,186.49401171180853
37,22,1,1,1,83.57503865332073,268.5650060229689
53,24,1,1,1,108.42911021537608,329.90370867468414
34,23,1,1,1,81.39937675551239,259.8135730102373
29,14,1,1,1,64.14323024274864,213.43665833846472
17,16,1,1,1,49.87979302384957,179.6801326197957
9,25,1,0,1,50.959411986730906,183.01931269442775
26,27,1,0,1,76.29556862151347,248.296709011358
36,21,1,1,1,82.78401444065753,262.451445735539
20,27,0,1,1,69.21424655979864,229.85593295634783
20,13,1,1,1,47.57341929213794,172.6491070667019
37,20,0,1,1,81.55021384310122,260.2846031265721
28,22,0,0,1,70.41244553066156,233.3276404540367
35,10,1,0,1,65.46467081077323,216.430656144418
32,19,1,1,1,75.55100289396869,243.795077613238
26,27,0,1,1,76.29078861261465,249.63008852621843
19,21,0,1,1,56.986243527471736,199.66793137898185
14,19,1,0,1,48.45078361221769,177.56173864514363
28,24,1,0,1,75.40132708583594,243.02041640095337
20,27,1,0,1,66.29791719842605,225.73876158037072
35,10,1,0,1,65.21485682787676,218.8054367390635
24,22,1,1,1,67.2207257859906,225.88775637191023
34,16,1,0,1,69.21394413848428,230.860134573844
29,20,1,0,1,69.19600237074008,228.69513357615668
17,23,1,0,1,59.28571411331473,205.6238415736597
23,22,1,0,1,65.30777113469098,218.54370468555783
21,15,0,1,1,54.95547075068363,190.6334997800579
33,16,0,1,1,70.4015485967629,234.3262507210171
23,9,0,0,1,45.42996195183661,164.08818131466
8,13,0,0,1,32.332660304994455,133.13612256740356
43,11,0,0,1,75.53535636164926,244.47246223036075
40,8,1,1,1,72.59509535013824,234.30402240300972
35,17,1,1,1,76.6127528274096,249.0952301517432
18,16,1,1,1,50.35648316918858,180.21378249284183
14,23,0,1,1,54.57403746140173,190.54163636267583
11,29,1,1,1,58.7019439727643,204.65265446663915
21,21,1,0,1,61.2998782975321,208.9502841511301
30,13,1,1,1,63.18482564447545,213.0845196839957
23,14,1,1,1,55.157213828486015,192.4524178521264
20,20,1,1,1,59.349776731460864,204.74733804084676
25,15,0,1,1,57.827226879550935,197.19960372151652
22,10,0,0,1,45.30795008123749,166.3378202664199
23,21,1,1,1,64.12000357891922,218.46298415783264
24,9,0,1,1,49.504204296428384,177.01623013865455
34,18,1,1,1,76.94331561797088,247.690017236506
26,6,0,0,1,44.966863314053015,167.5810453017038
26,14,1,1,1,59.65478078697689,204.03822273823783
29,20,1,1,1,72.0383028597056,238.2369098477596
26,21,1,1,1,68.33104106192752,229.79404487135128
33,19,0,1,1,74.16588133492785,240.93211616795384
30,25,1,0,1,80.98316198696729,255.01844913219009
23,16,0,1,1,56.30452890504496,196.2039248311802
32,22,0,1,1,76.05171686018188,248.48384363252015
47,20,0,1,1,95.39398861727506,296.4966238185045
18,18,0,1,1,53.07000372998399,188.58129192163412
34,15,1,1,1,72.37522014273615,235.1655155759449
36,25,1,1,1,89.63108380057686,282.3818734051209
34,13,1,0,1,67.7802109476989,222.24962098815968
31,19,0,1,1,72.70882747452417,238.99047556186133
35,20,0,1,1,79.68345062057455,255.2927747808169
21,16,1,1,1,54.24649204339582,190.0534842042604
34,15,1,1,1,73.34202437074528,238.17282028284063
36,6,1,1,1,61.78897060279768,206.36023581416305
36,20,0,1,1,79.45091453426416,254.77249599948848
39,17,0,0,1,78.40924763539496,253.0253507558204
34,27,0,1,1,88.5737202655921,278.9083967578184
25,24,1,1,1,71.75315698270803,236.51857799140865
12,17,0,1,1,43.282668434951006,162.5098048332025
23,12,0,1,1,52.43906959586211,187.3985320568414
39,21,0,0,1,85.16367143856486,268.6053087340585
39,8,1,1,1,68.1175315129175,226.6715493711146
29,16,0,0,1,64.46558904287883,216.03883621323
23,17,1,1,1,61.1007161776343,209.56379499092853
31,20,1,1,1,75.4128079127134,246.871540000716
38,22,0,1,1,87.02710169123468,273.05942796198417
28,20,1,0,1,70.26442750506058,229.4175264275636
29,10,1,1,1,57.94315163827718,200.74202223121355
34,19,1,0,1,76.28044197714807,247.5501062188316
30,27,0,0,1,82.3869218098422,265.27042955812817
34,23,1,1,1,82.05807644920733,264.9223702037415
28,22,0,0,1,71.07976236204527,232.90616191197265
20,11,1,0,1,46.546266602085495,168.02885531346757
41,24,0,1,1,92.52915443192852,288.2251056958562
41,13,0,0,1,77.0854784504788,247.6596134968377
22,27,0,1,1,70.57938198636418,234.21893877503132
40,11,0,1,1,72.57104714855257,238.90265504925648
20,10,0,1,1,43.8889195187678,163.14516481530796
27,18,1,1,1,66.93127728021823,223.22589436673343
37,25,1,0,1,88.23886305042939,279.3022761109753
37,17,1,0,1,77.89637879563445,250.333861890861
21,16,0,1,1,55.95030397021601,195.82740716295152
20,28,0,1,1,69.73770059350758,231.67096597735963
37,17,0,0,1,75.91079369371728,243.59202015313664
24,22,1,1,1,68.41177506589422,225.8232588819266
29,25,1,1,1,79.55547466700774,258.7171586501861
33,20,1,1,1,77.84858657581616,251.6943843735574
51,22,1,0,1,103.30106795095276,317.1557057005808
24,23,1,1,1,69.30859909016091,230.3310219563942
22,25,1,0,1,69.26245382117887,230.9079166292495
37,14,1,1,1,74.84439844424136,243.9808117854742
34,27,0,0,1,89.52084794571637,279.4066741976048
21,25,0,1,1,67.35391396596607,221.8572942551475
32,20,1,1,1,76.1307615241709,247.68946040763055
33,18,1,1,1,74.78071006246076,240.88396671161877
43,24,0,1,1,96.64355522113767,299.0883439372834
30,20,1,0,1,72.96202201876594,237.08121237017664
35,25,1,1,1,88.45883569384593,279.5398788907219
33,13,1,0,1,64.28317904163133,216.70826624032895
36,23,1,1,1,84.94094673992898,271.4909583506473
6,10,1,1,1,26.161253058843347,121.20128169107676
17,25,0,1,1,60.58145898650729,209.32444236349684
29,15,1,1,1,64.82543491619077,216.2915620946941
21,19,1,1,1,59.34420169795794,202.7631613446639
30,22,1,1,1,76.19381210394803,247.64405566848143
26,17,0,1,1,60.16371984097562,206.0669157222987
23,18,1,1,1,59.756829663980525,205.59642841114425
42,17,1,1,1,84.46108190706991,268.9765285172995
33,26,1,0,1,85.03013405113676,269.7945198613614
16,13,1,1,1,41.97424433637858,159.22548102172868
27,33,0,1,1,86.43151984188259,274.8367686407715
28,27,1,0,1,79.64120130364493,255.75626645916373
30,21,1,1,1,73.70600238814559,243.5482565411744
29,23,1,1,1,75.18871313478978,242.13558031187517
38,8,0,1,1,65.36564377696307,218.2213541210305
28,21,1,1,1,70.80402678907006,234.72396815516572
41,13,0,1,1,78.5155275391999,251.31906812352636
21,16,0,0,1,52.32934038569559,183.30124477805535
24,19,1,1,1,63.81397002566238,213.7888254422084
29,20,0,1,1,70.19079022178838,234.01871167198365
34,18,1,1,1,76.53481913215481,248.6613187925853
30,19,0,1,1,71.92450210288548,234.6862674791315
17,27,1,0,1,63.09093498011279,214.8233297655329
31,18,0,0,1,70.26805402720252,231.9132569697043
42,20,1,0,1,88.25939198063305,279.3784640130357
28,16,0,1,1,64.59952518706659,216.05678368209252
21,19,1,0,1,58.22222346824157,202.0016005515542
37,25,0,0,1,87.9860308590797,275.6793152296718
29,24,1,1,1,77.83330634954207,251.2276682650296
43,25,1,1,1,99.10515393199138,304.42502160120864
25,26,1,1,1,74.35958950443768,243.1397113290696
18,21,0,1,1,56.72895237918187,195.44707416085905
16,24,1,0,1,59.451154698242114,201.88782569253925
26,19,0,1,1,65.18516395864764,219.6671301415514
27,32,1,0,1,84.30326854468608,270.31770443308073
25,19,1,1,1,64.397205343778,216.2536146423632
39,24,0,0,1,89.32446971463254,280.13972848807924
29,10,0,1,1,56.49381831353176,195.46968876237605
25,17,1,0,1,59.33028927013537,202.89553257589597
30,29,0,0,1,83.82015684654716,269.0389903603011
33,12,1,1,1,66.32248048536817,220.99254101531045
24,13,1,1,1,54.62802085666132,192.623249966421
38,15,0,0,1,73.99717786121215,240.3437880677786
29,18,1,1,1,68.12182665151202,226.5909963171508
29,27,1,1,1,83.19372526269999,265.27961104083926
28,11,1,0,1,55.34788208178824,195.5051686052192
30,30,0,1,1,86.78821230971168,274.85783290381994
26,15,1,1,1,59.96045565255261,206.7994157393265
26,28,1,1,1,77.95357651451964,254.1748787704612
35,21,1,1,1,81.8291401808858,259.7255931546422
16,13,1,1,1,44.567218174456215,165.1653074176368
47,22,1,1,1,98.92741738337196,304.3017388856377
39,23,1,0,1,90.79570719481876,285.0080647561334
35,25,1,1,1,87.45947523501762,275.8320143415521
43,28,1,1,1,105.21608241107852,319.0660549531456
24,15,1,0,1,59.05357575984703,201.4541776356522
34,18,1,0,1,74.39838028420446,238.6178509834824
27,23,1,1,1,73.11800177644741,240.81115323320893
29,19,1,1,1,72.19883355853429,233.89319870445928
19,19,0,1,1,56.99509750755576,197.5160012136351
23,15,1,1,1,56.09922742834304,196.19172278010143
28,21,1,1,1,72.65141578062618,237.09707767181328
37,17,1,1,1,78.62423121426845,252.7181345464314
20,17,1,1,1,54.199027521447526,190.98581544562472
40,25,0,1,1,93.08303422026673,291.64930674545263
22,20,1,1,1,61.92134090832966,214.7602556823116
46,25,1,1,1,103.6087890061652,319.2801573450715
18,29,0,1,1,69.86528590879428,231.15197927110347
50,11,0,1,1,86.45374349101384,269.84727585988804
27,25,1,1,1,75.91285083248204,248.29489880654307
20,21,1,1,1,61.13047891757963,210.9508826449937
33,24,1,1,1,83.55123031580015,265.9984500363368
30,22,1,1,1,74.13785717087363,242.66003643054856
28,16,1,1,1,62.172618817560746,212.012026586606
20,17,1,0,1,54.276605956526616,191.07841054312385
32,13,1,1,1,67.56713104121232,223.53097631773196
31,16,1,1,1,69.76806120706127,229.29214140681643
28,9,0,1,1,55.61546625042588,190.89280141434455
33,35,1,1,1,98.12157147572913,306.7907909711972
30,17,1,0,1,68.76290682211922,224.3901169872111
28,15,1,1,1,63.39086496265002,214.016555788853
33,21,1,0,1,78.53852375801269,253.331985735253
23,19,1,0,1,59.592909999315815,205.38862101237072
21,30,1,1,1,75.69605031296194,248.63104038590708
40,17,1,0,1,82.41674400239357,263.2599528606208
32,7,1,1,1,57.54460126667852,198.807579212218
39,14,0,1,1,77.05098917555837,246.86382469049056
12,21,0,1,1,50.57320052349418,181.8929400828465
30,20,1,0,1,69.53204342265751,229.80273478770528
28,20,1,1,1,70.17355295143139,233.3750056762564
17,14,0,1,1,43.9393434883346,165.92931909717294
28,14,1,0,1,61.50103209031722,205.00248626008815
39,17,1,1,1,80.68280151994898,258.26160763286185
37,29,1,1,1,96.07261176622112,294.4578957659611
38,16,1,0,1,77.99475394977658,250.4753977761249
44,23,1,1,1,97.48788234218956,302.62988519829685
36,25,1,1,1,89.3153266688873,283.4771645437555
19,18,0,1,1,54.3466551960738,192.7220323131915
47,17,0,1,1,89.31397482722303,282.194830326962
33,15,1,0,1,69.30775519625631,231.90757514213743
20,22,1,1,1,63.84172806398353,213.0177484352768
30,31,0,1,1,85.91327830168512,274.65747999462826
52,10,1,1,1,88.57196475176008,278.3374340006796
32,23,1,1,1,82.30199463011004,261.1778723330611
39,27,1,1,1,95.82350888355217,295.033147188113
38,23,1,1,1,88.3024747425377,279.66914347487494
32,10,1,1,1,61.82449551513462,211.2697825574353
32,12,0,0,1,59.2754022553197,203.12872391929704
29,17,1,0,1,67.5179103650563,224.7951342854544
31,23,0,1,1,78.82133908406347,255.00217177535248
45,21,1,1,1,92.86160431118424,288.24396870382736
44,31,0,0,1,107.41609145064432,327.77731864752
25,15,0,1,1,58.821994386877854,203.07116114824987
37,20,1,1,1,82.34935627433295,264.3814271188217
26,11,1,0,1,53.754264486508426,188.6872306113586
19,28,1,1,1,67.91786879721816,225.9926157747814
33,20,0,1,1,76.01073300849562,244.29306698116096
34,15,1,1,1,70.64436996715472,232.6022109127869
27,34,1,0,1,89.05620146922746,283.5276812238984
33,17,1,0,1,73.31878875292449,237.9696158310203
30,18,1,1,1,69.05602396797296,229.7541200214683
41,18,1,1,1,86.7555819156918,270.85038671193354
30,6,1,1,1,53.20010185419416,187.60218697918847
39,18,0,1,1,80.77578369526196,260.6582490662296
27,26,1,0,1,74.84972825502113,246.59422610115084
44,30,1,0,1,104.71417988035248,321.73891496151214
19,29,1,1,1,72.52284156478092,238.1422016756026
36,29,0,1,1,93.46437545292804,290.97730113491446
26,25,1,1,1,74.93702319444698,242.7213129535169
28,13,1,0,1,60.43070136633436,205.953992501944
22,28,1,0,1,70.96034256059782,236.05192933978967
30,31,1,1,1,89.06015693516801,280.60087084705486
27,24,0,0,1,71.00245911204519,235.86860714066856
37,8,1,1,1,66.33156460159039,219.679388500855
20,27,1,1,1,68.76485071976495,228.93254026538128
24,32,1,1,1,82.18421990361135,264.97404529377195
32,10,0,0,1,59.98217661582069,202.8416379918876
47,17,1,1,1,93.96855670590206,290.36611011561695
22,13,0,1,1,49.10193290928446,175.72101208840064
28,16,1,1,1,63.97419661212257,215.50899274230784
29,17,1,0,1,67.47414523403178,223.71111634527085
40,23,0,0,1,89.7402667065672,279.7503529463583
25,21,1,1,1,68.02628709928322,228.1703808147823
27,10,1,1,1,53.47295748530848,189.0144682296462
35,20,0,0,1,78.79268502184766,248.9944009972592
35,20,0,1,1,80.63129943354973,257.3581283294381
41,26,1,0,1,95.03515101892006,293.3035536692635
28,17,1,0,1,64.69151746487236,216.1561590081559
33,25,1,0,1,83.72089213199126,266.07080227151414
25,20,1,1,1,65.14080198309526,219.41707831867967
30,12,1,1,1,63.08276547922262,214.5488139662988
22,12,0,0,1,48.409475813187385,174.98471272892343
24,20,1,1,1,64.28296244481798,217.47295893563563
33,28,1,1,1,87.45368106729177,278.4001745653477
31,33,1,1,1,95.5461413039586,296.6869519188616
29,16,1,0,1,65.06365395496277,215.7101697120973
35,16,1,0,1,69.87438787012582,232.03002128207876
31,22,1,0,1,77.43687938619561,249.33592010541557
29,33,1,1,1,89.73959196086767,283.80891474436976
37,16,1,0,1,75.55023430243979,244.07432285503893
39,18,0,1,1,80.52948297154002,257.8536737396951
33,12,0,0,1,64.3625515661972,214.32104278941523
44,21,0,0,1,89.66485659666589,279.40561214077456
60,17,0,1,1,109.37885560201602,330.25782159335984
34,19,1,1,1,74.74905261917316,246.02593073319437
24,15,0,1,1,56.40020637447196,195.4450035052097
38,18,1,1,1,80.17352723498122,257.31633925223264
34,14,1,1,1,71.92179698105417,232.4793326491123
26,17,1,1,1,62.95227512240768,208.55595033392976
30,19,1,1,1,71.87477366401248,235.9472631421656
34,22,1,0,1,79.17036360607038,254.41187952950284
30,35,0,1,1,94.90447567298848,298.13750914975066
22,10,1,1,1,46.4861208427449,171.3200418479054
29,18,0,0,1,67.2358332507611,225.1416425178146
35,20,1,1,1,80.58069629979448,258.8380866726963
24,14,1,1,1,57.23884487980296,195.45238994697883
25,19,0,1,1,64.35624464227097,216.20789807716497
12,11,1,0,1,34.060501243241106,138.83641871599377
38,13,1,0,1,74.40450358892791,241.37511700193676
33,26,1,0,1,84.39315635363796,269.5016348818757
32,24,1,1,1,81.40931047218389,260.9872144463533
13,29,1,1,1,62.35995924770086,211.2963813074645
19,11,0,0,1,41.916617939060906,157.6946382354192
19,16,1,1,1,52.018344534966566,187.81778496956807
32,12,0,1,1,63.286163571050885,212.2447663000501
34,15,1,1,1,70.56326348627141,232.5935269676989
33,19,1,1,1,77.15995948317477,246.9173120256699
35,18,0,1,1,77.4619961007241,248.34250267086017
15,14,1,1,1,45.50565057578668,169.78640679685842
20,28,1,1,1,70.88498522274801,237.2613034543018
22,21,1,1,1,63.17697249576206,215.7664063057202
27,24,0,1,1,75.63500836171855,244.46674653256437
18,22,0,0,1,56.93700908163588,198.5491862753856
38,19,1,1,1,82.04241601659648,261.3590666455269
24,26,1,1,1,74.38864889478441,239.7975837304284
33,26,1,0,1,86.12747470885041,271.6055588518104
24,23,0,0,1,66.9211430133144,222.63443843279128
27,21,0,1,1,69.35828507176744,229.34093079355333
43,17,1,1,1,85.84503932022513,271.8940883320167
32,25,1,1,1,83.76912698867699,269.21021528215147
44,20,1,1,1,93.10481530343864,290.5894857975801
43,11,1,0,1,74.98626339538718,243.7677323923765
30,30,1,1,1,88.25884558966054,276.845043856513
24,7,0,1,1,48.34412481332792,171.87327551674633
36,20,1,1,1,80.18280653575361,260.8664745457868
41,19,1,1,1,87.07094671548602,274.548476111045
36,13,1,1,1,71.71685609633485,233.43269020488492
36,23,1,1,1,85.57952290537591,269.393778635311
41,28,0,0,1,96.91079404389774,300.0270597986116
31,26,1,1,1,82.67086823816788,264.1051873153766
13,23,0,0,1,51.99288792212376,183.01887117571763
40,15,1,1,1,80.39258102863285,257.8165888789412
14,17,0,0,1,44.71927684464448,166.78638741707576
33,28,1,1,1,88.75428747860279,282.0272261734352
23,19,1,0,1,59.16916951523379,205.04946502192976
31,21,1,1,1,74.06604475348739,244.76667915224772
25,26,1,1,1,74.6606260608209,246.64723603262723
37,7,1,1,1,64.64234937212485,217.43249761637128
18,21,0,1,1,57.56398879181625,199.9216573384828
29,23,1,1,1,76.22055249819194,244.0688037967562
5,11,1,0,1,24.18384214486877,116.23488262661246
29,20,1,0,1,71.87151260354848,234.9816270536417
33,22,0,1,1,79.39846629319439,252.7500412533932
20,14,1,0,1,48.31486323810205,178.51684075189897
32,20,0,1,1,76.06120784091252,245.4390524212673
35,26,1,1,1,88.82718481651816,279.77466072477785
27,15,1,1,1,63.08384547597886,210.15012569814775
14,23,1,1,1,54.62676191546005,193.740136859796
19,18,0,1,1,55.27784028209047,191.83242046975897
27,19,1,1,1,67.45393493374928,226.4715684558564
33,17,1,1,1,74.34896772675276,240.1519167747593
39,14,0,1,1,75.86497864514307,242.75153566046816
29,17,1,1,1,67.77874684589868,227.11016696852604
27,18,0,1,1,64.77309110487123,216.9211108524807
32,20,1,0,1,74.35929865107398,242.99152003913264
47,21,1,1,1,98.16550640174232,305.06742287755776
28,32,1,1,1,88.11059832524168,279.212213377654
25,13,1,0,1,56.605238247156095,193.45981678953825
21,23,1,0,1,64.42848239553399,217.43938722846676
22,23,0,0,1,64.99725157814304,217.8944789075812
32,16,1,1,1,69.28558803655778,231.25109544076645
36,33,1,0,1,101.23468807251425,308.92324208396394
26,20,1,1,1,68.13009429837777,227.02639913967755
26,31,1,0,1,81.60966492504397,261.9925618400608
10,22,1,0,1,48.30835958139846,174.9713613171385
40,24,1,0,1,91.94700509927912,287.4133082407968
27,18,0,1,1,65.66536129595261,220.6997256558035
23,23,0,0,1,67.83593468260958,223.27509954570067
48,18,1,1,1,95.6182381466639,295.95942141790226
34,21,1,0,1,79.01543736722624,254.182678927934
24,15,0,0,1,56.84399544431649,194.282321191624
34,14,1,1,1,69.36260275453779,230.2162571929036
23,23,1,1,1,67.36977090961065,223.34020165976145
35,13,1,1,1,71.24336367812596,234.987059579287
23,25,1,1,1,72.33670920712208,240.24233233479103
29,25,0,0,1,77.54645377456512,252.47958506748355
34,16,0,0,1,70.53830755221097,230.52342199080084
35,5,0,0,1,55.83072375175412,194.81205411934448
30,21,0,0,1,74.44586096060087,240.20723902492145
20,27,0,1,1,68.07166950647024,228.60183873545256
21,11,0,1,1,49.01139543087859,175.5087930261652
38,27,1,1,1,95.41449723729416,299.68909913763093
29,28,1,1,1,82.72107211101485,266.346886596569
21,22,0,0,1,62.19514350009069,210.3030177715138
25,20,0,1,1,66.00870340922965,218.44356012910717
38,12,1,1,1,71.28780042131164,234.21883317017637
22,16,1,0,1,55.44419565396736,193.18958340852973
15,22,1,1,1,55.58779350530975,194.9334636200211
39,12,1,0,1,72.20384022494507,237.01459819840983
30,19,0,1,1,71.83993939243209,235.8770453358212
29,14,1,1,1,61.02069222609751,206.93609087539693
23,17,1,0,1,58.8628382783454,200.37466067776535
34,16,1,1,1,74.36438179846395,242.68997492195285
25,25,0,0,1,70.70733067708895,233.56983548075263
37,18,1,1,1,80.05420866026529,258.93264060970137
23,31,1,1,1,80.22993295271615,258.8267038095427
25,15,1,0,1,57.20526245019619,197.99412065047727
33,18,1,1,1,74.39688642423722,243.76802191208608
31,18,0,0,1,70.125667759065,230.34295683318723
29,24,1,1,1,79.58877303420857,254.7915503383529
27,23,1,1,1,74.70335540605237,243.48129134935613
38,22,0,0,1,86.25347780050645,269.9964989801658
17,23,0,0,1,56.65284870563232,200.5589192967744
30,26,1,1,1,80.64680071776623,258.60056046136754
38,21,0,1,1,83.62605250079255,266.461304388662
30,14,1,1,1,64.90176360185959,216.75566209933731
29,8,0,1,1,54.6017360655192,187.98492161815904
34,18,1,0,1,73.58074554652435,240.83505838658493
17,16,1,1,1,48.56503771282392,177.3140332763241
21,10,1,1,1,47.83399293211159,173.3876393555022
11,14,0,1,1,37.76684417459129,148.14789190320943
24,20,0,1,1,66.13703493050068,220.3361051422784
27,11,1,1,1,55.27965745335977,195.36049245646788
20,21,1,1,1,60.78906036366119,207.84887532290767
20,16,1,1,1,51.59441909321773,184.29525620828505
35,26,1,0,1,86.83995012895875,274.479536061625
33,13,0,0,1,64.61922519177743,215.45887440355608
23,20,0,1,1,62.09992674850859,210.11774467696316
28,20,0,1,1,70.16531551666175,231.53912055816377
24,26,0,0,1,72.1739099181092,236.12013871512872
43,29,1,1,1,103.7227760406842,316.75271814018595
28,12,1,1,1,58.13938477721375,199.45021784246583
