defendant_age,trial_length,prior_convictions,legal_representation,violent_crime,alternative_sentencing,recidivism
17,14,1,1,1,1,59.14162263348943
34,21,0,0,1,0,51.649913775960265
27,13,0,0,1,0,49.67022461175887
32,17,0,1,1,1,60.55453363760975
19,19,0,0,1,1,59.02525250767939
14,23,0,0,0,1,63.60882944104698
39,12,1,1,0,1,58.18663424257284
36,26,1,1,0,0,54.56706581997374
18,9,0,1,1,0,50.81916874252625
22,26,1,0,1,0,53.30849667868254
33,21,0,1,1,0,53.74974119513276
24,18,0,1,0,1,60.6251623453243
24,12,0,1,0,1,59.647358994835976
19,20,1,0,0,0,53.50984859532304
9,14,0,0,0,1,61.32793664627545
36,6,0,0,1,0,48.30289213483317
24,16,0,1,1,0,52.20631203547909
38,18,0,1,0,1,62.10933888160438
32,15,1,0,0,1,59.235173070693165
27,14,0,0,0,0,50.98647384676091
30,29,0,0,0,0,54.49645462108664
25,11,0,1,1,0,48.06068389226338
43,20,1,1,1,0,52.13548229038952
33,16,1,0,1,0,52.24923322947431
23,16,1,0,0,0,50.44576447641207
16,23,1,1,1,1,62.395069471854406
32,18,1,1,0,1,59.64678284025024
28,19,1,1,0,1,60.08795751788832
37,18,0,0,1,0,49.24376850133842
31,20,0,1,0,1,61.31316823669963
31,22,0,1,0,1,61.76631278351165
20,14,0,1,0,0,50.30649516728268
27,18,1,1,1,1,60.48555112319583
42,26,1,0,0,1,61.389947352886274
26,21,0,1,1,1,62.24664234747876
34,20,1,1,1,0,49.92686441972345
30,14,1,0,1,0,52.24876176428331
34,15,1,0,0,0,52.08326113680188
26,30,1,1,1,0,54.65994792246845
30,21,1,0,0,0,53.15156216769895
30,-3,0,0,0,0,47.42862445028376
16,18,0,1,1,1,61.66733914587476
34,21,0,1,1,0,51.47346306243946
27,9,0,0,0,0,48.57352344006192
41,20,1,1,1,0,51.45822099465316
33,26,1,1,1,1,61.87572406911156
27,19,0,0,1,1,61.55467653437817
42,12,0,0,1,0,49.994997032498
27,25,0,0,1,0,54.98351241686325
34,31,0,1,1,1,64.13022183776971
41,16,0,1,1,1,60.053640219062224
33,15,0,0,1,0,50.97397943112512
30,12,0,0,0,1,57.808574725267
22,12,0,0,1,0,49.30693217824406
28,22,0,1,1,1,62.25112541191269
26,30,0,1,0,1,63.307140773291
5,18,1,0,0,1,61.01170148829944
37,17,1,1,1,0,50.903835178397735
22,22,0,0,0,1,60.53316774346612
35,13,0,0,0,1,60.7562471581812
29,28,0,1,1,0,55.89349530928395
35,12,1,0,1,0,49.9388437786972
34,21,1,1,1,1,60.96451178418859
24,21,1,0,0,0,52.614235635934136
39,24,0,1,1,1,62.62289272714023
31,17,0,1,0,0,50.97421982235806
18,19,0,0,0,0,51.84188639927584
37,20,1,0,0,0,50.96189979444785
29,21,1,0,0,1,61.75575463962423
22,8,0,0,0,0,49.67073572640377
23,27,1,0,0,0,53.46998967037417
36,7,0,0,1,0,46.85653072232063
36,16,0,0,1,0,47.87896678934025
31,20,1,0,1,1,59.93634747278288
31,19,1,0,0,1,59.98915968593505
31,12,0,0,0,1,60.49378506114879
23,25,1,1,1,1,61.48350864501589
28,14,1,1,0,1,59.137072988199705
24,18,0,0,1,1,59.82377708658667
25,32,0,0,1,0,54.39433785382892
24,22,0,0,1,0,53.14415237548863
37,25,1,0,0,0,52.63146017590602
22,17,1,1,1,1,62.34235040946377
36,25,1,0,0,0,54.86219979724341
28,18,1,0,0,1,61.609675698952216
22,13,1,0,1,0,49.51164592351635
22,17,0,0,0,0,52.63388233375136
37,28,0,0,0,0,55.00327135679839
16,12,1,0,1,0,49.35342858551045
27,28,0,1,0,1,64.37140102900743
28,18,1,1,0,1,59.06869505710595
29,17,1,0,0,0,50.929857829751015
30,13,0,1,1,1,60.05940644686558
9,25,1,1,1,1,62.34472295597909
23,17,0,0,1,1,59.12881764859618
29,18,1,0,1,0,50.69451275739107
34,19,1,0,1,0,52.48262486862182
26,17,1,0,1,0,51.65549078429168
32,23,1,1,0,1,61.08711194963751
24,22,0,0,0,0,53.600914459365846
17,15,0,1,0,1,61.56700330095803
22,16,0,0,1,1,60.41159515801375
25,7,1,0,1,0,47.39929337053401
35,12,0,0,1,0,49.7423716264838
20,23,0,1,0,1,64.5539785356236
34,20,0,0,1,0,52.32198172913924
52,8,0,0,1,0,47.49327463692536
26,25,1,1,1,1,62.344445509982485
36,20,0,0,0,1,57.77398511558347
43,23,0,0,1,1,60.52882361759475
13,15,0,1,1,1,59.04626423110426
27,5,0,1,0,1,57.10586579667535
19,18,0,0,0,1,60.789124245216726
32,22,1,0,0,1,61.1806222477793
35,20,1,0,0,0,49.94312885522884
37,10,0,0,1,0,50.76766431658835
27,22,0,1,1,1,61.859471378859865
30,17,0,0,0,0,51.32545116951171
34,22,0,1,1,1,61.45800678611198
51,19,1,1,1,0,49.88792469935643
43,20,0,0,1,1,57.998349746185085
23,18,0,1,1,0,51.78593130096849
32,25,0,0,1,0,53.77781455827773
9,15,0,0,0,1,61.99075771154083
31,14,0,0,0,0,50.27641960837703
34,25,1,0,0,0,54.31708535306571
28,26,1,0,1,0,53.2711752048241
28,23,0,1,0,1,64.27977187307339
34,23,1,1,0,1,61.26447311580028
50,23,0,0,1,1,61.195663494924624
30,15,0,0,1,1,60.29271459544287
21,14,1,0,0,1,59.834812671606464
21,22,1,1,0,0,54.79276797513366
29,16,0,0,0,1,59.76845640450457
25,21,1,0,1,1,60.51117091468283
29,25,1,0,0,0,53.91041909151413
35,19,1,1,0,1,61.76216400594853
45,23,0,0,0,0,51.70582229054973
38,10,1,0,0,1,58.19358971114133
32,23,0,0,1,0,52.622602242724426
21,30,1,1,0,1,64.62116103518673
25,25,1,0,0,1,62.48523557760639
41,11,0,0,1,0,49.6511954698496
24,19,1,1,0,0,52.229417821242336
21,9,0,1,1,0,48.54064881063657
28,20,0,0,0,0,51.97006028316602
38,19,0,0,0,0,51.092334181885775
29,19,1,0,0,1,60.4973365691502
28,27,0,1,1,0,53.45968085970624
22,22,1,0,1,0,52.51425631637799
29,18,1,1,0,0,51.74134800889012
30,22,0,1,0,1,63.47011759179448
43,18,0,1,1,1,60.85512446701903
21,12,0,0,1,1,57.60813756001978
26,15,1,1,1,1,59.64406344034061
19,17,0,0,1,1,60.64173069848989
47,18,1,0,1,0,49.89323910698764
36,14,0,0,0,1,58.8017005970259
34,20,0,1,1,1,61.4289780295892
31,13,1,0,1,0,50.47659995066832
19,24,0,0,1,1,62.45884211424343
43,27,0,1,1,0,52.88658563280348
30,17,0,0,0,1,58.45963972576951
36,7,1,1,1,0,48.67853720553379
37,15,1,0,0,0,50.066942618433885
30,30,0,1,1,1,62.412061425340006
25,10,0,0,0,1,58.43976050822369
19,17,0,1,1,1,60.00465702471776
27,14,0,0,0,1,57.62540082141658
41,25,1,0,0,1,61.11079152518099
41,21,0,1,0,1,58.80328904742667
37,12,1,0,1,0,49.17193665192205
38,28,1,0,0,1,62.89089967518477
36,5,1,1,1,0,48.44338844698282
37,23,0,0,1,0,51.18426936198263
37,16,0,1,1,1,59.52226040983413
28,22,1,1,1,0,53.35361038307855
28,25,0,1,1,0,51.89174577952939
37,22,1,1,0,1,61.23074265622185
21,15,0,0,0,1,58.26153171399267
31,20,0,1,0,1,61.15551403602818
43,22,0,0,0,1,60.80057752564685
41,19,0,0,0,1,61.014860590122936
27,22,1,1,1,0,53.41852911587802
29,22,1,0,1,0,52.84867157259247
36,34,0,0,1,0,56.658630175904406
31,22,1,1,1,1,62.04483941172536
43,16,0,0,0,1,60.47289132488504
20,15,1,0,0,1,60.83174730699952
33,29,1,0,1,0,55.64529510467652
15,20,0,0,1,1,61.59520369263348
16,16,0,0,0,1,61.29379034779157
35,18,0,1,1,0,51.38737190676124
41,13,0,1,1,1,58.895719715426175
31,17,1,1,1,1,57.99000210836684
31,22,0,0,0,0,52.93196450219993
27,15,0,0,0,1,56.87905963607214
35,22,1,0,1,0,51.95293936199205
32,24,0,1,0,0,53.67347952338274
31,20,0,1,0,1,62.07741534503212
17,26,1,0,0,0,55.04957576632337
32,18,1,0,1,1,60.37287505775756
26,21,1,1,1,0,52.16913079454447
20,19,1,0,1,0,50.80652862909468
14,28,0,0,1,0,54.08180044954738
37,24,1,1,1,1,62.92816231186289
39,14,1,0,0,1,59.32399378264277
19,12,0,1,1,1,58.03702956598146
23,22,1,0,0,1,61.95696522560432
33,29,0,1,0,1,64.07878779981989
22,25,1,0,0,1,63.35765329243229
33,10,1,0,1,0,48.825761389485095
49,23,1,0,1,0,51.15322536822999
38,19,1,0,0,1,59.00095188715659
21,24,1,0,0,0,53.742807995739824
33,15,0,0,1,1,58.257631410125335
26,10,0,0,0,0,51.91026642771444
27,22,0,0,1,1,60.486640552700536
40,28,1,0,1,1,62.09663366804559
34,23,0,0,1,0,51.50486941032741
43,26,0,1,0,1,62.93050438887514
34,17,0,0,1,0,50.00298365605727
32,26,0,0,0,1,62.49458612998417
22,29,0,1,1,1,64.29623449652325
29,16,1,0,1,0,49.37051575846656
27,25,0,0,0,1,63.36325336629678
25,13,0,1,0,1,57.93609353522911
23,22,1,1,1,0,53.46919326042318
27,17,0,1,1,0,51.85139414813531
22,24,1,0,0,1,62.19943548103174
22,15,1,0,0,0,51.7256093784319
31,18,0,1,1,1,60.29358958738401
35,29,0,1,0,1,62.57130442492422
33,10,0,0,1,0,48.949029007484825
29,22,0,0,0,0,53.39873843986639
27,14,0,0,1,1,59.78452270589344
17,23,0,0,1,0,53.370693826481805
23,19,0,0,1,0,51.958144824583655
34,27,0,0,1,0,52.99361474905215
28,19,1,1,1,0,51.63398449035177
23,20,0,0,1,0,51.82090162612121
22,24,0,1,0,1,61.47215983560062
41,21,1,1,1,0,51.96815029753102
30,26,1,1,0,1,60.44751809344998
44,26,1,1,1,0,53.128381325527215
35,27,0,1,1,0,52.89377374279907
25,19,0,1,0,0,52.3752370530783
40,21,0,0,0,0,51.88297319544792
17,34,1,0,0,1,65.88074129857942
20,18,0,0,0,0,52.06775318687174
23,20,1,1,0,0,53.50879084435506
25,22,0,1,1,0,52.98626748419176
40,21,0,1,0,1,60.95778210656234
27,17,1,1,1,0,53.04292883942723
33,30,1,0,1,0,54.92264384746502
30,30,1,1,1,1,62.25368352056998
25,19,0,0,0,0,52.64895337768724
26,18,1,0,0,0,53.29945045580702
32,23,0,1,1,1,61.65046102150342
32,17,0,0,0,0,51.16645092342675
34,13,1,0,0,0,50.72263792227603
39,20,0,1,0,1,61.61870440860252
40,24,0,0,1,1,62.53629631991766
18,19,0,1,1,1,62.26036458201973
24,10,1,0,1,0,48.00371715072525
36,17,0,0,1,0,50.32176594997912
25,23,1,1,0,0,54.37346619673544
32,14,0,1,1,0,51.27707263305807
26,20,1,1,0,1,61.21082754478672
20,23,1,1,0,1,62.06418004913217
39,40,1,0,0,0,58.22587650045608
37,12,1,1,0,0,49.19549104494511
24,20,0,0,1,1,60.91811094868272
28,24,0,1,0,0,52.63862209650768
26,17,0,1,1,1,60.92360391066247
29,21,0,0,1,1,60.53536672515306
40,23,0,1,0,1,62.14280614923784
37,19,0,0,1,0,53.60201865854495
24,12,1,1,1,1,59.38481004828305
23,29,1,0,0,0,54.31823849102229
17,20,0,1,0,1,60.74770168573959
26,20,1,0,1,0,51.44115535772998
23,15,1,0,1,0,51.651914629911246
27,16,1,0,1,0,53.39498641076396
23,22,0,1,1,1,61.89107333466728
32,22,0,1,1,1,61.98054258560125
32,20,0,1,1,0,50.20580787101768
25,14,1,0,1,0,51.16021769901048
32,14,0,1,0,1,58.701486199481074
31,17,0,0,1,0,53.05968860698617
34,15,1,0,0,0,50.39768797251504
40,21,0,1,1,1,61.20884822991256
24,37,0,1,0,1,63.64502944411261
46,14,1,1,1,0,49.46738156227343
28,24,1,0,1,0,50.63052155506648
22,21,1,0,0,1,61.72277109912336
29,21,0,0,0,1,61.15361656618023
34,18,0,0,1,0,51.33565733661294
42,14,0,0,1,1,58.28923681259176
23,17,1,1,1,0,51.74523930756543
32,10,0,0,0,0,48.82320257201855
16,15,1,0,1,1,61.49150368945307
33,23,1,0,1,0,52.26005843755142
35,28,0,0,1,0,53.43008980673154
