student_age,parent_education_years,school_quality_index,household_income,gender,minority_status,special_education_status,teacher_experience_years,tutoring_hours,academic_performance_score
12,32,10,13,1,1,1,14,33,277.15867279753155
6,31,12,14,1,0,1,12,35,288.25647679775886
12,23,2,11,1,0,0,9,28,245.64974488996003
13,33,5,12,1,0,1,13,28,248.70490360542107
11,27,12,16,0,1,1,11,33,274.4137904590357
8,28,13,15,1,1,0,10,37,298.9532514583806
8,29,12,13,1,1,1,9,32,268.8047421919867
8,32,7,15,0,1,0,16,32,272.6662600525774
13,32,7,13,1,0,1,10,28,253.74898355604387
9,32,4,14,1,1,0,12,28,246.1056966495962
11,29,7,16,1,0,1,13,27,241.574474741616
6,31,7,10,0,1,1,13,32,270.91865669344344
10,35,5,16,0,1,1,8,25,235.28366508831775
9,30,16,17,1,1,1,10,35,286.5287323573033
10,31,11,13,1,1,1,10,30,255.3128000828556
9,28,9,13,1,1,1,13,29,249.0669250112745
11,30,7,14,0,1,0,14,33,275.68244462323514
10,29,9,18,0,0,1,14,31,264.89607122306734
10,29,6,11,1,0,1,13,28,245.88496528777728
11,29,17,14,0,1,1,12,37,297.6944303970332
3,26,6,20,0,1,1,11,26,227.88564234356403
15,34,8,11,1,1,1,12,31,268.2837648142045
7,29,7,13,1,1,1,12,28,242.20092739272712
9,30,9,15,1,1,1,13,30,258.1780310953199
10,28,9,14,1,0,1,11,33,273.90104414436547
6,28,5,13,0,0,0,13,30,256.1970667315449
9,25,6,16,1,1,0,13,30,256.4929921334096
5,29,8,15,0,1,1,12,30,253.7746291872644
12,26,5,17,1,1,1,13,30,261.6205611285474
9,31,6,15,1,1,1,11,30,262.7095454896996
9,31,10,19,1,1,0,10,31,265.1594480761774
14,30,6,13,1,0,1,14,30,260.4020044883231
8,27,13,12,1,1,1,11,34,277.7406125806148
11,27,10,13,1,0,1,11,32,265.6872382691888
7,34,10,9,1,1,0,12,33,279.8387963845525
7,34,6,18,1,1,1,14,27,243.231927699957
12,28,9,14,1,1,0,12,32,269.33301504463185
11,31,4,11,1,0,0,15,28,249.0123915653475
10,31,2,15,1,0,1,9,26,238.58474519460103
11,30,3,16,1,1,0,12,25,231.07168472154467
8,29,6,13,0,1,1,12,27,235.8377091242423
14,31,6,11,1,1,1,8,23,217.36039461007485
7,30,4,15,1,0,1,12,30,260.7192843329185
7,26,11,11,1,1,1,10,34,276.76449667533973
4,31,9,13,1,0,0,12,28,242.78887659980015
6,32,12,11,1,0,1,9,32,269.3033011970369
7,31,10,13,0,1,1,14,34,282.468214584817
7,30,4,18,0,1,1,14,30,263.8448892816916
7,31,7,12,1,1,0,15,32,270.40028084851895
11,32,8,18,0,1,0,13,31,267.6662183370192
9,26,10,11,0,0,0,13,32,260.1214807941354
10,31,3,13,1,0,1,10,25,233.09003328718887
6,27,6,15,1,1,1,13,27,235.41215905281027
5,27,12,10,1,1,0,13,34,275.3501439101254
13,29,15,14,0,1,1,10,36,293.6822044297785
10,28,10,10,1,1,1,14,34,281.61502151331604
9,29,13,11,1,1,0,15,38,305.03351990455855
8,35,9,16,1,1,0,15,32,275.53193666866974
9,30,6,13,1,1,0,14,30,259.3575662427399
11,31,3,10,1,1,1,10,27,241.347543137188
6,29,3,13,1,1,1,16,26,231.36382745064472
11,31,11,12,1,1,1,14,32,268.6487488008996
8,29,11,13,0,0,1,12,31,259.779180579275
13,27,4,15,1,0,0,11,29,255.69806671468055
10,31,10,12,0,1,1,13,32,268.3188004728664
10,28,13,9,1,0,1,14,37,296.3318412967335
11,27,11,14,1,1,1,12,33,272.9502784590898
8,31,8,14,0,1,1,17,32,269.1030076228177
9,29,8,18,1,1,0,12,32,272.0301549165454
10,29,8,16,1,1,1,9,28,246.30703862380247
10,33,7,18,1,1,0,13,27,239.99382585080684
9,27,11,13,0,1,0,11,35,284.51112065338725
9,31,1,13,1,1,0,11,26,239.172630298679
6,30,8,13,0,1,1,12,29,252.1827694182681
11,26,6,12,1,1,1,15,31,260.96742172740466
9,28,9,9,1,1,1,12,30,254.021742699976
9,32,11,16,0,1,1,11,34,285.0687072561499
13,30,4,17,0,1,1,13,29,254.6867492039047
11,32,3,11,1,1,1,12,26,238.3436855641679
13,25,7,9,1,1,1,9,32,265.92476481130217
8,28,8,14,0,1,1,10,27,237.1000204592601
5,29,5,14,0,1,0,12,29,251.0092406500287
14,28,5,10,1,1,1,12,31,266.4568458796297
15,31,3,12,1,1,0,11,27,242.43328837271596
8,28,9,13,0,1,0,10,31,259.9807490054288
8,31,6,12,0,1,1,14,31,265.51727510307086
12,29,4,16,1,1,0,15,29,254.68958512843557
12,33,9,17,1,1,1,11,28,248.75101672621616
12,29,4,13,1,1,1,12,26,236.27047154564795
9,29,7,19,0,1,1,10,30,259.55687660759605
15,29,4,12,1,1,1,10,26,236.7952612613352
7,29,11,15,1,1,1,8,30,257.803445196546
4,28,9,16,0,0,1,11,29,249.69368457287047
9,29,12,10,0,1,1,11,34,279.6150562926477
8,31,10,16,1,0,1,12,33,276.3029078283332
11,29,7,11,1,0,1,8,29,252.90610250619756
10,32,8,10,0,1,1,12,31,264.4797224887948
8,32,5,12,0,0,0,13,31,268.51060739280115
7,26,8,14,1,1,0,12,33,273.6207113001546
11,31,3,15,1,1,0,17,29,257.5713203972778
11,31,4,11,0,1,1,11,27,243.17073650744345
9,28,5,10,1,1,1,12,27,238.321911878441
12,31,8,13,1,1,1,10,28,247.59775250633905
5,32,10,15,0,0,1,12,30,257.5328015021469
7,29,8,11,1,1,1,12,30,255.97115947895745
9,29,5,7,1,0,1,10,28,246.08646247731016
11,30,9,14,1,1,1,13,30,256.981315440984
6,33,9,14,0,1,0,11,31,263.7440567367182
8,27,11,9,1,1,1,11,33,270.5430105643931
11,27,0,16,1,1,0,10,22,212.81657738980564
10,31,7,15,0,1,0,14,31,265.9112561021984
10,29,6,12,1,1,0,9,28,247.59412060131345
14,29,1,15,0,1,1,9,24,225.34675616997416
12,31,5,12,1,1,0,10,32,278.15328514670534
8,32,7,15,1,1,1,11,30,264.48062088976684
9,30,5,11,1,1,1,12,28,246.18940695511884
7,32,3,12,1,1,1,12,27,246.4942676775471
5,26,6,11,1,1,0,6,28,242.01200472517223
11,29,6,13,1,1,1,13,28,244.3807616181148
9,32,8,11,1,1,1,7,27,243.2073235230428
10,30,7,11,1,1,0,12,31,263.9866818137299
11,29,6,13,1,0,1,14,31,268.2238438875975
13,28,12,11,1,0,1,11,35,284.5814016294677
13,28,8,16,1,1,0,9,29,251.8401655429827
12,29,8,9,1,0,1,7,30,259.9529852350529
9,31,11,13,1,1,0,9,29,248.7820204909299
10,29,8,13,1,0,1,13,30,257.05665354115206
8,30,10,15,0,1,0,11,33,275.70462003272934
5,31,15,17,1,0,1,13,32,264.7499527695127
11,31,11,12,1,1,0,9,33,279.1234352197404
8,30,4,15,1,1,1,13,27,241.7397620195339
9,31,11,16,1,0,0,11,34,279.8092728347308
11,34,6,14,0,0,0,14,29,256.9185009126474
9,27,8,10,1,1,1,10,31,262.2176227473823
12,31,4,15,1,1,0,10,28,252.8211039385943
7,31,6,10,0,0,1,10,29,253.048834031568
10,31,8,14,1,1,1,12,28,246.53188280983144
10,29,7,14,1,1,1,11,30,258.910907494575
10,30,5,18,0,1,0,10,28,249.95879161318527
12,31,7,14,1,1,1,15,31,269.4469369259687
7,30,8,14,1,1,1,13,28,246.63664660079573
8,31,7,17,1,1,1,10,26,236.22448199541063
10,26,4,14,1,1,0,12,31,264.33956315689335
11,30,2,15,1,0,1,10,23,219.0543940664192
14,29,7,14,0,1,1,11,31,268.183537611896
8,32,8,12,1,1,0,14,32,271.0336979169276
13,29,4,15,1,1,1,11,25,228.962822524663
12,32,9,15,1,1,1,11,28,245.1000688990771
9,28,7,10,1,1,1,8,32,270.37654438497185
12,30,8,14,1,1,0,9,31,264.87578707927435
11,32,9,13,0,0,1,11,31,268.22871574583274
13,32,3,12,0,1,1,13,26,236.466464289133
9,33,3,15,1,0,0,12,28,253.5853006521789
11,29,9,18,1,0,1,14,33,276.7863694659192
7,33,6,16,1,1,1,11,26,237.9143674358332
9,23,9,13,1,0,1,11,31,257.041476658906
6,28,8,13,0,1,1,12,29,246.0115995897569
10,28,6,19,0,1,1,14,28,245.36614507647863
9,32,5,15,1,1,1,10,27,245.3987354364196
9,24,6,13,1,0,1,11,31,262.9421185197985
8,31,7,11,1,1,1,13,31,263.87897296683144
7,30,4,12,1,1,1,10,27,240.4762168810887
12,32,8,16,1,0,1,10,28,251.86360391429525
6,31,9,13,0,1,0,10,29,249.67523207568257
12,30,9,17,1,0,1,10,30,262.945481137572
6,31,4,17,1,1,1,9,25,230.83526030817092
11,30,13,13,1,1,1,10,35,288.8880043764282
5,25,12,14,1,1,1,11,32,260.3073801205358
5,28,3,14,1,1,1,11,26,233.98541754876692
10,33,11,11,1,1,0,10,35,291.2386987098052
9,30,9,14,0,1,1,10,30,256.1620734877516
10,30,9,14,1,1,1,9,28,242.6361887921598
7,30,4,17,1,0,1,10,27,244.9090978613576
12,29,4,13,1,1,0,12,26,234.45534062559608
7,31,7,12,1,1,0,9,29,253.40795159919344
13,31,7,13,1,1,1,14,32,274.7970138138107
12,29,6,15,1,0,1,10,27,240.5321676277177
13,30,12,12,1,0,0,12,33,274.3202122609223
5,28,1,10,1,1,0,10,24,219.8625133910502
4,28,2,12,0,1,1,11,26,232.1437626848536
11,27,12,9,1,1,1,11,34,277.762045188573
11,30,1,17,1,1,1,14,24,225.66995113169733
10,28,3,13,1,1,1,11,27,242.8446142231916
7,25,3,18,1,1,0,11,27,240.60850701582157
12,30,10,10,0,0,0,12,34,279.85981365709813
6,28,11,10,1,1,1,14,34,278.5786849150143
4,29,12,13,1,1,1,10,32,263.4557111754415
6,28,8,17,1,0,0,11,31,263.2495996719871
7,31,6,14,1,1,1,14,32,274.16574943428725
7,28,6,12,1,1,1,10,31,264.24952058623586
7,27,3,16,0,1,1,10,25,225.7632088923485
12,32,2,12,0,0,1,10,26,238.6391160269497
7,29,13,10,1,0,1,7,30,251.5813636537189
12,28,4,14,1,0,1,11,27,244.03200536030133
12,29,9,13,1,0,0,10,31,263.0023962995609
9,28,7,9,1,1,1,11,28,242.224796292094
14,27,6,13,0,1,1,11,30,258.56376896333074
13,25,4,13,1,0,0,9,26,233.2643715744095
9,31,8,11,1,1,1,9,32,274.07981818983325
10,25,4,14,0,0,1,13,27,237.70755747094256
6,27,12,10,1,0,1,12,34,276.8696989532415
10,29,5,15,1,1,0,13,31,266.01075665316665
7,34,5,12,1,1,0,11,28,249.81652615386895
5,31,10,13,1,1,1,13,33,275.7387795628794
15,26,13,6,1,1,0,12,38,302.5827779136509
8,32,11,20,1,0,1,11,30,258.87141024433635
10,29,2,18,0,1,1,12,25,229.51752047833725
13,31,3,12,1,0,0,10,29,258.87449295775366
9,34,9,14,1,0,0,12,30,261.2790638827027
3,32,4,15,0,1,1,12,28,247.76628221453447
3,30,12,12,1,1,0,10,33,272.5387326525416
7,29,8,14,1,1,1,10,31,264.7348309256972
15,32,13,16,1,1,0,7,26,230.48633152474255
9,30,9,18,1,0,0,12,32,270.04671050048887
8,28,6,20,1,1,1,12,31,266.9998537829666
11,27,8,15,0,0,1,12,30,256.3144927531809
12,29,4,11,1,0,0,13,29,257.9840545695452
7,26,15,9,1,0,0,10,34,273.4519476123454
10,27,7,16,1,1,1,11,29,251.7383873587288
7,31,14,18,1,1,0,13,36,293.4131686261367
8,29,8,17,0,1,1,13,32,268.07522768172106
16,31,4,7,0,1,1,18,32,272.14461391046143
4,27,5,12,1,1,1,12,30,256.669131318419
7,32,10,12,1,1,1,11,30,254.83237788101212
14,32,12,15,1,1,1,13,31,264.31342694021464
10,28,7,11,1,0,1,7,26,235.1350275668629
10,29,7,15,1,1,1,10,28,246.5015627370153
8,31,7,10,0,1,0,12,30,257.80887223350413
9,30,9,9,0,1,0,14,33,275.68580355123265
12,29,11,17,0,1,1,9,30,258.65950373787297
7,33,8,13,1,1,1,12,27,240.80973996348152
8,29,8,14,0,0,1,10,30,259.2285491268932
9,28,7,10,1,1,0,14,30,252.57948291166403
12,30,4,9,0,0,1,12,27,242.64326172560783
11,28,3,16,1,1,1,12,25,228.99786541121816
13,31,7,10,1,0,0,12,28,248.22298497461125
15,29,9,14,0,1,0,10,29,251.88690001547263
4,28,9,9,1,0,0,10,32,267.5162831356426
11,33,5,15,1,0,1,12,28,251.51768395618743
10,24,8,16,1,1,0,10,29,247.43053982208005
10,28,5,10,1,1,0,13,28,241.5038616869976
11,28,16,13,1,1,1,12,36,290.33613998574907
12,32,7,17,1,1,1,9,27,242.85424131969864
6,30,5,15,1,1,1,11,28,244.8493229646261
13,32,10,8,1,1,1,8,28,244.49353941592705
12,28,7,14,0,1,0,10,30,257.66730196495223
11,27,6,10,1,1,1,11,31,263.9086332967499
5,30,10,17,1,0,0,14,32,269.27225307151525
4,26,13,15,1,1,0,8,32,263.48113787054297
11,29,10,12,0,1,1,9,32,268.2302031182928
8,30,13,17,1,1,1,8,29,249.79129895531315
10,28,10,18,1,1,0,11,30,255.8209034873552
13,27,6,16,0,0,0,12,32,271.1790536567269
12,30,4,14,0,1,1,13,25,228.39209422147349
13,31,2,11,1,1,0,14,26,238.729147827543
9,29,3,14,0,1,1,13,26,233.2376298650428
10,27,4,11,1,1,1,9,26,234.91239826630064
6,26,10,12,1,0,0,13,34,279.8524358744027
12,30,3,16,0,1,0,11,26,239.53839237196644
7,30,6,14,0,1,1,11,31,266.7133827383557
10,28,10,15,1,1,1,12,33,273.4248288458041
9,24,8,11,1,0,1,10,31,258.4274172988209
15,32,8,15,1,1,0,9,29,255.7590389242972
8,25,1,10,1,0,1,11,24,217.9015954953448
12,31,7,18,0,0,0,13,28,248.83276319232948
8,29,10,14,0,1,1,9,31,263.1415641240937
11,31,10,19,1,1,1,11,29,253.32270725255023
8,30,11,15,1,1,0,10,32,270.8444076013996
13,28,9,15,1,1,0,14,35,287.27108834041866
3,34,4,10,0,1,1,11,25,228.47167781496125
15,31,10,14,1,0,0,9,31,267.04662228026206
7,28,7,12,0,0,1,13,31,261.26693691486275
11,27,5,14,1,1,1,9,28,245.45472060680748
10,32,8,17,1,0,1,12,26,236.1958205784011
15,28,10,10,1,1,0,12,33,273.9380061038594
10,27,16,13,1,1,1,8,34,278.7821932659178
10,28,3,17,0,0,1,11,30,260.8315575429155
13,31,7,12,1,1,1,8,24,220.33061205612387
7,26,9,18,1,1,1,10,28,241.54702809229988
14,36,12,12,1,1,1,11,33,282.9701613925049
5,28,8,17,0,1,1,9,28,246.05799295308768
13,29,6,21,1,1,1,13,30,263.66059405604545
11,29,11,13,1,0,1,10,31,263.6851179994754
11,33,8,14,1,1,0,11,29,253.96267943188815
11,29,2,10,1,1,1,11,25,230.49775302170352
10,27,11,22,1,1,0,13,33,275.34795091699374
8,31,9,15,1,0,1,11,30,259.8203340051089
8,29,12,7,0,0,0,7,32,262.0326202327051
10,31,7,14,1,1,1,14,30,259.1058203343998
11,29,4,12,0,1,0,10,26,232.49679671171123
7,29,13,12,1,0,1,13,34,278.1554079770088
12,26,5,15,1,0,1,11,30,259.1458253466405
10,37,12,16,0,1,0,12,33,281.6721105668805
7,24,4,17,0,1,1,15,30,254.4577339292248
7,32,6,11,1,0,1,15,30,262.43328756651294
9,28,7,16,1,0,1,9,27,238.93142945977527
7,32,7,11,1,0,1,10,28,246.49864675888105
6,27,10,8,1,1,1,14,33,269.5373277552399
7,30,8,13,0,1,1,13,31,261.21658560180543
11,28,9,13,0,1,1,9,30,256.0268861864875
10,27,10,8,1,0,0,11,32,267.18571719377354
6,34,13,14,1,1,1,12,32,268.90961060096936
11,29,8,11,1,0,0,11,34,280.5874214975562
13,33,10,16,1,0,0,13,33,283.5594392925996
6,26,5,16,1,0,1,11,28,245.4022467019193
13,26,14,10,0,0,1,14,37,294.1506997738556
11,30,5,10,1,1,0,13,28,244.81161399061568
10,34,7,11,1,0,0,13,29,255.0145404363586
15,28,6,12,0,0,1,11,28,251.32998502113716
15,32,3,14,1,1,0,10,25,233.56687264413077
11,26,8,18,1,0,0,12,31,261.4890589567373
2,32,6,10,1,1,1,12,29,250.9135002175778
14,32,3,15,1,1,1,10,24,229.282459645395
10,29,8,8,1,0,0,11,31,262.1117115015496
10,28,10,11,1,1,1,14,34,280.32159728586834
13,30,14,16,0,1,1,9,33,274.55559899737847
9,30,5,14,0,1,1,10,28,246.7397938778601
11,28,8,12,0,1,0,9,29,251.21412823211932
9,30,6,14,1,1,0,11,26,231.7363972631829
10,27,10,12,0,1,0,11,35,283.7697424351804
12,34,8,16,1,1,0,11,29,254.65864090482688
9,33,2,15,1,1,1,12,23,222.62398434177308
11,29,9,20,0,0,0,12,33,276.1764942941324
9,29,10,15,1,0,1,9,31,264.97084412559263
9,30,8,16,0,1,1,12,27,237.04472110134276
9,27,6,11,0,1,1,11,31,259.66008216888923
10,30,8,12,1,1,1,13,32,271.4294095580613
6,30,9,14,1,0,1,11,29,251.4232833394489
13,31,10,13,1,0,1,11,33,277.4198518242165
10,26,2,16,0,1,1,8,24,221.18449323428987
14,31,9,11,1,0,1,11,32,270.28740746256136
9,32,6,15,1,0,0,12,30,263.4735076885136
8,30,10,16,1,1,1,10,30,258.1971868013419
11,27,7,16,1,0,1,16,33,277.48037926272985
11,31,4,8,1,0,0,9,28,246.13506770534576
15,34,5,10,1,0,0,12,28,254.90533339668815
9,33,8,14,1,1,1,13,30,261.1218684671943
8,27,5,14,1,1,1,13,28,245.0248698116476
8,32,12,14,1,1,1,11,32,270.33460479723374
17,33,11,18,1,1,1,11,29,255.78445968256895
12,30,7,9,1,1,1,7,27,240.7440527984648
7,29,7,16,1,1,1,11,27,238.6321361008725
12,31,3,14,1,1,1,14,26,236.8901033214033
8,30,9,12,0,1,1,9,31,263.54950764056525
5,32,12,10,1,0,0,13,34,281.6077727497441
11,28,6,11,1,0,0,9,26,230.4701579491659
7,32,7,17,0,1,1,10,27,240.87350177716235
9,28,7,10,0,1,1,15,34,279.8858322462594
11,31,7,12,1,0,1,9,26,234.26523811232371
9,31,6,15,0,1,1,12,30,260.50226549659243
7,30,5,14,1,0,1,13,27,241.2696198052936
10,29,10,11,1,1,1,10,31,260.22765277949725
12,31,10,14,1,1,1,11,31,265.874566011938
12,30,8,17,1,1,0,10,30,260.2854162741434
6,26,7,11,1,1,1,15,33,271.4824260511158
7,33,10,15,0,1,0,9,32,271.3001188406827
10,29,7,16,0,1,0,12,30,261.0636935560692
10,32,2,9,1,0,1,11,26,240.8761057603978
11,27,9,12,0,1,0,12,32,266.8187391045567
11,31,5,19,1,1,1,12,26,238.5508017999325
7,32,9,13,0,0,0,11,32,272.2037572553553
14,31,9,17,1,1,1,10,30,260.54245680271697
11,31,10,10,0,0,1,14,34,279.5665776031814
12,26,9,15,1,1,1,10,31,262.3349451668483
9,30,9,8,1,1,1,11,31,265.4143967833818
9,29,4,17,1,0,1,15,28,247.5810737209028
7,29,5,12,1,0,1,11,27,241.14874031775585
14,29,10,15,1,1,1,12,32,273.80088338862345
8,30,13,15,1,1,1,14,33,273.0091614565457
8,31,9,12,1,1,0,12,34,283.2599359618381
9,29,6,18,1,1,0,10,29,253.2582241613925
14,30,13,16,1,0,1,9,31,265.8157333920309
14,31,7,13,1,0,0,11,32,274.123592096046
13,32,5,15,1,0,0,12,29,257.72286692433323
8,30,2,14,0,0,1,12,25,230.3634583411796
14,33,6,14,1,0,1,8,23,222.01266640812224
10,28,5,15,1,1,1,8,26,236.25246989809452
9,30,9,18,1,1,1,9,26,233.00714425459785
10,30,6,13,1,1,1,14,29,254.2978078828852
10,32,12,14,1,1,0,12,32,272.16735900051134
7,26,6,11,0,1,1,11,31,263.62041232185777
6,31,10,12,1,1,0,11,31,265.05248142218585
3,29,5,11,0,0,1,11,28,242.5015657027912
8,28,7,16,1,1,0,13,34,287.6222975553925
7,30,9,9,1,1,1,16,34,280.78851361570054
10,31,4,14,0,1,1,13,26,234.30161129374
12,26,8,12,1,1,1,7,29,250.0614428188485
11,31,7,15,1,1,0,10,29,253.38503407070013
8,26,7,14,0,1,1,12,29,246.51869919630647
7,33,9,13,1,1,0,13,34,285.62532269255905
16,27,5,13,1,0,1,14,32,273.65035699123865
15,28,9,17,0,1,1,9,28,244.70968094947705
9,30,5,10,1,1,1,12,28,246.589205026882
13,27,7,11,1,1,1,14,29,248.6776216059635
10,30,5,16,1,1,1,11,27,243.35927938425888
11,29,7,13,1,1,0,11,29,251.51153156467836
8,29,1,10,0,1,1,12,24,220.8974892798243
12,29,3,13,1,0,1,9,26,239.09978757582445
13,32,14,11,0,0,0,13,37,300.0739219016334
5,29,10,13,1,0,0,7,28,241.0670948100349
10,28,7,13,1,1,0,10,31,260.42129057679995
7,28,12,12,1,1,1,9,33,272.60661575504173
3,33,8,12,1,1,0,12,32,274.0364985957608
9,24,7,9,0,0,0,14,31,255.57349154897477
7,32,8,17,1,0,1,14,29,251.86130947208764
9,33,10,16,0,0,1,12,32,272.61711539800245
8,28,8,13,1,1,0,12,30,254.2572330254709
11,28,9,5,1,1,0,11,35,286.9798587828327
8,29,11,10,0,1,0,10,30,252.4369356319647
12,32,4,13,1,0,0,11,27,243.30031933828863
7,32,8,16,1,1,1,10,30,261.6769862196222
9,29,5,15,0,1,0,12,31,265.23607480760865
11,30,6,13,1,0,1,8,27,244.1614349443946
6,30,8,15,1,1,1,13,30,256.25293050883283
13,27,13,20,1,1,1,10,31,263.5800064393263
11,32,5,14,0,1,0,13,29,255.88753593403445
6,31,8,13,1,1,1,15,32,267.86852908589594
9,26,10,10,1,1,1,10,33,271.681085785323
7,26,8,14,0,0,1,14,33,273.4609043196772
11,31,5,9,1,0,1,9,27,241.29592361270272
11,27,1,15,0,0,1,14,29,255.84041475559627
6,30,8,15,0,0,1,10,28,245.86512940836863
10,29,11,8,1,1,1,11,30,254.0994648246248
14,33,12,17,1,1,1,13,30,258.7417814253932
7,27,3,17,1,0,1,11,25,228.18170752968624
6,30,8,17,1,1,0,11,29,250.93298328310976
11,32,9,14,1,1,0,12,31,264.8765793037342
7,30,4,10,1,0,1,10,25,229.0081546998161
12,31,9,16,1,0,0,12,32,271.8886824782016
9,29,6,14,0,1,1,12,29,251.97890437336093
10,30,11,10,0,1,1,14,34,280.75826974900747
16,28,2,15,1,1,0,12,28,251.3961754807
9,30,11,17,1,0,1,15,34,283.4569599973134
9,32,11,14,1,1,1,10,29,253.4743538575196
9,31,5,10,0,1,0,13,27,238.98050426539064
12,28,11,16,1,0,1,15,35,288.2210976860482
6,30,7,14,0,1,0,8,27,240.27412363541532
10,32,6,11,0,1,1,12,28,248.83719081880963
12,31,10,13,0,1,1,10,28,246.08711906960045
11,28,7,15,1,1,0,14,33,277.8923806612918
7,28,11,12,0,0,1,16,37,298.42136083138973
7,29,11,19,1,1,0,13,34,279.89994993574663
9,29,10,9,1,1,1,14,35,284.6668290363273
5,29,12,13,0,1,0,11,36,290.68242022054767
7,28,1,12,1,1,1,12,25,229.07121649763752
4,31,10,12,1,1,1,12,29,247.1212566450011
11,32,6,13,1,1,1,11,32,275.33668784831445
8,32,7,13,0,0,1,11,28,248.38186074468248
7,26,10,15,1,1,0,14,36,293.06436206000893
5,29,10,14,1,1,1,12,31,262.00851502365146
11,32,9,10,1,1,1,9,31,268.46631977485697
11,27,11,18,1,1,1,10,32,268.79024226120595
9,31,6,13,1,1,0,12,29,252.88150059647552
6,30,9,10,1,1,1,10,31,263.31813703837696
6,30,15,16,1,0,0,12,34,279.668077725063
15,29,9,9,1,1,1,14,31,266.436058718867
16,31,6,18,1,0,0,12,29,256.72238926437103
13,27,7,15,0,1,1,12,30,256.70711903123504
9,28,1,11,0,1,0,13,27,239.07919731434453
11,28,6,16,1,1,1,14,30,258.96037919245015
6,30,6,12,1,0,1,11,28,247.12545763958272
6,27,16,10,1,1,0,12,38,301.12338046668845
10,26,6,16,1,1,1,12,29,251.30075015437333
8,27,8,18,1,0,0,7,27,237.68455088732156
8,28,2,14,1,1,1,9,26,236.96916178778727
6,29,2,18,1,1,1,14,27,243.25838737153276
