age,income_level,gender,minority_status,family_size,food_stamp_program_enrollment,food_expenditure
10,5,0,1,21.56256299170379,1,13.363776557374916
6,7,0,0,19.17201321337104,0,8.348824136826469
9,5,0,0,21.402493133058535,1,13.32791877173249
8,6,0,1,18.842073615525592,0,9.552736041161015
2,1,1,0,21.933852442944765,1,14.251850341203395
3,6,0,0,18.910680350623863,0,9.07278275317912
9,5,0,0,20.155340762768034,1,11.987028042080718
6,6,1,0,19.922177987908267,0,10.150338408547617
9,6,0,1,21.26202196752197,1,13.452583069656194
5,8,0,1,19.701491753046703,0,9.37261653628716
7,4,0,1,19.59278822096363,0,9.433414258711222
9,2,1,0,16.432371582954016,0,4.089354653516586
8,7,1,1,18.315517431072752,0,7.045643063015936
6,7,0,0,24.866572313285896,1,17.25047703274211
11,5,0,0,21.367343746046814,1,13.119840211090557
8,8,0,0,20.006554484466044,1,12.92891549639366
10,8,0,0,18.483634665157712,0,6.721971855080611
4,6,0,0,22.6567008985372,1,14.55169499696188
9,5,1,1,14.149992500062451,0,1.7171224636275897
10,5,0,1,14.698451445783489,0,2.133425960812231
3,6,1,0,17.614171329136052,0,6.946905621739211
10,3,1,0,16.381191181802535,0,4.271078617036882
8,5,0,0,19.949980377145167,0,10.358905206909018
10,3,1,0,22.482264807137792,1,13.599275229138076
10,7,0,0,18.631519855939345,0,7.337905412869983
10,4,1,0,19.092304480612984,0,6.834877954229888
11,6,0,1,25.218368986576863,1,16.188589167667004
14,6,0,1,18.845793905425666,0,8.03448231130207
8,6,1,0,20.774366852625228,1,13.64299171792659
4,6,0,0,23.827051836350982,1,16.595598185113847
8,6,1,0,21.83264191884033,1,14.642416331234534
13,4,0,0,17.210895104740956,0,4.644747361582764
7,6,0,0,21.34402437448543,1,13.293899128013855
7,6,1,0,21.543361936563635,1,14.175168218763194
6,6,1,0,16.67592603175074,0,5.138646715623901
8,6,0,0,23.242763915495463,1,14.572302362453645
7,5,0,0,19.7888692747862,0,9.790359766269814
7,4,0,0,18.598549817580743,0,8.374726422217272
3,6,1,0,24.198026997510283,1,16.628856354589168
8,6,0,0,20.839870440374103,1,12.811591765425543
11,7,0,1,17.77248294058643,0,6.96978574607045
2,7,0,1,19.46110991359344,0,9.551248004982853
10,4,1,0,20.84072921660433,1,13.077176697807756
6,4,1,1,16.097073298311635,0,4.479733930267615
5,3,0,0,21.082658511520645,1,13.111203102134724
8,6,1,0,23.050408540865348,1,14.614262560703065
7,5,1,1,17.492416583411096,0,5.766627310416815
8,3,1,1,21.48403909775404,1,12.23393783905756
10,5,1,1,19.81913624474803,0,10.626198690766346
4,4,1,1,17.463766785954043,0,6.962716207479483
11,5,0,1,22.524389031428385,1,14.09320130933208
9,5,1,0,21.63642752115344,1,14.225937259062269
12,4,0,0,22.97873794891216,1,14.682868402832414
8,4,0,0,23.96211225607892,1,15.36912836001344
3,7,0,1,19.687599387624328,0,9.566605376495684
7,5,1,1,22.726650538749976,1,13.9998070850344
8,5,0,1,20.89525324400846,1,13.481870419467082
9,6,0,0,18.33870681518319,0,7.236750073661181
6,4,0,1,21.08741200740229,1,12.628138109526276
4,4,0,0,23.611483225200036,1,14.886390039336964
7,5,0,0,19.25793833561184,0,9.417452015152104
9,6,0,0,20.28513524644372,1,12.603239960693513
12,4,0,1,20.704340009295173,1,11.62306268053226
4,7,0,0,20.473638114363432,1,12.790398260469852
0,4,0,0,17.095849166611316,0,5.154537364849102
9,6,1,1,18.597408426909944,0,7.915901840058053
3,7,0,1,18.186606952338785,0,6.993206849382567
4,4,0,0,19.41750797359448,0,8.39012769662395
7,5,0,1,21.276849469784217,1,13.38122106561206
5,7,1,0,22.822169733431657,1,14.386515681889495
13,5,0,0,20.99141491892022,1,13.425492238847538
8,2,1,0,17.271174020628955,0,4.69913887782757
4,6,0,1,25.4447494768844,1,17.61613157206029
3,6,0,0,19.93577615251796,0,9.502618292161117
1,6,0,0,24.71641227740344,1,16.65452212777739
11,5,0,0,18.43989500819674,0,6.846338646005898
2,7,0,0,18.881742755783986,0,8.95134760289497
3,4,1,0,19.13335927164337,0,8.877701985828399
6,7,0,1,20.09656103695039,1,11.720150433412217
8,5,0,1,21.611761508205404,1,13.038233431731866
2,5,0,0,20.811537078142496,1,13.512701846926271
12,7,0,0,17.813588116244283,0,6.572285001420925
5,5,0,1,21.12303158115449,1,13.863468892049069
8,4,0,0,19.89245049878284,0,9.432035863940632
9,6,0,0,21.208468246286834,1,12.902657166869098
4,5,0,1,21.203849370032813,1,13.05996468224508
8,2,0,1,15.905426767792733,0,3.820204711206076
7,6,0,1,17.63004398544836,0,5.986017504410026
4,7,0,1,18.807732441119267,0,7.987515672444437
4,6,0,1,20.83858613368017,1,13.42875825038312
3,5,0,1,19.264375050951745,0,8.97932335053661
3,6,1,1,22.02979726357252,1,13.75362991965741
6,5,0,1,19.08027914072382,0,8.973417334965932
4,5,0,0,19.126003274446603,0,7.966350418641264
8,5,0,0,17.193363790897216,0,4.743445971557938
4,9,0,1,21.87426431515057,1,13.96267112385436
9,5,1,0,22.62259033229037,1,13.98181974181666
11,7,1,1,21.51734627094317,1,13.308283053022494
8,5,0,0,18.835688495674574,0,7.043489323942974
7,4,1,1,22.21443120567129,1,14.04082956783644
3,6,0,1,19.744403680784156,0,9.477297502775972
4,9,1,1,19.01353242361933,0,9.261568582904292
10,4,0,1,19.09123170629744,0,8.63143254881262
6,4,1,1,23.643193955733505,1,15.691190805400009
3,7,0,0,16.570524187180276,0,5.364872609066167
10,8,1,1,23.755581925525544,1,15.806138275037512
8,6,1,1,20.22214240458437,1,12.403042912017456
10,5,0,0,19.24306666152235,0,9.272710259955582
12,5,0,0,20.9564622302516,1,11.976207916321686
11,5,0,1,20.909455177910864,1,12.91500430193881
12,6,0,1,22.01040669351408,1,13.70757870089273
8,7,1,0,18.569058085123725,0,7.560177239102764
8,6,0,0,18.4061922493068,0,7.840053637001803
3,4,0,0,19.15655477816709,0,8.356701683302859
8,5,1,0,19.83536568698431,0,10.008314709491447
0,3,0,1,20.69700767761068,1,12.60550475358052
5,6,0,0,21.43243692930753,1,13.842764195198088
8,5,0,0,22.04366401413161,1,12.45425512042828
11,5,0,1,20.29342902242785,1,12.06914858481975
8,6,1,1,19.90650654235095,0,9.46814362780651
3,5,0,1,18.704985492014337,0,7.7219123729799986
9,6,0,0,20.067518086719343,1,12.296945908446473
5,5,1,0,20.985465795358863,1,13.881389436495256
2,3,1,0,19.209017873660983,0,8.969313106220527
3,8,1,0,19.37195697830933,0,9.224392475309198
7,5,0,0,18.87061528646192,0,8.065008266089299
12,6,0,1,20.11267372815537,1,11.863918128626551
12,5,1,0,17.58023432456024,0,6.132494687036875
5,6,1,1,21.5714871613622,1,13.88058138518632
7,7,0,0,20.136417501636565,1,12.732093619210962
10,6,0,0,20.56527105129973,1,12.137843090555732
8,8,0,1,17.94953812155904,0,7.024046514569181
8,5,0,0,21.422996467668742,1,13.399695890570213
4,7,1,0,21.2645481275206,1,14.130662048505268
9,9,1,1,21.1524806039876,1,14.235963121659935
6,8,0,1,18.07308032277508,0,6.995765957077311
5,8,0,1,19.709932548568865,0,9.461667437672869
4,3,0,0,17.621855050497675,0,6.758360840640266
4,4,0,1,19.030500381406867,0,8.683787123353774
8,3,0,1,21.459922770678137,1,13.936601282179474
11,7,0,0,18.386784612383,0,7.1137861097347885
6,9,0,0,19.36913679863276,0,8.835319788592296
5,7,0,0,19.422336525173804,0,8.707781647858024
4,5,0,1,18.26449567033641,0,6.137598138752531
12,6,1,0,22.23125637439512,1,13.52380472976827
9,8,0,1,23.262037400621928,1,14.556308699753584
8,7,0,1,19.41997645826134,0,8.690424921579655
10,7,0,1,17.31780990218476,0,5.580439525984136
13,6,0,0,22.15070853366449,1,13.608079192315024
3,7,0,1,18.305344393940373,0,7.619747156973331
6,6,1,0,18.249612267057834,0,7.513705025908325
12,5,0,0,21.02667146637896,1,13.586489464152862
7,5,0,1,19.8134420453126,0,9.111409558677414
6,8,1,0,19.064112507389783,0,9.358371674879514
8,5,1,1,21.06422089945503,1,13.059390217991483
1,5,1,0,21.084174678743587,1,13.304714059314914
7,3,0,0,18.6317162135489,0,7.091295292930137
4,4,0,0,22.035010704998435,1,14.292812258951816
11,4,1,0,25.26639760023386,1,16.47229859747164
14,6,0,1,20.609953187348204,1,12.33197607506081
9,6,0,0,22.134681242460864,1,13.218807781774986
9,6,1,1,19.26311227457191,0,9.47738128929312
10,4,0,0,21.735013763270526,1,13.404350661066257
5,5,1,0,16.99510929525782,0,5.397553975812284
8,4,0,1,21.37977725393489,1,13.5098289358382
7,3,0,0,19.876643180530245,0,10.017853712663191
5,5,0,0,22.865978832644096,1,14.663246312889212
4,8,0,0,21.275910166466417,1,12.809460780133302
13,6,0,0,18.623982007838247,0,8.312120437222946
6,7,0,0,19.80199879895712,0,9.986335332334155
1,6,0,1,17.88911616973568,0,7.103803556058594
6,6,0,0,17.644378366774514,0,5.434792320469253
6,6,0,0,16.105092371396985,0,3.5770700691428243
9,4,1,0,17.924100357526548,0,6.489134464608281
8,7,1,1,19.832472368816465,0,9.222376449077188
2,3,0,0,20.294645269124423,1,13.067819874027755
11,5,0,1,17.199187869612377,0,5.126637369691975
9,5,1,0,18.4470520052442,0,6.3572955895578165
4,6,1,1,22.312131981551524,1,14.807764638903706
7,4,0,0,24.729997255915567,1,16.106810048312433
7,5,0,1,18.898932519856874,0,7.670593293002772
7,6,0,0,23.937837901078566,1,15.303856145209467
10,3,1,1,21.681446463904773,1,14.159339967744089
10,7,0,0,19.72511738946417,0,10.522974930923208
12,5,0,0,21.18040150384247,1,12.084917943373409
8,7,0,1,15.002530325137382,0,2.847834248405185
8,4,0,0,21.08295895432473,1,12.914261263103487
8,5,0,1,20.41402659714968,1,12.775740542094995
15,4,0,1,20.99517687476563,1,11.821843112464428
3,3,0,1,20.17600230673409,1,11.774526505748565
11,4,0,0,22.58714320551506,1,14.547138195980311
2,5,0,0,22.916043183609077,1,15.836141516528432
9,6,0,0,18.835686071417733,0,8.157561842268395
10,5,0,1,21.37019236233738,1,12.51079402819337
7,7,1,0,22.56447562240412,1,14.28440407598158
3,5,0,0,18.74929366994307,0,8.622596140515356
13,6,1,1,22.17099078728926,1,13.518391060504207
8,7,0,0,18.516551643425444,0,8.465709050563527
1,6,0,1,22.22603205723982,1,14.853785585749687
9,6,1,1,21.590174629920472,1,13.823827949209164
7,6,1,0,19.105706879975347,0,9.2579736107995
9,6,0,0,21.60443058640991,1,12.92724790477281
13,5,1,1,20.32626846936309,1,13.005864437657785
7,5,1,1,19.599087258085607,0,9.355347647154083
4,4,1,0,21.62615481434372,1,13.945334740829
10,7,0,1,18.64355219424787,0,7.416308782499071
7,6,0,0,19.423918356189866,0,8.665434206383905
11,5,1,1,25.37246106062902,1,17.203341780194823
1,7,0,0,16.827734962535644,0,5.225703176044069
10,6,0,0,20.85713971178761,1,12.449759423514292
7,7,0,1,20.641243134453227,1,13.098749977597798
10,6,0,1,21.54334184219377,1,13.888759623867172
6,6,1,1,19.49484753542273,0,9.79916124588888
11,4,1,1,18.753457333630443,0,7.687625818386304
10,6,0,1,18.490365253912515,0,8.78020406341409
8,6,1,1,19.06179223624345,0,7.33167000550176
6,6,0,1,18.55394563974707,0,7.45232854691521
2,6,0,0,21.46200673596714,1,14.381396137052352
3,4,1,1,19.930864652740272,0,10.146261497235292
6,9,1,0,20.602630496648526,1,12.679692724833435
10,4,0,1,21.66457494408812,1,13.123290559155254
7,6,0,0,19.06238344763992,0,8.241549115103552
10,6,0,0,20.565415584759435,1,13.247873518392389
6,6,0,1,23.57105050900121,1,15.28556810108468
12,3,1,0,19.945713594795645,0,10.279797100456737
10,4,0,1,18.10717101350042,0,6.9116627905411
13,2,0,0,19.91476518641668,0,8.93547567018174
8,5,1,0,19.813774333860398,0,9.698484526414529
9,3,0,1,19.37837052212478,0,7.83133493292709
8,7,1,0,18.29499671487924,0,7.459607711143396
8,6,0,0,19.366542130063134,0,9.1702377788048
3,8,0,0,17.77563171182221,0,7.75456399662065
10,5,1,1,21.004510800489943,1,12.943379319173683
3,5,1,1,22.14986679546469,1,14.021078607791964
3,6,0,1,17.75162851223662,0,6.48807326691289
6,8,0,0,19.286252853456155,0,8.371090090699639
8,6,1,0,16.939836681398592,0,4.9988114649737625
15,6,0,0,19.0702192280302,0,8.372321432320541
10,10,1,0,17.160097454355846,0,5.242302580243747
6,7,1,0,21.376610687803897,1,14.633441721859135
1,6,0,0,17.20595895579418,0,6.436502670714162
6,5,1,1,21.81592099114329,1,13.966490458033482
4,7,0,0,21.342762692266405,1,13.864388951666989
6,7,1,0,19.919391784591586,0,10.2531556475772
6,3,0,0,20.11759123246492,1,12.467834239203905
11,4,0,0,18.469665141614243,0,7.578835417086843
4,2,0,1,19.95143158303536,0,9.45529655485647
9,6,1,1,21.94995160027153,1,13.328737896690988
15,4,0,1,21.16142153439281,1,12.681636404100594
14,4,0,0,19.19800603401953,0,8.482769804266665
6,6,1,0,20.753133986694262,1,12.986357902949718
13,5,1,0,20.32887709485493,1,11.876499215745014
5,5,0,0,19.626599201642264,0,10.370642660044169
5,6,0,0,22.3191505806944,1,14.691423194383423
7,4,1,0,22.98346278698499,1,14.667556669345572
10,5,0,1,23.916219687508534,1,15.57496149010014
4,5,0,0,20.69623905856334,1,13.283053686317366
9,7,0,0,18.30074240945677,0,7.431691881347211
13,5,0,1,18.888402159441863,0,7.584980942501019
2,5,1,0,20.14308113023017,1,13.265992528176817
8,6,1,0,17.649774711454008,0,6.153716734533775
5,5,0,0,19.91836660220049,0,10.255669086609672
6,6,0,0,20.878062735084832,1,12.534207067966692
3,2,0,0,19.82287616928948,0,9.811526139391866
11,6,0,1,18.272030702315806,0,7.337560128435749
9,3,0,1,20.60850106295228,1,12.39655013408246
5,6,0,1,16.019973882091787,0,4.382572495568655
6,5,0,0,17.895676017591494,0,6.183379798347831
0,6,0,0,20.536003193628098,1,12.7759863876865
11,7,1,0,21.366576767591443,1,13.171754238907065
5,7,0,1,22.60568770232121,1,13.761892470397315
5,5,1,0,18.44847526124476,0,7.355662187951565
5,4,0,0,21.372396395449154,1,14.173058437055705
7,5,0,0,17.995993553834648,0,7.577874658444632
12,4,0,0,17.79153494017581,0,5.888755524181972
7,5,1,0,18.334122173129703,0,7.69377216880207
5,6,1,0,17.4124527008521,0,6.569151572948444
8,6,0,1,21.090760341769226,1,13.3655628925555
10,3,0,1,21.46457006868272,1,13.121704633337716
5,6,0,0,19.896983321035663,0,11.25157573357498
6,8,1,1,20.060988311836716,1,12.594402585113915
8,6,0,0,21.708399608989605,1,13.129030776665042
10,7,0,0,24.098510975879044,1,15.899598600321164
10,6,1,1,17.46060074343427,0,5.280165839276172
7,3,0,1,20.000168308489613,1,12.409652997495924
5,5,0,1,22.122191128316004,1,13.544446749370175
5,7,1,1,18.28213966045849,0,6.888234677503304
7,4,0,0,20.986158486827044,1,13.367254588203242
4,6,0,1,18.52164779525357,0,7.925051527378952
9,6,0,1,17.6663287639455,0,5.629798273039034
8,8,1,1,19.22896380064053,0,8.336247245182122
4,5,1,0,23.104878716983624,1,15.28950256310181
6,6,0,0,19.710522657876727,0,10.375246220089544
8,4,0,1,15.657756288686976,0,2.704563110411557
10,5,1,1,22.439992414509184,1,14.150725040310896
6,6,1,0,20.50399838274348,1,13.371013463732908
8,4,1,1,20.360602112262967,1,12.500059977689288
6,7,0,0,23.126459333506904,1,15.229043754576027
10,6,0,1,23.03169106662693,1,14.950080681593732
12,4,0,1,23.40029085865879,1,14.514464552924384
7,5,1,0,19.42021303618772,0,8.98489920507374
11,4,0,0,18.614282664164865,0,8.15496802803415
0,6,0,1,21.261737989756178,1,14.366983418082537
2,7,0,1,18.114439501902197,0,7.190833746245102
3,7,0,0,24.45592449585373,1,16.958206700589137
9,5,0,1,19.190440434158106,0,8.115028057783425
7,4,0,1,20.974445888796087,1,12.389954528592368
1,3,0,1,18.64939508068936,0,8.496997194065203
8,8,1,1,23.0209879155381,1,14.26920255441592
5,5,0,0,17.594384135660476,0,5.784042801443554
5,5,1,0,15.12400783212593,0,1.7134984999811962
4,7,1,0,19.42809643621899,0,9.440465882027915
9,9,0,0,19.15459016474553,0,8.669986399210101
10,4,1,1,22.577182656870733,1,14.681842302876204
8,8,0,1,20.97476988327847,1,12.131648837941974
9,6,1,0,22.98563628699116,1,14.168567635884228
6,6,0,1,17.763587110953047,0,6.404133877757807
8,5,1,0,17.1767600448653,0,5.341610867416566
8,4,0,0,22.211957564381017,1,13.139656239944344
8,7,0,0,21.384969530345572,1,14.518178079519856
6,4,0,0,18.79720902525775,0,8.645301483573522
10,4,1,0,20.28527635127003,1,12.484231756512198
14,6,0,1,20.24302575586969,1,12.344743004689652
7,6,0,1,18.253670019354413,0,7.391369457411904
12,5,1,1,20.12524518363607,1,11.757705102594583
9,5,0,1,19.833648648907197,0,9.787199684813032
11,7,1,0,20.820847022500075,1,13.371890739283598
8,6,1,0,19.67666655221448,0,9.113663077495374
6,7,1,0,19.71786170441891,0,10.014619645416117
4,5,1,1,20.82002645430144,1,12.657943387589436
9,8,1,0,21.92549824517821,1,14.261429084064323
2,6,0,1,16.17284878062843,0,4.07374149903036
6,8,0,1,22.363178969072905,1,14.754835100611457
6,6,0,0,19.247458711815188,0,8.624808831559134
10,6,0,0,20.67197495696505,1,13.543428909123556
2,5,0,0,20.904539225593886,1,13.337294436128593
9,8,0,1,24.10502069109513,1,15.352850197890104
6,4,0,0,19.270762837093628,0,9.583677807897674
9,3,0,0,23.39550098776442,1,14.81254095265402
3,5,0,1,19.883478340714923,0,10.455473365506728
1,6,0,1,18.9474257278792,0,8.511142381763035
9,5,1,1,21.955010188354223,1,13.697265339188492
4,3,1,0,21.26627733755529,1,13.212816471342606
6,8,0,0,17.03092028002908,0,4.984949064952772
9,7,1,0,18.21468655223488,0,7.238891808677494
3,4,0,0,21.882645480827588,1,13.765046695927897
3,5,0,1,21.750621463509653,1,14.657787504867798
9,7,0,0,19.28412104846262,0,8.802380709419028
4,5,0,1,18.69472134509555,0,8.475689217587437
9,5,1,0,18.307826670156167,0,6.630399437984759
9,6,0,1,16.07564724542732,0,3.709688325307985
4,5,0,0,21.76112546853971,1,13.83987422761218
8,3,0,0,19.097518429553368,0,8.086746540870816
12,7,0,0,20.88328843835701,1,13.024433474077489
10,6,0,0,21.471935952938843,1,13.771694502413409
2,5,0,0,21.185345269091822,1,14.060151314867053
9,5,1,0,16.992645452127306,0,5.45480368894929
2,5,0,1,21.43029282397534,1,14.289983387788231
4,3,0,0,22.9886672878755,1,15.199539298904403
10,4,0,0,22.16868155275297,1,14.065888848152207
5,4,0,0,20.00482834138712,1,11.845830527704194
7,6,0,0,22.934482471515285,1,14.745062284282191
14,3,0,0,17.275100713388273,0,5.492239789859716
5,7,1,0,22.81497845524962,1,15.164876090946056
5,3,1,1,19.752139483121187,0,10.037871569639076
3,3,0,0,21.18500119075435,1,13.616066735918976
5,3,0,0,20.506125611066103,1,12.278656207517866
11,7,1,1,21.48955423705366,1,11.928834863452895
3,4,1,0,19.541788805747533,0,9.33877975432472
10,6,0,1,20.22821861101307,1,12.774834310666389
12,6,0,0,18.047808762590407,0,6.477095926311611
11,7,1,0,19.755674964460653,0,9.943755221005736
11,5,0,0,19.00405375144097,0,7.971494232636739
3,4,1,1,18.67509844764885,0,7.722858741448876
7,6,1,0,19.434264836113453,0,8.957120948732289
11,5,0,1,20.16454050744168,1,11.732911454399964
3,7,0,1,18.89598617576183,0,9.590466838540388
5,6,1,0,20.700616408018448,1,13.40224100869945
10,5,0,0,19.93507031467286,0,9.10649924530064
9,4,1,1,17.94076836676646,0,6.815916280680364
2,7,1,1,16.226508482305857,0,4.261964856970812
4,5,0,0,22.224303148456386,1,14.14821117923355
12,9,0,0,18.74102506760333,0,8.246225594783239
6,5,1,1,18.417769311586586,0,7.630668624267061
7,7,0,1,20.558410238584468,1,13.109320829196044
10,5,0,0,18.315644096504712,0,8.105275009911907
13,6,0,1,16.174877569505703,0,3.83184810646546
10,4,1,0,19.169533588545494,0,7.919579789335486
11,4,0,1,17.353380397524536,0,6.077001405223402
9,6,0,1,18.359281740907715,0,7.432659407557599
6,6,0,0,19.71284044336187,0,9.521617210097531
8,6,0,1,20.34146003312888,1,13.0392738606293
11,7,1,1,21.39301816475919,1,12.503650574198256
5,5,1,1,22.72775291814386,1,14.604825797972564
8,8,0,1,23.15660050803309,1,15.185095267301634
9,7,1,0,20.73698206427673,1,12.974795331820207
6,7,0,0,19.28789025711581,0,9.523590545005788
9,6,1,0,20.435998436132397,1,12.193042969337814
5,6,1,0,18.78446337897122,0,8.194870852438466
6,3,1,1,20.354069373419268,1,13.257689151113402
7,6,1,0,21.471201321778526,1,13.54448417823454
6,7,0,1,21.54047949917386,1,13.660746817837524
6,5,0,0,20.126433224440397,1,12.453307015616518
6,6,0,0,22.191704885322157,1,14.020334898945045
9,5,0,1,15.844136764932056,0,3.329295144058834
12,4,0,0,19.40626969001348,0,8.173694754925435
9,5,1,1,20.656155998793576,1,13.236767265653269
4,6,0,1,18.59614913169098,0,6.981464111100014
9,7,1,0,19.260673129087305,0,8.809235050440057
8,5,1,0,21.630316427283933,1,14.10911474671312
11,7,0,0,18.54024245063725,0,8.135648427655298
5,6,0,0,23.57592185309076,1,14.716142465704689
4,5,0,1,18.35538380157984,0,6.897940087303964
7,4,1,0,20.01971794721073,1,12.225004143891594
2,4,0,0,17.96330630557686,0,7.889910052908317
6,7,0,0,20.848274783700557,1,12.056700719384004
8,6,0,0,22.37307691837787,1,15.204195066068513
9,4,0,0,20.03484724100752,1,11.438357903795476
10,5,1,1,19.2898315058104,0,8.309792721873398
11,6,0,0,20.05363070959245,1,12.718663310225036
8,4,0,0,18.71325614192629,0,8.086372838550949
10,6,0,0,21.634364727850212,1,13.677351879222892
2,5,0,0,20.73211091396341,1,13.10559366431044
11,5,0,1,17.145704478357484,0,5.371828654581726
5,6,1,1,17.426196705325523,0,5.587826086611311
4,4,1,0,19.359008945536,0,8.85283732667858
7,7,0,0,17.78853161781395,0,6.655160501854891
2,3,0,1,21.335303009670447,1,13.102053731434978
4,4,0,1,18.170994578302707,0,7.319299963950978
7,6,1,0,17.101553273321333,0,5.594504685633278
6,4,0,0,24.14764364909929,1,16.383442585699346
7,3,0,0,21.568558750751773,1,13.905023917027362
8,6,0,0,19.03049841822204,0,9.68936005632478
6,5,1,1,17.612699186476203,0,6.351121350407966
5,5,0,0,21.87509668919897,1,13.904830089473894
11,6,1,0,20.432861056654417,1,12.40556782640087
1,5,0,1,21.17316127412852,1,14.077575558277566
4,7,1,0,20.863710230242653,1,13.838139957422747
3,5,0,0,21.262796587675016,1,13.872441692394268
4,6,1,1,18.456680355837587,0,7.528548982407863
6,5,1,1,23.71896721542964,1,14.865531163056987
4,7,0,0,20.09542785219495,1,12.774020472937735
5,5,0,0,18.22394987260503,0,7.150964080781525
5,8,1,1,22.36440246536299,1,14.698264134826193
8,4,0,1,16.20766789203011,0,3.654567516983262
7,4,0,0,19.982068144263643,0,9.611203480326957
10,6,0,0,20.068318048828505,1,12.286924029274497
4,4,1,0,23.143912786864707,1,15.513020814329035
11,6,0,0,17.92016916491053,0,6.459040175419642
11,3,0,1,19.959562466595305,0,8.934771801199561
5,7,0,0,15.948784699631638,0,3.87753134641844
13,5,0,0,18.59586913172076,0,7.603632013492972
10,6,0,0,18.71622808863724,0,7.98061179611088
3,8,0,0,19.59328004034453,0,9.087132797169554
8,5,0,0,20.539107627344283,1,12.700990682953217
9,4,0,0,22.171236570601916,1,12.979702627300169
1,5,0,1,20.15835286217804,1,11.761798886591391
7,4,1,1,19.57886100935672,0,9.335231681851104
10,4,1,0,17.319263195020863,0,5.399809457486605
0,2,1,0,21.487214067934428,1,13.782865476107212
7,6,1,0,18.15913638437621,0,7.590416818265647
6,4,0,0,18.89804482227386,0,8.267562840029681
14,4,0,0,20.407382895901183,1,12.08838553366535
8,4,0,0,18.777791994679053,0,6.579011636588305
12,6,0,1,21.59260274601262,1,12.903963944225731
