age_head_of_household,household_income,urban_residence,previous_beneficiary_status,cash_transfer_program,food_security,household_consumption
25,24,1,1,1,57.36164089123913,207.83224150139077
30,20,0,1,1,55.962186732068304,202.6819755666353
42,14,1,1,1,61.36562977804544,218.30226079275016
36,8,0,0,1,47.44466620875654,177.44275482831424
24,28,1,1,1,61.94969791721301,223.6970066424992
23,27,0,0,1,58.90823570796801,211.55189073540225
33,14,0,0,1,51.89159883282122,187.8492012454444
33,25,1,1,1,65.23641487567777,230.12745625620272
22,23,0,1,1,51.47162528454607,190.88436520471208
32,15,1,1,1,53.23277354287187,196.10712620847204
29,23,1,1,1,60.86749373046239,218.8540589948346
28,18,1,1,1,52.35055339473647,194.94551370157512
25,20,0,1,1,52.15883934383627,192.12575826887965
27,17,1,0,1,50.28520792808076,188.5127289765757
28,23,1,1,1,59.21706633833439,209.07559457858275
26,22,1,0,1,56.91045984744509,207.1170588394515
20,15,1,0,1,42.49933449501435,166.0915567371257
19,22,0,1,1,48.12857505908246,183.1962886575132
42,22,1,1,1,71.5426692149212,246.2657718492246
34,12,1,1,1,50.403602942823376,188.7734851174858
20,14,1,1,1,41.26354998531868,163.41848515080258
25,10,0,1,1,39.31317969716702,158.25036429395163
24,31,1,0,1,67.21211215780663,234.60782133831296
20,14,0,1,1,36.283061748875525,152.65404128741656
36,18,0,1,1,58.78893224856728,212.2202772548121
36,13,0,1,1,50.02807372820185,190.3634972647753
25,19,0,1,1,47.362359864968894,184.91199533807364
32,18,1,1,1,58.71536150941211,212.65188724960376
16,29,0,0,1,51.35383167896288,193.21758888079103
28,11,0,1,1,43.54433861082232,171.60954126781456
34,17,0,1,1,55.13108276135828,204.25735770584728
26,11,1,1,1,42.13857422452752,165.41598115553916
31,17,1,1,1,56.16333784704401,203.8657916382252
35,29,0,1,1,72.10386095921896,250.85414045281223
18,27,0,0,1,53.838675653359815,197.94001973307076
39,14,1,1,1,57.46358871435324,210.5466301554266
29,23,0,1,1,58.87928184151179,213.51211748262887
31,23,1,0,1,63.93089614946409,225.4279304431965
32,12,1,1,1,49.94030458908804,185.1268625151136
30,19,1,0,1,56.45463470698933,204.9556773109168
8,26,1,1,1,44.17221647834354,169.98602578762043
28,22,0,0,1,56.74487472915487,205.72792856354988
22,24,1,0,1,54.89194026177432,197.3486062334968
28,16,0,1,1,48.299278175994175,185.69455454823373
31,32,0,1,1,72.7421266302515,252.3359079927608
16,34,0,1,1,60.38333322534052,215.5016074808822
32,22,0,1,1,59.157857957456834,215.27467876855707
25,19,1,0,1,51.276614601520464,192.0646486088633
24,6,0,1,1,33.843157802752444,140.48460269519268
29,11,1,0,1,44.05459376341974,171.19077133170697
27,23,1,1,1,59.27374940089158,214.9863578125204
24,20,1,0,1,51.314237014063565,189.70918923853495
28,16,1,1,1,52.68677322184951,195.4643746480361
25,25,0,1,1,57.92012200015161,209.497020293037
18,13,0,0,1,33.86076728029498,144.97779834982578
36,8,1,1,1,47.9557141685118,183.1000134634428
37,11,1,1,1,53.44372066780743,197.9391269383082
25,14,0,0,1,43.63401303725657,168.4500410503995
33,20,1,0,1,60.2646958123304,217.86476082398647
36,30,0,1,1,74.37223545430278,256.7552962104608
35,13,0,1,1,51.61691546100203,192.09981723761985
38,24,0,0,1,67.47321062280888,237.524883857106
29,18,1,1,1,53.46820106667148,198.38940605662825
26,22,0,1,1,53.25775197989476,198.10991215141624
18,19,1,1,1,46.16763837215412,175.3875689929277
28,21,1,1,1,57.71390952727967,208.6761758136152
20,17,0,1,1,43.00439535174053,166.2314455082968
35,12,1,0,1,54.4750808979216,198.2925539331277
32,15,1,1,1,52.492842923629226,195.36541087310144
30,21,1,0,1,56.46240807494493,206.508270331214
30,30,1,0,1,68.43342447811061,240.26059156992645
27,12,0,0,1,42.92580383268385,164.7728945849243
21,13,1,0,1,38.160320176897486,156.86908125691917
34,25,1,1,1,67.24258577738482,234.30918692893135
29,17,1,1,1,52.46779774029765,194.5564000366423
20,27,0,0,1,57.31800372014494,205.7231028310954
31,14,1,1,1,49.681660996815694,186.08646485655973
35,20,1,1,1,62.15834781865514,219.83643493677124
41,21,1,1,1,68.40546938390145,239.21921326772383
44,27,1,1,1,79.57089058474594,271.23085195433504
27,25,0,1,1,58.62229344372896,213.23955915551775
18,28,0,1,1,54.19437919762059,205.5398619582677
26,27,0,1,1,61.37324623094645,220.4434189744761
27,16,0,1,1,47.24025529805846,183.2174347122292
31,22,1,1,1,61.25232042446719,219.61732568271697
30,16,0,1,1,50.2828833993624,188.7591183404016
34,19,1,1,1,58.50412338995779,215.046339452437
32,20,1,1,1,59.36205779379311,214.57133283597565
36,20,0,0,1,62.15202095039516,219.0047194472365
30,27,0,1,1,65.67288596563974,231.6837314820777
36,29,0,1,1,73.08329030284378,253.2326729903588
24,13,1,0,1,41.29836066416332,163.20453422255676
16,22,1,1,1,47.79421042442503,179.7110674139147
34,24,1,1,1,65.63826803272585,230.70088750694208
42,15,1,1,1,63.52858957216861,226.04068235390085
35,26,1,0,1,68.42828950972027,237.73197578218983
43,14,1,1,1,61.41272090909487,219.9654842220142
12,23,1,1,1,43.8276628009674,171.7621044652616
36,18,1,1,1,61.57297053193143,221.58314552425637
49,19,0,1,1,72.91497100426989,251.7625078779187
41,14,1,1,1,60.35821083762195,217.0564552028156
36,20,0,1,1,61.76670956843147,220.68092998666344
35,19,0,0,1,59.35331804518668,214.1710555977026
37,19,1,0,1,63.98593312432043,226.2995682767327
17,17,0,1,1,39.23207425248504,161.29075751425088
51,13,0,1,1,67.24994335790291,236.00332304085757
47,11,1,0,1,63.38729309610064,223.0503037476686
54,22,1,0,1,81.77897354552654,272.77387552723536
26,22,1,1,1,56.67284538620855,206.7669870308503
42,21,0,0,1,66.98639342809021,235.6738080440102
29,27,1,0,1,66.03797946427052,230.68323036516867
19,29,1,1,1,58.01540357798644,212.1360202530843
23,18,0,0,1,46.668289300163615,176.8052819246534
36,16,1,1,1,57.485496154587786,209.71893585435623
40,23,0,1,1,70.10529840218311,244.70361735503653
27,17,1,1,1,51.52940974920649,192.48339889876968
27,20,1,1,1,56.34874884688053,204.4578984795722
28,25,1,0,1,61.6600622204498,220.0828378883336
30,18,0,1,1,52.45618718438815,196.12966527063944
29,32,1,1,1,72.89513573739977,249.87561841382396
41,35,1,1,1,85.57240680118045,291.1044336106945
18,14,1,1,1,38.293391206475135,157.2180315633235
24,14,1,1,1,44.6045533869577,169.59190498090203
38,33,1,1,1,81.74220593557583,276.99875756305687
34,14,1,1,1,52.08238007299401,197.44080847449564
31,24,1,1,1,63.80144111654585,225.58854804010608
22,28,1,1,1,60.21935580453299,216.21045273016864
21,21,1,1,1,51.05237595640436,189.16057417591685
40,16,1,1,1,62.21741606824845,223.0367750495981
18,25,1,1,1,51.32017051993088,194.45404816093605
26,13,1,1,1,45.38212958929045,175.4701606710294
31,14,0,1,1,48.79772668035946,184.41828096465767
45,30,0,1,1,84.52602993063216,285.0870092617651
38,17,0,1,1,58.08524039688511,210.121082821613
33,15,1,1,1,53.7729922723648,197.36692081551328
34,23,0,1,1,64.96529175851941,227.60292638426805
36,24,0,0,1,66.52610608795578,234.6732408839271
20,13,1,1,1,39.65985810718256,158.46151368261337
40,20,1,1,1,67.99223229796247,235.3643739125189
28,25,0,0,1,58.27572471043568,211.7197568820469
46,14,1,0,1,65.18576418486593,227.49495067237277
31,31,1,1,1,72.50852501988236,252.53727094021747
33,19,1,1,1,60.2920054307288,216.14492967697385
32,15,0,1,1,51.72967340213113,192.5366461419385
29,15,0,1,1,48.42874456322158,183.39338377935616
43,15,0,1,1,61.78999159971696,223.1775006072214
30,26,0,0,1,63.64510477938239,227.3550084760938
36,18,1,1,1,61.33979700859728,220.2545697909225
31,13,1,1,1,49.754619388930365,186.74197809202505
31,27,1,1,1,66.96454424451053,234.7126166853753
23,16,1,1,1,45.08288027616776,173.20272831509592
22,11,1,0,1,36.70951455195985,152.4086150846584
28,17,1,0,1,52.60668487147184,193.31571643622615
30,17,0,1,1,51.01193348408543,192.0612065661843
40,17,0,1,1,62.45075951978856,222.85011026898985
25,20,1,0,1,51.24284669524578,191.94645511131756
32,15,1,1,1,53.49147020228096,197.3871651696262
37,17,0,1,1,58.81371350135592,211.52839380748617
36,28,1,0,1,71.16673521408713,247.82861255995263
27,20,1,1,1,54.98236379319129,202.5028522468066
26,16,1,1,1,47.74959967261394,180.9374278399126
30,15,1,0,1,49.40108645484748,187.0138799635453
26,19,1,1,1,51.20310998631022,192.2490585268668
23,22,1,1,1,54.28857542497824,200.44472256452624
27,22,1,1,1,57.7904063672941,207.60740344971376
29,17,1,1,1,51.32536955419479,192.45878103374156
30,11,1,1,1,44.48346972209066,175.66434702087076
44,13,0,0,1,58.66724502826349,212.2747742579857
27,15,1,1,1,46.778985104164136,182.42420349974327
34,22,1,1,1,64.48776709390472,228.2525792094957
33,23,1,1,1,65.93482062362462,230.33739745757995
24,23,1,1,1,55.65928767682664,202.72586819628253
36,16,1,1,1,58.6418470793697,212.38524865578145
35,23,1,1,1,65.1952354646839,231.80676904537427
36,16,1,1,1,58.75092890878523,211.38234271024004
24,22,1,0,1,54.0185262330664,196.8913397734572
35,22,0,1,1,63.5003027825331,224.3466659312122
15,29,1,1,1,56.74206548784672,202.9046797548399
40,21,0,0,1,66.79070463795186,232.25101858324345
33,6,0,1,1,40.17042747937866,161.85789245668155
40,14,1,0,1,58.36822097336281,211.325303689137
41,25,1,0,1,73.87970681520865,254.52406776430604
19,20,1,1,1,48.62172687201913,185.72509544719287
25,23,0,0,1,53.305719555970406,197.7377562178241
36,13,0,0,1,52.74544360533601,194.915159939504
32,20,0,1,1,57.4456923840954,209.00927699410812
24,21,1,0,1,52.414821848365015,193.33360390682907
33,16,1,1,1,55.939668244704926,203.3858460120203
21,15,1,0,1,43.41089688908089,167.38454512631398
30,17,1,1,1,52.58659295001088,195.972529297918
27,24,1,1,1,58.33400372351164,212.5275930977196
27,23,1,1,1,56.797018873047385,208.28886594731765
29,25,1,0,1,63.96523960442723,222.7275421080476
43,30,0,0,1,80.14136793332463,272.553425405297
35,13,0,1,1,53.88576802044534,197.6811078388354
25,24,1,0,1,57.01817262085897,206.7098897970769
34,14,1,0,1,53.36079762463925,197.49111130854303
14,20,1,1,1,43.4064284282381,168.62331864310866
20,13,1,0,1,38.752510613069376,154.59072254961356
36,22,0,1,1,65.4861650887736,232.9167311738192
37,25,0,0,1,68.75793643821993,239.8741718881815
9,25,1,1,1,46.13896108952645,174.80343969183053
39,23,1,1,1,67.62715217506614,238.6144790622889
42,15,1,0,1,62.3925754049261,219.6854054878212
20,24,0,1,1,50.786755048273626,189.95920670625983
37,17,0,0,1,57.47803075560642,209.8928849096289
37,23,1,0,1,67.9876888356575,237.5193275980279
30,30,1,1,1,70.87401837701283,244.1537269799155
22,24,1,0,1,53.98024742141056,198.43029570813792
40,14,1,1,1,58.90721378070828,214.9061868204749
20,17,1,1,1,41.89204745688542,167.27125784889503
17,22,1,1,1,48.08589710232318,184.45411933069565
25,21,1,0,1,51.749540158199046,195.54594165470667
27,11,1,1,1,43.178365250181386,166.82089297900328
36,16,1,0,1,58.84269346491303,211.6664068263533
37,15,0,1,1,56.887403575433765,208.51679176634383
23,17,1,0,1,47.271935911793626,180.1043342356841
15,22,1,1,1,45.62246455150979,172.3435326463643
24,17,1,1,1,49.16956011940449,184.82454173193148
33,17,0,0,1,55.23721682482492,201.964849995149
34,25,1,0,1,67.08716599767072,235.82794283540943
24,18,1,1,1,47.70599660022637,183.95623846754563
35,16,1,1,1,57.60991420602862,209.1896527600365
19,14,0,1,1,37.79546912805053,154.1598752046609
31,13,0,0,1,49.2631804593787,181.44853836147124
24,18,1,1,1,50.58074689064161,188.7611737811184
15,14,1,0,1,34.81999085043539,146.56563119712644
31,17,0,1,1,51.57298095816065,194.3840041581589
25,17,1,0,1,49.26935115202435,185.2985767802157
38,18,0,1,1,60.14433103582165,216.81271877833623
27,9,1,1,1,40.53230893417059,163.44368579041137
30,21,1,0,1,59.96503129730227,213.98463417533404
26,15,1,0,1,45.97512456706285,176.36060006484817
35,13,0,0,1,50.87227953569676,191.12972895066144
34,13,1,1,1,49.04444672785628,186.6748375735513
17,17,0,0,1,38.49733895203698,157.2656774934768
33,30,0,1,1,71.83552091144188,249.6527927971669
52,24,1,1,1,84.37523533376003,282.54632204233667
28,22,1,1,1,58.34969198970873,211.776776120728
26,14,1,0,1,44.54726572372779,173.7556966226863
36,22,1,0,1,62.26361286459255,224.5376654396373
31,29,1,1,1,70.14508882381945,244.7094005544296
26,21,1,1,1,53.98604521333851,201.26441841296136
20,20,0,1,1,47.005757898020526,179.07203058532525
25,18,1,0,1,50.52756713567562,190.11525501469416
39,30,0,0,1,75.9523784736735,259.84559342218824
30,28,1,1,1,67.87518490595795,239.8727880864542
20,23,1,1,1,54.087982272079536,199.8693311310934
32,24,1,0,1,64.02573819484103,226.36243114736075
25,11,0,1,1,41.23169201244399,163.6035308919491
29,25,1,1,1,61.803056062745874,221.257959402714
33,24,0,1,1,63.49137641161585,226.1531381028593
18,13,0,1,1,36.75737490836281,151.40644126313546
30,12,1,0,1,47.05946864218841,178.77367897226446
36,19,1,1,1,59.23161702235552,217.1705433164968
32,27,0,0,1,67.5193408195696,236.33136731529345
21,18,0,1,1,43.84053293900232,170.49434633535407
51,10,1,1,1,64.40779034806518,227.4123369927249
39,22,0,0,1,69.13544104707339,237.4062768246684
35,26,0,1,1,67.88602212096036,241.1389950392839
28,12,1,1,1,45.036611762963226,173.44561215489668
27,21,1,1,1,57.01780198569042,205.44086104900023
39,15,0,1,1,57.959718284219285,210.97348826570865
35,34,1,1,1,81.3040251121889,274.7335220276957
28,21,1,1,1,58.08592803236939,210.1551639229778
40,21,1,0,1,69.38984317349879,240.34081403807232
19,35,1,0,1,65.97818234568105,232.91117449176417
32,31,1,1,1,72.28759134884004,250.3226589299865
25,27,1,1,1,61.776593912710986,220.91197075750196
36,13,1,1,1,54.42231435923877,201.292391748318
30,14,1,1,1,50.66561946926645,188.9871646789464
37,19,0,1,1,60.99858929010123,219.154076577172
26,26,1,1,1,60.26499251171913,218.94683644929543
34,19,1,1,1,60.43794652667425,216.95438517724435
30,11,0,1,1,43.86189991009297,172.78777398461608
20,16,0,1,1,41.31526920930627,164.08612050403644
20,17,1,1,1,44.831009507981534,172.1920752616624
16,22,1,1,1,46.41048602521948,180.398058598349
31,19,1,1,1,56.581667432803926,206.0108854241652
16,14,0,0,1,35.10937100939723,145.78895871450536
23,18,1,1,1,47.646493224791776,180.6011348386821
31,26,0,1,1,64.56833442984514,232.5297410438927
36,15,1,0,1,57.09354541272651,205.77392009744344
40,26,0,1,1,72.71610608313684,252.96845024192055
27,17,1,0,1,49.70026549938755,186.47590780685752
36,25,1,1,1,69.39262354642847,243.4399241394647
36,15,1,1,1,59.18914553102452,210.71141432698036
33,20,1,0,1,58.3322203922936,212.2691414361715
33,14,1,0,1,51.07289666537168,191.7707583365978
16,18,1,1,1,41.37075886761838,162.2675153011239
36,11,1,1,1,52.50707001630859,193.2406795845998
32,20,1,0,1,59.45346709211176,213.4514294988671
42,18,0,1,1,65.42681902084144,231.20715904256116
21,21,0,1,1,49.36666018575182,187.03879192133533
34,21,0,1,1,60.13326396423748,216.7246720089992
32,12,1,1,1,48.43132181881459,185.3643971126391
26,17,0,1,1,49.40274932476505,187.1407893488071
24,23,1,1,1,56.547617861479054,205.651722574969
34,13,1,1,1,53.3429677421226,196.17990503709743
46,22,1,1,1,74.67816270544338,258.10523622678807
18,13,0,1,1,36.72962296308675,149.9736028838629
32,20,0,1,1,56.126551419902974,208.52327842135543
46,28,0,1,1,80.85787791271946,275.4228129337495
29,20,1,1,1,57.68954353332151,206.7391716908567
40,20,1,0,1,67.04882518595907,234.81676363957183
22,17,1,1,1,46.342033271522446,179.07495252347618
38,19,1,0,1,62.84100255158006,222.70560960610263
23,15,1,1,1,44.28836190570574,172.8975198455902
33,20,0,0,1,59.63498410216077,213.37477898235417
11,26,1,1,1,45.88167765908064,177.99122426066629
21,18,1,1,1,47.48967496586559,181.1189448401156
24,24,0,1,1,55.440353507566286,205.54976462422505
39,16,1,1,1,58.41410957495765,212.78495045831653
18,19,1,1,1,42.6750930607682,171.7652355904972
24,16,1,1,1,45.19373171219734,175.8846685332685
27,27,0,1,1,63.206408931023184,222.54649575013784
33,18,1,0,1,57.04864689298067,207.80219748600695
33,20,1,1,1,61.194326926094405,218.33503350938227
29,30,1,1,1,67.60812153614688,236.52043375481875
30,24,1,1,1,62.77632537691456,222.14330893982665
49,29,1,0,1,86.31577296592046,288.0017348879094
24,19,1,0,1,49.49983713283449,187.240740942376
40,8,1,1,1,50.39027238941475,191.02829620122156
29,14,1,1,1,49.3975596070815,186.1647570598247
50,35,0,1,1,94.93699125259056,312.9098985664325
32,14,1,1,1,52.57601192891224,194.1299926487328
36,21,1,0,1,64.7986806011144,225.550575770115
24,16,1,1,1,47.43166002063059,182.1987116989898
25,12,1,1,1,43.36164895385586,168.47129985783275
33,11,0,1,1,47.64225080359243,180.3801942225188
28,30,0,0,1,66.79924161210899,233.6691281906135
45,22,1,0,1,73.1274668420426,250.7084848734796
43,29,1,0,1,80.46269816758736,272.44756564335086
22,29,1,1,1,61.066130248049866,219.90190664219676
25,21,1,1,1,55.17810771792666,201.99361209839208
25,19,1,1,1,51.77690897448739,195.26556004888877
38,18,0,0,1,63.0177165714982,219.7339108505477
13,30,0,1,1,53.215651096920496,198.1312711258998
20,14,0,1,1,38.98912233627876,156.0273828127555
33,13,1,1,1,52.24181694113173,195.2884477111697
26,20,0,0,1,53.58093502663527,197.7295794206632
25,28,0,0,1,60.33443041369031,215.42154594969887
27,26,1,0,1,61.14555156034693,217.30661403573387
19,20,1,0,1,45.79659892885494,174.5744208590682
34,9,1,0,1,46.92341847624729,180.4947898573132
42,22,0,1,1,69.98666127223122,243.9704447552092
29,23,1,0,1,60.02115537977162,215.84654330928277
35,7,1,0,1,46.56753204191657,175.83037034168214
34,18,0,1,1,58.519372042551566,211.79776525961935
15,22,1,1,1,44.7579969932587,174.5108419753694
41,21,1,1,1,71.20678210308309,242.63612092825383
39,21,1,1,1,66.91709141569683,233.69054520689585
22,21,1,1,1,50.9221344356846,190.26866900727504
20,21,1,1,1,49.47071752682207,187.25536457297545
40,22,0,1,1,68.14226747087835,238.9858982004688
20,16,1,1,1,43.88647410833802,171.85098781012488
24,24,0,0,1,54.85278570002052,200.80811050351988
35,17,1,1,1,58.10290766641711,209.3766141767441
29,28,0,1,1,65.53083159403268,231.17249100594597
31,24,0,1,1,62.81719846393639,223.135893591708
33,22,1,1,1,63.42740201423695,226.49882974791296
21,21,1,1,1,49.38676558178318,186.9915134101386
23,18,1,1,1,49.6783930323763,186.7010404728538
22,33,1,0,1,65.01754536634458,229.2687862578943
23,26,1,1,1,58.14457574497264,208.58449168116124
30,12,0,1,1,47.98258453270315,179.68325324162893
34,31,1,1,1,75.4952672011515,259.373270840978
37,18,0,1,1,61.144870878101344,220.0674288798315
39,19,1,1,1,64.87854579743339,229.9596988787644
33,33,0,0,1,75.28662701062785,255.19093851282784
28,27,1,1,1,64.68095482284912,227.64985898855645
39,17,1,1,1,61.2119690648274,220.46657910630532
41,18,1,0,1,63.92117684425414,226.84074360498047
24,26,0,1,1,58.54783618473085,210.86785419899888
34,28,0,1,1,69.17896865556416,241.619908909967
34,23,1,0,1,66.17735617308396,233.85076477838533
35,22,1,1,1,64.13803146702888,227.8460765753093
27,13,0,1,1,43.147067125191306,169.5406282369256
14,25,0,1,1,46.81379872443184,180.59130964601167
24,8,1,1,1,36.904457992608826,151.73349044134753
25,15,1,0,1,46.25617437547952,177.46026997971177
27,8,0,1,1,37.023341470060366,150.71576431179096
24,27,1,1,1,61.24327872090928,220.33032778976732
43,23,0,1,1,73.76447840034074,252.2342706614725
37,19,0,0,1,61.83433902600133,218.5918338690809
39,9,0,0,1,49.14149894790194,185.83333397909476
16,20,1,0,1,44.72780705558361,171.95999756835536
19,26,1,0,1,54.84919180889636,200.1139624871533
28,15,0,1,1,49.81865719212915,189.31369080920825
24,21,1,1,1,53.88229242860913,199.52908202528712
19,20,0,0,1,43.683777239368965,171.77524149694565
43,23,0,1,1,73.96513779706896,252.7474657581474
43,25,1,1,1,77.08821581924039,264.89096021369267
29,13,1,1,1,45.45072694297828,175.36128353035238
31,15,1,1,1,52.20514079901103,191.46470535948168
23,21,1,0,1,51.17834846356131,188.51334208778667
21,24,1,0,1,52.59372533530355,196.19131967241051
38,31,0,1,1,77.02071784380205,263.5052693394398
36,24,0,1,1,65.72719092546885,233.69466535984816
28,15,0,1,1,46.1793672436187,177.46077823017146
36,17,1,0,1,59.48222773143151,212.4262149203241
27,21,0,1,1,57.10718361647609,205.2695919129743
26,23,1,1,1,55.69169460695371,204.91969964119
43,31,1,0,1,82.84994913818022,280.05789811186486
14,22,1,1,1,46.0099017236064,176.85045409950143
32,26,1,0,1,67.64999478406945,233.08867947388936
30,20,1,1,1,57.39957037572445,211.3659718286609
41,21,1,0,1,69.05928993673506,238.8517417369348
25,27,1,1,1,61.132050824969134,217.7461472451997
9,29,1,1,1,48.90059069026634,183.3029402817706
22,19,0,1,1,46.56731772792001,178.48865994513812
24,31,1,0,1,65.29317779497079,228.37892802278097
25,20,1,1,1,50.6150421577443,191.0737498481008
27,22,1,0,1,57.86295010710097,208.84728219967292
23,18,1,1,1,48.38347349257253,184.33788285558705
44,24,0,1,1,74.15302307548414,254.701437307092
36,21,0,1,1,63.30847443650955,225.3852435070972
25,21,0,1,1,53.86341550407181,198.1179756952288
27,25,1,1,1,61.00427209317855,217.16437590348232
29,22,1,1,1,57.98208164875799,210.6185731395708
43,16,1,1,1,63.660815458288056,225.60538696507052
22,20,1,1,1,49.08721316655805,187.511355797526
27,12,1,0,1,44.96777461464672,174.2582026064979
18,15,1,1,1,41.25375786328824,163.2439968095184
24,18,1,1,1,47.55626286778977,181.71463899823723
26,22,0,1,1,56.83802005699328,205.7796313298815
28,12,0,1,1,44.75985174299407,173.70541199138913
19,16,1,1,1,42.47587482325777,168.3706538197698
26,26,1,0,1,60.25876065924465,216.51704746916144
25,26,0,0,1,59.03976484838697,212.18988202451504
24,19,1,1,1,50.79169330828978,191.9997016349388
25,22,0,0,1,52.28913451022788,196.04093582517
17,17,1,0,1,41.5660116115963,159.93308470726134
20,13,1,1,1,36.88870541317913,153.2176960562126
22,22,0,1,1,50.30483137234709,188.94048151769715
26,26,1,0,1,59.74108126503639,213.32028154732484
32,25,0,1,1,63.70061070628776,225.20059032819327
47,29,1,1,1,83.96627273910387,283.8401057554596
39,20,0,1,1,62.73614917429955,226.0397861587358
28,16,1,1,1,50.07484895443445,186.76418837877992
23,15,0,1,1,40.93284373180329,165.48679740097015
18,19,1,0,1,45.09653214830013,173.45882498890998
28,1,1,0,1,29.871904746780228,132.7270882654143
44,24,1,1,1,75.38116213714325,257.6957058640187
44,21,1,1,1,71.33762910997005,246.9883035103084
32,25,1,0,1,66.73261401084099,232.63761770348208
41,14,0,0,1,58.32102282569532,211.0102570561992
16,29,1,1,1,56.76028781757447,211.14760601091032
41,10,1,1,1,56.16227645763298,204.0932255459294
23,8,1,1,1,35.23364714311238,149.51139091623418
26,17,1,0,1,50.01624990640732,186.6610131274016
26,17,0,0,1,46.98465436217835,180.80006297659088
25,18,1,0,1,50.06466908332617,186.85167464511693
28,20,1,1,1,56.48181437178063,207.9202375147184
35,18,1,1,1,58.78528674610394,213.03604528689792
13,16,1,1,1,36.15831307266946,150.2112726767278
21,33,0,1,1,65.45136282533447,228.4154666750923
37,22,1,0,1,65.52128249035336,231.8058846799282
38,16,1,1,1,61.056564767528805,217.7074963406313
34,26,1,1,1,69.30182959424701,241.32491194951731
28,28,1,1,1,64.6667956981108,229.82971448048136
27,16,1,1,1,49.87036202492887,189.5048567475053
33,17,1,0,1,56.39506465426721,206.460287029839
24,24,1,0,1,55.49775939969068,203.7195965741186
38,15,1,0,1,57.90816428994562,211.5171348548606
