participant_age,education_years,annual_income,gender,rural_residence,social_network_size,access_to_broadband,political_participation
29,30,7,0,0,1,0,99.43151361487826
2,25,8,0,1,1,1,87.61452860125219
6,20,2,1,1,1,1,82.25412941826175
15,23,3,1,0,0,1,90.73577062154484
38,17,8,1,0,0,1,101.0677283864888
25,21,9,1,1,0,1,99.39184976031828
16,24,4,0,0,0,1,89.55001493816944
8,28,4,0,0,0,1,90.58426909831648
30,28,7,1,0,0,1,106.1120037998873
6,24,8,1,0,0,0,81.9999101158895
8,30,6,0,0,0,1,93.55504586435065
24,31,6,0,0,1,0,94.7872616954632
32,23,2,1,0,0,1,97.31221402326445
24,27,6,1,0,0,1,99.9012787611988
0,26,7,0,1,0,1,86.3341214887447
24,21,3,0,1,0,0,84.30365925770376
29,25,4,0,0,0,1,99.65881479261144
38,21,3,0,0,0,0,90.2542034990146
42,26,8,0,0,1,1,111.6975272820314
37,25,5,0,0,0,0,96.32376514240912
19,20,4,0,0,0,0,80.06174016194666
29,22,3,1,0,0,1,96.80550979300608
13,24,3,0,0,1,1,89.4760303101889
29,18,6,0,0,0,1,95.2557657715086
29,24,9,1,0,0,1,104.05544292686412
44,25,4,0,0,0,0,98.2506295165589
44,18,4,0,1,0,1,102.4039777373085
9,21,4,1,0,0,1,85.98132105876678
22,22,4,0,0,0,0,85.69628431969848
21,23,6,0,1,0,1,96.03275719038358
31,25,7,0,0,1,0,95.14145527260492
31,23,4,0,1,1,1,98.71894945911605
15,23,5,0,0,0,0,81.0562165717373
30,23,7,0,0,0,0,91.7801017627431
24,30,-1,0,1,0,1,98.7369934047367
19,25,8,0,0,1,0,89.4038987475095
30,26,8,1,0,1,1,106.22564604007832
26,20,6,0,0,0,1,95.9173839862552
3,23,6,0,1,1,1,85.85904116714713
30,24,5,0,1,0,0,93.07616858354388
15,23,5,1,0,1,0,84.78086753854822
24,21,4,0,0,0,0,85.36155643530539
15,24,6,0,0,1,1,92.37288651122952
13,28,6,0,0,0,1,94.4458866596094
30,16,2,0,0,1,1,91.71047517883002
34,27,7,0,0,1,1,107.58429799351948
23,19,6,0,0,1,1,91.73851681206712
21,26,7,0,1,0,0,90.10127081689042
25,27,1,1,1,0,0,87.69088487810222
14,18,3,1,0,0,1,85.63874704800637
35,21,6,1,1,1,1,102.1101031007038
11,24,6,0,1,0,1,90.79434609483464
16,26,6,1,0,0,1,95.9577250911546
15,24,8,0,0,0,0,82.98630950248473
25,29,6,1,1,0,1,101.59879988754008
9,25,9,0,1,0,1,93.38665971806492
25,26,5,0,0,0,1,98.00313949532294
15,20,9,0,0,0,1,92.06973170067342
23,26,6,0,1,0,1,99.4635539835459
40,20,4,0,0,0,1,101.60067722875532
20,17,3,0,0,0,1,86.52377852316566
35,29,4,0,1,0,0,96.02410782387078
8,21,3,1,0,1,1,82.30910382825047
30,22,6,0,0,0,1,99.22491919592944
28,21,4,0,0,0,1,98.18295630378296
34,21,5,0,0,0,1,100.70286871333006
7,20,8,0,1,0,0,79.37864768771033
43,21,5,0,1,1,0,96.73865437978507
18,21,3,0,0,0,1,89.16785355162874
28,18,9,0,1,0,1,98.6339840747946
11,27,10,0,0,0,0,88.22733334371179
17,27,4,0,1,0,1,93.9908477961086
19,16,5,0,0,0,1,87.13987867022263
26,20,4,0,1,0,1,92.38527165590348
12,19,3,0,1,0,0,79.37227207768149
13,23,2,0,0,1,1,85.83200343370832
20,24,9,0,0,0,1,98.313274105273
5,24,8,0,0,0,0,79.52144400296802
10,22,2,0,0,1,0,75.74250244857673
19,23,9,0,0,0,0,88.03166496128827
27,22,4,1,0,0,0,87.0108168600952
11,24,3,1,1,0,0,77.91088613008412
27,29,8,1,0,0,1,105.16322556917687
25,15,4,1,0,0,1,90.54505418566944
45,26,6,0,1,0,0,102.09502157246868
26,24,6,0,1,0,1,97.97397698385166
32,15,2,0,0,0,0,82.62462777027599
21,33,5,1,0,1,1,102.10558804635434
13,27,7,0,0,0,0,87.88843437048554
21,24,4,0,1,0,0,86.07048135482535
25,25,5,0,0,0,0,89.60560434571045
21,22,7,0,0,1,0,87.22912388669216
42,19,5,1,0,1,1,105.40571748039392
25,21,2,0,0,1,0,82.55020847321191
34,22,0,1,0,1,0,87.51463230750343
5,17,1,0,0,0,1,77.05966076818656
15,23,4,0,1,1,1,90.57216950005076
22,19,3,0,0,1,1,90.23296230795872
37,23,7,1,1,0,0,98.36478608316092
20,14,5,0,0,0,1,87.6867304810786
17,14,0,1,0,0,0,73.77303676977532
20,25,7,0,0,1,1,96.27985762633026
20,19,7,1,0,0,0,84.4214283646491
36,23,4,0,0,1,1,103.27493030784872
33,20,6,0,0,0,0,90.00411276217979
41,15,4,0,0,0,0,88.51961841619082
9,26,3,1,0,0,1,89.84639772602368
24,26,4,0,0,0,0,88.88078793330062
30,22,5,0,0,0,0,88.7590751358534
22,17,3,0,0,1,0,80.7253143899919
27,26,6,0,0,0,0,91.32014157911637
29,31,9,1,0,0,1,109.81414527543156
30,22,7,0,0,1,1,100.90905716710324
25,28,5,0,1,0,1,101.71493820228852
17,29,7,1,0,1,0,90.92369507016112
8,25,4,0,0,1,0,78.53784062238152
28,19,3,0,0,1,0,84.96084278297454
25,18,3,1,0,0,1,93.36977119446249
23,23,2,0,0,1,1,92.26172157094508
29,28,3,0,0,0,1,100.37484210323969
23,21,3,0,1,1,0,84.96923142483155
43,21,0,1,0,0,1,101.66367651351578
32,24,9,0,1,0,0,97.03409895460786
17,22,6,0,1,0,0,85.24109983232809
18,25,0,1,1,1,0,81.2492075139279
10,24,7,0,0,1,1,90.4534302698486
42,18,5,1,0,1,0,96.11371126929632
31,33,5,0,0,0,1,106.39844335856976
17,24,3,1,0,1,0,84.25574377648692
18,24,6,0,0,0,0,84.70771186338222
21,26,5,0,1,0,0,87.85431155648192
36,23,7,0,0,0,1,104.51291324759008
30,24,1,0,1,0,0,88.24849811846038
36,21,5,0,0,1,1,101.0438905608459
24,27,8,0,1,0,0,95.10742573999714
26,21,4,0,0,0,0,86.78311542606772
22,28,6,1,1,0,0,92.41981259994394
18,22,7,0,0,0,1,93.04127891498231
22,25,7,1,0,0,0,90.12544405262643
27,18,5,0,1,0,0,84.86052361288209
25,27,4,1,0,0,0,91.21812320415208
15,19,6,0,0,0,0,80.50086777758978
45,24,1,1,1,0,0,95.43798827182415
20,20,7,0,1,0,0,86.44629593205913
15,18,6,1,0,0,1,90.38123520747496
33,30,4,0,0,1,1,107.04946934591896
32,24,5,0,1,0,0,94.64926288818909
28,24,6,1,1,1,0,92.38335803410752
10,22,6,0,0,1,1,89.56512819716178
31,26,10,0,0,0,0,99.79431654810824
16,21,6,0,1,1,0,83.24793026922637
33,21,9,1,0,0,0,95.36993305227804
19,28,7,0,0,0,0,91.11897426638322
16,23,6,0,0,1,0,84.51187088842455
34,26,6,0,0,0,0,95.93573950990144
25,17,7,0,0,0,1,93.25980625787706
20,21,5,0,0,0,0,84.04652241832808
27,28,8,0,1,1,0,97.30343416195082
32,23,6,1,1,0,1,102.28198911538318
17,25,2,1,1,0,0,82.67248391318915
25,27,4,0,0,0,0,92.0964304583834
21,22,6,1,0,0,1,94.4955461371535
38,16,4,0,0,1,0,89.61363869945463
23,19,0,0,0,0,0,78.9483640760106
28,20,4,0,1,1,1,95.39495637146894
37,22,4,0,0,1,1,102.13471820779922
4,23,8,1,1,0,0,79.95415879495847
19,22,4,0,1,0,0,82.8257001566629
24,24,7,0,1,0,0,90.5676217696338
21,20,6,0,0,0,0,83.25756851668645
32,21,8,0,1,0,0,92.58243413514818
27,25,5,0,0,0,0,90.39727203815278
33,24,7,0,0,0,1,103.7395962404416
25,21,6,0,1,1,1,94.86172455999731
16,25,7,0,1,1,1,95.66471729235468
25,20,1,0,0,0,0,82.2073981218041
39,25,4,1,0,0,0,98.057368397075
38,28,11,0,0,0,0,103.7312712342354
21,29,8,0,0,0,0,92.61701293390703
-4,28,5,0,0,1,1,86.23777927839437
32,14,12,0,0,0,1,99.8230881382691
20,22,3,1,0,1,1,93.40332835698456
27,23,4,1,0,0,0,89.2989828274574
27,24,4,1,0,1,1,97.5879379686196
25,22,7,0,0,1,0,90.66370935177578
12,27,3,1,0,0,1,91.71875393470448
19,22,7,0,1,0,1,93.68911892994583
37,24,3,0,1,0,1,102.51290698651972
34,24,8,0,0,0,1,105.46945557019345
30,28,12,0,0,0,1,108.84940118193435
23,32,7,1,0,0,1,104.9289087797426
31,27,6,1,0,0,0,95.44005573781313
20,25,3,0,0,0,0,84.96542091664726
13,26,6,0,0,1,1,93.26954875248492
41,26,4,0,0,0,1,108.74704465530284
32,22,4,1,1,0,1,99.80718845026873
21,22,6,0,1,0,1,95.69406565995452
10,17,7,0,1,0,1,84.35766021658698
30,19,7,0,0,0,0,89.13926202041888
28,27,7,0,0,0,1,103.09980443301174
29,30,8,0,0,1,1,108.59488598392988
21,25,7,0,0,0,0,88.73947169462114
25,18,7,0,0,1,0,85.02301465671101
27,19,3,0,1,0,0,84.27596135000942
9,20,3,0,0,0,0,75.01643991464755
39,24,5,0,0,0,1,104.47322885843698
21,25,5,1,1,1,1,96.84062900207388
13,24,3,1,0,0,0,80.98504321560719
18,21,2,0,1,0,0,81.17802003247672
42,26,5,1,1,1,0,101.96459054301552
30,17,4,1,0,0,0,86.72380650732038
42,19,7,0,1,0,1,104.87934793935328
36,13,7,1,0,0,0,88.45942046708608
41,21,7,0,0,0,1,106.30917040421063
14,28,4,1,0,1,1,94.89742782134402
33,16,9,0,0,0,0,93.36369847562936
16,27,4,0,0,0,1,92.76843963115458
24,23,5,1,0,0,1,95.07497180805213
29,22,5,1,0,0,0,87.21339061817889
19,21,4,0,0,0,1,91.46189744419712
23,22,9,1,0,1,0,91.63857270551554
31,23,5,1,0,0,0,91.17844083685222
20,21,8,0,0,0,1,96.07853056163012
41,26,9,0,0,1,0,101.68601492182796
18,27,7,0,1,0,1,98.59774988046276
31,21,5,0,0,0,0,88.79293851223895
26,24,5,0,0,0,1,98.23620263463349
38,25,7,1,0,1,0,98.25505101500217
13,24,6,0,0,0,0,83.67624770185017
20,22,9,0,0,0,0,88.09309076616661
13,22,4,1,0,0,1,88.68893149104495
29,26,6,1,0,0,0,95.2799316935319
23,21,5,0,1,1,0,86.48458684254767
21,23,8,0,0,0,1,97.65350414699392
14,21,4,0,0,0,1,89.46109678299995
28,25,7,0,0,0,0,90.75820253222984
22,19,3,0,0,1,1,90.62535878321584
12,22,4,0,0,1,1,87.1946772067952
36,16,5,0,0,0,1,95.47499348321168
16,24,4,0,1,0,0,82.13694316101275
24,24,5,1,0,0,0,88.84732685821048
23,23,6,0,0,1,1,96.12271183254336
34,27,8,1,0,0,1,108.67111611444346
36,17,4,0,0,0,0,88.12866646283786
27,26,10,0,0,1,0,93.69054409477828
30,26,6,0,0,0,0,94.33534359084057
26,27,8,1,1,0,1,102.99588786535244
29,27,10,0,0,0,1,105.2489885037842
22,24,9,1,1,0,0,92.34189977409464
14,24,4,1,1,0,0,84.8318870711155
27,28,5,1,0,0,0,95.18777910788856
28,23,6,0,0,0,1,100.3591295544028
32,18,7,0,0,0,1,98.47341629502073
26,34,7,1,0,0,1,108.39066830183307
14,21,7,1,1,0,1,90.11717748325772
9,24,3,1,0,0,0,77.99638485761494
30,24,7,0,0,1,0,95.46968350302348
43,22,5,0,0,1,0,97.39458247668291
25,15,8,0,1,0,0,84.05455968430773
20,21,11,0,0,1,1,98.49473732346588
32,22,7,0,0,0,0,94.36620585088087
27,22,4,0,1,0,0,88.1811062495233
28,23,1,0,0,0,1,95.5631285007257
18,25,8,0,0,0,1,96.53364689127125
28,25,5,1,0,0,1,101.32594013873684
18,29,4,1,0,0,1,96.245726102538
36,25,3,0,1,0,0,93.73750205478824
22,27,7,1,1,1,0,92.1676570412557
36,19,5,0,0,0,0,89.74192989794234
45,26,3,0,0,0,0,99.5497593920188
12,25,5,0,1,0,0,83.41823422485037
3,22,5,0,0,1,0,74.26569506880986
28,24,7,1,0,0,0,91.6815217863547
26,26,3,1,1,0,1,97.7393875397041
14,31,8,0,1,0,0,90.8511383010693
23,22,0,0,1,0,1,88.99978629763189
27,18,9,0,0,0,1,94.84530215345364
14,26,0,0,0,0,0,80.8377045273859
26,21,5,0,1,0,0,86.95457470029537
13,24,0,0,1,0,1,86.72537339128309
33,23,6,0,1,0,1,102.22607943032824
22,18,3,0,0,0,0,80.56414241555156
44,23,7,1,1,0,0,99.98029622124255
28,22,8,1,1,1,0,92.70542417150666
27,28,2,1,0,1,0,90.4559941719342
37,24,6,0,1,0,1,105.16967282654922
11,18,5,0,0,0,0,76.62750551199218
22,22,7,0,1,0,1,95.79055635852404
10,18,5,1,0,0,0,74.88911550323091
38,21,6,0,0,0,1,103.26578787217365
4,25,3,0,1,0,1,85.36535135798164
30,28,6,0,0,0,1,103.20373496836056
13,25,3,1,1,0,0,82.29075241828322
23,26,7,1,1,0,0,91.77461289101356
35,22,4,0,1,1,0,92.41116624200195
41,18,9,0,0,1,1,106.63612411716188
25,21,5,0,1,1,1,94.75361928216164
24,20,5,1,1,0,1,94.4001062851773
15,26,6,0,0,0,0,85.30576724482061
25,25,4,1,0,0,1,96.92570056190016
42,21,5,0,0,0,1,103.97710161785274
28,26,7,0,0,1,0,95.50160171500042
21,22,8,0,0,0,0,86.99316239504543
31,21,4,0,0,0,1,97.40306687541305
28,20,7,0,0,1,1,99.23015615029536
29,25,5,1,0,0,0,93.74739568106764
20,23,3,0,1,1,0,84.16566296991344
26,22,6,1,0,1,0,91.13652292248818
14,25,4,0,0,1,0,84.37298340689317
24,26,8,0,0,0,1,100.93567929861788
25,25,4,1,0,0,0,90.60674264700056
7,26,4,0,1,0,1,87.4485187355641
32,25,2,0,0,0,1,98.79026994262446
29,32,6,0,1,0,0,99.1597999852902
9,23,6,0,0,0,1,88.83532769920622
35,30,5,0,0,1,0,100.58718872340172
19,19,8,0,0,0,1,93.8123564962472
20,31,5,0,0,1,1,100.03487962320968
23,22,5,1,0,0,1,98.0998649126926
13,17,4,0,1,0,1,82.8450132932922
24,19,6,1,1,0,0,86.13696966157472
30,21,5,0,0,0,0,88.09854981769479
35,23,6,1,0,1,1,104.09682627686996
6,20,9,1,0,1,0,80.49943670485703
29,21,9,0,1,0,0,93.4585217153682
26,22,7,1,1,1,0,91.91617761734098
24,29,6,1,0,0,1,104.97439125266412
23,24,6,1,0,0,0,89.35811882579553
34,21,10,0,0,1,0,96.5013441081461
19,19,7,1,0,0,0,84.95896031855763
26,27,5,0,0,0,0,91.53388896484374
25,30,5,0,0,0,0,92.08593860613968
-4,26,5,0,0,0,1,83.6927351746379
12,24,11,0,1,0,0,88.65472525437953
23,19,5,0,1,1,0,85.84465140059517
19,21,4,0,0,0,1,89.67055096258588
22,23,7,0,0,0,0,88.64648231713484
14,25,3,0,1,1,0,82.67005665964487
30,28,7,0,0,0,0,95.50553146106472
25,23,5,0,0,0,0,89.63043034907801
0,22,7,0,1,0,0,73.90373689008416
20,20,3,0,0,0,0,80.14099186389429
30,21,6,0,0,1,0,91.095786273032
25,24,9,1,1,0,1,102.98032292124842
10,23,8,0,0,0,1,89.94084282944908
3,23,6,1,1,1,1,85.06606506878369
8,24,3,1,0,0,0,77.844939103754
22,23,5,1,1,0,1,95.29774405448504
26,22,8,0,0,0,1,98.90459778485126
27,24,6,1,0,1,1,100.30598961923027
23,24,6,0,1,1,1,97.38064516655191
28,22,5,0,0,0,0,87.96861244441503
31,25,5,1,0,1,0,92.84605184418048
24,21,7,0,0,0,1,97.45227067051266
37,14,5,0,1,0,1,95.74337546478031
9,27,4,1,0,1,0,82.24120616897079
13,22,4,1,1,0,0,80.40252626382787
28,23,9,0,0,0,0,93.71184838752194
47,23,5,0,0,1,0,101.24381005444366
19,26,5,1,0,0,1,96.49999170357312
39,24,4,1,0,0,1,103.6559159196532
11,31,5,0,1,0,0,86.95360081194858
34,27,3,1,0,0,0,94.43806200850057
40,26,6,1,1,0,0,100.9511484286662
-3,21,1,1,0,0,0,67.79129521699191
30,25,6,0,0,1,0,91.86949814933767
27,22,1,0,0,0,1,90.9055839187304
