unit_id,post_intervention_status,treatment_status,standardized_test_score,student_age,teacher_experience_years,school_type,gender
632,0,1,43.41676728863008,3,5,1,1
633,0,1,44.80805236051632,2,6,0,1
634,0,1,47.54447001379999,1,6,0,0
635,0,1,47.75737528247055,1,10,1,1
636,0,0,47.965850258237786,3,7,0,0
637,0,1,43.89331349631652,2,5,1,1
638,0,1,46.80358466249398,2,5,0,0
639,0,1,46.08323112673083,2,6,1,1
640,0,0,49.20883575164158,3,7,1,0
641,0,0,49.292942770232834,1,7,1,1
642,0,1,44.61739944254957,3,7,0,0
643,0,0,49.11070551070861,1,8,0,1
644,0,1,45.55889143721932,3,10,1,1
645,0,1,46.16730965229264,3,5,0,1
646,0,0,47.96006837334783,2,6,1,0
647,0,0,47.73106311315789,3,7,0,1
648,0,1,43.71790288340096,3,7,0,1
649,0,1,44.811274488418725,3,7,0,1
650,0,0,50.28086606338177,1,8,1,0
651,0,0,48.88728193086234,4,9,1,1
652,0,0,49.07676119598349,2,6,1,0
653,0,1,45.032122268094376,2,9,0,1
654,0,0,48.09531157614322,2,3,1,1
655,0,0,50.588331002342365,1,8,1,1
656,0,1,45.51925511968022,4,6,1,1
657,0,1,44.29557773030417,1,5,0,1
658,0,0,47.9734464202408,3,9,1,1
659,0,0,47.8826944433323,3,5,0,1
660,0,0,48.05773265105759,4,9,1,1
661,0,1,44.1881359975424,4,7,1,1
662,0,0,47.16681711603388,2,6,1,0
663,0,0,48.0238666326132,2,5,1,1
664,0,1,45.57315992974604,2,6,0,1
665,0,0,44.98029511167357,5,4,1,1
666,0,1,44.600808968988815,1,8,1,0
667,0,0,48.7431160042448,2,7,1,1
668,0,0,48.42271719357887,1,9,1,1
669,0,1,45.84139580663313,2,8,1,0
670,0,0,46.7805955711418,3,9,1,0
671,0,0,49.32498419972028,3,7,1,1
672,0,1,44.567709857985164,5,6,1,1
673,0,1,45.31122153568896,2,5,1,1
674,0,0,47.82713248013508,2,5,0,1
675,0,1,45.05504219186053,3,6,1,1
676,0,0,48.357711715681766,2,5,1,1
677,0,1,46.700277413654845,3,7,1,1
678,0,1,43.73942925463701,6,4,0,1
679,0,1,46.740939288177046,3,7,0,0
680,0,1,46.29782756128822,1,5,1,0
681,0,1,45.04140750653217,2,6,0,1
682,0,1,47.12220105116938,2,9,0,1
683,0,1,45.18112748821205,4,5,1,0
684,0,0,47.21247586245194,2,7,1,0
685,0,1,46.30602517360256,4,6,1,1
686,0,1,44.95154708677735,2,7,1,0
687,0,1,45.79637187153412,3,7,0,1
688,0,0,49.50893307282563,2,6,1,0
689,0,0,45.53879706697473,5,8,1,1
690,0,0,49.98763025315235,4,5,1,0
691,0,1,46.819813057478434,2,6,1,1
692,0,0,47.67929856246602,1,5,1,0
693,0,1,45.48835367888195,3,6,1,0
694,0,0,48.568756813681375,2,7,1,1
695,0,0,47.52049239087377,3,5,1,1
696,0,0,47.73094976741229,2,7,1,1
697,0,1,46.19708206483174,3,5,1,0
698,0,1,47.59272040546266,3,7,1,0
699,0,0,49.16252216554405,2,5,0,0
700,0,0,49.43632296131322,3,6,0,0
701,0,0,46.889339475750816,3,7,0,1
702,0,0,45.44836682153778,2,6,1,0
703,0,1,45.48118482184259,2,7,0,1
704,0,0,47.44144229979344,1,6,1,0
705,0,1,45.18425848310643,3,6,0,1
706,0,1,43.31798982256158,2,6,1,1
707,0,0,47.0529389879178,6,5,0,1
708,0,0,47.85575256042733,4,5,0,0
709,0,1,46.88486514363139,3,9,1,0
710,0,0,47.230130674872704,3,5,0,0
711,0,1,46.71283029283765,3,5,1,1
712,0,1,44.024264999602806,3,4,1,1
713,0,0,47.44969407317197,2,8,0,0
714,0,1,46.56798934454969,2,6,0,1
715,0,1,46.36199119666508,3,11,1,1
716,0,1,45.71079833520032,4,9,1,0
717,0,1,43.39315460020588,3,7,1,1
718,0,1,45.11644919077472,6,8,1,1
719,0,1,46.27314413543401,2,9,1,1
720,0,1,46.25448219172186,3,7,0,1
721,0,1,45.630289912383176,3,7,0,1
722,0,1,46.53853517168072,2,6,1,0
723,0,0,48.2775987012689,3,7,1,0
724,0,1,45.744225520973615,1,5,0,0
725,0,0,46.69798352876256,2,5,1,1
726,0,1,45.14452562896577,3,3,0,1
727,0,1,46.04542217502823,2,8,1,0
728,0,1,47.0510240748016,2,8,0,0
729,0,0,47.32123834997776,3,4,1,1
730,0,0,47.80464544354946,4,7,1,0
731,0,1,45.23081561708476,3,3,1,0
732,0,0,48.52582052434105,4,9,0,1
733,0,1,44.87548779239242,4,5,0,1
734,0,1,43.88942512844659,3,5,0,1
735,0,1,44.53022840251942,2,5,1,1
736,0,1,45.86685989280243,3,7,1,0
737,0,1,46.30704192340527,3,5,0,1
738,0,1,46.5221392693674,3,7,1,0
739,0,1,45.90300664861317,4,8,0,0
740,0,0,45.51025201560272,1,4,1,1
741,0,0,48.45078176616231,2,8,0,1
742,0,1,46.412996062638285,2,4,0,1
743,0,1,46.27295818552206,2,3,1,1
744,0,1,45.42887944083887,1,5,1,0
745,0,1,47.572220727027975,3,8,1,1
746,0,1,46.14262365192168,1,5,0,1
747,0,0,46.58493555742041,4,4,0,0
748,0,1,45.63666537363027,2,3,1,1
749,0,0,48.67520599967114,2,4,1,0
750,0,0,46.30456977276477,3,3,1,0
751,0,1,43.8273313412682,3,6,1,1
752,0,1,47.48860975397476,4,5,0,0
753,0,0,49.17680632832385,2,5,1,1
754,0,1,45.09455042177414,4,7,0,1
755,0,1,46.18797323338898,2,5,0,1
756,0,0,47.63616696201768,4,5,0,1
757,0,1,45.859345253997546,4,10,1,0
758,0,0,48.09331645873747,4,5,0,0
759,0,1,45.87297772959175,2,10,0,1
760,0,1,46.56811386219509,3,4,0,0
761,0,1,43.2854389363763,3,6,1,1
762,0,1,45.26065351929217,4,4,0,0
763,0,1,45.25248856361262,2,7,1,1
764,0,0,47.502026647599,3,5,0,1
765,0,0,47.38177857584247,4,5,1,0
766,0,1,47.644679511630734,3,13,0,0
767,0,1,47.24170287092488,1,8,1,0
768,0,1,46.434747898532926,4,7,1,1
769,0,0,48.33059287251152,2,6,1,0
770,0,0,48.93281122288387,2,7,1,0
771,0,0,49.117291719339576,2,5,1,0
772,0,0,49.447390123194886,4,8,1,1
773,0,0,46.645113761244566,4,6,1,1
774,0,0,48.43680729064746,3,10,1,0
775,0,0,49.03033119408747,3,7,1,1
776,0,1,44.81429865727312,3,7,1,0
777,0,1,46.85520820608416,1,9,0,0
778,0,1,46.06118215223976,2,5,0,1
779,0,1,45.62140296051609,2,6,0,1
780,0,0,47.22498697955589,2,9,0,1
781,0,1,46.08942576031101,0,7,0,1
782,0,0,47.44175898677506,4,6,1,1
783,0,0,48.90961899860931,3,7,1,1
784,0,0,46.76678494296964,2,8,0,1
785,0,1,48.21170398282796,2,9,0,0
786,0,1,46.002419416392165,3,5,1,0
787,0,1,45.625293772338864,2,9,1,0
788,0,1,46.15323130746358,2,8,1,1
789,0,1,44.26404231362234,2,8,1,0
790,0,1,45.070564493469526,3,7,1,1
791,0,1,47.1110844539564,3,5,0,1
792,0,1,43.82282976283367,3,7,1,1
793,0,1,45.9169824441784,2,5,1,0
794,0,1,45.37126746356235,2,5,0,0
795,0,1,45.44301937636044,3,6,1,1
796,0,0,47.31076016739811,2,7,1,1
797,0,1,46.65692731647262,4,9,0,1
798,0,0,47.37717703185967,3,5,0,0
799,0,1,46.95426091439949,4,5,1,0
800,0,1,45.4835698416293,2,7,1,1
801,0,1,43.837008781063886,3,3,1,1
802,0,0,48.29249580033969,1,7,1,0
803,0,0,48.1297764240406,2,3,0,1
804,0,1,45.765255306495625,4,9,1,1
805,0,0,47.77344562193909,2,6,0,1
806,0,1,45.98411369334272,1,6,1,1
807,0,0,47.61274312328585,3,7,1,0
808,0,0,46.85329987420207,3,7,0,1
809,0,1,44.94839035741952,3,7,1,1
810,0,1,45.72835804869677,3,6,0,1
811,0,0,48.019866289893166,2,9,0,1
812,0,0,47.604028879977264,2,10,0,1
813,0,0,46.94056255869727,3,6,1,1
814,0,1,47.21177234587749,2,6,1,0
815,0,1,45.93796167089988,3,7,0,1
816,0,1,45.0146876616237,3,7,0,1
817,0,1,46.45373277918605,2,9,0,1
818,0,1,46.02830717478772,0,4,0,1
819,0,1,45.761399477933125,3,5,1,0
820,0,1,47.21704091515026,3,8,0,1
821,0,1,45.06710889402095,1,7,1,0
822,0,0,48.12032922909023,2,4,1,0
823,0,0,47.260090225907696,2,6,0,0
824,0,1,45.43838856179244,1,5,0,1
825,0,1,45.24475051612876,3,5,1,1
826,0,1,47.70470652532366,2,6,0,0
827,0,0,46.47611521946565,2,5,0,0
828,0,1,46.2717676919292,1,8,1,1
829,0,1,46.8242238107474,1,7,1,1
830,0,0,48.546105819275766,2,4,0,0
831,0,1,45.879445336348326,2,5,0,1
832,0,0,49.0515264565425,1,8,0,1
833,0,1,44.81599741362341,4,7,0,0
834,0,1,45.21914552955717,2,3,0,1
835,0,1,45.714523027858064,4,8,1,0
836,0,0,47.426790630236354,3,5,0,1
837,0,0,48.9167588640621,3,5,1,0
838,0,1,46.61355817588623,3,4,0,0
839,0,0,47.67720108859698,1,8,1,1
840,0,1,45.80080327143517,2,6,1,1
841,0,0,48.44267231172601,1,8,1,1
842,0,1,45.361768545092346,4,5,0,1
843,0,1,46.17550012041435,3,6,1,1
844,0,1,45.32487023560961,2,7,1,1
845,0,0,48.86308281525148,3,7,0,1
846,0,1,45.50674956399193,4,7,1,1
847,0,1,47.12985820139555,1,4,1,1
848,0,0,45.760618869308026,4,3,1,1
849,0,1,46.422289657993616,2,7,1,0
850,0,0,48.78957017158146,2,8,1,0
851,0,0,46.80106916616808,3,6,1,1
852,0,1,47.305057077875006,2,10,1,1
853,0,0,48.204131981836255,4,9,0,0
854,0,1,45.57891641926779,3,8,0,1
855,0,0,46.58546925681811,2,7,0,1
856,0,1,45.60927602805197,5,10,1,1
857,0,1,43.19876065845428,3,6,1,0
858,0,0,49.15565808327859,3,8,0,0
859,0,1,46.259904052757335,3,4,1,1
860,0,1,45.37754494210824,4,7,1,1
861,0,0,48.00306473412641,2,4,1,1
862,0,0,46.486716038408666,3,9,0,1
863,0,1,47.28332175690609,5,8,0,0
864,0,0,46.20538940374004,2,6,1,0
865,0,1,45.326585846485,1,7,1,1
866,0,1,44.64116626893971,2,5,1,0
867,0,1,43.78423429785322,3,5,1,1
868,0,1,45.11441721872017,2,8,1,0
869,0,1,45.00754360854365,2,3,1,1
870,0,1,45.18306162555852,1,6,0,1
871,0,0,46.98392563053146,2,4,1,0
872,0,1,46.11185308870317,2,8,1,1
873,0,1,45.5994767261603,4,10,1,0
874,0,0,47.622761263087405,4,7,0,0
875,0,1,43.44000497476384,4,3,0,0
876,0,0,47.4384447981789,4,7,0,0
877,0,1,47.11544237009923,2,7,0,0
878,0,0,47.31529327875067,3,3,1,1
879,0,1,46.86942424527138,3,8,0,1
880,0,0,47.97162632599863,2,6,0,1
881,0,0,48.066499408136,3,7,1,1
882,0,1,44.16371666745769,2,5,1,1
883,0,1,45.8405967311578,2,5,1,0
884,0,1,47.19500262411213,2,7,1,1
885,0,1,45.31937624576283,4,7,1,0
886,0,1,45.41148179813168,1,4,1,1
887,0,1,45.38643157491719,2,9,0,1
888,0,1,44.68379017126778,3,7,1,1
889,0,1,48.21032467787624,0,7,1,1
890,0,0,48.46893779519272,4,8,0,0
891,0,1,46.89490764573862,2,9,0,1
892,0,1,47.478782049051816,2,8,1,1
893,0,0,47.551335553238495,3,7,1,1
894,0,1,45.8261315475516,3,6,1,1
895,0,0,46.16878202136357,3,6,0,1
896,0,0,46.94052287950493,3,6,1,1
897,0,0,47.69405619833362,1,7,1,1
898,0,1,44.4221632955665,0,3,0,1
899,0,1,46.09033328167956,2,8,1,1
900,0,1,44.52360782662406,2,4,0,1
901,0,0,46.06154933113167,3,5,1,1
902,0,1,48.374591322954416,3,5,1,1
903,0,1,45.47568316554577,2,5,1,0
904,0,1,43.84707207007037,3,6,0,1
905,0,1,46.07937065536151,3,7,1,1
906,0,0,46.67137330909189,2,5,0,1
907,0,1,44.89653565893254,2,7,0,1
908,0,1,45.94908478455221,2,4,0,1
909,0,1,45.62348828812519,2,3,1,0
910,0,1,45.405382666174994,3,5,0,0
911,0,0,48.527739259994455,2,7,1,1
912,0,0,45.55546267921074,3,5,1,1
913,0,1,45.933153434393326,1,7,1,1
914,0,1,45.29595665386742,2,8,1,0
915,0,1,45.71190600937152,3,9,1,1
916,0,0,47.23963158109552,2,5,0,0
917,0,1,45.439913385090186,5,9,0,0
918,0,1,44.32311964221975,2,3,1,0
919,0,1,45.250741010205935,2,4,0,1
920,0,0,48.76087903436759,1,8,1,1
921,0,0,48.46954664427507,3,7,0,0
922,0,1,45.83185095180167,2,6,1,0
923,0,1,47.07477836924421,4,8,0,1
924,0,1,46.01970833001549,2,6,1,1
925,0,1,46.10217198201558,3,6,1,1
926,0,1,46.23479383967394,2,6,1,1
927,0,1,45.76967102077611,3,6,1,0
928,0,0,46.9595534612909,2,6,0,1
929,0,0,48.02364553354708,2,6,0,1
930,0,0,47.31299005403633,2,4,0,1
931,0,1,46.51929243015558,1,6,0,0
932,0,1,46.81427621430977,3,6,0,1
933,0,1,43.97830220357583,4,4,1,0
934,0,1,46.01317568596976,1,6,1,1
935,0,0,47.84943427509143,3,6,1,1
936,0,0,46.51286047038902,5,8,0,1
937,0,0,47.90317693140389,2,6,1,0
938,0,0,48.11849548376328,3,10,1,1
939,0,0,47.69608263566269,1,7,0,0
940,0,0,48.92646248085376,2,6,1,1
941,0,0,47.9981542810874,5,5,0,0
942,0,1,45.44960683058319,1,5,1,1
943,0,0,48.084924311548825,3,7,0,1
944,0,0,48.34196703625542,3,7,1,1
945,0,1,46.36437572113357,2,6,1,1
946,0,1,45.45973163903684,1,5,1,0
947,0,1,45.36781138275163,4,7,1,1
948,0,0,47.91997699434896,2,4,0,1
949,0,1,44.47804458602834,0,5,1,1
950,0,1,48.14233519776926,2,8,0,1
951,0,1,46.38128546202369,2,4,1,1
952,0,0,48.00567448178637,3,6,1,1
953,0,1,45.92488921935997,3,6,1,0
954,0,0,49.1601129436903,2,7,0,1
955,0,1,46.17934897484111,2,3,0,0
956,0,1,46.24961476292366,3,5,1,0
957,0,1,45.74448702484405,1,7,1,0
958,0,1,46.60671590800708,2,6,0,1
959,0,0,46.58995054654535,3,8,1,1
960,0,0,47.69977935600276,3,9,0,1
961,0,0,45.808332363682005,4,6,0,1
962,0,0,46.3384215128675,3,7,1,1
963,0,0,47.667641382068965,2,8,1,1
964,0,1,45.00888820979871,2,4,1,1
965,0,0,48.024862094936935,3,6,1,1
966,0,0,46.35962067144915,3,4,0,0
967,0,1,45.44432693618461,2,8,0,0
968,0,1,45.8806412859291,3,5,1,1
969,0,1,45.93151881269766,3,5,0,1
970,0,0,47.94593046306801,2,6,0,0
971,0,1,46.45342713105276,3,3,0,1
972,0,1,45.07447361044228,2,3,1,0
973,0,1,44.99292682371851,2,8,1,1
974,0,1,44.30513987942416,0,8,0,1
975,0,1,44.51220564030438,5,6,1,1
976,0,1,46.47162227479387,1,7,1,0
977,0,1,46.36544536050752,1,8,1,1
978,0,0,46.15273230928843,5,6,1,1
979,0,0,48.62639988871903,2,2,1,1
980,0,0,48.06969543595045,2,4,1,1
981,0,0,48.35385288544939,2,7,0,0
982,0,1,44.608157141316696,4,6,1,1
983,0,1,44.68122976875306,2,10,1,1
984,0,1,45.55415864366756,1,4,0,1
985,0,1,45.02450229355541,1,9,1,1
986,0,0,46.93537710834346,3,6,0,1
987,0,0,48.45338699032519,1,8,0,1
988,0,1,47.551766115147856,1,8,0,0
989,0,0,46.15398549382867,4,6,0,1
990,0,1,46.05814066491861,1,6,0,0
991,0,1,44.66481649415503,4,6,0,1
992,0,1,47.29613162088657,2,9,1,0
993,0,1,45.29719255615747,2,5,1,0
994,0,0,47.4566083009641,2,5,1,0
995,0,1,43.80842673732768,0,5,1,0
996,0,1,46.84668407566468,2,9,1,0
997,0,1,43.24271954767276,5,3,0,1
998,0,1,48.08309692156122,3,9,1,0
999,0,1,44.87896509322816,3,7,0,0
0,1,1,52.137235937049866,3,6,1,0
1,1,1,52.71608135516968,2,7,0,1
2,1,0,47.41103158996008,4,9,1,0
3,1,1,51.89252786799489,3,5,0,1
4,1,1,52.315933274316365,2,10,1,0
5,1,0,44.04159137536343,3,4,1,0
6,1,0,46.5112905816184,3,7,1,0
7,1,1,54.01214266196461,3,8,1,1
8,1,1,52.855719627653365,3,8,0,0
9,1,1,53.78846131339258,2,8,1,1
10,1,1,51.53007878588297,3,5,1,0
11,1,1,52.08503363937432,3,9,1,0
12,1,0,46.21955672766539,4,9,1,1
13,1,1,50.73199197170453,3,5,1,1
14,1,1,52.08830242755708,2,2,0,1
15,1,0,45.4093535794193,3,5,1,0
16,1,0,46.11944660700521,3,8,1,0
17,1,1,52.15978831636921,3,11,1,0
18,1,1,53.08723668926147,3,6,0,0
19,1,0,47.20650236984029,0,6,1,0
20,1,0,45.9262439600428,2,7,0,1
21,1,1,53.99296764486714,1,10,0,1
22,1,1,52.64894786540052,2,9,1,0
23,1,1,54.23464657369957,0,8,0,1
24,1,0,44.34215718533661,3,7,0,1
25,1,1,52.15726175618743,3,6,1,1
26,1,1,52.47687975174767,2,6,1,1
27,1,1,51.23710422661088,4,10,1,0
28,1,0,47.047088530866034,2,8,0,1
29,1,0,43.90968330891568,4,8,1,1
30,1,1,51.33133927048672,3,6,1,1
31,1,0,45.85771823312228,2,10,1,1
32,1,1,51.38495280462258,3,5,0,1
33,1,1,51.30903655904985,3,8,0,1
34,1,1,52.91427266207881,0,7,1,0
35,1,0,44.614945624260926,2,8,1,1
36,1,1,52.46132997223389,3,4,1,1
37,1,1,54.34846212432008,1,8,0,1
38,1,1,49.65384891496056,2,5,1,1
39,1,1,52.15866817853625,2,7,1,0
40,1,1,52.83223020501405,2,6,1,1
41,1,1,53.40708258986323,1,8,1,1
42,1,1,50.978653197482025,2,5,0,0
43,1,1,50.09876334263848,2,7,1,1
44,1,1,52.60245519621618,2,5,1,1
45,1,1,51.4572458760207,4,5,0,0
46,1,1,51.53681968746507,2,5,0,1
47,1,0,46.70062080842732,1,5,1,1
48,1,1,53.17794457409239,1,5,0,1
49,1,0,46.41011451207246,1,8,0,0
50,1,1,52.533822576338174,4,7,0,0
51,1,1,51.54856336081222,3,6,1,0
52,1,0,46.9748903488798,1,7,0,0
53,1,1,50.90606604170654,4,7,1,1
54,1,1,53.67558794230827,2,5,0,0
55,1,1,52.53915378923261,3,7,1,0
56,1,1,53.544055808226695,2,9,0,1
57,1,0,44.96289722476098,3,6,1,0
58,1,0,44.65290837630581,2,5,0,1
59,1,1,51.77413406476333,1,8,1,1
60,1,1,51.3081875541066,2,5,1,0
61,1,1,51.16970672263217,3,8,0,1
62,1,1,52.99203908614842,2,5,1,1
63,1,0,45.08049372531495,4,4,1,0
64,1,0,48.96227090894278,0,7,1,1
65,1,0,47.14127969893888,2,6,0,1
66,1,1,52.83037563294824,3,4,1,0
67,1,1,52.68645853757087,3,8,0,1
68,1,1,51.31444349480013,3,5,1,1
69,1,1,51.75239032389288,2,6,0,1
70,1,1,50.75174990331539,4,2,0,0
71,1,0,45.11181738975653,3,6,0,0
72,1,1,50.935062955405776,4,2,1,0
73,1,0,47.56759890468109,2,7,1,0
74,1,1,50.5770971535698,3,5,1,0
75,1,0,47.91519201121277,3,7,1,0
76,1,1,52.90544507758089,2,6,0,0
77,1,1,53.10008708074283,2,7,0,1
78,1,1,52.29928588054618,2,6,1,0
79,1,1,52.3591800591145,2,5,1,0
80,1,0,47.035338256851794,2,7,1,1
81,1,0,46.61258107372471,4,7,0,1
82,1,1,52.62711166917703,4,7,1,1
83,1,0,44.80808556468686,4,9,1,0
84,1,1,52.9570233326798,1,8,0,1
85,1,1,53.01938968173434,2,7,1,1
86,1,1,52.82899880859816,3,5,1,0
87,1,0,44.85142517248475,3,6,1,0
88,1,0,44.02619517441567,4,4,0,1
89,1,1,52.78491826225921,4,4,0,0
90,1,0,46.36786415856257,1,9,0,1
91,1,1,49.41567266392291,3,5,1,1
92,1,1,52.81633869289139,3,7,1,0
93,1,1,52.92773333462032,3,8,1,1
94,1,1,49.91436601187475,4,5,0,1
95,1,1,52.17855252558213,3,8,0,1
96,1,0,45.27082217549626,4,7,1,1
97,1,1,52.000328651798526,4,8,0,1
98,1,1,50.96442756249453,3,6,1,1
99,1,0,45.93749081172936,3,4,1,1
100,1,1,50.6797954914052,4,5,1,1
101,1,0,45.28445358348935,2,7,0,1
102,1,1,53.88898754010545,3,6,1,0
103,1,1,50.93931438100096,4,6,1,1
104,1,0,46.652857129253626,2,7,1,1
105,1,1,52.1075405670892,3,9,0,1
106,1,0,47.19654957776387,4,8,0,0
107,1,0,45.48994855961147,2,6,1,1
108,1,1,52.44865098907961,3,8,0,1
109,1,0,48.58444558763584,2,10,1,0
110,1,1,52.1637317462896,3,5,0,1
111,1,1,51.333735275650994,3,6,1,1
112,1,0,44.5198561590447,3,6,0,1
113,1,1,53.454643695804,0,8,1,1
114,1,1,50.72460186045831,3,2,0,0
115,1,0,43.288270170506266,4,3,0,1
116,1,1,51.84627544609192,3,8,0,1
117,1,0,46.26378406072279,3,7,1,1
118,1,1,52.52703151600329,3,6,1,0
119,1,1,52.01112652500981,3,7,0,0
120,1,1,53.50987935552163,2,9,1,1
121,1,0,45.89229754846895,6,7,0,1
122,1,1,53.741381158598045,3,6,0,1
123,1,0,45.45848620808792,2,6,1,0
124,1,0,45.78663123418932,4,9,1,1
125,1,1,53.64319625127499,2,7,0,1
126,1,1,50.14701338119011,3,5,1,1
127,1,0,44.01675403517381,2,4,1,0
128,1,1,52.52160945593027,4,6,0,1
129,1,0,47.41324881621569,4,8,0,1
130,1,1,53.10375056179515,2,5,0,1
131,1,1,51.44720698851912,1,10,0,1
132,1,1,51.6292037823413,1,7,1,1
133,1,1,52.34511977726569,2,9,1,1
134,1,1,52.41250595185718,4,8,1,1
135,1,0,44.2874380024366,2,4,0,1
136,1,1,52.54643771924415,3,7,1,0
137,1,1,51.29358987041954,3,6,0,0
138,1,1,51.77556773525712,1,6,1,1
139,1,1,52.12795469781983,5,7,1,0
140,1,0,45.63416197822753,4,4,1,0
141,1,0,48.311290247408245,1,7,1,0
142,1,0,45.17630266020286,3,6,1,0
143,1,1,52.62471146770918,1,4,1,0
144,1,1,52.47549303833648,2,7,1,0
145,1,0,46.62911161086157,2,6,1,0
146,1,1,52.74869199773314,2,8,1,1
147,1,1,52.98979888931685,1,6,0,1
148,1,0,45.76308343367048,3,11,1,1
149,1,0,43.938721470958114,1,6,1,1
150,1,1,51.49534974667829,2,7,0,0
151,1,0,47.84765001606143,2,7,1,1
152,1,0,42.6553371480103,3,4,0,1
153,1,1,53.51109036681516,2,3,1,1
154,1,0,46.79749562733841,2,4,1,0
155,1,1,52.96760150543133,2,5,1,1
156,1,0,45.12535615702706,2,5,0,0
157,1,1,52.69221994916309,3,8,1,0
158,1,1,50.591204091704505,3,7,1,0
159,1,1,53.1498289393709,2,8,1,1
160,1,1,50.380955863429534,3,4,0,1
161,1,0,45.27114374991872,3,7,0,0
162,1,1,51.66113379371259,3,8,0,1
163,1,0,47.60418534274344,2,5,1,0
164,1,0,46.72658232729362,0,6,1,1
165,1,0,45.75233144416603,3,4,0,1
166,1,0,46.722844050484106,2,6,0,0
167,1,1,53.5576490916416,3,7,0,0
168,1,1,52.94324074438504,2,10,0,0
169,1,1,54.23822932370022,2,7,1,1
170,1,0,45.9693059726635,3,8,0,0
171,1,0,45.55091488631491,3,6,0,1
172,1,0,45.60788498446653,2,5,1,1
173,1,1,52.0683754235039,3,7,1,0
174,1,1,51.09147421825309,5,8,0,1
175,1,0,45.86247991800187,1,7,0,1
176,1,1,52.92957913484387,2,8,0,0
177,1,0,45.35485924934293,3,4,1,1
178,1,1,52.22957027519931,2,6,1,1
179,1,0,46.02368666966337,5,8,0,0
180,1,0,46.97163072073087,1,9,1,1
181,1,1,52.45523317088801,2,4,1,0
182,1,0,46.6838097075996,2,8,1,1
183,1,1,52.1625740034823,1,8,0,1
184,1,1,51.7543125515824,2,7,0,0
185,1,1,53.02033097561976,3,8,1,1
186,1,1,51.57482116641908,1,3,1,1
187,1,0,46.63994805982809,2,5,0,1
188,1,1,51.1559493003269,2,6,0,0
189,1,1,52.785712685959766,3,8,0,1
190,1,0,46.5760947077686,2,5,1,1
191,1,1,52.202129114511386,1,6,1,0
192,1,1,54.151830033762366,2,5,0,1
193,1,0,45.40833831722522,2,6,1,1
194,1,1,50.59472372623904,1,4,0,1
195,1,1,51.34328103728177,2,3,0,0
196,1,1,52.860991818266896,4,7,0,0
197,1,1,52.35387963892405,3,5,1,1
198,1,0,44.117823292274274,3,8,1,1
199,1,1,54.3363130020554,2,9,1,1
200,1,0,45.39019255115003,2,4,1,1
201,1,1,51.38555430524482,3,5,1,1
202,1,1,51.71549891939564,2,7,0,1
203,1,0,46.58201807361748,3,9,0,0
204,1,0,47.11607978541083,3,10,1,1
205,1,1,52.013748944261714,3,5,1,1
206,1,1,52.816872082862034,3,7,1,1
207,1,1,51.77974345330988,4,4,1,0
208,1,0,45.70596804992071,3,8,1,1
209,1,1,51.45591754248518,1,6,0,1
210,1,1,51.94711075890264,3,4,1,1
211,1,0,46.26617843728236,3,9,1,1
212,1,0,45.29325981649384,2,5,1,0
213,1,1,51.857539814604245,3,6,1,1
214,1,0,46.830978450806434,2,9,0,0
215,1,0,45.84484824541857,3,6,0,1
216,1,1,52.42939627431702,2,6,0,1
217,1,0,47.0145257247492,3,6,0,1
218,1,0,45.77293091967165,3,6,1,1
219,1,1,52.78922761667496,4,5,1,0
220,1,1,52.04787090186314,2,7,0,0
221,1,1,52.28742156550148,3,7,1,0
222,1,0,47.92725960545746,2,8,1,0
223,1,1,50.79990766374852,2,8,0,1
224,1,0,45.43172910610115,2,7,1,0
225,1,0,45.447307048972206,3,9,0,0
226,1,1,52.930317758363785,2,8,0,1
227,1,1,52.51026396775392,2,7,1,1
228,1,0,45.10195550545427,3,6,1,1
229,1,0,46.79763120927,2,9,1,1
230,1,1,53.13015433072007,1,7,1,1
231,1,1,52.82118000261307,1,6,1,1
232,1,0,46.927392525664224,3,5,0,0
233,1,1,52.63159006843634,2,8,0,0
234,1,1,54.12828256925852,2,5,0,0
235,1,0,46.54246884695529,4,7,0,0
236,1,1,53.484449308622125,3,7,1,0
237,1,1,52.27993145249825,1,6,0,1
238,1,0,46.52153112152598,2,7,1,1
239,1,1,51.00184226788333,3,3,1,0
240,1,1,54.62266196285825,3,8,1,1
241,1,1,52.96543307422512,4,7,0,1
242,1,1,51.581956243854485,3,10,1,0
243,1,0,46.21585472178893,4,6,0,1
244,1,0,44.90412316930076,2,8,1,0
245,1,0,45.48165295464992,2,3,1,0
246,1,0,46.07145134429383,3,7,0,1
247,1,0,46.21397477127521,5,5,0,1
248,1,1,52.01540138983067,2,8,1,1
249,1,0,45.670170108185175,2,5,0,1
250,1,0,48.46228515001954,3,9,1,0
251,1,0,45.47894401991917,2,7,0,1
252,1,0,45.92938418353706,2,6,1,1
253,1,0,46.96148856166196,3,10,1,1
254,1,1,52.015134095914746,4,5,0,0
255,1,1,53.19728529964739,3,5,1,1
256,1,1,53.18367304360749,2,8,1,1
257,1,1,51.240240951463264,3,10,1,1
258,1,1,51.55127581869316,3,9,1,0
259,1,0,44.543125406613306,1,5,1,1
260,1,1,51.04284645589348,1,6,1,1
261,1,0,46.19733020335367,3,7,1,1
262,1,1,52.265533608907205,4,6,1,1
263,1,0,46.06625756850026,5,5,1,0
264,1,1,52.19035313387767,3,7,1,1
265,1,0,46.2942937372335,3,7,1,1
