years_of_experience,education_level,female,minority_status,job_satisfaction_score,job_training_participation,monthly_income
8,7,1,0,18.19825004863267,0,9.610898629802838
8,5,0,1,18.28219803319024,0,8.577106801453326
6,6,0,1,21.95006268795963,1,18.798475478754906
4,7,0,0,19.15289245264143,1,16.07230660404707
8,6,1,0,18.688812757966097,0,10.353397282254551
5,5,0,0,15.643522594273556,0,6.166460554267252
2,6,0,0,17.54014772030156,0,7.312010575352481
10,4,0,0,16.421336414566326,0,7.352653998457766
8,7,0,1,19.574046317969824,1,17.04285262992311
9,8,0,0,21.11915936810617,1,19.01097530601754
8,4,0,1,20.69879940808709,1,17.93047090213692
5,6,0,1,19.573918440682352,1,16.578251483862037
7,6,0,1,22.91148638715745,1,19.439556860850164
8,5,1,0,17.670702921553367,0,8.615958080052758
12,5,0,0,25.68311017605949,1,21.622315722497007
8,6,1,0,21.77843204404525,1,18.383554940028443
6,5,0,1,18.818505360201637,0,10.604088798592556
5,6,1,1,23.397464537777896,1,20.454870396639567
7,5,1,1,18.079927274027757,0,9.068649063341592
1,6,1,0,18.8937112587164,0,9.604679491343164
13,6,0,1,19.659388655272718,1,17.51711132716889
9,5,1,1,19.71708085873179,1,17.279713677783487
7,7,1,0,20.686094331728707,1,18.089152499168364
5,6,0,1,17.94403523890462,0,9.233400698655249
3,5,1,0,16.275514148305657,0,5.988905029605326
11,5,1,0,21.711247171253653,1,18.633965220907264
7,5,1,0,20.71085784779244,1,17.995219767499226
4,6,1,0,16.661585782620325,0,7.6466371591895985
7,8,1,1,22.50402671630204,1,18.687438395298383
6,5,1,1,17.22866887369337,0,7.677560641261143
6,5,1,0,20.558194024719032,1,17.593927057063397
14,5,0,0,19.15904216661053,1,16.843286145986415
0,4,1,1,17.098014238408805,0,7.269618587427563
11,6,0,0,21.007025337546548,1,17.921858243083715
5,5,1,1,22.00997884384782,1,18.58569035964511
8,5,1,1,19.03816724828567,1,17.08264415613449
7,4,1,0,19.39945678859563,1,16.68789180446983
11,7,0,0,17.489656307279397,0,8.68683868800751
7,6,0,1,21.988566131687637,1,19.283393889424097
9,3,1,0,18.296087279817232,0,9.43798227371862
6,7,1,0,17.961834765574153,0,8.774584582201776
11,4,0,1,16.414211662083016,0,7.053444421694167
0,6,1,0,22.736593203342814,1,18.820445140496805
10,6,1,0,18.58072937241155,0,9.51555815791654
9,8,0,1,21.50885628976197,1,18.743958744671357
4,6,0,0,20.947311470810195,1,18.896315047407494
5,4,0,0,21.850106991140464,1,18.858504713829685
12,7,0,0,17.597834350643357,0,9.090731570713508
6,4,0,0,17.713513664399553,0,8.503514657830374
4,3,0,1,19.7405302443091,1,16.75078425009395
6,5,0,0,17.98411054479347,0,9.503168848508738
8,6,1,0,16.555954932263447,0,6.561050894790016
8,6,0,0,18.81133535254805,0,10.100046619882262
5,4,1,0,19.978230376579315,1,16.44389166233121
5,7,1,0,25.090311462575336,1,20.89437162216136
8,5,0,1,22.471837398554584,1,18.884091863482617
9,8,0,0,18.16845909863767,0,8.100080276728365
3,8,1,1,17.684421315873443,0,8.73445711805583
7,4,1,0,22.048709195150195,1,18.054358764820503
6,7,0,1,20.40533018621353,1,17.1779470023629
8,3,0,1,19.397173924631133,1,17.88337552560696
11,4,1,1,21.06578988152776,1,18.68104597029317
10,5,1,1,22.267428741428358,1,19.012484743690678
8,6,0,0,20.53418399559259,1,18.292912096393465
14,4,0,1,24.232051651856704,1,20.750933260859608
6,7,1,0,18.159337355644865,0,8.786858021405177
8,7,1,0,20.659273972543243,1,17.23292385121445
1,4,0,0,20.952232415213917,1,17.626952252131517
2,6,1,1,18.01270437948854,0,9.712201915174708
10,3,1,1,21.544822786039028,1,18.11110245682745
4,4,0,1,16.709658675131966,0,6.805555430307323
0,8,0,1,24.4359203892787,1,19.373390771768904
10,3,0,0,19.27192219149888,1,17.192668433584792
2,6,0,1,17.541725685354734,0,7.113105005155602
16,7,0,0,18.92835422021941,0,10.322533097952135
8,6,1,1,21.348077395476217,1,18.13540328717866
12,5,1,0,15.171969997230766,0,5.19633188799431
7,4,0,0,16.96579568554791,0,6.705996039408457
5,8,0,0,17.95490283891139,0,9.795740752181096
6,5,0,0,19.402993746736595,1,15.584592679739094
9,7,0,0,19.312479982717505,1,16.183522363521806
10,5,1,0,19.32492962672281,1,16.898000758051058
6,5,1,0,17.35893381038809,0,8.220572417938746
8,6,0,0,16.297436683067854,0,6.725724034493354
8,4,0,1,19.18899101950237,1,16.637269570066493
11,5,1,1,17.549647858656094,0,8.910236626103837
7,5,1,0,19.695931599829468,1,17.585732452979506
7,5,1,1,21.639558238548823,1,19.12296960755185
7,6,0,0,18.817488365923992,0,9.95550487003714
13,5,0,0,21.16016369001248,1,18.002143357349695
6,4,0,1,17.297594217319894,0,7.378898234167965
6,6,0,0,16.751575029015182,0,6.458066118881275
6,6,1,1,20.91298817684404,1,17.760289481603657
8,6,1,1,17.549952006285977,0,8.614839094295396
2,4,0,1,21.13810144796604,1,17.604526591492455
3,4,0,0,19.987550094155377,1,16.978407878618015
10,4,1,1,18.89495278774791,0,10.659717530079812
6,7,1,0,16.41892754535177,0,5.77193322286191
14,3,0,0,21.59176025812612,1,19.0623999889858
7,6,1,0,18.823730640530357,0,10.354962416316791
6,8,0,1,17.808609230607818,0,8.720990558247717
4,5,1,0,16.814239977578765,0,6.857744616288608
9,3,1,0,16.306019822961762,0,7.719398540395086
6,5,0,0,21.74910432608344,1,18.414877703879814
4,7,0,0,18.675755682149525,0,9.233533335843202
8,6,0,0,21.99867385083868,1,19.007807256072148
6,5,1,1,19.216224316259897,1,16.55343183108297
10,3,0,0,19.39373293649831,1,17.250845075767533
8,9,0,0,19.81076697462686,1,17.08946944668841
15,6,0,0,17.857992000681584,0,9.435752892063936
11,6,1,1,21.359854232218822,1,18.1832981911024
13,3,1,0,15.008601779466415,0,4.292847992107233
5,6,1,0,17.86493986011432,0,7.436764413569741
17,5,1,0,16.718327217629977,0,8.19043696164691
2,6,0,1,22.5771197721502,1,18.856350538635077
9,8,1,1,15.909682684640517,0,6.246234090673732
4,3,1,0,20.06792075643401,1,17.12832451654232
6,7,1,0,19.616047048585717,1,16.81793959610192
8,5,0,1,22.092501570405,1,18.439461531726028
6,7,1,0,21.323615710886106,1,18.173842723396863
10,5,0,1,20.09178367781292,1,18.001839935767762
2,4,1,0,20.676617328008906,1,16.384762980956257
7,4,1,0,20.98278136295445,1,18.60055911359307
7,2,1,0,21.2830212088016,1,18.511043795956716
11,5,1,1,21.41339289640672,1,18.83137035361926
9,5,0,1,17.165616635239566,0,8.006232922264248
9,5,1,0,20.469497331619017,1,17.20407200833443
9,5,1,0,21.797579052226844,1,19.15623644028905
17,3,0,0,17.65092629256675,0,9.281869229699094
7,5,0,1,16.704105524810974,0,7.425043912518079
12,8,1,0,17.24728664074884,0,8.471578688620053
4,3,0,0,20.219115882000963,1,17.362104309377933
9,8,0,0,19.874270726422804,1,16.41759399669441
5,8,0,0,16.13680818938332,0,6.03630284128531
10,4,1,0,18.880885062395976,0,10.932650586975043
6,7,1,1,15.81047730270788,0,4.461217246345296
7,4,0,1,20.62522698931821,1,18.1367789871274
9,6,1,0,18.493244347179893,0,9.926141235215017
6,8,1,0,16.38358656002535,0,6.96560703356748
13,6,1,0,23.011092462370105,1,19.741390729768256
9,3,0,0,17.003009239962736,0,6.969110875465876
2,7,0,1,21.65277144380016,1,18.7559400973426
12,5,1,1,18.542556366486448,0,10.835834811049192
7,6,1,1,20.508894712484047,1,18.199806112788465
8,6,0,0,18.687370027380798,0,8.71497530484332
10,8,0,0,19.394937643314396,1,16.161685707983345
3,6,0,1,20.09523768097311,1,17.19883839488289
6,5,0,0,22.49842715630879,1,18.594731127971126
11,6,0,0,17.286852329927672,0,7.911856351792428
7,6,1,0,18.28773053654208,0,8.319278055920812
10,5,0,1,21.43444108570933,1,18.71707713218545
8,6,1,1,16.858088226253194,0,7.07306700951425
4,5,0,1,15.06206749987239,0,4.349157245964659
3,8,0,1,15.36762358296114,0,4.994016571991888
6,5,1,1,18.54804953133112,0,9.398362074616882
5,8,0,0,19.666724236112724,1,16.081259740856293
8,5,0,1,17.32497215097989,0,7.532508536257116
14,6,1,0,19.43750476520064,1,17.5450900400815
6,4,1,1,21.74193973212024,1,18.554843638160563
9,6,0,0,16.80339722069766,0,7.209240544722413
1,2,0,0,16.54647663945904,0,6.917557340983548
5,5,1,0,20.336852780679543,1,17.484575317155148
10,7,1,0,16.09767028347005,0,6.1963528419460365
6,6,1,1,16.46916610340061,0,6.812949802163852
8,4,1,0,17.821897893757832,0,8.558839752644271
9,6,0,1,20.30810387432654,1,17.428501266649924
10,5,0,1,13.998137366124949,0,3.008946932642237
6,7,0,0,19.41223066078624,1,17.22472236982837
7,3,0,0,18.143031753403275,0,9.49397574099939
3,9,0,1,19.97176594449994,1,16.725026344773653
5,6,0,1,21.546418650745498,1,18.10549826130178
6,6,0,0,17.900610511309374,0,9.036690329093606
5,10,0,0,19.5297648701501,1,16.890438691192834
9,5,0,0,17.632157020903293,0,8.914452865845707
11,4,0,1,18.291823648534272,0,10.65958815888166
3,5,0,0,16.86265982697844,0,7.364210453453682
11,7,0,0,20.684289535965707,1,17.45612186129095
7,5,0,0,19.11702968733011,1,16.083520125100684
7,5,1,1,20.431095755464483,1,17.676841828079084
9,6,1,0,20.156064223230487,1,18.37866506024041
4,5,1,0,18.87013985309585,0,10.061202389549736
6,6,0,1,16.62757606180005,0,5.927065849130739
7,7,0,0,17.11864802464966,0,7.50087665327014
7,8,0,1,17.836874416870547,0,9.476628338005778
5,4,1,0,11.878045210018223,0,-0.3542263069277501
7,6,0,0,17.81056546725998,0,8.470904246946125
12,2,0,1,20.09791129398734,1,18.058822141851596
10,4,1,1,19.41654539844849,1,17.535478078767568
6,4,1,1,20.256167938141022,1,17.542690992814087
5,5,1,0,18.690715330358906,0,10.341947165041788
-2,7,0,1,17.1439306655615,0,6.9720206789180805
7,7,1,0,16.817379977638485,0,6.797215861851787
7,4,1,1,18.117179510734395,0,9.976086118199763
8,6,0,0,19.72223601986514,1,16.21471435906399
7,6,1,0,20.122606248714757,1,16.975962936737343
4,5,1,0,19.19983736590758,1,16.231372381424077
-1,6,0,1,15.92708676656954,0,5.691273471271516
7,6,1,1,16.649383199040177,0,7.859376239623272
3,6,1,0,17.882944424099744,0,8.436097525258603
5,5,0,1,18.32796372930246,0,10.148545092733318
8,5,0,0,18.36104720338308,0,9.069815151542596
5,7,0,1,22.285513862204063,1,18.670755998756025
6,5,0,1,19.437075711593213,1,16.276580269592902
11,5,1,0,21.85883225669952,1,19.27193177866216
8,7,1,0,18.224518420516,0,9.140147146750158
5,5,1,0,20.218022982740163,1,17.588726684938457
9,5,0,0,19.060453168573595,1,16.948920152597797
10,4,0,1,14.611496988390916,0,4.198885384267837
5,7,1,1,18.915203669969525,0,10.496226462262968
7,6,0,1,17.68190348877338,0,8.399225258716248
8,6,1,0,16.41698835374027,0,6.203851175035332
5,6,0,0,19.079902360434296,1,16.031153408978174
5,5,0,1,17.35150016047724,0,7.699937746250779
8,6,0,0,19.274189734205983,1,16.01215349175351
10,5,0,0,18.855227378755597,0,10.305314543190471
11,6,0,0,19.09251760202893,1,16.779404017473542
11,6,0,0,17.139074349184185,0,7.798011794060423
6,6,1,1,19.98713618198236,1,16.671066067460934
4,2,1,1,20.1927624263702,1,16.573887721932458
15,5,1,0,18.784293199122857,0,10.834416669825922
10,5,1,1,17.267690889367355,0,8.57975827848518
10,5,1,1,15.820298079950252,0,5.875641246656917
11,6,0,1,18.83576818367255,0,11.029742388699736
12,5,0,1,17.10784735742426,0,8.11418038447951
6,9,0,1,19.82574881501628,1,17.702014523707074
1,6,0,0,15.373438800305806,0,4.300845192294544
9,5,0,1,16.649240159382273,0,7.251986893596696
6,5,1,0,19.274385765633248,1,16.66705144554173
5,6,1,1,19.593078372643507,1,16.78242328653102
14,6,0,0,18.622489292026103,0,9.518158599342852
2,7,1,0,19.224606185120457,1,15.71522820926023
9,4,0,0,17.492075509715104,0,8.1854473767524
13,3,1,1,20.96039886098653,1,18.903851707560296
7,4,0,1,17.82344296870649,0,8.687321105567609
8,6,0,0,17.950615280898763,0,9.213840187716736
9,4,0,0,18.780436853841376,0,10.175086531831475
8,7,0,0,23.43087889900188,1,20.062894229489668
12,5,0,0,17.004882826142314,0,7.88815793575335
6,7,1,0,18.493732792542907,0,9.740866612253422
7,7,1,0,15.950934762959513,0,6.344172085135489
12,5,0,0,22.515743414643733,1,19.09167395694636
4,5,1,0,19.23489818216067,1,16.305369645719768
5,5,1,1,21.07212864515725,1,18.82936410138086
12,6,1,1,21.419490540772365,1,19.38778996163845
12,5,1,0,21.44298331776142,1,17.608654186915665
1,6,1,1,21.288886642053185,1,17.787390807714395
8,6,0,0,18.661652086816183,0,9.932594378894713
4,4,1,0,18.694804525143983,0,9.682579805813369
7,7,1,0,18.850881391380128,0,10.770673559712591
13,7,1,0,14.797740078284862,0,4.151966112493861
10,6,1,0,19.91670601608873,1,18.00652255887272
14,6,0,0,21.13443917153201,1,17.948809130738386
10,5,0,0,18.14579038582796,0,9.8714280692503
14,8,0,0,20.05777728619012,1,18.079970239140707
5,5,1,1,21.415826967745907,1,17.798477506721806
8,5,0,1,19.216810175483896,1,16.833601313087534
8,7,1,0,14.470036776648284,0,4.1609922638764045
8,7,1,0,16.429234875047957,0,6.7672051047798325
3,6,0,0,17.692223982811903,0,8.08865564934457
5,5,0,0,17.817190698773622,0,9.183444049744931
7,6,0,0,14.519038479131224,0,3.679118443111438
11,4,1,1,19.402936057975086,1,17.454985624846373
11,3,0,0,17.683788154121785,0,9.358992935616389
6,5,0,0,21.072805730260008,1,17.735412633087382
7,7,1,0,15.996364366056724,0,5.330842480481895
13,5,0,1,18.27266912629712,0,10.497283028965292
7,5,0,0,19.150333992542244,1,16.173289764567578
8,4,0,0,19.005039613042843,1,15.288805874674562
6,5,0,0,18.736593036456448,0,10.406468812936197
7,5,1,0,20.007914376843047,1,17.360752875616473
10,7,1,0,17.529100899144954,0,8.867123390311093
6,5,0,1,20.91070656078981,1,19.17616349525739
11,7,0,1,15.79932892016592,0,6.377139419665364
10,9,1,1,18.598453492152352,0,10.638051921397734
4,7,0,0,18.540430409660573,0,10.499661815985828
14,3,1,1,17.938125903534928,0,9.711955668928256
8,4,0,0,18.41328373155978,0,10.17517491873068
11,5,0,0,15.362184060859654,0,5.360838975020394
6,6,1,0,22.25212814955389,1,19.346385731597596
4,4,1,0,18.081032543719378,0,10.23757000926648
9,6,0,0,16.01485919199006,0,6.40996030482294
3,3,0,0,20.206858032705384,1,16.062251344095472
10,7,0,0,17.902491123482005,0,9.239489537484076
10,5,1,0,16.096662794315318,0,6.000818397230839
11,6,0,0,18.44617716213576,0,9.202722542357748
10,6,1,1,18.16550589522045,0,10.240882999962002
12,3,0,0,21.823152036778936,1,19.53723860641548
8,6,0,0,19.017175927645702,1,16.810542959778186
5,4,0,0,20.221318487829837,1,16.717744730088775
11,6,0,1,20.4682222342881,1,17.854808448798625
4,4,0,0,17.796882578256497,0,9.220067234145404
6,6,0,0,17.882529570012785,0,7.923961134416058
6,6,1,0,17.260773221001866,0,8.331621921536994
3,5,0,0,21.19629080779914,1,17.82242303226903
5,6,1,0,16.813513167031235,0,7.805606313366114
5,7,0,1,14.888648230956813,0,4.604609426779194
8,5,0,0,19.51448530620122,1,17.10206810569374
3,7,0,1,15.947049267884877,0,5.612485452481081
9,8,1,1,15.045906517497729,0,4.4315941411185245
3,3,0,0,21.7446329712886,1,17.416821311412292
8,3,1,1,15.286661933222032,0,5.810591413920236
9,5,1,1,16.507326971014145,0,6.4701290056670855
4,5,0,0,19.63645398257277,1,15.844836179843192
10,5,1,0,21.56572320663078,1,18.37708847900845
7,5,0,0,20.90943720128769,1,18.41392479198588
4,4,1,0,17.714452184012917,0,8.050004780156431
6,5,1,1,18.81326798953102,0,10.425869794473195
6,6,0,0,18.161600678009258,0,8.657142881047152
6,9,0,0,14.506910354127342,0,2.840183538241336
8,7,0,0,16.37212905633286,0,6.498797545216887
8,4,0,0,20.38023810243092,1,17.265185485837115
12,4,0,0,17.98394293525184,0,10.214072746156404
9,6,1,0,19.29057091886469,1,16.251076264875913
7,6,0,1,18.94272962577912,0,10.600873983456797
13,5,1,0,18.06880486250029,0,9.395930910762951
2,7,0,0,18.76184140960676,0,9.333255171711924
7,5,1,1,19.482665846376968,1,16.588676157448372
7,6,1,0,18.048148399827564,0,9.32490163556266
7,7,0,0,17.573982985862646,0,7.443576789517609
9,7,1,1,20.09143472428026,1,16.803330268596397
4,7,0,1,21.823413780505387,1,17.021982079415867
9,4,0,0,23.915498896411933,1,19.99972235835093
6,8,0,1,18.56491171072436,0,10.340234011721837
4,6,0,1,18.638168242282028,0,10.4332767854841
7,7,0,0,19.47387025056323,1,16.81312201851783
8,4,0,0,18.70251174215464,0,9.982308276389997
10,6,0,0,21.686347406650544,1,18.78421954987832
4,6,0,1,17.822183766072882,0,8.606946033279526
5,6,0,1,19.463899165556462,1,15.666131289436874
4,6,0,0,21.85269135514876,1,17.715355848373672
9,7,1,1,21.371968513125147,1,18.51661392439918
12,6,0,1,20.95034666421144,1,18.098640337940225
1,5,0,0,15.763036364450342,0,5.460041161631885
7,4,1,0,15.943288367469927,0,5.240658969159702
5,5,0,1,18.037040361012103,0,9.221812396819663
4,7,1,1,20.808145247961424,1,17.491441975076388
8,7,0,0,18.18389889404581,0,8.965318466002051
10,7,1,1,20.054203615445427,1,18.54813056872212
7,6,1,0,15.977221812737255,0,4.961502049397373
8,5,1,0,21.29512979405983,1,17.10590884572443
13,7,0,1,19.49290621844329,1,17.126359844360138
11,6,1,0,21.065390922380235,1,18.02763768431115
9,7,1,1,17.598917909909282,0,8.70128740760957
5,4,0,0,19.94882336132117,1,16.622332026634698
6,6,1,1,19.320761636166942,1,16.567619285270844
9,7,1,1,14.403588959233108,0,3.8533430405615903
11,8,0,0,19.95813648753378,1,16.41672426470778
4,4,0,1,21.79188319475688,1,18.59106970766721
5,5,0,0,18.73318097571933,0,10.462176981585277
0,3,1,0,15.176929915090843,0,4.253987669101864
6,4,1,0,22.06848512337389,1,19.24755393658123
11,5,0,0,22.73938814453866,1,18.693026273779523
4,5,0,0,20.227541956239143,1,16.72586863028576
4,5,0,0,18.589761414983627,0,9.780234659143469
9,4,0,1,18.42961212582313,0,10.218904313249237
10,5,0,0,18.918806136323784,0,10.951369205748236
8,3,0,0,18.106070518549227,0,9.428316062150229
3,4,0,0,17.554425561753863,0,7.140887081774314
14,4,0,0,18.161039144931458,0,9.855554387099849
8,9,0,1,21.926939242052608,1,19.07793206353221
3,4,0,1,18.891075268199916,0,9.99179620359192
6,5,1,1,15.591664901958543,0,4.9953414529476845
2,5,0,0,22.38122271981169,1,18.92216216569866
15,6,1,1,20.550977303052225,1,19.06277562863476
-1,6,0,0,18.3284458987701,0,9.231755914051144
8,5,0,1,19.769482588831217,1,16.989026303540978
8,4,1,0,18.772457664974265,0,10.639589569354326
6,6,1,0,19.26820997990256,1,16.84754813863147
7,3,1,0,15.143259180530665,0,3.953735680550124
12,5,1,1,17.059550974527145,0,6.982131388570389
7,7,0,0,18.0377650119662,0,8.865950360868805
9,4,0,0,19.360046020109444,1,16.962043660960262
6,7,0,0,19.157520563198688,1,16.441348905266203
9,6,0,0,14.198220485610374,0,3.187172713339929
4,5,1,0,16.81266849760309,0,6.231774011350374
4,5,0,0,19.87865529725576,1,16.806980310928754
9,5,0,1,16.91396075847702,0,8.297674792599999
9,6,0,1,15.271531681259308,0,5.529747402571633
9,8,1,0,19.583138190515523,1,16.24180171544129
7,5,1,0,19.548904730604708,1,16.49695398743294
5,8,0,1,19.93687569339013,1,17.243004147035972
8,6,0,0,15.502139062582772,0,6.657695595268963
7,6,0,0,16.657220714291185,0,7.066356407148946
11,4,0,1,18.4578910732184,0,9.776473625620175
3,4,1,0,16.129808791296,0,6.444967872630471
5,8,0,0,21.680351584915982,1,17.78028696759978
9,4,0,0,21.84189794753136,1,18.69119627137456
15,5,1,0,20.82230695612237,1,18.49134619751244
3,6,0,1,20.681591706331044,1,16.4132296916273
6,8,0,1,13.631691164144442,0,2.3479221405726496
2,5,0,1,18.913192770562787,0,10.21125866683553
8,5,1,1,18.51832360655208,0,9.857858013704062
7,7,1,0,19.264713513466624,1,16.943314438684265
9,6,0,1,14.911981944881015,0,4.76338424863143
10,3,1,1,21.994948294837048,1,19.19537415593359
7,3,1,1,20.38182905954673,1,17.41712490303199
6,6,1,1,22.3348483743749,1,17.906822825676706
12,6,1,1,19.398903774078484,1,16.66697619367951
13,5,0,0,18.1545433750218,0,10.150332539587614
2,8,0,0,17.617756413004216,0,7.135228397553962
4,4,1,0,18.113250076762743,0,9.17479994473431
10,5,0,0,21.34851510515493,1,18.13024659076779
3,4,1,1,21.787775149542338,1,18.39449963592132
10,6,0,0,16.970919503403987,0,7.679945807311361
9,4,1,0,21.92974582145259,1,19.494647230122958
8,5,0,1,15.103454050366851,0,5.918865164824032
3,3,1,0,18.478800171331656,0,9.400557332871749
11,5,0,0,20.467821037854687,1,17.426760301358886
13,2,1,1,18.855679544720715,0,11.2784064844482
2,6,1,0,14.235899836055054,0,3.069389876230872
1,6,1,0,17.618622684863016,0,7.641472375190242
4,5,0,0,19.88999738591249,1,16.108998369951355
11,7,1,0,17.232444262414987,0,8.297461286321607
9,5,0,0,20.143820259867,1,17.27757531810279
4,8,0,1,19.960946920414088,1,16.968953170772878
10,8,0,0,21.035373049248463,1,17.98138216972699
6,6,1,1,22.30567165795916,1,18.71878962933176
9,5,0,1,19.332246309743685,1,16.98985874378331
7,6,1,1,15.981100723782532,0,6.5615499700328135
7,6,1,1,20.74943313004886,1,17.96150069557097
12,4,0,1,19.98439775588436,1,18.246103317965744
6,4,1,1,21.28455962869964,1,17.67125898671804
6,6,0,0,20.066424954179425,1,17.414938986402937
3,4,0,0,20.75614708629857,1,18.14168353184973
7,6,0,0,22.02606723561444,1,17.932459243343253
10,4,1,1,15.619221951387368,0,5.811698961679845
8,6,1,1,19.531561423883304,1,16.43073115576693
4,7,1,1,21.16750048954591,1,18.130094411872246
7,3,1,0,19.25020591312456,1,17.66011885573207
6,4,1,0,20.198042588176705,1,17.204843027326156
9,6,1,0,19.09746781869852,1,17.00639498459269
6,6,1,0,20.5864145129726,1,17.182875327670402
5,4,0,0,17.487437262846086,0,8.591983554556453
5,5,1,1,15.96126006058023,0,6.6653117249748
7,3,0,0,22.350190950702547,1,18.49234321096633
8,4,1,0,18.65758508567687,0,9.660356097588284
8,8,1,0,17.3527659375874,0,8.126345105638432
10,5,0,1,20.004610902794788,1,18.22384051264279
16,5,0,1,18.167814620166848,0,10.493190017394715
4,5,0,0,18.18722195042672,0,8.473876327784504
10,6,0,0,16.826674632057205,0,7.387496134594936
5,6,0,0,20.896839195957465,1,16.924905696434188
11,7,1,0,20.261959934836447,1,17.16032301530382
11,7,0,0,20.577309378832357,1,17.58681454673687
6,6,1,1,19.104373893425425,1,16.737902051297187
12,6,0,1,20.988652115593943,1,17.76582792455207
9,5,0,1,19.27063520802559,1,16.926425803480242
7,3,1,0,17.812426794783793,0,8.444709170511443
13,4,0,0,18.925765314999342,0,11.237513513929
7,6,0,1,16.42582131202278,0,6.792538906543582
9,6,0,0,23.013492223195755,1,19.858168686209492
10,7,0,0,15.478801111026812,0,5.118758532888119
7,5,1,0,18.29381450143462,0,9.182555344087286
8,5,1,0,16.683561415759737,0,6.869421139166343
5,6,0,0,16.140503344676134,0,6.540417016293264
14,5,1,0,18.05172986935792,0,9.970084740314569
8,5,1,1,19.424500811216003,1,16.8877562025309
8,8,0,1,16.66408720789056,0,8.252144974263704
9,5,0,1,17.53116592808677,0,8.70567033150513
10,6,0,1,15.101796901946756,0,4.994355511252214
4,3,0,1,16.97396572008852,0,7.161566598396299
8,5,1,0,19.51444200940316,1,16.86836403348235
4,6,1,1,20.462877788473648,1,17.268390602992337
12,5,0,0,18.70422781534264,0,10.062905943978434
7,5,1,0,18.73923267346176,0,8.633172011412453
