age,income,education_level,employment_status,gender,race,marital_status,region,universal_basic_income,financial_stability_score
8,31,6,11,0,0,0,5,26,93.55273542166356
12,28,12,17,0,0,0,10,24,87.04231613675547
10,29,12,13,0,0,0,8,25,86.79803331206789
6,28,7,11,0,0,1,10,29,90.79042259788577
12,31,9,11,0,0,0,9,28,97.36791741387955
11,28,1,13,1,0,0,3,26,94.23046569442972
8,29,7,12,0,1,1,9,30,97.04010087682154
7,31,10,15,0,0,1,8,25,87.86116337806324
8,30,8,15,0,0,0,7,26,90.58110232861692
11,26,8,15,0,0,0,6,22,81.4314107973793
5,31,7,13,0,1,0,10,29,95.98584425099912
8,29,9,12,0,1,0,6,28,94.8139506094948
9,31,11,14,1,0,1,10,29,94.68998408803638
12,28,6,12,0,1,1,7,25,93.80709042299958
11,28,4,12,0,0,1,10,29,97.15317577014638
6,29,4,16,0,1,1,8,22,82.6086524604997
11,31,7,14,0,0,1,10,27,91.99978229743532
8,33,7,11,0,0,0,8,26,89.15304407265779
8,29,6,17,0,0,0,12,27,92.4010493820076
6,32,8,16,0,0,0,5,25,89.32523181577156
12,28,4,12,0,0,0,10,27,96.60200678404392
4,31,6,12,0,0,0,7,29,93.35437859287244
9,32,5,14,1,0,1,8,27,93.2207390672827
9,27,7,11,0,0,1,10,31,97.89104275434308
7,28,6,14,0,0,1,10,28,93.8218257522124
8,31,12,16,1,0,1,7,24,80.05261300364741
14,33,2,12,0,0,1,7,26,102.81498265290908
10,30,7,15,0,1,0,10,27,93.86289505213708
11,30,6,11,1,0,0,11,31,99.54673516851796
9,28,3,13,0,0,1,5,21,86.69442408188064
7,31,5,7,1,1,0,8,34,100.28323540369398
12,26,4,12,0,0,0,10,25,87.76611314482128
8,28,11,9,0,1,1,8,31,95.3217417446726
9,31,8,8,1,1,0,9,32,96.92554457315045
7,31,7,19,0,0,0,6,19,77.73004971511816
7,31,8,13,1,1,0,10,29,91.41421245738876
10,31,9,14,0,1,0,8,29,95.18206229634616
9,30,5,13,0,0,0,7,27,94.40929407605
11,29,10,11,0,1,1,10,28,95.19391157087033
8,27,11,14,0,0,0,7,25,82.65847807596693
8,30,12,16,0,0,0,11,31,97.06775813241384
8,27,2,16,0,0,0,6,23,89.54915808674309
5,32,10,11,0,0,0,7,29,93.61533280954318
5,37,10,12,0,0,0,8,29,93.66414867237935
7,31,11,14,1,1,1,7,27,89.59358239000004
11,32,0,16,0,0,0,8,24,94.20875262792738
11,27,3,18,0,0,1,8,22,87.29232805904628
5,29,13,13,1,0,1,7,30,89.0065699929972
8,28,13,18,0,0,1,6,21,74.84531006426201
9,26,5,16,1,0,0,12,28,96.0390721364304
5,30,4,17,0,0,0,8,25,87.59059826582892
12,32,3,14,1,0,0,10,25,91.21132249330044
10,28,2,17,1,1,1,9,28,98.50816600001092
7,32,7,15,1,0,0,12,27,86.39254089071517
9,30,12,13,0,0,0,9,25,83.72076325540016
8,30,8,13,0,0,1,7,27,91.44220042321616
14,27,16,10,1,0,0,9,29,89.69893071357579
15,29,6,15,0,0,1,12,23,90.3528119853338
10,23,9,11,0,0,1,5,22,80.18077182411963
11,32,11,13,1,0,0,9,29,96.60666687728308
15,31,5,16,0,0,0,10,25,97.62321422745738
9,32,11,13,0,0,0,9,28,91.4082909251774
10,31,6,14,1,1,0,9,29,96.03615238610088
7,29,9,15,0,0,1,6,24,85.42888206370924
8,30,8,15,0,0,0,7,25,88.56913510200718
6,31,5,17,0,0,0,7,25,90.77230024332302
8,34,5,11,0,1,0,13,33,104.87089259909035
5,30,12,14,0,0,0,10,29,88.36159172468767
10,33,14,18,0,0,1,10,25,86.214429373943
8,29,8,12,1,0,1,11,29,91.71026723390769
13,32,2,12,0,0,1,8,25,91.8432913522674
8,27,7,14,1,1,1,8,25,87.96044337512113
8,27,7,14,0,0,0,10,25,87.85079651417053
9,35,9,17,1,1,0,10,29,97.81504591617312
11,29,2,13,1,0,1,10,30,103.93012182660902
6,33,9,11,0,0,1,10,30,90.8985351772568
14,26,6,13,0,1,0,6,24,90.14379239521598
7,29,12,16,1,1,1,11,27,85.53480891621032
6,25,7,11,0,0,0,8,29,93.47646961671776
7,33,10,11,1,1,0,7,31,96.56421945629282
12,31,7,19,1,0,1,10,23,84.98842942648407
4,27,7,10,0,1,0,7,30,94.01735648017758
11,26,8,12,0,1,1,7,23,83.58224307193042
6,28,8,15,0,0,0,10,26,84.0766090109211
13,31,9,13,0,1,0,7,25,88.44522711619031
9,30,3,15,0,1,1,7,27,97.83666236041196
12,29,1,13,0,1,1,9,26,94.80566958226512
10,30,1,16,1,0,1,8,26,97.67066793598276
7,27,13,15,1,0,0,8,24,78.2048537675983
7,30,12,18,0,1,0,12,28,91.07657467438491
7,28,7,12,1,0,0,8,31,96.17683877105408
9,30,9,12,0,0,0,9,28,95.68129775722448
9,29,5,9,1,0,1,10,29,96.76621974860709
9,33,12,12,0,0,1,6,28,90.83905059802046
9,30,7,19,0,0,0,10,23,85.06787468413218
11,31,5,9,0,0,0,5,27,95.11982760687827
8,30,9,11,0,0,0,3,25,85.49709059290946
6,28,10,18,0,0,1,7,20,78.23444534701244
9,30,4,12,1,0,0,11,27,90.7678190076352
8,28,5,10,0,0,0,9,31,101.57676101134638
8,32,11,14,0,0,0,7,27,90.4709186513919
10,30,11,17,1,0,1,11,25,83.31768574867188
7,29,1,17,1,0,1,6,23,89.09423362493388
7,32,3,15,1,0,0,7,25,91.71524574166308
7,27,11,10,0,0,0,8,30,89.40582059901429
7,27,0,14,1,1,0,6,26,92.48538061159756
11,29,4,13,0,0,1,7,25,97.04475406937324
8,30,5,17,0,1,1,10,25,86.87843745882216
10,37,10,17,0,0,0,12,27,93.10370720459744
13,30,3,16,0,0,1,10,24,89.6883489492594
7,31,11,15,1,1,0,7,28,90.47945497166424
14,30,8,14,1,0,0,8,26,95.28721452248466
15,28,10,11,0,1,0,9,28,94.82704606859838
9,30,7,15,0,0,0,10,27,92.50578979402106
9,32,7,17,1,0,1,9,23,82.69038006957007
8,32,9,14,0,1,0,8,29,96.1459038717177
9,30,9,14,0,1,1,11,30,97.39293628842393
9,31,4,15,1,1,0,7,28,95.99204776574932
9,30,9,13,1,0,0,9,28,94.21396269244836
12,29,10,14,0,1,1,6,21,82.98780910931458
8,30,10,12,1,0,1,8,29,93.5404115943671
7,27,9,17,0,1,1,10,26,90.77304401088308
10,32,5,7,0,0,0,7,31,101.29771088450266
13,27,7,12,0,0,0,11,25,89.01201329939876
8,28,11,16,1,0,0,7,25,84.3977036217079
10,30,7,11,0,0,0,8,30,98.67065092355249
6,29,1,15,1,0,0,6,23,84.67329351761258
10,28,5,14,0,0,0,8,23,87.08933895242542
11,30,0,11,0,0,1,7,26,100.39486640658336
13,30,5,12,0,0,0,7,26,94.48039864541146
9,30,8,17,0,0,1,10,20,80.36699118100779
9,28,9,12,0,1,1,5,25,88.76025718287526
9,34,14,7,0,1,1,8,34,98.64322683619196
10,30,6,13,0,0,1,9,24,88.15825640892683
5,32,2,11,0,0,1,11,29,99.1052306336044
11,30,4,14,0,1,1,7,28,100.01100205799077
9,28,4,14,0,0,0,9,28,94.4556457943828
9,29,7,19,0,0,0,10,21,79.51182111866547
12,28,6,14,0,1,0,10,28,97.93517709423922
11,30,10,13,1,0,1,13,28,92.33865922590236
11,32,6,15,0,0,0,6,24,91.09765240360264
13,27,9,12,1,1,0,9,34,107.06650128403682
9,27,9,14,0,0,1,10,26,87.93347631063614
9,30,10,16,0,1,0,8,25,87.22160158387048
8,29,6,16,0,0,0,6,21,80.9398385294725
7,34,10,14,1,0,1,11,30,95.82342345480438
9,37,5,11,0,1,0,8,29,101.05730274921224
13,31,5,13,0,0,0,8,26,95.38244790033389
11,29,5,13,1,0,1,4,24,90.45673625824622
10,30,4,16,0,0,0,4,20,84.63358983376472
13,29,9,8,1,0,0,7,29,98.14485742502823
11,26,8,15,1,0,0,8,24,85.2908202761681
7,33,5,11,1,0,0,10,33,105.28021459627551
9,27,14,14,0,0,1,6,21,74.86936411618375
8,32,4,14,0,1,0,9,27,95.0396536058474
10,30,7,15,1,0,0,6,25,90.29901663615148
8,30,7,13,0,0,0,13,28,93.62583757568216
9,28,12,13,0,1,0,9,30,95.99144788659332
5,29,4,13,0,0,0,11,27,90.39453252854818
6,31,0,11,1,0,0,11,31,99.9790185807714
7,27,14,10,0,0,0,12,34,97.69930848197347
7,33,0,15,0,0,0,9,28,99.1694144844942
15,26,12,10,0,0,0,12,31,100.32504096403711
11,33,8,10,0,0,0,11,29,96.49323481059506
11,28,9,13,0,1,0,7,27,94.72619659578194
6,33,8,15,0,0,0,8,25,87.54203416226035
7,27,7,11,1,0,0,8,28,88.72256603973133
10,26,8,14,1,1,0,7,26,86.92433769048856
6,34,9,13,0,0,1,10,31,95.05538147100854
12,27,6,10,0,0,0,11,29,96.7159286705296
8,26,8,13,0,0,0,7,26,91.46768711433144
14,33,11,12,1,1,1,14,33,106.21578538292609
7,28,14,19,1,0,0,10,23,77.73650108021683
8,30,0,14,0,0,0,7,25,95.89036608433204
9,27,7,14,1,1,1,9,27,90.5385333685059
15,33,11,11,1,0,0,10,30,98.8776199249559
13,30,1,16,1,1,0,6,24,93.4347619361035
15,30,8,18,0,0,0,9,25,96.24953590339746
7,30,11,14,0,0,1,9,23,79.57701779890779
10,30,8,13,0,0,0,7,23,84.34568412021164
7,25,2,13,0,0,0,9,27,92.06960209975566
6,30,10,14,1,0,1,8,26,86.88917653107623
7,30,9,11,0,0,0,6,27,91.83078560235144
8,27,4,14,0,0,0,9,26,89.68448809160041
7,27,10,15,0,0,0,9,25,83.43728106667508
11,33,9,14,0,0,0,6,25,91.88341276472102
16,27,8,18,1,0,0,7,18,78.37076260666441
6,31,7,15,0,1,0,14,28,93.68235467057548
7,29,7,11,1,0,0,7,29,94.06738566404192
6,26,7,15,0,0,0,9,24,83.13436185309459
10,32,9,15,0,1,0,8,25,89.94145015599317
3,28,13,16,0,1,0,12,30,87.79348085939698
12,28,8,16,0,0,0,10,24,86.48793744294167
11,30,4,14,0,0,1,8,24,92.41227681694453
10,29,7,5,1,0,0,10,35,106.76645366898416
7,31,10,11,0,0,0,8,28,90.76318635019535
12,24,6,15,1,0,0,7,23,86.71109367703508
7,32,6,15,0,0,0,9,26,90.7663814735408
15,30,6,16,1,0,1,9,24,92.11369255275652
11,28,6,15,0,0,0,7,24,90.46767638908692
12,27,8,10,1,0,1,9,28,92.99243077460956
12,31,8,12,0,1,1,5,25,92.0997964276811
8,26,5,13,0,1,0,6,26,90.46621714403356
6,31,9,15,0,1,1,7,27,88.33956356591459
8,31,6,15,0,0,0,6,24,87.56018764719393
12,27,6,8,0,0,0,10,31,102.31598666956644
8,34,3,16,1,0,1,7,24,91.92364157427612
12,27,0,15,0,0,1,11,23,89.74635794112905
9,28,6,15,0,1,1,8,26,90.15446460665429
5,29,5,9,0,0,1,11,30,94.07216799409493
10,30,5,15,0,0,1,7,23,86.76835266045534
11,27,2,14,1,0,0,7,25,92.2374436557273
10,30,8,11,0,1,0,8,29,94.80621574397618
12,30,12,13,0,0,1,8,25,87.43427529304297
7,28,10,12,0,1,0,12,28,89.83599683317232
3,34,9,13,1,0,1,9,29,92.15178721136824
10,27,12,15,0,0,0,8,23,81.01407885823365
10,30,5,12,0,1,1,8,26,93.964669512537
10,25,7,9,0,0,0,7,29,97.05487790426253
11,29,7,12,1,0,1,7,28,95.90783620025152
9,31,4,16,1,1,1,8,25,87.25347376022451
8,30,7,11,0,0,0,4,25,85.25827712139359
13,33,3,12,0,1,0,10,30,105.16918117990346
10,30,7,13,0,0,0,11,29,93.71967678444292
10,27,10,16,0,1,0,10,26,88.3658568709911
13,27,3,13,0,0,0,6,25,93.47584801522892
11,30,6,17,0,0,0,7,24,88.38120196982268
12,32,9,16,1,0,1,10,23,85.91712972202791
5,31,7,15,1,0,1,8,28,91.29563580618154
12,30,6,11,1,0,0,9,29,96.2542315281079
11,29,9,12,0,0,0,7,25,85.88693299237866
14,31,8,10,1,1,1,10,29,96.8228999424389
11,28,8,12,0,0,1,9,24,87.0920325518774
11,32,4,12,1,1,0,10,30,102.20334558042384
4,26,3,16,0,1,0,8,27,94.29236915830928
9,28,9,11,1,1,1,10,28,92.23827011632956
10,32,9,13,1,0,0,11,32,101.58837381436392
12,32,7,14,0,0,0,7,23,87.77410822920598
9,32,5,10,0,0,0,6,26,88.90668979316571
10,29,9,18,0,0,0,10,23,85.29788254381943
8,32,10,16,1,1,0,10,29,91.846935354042
13,29,4,12,0,0,1,7,23,89.27646882552472
10,31,11,12,1,0,1,9,27,88.87943408863732
6,32,8,10,1,0,1,10,31,100.2887085410532
5,31,9,18,1,1,0,8,25,87.10989913719243
12,28,9,14,1,0,0,12,28,92.04709548101071
9,28,12,11,0,0,0,8,26,84.64249201551311
12,27,6,7,1,0,0,6,29,96.5848646230846
10,29,14,16,1,1,0,11,27,88.1267874369346
12,30,11,14,0,1,1,4,26,93.27353381916213
10,29,14,12,0,0,0,10,28,90.22032063953948
12,29,8,12,0,0,0,8,28,94.43749618184118
10,27,9,11,0,1,1,10,28,92.36180953142818
13,30,9,17,0,0,0,9,24,89.68303526973492
8,28,7,15,0,0,1,7,24,82.26788118323152
7,29,11,15,0,1,0,8,28,93.29987099817968
9,25,10,17,1,1,1,8,24,86.24124958356207
7,31,6,16,0,1,0,9,28,93.685053431219
11,30,5,8,0,1,0,9,30,97.9840779188865
6,32,4,15,0,1,0,6,26,90.70855910908132
11,30,9,17,0,0,0,10,25,87.56457402889905
14,33,8,13,1,0,0,10,28,96.1453662271882
6,30,9,14,0,0,0,9,27,89.53391255009808
9,26,4,16,1,0,0,11,27,93.10243903160678
10,26,7,9,0,1,1,10,30,96.04285796012223
12,30,8,15,1,0,0,7,24,86.00053629531193
9,25,6,14,0,0,0,3,23,85.97095457056027
16,28,4,9,0,0,0,5,27,98.1088575809053
7,30,7,10,0,0,0,10,30,97.34263172052822
10,32,12,15,0,1,1,11,27,94.44306987903708
13,28,5,16,0,1,0,6,22,88.60122603624546
7,28,7,17,1,1,1,10,24,83.22489837390324
10,24,4,11,1,1,1,10,28,91.55960093165332
9,28,7,10,1,0,1,8,29,92.7233724932617
12,26,4,14,0,0,0,10,25,92.73041945608048
9,32,5,15,0,1,0,11,26,93.52595423377842
7,28,10,9,1,0,1,8,31,93.29525006403036
6,28,9,14,0,1,1,5,24,86.77383575019059
14,29,6,12,0,1,1,10,23,88.1585314227848
8,28,7,17,0,1,0,7,22,80.25896170468096
8,33,7,19,1,0,0,8,23,85.21688412718319
8,26,7,15,0,0,1,8,23,81.795056044164
9,35,7,16,1,0,0,11,29,99.01121930373044
12,32,7,12,1,1,1,9,28,95.6058790828804
8,33,8,11,0,0,0,8,27,90.32385034082414
11,30,5,15,1,0,1,8,25,89.11912068836882
7,31,10,15,0,0,0,9,26,87.15868095221808
7,30,7,12,0,1,1,9,27,90.46952531110333
8,29,7,15,0,0,1,6,23,85.51786906446782
10,28,11,15,1,0,1,7,24,82.58481162976253
7,31,4,15,0,0,0,8,27,96.0011827122828
9,30,8,15,1,0,0,9,25,88.45728055995266
9,30,7,16,1,0,1,8,23,83.46828947164266
12,27,13,7,1,0,0,11,34,99.67149565559669
10,28,0,14,0,1,1,7,23,88.9715847199335
12,27,7,17,1,0,0,11,28,94.65173959712892
9,29,9,12,0,0,0,8,29,93.94843113610202
9,31,8,12,0,1,1,8,28,95.51756084480664
9,29,2,12,0,1,1,9,28,98.58199107922376
12,29,12,13,1,1,1,5,26,89.19330466088674
6,31,9,14,0,1,0,12,29,90.85426439915707
13,30,3,16,0,0,0,7,21,86.73554503273303
9,30,10,12,0,0,0,12,29,92.52300689748684
10,29,0,9,1,1,0,10,29,100.4020990491599
13,30,5,16,0,0,1,6,21,89.02630660090195
9,29,6,15,0,1,0,9,27,94.73332661333016
17,31,9,15,0,1,1,8,22,88.99351954940805
12,28,11,12,0,0,0,8,26,91.03307393275348
9,30,9,11,0,1,0,7,28,95.49970296920183
5,25,6,12,0,0,0,9,30,95.07957160123536
15,29,8,12,0,0,0,6,26,95.50693070790598
11,28,8,10,0,1,0,9,30,99.69488045599354
11,28,7,12,0,1,1,9,28,95.6336876772598
9,32,3,14,0,1,1,12,29,99.19045724671238
7,31,12,14,0,0,0,6,26,87.04658873445875
5,30,9,12,1,1,1,8,34,102.78769468377828
3,31,5,11,1,0,0,10,31,94.39739279527274
9,32,6,12,0,0,0,11,29,95.11653147280512
11,31,7,13,0,0,0,10,27,95.5254459245436
3,27,4,11,0,0,0,7,28,91.61807709191233
11,33,13,12,1,0,0,8,30,97.19080201934236
7,30,12,10,0,0,1,3,24,81.12780768297749
12,33,14,15,1,1,0,10,29,92.65520242434005
10,35,6,10,0,0,1,4,24,88.09434859322808
9,29,5,13,1,0,0,7,27,90.92190683159907
9,26,9,14,0,1,1,5,22,81.85437592020408
9,29,6,13,1,1,0,7,28,94.90064917503096
12,30,6,19,1,1,0,10,21,82.72257450174823
8,28,6,10,1,0,0,7,28,92.62495142872166
9,34,14,14,0,0,0,9,27,89.04435910580156
5,30,10,12,0,1,1,9,30,95.71647609598446
11,30,8,15,1,0,1,8,27,94.00909810690334
12,27,9,13,1,0,0,11,29,93.70701956362832
5,29,6,15,0,1,1,12,27,89.56659838596703
5,28,10,9,0,0,1,10,28,86.90881408951822
4,29,8,17,0,1,1,8,23,82.80326292768548
7,29,5,7,1,0,0,7,33,102.30063016421732
12,29,13,15,1,0,1,7,24,85.9817535720157
6,31,7,17,0,1,1,12,26,90.17503166366583
12,29,7,12,0,1,1,10,28,97.3749825851956
10,31,9,13,0,0,0,10,28,93.2663963346894
5,24,7,12,0,0,0,9,29,92.40149628903798
9,29,5,13,0,0,0,7,26,92.1419484974069
8,28,5,9,0,1,1,9,31,98.62051842214518
11,29,6,13,0,0,1,8,27,93.1723621792088
6,32,6,14,0,0,0,6,26,91.59445565531664
9,27,8,18,0,0,1,9,24,85.11826102764499
7,31,9,11,0,0,0,9,31,96.77348281209257
9,29,1,17,0,1,1,9,23,89.56092975782023
3,30,8,13,1,0,0,7,34,101.35816232430606
7,29,11,14,0,0,1,10,25,83.73228303196512
6,32,11,12,0,0,1,12,32,97.35265990052662
10,26,4,11,0,0,0,4,27,96.40140313631436
12,29,11,13,1,0,1,8,26,88.83776754904504
9,30,4,8,0,0,1,6,27,93.77445734180672
8,29,9,16,1,0,0,11,27,88.3952089937254
8,28,9,17,1,0,1,6,23,82.96198428049516
8,30,6,14,1,0,0,9,28,95.10833202793935
13,28,13,14,0,0,0,9,27,90.31306261030107
4,33,7,12,0,0,1,5,27,92.99472796419217
7,31,3,13,1,0,1,9,27,90.6810310268345
11,30,6,10,1,0,0,10,31,100.3682325677142
13,27,7,15,0,0,0,11,25,90.9551155049816
9,31,8,19,1,0,1,9,23,84.24466141001487
11,32,12,10,0,0,0,9,29,93.75924261578804
14,31,5,14,1,1,1,10,26,94.91907021054044
9,29,10,13,0,0,0,10,26,86.27371173693842
13,26,10,14,0,0,0,10,25,88.70752349568691
6,29,5,14,1,0,1,7,25,89.6469323651787
5,27,13,17,0,0,1,6,21,73.6141558777882
11,31,4,12,0,0,1,8,23,86.27156988484626
9,27,9,16,0,0,1,7,20,77.29452042982248
9,30,9,11,1,1,0,7,30,96.07365901222909
2,28,9,11,1,0,0,8,28,87.835192011217
11,30,9,14,1,0,0,8,27,91.17157028747064
5,29,10,12,1,0,1,9,30,91.82213171793175
11,33,14,13,0,1,0,7,26,88.44655677973435
10,28,5,11,0,0,1,8,28,93.68763971213764
14,29,9,15,0,0,0,6,24,89.35448959807587
9,30,8,12,1,0,0,7,27,91.4097200928384
6,29,9,9,1,0,0,10,31,95.58754832485606
8,31,9,13,0,0,0,7,29,94.718690261749
10,34,5,14,0,1,0,8,28,96.47034401015694
13,27,6,12,1,1,0,9,27,94.20360083999688
10,31,8,13,0,0,0,12,30,99.00150589755428
10,26,7,18,0,1,0,11,25,86.45298600256872
11,31,6,14,0,0,0,10,28,98.88533920607256
9,30,7,13,0,0,0,8,25,86.06726276229138
7,22,8,14,1,0,1,10,26,87.16367859759305
11,27,7,12,0,0,1,8,26,89.22458236288114
7,30,8,13,1,0,0,10,30,91.90453505798862
14,33,7,15,0,0,1,9,25,92.62711824081252
9,30,9,14,1,1,0,8,25,85.33214912827017
10,28,3,17,0,0,0,13,25,90.6984070976936
12,31,7,11,0,0,0,8,28,97.28148479117726
13,26,10,13,0,0,1,8,23,82.06032257301477
8,31,12,7,0,1,0,6,31,95.33411938736242
15,28,8,15,0,0,0,13,25,89.67487435614797
8,29,1,13,0,0,1,10,26,91.75753293416884
13,24,6,14,1,0,0,11,28,96.7436988055929
14,30,10,14,0,1,0,8,25,88.09951621979681
9,27,6,14,0,0,0,9,24,83.53267068354471
13,27,7,15,0,1,0,7,24,88.77054562915342
7,32,2,12,0,0,1,6,27,98.47337933667905
9,30,7,14,1,0,1,8,26,88.18522666684923
8,30,6,13,0,0,1,6,23,83.05965109877357
12,33,2,12,0,0,0,10,27,96.1051922161394
12,33,12,14,1,0,0,9,27,92.0183302914532
15,28,7,15,0,0,0,5,24,92.38916206545682
15,30,12,15,1,1,0,8,29,96.15072844555328
13,28,8,12,0,0,0,10,29,96.65768679148697
8,26,6,12,0,1,0,9,29,94.52182385615102
13,30,3,10,0,0,1,10,29,100.03711973529758
11,29,6,12,1,1,1,10,30,99.10578878936673
5,30,9,13,1,0,0,9,28,89.92071829155664
9,28,4,11,0,1,0,10,32,100.3109872827748
11,29,5,14,0,0,0,6,22,85.82477468334423
7,24,4,12,1,0,0,8,28,89.43147868133575
8,33,6,12,1,1,1,7,25,89.22826434793222
5,32,12,14,1,0,1,8,27,86.91060080378848
13,28,9,12,1,1,0,8,28,95.327094442774
11,30,8,13,1,0,1,9,25,89.90533084530894
11,27,2,14,1,0,1,10,23,85.78360889726369
9,31,4,12,1,1,1,10,29,97.25581232024253
10,30,8,10,0,0,0,8,28,91.90589930972168
6,31,9,11,0,0,1,11,29,89.58787877581044
8,30,8,14,0,0,0,9,28,94.65918787463204
8,30,7,17,1,1,0,10,28,93.12014348251328
14,27,6,9,0,0,0,9,30,103.32453424279434
9,30,8,13,1,0,0,6,26,89.64040127979409
7,30,5,12,0,1,0,9,30,97.16844681947016
12,28,8,14,0,0,1,9,26,91.96092683965726
10,31,4,12,1,1,0,6,30,101.23912387019844
8,31,8,17,0,0,1,6,22,83.103720731781
7,28,12,10,0,1,1,7,28,88.23353097038132
11,28,10,12,0,1,0,9,30,95.87322186639344
12,30,4,11,1,1,1,11,28,96.40702010495764
9,30,6,11,1,0,0,8,30,98.6004298694546
9,32,10,13,0,1,0,11,32,99.59449619776508
11,32,4,17,0,1,0,11,27,96.82402928208188
9,31,8,12,1,1,0,7,29,96.09532805186814
11,27,5,13,0,0,0,11,30,99.63846849497952
9,31,7,10,1,0,1,7,26,91.48587205222609
8,30,11,16,1,1,0,10,29,92.10597990355942
8,33,3,12,1,1,0,8,29,98.68174355898503
10,28,12,16,0,0,0,7,22,83.45646188712111
10,31,5,7,1,0,0,10,35,107.32697347627769
12,30,4,13,1,1,0,8,24,90.57914896599328
9,32,8,17,0,1,0,8,21,79.90982713603417
13,29,8,14,0,0,1,9,27,93.44288920866076
16,30,8,12,0,0,1,5,25,93.44510939262116
10,28,7,12,1,0,1,7,28,95.71792159375758
5,29,8,6,0,0,0,9,32,96.8491708082004
8,33,10,14,0,0,1,9,27,91.35886994249496
13,30,6,14,1,0,0,11,26,91.86273377226
14,32,9,12,0,1,0,9,27,93.68180761337908
9,29,11,13,1,0,1,10,27,89.62568878642908
10,29,11,17,0,0,0,7,22,82.17487046581515
8,26,10,7,0,1,1,12,33,98.10653294093144
12,33,8,14,0,0,0,8,28,96.3244087283778
8,29,6,15,0,0,1,7,22,83.46495649520517
8,29,7,13,0,1,1,7,28,94.99707407750763
6,27,9,11,0,0,0,7,28,90.45095082022448
11,31,5,16,0,0,1,9,23,86.41152614688161
7,27,5,11,1,1,0,7,26,86.25493013845713
