age,education_years,hours_worked_weekly,pre_program_annual_income,gender,union_membership,minority_status,local_unemployment_rate,job_training_intensity,post_program_annual_income
16,31,5,10,1,1,0,9,11,86.09506096534425
8,29,8,10,1,0,0,9,14,94.36318679890805
9,30,3,17,1,1,1,9,4,61.22675135679591
9,32,8,12,1,1,0,6,8,75.06422916719495
6,33,9,16,1,0,1,6,3,56.20561369176424
7,32,9,12,1,1,1,9,8,72.96352542027574
11,31,8,14,1,1,0,8,7,68.85933409834743
15,29,10,12,0,1,1,9,9,78.16837482651417
5,27,11,16,0,0,1,9,9,79.57142202661478
10,28,0,17,1,0,1,7,0,45.37821373523667
10,26,12,12,0,0,1,9,12,88.50902969112835
6,30,9,15,1,0,0,10,7,69.43201185757889
9,27,13,15,1,0,0,15,14,94.85160138404444
7,29,5,15,1,1,1,13,9,76.36149637997114
11,34,9,19,1,1,0,8,3,57.12999817820893
5,31,10,11,1,1,1,10,15,98.68223397046722
8,27,10,11,0,1,1,7,14,96.94566260173298
6,28,5,16,1,1,1,10,8,73.97847185776581
12,27,9,16,0,0,0,9,8,74.31383609655256
10,27,9,11,0,1,0,6,15,98.19973386859851
12,30,10,17,0,0,0,10,8,75.16117622677146
7,25,4,10,0,1,1,11,15,96.9585688328275
7,32,11,13,0,1,0,9,12,87.2653562214248
6,32,6,11,1,0,1,9,11,84.6393546039803
6,26,7,15,0,1,1,8,9,81.69575153317501
11,29,7,14,1,0,1,8,10,82.74547626030359
13,31,3,14,1,0,1,9,4,58.14629775912973
12,31,10,14,0,0,1,9,9,79.99845958983005
7,31,7,14,0,1,0,10,11,83.7664196088164
11,26,4,12,0,0,0,6,10,82.26233730839243
15,28,12,6,1,0,1,8,19,117.6452358478105
8,34,12,12,0,0,1,8,9,78.68455964424457
10,28,7,13,1,1,0,9,10,81.49080684935372
10,31,9,13,0,1,1,7,12,90.88271081272757
10,29,4,13,1,0,0,9,8,72.71310687170227
13,32,11,16,1,1,1,5,3,55.15669135864706
8,25,6,17,1,1,0,6,5,62.54905371504472
7,29,6,15,0,1,1,10,9,75.34273935714411
10,32,9,12,0,1,1,10,12,87.50900217648406
9,29,7,14,0,1,0,10,10,78.05066237819736
11,28,5,12,0,0,0,8,8,72.9133841380202
6,32,8,16,0,1,0,10,7,67.48610625445734
9,31,6,15,0,1,1,5,6,69.7264159681723
11,27,3,16,0,1,0,11,7,68.42487072107595
10,28,7,18,1,0,1,7,2,54.18255360938029
13,28,1,16,1,1,0,10,7,69.10392613823807
10,28,9,17,0,1,0,11,5,60.72883726876877
10,28,15,15,1,1,1,8,8,72.2247453334065
8,31,9,12,1,1,0,12,12,87.18108511828869
8,26,10,13,1,1,1,7,10,79.88340817336616
13,26,6,15,1,0,1,11,7,72.55988729237828
13,32,4,9,0,0,0,10,12,90.91509188940886
9,26,8,13,1,1,0,8,9,77.36053637640543
12,27,2,6,1,0,0,10,17,106.52859212806472
8,26,7,14,0,1,1,11,9,74.45676076624655
8,32,8,15,1,1,1,9,7,69.36276023858481
10,27,13,12,0,1,1,12,14,94.36389846389363
4,27,3,19,1,0,0,8,2,53.0571738252647
13,33,5,16,0,0,1,7,1,51.44157951473742
10,29,10,14,1,0,0,11,11,84.73539240080595
5,32,13,16,0,1,1,6,8,73.62579181505433
8,32,4,13,0,0,1,10,10,84.59472045869303
7,31,8,12,1,0,0,13,11,83.4410355717772
9,30,11,16,0,0,1,7,5,65.40554223039427
11,28,5,11,0,1,1,8,13,94.10068631000443
10,29,8,17,1,1,0,12,7,71.00351080808018
11,26,6,12,0,0,1,8,9,78.37213534839803
10,29,3,11,1,0,1,12,14,96.61276686194056
7,31,6,10,1,1,1,10,16,101.32185784410584
10,26,7,12,0,0,1,8,14,96.48727687518442
7,30,3,12,0,0,1,10,12,90.26845549183004
15,32,10,13,0,0,0,10,9,78.41949667605421
11,27,6,19,0,1,0,4,0,44.17864913771961
8,31,8,14,1,1,1,11,9,75.79810108605541
10,30,10,14,0,0,1,7,8,75.14994705111836
9,29,13,13,0,1,0,6,10,76.82621376836761
9,32,8,16,1,1,1,8,7,68.5445037465364
7,34,10,16,0,0,1,10,6,68.05733415175006
13,29,6,15,1,1,0,3,3,58.42750614886602
13,29,9,14,1,1,0,9,11,85.41613081429654
10,30,6,12,1,1,1,11,12,89.5126120726924
7,28,-2,13,1,1,1,9,7,70.76950660534398
11,29,3,16,1,1,0,7,5,63.2049340472818
14,29,2,10,0,1,0,9,10,82.85001335874885
8,26,8,11,1,1,1,9,12,86.34037140030522
13,30,8,13,0,1,0,7,9,77.93240152733169
6,31,9,13,0,0,1,10,11,83.48134092049055
6,31,2,14,0,0,0,6,7,68.35087563741652
8,35,4,17,0,1,0,8,3,56.28944095075697
12,30,5,15,0,0,1,9,9,78.2884735106351
12,29,8,12,0,1,1,7,9,79.3276218022293
8,29,6,11,1,1,0,11,14,93.80255272305376
10,30,13,16,1,1,0,8,8,73.85497380183396
10,25,13,16,1,0,0,7,7,68.909997184724
13,27,10,14,0,1,1,9,8,74.59686243579877
11,31,15,12,1,0,0,6,11,87.54556099962234
11,34,5,13,1,0,0,8,8,76.33054701526852
7,27,6,14,1,1,1,8,8,74.62719080039754
9,31,7,14,1,1,1,9,6,67.88090784183031
8,32,8,9,0,1,0,7,14,93.7125941941202
7,27,9,14,0,1,0,6,10,82.37404121805315
7,29,2,14,1,0,0,8,6,66.80205567074539
12,28,13,11,0,0,1,11,15,100.8480861879229
9,31,9,5,0,1,1,9,23,127.42496654890851
7,29,11,11,1,0,0,12,13,88.29668790583428
11,33,5,14,1,0,1,9,5,67.0335817397691
9,28,5,15,1,0,0,10,9,76.70726675809763
7,30,9,14,0,1,1,11,10,81.26453099776514
3,31,7,14,0,0,0,12,10,77.48280406257784
10,32,11,15,0,1,1,9,8,72.11215107823668
8,30,4,6,1,1,1,9,20,116.60005219711186
10,26,17,13,0,1,0,9,14,93.78220369839347
9,31,3,13,0,1,0,9,8,73.88875729262165
12,28,9,13,0,0,1,9,11,85.85507515759996
10,28,4,10,0,1,1,11,13,90.89221180364731
11,28,5,9,1,1,0,10,15,99.9604463836517
11,29,9,12,0,1,1,7,10,81.19631208999554
9,27,6,12,1,0,1,8,8,75.99200231877553
9,30,11,13,1,0,1,8,9,79.57026459477785
12,31,7,12,1,1,1,5,6,67.87480046398181
9,27,8,14,1,1,1,7,9,80.56935899807557
11,29,4,13,1,0,1,8,5,61.56431289584804
8,31,6,15,0,1,1,8,6,64.24968505443786
13,25,11,9,1,1,0,10,17,105.41518224673396
3,30,6,13,1,0,0,8,13,90.70218958201572
12,31,14,11,1,1,1,12,13,90.85631860828492
12,29,8,15,1,0,1,9,7,73.66061663665892
13,31,6,9,0,1,1,10,15,100.18826664112711
11,28,12,19,0,1,0,12,6,61.05014225690607
12,34,6,14,0,0,0,8,6,66.37814313883385
7,27,10,18,1,0,0,11,5,64.0641413377453
9,31,8,16,0,1,0,9,7,71.8000358057263
13,32,10,9,0,0,0,10,16,104.33502415632056
8,30,10,13,0,0,0,8,11,86.46965824249286
10,29,11,17,0,0,0,8,6,66.10017395750099
6,30,8,16,0,0,0,8,7,70.3519401444833
9,28,9,15,0,0,1,7,8,76.27285879582142
10,28,8,12,1,0,0,6,7,72.3857386461781
11,27,4,13,0,1,0,8,8,74.19521704631502
8,31,8,13,0,1,1,8,9,79.17445663916465
8,35,8,13,1,0,0,10,10,81.48998091421424
6,31,8,14,0,1,0,10,9,74.83926844146858
9,31,9,16,0,0,0,10,9,78.68280609851325
13,29,4,15,0,1,1,6,5,64.04769696682641
8,29,15,15,0,0,1,9,7,72.03412251855623
11,30,5,7,0,0,1,8,17,107.34810813533726
9,29,6,10,0,0,0,11,17,104.66434640892636
11,33,8,14,0,1,1,9,9,77.16023817017441
10,31,10,18,0,0,1,12,5,64.51572915452788
11,25,8,11,0,0,0,10,14,93.08427509163444
9,31,7,13,1,0,0,7,6,69.48099699894807
10,29,13,14,1,1,0,10,10,81.2621489030657
5,31,12,12,0,0,1,9,12,89.08620621914389
8,32,13,18,0,1,0,7,5,61.5955249241803
6,28,2,19,0,0,0,5,0,44.57650074064927
14,32,9,14,1,0,0,7,6,68.57011132706164
9,29,4,16,1,1,1,6,4,63.08490491647044
10,32,10,15,1,0,0,8,6,65.79296262708111
10,32,9,11,1,1,1,9,9,78.64465021788246
6,31,5,12,1,0,0,9,11,82.24010450286548
12,34,4,16,0,1,1,9,4,61.473434811984966
7,30,8,12,0,0,1,11,14,94.6555171393256
9,26,4,12,1,1,0,12,13,91.00782616717795
6,28,8,14,1,1,1,8,4,57.75894105928303
10,30,10,15,1,0,0,9,10,78.97421470861121
9,30,11,16,1,1,0,9,6,67.03775829816949
11,28,6,19,0,0,1,5,3,55.0904700922768
6,30,5,18,0,0,1,8,2,53.345922781655055
4,29,8,15,1,1,1,10,9,76.65353292441901
7,28,10,16,1,1,1,6,4,57.19643325142309
8,32,2,15,1,0,1,11,5,65.28602373325492
13,32,7,6,0,1,0,11,19,112.90402768511954
5,29,10,15,1,0,1,5,5,61.07517402606054
13,31,11,18,1,1,0,10,7,72.61838451456856
6,27,4,12,0,0,0,5,10,84.70215211458732
6,34,8,17,1,1,1,7,3,56.53408003765227
11,26,9,16,0,0,0,10,7,71.1463148203503
9,27,7,12,1,1,1,10,11,84.19512088518614
10,28,14,13,1,0,1,10,11,87.37017202819389
9,30,6,14,1,0,0,8,9,78.74145890573274
11,30,14,14,0,1,1,6,10,82.63624356369094
7,31,8,9,1,0,0,6,13,91.98543544639554
10,30,7,12,1,1,1,10,11,83.28064496242098
12,26,6,13,1,1,1,7,9,76.94698427108924
10,32,6,15,0,1,1,6,7,73.07464741453504
13,27,7,12,1,1,1,5,9,78.82965967427096
9,32,6,14,1,0,0,11,8,72.92722773976581
13,32,5,15,0,1,0,7,7,70.41651897279046
8,26,11,14,0,0,1,9,13,90.5369017676336
8,30,12,15,0,1,1,8,9,75.1168226895367
12,34,9,14,0,0,0,10,8,74.85091606920881
13,28,2,12,0,1,1,10,10,81.518780082167
8,31,6,16,1,0,1,9,5,63.76868858036514
10,29,3,13,1,1,1,9,9,78.16431937494772
9,27,12,15,1,1,1,8,9,75.13975238263139
10,30,8,14,0,0,0,9,10,83.05903802958616
13,27,5,13,0,0,0,10,10,83.22683895968633
9,30,10,15,1,0,1,7,7,73.2460836639046
7,26,8,11,0,1,0,8,15,99.13641001153066
9,31,11,15,0,0,1,6,7,72.40364340076025
12,34,2,14,0,1,0,9,8,76.78678837133775
7,26,10,16,0,1,1,11,11,82.23064066618488
9,34,10,11,1,1,0,9,13,92.8586056010472
9,28,9,18,0,0,1,10,8,73.89011255889903
9,24,13,13,1,0,0,5,10,80.28628049098722
11,30,5,18,1,1,0,8,2,52.53689496898836
6,29,7,13,1,1,1,5,7,69.90157460105236
7,27,8,10,1,1,0,10,15,97.89247885690035
9,27,10,16,1,0,0,11,7,69.8425762203171
10,29,4,14,1,1,1,10,5,61.96844066553656
14,27,10,14,1,0,0,8,8,73.33744437199088
11,30,14,15,0,0,0,8,7,70.03262631085839
10,28,7,13,0,0,0,6,9,79.10428945741327
11,30,5,15,0,1,0,10,9,80.1176827996878
10,28,7,15,1,0,0,8,8,75.95591382519737
11,28,8,15,0,1,0,13,10,81.0599018326504
9,32,7,13,1,0,0,8,9,79.65083561058172
8,28,6,9,1,0,1,11,16,103.91769037726812
9,30,5,10,1,1,1,13,13,89.81185504485559
6,34,9,15,0,1,0,9,7,70.15404124713844
11,31,8,13,0,0,1,6,6,66.78162112899113
9,29,5,9,0,1,0,8,14,94.6356523865758
11,29,8,15,1,1,0,10,5,62.79856744702117
8,30,6,15,0,0,1,12,6,66.45642781029234
11,32,9,11,1,1,1,9,9,76.6573529167855
5,28,13,13,0,1,0,9,12,84.7959843682651
9,31,8,10,0,0,1,11,16,103.8814359742534
10,31,10,19,1,0,0,7,2,52.22065291731175
7,28,10,10,0,1,1,9,15,97.51775735684416
7,30,7,10,1,1,0,8,13,89.9404969992168
7,30,5,14,0,1,0,8,7,66.2141517206004
12,30,6,17,0,1,1,8,3,57.52354865082594
4,28,12,13,1,0,1,8,7,68.24244518856935
9,28,13,10,0,1,0,12,18,107.79511210811796
11,31,4,11,1,1,0,6,7,69.41408912054193
12,29,9,15,1,0,0,7,6,67.17161540916992
6,29,11,18,1,0,1,10,6,65.24149938757779
11,31,10,10,0,1,1,11,13,90.21604061181142
10,30,9,18,0,1,1,10,5,62.79554529041998
5,33,8,13,1,1,0,5,9,78.61388868477142
12,34,5,11,0,0,0,7,10,86.80115521808146
10,29,13,13,1,1,0,6,10,80.29124490379752
8,32,3,12,1,1,0,10,10,81.41661517419509
3,33,9,13,1,1,0,8,8,70.3233283098359
8,28,5,12,0,1,1,9,11,82.7429992689274
9,28,12,17,0,0,0,6,3,52.12467845658793
13,34,11,14,1,1,0,8,7,72.31426068102395
4,32,5,14,1,0,1,11,10,82.28488900252559
13,32,3,11,1,0,1,10,8,75.53999181974626
11,28,10,15,1,0,0,8,6,65.4195984990782
10,28,6,14,0,1,0,7,8,75.03852765626748
13,28,7,17,0,1,0,9,6,66.29984943421742
6,26,8,16,1,1,0,9,8,75.36864948020568
9,27,11,14,0,1,0,8,9,78.31022477682919
10,26,7,13,0,1,0,10,9,75.05598024376758
9,28,6,10,0,1,0,7,14,94.4122726731682
10,30,9,12,1,0,1,6,10,84.64443030922935
10,29,11,17,1,1,1,8,5,64.02801148491753
8,27,5,20,0,0,0,8,0,45.84906593006903
6,30,4,11,1,0,0,9,11,82.24200989671603
9,30,9,19,1,0,0,10,3,59.85696488137872
12,31,3,14,0,1,1,10,7,70.16222690365994
12,28,9,19,0,1,0,11,4,57.530410345689184
12,31,5,14,1,0,0,8,6,68.64489861143005
12,32,7,10,1,1,0,12,14,94.74943599288508
12,33,8,12,0,0,0,8,12,90.69897705544972
10,28,5,17,0,1,1,4,2,51.29370419476324
6,27,9,13,1,0,1,8,9,74.97211438812667
9,31,9,15,1,0,1,7,6,69.97237895189384
6,25,3,16,1,0,1,8,4,59.98846521801976
8,27,6,16,1,1,1,12,6,63.43296380517408
5,27,6,10,0,1,0,8,15,96.1848680970484
9,26,7,15,1,1,1,11,9,78.0966614681044
5,30,10,21,1,1,0,9,2,54.29965735477933
5,30,5,13,1,1,1,6,7,67.02149472989781
11,31,5,15,0,0,1,7,6,69.40505684703616
13,32,6,15,0,0,0,10,8,74.30460959156633
10,30,10,13,0,0,1,12,12,87.61976062635595
8,28,14,14,1,0,1,8,9,77.03411469997145
8,31,3,11,0,0,0,14,15,94.93794511352736
7,30,10,11,0,0,0,12,16,101.87698718403938
7,28,5,12,0,1,1,9,14,95.56768308777622
10,25,11,16,1,0,1,11,9,79.20623784346927
10,29,3,19,1,1,0,7,0,45.53807189926986
11,29,12,12,1,1,0,9,14,96.4241507765154
12,28,6,15,0,1,1,7,6,68.42519376418602
11,27,8,12,0,0,0,9,13,91.5808890979245
6,31,11,14,1,1,0,8,10,77.9040743320055
10,34,8,17,0,1,1,12,4,56.096536175212606
7,27,5,13,1,1,1,10,10,78.6676658151069
10,28,9,12,1,0,1,10,8,72.7862707195059
9,28,5,12,0,0,0,5,11,85.6367036550489
3,26,11,13,0,0,0,11,12,83.63583148901925
10,31,8,12,0,1,1,6,7,66.63678052278865
6,30,8,13,0,0,1,9,9,76.85310768908057
7,32,6,15,1,0,1,6,3,54.23389970036989
10,32,9,13,0,0,0,6,7,70.45790577958844
9,30,8,14,0,0,0,5,8,74.31874900266006
12,29,3,17,0,0,0,7,3,56.0194638035978
12,31,13,12,1,0,1,7,9,76.59887469278948
8,31,2,12,0,0,0,8,10,81.20808400265551
10,28,8,14,1,0,1,10,9,76.0763075458193
9,32,7,8,0,0,1,10,16,103.76107303386205
8,25,6,13,1,0,0,5,10,81.51250565707736
10,32,10,17,0,1,1,9,5,61.3111735995399
13,25,11,9,0,0,1,10,17,105.2243978724702
14,28,10,18,1,0,1,8,2,55.44395508456112
9,33,7,14,0,1,0,10,10,81.39098086318032
10,27,10,17,1,1,0,11,7,66.92450923795033
10,31,7,17,1,1,1,10,5,65.81920021167359
5,28,7,14,0,1,1,11,12,86.71669333407985
9,29,7,11,0,0,1,11,14,95.11882986479546
7,32,6,13,1,1,0,12,12,86.14943722554574
7,31,13,12,0,0,1,9,13,91.36655635513868
6,28,5,15,1,1,0,5,5,60.302875305911066
7,31,9,16,0,1,1,8,6,64.34060655083924
12,29,7,11,0,1,0,11,14,95.34853484513184
9,29,3,12,1,1,1,7,9,76.04493445837234
8,35,10,13,0,1,1,7,9,77.26132103446618
12,31,5,11,0,1,0,11,12,87.83053626559374
8,32,7,15,1,0,0,8,6,65.96928530286809
9,31,1,15,1,0,1,5,2,53.34356200658881
9,29,12,10,1,0,1,9,14,94.22300686393474
8,29,11,14,1,1,1,11,9,75.35309157286972
10,28,6,10,1,1,0,9,10,77.98422390486988
4,31,4,13,0,1,1,8,10,79.31474018076092
10,30,6,17,1,1,1,8,1,45.18769302236093
8,25,10,12,0,1,0,10,15,98.00258737025833
12,27,3,15,0,1,1,10,7,71.20753329703615
14,33,12,11,1,1,1,10,12,88.58974204833208
10,31,8,14,0,1,0,6,7,68.35874267002251
13,25,7,13,1,0,1,13,12,88.66076580760705
6,28,6,10,1,1,1,12,14,95.58865944776387
8,30,8,19,1,1,1,9,0,46.516367057107374
12,31,4,13,0,0,1,10,8,76.64279704467556
12,31,5,17,1,1,0,6,3,59.11239668950863
7,28,7,12,0,0,1,7,11,86.30328725811682
7,28,7,12,0,1,0,8,14,97.76285777081632
3,28,5,11,0,1,1,12,12,85.5411493591091
7,29,7,13,0,1,1,9,9,74.04905566233246
8,31,6,7,0,1,0,10,19,110.36832714213509
8,31,8,8,0,0,0,8,18,110.16919780343632
11,28,5,11,1,0,0,10,12,90.98031111057118
11,30,6,16,0,0,1,8,3,57.3592487723076
4,29,11,16,0,1,1,7,6,64.14429313853276
14,27,6,13,0,1,0,10,10,84.76467310503901
8,30,6,11,1,1,1,8,10,80.13820907777442
9,34,7,14,0,0,1,11,10,82.85421013393773
10,27,7,16,0,1,1,10,5,61.57880558341327
14,30,4,12,1,0,1,7,7,74.5980158829336
7,31,6,14,1,0,1,8,6,66.48261964392951
6,33,9,13,1,0,1,8,10,80.31918710759817
8,25,8,20,0,1,0,7,5,60.48580723005677
10,29,8,10,1,0,0,10,16,103.9396211120162
10,33,4,17,0,1,0,13,5,64.85729573013721
11,35,2,14,1,1,1,5,4,62.62273426912135
11,30,4,17,1,0,0,9,3,55.5989020227731
12,27,6,15,0,1,1,9,5,63.31092684769262
9,30,2,16,1,1,1,7,2,50.272399997228376
5,28,10,16,1,0,1,9,7,69.47099395827398
12,30,9,9,1,0,1,9,14,96.22913744803245
14,30,5,10,0,0,0,8,11,85.62194754927444
8,30,7,12,1,0,1,4,9,78.54698790993808
12,26,5,9,0,1,1,8,16,101.08904130508564
2,25,6,11,0,0,0,6,11,80.59833418426209
8,30,7,15,1,1,1,9,6,67.1103496803591
10,29,14,13,1,1,1,8,9,75.02251860123856
9,27,5,11,0,0,1,5,14,100.46429453386789
10,29,8,15,1,1,0,8,5,60.341041703352985
6,31,11,16,1,1,1,15,9,74.26578510970955
15,29,8,15,1,1,0,7,7,71.69395281595726
9,27,8,13,0,1,0,10,12,84.48828574275497
8,29,5,17,1,1,0,9,5,62.15553714193258
9,28,4,14,0,1,1,7,7,71.53541838495477
17,29,8,14,0,0,1,9,9,80.78511827030265
11,29,6,14,0,0,0,8,10,83.8090840636845
11,28,9,10,0,1,1,9,13,91.48685042394632
6,31,9,12,0,0,1,11,13,92.55896767771732
11,31,3,14,1,0,0,11,8,76.60864637456747
10,30,3,13,0,1,1,7,7,73.83932768887999
5,32,3,10,0,0,1,7,13,94.88369494191566
10,28,10,13,1,1,0,6,9,75.29417808924345
9,31,10,14,1,0,1,13,12,87.70664595741509
15,31,7,12,1,0,1,7,9,80.50296342032777
13,32,-2,15,1,1,0,5,2,55.76360015352937
5,27,4,15,1,1,0,10,9,75.35098244422355
10,30,6,14,0,0,1,9,10,82.41367124893043
10,28,13,15,0,0,1,7,7,70.30159641599369
11,28,8,16,1,1,0,3,3,59.36111090012761
9,28,8,13,1,1,0,8,9,74.65386689161856
5,29,14,11,1,0,0,11,16,100.09051941249864
13,31,11,15,0,0,0,7,7,73.70217869336635
7,32,10,13,0,1,0,11,12,86.93401966510424
11,29,8,14,0,0,0,9,9,78.62777162081184
7,29,6,13,0,1,1,6,10,80.69140044265075
10,26,5,17,1,1,1,7,2,51.128574718542005
9,31,7,18,1,1,1,10,3,55.828820037819234
9,36,6,15,0,1,1,7,6,67.65800716720418
9,33,3,10,0,0,0,5,10,83.79583297013949
9,29,2,16,1,1,0,5,2,51.583559448147774
9,31,10,13,0,0,0,9,11,84.29594963642843
14,24,6,14,1,0,0,9,10,80.09960061868233
13,26,8,15,1,0,1,8,7,69.42566866156587
14,33,5,13,1,1,1,8,4,59.934058801148126
11,31,8,12,1,0,1,10,12,92.25816547268374
6,29,3,15,0,1,1,9,6,66.40652103886814
14,33,3,15,1,0,1,10,5,63.476375991845366
16,30,5,12,0,1,1,5,5,62.83041533074245
12,32,6,11,1,1,1,9,10,81.61809462457882
7,27,9,13,0,1,1,9,11,83.22716875692277
10,33,6,14,1,1,1,11,6,66.46045230487336
8,33,9,12,0,0,0,8,9,76.14705346748224
13,28,14,16,1,0,1,7,8,75.91391909509238
12,27,10,13,1,0,0,9,12,88.42790048652002
7,30,7,14,1,1,0,7,8,70.40859373764275
13,31,8,16,0,1,0,9,8,75.69618616203145
11,28,7,15,1,1,1,8,4,58.97782857287415
8,30,7,11,1,0,0,11,12,86.46156488024083
10,31,9,20,1,1,1,7,0,45.38476908163511
10,26,11,12,0,1,0,7,10,80.14760970199325
9,28,11,17,1,1,0,9,4,57.44836010292142
9,29,5,10,1,1,1,10,13,91.73945674581545
8,25,8,17,0,0,1,7,4,58.29425008533799
13,29,7,14,1,0,0,9,7,71.47584714999942
17,27,6,18,1,1,1,8,3,56.874807805433
10,26,6,12,1,0,1,9,13,93.0438786192328
11,26,5,14,1,1,0,8,7,66.72603712356513
9,24,7,15,1,0,1,9,6,66.46031855448206
5,27,6,15,1,0,0,7,10,82.255123965928
13,28,10,15,0,1,0,8,8,73.78122314921184
9,30,6,10,1,0,1,10,15,101.05342934931606
9,28,9,13,1,1,0,11,12,87.31324137457254
8,28,4,12,0,0,0,10,10,79.4089304628685
9,31,6,13,1,0,0,7,6,65.93559032133335
8,29,5,11,0,0,0,9,11,83.43257274661615
14,27,5,11,0,0,1,8,10,83.27741415363862
9,29,8,12,1,0,1,8,11,85.46817136716216
15,32,4,15,0,1,0,11,8,74.41411722724618
7,28,13,15,1,0,1,10,9,77.18821051771735
10,33,11,13,0,1,0,9,11,85.31686887349359
8,29,4,11,1,1,0,10,13,93.7871380697416
8,33,4,15,0,1,0,10,7,68.8517758903276
15,31,6,15,1,0,0,9,5,64.60889149030407
13,30,9,19,0,0,0,6,0,46.83598963221195
9,32,10,15,1,0,1,12,8,73.34579178164896
8,37,3,14,0,1,1,7,6,68.18616907393601
14,26,7,11,0,0,0,11,14,93.9755263725231
8,27,2,11,1,0,1,11,12,90.22810240952198
8,28,4,10,1,1,1,9,14,97.10421563411256
10,31,5,15,1,1,0,8,5,61.5688873972348
6,28,4,9,0,0,1,7,16,103.852605525151
10,27,8,14,0,0,1,5,9,77.08065557491658
11,28,1,17,1,0,1,7,1,50.85400897864966
6,29,5,14,1,1,0,7,8,73.54876126561776
12,28,6,14,0,0,0,9,11,86.43784131897905
7,27,8,16,0,0,1,12,10,82.4739620488542
13,27,8,14,1,1,1,10,7,70.24577574782968
7,28,10,14,1,1,1,12,9,74.7351536383416
9,30,8,12,0,0,0,9,8,73.63317095282872
6,30,9,11,0,0,0,11,15,96.61540242316268
10,31,5,11,0,1,0,11,14,95.4731165997355
10,26,10,10,0,1,1,7,15,101.63698745771876
7,31,10,16,1,1,1,5,4,59.11460571303722
10,29,14,11,0,0,0,9,15,98.51673398372763
8,31,6,16,1,0,0,10,7,70.94430676914638
11,31,8,12,1,0,0,12,11,84.8275633194846
11,29,0,19,1,0,1,9,2,53.71731769405577
