defendant_age,trial_length,legal_representation,prior_convictions,violent_crime,alternative_sentencing,recidivism_rate
22,19,0,1,1,1,57.14079340879387
34,22,1,1,1,1,52.85209723325827
29,26,1,1,0,0,48.349506797997286
31,8,0,1,1,0,39.26452150866052
47,22,0,0,0,1,49.25129538167656
31,16,1,1,0,0,42.044771014606575
19,21,0,0,0,1,59.70078810305336
36,11,0,1,0,0,38.63732064096949
40,14,1,1,0,1,48.9599897318413
41,18,0,1,1,0,39.63942950316807
34,17,0,0,0,0,43.13732193375262
36,20,1,1,1,0,41.29327926095549
27,25,0,0,0,1,57.928024954220696
25,3,1,1,1,0,40.06936477362518
27,23,0,0,1,0,48.09971650599584
30,19,1,0,0,1,52.15216298153712
30,27,0,0,1,1,57.58470015806438
25,7,0,0,1,1,48.95384056516715
45,17,0,1,0,1,45.95212412092516
41,7,1,1,1,0,35.38194410429598
31,29,0,1,0,1,57.5886453923049
42,17,0,1,0,1,49.1984171070812
49,21,1,1,0,1,45.882707613925206
17,20,1,1,0,0,49.927589212055146
47,28,1,0,0,1,52.01770986614688
42,6,0,1,1,0,34.643322461949566
33,22,1,1,1,0,46.27643550884168
37,21,1,0,1,1,51.65238953614048
30,23,0,0,0,1,56.35640359016247
25,17,0,0,1,1,52.92840868670711
30,12,1,1,0,0,41.63151350757426
16,20,0,1,1,1,60.17463142840337
31,17,0,0,0,1,51.88704755389976
32,28,1,0,0,1,57.0992994443972
23,22,1,1,0,0,48.948409688774525
26,20,1,1,0,1,54.66277699817848
33,26,1,0,1,1,56.75316494786518
40,25,1,0,0,1,52.69498279440746
22,24,0,0,0,1,58.74723634979837
32,22,1,1,0,0,46.586017832360135
24,15,0,1,1,0,46.29078815362204
17,25,0,1,1,1,60.627102562605614
36,17,0,1,0,1,49.86619157053019
22,27,1,0,0,1,58.57197095585439
24,11,0,0,1,1,50.57779379962068
23,25,0,1,1,1,59.192197947964296
27,21,1,1,0,0,48.12448917522505
26,18,1,0,0,0,45.11811332826025
21,24,1,0,1,0,50.08255210280127
38,26,0,0,0,1,54.62297007323336
22,39,0,0,0,1,66.42791544741972
40,24,0,1,0,1,52.647997097982426
29,25,0,0,1,1,56.251104135925466
37,18,1,0,0,1,49.56821352911577
37,23,0,1,1,1,53.92260298146271
20,20,1,0,1,0,47.7790560918824
33,20,1,0,1,0,44.98111473005755
23,19,1,0,1,0,47.4869162261568
29,15,0,0,1,1,52.62146427166759
23,28,0,0,1,0,52.32763058471535
18,8,0,0,1,0,43.26727775213771
37,16,0,1,1,0,38.95435592108396
12,18,0,1,0,0,51.51751161218125
16,17,1,0,1,1,56.33890584789112
27,22,0,1,0,1,56.18682422406844
26,17,1,0,1,0,43.39594948708354
21,12,0,0,0,1,54.29403621987979
27,21,1,0,0,1,54.81557405700768
33,16,1,1,1,0,42.89799704689997
18,20,0,0,1,1,58.83377487647321
20,22,0,1,0,1,57.79920516288186
27,19,1,0,1,1,53.00158003151618
34,29,0,1,1,1,57.03437614368414
30,15,0,1,1,1,49.70191377025255
25,7,1,0,0,0,40.54294371079058
24,24,1,0,0,1,57.83816204032263
28,10,0,1,1,1,50.30962163752843
39,19,1,1,0,1,48.24712870469784
29,23,1,0,1,0,46.5342111473795
24,20,0,1,1,1,54.50890253840314
21,16,1,0,0,0,47.29833668850271
34,18,1,1,1,0,41.18718396111555
16,10,0,1,1,0,43.08289375090069
42,19,1,0,1,1,48.889126322696754
30,22,1,0,0,0,45.03609805174044
41,14,1,1,0,0,37.83386796962187
23,25,0,1,1,1,58.26039572859968
23,25,0,1,1,1,58.36484384164007
32,22,0,0,0,1,56.34553487000409
28,17,0,1,0,1,53.21967366522406
13,9,1,0,0,0,46.872224433190674
36,36,0,0,1,0,50.38541517621061
37,7,1,0,1,0,36.59671107543918
27,21,1,0,0,1,54.33899040028541
31,17,0,1,1,1,51.62485052460411
35,16,1,1,0,1,50.18341482346439
34,21,0,0,0,1,52.56575635351585
52,16,1,0,0,0,36.19086617420042
25,26,0,0,1,1,56.46173153249664
39,18,1,1,0,0,42.16355175317961
39,18,0,1,0,1,50.78946303712989
32,16,1,0,0,0,43.99041948560339
32,6,0,1,0,0,40.17651452107349
13,12,1,1,0,0,47.33363700166337
20,19,0,1,1,1,55.331657320284
36,11,0,1,1,1,49.16242887220574
13,19,1,1,0,1,59.32440732178254
36,22,0,0,1,1,51.94060684055312
33,28,0,0,1,1,56.36607760948201
25,20,0,1,1,1,56.08673107935772
29,16,0,1,0,0,41.86951341565711
33,18,0,1,1,0,43.32098513052304
32,29,1,1,0,0,48.2222747538083
12,30,1,0,1,1,63.83989148643347
38,18,1,0,0,0,40.76675360099282
34,19,1,0,0,0,45.10552273421505
43,22,1,1,0,0,42.50728288696635
39,16,1,1,1,0,40.10743745558454
29,18,0,1,0,1,52.45677691816089
33,15,1,0,1,0,40.84430223853038
38,22,0,1,0,1,51.26383536029846
33,6,0,0,1,1,45.91420190857369
39,19,1,0,0,1,50.53308268579861
10,24,0,1,1,0,54.08275527990638
27,12,1,0,1,0,44.80892083734341
43,27,1,1,0,0,44.36787013452192
31,16,1,1,0,0,42.701062614196175
27,16,1,0,1,0,42.951437472971605
28,21,0,1,1,0,46.29567500786429
25,22,0,1,1,1,57.406232496493736
44,8,1,1,0,0,32.88942196671086
37,19,1,1,1,0,41.60407310885443
30,16,1,1,1,0,43.0208174242154
41,14,0,0,0,1,48.75819509119944
24,16,0,1,0,0,44.994710259609896
44,18,0,1,1,1,47.12707597752461
44,18,1,1,0,0,39.07985279800169
17,22,0,1,0,1,58.1743953533981
43,22,1,0,0,1,50.3192307032335
27,19,0,1,1,0,45.166635372542096
41,23,0,1,1,0,42.859879545128585
30,30,0,1,0,1,58.27774863138465
32,15,1,0,0,1,50.05328431086552
38,15,1,0,0,0,41.00973078713356
22,9,1,1,0,0,42.603376800862215
25,9,0,1,0,1,50.19918105054769
31,29,0,0,0,0,50.830595170427365
31,24,0,0,1,1,56.18139615983173
27,25,1,1,1,1,56.029480182498126
22,24,1,1,1,1,58.16686096893307
36,19,1,0,1,0,43.28503815149327
20,18,1,1,1,0,45.94250103608476
43,23,0,1,1,0,41.66553295200247
31,17,1,1,1,0,44.69236173649385
31,24,1,1,0,0,46.28757278421591
34,12,0,1,0,1,48.55133147640776
43,16,0,1,1,1,48.03213631678646
26,17,0,1,1,0,45.34053687606801
27,15,1,1,1,0,42.35280027719845
29,13,1,0,1,0,41.67229094913304
27,30,1,1,1,0,51.2521324051835
27,15,0,1,1,0,43.770772509621565
43,14,1,0,1,0,37.45188366618477
27,17,1,1,0,0,45.00713206833507
24,19,0,1,1,0,46.90432420232987
33,17,1,0,1,0,43.47510109028847
16,14,1,1,0,0,47.58526604376869
40,19,0,1,1,1,51.09152389002279
24,10,0,1,0,1,49.53222716823776
32,18,1,1,1,0,45.88644454362969
32,13,1,0,1,0,40.43224644854145
29,18,0,1,1,1,52.89829991087148
29,21,0,0,0,1,51.754188054319066
46,16,1,1,0,0,39.05664059342761
38,21,0,0,1,1,53.38828484554479
24,17,0,0,1,0,45.80087574197909
33,23,1,1,0,0,45.92308253990366
19,8,0,1,0,1,53.01215658466955
30,18,1,1,0,0,45.43043609044204
33,24,1,0,0,1,55.35608480562578
32,18,0,0,1,1,51.31072403016259
19,32,1,0,1,0,54.72985694265151
29,14,1,1,0,0,43.67909771801892
37,19,1,0,1,0,40.110437858243806
32,26,1,1,0,1,54.69023799015938
19,26,1,1,1,0,53.64953473632377
26,22,1,0,1,0,48.83663540475406
34,9,0,1,1,0,37.31473277444032
27,13,0,1,0,0,44.71203832926853
37,18,1,1,0,1,51.18444072085896
40,25,0,1,1,1,53.04988674305833
25,21,0,0,1,1,57.5781586225334
23,22,1,0,1,0,51.14854364432377
30,17,1,0,1,0,45.19303189652921
28,24,0,1,1,0,51.40945875032256
45,17,0,1,1,0,38.05138516381457
21,15,1,0,1,1,55.39581170563862
34,23,0,0,0,1,51.67633311664666
27,18,0,0,1,0,45.42049163085444
26,19,1,1,1,0,48.27182644475899
29,24,1,1,1,1,54.09901760533769
23,19,0,1,0,1,55.34823800079189
37,24,0,0,0,1,53.88826919596287
27,17,0,0,1,0,44.96450148442738
27,21,0,1,0,1,56.4728437345613
20,20,0,1,1,0,46.60759060323748
25,22,0,0,0,1,56.94804735366593
31,13,0,1,1,0,41.5062081284559
22,16,0,1,1,0,45.40247682773941
14,19,0,1,1,1,56.55769787740475
33,18,1,1,1,0,42.61749634134797
25,21,0,0,0,1,55.107998922593055
28,21,0,0,0,0,46.07632143128188
19,11,0,1,0,0,46.21163028601449
51,14,1,1,1,0,34.23932219423993
16,15,1,0,1,0,48.13849691648715
23,25,0,1,1,1,57.68265763681646
17,18,0,0,1,0,49.73343560479359
31,33,1,0,1,1,58.5078255116524
34,21,1,1,1,0,43.12150254070978
20,15,1,0,0,1,56.58115703030747
23,21,1,1,0,1,57.19627861122495
23,22,0,0,1,1,56.66665043658533
28,24,1,0,0,0,47.8837312575015
18,15,1,1,1,0,45.84036176631771
28,16,1,1,1,0,43.14765191781702
31,20,0,1,1,1,51.98049654414749
19,23,0,1,1,1,57.19484401444026
31,26,1,1,1,1,57.03720876419632
18,23,1,0,1,1,59.92437625839812
31,25,1,1,0,0,45.47283857781669
18,9,0,0,0,0,44.93809930294444
27,23,1,1,1,0,45.64849591353229
23,20,1,0,0,0,47.89861443551423
29,25,0,0,0,1,57.026297944105096
35,27,0,1,1,1,55.422490690944976
36,33,0,1,1,0,48.21121939424697
29,16,1,0,0,1,52.90659673900738
33,15,0,1,0,1,50.96362425660345
42,15,1,0,1,0,39.021816798805176
26,31,0,1,0,1,59.807519130121904
42,7,0,1,1,1,43.29740942666759
12,11,1,1,0,1,57.20682733491486
36,17,0,0,1,1,49.45949902371401
34,22,0,0,1,1,54.159788350460616
22,14,1,0,1,0,45.763878700797626
33,17,1,0,1,1,52.44144512482247
47,24,1,0,0,1,48.23389112804197
29,18,0,0,1,1,52.83856157868587
20,20,0,0,1,1,58.90274469904585
37,20,1,1,0,0,44.28763388436784
27,20,0,1,0,0,47.62190293211114
31,17,0,0,1,1,52.03215388451917
33,25,0,0,1,1,55.117323137034816
31,18,0,1,1,0,43.82029749491656
31,15,1,1,1,0,42.46406436135702
26,22,0,0,1,1,55.98215352116837
32,20,0,1,0,1,51.60538883029015
28,25,1,1,1,1,56.67328490816566
36,28,1,0,0,1,55.358758497358366
34,14,1,1,0,0,39.72462217100233
24,24,0,1,0,1,58.28981422701324
32,23,0,1,0,1,55.857191318333605
24,16,1,1,1,0,43.72639510855587
32,14,1,0,1,0,42.33245543803417
26,13,1,1,1,0,43.33196840831239
34,11,1,0,0,0,40.02131868410894
26,18,1,1,1,1,54.17740572170048
20,26,1,1,1,0,50.11951340875825
22,16,1,0,0,0,46.36715710624171
21,11,0,0,1,1,53.50289634752086
38,15,0,1,1,0,38.815038865130816
25,22,1,1,1,0,47.14161639109911
29,13,0,1,1,0,42.27498671358279
27,13,1,0,0,1,52.89886527882704
8,25,0,0,1,1,64.22380713468215
17,18,0,0,1,1,57.12438508420716
31,4,1,1,0,0,37.76199084844991
20,21,1,1,1,0,48.73568661238294
31,23,0,1,0,1,56.153889407262376
31,21,0,1,0,1,52.88783857350525
30,21,0,0,0,1,54.103057402659786
39,16,1,1,0,0,40.30614904515093
39,15,1,1,0,0,40.682430911718725
29,16,0,0,1,0,41.80265966066104
27,20,0,0,1,1,53.72189423579382
26,21,1,0,1,0,46.97204293448213
16,10,0,0,1,1,53.85536618943895
24,22,0,1,1,0,47.95655104938613
31,29,1,1,0,0,47.38774649149672
28,24,0,1,0,1,56.736591113222026
27,18,1,1,1,0,44.63089012928397
32,33,1,1,1,0,50.92590716723905
29,22,1,1,1,0,45.998225114902965
8,1,0,1,0,0,45.36406899226657
38,12,0,1,0,1,46.97961450427477
31,27,1,0,0,0,48.93505613508616
46,12,1,0,0,0,36.04583836151573
27,26,0,0,0,1,59.73580684388783
27,17,1,0,0,0,43.859188097620496
23,21,1,0,1,1,57.09121316009862
29,13,1,1,1,0,42.58498744869311
38,21,1,0,1,1,52.75237731665175
37,36,1,0,0,1,59.16191783568427
35,16,1,0,0,1,49.64473187689922
