age_years,income_level,gender,minority_status,credit_score,loan_grant,loan_repayment_rate
12,5,0,0,9.041876355634322,1,18.965211802326507
5,6,0,0,3.329393848483216,0,6.90808833546025
7,5,1,1,9.103498038831232,1,19.44885970065562
7,4,1,0,3.1178464782091315,0,6.355003252058869
10,5,1,0,7.507552482460535,1,17.328102317023134
8,5,1,1,8.426938586117254,1,18.933882959772465
8,6,1,1,4.958106362362536,0,8.841124292766615
1,4,0,1,4.633920607792791,0,7.477443285497271
7,6,1,1,6.758376177264221,1,17.220102265470196
8,6,1,0,5.532042439446653,0,9.505599847471895
10,8,1,1,6.441106663098934,1,16.768794736910802
10,6,1,1,5.346550080371318,0,10.149278034510775
5,7,0,0,6.708908920730202,1,17.71148997325257
9,6,0,1,4.130660167859955,0,7.006292077841918
14,6,0,0,4.321094275333133,0,9.048788213718725
6,6,1,1,4.529592332984165,0,8.150325391748948
7,4,1,1,6.290726344786268,1,17.046017610116905
0,4,0,0,5.641924451382621,0,9.277963521036764
6,7,1,0,5.270010722965216,0,9.097240812244932
1,5,0,1,3.547162619089001,0,6.809503124635939
4,6,1,0,4.052275740443306,0,7.098895429711641
6,5,0,1,3.778322411744264,0,7.64089171628973
11,5,1,0,8.67042587135797,1,17.781468823988078
13,3,0,0,3.2700004926895225,0,5.863460484128384
8,6,0,1,4.610252196834678,0,8.96007118397261
10,6,0,0,6.684802605923983,1,17.52452157680133
7,4,0,1,6.770063427399887,1,16.71364979298935
8,7,1,0,3.663000557884478,0,6.939354819654266
8,5,0,1,6.826674819252983,1,18.27038501707454
6,7,1,1,3.5641290139138664,0,6.531003599213087
6,5,1,0,7.868627569704351,1,18.174729102070568
8,6,1,0,3.4260844576679794,0,7.127332932597917
10,5,1,0,8.820194302912867,1,18.955128883143004
4,3,0,0,9.373871212847751,1,19.103345659718418
3,5,0,1,7.20204753063955,1,17.57960050612886
2,6,1,0,6.119566763591737,1,16.010287801211955
13,7,1,1,8.575707774191327,1,18.588532278314783
9,6,0,1,6.853456751070727,1,18.069835530175084
8,6,1,1,8.069947772163893,1,18.227131759098043
4,6,0,1,7.790892219296015,1,18.051427881925772
8,5,1,1,3.488514306892548,0,6.957767489801726
10,4,0,1,6.3270693434073495,1,16.243465950087618
10,7,1,1,5.140027663363057,0,8.804764710836867
10,5,1,1,5.551053182161644,0,9.899272298090477
12,3,0,1,4.642752201482534,0,7.760427327936456
8,7,1,1,8.232624104357267,1,18.94225934746508
8,7,1,0,5.80676988996434,0,10.088569020504188
4,4,0,0,7.121896249980958,1,16.663056547386184
-1,4,1,0,6.352364188297419,1,16.502789451634982
9,4,0,1,7.350903624794702,1,17.077031213729207
10,7,0,1,5.538725890343091,0,10.179544725759587
12,6,0,1,5.3139127117874025,0,8.71023609778555
4,5,1,1,7.361814626736721,1,18.06720384051632
6,4,0,1,5.962773211072902,0,10.951410806789626
13,3,1,1,7.335082288584294,1,17.753553346985434
4,5,1,1,4.809319929521774,0,8.259514103053887
9,6,0,0,5.889576410202719,0,10.422446846961584
9,7,1,0,7.093661612954794,1,17.491515393346315
5,5,1,1,8.396897553035345,1,17.9059641089512
0,6,0,0,6.481536505457317,1,15.968010799154316
8,7,1,1,7.438032567672601,1,18.252705291298703
7,7,0,1,2.971533153965268,0,6.688369964785919
6,4,0,0,4.164565480109592,0,7.332400804398373
7,6,1,1,9.227092349902096,1,18.54705544004569
3,5,1,1,7.199083203590272,1,18.198338889427056
9,6,1,0,3.8089216527719865,0,6.564629425318396
7,5,0,1,4.130971360816802,0,7.215425644115022
9,4,1,1,6.624760598732003,1,17.861476756018213
11,4,1,1,6.131465759309972,1,17.761077309520616
8,6,1,0,6.542163738323523,1,17.322809475976317
10,6,1,0,4.197002389700315,0,8.416346944023285
6,5,0,1,5.546029791572987,0,9.441762768641478
6,6,1,0,5.066088586624498,0,9.180445245423208
6,5,0,1,2.4327254060879038,0,5.013772505915077
11,5,0,0,4.1439352938438,0,7.188597366315916
3,7,1,1,4.282929638133114,0,7.914682881953755
7,6,0,0,5.906433349616528,0,10.125533040696912
7,2,1,1,4.311185558730761,0,8.212574751097689
10,7,1,0,5.786904364569002,0,10.323754595376895
5,7,1,1,2.6779260737084365,0,5.751711414116809
8,6,1,1,4.617022773906058,0,8.755345393630758
13,7,0,1,8.265672706250104,1,17.97131302007507
9,7,0,1,6.146281462505658,1,16.575470135753136
10,7,0,0,3.214959460931767,0,7.521149562400651
1,8,1,1,5.723570416474381,0,10.051442369692404
6,3,0,0,5.9757535107234325,0,10.341041477465849
8,7,0,0,6.110430139666332,1,17.283529031151197
11,6,1,1,11.889274384305144,1,22.1827957482487
11,2,0,1,5.129723286298916,0,8.585966790624212
4,4,1,0,7.621499849997002,1,17.311800088835163
7,6,0,1,6.811273058829146,1,18.152196924645352
6,4,1,1,8.52820792512861,1,18.33182922959868
5,5,1,1,5.881440627302864,0,9.86092896194879
8,4,1,1,3.799418653717111,0,7.024437601753853
2,7,1,1,6.245173354553277,1,17.1014868732755
6,4,1,0,3.010297418190949,0,5.683497563863682
7,4,1,1,6.240713960613907,1,16.50942716118866
7,6,1,0,10.00606960458954,1,20.094286572792846
8,8,0,0,5.468016012768883,0,9.245915036848212
11,7,1,0,7.160350533245743,1,17.74594216807872
8,4,0,1,4.085184914099506,0,7.452353803606012
10,6,0,0,5.219883218855112,0,8.922875207190614
13,8,1,1,10.169551598722158,1,19.23664719921128
6,4,1,0,5.862156325451302,0,10.156508447378188
2,6,0,1,6.21989887479736,1,17.208434394106547
10,6,0,1,4.801832100276211,0,9.007086041803861
9,4,1,1,7.150483782410896,1,17.526360608242715
5,5,0,0,5.146626968496926,0,8.570787110619229
3,6,0,0,2.5667669663329757,0,5.948718926838178
9,5,1,1,5.643273143648762,0,9.744168266046003
10,3,1,0,5.9534128609675685,0,10.084694278210089
9,5,0,0,1.1252583412188226,0,3.391408559857786
8,9,1,0,3.879338878310432,0,7.707762401703934
8,7,1,0,8.407935515293374,1,19.25149871797275
11,6,1,1,8.484556897915748,1,19.14937598665752
12,5,1,1,4.719742412784546,0,8.468076840080368
10,4,0,1,8.149859521029704,1,18.47910826360256
6,5,1,1,7.869147339292392,1,18.214524466244185
12,6,0,1,6.319168900526521,1,17.58803872577011
3,6,0,0,3.5233559007734776,0,5.83207948184165
5,8,1,1,5.129800941195101,0,8.977918313019751
8,5,0,1,4.860814112955421,0,9.14602331435642
5,3,1,0,4.621148776300789,0,8.057709918087554
8,5,1,1,2.53920157771994,0,4.320762053077585
8,6,1,1,7.155584673505244,1,17.098640950928996
3,4,1,1,5.661946419779327,0,9.583627742796
1,6,0,1,6.835200535760386,1,17.04326808494007
10,6,1,1,3.207889739232343,0,5.940876539007023
7,6,0,1,4.183676501372573,0,8.088139851029368
5,5,0,1,6.346875131935453,1,16.76427568187777
11,5,1,0,6.643228340895464,1,17.377316555897927
6,5,1,1,7.440704044529882,1,18.2187554647718
13,7,0,1,7.512821765421409,1,18.70632698772477
8,1,0,1,11.12541449090999,1,21.169060094228374
4,6,0,0,4.266192740813012,0,8.143258278474688
6,6,1,1,4.204435191334899,0,8.311344833016152
6,6,0,0,9.579393908092014,1,19.609498298136472
9,6,0,1,6.225645287705206,1,16.703121653479812
12,3,1,1,2.8070186527651586,0,5.498896007833826
12,8,1,1,6.582912634749071,1,16.68817901252263
4,9,1,0,4.028683263087101,0,7.374213346102033
9,4,1,0,3.5234303070281525,0,6.495510239730628
5,5,1,1,4.483470333406886,0,8.358138723772587
0,7,1,1,5.537995946822109,0,10.173749298945
5,7,0,1,7.433791828740807,1,17.949392627118065
3,6,1,1,4.712767473233414,0,8.025287558001066
8,6,0,1,2.172614953059186,0,5.3356900579437765
13,6,1,0,7.8385578582027,1,18.23820612065425
7,5,1,0,8.489635611797576,1,18.723110302872467
1,4,0,1,4.286349493971558,0,7.767215446501368
9,8,1,0,7.10962723586315,1,17.48774982883377
9,6,0,1,5.762653387979329,0,10.367077368085145
10,3,0,1,7.737381514860906,1,17.658614879380487
14,5,1,0,6.17703288244205,1,16.913712187620792
12,4,0,0,6.62783328885228,1,16.02800180855788
4,7,0,1,5.877961041526223,0,9.927112929816504
6,6,0,0,6.275422237079525,1,17.717870279254697
3,6,1,1,7.022495342981912,1,18.178931626913965
8,4,1,0,5.392919109103847,0,9.32170618018828
10,6,1,0,5.50702533324644,0,9.371865960255208
8,7,1,1,8.122221153990681,1,18.03398867532205
5,6,0,1,7.408277216160039,1,17.623104474956815
8,5,1,1,3.811982249150248,0,7.324717960866987
3,5,1,0,4.907892968235603,0,8.767597743223483
3,5,0,0,5.2282905875580585,0,8.862878419302874
11,7,1,1,5.8713108202239415,0,10.327525101447016
16,5,0,0,2.403720049389748,0,4.413527969135005
6,7,1,1,6.87881741657248,1,17.814590665802374
13,6,1,1,3.2047871198300197,0,6.510780472212766
8,5,1,1,5.478138146441501,0,9.627179120717413
9,3,0,1,3.3377354592501414,0,7.257999946321733
8,8,1,1,6.344828516557178,1,17.515686667739566
5,5,1,1,8.406834316172286,1,18.87295823970212
10,5,1,0,8.195047618077659,1,19.148150186717743
8,8,1,1,6.603327326903619,1,17.938367144554906
4,5,0,1,5.578101265241226,0,9.753553146987244
11,3,1,1,2.9112069749624943,0,6.0208252614712805
4,6,1,1,6.32332212748014,1,16.790183458686826
6,6,1,0,3.762530488736186,0,6.645623684322904
8,7,1,0,5.0650244644314615,0,8.78185637874657
9,4,0,0,6.516674608213631,1,16.7652431265479
7,2,0,1,3.79583902541996,0,6.403965547440537
8,7,0,1,7.458034330419866,1,18.07259402631521
10,6,1,1,3.791242710052095,0,8.646163624481078
7,4,0,1,9.842029212501831,1,19.625026889051316
4,7,0,1,5.4018794853208165,0,10.723377365696075
13,4,0,1,5.93980521891762,0,10.13524636623332
8,6,0,1,6.604759051751527,1,18.26115224762367
2,7,1,0,4.3472189975779845,0,7.635655529186178
6,7,1,0,4.023075018366457,0,7.125386375892104
0,7,1,1,8.221596058164753,1,18.768473959170493
8,7,1,1,4.305749163026998,0,7.358756329700798
5,5,0,1,6.236485579396199,1,17.036476373736566
13,5,1,0,9.52661925320468,1,19.043733087778435
8,3,1,1,5.54497852488958,0,9.997334309315072
7,5,0,1,6.554046984683637,1,16.418946288832032
2,5,1,1,4.729971617946576,0,8.430081388594608
6,4,0,0,8.440829242224696,1,18.633118103047288
8,3,0,1,3.584491750443992,0,7.114223448263787
12,5,1,1,7.826023382685126,1,18.66282365813828
11,5,1,0,4.429736772774761,0,8.599874345903926
11,6,1,0,4.375460632825,0,8.062514137401198
7,2,1,1,6.91775852243156,1,16.460857469472394
3,5,0,1,7.020156399812954,1,17.67388854490117
10,6,1,1,9.169093844289916,1,19.34913725276289
11,5,0,1,5.611045021278577,0,10.58619357373903
7,5,1,1,5.694710027705466,0,9.513680456405725
8,6,1,1,7.40787895413291,1,18.52094647421019
6,5,0,0,4.312442915066256,0,7.784188676940727
11,7,1,0,2.233795626204043,0,4.868670483713476
10,3,0,0,4.5037374424918335,0,7.646159607263476
6,8,1,1,5.191888735033881,0,9.377324014896526
7,5,1,1,7.424848159446419,1,18.20263988307939
4,5,0,1,5.396273423904099,0,9.523307470748332
1,5,1,1,6.112805501209702,1,16.71593445832926
11,7,1,0,7.408680800225325,1,18.16113552097561
2,4,0,0,5.048700974060697,0,8.453511694944279
9,5,0,0,7.255084480635231,1,17.48743004844112
9,4,1,1,5.0603773996274,0,8.033922728772227
8,4,1,0,2.5399070750360573,0,6.126328257982301
6,6,0,0,8.08929572318434,1,19.348593191090668
5,6,1,1,7.172408727298719,1,17.707225261878524
9,7,1,1,9.211690891815872,1,20.23602410284093
7,6,1,1,5.459411516725711,0,9.331902390152804
6,4,1,0,7.830835076898969,1,18.460293932040976
7,5,0,0,4.962629548687428,0,10.03095962036424
9,5,1,1,4.836526937177528,0,9.0122386918761
9,5,0,0,6.946632368542596,1,17.611870155121686
2,5,1,1,6.387189075210364,1,17.369329588572736
5,9,1,0,7.258943693916626,1,17.256637903947407
6,8,1,0,5.478045193240352,0,9.906914060751696
6,7,1,0,7.180579888109681,1,18.04666372751093
4,4,0,0,10.409265634640562,1,20.850714538916712
8,4,0,0,4.695964458308037,0,7.647496453668366
7,6,0,0,2.772271532115667,0,5.745079203772049
4,4,1,1,4.229862328855422,0,7.540527484974319
5,2,0,1,7.678057611543219,1,18.061859377466863
12,5,1,1,6.002400402125061,1,16.512507913397794
7,5,1,1,5.482561829275937,0,9.480072774717078
9,6,0,0,5.4008490000515215,0,9.436570552423133
10,8,1,0,3.917471396503128,0,8.65007816651728
13,3,1,1,8.715540111208071,1,18.62635737717065
10,4,0,1,4.341358243143468,0,7.159918062505337
12,5,0,1,7.2634143646019425,1,17.4895769316638
5,6,0,1,9.040912734533345,1,18.854354714661117
6,5,0,0,5.220514850943463,0,10.3884280869458
6,7,1,1,3.7111959310504914,0,7.495750290014549
7,3,1,0,7.671147758386901,1,18.238114176076092
6,5,0,1,4.702959660792801,0,7.660603996519335
7,5,1,0,5.540398486516007,0,9.080267527328768
5,5,1,0,9.27538944118505,1,19.2232499467933
9,5,1,1,8.221070921481875,1,18.502837193093864
5,4,1,1,7.540369569227341,1,17.900399048323287
7,3,0,1,6.222523481420136,1,16.242768122759582
5,5,1,1,8.889268759737208,1,19.541115152131496
6,3,1,0,6.427571547622156,1,16.49700803588475
7,4,1,1,4.842311351690604,0,8.329833368143364
13,6,1,1,2.51477788951642,0,5.316070327791336
6,6,1,1,5.280642440496221,0,9.048867534513018
5,5,1,1,6.931498460495891,1,17.493549917420545
5,6,1,0,7.029453971846962,1,17.50634262349778
9,5,0,1,8.147672968238533,1,18.787223588249
10,8,1,1,6.437391628369953,1,16.61731264365821
7,5,1,0,7.680010861194324,1,17.998103188670772
6,6,0,0,6.281119906240465,1,17.010624027719356
11,4,1,1,5.204315169754493,0,8.604013508731912
13,6,1,0,7.519600731813973,1,16.822799369515977
9,7,0,0,6.074157840005122,1,16.732545557410052
2,2,0,1,7.198965570459976,1,17.23689879199672
11,5,1,0,5.458267685418812,0,9.70782491465698
9,6,0,1,4.431943471037167,0,8.01738299408262
16,7,1,0,8.830180055164455,1,19.1645543130878
7,5,1,1,4.384014630146236,0,7.581789945405411
6,6,1,1,6.256900782480502,1,17.928015537606292
8,6,0,0,6.546783282420455,1,17.842285924023944
0,6,1,1,5.48732352359659,0,10.148130634460054
11,6,0,1,7.062951480432725,1,17.259932153695395
7,3,1,1,5.476805275711387,0,10.20913517634498
8,6,0,1,0.6863383272777943,0,3.4516902906876927
8,8,1,1,5.536912191925083,0,10.57291222394311
11,4,1,0,11.378977818845222,1,20.948428614449213
15,4,1,1,5.359096599733668,0,9.757867913189454
14,6,0,1,6.984225595029924,1,17.516411969344297
9,4,1,0,5.374083961944136,0,9.761429639758676
3,5,1,0,2.3175979462682728,0,4.399151487046719
6,6,1,1,7.031357905096641,1,17.387840830633184
11,2,1,0,4.810487373444676,0,8.874610023588625
6,8,0,0,7.055585358767134,1,18.81473373892925
4,5,1,0,7.104548905920991,1,17.187541147425065
13,5,1,1,2.9776600708674663,0,6.3479253147975925
7,6,1,1,6.729925794435873,1,17.479799623137755
2,7,0,0,6.435712943680885,1,17.572920423831487
6,2,1,1,3.910558378171615,0,6.359904376997285
2,6,1,0,5.283399554834903,0,9.460736499784788
10,6,0,0,7.185727182966627,1,17.67953802319621
2,5,0,0,5.565219024042572,0,9.389821752156722
12,7,1,1,6.658369517726122,1,16.963784699666245
10,5,0,1,4.885733472346239,0,9.169943055191595
10,6,1,1,4.856181173074996,0,8.708405819528934
12,7,0,1,3.510209061587572,0,6.594722064637074
14,7,1,0,9.729400960203328,1,19.078001671418637
8,5,1,1,4.943035185067228,0,8.927110964616524
9,6,1,1,7.160221226896978,1,18.10248835036461
8,3,0,0,5.497498069891409,0,9.772639213485665
1,7,0,0,4.889214722791855,0,8.550805563094514
3,4,1,1,6.64339516918248,1,17.662179420742067
7,5,0,0,6.92661043517792,1,17.103145215300078
7,8,1,1,6.2663843662616125,1,16.394013958791106
10,7,1,1,3.896279442987312,0,7.891056688382475
9,3,1,0,4.790342611778069,0,8.549967918668603
9,6,1,1,5.08577189768974,0,8.761871648378948
5,5,1,0,10.150058356975528,1,20.459938066767076
4,4,1,1,5.855965235683546,0,10.237385691922652
8,8,1,0,5.17809923214788,0,8.886744203292826
6,4,1,1,8.79971826831635,1,19.10511393859163
11,6,0,1,6.042241601883172,1,16.11921658310375
5,7,0,0,6.170573644060639,1,17.058370922819947
8,3,1,0,5.1801205303876845,0,9.040566536164098
11,5,1,1,3.1578815078662004,0,6.031643599102582
12,5,1,0,2.948087157499606,0,5.780449473982203
6,5,1,0,7.606597713565677,1,17.553896526687833
11,4,0,1,5.916696177435769,0,10.757376499615622
9,4,0,1,8.515578171398436,1,19.215241152173476
13,6,1,0,5.034297716830288,0,7.917262099839094
5,6,1,1,5.974762201599463,0,10.691188518656135
12,7,1,0,9.72263873092747,1,20.44080253780643
5,7,0,1,2.413613337911373,0,5.181651770599719
9,7,1,1,6.655415153662388,1,18.597105557594208
7,6,0,1,8.087188369393612,1,18.64221003939429
9,8,0,1,3.958713990463573,0,7.253332496543735
11,7,1,0,6.34312908855132,1,17.556836815864614
10,3,0,1,5.536948979951187,0,10.881670245475426
8,5,0,0,6.755904326178159,1,17.601555959410348
3,6,1,0,2.8669767189485325,0,5.590076129819432
7,5,1,1,6.352247459433684,1,17.04530320099916
10,8,1,1,5.890323278993493,0,10.25504095652364
7,6,0,0,8.093824312839157,1,17.555753438580314
6,6,0,0,4.106645206992406,0,7.931568191288558
11,5,0,1,7.368316611175776,1,17.60787793785202
2,6,1,0,3.572630921081091,0,7.514472431237139
9,4,1,1,8.711014681518,1,18.49241074548468
12,7,1,0,8.49114377432505,1,18.00275690773837
9,6,0,0,7.081274622511307,1,16.71119921171681
2,7,1,0,5.1334559124106764,0,9.098221729345706
12,4,1,0,1.3864857537554682,0,3.738599403547543
7,5,0,1,4.752186253299026,0,9.14358266222572
6,5,1,1,7.403212219328377,1,18.3433547018382
6,7,0,1,6.670502652189437,1,17.52248187596463
6,5,1,1,6.397834535176684,1,17.75776520158648
3,4,0,1,5.64044836560452,0,9.05412458123915
3,4,1,0,6.794961608520106,1,17.861380766027466
14,4,0,1,9.673006955831998,1,19.45098056498694
8,7,1,1,3.25911868317768,0,5.827993653557711
5,6,0,1,7.9950804956379935,1,18.606084777606693
7,6,0,0,8.05216570405016,1,18.114601726059288
12,8,0,0,5.367013807101056,0,10.326323353822008
3,5,1,0,8.169836254089272,1,18.390076928332757
7,5,0,1,7.666089169045467,1,18.227414770978463
9,5,1,1,4.060577606160615,0,7.86590863878854
6,4,1,0,6.562284752352691,1,17.781205537287935
6,5,0,1,5.0612420986192594,0,9.04233075109908
13,7,1,1,5.952070858468793,0,10.546024644171077
11,6,1,1,4.389495733683894,0,8.223047194961083
9,6,1,0,5.434556293335957,0,9.141344333429585
0,5,0,0,4.327558912763663,0,6.950717591270891
7,4,0,1,4.449325264273797,0,7.783030621829872
7,4,0,0,7.816621821764968,1,18.31714429253006
6,6,1,1,6.294455733871681,1,17.153348061688494
5,5,1,1,3.0342698592066624,0,5.141646698985415
8,8,1,0,3.4029675475442365,0,6.21793036203444
8,6,0,1,4.408416869650992,0,8.389328663947255
15,5,1,1,8.680746447558567,1,18.87110413435555
9,5,1,0,8.919758350922969,1,19.23304681802405
7,7,0,1,3.5754979630474697,0,6.328886937575652
6,5,0,1,8.424730627748222,1,18.926851692951526
3,7,0,1,9.495939045407487,1,20.1248043694368
3,7,1,0,4.733763459467548,0,8.108028406158189
5,5,1,1,2.4218498505978583,0,5.143105319888647
1,5,1,0,7.264991901435799,1,17.815541506122024
14,4,1,0,7.508007625579179,1,17.52060768319302
15,5,0,0,5.386713315469102,0,9.91352843882014
8,3,1,0,5.325440511628935,0,9.637165287187283
0,6,0,1,6.247582289439482,1,17.43701922365038
7,6,0,0,4.458401158083111,0,7.760166161040587
5,6,1,0,6.124505236534945,1,17.33400366185256
1,9,1,0,5.086580377617157,0,8.566665761699683
7,6,1,1,6.873785923763547,1,18.17625567095709
3,4,0,1,7.941843524381193,1,17.998376911858315
9,6,1,0,6.114047409805022,1,16.055679412564174
9,4,1,0,4.736634624367964,0,8.923706232966389
5,3,0,1,6.958422451577359,1,17.115938311795677
10,6,0,0,5.8215679025886935,0,9.757577459017009
5,5,1,1,2.359178335569084,0,4.33040059903281
17,6,0,1,5.711039811524184,0,10.73091518360194
10,8,1,0,5.8804283369093,0,10.564281837513292
6,3,0,1,7.931249254769709,1,16.897201212684806
1,7,0,1,1.970764020538657,0,4.670446069469493
15,5,1,0,6.658408533310979,1,16.76421834520686
6,5,1,1,6.185101324577784,1,16.65727813780969
0,9,1,1,3.681176914647133,0,7.352956438936518
11,6,0,1,9.006811199446407,1,19.47518594937067
1,5,1,0,2.331046547605573,0,4.60662525369913
12,6,1,0,7.80882163800438,1,17.6294667190297
9,6,0,1,5.219102300681559,0,8.98725366464567
9,4,0,1,4.321037847942736,0,7.746670287266644
6,6,0,0,6.530606841903095,1,16.903049574263576
7,7,1,1,6.012821604262944,1,16.441313489149227
12,4,0,0,2.571367491764521,0,4.736916088839383
4,9,1,1,4.374638629186306,0,7.797817468931169
4,5,0,0,7.01171100681813,1,17.231639694509933
9,5,1,1,7.007546503050008,1,18.33153906559891
7,6,1,1,8.423884210235537,1,19.311079187323653
12,3,1,1,6.94516331333502,1,17.295941564050754
13,4,0,0,6.151160763575522,1,16.308958626063184
12,5,1,1,5.540067989457617,0,9.80160643187865
9,8,1,1,4.47674598986775,0,7.537159366172717
5,6,1,0,5.785056236567388,0,9.971560175258514
3,5,1,1,7.144090536199801,1,17.797619589017163
13,6,0,1,4.567649454793108,0,7.764001602221346
15,5,0,0,5.816702467055657,0,9.488960571354673
7,3,1,1,2.208752931112855,0,4.58945623408053
7,4,1,1,5.537563249628656,0,9.730784282468166
6,6,1,1,7.877320289324577,1,18.0422830186728
2,4,1,1,1.6131709934487573,0,3.3303817953998816
9,5,0,0,7.823703068992143,1,16.94768248146281
3,9,1,1,2.8345205811466228,0,6.78805102801244
9,2,0,1,6.707330987823027,1,16.993829034930666
4,6,1,1,4.859798928051895,0,8.404483591131791
6,6,1,1,7.095522013846792,1,17.230965612474467
11,3,1,1,9.86796621764051,1,19.71066410986297
5,6,0,1,6.023958954347881,1,16.062360448518113
10,6,0,1,7.1820997246342575,1,17.672814456492357
0,5,0,1,6.242594077975129,1,16.259491924676862
8,4,1,0,6.329511238766101,1,17.149166217142774
8,3,1,1,4.952984190723428,0,8.91188788943115
10,5,1,1,6.540083125601065,1,15.994081921746742
7,7,0,1,7.184629694812299,1,18.188394022314075
7,4,0,1,5.374266510035815,0,9.193245106781188
7,6,1,1,4.527875589134813,0,7.534687507329994
8,3,1,0,7.324908503816093,1,17.081240792947494
8,4,1,1,2.491827597943277,0,4.508807247036513
4,5,0,1,6.426829299315275,1,17.07158588076724
-2,4,1,1,5.974273681665417,0,10.078471525127982
11,3,0,1,5.826246597231729,0,9.8649372346901
3,7,1,0,7.044238469083311,1,17.287792871622987
13,3,1,1,7.159202426075051,1,17.977095059747732
8,6,1,1,4.611222252280252,0,8.341574265040972
11,2,1,1,4.010287796259919,0,7.44570226650815
11,7,1,1,9.22420269555373,1,19.882410441029304
0,8,1,0,3.0768649936235377,0,5.007894391131354
6,7,0,1,4.036313267088042,0,7.285587860893536
8,5,1,0,10.911364971703328,1,20.17440649980163
7,6,1,1,8.28896853089942,1,18.454262785865808
4,5,1,1,7.608706952188978,1,18.398254086470963
8,4,1,1,8.048821779066113,1,18.702300154355463
16,2,0,0,6.427899859835276,1,16.574815533320166
9,5,1,1,4.123552974007345,0,8.435470446958472
9,5,1,1,8.025565087341938,1,18.077826569412665
3,5,1,0,7.173869514339036,1,16.84425151612411
10,4,0,0,5.861531185099974,0,10.809201332823696
12,5,1,1,3.009035531936289,0,5.828156649404159
6,7,0,1,5.385464196138145,0,10.042175291478523
9,7,1,1,6.876895118285592,1,17.292369719485652
7,6,0,1,6.11799364548298,1,17.315537028550086
8,5,0,0,6.453978545333345,1,16.63926949778748
3,5,0,1,5.062113738652633,0,8.560146895454462
7,7,1,0,3.7048315876360656,0,7.395272720105983
9,6,0,1,8.511408330670172,1,18.141592469105635
