student_age,parent_education,school_quality,household_income,gender,minority_status,local_tutoring_budget,tutoring_intensity,student_performance
7,31,9,11,1,0,12,45,485.9582174985899
3,32,5,17,0,1,15,42,452.6479002721525
8,27,5,14,1,1,12,40,431.506879695516
8,26,12,15,0,1,16,45,481.0050468976929
4,29,10,12,0,1,12,41,441.3554702257859
10,28,10,15,0,0,13,43,461.0045945098515
9,30,10,13,1,1,11,43,460.7102164102959
9,32,7,8,1,1,13,43,463.34169404084975
9,32,0,20,1,0,9,39,424.49359880999737
9,32,0,12,1,1,16,44,473.0407522668471
12,28,10,16,0,0,13,42,449.8010674011412
11,26,8,10,0,0,17,45,483.7595338022851
9,31,8,13,1,1,8,41,441.2946785496854
9,29,8,8,1,1,12,45,484.92496830787616
6,29,7,20,0,1,13,41,440.6620656034367
11,29,6,12,0,1,11,41,442.6595433729796
9,28,7,16,1,1,12,41,443.5211385472596
8,27,8,19,1,1,9,40,431.6966100869959
9,27,10,16,1,1,10,42,451.7914837590309
8,29,10,12,1,0,13,42,452.6507798785328
1,30,9,12,1,1,8,42,455.5691844909677
7,26,8,16,1,1,15,43,460.501891919714
4,32,9,15,1,1,12,47,504.7298187646096
9,30,17,12,0,1,11,46,490.7501035286085
11,33,12,13,0,0,10,46,494.1122678761218
12,30,10,12,1,0,12,43,463.576222868704
3,30,2,13,0,1,12,41,441.7570981085153
11,30,8,11,1,1,11,40,433.43773428389824
7,33,8,17,1,1,11,43,462.4322812701444
8,27,9,13,0,1,9,42,454.2285444698183
10,28,4,10,1,1,14,44,473.698303624033
7,28,7,10,1,1,16,45,484.9501335093975
14,31,9,13,0,1,11,42,449.8122864190133
10,29,8,12,1,0,13,46,492.40003593791823
10,31,9,12,1,0,10,41,442.9144075262612
7,30,9,19,0,0,12,43,463.5940261113956
12,28,6,14,1,0,11,40,430.000345043711
7,31,14,10,0,1,11,45,482.4546245406256
14,27,8,14,1,0,11,40,432.7052954777197
10,31,9,17,1,1,12,43,462.5403618296524
17,30,6,12,0,1,15,43,459.7991469282405
11,30,4,11,0,1,10,39,421.4305238054316
9,28,2,13,1,1,11,38,414.5935248787812
11,31,8,12,0,0,10,41,441.0532414394559
11,29,1,14,1,1,8,40,434.5312975134005
10,24,6,12,0,0,12,40,434.0272693500477
10,31,6,19,0,1,12,43,461.5427045613071
6,28,8,12,1,1,12,44,476.1081630167738
5,30,13,17,0,1,9,44,470.0458964874557
5,28,0,16,1,0,13,41,446.33652080002753
7,30,5,13,0,0,12,42,452.5723648724971
7,29,5,18,1,0,16,44,472.05266225990704
10,30,7,20,0,0,14,43,462.62263584277497
11,27,11,14,1,1,5,40,430.673408965609
13,30,8,12,1,0,13,43,462.5318930367491
4,28,4,9,1,0,14,42,458.2186137741461
16,28,13,9,1,0,17,45,478.2692516488244
13,27,5,11,0,0,11,41,442.29714407728926
6,29,6,9,0,1,12,41,442.36980849590736
13,32,6,16,0,0,13,41,442.0835709663712
12,32,2,11,1,1,12,41,442.47548772069456
13,33,10,12,1,0,14,47,501.4468902568175
13,32,7,15,0,1,11,44,472.1021109773283
6,32,6,15,1,0,13,45,485.5067853959904
9,31,11,11,1,0,15,48,514.8060594974277
15,29,7,18,0,1,13,42,448.8867510077631
15,28,9,17,1,1,7,40,432.9919540495486
12,29,10,14,0,1,13,43,459.8464676252468
13,28,2,15,0,0,14,42,452.6709080473415
10,31,7,16,1,0,11,45,483.16748052015305
5,31,6,12,1,1,10,42,454.61743085828766
7,32,6,15,1,1,9,42,452.4663230284406
15,30,10,18,0,0,12,43,459.9643842201089
12,27,8,17,1,1,9,40,430.280920423148
5,31,6,10,0,0,15,45,486.2247167085518
13,33,3,16,1,1,11,46,494.8564646486895
7,27,7,16,1,1,12,43,459.7936771272534
14,28,16,10,1,1,13,47,498.6285918773643
8,32,12,15,1,1,13,45,479.70020301048976
14,29,3,12,1,0,13,42,452.30346004449007
10,30,11,11,0,0,10,42,451.265561233128
10,31,7,10,1,0,12,43,462.40750898776446
12,31,4,18,1,0,8,42,455.2129664194935
8,30,6,16,1,1,11,41,440.5643738238832
10,30,3,15,1,1,11,41,442.3636121073899
14,29,8,11,1,1,10,39,419.7163643699332
12,30,9,13,1,0,13,46,492.0538673396651
11,29,8,12,1,1,11,44,471.3280844534409
9,26,10,12,1,0,10,43,462.1218647710516
9,30,8,13,1,1,12,43,462.67773619061774
11,29,13,13,0,1,11,44,469.6422658279978
12,30,11,17,0,1,11,44,470.46684464345225
8,29,5,13,0,0,16,44,474.1423128428936
10,27,9,15,1,0,11,41,441.8449419999122
11,32,10,15,1,1,11,44,471.1471673438865
15,28,11,16,1,1,13,44,471.50358694945714
14,33,11,11,0,1,10,44,469.711918803493
18,32,3,13,0,0,13,46,492.6887481647617
3,28,10,17,1,0,11,41,441.4438508866659
16,32,8,16,1,0,14,44,470.8050514344678
16,31,7,15,1,1,10,41,441.2112731537273
11,29,13,18,0,1,11,43,458.31928448845895
8,30,1,14,1,1,10,39,427.61589771213175
10,34,9,9,1,0,12,44,474.4915359590256
8,31,5,12,0,0,9,38,410.9652708341283
10,31,9,9,0,0,15,43,460.5222708031281
10,27,3,19,0,1,9,36,395.2302970319453
10,28,7,13,1,0,13,43,461.4391750692445
12,30,6,17,1,0,11,45,482.8270650895424
10,30,3,15,1,1,10,42,456.6601977150552
12,30,3,11,0,1,11,41,442.29518460633824
11,29,6,14,1,1,15,41,438.96377426529705
8,32,11,9,1,1,7,43,462.8698055220965
5,35,4,13,1,0,10,40,431.0210916772161
9,30,7,18,1,1,8,41,444.5781494939728
10,31,8,14,0,1,13,45,481.753759543995
8,25,6,13,1,1,12,44,474.2019872157168
7,31,10,12,1,1,11,44,471.824947094363
8,28,12,12,0,1,8,41,437.0171019999341
11,33,9,12,0,1,11,43,460.4665053106575
12,29,3,16,1,1,13,42,455.2576169057741
10,29,9,5,1,0,11,42,456.6344209471441
12,30,8,12,0,1,10,42,452.84570022044585
10,31,4,8,1,0,11,43,465.4487629812448
15,30,8,13,0,0,11,44,472.3514795482354
6,30,7,11,1,1,10,40,432.8943023978794
12,28,14,16,1,0,12,44,470.9667555470252
8,33,12,11,0,1,13,44,471.79456178478455
9,32,8,14,0,1,14,45,482.7386019669914
10,29,12,15,0,1,13,46,488.128981199988
9,29,7,15,0,1,15,42,450.2715463317178
8,30,12,11,1,0,13,47,503.726844338521
11,30,7,14,1,0,14,42,451.57248869349377
12,26,10,15,0,1,12,45,482.8661690527688
4,28,8,15,1,1,15,48,513.7427009521231
12,28,7,9,1,1,10,41,442.3193172750395
11,29,2,13,0,0,12,41,444.263632273066
11,31,9,12,1,1,11,40,429.9020663723051
11,25,8,16,1,1,13,43,460.0916905260278
9,26,13,14,0,0,11,43,458.5703211444305
10,31,11,14,0,1,10,46,491.1886314297821
9,30,3,13,0,1,13,45,486.27244175396686
10,32,6,6,0,1,14,44,472.7794136708214
11,32,6,15,0,1,11,43,458.5480913920249
13,32,12,15,1,0,13,45,480.8755726708689
11,29,6,17,1,1,14,45,481.7779057150619
12,26,2,11,1,0,11,42,453.5340365617502
11,28,12,17,1,0,16,45,480.8396874005539
10,32,3,13,1,0,12,42,453.905099179793
12,29,1,9,1,1,13,42,457.4138138123826
7,33,15,13,0,1,13,46,490.0240841976104
10,30,3,11,0,1,9,39,421.46789375107886
8,34,3,14,0,1,15,43,459.93363922835465
5,29,0,15,1,1,12,41,446.0377714580329
5,30,5,13,1,0,12,42,456.6851047271914
9,26,14,17,1,1,13,46,491.47705029171306
12,31,6,13,1,1,11,42,452.7724278816604
14,30,4,13,1,0,10,42,456.0273693536639
10,30,9,14,1,1,12,45,480.6923990867009
12,28,4,11,0,1,11,39,422.1692402085815
14,28,6,16,1,1,12,44,472.5694553306156
15,33,7,16,0,0,9,43,459.76209849959486
11,27,-1,16,0,0,14,40,435.96459911569815
10,27,15,12,1,0,12,45,482.5781816201304
7,30,11,13,0,1,10,44,473.6871196662008
9,30,3,18,0,0,11,42,455.9074746585902
12,27,7,13,1,1,11,44,475.61457834851205
6,27,8,14,0,1,9,40,432.1664788424527
9,31,10,11,1,1,13,44,470.7364484869876
14,29,11,12,0,0,11,42,451.7111443996416
7,30,6,16,1,0,8,41,442.6787581383596
9,32,8,10,1,1,11,45,481.5702203685165
13,31,12,15,1,0,10,44,469.6673609172265
2,32,8,16,0,0,15,44,473.803750819793
10,31,8,12,1,0,11,42,450.5066625226812
11,29,6,17,1,0,15,45,481.57430954166017
14,29,10,13,1,1,13,43,460.8306539400808
6,31,6,14,1,0,11,39,422.1487835765572
7,28,9,13,1,1,13,46,493.11300020032326
8,28,8,12,0,1,11,44,471.96441398275465
5,28,9,11,1,1,15,43,460.2918601233243
8,30,12,11,1,1,8,41,441.9325947034541
9,30,12,12,1,0,11,44,472.15314263484805
10,27,7,9,1,1,10,42,453.753628789764
6,29,6,16,1,0,13,42,450.1677877856066
12,34,9,13,0,1,13,45,480.454978103406
11,31,14,16,1,0,13,44,469.6875761675246
12,30,6,11,1,1,10,42,450.9170191672786
9,30,9,9,1,0,11,44,473.5042348621988
12,27,6,16,0,0,8,39,421.2694411075884
12,27,4,14,1,1,15,44,471.497230620669
9,26,13,19,0,1,13,46,492.25344288942506
9,30,7,13,1,1,10,43,462.02137350994906
7,32,4,13,1,1,11,44,475.27334173850113
9,29,6,15,1,0,13,41,443.8016600574135
12,27,7,13,0,1,12,44,473.7868641796193
8,30,7,12,0,1,12,44,472.77696996044034
11,30,4,15,0,1,10,41,442.6786847660568
7,28,6,14,1,0,9,40,432.9105449296952
12,27,5,9,1,0,13,40,430.1514131581918
11,28,4,11,0,1,11,41,443.66551529017056
11,25,7,14,0,1,11,40,430.3111776266
6,27,9,13,1,0,11,43,463.9594109660043
10,31,15,19,0,0,13,46,490.1758860459999
6,30,9,19,0,0,14,46,492.34315527242086
10,29,7,15,0,1,15,41,438.8376032166175
6,28,8,16,1,0,11,44,472.0715033709139
6,32,11,11,1,1,12,47,502.481742701762
9,32,5,11,0,0,15,44,471.6639148706786
12,32,9,11,1,0,12,41,439.9814442731943
9,29,4,8,1,1,13,45,485.8111040032306
10,27,7,11,1,1,13,45,484.36870276775335
11,29,7,12,0,0,9,41,440.6229155420473
10,26,8,12,1,0,14,42,451.2722848935926
7,27,8,13,0,0,14,42,451.3479367214431
6,29,11,10,1,1,14,47,503.7969297517144
12,27,12,14,1,1,12,45,482.2534594311046
10,27,7,14,1,0,14,42,449.9599299019778
5,27,8,15,1,1,10,40,430.2424095153342
9,33,11,18,1,1,7,41,440.6006953217096
10,25,4,10,1,0,14,41,446.6813333680007
7,28,8,15,1,1,11,40,429.4842179389913
8,30,8,17,1,0,9,42,451.0568547508468
10,28,13,15,0,1,11,45,480.0458858271277
15,28,9,12,0,1,11,40,430.3959375323152
7,33,6,14,1,0,13,46,495.255389780043
16,27,8,9,1,1,13,43,460.54025746684505
9,26,7,14,1,1,12,43,462.0780909155241
10,33,6,15,0,0,12,40,433.5613677127181
10,31,12,13,1,1,10,42,449.49360287840045
14,29,6,17,0,0,14,41,440.3348104491031
12,29,5,10,1,1,11,40,432.2894432404842
9,31,9,12,0,0,15,46,492.6091643247288
7,28,12,17,0,1,11,41,439.5599432396679
12,29,10,17,1,1,13,44,472.869300493704
12,28,7,15,1,1,12,45,484.11028928168673
8,30,8,12,0,1,13,41,439.9658520527728
7,33,9,8,1,0,18,49,526.2370973407798
12,28,8,20,1,1,13,42,450.1543701962783
6,32,8,10,1,1,10,44,472.3301692504579
10,29,7,12,1,1,12,41,445.0399954074135
9,28,11,13,0,1,11,43,462.5126384878384
13,28,7,18,0,1,11,38,411.451861577233
13,28,11,13,0,1,13,45,480.2410670445111
13,31,8,15,1,1,13,44,472.84723967340665
6,32,10,13,1,1,9,42,454.4875837067824
5,29,8,16,0,1,13,42,453.4550088223037
13,32,6,15,1,1,11,45,481.3897505042757
6,33,8,14,0,1,14,47,505.00713665668
7,32,6,9,1,0,13,46,496.34694318740304
11,29,10,14,1,0,12,44,473.772905331832
10,32,4,15,1,1,14,44,470.946742281927
13,31,10,12,1,1,10,45,482.573813029368
6,31,8,12,1,1,11,43,466.9911140883348
5,28,8,9,1,0,10,40,433.1028092731764
11,30,9,16,0,1,10,42,452.1783883578032
16,30,9,15,1,0,8,43,463.3349756984426
11,27,6,15,1,1,11,43,462.4607332380782
11,32,9,16,1,1,13,43,459.423582425301
10,26,6,16,0,0,11,40,432.6701416849496
11,35,11,17,1,1,11,47,499.9370157750294
12,32,7,16,1,0,11,41,441.6907310606533
12,27,8,9,1,0,13,42,449.9547581682674
8,28,4,14,1,0,10,39,424.8084687025782
8,30,7,14,1,0,12,42,453.6683973111304
8,30,8,16,1,0,12,43,462.9927575354948
11,29,6,15,1,1,9,40,431.0110747765253
9,29,6,16,1,1,11,42,453.6791053292861
9,31,11,17,1,1,10,44,472.19608654538666
8,27,5,13,1,0,9,38,415.75137632253535
14,29,8,9,0,1,12,46,491.401229692551
10,30,10,14,1,0,15,46,489.9986389352118
4,29,14,11,1,1,11,45,484.1593232327146
8,27,3,17,1,1,12,40,432.2930302578636
7,30,11,18,1,0,11,44,473.09440312763616
8,29,7,15,1,0,10,41,443.27426827275895
10,26,0,10,1,0,15,41,446.0678937611232
7,27,7,11,0,0,12,42,453.8173040012022
9,28,4,14,1,1,8,41,445.9687607086908
15,28,6,14,1,1,15,44,471.71311061506026
13,27,7,12,0,0,13,43,461.9832367538701
10,28,6,16,0,0,14,42,451.44507227902704
7,31,0,13,1,1,8,40,434.538907367318
6,26,10,15,1,1,7,41,440.25825990174457
14,28,1,14,1,1,10,39,427.00473238878016
9,28,15,9,0,0,12,46,491.98212123872605
8,27,5,17,1,1,13,44,473.3450237998954
6,28,4,13,1,1,9,40,434.9367668213196
10,28,5,12,1,1,8,41,442.00112259861976
10,31,11,11,0,1,11,43,462.2924322835279
7,30,15,7,1,1,11,47,501.49932784017824
10,29,9,11,0,0,11,45,484.7624198392477
7,27,13,18,1,0,15,45,479.5011483965651
12,34,4,10,0,1,10,41,445.0030634408225
10,35,7,11,1,1,12,44,471.5702134276662
10,28,9,11,1,1,11,42,451.68172739959215
7,29,2,10,1,0,14,44,474.71555703829694
8,30,9,9,1,1,14,44,471.6887872762048
8,26,9,16,1,1,14,45,482.702377907325
7,33,7,13,1,0,12,44,472.82542658433096
11,28,7,14,1,1,11,39,421.0078679752822
9,26,7,11,0,0,11,41,443.5966528265181
11,28,3,11,0,1,13,42,453.2818725184155
9,27,9,13,1,1,11,44,472.5600156909085
12,31,9,10,1,0,11,41,440.2480876925394
9,30,6,9,0,1,8,42,456.29356918824857
3,35,11,16,0,0,11,44,473.1540012115605
14,25,7,15,1,1,10,40,431.0445487189352
8,28,10,10,0,1,7,41,441.916640238745
8,31,11,11,0,1,11,44,470.0138079358693
12,29,3,8,0,1,10,39,425.5075095773112
14,29,2,15,0,0,11,40,434.6180064387967
7,31,7,14,1,0,9,43,463.9771043608059
7,35,8,13,0,1,11,45,482.0733668054297
9,27,11,16,1,0,10,45,485.3973561517828
14,29,8,21,0,1,11,47,502.51988162045615
8,30,7,15,1,1,12,42,451.7896817626654
11,35,2,17,0,1,14,45,482.7243595488234
10,31,5,14,1,1,14,43,462.6471490228058
11,27,4,13,1,0,13,41,445.2455298651301
4,27,6,14,1,1,11,41,444.9636853019958
6,27,6,17,0,1,11,42,455.2963744285029
12,27,4,17,1,1,13,42,451.3520749701165
13,30,11,19,0,1,14,47,500.32048284210254
8,28,9,13,1,1,9,40,435.0316071038902
7,27,5,12,1,0,12,43,466.7107896963728
4,28,4,21,1,0,12,43,463.3460642875134
6,29,7,12,0,1,12,42,452.7913270565689
6,24,2,12,1,1,14,44,476.24706926254953
11,26,13,16,0,1,12,45,480.7131226531028
6,29,7,13,1,0,9,41,445.2069264085428
9,31,6,19,1,0,11,42,453.19650942932327
5,31,3,10,1,1,10,41,444.5817221343978
7,29,6,11,0,1,12,43,464.7742880733257
11,31,10,10,1,1,13,46,492.9842568532501
9,31,15,17,1,1,10,44,469.3382851267604
11,30,3,13,1,0,7,41,442.21109651682576
13,29,7,13,1,1,13,44,472.7052755505901
8,26,8,17,0,0,13,40,434.4410951733474
7,31,5,15,1,1,11,42,452.8071631467887
9,28,12,17,1,0,11,42,450.9909546030979
8,28,8,13,0,1,10,42,449.7867617127862
7,27,5,18,1,1,13,44,472.9707048326253
4,34,11,11,1,0,10,44,476.3300871459067
7,31,4,12,0,1,12,42,453.6904538819892
7,28,7,16,0,1,11,42,450.8716924422071
9,31,9,17,0,1,10,42,450.9414604439421
13,28,2,15,1,1,13,41,443.9920220207856
13,30,12,12,1,1,8,45,485.89663941005045
6,30,9,16,1,0,14,43,461.2047243712182
6,20,6,13,0,1,13,40,432.8024191672442
5,30,9,10,1,1,12,43,465.2706822304663
11,33,13,19,0,1,14,45,478.0510915546564
7,30,2,10,1,0,13,41,444.68144704224
11,28,3,15,1,0,12,41,442.8174858410463
5,27,9,11,1,1,13,42,452.28840020715705
9,28,9,17,1,1,12,44,469.5031375853253
8,37,10,10,1,1,11,47,502.98695314138
8,32,10,15,0,1,12,45,479.054346105189
12,25,10,12,1,0,13,43,459.2853349982967
12,26,9,10,0,0,12,43,461.5596176796062
13,30,11,10,1,1,12,46,491.7457710457148
16,27,9,18,1,1,12,43,461.7028418219631
0,30,3,12,1,0,11,41,447.69746350747744
13,29,4,21,1,1,16,44,470.08483941017937
10,30,6,18,1,1,12,43,460.0334171891197
10,26,2,12,1,1,9,40,433.9927129606164
10,27,5,13,1,1,9,41,443.9104350829118
13,31,6,17,0,0,11,39,419.65627853121777
8,29,7,13,1,1,12,43,464.8526421789901
13,30,2,17,1,1,9,39,423.6452387209306
10,32,6,7,0,0,14,45,483.808824638555
11,28,5,10,1,1,13,41,442.126787670157
10,32,8,13,1,0,11,45,484.842518954113
10,28,5,11,1,1,9,44,474.5013193646184
13,30,6,17,1,1,14,43,461.789360506075
11,30,9,14,1,1,12,45,480.1077228885743
14,28,9,14,1,1,14,44,471.247985168481
8,31,6,9,1,1,13,44,473.9761528852208
9,30,6,19,1,0,9,39,420.9372958055114
3,31,7,11,1,1,10,42,455.23147513808976
13,31,3,13,0,1,11,43,464.5319929920425
6,29,6,14,1,0,13,42,453.6638233292597
10,28,11,13,0,0,14,42,452.32736056698286
5,28,7,9,1,0,13,44,475.1180072408864
6,28,7,17,1,0,10,41,442.0128309544034
11,33,10,14,1,0,12,45,482.4508891303592
14,30,5,15,1,1,14,44,472.776853604632
8,29,7,14,1,1,12,44,472.9841372319936
10,27,7,10,1,1,8,40,434.0283949011872
7,27,13,13,0,0,12,40,430.6702351469713
11,32,7,11,1,0,9,38,413.57172673336976
8,35,0,16,0,1,14,44,473.6430417666278
14,34,7,13,0,1,18,49,520.7743118576514
13,29,6,13,0,1,11,42,451.7820537599077
11,29,15,14,1,1,14,46,490.12218511948447
7,29,9,12,1,0,11,44,473.3351487656524
7,27,11,21,1,0,15,46,492.3610884230387
11,25,10,13,1,1,9,40,433.6185050902017
10,29,11,11,1,0,13,46,493.3265527047317
12,27,7,15,1,1,18,45,480.34664210548647
7,30,5,13,1,1,13,39,419.3341259898729
13,28,6,9,1,0,9,42,453.4912130500017
9,30,7,14,1,1,9,40,430.5524382028168
6,27,11,15,1,0,12,43,464.5464886255444
7,29,3,12,1,1,13,43,463.35392042908
12,28,13,13,1,0,14,46,491.39243943710113
3,31,9,11,1,0,11,42,456.7509726425084
9,29,8,14,0,0,12,44,471.3677270920836
3,30,7,14,1,1,10,42,454.9959848216572
8,32,7,10,1,1,14,45,484.3575821241333
6,30,9,11,1,0,14,44,474.22285844131073
13,27,11,14,1,1,11,42,450.6942716399814
11,30,3,14,1,1,12,41,441.1462104067582
9,35,2,16,1,0,11,43,465.8302373337593
8,27,6,13,1,1,14,42,450.8944164614922
8,28,8,17,1,0,13,44,474.0362550077383
9,31,13,13,0,1,12,46,490.16266164631145
8,27,10,16,1,0,6,42,453.88766252389416
