years_in_community,household_size,social_network_score,single_parent,unemployed,received_invitation,participated_in_neighborhood_project,community_satisfaction_score
4,2,0,1,0,1,1,52.3271010300849
3,3,0,1,0,1,0,46.19214551813294
0,3,0,0,0,1,0,46.67650892808496
4,2,0,0,1,1,0,46.25582140335092
4,2,1,0,0,1,1,52.89494373671593
2,3,0,1,0,1,1,52.0268602737661
3,1,1,0,0,1,1,52.69297154585918
0,2,0,1,0,0,0,47.0857143686057
3,3,0,0,0,0,1,52.74885370037604
-1,2,0,0,1,1,0,45.12619732072054
6,1,0,0,1,0,0,46.958848020784814
5,3,0,0,1,1,1,48.89505440500515
5,3,0,0,1,0,0,44.78534638435743
6,3,0,0,1,1,1,50.47513362122245
1,3,0,1,0,1,1,52.18869072571478
8,2,0,0,1,1,0,44.91519513955888
4,3,0,1,0,0,0,45.21909697580971
6,3,0,1,1,1,0,43.56625453024733
2,2,0,0,1,1,0,44.95288362689312
4,3,0,0,0,1,1,51.32140397229965
5,1,0,0,1,1,0,43.85545379414609
2,3,0,1,0,1,1,52.23595751781523
4,2,1,1,1,1,0,44.39938287554247
2,2,-1,0,1,0,0,46.75796521710874
5,2,0,1,0,1,1,51.578400664222215
0,3,0,0,0,1,0,45.30423621951528
5,2,0,1,1,1,1,52.78975058819922
3,3,0,0,1,1,0,46.3004960630395
3,2,0,0,0,1,1,53.02450282206457
2,3,0,1,1,0,0,45.94970601058336
6,2,0,1,1,1,0,45.08611813967299
4,3,0,0,1,0,1,50.61238146938516
4,3,0,0,0,1,1,48.69717290446168
2,3,0,0,1,0,1,51.25382149196981
7,2,0,1,0,1,0,46.10166267615293
6,3,1,1,0,1,0,46.9548486855948
7,3,-1,1,0,1,0,46.15764196544357
6,3,0,0,1,0,1,51.16664481877456
3,3,0,0,0,1,1,52.27642970737266
1,2,0,0,1,0,0,45.25079845283211
0,3,0,0,0,1,1,52.31351320633791
3,3,1,1,0,0,1,53.225666370084575
5,3,0,1,1,0,0,45.13342410855712
5,2,0,1,1,1,0,45.36390824855887
3,2,0,1,1,0,0,44.468537512899545
4,2,0,1,1,1,0,45.07573940040071
6,2,0,1,0,1,0,44.998196287760265
4,2,0,0,0,1,1,53.35324611539063
4,3,0,1,1,1,0,47.58543674847865
2,3,0,0,1,1,1,51.033674966959495
5,2,0,0,0,1,0,46.26636946042342
5,3,0,0,0,1,0,46.61497230056193
1,3,0,0,0,1,1,53.010369188989
4,2,1,0,1,1,1,50.56460333576459
4,3,0,1,1,1,0,48.79646326013743
5,4,0,0,0,1,1,52.38397780836619
3,3,0,0,1,0,0,45.46265592742441
-2,3,0,1,1,1,1,52.09052964995658
5,3,0,0,0,1,1,52.67793318085903
5,3,0,1,1,1,0,45.11114442617228
5,2,0,1,0,1,0,45.182764648994606
1,3,0,0,1,1,1,50.43513722515335
0,2,0,0,1,0,1,50.91367457357472
3,3,0,0,1,1,1,51.2330584082062
1,2,1,1,1,1,1,50.34689941894366
3,2,0,1,0,0,0,46.55196514502738
4,3,0,0,1,1,1,51.77534200679645
2,2,0,0,1,1,1,50.59663642525459
3,3,0,1,0,1,0,46.00519941743408
1,2,1,0,0,1,0,46.22344789533663
4,3,-1,0,1,1,0,45.743601649196286
3,4,-1,1,1,1,0,45.533204327945256
3,2,0,0,0,1,1,51.40167047906597
1,3,0,0,0,0,1,52.53260195016976
5,2,0,0,0,0,1,50.86431046622936
3,3,0,0,1,1,0,45.855964516010616
0,4,0,1,0,1,1,52.7976238386371
2,4,0,1,0,1,1,52.72686902301928
6,2,0,0,1,0,0,47.17991153682666
6,3,0,0,0,1,1,50.90873019275003
3,2,0,0,0,1,1,54.33112112326734
1,3,0,1,0,1,0,46.45099257263589
0,2,0,1,0,1,0,45.72596422093572
3,2,0,0,0,0,0,45.91047442085375
3,3,0,1,0,1,0,44.40771102189854
2,2,0,1,0,1,0,46.22014881467757
1,3,0,1,0,0,0,45.473754933179606
3,2,0,0,1,1,0,43.92923585251719
7,2,1,0,0,1,1,50.6212575076173
5,3,0,0,0,0,1,50.03198955627484
3,3,1,1,0,0,1,50.145372133268864
8,3,0,1,1,0,1,51.8344990031808
5,2,0,0,1,0,0,45.044170168756175
5,3,0,0,0,1,1,52.22989602500381
5,2,0,0,0,1,1,53.417160404994505
4,3,0,1,1,1,0,45.26235723422667
2,2,0,1,1,1,0,44.7932024028117
5,2,0,0,0,0,0,48.56440609754183
5,3,0,0,0,1,1,50.79059566405788
0,3,1,0,0,0,0,45.00849165741146
5,3,0,0,0,0,1,52.32211292318922
5,2,0,0,0,1,1,53.11554743384514
4,1,0,1,0,1,0,45.8726962464086
3,3,0,1,0,1,1,52.26376920638662
7,2,1,1,0,1,1,51.184530117298095
3,2,0,0,0,1,1,52.33472467202599
5,2,0,0,1,1,0,45.117606510044304
0,3,0,0,0,1,0,47.52050100325207
9,3,1,1,1,1,1,50.70764952686936
4,1,0,0,0,1,1,51.24042381314996
7,3,1,0,1,1,1,49.00244615281764
4,3,0,1,1,1,0,43.19332201958026
3,2,0,0,1,1,0,44.43515664975375
5,3,0,0,1,0,0,45.04703674119347
5,2,0,0,1,0,0,44.091052411831726
3,3,0,0,0,1,0,47.19917877555868
5,2,0,1,0,1,1,51.62804338633356
7,2,-1,0,1,1,1,51.52290738093055
1,3,0,1,1,0,0,45.01926238499351
6,3,0,0,1,1,0,47.21871550390718
0,2,0,1,0,1,0,47.438304769252845
3,3,0,1,0,0,0,46.360606029188205
2,2,0,1,0,1,0,46.13225049695159
4,2,1,0,1,1,1,49.39182996108768
6,3,0,1,0,0,1,52.12709886589131
4,3,0,0,1,1,0,45.91640706927695
5,2,0,1,1,0,0,46.20086514530056
3,2,-1,0,0,1,0,47.89640267264513
8,3,0,1,1,1,1,53.23105935833182
5,1,0,0,0,0,0,45.63102153972199
0,3,2,0,1,1,1,50.57816216929608
5,3,1,0,1,1,0,45.07982011972262
1,3,0,0,0,1,1,53.15644299295887
4,2,0,1,0,1,1,53.28122259714137
3,3,0,0,0,0,1,52.30634362038317
1,3,0,0,0,1,1,50.37406379925647
9,2,0,0,0,0,0,45.95409270254341
2,2,0,0,0,0,0,44.74829220806648
1,3,0,0,1,0,0,45.05990839993724
3,2,0,1,0,1,0,47.05891772742276
5,2,0,0,0,1,1,52.38204154558079
0,3,0,0,0,1,1,50.92997437164424
5,3,0,0,0,1,1,50.76443903633459
5,3,0,1,0,1,1,51.839084829749865
3,2,0,0,0,0,1,52.506245923698
3,2,0,0,0,1,1,51.48147282990702
3,3,1,1,1,1,1,50.85041246086267
5,2,0,0,1,1,1,51.80844878981152
7,3,0,0,0,1,1,51.91855383488943
1,3,0,0,0,1,1,51.65200432212475
-1,2,0,0,1,1,0,45.17774867503824
4,3,0,1,0,1,0,46.41983411254875
2,3,0,0,0,1,1,52.04823890574246
5,4,0,0,0,0,1,51.976007815343735
3,2,1,0,0,0,1,51.90408598974966
3,2,0,0,0,1,1,51.67616742532976
3,2,0,0,0,1,0,47.29522441536585
2,2,0,1,0,1,0,46.46631010570663
2,2,0,0,0,1,0,45.48637681962608
5,2,0,0,0,1,1,51.37842564051549
4,3,0,0,0,0,1,51.266573438523
6,3,0,0,0,1,1,51.91221089512223
3,2,0,0,1,1,0,44.97746324275978
3,3,0,0,1,1,0,46.13552469332029
1,2,0,1,1,1,1,52.28026233092251
2,3,0,1,1,1,0,45.4406760868382
6,2,0,0,1,1,1,49.7149188187207
5,3,-1,0,1,1,0,44.40076110970293
7,3,0,0,0,1,1,52.45874141278872
4,2,0,1,1,1,0,43.66254462874358
0,2,0,1,0,0,0,47.55391501131362
1,2,1,0,0,1,1,51.31837147172868
5,3,0,1,0,1,1,51.42591663941727
4,2,0,1,1,1,0,45.42661128520834
1,4,0,0,1,1,1,51.705753972828674
2,3,0,0,0,0,0,46.16149108454063
6,2,0,0,0,1,1,52.15425491238712
3,3,1,1,1,1,0,42.44238195914525
4,2,0,0,0,1,1,52.33038506309229
1,2,0,1,1,1,0,46.60217952764706
1,3,0,1,0,1,0,46.63895022991156
1,3,0,0,1,0,1,49.22607342704859
3,2,0,0,1,0,0,44.68464248765539
4,4,0,0,0,0,1,52.417392520496506
-1,2,1,0,1,1,0,44.958545426231765
8,2,-1,0,0,1,1,52.7576658761248
7,2,0,0,0,1,0,46.52451099851432
0,2,0,0,0,0,0,47.1584851991579
-1,2,0,1,0,1,0,45.177554691826565
4,2,0,1,0,1,0,48.11040983546911
5,4,0,1,0,1,1,52.38961361980508
6,3,-1,0,0,0,1,53.68934159686546
2,3,0,1,1,0,0,44.14952028597235
5,3,0,0,1,0,1,50.62949689878275
5,2,0,1,0,1,1,51.67337430821507
5,3,0,1,1,1,1,52.0438981236848
1,2,0,0,1,1,1,50.02418709931118
4,2,1,0,0,1,1,51.80594687764675
3,2,-1,0,1,1,0,45.83693961315056
-1,3,0,1,0,1,0,44.24342554317676
9,2,0,0,0,1,0,48.27422080893318
7,2,0,0,0,1,1,53.32288597947601
2,3,0,0,1,1,0,44.73829081918229
2,2,1,1,1,0,0,45.64187804288167
3,3,0,0,1,0,0,46.02967615486404
3,2,0,1,1,0,0,43.814452233251735
5,2,0,1,0,1,0,47.49622301177701
8,3,1,0,1,1,1,50.23009108659687
5,3,0,0,0,1,1,51.27594878486906
5,3,0,0,0,1,1,51.28100575926946
6,3,0,0,0,1,1,53.40654022547921
5,2,0,1,0,0,1,51.87531926100496
5,2,0,0,1,1,1,52.68880860282727
8,2,0,1,0,0,1,53.1204604117438
0,3,0,0,1,1,1,51.49932732810249
1,3,0,0,0,1,1,52.26762776257356
4,3,0,0,0,1,1,53.34845404769713
7,3,0,0,1,0,1,50.99029000756057
4,3,1,1,1,0,0,42.85431209420141
0,3,0,1,1,0,0,44.16007612569564
5,2,0,0,1,0,0,43.770467344745946
3,2,0,0,0,0,1,50.57954547799642
2,3,0,0,0,0,1,53.41849264464933
8,2,0,0,1,1,1,50.84586694701522
2,3,1,0,0,0,0,45.68065442345918
6,1,0,1,1,0,0,43.44263250661301
5,3,0,0,0,1,1,49.86437439967371
5,3,0,0,1,0,1,50.66348401294682
5,2,0,0,1,1,1,52.0592495047944
2,3,0,0,0,1,1,53.021293176340194
3,2,1,0,0,1,1,51.17962385272436
0,3,0,0,0,0,1,50.141872830500624
1,2,1,0,1,1,1,49.81780651715516
4,4,0,0,1,0,0,44.890257268188414
6,2,0,0,0,1,1,51.878724455011536
5,3,0,1,0,1,0,48.544387546957566
5,2,0,0,1,1,1,52.02789604630509
1,3,0,0,0,1,1,52.0450130490918
4,3,0,0,1,1,1,52.430465569073306
1,4,0,1,0,0,0,46.39187214803722
5,3,0,0,1,1,0,45.34326537973501
3,3,0,0,1,1,1,52.68107054512218
1,4,1,0,0,1,1,52.7625972736302
5,3,0,0,0,0,1,51.42157865488208
2,3,0,1,0,1,1,54.01664921355521
1,3,0,0,0,1,0,46.16710742365584
5,2,0,0,0,0,0,45.46061134205559
2,3,0,0,0,0,0,47.66372358100578
4,2,0,1,0,1,0,46.2424788929366
5,2,0,0,0,1,0,47.30130008007482
5,2,1,0,0,0,1,50.93879664077018
2,3,0,1,0,1,0,45.02766715518736
5,3,0,0,0,1,1,52.90358981275148
2,2,0,0,1,1,0,45.27870198380799
0,2,0,1,1,1,1,50.777947696368
-1,2,0,1,1,1,0,45.80915390353677
3,2,0,0,1,1,1,49.86654610353364
3,2,0,1,0,1,0,45.81105192095525
3,3,0,1,0,1,1,51.44376274466924
5,2,0,0,1,0,0,45.556413258684806
6,3,0,0,0,1,1,53.32410703432745
1,3,0,1,0,1,1,53.42377585565332
1,2,0,0,0,0,0,44.83383692648835
3,2,0,0,0,1,1,49.92651326763347
3,2,0,0,1,1,1,51.90224775035059
3,3,0,0,0,1,1,51.64834862847727
7,3,0,1,1,0,1,52.23290749147912
7,3,0,1,0,0,0,46.22189436804104
5,2,0,1,0,1,0,46.65660385175156
9,3,0,0,0,0,1,51.78833211268069
3,2,0,0,0,1,1,50.66557595938616
3,3,0,1,0,1,1,53.59838575769257
5,2,0,1,1,1,0,48.07188389449364
3,2,0,0,0,0,0,44.66661503796588
1,2,0,0,0,1,1,50.90599705696373
3,2,0,1,0,1,1,50.617631889521874
4,3,0,0,1,0,1,52.99889013162964
5,3,0,0,0,1,1,53.59312826432038
4,2,0,1,0,1,0,47.465162721244745
2,2,1,0,0,1,1,50.58324522484512
3,2,0,0,1,1,0,44.68853034787332
3,2,1,0,0,1,1,51.05563241477333
4,3,0,0,1,1,0,46.23676103553114
1,3,0,0,1,0,0,45.18383945312729
6,2,0,1,0,1,0,45.11257426413855
0,3,0,1,0,0,0,46.49982799828594
3,3,0,1,0,0,1,53.453161728453
4,3,1,0,0,0,1,52.45216111333624
0,2,0,1,0,1,0,48.12483483880088
2,2,1,0,0,1,0,44.68548579037628
9,2,0,1,0,0,0,44.0592072501296
6,2,0,1,1,1,0,44.64548742905724
4,4,0,1,1,1,1,52.654772429772144
3,3,0,0,0,1,1,51.47435680162084
5,3,0,0,1,1,0,45.46172885067428
0,3,0,1,0,1,1,50.90229467289183
2,2,0,1,1,1,0,45.16640258583499
4,3,0,0,1,0,1,50.198902952405874
3,3,0,0,0,1,1,52.43524677212945
3,3,0,0,0,1,1,50.13446498883624
5,2,0,0,1,1,1,50.15903806163766
3,3,0,0,0,1,1,49.47091596591145
6,3,0,1,1,0,1,49.53227297397508
5,2,0,1,0,1,1,53.3361079591564
7,2,0,0,0,1,0,45.50997472050954
5,2,0,0,0,1,1,53.073278004091
2,3,-1,0,1,0,0,46.09872349278947
2,2,0,0,1,1,0,45.14861559652956
3,3,0,1,0,1,1,51.23544777559832
3,2,0,0,1,1,1,51.250220109060045
6,2,0,1,0,1,0,47.765404337199456
9,3,0,0,0,1,1,53.73539851445218
8,3,0,0,0,1,1,50.70424837646922
2,3,0,1,0,0,1,51.840363560528814
0,3,0,1,0,1,1,52.02570196871421
5,2,0,0,1,1,0,45.014781926585165
4,2,0,0,0,1,1,51.53701537824404
4,3,0,0,0,0,1,52.0052343183839
4,3,0,0,0,1,1,52.63106827946501
2,3,0,0,0,1,1,53.46906996273174
7,3,0,1,0,1,1,52.40466274456411
4,2,0,0,0,1,0,44.83390050983839
4,2,0,1,1,1,0,45.24364957624282
3,3,0,0,0,1,0,47.54166879469124
4,3,1,0,0,1,1,52.61834601740094
3,2,0,1,1,0,0,45.26032804676756
1,3,0,0,0,1,1,54.19398432808071
6,3,0,1,0,1,1,52.63771366840843
7,1,0,1,0,0,0,45.977636130720136
3,3,0,0,0,1,1,52.45532978966399
5,2,0,1,0,0,0,44.96294855737381
5,2,0,0,0,1,0,44.996198924813406
3,2,0,0,0,1,0,47.61710961098254
4,2,0,1,0,0,0,45.796601088162326
5,2,0,0,0,1,1,50.62886896954194
6,3,0,1,0,0,1,52.504838117226285
3,3,0,1,0,1,1,51.76039937725992
2,2,0,0,0,1,1,52.65185077587411
7,2,0,0,0,1,0,44.88356166012153
4,3,0,0,0,0,1,50.17999152593259
2,2,0,0,0,1,1,52.652976841488815
3,1,0,1,1,1,0,44.62492334078726
3,3,0,0,0,1,1,52.32203223689562
2,4,1,0,0,0,1,51.24064973978773
1,1,0,0,1,0,0,44.72750950762893
0,3,0,0,1,0,1,52.53802690282376
2,3,0,0,0,0,0,45.82559008033928
6,3,0,0,1,0,0,46.0186243870995
1,2,0,0,0,1,1,52.0754635783923
4,3,0,0,0,0,1,51.631368052912
6,2,0,0,0,1,1,52.26372240819661
2,2,0,0,0,1,1,50.00120924848829
4,2,0,0,0,1,1,51.62361359795442
4,3,1,0,0,0,1,50.6368510984916
5,3,0,1,0,0,0,45.511496771914935
1,2,0,0,0,0,0,45.87759024000652
2,3,-1,1,0,0,1,53.70715298968555
4,3,0,0,0,1,1,52.47333692117485
5,2,0,0,0,1,1,51.69207592372192
1,3,0,1,1,1,0,44.76872806916684
5,3,0,1,1,1,0,43.8065334124832
7,2,0,0,0,1,0,44.51950164563388
0,3,0,0,1,0,1,52.1313116133781
0,2,0,1,1,0,0,45.74551028194307
1,3,0,1,1,1,1,49.54337283959659
7,2,1,1,0,1,1,51.45715318237754
4,3,0,0,0,1,0,47.14229118156475
2,2,1,0,0,1,0,46.378022857358566
0,2,0,1,0,0,0,46.00040603745308
