worker_id,post_policy,minimum_wage_policy,current_monthly_income,previous_monthly_income,work_experience_years,gender,union_membership
631,0,1,50.92935269880536,1,6,0,0
632,0,1,51.13171455689279,2,8,0,0
633,0,0,49.72221008575039,3,7,1,0
634,0,0,49.97677694427907,3,11,1,1
635,0,1,50.42164854171197,3,8,1,1
636,0,0,48.96810555192299,3,10,1,1
637,0,1,50.55890796623319,1,6,0,1
638,0,1,51.55648835098957,3,4,0,0
639,0,1,50.2358986487695,3,4,0,0
640,0,0,51.62194474682098,0,10,1,0
641,0,1,50.22846580926379,2,6,1,1
642,0,0,51.70503477050757,2,5,1,0
643,0,0,51.74677392366625,3,8,1,1
644,0,0,52.6809340081707,1,7,0,1
645,0,0,50.080316850629245,2,9,1,0
646,0,1,50.40597826150172,3,6,0,1
647,0,0,52.60525261543389,3,8,0,0
648,0,0,49.52111761761029,4,7,1,1
649,0,0,49.10590451005783,5,6,1,1
650,0,0,49.7443702509421,3,8,0,0
651,0,0,51.34807237292649,2,6,1,0
652,0,1,49.27302498027058,2,7,1,0
653,0,1,50.65351674084953,3,7,1,1
654,0,0,50.01443083448889,2,5,1,0
655,0,1,49.64361433183578,2,6,1,1
656,0,1,50.75010665573742,1,6,0,0
657,0,1,52.04547956393333,2,8,1,1
658,0,1,52.47451781730289,3,6,1,0
659,0,1,50.9200448357283,3,7,1,0
660,0,0,49.82900235860275,1,6,1,1
661,0,1,51.11315760495399,2,9,0,0
662,0,1,50.07536382206603,1,5,0,1
663,0,0,49.96180474797439,3,6,1,1
664,0,1,51.04803316843039,1,8,1,0
665,0,0,47.72083586675807,2,7,1,1
666,0,1,52.03124059272967,3,8,1,0
667,0,1,54.0412869416066,2,6,1,1
668,0,1,50.17158145811462,3,6,1,0
669,0,1,51.8078912937706,2,11,0,1
670,0,1,50.37830738093311,3,8,0,0
671,0,1,51.77012201393792,3,7,0,1
672,0,0,50.03974684896793,1,11,0,0
673,0,1,49.67076250245279,3,10,1,0
674,0,1,51.17319888159469,4,7,1,0
675,0,0,50.15514462409136,3,5,1,0
676,0,1,52.49916421487183,2,8,1,1
677,0,1,49.48774919618144,4,7,1,1
678,0,0,51.293833357627285,2,4,1,1
679,0,1,49.52062605907295,0,8,0,1
680,0,1,51.0735870023127,3,3,0,1
681,0,1,51.04085424963719,2,4,1,1
682,0,0,52.4943407647337,4,5,0,0
683,0,1,51.809600880286695,3,5,1,1
684,0,0,49.60337118151984,0,7,0,1
685,0,1,50.86083405706378,3,7,1,1
686,0,0,50.872450740540415,1,4,1,0
687,0,1,51.11224202197189,3,1,1,0
688,0,1,49.98745219488017,2,7,0,1
689,0,0,50.4725099846431,3,7,0,1
690,0,1,52.121269877535866,2,6,1,0
691,0,0,52.9317474764689,4,3,1,1
692,0,1,50.75114678254696,3,9,1,1
693,0,1,49.188416972359846,2,5,0,1
694,0,1,51.22930350284484,3,5,0,1
695,0,1,50.68126526088322,3,5,1,1
696,0,1,51.32867081903238,2,7,0,0
697,0,0,49.35249185795014,3,9,1,1
698,0,1,51.10662680884706,2,6,0,0
699,0,1,50.50440173667294,2,5,0,0
700,0,1,51.80459373484147,1,7,1,0
701,0,1,51.78737999511093,2,6,1,0
702,0,0,49.57894986349263,4,8,1,0
703,0,0,49.87437196251634,2,5,1,1
704,0,0,50.20649950909405,3,6,0,1
705,0,1,50.0574360345461,3,8,1,1
706,0,1,51.57000553210118,3,6,0,1
707,0,1,50.808195180341,2,4,1,1
708,0,1,51.5113525851357,3,8,1,1
709,0,1,51.45923228412131,3,5,0,1
710,0,1,49.81615128449579,1,10,0,0
711,0,0,50.30848157328081,4,8,1,1
712,0,1,50.61942215006193,2,7,1,0
713,0,1,49.76726156508662,2,6,1,1
714,0,1,50.164914511738026,3,8,1,0
715,0,1,51.69326617145961,3,7,1,0
716,0,1,50.7789086347832,1,6,0,1
717,0,0,51.44821643264824,0,8,0,0
718,0,1,50.41684265726675,2,6,1,1
719,0,0,50.218106082045296,3,9,1,0
720,0,1,51.560829433058686,2,8,1,1
721,0,0,51.66663511971322,1,6,1,0
722,0,0,51.31092647472979,2,5,0,1
723,0,1,51.06359890535601,4,5,1,0
724,0,1,48.41070013630118,3,8,0,1
725,0,0,50.68821906693468,3,6,1,0
726,0,1,51.27627248099376,2,8,1,0
727,0,0,52.03191481742241,1,2,0,1
728,0,1,50.89334970997309,4,8,0,1
729,0,1,51.94775442716293,3,7,1,1
730,0,1,50.907771154885246,3,4,0,0
731,0,1,50.61671035543738,2,6,0,1
732,0,1,50.83968798404834,3,7,0,1
733,0,1,50.40764964825519,5,3,1,1
734,0,0,50.09807890579094,4,5,1,1
735,0,1,52.47354158835427,2,9,0,0
736,0,1,52.67443485593785,0,3,0,1
737,0,1,52.04853809921664,4,3,1,0
738,0,1,51.72996849937563,2,5,1,1
739,0,1,51.97828666724352,2,8,1,1
740,0,0,49.919465242166176,4,8,1,1
741,0,1,51.64993930979405,3,8,0,1
742,0,0,50.46759654928566,2,9,0,1
743,0,0,51.416230444218186,3,7,0,0
744,0,1,50.906966315609296,2,9,0,0
745,0,0,49.535531977845565,2,8,1,1
746,0,0,49.84991441317102,2,3,1,1
747,0,0,51.66825363218921,3,9,1,1
748,0,1,50.94915705484894,2,5,1,1
749,0,0,50.65839360695661,3,7,0,0
750,0,0,51.302411069034896,2,6,0,0
751,0,1,51.1724333656663,2,2,1,0
752,0,0,50.03549998047942,3,8,1,1
753,0,1,51.17041055416001,3,5,1,1
754,0,1,50.67297712069316,2,8,0,1
755,0,0,50.23220649643892,5,4,1,1
756,0,1,50.995241268938685,4,7,0,1
757,0,1,51.33577420970992,4,8,1,0
758,0,1,52.95223711777424,1,7,1,1
759,0,0,51.03921814128498,3,7,1,0
760,0,1,52.34518893450138,2,5,0,0
761,0,1,50.01695342231278,3,8,0,0
762,0,1,52.22218253224221,3,6,0,1
763,0,1,50.69601832535679,3,6,1,0
764,0,1,51.74229833986388,2,4,0,0
765,0,1,48.890909364835,1,5,0,1
766,0,1,49.796596025502346,2,7,0,0
767,0,1,52.2122566648485,3,6,1,0
768,0,1,50.41531489533027,0,2,0,0
769,0,1,52.01088665635264,1,0,1,0
770,0,1,50.47035908999575,2,5,0,1
771,0,1,51.74488058768553,3,4,0,1
772,0,0,50.59867739608181,2,6,1,1
773,0,1,50.74563810597546,4,9,0,0
774,0,0,50.73720142633567,2,7,0,0
775,0,1,52.82671182691728,3,9,1,0
776,0,1,51.395419595094495,3,8,1,1
777,0,1,50.87917718705051,3,7,0,1
778,0,0,51.17225475245628,4,7,1,0
779,0,0,50.2153943806408,2,7,1,1
780,0,1,49.44265782754773,2,5,1,0
781,0,1,51.728151127778254,4,5,1,0
782,0,0,52.240418414644886,2,5,0,1
783,0,0,50.06265417931884,5,4,0,0
784,0,1,51.27717649772613,3,6,0,0
785,0,0,50.87502223032947,2,7,1,0
786,0,1,50.16179378328413,0,6,1,1
787,0,0,50.50208919112102,2,5,0,0
788,0,1,52.05499150356258,3,9,0,0
789,0,1,51.25911638340141,2,8,1,1
790,0,1,50.33354237771808,3,10,1,0
791,0,1,50.11188806540271,3,7,0,1
792,0,1,50.79341804708247,0,9,0,0
793,0,1,50.51611221439637,3,8,1,0
794,0,1,51.404632509736594,2,7,1,0
795,0,0,50.34281974906652,1,6,1,1
796,0,1,51.30844219348277,2,7,1,0
797,0,1,51.7020200831154,3,9,1,0
798,0,0,51.4796930683697,3,8,0,1
799,0,1,51.74949935575531,3,7,1,0
800,0,0,49.27565273263653,2,6,0,1
801,0,1,50.691724358789536,1,9,1,0
802,0,0,50.694676953800645,2,6,1,1
803,0,0,51.70856410709393,2,9,0,1
804,0,1,53.265875281877314,2,5,0,0
805,0,1,50.97515590206447,3,6,0,1
806,0,0,50.5357767092518,4,11,0,0
807,0,0,50.72917103981436,3,4,0,1
808,0,1,52.18588144988384,3,6,0,1
809,0,0,50.08011664747363,3,6,0,1
810,0,0,50.45561548655879,3,6,0,0
811,0,0,51.45594452709993,5,6,0,0
812,0,0,51.26353947141333,1,7,0,1
813,0,0,50.368430021000194,5,6,0,1
814,0,1,50.826362593257095,1,6,1,0
815,0,1,50.89953574133356,3,7,1,1
816,0,0,50.339245712737615,3,4,0,1
817,0,1,49.95348287940391,3,5,0,0
818,0,1,52.75676554982928,2,8,0,0
819,0,1,50.28586714792842,0,6,1,1
820,0,0,50.29502112867402,1,7,1,1
821,0,1,50.70892249264837,1,8,1,0
822,0,1,52.35766753832801,2,5,0,0
823,0,1,50.6373228243585,1,7,0,1
824,0,0,50.01586974719392,2,5,1,0
825,0,1,51.01058669086322,1,7,0,1
826,0,1,51.40935278201181,4,7,1,0
827,0,1,50.55559960566813,1,7,0,1
828,0,1,51.637765038558,2,6,1,0
829,0,0,48.01754988315125,1,3,1,1
830,0,1,52.160663703275546,1,7,1,0
831,0,0,49.15102720838423,3,7,1,0
832,0,1,51.56964972925289,5,4,0,1
833,0,0,50.151009773274936,3,4,0,1
834,0,0,50.08954186498565,2,5,1,1
835,0,1,52.51461996513818,2,6,0,0
836,0,1,51.241225219174765,2,10,0,0
837,0,0,49.74084192947582,4,7,0,1
838,0,0,50.58068883131796,2,5,0,0
839,0,0,50.22179481435639,2,8,0,1
840,0,1,50.27871809975073,1,6,1,1
841,0,0,50.08197936622813,4,7,0,0
842,0,1,49.69605744469635,1,9,0,1
843,0,1,51.57802455852509,2,7,1,1
844,0,1,50.08455902659181,0,6,0,0
845,0,1,51.29310709029353,2,8,1,1
846,0,0,49.90888951455834,2,7,1,1
847,0,0,50.28653697975917,3,6,1,1
848,0,0,50.55815849500717,4,7,1,0
849,0,0,50.10542962096152,0,6,1,1
850,0,1,52.26437068188625,4,6,1,0
851,0,1,48.90154882067722,2,7,1,0
852,0,1,50.24293710672711,1,9,0,0
853,0,1,50.39489910130638,4,6,1,1
854,0,0,48.60854564521332,4,9,1,1
855,0,1,51.573706313337695,4,5,0,0
856,0,0,50.83673354210283,3,10,1,1
857,0,1,50.656693479623456,3,3,0,1
858,0,0,52.365717664729246,2,7,0,1
859,0,1,51.670570605980586,3,6,0,0
860,0,0,50.05274315814738,3,6,0,1
861,0,0,50.56835266302952,3,6,0,1
862,0,0,50.68650398225313,0,7,0,0
863,0,1,50.20306833898864,3,8,0,0
864,0,1,51.50654466900295,2,7,0,1
865,0,0,50.09634285627901,3,5,1,0
866,0,1,51.90238627415652,3,6,1,1
867,0,0,51.15873013465019,2,7,0,0
868,0,1,50.87826454775163,1,5,1,0
869,0,0,49.44089475922647,4,7,0,0
870,0,0,49.910291022891904,4,10,1,0
871,0,0,51.60861656629824,1,8,1,0
872,0,0,52.00094118428225,3,5,1,1
873,0,1,51.71695554500391,3,8,0,0
874,0,1,51.59837122602165,3,8,0,0
875,0,1,51.32993104386278,2,6,1,1
876,0,1,50.55045957789051,2,6,0,0
877,0,0,49.687055301188,2,7,0,1
878,0,0,51.56532974636388,3,6,0,1
879,0,1,51.38346434254214,1,8,1,1
880,0,1,50.540110311835015,1,8,1,1
881,0,1,50.471829738932335,1,9,1,1
882,0,1,51.19103877372621,1,6,0,0
883,0,0,49.95061963990423,4,8,1,1
884,0,0,49.82198592597458,2,4,0,1
885,0,1,51.96157633245664,4,7,1,0
886,0,1,49.897196256108586,5,9,0,1
887,0,1,52.003993895969394,1,3,1,1
888,0,0,50.1474959971809,2,7,1,0
889,0,1,49.24657821159974,2,7,1,0
890,0,1,50.00706490237951,4,9,0,0
891,0,1,50.57403860255806,2,3,0,0
892,0,0,51.18164118736047,2,7,0,0
893,0,1,51.687411954210376,3,7,1,1
894,0,1,50.22388075024796,1,9,1,1
895,0,1,50.24889564381895,1,6,0,1
896,0,1,50.53749367547359,2,5,0,0
897,0,1,50.61034198685837,2,7,1,1
898,0,1,52.01703844468368,2,5,1,0
899,0,1,50.41362788843365,2,10,0,0
900,0,1,50.68961993103167,3,7,1,1
901,0,1,50.23892985910092,3,4,0,0
902,0,1,51.319640747613015,2,7,0,1
903,0,1,52.21693300262329,2,11,1,1
904,0,1,50.55395430297531,1,8,1,0
905,0,1,52.25309000933603,3,3,1,0
906,0,0,51.89427340158406,3,9,1,1
907,0,0,51.31044175505235,2,5,1,0
908,0,1,50.563261905117855,1,7,0,1
909,0,0,51.01535396276821,3,7,1,1
910,0,1,51.89216394357311,3,6,0,1
911,0,0,51.86991567364036,2,6,1,1
912,0,1,50.84666502581214,4,8,1,1
913,0,1,50.42238624062144,2,6,1,0
914,0,1,51.05467414015107,4,7,1,1
915,0,0,50.04070150257299,2,7,1,1
916,0,0,51.00049067120764,3,6,0,0
917,0,0,51.72204366851731,4,7,1,1
918,0,1,52.13166479108813,3,8,1,0
919,0,1,52.04299985473349,3,4,0,0
920,0,1,48.47913406849637,3,8,1,0
921,0,0,51.13227184680903,3,9,1,1
922,0,1,52.72147111607771,3,6,1,1
923,0,1,51.64914757771353,2,7,0,0
924,0,1,52.68715231232579,2,6,1,0
925,0,0,51.57530788222817,2,4,0,0
926,0,1,50.47016340197881,4,7,0,0
927,0,1,50.46035675662915,2,7,1,1
928,0,1,51.49876754128263,1,8,0,0
929,0,1,52.23645369796313,2,7,1,0
930,0,1,50.21299776832899,2,4,1,1
931,0,1,51.44759514482085,2,6,1,1
932,0,0,50.90763308443171,2,6,1,1
933,0,0,50.21088567574683,3,8,0,1
934,0,1,49.58135680832373,2,3,0,0
935,0,1,50.86851724151396,3,6,0,1
936,0,0,50.639769964529215,4,5,0,0
937,0,1,51.34355124070494,4,5,0,1
938,0,1,50.68029296516802,2,8,0,1
939,0,1,50.2990346079346,1,9,0,1
940,0,0,50.95119976496007,2,9,0,1
941,0,1,50.73391212854402,3,7,1,1
942,0,0,49.52277212184545,3,8,0,1
943,0,1,50.27150090004409,2,7,0,0
944,0,1,51.92406954693596,2,9,0,1
945,0,0,50.72034349971339,2,6,0,0
946,0,1,51.77051426518217,2,5,0,1
947,0,0,50.50235365774185,1,6,0,0
948,0,0,51.72555484898619,4,8,0,0
949,0,1,49.83639937677673,2,4,1,0
950,0,1,51.30297364272104,1,4,0,0
951,0,1,51.25106358757517,3,5,1,0
952,0,0,51.81320540283329,1,8,0,1
953,0,1,51.1607399540768,1,7,1,0
954,0,0,51.56210327489905,4,8,0,0
955,0,1,49.78453544142179,3,8,1,1
956,0,1,51.842877997454366,2,5,0,0
957,0,0,48.74210324795348,2,7,1,0
958,0,0,51.80995889486908,3,6,1,0
959,0,1,54.26542843929482,2,8,1,1
960,0,1,50.99626341392622,3,5,1,1
961,0,0,49.124643381846376,3,9,1,0
962,0,1,50.908994383772935,1,5,1,1
963,0,1,52.166572251278666,3,4,1,0
964,0,1,50.04928885399775,1,5,0,1
965,0,1,49.6616577222097,2,9,0,1
966,0,0,53.48761185981507,2,7,1,0
967,0,1,51.36723152950486,3,4,0,0
968,0,0,48.21181375629129,3,9,0,1
969,0,0,51.31836972209396,2,7,1,1
970,0,1,53.58669550485289,2,5,1,1
971,0,1,51.55309351862663,3,5,0,1
972,0,0,49.98052456907086,4,6,0,1
973,0,1,50.648307863541135,3,7,0,1
974,0,1,49.57182791240217,1,4,1,1
975,0,0,51.56639586152941,2,5,0,0
976,0,0,51.74319493742471,2,8,0,1
977,0,1,50.38371044601439,1,7,0,0
978,0,1,51.35556983725574,1,4,0,0
979,0,0,51.63654857919939,2,5,0,0
980,0,1,52.430180825229634,2,5,0,1
981,0,1,51.95120387351384,5,5,1,1
982,0,1,50.9828663494767,3,7,0,0
983,0,1,53.519400429644335,3,5,1,1
984,0,1,53.19736573057327,2,8,1,1
985,0,1,51.448262477835485,4,6,1,0
986,0,1,51.06054200170756,2,7,0,0
987,0,0,52.24222021184923,3,10,1,0
988,0,1,51.055059617413626,2,9,0,0
989,0,1,50.059244199299854,3,9,0,1
990,0,0,50.05656874888518,2,9,1,0
991,0,1,51.26795084772178,4,7,1,0
992,0,1,50.25274284680639,1,5,0,1
993,0,1,51.997672830376125,1,8,0,0
994,0,0,51.85813641771416,2,8,0,0
995,0,1,50.64562863067096,2,7,0,0
996,0,1,51.69120934798004,1,6,0,1
997,0,1,51.14811241853872,2,8,1,0
998,0,0,50.13717700809044,3,6,0,0
999,0,1,49.878905607323375,3,8,0,1
0,1,1,61.68818234809364,1,8,0,1
1,1,1,62.95097332083185,1,4,1,0
2,1,0,47.873412940073614,3,6,0,0
3,1,1,61.54469370630562,2,6,1,0
4,1,1,59.73369385208382,1,9,0,1
5,1,1,59.76768297678632,4,6,1,1
6,1,1,62.18598630321855,3,5,1,1
7,1,0,51.206394879078886,1,8,0,1
8,1,0,50.850199028966806,3,8,1,1
9,1,1,60.40638852335595,1,8,0,0
10,1,0,51.89449450302288,3,6,1,0
11,1,1,60.454443704516464,3,10,0,0
12,1,1,61.849507721009,3,8,1,0
13,1,1,60.85528374546114,3,10,0,1
14,1,0,51.15860144386137,3,7,1,1
15,1,1,61.0525564956946,2,6,1,1
16,1,1,60.43624738495069,3,8,1,0
17,1,0,51.4813197752819,2,7,0,0
18,1,1,61.23750783172172,2,7,1,0
19,1,0,49.971410409996594,4,6,1,0
20,1,0,49.39962324536799,4,9,1,0
21,1,1,61.8797329129879,1,4,0,0
22,1,0,50.77159335692895,4,5,0,1
23,1,0,52.22585845211886,3,6,0,1
24,1,1,63.41600817583108,2,3,0,1
25,1,1,59.9587127601886,4,5,0,1
26,1,1,62.19291389204932,4,5,0,1
27,1,0,49.91910771003238,2,6,0,1
28,1,0,51.31680827616905,4,7,0,1
29,1,1,62.971894619583765,1,5,1,0
30,1,1,61.2270700049025,1,4,1,0
31,1,1,63.039760857295335,2,9,0,0
32,1,0,51.53134925931764,2,5,0,0
33,1,0,50.65776789842981,4,5,0,0
34,1,1,62.07413129418429,1,6,1,0
35,1,1,61.33028301262608,2,5,0,1
36,1,1,59.80282128294576,1,7,1,1
37,1,0,51.14772788367582,1,7,0,1
38,1,1,59.95395664532406,3,7,1,1
39,1,1,59.61103992078026,2,5,0,0
40,1,1,61.629696307334335,4,7,1,1
41,1,0,49.374928706984825,2,6,1,1
42,1,1,58.65040790496641,1,4,0,0
43,1,1,61.463356110200046,2,6,0,1
44,1,0,51.40980357397099,1,7,1,1
45,1,0,50.81054214359937,2,6,0,0
46,1,0,51.29672059968649,2,7,0,0
47,1,0,51.85341283033917,2,5,0,1
48,1,1,59.76489138983862,2,9,0,1
49,1,1,60.235711659093695,1,10,0,1
50,1,1,60.1728227274257,3,5,1,0
51,1,0,50.8431558058741,1,9,1,0
52,1,0,52.13900690701255,3,2,0,0
53,1,1,59.43617833468935,2,5,1,1
54,1,1,59.911080822758166,3,5,0,1
55,1,1,60.67228288454757,2,3,0,0
56,1,0,51.72086805715699,2,4,0,1
57,1,1,60.077053040705344,3,8,1,0
58,1,0,49.93055275776902,5,9,0,0
59,1,1,59.95214432101747,2,7,1,0
60,1,1,61.40804589302845,3,4,0,1
61,1,1,60.65498650200845,3,10,1,1
62,1,1,60.66587185461813,2,6,1,1
63,1,1,61.76754584210949,2,6,0,1
64,1,1,59.94638822501276,2,3,0,1
65,1,1,61.24085597204726,4,8,1,0
66,1,1,61.140590633429184,2,7,0,0
67,1,1,61.05425903082273,2,8,1,1
68,1,1,60.18346660310217,2,8,0,1
69,1,0,50.043669897149535,5,7,1,1
70,1,1,60.27136287021029,3,7,0,1
71,1,0,51.03856593648028,1,7,1,0
72,1,1,61.73847788795674,3,7,0,0
73,1,1,61.62491269898192,3,4,1,0
74,1,0,50.76170194430868,2,6,0,1
75,1,1,60.63645921024372,3,5,1,1
76,1,1,59.11807081281264,2,5,0,0
77,1,0,50.90442235208075,3,6,0,1
78,1,1,61.86281766178229,3,5,0,0
79,1,1,59.851299160221245,3,8,1,0
80,1,1,60.114022105662535,2,6,1,0
81,1,1,59.743288472318106,2,6,0,1
82,1,1,60.5696208338233,5,8,1,1
83,1,0,50.72675411639164,1,5,1,0
84,1,0,51.235202408318784,2,6,1,0
85,1,1,62.73758030961604,1,8,0,0
86,1,1,60.88740845449683,3,6,1,1
87,1,0,51.52975604013559,1,6,0,0
88,1,1,60.02988131007537,3,4,1,1
89,1,0,50.86738624104933,3,5,0,1
90,1,0,49.15090890236569,3,3,0,1
91,1,1,60.90675870836624,3,11,0,1
92,1,1,60.77603401342516,1,6,0,1
93,1,0,50.24306783689357,3,5,1,0
94,1,0,52.25903217056633,3,4,1,0
95,1,1,60.67221029229911,2,6,0,0
96,1,0,49.46578367679819,4,6,0,1
97,1,0,49.66615188704839,2,4,0,1
98,1,1,60.084458966844686,2,8,1,1
99,1,0,51.26134085650561,4,5,1,0
100,1,1,60.77651255968882,3,3,0,1
101,1,1,61.66433177155046,4,5,0,0
102,1,1,60.31542617488328,2,7,0,1
103,1,1,60.62562439690874,3,8,1,0
104,1,1,60.94501647324322,0,8,0,1
105,1,0,51.6540555114008,3,4,1,0
106,1,0,49.63714120688287,2,6,0,1
107,1,1,63.53161298994368,2,6,0,0
108,1,0,51.704888771534094,4,8,0,1
109,1,1,61.7974687959608,2,8,1,0
110,1,1,61.3033155712866,2,9,0,0
111,1,1,60.71366600564772,3,5,0,1
112,1,1,60.780846275527146,0,10,0,0
113,1,0,51.317012188757225,2,3,1,0
114,1,1,61.325504473735066,3,5,1,1
115,1,1,61.21519061751486,3,5,0,0
116,1,0,51.30740404383927,5,8,0,0
117,1,1,61.95035447445105,4,7,1,0
118,1,1,60.31853873832596,3,4,1,0
119,1,0,50.09394124438257,1,9,1,1
120,1,1,61.57389047534187,2,5,0,0
121,1,1,61.488539325270565,2,6,1,0
122,1,0,49.202022576901896,2,6,0,1
123,1,0,49.619428873658585,2,8,1,1
124,1,1,59.95507420072433,4,8,1,1
125,1,1,59.49957565758921,2,9,0,0
126,1,1,59.80818503644716,2,5,0,1
127,1,1,63.605802959550914,3,4,1,1
128,1,1,61.06588530062972,3,7,0,1
129,1,0,50.25220003580216,3,8,1,0
130,1,1,62.00181537669352,3,9,0,1
131,1,0,51.31233871955697,3,4,1,0
132,1,1,61.83467710689292,3,6,1,1
133,1,1,61.96863239952315,1,10,0,1
134,1,1,59.99316814597875,1,6,1,0
135,1,1,61.303281503580486,2,4,0,0
136,1,1,60.91227968858635,2,6,1,0
137,1,0,52.08069830265068,3,7,0,0
138,1,1,60.89292826507559,2,6,1,1
139,1,1,60.762991697655046,4,4,1,0
140,1,1,61.39059541525876,3,6,1,0
141,1,0,51.90745467894769,4,5,1,0
142,1,0,51.38501767602821,2,6,0,0
143,1,1,59.346613085366,2,6,1,1
144,1,0,51.40905336461668,3,3,1,0
145,1,1,60.19637833038245,1,8,1,0
146,1,1,59.70111479338617,4,6,1,0
147,1,1,61.96800362693221,2,9,0,0
148,1,1,61.825283926881134,2,9,0,1
149,1,1,60.05646219912863,5,4,1,1
150,1,0,52.08722210238581,0,5,0,0
151,1,0,50.834413148737084,1,6,1,0
152,1,1,61.24902285630414,2,9,0,0
153,1,1,62.72798610006407,2,2,0,1
154,1,1,60.38252372381478,4,7,1,0
155,1,0,49.95509067989948,3,2,0,0
156,1,1,61.63672894834867,4,4,1,1
157,1,1,59.78978958812598,3,7,0,0
158,1,1,60.00074613955299,2,4,1,1
159,1,1,60.60121308010568,3,9,0,1
160,1,0,51.5095735614492,3,11,1,0
161,1,1,61.16122171997875,2,10,0,1
162,1,1,61.3525258210908,4,8,1,0
163,1,1,59.35620396475682,3,9,0,1
164,1,1,62.44171934232983,4,3,0,0
165,1,1,60.56831635788407,2,5,0,0
166,1,0,51.730503881859136,0,6,1,0
167,1,0,50.101819925978624,1,7,1,0
168,1,1,60.94857454843906,3,5,1,0
169,1,1,60.13890412202623,3,8,0,0
170,1,1,61.27108173893886,1,8,0,0
171,1,1,62.51888988331861,4,6,0,0
172,1,0,48.534074591858186,1,5,1,1
173,1,0,49.98421806318834,3,8,0,1
174,1,0,51.72887324508924,2,9,0,0
175,1,0,50.67177125373893,2,8,0,1
176,1,0,49.41965556836219,2,9,1,0
177,1,1,61.09500535750215,2,6,0,1
178,1,1,59.35071326557301,4,9,0,1
179,1,1,60.24670374944164,2,6,1,1
180,1,0,51.60467824868397,2,6,0,0
181,1,1,60.93250520427793,2,4,0,0
182,1,1,60.51690837557685,3,9,1,1
183,1,1,62.002580931901015,2,8,1,0
184,1,1,60.69545573722741,5,5,1,1
185,1,0,50.49972365080782,2,5,1,1
186,1,0,50.523545467739815,2,5,1,0
187,1,1,61.357399269366674,3,9,1,1
188,1,0,50.26016387816463,2,7,0,0
189,1,1,61.43949299512335,3,7,0,1
190,1,0,48.2305773130735,3,8,0,0
191,1,1,57.827048552108415,2,6,0,1
192,1,1,60.42692718959709,2,4,0,0
193,1,0,51.752794584264336,2,4,0,0
194,1,1,60.67424575996605,3,6,0,1
195,1,1,62.51057554996238,2,6,0,0
196,1,0,50.66741818617187,3,8,0,1
197,1,0,50.81531837641701,4,5,1,0
198,1,1,62.71079463360141,3,5,0,1
199,1,0,50.809473202529176,2,4,1,1
200,1,1,60.68063265351673,4,7,1,1
201,1,1,60.83436115885628,5,9,0,1
202,1,1,59.39528969894188,3,7,0,1
203,1,1,59.03952092565461,4,6,0,1
204,1,0,50.038181412439805,2,6,1,1
205,1,1,60.69390449799418,3,7,1,1
206,1,1,62.00137673923239,2,8,0,0
207,1,0,51.03461842728762,1,7,1,0
208,1,0,50.50406961307513,3,6,0,1
209,1,1,62.03576641215872,2,6,0,0
210,1,1,60.49478963148439,2,7,0,0
211,1,0,49.087036780669145,3,7,1,1
212,1,0,50.08785026633271,2,7,0,1
213,1,1,62.037935210571455,2,7,1,1
214,1,1,60.93077270197484,3,9,1,1
215,1,1,60.55116209555642,2,6,0,0
216,1,1,60.83737692735212,4,9,1,0
217,1,0,51.89087200950412,3,7,1,1
218,1,1,60.530655142576805,3,5,0,0
219,1,0,50.62403621358866,2,8,1,1
220,1,1,60.17318885298157,3,7,1,0
221,1,0,51.20358739765626,2,6,0,1
222,1,0,50.3431276236199,3,5,0,1
223,1,0,49.16613635233482,3,7,1,0
224,1,1,59.43506223043634,3,7,0,1
225,1,1,60.192549418187326,3,8,1,0
226,1,0,50.512853664342906,0,7,0,1
227,1,1,60.54312658131269,4,6,1,1
228,1,1,60.710151877943765,3,6,0,0
229,1,0,51.71154345827488,2,5,0,1
230,1,1,63.53638428207965,3,7,0,0
231,1,1,59.88891051777869,2,5,0,0
232,1,1,61.47763094869484,2,9,0,0
233,1,0,51.075585841146165,2,5,1,0
234,1,1,61.08323314109566,3,8,1,0
235,1,0,51.42889160561304,3,9,0,0
236,1,0,50.828985427007375,2,2,1,1
237,1,0,52.64475680242205,2,5,0,1
238,1,1,61.42728751456028,2,6,1,1
239,1,1,61.2134824032177,1,8,0,0
240,1,1,60.99983079724814,2,3,1,1
241,1,1,62.954351020533714,3,5,0,0
242,1,1,60.13010281186876,3,6,0,0
243,1,1,59.823135545288295,2,8,1,0
244,1,1,60.40645914186171,3,10,1,0
245,1,0,50.96466708080542,5,5,0,1
246,1,0,50.47621474210502,3,5,0,0
247,1,1,61.351764224597005,3,6,1,1
248,1,0,50.025453308848704,3,6,1,0
249,1,1,61.29968649612963,1,5,0,0
250,1,1,63.655624498236286,2,8,0,0
251,1,0,51.12271718669162,2,7,1,0
252,1,0,50.522013318740846,1,6,0,0
253,1,1,60.416137101034,1,6,1,1
254,1,1,62.0565801840481,3,6,1,1
255,1,0,52.00570038129487,0,6,0,1
256,1,0,49.0147247373384,0,4,1,1
257,1,1,60.51888223421752,4,6,1,1
258,1,1,61.408159729082094,3,7,1,1
259,1,1,59.871497464199216,2,6,1,0
260,1,1,61.02058927619191,4,9,0,0
261,1,1,59.97373942985026,2,7,0,1
262,1,1,61.272746162751545,3,6,0,1
263,1,1,61.84716323538188,3,9,1,1
264,1,1,59.6018704623054,3,7,0,0
