age,prior_convictions,gender,minority_status,offense_severity,legal_representation,sentence_length
9,4,1,0,11.58492286626127,1,17.546676582065093
4,7,0,0,9.02511478351019,1,16.232187979388733
7,3,1,1,7.987658870345077,1,14.60912547731717
3,5,0,0,4.653086923132186,0,5.711675535067002
7,9,1,1,7.975372412020882,1,14.915084238200594
8,6,0,0,9.327306875272106,1,15.10905790326461
11,5,0,1,6.437757731279638,0,8.81538375382283
12,4,0,0,5.6661275231133095,0,6.922483759927965
7,5,0,0,7.482490832448365,1,13.987321074876448
8,5,1,0,7.547007669091132,1,14.110234599756216
12,4,1,0,7.61615905386051,1,13.211862035538124
6,8,1,0,8.469869669353677,1,16.30764226557196
9,8,1,1,7.018223061671895,1,13.956343998379412
7,6,1,0,10.94931930392084,1,16.641349404997975
11,5,1,1,10.255450816938303,1,15.875568208143664
6,5,1,0,5.766960580160152,0,7.810720474437629
7,4,0,0,8.752155486740756,1,16.152829145379954
9,6,0,1,7.282660987913038,1,14.6087535998308
5,7,1,0,4.6112135816729065,0,6.400466331839851
2,5,1,1,8.555150529756872,1,15.434239634048543
8,5,0,0,8.432974867353998,1,14.255162317447516
10,8,1,1,8.224651041902156,1,14.587780428060478
6,6,1,1,5.8201428265067126,0,7.659993555097726
14,5,1,1,6.907031874402504,0,8.480976808537076
11,5,1,0,5.210070564991218,0,6.639949797483087
6,4,1,1,5.187407233190367,0,7.080085383630506
9,6,1,1,8.226056268682468,1,15.289749738911407
8,3,0,0,7.86818926105878,1,15.56165832991778
4,8,1,0,9.983519878169083,1,16.451641879052836
11,7,0,0,7.167802938231288,1,13.93974445889006
7,6,0,1,5.034567163547084,0,6.775260189794007
4,4,0,0,6.255350230995138,0,8.283366353259186
8,4,1,1,7.732496306076694,1,13.680580053742723
5,6,1,1,9.70411515594398,1,15.9430600461628
11,4,0,0,8.783110497851462,1,15.15471301170127
8,6,1,0,4.907624187220718,0,6.364449004197152
1,7,0,1,4.477823051948455,0,6.839466359727846
4,6,0,0,4.132417104009869,0,5.5570116049615015
10,5,0,1,2.0126423483085354,0,2.3195098166135004
6,6,1,0,8.046962102811563,1,15.369731145100005
8,5,1,1,6.349056619694594,0,8.5866999020622
6,5,0,0,3.86808512568532,0,5.218560711478521
9,7,0,1,7.384158516479102,1,13.763630663617658
5,3,0,0,6.01461208852428,0,8.98822384807108
4,5,1,0,8.425405503876105,1,13.892052540691576
6,7,1,1,8.01220541511355,1,14.715312329795315
11,4,0,1,7.786319095264576,1,14.138158709211062
6,6,0,0,8.306525886363472,1,16.08610032864256
13,7,0,0,6.262941771995601,0,7.922319760988095
11,4,0,0,7.592270872752178,1,14.566423067532742
6,5,0,0,7.316653686607809,1,14.7145383969681
7,4,0,0,11.654191166429769,1,16.89719208298885
6,5,1,0,6.213930532754685,0,7.52136797112897
6,6,0,1,8.874674435890618,1,16.154236009668416
8,3,1,1,5.949585661828276,0,7.823441323792518
7,6,0,0,2.172649781478259,0,2.293151049555417
3,5,0,1,8.30764303117076,1,14.568284156452066
3,8,0,0,5.781430479651641,0,7.063951740161285
3,5,1,1,5.639141650700376,0,7.795249781629658
8,8,1,0,4.9503584454336576,0,7.290980537307715
1,6,0,0,9.878660655698344,1,16.86851296933061
7,6,1,0,6.528318604801467,0,8.115500093892958
3,4,1,1,5.715892189780783,0,6.650980099274836
7,5,0,1,8.908960521443056,1,15.869939663342462
4,6,0,0,8.130952098176872,1,14.79088229680674
13,6,0,1,6.8240184749834825,0,9.453288572664537
5,6,1,1,7.310463914626981,1,14.542670133568908
9,7,1,1,6.7987623534423385,0,8.382328046451073
9,3,1,1,8.311248683900839,1,15.139549018832772
14,5,1,1,7.552185517966767,1,13.726902797363527
11,5,0,0,8.800993601087079,1,15.034209098918597
3,8,1,1,4.213618032925367,0,5.617125956614086
1,4,1,0,5.0771261424189325,0,8.028112040101448
9,8,0,0,4.176201417766066,0,5.000073935589438
7,7,0,1,7.892602084852891,1,14.44737568673102
17,3,0,0,5.264288083567802,0,6.091747418717132
7,5,0,1,10.017207904207435,1,16.20818527281835
13,5,0,1,7.244154232166557,1,13.363087187181286
9,7,0,0,9.895020119604276,1,15.168234974052009
10,2,0,1,7.3964644169623135,1,13.332522753083651
6,4,0,1,10.611506369559033,1,16.497497074639565
2,5,0,1,9.786773033844709,1,16.359132811027244
8,6,1,0,10.311869502307088,1,16.52017283694448
4,6,1,1,8.975285754406112,1,16.36573288957683
6,5,0,0,5.481965973150483,0,6.427897005829503
14,6,1,0,7.223305442423687,1,13.90994121497428
6,7,0,0,6.597922394797894,0,8.571322194839908
5,7,1,1,7.325961132668363,1,14.142938046643016
12,4,0,0,5.494191329633822,0,6.884789831924497
7,4,0,0,6.323283023857632,0,8.406075907552106
8,4,1,0,6.056681390496886,0,7.5568528826091
6,7,1,1,6.277057944529722,0,8.242653372066668
8,5,0,1,7.884445776999332,1,14.22300534079794
8,4,1,1,7.943013958292181,1,14.632938926056262
9,2,0,0,5.965955616474592,0,7.106377002605631
10,5,1,0,7.028494763826975,1,13.597495609187504
9,6,1,0,7.216309121799784,1,14.14917148660274
12,7,1,1,6.05836733738272,0,7.139253853767985
5,6,0,0,6.264800304697876,0,9.210294258577417
6,5,0,0,8.012241856131109,1,14.438310332692332
6,8,0,0,6.75852407603793,0,9.156702606348986
8,7,0,1,5.031857026379813,0,6.6136037755652985
12,5,1,0,8.705460066373712,1,14.7802503941637
8,5,1,1,2.851682828722637,0,2.556564677161287
10,8,0,1,10.94036889424403,1,17.099903305987382
12,6,1,1,5.072352712410696,0,6.31679985865506
1,5,0,1,10.626620158852198,1,17.303142065377443
13,6,1,1,5.048157910213812,0,6.790490907832691
1,6,0,1,7.975153989835173,1,15.690415766066057
10,3,0,1,10.460431513347071,1,16.150613255086526
3,4,0,0,8.575613847385723,1,15.53010937054512
4,7,0,0,5.493190661177133,0,7.017455153843331
6,5,0,0,2.7424816993492174,0,2.8679951323992694
9,4,0,0,6.230310642497051,0,7.8306314922204034
7,9,0,0,10.501272447185276,1,16.44199628598155
8,5,0,1,5.632176386214149,0,6.718681536510395
8,3,0,0,9.903324447573006,1,16.596125193961086
3,9,1,1,11.065414984848632,1,17.7841155655313
3,6,0,0,10.323347273311327,1,16.406383211137374
9,4,1,1,5.7498278162873255,0,7.67575374151834
7,5,0,1,6.42192704939466,0,8.339409963179802
4,6,1,0,10.155880066403808,1,16.69585425080071
11,6,1,0,10.757252664678433,1,16.946880625503674
9,7,1,1,5.938688461674984,0,8.063641811808507
4,6,1,0,5.297708260811165,0,6.3408181394950125
8,4,1,0,8.227752516577805,1,15.429569146793954
12,3,1,0,3.0905243729694014,0,3.5552526924127257
10,6,0,0,5.447477208492312,0,7.013029734874375
8,5,0,1,5.07283027791953,0,6.345682341988525
7,4,0,0,8.13232797698755,1,14.331255585106696
5,4,0,0,6.692953274558757,0,8.97616836091444
7,6,0,0,5.109755978951533,0,6.813188010252867
10,5,0,0,6.626898920991812,0,8.831925117793133
6,8,1,0,6.276735636045005,0,9.327557995648956
8,4,0,0,6.97510836981981,0,8.687946793001581
13,6,0,1,6.851286750688548,0,9.279117308808363
11,7,0,1,3.101124830993836,0,2.764603782103864
5,7,1,1,3.2567807841669483,0,3.42566232858017
6,4,0,0,6.68084843454446,0,8.23299492503033
4,6,0,0,7.400722284906129,1,15.324471523197817
4,5,0,0,7.294936872312276,1,14.658273885202805
3,8,0,0,6.078836483424163,0,8.503663983075995
8,5,1,1,3.193906584687728,0,3.408487163805737
11,7,0,0,5.314699956686826,0,6.734639658773692
12,4,0,1,8.318626419849842,1,14.541324634677617
6,4,1,1,7.574866012480695,1,13.90734763174036
10,6,0,1,5.1121303348042,0,6.672348319291776
6,6,0,0,3.6080996478897696,0,5.6958018272535496
4,2,0,1,7.643619887121165,1,15.12327134874308
6,7,1,1,10.149708549495458,1,16.98811074447702
7,6,1,0,9.951080113584917,1,16.83432176786974
15,7,0,0,9.925942765167903,1,15.820039071994106
10,5,0,1,7.1281548782253,1,14.09351485221479
9,5,0,1,8.075193040284347,1,15.449104357141568
4,4,1,0,2.5347882121174523,0,2.8689875790169377
9,7,1,1,5.764136733070481,0,6.754320065407168
12,3,0,1,6.0035307664630695,0,7.687594043899869
4,6,1,1,9.131184044247208,1,15.666331176726176
10,6,0,1,7.268840180796277,1,14.574793807700251
6,6,0,1,8.971041867142011,1,15.919686036651395
8,5,0,1,3.408989782357593,0,4.211074810210844
5,6,0,1,8.929547329402126,1,15.882712989727247
6,5,1,1,7.7496273748091316,1,14.69241968582854
11,4,0,1,4.733247126252782,0,6.027968623872973
4,5,1,1,5.007216831770576,0,6.54500571075276
7,6,0,0,6.993967754532609,0,9.97842172589664
7,4,1,1,4.617513742134809,0,6.038955334301598
-1,6,1,0,5.872824440368909,0,9.088673954802667
9,6,1,1,7.598234762667981,1,13.475198747474323
0,6,1,1,9.83015107181779,1,16.712509598904585
9,4,1,0,7.773496510154379,1,14.313864459781486
8,5,0,0,7.724770453426393,1,13.282629511441105
6,6,0,0,5.466240073345129,0,6.72220397439466
10,4,0,0,6.758212026733844,0,9.815962911380977
2,4,0,1,5.002024171725871,0,7.085748971394514
6,6,1,1,3.267902909245484,0,3.5461240808832217
11,5,1,1,5.587938033376185,0,7.481582415682056
8,6,0,1,3.0450373977483305,0,3.4084698823209485
6,2,1,0,7.310264087416479,1,14.1704795948204
7,6,0,1,9.329327539846735,1,15.970486830790918
4,8,1,0,5.900097776597244,0,8.349204569737362
5,4,0,0,6.82532770068829,0,8.870337336909094
8,4,0,0,4.695414740337412,0,4.955963987444878
12,7,0,0,9.114706450152624,1,15.673447524173662
7,4,0,0,5.238983031702681,0,5.990772079692076
7,4,0,1,5.731562675523746,0,6.9351397440568245
9,7,0,1,3.5732695356879374,0,4.346045099097712
13,7,0,0,9.236953609069571,1,15.8632698220664
7,6,1,0,4.4968622161005065,0,5.920268033358535
5,6,1,1,8.040990688078905,1,14.675800802487704
10,6,0,0,5.862126843906185,0,6.86148683521159
6,7,0,0,5.840041299229124,0,7.356326948891791
7,5,1,0,3.677043998650933,0,4.93773668293869
9,5,1,1,3.5564830610640468,0,4.026177072972858
11,6,0,0,6.361113314613701,0,8.05873929089222
10,5,0,1,6.366734389870906,0,8.754636120939557
8,6,0,1,8.386617093198492,1,15.323183678498255
13,3,1,0,8.884500384898857,1,15.315482184196968
10,5,0,1,8.638980417507849,1,14.515860431043972
0,4,0,0,7.218999644006662,1,14.747935481601724
9,4,1,1,3.209186544523391,0,3.709451440821936
6,5,1,1,4.49754838804935,0,5.029035120259918
10,7,0,0,10.607997226822617,1,16.203689347044527
10,4,0,1,9.334893791104626,1,16.03353243640659
10,8,1,1,7.425342444340165,1,13.920336030360858
3,5,0,0,6.512984696292016,0,9.222377812957928
7,6,1,1,5.140867579226257,0,5.963333538516359
9,5,1,1,5.955592707928786,0,7.230355125663333
5,8,1,1,6.098534191039761,0,8.158075481369224
0,3,1,1,6.120263785209232,0,7.636547800825662
9,5,1,0,4.31375476024901,0,5.143658515660224
10,5,0,0,9.682452338134947,1,15.616614549403575
5,7,1,1,8.919583855974038,1,15.842521544187276
6,3,0,1,7.854380707830743,1,14.88718949275689
7,4,0,1,9.077979152786847,1,15.55863886145012
9,7,1,1,6.586168468513528,0,8.847956964800568
5,5,1,1,6.972469264967399,0,9.542844125393051
13,5,0,1,6.488762685412109,0,7.480856472329199
14,6,0,1,6.058800076854179,0,8.917240775143046
6,7,0,0,5.903692742484276,0,7.700510737497087
7,4,0,1,7.864508340380889,1,14.767729829690635
14,4,0,1,9.164441605865688,1,15.344865415797004
5,6,1,0,4.927563551437908,0,5.885934670290759
5,7,1,1,5.270707118808685,0,6.037848874838026
12,6,1,0,7.56979333753631,1,13.4965053325435
12,9,0,1,7.56950178805266,1,14.057801216560824
6,4,0,1,5.482997919640374,0,6.959949198228983
11,6,1,0,4.817264990002303,0,4.670465724456834
9,5,0,1,8.218819012270284,1,15.79558722902934
7,9,0,1,6.603424976372012,0,8.496135151366353
5,6,1,1,10.49858186781467,1,17.657924847888946
13,5,1,0,4.460143590492655,0,5.129237811173155
7,5,0,1,8.042393545807627,1,14.815367871290157
6,3,0,0,7.652256769451091,1,14.23337066510506
4,9,0,1,3.968755285654387,0,5.586212355004959
15,7,0,0,6.854230672994497,0,8.354069525897115
6,7,0,1,6.989004003532003,0,9.929132751085085
13,8,0,1,5.873630934946092,0,7.596245386699415
6,5,1,1,6.50186038324663,0,9.723800147450325
9,6,1,0,8.772226151412546,1,15.555062395014769
1,6,0,0,6.404163968423362,0,9.53562526412743
9,6,1,0,8.90504711022941,1,15.473746266579512
9,7,0,1,9.415652833311784,1,14.545152034324897
7,6,0,0,5.315056969630654,0,6.987766062141941
7,5,0,1,3.2376972407114075,0,4.801865934150308
11,5,1,0,5.179004780831308,0,5.868383615344947
3,5,1,0,10.99371305587487,1,17.782138230943335
6,9,0,1,7.284978959722937,1,13.980596092884555
9,6,0,1,5.15895335636732,0,6.937735392299439
4,5,1,0,11.809509202979726,1,17.190346668362206
6,2,1,0,9.785784596911068,1,16.06302504329421
3,5,1,0,8.117344888231276,1,15.44928175159676
7,4,1,0,9.708725389839795,1,16.363235251154634
10,6,1,0,6.985506058122102,0,9.210418217192808
4,5,1,0,4.468990481636595,0,5.597443042786932
10,6,0,0,8.245858138348815,1,14.38535390575568
13,6,0,1,4.024268751010434,0,4.304226788643106
12,5,0,0,4.841447034766729,0,6.332121652184931
5,4,1,0,8.201030734319644,1,15.113740383698842
10,6,1,1,6.89471294837149,0,9.53606579430583
8,2,0,1,7.175085155258414,1,14.376107038423294
7,3,1,0,6.4852871486736685,0,7.786682867524768
6,5,1,1,6.20529681099549,0,8.675626736464954
6,7,1,0,3.1434206517878414,0,2.9819110228722354
5,5,0,0,5.282378759066893,0,7.463894588095636
10,6,0,0,6.677269409670492,0,8.599294106311545
6,7,1,0,7.680160716980683,1,14.38731166673108
6,6,1,1,6.292393458788796,0,8.755291297764025
8,6,0,1,6.858289439698551,0,9.024431924753571
4,7,0,0,9.14117849102188,1,16.298759600314817
10,6,0,0,5.720025920808327,0,7.547896552606018
10,7,1,1,6.459479938174031,0,8.44185571933932
5,4,0,1,7.011182963781782,1,13.956335038018551
7,5,0,0,8.296147086678038,1,15.524921482372733
3,3,1,1,8.864870377476192,1,16.099077132659477
3,4,0,1,9.646386547750508,1,16.86048696260352
0,6,0,0,3.847250800562656,0,5.32608645866973
6,6,1,0,6.393354601617341,0,8.832130381144008
8,6,0,1,8.478587683034004,1,15.226871688293102
3,6,1,0,8.843107513870358,1,15.910021433103694
13,7,1,1,5.881742253314784,0,6.748435944721241
4,6,1,1,9.156528657409098,1,15.121220030930214
2,2,0,0,4.19977871469308,0,5.533332885320734
8,1,1,1,5.4979520735395,0,6.884381869485413
12,5,1,0,9.566976719577266,1,15.648600123416488
5,5,1,0,6.8927468867059725,0,9.314072122366962
4,4,1,1,8.353704724917375,1,15.073739407573951
2,5,0,1,8.447732113659,1,15.573367100869763
12,4,1,1,5.909069523402655,0,7.473325452005781
13,2,0,1,8.243056478627674,1,14.581415650245388
3,5,1,1,8.493835501202666,1,14.821049311051471
2,4,1,0,5.6511532526087525,0,7.349967393297953
7,8,0,0,9.48674338005085,1,15.260326059993096
4,5,1,0,1.995596545314867,0,1.7291239158610692
4,5,0,1,10.7026543710888,1,17.211019765577515
0,3,1,0,8.245076686951055,1,15.03246768261414
8,3,0,1,6.985042723855639,0,9.605769737718369
5,7,1,0,5.194559648529452,0,7.773809112550095
11,7,1,1,7.121527469928969,1,13.58242667613592
7,5,1,0,8.864958994570586,1,14.77709233662465
9,5,0,0,8.349937723566658,1,14.931445735493911
4,5,0,1,9.388077617613462,1,15.52601613472048
10,6,1,0,5.353844199513473,0,7.008373912698287
2,6,0,0,5.600658955149025,0,7.541598177419583
10,7,1,0,7.473743767355241,1,13.99604446896793
14,6,1,1,7.699264235625005,1,13.728553358061866
6,5,0,0,7.499056997185035,1,13.97705129638327
7,4,0,0,7.027744062946071,1,14.365265764366866
7,3,1,0,4.674939436851469,0,6.060449016640226
5,7,1,0,8.370027755443255,1,14.71916168879596
8,5,1,0,8.085263725297908,1,14.87248971983884
10,7,0,0,4.670717950485511,0,6.137090766514159
9,4,0,1,8.510806623285653,1,15.471004850570896
6,6,1,0,5.346635992187901,0,7.107604723180943
8,7,1,1,8.18069375764941,1,15.4439356708599
14,7,0,0,6.013934219059389,0,7.276792025827563
12,7,0,1,5.255461074818648,0,6.234667173795748
4,7,0,0,7.325958506126152,1,13.912973268912827
8,4,0,0,8.701311369473295,1,15.3168516248854
11,6,0,0,7.131700240354343,1,13.699184529047605
4,5,1,0,6.316540303141333,0,8.862291689127922
11,6,0,0,7.701394250163482,1,14.6627875556415
9,5,0,1,8.777399294688145,1,15.438287139696383
6,7,1,1,6.714630786540675,0,8.479178523915373
8,5,0,0,7.000544359260062,1,13.91406068781644
8,3,1,1,4.856126952931494,0,6.694472333681795
10,5,0,1,6.1234784466065095,0,7.807730449913493
11,4,1,1,6.638391267780336,0,9.753210925042604
10,5,1,0,7.425494417951,1,14.191155142281492
8,5,1,0,8.69198381993112,1,14.63748589265482
11,6,0,0,5.981926580934179,0,8.18450646588628
8,4,0,1,5.564244292092169,0,7.385688889402672
5,5,0,0,5.181942404756187,0,6.833069362409452
16,5,1,1,11.804095638548104,1,17.432969408987464
0,4,1,0,7.746358462561984,1,15.626772671085194
6,5,0,0,5.472186016453177,0,7.04090329764674
13,6,0,0,5.179579617817389,0,7.503893774498084
2,5,1,0,8.086757186364547,1,14.98851442742817
15,8,1,0,4.3039226501249335,0,3.3638887739739243
8,2,1,0,7.49507172807306,1,15.35949393635512
3,5,0,0,8.60896082447691,1,15.40111218122003
6,3,0,1,6.8640861160981785,0,8.632387257725696
10,6,1,1,8.202779703774578,1,14.761184325233614
12,6,1,1,3.4768185005936787,0,4.397530196030187
10,6,1,1,7.131102234445952,1,13.15938584599274
6,8,0,1,5.838768082303911,0,7.7130413801636735
7,5,1,0,5.306261322741016,0,6.598557804146264
9,5,0,0,4.459619074533445,0,5.694616752560814
4,4,1,0,6.52956211139488,0,9.0871636483835
5,5,0,0,6.651813838668193,0,9.325388352632045
8,5,0,0,8.369758267534364,1,14.834997308724704
9,3,1,1,9.816972464389965,1,16.16855394058805
11,7,1,0,8.633698988015096,1,15.133774161209171
12,4,1,1,6.191168423714148,0,7.403454113173795
3,5,1,0,6.378112689050469,0,8.002542373665511
4,4,1,0,5.717262772969644,0,7.77536156672431
8,6,1,0,5.473392861166062,0,7.725387533204155
4,6,0,1,6.997686342185639,0,10.205837099523547
7,5,0,0,4.799172260119551,0,6.454321639391206
8,9,0,0,4.722870006003795,0,5.834894319909202
7,5,0,0,4.024649011113111,0,5.207195807029697
11,5,0,0,8.934294427159083,1,14.73215882177061
8,5,1,1,5.753727213628132,0,7.367434021229601
9,7,1,0,7.044331561132891,1,14.208282739957216
7,6,0,1,6.942577477076238,0,8.922911801445137
4,5,0,1,9.316628406056251,1,16.4186519046981
10,5,0,0,9.009032510817857,1,15.089407301629512
8,5,0,1,7.475255750142137,1,14.763609279158056
5,4,1,1,5.188282951733991,0,6.616095578487729
10,4,0,1,4.882695935380784,0,6.065977601269743
9,7,1,0,7.919871185731229,1,13.680143584448828
3,7,0,0,8.755204859304394,1,15.625746041628023
11,7,0,0,5.646723573847606,0,7.53364542069593
8,7,0,0,7.6857649616878,1,14.710437214585411
13,5,0,0,12.077802950283802,1,18.593822965532905
12,4,1,0,9.420197470763403,1,16.07882438468966
10,3,0,0,8.231142195783601,1,14.418438863862203
9,7,0,0,8.345160142516121,1,15.273614127218304
12,6,1,0,6.865595182625443,0,9.3395933114157
11,4,0,1,9.557227201312708,1,15.897220823336474
13,7,0,0,9.432057760214734,1,15.40773081177256
7,4,0,0,2.3169838990337297,0,2.0655830760182328
7,5,0,0,5.502587843407229,0,7.56828489858284
14,5,0,0,7.231837580801058,1,13.78388061625566
11,5,0,0,5.086380676549238,0,6.880590488065685
4,6,1,1,7.293912045494554,1,15.010122202569496
8,5,1,1,6.271608077289107,0,8.081629348001462
10,4,1,1,7.933631351434064,1,15.15383194806796
1,8,0,1,7.689974162942876,1,14.55735120067604
8,4,0,1,5.612930515318224,0,7.09427321823263
8,3,1,0,6.873191449706874,0,7.90470419952985
11,6,1,0,9.304614514996704,1,14.466602762413512
6,6,0,1,9.63421820551387,1,15.885201351599742
11,7,1,1,7.682633422431969,1,13.673175861821678
5,7,0,0,8.641461575802307,1,15.73903321667631
2,6,1,0,3.7875516402373344,0,3.967659824904637
8,4,0,0,8.21122115103284,1,14.654636581158986
6,6,1,0,6.145189976118684,0,8.349881798513826
6,6,1,1,5.528213976405271,0,7.111253351759695
10,5,1,1,4.839675271024763,0,5.777385572312693
12,3,0,0,3.740260965821237,0,3.751809492038873
13,7,0,0,7.513458981346889,1,14.00723417085339
8,6,1,1,5.467479827720962,0,5.259915115816286
7,5,0,0,7.02292459051347,1,12.915791199732048
3,5,1,1,8.526455520366056,1,15.287993507336706
5,6,0,1,6.967269889230884,0,8.960294812518338
2,8,1,1,7.999356203974682,1,14.775373440866476
8,4,1,0,4.648608855902334,0,6.554835811932716
3,6,1,0,5.752423961316897,0,8.003410744860629
9,5,0,1,7.081698748561511,1,13.999546278154332
5,5,0,1,6.171596759372745,0,8.736389838403472
3,5,0,0,7.748312148004522,1,14.951883858970112
9,4,0,0,8.2319547462709,1,14.811890091836862
6,6,0,0,7.217714143234827,1,14.120099392551026
8,6,1,1,10.98716178968708,1,17.209996904366708
7,6,0,1,7.037242831699108,1,14.345844276269515
6,6,1,0,6.782647532029014,0,9.1862309802899
6,8,1,1,7.663420472386071,1,14.832145815036558
7,4,0,1,5.649073630856734,0,8.412791333392686
4,6,0,0,5.411821802254288,0,7.663927724113163
4,5,0,0,6.489129682062756,0,9.42960885496064
6,6,1,0,8.230958468518109,1,14.55248179221407
11,4,1,0,8.706105810586285,1,16.10342934385571
7,6,0,1,2.8185028729272306,0,3.762272862874335
-1,7,1,0,9.582776689952066,1,16.4058075824739
9,5,1,0,5.905763300935907,0,8.554455991735903
3,5,1,1,7.139376499913089,1,13.972791934969216
9,7,1,1,6.147388132961148,0,9.168800419221574
7,4,1,0,9.021227770781826,1,15.57379719225194
9,5,0,0,7.973893828855805,1,14.27473574253794
9,6,1,1,6.531335745094738,0,9.081931407037596
7,6,1,1,9.086961925437286,1,15.63574797009714
1,5,0,0,7.858105080539883,1,14.604242816236605
10,6,0,1,9.21557238769173,1,15.913430872417829
8,6,0,1,6.176659148753078,0,7.704073468434704
2,7,1,1,6.37736273628374,0,8.439766077326409
10,5,1,0,4.720115496117202,0,6.068762505522435
7,6,0,1,8.132694884462499,1,14.651220865616944
7,5,1,1,8.771678744777036,1,14.858504845693355
0,4,1,1,8.24847381606377,1,15.847983394022595
5,6,1,1,8.21214951803037,1,14.800905482899111
10,6,0,1,9.285434800951029,1,15.729500986526784
5,6,0,1,5.996957320856846,0,7.152624030124128
4,4,1,0,8.225652023431083,1,14.893522968016084
5,6,1,1,8.840152823096245,1,15.55215311041221
6,5,0,1,8.898753211893165,1,15.446856622799286
8,4,1,1,5.78049760958386,0,7.832085311428635
11,8,1,1,4.692464841283689,0,5.390251371064768
9,4,0,1,7.543256754608548,1,14.814840134946266
5,3,1,1,6.979685702243294,0,8.97688256362674
13,5,0,1,6.107014288191079,0,7.947479868969642
10,5,1,0,9.954219949555783,1,16.734020782133634
7,6,1,1,11.36913577437399,1,16.967339437294516
15,3,1,0,8.522680075671085,1,14.824827857288394
3,5,1,1,7.628659355069302,1,14.258292387034532
2,5,0,1,2.360365058379544,0,3.025981285831991
7,7,0,0,7.158274366961782,1,14.232359086214636
9,7,1,0,10.016764230845812,1,16.563515896547525
9,6,0,0,7.039331573864375,1,13.688392248024096
12,8,0,1,9.416511065374095,1,14.745839245307447
10,6,0,0,2.928576510002085,0,3.3821833217981414
6,7,0,0,5.422214315543229,0,6.139844835952136
5,6,1,1,6.561874942748485,0,8.85993388131818
6,7,0,1,5.058452090624181,0,6.90998381668828
8,6,1,0,3.9810871927603255,0,4.270368783959574
7,6,0,1,7.12722348659789,1,13.557724173228396
