defendant_id,post_policy,new_sentencing_policy,sentence_length,defendant_age,previous_convictions,legal_representation,income_level
632,0,0,51.03914618619315,1,7,0,0
633,0,1,53.19545364544854,2,9,1,1
634,0,0,50.85184932905136,3,8,0,0
635,0,0,50.4822208295191,4,6,1,1
636,0,1,50.4471228210289,2,6,0,0
637,0,1,50.33952840929989,2,4,1,1
638,0,0,50.801393036424535,4,7,0,0
639,0,0,51.65802975492375,5,4,0,0
640,0,0,51.3700938890201,3,8,1,0
641,0,1,49.140686769595575,3,8,0,1
642,0,0,52.038836693652776,4,5,1,1
643,0,1,52.788330456949616,1,7,1,0
644,0,1,50.410718818275576,2,8,0,1
645,0,1,48.120815839532,1,9,1,1
646,0,0,50.31924118986574,2,4,1,0
647,0,1,52.31465289502546,5,3,1,0
648,0,1,50.02226298600245,2,10,1,1
649,0,1,50.02237975354623,3,7,0,0
650,0,1,50.84997582304035,5,6,1,1
651,0,1,49.55970406114409,3,5,1,1
652,0,1,49.85729521594444,4,7,0,0
653,0,1,50.60482580989781,3,9,1,1
654,0,1,50.41997825846089,2,7,1,1
655,0,0,52.76156509479169,1,6,0,1
656,0,0,50.763647920295135,2,7,0,1
657,0,1,50.13639022574887,3,5,0,0
658,0,0,50.01745487282968,3,5,0,0
659,0,0,52.120360885636806,3,6,0,0
660,0,0,50.31106306090454,3,7,1,1
661,0,1,49.99928955909892,3,6,0,0
662,0,1,52.481359146837576,2,8,1,0
663,0,0,52.10086748069835,1,5,1,0
664,0,0,51.14691253861389,3,5,1,1
665,0,1,51.28568798855268,2,3,0,1
666,0,0,51.17846071685261,3,5,0,1
667,0,0,50.81350793943957,2,4,0,0
668,0,0,51.98748860094325,3,10,0,1
669,0,0,52.34539716179138,3,4,0,0
670,0,0,50.96434020813251,3,4,0,1
671,0,1,49.00221446027217,2,6,0,1
672,0,0,52.55261611693252,2,8,1,1
673,0,0,52.28701244831729,2,4,0,0
674,0,1,50.41609459657453,3,6,0,0
675,0,0,51.083949521667776,2,4,1,0
676,0,1,51.02677624317614,3,7,1,0
677,0,0,50.09885675679296,2,5,1,1
678,0,1,50.264828946254674,2,6,1,1
679,0,1,51.77677637142932,3,5,1,0
680,0,0,52.20889526193416,3,9,1,0
681,0,0,53.406354353287256,3,2,1,1
682,0,1,49.24528248845448,3,5,0,0
683,0,0,51.80644165701026,4,6,1,1
684,0,0,51.03334294069455,2,5,1,0
685,0,0,52.710612228833945,1,2,1,0
686,0,1,50.98239975854046,4,6,0,0
687,0,0,51.28654525467789,4,6,1,1
688,0,1,53.00660826672732,2,6,1,0
689,0,0,50.067850549577614,1,5,0,1
690,0,0,52.615312281244734,4,10,0,1
691,0,0,51.20020598541223,2,6,0,1
692,0,1,51.97570608560975,5,2,1,0
693,0,1,50.35630733205341,2,6,0,0
694,0,0,51.53590482747392,3,6,1,1
695,0,0,51.1804724857732,3,7,1,0
696,0,0,52.08449233525826,3,9,0,1
697,0,0,49.60977517361438,1,6,1,1
698,0,1,50.09576191059107,2,7,0,0
699,0,0,49.62806734215616,1,5,0,1
700,0,0,50.643829167529184,2,7,0,1
701,0,0,51.90381598967193,3,11,0,1
702,0,0,50.737118861816015,3,5,0,0
703,0,1,49.45074456429917,3,4,0,1
704,0,1,50.35038368526256,2,7,0,0
705,0,1,49.76029401201025,3,6,1,1
706,0,1,52.255647745506536,3,4,1,1
707,0,1,51.61401505131634,5,8,0,0
708,0,0,51.39618400707292,2,8,1,0
709,0,1,49.34630720029159,2,6,1,1
710,0,0,51.47968560879299,3,6,1,1
711,0,1,51.34422874129591,4,7,1,0
712,0,1,52.71108442944976,2,6,1,1
713,0,1,51.26790305965412,3,6,1,1
714,0,1,52.30426572171894,3,9,1,1
715,0,0,50.40593012698077,4,10,1,1
716,0,1,52.48827427158936,4,4,0,1
717,0,1,51.70190139581419,2,8,1,1
718,0,0,51.88972880249521,1,6,1,0
719,0,1,51.34059553356912,1,7,0,0
720,0,1,52.67447338529056,2,6,0,0
721,0,0,51.22986766068918,3,8,1,0
722,0,0,51.94960039941621,2,8,0,0
723,0,0,54.13910782921161,3,10,0,0
724,0,0,49.95354339637076,2,8,1,0
725,0,1,50.79530530443284,4,9,0,0
726,0,1,50.12120938512052,4,8,0,1
727,0,1,50.77768283990411,1,6,1,0
728,0,0,52.15205663097371,1,3,0,1
729,0,1,51.35678516213142,3,4,1,0
730,0,0,49.876539017204365,4,7,1,1
731,0,1,54.14824088322287,1,4,0,0
732,0,1,50.0582193659941,3,7,0,0
733,0,0,53.61755265156691,2,6,1,1
734,0,0,51.80036325105094,1,5,0,1
735,0,1,51.35031592314807,2,4,0,1
736,0,1,50.91634879652496,3,5,0,0
737,0,0,50.7544110151242,3,7,0,1
738,0,0,51.76653614956295,3,6,1,1
739,0,0,51.09347160857838,2,8,0,1
740,0,0,52.07947664316082,1,6,0,0
741,0,1,49.77205518157784,1,7,0,0
742,0,0,50.97132838063588,2,6,0,1
743,0,0,51.34323830678986,3,6,1,0
744,0,1,51.3258575014948,0,6,1,0
745,0,0,52.10699711821441,3,6,0,1
746,0,0,49.91871602188585,2,11,1,1
747,0,0,53.07022525892008,2,4,1,1
748,0,0,51.71874293258462,3,6,1,0
749,0,1,52.20925775577902,1,7,1,0
750,0,1,49.55469056741572,3,4,1,0
751,0,0,50.23392146108613,0,5,1,1
752,0,1,50.82858143470009,1,7,0,0
753,0,1,50.382935063748896,2,5,1,1
754,0,1,51.63331408129395,3,8,1,1
755,0,1,53.05498016233073,2,5,0,1
756,0,0,52.13892796493696,3,7,0,0
757,0,1,50.66970247069079,2,6,0,1
758,0,1,47.57640434895885,4,6,0,1
759,0,0,51.41545931339164,2,9,1,1
760,0,0,49.69868013951582,3,5,0,0
761,0,1,49.65066968018997,3,5,1,0
762,0,0,51.21732812347439,2,7,0,0
763,0,0,51.720789771147295,3,4,0,1
764,0,1,50.681131177540905,2,8,0,0
765,0,0,49.75225947858465,3,4,1,0
766,0,1,50.7039337399411,3,6,0,1
767,0,0,52.44475700911072,4,5,1,1
768,0,1,52.21599274758462,4,8,0,0
769,0,0,50.82635006062844,2,5,0,1
770,0,0,51.91731211737467,1,9,0,1
771,0,0,51.63920119289551,3,7,0,0
772,0,1,50.64520393131461,3,5,0,1
773,0,0,51.73644567462099,3,5,1,1
774,0,1,51.54510455003319,2,7,0,0
775,0,0,52.07546077164482,2,5,1,0
776,0,0,50.87398204757729,4,7,1,1
777,0,1,47.572986799330096,5,7,1,0
778,0,1,50.66035435180772,1,6,0,0
779,0,0,52.23393987680193,2,5,0,0
780,0,0,52.1225564066771,4,4,0,0
781,0,0,51.03319915942397,2,6,0,0
782,0,0,50.95100331616931,1,7,1,0
783,0,0,51.56478011960766,2,3,0,0
784,0,0,52.135403754540285,3,5,0,1
785,0,0,51.44632841298491,3,6,0,1
786,0,1,49.79626424935913,1,5,0,0
787,0,1,53.0565866270791,4,7,1,0
788,0,0,51.11944474080008,2,5,1,1
789,0,0,51.087229428674334,3,7,1,1
790,0,0,52.35908962251494,4,3,0,0
791,0,1,51.49976775635562,3,8,1,0
792,0,0,51.33134159584525,2,3,0,0
793,0,1,50.77716087044362,6,8,0,1
794,0,0,49.8447683628687,0,9,0,0
795,0,0,52.03938484642143,3,1,0,1
796,0,1,50.78902238764405,2,8,0,0
797,0,0,53.51321128935679,0,9,1,1
798,0,0,51.65400340071778,4,7,0,0
799,0,0,50.92999462314639,2,6,1,0
800,0,0,50.998096683037446,0,5,0,1
801,0,1,53.175900509355415,2,4,0,0
802,0,1,50.0189756130027,4,7,0,0
803,0,1,52.37459455412071,3,5,1,1
804,0,0,50.7568704190449,2,7,1,1
805,0,1,51.935715098805154,2,7,0,1
806,0,0,50.46279934459085,3,9,1,1
807,0,0,51.75714668900008,3,8,0,1
808,0,0,51.66067420050097,2,9,0,0
809,0,0,49.35047901274065,3,5,1,0
810,0,0,51.458427608107655,2,8,0,1
811,0,1,51.071070676424064,1,5,1,0
812,0,0,52.04868459661918,3,5,1,0
813,0,0,50.44999495898518,3,5,1,0
814,0,0,50.250630653100615,3,8,1,0
815,0,1,50.34462519405499,3,7,0,0
816,0,1,49.36160585647925,4,6,1,0
817,0,0,52.96846452125832,2,10,1,1
818,0,1,48.89775844442483,4,7,0,0
819,0,0,52.56327113949981,3,8,0,0
820,0,1,50.73647653254915,3,6,1,1
821,0,0,51.74207952640167,2,6,1,1
822,0,0,50.90039712909789,3,10,0,1
823,0,1,49.73022895039274,2,5,1,1
824,0,1,50.99883349730476,3,7,0,0
825,0,0,52.049694600411016,3,6,0,1
826,0,0,50.5817336481075,2,5,1,1
827,0,0,51.68147248929458,4,7,0,1
828,0,1,51.7353710253864,2,8,1,0
829,0,1,50.62156041684816,2,8,1,0
830,0,1,49.250048434323936,3,6,0,0
831,0,1,51.748932827412126,3,7,0,0
832,0,0,50.814003060537786,2,8,1,1
833,0,1,49.4532205943237,4,4,0,0
834,0,0,49.4857107771038,2,7,1,0
835,0,1,51.92273872434974,3,6,1,0
836,0,0,49.928785435895534,3,6,1,0
837,0,1,51.99586472721919,3,7,1,0
838,0,0,50.55525326640607,2,6,0,0
839,0,0,49.662024157737605,1,5,0,1
840,0,1,50.49945934150415,2,8,0,1
841,0,1,51.02594143913196,1,5,1,1
842,0,1,50.89765747771158,2,7,1,0
843,0,0,50.19603057572942,5,7,0,0
844,0,0,50.11317644283981,2,8,0,1
845,0,1,53.46554510498237,2,4,0,0
846,0,1,49.70731103249996,2,6,0,1
847,0,0,52.237837333776255,4,5,1,0
848,0,1,50.930014148413896,2,6,0,1
849,0,0,51.92983872888101,3,7,1,1
850,0,1,50.66275499042443,3,7,0,1
851,0,1,50.73808578542397,3,8,1,0
852,0,1,48.21713574407421,5,8,0,1
853,0,1,50.50104171307285,4,9,0,1
854,0,1,50.97065625444531,1,5,0,1
855,0,0,51.550839612108106,4,7,0,1
856,0,1,51.22705384297085,1,8,1,0
857,0,1,50.74950757462741,1,7,0,0
858,0,1,49.78318530348725,4,6,1,1
859,0,0,52.6536473543993,2,5,1,0
860,0,1,49.981749815654176,3,7,0,0
861,0,0,51.09092810422656,3,7,0,0
862,0,0,50.63393588071773,2,5,1,0
863,0,1,50.00030684536818,2,7,0,1
864,0,1,50.20910494837555,2,5,1,1
865,0,0,51.57646078128849,2,8,1,0
866,0,1,51.47476715030197,1,5,1,0
867,0,0,50.99801511910361,3,6,0,1
868,0,1,49.70738066088428,2,8,1,0
869,0,1,52.10922725503354,1,6,0,1
870,0,0,52.16465399332044,4,4,0,1
871,0,0,50.640700096416765,2,4,0,0
872,0,0,52.27014801776372,2,4,0,0
873,0,1,52.15528452847274,1,7,1,0
874,0,0,51.1618417385481,2,7,1,1
875,0,0,51.17416082778836,1,6,1,1
876,0,1,50.51885934562866,2,9,1,1
877,0,0,51.24905423661423,2,6,0,1
878,0,0,50.784700737142096,4,6,0,1
879,0,1,52.2507296521256,3,5,1,0
880,0,1,52.08469618228783,1,7,1,0
881,0,0,52.39196272869286,3,5,1,1
882,0,0,50.48987661224995,3,4,0,1
883,0,0,51.79508217159764,4,3,1,0
884,0,0,51.21071498872514,3,7,1,1
885,0,1,52.01698816008795,4,3,1,0
886,0,1,50.99635424784273,2,6,0,1
887,0,0,51.71959230491672,1,6,0,0
888,0,0,51.92635834973704,2,3,0,1
889,0,0,52.08709731367488,3,6,0,0
890,0,0,51.221913713360586,4,6,1,1
891,0,1,50.17456878912969,3,9,1,0
892,0,0,52.57996433379623,4,6,1,0
893,0,1,50.40303549796126,4,8,0,0
894,0,0,50.05728696377964,2,7,0,1
895,0,1,49.97752439416993,2,5,0,1
896,0,1,51.14569296687736,2,3,0,0
897,0,1,51.743944903024506,3,4,1,0
898,0,1,51.64501590794699,1,8,0,1
899,0,0,52.3101635030161,3,7,1,0
900,0,0,49.67915116480015,1,7,0,1
901,0,0,51.20217767206041,1,9,1,0
902,0,0,50.574937784506425,2,5,1,1
903,0,1,50.45458326537781,2,6,1,0
904,0,0,51.29225782224308,2,8,1,0
905,0,0,51.1237921067472,3,7,1,0
906,0,1,51.482706126031424,2,4,1,0
907,0,1,50.12056974721455,3,4,1,0
908,0,0,54.54144932650309,3,9,0,1
909,0,0,51.22850632129413,1,8,1,1
910,0,0,52.07710566067404,2,6,0,1
911,0,0,51.204380928027206,2,6,1,1
912,0,1,51.012806513710096,2,6,1,1
913,0,1,53.055578766089,3,7,1,0
914,0,1,52.24495984322872,0,6,1,1
915,0,0,51.20596876736397,2,6,0,0
916,0,0,51.92293670638191,1,8,0,0
917,0,1,49.90479205641613,3,5,0,0
918,0,0,50.877588384337216,3,4,0,0
919,0,0,53.01465592752283,4,8,1,0
920,0,0,52.59053683983719,1,6,1,0
921,0,0,51.17943281291127,0,6,0,0
922,0,1,52.435423553744585,3,7,0,0
923,0,1,52.13231498307242,3,8,1,1
924,0,1,50.06789145125831,2,10,0,0
925,0,1,49.14620937712266,3,7,0,0
926,0,1,50.40279415849242,4,9,1,1
927,0,1,50.36268558052342,2,7,0,1
928,0,0,52.34293899038872,2,6,0,0
929,0,0,51.34502135815727,2,5,1,1
930,0,1,51.55667955472791,3,4,1,0
931,0,0,50.9919158327819,2,8,1,1
932,0,1,51.26674317417434,1,6,1,0
933,0,0,50.70085155449031,2,9,0,0
934,0,0,49.82469329642097,2,5,0,0
935,0,0,50.961328369234856,1,8,0,1
936,0,0,51.20062745688378,3,5,0,0
937,0,0,51.56597089650205,3,7,0,0
938,0,0,52.25976230324302,3,7,1,1
939,0,0,51.21221494327785,3,9,0,0
940,0,0,50.79474766210956,3,8,1,1
941,0,0,51.44208748222154,3,2,1,0
942,0,1,49.90831171157698,3,7,0,1
943,0,0,50.09210309714352,3,5,0,0
944,0,0,53.26303464185337,4,5,1,1
945,0,0,51.477873280848456,3,7,1,0
946,0,0,51.36651866439513,3,5,1,1
947,0,0,50.8202358678001,3,8,0,0
948,0,1,50.26653934949329,2,7,0,1
949,0,0,50.40769887275216,3,3,0,1
950,0,0,50.50831823489187,5,5,1,0
951,0,0,50.712298948660624,3,5,1,1
952,0,1,50.722374583908696,2,6,1,1
953,0,0,51.90833150357228,3,5,1,1
954,0,1,52.329722762361776,3,5,0,1
955,0,0,51.19107334270453,3,3,1,0
956,0,1,50.604068387641526,2,7,1,0
957,0,1,49.321869310848186,3,7,1,1
958,0,1,51.26383682337792,2,6,0,1
959,0,1,50.66166205462208,2,7,0,1
960,0,0,50.64682814367492,3,4,1,0
961,0,0,51.49739656684953,2,4,0,0
962,0,0,51.69034582087643,1,7,1,0
963,0,0,49.27206886722827,2,6,1,1
964,0,0,53.70501134339504,2,7,0,0
965,0,0,51.69511097561325,2,7,1,1
966,0,0,54.0040617397256,2,6,0,0
967,0,0,51.58100616928062,1,7,0,0
968,0,1,50.77485603791728,2,5,1,1
969,0,0,51.62622768335241,2,8,1,1
970,0,1,50.04039241240556,2,7,0,1
971,0,1,51.87484103868229,2,3,0,1
972,0,1,49.96918662087962,5,7,0,1
973,0,0,51.75695184618882,1,7,0,0
974,0,1,51.38146669005699,1,9,0,0
975,0,1,50.2422901759136,1,5,1,1
976,0,0,50.15669550150846,4,9,1,0
977,0,0,50.810058578734825,3,8,0,1
978,0,1,51.57836716079692,2,5,0,1
979,0,1,51.25994981398964,2,8,1,0
980,0,0,51.32797654554316,3,3,1,1
981,0,0,50.53947771344721,3,7,0,0
982,0,1,49.274276548569865,2,6,0,1
983,0,1,51.16836946621492,2,5,1,0
984,0,0,50.83855071826765,2,6,0,1
985,0,0,52.18265478261857,3,8,0,1
986,0,1,52.1783010932034,1,6,1,0
987,0,0,50.257996432305575,0,6,0,1
988,0,1,49.40482100387479,2,8,0,0
989,0,0,52.82825464240575,2,7,0,0
990,0,0,49.80291871222582,2,9,0,1
991,0,0,52.02171888828213,4,2,1,1
992,0,0,51.31621111633654,2,6,1,1
993,0,1,51.8958780496169,2,5,1,1
994,0,1,49.91352042240563,2,7,1,1
995,0,0,52.02174190652459,2,5,0,0
996,0,1,49.7109654315733,2,6,1,0
997,0,1,49.83110829958117,2,7,1,0
998,0,0,49.2373798453507,1,5,1,1
999,0,1,50.89204776666136,2,6,0,0
0,1,1,54.73892389957281,3,4,0,1
1,1,0,50.98269727405566,3,5,0,1
2,1,0,50.99205062512616,3,6,0,1
3,1,0,49.852888325423166,2,4,0,0
4,1,1,54.50947353711511,1,2,0,0
5,1,0,50.62920002055479,2,8,1,0
6,1,1,54.84078236612877,3,9,1,1
7,1,1,55.47146163256209,2,5,1,0
8,1,0,49.93023821555098,4,6,1,1
9,1,0,51.00014441074237,2,9,0,1
10,1,1,54.18511777261502,0,11,1,0
11,1,0,51.31468782629322,2,6,1,0
12,1,1,54.49043051051698,2,7,1,0
13,1,0,49.99731388097008,2,8,1,0
14,1,0,51.1250714879616,1,5,0,0
15,1,0,50.291378995244806,5,8,1,0
16,1,0,49.98455716315218,2,7,0,1
17,1,0,52.14736428648708,2,5,1,0
18,1,1,54.9119005588579,3,5,0,0
19,1,1,54.336715699589234,3,7,0,1
20,1,1,56.45908731971001,4,4,1,1
21,1,1,55.93326982007476,1,6,0,0
22,1,0,52.16208815195812,3,5,0,1
23,1,0,50.8850246598776,3,8,1,1
24,1,1,54.50721587142521,3,4,1,1
25,1,0,50.14942878934848,2,11,1,1
26,1,0,51.449174232179736,3,7,0,0
27,1,0,51.30813410322755,1,8,1,1
28,1,0,51.39831948616828,4,7,1,0
29,1,0,51.72783496121954,2,4,1,1
30,1,1,56.19395031514688,1,8,0,1
31,1,0,49.95256500460852,3,8,0,0
32,1,0,50.54044655366423,2,10,0,1
33,1,1,53.03092360175005,4,4,1,1
34,1,1,52.784019101847015,3,5,0,0
35,1,1,54.321186518075166,1,7,0,0
36,1,0,51.07023133273719,2,8,1,0
37,1,1,54.51234940599756,3,7,0,0
38,1,0,50.86586365839191,4,8,1,1
39,1,0,50.71741838789775,2,7,1,0
40,1,1,55.984183356294224,3,4,0,1
41,1,0,51.36398098415778,1,4,1,0
42,1,0,49.22348985679858,3,6,1,0
43,1,0,50.31309491452099,2,6,0,1
44,1,1,53.312144159656896,2,8,0,1
45,1,0,51.44063699767622,4,4,1,1
46,1,0,53.132247611850765,2,4,1,1
47,1,0,51.62158876296355,2,4,0,0
48,1,0,48.44289504913155,1,9,1,1
49,1,1,53.01510837713028,2,5,0,0
50,1,1,54.923871461491,2,8,0,1
51,1,0,51.79876626155277,4,8,0,1
52,1,1,54.5353419677548,2,7,0,0
53,1,0,50.00478592122599,2,7,0,1
54,1,0,50.01566842434454,2,7,0,1
55,1,1,54.55392028251656,2,1,1,0
56,1,1,54.08538551112402,1,8,0,1
57,1,0,51.93697846461275,2,5,0,0
58,1,1,54.59475681911111,2,8,0,0
59,1,1,52.748790947018406,1,6,0,1
60,1,0,50.47557460521146,4,5,1,0
61,1,0,51.1087313950907,3,7,0,0
62,1,1,53.570305758753626,3,7,1,1
63,1,0,52.93027550672896,3,6,1,1
64,1,1,55.1402438765103,3,4,1,1
65,1,1,54.806591778251736,1,6,0,1
66,1,1,53.49968803895535,3,6,0,0
67,1,1,54.51075553306596,1,10,0,0
68,1,0,49.3420216528032,4,6,1,0
69,1,0,50.12815707404902,2,9,1,0
70,1,1,55.2041815949279,3,6,1,0
71,1,1,54.34207887486183,0,4,0,0
72,1,0,50.91184249350344,4,8,0,1
73,1,0,52.31871863220584,2,7,1,0
74,1,1,53.79630912403832,4,8,1,1
75,1,1,55.66784357045695,3,7,0,1
76,1,0,50.13674640811598,2,5,0,0
77,1,1,54.92965643612,2,6,1,0
78,1,0,50.18033509579716,2,7,0,1
79,1,0,52.43978509559816,1,7,1,0
80,1,0,49.83219539477797,3,5,1,0
81,1,0,50.0413471624778,3,10,0,1
82,1,0,50.13727210534572,4,6,1,0
83,1,0,48.82752776445537,3,6,1,1
84,1,1,54.945398696060046,3,6,1,1
85,1,1,54.31636358815313,2,5,0,0
86,1,0,51.28774043720127,2,7,1,1
87,1,1,54.51628522558767,2,6,1,0
88,1,1,52.88476894390725,2,9,1,1
89,1,0,51.70162542106769,3,7,1,1
90,1,1,54.70236757015651,2,5,0,1
91,1,0,50.46645227862005,2,8,1,1
92,1,1,55.0533737481832,4,6,1,1
93,1,0,50.91396084905789,0,8,1,1
94,1,0,52.05741022039728,2,6,1,0
95,1,1,53.898918330099846,2,7,0,0
96,1,0,49.87671599083259,2,6,0,1
97,1,1,53.02092438315104,3,7,0,0
98,1,1,55.698003120069785,4,9,1,0
99,1,1,55.04322125763613,2,8,1,1
100,1,0,52.29523316258873,3,7,0,0
101,1,1,54.91716833282486,4,3,1,1
102,1,1,54.01440034896311,2,3,0,0
103,1,1,54.28651125129978,3,5,0,1
104,1,0,51.36896175869035,1,3,1,0
105,1,0,50.9710735088064,1,6,0,0
106,1,1,56.52067111640645,3,6,1,0
107,1,1,55.28822210565517,2,8,0,0
108,1,1,54.153971679658895,3,8,0,1
109,1,1,55.09321920770209,3,8,0,1
110,1,0,51.00553874918928,1,8,1,1
111,1,0,50.22349749860062,1,7,0,1
112,1,0,51.466635850234255,4,10,1,0
113,1,0,51.381162665327054,3,3,1,0
114,1,0,52.28114582808403,1,6,0,0
115,1,0,50.83382079518493,2,8,1,0
116,1,0,51.953489243884896,2,9,1,1
117,1,0,50.696219848291385,1,4,0,1
118,1,1,55.69560313058564,1,3,1,0
119,1,0,51.9909223787002,3,6,1,0
120,1,0,50.319892372773054,3,7,1,1
121,1,1,54.81573035012227,2,4,0,1
122,1,1,54.9017819443133,3,5,0,1
123,1,1,54.80538498633185,3,5,1,0
124,1,1,55.316366329425904,3,6,0,0
125,1,0,50.21471088577149,2,6,0,1
126,1,0,51.20858205313444,2,7,1,0
127,1,0,51.3402814130898,1,5,1,0
128,1,0,52.09160662879068,1,7,0,1
129,1,0,50.908749101913415,3,8,1,1
130,1,0,50.26611341486485,1,6,0,0
131,1,0,50.67319049506269,3,5,0,0
132,1,1,57.003412971294296,3,4,0,0
133,1,0,48.78160867482011,3,7,1,0
134,1,0,50.064760081578456,6,4,0,0
135,1,1,55.72781095792057,4,6,1,0
136,1,1,53.41136881340697,1,6,0,1
137,1,0,49.56105603426407,4,9,0,0
138,1,1,53.097051526913376,2,7,0,0
139,1,1,54.1110369225898,3,4,1,0
140,1,0,51.3355468147916,3,6,1,0
141,1,0,50.56141271867553,2,7,1,0
142,1,1,54.543410081738976,3,5,1,1
143,1,0,50.00294683953987,3,5,0,1
144,1,0,48.493713509909306,2,6,0,1
145,1,0,51.57506638160695,3,5,0,1
146,1,1,56.35326561200729,2,7,1,1
147,1,1,54.24919539185885,5,7,0,1
148,1,0,51.87466782571368,2,5,1,0
149,1,1,54.85210389594977,3,7,0,0
150,1,1,56.631499544132645,3,6,0,0
151,1,1,54.757289863182486,3,4,0,1
152,1,0,50.62629510003492,2,9,0,1
153,1,0,50.381539019878375,1,8,0,0
154,1,0,49.18729892555197,2,6,0,0
155,1,0,51.35441229053996,3,9,0,0
156,1,0,51.23258515411679,1,4,0,1
157,1,0,51.18458763529124,2,9,1,0
158,1,1,55.65509922000439,2,6,0,1
159,1,0,51.96885126923081,2,9,0,1
160,1,1,54.78972503694055,2,4,0,1
161,1,0,50.84442151822425,3,6,0,0
162,1,0,49.04089515441488,4,4,0,0
163,1,0,51.49244850434208,3,12,0,1
164,1,0,50.89222949391044,2,6,0,1
165,1,1,54.05857910345859,3,9,1,0
166,1,0,50.566921909620405,0,10,0,1
167,1,0,51.10937294939689,2,8,1,1
168,1,0,48.546247175809015,5,6,0,0
169,1,1,55.2423432680208,2,6,0,0
170,1,1,55.11913251980746,3,6,1,1
171,1,0,50.34406111415296,2,6,0,1
172,1,0,50.224375146148105,3,6,0,1
173,1,0,50.28601482003295,1,4,0,1
174,1,1,53.890812650233286,1,3,1,1
175,1,1,55.05698458301234,0,7,1,0
176,1,1,55.962827160820176,2,10,0,0
177,1,0,49.168774411645785,1,7,0,0
178,1,0,50.2669338162391,2,7,1,1
179,1,0,50.898053321618015,3,8,1,1
180,1,1,56.67934733919997,0,4,0,1
181,1,1,54.26400219328271,3,5,0,0
182,1,1,55.069091724621565,3,10,1,0
183,1,0,49.71392979097205,3,7,1,1
184,1,0,51.591583891188826,3,6,1,0
185,1,1,54.99199917867608,2,6,1,1
186,1,0,50.53048984991977,3,3,0,0
187,1,0,52.72273303090027,3,6,1,1
188,1,0,50.81197478112317,1,7,0,0
189,1,0,50.01449357795597,3,8,0,0
190,1,0,49.763670834278,2,8,0,0
191,1,1,53.57187719798871,3,6,1,1
192,1,0,50.00573961923342,2,9,1,0
193,1,1,54.2951665639408,3,7,0,0
194,1,0,50.52558924964528,3,5,0,1
195,1,0,50.0461627581753,3,4,0,0
196,1,0,50.243040632292825,3,6,1,1
197,1,1,55.22539448066063,3,5,1,0
198,1,0,49.37302693312915,2,8,0,0
199,1,1,54.63077971758523,3,9,0,0
200,1,1,53.85391882098802,4,7,0,0
201,1,0,50.795276719463935,4,5,1,0
202,1,0,48.80103730142788,2,8,1,0
203,1,1,53.92987301111768,2,11,0,1
204,1,0,50.54608241388844,1,6,0,1
205,1,0,51.24485274397231,3,8,1,0
206,1,0,51.99806180367238,2,7,1,1
207,1,0,51.59081903036996,2,6,1,1
208,1,1,53.27009027276974,3,9,1,0
209,1,0,50.81803231228509,2,7,0,1
210,1,0,51.11395422373285,4,4,1,1
211,1,1,55.79963495931107,3,8,1,0
212,1,1,55.11685439419754,1,6,1,0
213,1,0,50.20039770998453,3,7,1,1
214,1,0,50.11550232103252,3,6,1,1
215,1,1,54.00494470893842,3,10,0,1
216,1,0,51.07039413143799,3,7,0,0
217,1,0,50.6115629819971,3,8,0,1
218,1,1,55.15800934873749,1,7,0,1
219,1,0,49.07468902103748,2,3,0,0
220,1,0,51.23615424952035,1,9,1,1
221,1,1,54.08618469382533,2,7,1,1
222,1,1,55.22129967085137,0,4,0,0
223,1,0,51.30551240625793,2,7,0,1
224,1,0,50.11859045539239,2,5,1,1
225,1,0,51.44108286718882,3,6,1,0
226,1,0,50.61848395005776,5,10,0,0
227,1,0,50.28368405720929,4,2,0,1
228,1,1,55.80769696413216,2,9,0,0
229,1,1,53.139815957307405,2,8,1,0
230,1,0,51.18584359340237,2,8,1,1
231,1,0,50.58259164744816,1,2,0,0
232,1,0,50.907484690175394,2,4,1,0
233,1,0,50.25070572056054,2,4,0,0
234,1,0,49.97090075882512,3,8,0,0
235,1,1,54.91938728516654,4,6,1,0
236,1,0,50.21892696713596,2,9,1,1
237,1,1,54.85195617320919,3,5,0,0
238,1,1,55.42298247102931,2,5,1,1
239,1,1,55.4200781049348,3,10,1,0
240,1,0,49.989726118586574,2,8,0,0
241,1,0,50.86502319721036,3,7,1,0
242,1,0,52.23186957959927,2,4,0,1
243,1,0,49.22366072100168,3,6,1,1
244,1,1,53.73658354175687,3,7,0,1
245,1,0,51.06226212106718,2,4,1,1
246,1,1,53.17905897136794,2,6,0,1
247,1,0,50.642393998805616,4,10,0,0
248,1,0,51.14361446030386,3,6,0,0
249,1,1,54.32070808003714,2,8,1,1
250,1,0,51.70954671162885,3,6,0,0
251,1,0,49.70788058923732,1,4,1,0
252,1,0,49.99576185729304,3,8,0,1
253,1,1,53.14591595567056,3,6,0,0
254,1,0,49.358395109254815,2,9,0,1
255,1,0,50.77855952479376,3,5,1,0
256,1,0,49.76026373649333,3,7,1,1
257,1,1,54.50019399488215,0,7,1,0
258,1,1,52.5005496611424,2,6,0,1
259,1,0,52.13267164176035,1,5,1,0
260,1,0,51.69134315719687,4,8,1,0
261,1,1,55.09550019484305,2,6,1,1
262,1,0,51.53746314995573,2,6,1,1
263,1,1,54.21798980593223,2,8,1,0
264,1,0,49.99909813060881,3,8,1,0
265,1,1,54.66187629597242,2,6,1,1
