age,income,rural_residence,gender,minority_status,political_campaign_exposure,voting_behavior
24,25,1,1,0,0,40.20777339099087
32,20,0,0,1,0,35.99826124333856
28,21,1,1,0,0,38.081501395029605
39,14,1,1,0,0,33.41290747070646
38,15,1,1,0,0,34.73363027750751
36,12,1,1,1,0,36.49781662160255
19,29,0,1,1,0,39.76837590494678
40,15,1,0,0,0,34.443136060054094
20,11,1,0,1,1,46.31277888870585
28,7,1,0,0,0,37.32546647105444
31,16,0,0,1,0,36.7691361153205
25,21,0,1,1,1,44.73577952198245
29,17,1,0,0,1,43.52155557014354
35,11,0,0,1,1,40.67566346785523
26,20,1,1,1,0,38.4364432295126
28,16,1,1,0,0,37.64089061498554
26,27,0,0,1,1,45.14928637257375
24,22,1,1,1,1,44.65790250476138
31,20,0,0,0,0,38.86598705821223
21,26,1,0,0,1,46.50915591205845
24,21,1,1,1,0,38.70562077051506
27,20,1,1,1,0,35.608037676512794
20,10,0,1,0,1,47.92457626775536
24,25,0,0,0,1,44.82344371444559
31,21,0,0,1,1,42.92475822642227
14,31,0,1,1,0,41.96216537359359
38,22,1,0,1,1,40.831061014599626
18,0,1,1,1,0,42.03914118321359
22,23,1,1,0,0,41.91978993456456
26,16,1,0,0,0,40.38428608076039
37,11,1,1,0,0,35.33750493549036
0,16,1,0,1,1,54.75867003564062
39,29,0,0,1,1,40.01683910714498
34,16,1,0,0,1,41.26123388457842
35,26,1,0,0,1,39.565805903135846
30,14,1,1,0,0,37.78628004787111
26,17,1,1,1,1,44.95496890567139
36,13,1,1,1,1,41.38384005995612
43,32,1,1,0,0,31.725285042589807
25,17,1,0,1,1,44.66825318700606
40,25,1,1,1,1,38.15506262651247
25,27,1,0,0,1,45.19914574044364
43,14,0,0,1,1,37.65658661630433
28,11,0,1,1,0,38.559610838928975
34,19,0,0,0,0,38.78796556510257
36,18,1,1,0,0,34.24468453318441
24,20,1,0,1,1,45.60363008104689
38,12,1,1,0,0,36.60195868075557
16,28,1,1,1,1,46.944167575600105
31,24,1,1,1,1,41.22797782601711
28,12,1,1,0,0,41.53116875794963
31,21,0,1,1,0,36.98410229440704
26,21,0,1,1,0,40.50746954748624
45,19,0,0,0,1,36.51193355866776
32,16,1,0,1,1,42.5541271595347
30,12,1,0,1,1,42.029157255821495
41,16,0,1,0,0,33.02614854234579
30,24,0,0,0,1,43.752080306863135
25,36,0,1,1,0,36.87016126046438
25,16,0,1,0,0,38.91733131621059
23,18,1,1,1,0,40.149453065250114
28,6,0,1,1,0,40.58834283584526
26,20,1,0,1,1,43.720581415517216
17,19,0,0,1,1,46.874186296960616
25,16,0,1,0,0,40.115045076199465
26,24,1,1,0,0,39.099260735093445
24,16,1,1,0,0,40.14817117111005
40,24,0,0,1,1,40.1188118594814
37,18,0,0,0,1,42.38993392253415
21,15,0,1,1,1,46.813563271893145
24,21,1,0,0,1,46.1326273059197
31,21,1,0,1,1,40.28512495698793
19,23,1,1,0,1,45.62930127343241
15,17,1,0,1,1,47.42958749543741
36,5,0,1,1,1,41.03553413617266
36,23,1,0,1,0,34.837165104165884
29,20,1,0,0,1,43.253743270837965
38,21,1,0,1,0,34.05434128602192
37,22,1,1,1,1,39.885179954272736
32,17,0,0,1,1,43.256459213455976
21,12,0,1,1,0,40.5358981567673
27,19,0,1,0,1,43.60985958916056
28,23,1,1,0,0,38.61296172134573
27,11,0,0,1,1,44.72541072559951
21,28,1,0,0,0,38.540205116556095
28,28,0,1,0,1,42.10746918252708
26,22,1,1,1,1,43.00591140982199
37,24,0,0,0,1,41.687579953195
33,8,1,0,0,0,39.75453001994501
28,23,1,1,1,1,42.70472349834669
12,21,0,0,1,1,48.74106247865869
34,14,1,1,1,0,35.80263969986009
34,16,1,1,0,0,36.36365876653338
40,26,0,1,0,1,39.05265758583071
28,16,0,1,1,1,43.58186519489696
34,20,1,0,1,1,42.376008322451696
26,11,1,1,0,0,40.24230248511015
29,11,0,0,1,0,40.80217312151424
41,23,1,0,1,1,37.62289902243802
19,29,1,0,1,1,46.812667912177
30,19,1,1,1,1,41.09402431578365
29,22,1,1,1,1,44.46078494540466
21,22,0,0,1,1,46.24595832811018
44,30,0,1,0,1,37.15495608321011
22,21,1,1,1,0,41.21236794390837
25,22,1,1,0,1,43.44339189196435
25,17,1,1,0,0,38.40019662499373
41,8,1,1,0,0,34.62414046442931
30,20,1,0,0,0,38.18845185794076
36,13,0,1,1,1,41.93225700268491
35,14,0,0,1,1,40.65775547838904
37,18,1,1,1,1,39.67759460762075
37,26,1,1,1,1,38.45755888213303
30,20,0,1,0,0,40.03741639623797
25,27,0,0,1,1,43.51167328576262
22,24,1,1,0,1,45.402001809302334
35,12,1,1,1,0,36.521523212009726
27,20,1,0,0,1,44.31467238741903
19,18,0,1,0,0,42.67627689676216
38,31,1,1,0,1,38.50586422873758
43,23,0,0,0,0,34.33551708204743
39,13,0,1,0,1,39.204698339130175
29,19,0,1,1,1,44.796578030556525
29,29,1,0,0,0,36.93179949137664
19,26,1,1,1,0,40.34316122502026
35,12,1,1,1,0,38.0267235059073
38,20,0,1,1,1,38.86430804774805
21,23,1,1,1,1,44.193595576464446
35,15,1,0,0,0,35.916618528038995
45,15,1,0,1,1,38.01936077275303
40,24,1,1,0,0,35.384770904851685
23,23,0,0,0,0,39.8083447753902
25,7,1,0,0,0,40.47464586113397
37,32,0,0,1,1,39.71593523973285
25,26,1,1,1,1,41.79571628335816
33,18,0,1,1,0,35.52118744790462
32,20,1,1,1,0,35.048367151929924
32,18,0,1,0,0,37.44558527591485
30,10,1,1,0,0,38.36527689871753
23,26,0,1,1,1,44.72856378758966
33,24,0,0,1,1,40.04041335022534
22,28,1,1,0,0,40.92470167986038
47,20,1,1,1,1,35.91711130067566
39,19,1,0,1,1,37.23077262843579
36,19,1,1,1,1,39.24454540116468
31,20,1,1,1,0,35.75669186598395
29,17,0,1,1,1,42.86634994314827
18,11,0,1,0,0,43.84148132183334
40,18,0,1,1,0,33.12300203788226
39,15,1,1,0,0,35.40165979863842
34,23,0,0,1,1,41.268337597149504
22,20,1,1,0,0,38.9500937767774
36,17,1,1,0,0,35.33808755153294
32,23,0,1,1,0,36.05842095574906
18,22,1,1,0,0,43.72936643871645
13,26,1,1,1,0,42.41088998811859
18,26,1,1,1,0,39.67595490533077
19,12,1,0,1,1,46.36659427986421
33,25,1,0,0,1,42.0727076639973
40,16,1,1,1,1,41.27329629651919
37,18,1,1,0,1,39.35748375197924
18,16,0,1,1,1,46.936581888476944
25,25,0,0,1,1,42.36611271694655
33,17,1,1,0,0,38.02021165757508
16,21,0,1,0,1,48.11012756061466
21,15,1,1,0,1,45.981350007699824
20,30,1,1,0,0,41.72149605892445
25,18,1,0,0,1,46.88492548111363
36,7,0,0,1,1,41.22625942806734
34,17,0,1,1,1,41.69438070600313
30,13,0,0,0,1,42.968478874481015
32,23,0,0,1,0,38.73286930724347
24,13,0,1,0,0,41.12966021135793
37,26,1,0,0,1,39.99038093926819
45,18,1,1,0,0,35.1594821095292
39,26,0,0,1,1,38.64741737016456
31,16,0,0,0,0,37.550757280427305
28,23,0,1,0,0,39.89991854212471
23,23,0,1,0,1,44.71760431453014
25,30,1,1,0,0,39.10140239588901
12,26,1,0,1,1,47.55206743594133
43,16,1,1,1,0,34.26601936616257
34,27,1,0,0,0,36.59462302153029
33,27,0,0,1,1,40.96684284367394
34,20,0,1,1,1,41.3869365526414
38,34,0,0,0,1,39.81174546393157
37,27,0,1,0,0,33.25859980040104
33,11,0,1,0,0,37.78344583112887
35,14,0,0,0,1,40.8622116273101
41,27,1,1,0,0,32.59169393030655
37,21,1,1,1,0,34.114342085125095
26,19,1,1,1,0,39.8612065886119
14,18,0,0,1,1,48.86680752653966
37,20,0,1,0,0,33.99792350902451
24,35,0,0,1,1,43.54336201915746
26,21,0,0,1,1,45.69665430012516
38,29,1,1,0,0,35.482456421237515
26,28,1,1,1,1,43.88798400669475
27,20,0,1,0,1,45.07268108700112
20,28,1,1,0,0,40.33241584876246
41,35,1,0,0,1,36.60365236066259
37,18,0,1,0,0,36.52213026314767
36,27,0,0,0,1,39.54169890847179
27,25,0,0,1,1,44.44345482774354
26,27,1,0,0,1,43.19217520507888
30,13,1,1,0,0,39.462578118764
35,21,1,0,1,1,41.64233584213369
28,25,1,0,1,1,40.66979584954185
34,29,1,1,0,0,34.259581376592514
22,31,0,1,0,1,45.78980455582764
34,21,1,1,0,0,37.950202065239374
23,21,1,0,0,1,46.45650969787912
39,27,0,1,1,1,37.21007949217682
39,31,0,1,0,1,38.774874197299546
37,29,0,0,1,1,40.473741291628535
31,10,1,1,1,0,37.013430525583885
24,14,1,1,1,0,39.8978852280392
24,28,1,1,1,1,44.76781873795536
36,16,0,0,0,1,43.10505532884015
35,18,0,0,0,1,42.164386727383096
27,21,1,1,0,0,35.78105468447021
34,27,0,1,0,1,40.98020872516109
25,23,1,1,0,0,38.90172855340398
28,19,1,1,0,1,44.00112157393112
20,14,0,0,1,0,42.91128265911343
24,25,1,0,0,1,45.35973277515829
30,11,1,1,0,0,37.8226219542984
35,9,0,1,1,1,40.86604941784813
30,15,1,0,0,0,37.8564679004925
19,8,0,1,0,0,42.96872891475325
19,27,1,1,1,0,40.99055503102609
23,25,0,1,1,1,43.79234361151936
31,22,1,1,0,0,35.24956042196878
25,21,0,0,0,1,45.71415379357228
28,9,1,1,1,0,38.27548922570549
28,19,0,1,0,1,45.45052195308095
19,14,1,0,1,0,42.244040257206365
31,29,1,1,0,1,43.24934675752417
27,13,1,0,0,0,39.98541986621333
38,17,1,1,1,0,34.12164365194769
19,16,0,1,1,0,41.093765258490826
33,14,0,1,0,1,42.83112245321799
19,25,1,1,1,1,45.18839659967296
17,7,0,0,1,1,50.64583609813372
23,11,0,0,0,0,39.8423705112265
36,12,1,0,0,1,42.09826478329237
34,20,0,0,1,1,40.96800041488508
15,21,1,0,1,1,47.97834961847644
35,14,1,0,0,0,34.98944306352008
27,18,0,1,1,1,44.02003396790212
27,22,1,0,0,1,43.5037845564283
27,22,0,1,0,0,40.15549610177231
34,22,1,1,0,0,36.59804027405576
16,19,0,1,1,1,48.23802568775699
19,17,0,1,1,0,40.75106831997793
31,21,0,1,0,1,43.3061333825248
30,23,1,1,0,0,36.69579142777371
33,32,1,0,0,0,36.32291819505737
37,22,1,1,1,1,38.60429139812766
25,21,1,0,1,1,44.5142267910797
31,22,1,1,0,0,36.33486085123005
34,15,0,0,1,0,36.34455966009761
32,22,0,1,1,1,42.51131081803806
32,26,1,0,0,0,36.239228260706575
15,30,0,1,1,0,41.31907820032126
17,14,1,0,1,0,44.08423482912507
43,10,1,1,1,0,33.174566734036816
24,22,1,0,1,0,39.37204910746291
38,22,0,0,1,1,40.39797269624055
27,20,1,1,0,0,40.023594573616045
31,22,1,1,1,0,35.88027623954774
35,23,1,0,0,1,42.15619803963534
39,17,1,1,1,1,38.51645788886644
32,13,0,1,0,1,43.87197740038462
42,24,0,1,1,0,32.55394731006719
39,21,1,0,1,1,36.53428431956134
42,26,0,0,0,1,38.78513564532312
31,28,0,0,1,1,41.94598183884575
34,16,1,0,1,0,36.094939962097975
22,16,0,0,0,1,47.216140330196325
42,24,0,1,1,1,37.35954260544108
30,17,0,1,0,1,45.62280127380431
20,21,1,1,1,0,40.08763306726681
30,26,1,0,1,0,36.4879672498194
42,31,1,1,0,0,34.048872946897866
19,22,0,1,0,0,41.47389684323394
25,16,0,0,0,1,44.50094230727549
33,17,1,0,1,1,41.200935804968296
21,22,1,1,1,1,44.25956370269236
34,17,1,0,1,1,40.57432290497102
26,23,1,0,0,1,44.54767998781899
32,24,1,0,1,1,40.91932091360631
30,24,0,1,1,1,45.10897222000268
35,15,0,0,0,1,42.6992842260731
38,19,0,1,1,0,34.94311729418614
32,30,1,1,1,1,42.00077811132482
21,20,1,0,0,0,40.50876950894282
32,18,0,1,1,0,37.46875182666128
40,22,1,0,1,0,32.0461550698925
25,15,1,1,0,0,39.8200701787699
31,25,1,1,1,0,35.46219385487532
26,8,1,0,0,0,39.55848655619967
38,31,0,1,1,0,35.4870611664242
34,34,0,0,0,1,38.97543083086975
