defendant_age,trial_length_days,previous_convictions,pretrial_detention_days,violent_crime,legal_representation,minority_status,alternative_sentencing,recidivism_rate
38,26,8,12,1,1,1,0,43.7655450968108
32,17,9,13,1,1,1,1,52.87459728298455
29,23,5,19,0,1,0,0,48.73831002039392
24,28,8,14,0,0,1,1,48.22448117745172
20,15,13,25,1,1,0,1,54.813532925972
33,27,13,12,1,0,1,1,44.31132574333036
20,22,10,14,0,0,1,1,50.26733976899181
27,24,12,15,1,1,1,0,40.86357716963741
43,25,8,7,1,1,0,0,41.26074040550355
42,31,6,13,1,1,0,0,41.98706174445167
30,32,10,8,1,0,0,1,44.3229438621186
21,2,13,9,1,1,0,0,46.38206334897714
31,24,12,17,1,0,0,0,42.73452991109664
35,24,11,18,1,1,0,0,43.49678009643948
34,11,12,11,1,0,0,1,54.21241684518907
26,35,17,13,0,1,0,0,31.953378993430665
24,20,11,13,1,1,1,0,42.89601798509481
12,10,7,20,0,1,1,0,48.755941425038685
34,20,4,11,1,0,1,0,45.38086964589394
3,22,11,12,1,1,1,1,42.98122424274052
22,17,4,7,1,1,1,0,46.05050551599977
28,7,9,13,0,1,1,0,50.52848852490009
33,17,6,13,0,1,0,1,56.66357952705952
20,14,8,16,1,1,1,1,54.90789682408026
25,12,5,21,0,1,0,1,61.09553314509849
25,19,2,24,1,1,1,1,59.71779829233726
33,24,9,11,1,1,0,0,41.0778941190359
39,20,5,12,1,1,0,0,47.90556680978664
36,13,8,9,1,1,1,1,52.72951179132055
13,11,6,17,1,1,0,0,48.26600016681442
19,21,10,8,0,0,1,1,49.02388980689767
26,27,6,18,1,1,1,0,44.98308875210791
43,12,10,16,1,1,1,0,49.81460514482709
39,14,11,13,1,1,1,0,44.57890755513223
38,14,11,17,1,1,0,1,55.20368215520035
40,23,12,10,0,0,1,0,39.708883107239686
42,25,8,16,1,0,0,1,53.25873354073219
35,22,8,17,0,1,0,0,44.84650287686673
39,23,14,15,1,1,0,0,40.643107275871145
31,18,6,12,1,1,1,0,47.79666099258934
29,20,6,9,0,1,0,0,45.93973586173401
31,12,8,12,1,1,0,0,47.53643695931541
33,15,11,13,0,1,1,0,47.29773858882248
26,18,8,21,1,1,0,0,48.345387888545496
23,20,12,18,1,1,0,1,52.08090737747995
18,15,9,8,1,0,0,1,50.27413788138949
24,15,10,22,1,1,0,0,49.00653609182956
19,13,8,13,0,0,0,0,47.4727428508253
39,14,10,4,0,1,1,0,44.71859146593862
34,18,11,10,1,1,1,0,43.62873020339477
21,21,9,10,1,1,1,1,50.4252539278481
35,11,9,12,0,1,1,0,48.168743093357655
40,13,14,8,0,0,1,0,42.54925806695209
44,5,14,20,1,0,0,0,51.72855034799044
16,28,9,10,0,1,1,1,46.96105393152608
13,12,10,7,0,1,1,1,51.40283776836408
24,16,7,18,1,1,1,1,56.4117358897515
27,15,7,10,1,0,0,1,53.71829254114699
33,34,8,14,0,1,0,1,48.88944298367784
27,24,11,11,1,0,0,1,48.53863338829242
17,24,8,10,0,1,1,1,48.55859740035653
26,16,7,14,0,1,0,0,47.41472611640173
42,14,9,9,1,1,0,0,45.76024611953797
28,15,10,13,1,0,1,1,52.06809296838104
33,11,10,6,0,1,0,1,52.91446758932921
47,7,14,16,1,0,1,0,48.3863973369108
20,24,12,13,0,1,0,1,47.826476333542864
24,28,11,10,0,1,1,1,45.47110053521628
31,20,8,4,0,0,1,1,46.83026505258263
31,20,13,14,0,0,1,1,49.54180559429261
21,21,13,18,0,0,1,1,48.96971435193131
24,24,6,12,0,1,0,1,51.66266622152192
43,27,13,11,1,0,0,1,44.82408254744655
33,20,7,5,1,0,1,1,51.06446440193781
27,17,9,13,0,1,0,1,55.30487470282738
35,12,9,16,1,0,1,1,55.89648831821496
35,33,10,19,1,0,1,0,38.84102919848832
36,26,11,9,0,1,0,0,38.62214402428557
30,20,7,8,1,0,1,0,41.5603755546659
36,21,11,9,1,1,1,1,47.29862558854661
32,21,5,2,1,1,1,1,50.4358035782451
18,19,8,15,1,0,1,1,51.87566674604359
24,17,3,19,0,1,1,0,50.58873534234033
41,26,10,7,1,1,1,0,40.42842883872325
29,19,10,6,1,1,1,1,47.60070876585488
20,24,5,14,0,0,0,1,51.01051282444071
29,23,7,26,1,1,0,0,50.03382537337008
15,32,11,18,0,0,1,1,44.60862198553696
26,15,12,14,0,0,1,1,51.07952061761863
35,17,6,7,1,0,1,0,44.79450968706839
40,21,9,5,1,1,0,0,40.95151651790925
34,22,11,10,1,1,0,0,40.343507728447776
26,19,13,9,1,1,1,1,48.8488214825402
30,11,6,17,1,0,1,0,49.73233984636028
35,18,7,11,1,0,1,1,54.3562451507694
11,23,10,20,0,1,1,1,49.45119683361919
47,23,8,11,0,0,1,1,54.4523896023463
35,9,10,13,1,1,0,0,47.82213297543115
33,14,8,16,0,1,1,0,47.96682819462784
20,31,11,13,1,1,1,0,36.01199238941266
31,23,11,20,1,1,0,1,50.40659820663272
34,4,11,16,0,1,0,0,51.8279075754697
18,22,10,16,1,1,1,1,49.17845181679796
39,23,8,15,1,1,0,1,55.18654407326283
28,11,14,21,1,1,1,1,54.2550251785547
26,16,10,15,1,1,0,0,46.71203188026314
30,13,15,13,0,0,1,1,51.239681689909006
17,17,9,17,1,0,1,1,53.26853306359482
32,24,9,11,0,1,0,0,41.16529904481502
33,18,8,17,0,1,1,0,48.55034085137228
21,21,11,7,0,0,0,1,46.01990216188662
29,22,8,9,0,1,1,0,43.82635585638064
26,28,6,14,1,0,0,1,51.46874071421557
43,14,6,9,0,0,0,1,55.70107295780064
29,31,11,15,1,1,1,1,45.29374239507562
18,17,13,19,0,1,1,0,43.84030281532762
19,20,9,16,1,0,1,1,52.99200413834948
19,27,0,9,0,0,0,1,52.69734254053016
14,17,13,15,1,0,0,1,48.077426897100366
28,18,9,9,1,0,0,1,50.05244868326446
36,20,6,8,0,0,1,1,53.446819841672685
25,17,10,12,1,1,1,1,52.297779017692086
19,30,10,19,0,1,1,1,48.7734520061792
18,18,6,16,1,1,1,1,54.17218834179841
35,21,13,21,1,1,0,0,44.75896737999081
27,19,6,11,1,1,1,0,44.72793013070366
29,18,7,14,1,0,1,1,53.30334314440759
33,15,4,16,1,1,1,0,50.76949913491359
26,19,8,11,0,1,1,0,46.36745981009569
30,21,5,18,1,0,1,0,49.14592508883111
33,29,12,13,1,1,0,0,38.580934618014616
28,21,18,18,1,1,1,0,38.78943393924645
28,7,8,9,1,1,0,1,54.74564373264148
37,20,8,18,0,1,1,0,49.02142798107128
28,18,9,15,1,0,1,0,45.45384660644054
19,14,7,13,1,0,0,0,45.84392837817634
28,22,18,14,1,0,1,0,36.43586312649898
40,18,4,6,1,1,0,1,54.68639132545107
27,12,10,19,1,0,1,0,47.66128874462031
18,25,1,11,0,0,1,1,53.98780173568935
14,26,12,11,0,0,0,0,39.09617921126664
33,22,9,10,1,0,1,1,49.17853707017675
20,20,12,13,1,0,1,0,40.71733333626971
22,24,13,11,1,1,0,1,44.0454810763618
14,32,9,13,1,1,1,1,45.06090757167719
32,18,13,6,1,0,0,0,39.1909122149763
33,21,9,7,1,1,1,0,41.14089290018033
37,11,8,17,0,0,0,0,50.04577314600216
21,20,10,8,0,0,1,1,47.03180695232143
21,21,10,14,1,0,1,1,50.258962854312735
41,18,11,14,0,1,1,0,45.31966245493943
17,33,12,15,0,0,1,1,43.65564872527738
16,21,5,7,1,1,1,1,48.78217335031909
26,18,8,19,1,1,1,0,45.74344729699629
27,19,10,18,0,1,1,1,54.084442387915125
23,14,15,5,0,0,1,1,45.86505913946712
31,33,12,20,1,1,0,1,47.082007196603335
31,18,6,18,1,1,0,0,47.01051715032455
21,17,11,12,1,1,1,1,51.048087120758034
32,14,8,21,1,1,1,0,48.651105451753295
38,19,11,20,1,0,1,1,53.88402506008434
33,12,6,17,0,0,1,1,59.404889953287565
33,21,15,13,0,1,1,0,38.67487475065199
28,12,12,12,0,1,1,0,45.12356472806228
43,7,10,16,1,0,1,0,52.09980055252663
22,18,13,24,0,1,0,0,46.23099203504192
25,11,6,18,1,0,1,1,57.64770352246349
22,11,7,15,1,0,0,0,49.24494185553328
15,14,11,12,1,0,1,1,50.441858678175066
39,20,9,15,0,0,1,1,55.34150168550362
23,22,9,10,0,1,1,1,49.36377626172075
15,17,8,15,0,1,0,1,52.03776879518341
17,18,8,8,0,1,0,1,51.31568192174182
26,15,7,19,0,0,1,1,57.14066947954832
24,19,10,16,0,1,0,1,50.96151278846444
22,10,10,4,1,1,0,0,43.25886751666444
35,25,12,7,1,0,1,1,44.86448487758546
43,13,10,19,1,1,1,0,49.65316428128482
43,16,2,18,1,1,1,0,53.12052764113586
33,27,8,6,1,0,1,1,45.33044796800806
26,16,9,12,0,1,1,0,45.63192919134756
39,17,13,7,0,1,1,1,48.84910213097465
31,19,12,3,0,1,1,0,40.16973549060317
17,24,11,9,0,1,0,0,38.66193161654459
26,12,11,11,1,0,1,1,51.23961132118014
24,27,9,6,1,1,1,1,45.77192032160608
27,22,9,16,0,1,1,0,44.45149172515949
31,20,8,12,1,1,1,0,44.26085373518456
30,17,14,8,1,1,1,0,39.93058363887221
23,26,7,17,1,1,0,0,43.57856209443912
28,20,10,8,1,1,0,0,41.50069114005216
25,18,8,9,0,1,1,1,51.60608193453989
33,17,7,15,1,1,1,1,57.096461416019984
23,20,1,11,0,0,1,1,57.26859899096408
16,15,10,20,1,0,1,1,53.50493624418773
17,17,7,12,1,0,1,0,44.23320829982004
16,28,11,7,1,0,1,0,36.26330207919355
35,18,9,17,0,1,1,0,47.74516135438947
33,16,9,15,0,1,0,0,47.51295841462764
32,18,11,15,1,1,1,0,44.40426905098796
18,15,20,4,0,1,1,1,41.90638598509886
24,20,7,11,1,1,1,1,51.02523651917164
25,24,10,20,1,0,0,1,49.59636797381298
35,23,10,13,1,1,1,1,49.99367304773765
25,18,10,8,0,0,1,1,49.5160000502508
34,23,6,1,1,0,1,1,48.8274331584042
25,23,7,15,0,1,0,1,51.85609237909771
52,12,9,6,1,1,1,1,54.01146242284933
37,28,5,9,0,1,0,1,50.74874274871362
29,22,8,24,1,1,1,1,55.76089499443317
18,17,10,16,1,0,0,1,52.03794104745985
32,23,9,11,1,1,1,1,48.82097153603152
18,18,9,18,0,1,1,0,46.98777128773857
19,14,4,9,1,1,1,1,55.84352680625897
42,12,14,12,0,1,0,1,53.56888861148267
35,23,5,18,1,1,1,0,47.85659217916341
18,21,8,16,1,1,1,0,44.35785814808782
29,17,9,8,1,0,0,1,52.00064267097542
22,16,5,7,0,1,1,0,44.60123141778334
30,20,9,13,1,1,0,1,53.63432755604654
25,23,6,4,1,1,1,0,40.33902473957728
42,21,8,10,1,0,1,1,53.50497316315847
22,16,11,11,1,1,1,1,51.80874806607878
35,9,3,12,1,1,0,0,52.120090217910594
33,19,16,10,1,1,1,1,46.88055661116525
14,23,10,13,1,1,1,0,39.29991920126175
40,18,8,11,1,1,0,0,47.07962701606126
30,22,10,3,0,1,1,1,46.99544121301037
35,16,14,15,1,0,1,1,51.143467185189465
39,22,12,15,0,1,1,0,43.94244692189064
30,27,6,11,1,1,0,0,45.04895392143647
22,13,7,16,1,1,0,0,48.8332507922351
31,20,7,15,0,0,1,1,54.89875043724821
18,23,8,13,1,1,0,0,40.96571902219665
37,27,11,12,1,1,0,1,47.74816082777524
23,23,11,13,0,1,0,0,42.518309746191086
29,9,14,9,1,1,1,0,42.737951387130806
27,15,8,15,1,1,0,0,48.37907925855684
32,16,12,7,1,1,1,0,41.89889218091931
24,15,3,13,0,0,0,1,58.17739086466404
19,20,7,23,1,1,0,1,55.92720134184393
32,27,6,22,1,1,1,1,54.12201882982188
25,13,9,20,1,1,0,0,48.00120043282436
29,14,12,10,1,1,0,1,49.67898311751646
33,16,11,14,0,1,1,1,52.29530606817854
26,20,14,21,1,1,0,0,42.80698201327612
30,14,14,6,1,0,1,1,47.952527217085006
35,9,9,21,1,1,1,1,60.26676545105889
18,21,9,19,0,1,0,0,45.3366613938758
9,18,11,13,0,0,1,1,50.37474728929678
30,18,11,21,1,1,0,0,45.654019995192265
33,23,9,18,1,1,1,0,43.53696362043835
22,11,11,10,1,0,1,1,50.559926395202666
27,32,12,19,0,1,1,0,39.92723041891788
29,26,13,12,0,1,1,0,37.29711920072059
45,29,8,16,0,1,1,0,43.63465965088804
19,23,9,17,0,1,1,1,50.1868327757534
39,20,9,9,1,0,1,0,43.979087493299936
26,10,8,25,0,0,1,0,55.229570543142266
21,20,10,13,1,1,1,1,51.27244286323596
49,29,4,13,0,1,1,1,53.18236457243896
31,17,12,10,1,0,1,1,47.097411540465714
47,12,6,12,0,0,0,0,52.66123550420133
19,14,12,17,1,1,1,1,52.18378889650701
27,11,6,10,1,0,1,0,48.49862674101877
21,26,6,14,0,0,1,0,43.099434420969445
40,20,10,10,1,1,1,0,42.63618372315764
32,10,8,12,0,0,1,1,55.174075664859686
36,17,11,3,0,1,1,0,40.19866275877987
26,16,8,16,1,0,0,1,54.511293697751626
37,14,9,6,1,1,1,0,44.89555522131536
34,22,11,9,0,1,1,1,49.77890577639393
13,20,10,7,0,1,1,1,47.53989951708575
1,20,8,18,0,1,0,0,44.324561920530826
17,12,12,10,1,0,0,1,49.3956737869012
19,22,15,15,1,1,0,0,37.82776290666461
24,11,6,17,1,0,1,1,57.66677384793332
39,17,6,19,0,0,1,1,58.507001415332674
23,7,6,20,1,1,0,0,54.12751728928169
30,13,14,16,1,1,1,1,52.53885835982393
21,23,10,13,0,1,1,1,51.243375109191625
24,21,14,4,1,0,0,1,40.822679736666615
40,15,8,11,1,1,0,0,48.18209512865174
29,24,8,11,1,0,1,0,40.37894334977072
25,13,9,16,0,1,0,1,55.17042963604951
31,20,9,10,1,1,0,0,43.82024550702914
25,19,9,10,1,0,1,1,50.27292637675215
28,17,7,19,1,1,0,0,48.5927151295231
32,9,7,4,1,1,1,1,54.0883980156238
14,22,9,11,1,0,0,1,47.59878391008547
20,25,9,8,1,1,0,1,46.11526573137555
34,38,8,8,1,1,0,1,44.56850118728976
19,17,11,8,1,0,0,1,47.88261269767179
27,16,5,15,1,0,1,1,56.4580826793744
28,26,11,22,0,1,1,0,42.94890432945172
25,23,10,8,0,1,1,1,47.46357048575739
20,12,14,18,1,1,0,0,43.52306192653104
34,6,9,26,1,1,1,0,55.07088582377438
16,16,11,9,0,0,0,1,50.94297810999772
43,27,11,19,0,1,0,0,43.72749796994877
33,23,6,12,0,1,1,1,54.08497650412307
27,27,12,11,1,1,0,1,44.14120177066929
40,25,14,19,0,0,1,1,51.11636553022216
20,13,12,12,0,1,1,1,53.226266311844086
44,21,5,19,1,0,1,1,56.75441366901197
25,14,11,13,1,1,1,0,44.88103671667667
34,13,8,16,0,1,1,0,48.43222948271889
30,20,10,15,1,1,1,1,52.33748975988209
18,14,14,16,1,0,1,0,42.30138740497928
39,24,8,10,1,1,1,1,50.18313524118594
30,18,5,23,1,0,1,1,59.20846356122218
31,16,7,16,0,1,1,0,51.89727242789272
31,15,11,11,0,0,1,1,52.981053789255895
19,20,15,12,1,1,0,1,45.49193859064312
47,20,2,20,1,0,1,1,59.39286322582004
21,27,14,12,0,1,1,1,43.2220622768255
38,25,12,10,1,1,1,0,41.20103218350327
30,19,10,16,1,1,1,0,45.124858040117225
41,24,9,4,1,1,0,0,39.68446105425026
39,27,9,22,1,0,0,0,43.26730000149662
31,16,10,11,0,1,1,1,52.75248032315815
28,28,12,7,0,0,0,1,44.19727190132701
22,15,9,17,1,1,1,1,54.1248392707786
27,15,7,20,0,1,0,0,50.35512990639074
42,18,6,20,1,0,1,0,50.19417859156494
21,14,9,16,1,0,1,1,52.79945399745675
39,12,7,18,1,1,0,0,51.645971760241146
33,21,9,12,1,0,0,1,50.61823539635238
20,12,14,13,1,1,1,1,49.06079944019367
37,27,4,13,1,0,1,1,52.43164378552499
26,26,8,-6,0,1,1,1,43.65568316072817
33,24,6,21,0,1,1,0,48.34113608170984
35,27,8,12,1,1,0,0,43.40274134130089
23,27,4,17,1,1,0,0,46.3577607074767
39,9,6,18,1,1,0,0,54.45001885024365
32,23,17,10,0,1,1,1,45.995830806536894
19,15,6,19,0,0,1,0,49.62347153554904
22,24,16,7,0,0,1,1,42.31570513361879
32,26,11,22,1,1,1,0,43.98587627473699
19,21,7,16,0,1,0,0,45.53109629564753
26,15,8,6,0,1,0,1,51.51787437951776
33,10,9,14,1,1,1,1,55.99800959234032
30,17,12,5,1,0,1,0,40.57703306954848
28,23,10,3,1,1,1,0,38.15299865667284
20,27,11,18,0,0,0,0,40.5982728136323
24,24,6,9,1,0,1,0,41.6814201345813
31,13,6,18,1,1,1,0,51.696501079202605
30,19,9,21,1,1,1,1,56.60932008156402
29,21,10,24,1,0,1,1,54.677399200222304
39,18,13,15,1,0,0,1,52.31953661838549
30,17,11,25,0,1,1,0,48.55054331939564
30,18,9,12,1,0,0,0,43.68317632301928
44,19,10,16,1,1,1,0,46.981304158210506
40,18,7,16,1,1,1,1,57.74689479607457
44,13,6,13,1,1,1,0,51.32977563694886
21,6,12,20,1,1,1,0,48.79767566823504
16,11,14,14,1,0,1,1,50.4033825818618
32,17,10,2,1,1,0,1,47.83277383226467
30,7,11,7,1,1,0,0,46.1053581129418
15,17,9,10,0,1,1,1,51.15494135261993
27,16,10,14,0,1,0,0,47.02705520051308
44,11,8,6,1,0,1,1,52.64983624057568
6,21,17,24,1,0,1,1,48.19629943706831
21,13,9,17,1,1,0,0,47.96122570813198
33,11,8,6,1,1,1,0,46.99804185885742
29,15,9,22,1,1,0,0,49.38518701370358
24,31,9,17,0,0,1,1,48.08767467648314
45,10,11,13,1,1,1,0,49.80918900050472
24,35,9,8,1,1,1,1,42.91967751426565
19,20,13,17,0,0,1,1,50.0515449914549
22,23,11,8,1,1,1,0,39.72197847044088
38,9,10,22,0,0,0,0,53.8843254188029
21,8,9,5,1,0,0,1,52.18749005248353
36,15,9,10,1,1,1,1,53.94950316943498
30,8,11,9,1,1,1,0,45.98566931020652
28,24,11,15,1,0,1,1,50.08309784325198
36,17,9,6,0,1,0,0,44.45933881596576
24,20,7,6,1,1,1,0,42.00824782324348
21,10,9,12,1,1,1,0,45.91193130187484
33,22,9,12,1,0,0,1,49.3009927738063
32,19,10,17,1,0,0,0,44.93715625998736
27,19,12,6,1,1,0,0,38.80486210222744
30,15,7,25,1,1,0,0,52.671243998872896
32,27,10,18,0,0,1,1,50.87476218988493
11,21,11,10,1,1,1,1,46.419418248362255
26,15,13,10,1,0,1,1,49.05203935181053
44,21,12,10,1,1,1,0,43.105385229578346
17,25,15,15,1,1,1,1,42.8859141044179
34,21,6,5,1,0,0,0,42.75201231101505
24,25,8,9,0,0,0,1,48.59958636661835
43,11,9,18,1,1,1,0,51.30659564499814
32,21,11,9,1,1,0,1,48.84570670992374
20,23,10,15,0,1,0,1,49.53617042777363
22,29,5,12,1,1,1,1,49.90569076880715
18,26,8,20,0,0,1,0,44.347923683337015
28,31,15,15,1,0,0,0,35.27278522652366
40,29,14,11,1,1,0,1,44.25690381518954
19,17,8,25,0,1,0,0,50.50338825939702
24,21,6,8,1,0,1,1,50.562730109085216
27,20,5,10,1,0,1,1,52.42805765727642
15,23,10,8,1,0,0,1,45.382394413287415
36,24,9,20,0,1,0,1,53.982664122450224
38,18,8,6,1,1,1,0,43.49182124800731
41,31,7,12,1,1,0,0,39.615259706089525
42,18,16,23,1,1,0,0,43.06564388991682
39,20,12,15,1,1,1,0,46.34054163839125
27,21,14,19,1,0,1,1,49.54742933174574
22,20,10,24,0,0,1,1,54.87481896412896
39,17,4,14,1,1,0,0,49.413707174496096
28,21,11,12,1,0,0,1,48.58516662941492
37,8,3,19,0,0,0,0,57.54055528904554
33,20,11,27,1,1,1,0,48.70876492925624
18,26,11,16,1,1,0,1,47.528952050638296
20,19,8,16,1,0,0,0,47.07542167208242
33,13,12,7,1,0,1,0,42.40321029378593
30,12,12,8,1,0,1,1,49.23028085272181
25,16,17,10,1,1,0,0,38.14600145306506
31,13,8,17,0,1,1,0,50.37262363923473
23,16,14,17,0,1,1,0,44.414039726917565
39,21,1,18,1,1,1,0,51.881657156161246
15,20,9,19,1,1,1,1,51.17058649307148
46,11,9,14,1,0,1,0,48.80412891312884
