age,income,rural_residence,previous_beneficiary_status,underemployment_status,cash_transfer_program_enrollment,household_consumption,quality_of_life_index
38,16,1,0,0,1,70.95569354214966,255.37578721090955
27,22,1,1,0,1,69.11449921425981,239.9711434604848
25,22,1,0,1,1,64.32902002622767,229.15712873304955
28,22,1,0,0,1,68.80097393319973,238.27434201926448
24,21,0,0,0,1,61.54350447040464,219.5692887140563
33,18,0,0,1,1,68.0969223384498,244.3305823001908
18,19,0,0,1,1,50.46959962058793,188.55971753970917
15,18,0,0,1,1,47.08992927746689,174.1652831628066
27,22,0,1,1,1,68.70680626119325,239.32270934995705
25,27,1,1,1,1,74.25584278767973,251.977039728766
39,23,0,1,0,1,84.84244348762893,290.480468275435
29,22,1,1,1,1,73.09096534099942,251.5435550871463
38,5,1,0,0,1,55.91130557726322,221.17399374102564
29,22,1,0,1,1,72.12101341634956,248.76685706166043
31,21,1,1,0,1,71.25165143932614,250.47214530294116
32,10,0,0,0,1,53.59965517757837,210.1943900397885
31,17,1,1,0,1,66.010948447051,237.6987203788427
26,21,1,0,1,1,67.28557101934658,238.45064866603164
36,25,1,0,0,1,82.44224155308694,281.1502016741977
24,9,1,1,1,1,47.09000133926626,185.77007935347092
29,18,0,0,0,1,62.61850808407623,228.5571081292829
24,28,1,0,0,1,71.57922222762514,242.203791341792
30,27,1,0,1,1,79.19707158764771,268.8721229530196
21,7,1,0,1,1,36.777733699372696,160.29908767875366
25,15,1,0,1,1,56.196464264807695,209.9376045823645
56,17,1,1,0,1,97.2731214277431,336.94421673424483
34,13,1,1,1,1,65.29389394778481,241.02407694566315
26,28,1,0,0,1,77.50457654166053,261.0051206129479
30,21,0,0,1,1,69.57053751050391,244.55827069474643
13,22,1,0,1,1,51.18563376137349,186.09747604615077
26,14,0,1,0,1,53.222324589066574,202.08206687830432
42,15,1,0,0,1,74.01588482807254,267.6498064468363
41,24,0,1,0,1,87.14562987484041,299.50923989501354
36,18,0,1,1,1,73.56107565798105,262.96318319674504
14,14,1,0,0,1,41.77939447529563,161.62550241627994
13,21,1,0,0,1,49.56905930041322,180.32661263903725
30,15,0,0,0,1,59.7510601824704,222.10764368771356
22,16,1,1,1,1,53.08548080594969,202.1930841448541
22,17,1,1,1,1,56.731486807835466,209.59284331382364
28,21,0,1,1,1,70.3339233327104,246.8062736843915
40,24,0,1,1,1,86.61528329790029,298.6543686553086
28,26,0,1,1,1,75.2895280936241,260.5644221487525
38,24,1,0,0,1,84.13630804241316,286.5338699921351
23,21,0,1,1,1,61.46605621891255,223.70446819940503
19,21,0,1,0,1,57.06585413580568,201.6408407634762
20,25,1,1,1,1,65.16752933380766,226.2183132211162
16,22,0,1,1,1,56.06677600415848,197.751287618902
19,19,1,1,1,1,55.79075826937221,202.29958974963668
42,9,0,1,0,1,65.10312876330036,246.06336582367337
12,16,0,1,0,1,41.35628203067721,159.89856661464802
28,10,1,0,1,1,52.8233949452555,203.48303252628116
37,27,1,1,1,1,90.06344028848224,301.43309069675627
28,13,1,1,1,1,57.89644890233268,216.5965461878289
31,23,1,0,0,1,74.96999028775103,258.18103743207945
38,23,0,1,0,1,81.49016686864633,282.0927672214455
30,17,1,0,0,1,64.47661137809254,234.19875384669604
27,12,0,0,1,1,53.865416658354896,204.12263695832465
35,17,1,0,1,1,71.04889607108952,255.17235221212323
23,23,1,0,1,1,65.22686901802382,229.09435002069011
33,5,1,0,1,1,50.48023375261896,203.47910178799725
39,23,1,0,0,1,84.20782406086929,286.22771365807
25,15,0,0,0,1,54.74583065482524,203.2526299909755
23,19,0,1,1,1,58.97790243021291,215.3708726521286
25,17,1,1,0,1,58.4481709158437,215.58497239549976
21,24,0,1,0,1,63.89641172813801,219.87938173188817
16,33,1,1,1,1,73.38738437193706,240.43089014320228
30,17,0,0,1,1,62.95498727362206,229.91315200033125
22,14,1,0,0,1,49.95224110406037,191.8695495269444
24,15,0,1,0,1,55.08681412052942,203.8732726805181
36,8,1,0,1,1,57.50580986265632,224.68112174955937
41,21,1,0,1,1,82.89110036822754,288.5688985676431
22,21,1,0,1,1,60.138224936314,214.38145262873027
38,11,0,0,1,1,62.78847609479845,239.89107657486923
27,9,1,0,1,1,49.5113591341287,194.38928656130716
30,14,1,1,0,1,59.74843859410605,220.6495860076264
22,21,0,1,1,1,62.0851334439356,220.4588528659253
46,8,1,1,0,1,70.05499395754023,260.800585613752
44,24,1,1,0,1,92.2054904476481,314.216433682956
43,29,1,0,0,1,96.57305176395764,322.8719631573292
27,14,1,1,1,1,57.76504923008493,215.49104755735297
46,14,0,0,1,1,80.39380784362567,289.6331235300329
27,17,0,0,1,1,58.24635064860402,214.3989036848776
33,17,0,0,0,1,65.88572320234391,239.5284738389392
40,15,1,1,1,1,73.8074390893792,269.0047625714977
23,24,1,0,1,1,66.4326127588491,231.6726934522229
27,13,1,0,0,1,51.25144038102248,199.38520173530893
29,31,1,0,1,1,84.25848993582976,278.5584289726076
37,23,1,0,1,1,82.53280548635222,282.2792349681048
24,26,0,1,0,1,69.73557374627735,240.9070333764579
34,10,1,0,1,1,58.96578572097808,223.99414274251905
31,25,1,0,1,1,77.39256675559585,265.67432195215684
23,8,0,0,1,1,42.73812630458563,172.89517685051146
39,18,0,0,0,1,74.09026653365112,263.2431891906943
35,26,1,0,1,1,84.70405466221777,287.607622765738
27,20,1,0,1,1,65.64654765397385,233.09685784587512
25,30,0,0,1,1,75.27095161934326,256.36786857410306
21,18,0,0,1,1,53.72546872342949,199.0416076744189
24,23,1,0,1,1,65.87482814424997,232.3439230907872
32,13,1,0,1,1,60.15725377039282,228.3326867398291
30,18,0,1,1,1,64.5901972104909,234.985364152958
26,26,1,1,0,1,74.84661807179083,254.21372123853476
30,23,0,0,1,1,71.513016944895,252.24682283612344
25,31,1,1,1,1,80.84461921769541,267.2352196961476
34,16,1,0,0,1,66.22958074824587,238.8449240345359
40,10,0,0,0,1,63.620099624649605,240.31463230240416
28,12,1,0,1,1,55.3729515904539,209.55966971060084
34,23,1,1,1,1,79.04309129771241,273.8564720713107
27,23,0,1,1,1,69.75112690513222,241.7303120255902
58,15,0,1,0,1,94.0479263405282,330.83236201613005
31,22,1,0,1,1,73.06909005085605,253.122826258206
34,26,1,0,1,1,81.92381740607581,280.77661567683094
26,17,0,0,0,1,58.393138471571,216.7202133439867
21,14,0,0,0,1,47.06649541545637,181.6633209398617
22,23,0,0,1,1,64.10663496184765,222.16039554925385
24,22,1,1,0,1,65.02249421955301,228.3705054746235
28,14,0,1,0,1,56.485719252699326,212.2665609639049
26,20,1,1,0,1,63.826137303349526,228.9230580628825
35,13,0,1,0,1,62.434926497698775,234.21726990831507
37,14,1,1,0,1,69.07357462202502,251.95462259509503
31,19,1,1,1,1,68.97064639934902,247.542632061846
24,10,1,0,1,1,47.05037830510606,187.5923155867396
33,24,1,0,1,1,78.57081056640875,272.5135760308305
34,26,0,1,1,1,82.92645601499412,282.1187986907706
34,27,1,0,0,1,83.74968045149265,284.56001778322394
40,12,1,0,0,1,68.3761070013233,250.6162057389864
20,21,1,0,0,1,57.08555241880293,207.36579309218365
17,21,0,1,0,1,55.57312249381541,199.41135613513256
41,20,1,1,1,1,84.56697068269598,295.1540839698595
23,25,0,1,0,1,67.10221592938977,231.604886935107
24,23,1,0,1,1,64.80739620949053,228.5352906215495
22,29,1,0,0,1,71.87387416826155,242.9840516719024
27,23,1,1,1,1,71.80921468131784,250.7775227716372
25,24,0,1,0,1,68.69977802753613,239.48664302852333
36,17,0,0,0,1,70.10353971000644,250.7591747551469
29,19,1,1,0,1,67.64882132543578,241.1365581784981
31,20,0,0,1,1,68.49781971095925,245.89655271345669
24,11,0,1,1,1,47.84952585225162,188.42282451712003
23,17,1,1,1,1,57.406596999760005,208.9497731395365
33,12,0,0,1,1,59.18374658970573,224.49901625498563
15,11,1,1,0,1,38.86457615722628,157.47898257481216
33,19,0,0,1,1,70.87063732853018,250.82806630154195
26,17,0,1,0,1,58.32678070519222,213.05291294429136
35,12,0,1,0,1,61.86316043604697,233.95610911371764
33,26,0,0,1,1,78.97182542462377,271.95308295522744
39,23,1,0,1,1,84.93343373052666,290.9121642838512
37,18,0,1,0,1,74.88910755181256,266.98322019235064
20,16,1,1,1,1,52.06308119023377,195.5996714472533
27,21,1,1,0,1,67.62491973739115,238.1716222653949
20,28,0,0,1,1,67.31244605414172,227.85843470790672
31,17,0,0,0,1,62.78708699747813,229.9878837534049
43,20,1,1,0,1,84.77078932412415,293.01858840127926
28,23,1,1,1,1,70.53742337377376,247.50167597806336
36,15,0,0,1,1,67.98731927656061,250.3107067822609
38,16,0,1,0,1,71.79830644882264,256.53558719441685
31,19,0,1,0,1,68.0194318291976,242.36362967550423
29,29,1,1,0,1,81.78796648911666,272.46862484396667
24,21,1,1,0,1,65.07992077428034,228.0396253866682
15,27,0,0,0,1,59.90452837497922,206.8340398593947
34,14,1,0,1,1,65.45547772769486,242.2255833965126
31,16,1,0,1,1,64.74780833684228,236.90461136071352
28,22,0,1,1,1,68.56911487318425,244.36291430145397
35,26,0,1,0,1,83.98564153032814,285.5505174093725
22,18,0,0,0,1,55.91173247697655,202.72003422697907
32,19,0,0,0,1,69.90758108427092,246.9613598798365
22,22,0,1,1,1,62.05239864720522,217.88320308491984
33,10,0,0,0,1,55.44591728737432,214.64711648375933
35,19,1,0,0,1,71.23575767099331,253.6738405245529
27,5,1,0,1,1,42.552742929186685,178.8509734244512
25,15,0,0,1,1,54.77479583219422,204.25300143132088
16,21,0,0,1,1,50.70919466203493,188.8556752745495
34,26,0,1,1,1,84.14693432135846,287.2970554287239
24,20,1,0,0,1,61.9830241440114,220.68437739124064
15,12,1,1,1,1,39.14103401994847,160.32613246047944
25,21,0,1,0,1,62.30565918565671,224.37784719934533
32,0,1,0,1,1,41.39628394549155,183.13050754926385
22,27,1,1,1,1,70.64789575951905,242.61708911506824
24,17,0,1,1,1,57.85913197824327,212.18041105969272
34,22,1,1,1,1,77.49328679072747,272.9103402602662
35,25,1,1,0,1,83.13191008225033,281.80074480964055
17,24,0,1,1,1,60.04231124752476,208.24499113831183
38,20,0,0,1,1,79.6996097274829,276.11300409045333
29,22,1,1,0,1,72.30158890214257,249.66324641578632
31,17,1,0,0,1,63.92931586402344,233.6085551245908
32,23,1,1,0,1,76.07781690842896,264.607683409407
33,23,0,0,1,1,75.36650488793762,264.7115382606708
27,22,0,0,1,1,65.39845302661244,234.5417720593856
37,15,1,1,0,1,69.74451045563657,253.06510566537975
30,24,0,0,1,1,73.01510644137957,253.3191749563925
34,26,0,0,0,1,81.44330396246541,277.3002838964276
30,21,0,1,0,1,69.91854555388426,250.25070650401997
29,20,1,0,0,1,66.40859254210974,239.20883402087668
32,15,0,1,0,1,64.42772300753629,232.04161362564375
33,22,1,0,1,1,74.74311935920186,263.09698446211627
32,27,0,0,1,1,81.73100705337721,274.2850723024929
27,17,0,0,0,1,59.29466261994087,218.87433666691777
47,14,0,0,0,1,78.14241073034255,281.63663624525407
40,13,1,1,1,1,72.29759445757452,261.0992307850392
30,17,1,0,0,1,64.81127083780822,232.64821931123387
38,13,1,0,1,1,69.30097456366981,253.5007811353239
14,29,0,1,0,1,62.553147731282216,212.6216051931662
20,19,0,0,0,1,55.38782371652277,199.89343534298484
14,23,0,0,1,1,54.09000390776435,191.95006594785903
11,19,0,1,0,1,45.41751386822443,167.35309170392776
41,20,1,1,0,1,81.56604532369013,285.8048364759138
33,33,0,1,0,1,91.37771898243446,299.2229772807699
33,13,0,1,0,1,62.88496418154325,231.0840684714056
18,22,0,0,0,1,54.75832518023192,196.91694222248773
29,20,0,1,0,1,69.30836951145257,244.5947564170796
24,19,0,1,1,1,59.083510333527926,217.37522455916184
42,19,1,0,0,1,80.54577951433285,284.94879009122974
22,19,0,0,1,1,58.13228450851319,206.04021926645743
29,27,0,1,0,1,76.2655198830026,259.5713037198682
30,32,0,0,0,1,83.90569644098451,277.33180298618976
23,26,0,1,0,1,71.11161249604041,241.29500991588196
30,17,0,1,0,1,63.7281697020488,231.1354273047073
28,22,0,0,0,1,67.38394561956915,238.76376345746533
40,19,1,0,0,1,77.9087083807104,275.43216056613903
37,21,1,1,1,1,79.48867846615553,278.11247561114254
39,21,0,1,0,1,78.83118647584995,277.2738951689436
43,19,0,0,1,1,82.66064567143334,289.3162809918102
42,18,1,0,1,1,82.19931083919427,289.6372998690358
31,15,1,1,0,1,62.970216195493656,231.99120591856985
25,22,0,1,0,1,65.83444420385256,230.652603768746
20,23,0,1,1,1,61.2580711159701,216.9034456282764
33,24,0,1,1,1,79.7832614356048,274.4832418211303
51,19,0,1,0,1,92.87357180079069,323.7522215198696
28,20,1,1,0,1,65.9052734486345,234.1104455757731
25,22,1,1,1,1,67.19482171010121,236.69911146072533
24,18,1,0,1,1,59.49601483173481,214.1953362212992
22,27,0,1,0,1,67.36256838459148,232.90956935239464
29,16,0,0,0,1,60.43454204888696,220.5245225769588
30,27,0,1,0,1,77.62469935211539,265.14522891729933
28,28,1,1,1,1,76.44199594400021,263.2532707815914
40,15,0,1,0,1,72.84532852727915,264.40581363732946
29,13,0,1,1,1,57.67149696600766,216.7497111211663
28,24,1,0,1,1,74.35648545407918,253.9148472305202
32,18,0,1,1,1,67.92364855117403,244.0942559067738
26,15,0,1,1,1,55.18228015649246,209.3077923584405
27,20,1,0,1,1,66.03877623513172,235.81181621412043
33,28,1,0,1,1,83.44561186872005,282.8945076305401
40,13,0,1,0,1,68.60027014684688,254.4455047488861
28,33,1,1,1,1,86.64685955740131,284.5834797270508
17,23,1,1,1,1,59.359035052946375,207.21320314942875
34,19,0,1,1,1,71.67478595607507,257.2134890766596
24,27,0,0,1,1,71.18172606395264,243.1802569859116
50,24,1,1,1,1,100.46749839142352,337.5793277225385
27,22,0,0,0,1,64.99136398795038,230.7044900394087
21,5,0,1,0,1,33.44615112187083,155.1056113833749
24,20,1,1,0,1,62.719059038665584,223.5990539892661
40,14,1,0,1,1,70.65011377751041,258.45338471691207
24,24,1,0,0,1,67.1229032431833,232.495930655246
31,21,0,0,1,1,70.37048732327074,250.2331140268532
32,17,1,0,0,1,65.28166747650951,237.0912230836752
18,18,0,1,0,1,50.50733811626921,189.24388955842235
38,14,1,0,0,1,69.416314082218,253.79664827158425
35,25,0,0,1,1,80.96856655927324,276.5101054880575
24,13,0,1,0,1,48.50767694946908,193.4669536102525
26,20,1,0,0,1,64.79965609790898,229.1569820438234
27,18,1,1,1,1,63.464224097160056,230.55340145112925
27,29,1,1,1,1,79.43889534432095,267.22784929518247
32,13,0,1,0,1,59.70219693390538,223.82553953448385
29,15,0,0,0,1,58.37256746969972,217.23491094734567
23,19,1,1,0,1,58.890298679460535,212.30291457806385
30,21,1,1,1,1,70.7715337197406,249.7682832570028
28,22,1,1,0,1,69.88436611517164,244.8947525192832
19,22,0,1,0,1,58.24897852575496,207.5429666761612
41,12,1,0,0,1,69.62171226042128,257.7351164801126
25,19,0,0,1,1,61.4614979864899,219.52784696867016
34,28,0,0,0,1,84.96781504169398,284.05466807665323
24,17,1,1,0,1,58.771661973318594,214.57625266357883
19,17,0,1,0,1,51.66791014403709,191.27590262721057
40,20,0,0,1,1,80.36653914871196,283.7587437936017
29,11,0,1,0,1,53.67626706579372,207.66876458892463
20,19,0,0,1,1,54.49462423342038,198.6940291027915
43,15,0,1,1,1,76.53594410861555,276.6032496334827
27,14,0,0,1,1,55.20634262791482,211.47599280929924
36,24,0,0,0,1,80.75277987859494,279.16485277664526
22,24,0,0,0,1,63.31247787381765,222.1414466997493
50,18,0,0,1,1,88.83659624697128,312.3074213391022
29,21,0,0,0,1,66.32699815285888,235.5179149420742
28,12,1,1,0,1,55.46163349288301,209.8772282371093
26,22,0,1,0,1,66.31018264106595,234.641544506662
31,16,1,0,0,1,63.64921937179588,229.6348852813924
30,21,1,0,0,1,69.91618441422348,247.18109349565
32,30,0,0,0,1,84.19013853310956,281.4708126149696
36,24,0,1,1,1,81.97787741361152,282.3341504784017
32,24,0,1,1,1,77.76344476069603,267.87065163001853
31,12,0,1,0,1,57.84751861707257,219.67464462790127
27,19,1,0,0,1,63.64910228086835,229.03071156307857
37,20,0,1,1,1,77.30937006960157,274.560824197793
27,22,0,1,0,1,65.53719830131803,233.8963564530315
24,28,0,1,0,1,74.94194753956947,251.6986900133502
21,17,1,1,0,1,52.22164433241345,197.4173741964876
34,21,0,1,1,1,73.71669849404178,261.716505734786
26,18,0,1,0,1,61.68808567950107,221.268457831609
27,23,0,1,0,1,68.46596128247496,240.33560054293383
20,14,1,1,0,1,49.04821672809292,188.7285342380453
12,24,1,1,0,1,52.787461690159255,189.98270326049465
22,28,1,1,1,1,72.59927924374892,245.52560608839315
30,16,1,1,0,1,62.72875279560872,228.41577760919435
41,31,1,1,0,1,98.55291353499533,325.37716851872614
27,22,0,0,1,1,67.24609896502939,237.71769876015225
26,19,0,1,1,1,63.11584358645421,227.8976540517493
40,25,0,0,0,1,87.43401019251947,295.72366288982954
23,21,0,0,1,1,60.9767885506097,217.54652975152348
40,15,0,0,1,1,73.50899106741552,265.4810237403573
27,16,1,0,1,1,59.28752267139657,217.08533192369904
26,28,1,1,0,1,76.43733115990283,257.3806362269394
41,23,0,1,1,1,87.89076987365371,299.30911531481473
30,31,1,1,1,1,84.80754298615255,285.4052431939795
28,15,0,1,1,1,59.25871213622452,217.7392044341173
33,19,0,0,0,1,69.21110194796269,247.512265669478
33,22,1,0,0,1,72.74961389560296,258.4092595293123
50,32,0,0,1,1,109.09509561902652,360.6931190248277
43,18,1,1,0,1,83.00234228679935,289.85928790159903
41,9,0,1,0,1,64.48221308548077,245.4317908090073
37,16,0,1,0,1,69.57530855231443,254.2179350949133
31,21,1,0,1,1,71.33421698978889,250.63765963376412
29,16,1,1,1,1,61.45296980659453,227.2826931843564
15,16,1,1,0,1,47.560260789112434,179.01781353845317
44,25,1,1,0,1,92.6727547515194,313.8254223595697
28,32,1,0,1,1,84.12383918340542,277.1141485732781
34,10,0,1,1,1,60.76006263975598,229.2675674456148
56,8,1,1,1,1,84.35370217798508,310.335215297136
30,12,1,0,1,1,58.76479927693199,218.8860338862644
15,26,1,1,1,1,60.368815099162994,208.6650611963545
46,15,1,0,0,1,79.30035524647397,286.2012642585675
29,28,1,0,0,1,77.18452989463964,261.78465682426446
28,19,0,0,0,1,63.00717418876744,226.61314650895983
32,21,0,0,1,1,71.90595717201663,253.50346976044307
37,22,0,0,0,1,77.73006640656584,272.4438460781988
32,29,0,0,1,1,83.94815470166077,282.65887586159585
38,30,0,1,1,1,93.96139060262333,309.6720931866509
23,13,1,1,0,1,49.6420935668514,191.2480962431124
22,24,0,0,1,1,64.30805259613768,224.51954467618464
24,19,1,0,1,1,61.23694575649927,219.05092314133245
35,13,0,1,0,1,64.57983693078945,238.9164955630225
25,27,0,0,1,1,72.33001432696129,246.73812750841648
30,26,1,1,0,1,79.16956086096387,267.98244075546035
27,21,1,0,0,1,67.27548593410113,235.4240896106034
31,28,0,1,0,1,82.0512747657224,276.00655480535823
31,15,1,0,1,1,62.92774040977108,231.7105211732473
27,10,0,1,1,1,50.57899609717074,197.4795423086727
34,24,1,0,1,1,78.17037241657705,270.7350789221276
15,20,1,1,0,1,52.79541084450991,188.40991373756927
38,22,1,1,1,1,83.07016833981803,289.0017800667956
24,17,1,0,1,1,58.26337908784336,211.19834059208276
11,18,1,0,1,1,43.99469106800898,165.36590736250943
45,20,1,0,1,1,86.79473554903872,301.69319963776684
25,23,1,1,0,1,67.59158637797508,235.8200270023844
25,14,1,0,0,1,53.8532584587696,202.0619806425207
23,23,0,0,0,1,62.33045758930742,223.3176735643824
32,23,1,1,1,1,77.18938760126755,267.6345587821229
37,20,0,0,0,1,75.52818803030785,266.9093551281585
32,20,1,1,1,1,71.55744065143446,252.31965702237855
20,22,1,1,0,1,58.60943050320648,211.11016008311165
12,20,1,0,1,1,46.69114741845364,174.4736640605866
29,21,1,1,0,1,68.56678125600712,242.18008773605555
33,18,0,1,1,1,66.81874585792139,242.4671537975077
23,10,1,0,0,1,44.32325771360858,179.8843431666164
21,7,1,1,1,1,40.76330891999757,169.03924710582717
43,19,0,1,0,1,83.87100012314441,294.13469135734726
25,12,1,0,0,1,49.37945956415451,191.85851108784053
25,17,1,1,1,1,59.59169342662344,218.84328566143824
34,20,1,0,0,1,71.34382224685451,254.09469417896008
37,7,1,0,1,1,57.93238844188371,225.0317127892217
28,20,0,0,0,1,65.96789332526659,235.0556757145084
26,11,0,1,0,1,48.29400853108312,192.1289481057116
20,9,1,1,0,1,42.62995712264304,172.3232183797519
36,15,1,1,1,1,70.75066891816432,255.08736649087888
22,26,0,0,0,1,65.93947179331988,227.10820625380975
27,21,0,1,1,1,65.89644574052711,232.94012522724896
29,18,0,0,1,1,63.339385485293725,231.764537649353
26,14,1,1,1,1,56.75148345539219,213.3671121460954
27,21,0,1,1,1,66.63271232711838,237.0916870899323
31,13,0,1,0,1,58.28766011366663,221.108023374398
18,20,1,1,0,1,55.74478262095861,201.10433555836735
31,23,1,0,1,1,75.14487445810525,259.3940047428721
26,7,1,1,1,1,45.37961186164693,185.34448389566683
11,16,0,1,0,1,39.70905967592604,158.3977286563238
29,20,0,0,0,1,67.2177606742989,236.88413220817145
32,14,1,0,1,1,60.97243493236885,227.137172383153
37,18,0,0,0,1,71.04980517459084,257.09852962062786
24,18,1,0,0,1,57.296393237936506,210.22951676674697
30,28,1,0,1,1,79.35204282089938,270.9355421136943
36,13,0,1,0,1,64.00762699734018,237.91493975386223
33,21,1,1,0,1,74.93684978641257,261.34176440491404
23,13,1,1,0,1,51.91841860176755,194.8238071654494
32,15,0,1,0,1,63.61045010090003,234.7433797667872
25,21,0,0,0,1,62.12579278813126,219.93059797204435
33,6,0,0,0,1,49.17103355341804,198.87918474954407
28,9,1,1,1,1,51.18271478101325,202.36910275965303
22,19,0,1,0,1,57.70184147719724,209.4293859243201
18,17,1,1,0,1,51.055836909469576,190.575843258235
26,26,1,0,0,1,72.2148497053736,247.8720586694585
37,16,1,1,0,1,70.76939544477997,254.62230232882047
24,16,1,1,0,1,57.29781697385629,211.8847752546498
33,10,1,0,1,1,59.135332647060935,223.97752835538395
23,25,0,1,1,1,68.69649577156966,238.07645801937488
18,24,1,1,1,1,62.08001237771828,219.1668796464133
27,10,0,1,0,1,50.513953702166525,196.754878334272
30,17,1,0,1,1,63.23430720748327,231.58386288604015
38,16,1,0,1,1,71.55966028070046,259.20714440063534
32,19,1,0,0,1,68.39062067628431,245.2921324241188
27,22,1,0,0,1,68.21054707985992,237.63739266385676
31,21,0,1,1,1,69.6711718885021,246.9868557279025
36,21,1,0,0,1,77.75689227930054,270.5576154707152
27,26,0,1,0,1,72.67590099230404,251.41967847556725
30,26,1,0,0,1,75.19127020439251,258.8816666329096
25,17,0,0,1,1,57.99453117066802,212.9736660275273
20,32,1,1,1,1,75.13773788207145,250.99991360450665
22,3,1,1,0,1,35.06663662785324,156.8138570178965
26,25,1,0,0,1,69.61022067262535,242.54064052886983
36,20,0,1,1,1,78.08138996572953,271.53777194428915
34,16,0,1,1,1,66.75888858328061,244.4824423064021
27,16,0,1,1,1,58.79114298211295,220.23216744146308
25,18,1,1,1,1,62.46988787599349,222.67622053271444
31,12,0,0,0,1,57.06802556967071,214.4203874639381
26,13,0,0,1,1,50.63143161180785,196.55224469452529
20,16,0,0,1,1,50.58173926972847,188.5396711042193
27,24,1,0,0,1,70.80349478192605,243.7631970727832
31,16,0,0,1,1,62.27441476052837,230.4704911790893
19,24,0,1,0,1,61.91446772389132,215.5995340851663
20,18,0,0,0,1,50.88783139278941,190.0375101063072
39,16,0,0,0,1,73.7717433635669,261.8196538040062
30,18,1,1,0,1,66.25927963797922,236.74667593832933
31,10,0,0,0,1,52.7135343252154,205.52617186039308
18,23,0,1,0,1,59.30292101885133,209.14415052002468
35,15,0,1,1,1,68.05964619345136,247.2249565921548
27,14,1,1,1,1,57.53110352508956,217.04093198825137
41,12,1,0,1,1,69.21328275353629,258.125827214383
28,25,1,0,0,1,71.34824120729684,249.06964209402184
32,19,0,0,1,1,67.24241133852387,242.13787963919657
25,19,0,0,0,1,59.536753952205615,216.26401056177215
23,21,0,0,0,1,59.10559182827182,214.56469882988804
27,19,1,1,1,1,65.29569179201458,232.5665914057088
31,25,1,1,0,1,78.81866936410323,268.327182108703
45,22,0,1,0,1,89.91227938458874,307.82558854806604
24,12,0,1,1,1,50.06049010997437,191.76328755009837
36,8,1,0,1,1,58.37271301637293,226.41161382545744
31,25,0,1,1,1,77.31708346651658,265.85848987422924
40,24,1,1,0,1,87.03319904010571,298.18779372978224
19,21,0,0,0,1,54.52612515937671,196.7277207812672
43,10,0,1,1,1,69.7220574959014,261.6279228836579
42,19,1,1,1,1,82.30680915580636,291.00673299485607
31,18,0,0,0,1,62.7062927855141,229.2971919371168
31,21,1,1,0,1,72.42226487465015,252.1024904092144
21,14,1,1,0,1,49.12864731745332,185.10183229458548
20,17,1,1,0,1,53.24373859905515,194.93237199147757
35,23,1,0,1,1,79.23278685731303,275.80746513240496
34,5,0,1,0,1,52.00384513386145,208.26380739320965
26,30,1,1,0,1,81.1512913437906,269.03511221152644
21,28,0,0,0,1,68.20508282070372,232.77082300292733
23,26,0,0,1,1,69.39342262868942,236.54847026179547
28,18,0,0,0,1,61.222624100943634,222.48312374561112
31,24,0,1,0,1,76.3155291378673,263.1627019948567
28,14,0,0,0,1,55.48843860032375,210.9857398851265
41,27,0,0,1,1,93.1833740013554,310.3083735284404
36,15,1,1,1,1,69.75430272736362,254.10994615723425
28,23,1,0,1,1,71.38669883134727,247.63024003769215
46,20,0,0,0,1,85.42625170134556,296.91795838408615
31,21,1,1,1,1,72.20059487153043,255.3003224350263
30,18,1,1,0,1,66.58871378342496,236.76297651204325
27,23,0,1,1,1,69.29003859661022,241.3422849240328
19,19,1,1,1,1,55.70049891350764,204.44352013508163
20,30,0,1,0,1,72.84096684432778,240.06769772368827
39,12,0,1,0,1,66.73593178733122,250.25720230737895
35,22,0,0,0,1,75.06038947706433,264.209758120751
40,26,1,0,1,1,88.22629778683198,298.6854577987201
40,23,0,1,0,1,85.28674398193377,291.50340149446856
27,2,1,0,0,1,36.934838882092535,167.3282275535375
29,22,0,1,1,1,70.62083422455335,249.30331790857988
26,15,0,0,1,1,55.16059512539743,210.5751378090323
24,16,0,1,0,1,55.35771210813723,204.264564466936
46,15,1,1,0,1,83.19867229210213,293.83431226082286
24,21,0,0,1,1,61.53025775759295,220.19041092120133
27,18,1,1,1,1,63.267964602555146,227.65291906352223
31,10,1,0,0,1,54.71575171807593,212.6479281838456
33,22,0,0,0,1,74.24964278299754,255.9156763700806
29,22,0,1,1,1,70.59685024584773,249.3851274209464
46,20,1,0,0,1,89.32815139748912,307.7145202951045
38,22,0,1,0,1,80.78285310545807,282.31742152298847
30,11,1,1,0,1,55.94038054452498,213.25112799743175
42,19,1,1,0,1,82.23462412055656,288.43587610306827
29,19,0,1,0,1,63.51099932583318,227.5693537907411
36,21,0,0,0,1,76.12514966910217,266.4234803596384
29,15,1,0,0,1,60.28919799893037,222.9306414570545
40,18,0,0,0,1,76.08853424245827,268.3517318339673
25,16,1,0,1,1,58.82312636494572,213.83001556344323
28,15,0,1,0,1,58.00243748522272,215.80587108875665
32,15,1,1,1,1,65.85102547219398,240.2142427844301
22,23,1,0,0,1,62.14491093533684,220.94038724880215
22,4,1,1,0,1,36.28410281599163,157.8450904533349
53,23,0,1,0,1,102.20305152158724,345.8858710577681
46,14,1,1,0,1,79.59936344322482,287.55901589653735
37,20,0,0,0,1,74.56871293888805,262.6489007325392
25,15,1,0,0,1,55.68880334604583,205.65356570949984
23,14,0,0,0,1,49.60247292363696,192.17055330572688
28,31,1,1,1,1,85.84443435579306,282.8774309394451
