age,income,gender,rural_residence,party_affiliation,policy_exposure,political_engagement_index,voting_rate
39,24,0,0,1,1,61.81022914096953,240.44725960924777
12,24,1,1,0,1,29.89460444812648,143.98314928751086
32,28,0,1,1,1,56.78099889504544,228.0158415068344
35,12,0,1,0,1,49.61872958061476,197.0376276130853
18,7,1,1,1,1,29.851567423711487,140.64860412984348
35,15,0,0,0,1,51.04217492219449,206.30426050689013
16,13,1,1,1,1,29.59227700314945,142.38216113069257
23,29,1,0,1,1,47.69602158061629,199.9272084804169
37,26,0,1,1,1,61.82591415432938,239.7066241433754
31,23,1,1,1,1,54.41715942835494,218.446957401394
20,17,1,1,0,1,35.09796215510797,157.93052391068923
23,19,1,1,1,1,41.689909655538735,179.8317067952111
26,25,0,1,1,1,49.58462392363184,201.6204719404343
20,28,1,0,1,1,43.022414247593446,184.67143901686885
38,16,0,1,0,1,54.02644694080526,213.7774344300712
38,25,0,1,1,1,61.62491758604668,241.2436678966505
28,34,0,0,1,1,56.14365512130343,223.953709084234
25,21,1,0,1,1,44.62841603137012,187.24533578309692
19,2,1,0,1,1,28.05838132209556,132.3240605147405
28,17,1,0,0,1,42.50041456141075,180.6140627556747
43,21,0,1,0,1,65.03685332900248,248.7223012564119
25,28,0,1,1,1,49.2745950114377,204.68804408050897
40,14,0,1,1,1,56.32279693224184,221.6668713761429
38,31,1,0,0,1,64.74052135870981,251.1125674318907
25,27,1,1,0,1,48.65391538935987,202.1049528681598
30,32,0,0,0,1,53.33425174580552,219.04917343884588
34,25,1,1,1,1,58.28340607534066,229.28325231731196
31,16,1,0,0,1,47.153899164519245,194.40555943000172
43,18,0,1,1,1,64.08734965039707,245.3812512027077
27,30,1,0,0,1,49.24437475152772,207.2872035444859
28,25,0,1,1,1,50.9063032061422,206.28605315194736
12,17,0,1,1,1,28.004082888714365,138.06996787870466
29,9,0,0,1,1,42.204109716650905,176.6937393791431
37,26,1,1,1,1,63.77830654948147,246.40996206097608
29,18,1,1,1,1,48.12368033647876,198.5995880223333
33,13,1,1,1,1,49.52937723631683,202.2923590041387
34,17,0,0,0,1,53.34179638983685,206.76195916378572
35,25,1,1,1,1,61.563940315525386,236.17824019490163
29,32,0,0,1,1,55.29524145100815,221.2387576705411
15,28,0,0,0,1,34.5338270649575,159.6368963162783
37,24,0,1,1,1,61.36846411823766,235.65943885157395
33,26,1,1,0,1,56.879666284449726,226.68163771275545
47,21,0,1,1,1,69.9396229960678,264.3808649237832
25,19,1,1,1,1,42.65913891958442,182.1024590599526
29,15,1,0,1,1,47.0870143624523,193.60400277426572
41,4,0,0,0,1,52.02330168178932,202.06427807634927
24,17,1,0,0,1,41.50219025846167,178.30218757067507
29,23,0,1,1,1,50.44095551996053,204.47100398648587
31,20,1,1,1,1,51.6451218127723,208.01184902806503
28,16,0,0,1,1,44.06583094725415,186.1257223075032
35,21,0,0,0,1,53.51820730514822,214.59094997905612
22,14,1,0,1,1,38.00744974955523,166.85415437750072
34,27,1,1,0,1,56.38548431986346,228.1300108589644
31,24,1,0,1,1,52.14503385243793,213.17622079704424
28,17,1,0,0,1,42.47890676603263,181.5345841257276
37,23,0,1,0,1,59.59596664937334,232.2897566651062
44,15,1,0,1,1,62.87636280747867,240.2518310383548
39,24,1,1,0,1,64.1401019131527,244.40014677844584
27,17,0,1,0,1,44.16008699856519,184.4532517095206
32,16,1,0,1,1,51.70198799512475,205.4710680282323
34,12,0,1,1,1,50.56027704699677,200.40398609525653
29,23,1,0,1,1,52.16667144983844,207.79106290184956
32,23,0,1,1,1,54.512541719343,218.2606373451879
29,17,1,1,0,1,43.07245700474,186.3949730839765
24,31,1,0,0,1,47.571249370108816,201.34753557013715
37,17,1,1,1,1,58.04796247556482,225.61371009274976
18,22,1,0,0,1,36.03053072515604,163.4445709873306
29,17,1,1,1,1,49.24936639113653,196.48425100841445
29,26,1,1,1,1,54.868324715664144,217.96666832738103
45,20,1,1,1,1,67.26205728485454,256.80162890803695
20,23,1,1,1,1,40.522417252833066,177.19826343300628
22,12,0,0,0,1,33.679626906840745,151.82715912592374
29,12,0,0,1,1,44.87010106257863,183.7938448993902
21,19,1,0,0,1,37.62875183234925,166.70719769452293
37,14,1,1,0,1,53.11583735510582,209.22680777226756
30,7,1,1,1,1,43.92551439834168,180.13449775873667
32,9,1,1,1,1,47.05675735845981,193.3735564698484
22,20,1,0,0,1,38.27729084866888,170.24324078618235
24,13,0,1,1,1,39.279564161701,169.21720406729042
35,32,0,0,0,1,61.47571472831091,240.4799702210284
37,22,1,0,0,1,60.015781155281225,234.8163677645436
25,9,0,1,0,1,35.8044029334931,158.06811767292
28,25,0,1,0,1,48.68814286261216,200.75081086032276
26,19,1,1,0,1,43.96412432613828,185.2954172249174
45,12,1,0,0,1,59.56226150493221,232.7604286799721
37,15,0,0,0,1,52.75583280886001,209.52144066669155
34,11,1,0,0,1,47.819502950723525,195.60273188472672
19,15,1,0,1,1,35.16700931392829,155.6501968831406
26,17,1,1,0,1,43.54659944565433,182.71966454221268
29,21,0,1,1,1,50.81313876447788,203.05141184671
21,15,1,1,1,1,40.03439010307125,171.85433235694754
33,25,1,0,0,1,55.91657977790773,220.88356555135945
34,11,0,1,0,1,47.648876030687816,192.2945264232121
38,24,1,1,1,1,61.46030065395073,236.99317704128865
32,15,1,0,0,1,46.94474719824428,196.00342130673175
44,18,1,0,1,1,65.34656885734285,248.23559633783069
26,9,0,1,1,1,40.05865092783967,171.51895872058182
43,13,1,1,1,1,62.60558817769977,239.00625812400176
15,27,1,1,0,1,36.06463565057502,166.32039692455825
28,21,1,1,0,1,46.23307705917348,194.9684285348401
34,16,0,0,1,1,50.28534957196322,203.88568830946303
20,20,0,1,1,1,39.164303841445296,171.09498032822162
33,20,0,1,1,1,54.86044867015609,216.3955684137383
21,31,1,1,0,1,44.920420227711936,190.81565428218676
37,27,0,0,1,1,61.95185756334223,241.990166878328
32,26,1,1,1,1,56.358942891133104,225.3481942480432
34,23,0,1,0,1,55.30725039524527,220.6367985147728
18,19,0,1,0,1,32.05131242580639,152.1834638521929
48,25,1,1,1,1,74.59039112252451,275.67115903933075
15,16,1,1,0,1,29.10215776383714,139.60485605135094
45,23,1,1,1,1,70.49628647970825,264.77742727424027
28,16,0,1,0,1,45.42573313982175,185.8988341271539
32,27,1,1,0,1,55.53797874682165,221.48815676601163
37,15,1,1,1,1,56.73207331004157,221.61808544878724
25,24,1,0,1,1,45.22780033023969,193.61702628569316
30,27,0,1,0,1,53.74932066210423,215.0855992332708
27,26,1,1,1,1,49.92502004926415,205.89938602898408
29,6,0,0,1,1,39.76658211668059,169.73689451956977
20,34,0,0,1,1,45.98915943891683,198.08161079074844
36,18,0,1,0,1,54.632546589694094,216.24613125462344
26,20,0,0,1,1,44.46666733512192,186.72730038367555
36,16,1,1,1,1,56.219970111061066,220.29126550289627
28,14,1,1,0,1,42.35096525045359,180.84873635819176
45,11,0,1,1,1,61.89840162036453,236.3562723053832
34,3,1,0,1,1,43.20714551687878,180.51064080408491
37,16,1,1,1,1,57.86823082822911,224.83214111047045
36,16,1,1,1,1,57.20851161231692,222.67542156229723
22,29,1,0,0,1,45.61617235598575,194.05573022195543
18,26,1,0,1,1,40.31600031601326,176.82469572694052
25,20,1,1,1,1,44.17424084080989,187.0610510820865
26,7,1,1,0,1,37.44511160546144,162.42813188347907
37,9,1,0,0,1,49.186963273030415,198.01680691950705
20,25,1,1,0,1,41.73815092462423,179.13351702181834
40,10,1,0,1,1,54.024712907761256,213.7381668716714
40,18,0,1,0,1,59.40411881527892,230.28369335934735
23,21,1,0,1,1,43.03089231821159,182.290493676444
31,18,0,1,1,1,49.442838373720605,202.20325189982373
45,13,1,0,1,1,62.85373131743346,237.208960844831
28,23,1,1,0,1,51.21462174832787,206.40898684107145
33,29,1,1,1,1,59.96657283801894,236.9800937930685
38,22,1,1,1,1,62.43313101957858,240.15503217970385
14,20,0,0,0,1,28.66846423956595,140.74407514266767
28,11,1,1,1,1,40.77098656413639,175.280966440945
23,21,1,1,0,1,39.82063025859607,176.31417633581253
34,23,1,0,0,1,52.37572134434582,213.02417103556533
23,9,1,0,0,1,34.36773951572234,152.71002127433974
25,21,1,0,1,1,46.16594451717083,190.9295245168691
32,27,1,1,0,1,55.47212008943552,222.29038914254156
21,30,1,1,0,1,45.60362186459231,192.86485947018147
23,19,1,1,0,1,39.63409898696703,172.51102285327704
34,17,1,0,0,1,51.18552386110935,206.01264442793
30,30,1,1,1,1,56.14777439511982,228.0632835306401
37,25,1,1,1,1,64.0511068478787,243.8483144313224
23,21,0,1,0,1,40.744002566540594,175.88180215748469
33,27,1,1,1,1,57.69736979313843,228.21672700222632
27,32,1,1,1,1,56.13165836334797,222.79288492706516
35,11,1,0,1,1,49.363537774801415,200.1260346714173
23,19,1,1,1,1,42.52177655155438,182.20044765640048
37,21,1,0,1,1,59.29215992756987,231.89953939493168
33,18,1,1,1,1,53.8473491966306,213.19022343929956
37,18,1,1,1,1,55.84100548836264,222.40604223506256
37,23,1,1,0,1,58.74971926004491,231.23161629657736
26,22,1,0,0,1,46.09124631729016,193.71190261541312
35,16,0,0,1,1,54.52908036925792,214.80570986924025
24,26,1,0,0,1,45.45698769124216,190.2947179396004
31,23,0,1,1,1,54.66835467972835,214.80928525895607
42,27,0,1,1,1,66.36033482576818,257.57462110307176
37,28,0,0,0,1,59.65030971331661,238.17956316709785
30,15,1,0,0,1,45.25477395436066,186.97399567831752
25,18,1,1,1,1,43.90242291059298,185.23651648086047
16,18,0,1,1,1,33.22755139225984,154.05010254997185
19,18,1,1,1,1,37.11606077658042,162.57845346971644
34,25,0,0,0,1,55.34360960600169,221.12295010015657
32,22,0,0,0,1,51.11352084770807,208.0668597964253
39,18,1,1,0,1,59.42519745408636,231.359619805312
33,28,1,0,0,1,57.12787589983992,228.6523640463737
25,25,1,1,0,1,45.246894020687215,192.01077577174956
17,16,1,1,0,1,31.721170778033727,149.69174186524583
35,14,1,0,1,1,52.82864866662086,213.13411029971132
17,22,1,0,1,1,34.38991004706319,159.79244555442207
44,19,0,1,0,1,64.99732580106402,246.07137319195732
37,19,1,0,0,1,55.58154309546676,221.71784577180372
36,24,0,1,0,1,58.99057314661621,229.51993428616385
31,13,1,0,1,1,46.0512589461583,192.42431654869785
37,11,0,0,1,1,50.23743353444448,201.77231471061617
32,23,0,0,0,1,50.759541484437584,210.04857039284
35,26,1,1,0,1,56.0318294157581,228.04447310687863
39,17,0,0,0,1,56.11724715188855,221.8830089024082
8,16,1,1,0,1,23.023812519487908,121.31006348950604
45,14,1,0,1,1,61.29868717484141,238.92941136403223
31,27,1,0,0,1,53.15043853877974,216.62956641591327
32,26,1,1,1,1,56.760764841280455,224.87562345596888
28,22,0,1,0,1,48.26443382030992,199.32516026660903
19,18,1,1,0,1,36.97129890276119,161.89852972384475
28,25,1,0,0,1,48.76514286036141,201.16638097073596
40,18,0,0,1,1,58.79897731683619,228.34032564048292
33,16,1,1,1,1,51.974987023963536,207.9081329476154
24,21,0,1,0,1,42.89310397665863,182.10365251531672
42,29,1,0,0,1,69.0215455504221,262.992056126278
36,25,1,0,0,1,59.34937387025289,233.1440352130589
33,24,0,0,1,1,54.708029090564175,220.05627396492648
15,25,1,1,1,1,35.34765932634734,163.73755679444918
42,4,1,0,1,1,54.61028965600073,211.5125634189304
31,20,1,1,0,1,50.7413918084219,206.56784419987432
38,24,0,1,1,1,60.88182230057352,237.52202402950465
22,15,1,0,1,1,38.113806450114105,166.2360584211991
30,36,1,1,0,1,59.71705720341557,236.7498905022268
36,15,1,1,1,1,55.22537706925502,215.30737058540183
20,17,0,1,1,1,37.25587965263325,164.26014535015793
21,24,0,0,1,1,42.67128232956666,181.30317654334985
36,8,1,0,1,1,51.39170658981013,202.6277115256933
35,13,0,0,1,1,51.14660679267778,205.62821521035409
26,9,0,1,1,1,37.46243152024112,164.94392362860032
43,17,0,1,1,1,63.55557074436067,239.73615371527725
23,18,0,0,1,1,40.06870529963507,172.02405135246318
38,23,0,0,1,1,59.82036303877464,232.7846446803143
26,17,1,0,1,1,42.19322348320164,182.4248951343972
16,15,1,1,0,1,31.168464321651182,140.9392839024262
34,14,1,1,1,1,51.42349622287418,207.4564563619632
37,24,1,0,0,1,58.34085401508731,230.7227890323805
31,20,1,1,0,1,52.04531129290916,208.94911602645652
34,33,1,1,0,1,62.0991585828447,244.09757174934376
22,19,0,1,1,1,39.487185699626174,174.41252566450305
38,14,0,1,1,1,55.78063532674802,218.3806793165254
48,24,1,1,1,1,75.46912967542103,277.960415083622
23,19,1,1,1,1,42.09692794554037,181.03845103916584
31,17,0,1,0,1,47.2113458340465,195.754012262028
40,9,1,0,0,1,53.27412382104677,211.27707857408225
32,22,0,0,1,1,51.01991899945383,210.28989174892095
38,17,1,1,0,1,56.28438172008188,222.6003872344421
32,25,1,1,0,1,57.83892167195323,225.2528754873564
21,18,0,1,1,1,39.20285544531633,167.25933567049228
31,31,0,0,1,1,55.84617771070785,225.9235854088396
33,18,0,1,1,1,52.11847938581124,208.89440774935088
24,19,0,0,0,1,39.40377438643453,170.5034909475952
38,19,1,1,1,1,60.44673014568686,233.2470729283033
31,20,1,0,1,1,49.83251966062024,204.7205130527192
33,12,1,1,0,1,48.25359652911598,198.48438328399783
25,20,0,0,1,1,43.42237822413591,182.6351292964486
31,24,1,1,0,1,54.62390114683129,216.06943392082255
23,20,1,1,0,1,41.34874986466717,177.73095431238224
31,16,0,0,1,1,47.3960111686475,193.6576738402837
24,8,1,1,1,1,36.96513216640509,158.95745639610084
30,19,1,0,0,1,48.057286066464656,194.9445792694032
23,16,1,1,1,1,41.646977314836896,174.31660235902686
27,14,1,0,1,1,44.05963200269595,183.2287199189877
22,25,1,1,1,1,45.28039501741832,189.46856913925976
25,15,0,1,0,1,41.56906180236346,177.7684490326805
12,23,1,0,0,1,30.92886152039972,145.99618747291183
36,24,1,0,1,1,58.51032056122158,229.7992420724005
27,24,1,1,1,1,47.235042154529765,199.4020832121664
21,20,1,0,1,1,40.11290138258391,172.04841349807418
18,21,1,1,1,1,37.793810631791374,168.53625405420226
34,17,0,0,1,1,50.442671107703866,205.6478910088632
26,21,1,0,1,1,44.68419574849015,187.5839869718372
36,23,0,0,0,1,57.693358893604966,226.9862709136051
23,12,1,0,1,1,37.88542232635877,167.90182352025087
29,23,1,1,0,1,51.46799391514004,206.21194031673056
34,15,1,1,0,1,50.936712777375966,207.61821848691983
27,11,1,1,1,1,42.0157771050641,177.34420097058302
25,11,0,1,0,1,37.0306197067864,165.1954601689266
35,23,0,0,1,1,56.67664959442879,226.9343061574916
37,20,0,1,0,1,55.903492647758725,221.40753813952105
41,20,1,0,1,1,63.02294144001857,242.70363170475545
21,20,1,1,1,1,40.36972659267072,175.24892788835814
24,23,0,0,0,1,44.199880215858165,185.75668513815395
35,22,1,1,1,1,59.59455897197954,231.32035827092497
51,23,1,0,0,1,74.19226017208645,279.6150027528066
32,21,1,1,0,1,52.36231382306188,209.65420025659577
16,27,0,0,1,1,37.79735926751834,168.57587973610376
24,19,1,0,1,1,41.747111611144376,179.27602618042
18,20,1,1,1,1,38.19806497175936,166.19018110158626
37,7,0,1,0,1,49.39403401163506,196.7565311401889
12,15,0,0,1,1,26.44403377931813,130.9267885132826
27,20,1,1,1,1,44.77714491375824,187.30970226451444
32,27,0,1,1,1,56.19688112106605,224.10600273563068
44,15,1,1,0,1,62.03518091221975,240.7324995047813
43,13,0,0,0,1,57.3424745739954,223.05558380723997
36,20,1,1,0,1,55.751877507357314,223.39757805476287
29,18,0,1,0,1,46.38220692911535,193.460319159797
19,22,0,0,1,1,37.04250267027975,167.163046200661
35,17,0,0,1,1,52.88781518146778,211.6120203914688
37,25,1,0,1,1,61.2136597644908,241.9690412405681
31,20,0,0,1,1,52.712922609392336,211.6144238426148
34,5,1,1,1,1,47.35785949876615,190.2609068136706
24,14,1,0,1,1,38.98942893669707,167.34893154262625
32,19,1,0,1,1,51.71754584611215,209.8420853975533
24,24,0,0,0,1,42.78910066019627,183.141702156784
26,21,0,1,1,1,45.61249624314616,190.17912029653343
38,20,1,1,0,1,58.026893107492384,227.8560729212757
28,26,1,1,1,1,51.54637816261487,213.35732913327527
31,21,1,0,0,1,49.77819548132242,202.3837788150182
22,18,1,1,0,1,38.93463034817334,168.2925054651289
25,20,0,1,1,1,43.28983151691327,183.5626140130437
18,10,1,0,1,1,30.37423435909568,141.23620562702115
33,26,1,1,1,1,58.83705550294695,232.2989946923224
36,8,1,0,1,1,49.52616081920583,199.69143662915937
30,13,1,1,1,1,45.984887171092765,188.90922486479
27,14,1,0,0,1,39.1775244042216,172.5504903760833
23,26,0,0,0,1,44.16026043688856,189.9741844400938
53,21,1,0,1,1,77.00625145788126,286.69284761834507
28,16,0,0,0,1,45.48121732616608,188.959446230298
25,27,1,1,1,1,50.44108010977146,204.6504140338247
36,21,1,1,0,1,57.23122248588732,222.5945381114138
12,31,1,1,0,1,34.798534651815444,163.93356251638565
11,22,1,0,1,1,30.905211163907552,147.4916544973331
29,28,1,0,1,1,51.68078586782876,214.82310594389665
18,9,1,1,0,1,30.483292538679507,140.5257687888201
34,15,1,1,0,1,52.29558718767876,206.48351160075651
43,16,1,1,1,1,64.11729665398462,242.78337330188884
41,13,1,0,1,1,57.08184537384822,222.49924220727948
39,26,1,1,1,1,64.21925069556924,247.4079725985622
25,7,0,1,1,1,36.64976335994197,159.9961085181025
45,31,1,1,0,1,73.28703039470606,276.9242204007484
49,23,1,0,1,1,73.9283559359131,275.63866472190824
38,25,0,1,0,1,61.11368744154776,237.5389671567549
30,15,1,1,1,1,48.61377985036884,196.48835039653008
29,16,1,1,0,1,45.978074861660026,189.43024002094484
28,5,1,1,1,1,41.153974922286125,173.03518917105606
33,22,0,1,1,1,53.45645575565537,216.072503016717
39,18,1,0,1,1,61.09837042006576,233.5004929802227
24,17,1,1,1,1,44.07845452666216,185.2764214898976
28,11,0,1,0,1,40.09562571695079,171.47761406680587
45,22,0,1,1,1,66.9319012010794,255.42375061956372
26,19,1,0,1,1,45.2511412537549,188.0537026958976
27,17,1,1,0,1,42.8804530904683,182.89645419099185
20,21,1,1,1,1,40.69691863614831,176.66116507892576
43,23,0,1,1,1,65.85093870046084,253.37773136667445
39,20,1,1,1,1,61.42443196363737,237.00067740727488
28,21,1,1,0,1,48.95703430332329,199.23861621584905
41,17,1,0,0,1,59.94987324931337,232.9619244400013
22,16,0,1,0,1,36.48949029033009,163.23932829227948
39,21,0,0,1,1,59.02966343750635,232.12071057414053
34,17,1,1,1,1,53.179340878276406,211.70297467202107
30,32,1,1,1,1,57.63973172479896,232.13635723025985
32,28,1,0,1,1,55.9268597216772,223.6573647211876
41,13,1,1,0,1,58.204229494067,223.536221892098
31,28,1,0,0,1,54.37777560709517,219.7519505530001
28,16,0,1,1,1,45.92291394252485,189.5503049996892
27,20,0,0,0,1,44.80752101312928,189.76612844626564
39,16,0,1,1,1,58.60818356147779,227.1325653627728
28,21,1,0,1,1,50.46315408059391,203.1545407355877
31,16,0,0,1,1,48.47093961233657,196.52268258435828
26,20,0,0,1,1,44.897591701199474,188.35916778632296
35,16,1,1,1,1,52.80007446452812,214.57665247419305
30,19,1,0,0,1,47.7891621551693,194.99846971740547
32,19,0,0,0,1,50.293724794455336,200.55779758686552
41,19,1,0,1,1,62.73156818165717,240.0884079727997
32,28,0,0,1,1,57.071783706517074,226.39071968549197
23,17,1,1,1,1,41.65704335627469,178.5438052845007
27,10,1,1,0,1,39.15565786962762,168.04377509662427
41,20,1,0,0,1,60.137823929402224,234.69599141103103
39,17,1,1,1,1,59.10465294319476,229.78245336661112
25,11,1,0,1,1,38.87471885954936,166.46901647129977
27,20,0,1,1,1,45.91754772239626,192.9847245633329
29,19,1,0,0,1,46.72024674278804,195.2679015070817
27,16,1,1,0,1,45.23802720948314,188.0078605974952
35,14,1,1,1,1,52.64276325155845,210.12418066803983
30,11,0,1,1,1,44.24938024302624,182.0427627640725
19,19,0,0,1,1,36.4145849070874,161.46271021004964
20,29,1,0,1,1,44.18563389122411,189.07986953703357
41,11,0,0,1,1,56.55490283352612,220.11996155690488
39,27,1,1,1,1,65.9535566769248,252.13082754083567
40,17,0,1,1,1,59.89630441589032,230.96812242417693
23,25,0,1,1,1,44.691614191479566,191.31886599911047
29,23,1,1,0,1,49.5558894767107,204.172453215982
37,21,1,0,1,1,59.65110957563167,232.59001944403735
20,20,1,0,0,1,36.83275981674498,164.49977408418954
27,27,1,1,0,1,49.751603881066536,205.83176816975896
17,18,0,0,1,1,33.40465382057059,153.96838025505554
27,18,1,0,1,1,45.10398459854495,187.49815979647548
33,13,1,0,1,1,49.52400249289329,197.65270078464204
42,18,1,1,0,1,62.96729870721195,238.62228511933213
33,28,1,1,0,1,58.2660495414958,230.56159578064623
26,18,0,1,0,1,42.605802434939314,180.6229957809469
22,14,1,1,1,1,38.10521369217442,164.65290516791373
28,16,0,1,0,1,44.82239458927823,187.5284589936009
27,11,1,1,0,1,41.01529077664959,173.39195582707043
41,18,1,0,0,1,58.9065319842808,229.5637159350651
37,12,1,0,0,1,52.67253191844601,209.5882067469037
21,37,0,0,1,1,48.99741928514898,206.38375974091576
25,19,1,1,1,1,43.41571803122192,185.73339495007076
20,16,0,0,0,1,32.94057897984908,153.72982453108278
26,23,1,1,0,1,45.34095917797233,193.5642726840304
31,33,0,1,1,1,59.476296933813565,233.720121321702
35,26,1,1,0,1,58.81500901191102,229.74734337554804
33,16,1,0,1,1,51.90913112954647,207.01268142185583
31,19,1,0,1,1,51.71393411709607,206.09313788634995
28,9,1,1,0,1,40.20109562167819,171.01358243703865
33,4,1,1,1,1,45.49419522458192,186.18959946204535
24,18,1,0,1,1,41.70709203768631,176.69049696676515
25,21,0,1,0,1,43.15433354650593,180.61202918701423
27,24,1,1,1,1,49.97663822463608,205.39769092560144
24,24,1,1,0,1,45.48144076191174,188.70798377015512
33,26,1,0,1,1,55.71903957028992,226.00994275755565
34,13,0,0,0,1,47.12869633224124,193.7081762807629
25,13,0,1,0,1,38.01940564039065,166.80128600179268
41,21,0,0,1,1,64.02456503498038,242.16410107635596
30,17,0,1,1,1,47.94883927155301,199.94303990423484
22,21,0,1,1,1,42.11714682898365,181.14916170643863
25,24,1,1,1,1,47.101957700479375,197.99005495428548
18,16,1,1,0,1,31.899880968068285,150.94919988992802
17,25,0,0,0,1,36.376483704080286,166.58967736042442
23,21,0,1,1,1,43.08846381763317,185.57541645859027
46,21,1,0,0,1,66.3251993959912,254.77600278032472
18,31,1,0,0,1,39.90622964839153,175.8180030383217
40,28,1,1,1,1,65.33595527469487,252.84800468567485
28,32,0,1,1,1,53.86227610605051,219.62542899273615
21,27,0,0,0,1,41.07911496236664,179.64529115578253
10,20,0,1,0,1,24.102018828933662,126.51727193956452
38,23,1,1,1,1,62.38693386315085,241.25198625959828
18,27,1,0,1,1,39.14365461469927,174.68210564420326
30,7,0,1,1,1,42.73232285564869,178.59310578596885
25,15,0,1,0,1,41.20905873337637,174.22808906591914
30,14,1,0,1,1,45.06558238282644,190.48462070180815
35,22,1,1,1,1,56.24493944208237,222.13733364234093
37,26,0,1,0,1,59.04612282618409,232.24675997808723
33,21,0,1,1,1,54.0272831018205,215.97138889443968
25,24,1,0,0,1,45.889605105431926,191.9194579090849
32,23,1,1,1,1,54.59442303106408,216.15371065297168
20,28,1,0,1,1,42.99099098927765,185.10784074388957
26,17,1,1,1,1,43.88986049600077,183.98077617999016
38,27,0,0,0,1,62.320485862510914,242.5220672845525
40,19,1,1,0,1,61.67003872878153,236.97759451108567
28,17,0,0,1,1,45.51885492451896,190.5826937532682
22,20,1,1,1,1,40.35065016145095,177.0304730521945
33,21,1,1,0,1,51.96450497215952,212.5201055596039
16,21,1,0,0,1,31.84899175232972,149.43982513371265
43,15,1,0,1,1,63.872706685538255,240.5670570962971
22,22,1,0,1,1,42.92338129309734,183.70841373075007
37,24,1,1,0,1,60.37069242523979,235.0277078021375
29,20,1,1,1,1,50.0036162502894,204.2841877433644
25,17,1,1,1,1,41.89717674583916,179.75183584333993
31,16,0,1,1,1,50.23491998069676,201.36803284338288
20,21,1,0,0,1,38.13111292515808,167.91661309613642
20,19,0,0,0,1,35.20382786627824,158.88291415681263
17,22,1,0,1,1,35.65204418093398,163.44507722579235
38,18,1,1,1,1,57.74890564362646,229.41230119750813
34,29,0,0,0,1,58.40379947772495,231.4693370307118
16,22,1,1,0,1,34.283195587068015,158.05825569585463
31,19,1,1,0,1,50.238543361910864,202.89353958322587
44,14,1,1,1,1,65.1907328589194,245.4783496926138
23,22,0,0,1,1,42.39491630666966,181.1452820410934
21,19,1,1,1,1,40.03750132334604,170.85451390178224
24,21,0,1,1,1,44.54918609047889,186.66876482122169
27,28,1,0,1,1,48.57177821548258,205.603067474091
40,23,0,0,1,1,62.3265606364597,240.64190223093192
18,28,1,1,1,1,41.900008679659344,181.93862710029407
9,14,1,0,0,1,21.45078492536746,116.52340542903086
21,30,0,1,1,1,46.897761806502366,195.10425708960645
26,23,1,0,0,1,45.95032136268779,193.81553392827936
27,24,1,0,1,1,47.75487389274018,199.05994665130447
6,21,1,0,1,1,22.758758425052044,122.03346734593028
27,18,1,1,0,1,45.97339185928165,190.2015997799294
20,14,0,1,1,1,34.71430140845807,153.84447391876958
31,33,0,1,0,1,58.37861099805168,231.1681696005398
35,7,1,0,1,1,48.1830268752703,194.01412394212463
31,18,0,1,0,1,49.56920407266674,202.0753651466973
42,12,0,0,0,1,56.25016348443324,220.4164843181068
26,16,0,1,1,1,41.403557358283095,178.10554252461318
33,9,1,0,1,1,46.31466338447593,191.471339436971
36,12,0,1,1,1,52.1592011185186,209.43403110345864
35,30,1,0,1,1,61.02353650487979,241.71390456468225
13,6,0,1,0,1,19.62534067058462,110.3181189788928
28,24,1,0,1,1,50.10406483292571,205.58286603831868
40,28,1,0,1,1,66.12410754486177,254.00365110664345
20,15,0,1,1,1,35.002826911288395,158.41627631012042
37,14,0,0,1,1,55.16025736185148,216.54884161915405
38,19,1,1,0,1,57.270981573381576,227.10951054250197
26,13,1,1,0,1,39.99895754749312,170.4024980242047
34,24,1,1,0,1,55.743305375109735,221.3717961906948
32,12,0,1,0,1,44.67056513100636,186.71325302723216
26,29,0,1,1,1,50.42923418004491,208.41655469673472
44,28,1,0,1,1,70.02648782150986,266.7200702874923
45,21,0,1,0,1,66.79334125440072,253.193547101161
33,17,1,0,1,1,52.39571941619664,209.70724144788025
12,35,1,1,1,1,41.64654874654136,180.66405911493288
40,11,0,1,0,1,56.71548389659468,216.17404709195057
21,19,1,1,0,1,38.93151939508357,173.2132039423807
37,24,1,1,1,1,60.02830954322543,234.6031643599574
32,15,1,1,1,1,50.50133912198703,204.6272787056609
36,12,1,0,1,1,52.80109697124654,208.5788555189907
25,20,0,0,1,1,43.50608714988436,187.5034284560238
36,15,0,1,0,1,52.678397267829816,210.20258140240384
24,27,1,1,0,1,45.59835880882035,192.60858685739888
17,21,0,1,1,1,35.00068268166182,163.2451291332852
34,6,1,1,1,1,47.77279285951508,192.5836846781204
22,25,1,1,1,1,43.83370408786925,189.23147601757543
24,20,0,0,1,1,42.60280266399961,181.76384653550235
25,13,1,0,0,1,40.07325181894696,170.15658490594686
35,18,0,1,1,1,53.11054762896911,212.53951963405777
39,13,0,0,0,1,55.64474295822996,215.30146694672743
37,11,1,1,0,1,52.19282214635864,207.08217241228496
30,25,1,1,1,1,53.59859590648485,218.97407655050336
28,15,1,1,1,1,43.94294501875408,186.8096138618081
33,15,0,0,1,1,49.15803219886885,199.3032590372921
22,10,1,1,1,1,35.76141781173532,159.63174479060214
34,20,1,1,0,1,53.82183677060694,215.9577781406671
24,22,1,0,1,1,44.10755037284324,186.31118167083272
