years_employed,household_size,log_household_income,owns_home,has_college_degree,offered_consumption_subsidy,used_consumption_subsidy,annual_household_consumption
5,3,0,1,1,1,1,52.360170990862485
0,3,1,0,0,1,0,48.67020046082511
2,2,0,0,0,0,0,47.22927894401195
2,2,0,0,1,1,0,46.23654267593693
10,2,0,1,0,1,1,52.21059404852963
0,2,0,1,1,0,0,47.7597109302496
5,2,0,0,1,1,1,55.05036292911144
2,3,0,0,1,0,0,45.83407020538274
4,3,0,0,1,1,1,52.48850896478519
7,1,0,1,1,1,1,54.19766444702405
4,3,-1,1,1,1,1,54.12002126033426
7,3,0,1,1,0,1,51.64113336063647
5,2,0,1,0,0,1,52.41027001656172
1,3,0,1,1,1,0,46.91067470298461
4,1,0,1,1,1,0,44.17733649289696
3,4,0,1,1,0,1,52.74063725522303
3,2,0,1,1,1,0,46.81936270821779
2,3,0,1,1,1,1,53.82416404087992
8,3,0,1,1,1,1,54.31986583613885
6,3,0,1,0,1,1,53.58371714059516
2,1,0,1,1,0,0,45.84057863668882
7,2,0,0,0,1,1,54.41874118077601
3,3,0,0,0,0,1,54.59148108321112
6,3,0,1,1,1,1,53.85286583389777
5,3,0,1,0,1,1,53.23475609458813
2,2,0,1,0,1,0,49.46560377656627
5,3,0,1,1,1,1,52.54655601297117
2,2,1,1,0,1,0,46.18536869458895
3,2,0,1,0,0,0,46.93286701868723
3,3,0,0,0,1,1,53.88339202375739
5,2,0,1,1,0,1,52.118526088831054
0,2,0,0,1,1,0,47.346153183724354
5,3,1,0,1,0,1,53.23797431181776
5,3,0,1,1,0,1,52.46690246768357
4,2,0,1,0,1,0,46.83542525854927
6,2,1,0,0,1,1,54.60974741142024
1,2,0,1,1,0,0,44.837767125102765
4,2,0,0,0,1,0,47.80517199289438
0,3,0,1,1,1,0,47.27697248253164
3,3,0,0,0,1,1,55.35795085380688
2,2,0,1,1,1,1,53.97798511234048
5,2,0,1,1,0,1,54.69610471718531
3,2,0,1,0,1,1,56.0293452625723
3,3,0,1,1,1,0,45.25580436835976
3,2,0,0,1,0,0,47.80155494538882
0,2,0,1,1,1,0,46.31702626354378
3,1,1,0,1,1,0,47.07626255895288
4,3,0,0,1,1,0,46.02238194686414
4,3,-1,1,1,1,1,53.57869255889217
7,3,0,1,1,1,1,52.50408932746173
1,3,0,1,0,1,1,53.52457780870226
2,4,0,0,1,1,1,53.73748110042884
5,3,0,0,1,0,1,51.99194598284505
5,2,0,1,1,1,1,52.76877694772795
2,2,1,1,0,0,0,45.29986003698652
5,2,0,1,1,1,1,53.273435180546734
4,3,0,1,1,1,0,46.2140461662276
1,2,0,1,1,1,0,46.36434177613162
0,3,1,1,0,1,0,45.66148027335669
2,2,0,1,0,1,0,47.92456367369218
1,3,1,1,1,1,1,53.71674575841244
4,3,0,1,1,1,1,53.61664068345373
5,2,0,1,0,1,0,44.9349715728685
5,2,0,1,0,1,1,53.054792518841126
3,3,-2,1,0,0,1,53.89684460904051
1,3,0,1,0,1,0,46.39917310146671
3,3,0,0,1,0,0,47.12193670122237
5,3,0,1,0,1,1,53.56743259202205
1,1,1,0,1,0,0,47.75463408576117
3,2,-1,1,0,1,1,53.81795562444348
3,2,0,1,0,1,0,45.99184673251735
4,4,0,1,0,1,0,45.18842647879299
5,2,0,1,1,1,1,52.842666291941335
4,3,0,1,1,1,0,44.96121679584866
3,3,0,0,1,0,0,46.39609817003449
6,2,0,1,0,1,1,54.916029431248845
2,3,0,1,1,1,1,53.1925166447776
4,3,0,1,1,1,1,53.234204962346425
1,4,0,1,1,0,0,46.17755532301464
7,2,0,0,0,0,1,55.80003376381721
6,2,0,1,1,0,1,53.97459108210821
2,4,0,1,1,1,1,53.71992154865616
2,3,0,0,1,1,1,53.7648152391222
3,2,0,1,1,0,0,46.8880244570671
3,3,0,1,1,0,0,46.28373525830629
1,2,0,1,0,1,0,47.24784011415692
2,3,0,1,1,1,1,55.16265245942556
5,2,0,0,0,0,1,55.56800631618637
1,2,0,1,1,0,1,54.48826917974352
4,3,0,1,1,1,1,53.15745643391842
6,2,0,0,1,1,1,52.98534410679557
2,3,0,0,0,1,1,56.39235801292153
4,3,0,1,1,0,0,43.206463578671794
7,3,0,1,1,1,1,54.03100074070149
3,2,0,0,0,0,0,46.6568278543264
5,2,0,0,1,1,1,54.8104838798662
1,2,0,1,1,0,0,47.16612587736414
4,3,0,1,0,1,1,54.51447055327749
4,3,0,1,1,0,0,47.00440715650872
2,2,0,1,1,1,1,54.92692342189063
4,3,0,1,0,1,1,51.920844521021984
2,2,0,1,1,1,0,46.43922609524587
2,3,0,1,0,0,0,46.34436658399591
1,3,0,1,1,1,0,45.79788376520236
10,2,0,0,0,1,1,53.87651443364772
6,3,0,1,1,1,1,55.01792418882195
5,3,-1,1,1,0,0,44.74781217892647
7,3,0,1,1,0,1,53.86085109324129
3,2,0,1,1,1,0,46.298980241680034
6,3,0,1,0,1,1,53.80793891644263
7,3,1,0,0,1,1,52.35119916566092
0,1,0,1,1,1,0,46.37698463806424
2,2,0,0,0,1,1,56.547796754591616
5,3,0,1,0,0,1,53.13367205779562
3,3,0,0,1,1,1,54.83499507998758
5,2,0,0,1,1,1,52.65117907178374
5,3,1,1,1,1,1,52.31412221774617
4,3,0,0,1,1,1,53.26892351662875
5,2,0,1,0,1,1,54.230374126489785
4,3,0,1,0,1,0,46.65212723990009
7,3,1,1,0,1,1,51.53986790922269
1,2,0,0,1,1,0,48.3373568665648
5,2,0,1,1,1,1,54.72779652629643
2,3,0,1,1,1,0,47.71345111199612
3,2,0,1,0,1,0,46.10413824976156
7,3,-1,0,1,1,1,51.89653834777223
1,1,0,1,1,1,0,46.3627772884945
4,3,0,0,0,0,0,46.66088839814164
3,2,0,1,1,1,0,45.6140361409708
0,1,0,0,1,1,0,48.59229813578991
6,3,0,1,0,1,1,53.83281825035982
1,4,0,1,0,1,0,45.82215102891696
1,2,0,1,1,1,0,45.45316230151565
4,3,0,1,1,1,1,52.76489096164093
6,3,0,0,1,1,1,53.13553378741089
4,3,0,1,0,0,1,54.44635788715927
3,2,0,1,0,1,0,44.92669275816866
8,3,0,0,1,1,1,53.76902676332914
1,2,0,0,1,1,0,48.20525203738384
3,3,0,1,1,1,1,53.74651620762484
3,3,0,1,1,0,0,44.75265160342813
5,2,0,1,1,1,0,44.9679565597468
4,4,1,0,1,1,1,53.80711656729743
4,3,0,0,0,0,1,54.709387554544136
2,3,0,1,1,1,0,45.49618455310432
5,2,0,1,0,0,1,52.83981027840486
4,2,0,1,1,1,0,45.61976742558017
2,2,0,0,1,1,0,46.54988874232932
4,2,0,1,1,0,0,45.68425496118249
6,3,0,0,1,1,1,53.22483118620791
2,2,0,1,1,0,0,45.41832516959333
1,2,0,1,1,0,0,43.74314617853622
4,2,0,0,1,1,0,46.10695599870585
2,2,0,1,1,1,0,45.89074349424882
3,3,1,1,1,1,0,43.87135414626889
7,2,0,1,1,1,1,51.99384180352434
4,4,1,1,1,0,1,53.942514165443214
5,3,0,1,1,0,1,54.22284279312726
4,3,0,0,1,1,1,53.24966630825172
3,3,0,1,1,1,1,53.62825663673473
5,3,1,1,0,1,1,52.86175393866136
6,3,1,1,1,1,1,53.41108299339927
7,2,1,1,1,0,1,52.85318222269
8,3,0,1,1,1,1,51.68266212378067
4,2,0,1,1,0,1,53.88087420608638
7,2,0,1,1,1,1,51.312171975893335
2,3,0,1,0,0,0,46.59549693343525
4,2,0,1,1,1,0,44.52761553188591
5,3,0,0,1,1,1,53.15791992810989
-2,2,0,1,1,1,0,46.60699343650909
3,3,0,1,0,1,0,45.25362847468222
3,2,0,1,1,1,0,44.438077802063205
1,2,0,1,1,1,1,54.12908956563085
0,2,0,0,1,0,0,46.17967238907632
5,1,0,1,1,1,1,54.80068556663315
7,3,0,1,1,0,1,52.19529485757767
1,3,0,1,1,1,0,45.851217103572615
7,2,0,1,1,1,1,55.00649202261543
2,2,0,1,1,0,0,46.47662126354018
2,3,1,1,1,0,0,45.59967594750599
4,2,0,1,1,0,0,46.61348204142073
2,2,0,1,0,1,0,46.40336003086563
5,2,0,1,1,0,1,52.15992071811029
6,3,0,0,0,0,1,53.51576860504705
7,2,1,1,1,1,1,51.73227861104527
4,2,0,1,0,1,1,53.52120772433311
2,3,0,1,1,1,0,44.69223428167918
2,3,1,1,0,1,0,44.89990027179752
8,2,0,0,1,1,1,53.031124211174046
2,3,0,0,1,1,0,45.90673105503909
5,3,0,1,0,1,1,51.90942917764484
0,2,0,0,0,1,0,48.00797096505909
4,3,0,0,0,1,0,46.73352204141608
5,2,0,1,1,1,1,53.28155995226393
7,1,1,1,0,1,1,54.22589780234862
6,2,0,1,0,1,1,54.4492166419566
6,3,0,1,1,1,1,53.09779263181988
1,3,0,1,1,1,0,44.803423847837095
5,2,1,0,0,1,1,54.02732052722576
4,3,0,1,0,0,1,54.35811941269518
4,2,0,1,0,1,0,46.97159852878752
2,2,0,1,1,0,0,45.45173863351128
6,2,0,1,1,1,1,52.51205798678836
6,3,0,0,0,1,1,53.78850143115654
8,3,-1,0,0,1,1,53.57151214523897
4,2,0,1,0,1,0,44.882251893832006
2,3,0,1,1,1,0,44.44557311451561
9,2,0,1,1,1,1,51.32048800229162
5,3,0,1,1,1,0,43.66310759304681
6,2,0,1,0,1,1,51.99619157248083
4,2,0,1,1,1,1,54.03400446928137
3,3,0,1,1,1,0,45.59638087606211
8,3,0,1,0,1,1,52.399898406499744
9,1,0,1,0,1,1,52.88277621731937
8,3,0,1,0,1,1,52.9816004638278
4,3,0,0,1,1,1,53.70670823538256
3,2,0,1,1,0,0,47.95803524452502
4,2,0,1,1,1,1,52.98716138789935
4,3,0,0,1,1,1,52.698453545290576
2,2,0,0,1,1,0,45.566841020876105
2,4,1,1,1,1,0,44.73205272551228
4,3,0,1,0,1,1,52.97001739180106
2,2,0,1,0,1,0,46.59762834242675
4,2,0,0,1,1,1,54.07751130761164
0,2,0,0,0,1,0,47.416076390096165
4,3,0,1,1,0,1,54.25207844366256
2,2,0,1,0,1,0,46.31703912187657
3,3,1,0,0,1,1,54.78601386174907
0,4,0,1,1,0,0,45.322710949418976
4,3,1,0,1,1,1,53.156402942419966
1,3,0,1,1,1,0,46.7626275530492
0,2,0,1,1,1,0,45.79947186434541
2,2,0,1,1,1,0,45.91049992981789
5,3,0,0,1,1,1,52.9963359500014
4,3,0,1,1,1,0,46.16985005026405
0,3,0,0,1,1,1,54.858381620381074
4,2,0,1,0,1,1,54.27220829234955
3,3,0,1,1,0,0,45.64993012480107
1,3,0,1,0,0,0,48.95170442373544
3,2,0,1,0,0,0,47.90305029931909
4,2,0,1,0,0,1,54.16221646046847
2,2,0,1,1,0,0,47.40712370012464
3,4,0,1,0,1,1,53.941651656023815
4,3,0,1,1,1,1,52.56484689698608
0,3,0,1,1,1,0,45.63485335544306
1,2,0,1,1,1,0,46.10982462797554
0,2,0,1,1,1,0,45.55284291312096
-2,2,0,1,0,0,0,48.01374126369903
5,3,1,0,1,1,0,46.60939463301988
2,3,0,0,0,1,0,46.934349702494586
8,3,0,0,0,0,1,52.07832884934093
4,2,0,1,1,1,1,53.51541530375353
5,3,0,1,1,0,0,42.91639627705861
2,3,0,0,1,1,1,53.722553779163846
2,3,0,1,1,1,0,46.33424691065337
4,3,0,0,1,1,1,55.45105025715419
5,3,0,1,0,1,0,45.266432624169816
5,4,0,1,0,1,1,53.68923835058858
1,3,0,1,0,1,0,46.14051569075683
2,2,0,1,1,1,0,45.821974389990594
7,2,1,0,1,1,1,54.73443453103893
6,2,0,0,1,1,1,54.34784114409148
1,3,0,1,1,0,0,45.75164967739111
6,3,0,1,1,1,1,52.770002958288046
1,2,0,0,1,0,0,46.88778214586312
1,3,0,1,1,1,0,44.14694405199847
2,3,0,1,1,1,0,45.7146411939913
4,3,0,1,1,0,0,44.30845182038503
0,2,0,1,1,1,0,48.1700788811474
1,3,0,1,1,1,0,45.842958839193
1,2,0,1,1,1,0,46.24089753669801
3,1,0,1,1,0,0,45.33254140289021
0,2,0,0,1,1,0,47.35144940342832
5,3,0,1,1,0,1,54.532909698379385
1,3,1,1,0,0,0,46.17265302545624
3,2,0,1,0,1,0,48.20629900024896
3,2,0,1,1,1,0,48.68673050596462
2,2,0,1,1,0,0,46.40833292792236
3,3,0,1,1,1,0,45.23017715377999
5,3,0,1,1,1,1,50.7141679498648
6,2,0,0,0,1,1,54.85825139782431
1,3,0,1,0,0,0,45.494782026317935
3,2,1,1,1,1,1,53.12628065618812
6,3,-1,0,0,1,1,53.18336846000682
2,2,0,0,1,1,0,46.52854980368069
1,2,1,0,0,1,0,47.934176079140975
5,3,0,1,1,1,1,52.958901435652216
4,3,0,1,0,1,1,54.32214889630124
4,3,0,1,1,1,0,45.04060062929322
3,3,0,1,0,0,1,55.58945478413807
3,2,0,1,1,1,1,54.65736018027709
4,2,0,0,0,1,1,53.543804274926565
4,2,1,1,1,0,0,44.20601572926995
5,2,1,1,1,1,1,52.786223841150125
2,2,1,1,1,0,0,45.967341751783
0,3,0,1,1,1,1,54.74251071446854
2,3,0,0,1,0,0,46.69145597223352
5,2,0,0,1,1,0,45.87324220608463
4,2,0,1,1,1,0,45.28794684160758
4,2,0,0,1,1,1,53.72386239967805
5,3,0,1,1,1,1,53.54466151574577
3,3,0,1,1,1,1,53.90657456568979
5,3,0,1,0,0,1,54.6136373151404
4,3,0,1,0,1,0,44.77362569356946
4,3,0,1,1,1,1,51.90134175157571
5,2,0,1,0,0,0,44.94795343537097
0,3,0,1,1,1,0,46.88496501032481
4,3,0,1,0,1,1,54.66901500475491
4,3,0,1,0,0,0,46.052847302605365
6,3,0,0,0,0,1,54.585944689081295
-1,4,0,0,1,1,0,47.86770381285966
1,3,0,1,1,1,1,54.67822498675388
0,3,0,1,0,1,1,54.102262297027366
2,3,0,0,0,1,1,54.97867720358036
7,1,0,1,1,0,1,51.34856233331652
4,3,1,0,0,1,1,53.96447015707884
1,2,0,0,1,1,0,47.73083820527558
4,2,0,1,0,1,0,45.29087095521184
5,2,0,1,1,0,1,52.18711148256565
2,3,0,1,1,1,0,45.68059737152458
2,2,0,1,1,1,0,47.28422522327467
3,2,0,1,1,1,0,46.17270338099932
6,3,0,1,1,0,1,53.0133276997211
2,3,0,1,0,1,0,45.27592106809023
8,3,0,0,1,0,1,53.28472641866708
3,2,0,1,1,1,1,54.30290671002866
7,3,0,0,1,1,1,53.980833439258745
5,3,0,1,1,1,1,51.5315500103435
1,1,0,0,1,1,0,46.33132532222682
1,2,0,1,0,1,0,46.0995616591039
2,2,0,1,1,1,0,46.57326230930164
2,3,0,0,1,1,0,46.49423031860289
1,2,0,0,0,1,0,49.04597017701884
5,2,0,0,1,1,1,52.54509992790759
2,3,0,0,1,1,1,52.73404466361233
4,3,1,1,1,1,1,51.49756339990911
5,2,1,1,0,1,0,46.382705270032574
5,3,0,1,0,0,1,53.38920958323072
3,3,0,1,1,1,0,44.80171483650315
4,3,0,0,1,1,1,54.29117914705597
3,3,0,1,0,0,0,46.379347525242224
1,2,0,1,1,1,0,47.10890192047204
3,2,0,1,1,1,0,46.68055844630212
2,2,1,1,1,1,0,46.43345973826466
2,3,0,1,1,0,1,53.09079234388916
1,3,0,0,0,1,1,54.29434077721732
5,2,0,0,0,1,1,54.72588184522622
7,2,1,1,0,1,1,50.4855955872862
5,3,0,1,1,1,1,52.39852951377361
5,2,0,1,1,1,1,53.70959116502036
5,2,1,1,1,1,0,43.57994419630465
4,3,0,0,1,1,1,54.51940114514187
5,2,0,1,1,1,1,53.49105637790131
3,3,0,0,1,1,0,46.044842178368754
5,2,0,1,0,0,1,53.242282456176106
3,2,1,1,0,0,0,46.38890088634496
3,2,0,1,0,1,1,54.054521927046565
6,3,0,0,0,1,1,54.53754776909235
5,3,0,1,1,1,1,51.73307555651423
7,3,1,0,0,1,1,53.33192606058496
6,2,1,1,1,1,1,53.90933029415159
2,3,1,0,0,1,0,47.56844112154023
4,2,0,1,0,1,0,47.27096853664087
3,3,0,1,1,0,0,47.7643537611978
6,4,0,1,1,1,1,52.74673571999983
1,3,0,1,1,0,0,46.65518703353126
6,2,0,1,1,0,1,53.80276105563178
1,2,0,1,1,1,0,46.734086110874536
2,3,0,1,1,1,1,53.14840493373911
2,2,0,0,1,1,1,55.07955980747347
