student_age,parent_education_years,low_income_status,gender,pre_treatment_gpa,tutoring_participation,post_treatment_gpa
5,4,0,1,25.775691422189706,1,20.558221712748274
10,7,0,0,22.08576007152096,0,6.645845508857773
7,2,1,0,24.72879546958357,1,19.953544592946567
7,6,0,0,27.280294935192213,1,22.29673300854185
5,7,0,1,22.27982505661204,0,8.064017544240448
8,5,1,0,25.008964893955337,1,20.681974323960706
11,7,0,0,25.143951697597934,1,20.33397703397454
7,1,0,0,23.6911750537575,0,9.332096834127777
8,4,0,0,21.08318151510244,0,5.436599541686544
7,6,1,0,21.882225836690413,0,6.9678021902314535
8,7,0,0,22.52821509555117,0,7.617790871790808
11,6,1,0,23.747703627995477,0,9.037424901176609
6,8,0,1,27.20340825566558,1,21.046373843970034
10,5,0,1,27.81278087462928,1,22.84408474003892
2,7,0,0,23.542869327715053,0,8.761666857773475
4,7,0,1,24.225322812545564,1,19.582721783461835
8,8,0,1,24.79014202161843,1,20.06726863171
7,5,0,1,24.119009211302743,1,19.58175903392945
6,7,1,1,25.29186104353723,1,20.52343240653561
11,7,1,0,21.832308671514827,0,6.744122307161688
6,8,0,0,24.677898678382032,1,19.888491268589213
10,7,1,0,25.31073192162583,1,20.22339046098709
9,4,0,0,22.13915122426111,0,8.07179970291521
10,5,1,0,23.52261919903919,0,9.19398218889073
4,4,1,0,25.825301612643788,1,20.254264896981283
8,4,0,1,23.38757515565487,0,8.592566986219113
6,7,0,0,24.872009156133423,1,20.50010698471596
9,5,0,0,23.616612133683063,0,9.44268391811374
6,7,0,0,21.40305949777309,0,6.48531389209343
13,6,0,1,25.422916309045437,1,20.92971111863472
7,9,0,0,23.80700408869516,0,9.84194196211034
6,4,0,0,22.94998223753208,0,7.940024420262447
4,7,0,0,22.174317296023897,0,6.448297464465006
5,6,1,1,22.762191237720884,0,7.679112549486252
9,4,0,1,24.31356298467694,1,18.727357905793177
4,5,0,0,24.866313542676124,1,20.29340822277792
4,3,0,1,21.32477600598744,0,5.964858058553576
7,5,0,0,22.96324661846616,0,8.363394432083476
9,6,0,0,24.37110806873457,1,19.432134976249063
10,6,0,0,24.162262528841232,1,19.699707279805924
8,6,0,0,24.48347351958207,1,20.19600849738972
4,8,0,1,27.138594509602346,1,21.28179996033509
4,7,1,0,19.19545115494537,0,2.92133648978488
6,5,0,0,26.79382897661184,1,22.157609123596657
5,6,1,1,21.249994052084368,0,5.150641191103686
10,2,1,0,23.73306621240721,0,9.691492993573114
5,5,0,0,24.158855628118943,1,19.455262487785063
8,5,1,1,21.13721281505499,0,5.322156972236481
5,5,1,0,23.86724284262502,0,9.040842514066172
6,6,0,1,22.916674342171014,0,7.7505963602574015
3,5,1,0,22.76773488181377,0,8.138463967198126
7,5,0,0,25.085865471654795,1,20.50044002167713
9,3,0,0,26.008303839058723,1,21.21940223605865
3,6,1,0,22.49373927356403,0,8.330142909952338
6,7,0,0,23.536543188586915,0,10.068590699136916
15,3,1,0,26.12956935275711,1,21.04463415993899
6,7,1,0,25.187893685376327,1,19.962004501218377
13,4,1,0,23.11905927242344,0,8.56726862328843
2,9,0,0,24.55578603250676,1,19.049930017905943
4,7,0,1,18.25176153209903,0,0.3915488359400635
6,6,0,1,22.49291953801223,0,6.944801479461285
8,7,0,0,26.720727941169383,1,20.875097134879613
9,5,0,1,21.96463400029053,0,7.278570799325339
15,8,1,0,20.544562854071764,0,5.066369551480992
10,6,1,0,24.57615244420249,1,20.26350587926363
7,7,0,0,24.305035594568466,1,19.2505681467794
4,6,1,1,25.45466738368309,1,21.207455039490338
9,6,1,1,24.576150130211285,1,19.988618387719452
7,8,0,0,22.662866225893968,0,6.484807564025937
3,5,0,1,23.71242975936105,0,9.037030171589889
8,4,1,1,21.259476691525798,0,5.704171004021392
7,3,0,0,23.180816571843494,0,8.92536430765033
12,6,0,0,21.226465223552204,0,6.096181864054122
8,5,0,0,19.261420300117173,0,2.638611658812745
6,6,1,1,20.21901696347542,0,3.6721147410810886
4,8,0,0,23.857578233248763,0,9.828585692237375
0,3,0,0,25.254768594739748,1,20.63035679994849
10,5,0,1,28.33946212220333,1,23.32036236984668
9,5,1,0,24.387367026908944,1,19.75214207719751
10,6,0,0,25.534671193988554,1,20.382577039071496
7,6,0,1,25.259549404705577,1,19.852844246700226
11,6,0,1,28.10452080895057,1,23.390561563019634
1,6,0,1,24.3372557522738,1,19.453923983621703
9,4,0,0,21.65841950955241,0,6.504436387371553
13,4,0,0,20.91284118361162,0,5.114304001631231
11,5,1,1,25.20398039783402,1,21.284908327890594
5,6,0,0,26.190014862404105,1,20.991753758382856
14,6,0,0,25.767363286421237,1,20.86263720730921
12,8,1,1,24.009629084654936,1,19.944787527439328
2,6,0,1,24.76986557636184,1,20.046449846284165
11,5,0,0,24.8650970234302,1,20.925025218659083
13,7,1,0,20.822127004355323,0,5.349433943034949
5,4,1,1,24.308745786918976,1,19.549110971945968
5,4,0,0,24.50498615962989,1,20.002492804256786
8,4,0,0,19.48430298119717,0,3.694838122046906
6,8,0,1,21.39353537611663,0,5.262577463896946
4,6,1,0,19.898350150840493,0,4.217487517539024
11,5,0,0,24.832347296959853,1,20.392788769186694
8,6,1,0,27.04643001772172,1,22.00738927655659
2,3,0,0,21.830619485160117,0,6.442706790722003
9,5,1,0,28.35161751314575,1,22.070174138788506
8,6,0,0,24.314327437279506,1,19.8239643255684
6,5,1,0,21.646088609244497,0,6.12909224410573
7,4,0,1,23.85905305078773,0,9.830635753411403
9,6,0,0,22.362271577051654,0,7.359346173113858
9,5,0,0,26.03546971511963,1,21.01700951224228
3,6,1,1,24.93373034106548,1,20.07916162380281
14,5,1,0,25.461922184373663,1,21.432140001823274
8,5,0,0,23.19642364972321,0,8.876085913091664
8,5,1,1,24.722943367261717,1,20.40889595890326
1,3,0,0,22.88539997903548,0,7.7536388369941
7,4,0,1,22.63304349926019,0,7.915722367043045
6,5,0,1,21.44057627736316,0,6.070660406678993
6,5,1,0,21.58270447419089,0,6.228571549769348
11,7,0,0,23.65723496025212,0,9.584590342431108
11,5,1,0,22.10911859265464,0,7.555514126403279
8,5,0,1,24.764246765367407,1,20.02380983200913
8,5,1,0,25.94492165276769,1,20.724874441275045
8,3,1,0,24.377710669171403,1,18.597934527706787
8,4,0,0,23.69606736701036,0,8.906770600051916
11,6,1,0,22.991538805668966,0,8.690931594867868
13,3,1,0,22.27664637130144,0,7.533665834769742
1,5,0,0,22.47691907600746,0,7.83261176817866
4,6,0,1,24.078478186200293,1,19.310833805760133
1,5,0,0,22.74882424998577,0,8.624614598499265
0,0,0,0,24.036637828316834,1,19.14383324131173
10,8,0,1,23.63706062577794,0,8.956848520493738
8,6,0,0,24.50370557722224,1,19.42440148514137
6,8,1,1,26.87645995428901,1,21.197870850658703
14,7,0,0,23.09657488325868,0,8.098744809217003
8,6,1,1,23.56902603115571,0,9.197849033932838
5,5,0,0,24.92326473806507,1,20.581311106262604
9,8,0,0,22.66944017618601,0,7.908596585912522
12,7,0,1,24.778156444376982,1,20.06977990456309
6,7,1,1,24.395087748235127,1,19.3749852808624
11,7,0,0,23.39715900183856,0,9.514346826442914
11,7,1,0,27.99160796627083,1,23.02009270333133
4,4,0,0,22.997190743805582,0,8.874113438607042
6,7,0,1,22.948534464167317,0,8.123177912101902
4,5,0,0,24.086860986484325,1,19.35775219021256
6,8,0,0,25.586694727352704,1,21.198204512481357
8,2,0,0,22.757074435362792,0,8.919489286466396
3,5,0,1,21.81282390431344,0,6.897353031112164
10,6,1,1,25.180008234050657,1,19.773139999509013
8,5,1,1,20.964534144550434,0,4.88266742723429
8,6,1,0,24.694307402056037,1,20.157864961573072
8,5,1,0,21.43036867696304,0,6.9479652976956325
12,6,1,1,23.868689887316663,0,10.389517018555413
16,3,0,0,26.116045653327607,1,21.877591657407837
14,3,0,0,24.48068344262385,1,20.565933522616696
8,6,0,1,25.75647073071282,1,20.892698975687573
6,5,1,1,22.58231607562201,0,7.203198151070929
10,6,1,0,23.084630221846197,0,8.910507791322088
13,8,0,1,27.279442973331683,1,22.190518945919955
5,3,0,1,25.950631284053745,1,20.547710253647622
5,6,0,1,19.84525794946653,0,3.351546403771708
9,7,0,0,23.190068556457256,0,8.293401139765518
7,4,0,1,23.759876764598037,0,9.654050144802502
7,6,0,0,22.748201140868886,0,8.110803795875666
8,6,0,0,22.7860378624054,0,8.236164129301235
9,5,0,0,25.646600255214103,1,21.77554055186564
4,6,1,1,24.870090774072853,1,20.28482047384535
9,9,1,0,26.70894410052661,1,20.467050452691232
12,6,1,1,22.66141454273068,0,8.297946234685197
8,5,0,1,25.045749517850947,1,19.99137612627282
5,6,1,0,24.66772779527884,1,19.840698301405983
7,6,0,1,22.911918938115523,0,7.940901320278692
9,5,1,1,24.0466309429574,1,19.24828235954477
11,6,0,0,20.809859204333574,0,5.077249249404486
5,6,1,0,26.02573003876133,1,20.908821106766545
8,6,0,1,23.17536055360345,0,9.18585791260224
-2,5,1,1,24.57086393316086,1,19.78086132537485
6,5,0,0,21.49861156715925,0,6.635246419377501
4,3,0,0,24.709841233329957,1,20.094881031364096
9,6,0,0,22.94331163632125,0,8.07720498603472
5,10,1,1,23.14225129704255,0,8.45532984956529
12,7,1,0,25.92039810652804,1,20.376954125627563
6,7,0,0,25.60530333439552,1,20.913013973896074
10,7,1,1,25.450833742489596,1,20.32492220249181
12,6,1,0,22.33406565416058,0,7.464311646198747
12,4,0,0,21.9624692360946,0,7.130760148202881
1,6,0,0,22.981008136685567,0,9.280689101083295
6,7,0,0,22.798020141715487,0,7.98456398104231
4,6,0,1,23.75071631665416,0,9.63900877956166
6,7,0,1,20.8218896913192,0,5.201456056817001
12,7,0,1,24.10132509025965,1,19.62131254398776
8,6,1,0,25.1934879814634,1,20.09506852174881
3,6,0,0,22.28271755279787,0,7.355731772854201
1,5,0,0,24.017004134807053,1,19.782806432609924
12,6,1,1,24.830732275432712,1,20.280638273589048
1,5,0,0,22.808050661594425,0,8.874167259166816
10,8,0,1,23.56386229527301,0,8.74593572024819
3,4,1,0,24.50432565374645,1,19.553855800884524
7,5,1,1,22.185561034375976,0,6.662260424844266
9,6,1,1,26.505256505049573,1,20.713478657471917
4,6,1,1,24.88833653005017,1,19.287091116348066
10,4,1,0,23.457807670399696,0,8.496354177620736
6,7,1,1,21.805752078514825,0,7.171089117457623
10,7,0,1,23.970710041009067,0,10.05969642787096
5,6,1,0,23.23787965655243,0,8.685594589802035
3,4,0,0,23.097828793376657,0,8.216977078550782
4,7,0,1,25.166751995001068,1,20.47876403076253
9,6,1,1,24.574600957441877,1,19.352984356893927
7,6,1,0,22.12420905578579,0,6.768489363150622
11,5,1,1,22.934647274932388,0,9.329578749949183
11,5,0,0,23.377544084937565,0,9.605784297275898
10,3,1,0,27.11245322885967,1,22.435488479868017
9,7,0,0,21.81760415410121,0,6.870988592756981
6,5,0,0,19.518263719407067,0,3.3650335722517046
8,3,0,1,24.893668209192864,1,20.291804558499784
7,3,0,0,23.9394049224324,0,9.716699160152372
9,5,0,1,23.16278884248888,0,9.316148414955595
9,6,1,0,22.15175832463329,0,6.599804072118503
7,6,0,1,25.986969574256246,1,21.46887429385611
9,5,1,0,22.697806658584224,0,8.02934062003562
6,6,0,1,23.166688957654937,0,8.31455943652307
6,5,1,0,21.27726426074183,0,5.491783373080189
5,7,0,1,24.634046066633857,1,20.054017848030423
8,5,0,0,20.02688110288487,0,4.241369192894539
13,8,1,0,22.29268000441321,0,7.615237539719962
2,5,0,0,23.75188682457752,0,9.070088988013726
13,5,1,1,24.35726611435016,1,19.57492538289644
10,5,0,0,24.58987779769121,1,18.826408414515424
10,6,0,0,27.934259099397536,1,22.524621841121892
8,5,0,1,25.269661583494635,1,20.05302239758499
7,6,1,0,23.009208714897,0,8.433210214422159
5,7,0,0,23.147159475341574,0,8.622085021411005
6,5,1,1,20.80325794540544,0,5.592181218810899
7,6,1,0,25.78114354022021,1,20.79609889258884
8,2,1,1,23.697608104874625,0,9.773180586146497
11,6,1,1,22.72140137090128,0,7.826517461113725
6,9,0,1,25.50558096585402,1,20.896768902462934
9,6,0,1,26.066643849301496,1,21.004583538564532
10,7,1,0,24.804313289417287,1,20.816682815128186
1,5,1,0,24.488709635924742,1,20.23599200842717
15,4,1,0,25.443509220113217,1,20.851127959503422
9,5,0,1,21.509789581093877,0,6.681643016587678
7,5,0,1,25.575209408294608,1,20.40924617947652
13,5,0,0,23.658031289405194,0,9.738986612011251
8,5,1,1,23.159558819251323,0,9.515508536522956
7,8,1,0,24.80314291853737,1,20.23787781348707
6,6,1,1,24.131860035825746,1,18.75987604223746
12,7,1,0,21.388218183116525,0,5.695276840057873
0,9,1,0,23.695809013212948,0,8.811553575563552
10,5,1,0,22.498176805014136,0,7.05318101360007
2,6,1,1,23.91211600359113,0,9.846417145002274
2,5,0,1,24.354471560277155,1,19.95536629115614
8,2,1,1,25.016172168020205,1,20.14719515887233
7,7,1,0,26.704465539601287,1,21.28949845637002
8,7,1,1,22.94213502599194,0,8.651245981931467
10,5,1,0,26.656090550345976,1,21.951947413101557
5,5,0,1,22.532012558659613,0,7.490476781376253
4,9,0,0,21.794097234923257,0,6.33849438543945
8,4,1,0,23.69361841751164,0,9.065296432969769
7,4,1,0,28.45619448446812,1,23.52484385752944
10,6,0,0,24.656668921474857,1,19.80503042335768
4,5,1,0,21.39669619556188,0,5.922719294567791
4,5,0,1,24.621620980035647,1,18.93501806638686
8,6,0,0,26.880250421639477,1,21.90545210614456
7,6,1,1,25.91061201246809,1,20.99950495551008
8,5,0,0,27.199547829195264,1,21.942501600689894
9,5,0,1,23.87955940368361,0,10.3956405264772
8,4,1,0,28.700335082156407,1,22.29862566073786
8,7,1,0,25.46753971292189,1,19.970522665453625
13,4,1,1,23.885028130081256,0,9.827634015387336
6,6,0,0,20.354426376787664,0,4.449764606338513
0,4,0,0,28.47794657759605,1,23.250439357575893
12,7,1,0,23.798356227188297,0,9.28355666834679
12,4,1,0,22.635699224324014,0,7.81998452084788
9,4,0,1,24.41490256279122,1,19.743128522973336
11,8,0,0,25.89103928958882,1,20.823365229436856
10,5,0,0,26.03345554597129,1,21.67182154168552
8,4,1,0,23.33025990719904,0,8.871516368957522
7,7,0,1,26.537074575316048,1,21.706716651974663
11,5,0,0,25.60507961555213,1,20.69087752928788
6,3,1,1,23.580505472257755,0,10.093594678873316
7,4,1,0,21.3376257993176,0,6.587378831165967
12,6,0,0,25.45456291134697,1,21.30570408414661
6,7,0,0,24.572449286434097,1,20.35944178414419
4,6,0,0,27.20474639865737,1,21.123572525762423
14,6,0,1,25.770434300712697,1,21.243542200222947
7,4,1,0,28.74892263024772,1,23.32052969793807
5,5,1,0,26.92443827979432,1,20.94672311903573
6,5,1,1,23.845817275562,0,9.114498467661315
6,7,0,1,23.081654124177348,0,7.656867083771329
7,7,1,0,24.56349848522242,1,19.94951821155786
7,3,1,0,22.24852293067117,0,6.98296419756224
7,4,0,0,23.725193527326788,0,10.151617234343576
3,5,0,0,23.6563880346077,0,9.366092769035475
5,7,0,1,21.72047213186208,0,5.734273272766639
8,4,0,0,19.886108605036547,0,3.636072533944684
3,5,0,1,22.93638832894561,0,8.804670237169093
6,4,0,0,22.60313832049728,0,7.860124426636974
6,5,0,0,25.43726797946228,1,20.606557273802323
9,6,1,1,22.62001598148472,0,7.570626443791676
8,7,1,0,25.657109387251246,1,19.76767107401396
8,3,1,0,22.92963254057288,0,8.859308607254189
6,6,1,1,23.33181749912216,0,8.22218812919681
7,5,0,0,22.588320622673965,0,7.402687600035211
6,8,1,1,22.162708638738756,0,8.178427885089379
7,7,0,0,21.21591922977465,0,6.090125077735959
6,7,0,0,24.36436278537391,1,18.37258086764921
5,5,0,0,24.95062767405634,1,20.51051108088138
6,6,0,0,27.31667200362913,1,21.998097584254214
8,5,1,0,24.32709526507364,1,19.361158390692943
12,4,0,1,24.611298154804444,1,20.454306324233603
5,5,0,0,21.932248688519365,0,6.542021617708333
8,6,0,0,25.468843427127563,1,20.3180801482493
11,5,1,1,23.85017570416192,0,10.186931696916592
12,5,0,0,24.61200841603893,1,20.70671249799236
7,6,1,1,25.94989442374642,1,21.396903659018705
7,3,1,0,23.941908981973643,0,9.764242856537829
10,7,0,0,24.90831871723566,1,21.23172039884929
4,6,1,0,27.34270139972021,1,22.075388220147964
5,5,0,0,24.00881211394935,1,19.525518702688636
12,7,0,1,22.95358517263514,0,9.055869318953755
2,5,0,1,21.903760868174025,0,7.237288534294906
5,7,0,1,26.28203425138166,1,20.372650963474516
13,4,0,0,23.31288395773527,0,8.666176969073508
11,7,0,0,23.70643269162147,0,10.008820115689115
2,3,1,0,21.037210505928968,0,5.719890704630627
12,7,0,1,21.29530555286503,0,5.370243914351532
8,3,0,0,28.848502432572943,1,22.541259836670974
11,6,0,1,26.20797026048439,1,20.805685785090198
4,3,0,1,25.03943375471949,1,20.15837855041137
3,5,0,0,23.183916716998105,0,9.049086541104725
10,5,0,0,21.193563093530432,0,5.901783796273815
11,4,0,0,22.67060910507387,0,8.177575024813661
13,3,0,0,24.04699706465448,1,19.653597857245643
10,6,0,1,23.127496168521173,0,9.617484182909038
4,5,0,1,23.77607749459109,0,10.677117100726688
11,5,0,0,26.200300709342628,1,22.059097382571903
5,7,1,1,21.22716748066101,0,6.773495954967151
2,3,1,0,25.153162002339176,1,20.303653364006188
4,7,0,0,23.837505073839964,0,9.101200500360262
6,8,0,0,27.38580309605412,1,21.5692341301626
9,5,0,0,24.110198241345287,1,19.089730572102848
0,5,0,1,23.74298523790205,0,10.268770601167246
8,7,0,1,25.28412331110849,1,20.97633681750364
12,7,1,0,23.606771802656613,0,8.78848144178887
9,7,0,0,22.7228362813382,0,8.440067799925618
3,6,0,1,24.6994622643746,1,20.15469806730558
5,6,0,0,22.06964897208069,0,7.163099010123618
4,4,0,1,22.18873051017324,0,6.978573119494607
11,5,1,0,24.367255109808003,1,20.169293260170114
1,6,1,0,22.84946010020175,0,7.967849166113525
9,5,0,0,27.041086894761456,1,22.7087074096626
8,3,0,1,22.44058091890775,0,7.571820260452076
10,4,1,0,22.13399088787648,0,7.714315119916767
5,7,0,0,28.775518865928383,1,23.129416927548792
2,5,0,0,24.68293789372502,1,20.358003915331366
9,6,0,0,22.006496149678306,0,7.062006875623174
5,4,0,0,21.383698784607564,0,5.9212729668972495
5,5,0,0,26.646595142262623,1,21.085656913197106
11,3,1,0,28.396474498668866,1,23.11942412883049
12,7,0,0,23.85886496496304,0,9.76819908936726
2,2,0,1,19.575509208471104,0,2.485358488576061
12,6,1,1,20.990772352724843,0,5.312947455781686
13,6,0,0,21.91743785088819,0,6.6652070270601405
7,6,1,0,25.216576659454915,1,20.441537108862534
8,3,0,0,25.682426287175723,1,20.83803159256121
7,8,0,0,26.38209426300776,1,21.618444640181927
8,6,0,0,25.151652667349445,1,20.1344968348651
10,6,1,1,25.10615119148885,1,20.27728864970324
1,6,1,1,22.343536557158,0,7.46641959524706
6,7,0,0,26.24451307760317,1,21.546026381620155
9,6,1,0,23.16536494110032,0,9.32569461605173
9,3,0,0,23.200469621281133,0,9.171917945544893
10,7,0,0,26.38062346777982,1,20.723976293289898
11,7,1,0,20.547520917806487,0,4.285331351238082
2,4,1,1,24.85471041627621,1,19.54724955915285
5,5,1,0,21.89136410855133,0,6.125091867894212
7,4,0,1,24.405932912492208,1,19.88981682374649
7,6,0,1,26.347498648875188,1,20.78814416030947
6,3,1,0,20.50951397896287,0,5.161202826325479
8,8,0,1,24.98317435919032,1,19.87105999168808
6,5,0,0,25.26930415843872,1,20.73668241521259
6,7,0,1,23.516769234206567,0,8.430831988055592
13,2,1,0,22.912936081466857,0,8.413910063452782
6,6,0,0,19.894129206114,0,4.318531738397772
9,4,0,0,25.793104284409264,1,21.48449146614522
6,6,1,0,24.099376291709557,1,19.277212960202156
5,6,0,1,24.855101519574127,1,20.082828553715
14,4,1,1,23.28126898035269,0,9.41580975677535
9,6,0,1,20.274632783884503,0,5.063164552001673
9,4,1,1,25.458971400361406,1,21.081807981869577
10,6,1,1,21.484972399916632,0,6.26547500189528
12,7,1,0,21.16793948438856,0,5.253528551194282
9,4,0,1,27.315895800657685,1,22.922149248502997
3,7,1,0,18.604313495432635,0,2.5713727734386067
8,5,1,1,24.37782356768789,1,19.00220710033186
11,5,1,1,23.43736939877684,0,9.012732985939197
10,5,0,1,22.599883283931327,0,7.170679713913865
7,4,0,0,21.546569575123225,0,6.154714174221214
8,7,0,1,25.8492565669758,1,21.32138155735212
9,6,0,1,27.338128726886296,1,21.733688375909267
8,3,0,1,22.39816614416857,0,8.0292811474371
5,5,1,0,22.59306948772963,0,7.126370798226571
6,6,1,0,24.234298863492352,1,19.60215371781053
6,6,0,0,24.26991046687865,1,19.646909118728068
13,5,1,0,22.37969772344248,0,7.637892251974287
4,4,0,0,22.548204186455543,0,7.962267541780621
11,5,0,0,23.49972604763746,0,8.627246598801632
7,9,0,1,25.097096784645306,1,19.7610917159245
6,6,0,1,23.06204294437016,0,8.756433578302119
5,4,1,1,25.032685295453664,1,19.41903422914448
10,4,0,1,23.633071079767127,0,9.961799057486166
11,7,1,0,24.78164590901799,1,19.84772908138814
9,7,0,0,22.76476724843299,0,8.076144804008003
9,7,0,0,27.36874101309648,1,21.149581471921607
7,8,1,1,22.48701979307841,0,7.900711512187977
12,6,0,0,25.466117806850704,1,21.288625049622425
5,8,0,1,26.10241413588407,1,21.09140644379779
7,4,1,1,23.9713999741343,0,9.201930357274875
9,8,1,1,24.382794901672334,1,19.637614089647546
8,8,0,0,23.904656757035603,0,9.402253547798225
8,3,0,1,25.3333755574957,1,20.08178421488761
4,5,1,0,23.204208363349228,0,9.521174504950473
6,5,1,0,26.75223337280316,1,21.24176039103854
6,6,0,0,26.435087256814317,1,21.414969666196
9,6,1,0,23.67413675961117,0,10.519942386147022
6,6,0,0,26.832353232772128,1,21.506174482442788
7,6,0,0,22.773471709299223,0,8.092563663483189
4,7,0,0,24.1982706819166,1,19.551260859636468
7,4,0,1,25.976988202856298,1,21.91166357071933
3,4,1,1,21.793151987582604,0,6.045168578702382
10,3,0,0,27.193064288523573,1,22.04918606099697
11,3,0,0,20.454819007024085,0,5.5681462190480895
4,7,0,1,21.70373725314817,0,7.07483739545021
8,5,0,0,23.46979979718892,0,8.586133350140264
9,4,0,0,28.27384715873524,1,23.046012584662844
3,6,0,0,22.995477459235648,0,9.202991075043869
7,6,1,1,20.565356640227225,0,4.57724071074889
8,7,0,0,22.43503037154469,0,7.766658783017517
6,7,0,0,26.22310311403179,1,21.10383127972966
4,5,0,0,21.49455075003537,0,6.481228148562353
12,5,0,0,22.569710085036,0,7.998053047099566
13,6,0,0,22.515807970243543,0,8.56747820634157
5,4,0,0,24.21560586954132,1,19.54978143971584
4,7,0,0,25.802321085990496,1,19.743968588296468
5,5,0,0,25.31514372429496,1,20.13043053896988
8,6,0,0,27.28011979571546,1,22.454268059696982
7,7,0,0,20.012164328356093,0,3.568638671330077
5,7,1,0,25.398626483950807,1,19.91717444770854
10,9,0,0,21.65042233201557,0,6.933083810303581
8,5,0,0,25.787272554365487,1,20.492677747066097
11,5,1,1,22.47556891216224,0,7.427451128480784
9,3,1,1,23.470029509402764,0,8.77468928842655
5,5,0,0,27.756193230108696,1,22.5147077974648
7,4,0,0,25.937875759848005,1,21.06164053044688
6,7,1,1,25.367392051462254,1,20.172373764000323
7,5,0,0,25.044811031727544,1,19.593910394735865
8,6,1,0,20.65595124345368,0,5.513426376914971
13,6,0,0,20.559784488339304,0,5.047176209814255
3,5,0,0,24.34091018627696,1,19.50510072146601
6,6,1,0,27.260236660298897,1,21.71923145719351
13,6,0,1,23.358952742968903,0,9.223201122665191
9,6,0,0,22.24426415737076,0,6.676312256821901
8,7,0,0,25.14164608403113,1,20.206898507978792
4,4,0,1,25.621034313610693,1,20.773946682992197
10,7,1,1,21.82204795008355,0,6.285380638951658
3,6,0,1,18.819470549054834,0,1.6334992733086602
10,5,1,0,24.196578679158776,1,19.96555037588648
8,5,1,1,22.105744534922263,0,7.463059040672266
4,4,1,1,24.918903317001323,1,20.998268622761792
11,3,0,0,24.58521408870404,1,19.628704573798743
