student_id,post_intervention,digital_learning_tool_usage,standardized_test_score,teacher_experience_years,school_quality_score,rural_school,low_income_student
631,0,0,51.18071611293702,3,5,1,1
632,0,1,50.88891845416247,3,4,1,1
633,0,0,51.2107925183592,3,7,1,0
634,0,1,52.47359837773924,4,5,0,1
635,0,1,51.06430831745392,3,10,1,1
636,0,1,52.26238680663084,1,7,0,1
637,0,0,52.38560898712332,3,10,0,0
638,0,1,51.30008973311244,2,3,1,0
639,0,1,50.56410974110226,3,8,0,0
640,0,1,53.10501487629433,3,7,1,1
641,0,0,50.85073902032238,4,3,1,1
642,0,1,52.6202727698978,4,6,0,0
643,0,0,53.04126042525668,3,6,1,1
644,0,0,51.87464699331199,2,6,1,1
645,0,1,51.22710977179841,2,7,0,0
646,0,1,52.27872060753989,2,8,1,1
647,0,1,49.94827781393671,2,9,0,0
648,0,1,53.54442502029844,2,8,1,0
649,0,1,52.310295781020045,2,7,1,0
650,0,0,51.514114275199375,0,10,1,1
651,0,1,50.5721573342071,2,6,0,1
652,0,0,53.38387185927966,3,6,0,1
653,0,0,52.014018781984085,2,3,1,0
654,0,1,51.60438494828405,2,7,1,0
655,0,0,54.00884453064425,4,9,0,0
656,0,0,51.70271166693001,3,9,1,0
657,0,0,53.67046629629228,4,4,0,1
658,0,1,51.80083439641236,3,6,1,0
659,0,1,53.159034233568754,0,6,1,1
660,0,0,53.71559557168167,4,5,1,0
661,0,0,51.95335590823703,2,5,0,0
662,0,0,51.40081410126624,2,10,0,1
663,0,1,50.37460649353855,4,9,1,0
664,0,0,51.84657708571928,3,9,1,1
665,0,0,52.23328128233765,2,6,1,1
666,0,1,51.18600246559428,2,6,0,1
667,0,0,53.086683933519154,4,4,0,1
668,0,0,50.08469183113135,3,6,1,1
669,0,1,49.465225182851206,3,7,1,1
670,0,0,51.27596937950226,2,6,0,0
671,0,1,49.97887710298924,3,5,0,0
672,0,1,52.40940065955317,3,7,0,1
673,0,1,50.09250164874607,3,5,1,0
674,0,1,50.50146526217272,2,5,0,1
675,0,1,51.65063387156433,2,6,0,1
676,0,1,53.22246705273547,3,6,1,1
677,0,1,51.286456945467584,4,7,0,0
678,0,1,50.67295103749503,3,6,1,0
679,0,1,51.270128398101335,3,9,1,0
680,0,0,53.27820147550106,2,7,1,1
681,0,1,50.8118888852799,3,7,1,0
682,0,0,51.58016251176124,3,7,1,0
683,0,1,50.09641664716847,4,4,1,1
684,0,0,52.11374512456288,2,8,1,1
685,0,0,51.55768936505168,2,10,0,1
686,0,1,51.40947452608852,2,9,0,0
687,0,1,52.53816863551197,1,8,0,1
688,0,1,52.05976555198851,2,7,0,0
689,0,1,52.94559109653344,3,10,1,1
690,0,1,51.9556828687638,4,6,1,1
691,0,0,51.91241541072629,4,6,0,1
692,0,1,52.25266104676747,2,9,0,1
693,0,1,50.65314952837138,1,7,1,1
694,0,0,50.142570466859645,2,8,1,1
695,0,1,53.43629499329054,1,8,0,1
696,0,1,50.4560966591146,3,7,1,1
697,0,1,50.59279990068901,3,6,0,1
698,0,0,51.93539152383976,3,6,0,1
699,0,1,52.321793826158434,3,8,0,1
700,0,1,52.12957047960762,1,6,1,1
701,0,0,52.46425982736967,3,5,1,0
702,0,1,51.11452253579013,1,4,0,0
703,0,0,51.56132169426911,3,6,0,1
704,0,1,51.53293805122216,2,6,0,0
705,0,1,50.635993076460096,3,8,1,0
706,0,1,51.52301701596968,1,6,1,0
707,0,1,52.43405339204203,3,6,0,0
708,0,1,52.01562737188976,4,10,0,1
709,0,1,52.41768659058324,2,7,1,1
710,0,1,54.15694774380996,2,7,1,1
711,0,0,51.83134783247603,0,5,0,0
712,0,1,53.57966443362473,2,9,1,0
713,0,0,52.56567114294902,2,6,0,0
714,0,0,50.96635893666456,1,5,1,1
715,0,1,52.12396941224025,3,7,0,1
716,0,1,50.747844160611805,2,7,1,1
717,0,1,51.584480183141466,3,8,0,1
718,0,0,52.392390632727135,0,6,0,1
719,0,0,50.64763459424563,1,9,0,1
720,0,1,52.57423337643058,4,5,1,1
721,0,1,51.8154984520283,2,8,0,0
722,0,0,52.88803218023938,1,4,1,1
723,0,1,50.80279648725232,2,7,0,1
724,0,0,50.7933670657815,3,6,1,0
725,0,1,53.1007532785101,4,8,1,1
726,0,1,52.15810207328988,3,7,0,1
727,0,1,52.41455043315554,1,8,1,1
728,0,1,51.82867809483641,4,5,0,1
729,0,1,50.59950419691247,3,8,1,1
730,0,1,52.39132053915883,3,7,0,0
731,0,0,52.95094112573911,2,5,0,0
732,0,0,52.64537837947631,4,6,0,1
733,0,1,51.54584402445813,3,6,0,1
734,0,1,51.612763972253376,2,11,1,0
735,0,1,50.93272215464123,1,5,1,0
736,0,1,51.93284056018625,2,9,1,0
737,0,1,51.58739599534491,3,8,1,0
738,0,1,51.80277297348239,3,8,0,0
739,0,1,50.9936541537944,1,6,0,1
740,0,1,50.55396635592383,1,7,0,0
741,0,1,51.45482417201543,3,6,0,0
742,0,0,52.15327180104051,2,9,1,0
743,0,1,51.39388947877097,3,10,1,0
744,0,1,50.882477702452334,2,4,1,1
745,0,1,52.1075059193696,4,5,1,0
746,0,1,50.426597911188,2,4,1,0
747,0,1,51.02040066144544,2,7,0,1
748,0,1,51.71267159903141,4,8,1,0
749,0,0,50.77542771059901,2,6,0,0
750,0,0,54.271767974475736,3,4,1,1
751,0,1,52.70679012485966,2,6,0,0
752,0,1,52.33782645030423,2,3,0,1
753,0,0,50.8539921038452,3,7,1,0
754,0,0,52.78539008649766,2,7,1,0
755,0,1,50.2292035438728,3,7,1,0
756,0,0,52.50745198793226,4,7,1,0
757,0,0,51.5889897301134,1,7,1,0
758,0,1,49.68799207940549,3,6,1,1
759,0,1,52.17706129909154,4,5,0,1
760,0,0,51.20663903454808,2,6,1,1
761,0,0,51.50859156917199,2,9,0,0
762,0,0,52.16684765226588,2,7,1,1
763,0,0,51.29131434095853,2,5,0,0
764,0,1,53.347113516213234,4,8,1,0
765,0,1,49.99295258463629,3,6,1,1
766,0,0,52.892400113638885,1,6,1,0
767,0,1,51.180433579416224,1,4,0,1
768,0,1,50.11727216549279,4,3,0,1
769,0,0,52.01685280823074,2,6,0,0
770,0,0,51.937368780381625,2,9,0,0
771,0,0,51.03117431218111,4,9,1,0
772,0,0,52.57418954305299,0,5,0,0
773,0,0,51.58472063946503,3,2,1,1
774,0,1,51.32262473667995,2,7,1,1
775,0,1,52.93239459293371,1,7,0,0
776,0,1,51.55814976025127,1,8,1,0
777,0,1,51.6663235166728,3,5,1,0
778,0,1,51.87618509137955,4,9,1,1
779,0,1,51.450725035358246,3,10,0,0
780,0,1,51.87928382255435,3,4,1,1
781,0,0,50.73515088396352,3,6,1,1
782,0,0,53.22425666007003,3,7,0,1
783,0,0,51.830379494614704,2,6,0,1
784,0,1,52.24603373331551,3,8,1,1
785,0,0,50.96591176576516,2,8,1,0
786,0,0,50.98871887289338,2,11,1,1
787,0,1,51.8132778366013,2,6,0,1
788,0,0,51.67593830729953,1,4,1,1
789,0,0,52.89129263050327,1,8,0,1
790,0,0,53.65246748534037,3,7,0,1
791,0,1,52.00432609542354,4,9,0,1
792,0,1,50.97402006282941,5,9,0,0
793,0,1,52.25430134742883,2,7,0,1
794,0,0,51.79555144445458,4,6,0,0
795,0,1,51.11873701393579,3,5,0,0
796,0,1,51.6037978368179,3,5,1,0
797,0,0,51.69113685539214,2,6,1,1
798,0,0,53.514530660562194,2,9,1,1
799,0,0,50.71850397572416,2,4,1,1
800,0,1,51.82529856655916,2,8,0,1
801,0,1,50.434087610335055,2,6,1,1
802,0,1,50.83935924126608,1,8,1,1
803,0,0,52.07051539636565,1,7,1,1
804,0,1,53.040643003896456,2,8,0,0
805,0,0,52.65010682012116,4,7,0,1
806,0,1,51.42649718668867,2,8,1,0
807,0,1,51.69822234090395,1,8,1,0
808,0,0,51.77841521923111,2,9,1,0
809,0,1,51.17836743694498,4,9,0,1
810,0,1,50.44830162393653,3,7,1,0
811,0,0,51.432655545481055,5,9,1,0
812,0,0,53.222202988363904,3,9,0,1
813,0,0,50.11134212787342,1,2,1,1
814,0,1,50.46302868861868,3,7,1,1
815,0,1,51.083905384002165,2,8,0,0
816,0,0,50.55182443929681,2,7,0,0
817,0,1,50.6646458509432,0,3,1,1
818,0,1,50.93671524567261,2,9,1,1
819,0,1,51.756235076241005,2,6,1,0
820,0,1,52.929158219971846,1,7,0,1
821,0,0,50.57512640262882,4,8,0,1
822,0,0,51.83356866037344,3,4,1,0
823,0,1,51.09772442119654,2,6,1,0
824,0,1,52.55106284835595,4,11,1,1
825,0,1,51.09483208713473,4,8,1,1
826,0,1,50.588027890626535,2,6,1,0
827,0,1,50.165806292640106,3,8,0,1
828,0,1,51.57395967523046,2,8,1,0
829,0,0,53.09000226606015,2,10,0,0
830,0,1,51.69292588124888,0,7,1,0
831,0,1,51.65123267758089,1,7,1,1
832,0,1,51.30994404735884,4,7,1,1
833,0,1,53.18385483895225,3,9,0,0
834,0,1,52.41856467042388,3,9,0,1
835,0,1,50.70802596432922,2,6,1,1
836,0,1,51.30936004697267,3,8,1,0
837,0,1,52.5046382967939,3,7,0,0
838,0,1,51.58469819745388,2,8,1,0
839,0,1,50.99845204671967,2,6,0,1
840,0,1,52.08836094156244,0,3,0,0
841,0,0,51.16364137526997,3,6,1,0
842,0,1,53.06390000945765,4,8,1,0
843,0,1,52.24769465591136,2,9,1,1
844,0,0,52.95006804882269,1,6,1,0
845,0,1,51.09086793532055,0,6,1,1
846,0,0,53.00463437481055,3,7,0,1
847,0,1,51.617407530966446,1,6,0,1
848,0,1,50.21332127099745,3,7,0,0
849,0,0,52.16404937559672,1,5,0,1
850,0,0,50.96708983905349,4,5,0,1
851,0,0,51.92732954582652,2,6,0,0
852,0,1,51.56767744237753,3,9,0,0
853,0,1,51.038635756717085,3,6,0,1
854,0,0,52.33463169588243,3,7,1,1
855,0,0,51.29808235777408,3,8,1,1
856,0,1,51.47529996591132,2,6,0,0
857,0,1,51.55151889585093,2,3,1,0
858,0,1,53.2062798896002,4,8,1,0
859,0,0,51.885595019731326,2,8,0,1
860,0,1,51.3436267523763,3,7,0,1
861,0,1,52.48485708243711,3,6,0,1
862,0,1,53.18360215520948,3,9,0,0
863,0,1,52.0641258739838,2,7,0,1
864,0,0,51.83979155089569,4,7,0,1
865,0,1,51.86804071336266,5,7,1,0
866,0,1,52.91011765954106,3,8,0,0
867,0,1,50.37360851615281,2,3,0,0
868,0,1,50.87024276538308,3,6,0,1
869,0,1,50.69360124784093,3,4,1,1
870,0,1,52.26471716279538,2,8,1,0
871,0,0,51.9599083981208,4,9,0,0
872,0,1,51.34951873511376,4,9,0,1
873,0,1,52.18698365247942,2,7,0,1
874,0,0,52.92748952459181,3,5,1,0
875,0,1,53.09980245713442,4,4,0,1
876,0,1,52.03014850903979,1,3,1,1
877,0,1,50.42392898896636,2,9,0,1
878,0,1,51.25084111203455,2,5,1,0
879,0,1,50.75460517736462,4,7,1,0
880,0,0,51.99569090297936,2,8,0,0
881,0,1,51.66466276217231,3,9,1,0
882,0,1,52.06385597399955,4,8,0,0
883,0,0,52.71887299109754,2,6,0,0
884,0,0,51.74114808127749,3,9,1,0
885,0,1,52.44571867860938,4,6,0,0
886,0,1,50.64697339899743,4,5,1,1
887,0,1,51.31228663763024,2,6,1,0
888,0,1,51.97013989489892,2,7,0,1
889,0,1,50.14822857860409,5,5,1,1
890,0,0,52.38181614613843,3,3,0,1
891,0,0,50.97428333233298,4,6,1,1
892,0,1,51.33092847418552,2,5,0,1
893,0,1,50.70398640963621,2,5,1,1
894,0,1,52.23971084481026,4,6,1,0
895,0,0,50.86260210824295,2,6,0,1
896,0,0,50.41715308509611,1,7,1,1
897,0,0,51.68330818040322,3,6,1,0
898,0,0,50.7318185136842,2,8,1,1
899,0,0,51.417490263891146,2,7,1,0
900,0,0,51.3628749036298,4,8,1,1
901,0,0,52.0817304353987,1,6,0,0
902,0,0,52.36996179170616,4,7,1,1
903,0,0,51.30575370662812,2,5,0,1
904,0,1,52.188635508118985,2,8,0,1
905,0,1,50.53826675190155,3,10,1,1
906,0,0,51.80985784152725,3,6,0,0
907,0,0,52.806232723626295,2,7,0,1
908,0,1,50.38035539833808,1,6,1,1
909,0,0,51.03650666926399,4,8,0,1
910,0,1,50.33977644019209,4,6,0,1
911,0,1,50.642186071157305,4,8,1,0
912,0,1,51.88155933946698,3,5,1,0
913,0,1,50.51192851442581,3,7,1,0
914,0,1,52.28025172519436,3,5,1,1
915,0,1,50.50822416281146,2,6,0,0
916,0,0,52.73191721876222,4,7,1,0
917,0,1,51.31220284999058,3,9,1,1
918,0,1,52.65816321449431,1,6,0,0
919,0,1,49.44090941512388,2,6,1,0
920,0,0,51.872117666843295,4,8,1,0
921,0,0,52.72074929630195,3,5,0,0
922,0,1,50.921945251085255,3,8,0,1
923,0,1,52.74885206046999,4,11,1,1
924,0,1,52.40808606654776,3,6,1,1
925,0,0,53.35901413856868,3,5,0,0
926,0,1,53.32474679176739,2,9,0,1
927,0,0,52.45838224417073,2,7,1,0
928,0,1,50.92333781520117,2,4,0,1
929,0,0,51.96834216217738,4,5,0,1
930,0,1,50.97436627583959,3,7,0,0
931,0,0,53.147593182972976,4,6,1,1
932,0,1,50.247579448067135,2,4,1,1
933,0,0,50.91645201194388,3,8,0,1
934,0,1,51.73517397006072,2,5,1,0
935,0,1,51.29961856596526,1,8,0,1
936,0,0,52.60913596836734,4,6,1,1
937,0,1,51.63085168620714,3,6,0,0
938,0,1,53.13292983768625,2,5,1,0
939,0,0,52.124707374280526,3,7,1,0
940,0,1,51.67674979482017,1,6,1,0
941,0,0,51.14978871125512,3,4,0,0
942,0,1,50.583934439143945,1,7,0,1
943,0,1,51.67375582262897,4,5,1,1
944,0,0,50.48985911086213,3,9,1,0
945,0,0,52.99594460465792,3,10,1,1
946,0,0,52.05578651869125,3,6,0,1
947,0,0,51.50116808837196,3,9,0,1
948,0,1,49.285255040280376,2,6,1,0
949,0,1,52.0374480038472,3,5,1,0
950,0,0,51.50724504095409,2,7,1,0
951,0,1,50.78548031538163,1,7,0,1
952,0,1,52.02810470061299,2,6,0,1
953,0,1,52.9717991061042,2,8,0,1
954,0,0,52.0218255795053,2,7,1,0
955,0,0,54.52191067543112,0,6,0,0
956,0,1,52.575012820441984,5,6,0,0
957,0,1,50.28170761246488,3,3,1,1
958,0,0,52.4729378715323,1,6,1,1
959,0,1,52.66889806671147,4,5,0,1
960,0,1,51.66039124108668,2,7,0,1
961,0,0,53.74017804908064,2,4,1,0
962,0,0,52.43793086225719,2,7,0,0
963,0,1,51.29972069936689,0,6,0,0
964,0,0,51.88064776644973,3,5,1,1
965,0,1,51.49960548150076,2,4,0,1
966,0,0,54.12678995171938,2,6,1,0
967,0,0,52.23671889132876,1,4,1,1
968,0,1,51.62729928466732,2,6,1,0
969,0,1,52.12056871234424,2,8,1,1
970,0,1,52.353164142361706,4,7,1,0
971,0,1,52.19757180096285,2,6,0,0
972,0,1,51.76069817313193,4,4,0,1
973,0,1,51.38906789931732,3,7,1,1
974,0,0,51.22992619755716,2,7,0,0
975,0,1,50.29204309566671,1,5,0,1
976,0,0,52.32872196830298,2,4,0,1
977,0,1,51.48587267937253,3,10,1,1
978,0,1,51.582660858263424,4,5,1,0
979,0,1,52.140989238036205,3,9,1,1
980,0,1,52.71796068798528,1,7,1,1
981,0,1,52.04954268348929,1,5,0,1
982,0,1,51.115831709184725,4,5,1,1
983,0,1,50.70368038470375,4,6,1,0
984,0,0,51.49093306800116,2,8,0,0
985,0,1,51.20581692054955,4,7,0,1
986,0,0,52.58508968628794,2,5,1,1
987,0,1,52.33088743400381,3,6,0,1
988,0,1,52.756433090584125,3,7,1,1
989,0,1,52.85236594716089,1,6,1,1
990,0,1,49.91331736671666,3,8,1,1
991,0,1,51.69178895999305,3,7,0,1
992,0,0,52.016134200490335,4,7,1,0
993,0,1,52.22298673615655,3,6,0,0
994,0,1,52.88129159188583,3,6,0,0
995,0,1,52.12815622644156,1,7,1,1
996,0,1,50.34736319685911,4,5,1,1
997,0,0,50.30090760776132,2,4,1,0
998,0,1,51.37818223443638,2,7,0,1
999,0,1,51.27040584394043,1,8,0,1
0,1,1,61.28212160475023,4,6,1,1
1,1,1,61.67471623130944,4,4,0,1
2,1,1,60.56591513567871,2,6,1,1
3,1,1,61.86818855748916,3,5,1,0
4,1,1,60.71391367772776,3,7,0,0
5,1,1,59.94719795839252,2,6,0,0
6,1,1,62.957986412745925,3,6,0,1
7,1,0,53.39527493942587,2,7,1,1
8,1,1,62.62329101220461,4,3,1,1
9,1,1,61.88349663542148,6,6,0,0
10,1,1,61.42642209081309,4,8,0,1
11,1,1,59.70775683357638,1,5,1,1
12,1,0,52.14538677721198,4,6,0,0
13,1,1,62.68365698283296,3,7,1,0
14,1,0,52.57547523779125,2,8,1,1
15,1,1,61.77606503176799,2,9,1,0
16,1,1,60.85951230009591,1,6,1,0
17,1,0,53.42560841826506,2,4,1,0
18,1,0,52.8906119506564,2,6,0,0
19,1,1,60.81744899105647,2,7,1,1
20,1,1,61.434881103722816,1,4,1,1
21,1,0,52.62522859551749,4,4,0,1
22,1,0,52.93542112384152,2,4,1,0
23,1,1,61.91136763302792,2,7,0,1
24,1,1,59.374745187807925,3,8,0,1
25,1,0,51.76120847458488,2,7,1,0
26,1,0,51.53998334832151,3,5,0,1
27,1,1,60.82518031103359,3,3,1,1
28,1,1,60.76359421769964,2,4,1,0
29,1,1,61.20964060145734,2,6,0,0
30,1,1,62.16583751259254,3,8,0,1
31,1,1,60.326259968755394,3,6,0,1
32,1,1,61.61626158805669,3,8,1,0
33,1,0,55.04329638612459,4,5,0,0
34,1,1,61.36245651103656,2,8,1,0
35,1,1,61.25939826776607,2,5,0,1
36,1,0,55.26428923775388,2,8,0,0
37,1,0,53.13481316730695,3,4,0,1
38,1,1,60.86943184550826,3,5,1,1
39,1,0,53.85401759504987,3,9,1,1
40,1,1,60.95176575221586,1,4,1,1
41,1,0,51.94127145946361,1,5,1,0
42,1,0,52.317565222643765,3,7,1,1
43,1,1,63.20806666930159,1,7,0,0
44,1,1,62.01089711424313,2,10,0,1
45,1,1,60.50424914385947,3,4,0,1
46,1,1,59.48514188758339,1,3,1,0
47,1,0,53.159052334368745,2,11,1,1
48,1,1,61.564529858292,5,5,0,1
49,1,1,61.269287427002105,3,7,0,1
50,1,1,61.33857195075062,3,5,1,1
51,1,0,53.15296517314286,4,7,0,1
52,1,0,52.56185243882815,0,7,1,0
53,1,1,60.52345701417403,2,8,1,0
54,1,1,60.61858247570248,1,6,0,0
55,1,1,60.88725282603618,3,11,0,1
56,1,1,60.94622966060877,2,7,1,1
57,1,1,61.06897526253791,4,8,1,1
58,1,1,60.90624015550692,4,4,1,0
59,1,1,61.52580908649711,4,7,0,1
60,1,0,53.06727664517213,4,6,0,1
61,1,0,52.93556807142345,2,8,1,1
62,1,1,61.0234923399895,1,7,0,1
63,1,1,63.65738952277383,4,9,1,0
64,1,0,52.37357188265749,2,5,0,0
65,1,0,52.032988060244605,2,8,1,1
66,1,0,51.7674752437671,2,6,0,1
67,1,1,62.70406509887369,3,7,0,1
68,1,1,60.15870268710913,3,5,1,1
69,1,1,60.56689669019588,2,5,1,1
70,1,0,52.16447722849451,1,8,0,1
71,1,1,60.52789957816678,4,6,1,1
72,1,1,62.25843930939881,1,9,0,1
73,1,1,60.36741577597762,2,5,1,1
74,1,1,61.609645722040725,1,8,0,0
75,1,1,63.68335641869584,4,6,1,0
76,1,0,52.96894160346563,2,3,0,1
77,1,1,61.22876513549007,5,12,1,0
78,1,1,60.32171833903137,3,4,1,0
79,1,0,51.166426247544905,5,7,1,0
80,1,0,53.26437335673125,2,8,1,1
81,1,1,60.03518107735821,3,4,0,1
82,1,1,62.247861188916566,1,8,0,1
83,1,1,61.27968319622416,3,9,1,1
84,1,1,62.905157922652805,5,7,0,1
85,1,0,52.47971546488326,2,8,1,0
86,1,0,53.01285922166846,2,3,1,0
87,1,0,52.83420175070952,0,6,0,0
88,1,0,53.45286489363838,3,6,1,0
89,1,1,62.77087542871764,2,2,0,0
90,1,0,52.33096394030317,2,7,0,1
91,1,0,53.70118254513464,4,6,0,1
92,1,1,62.71897624877828,2,9,1,0
93,1,1,62.06185558824323,2,6,0,1
94,1,1,60.35939966941954,4,5,1,1
95,1,1,61.37256182162088,3,8,1,1
96,1,0,52.200025409470456,1,6,0,0
97,1,1,61.34999188564227,3,10,1,1
98,1,1,62.19238274995451,3,7,0,1
99,1,1,61.76300438618514,5,5,0,0
100,1,1,60.20525246713318,3,4,1,1
101,1,1,60.96558727040093,1,6,0,0
102,1,1,59.96712450563293,2,8,0,1
103,1,0,52.51696581670531,2,6,1,0
104,1,0,53.67292281042874,1,9,0,1
105,1,1,63.21798926332209,2,9,1,0
106,1,0,50.59685047062684,4,6,1,0
107,1,0,51.97025381414689,2,5,1,0
108,1,1,61.267243708486056,1,7,1,0
109,1,0,50.71714365674018,3,3,0,0
110,1,0,52.15546393369033,3,3,0,0
111,1,1,61.426054989310295,4,3,1,1
112,1,1,61.19730157390224,3,7,1,1
113,1,1,60.6126581276441,2,8,1,1
114,1,1,61.75142361591852,0,6,0,0
115,1,1,60.76012809115064,4,7,0,0
116,1,1,60.24646260985028,2,7,1,1
117,1,0,53.68052664077556,2,5,0,0
118,1,1,61.748998927708726,1,6,0,1
119,1,1,61.805195117902926,3,9,0,0
120,1,0,51.04163668501063,4,6,0,0
121,1,0,52.53658399039284,1,7,1,0
122,1,1,60.316459632871,2,5,1,1
123,1,0,52.37108875873526,4,8,0,1
124,1,0,52.6456032680167,4,7,0,1
125,1,0,50.6421430692974,2,5,0,1
126,1,0,51.64328130974628,2,3,1,1
127,1,0,51.929606857388485,2,7,0,1
128,1,1,60.95435521535003,3,6,1,0
129,1,1,60.630651881173,2,8,1,1
130,1,1,62.2711699428774,1,5,1,1
131,1,1,59.93537175462967,3,4,1,1
132,1,1,61.71670751121224,3,5,1,0
133,1,0,51.62133005611029,3,5,1,0
134,1,1,60.15072330225578,3,4,1,1
135,1,1,62.11711628127215,3,7,1,1
136,1,1,63.1032964205373,2,11,0,0
137,1,1,62.52020254984396,2,4,1,0
138,1,1,60.68703373122059,3,7,0,1
139,1,1,59.91832048172818,2,8,1,1
140,1,1,61.37817364975689,2,7,1,0
141,1,1,61.44723089648876,1,3,0,0
142,1,1,60.22108170171184,4,6,0,0
143,1,1,60.86491400620083,1,10,1,0
144,1,0,54.20463431917717,3,8,0,0
145,1,1,61.01997195705093,3,7,0,0
146,1,1,60.3944921409292,3,9,0,0
147,1,1,60.79455933906582,3,7,1,0
148,1,1,61.41102201845902,2,5,0,1
149,1,0,53.28735937575558,3,5,0,0
150,1,0,51.5731806587684,2,9,1,0
151,1,1,61.48754142359566,3,4,0,0
152,1,1,64.07254999055681,0,4,0,1
153,1,1,62.44939070346356,4,7,1,1
154,1,0,50.854844826316736,3,10,0,1
155,1,1,61.05834087305286,1,10,1,1
156,1,0,54.54780152706624,5,5,1,0
157,1,1,62.13505194975694,4,5,0,1
158,1,1,61.974921409975714,0,6,1,1
159,1,1,59.950992960712895,3,6,0,1
160,1,1,60.86384391238212,3,7,1,0
161,1,0,53.18330141638192,4,7,0,1
162,1,1,59.56131975704005,2,4,0,0
163,1,0,52.58223309039314,1,5,1,0
164,1,0,53.19067887736364,3,5,1,0
165,1,1,62.693237342108496,2,9,1,1
166,1,1,59.03348264954373,1,7,1,1
167,1,1,62.123821735927166,4,4,1,1
168,1,1,62.75017850450822,4,7,1,1
169,1,0,51.616981565994855,2,7,0,1
170,1,0,52.33890707508409,1,4,0,0
171,1,1,62.871654978401146,2,9,0,0
172,1,1,59.258015549669935,1,6,0,1
173,1,0,52.6217770668724,2,7,0,1
174,1,1,61.26445171447534,4,8,0,0
175,1,0,51.72851446868125,1,5,0,1
176,1,1,62.29986739137056,2,8,0,0
177,1,1,60.349734021033306,3,8,1,0
178,1,1,62.07970760210678,2,8,1,1
179,1,1,61.69512923041703,1,8,1,0
180,1,1,60.35510423133443,2,5,1,1
181,1,1,62.46914668028204,0,4,1,0
182,1,1,60.49426703009997,2,7,1,0
183,1,0,51.570844191987824,2,3,0,0
184,1,1,62.50221814314894,0,6,0,1
185,1,1,61.29152237989074,2,4,0,1
186,1,0,53.31899202535091,2,6,1,0
187,1,1,61.41040540378099,2,9,1,1
188,1,0,52.32170097878589,2,10,1,1
189,1,0,51.944052354224674,2,6,1,0
190,1,0,53.78728629199493,2,5,1,0
191,1,1,60.82571644298283,1,8,0,1
192,1,1,61.67476721131813,1,6,1,1
193,1,1,61.10284535275196,4,5,1,0
194,1,1,60.98737010940817,3,5,0,1
195,1,1,61.40776288163428,2,10,1,0
196,1,1,61.36131446145619,3,8,1,0
197,1,1,61.63222471159537,1,11,0,1
198,1,1,61.45147619509433,2,10,0,1
199,1,0,50.99450967915351,3,5,0,0
200,1,1,60.40707554750214,5,9,0,1
201,1,0,51.97524451719229,2,6,1,0
202,1,0,52.33900336158979,3,6,1,1
203,1,0,51.475193947934606,3,9,1,0
204,1,1,61.89118504964419,3,9,1,0
205,1,0,51.2165786299208,2,6,1,1
206,1,0,53.23495946126269,2,9,1,0
207,1,0,52.48323539670014,2,3,1,0
208,1,1,60.915202025213375,3,4,1,1
209,1,1,60.93854320470534,2,5,1,0
210,1,1,59.45578034793896,3,6,1,0
211,1,0,52.4454721439088,2,8,1,0
212,1,1,60.66621977847767,4,8,1,1
213,1,0,51.941239969847565,3,7,0,1
214,1,0,53.77996893260301,0,6,0,1
215,1,1,63.51870056973483,3,4,1,0
216,1,1,61.6759126735974,3,6,0,0
217,1,0,52.64238370704032,1,7,0,0
218,1,0,52.64496373443304,3,7,1,0
219,1,0,54.00539759511192,4,4,1,0
220,1,1,61.90547533270075,1,10,0,1
221,1,1,60.73484132496202,1,7,1,1
222,1,1,62.35307974161414,1,2,0,0
223,1,1,61.37644625132264,2,6,0,0
224,1,1,62.24484433385183,4,5,1,1
225,1,0,52.68413795208658,4,7,1,1
226,1,0,52.35047740769638,3,7,1,1
227,1,1,62.41547746655651,4,9,0,1
228,1,1,60.158536984139246,2,8,0,0
229,1,1,61.80121868461183,3,7,1,0
230,1,1,61.34844408585562,3,8,0,1
231,1,1,61.3812285341137,2,9,0,1
232,1,1,61.86744576594627,2,9,1,1
233,1,1,60.326184506482456,4,8,1,0
234,1,1,60.9195648481985,3,5,0,1
235,1,0,50.78098147564518,2,5,1,1
236,1,1,62.11017454813826,2,3,0,0
237,1,1,59.878999969178935,3,1,0,0
238,1,0,54.18381500397917,1,5,0,0
239,1,0,52.11170037947697,2,3,1,1
240,1,0,53.172294303894056,2,6,1,0
241,1,1,62.97173485659002,2,3,0,0
242,1,0,51.66230621675686,2,8,1,1
243,1,0,52.67784168281416,1,8,1,1
244,1,0,52.63253193741882,2,7,0,1
245,1,1,60.13048474977636,4,5,0,0
246,1,1,60.810440128568345,2,5,0,0
247,1,1,61.95953354807778,1,5,1,0
248,1,1,62.36343391753928,4,8,0,1
249,1,1,61.66489290418495,3,5,0,0
250,1,1,61.461384359150784,3,7,0,0
251,1,0,51.48075192958604,3,6,0,0
252,1,1,62.20995322445708,3,8,1,1
253,1,0,53.96221216894066,3,6,0,1
254,1,1,61.18470088907738,2,8,0,1
255,1,1,60.500157452058126,2,8,1,1
256,1,1,60.95803377398096,3,6,1,1
257,1,1,60.75004924285203,4,6,0,1
258,1,1,63.06934070354424,2,8,0,0
259,1,1,60.37826609870339,2,8,0,0
260,1,1,62.04139861509889,3,6,0,1
261,1,1,60.14405786500807,2,6,1,1
262,1,0,51.133463877253206,4,7,1,1
263,1,1,61.06701756467005,1,7,1,1
