defendant_age,lawyer_experience_years,severity_crime_index,previous_convictions,legal_aid,plea_bargain,restorative_justice_program,recidivism_rate
22,22,4,0,1,0,0,75.5756073813519
23,28,4,1,0,1,1,82.00545873809023
34,22,5,0,1,1,1,88.69060965655608
15,22,3,0,1,0,1,75.03832761781071
29,28,5,1,0,0,1,86.09230959868889
23,23,8,1,0,1,1,83.4157274602456
11,22,8,1,0,0,1,76.75613498587747
32,23,6,1,1,1,1,87.5604900522509
25,22,3,1,1,1,0,75.62534939167803
23,29,5,0,1,1,0,79.1903848109406
22,24,7,0,1,0,0,77.17085368333632
26,23,6,0,0,0,0,77.65366947983364
21,28,5,1,0,0,0,75.26448188690436
11,25,9,1,0,1,0,74.54827336375442
25,25,4,1,0,1,0,77.80101458736848
37,22,5,1,0,0,0,83.1163341219723
6,17,7,0,1,1,0,67.14860900388058
20,29,6,0,1,1,0,78.12437272096871
14,25,1,0,1,0,0,68.7279453992819
14,25,3,0,1,1,1,77.32298665802689
35,23,4,0,1,1,1,89.67666912503113
36,23,4,0,0,0,1,86.76659453295673
32,23,3,0,0,1,1,84.2715308657362
29,23,6,0,0,0,0,79.9001901396324
9,29,5,1,1,1,0,73.51303951250789
17,21,3,1,1,0,1,77.0646614836572
-3,28,8,0,0,0,1,70.99931078753104
21,27,4,0,0,1,0,74.36507498387778
28,24,7,1,1,0,1,87.72172096543486
24,24,6,0,1,1,1,84.9437138293757
18,23,5,0,1,1,0,73.89188595247597
13,23,6,0,1,0,1,76.38774037970475
26,23,1,1,1,0,0,74.57677644162239
35,22,7,1,0,1,0,82.22672926865647
31,20,0,0,1,1,1,81.30640121441299
23,25,3,1,1,1,0,77.68744761060722
25,30,7,0,0,0,1,86.14994424791134
42,24,7,1,0,1,1,94.133383994836
18,24,4,1,1,0,1,78.11271749961247
29,16,7,1,0,0,0,76.23446505072664
36,24,5,0,1,0,0,82.3303392240932
19,20,0,1,1,0,1,71.98384904753534
34,29,6,1,1,0,0,87.75571425394716
3,27,4,0,0,0,0,65.93379780720156
27,28,2,0,0,1,1,84.07101653482437
38,28,4,0,0,1,1,91.54344845734693
36,22,3,1,1,0,1,85.08860167130847
21,31,2,1,0,1,0,76.08185165407409
23,21,3,1,0,1,0,73.58281723352394
32,25,6,0,0,1,1,88.181471649812
40,23,5,0,1,1,0,85.8806681395269
32,26,7,1,1,0,0,84.85881810310374
33,19,5,1,1,1,1,85.9877587984392
26,25,2,1,1,1,0,74.45700402478667
24,24,7,0,0,0,1,83.38951530588719
20,27,5,0,0,1,0,77.62214338067693
27,26,1,0,0,1,0,76.65680839662241
8,28,4,0,1,1,0,70.50846690733981
19,28,8,1,1,1,0,80.61511807326251
21,29,5,0,1,0,1,81.94252266782566
13,24,8,0,1,0,1,78.79206920299866
24,25,5,0,0,1,0,76.2461475700766
24,21,7,1,1,1,0,78.68238495193857
16,28,6,0,0,1,0,72.07591756147978
18,19,4,1,0,0,1,73.31580131190994
29,21,5,0,0,0,1,84.12206488527914
22,22,6,1,1,1,0,77.26758482780048
34,23,3,1,0,0,1,84.8938968199496
12,25,4,1,0,0,1,75.06693844436603
14,26,5,1,0,0,0,71.36452020551447
46,20,7,0,0,1,0,86.8312762262682
21,23,7,1,1,0,0,77.68814244065732
24,24,6,1,0,0,1,82.22772842389922
12,16,3,1,1,1,0,66.55594478737221
32,19,9,1,0,0,0,82.03106971960081
33,24,9,1,1,1,1,91.71780235689606
17,30,5,1,1,0,1,81.22288533502947
38,20,9,0,0,0,1,91.05904396127978
33,18,0,0,1,0,1,78.81790272910456
27,27,8,0,1,0,0,83.94011545334133
17,28,7,0,1,0,1,82.79712609693664
33,20,4,1,1,0,1,84.2269772762369
30,24,7,1,1,1,0,82.51330277397233
20,20,9,1,0,0,0,76.59005880120652
16,20,7,0,1,1,1,78.9743605526178
24,25,5,1,1,0,1,83.79090330470135
28,21,4,1,0,0,1,82.62544234473538
14,25,5,1,0,1,0,71.18954688930701
25,24,8,1,1,0,0,80.60630937578337
17,21,5,0,0,1,0,74.22191969956431
28,23,2,1,0,1,1,80.49894728379057
14,29,3,1,0,1,1,77.31903306805472
14,24,7,1,0,0,1,78.12004675393233
21,19,5,0,0,0,0,73.20442478363971
-8,25,5,0,0,0,0,58.27795588825455
32,21,10,0,1,0,0,83.03319994427108
31,24,6,1,0,1,0,80.49392937946041
14,24,8,1,0,1,0,74.83301514017104
27,25,8,0,1,0,1,87.8495909461772
31,21,7,1,0,0,0,82.71421317169795
33,22,7,1,1,1,1,89.73020565110761
11,25,5,1,0,0,1,72.55380102828926
14,23,6,1,0,1,0,73.05224026599048
1,29,4,0,0,1,0,65.72924855893051
13,26,5,0,0,1,0,70.26608646854339
25,18,5,0,0,1,0,74.81293698097713
32,20,2,0,0,0,0,76.23322675469093
26,27,6,0,0,0,0,80.53356476734568
25,24,6,0,1,1,0,78.64898797197432
39,30,7,0,1,1,0,90.13851966894616
4,22,5,1,0,1,0,64.46539393940554
8,26,4,1,1,1,0,68.46863182699761
32,28,1,0,1,0,1,84.27799702719732
37,24,3,0,1,1,1,88.47170026159682
16,15,3,0,1,1,0,68.34915362106975
22,22,5,0,0,0,0,75.15383615953363
24,23,3,0,1,1,0,75.83742572518818
15,20,7,0,0,1,1,77.96170466472438
15,14,5,0,1,0,0,66.35279484641057
23,29,6,0,1,1,1,85.32694065804723
37,27,9,1,0,0,0,87.97651378624235
16,22,6,0,0,1,0,73.34670409808363
10,27,7,0,0,0,0,71.7641626044804
22,26,4,0,0,0,1,81.02622197817995
6,22,2,1,1,0,0,64.64029689366686
37,22,7,0,0,0,1,89.87811662679819
30,27,5,1,1,0,1,87.46443834466014
15,19,2,0,0,0,1,70.98408786046166
21,26,6,0,0,1,0,76.16759827654498
38,29,8,1,1,0,0,92.2653178528651
21,25,8,1,1,1,1,87.23691110356738
22,16,6,0,0,1,0,72.47030948758827
14,24,3,0,0,0,0,70.47004649090158
22,22,4,1,0,1,1,81.37664909351737
23,21,6,0,1,0,1,80.91993861095422
27,22,6,0,1,0,0,80.30263030036659
17,23,3,0,0,1,1,74.88996295230031
22,22,8,0,0,1,0,77.25370432386403
39,25,9,1,0,1,1,95.33619094066978
27,24,8,1,0,1,1,87.11367242589161
15,30,1,0,1,1,1,79.01356675809873
11,25,6,0,1,0,0,71.3968655423535
21,18,8,1,0,1,0,76.55444568170273
24,25,7,0,1,0,0,79.05604717085482
16,24,7,0,1,0,1,79.88364174823398
36,25,6,0,0,1,0,85.4967134134868
22,23,9,0,1,0,0,80.12469351700352
32,22,3,0,0,1,1,83.9902890584466
16,28,4,1,0,1,1,78.6861149444706
29,22,6,0,1,0,1,85.61763273740772
17,20,6,1,1,1,1,79.51907707473852
15,23,8,1,0,1,1,79.97757782337752
29,19,6,1,1,1,0,79.34966338979363
18,28,7,0,0,0,0,77.64649935658716
26,20,3,0,0,0,1,80.0816998794271
30,21,7,1,1,1,0,80.83958168746128
18,25,7,1,1,0,0,76.96707221253973
25,16,2,0,1,1,1,77.2686592315963
45,25,6,1,1,1,1,97.01454965392388
3,23,9,1,1,1,0,69.00019220149213
39,28,5,0,0,0,0,89.07959597818416
40,30,5,1,0,1,1,92.99833163264628
23,20,5,0,0,0,1,79.67143313680226
56,30,6,0,1,1,0,98.26031866970054
24,25,5,0,1,1,1,83.40500746868781
24,30,6,1,1,1,1,87.90184294482589
15,21,3,0,1,0,0,69.03984625497696
19,21,0,1,0,1,0,69.41981872360522
26,26,2,1,0,1,1,80.5000118159057
23,23,7,1,0,0,1,85.19001696785116
19,27,7,1,1,0,1,83.43164196728817
22,22,6,1,0,0,0,76.97400430855774
25,25,4,1,0,0,0,75.86966453024053
22,17,6,1,1,0,0,74.83638778526664
27,22,9,1,0,0,0,83.2552176412265
31,19,8,0,0,0,0,80.076714297478
3,15,6,0,1,1,0,62.79619925853469
18,24,8,0,0,0,1,82.27059329745752
26,21,7,0,0,1,0,80.54447539798379
26,20,9,0,0,0,0,80.27447666152162
25,28,4,0,0,0,1,83.13063563972611
38,25,3,1,0,1,0,83.92146522850732
58,27,5,1,0,1,1,101.01460900270664
32,26,4,0,1,0,1,86.03064260330937
39,19,5,1,0,1,1,88.47249155463375
40,22,9,1,0,0,0,87.400415720966
20,20,5,1,1,1,1,78.08036445308355
33,17,4,1,0,1,0,78.93001917571493
17,23,3,1,1,1,1,78.68887636274705
17,22,7,0,1,0,1,79.76752216638108
41,23,6,1,1,0,1,92.24370582750332
27,27,7,0,0,1,1,87.85414016317726
17,31,7,0,0,1,0,77.41406852045635
12,20,5,1,1,1,0,70.38138623496359
32,22,2,0,1,0,0,77.14632901118708
32,23,4,0,0,1,0,79.63328672864985
25,29,9,1,0,0,1,87.85726658222612
21,29,7,0,1,1,1,86.39004628606482
34,25,9,1,0,1,0,86.25262306072565
22,21,5,0,1,1,0,74.67134236962688
24,24,7,1,0,0,1,82.57932167339597
21,24,5,0,0,0,0,74.99172858680714
16,25,3,0,0,1,1,76.73544897279861
10,24,8,0,1,0,0,71.89980628523082
21,17,9,1,0,1,1,80.89934148365107
7,24,5,1,1,1,1,74.37370752038696
34,24,5,1,1,1,0,84.48530176812218
8,24,10,1,1,0,1,78.90461818357016
42,28,3,0,1,0,1,91.79107490295772
18,28,3,0,1,0,1,78.56766417703531
31,29,5,1,1,0,1,90.27588377129612
27,20,6,1,0,0,0,75.1140242586692
23,19,9,1,0,1,1,83.21976397936534
14,23,8,0,1,0,1,79.55851840455742
22,18,4,0,0,1,0,72.2165815566656
22,25,5,1,1,1,1,83.35583906564729
27,19,4,0,1,0,0,75.13742169508416
25,18,3,1,1,0,1,78.63094682744868
20,23,5,0,0,0,0,73.18706081676055
44,28,9,0,0,0,0,92.79449910148315
21,27,9,1,1,0,0,78.75548087591483
30,17,5,1,0,1,0,76.24852820720363
12,28,7,0,1,0,1,80.22293919194757
32,20,8,0,1,1,0,83.26447300186679
45,26,5,0,0,1,0,89.19606770478333
25,22,7,0,1,1,0,80.16034214350107
17,26,5,1,0,0,0,75.05007850729324
27,26,5,0,0,1,0,82.65878206779584
28,18,5,0,0,0,0,76.46884596999959
35,24,2,0,1,1,0,82.17463092747121
18,16,8,1,1,0,0,73.30622058062073
22,22,4,0,0,0,0,72.78888272893424
10,20,5,0,0,1,1,72.12332193645894
24,18,4,0,1,1,0,75.00741879457199
35,26,3,0,1,1,0,82.3759887459408
28,22,4,0,1,0,0,78.20722587472068
25,20,6,1,1,1,0,78.91519114903406
14,19,10,1,1,1,0,73.98237684233455
29,31,4,1,1,0,1,87.28081366594516
27,21,5,1,0,0,1,82.14077574761075
24,20,5,0,0,1,1,83.07888904703137
25,20,4,0,1,0,0,74.03466217535426
6,15,4,1,0,0,1,65.53862036532684
36,20,2,0,1,1,1,86.56060581076457
26,25,6,1,1,0,0,79.37825791874307
50,27,5,1,1,1,0,95.1124622661933
31,28,7,1,0,0,1,88.56256673671643
22,28,7,0,0,1,1,84.31986609731914
38,15,8,1,1,0,1,90.19178146212558
23,14,3,0,1,0,1,75.31073653965622
17,23,7,0,1,1,1,81.41342238912753
30,26,10,1,1,1,0,85.20254684338472
34,17,8,1,0,1,0,83.27962946039928
34,23,5,1,1,0,0,82.41711275211154
13,28,6,0,0,1,1,78.46208210329198
28,24,7,0,0,0,0,79.56779709958188
25,24,5,1,0,0,1,81.11838222996113
28,28,7,0,0,0,1,87.28494038797645
12,20,6,1,0,1,0,70.06943375234032
26,24,8,0,1,0,1,87.86406578372811
49,15,9,0,0,0,1,95.55095384695969
28,26,6,0,0,1,0,81.15428028173339
28,23,4,1,1,1,1,83.49305807671723
31,17,5,1,0,0,1,82.47934808954626
25,29,6,0,0,1,1,84.50207231750603
31,22,10,0,1,0,1,90.55163187450933
31,22,4,0,1,0,0,80.3827183645036
38,12,4,0,0,1,1,84.51262085028694
21,28,1,1,1,0,0,73.50391845450693
28,34,7,0,0,0,1,90.06298758449829
30,29,6,1,1,1,1,89.60179258109537
24,21,10,1,0,1,0,81.23698564170644
29,31,4,1,1,0,1,85.88820005211517
41,22,4,1,1,1,1,91.08331193867184
25,23,9,0,0,0,0,81.50232285161454
26,21,10,1,0,0,0,79.48453907198478
34,20,4,0,0,1,1,85.5248777795476
8,24,3,1,0,1,1,72.46061044546995
31,31,6,1,1,0,0,86.20266909092234
40,26,8,0,0,1,1,96.6713949844118
11,29,6,0,1,1,0,73.44296915254546
27,20,8,1,0,1,1,85.19620680053424
36,19,1,1,0,0,1,83.60451711914807
28,26,8,1,0,1,1,87.87851873417772
22,22,3,0,0,1,0,72.17145121509913
24,16,4,0,0,1,1,77.1112797223184
35,19,4,0,0,0,0,79.4975131083261
25,27,9,1,0,0,1,85.716810440476
43,22,4,1,0,1,1,92.31060896566908
18,16,9,0,1,0,0,74.68481964842606
44,23,8,1,1,1,0,90.79316105405849
15,19,4,0,1,0,0,68.43917711441902
21,18,6,1,1,0,0,74.65826072018146
35,24,3,1,1,1,0,82.08511822359465
29,22,4,1,0,1,1,84.30381994631936
27,20,8,1,0,0,1,84.68986925969175
7,29,8,1,0,0,1,79.99556904000059
30,29,5,1,0,0,1,89.50628149183902
33,26,6,1,1,1,0,85.3988432102686
13,26,5,1,1,0,0,70.66374784717449
37,20,7,0,0,0,0,86.31783478043556
31,18,4,1,1,0,1,83.2474713529505
17,23,7,1,1,1,1,81.13597884772894
11,25,4,1,0,1,0,70.25790943134619
16,23,9,0,1,1,1,82.88090210929204
36,19,4,0,0,0,1,84.24119553291183
35,23,7,1,0,0,1,87.74739978045629
20,27,10,1,0,1,0,81.78034787875666
6,21,6,1,1,1,0,66.6429748697651
42,22,6,1,1,1,1,93.13427656883312
23,25,4,1,0,1,1,81.01538145093338
15,24,5,0,1,0,0,71.75759821164392
17,23,4,0,1,1,1,78.6905700302615
9,19,4,1,1,0,1,70.38434542762916
29,21,8,0,0,1,1,87.02386248349502
20,23,5,0,0,0,1,80.79997881030664
22,19,1,1,0,0,1,75.0328439476633
16,25,7,1,1,0,1,80.67983619119383
19,19,4,1,1,1,1,76.18947736738204
23,21,8,0,1,0,1,84.01101792714107
21,24,7,0,0,0,0,75.72298815067023
23,28,3,1,0,0,0,76.79481065480815
4,23,5,0,0,0,1,71.38618651927808
17,25,9,0,0,0,1,83.48689818045193
13,28,6,0,0,0,0,72.50956900235447
2,22,4,1,0,0,0,63.41188394055358
26,24,5,0,1,1,1,83.55710159622815
10,15,4,0,0,0,0,63.8890487617094
21,19,6,0,1,1,1,82.27768435070169
28,22,6,0,1,1,1,86.32883558283133
32,21,3,1,0,0,1,81.63645998772385
7,22,5,1,0,1,0,66.49718199074742
25,28,1,1,1,1,0,77.01261190468493
34,23,11,0,1,0,1,92.72242095105683
12,17,7,1,0,1,0,71.11395784088344
18,23,6,0,0,1,1,80.73816205607287
30,34,2,0,0,0,1,87.66508637356108
23,19,9,0,0,1,1,82.87744611918549
14,21,9,1,0,0,0,74.00938129682453
5,21,10,0,0,1,1,74.46574515989724
16,24,7,1,0,1,1,79.25389734921967
31,26,8,1,0,0,1,89.2170197345214
32,28,4,1,0,1,1,87.35959332046974
11,24,4,0,1,1,0,70.34037208385125
21,14,9,1,1,0,1,80.89778659168479
21,23,4,0,0,0,1,77.81400707617613
24,28,9,1,0,1,0,85.34466671946393
18,22,9,0,0,0,1,81.47372235152798
24,29,2,0,0,0,0,75.16285138594331
23,20,3,0,0,0,1,77.19995926369337
32,18,5,0,1,0,0,81.19294600249886
18,22,4,0,0,0,1,76.7358737211323
17,27,4,1,1,1,1,80.92057985799433
27,21,5,1,0,1,0,75.27073931094183
22,21,4,1,0,1,0,72.91701085777002
17,27,6,1,0,1,0,75.01926991602411
25,23,3,1,0,0,1,81.02703942558522
11,17,7,0,0,0,1,72.92374081647816
17,20,6,0,1,1,1,79.16330057082479
32,22,4,1,1,1,1,88.03664633350084
40,23,3,0,0,0,1,89.83984148787015
28,33,4,1,0,1,0,82.11124860370124
29,23,9,0,1,0,0,83.4844931348925
27,25,4,1,1,1,0,79.41229485605147
25,26,11,1,1,0,0,83.66583102481258
23,30,8,1,1,1,0,81.8466315432094
27,27,6,0,0,0,1,86.46523667190112
2,19,1,1,1,1,1,64.30110493678669
36,20,6,1,0,1,0,82.775282076198
